longitude	C2H3NO5	O3	CO	warning	Pb	PAHs	PM2.5	PRES	TEMP	latitude	NH3	H2CO	SO2	CH4	PM10	CFCs	NOx
36.25361	6.78513	8.29209	6.92634	0.00000	36.90576	4.46582	7.07287	1098.16492	30.45991	47.48444	7.31160	68.34793	6.54005	5.66779	13.11724	62.38106	
4.52529	0.07559	9.71922	6.17128	1.00000	34.66871	7.32283	7.93697	1142.11450	11.00975	50.71229	10.53051	48.31630	11.49855	9.74613	8.41647	56.93119	6.43039
14.39024	0.02708	9.15240	7.75435	1.00000	52.03783	9.20931	9.69132	1065.53739	17.09706	42.22718	7.08573	45.91635	10.51670	10.14205	4.97454	77.00353	8.13925
128.62667	1.27300	8.37130	8.33623	0.00000	44.37565	4.46470	10.60394	1188.96684	11.84168	34.8825	10.28950	40.77567	7.65786	9.78172	11.42650	52.45876	6.81541
38.02486	0.05954	9.45204	5.41501	0.00000	66.49267	5.86665	9.14841	1130.63274	14.49689	55.64776	6.78037	39.57560	9.20937	7.41195	8.23971	43.05721	10.50798
-80.58556	0.04788	8.13856	7.23933	0.00000	56.54488	6.49550	10.02463	1059.16687	12.15898	22.98212	4.85093	86.38051	10.84085	6.76225	7.72857	41.24317	11.55374
-1.29772	0.01107	8.78135	9.01439	0.00000	98.61525	6.48047	7.08697	1153.32039	5.07584	50.76306	5.33735	65.90414	10.30515	9.47229	3.03840	53.16530	8.04028
-94.74049	0.35006	5.85886	6.68260	1.00000	47.60924	11.50787	9.33410	1173.17826	28.95310	32.5007	10.50539	38.32408	8.74672	9.86031	10.13688	64.26937	8.89400
11.5	0.01096	7.27822	7.48373	1.00000	52.81750	10.13380	7.27452	1108.48153	11.50856	3.51667	9.23604	36.07213	10.18737	8.10950	6.64962	55.26107	6.98054
4.85668	0.20587	10.01594	8.73211	1.00000	52.65171	8.93451	9.08601	1109.28472	4.65128	36.27462	7.70600	56.12650	9.61406	7.94860	9.46197	52.65773	4.82631
-2.68758	0.18267	7.19394	9.25197	0.00000	52.70743	5.41096	7.50329	1130.37190	29.78377	53.69786	7.24917	42.49211	8.50879	8.03917	9.44886	50.47775	6.53250
11.34046	0.02652	8.43015	6.80507	1.00000	57.57113	11.29708	8.67766	1165.45913	18.97941	50.72043	4.54945	55.94795	8.85640	10.13866	6.64389	61.90299	5.99705
67.84222	0.03047	9.40282	8.78260	1.00000	63.93469	10.56079	8.48168	1120.69197	11.89517	40.11583	6.71546	20.08245	9.76992	9.30579	6.96587	25.51946	8.50624
-71.19901	0.02934	6.87612	6.28263	0.00000	59.79293	5.28234	8.86691	1116.67241	8.51710	-30.60106	9.73398	54.95094	5.64300	8.32387	5.61363	50.61903	9.16679
85.4265	0.09944	6.33697	7.79268	0.00000	27.94186	7.43326	6.91477	1141.04287	16.42208	55.8736	5.99242	43.05806	8.59014	8.05517	8.67497	54.08609	6.88927
-77.55777	0.03249	6.29418	9.05678	1.00000	24.28779	8.25693	7.16942	1167.98865	15.10515	37.52487	10.56787	21.83214	9.33393	8.72098	6.64246	49.72911	7.11361
-0.74934	0.03239	8.58950	7.65573	1.00000	36.37834	9.95127	6.15010	1071.46482	12.94044	51.62907	7.48042	47.29695	8.91835	10.69711	6.46508	47.60478	6.24802
101.02083	0.03385	8.30422	9.15746	1.00000	30.18303	8.55228	7.74023	1163.65045	16.33896	4.02219	9.55199	42.67886	11.23550	10.38573	6.73786	44.72559	6.56577
5.4584	0.07853	6.23922	8.93469	1.00000	56.09851	10.58172	9.49500	1086.47748	12.20206	43.32393	7.47975	63.26740	8.57556	8.03513	8.37587	44.40593	6.72566
-65.61427	0.01239	8.49349	8.67070	1.00000	39.71538	9.44309	9.72488	1178.56260	37.88163	-27.4338	6.14156	67.95262	10.93067	10.75270	5.40462	57.10343	8.46054
55.4504	0.02774	8.70931	8.58739	1.00000	44.22033	9.69730	6.40316	1098.42585	9.94704	-20.88231	5.93483	84.93268	9.10154	10.64537	6.44300	69.04432	6.71364
-2.16	0.05299	7.72889	8.15148	1.00000	42.20366	10.04282	8.61364	1118.22499	28.59549	34.31	9.57908	58.79173	9.42712	7.71697	7.73951	34.45782	8.58821
1.53414	0.07290	9.00830	10.21945	1.00000	54.10322	9.83995	8.36742	1162.85378	-8.00514	42.50729	12.34739	33.18500	8.56221	8.53359	8.14722	43.02446	8.13687
-116.37697	0.02578	8.11032	7.33799	0.00000	76.00006	6.22510	7.13401	1072.15423	22.51622	33.72255	6.16269	50.64182	7.00904	7.44068	4.65969	42.78588	10.62692
76.35484	0.02397	8.96737	9.31821	1.00000	66.64076	8.36051	7.51270	1107.56421	29.82270	10.10649	11.22115	70.16603	9.65889	10.41254	5.47666	67.10293	6.20177
-74.96933	0.14612	7.22795	7.10032	1.00000	37.30389	9.97734	6.93136	1159.67820	20.55308	39.71734	8.88539	60.45836	8.81874	7.84197	9.15803	55.18066	8.63166
117.7	0.08793	5.25250	7.41840	1.00000	48.73799	7.31874	8.28192	1173.62722	18.43097	35.85	9.01334	58.12100	10.67889	7.77015	8.36074	36.21635	4.37891
-0.76773	0.02784	8.02333	7.37482	1.00000	66.08735	9.26056	7.91275	1086.82311	24.94251	38.38479	9.02571	50.14982	9.15331	10.10004	6.61241	60.39083	6.67433
114.51667	0.02024	7.91903	8.68019	1.00000	61.17712	12.51183	7.13479	1101.27374	22.67773	33.78333	9.58446	34.94887	8.57491	7.20963	6.72574	46.75951	8.72889
105.75635	0.37326	8.23272	10.06017	0.00000	34.40515	6.66089	9.53634	1100.87270	26.55560	10.29085	9.07727	49.48833	12.41563	3.60087	10.18395	79.08867	8.93692
13.29371	0.30253	8.35640	7.80282	0.00000	47.37197	4.70852	7.18265	1078.02087	-3.76781	52.53048	7.96337	31.74592	7.03377	9.24998	9.93521	62.63984	6.90765
-2.68333	0.02940	6.45914	6.29925	1.00000	62.44041	8.62538	7.80233	1147.87321	5.55332	43.31667	7.78759	50.88802	8.91666	9.75219	6.85635	71.76440	6.46869
124.84472	0.43249	8.97869	8.83860	0.00000	49.51313	7.36806	7.47996	1150.92285	12.35934	10.13361	8.32857	18.97043	7.30709	7.74638	10.33783	72.79541	6.76557
112.19028	0.02056	8.13472	8.79011	1.00000	52.07876	8.31575	7.33904	1101.33860	27.69468	30.35028	8.21628		9.00876	11.63571	6.50599	47.88180	5.59797
30.38167	0.03603	7.79983	8.08750	0.00000	59.93202	6.03548	7.32139	1174.96059	13.74634	59.80917	7.90045	54.93744	8.41606	7.45750	5.93999	56.65371	9.14637
5.58472	0.04954	8.82220	7.71622	0.00000	47.06681	8.25122	8.98112	1109.37617	13.78358	52.14	5.96674	47.67437	5.54158	6.18966	7.75283	57.47111	7.84449
15.07041	0.03183	9.35597	8.97833	0.00000	60.31186	7.91642	9.47831	1111.02907	25.33844	37.49223	6.07090	63.62922	10.65927	9.14555	5.17934	46.61628	7.64158
-87.88754	0.02952	8.20894	7.75217	1.00000	51.93716	5.88678	4.79338	1110.43157	10.61308	41.15376	7.93762	42.71608	10.02856	11.60649	3.88054	56.39584	3.44391
24.43973	0.03590	9.14934	7.99033	1.00000	42.23678	7.91807	10.17902	1110.11930	26.61700	0.76755	2.76608	39.48702	12.16846	8.48591	6.13025	58.00303	9.91049
37.38115	0.01103	7.76674	9.13339	0.00000	32.89534	5.90297	6.96068	1064.58285	9.16612	55.63711	5.40142	61.53709	9.70808	6.00123	5.58353	38.27986	11.12030
-71.08977	0.03140	6.47509	9.86896	1.00000	53.50138	11.79089	7.07865	1134.60533	26.34069	41.9001	10.17907	29.46621	9.33815	8.72286	7.06880	39.52429	8.06199
105.89333	0.07102	8.11866	7.56280	1.00000	62.13229	9.89033	8.45900	1125.27253	18.18711	34.56861	9.39254	39.52042	9.97690	10.10737	8.56878	51.62505	7.72362
-3.05814	0.08543	6.73162	8.31679	1.00000	42.43486	10.56421	8.33371	1065.86308	26.36606	53.00974	7.44889	56.91085	8.23421	10.60104	8.51101	44.66468	7.99589
10.03478	0.01962	9.33440	8.63597	1.00000	23.20523	9.40029	9.37687	1112.59768	22.46807	37.16911	10.25466	80.56601	8.99762	8.05275	6.06934	37.96627	7.30007
-0.29825	0.04446	7.18680	9.71126	1.00000	42.09291	8.09571	8.12058	1188.39753	7.60356	51.39148	9.39501	55.36534	8.34679	9.20416	7.46885	61.10939	7.43235
29.26639	0.03127	8.25503	7.86391	1.00000	48.50511	9.00893	7.45001	1082.95656	16.88116	37.58105	7.63799	45.96329	10.42018	9.26108	6.32694	65.05841	7.60259
89.20083	0.21932	8.36781	9.54909	1.00000	69.53155	9.03641	10.16812	1088.21266	6.21387	55.54028	7.96182	39.05544	9.26570	6.75981	9.61952	23.90361	2.87817
-2.98884	0.79797	8.71058	7.56723	0.00000	62.53172	5.74276	6.87473	1052.73542	22.31689	43.32686	6.76318	34.82039	7.41902	5.29619	10.95868	59.43071	6.65003
-82.61573	0.02190	6.17853	8.50552	1.00000	49.36924	9.93922	7.04209	1115.16665	-4.74384	41.24255	5.33062	53.71012	9.38166	11.18357	5.99058	42.69471	7.32326
127.08472	0.02209	7.01552	8.94118	1.00000	57.31071	9.16055	7.59682	1128.48564	25.95308	36.20389	6.74325	49.29958	9.62416	11.18376	4.83680	53.14528	8.32829
24.71204	0.04808	7.41822	8.06990	1.00000	50.95743	11.53867	7.97276	1118.66020	22.27678	41.57439	9.83849	35.22947	10.42716	8.29376	7.50083	34.90038	9.01139
-2.12139	0.01708	6.58309	7.87808	1.00000	52.06148	12.97082	9.12749	1173.83886	42.20873	52.48173	11.38168	63.16577	8.08646	7.50305	5.34860	50.45540	8.64758
70.91106	0.01678	8.51382	6.34657	1.00000	48.57182	10.01862	7.51050	1090.47048	23.65059	29.38242	5.24967	60.56939		10.79169	5.01459	61.38672	5.81837
46.10925	0.19002	8.04772	6.50442	0.00000	70.68162	7.39971	9.28921	1069.78440	24.94661	43.35071	6.93626	45.40754	6.55779	8.36973	9.43542	58.11681	6.38450
101.18445	0.02290	8.67779	7.99166	1.00000	42.83991	11.44036	8.21706	1147.98396	11.56103	13.44581	3.02231	52.51003	7.75598	13.89252	4.18630	45.98317	8.62067
74.3092	0.02913	7.52834	7.42653	0.00000	59.74896	5.31357	9.83417	1161.94808	27.81761	33.37526	7.50540	40.65881	11.93376	4.31826	6.08700	53.04363	9.62825
73.85535	0.06062	8.75431	7.52303	0.00000	50.41161	8.73747	6.93741	1140.91284	12.74167	18.51957	7.71528	30.55700	8.98063	7.67697	8.10018	25.18364	8.23594
-73.9625	0.05018	7.73927	8.73264	1.00000	43.43589	8.77515	10.93757	1190.20666	24.62920	40.81	8.43565	35.78389	9.18087	8.70791	7.73550	36.98841	6.59356
65.27258	0.21917	7.27476	6.78900	0.00000	34.87035	6.86962	9.08957	1101.60630	25.16826	58.04254	6.73275	33.26005	5.68560	7.06872	9.63041	47.25470	6.99544
36.73307	0.04435	8.04227	6.98178	1.00000	33.46742	8.46642	7.88405	1123.04381	19.90065	55.38752	8.93230	44.50436	10.70054	8.65332	7.72471	62.24416	6.93911
28.19028	0.03803	8.31194	8.06176	0.00000	64.78620	8.83345	8.78614	1170.54223	4.81085	59.37722	5.22642	70.76293	5.97387	4.48348	7.25177	51.07538	8.18672
72.54566	0.04612	10.03095	8.17064	1.00000	25.66755	7.91014	7.56034	1082.34963	-0.16163	29.69221	9.22791	60.60649	12.14310	8.24675	7.29382	42.96496	8.46402
-118.10583	0.02045	7.90649	9.68547	1.00000	54.76404	9.03759	9.55962	1068.19385	25.76351	34.09611	7.52923	45.19168	10.73146	11.03679	3.72651	38.76076	10.41865
34.34691	0.74284	7.21879	10.44281	0.00000	32.71951	5.02101	8.31851	1170.06625	0.26682	61.78491	10.72860	61.78994	9.70911	10.68556	10.88491	43.48408	7.69285
-7.35	0.08307	9.45718	7.35776	0.00000	67.86269	7.20112	9.53023	1134.15841	8.31935	53.53333	8.62982	67.31481	8.34790	8.46567	8.54892	62.97220	7.62641
-0.32247	0.02047	8.02602	9.53195	0.00000	66.70981	9.34001	8.55802	1090.43594	9.18018	50.82882	6.60646	50.50861	8.08715	9.50825	6.64177	58.28479	6.50845
-84.13722	0.17562	7.16085		1.00000	44.99082	10.37259	9.64816	1051.27287	-3.23688	9.92787	7.94510	53.48830	9.42673	6.84969	9.30233	54.50892	5.90769
-52.51028	0.02202	7.35169	8.43406	1.00000	58.67582	9.35999	7.57607	1080.10415	6.90263	-28.81833	8.60422	42.80476	8.99911	9.49366	5.00386	67.96004	6.28978
2.18967	0.03013	8.33622	8.14007	1.00000	48.34055	10.38944	6.82633	1156.88289	30.26252	48.8765	6.56899	47.27223	9.70589	10.26352	6.89249	67.38918	9.59212
137.23333	1.36238	9.04615	8.06049	0.00000	45.67398	6.76905	7.05099	1111.13299	20.36988	35.8	8.95105	56.41802	8.14948	9.04091	11.49434	45.18424	5.98390
-79.2663	0.02492	9.79836	6.75935	1.00000	38.40557	7.54875	6.86671	1090.99458	26.73885	43.86682	9.92058	33.40497	8.61110	9.87281		63.61034	5.15032
103.6032	0.19907	7.86312	8.43705	0.00000	65.15535	8.21935	10.50200	1115.83143	13.32184	1.6561	4.53551	47.14551	5.83188	3.63561	9.47265	64.75634	7.49349
2.2469	0.65731	8.22256	6.78209	0.00000	62.05622	3.79758	8.84291	1177.19492	-1.14365	48.90472	9.86833	47.34205	9.32251	10.41651	10.75650	57.99174	6.90024
38.01667	0.04998	7.53991	6.97872	1.00000	47.15471	10.39071	7.70618	1108.45777	11.64393	11.85	7.58114	52.17966	10.89770	8.41501	7.22374	53.41496	9.28512
34.34691	0.03733	8.19906	6.53055	0.00000	58.68967	6.41506	8.43153	1129.14358	11.96920	61.78491	6.53172	30.23589	10.13320	8.63209	3.45811	41.73169	8.22961
4.85668	0.06949	8.90432	6.35976	1.00000	68.31500	13.68148	9.04633	1143.19526	17.80127	36.27462	8.45938	50.92400	8.65915	8.20359	8.18891	43.21789	9.68201
84.63445	0.05910	8.04297	10.53550	0.00000	51.10862	6.74438	8.47271	1169.56258	16.32789	24.81757	7.04755	43.54407	6.44985	8.41330	8.02155	61.09109	8.07519
-81.26367	0.04719	7.93558	6.99812	1.00000	42.59387	9.18231	7.68863	1056.59526	18.54125	28.90054	8.31090	32.22650	9.86410	8.82656	7.62133	54.18308	7.89373
-58.44417	0.02289	8.31567	6.41737	1.00000	66.46487	7.00577	7.60594	1152.00233	31.16726	-3.14306	7.86189	35.22164	9.02842	9.75626	6.23674	62.80318	4.77644
117.63083	0.03269	8.28066	7.65228	1.00000	64.33649	7.72931	8.34634	1180.28239	3.19586	35.50056	7.72370	46.85274	9.88080	10.20986	6.71269	64.34092	6.26429
-37.03861	0.24345	8.96066	8.39092	0.00000	63.30767	9.03160	8.13572	1141.92388	23.28697	-10.90889	7.22504	38.05675	8.78960	7.06100	9.69065	20.43926	6.87912
-74.15987	0.02211	7.45170	6.63882	0.00000	33.90721	9.55366	7.35035	1166.07524	17.94024	40.82232	3.22268	43.15423	9.36711	5.64391	6.73730	47.05739	6.43110
38.01667	0.01059	9.45014	7.44904	1.00000	53.12818	9.31371	7.21907	1135.61497	29.30305	-5.41667	4.90501	57.63476	11.36276	12.79478	2.82805	51.30516	9.48267
2.35739	0.03018	9.55296		1.00000	49.54605	10.89641	6.90694	1086.09215	19.75842	41.63976	10.51000	34.67882	8.70562	6.60242	7.09885	51.82346	8.57592
123.758	0.23234	8.74027	8.12168	0.00000	67.87909	6.16565	7.65841	1108.36305	6.21768	10.20898	6.50880	50.94651	9.39530	6.04713	9.62731	43.18502	7.18884
36.36339	0.13574	8.04095	9.30885	0.00000	48.94267	6.95765	9.17068	1175.88423	25.61850	0.03813	7.73778	57.75725	6.40089	8.72745	8.95110	42.52947	6.75679
17.8031	0.04418	10.52518	11.07361	1.00000	60.96506	8.06951	9.66248	1093.28527	23.03975	48.43174	9.46625	36.01961	8.95390	10.52066	7.13719	74.29307	5.01716
121.12251	3.54252	7.25247	10.13222	0.00000	57.88383	4.54431	7.85393	1089.44344	36.42244	14.62578	6.79619	34.81859	3.49545	3.96342	12.46194	64.65307	6.99490
4.07601	0.11320	6.21500	6.70512	1.00000	49.32874	8.49612	7.21167	1119.35481	7.10360	50.88506	12.11231	48.62003	10.96144	8.44024	8.71733	70.74188	7.60125
73.85535	0.01198	9.55212	6.28552	1.00000	31.08829	10.71782	8.87073	1121.36794	5.81415	18.51957	8.49260	24.90568	7.80460	8.57599	3.83553	39.85097	5.54797
-71.10077	0.18423	6.05580	6.28472	1.00000	55.58445	10.84329	6.64067	1085.13049	18.58997	18.20854	12.60619	21.84899	8.98538	9.10322	9.38406	43.27293	7.99110
46.83187	0.04802	7.81472	7.73514	1.00000	48.66881	9.09977	7.93679	1104.09279	2.38600	14.53767	7.51883	58.71037	8.24014	9.74229	7.36385		6.56141
-6.00137	0.06094	8.86844	7.09788	1.00000	76.76040	9.43226	8.76301	1075.40202	-4.40603	33.42585	11.96235	55.48605	9.36521	9.65110	7.93273	51.74919	7.28551
38.07083	0.10059	8.43381	8.54500	1.00000	65.13335	9.64018	8.50116	1149.61020	14.45476	54.90083	6.54264	44.32574	8.79397	11.86162	8.61364	56.88833	6.99134
3.47717	0.17764	8.90390	8.98352	0.00000	47.62112	4.80521	7.65656	1091.88265	14.20463	36.76639	8.42398	58.99269	11.81236	10.52481	9.35256	45.79820	6.51507
103.6032	0.02391	9.06850	7.58457	0.00000	35.27838	7.01164	8.34979	1102.24025	17.01547	1.6561	6.60039	67.32448	8.36441	8.16201	4.13736	57.92578	8.61716
2.31889	0.04275	8.18885	5.19793	0.00000	55.69845	7.27644	7.90809	1155.68276	9.55497	35.21222	4.21461	67.80548	8.09897	6.78644	6.99062	50.24181	6.68674
72.54566	0.05236	8.21798	9.30155	1.00000	43.32091	11.58156	8.30486	1066.91448	3.62830	29.69221	8.35714	70.62790	9.16633	10.83160	7.65711	74.17693	8.05942
-73.89875	0.15106	8.57531	8.70940	0.00000	60.54853	9.00360	6.59941	1191.83195	22.74562	40.93121	4.57451	50.82987	8.06205	5.08900	9.22906	55.92638	5.83534
-121.75689	0.06284	8.49141	8.60025	1.00000	25.97478	9.83955	8.65468	1074.15674	18.97553	36.91023	10.70122	58.86979	10.36728	8.74051	8.03340	57.79044	7.47112
31.3237	0.03235	8.88108	10.15006	1.00000	56.38385	8.90534	8.07084	1076.93190	-0.81479	52.4089	11.02958	40.05114	9.61896	9.90959	7.34144	39.24449	6.85121
135.31667	0.63102	7.61738	8.71545	0.00000	65.41687	6.47287	9.92262	1192.73989	17.89365	34.25	7.42620	57.76483	7.48892	6.26823	10.70262	58.95776	6.21743
15.16554	0.02993	8.19451	9.37536	0.00000	35.93009	7.13306	8.89486	1184.53119	34.83733	-4.5833	4.48985	32.91588	12.55856	6.93440	6.62684	74.33356	9.94093
145.13643	0.02078	9.26099	7.40440	1.00000	67.44076	9.99313	9.71744	1199.35995	8.83249	-38.16604	5.68702	64.69200	9.98173	10.61640	6.00033	30.79177	7.68649
70.91106	0.02097	6.14363	7.99416	1.00000	50.88536	6.97840	9.49789	1055.89917	26.43261	29.38242	7.43658	39.59284	8.17006	13.01929	5.85512	54.17771	3.41009
44.53333	0.03661	9.01626	7.80280	1.00000	72.88370	9.71019	8.59227	1193.26731	16.99993	-22.9	6.31537	37.90649	8.17404	10.01126	7.45635	40.77799	5.67637
38.01667	0.27205	6.31882	10.60789	0.00000	55.32475	6.01609	8.80505	1184.50263	15.52983	11.85	11.21265	53.36389	8.47525	3.69088	9.79882	35.62128	9.16744
-87.66561	2.34321	9.04723	7.61347	0.00000	53.78687	7.48363	8.32146	1121.55104	14.52489	41.8542	5.05418	54.52117	5.85943	5.27512	12.04437	49.64686	5.76950
122.74754	0.03342	8.45600	7.23842	1.00000	23.79782	10.67715	9.02883	1146.82197	14.75785	40.85158	7.72796	60.28157	9.23504	9.11837	6.52433	57.32845	9.71479
-73.95097	0.06344	7.48794	8.07265	0.00000	35.10046	6.72767	8.25454	1111.99526	-4.87840	40.72371	8.30004	36.07898	6.60005	6.63584	8.05429	56.30704	10.75424
-67.15407	1.37048	8.35624	6.64526	0.00000	41.92758	9.02518	6.13533	1116.11840	16.05715	18.42745	7.27443	46.58551	6.01543	7.37071	11.50910	31.69063	5.18703
38.28402	1.97846	7.18362	8.49013	0.00000	64.72833	7.12172	8.78618	1155.90252	22.08748	34.5624	8.61929	60.37793	5.05595	7.04798	11.87152	68.91528	6.46985
43.63417	0.01587	6.36007	9.51693	1.00000	44.31772	8.99161	8.25995	1083.53751	29.94022	43.96222	8.45256	62.50859	9.24535	9.75916	6.46596	47.00243	8.89776
16.54165	0.05183	6.96652	9.12866	0.00000	67.05741	8.61068	7.41595	1181.49305	11.30873	68.79833	7.39214	26.86161	8.85730	9.55358	7.25771	73.49588	7.89918
-5.53715	0.03916	8.50659	7.15851	1.00000	28.52453	7.83297	7.34559	1111.80421	-9.19358	50.11861	10.69394	39.19027	10.24283	9.81977	6.87286	59.54240	6.61604
-76.43941	0.18070	7.09550	8.66211	0.00000	49.03667	6.39501	8.30261	1071.62582	8.26555	39.33427	7.44440	54.83200	8.29995	6.88683	9.37432	51.07709	7.33786
-0.74934	0.35025	8.18990	7.83526	0.00000	55.39233	7.05297	9.52118	1083.77317	6.75853	51.62907	11.01611	46.56282	8.10509	6.10184	10.10077	73.86001	8.79432
40.74357	0.40072	9.49017	8.81814	0.00000	51.23830	9.52992	9.10314	1196.18105	19.72549	37.31309	6.10476	42.37813	4.91609	5.71980	10.24098	48.86089	6.20097
67.84222	0.01195	9.12618	9.10642	1.00000	62.33425	10.07408	9.54783	1084.74097	21.51335	40.11583	5.00340	62.38472	8.79231	10.13937	6.13019	43.73939	3.92466
44.7662	0.01367	6.97874	8.02433	1.00000	32.90797	11.42165	7.32672	1169.49248	14.04170	40.49748	9.71779	45.89907	9.67352	7.42926	6.22544	59.89174	8.05567
130.94098	0.11416	7.42616	8.77405	0.00000	57.14968	10.08547	7.75406	1186.92231	31.09507	33.3213	7.24219	59.51873	8.01134	8.08781	9.00468	31.47124	5.58036
152.70493	0.02664	8.38544	8.91442	0.00000	43.82139	6.50539	6.65997	1192.38483	11.97540	-25.54073	7.53557	30.34092	8.79649	9.09922	5.46515	68.99260	8.24891
-72.27814	0.02695	9.06640	8.39347	1.00000	40.74980	9.72941	7.95717	1153.90825	2.45512	42.93369	10.12605	55.17215	9.44184	9.57060	6.65933	62.47638	7.09214
77.5609	0.14961	6.89228	10.06252	1.00000	34.32449	10.82153	9.98088	1155.62310	-0.06931	11.00599	6.19056	37.04376	7.09280	9.23600	9.10619	36.67755	5.58965
51.49621	5.81525	9.21245	10.46489	0.00000	41.94650	7.94530	8.03955	1116.50223	1.78386	36.64852	9.18177	47.20717	4.72251	6.03615	12.96402	36.27665	6.48498
24.95034	0.03940	8.40495	8.52936	1.00000	34.65758	10.95404	8.36822	1123.13682	19.15116	60.18427	9.25118	78.69869	9.39224	9.55984	7.22248	58.26472	8.57365
8.77069	0.07411	8.26928	8.66635	1.00000	48.74950	10.59703	7.54240	1072.31756	13.52278	50.80904	6.17635	22.81032	9.51021	8.44172	7.97571	54.55144	5.60890
-4.10734	0.02875	9.21747	11.24276	1.00000	49.22579	12.02633	8.85039	1171.53149	-4.08912	38.68712	3.86857	47.84692	8.11898	12.68007	5.44219	48.60047	10.36494
30.38167	0.01964	7.48031	9.34280	1.00000	40.73394	11.93061	7.42957	1116.04187	3.51913	59.80917	3.39302	40.92319	8.35355	12.47512	3.84143	52.93257	8.46583
91.61356	0.05125	6.84465	8.44994	1.00000	32.34912	12.07461	8.07981	1085.72558	23.85696	26.44931	4.67143	65.03473	8.07612	9.87223	7.66378	58.34383	6.95302
0.47713	1.80165	8.61368	10.02625	0.00000	64.98327	4.23292	7.69993	1105.70034	36.39344	51.39323	8.56310	50.51324	5.85009	5.49396	11.77457	52.10505	7.27162
76.12647	0.04126	7.57537	9.02024	1.00000	43.15464	9.96285	6.37818	1061.44863	19.56173	32.55531	5.67716	49.17619	8.49705	10.21358	6.74313	51.20246	5.26893
123.89071	0.04935	8.35332	7.99950	0.00000	40.80449	7.16359	8.57897	1054.29206	12.08856	10.31672	8.24045	57.54886	8.86855	4.90750	7.73486	50.60878	9.33286
-81.26367	0.03058	6.23115	7.34739	1.00000	36.86866	8.14778	8.63649	1098.17251	1.66667	28.90054	6.99144	27.64614	9.50645	10.36631	5.95119	68.14490	5.20970
7.00417	0.05224	8.48257	7.94307	1.00000	53.70844	9.28579	9.78934	1093.68258	14.12277	52.26083	6.93697	84.33271	10.25439	9.03685	7.46918	48.47012	6.30510
117.81667	0.02063	7.73751	7.77842	1.00000	61.22059	9.62595	8.01513	1132.82386	21.60881	36.81667	6.95778	42.97703	8.87656	8.42909	4.38152	50.02958	5.86981
-84.50855	0.03767	8.00965	6.68810	1.00000	65.26650	9.86269	7.62468	1081.77810	24.05521	39.08367	6.82020	53.43203	8.57593	9.36067	6.90874	56.34543	5.76150
137.4	0.03576	8.28372	7.40968	1.00000	53.23384	10.62213	7.96541	1194.38856	3.27383	34.81667	9.27031	55.74230	10.13502	8.53493	7.16136	35.93956	7.95248
-82.42491	0.02957	7.02996	6.61767	1.00000	52.13382	6.48851	7.49897	1076.13589	8.69341	42.97086	8.15285	55.01589	9.53717	13.36743	6.11402	29.50712	4.36837
51.0193	0.04121	7.77490	9.36950	1.00000	39.09078	8.18956	6.78636	1188.08616	-0.41625	35.6803	8.25997	60.21214	9.91423	9.21372	7.45506	68.81055	6.76704
73.06784	0.02531	8.54568	8.29206	1.00000	58.15245	6.80521	8.84042	1063.23113	-1.87273	25.13915	10.96613	38.00170	10.22598	8.74037	5.68775	54.93847	5.46768
2.2469	0.05792	9.53309	8.48565	1.00000	65.13568	7.51521	7.05748	1113.90766	12.83500	48.90472	8.74906	69.02166	11.44015	10.19250	7.90299	51.20617	5.61545
145.13643	0.06104	7.14882	6.91173	0.00000	57.58779	10.94320	7.01918	1064.08944	20.07535	-38.16604	4.51304	54.86756	3.14266	4.21594		46.92936	7.12287
15.16554	0.02281	8.54946	9.55685	0.00000	44.79596	7.37798	8.58938	1118.03880	19.93262	-4.5833	6.17516	47.49518	8.49599	9.48131	4.64159	50.49153	8.86497
4.82313	0.04020	6.96590	7.95406	0.00000	46.43923	7.60153	9.31925	1051.16800	32.29383	51.24197	7.62848	43.33187	6.21318	8.67971	6.81546	48.47784	9.45548
34.75699	0.22261	9.48133	9.56608	0.00000	48.83029	8.10836	7.63182	1055.90476	26.75883	31.39547	5.77199	36.82094	7.18449	7.22429	9.62250	53.47689	5.69783
9.32241	0.01091	8.19207	7.92445	1.00000	61.35782	6.49038	5.64479	1152.57920	16.98309	44.31771	9.34315	61.89215	11.08918	9.46018	5.55564	51.18434	4.63800
-117.29198	0.47060	7.25536	5.71570	0.00000	50.96457	5.15235	11.26961	1150.85238	23.91344	33.03699	8.27727	32.53393	7.20179	7.85396	10.41529	38.30063	7.68582
92.48278	0.96826	8.18906	9.28975	0.00000	46.11899	5.83314	7.49154	1143.02388	-1.97485	58.23583	8.54136	63.83046	5.00015	6.71163	11.15449	35.42497	7.58981
32.6178	0.04022	6.21449	6.73480	0.00000	26.86961	5.72263	8.12996	1130.82558	23.87079	46.65581	5.04308	33.10023	10.50563		7.13855	66.64640	12.08089
-73.25383	0.03529	7.12754	7.41201	1.00000	42.79221	14.16753	7.88782	1198.96198	32.24639	-3.74912	11.26611	38.07304	7.80280	7.96061	6.79536	53.24554	9.80085
140.73667	0.86753	8.54987	7.07320	0.00000	40.76054	5.31818	6.97541	1090.49443	15.25229	41.77583	6.81245	52.65936	10.22737	6.76402	11.03893	33.84183	6.47043
