Pb	PAHs	PRES	PM2.5	NH3	latitude	CH4	NOx	H2CO	C2H3NO5	CFCs	TEMP	O3	longitude	warning	PM10	SO2	CO
50.55046	5.78453	1196.89847	8.62052	10.16362	51.12794	10.39317	11.59202	59.90053	0.06737	71.40845	25.69913	9.24692	4.21372		7.84519	9.35069	8.16793
54.46926	8.60039	1072.94878	8.20874	8.93847	0.76755	12.37705	8.90205	40.25830	0.04713	54.21108	-5.12247	10.90415	24.43973	0.00000	7.30553	9.86669	9.73814
49.79031	11.13158	1056.28293	12.77559	10.52979	43.61092	7.12901	12.10019	44.48163	0.06327	71.04361	19.03024	10.09679	3.87723	1.00000	7.89733	9.00978	9.46338
80.78632	9.15868	1182.49765	8.51179	9.91698	34.86472	7.54383	7.80582	66.67622	1.77324	59.30587	11.65148	11.02214	117.55417	0.00000	11.51873	10.32427	11.46850
60.04169	12.80203	1143.86438	7.86798	10.36715	53.46506	9.07789	12.78631	59.33428	0.14184	37.47403	27.72464	10.06997	-1.47217	1.00000	8.89108	9.51248	10.69223
46.52848	8.18266	1100.75195	10.82764	10.08925	-7.81667	9.20765	10.08827	45.35724	0.14499	63.08728	13.96214	8.14112	112.01667	1.00000	8.91750	9.64674	5.75879
42.99195	12.68754	1078.90803	8.96267	11.17386	38.91817	10.56985	8.00227	62.35385	6.23178	50.08319	17.21766	10.42776	-78.19444	0.00000	12.78501	10.34961	9.29900
29.10920	9.39425	1112.65656	12.63036	10.55252	45.69558	6.40200	9.62547	57.49620	0.08167	46.15246	3.85040	10.66571	4.7934	1.00000	8.36580	10.81242	8.54513
68.91327	8.49021	1133.68040	7.97521	10.97390	60.2052	11.08899	7.91554	57.30472	0.06309	52.51416	22.46935	10.70479	24.6522	0.00000	8.08560	9.19212	11.46068
50.14345	8.65827	1177.68642	8.71200	9.36407	-1.26753	10.25279	8.71224	76.53039	0.13380	47.89608	4.12015	9.67886	116.82887	0.00000	8.90665	9.16120	10.00307
48.29800	11.09242	1076.77913	7.76905	10.87993	53.30972	8.78296	11.90715	37.76183	0.13753	31.72462	16.95473	9.72475	83.62389	1.00000	8.92432	11.73052	10.02010
34.97884	10.51206	1174.23048	8.76725	11.77487	34.4833	7.79631	11.67890	38.75073	0.24332	42.72063	21.85411	10.71881	136.84186	1.00000	9.44866	11.32953	11.33365
53.91663	7.96319	1083.72576	11.59278	11.69547	-16.25	8.05441	9.11067	54.35065	0.08836	31.16179	1.31438	11.38620	-69.08333	1.00000	8.52473	10.21632	5.98645
56.13434	8.72947	1175.68392	9.65611	8.31580	45.79377	10.54391	7.57151	49.12549	0.05015	44.69272	2.95388	9.93644	8.88104	0.00000	7.22412	9.36880	14.47933
47.83649	9.81258	1078.03959	9.41144	10.45680	39.72943	7.50616	8.49383	51.28039	0.10537	33.59627	27.31018	9.72405	-104.83192	1.00000	8.53578	8.10081	12.45281
58.97238	9.32837	1062.06283	11.21050	8.85774	36.33011	7.93866	10.44054	59.17533	0.08761	34.80660	23.86612	10.72035	138.89585	1.00000	8.55104	8.82565	8.31544
77.16457	7.46905	1142.80800	7.65958	9.81510	37.49073	11.46653	6.66390	41.43090	0.10492	57.69363	8.74749	10.18507	-2.77259	1.00000	8.48604	8.45460	10.71379
30.10850	6.99318	1180.98222	8.87930	11.35819	32.5007	7.94487	9.45629	66.19685	0.15071	46.57419	-1.32232	9.37190	-94.74049	1.00000	9.01511	10.50215	11.16770
48.71894	8.92781	1154.73533	8.22525	9.71989	52.2	8.16903	10.89113	53.79922	1.25487	48.01261	33.44292	7.67673	8.63333	1.00000	11.18452	10.77542	9.87884
75.58892	10.58819	1186.42044	10.12625	9.39583	-21.42917	8.07428	7.87891	50.71780	1.27482	58.78522	6.23064	9.69043	-45.94722	0.00000	11.19509	8.34817	11.06578
75.38461	9.45015	1083.40966	9.96843	9.66189	38.70734	8.98659	9.02201	56.27271	0.12177	60.16743	9.50580	9.75223	-77.02303	0.00000	8.68866	9.70829	12.68613
30.06587	9.37797	1130.39227	8.05696	8.40676	45.35	6.96424	11.52431	40.91788	0.03186	58.15558	-4.48996	10.13380	126.28333	1.00000	7.25179	10.84832	11.88863
54.01699	6.63007	1137.30886	10.58313	10.25859	41.48199	7.88651	10.73940	42.62463	0.03935	26.13063	13.19210	10.00075	-81.79819	1.00000	7.19510	11.43297	9.46563
59.69502	11.30562	1156.03159	8.39771	9.45628	24.28859	8.96908	10.60519	51.29672	0.28061	31.79191	24.32259	9.49623	116.11768	1.00000	9.61929	9.00817	10.43543
56.48903	10.95545	1198.20500	8.82661	9.71631	36.02506	7.48845	12.36277	78.66878		45.28567	24.13491	10.08952	-86.77917	1.00000	10.19138	10.04242	12.05029
58.10517	9.06490	1058.53159	7.06409	9.32494	46.67535	6.89419	9.50019	47.44059	0.13595	45.33687	9.24414	9.08546	5.55575	0.00000	8.85428	9.00357	13.05222
57.92001	7.97809	1195.04803	7.93522	7.95672	50.26729	11.57256	7.91987	56.88080	0.06693	59.33039	14.38813	9.64767	-119.27337	0.00000	8.11598	8.73512	11.48576
45.33930	11.37174	1055.50154	8.60565	9.68518	34.25628	5.38942	9.04599	38.33418	5.62214	47.97898	19.51813	9.44008	-78.04471	0.00000	12.68423	9.95222	12.05424
29.09595	8.95261	1120.46540	9.51044	9.89780	53.30972	9.53810	10.07561	66.21711	0.26808	73.67247	16.42583	9.00196	83.62389	0.00000	9.53438	8.92863	11.10145
49.32675	7.87737	1050.19951	6.53048	12.80134	37.73222	6.94993	11.61493	56.53095	0.05211	44.64112	21.74605	9.48237	115.70111	1.00000	7.93195	8.37220	10.85718
38.62492	9.06151	1125.99071	8.87265	10.16534	34.09611	8.78316	7.63805	45.80658	1.37378	71.92551	24.58398	9.26894	-118.10583	0.00000	11.27472	9.20880	11.00502
58.64102	8.16548	1196.81615	8.85620	9.40682	35.50056	10.09339	8.04598	55.64562	0.17266	61.91823	39.41951	10.53865	117.63083	0.00000	9.09649	9.43779	11.27401
77.46405	5.23718	1186.16023	9.52405	10.92841	55.39485	8.16450	9.41277	48.15582	0.10454	41.59214	18.24548	7.59949	43.83992	1.00000	8.55238	9.22553	9.48244
40.73630	11.52860	1098.43333	5.79728	10.60770	12.18441	9.58172	9.82497	80.16735	1.85983	11.75263	22.34629	10.48859	18.69303	0.00000	11.56595	11.35183	10.21128
46.80347	8.15254	1128.12598	14.27111	8.62027	44.99012	7.67221	11.24883	38.43217	0.01468	57.98746	16.26569	10.19346	-123.02621	1.00000	5.83094	8.18890	4.05990
53.05920	7.54034	1108.25735	10.18325	9.48736	45.79377	8.50970	9.64341	39.16988	0.10722	58.72198	-2.29159	11.02144	8.88104	1.00000	8.59030	8.08541	7.70775
65.58985	8.21672	1119.82942	11.31505	9.15589	-4.26613	5.60878	6.33194	53.53028	0.13261	50.57515	11.01157	10.18842	15.28318	1.00000	8.76358	8.28420	8.51238
46.72637	11.11164	1086.41599	6.66008	8.66213	55.67938	5.72200	8.54736	45.33379	0.57031	57.50309	19.41236	9.42531	12.53463	0.00000	10.38486	9.85119	12.53196
57.51788	5.77344	1115.35886	9.71450	9.69541	49.88307	5.96570	8.04569	80.90837	0.02488	46.21622	18.16251	9.61194	-119.48568	1.00000	6.31222	8.45691	11.52137
52.61959	10.75285	1142.45483	9.48046	10.65519	-10.90889	8.57141	10.62683	57.42021	0.06717	45.20159	17.34467	9.73707	-37.03861	1.00000	7.89186	9.47354	10.28860
49.00637	9.67275	1169.70774	9.03056	10.09351	36.81667	7.92163	10.01867	71.36303	0.05158	58.12973	12.10744	8.73511	117.81667	1.00000	7.68204	11.04676	10.87890
53.29991	11.29133	1147.25877	10.68186	10.31245	42.22718	5.51545	8.51366	62.63302	0.13368	50.04973	10.07655	9.86758	14.39024	0.00000	8.88362	9.20340	12.80606
53.90357	7.27639	1125.88405	9.81391	9.01540	12.1277	10.16089	11.92743	44.50999	0.05074	52.15640	30.84226	10.62944	78.15794	1.00000	7.31909	10.50626	6.90577
58.05667	10.62859	1175.20880	7.68838	8.92035	47.4943	8.64240	12.13215	56.83815	0.08821	67.00776	18.50510	8.90047	-122.24092	1.00000	8.28631	13.11287	9.77794
39.94378	10.17158	1107.75310	9.12909	10.28946	9.89206	7.95178	10.69925	46.34134	0.05415	40.64963	6.50981	7.85183	43.38531	1.00000	7.28138	9.02043	10.82173
69.13612	8.24547	1165.20433	9.46402	7.66080	6.84019	8.45593	11.18724	78.22272	0.08032	50.91195	23.34591	8.82179	79.87116	1.00000	8.12478	10.86262	10.83100
69.45510	11.29695	1158.52311	7.15842	8.90709	31.20176	10.16330	8.93966	35.79362	0.28943	50.24833	17.97642	8.59741	29.91582	0.00000	9.62488	8.20394	10.45788
74.32656	12.14897	1148.66740	8.46318	8.57601	-3.74912	8.33968	10.73937	42.05301	0.07653	55.28234	12.18704	10.38745	-73.25383	1.00000	8.02619	10.40811	12.21760
37.41023	10.10449	1183.98374	14.19712	10.73392	40.55851	6.85855	10.07879	48.14345	0.10208	41.53012	6.57887	8.86446	17.80774	1.00000	8.46925	11.65379	5.48629
41.10651	11.41824	1170.64850	7.98020	10.63536	37.16911	8.80903	12.35256	33.62759	0.10115	50.73124	13.43168	8.45245	10.03478	1.00000	8.43147	9.90626	10.16215
51.26402	7.78930	1061.57302	8.80284	9.92419	-6.91806	10.20590	6.13986	56.46512	0.09682	53.45357	23.21569	8.26104	106.92667	0.00000	8.41789	7.87342	13.47750
55.94004	9.65090	1056.03908	8.61272	9.00223	57.97472	7.82527	10.44647	49.97518	0.04317	42.17352	20.60546	8.56857	33.2525	1.00000	7.20847	8.00465	10.86243
32.12586	10.97149	1187.52465	8.32156	10.25509	26.2649	8.92490	10.12733	43.91235	0.12628	67.45490	29.84239	9.85626	81.54855	1.00000	8.62354	11.82564	10.40957
49.39759	12.49907	1079.25089	9.61145	9.15159	34.31	10.55767	9.07203	30.30171	0.18605	48.32880	6.70766	7.68946	-2.16	0.00000	9.18291	10.14900	10.29293
46.64275	13.73391	1100.72862	8.18168	9.13839	41.85059	8.52551	13.18489	65.91882	0.71219	56.39766	6.79946	9.97415	-87.882	1.00000	10.58854	10.79775	12.47405
46.95706	13.26055	1179.96637	7.60819	8.71342	14.8361	10.38487	13.14399	54.53886	0.16035	48.42123	-0.41359	9.23297	120.97844	1.00000	8.99443	8.12615	8.57889
45.42454	11.55724	1060.84308	6.37812	12.61072	36.19278	7.33944	13.22117	70.66334	0.71430	53.90061	18.72975	9.84830	117.65694	1.00000	10.57890	10.69778	12.97506
51.99661	9.69185	1114.81075	8.11069	9.43319	-6.91806	11.98720	9.61023	49.53178	0.03412	28.43244	1.64823	9.95822	106.92667	0.00000	6.32759	10.11949	10.57271
64.77430	12.19832	1134.24808	8.47258	10.00692	40.11583	5.36047	9.22919	72.89952	0.24291	53.08227	27.34721	7.37091	67.84222	0.00000		10.98598	12.91991
73.77535	12.79479	1092.44541	8.33591	8.83379	38.55632	8.17554	14.06890	52.44907	0.33148	68.10690	-3.17496	9.20828	69.01354	1.00000	9.76799	9.92398	11.69731
40.61484	7.60902	1103.26644	11.88040	9.37560	10.20898	7.36850		19.61049	0.04512	86.35686	28.04324	8.25000	123.758	1.00000	7.18722	8.72112	8.18306
43.01320	10.23597	1121.32020	8.94508	9.13228	31.64615	6.60521	7.63417	33.88934	1.02804	55.95273	20.92899	8.68807	120.74221	0.00000	10.97753	10.17914	12.08441
37.52523	7.28992	1170.02246	10.88962	10.40216	23.49668	8.43804	11.64354	49.52974	0.03931	77.74866	16.85511	9.98270	86.68363	1.00000	7.23953	10.21704	8.80382
35.11095	14.39396	1136.44829	7.76488	7.99853	47.4943	13.24689	9.40178	49.94559	0.14383	46.33862	15.35530	9.22070	-122.24092	0.00000	8.88661	9.42878	8.43786
57.49015	10.21192	1186.09825	5.70845	10.46137	44.35056	6.45279	9.15399	84.17945	0.41259	41.83910	-2.61966	10.27682	142.45778	0.00000	10.03790	10.18867	12.62617
57.40841	6.86508	1191.17611	9.16845	10.12070	35.6803	9.31804	11.20746	22.76549	0.24779	50.31034	30.87834	10.11405	51.0193	1.00000	9.47646	9.13207	9.94945
50.71487	9.62216	1154.08396	11.76178	10.01126	48.43174	7.96449	10.34724	35.40424	0.40915	67.23967	20.73721	8.44777	17.8031		10.03639	8.75758	7.90577
50.61058	10.65044	1176.43204	5.74241	8.64000	41.94175	11.01497	9.09800	53.60795	3.07150	33.02266	24.18924	11.55162	123.50266	0.00000	12.07417	9.93345	9.55193
54.87959	9.81722	1053.14377	7.48546	8.56746	43.71032	11.29846	9.41666	43.37711	2.33587	58.31726	8.51858	9.60083	-1.05366	0.00000	11.79900	9.94014	9.89781
58.36059	11.22097	1192.21169	8.33842	10.45465	51.12794	8.07834	10.57697	61.42489	0.02226	71.65616	21.86359	10.65328	4.21372	1.00000	6.08666	10.49736	11.76744
39.03040	9.42558	1125.17028	13.65144	8.47010	5.4709	5.76700	10.55391	63.08965	0.04042	48.26886	20.21619	10.70476	100.24529	1.00000	6.99771	9.06520	9.03058
66.34014	11.34900	1189.41982	9.50187	9.46255	41.72059	9.62627	10.38912	52.57032	0.04417	36.77365	14.95424	8.26801	-87.70172	1.00000	7.36621	11.23321	8.94342
69.22275	8.01661	1173.75752	8.27040		60.2052	11.34387	8.35697	69.70278	0.15866	67.88659	26.77778	9.98982	24.6522	0.00000	8.93253	10.18468	10.43138
41.50152	12.30344	1177.16649	8.57227	9.86707	41.63976	9.55789	8.31128	51.24843	0.54363	63.44435	5.44153	10.15476	2.35739	0.00000	10.31893	10.02216	10.05928
56.75006	8.43793	1055.90492	9.11345	8.43399	50.64336	10.98521	8.18100	58.75558	0.06812	57.28422	17.00870	10.40601	7.2278	0.00000	8.01450	9.70268	12.27711
42.04246	10.76393	1131.84205	8.01693	8.76467	9.91861	9.12358	8.90566	61.74464	0.02556	38.34890	-11.75651	10.99862	-68.30472	1.00000	6.95817	10.50090	10.36201
66.68979	7.36684	1180.08200	7.60037	11.91278	4.92675	12.48215		70.06572	0.14584	52.94739	12.29798	10.69426	6.26764	0.00000	8.95316	8.42432	8.38727
61.70512	9.13390	1180.24888	13.69880	10.18359	57.30185	7.35319	10.78449	33.45970	0.05360	38.55798	19.28205	10.39665	39.85331	1.00000	7.75490	9.87914	5.98864
30.30250	11.23351	1067.02128	7.18115	9.51634	41.29444	9.20123	10.54459	49.71255	0.12517	46.90495	17.40071	9.58927	69.67639	1.00000	8.58122	11.47823	10.23846
34.19006	4.57216	1087.97577	6.57646	9.42520	40.81	14.37789	5.77124	52.79603	0.20338	45.90388	20.03571	9.56040	-73.9625	0.00000	9.27957	10.48697	10.18416
67.14358	7.98558	1168.86231	11.29972	8.59100	41.27621	8.40979	13.16583	46.43910	0.09212	56.12128	20.35795	9.52807	-72.86843	1.00000	8.26271	9.69538	10.52319
62.27985	7.33074	1141.18470	9.53527	9.02633	33.50921	6.19571	7.47789	49.27736	0.10103	62.23714	18.72183	8.10691	-111.89903	1.00000	8.38991	8.51434	12.99231
59.99569	7.48163	1127.78146	10.34524	8.39100	14.46693	9.44388	11.35920	53.15664	0.10428	39.83206	34.70541	10.71880	75.92694	1.00000	8.60055	8.92790	7.57893
50.62302	12.98551	1101.69099	7.95495	10.40845	10.31672	9.78649	11.70387	44.63492	0.21076	68.84710	-0.59988	9.67308	123.89071	1.00000	9.24812	8.68546	10.05245
58.03043	8.20749	1099.41536	10.09983	7.05300	28.92694	9.68185	11.50360	54.32778	0.06150	64.06368	3.83322	10.06908	78.23456	1.00000	8.01370	10.22553	7.29533
40.78075	8.31159	1177.67115	8.64098	10.43818	52.57583	9.66762	9.33511	57.95333	0.60319	68.16894	13.98781	10.32553	6.61944	0.00000	10.43723	7.86507	8.72796
46.74026	10.35931	1185.12865	9.55785	9.11370	58.1908	7.46084	10.20259	38.90026	0.04347	50.55547	8.16765	8.87897	40.17171	1.00000	6.31665	10.21682	12.03534
37.79112	12.29039	1150.16212	7.73709	8.53999	51.12794	8.08728	13.41812	47.63306	0.11735	38.39694	16.39126	8.96162	4.21372	1.00000	8.49009	7.43395	11.68772
45.05727	8.90177	1075.45372		9.28223	31.76212	9.47825	6.45931	51.23575	3.77047	67.09540	-12.58912	10.20927	-95.63079	0.00000	12.28178	10.63238	10.08624
51.82503	10.98259	1123.19662	7.68997	10.00514	4.94273	12.20200	7.30498	72.90711	1.42409	50.42874	20.61375	10.18999	15.87735	0.00000	11.30992	9.57896	8.84554
55.80111	8.71417	1077.16270	10.25874	9.02610	51.12794	6.80819	8.28466	60.03697	0.21222	29.29314	5.45498	10.97460	4.21372	1.00000	9.33668	11.26927	10.00683
35.36293	10.99499	1199.41847	6.33607	9.84585	53.95278	7.32677	13.03640	50.22293	0.23747	49.86883	6.96639	9.74302	32.86389	1.00000	9.46679	7.67826	12.59717
46.09235	10.40449	1121.59545	12.66747	7.93320	40.87363	4.47574	8.82436	27.33670	0.19072	38.68723	10.52548	8.86485	14.34085	1.00000	9.22608	10.83472	12.19624
36.17127	8.85158	1196.65987	9.32610	10.32199	25.92127	5.37325	9.07221	73.92267	2.13977	36.14356	13.70157	9.21558	86.79271	0.00000	11.71342	9.72442	13.32609
43.82064	10.63572	1180.71619	9.14815	11.53241	-22.9	8.11414	10.38723	59.51388	0.15672	53.63289	3.87438	11.18942	44.53333	1.00000	9.08744	8.63644	11.32852
52.41291	12.03920	1156.07254	8.03334	9.87125	42.16808	9.59025	10.59736	59.48318	0.05583	48.58904	30.83439	9.62101	-88.42814	1.00000	7.30416	10.48081	9.86103
33.19468	10.03334	1165.65738	7.99478	8.10044	36.61954	7.80957	7.69742	53.80349	4.78539	42.08750	19.94931	9.27627	4.08282	0.00000	12.52256	11.82787	10.93960
67.87475	13.34202	1132.73530	8.04968	10.77285	46.67535	9.03825	7.06417	53.18415	2.16131	60.68491	20.82475	9.71524	5.55575	0.00000	11.72241	9.35987	9.63663
79.23204	7.78501	1131.50085	7.58683	11.24664	-22.9	11.89062	7.10260	46.41919	0.06134	32.96132	18.68181	8.10426	44.53333	0.00000	7.84519	9.56252	11.45055
51.16709	12.16705	1174.38245	9.46014	9.33054	55.75556	9.51271	7.93701	38.13144	0.88108	67.78916	25.51206	10.83179	60.70278	0.00000	10.81843	7.92721	10.06771
56.39450	8.77293	1161.22780	8.87715	9.71242	41.48199	6.55965	11.51559	61.88878	0.02708	46.32406	5.62626	8.97420	-81.79819	1.00000	7.19919	9.94914	11.81289
32.84275	9.00900	1191.25323	8.87445	11.80093	-2.90055	9.73709	7.84791	50.19734	0.09913	58.98016	27.13714	9.78958	-79.00453	0.00000	8.40293	8.97928	12.05405
48.09810	8.10806	1064.25799	7.28762	9.66511	38.37255	11.80357	7.79643	64.17252	0.07610	41.25249	14.93649	9.56075	34.02537	0.00000	8.07424	9.54636	9.57832
57.52449	10.85641	1168.37613	8.82887	10.80193	9.6531	8.89786	10.33026	41.79846	0.06917	44.46503	9.30924	9.24374	124.3697	1.00000	7.98183	8.61073	10.14374
40.19864	13.50384	1157.12533	7.87561	9.13634	37.71715	7.94223	8.57225	63.10110	0.12715	47.92279	-19.51098	8.77757	-122.40433	0.00000	8.77255	11.30088	11.29007
41.11176	9.85380	1107.22350	9.69537	11.18621	38.91817	8.69656	10.07503	56.55486	0.12142	28.95373	9.60013	9.90019	-78.19444	0.00000	8.81370	9.45941	11.86360
61.73323	7.11979	1125.49683	11.01958	9.61306	35.88264	7.69204	10.27478	54.83586	0.03014	36.58085	20.32256	9.26946	-80.08199	1.00000	6.56219	10.10138	8.37688
51.12011	12.86398	1088.46325	7.48603	9.03614	-21.205	8.96794	12.97843	45.86201	0.44439	54.22816	20.35115	9.19098	-41.88778	1.00000	10.10198	9.75061	11.05776
50.33664	11.22968	1154.73262	10.97014	9.48632	10.29085	7.72366	11.08741	79.68371	0.09979	46.33480	21.85014	10.55725	105.75635	0.00000	8.57320	10.90881	12.08118
61.20923	8.94035	1184.39782	7.08192	9.36066	20.14298	8.11836	8.30572	63.11114	0.43555	56.25167	34.34475	10.13109	-77.43532	0.00000	10.04252	7.80415	11.73991
54.56855	11.84526	1067.83806	8.85895	10.34399	29.69221	7.68027	13.44363	40.92136	0.04429	57.98352	18.75652	10.84777	72.54566	1.00000	6.96032	10.95288	11.67303
57.11585	11.64011	1182.31425	9.71852	8.15915	36.33011	8.11448	10.66272	44.53168	0.04598	65.83441	1.49380	9.04212	138.89585	1.00000	7.47102	9.54465	11.81966
67.26472	8.06190	1068.09271	10.45375	11.08619	12.18441	9.28469	12.42050	40.75386	0.11380	41.72551	20.15635	10.54052	18.69303	1.00000	8.53894	9.15329	9.11022
65.67374	8.66616	1101.40195	8.28333	8.98482	35.95664	10.52272	7.00203	54.08000	0.05507	59.78408	15.69460	10.96767	36.7138	0.00000	7.71720	11.05185	11.49021
38.58566	13.86317	1123.60185	7.76636	10.38851	51.62907	9.79318	14.49131	58.25539	0.04994	51.14526	1.77561	10.85605	-0.74934	1.00000	7.21281	10.31743	9.49805
45.71171	7.51799	1179.68938	12.58822	9.10897	34.14251	6.95799	9.74999	43.71557	0.07881	60.66161	28.28839	10.44678	-118.25508	1.00000	7.75151	9.77093	7.35593
61.32668	7.98322	1080.31829	12.22694	9.92978	12.95629	7.14251	8.48888	59.92964	0.18011	47.49331	12.86733	11.19133	78.27539	1.00000	9.18096	8.52549	6.49028
59.70500	7.56696	1063.56998	9.02205	9.69030	11.84962	10.47506	5.87130	77.43601	0.13503	55.39441	3.44198	9.60776	-86.19903	0.00000	8.71219	11.78160	13.32763
31.67941	7.84330	1066.54296	8.81398	10.16658	-7.01833	7.13265	9.67307	62.20594	0.01694	41.98017	19.66102	9.93456	107.60389	1.00000	6.33519	10.74751	10.72171
69.43211	9.23606	1173.22517	9.23617	8.66255	45.79377	11.74752	14.66015	66.45796	0.02977	58.50071	21.38955	10.35547	8.88104	1.00000	6.57102	9.41376	7.17637
17.68515	11.92343	1145.81001	8.54725	7.26672	25.92127	7.32199	12.53586	72.08586	0.09754	61.29940	20.71569	9.71047	86.79271	1.00000	8.46217	10.65713	13.08272
71.44082	9.92372	1055.24809	8.59771	9.26264	27.52948	10.79738	10.63608	54.85724	0.07141	44.63871	30.74791	10.35972	68.75915	0.00000	8.04178	8.63093	9.21115
38.21185	8.58930	1098.17849	8.16413	10.14239	39.12074	10.83218	8.66947	59.52126	0.08625	61.17917	18.25503	10.98701	27.18052	0.00000	8.46652	8.16903	11.22910
51.38553	7.68695	1184.27802	11.98930	10.61242	43.61062	8.31455	12.10350	67.96199	0.06679	44.26947	27.99485	9.13125	-72.97261	1.00000	7.69546	8.73883	8.12532
31.30803	8.16814	1188.26478	11.98280	9.47136	-8.99167	8.81504	10.45803	41.86049	0.08998	60.58657	5.39275	10.84851	125.21972	1.00000	8.20009	9.48639	5.05267
59.01728	8.02156	1113.37056	10.15431	12.53079	60.2052	8.59864	10.75609	55.21653	0.25348	37.70510	17.81047	9.81125	24.6522	1.00000	9.50109	9.25298	9.39325
31.56143	7.24463	1071.59730	8.68971	9.94943	-10.95817	10.63074	8.36537	69.21797	0.33946	54.62520	17.66451	8.91555	-38.79084	0.00000	9.81805	10.68972	11.38483
34.89677	6.63172	1073.00008	6.57952	10.23501	33.44872	14.22725	7.03261	50.76433	0.05064	68.22591	8.11123	10.01606	-86.78777	0.00000	7.57585	9.15377	11.47416
48.75237	8.88166	1130.57978	4.94189	10.94024	20.28527	15.33721	8.13387	56.47027	0.01559	67.33805	16.30797	9.82618	-103.42897	0.00000	4.79167	7.13934	6.93040
70.50336	8.13327	1052.93374	9.45391	11.34932	53.59337	9.83934	7.30094	77.50380	0.11443	46.85026	17.31111	8.91747	9.47629	0.00000	8.60805	8.81937	12.84004
78.10060	9.58298	1183.15042	6.70560	8.67247	5.84752	8.35326	6.62269	72.84151	2.36854	46.00189	16.30499	10.80487	-5.682	0.00000	11.81602	10.00189	10.57521
53.74161	9.34592	1197.89559	9.02193	11.08517	-0.35817	7.51077	9.92477	63.68848	0.09228	69.65592	-0.22671	9.12748	42.54536	1.00000	8.36222	10.53409	11.46728
48.72434	5.63000	1093.82218	9.91581	9.62665	53.30972	9.16200	10.05016	56.71490	0.20462	49.47495	17.97698	8.51464	83.62389	1.00000	9.34804	9.86125	7.72141
48.40040	11.94614	1088.53212	7.34168	8.94681	54.03876	9.78658	8.75500	22.84180	1.37623	29.08752	13.98313	9.58112	43.91385	0.00000	11.26601	7.63620	10.10491
64.47866	6.92048	1092.27970	9.89982	10.35019	22.49396	8.15986	9.77722		0.27999	58.49654	2.69424	10.10446	-105.36369	0.00000	9.65226	10.74041	9.78652
30.49647	12.49825	1078.00224	7.92129	10.37855	11.15583	9.62231	11.79942	64.82401	0.14634	59.62175	8.99558	9.77592	42.7125	1.00000	8.91915	8.77600	9.83848
50.47901	9.20818	1094.31126	10.47827	10.65086	-34.74785	7.38050	9.97179	59.44233	1.37194	42.71231	8.46398	8.38561	-58.70072	0.00000	11.25434	9.89210	10.14898
38.56250	6.82168	1175.29998	7.72520	9.23901	-16.25	13.02443	8.37455	61.69315	0.12916	36.24894	1.18599	7.77757	-69.08333	0.00000	8.69456	9.38644	9.35731
69.00369	7.48618	1142.08917	6.71341	8.09770	50.20528	12.14813	8.55703	65.00199	0.21710	62.14642	15.00495	8.49488	19.27498	0.00000	9.38204	10.44448	8.19434
44.37458	10.26689	1187.97124	12.84529	9.07548	53.93361	7.64203	11.71120	38.35066	0.09609	39.23420	14.42986	7.23465	37.92792	1.00000	8.50083	8.81765	8.07629
34.70306	7.06386	1085.51333	12.55556	8.50348	53.59337	7.22724	10.50387	35.04077	0.05185	58.27826	32.22807	8.81461	9.47629	1.00000	6.86132	10.16626	7.46812
39.66225	10.07698	1108.06732	8.23511	11.33081	53.38333	7.11364	12.09736	46.23267	0.19843	42.81521	20.54976	9.05047	-0.76667	1.00000	9.31883	8.62646	12.09512
45.39617	7.85993	1140.77737	7.31943	10.54411	40.56754	13.25124	7.61429	38.54017	0.03356	53.00752	15.64814	9.92183	-89.64066	0.00000	6.64352	10.47969	11.84257
50.70268	8.30421	1093.65684	7.66215	9.34000	46.09273	11.40910	7.20660	50.66847	0.03997	71.00215	19.65802	8.04540	-88.64235	0.00000	7.48332	9.50156	11.55108
72.56736	10.40447	1172.64031	8.56971	9.61768	40.65995	5.76811	7.62949	33.06643	3.70910	63.77342	-1.14911	9.82896	-111.99633	0.00000	12.26528	8.77855	11.77937
55.39829	11.19746	1173.57288	7.04894	8.84436	34.63915	8.68888	14.00931	54.19101	0.35453	38.50113	11.60885	8.86511	-120.45794	1.00000	9.88286	8.89818	9.64149
27.25452	8.16859	1151.44226	7.71757	8.65098	60.2052	12.69707	9.73378	65.30420	0.08882	66.19437	3.94275	7.04073	24.6522	0.00000	8.28633	10.45788	9.76649
40.07546	8.56841	1155.38541	7.41214	10.03513	36.20389	11.72608	9.37114	61.97248	0.11575	60.28545	28.29525	8.85375	127.08472	0.00000	8.59452	10.78300	8.08013
66.75424	10.42651	1141.55215	10.54310	10.04015	30.46907	8.78978	13.19208	62.99082	0.02465	51.49665	18.41574	8.46062	70.96699	1.00000	6.96617	10.81105	10.27195
67.02637	7.42784	1119.59293	9.37776	8.88357	40.5576	5.08247	9.88924	53.47228	0.08250	59.96099	23.25920	9.52667	-74.28459	1.00000	8.27469	10.35454	14.05744
48.34539	7.18218	1129.61492	8.69283	10.03580	53.95278	10.09115	6.74236	65.95526	0.39159	45.06954	10.38633	8.93972	32.86389	0.00000	9.98812	9.49528	11.62711
60.86847	9.81484	1197.86149	14.40300	10.07503	23.5654	4.42840	8.44096	48.42007	0.15943	61.12557	9.57330	8.90661	119.58627	1.00000	9.06969	11.16266	9.11094
