revision	latitude	longitude	code	QoS	station
2020/09/14	51.24197	4.82313	BE	accep	Lille
01/28/2013, 00:00:00	40.81	-73.9625	US	accep	Morningside Heights
2013/02/28	-7.54972	110.71639	ID	good	Ngemplak
2014-12-04	43.11667	1.6	FR	maintenance	Pamiers
2022-04-15	43.61092	3.87723	FR	building	Montpellier
2021-02-19	36.08497	9.37082	TN	excellent	Siliana
07/19/2015, 00:00:00	6.25947	102.05461	TH	accep	Tak Bai
2018/10/13	37.73604	-120.93549	US	good	Riverbank
2014-01-02	-33.38056	-56.52361	UY	maintenance	Durazno
06 Nov 2012	34.65918	109.22921	CN	good	Yanliang
2016-12-12	28.98002	77.70636	IN	good	Meerut
2017-09-27	39.00622	-77.4286	US	average	Sterling
02/28/2015, 00:00:00	37.73222	115.70111	CN	average	Hengshui
2014/10/30	35.82756	137.95378	JP	average	Ina
09/04/2016, 00:00:00	41.92361	20.91361	MK	maintenance	Bogovinje
25 Apr 2016	48.15659	28.28489	MD	accep	Soroca
06 Dec 2020	38.10558	-1.86343	ES	average	Caravaca
20 Sep 2021	42.28639	18.84	ME	average	Budva
02/17/2022, 00:00:00	60.2052	24.6522	FI	good	Espoo
08 Jul 2021	38.07789	13.44275	IT	excellent	Villabate
03 Dec 2019	4.96667	10.7	CM	accep	Tonga
2020/05/29	40.60538	-73.75513	US	average	Far Rockaway
05/19/2020, 00:00:00	6.33444	124.95278	PH	average	Tupi
02/25/2020, 00:00:00	41.0051	-73.78458	US	building	Scarsdale
2015/06/21	43.32686	-2.98884	ES	good	Leioa
16 May 2017	43.61058	1.33467	FR	average	Colomiers
24 Apr 2016	35.20889	111.73861	CN	average	Changzhi
10/05/2019, 00:00:00	10.63504	-85.43772	CR	accep	Liberia
2018-11-30	34.14251	-118.25508	US	average	Glendale
30 Aug 2022	-19.7625	-44.31389	BR	maintenance	Esmeraldas
2018/05/06	42.52787	-70.92866	US	good	Peabody
2013-06-30	-10.91722	-37.65	BR	accep	Lagarto
13 Jul 2015	9.91861	-68.30472	VE	average	Tinaquillo
2019-03-05	14.8361	120.97844	PH	accep	Guyong
10/09/2021, 00:00:00	46.32374	-120.00865	US	excellent	Sunnyside
2015-02-16	38.70734	-77.02303	US	accep	Fort Washington
05/16/2014, 00:00:00	64.5635	39.8302	RU	accep	Severodvinsk
04/27/2020, 00:00:00	-8.05389	-34.88111	BR	good	Recife
07/10/2014, 00:00:00	-4.26613	15.28318	CG	good	Brazzaville
2020-03-30	51.64316	-0.36053	GB	accep	Bushey
25 Sep 2018	33.93113	-117.54866	US	excellent	Norco
2017/03/14	-19.72806	-50.19556	BR	accep	Iturama
2020-08-27	32.42067	-104.22884	US	good	Carlsbad
03/29/2015, 00:00:00	-2.90055	-79.00453	EC	accep	Cuenca
16 Oct 2019	-3.20333	-52.20639	BR	maintenance	Altamira
2014-12-29	40.66482	122.22833	CN	good	Yingkou
08 Aug 2019	47.38093	-122.23484	US	excellent	Kent
2020/11/17	9.91861	-68.30472	VE	accep	Tinaquillo
18 Jul 2016	41.72059	-87.70172	US	maintenance	Evergreen Park
2012/10/16	11.15583	42.7125	DJ	average	'Ali Sabieh
12 Sep 2013	51.26	-2.1875	GB	building	Westbury
10 Aug 2019	14.62072	74.83554	IN	building	Sirsi
04 Jul 2018	26.2173	-80.22588	US	excellent	North Lauderdale
2012-12-31	-7.73379	113.69785	ID	accep	Besuki
2021/08/08	32.55531	76.12647	IN	excellent	Chamba
2012/10/24	45.0408	-93.263	US	accep	Columbia Heights
11 Oct 2019	40.94065	-73.99681	US	accep	Dumont
21 Dec 2020	46.65581	32.6178	UA	accep	Kherson
22 Jun 2021	46.09273	-88.64235	US	average	Iron River
26 Sep 2014	55.75556	60.70278	RU	good	Ozersk
2018-06-05	14.53767	46.83187	YE	average	Ataq
08/12/2015, 00:00:00	28.15112	-82.46148	US	average	Lutz
2020/11/08	51.12794	4.21372	BE	building	Temse
2015-03-30	10.13361	124.84472	PH	accep	Maasin
2017-08-17	48.8449	17.22635	SK	good	Skalica
02 Apr 2020	36.65	138.31667	JP	good	Suzaka
11/18/2021, 00:00:00	10.66668	-61.51889	TT	accep	Port of Spain
2022/03/12	41.55838	-81.56929	US	accep	Collinwood
04/18/2013, 00:00:00	43.71032	-1.05366	FR	average	Dax
2015-03-15	9.89206	43.38531	SO	accep	Baki
12/29/2015, 00:00:00	48	-4.1	FR	excellent	Quimper
2015/11/14	43.32393	5.4584	FR	accep	Les Olives
04/30/2020, 00:00:00	36.02506	-86.77917	US	accep	Brentwood Estates
2017/05/05	-8.43333	114.33333	ID	average	Muncar
2018-02-14	14.8361	120.97844	PH	good	Guyong
22 Dec 2012	44.75874	19.21437	BA	average	Bijeljina
16 Oct 2020	32.5007	-94.74049	US	average	Longview
2015/12/02	33.76446	-117.79394	US	excellent	North Tustin
2019-05-25	38.40917	112.73333	CN	maintenance	Xinzhou
10/04/2014, 00:00:00	45.43341	-73.86586	CA	maintenance	Beaconsfield
07 Sep 2022	41.48199	-81.79819	US	average	Lakewood
06/03/2020, 00:00:00	41.27621	-72.86843	US	accep	East Haven
07 Aug 2013	32.35126	-95.30106	US	good	Tyler
2015/11/17	36.21544	65.93249	AF	excellent	Sar-e Pul
2015/08/02	31.92923	34.86563	IL	average	Ramla
12 May 2019	38.37255	34.02537	TR	good	Aksaray
2013/02/09	1.6561	103.6032	MY	average	Kulai
03/28/2019, 00:00:00	40.57788	-73.95958	US	good	Brighton Beach
25 Jul 2016	53.53395	33.72798	RU	accep	Zhukovka
03 Nov 2016	-19.65	47.31667	MG	average	Antanifotsy
2019-05-17	34.15429	3.50309	DZ	good	Messaad
2017/09/27	60.2052	24.6522	FI	excellent	Espoo
06 Apr 2013	-44.39672	171.25364	NZ	accep	Timaru
05/26/2014, 00:00:00	32.44874	-99.73314	US	excellent	Abilene
2020/07/25	34.85	117.33333	CN	excellent	Taozhuang
2020-08-06	37.49073	-2.77259	ES	maintenance	Baza
10/06/2017, 00:00:00	39.46667	141.95	JP	average	Yamada
2020-06-18	54.03876	43.91385	RU	average	Kovylkino
06 Aug 2019	10.20898	123.758	PH	accep	Naga
24 Oct 2015	43.32686	-2.98884	ES	good	Leioa
12 Mar 2019	-7.81667	112.01667	ID	excellent	Kediri
02/07/2013, 00:00:00	37.13548	-3.67029	ES	good	Las Gabias
11 Dec 2019	54.84444	38.16694	RU	excellent	Kashira
2021-02-04	23.49668	86.68363	IN	maintenance	Adra
2012-12-28	29.22254	79.5286	IN	excellent	Haldwani
01/22/2018, 00:00:00	43.61062	-72.97261	US	building	Rutland
2013/04/23	38.17492	-122.2608	US	excellent	American Canyon
2016-01-20	50.18545	27.06365	UA	average	Shepetivka
2016-05-22	6.03333	37.55	ET	accep	Arba Minch
07 Mar 2021	5.6561	-75.87877	CO	good	Andes
20 Apr 2016	-2.13404	-79.59415	EC	average	Milagro
08 Jan 2015	38.40917	112.73333	CN	average	Xinzhou
09/23/2022, 00:00:00	-8.28333	-35.03333	BR	accep	Cabo
10 Apr 2015	3.7278	98.6738	ID	average	Labuhan Deli
2019-08-06	33.14447	47.3799	IR	accep	Darreh Shahr
01/11/2021, 00:00:00	17.94979	-94.91386	MX	excellent	Acayucan
23 Oct 2018	30.21121	74.4818	IN	excellent	Malaut
2014/01/22	4.92675	6.26764	NG	accep	Yenagoa
11 Mar 2020	25.87972	-97.50417	MX	good	Heroica Matamoros
2013/05/07	51.26	-2.1875	GB	building	Westbury
29 Nov 2012	-8.76194	-63.90389	BR	building	Porto Velho
2015/12/07	50.71229	4.52529	BE	building	Rixensart
2020-09-16	29.38242	70.91106	PK	accep	Alipur
2020-12-12	-1.9487	30.4347	RW	accep	Rwamagana
07/14/2022, 00:00:00	60.2052	24.6522	FI	accep	Espoo
21 Feb 2015	45.69558	4.7934	FR	building	Saint-Genis-Laval
20 Aug 2017	36.24624	139.07204	JP	maintenance	Fujioka
14 Dec 2014	41.47892	-87.45476	US	good	Schererville
25 Jan 2018	41.72063	12.6723	IT	excellent	Ariccia
06 Jun 2019	33.42585	-6.00137	MA	maintenance	Oulmes
07/09/2019, 00:00:00	10.22677	-67.33122	VE	accep	La Victoria
2022/05/15	48.35693	10.98461	DE	excellent	Friedberg
2017-02-14	55.62047	37.49338	RU	average	Tyoply Stan
2018-03-21	36.61954	4.08282	DZ	excellent	Beni Douala
09/10/2015, 00:00:00	2.2139	102.3278	MY	average	Kampung Ayer Molek
2014-11-08	49.5099	6.74549	DE	average	Losheim
09/10/2013, 00:00:00	-4.26613	15.28318	CG	accep	Brazzaville
2015/02/02	34.63915	-120.45794	US	average	Lompoc
2017/04/24	49.41029	38.15035	UA	good	Svatove
05 Nov 2017	47.92526	-97.03285	US	average	Grand Forks
07/01/2018, 00:00:00	39.96348	-4.83076	ES	excellent	Talavera de la Reina
2021/09/29	-4.26613	15.28318	CG	accep	Brazzaville
2021-02-13	23.07492	88.28637	IN	accep	Pandua
12 Sep 2018	50.26729	-119.27337	CA	average	Vernon
2015/08/17	58.1908	40.17171	RU	maintenance	Danilov
11/11/2021, 00:00:00	11.84962	-86.19903	NI	excellent	Jinotepe
11/18/2019, 00:00:00	51.78967	1.15597	GB	excellent	Clacton-on-Sea
12/23/2013, 00:00:00	52.68333	0.93333	GB	excellent	East Dereham
08/05/2013, 00:00:00	52.66277	-2.01111	GB	average	Great Wyrley
2014/10/14	41.55838	-81.56929	US	good	Collinwood
01/01/2021, 00:00:00	-21.41222	-42.19667	BR	excellent	Miracema
30 Jun 2020	12.74409	-8.07257	ML	building	Kati
28 Mar 2016	38.17492	-122.2608	US	excellent	American Canyon
2022-03-10	42.24113	-88.3162	US	average	Crystal Lake
10/23/2015, 00:00:00	50.56149	4.69889	BE	maintenance	Gembloux
2018/01/01	-28.24	-48.67028	BR	building	Imbituba
30 Aug 2022	48.49144	9.20427	DE	excellent	Reutlingen
2022-05-25	45.79377	8.88104	IT	good	Malnate
2013/02/10	43.35071	46.10925	RU	accep	Gudermes
01 Sep 2017	40.92298	14.30935	IT	excellent	Afragola
06/11/2017, 00:00:00	49.97704	9.15214	DE	excellent	Aschaffenburg
2020-09-18	36.27462	4.85668	DZ	excellent	Bordj Zemoura
2013/07/11	34.8825	128.62667	KR	good	Sinhyeon
21 Mar 2017	53.38333	-0.76667	GB	excellent	Gainsborough
11/07/2012, 00:00:00	24.41288	76.56719	IN	average	Aklera
2016/02/03	34.63915	-120.45794	US	good	Lompoc
2014-01-22	37.71715	-122.40433	US	excellent	Visitacion Valley
27 Jan 2014	-21.44345	-65.71875	BO	good	Tupiza
10/25/2013, 00:00:00	36.6009	126.665	KR	building	Hongseong
2019/06/07	37.60876	-77.37331	US	maintenance	Mechanicsville
19 Apr 2022	41.91886	8.73812	FR	accep	Ajaccio
07 Sep 2016	33.14447	47.3799	IR	excellent	Darreh Shahr
2017/03/19	-10.33333	39.28333	TZ	good	Nyangao
03 Jan 2022	35.88264	-80.08199	US	accep	Thomasville
2022/01/18	-8.43333	114.33333	ID	good	Muncar
09/13/2020, 00:00:00	40.98894	28.67582	TR	excellent	Yakuplu
27 Jun 2013	-1.26753	116.82887	ID	excellent	Balikpapan
2013/02/27	9.89206	43.38531	SO	excellent	Baki
2019/12/07	-22.45667	-47.53028	BR	good	Santa Gertrudes
24 Feb 2015	-23.85972	35.34722	MZ	accep	Maxixe
30 Dec 2014	41.48199	-81.79819	US	excellent	Lakewood
02/17/2021, 00:00:00	34.65918	109.22921	CN	good	Yanliang
08 Oct 2020	-22.53722	-42.98194	BR	accep	Guapimirim
2022/05/31	40.55851	17.80774	IT	good	Mesagne
2019-01-24	51.78967	1.15597	GB	good	Clacton-on-Sea
29 Jun 2022	39.08367	-84.50855	US	excellent	Covington
2015-06-12	37.16911	10.03478	TN	average	El Alia
2012/10/21	-1.26424	104.09701	ID	good	Simpang
06 Feb 2017	47.56494	31.33078	UA	accep	Voznesensk
23 Jul 2016	17.06542	-96.72365	MX	accep	Oaxaca
11/30/2013, 00:00:00	-6.25	38.66667	TZ	excellent	Mvomero
2021-03-16	48.25	16.4	AT	good	Floridsdorf
02/09/2020, 00:00:00	40.37528	28.88222	TR	average	Mudanya
12 Apr 2013	50.80019	7.20769	DE	accep	Siegburg
2020-12-07	42.06166	-1.60452	ES	accep	Tudela
21 Jul 2019	51.4781	57.3552	RU	maintenance	Kuvandyk
07/05/2014, 00:00:00	28.90054	-81.26367	US	maintenance	Deltona
2021-09-22	53.83333	-2.98333	GB	good	Poulton-le-Fylde
07 Jun 2016	34.95303	-120.43572	US	building	Santa Maria
2021/11/12	32.55531	76.12647	IN	average	Chamba
2022/09/26	60.2052	24.6522	FI	excellent	Espoo
2018/03/31	45.69558	4.7934	FR	average	Saint-Genis-Laval
2017-02-04	42.24113	-88.3162	US	average	Crystal Lake
2019-11-17	-25.42944	-50.00639	BR	excellent	Palmeira
2020-08-30	38.37255	34.02537	TR	accep	Aksaray
16 Jul 2013	43.41949	77.0202	KZ	maintenance	Otegen Batyra
2017/09/26	48.35149	8.96317	DE	building	Hechingen
02/28/2019, 00:00:00	49.03685	8.70745	DE	maintenance	Bretten
09/12/2020, 00:00:00	28.90054	-81.26367	US	average	Deltona
10 Dec 2020	-7.01833	107.60389	ID	maintenance	Pameungpeuk
27 Mar 2018	-10.33333	39.28333	TZ	average	Nyangao
2018-10-07	-1.63333	13.58357	GA	accep	Franceville
23 Dec 2020	0.03813	36.36339	KE	good	Nyahururu
12/07/2013, 00:00:00	-16.25	-69.08333	PE	building	Yunguyo
23 Oct 2020	57.30185	39.85331	RU	excellent	Gavrilov-Yam
02/10/2022, 00:00:00	35.21222	2.31889	DZ	accep	Ksar Chellala
2017/11/27	-4.5833	15.16554	CD	accep	Kasangulu
2020/05/30	33.98154	-81.23621	US	maintenance	Lexington
2022-08-19	43.67681	4.63031	FR	excellent	Arles
2017-08-03	-11.48472	-37.93278	BR	average	Rio Real
12 Feb 2015	27.52948	68.75915	PK	good	Khairpur Mir’s
01 Jan 2020	45.16024	-93.08883	US	good	Lino Lakes
12/05/2012, 00:00:00	23.73333	114.68333	CN	maintenance	Heyuan
2015-12-16	55.8736	85.4265	RU	average	Yashkino
2012-11-27	58.04254	65.27258	RU	accep	Tavda
09 Sep 2016	51.38673	0.30367	GB	maintenance	Hartley
2019-02-11	18.18158	76.03889	IN	excellent	Osmanabad
2022/01/07	18.20854	-71.10077	DO	average	Santa Cruz de Barahona
31 Oct 2014	34.25628	-78.04471	US	average	Leland
09/26/2020, 00:00:00	11.84962	-86.19903	NI	average	Jinotepe
08/18/2014, 00:00:00	43.82634	144.09638	JP	excellent	Motomachi
2022/01/22	18.20854	-71.10077	DO	average	Santa Cruz de Barahona
03/07/2022, 00:00:00	18.20854	-71.10077	DO	accep	Santa Cruz de Barahona
2019/03/12	40.37528	28.88222	TR	excellent	Mudanya
03/11/2017, 00:00:00	-8.99167	125.21972	TL	excellent	Maliana
03/18/2021, 00:00:00	60.02427	30.28491	RU	maintenance	Kolomyagi
2017-07-11	4.88441	101.96857	MY	excellent	Gua Musang
27 Apr 2013	36.46917	10.78222	TN	excellent	Beni Khiar
2021/08/14	48.90982	2.45012	FR	good	Bobigny
19 Mar 2022	41.66394	-83.55521	US	average	Toledo
2014-07-14	48.78232	9.17702	DE	average	Stuttgart
2018/12/12	48.06919	11.37703	DE	good	Gauting
2021-09-06	40.98894	28.67582	TR	average	Yakuplu
03/17/2019, 00:00:00	39.72943	-104.83192	US	building	Aurora
2019-02-08	28.54944	-81.77285	US	maintenance	Clermont
2014/06/06	33.7207	-116.21677	US	good	Indio
02 Nov 2019	52.26083	7.00417	NL	good	Losser
03/17/2017, 00:00:00	30.35028	112.19028	CN	accep	Jingzhou
10/25/2017, 00:00:00	43.61058	1.33467	FR	accep	Colomiers
2018-11-02	39.08367	-84.50855	US	excellent	Covington
23 Feb 2018	44.85278	65.50917	KZ	good	Kyzylorda
05/29/2019, 00:00:00	34.95303	-120.43572	US	average	Santa Maria
2017-08-11	51.26	-2.1875	GB	excellent	Westbury
13 Jun 2016	-30.60106	-71.19901	CL	average	Ovalle
2013-02-17	-8.43333	114.33333	ID	good	Muncar
01/21/2022, 00:00:00	36.76639	3.47717	DZ	maitennce	Boumerdas
2012-12-06	-10.91111	-37.07167	BR	maintenance	Aracaju
2012-10-27	50.76306	-1.29772	GB	average	Cowes
11/12/2016, 00:00:00	-23.85972	35.34722	MZ	average	Maxixe
02/07/2013, 00:00:00	44.35056	142.45778	JP	good	Nayoro
09/25/2013, 00:00:00	51.20219	7.36027	DE	good	Radevormwald
2022-06-12	53.94313	10.30215	DE	accep	Bad Segeberg
06 Jun 2020	40.81	-73.9625	US	good	Morningside Heights
2015/07/27	5.20856	-74.73584	CO	excellent	Honda
08/27/2014, 00:00:00	45.35	126.28333	CN	excellent	Shuangcheng
2016/10/12	33.86419	48.26258	IR	average	Aleshtar
2012/10/07	45.78071	12.84052	IT	excellent	Portogruaro
2016/10/30	41.66394	-83.55521	US	accep	Toledo
09/04/2014, 00:00:00	53.00974	-3.05814	GB	excellent	Rhosllanerchrugog
15 Jul 2017	40.82232	-74.15987	US	good	Nutley
2014-01-07	3.7278	98.6738	ID	accep	Labuhan Deli
2019/04/20	55.85	37.56667	RU	accep	Likhobory
2013-12-30	37.31065	13.57661	IT	maintenance	Agrigento
04/27/2021, 00:00:00	41.20485	-8.33147	PT	average	Paredes
2022/02/13	20.21322	-100.88023	MX	good	Salvatierra
11/29/2017, 00:00:00	5.4709	100.24529	MY	good	Batu Feringgi
2020-06-15	39.72943	-104.83192	US	maintenance	Aurora
12/04/2012, 00:00:00	8.79577	-75.69947	CO	maintenance	San Carlos
18 Mar 2020	0.49113	29.47306	CD	maintenance	Beni
18 Oct 2020	5.6561	-75.87877	CO	average	Andes
2020/10/31	0.51667	101.44167	ID	accep	Pekanbaru
09/03/2018, 00:00:00	-10.95817	-38.79084	BR	building	Tucano
12/25/2016, 00:00:00	26.2649	81.54855	IN	building	Jais
2019-02-26	37.31309	40.74357	TR	good	Mardin
2021/03/10	55.67938	12.53463	DK	average	Frederiksberg
08/23/2019, 00:00:00	53.77166	38.12408	RU	maintenance	Bogoroditsk
29 Nov 2019	-34.64966	-58.38341	AR	average	Barracas
10 Jun 2017	-25.42944	-50.00639	BR	good	Palmeira
11/18/2017, 00:00:00	12.97389	123.99333	PH	average	Sorsogon
2022/01/01	45.35	126.28333	CN	average	Shuangcheng
2020-08-24	14.93333	-91.11667	GT	excellent	Chichicastenango
13 Jun 2013	-7.81667	112.01667	ID	excellent	Kediri
25 Aug 2015	30.21121	74.4818	IN	average	Malaut
04/12/2016, 00:00:00	50.88506	4.07601	BE	good	Denderleeuw
2022/03/19	42.62833	20.89389	XK	accep	Glogovac
23 Nov 2020	0.46005	34.11169	KE	accep	Busia
2018-12-15	50.06	43.2379	RU	average	Mikhaylovka
04/21/2022, 00:00:00	46.65581	32.6178	UA	maintenance	Kherson
03/08/2022, 00:00:00	27.71809	-82.35176	US	good	Sun City Center
2021/12/03	68.79833	16.54165	NO	maintenance	Harstad
05/29/2020, 00:00:00	4.94273	15.87735	CF	excellent	Carnot
08 Jan 2013	60.2052	24.6522	FI	building	Espoo
2019/07/10	32.52515	-93.75018	US	average	Shreveport
08 Jul 2019	30.81383	75.16878	IN	good	Moga
17 Nov 2016	38.55632	69.01354	TJ	good	Vahdat
05/14/2019, 00:00:00	36.65	138.31667	JP	good	Suzaka
2014-10-07	37.13548	-3.67029	ES	maintenance	Las Gabias
2018-07-31	46.7055	38.2739	RU	maintenance	Yeysk
07/06/2022, 00:00:00	38.06084	-97.92977	US	maintenance	Hutchinson
13 Sep 2016	20.28527	-103.42897	MX	building	Jocotepec
2013/03/29	-33.79176	151.08057	AU	average	Eastwood
2014-09-04	55.39485	43.83992	RU	excellent	Arzamas
2020/08/04	29.38242	70.91106	PK	good	Alipur
01/20/2017, 00:00:00	51.12794	4.21372	BE	good	Temse
2019-06-20	18.57677	-72.22625	HT	average	Croix-des-Bouquets
02/01/2020, 00:00:00	41.91738	3.1631	ES	average	Palafrugell
02 Mar 2018	45.44868	-73.81669	CA	maintenance	Pointe-Claire
2016/12/20	-33.88096	151.07986	AU	accep	Strathfield
29 Aug 2018	-30.60106	-71.19901	CL	good	Ovalle
01/15/2021, 00:00:00	21.01858	-101.2591	MX	excellent	Guanajuato
03/17/2015, 00:00:00	51.03427	5.37429	BE	accep	Houthalen
2019/07/20	43.32393	5.4584	FR	maintenance	Les Olives
09/13/2019, 00:00:00	48.90982	2.45012	FR	building	Bobigny
2015-05-06	38.13708	41.00817	TR	accep	Silvan
09/16/2013, 00:00:00	-22.9	44.53333	MG	accep	Sakaraha
2021-03-01	45.4473	-73.75335	CA	good	Dorval
04/25/2013, 00:00:00	28.54944	-81.77285	US	excellent	Clermont
2015/06/25	44.35056	142.45778	JP	good	Nayoro
2016-02-11	25.13915	73.06784	IN	excellent	Sheoganj
2021-03-30	32.61603	44.02488	IQ	excellent	Karbala
07 Nov 2014	31.92923	34.86563	IL	excellent	Ramla
06/20/2016, 00:00:00	-33.79176	151.08057	AU	good	Eastwood
2022/04/08	36.64852	51.49621	IR	accep	Nowshahr
2017-05-15	44.97639	19.61222	RS	accep	Sremska Mitrovica
01/16/2018, 00:00:00	52.59319	13.32127	DE	good	Wittenau
2013-11-18	30.16688	-96.39774	US	excellent	Brenham
2021-01-26	29.65163	-82.32483	US	average	Gainesville
10/28/2013, 00:00:00	3.7278	98.6738	ID	average	Labuhan Deli
23 Jan 2017	48.49144	9.20427	DE	good	Reutlingen
05/11/2016, 00:00:00	6.46838	-73.26022	CO	excellent	Socorro
2019-05-23	26.11527	86.59509	IN	good	Supaul
03/07/2014, 00:00:00	11.50526	77.23826	IN	accep	Sathyamangalam
08 Sep 2016	45.78071	12.84052	IT	accep	Portogruaro
2020/11/02	27.9247	78.40102	IN	excellent	Chharra
10/18/2019, 00:00:00	41.55815	-73.0515	US	excellent	Waterbury
12/12/2013, 00:00:00	25.92493	73.66633	IN	maintenance	Sojat
2019-03-08	18.18158	76.03889	IN	excellent	Osmanabad
2019/01/30	15.46063	99.89166	TH	accep	Thap Than
06/26/2016, 00:00:00	12.18441	18.69303	TD	excellent	Mongo
03/08/2020, 00:00:00	37.74615	-25.66689	PT	building	Ponta Delgada
09/29/2020, 00:00:00	-11.94306	-76.70944	PE	accep	Chosica
2014/04/04	14.62578	121.12251	PH	excellent	Antipolo
03 Dec 2020	40.56754	-89.64066	US	average	Pekin
04/22/2016, 00:00:00	20.22816	-103.5687	MX	accep	Zacoalco de Torres
2017-12-21	42.52787	-70.92866	US	average	Peabody
02 May 2014	39.12074	27.18052	TR	good	Bergama
07/05/2014, 00:00:00	12.95629	78.27539	IN	acceptable	Robertsonpet
2018/10/26	41.84364	-87.71255	US	building	South Lawndale
07/15/2013, 00:00:00	14.14989	121.3152	PH	average	Calauan
2018/09/01	35.06544	1.04945	DZ	excellent	Frenda
2013/03/15	41.8542	-87.66561	US	good	Lower West Side
14 Oct 2016	36.24624	139.07204	JP	excellent	Fujioka
2021-08-15	12.97389	123.99333	PH	average	Sorsogon
21 May 2017	-22.9	44.53333	MG	building	Sakaraha
08/03/2022, 00:00:00	-2.90055	-79.00453	EC	building	Cuenca
2021-07-02	35.61452	-88.81395	US	excellent	Jackson
2022-08-30	32.61603	44.02488	IQ	good	Karbala
2021/11/14	10.13361	124.84472	PH	building	Maasin
05 Jun 2022	39.12074	27.18052	TR	accep	Bergama
2018/05/27	54.84444	38.16694	RU	maitennce	Kashira
12/19/2016, 00:00:00	5.4709	100.24529	MY	good	Batu Feringgi
12/29/2014, 00:00:00	41.9001	-71.08977	US	accep	Taunton
2015/01/27	50.23805	8.86704	DE	excellent	Nidderau
2015-04-01	41.1053	-7.32097	PT	maintenance	Custoias
30 Nov 2021	54.8421	46.5813	RU	maintenance	Alatyr’
07/04/2017, 00:00:00	47.80527	-122.24064	US	good	Bothell West
2020/08/08	47.38093	-122.23484	US	good	Kent
24 Apr 2021	18.18158	76.03889	IN	maintenance	Osmanabad
05 Oct 2016	-3.5403	118.9707	ID	accep	Majene
08/05/2020, 00:00:00	6.33444	124.95278	PH	good	Tupi
08/22/2021, 00:00:00	12.74409	-8.07257	ML	excellent	Kati
2013/06/27	33.76446	-117.79394	US	accep	North Tustin
02/24/2022, 00:00:00	-19.72806	-50.19556	BR	average	Iturama
08/05/2019, 00:00:00	55.67938	12.53463	DK	good	Frederiksberg
2021/10/30	47.30997	8.52462	CH	excellent	Adliswil
04 Mar 2021	39.08367	-84.50855	US	good	Covington
2018/06/05	-27.50578	153.10236	AU	excellent	Carindale
2013-03-01	9.3337	122.8637	PH	accep	Santa Catalina
01/30/2016, 00:00:00	42.93369	-72.27814	US	excellent	Keene
2013-05-01	49.5099	6.74549	DE	accep	Losheim
2019-10-08	15.79408	104.1451	TH	average	Yasothon
12 Feb 2017	-6.48167	106.85417	ID	good	Cibinong
06/19/2020, 00:00:00	37.56667	140.11667	JP	building	Inawashiro
2015/06/26	49.68369	8.61839	DE	average	Bensheim
11/11/2015, 00:00:00	7.83389	-72.47417	CO	excellent	Villa del Rosario
08/29/2022, 00:00:00	52.61131	13.31783	DE	good	Hermsdorf
2014/11/26	18.20854	-71.10077	DO	accep	Santa Cruz de Barahona
2012-09-27	-3.20333	-52.20639	BR	excellent	Altamira
2021-10-19	48.78232	9.17702	DE	maintenance	Stuttgart
11/27/2013, 00:00:00	14.64056	104.64992	TH	good	Kantharalak
2020-06-01	-28.44917	-52.2	BR	good	Marau
05 Jan 2016	37.49073	-2.77259	ES	good	Baza
25 Aug 2014	41.94175	123.50266	CN	accep	Hushitai
2020-01-09	46.32313	-0.45877	FR	excellent	Niort
04 Apr 2022	20.88953	-156.47432	US	accep	Kahului
12/10/2013, 00:00:00	55.64776	38.02486	RU	good	Malakhovka
01/27/2013, 00:00:00	14.8361	120.97844	PH	excellent	Guyong
2018/11/09	20.88953	-156.47432	US	average	Kahului
03/27/2017, 00:00:00	8.88649	2.59753	BJ	average	Tchaourou
04 Aug 2021	41.63976	2.35739	ES	building	Cardedeu
2014/12/20	-1.26753	116.82887	ID	good	Balikpapan
2018/06/19	4.02219	101.02083	MY	excellent	Teluk Intan
2022-07-03	36.81667	117.81667	CN	accep	Zhoucun
22 Sep 2019	22.49396	-105.36369	MX	average	Acaponeta
10/01/2013, 00:00:00	26.9423	68.11759	PK	excellent	Tharu Shah
2018/07/25	54.52156	9.5586	DE	excellent	Schleswig
02/08/2020, 00:00:00	41.66394	-83.55521	US	excellent	Toledo
02 Jun 2020	52.26083	7.00417	NL	average	Losser
2019/12/13	29.21399	78.95693	IN	building	Kashipur
15 Jul 2018	36.33011	138.89585	JP	average	Annaka
11/07/2021, 00:00:00	37.73222	115.70111	CN	good	Hengshui
2020/03/24	0.76755	24.43973	CD	average	Yangambi
2018/10/26	38.13708	41.00817	TR	accep	Silvan
2019/09/04	40.55851	17.80774	IT	accep	Mesagne
17 Jan 2018	31.78336	35.23388	PS	accep	East Jerusalem
20 Oct 2021	5.27247	-3.59625	CI	excellent	Bonoua
2016/12/08	33.98154	-81.23621	US	accep	Lexington
14 Dec 2018	33.54428	-84.23381	US	excellent	Stockbridge
19 Apr 2016	45.39402	9.29109	IT	excellent	San Giuliano Milanese
27 Jul 2018	10.31672	123.89071	PH	excellent	Cebu City
03 Jul 2019	-7.01833	107.60389	ID	building	Pameungpeuk
2020/06/12	45.53069	9.40531	IT	building	Gorgonzola
08/18/2021, 00:00:00	-10.95817	-38.79084	BR	accep	Tucano
01/08/2015, 00:00:00	57.97472	33.2525	RU	good	Valday
04/10/2020, 00:00:00	27.52948	68.75915	PK	excellent	Khairpur Mir’s
