O3	NOx	CO	PRES	warning	PAHs	CH4	NH3	H2CO	CFCs	latitude	PM10	TEMP	Pb	C2H3NO5	PM2.5	SO2	longitude
6.95072	5.73405	8.22769	1096.59747	1.00000	8.54445	11.74013	9.28559	69.26676	45.06112	48.90982	7.38418	21.94178	69.31569	3.31102	7.25534	3.08558	2.45012
9.09502	5.81998	8.46615	1105.82340	1.00000	4.12758	3.98324	2.86119	58.00667	34.20011	35.82756	5.65256	5.80637	50.81828	1.21641	5.97584	5.72026	137.95378
8.21731	5.74809	6.49551	1128.58019		8.17739	8.81750	7.32357	19.92816	72.28258	56.56317	7.54616	25.54380	54.89086	2.69581	7.85727	6.62352	-2.58736
5.99694	4.75683	7.52620	1197.70809	1.00000	4.73850	8.26027	10.23484	46.46907	32.76212	42.30865	6.66708	1.73919	36.78951	1.72714	4.80482	4.06186	-83.48216
8.20993	4.87124	7.17022	1099.49234	1.00000	6.99293	9.60168	7.62454	42.28929	45.59046	-6.25	7.28302	-0.66118	44.13465	2.54372	6.47483	7.48286	38.66667
8.51497	8.75856	5.85991	1133.94132	1.00000	1.17621	6.51837	7.32853	94.17273	56.33610	-22.45667	6.10409	-4.00414	30.30913	1.83726	3.30945	7.87703	-47.53028
7.16744	5.04542	8.60589	1102.06399	1.00000	4.67486	7.95559	7.93407	42.86267	50.86032	31.39547	8.15518	11.16527	46.83820	3.87748	4.20147	5.17295	34.75699
8.45211	6.81670	8.58103	1162.14941	0.00000	9.75475	8.23708	8.16347	47.12344	35.09857	39.96097	6.97508	16.94311	27.73248	1.87398	8.32620	7.99033	-75.60804
6.44274	6.17892	8.30270	1118.84864	1.00000	6.90074	9.49764	8.44551	46.67118	36.82929	-38.65333	6.06023	13.29299	72.32905	1.31116	6.90478	5.80800	178.00417
7.05462	6.69236	7.61645	1175.07823	0.00000	5.61643	5.18518	7.69869	51.41544	39.70658	6.15038	7.02856	19.49833	43.62531	2.42216	10.66691	7.15164	6.83042
5.88366	8.02838	6.56187	1098.14227	1.00000	6.89049	10.66828	8.30849	71.48064	58.44089	38.47917	7.26865	22.88856	43.40805	2.74253	11.60810	5.20235	-1.325
7.64696	4.47237	6.52682	1182.33310	0.00000	6.04699	5.88097	4.73260	53.19610	47.06432	-10.91111	6.56755	8.60851	62.85895	1.52079	5.75798	9.09533	-37.07167
7.90232	4.58400	8.33912	1111.34255	1.00000	10.91889	11.45770	5.91962	51.56568	41.35162	53.0233	8.09009	12.48405	62.68791	5.04475	8.78352	6.38166	-1.48119
8.29456	6.54251	6.74618	1078.98182		6.82779	11.77864	8.18067	57.08213	59.80307	55.82885	7.33576	24.13863	35.83688	2.91902	6.35928	7.05810	-4.21376
7.85932	6.77714	4.91660	1063.62089	1.00000	6.27987	9.15715	6.44530	66.91013	56.52877	9.57046	7.58512	11.45875	26.15415	3.08892	9.28557	5.41716	76.32756
8.60697	5.66385	6.49320	1162.02726	1.00000	4.76818	8.77878	9.16735	37.02871	47.02290	50.23271	8.30788	23.77703	45.82538	4.69291	5.22219	4.98280	12.87117
7.47666	7.07292	7.33330	1112.50960	1.00000	3.62236	9.13466	8.97595	58.48314	67.81428	48.79325	8.00132	11.67924	52.25256	4.05419	3.80707	7.39420	2.29275
8.66906	5.22685	7.33990	1199.89536	1.00000	3.06875	8.66488	3.15334	60.30904	29.33246	14.66	8.82766	17.43297	47.97282		5.37567	8.51896	120.56528
7.54676	8.60771	6.44342	1139.34192	0.00000	10.07633	8.18619	7.58819	40.84223	13.41486	56.03361	6.03946	17.27005	35.23824	2.08044	12.08880	10.06239	35.96944
8.18387	4.32085	8.06416	1145.71225	0.00000	5.72900	5.53397	8.39849	41.69467	63.86479	55.38752	8.01314	25.70902	63.16500	3.17538	12.11418	8.39306	36.73307
8.36127	4.74093	8.65065	1063.38200	0.00000	6.71680	8.14295	6.01592	54.86790	62.62924	42.819	6.54180	10.42256	65.56185	1.67655	9.01121	6.54802	47.1192
8.39687	6.66679	6.35997	1090.27207	1.00000	4.54413	8.24471	9.85918	48.10059	42.78222	30.24706	6.46181	-1.03211	61.08682	1.55190	4.80485	8.14797	115.04814
6.28582	6.69503	7.15169	1071.29821	0.00000	10.87830	9.66601	7.83323	44.82053	57.50794	59.33333	8.00820	-1.53299	29.92361	4.12361	8.34404	7.35349	18.28333
8.27607	7.88962	7.37366	1115.72344	1.00000	4.89614	7.64374	9.98390	52.91771	55.34344	33.41012	5.98597	13.20695	57.93957	1.88987	6.16951	5.27028	-91.06177
7.21125	9.04597	7.59362	1110.08008	1.00000	8.23486	10.08102	11.01200	62.36850	64.23255	13.8196	6.02755	34.98533	46.45916	1.80825	13.38591	3.82822	100.04427
7.39988	6.44699	7.63378	1166.75660	1.00000	6.98197	10.61301	7.97993	62.63048	36.64630	41.77583	7.11872		67.90696	1.78061	11.23096	6.39540	140.73667
7.05930	8.56503	6.74322	1094.60408	0.00000	7.06324	7.70775	2.98479	69.91055	50.21512	23.29549	9.28122	6.08948	56.50346	9.97369	8.17778	9.37800	113.82465
9.33692	6.95794	6.26731	1198.79547	1.00000	7.24267	8.83740	7.77140	67.07597	50.62558	-6.8	8.42917	26.16461	37.35430	5.23244	6.82554	4.13015	39.25
6.14299	7.03695	7.39070	1123.62293	1.00000	5.41934	10.13163	9.46250	53.42466	19.80557	51.40944	10.21893	25.06767	53.40092	23.58773	5.34836	6.48689	46.04833
7.26934	6.52296	6.72764	1178.17722	0.00000	7.68052	5.72068	10.00183	58.74699	65.92641	43.4125	6.63139	20.84746	48.85427	1.54128	6.54103	7.94963	23.225
6.18885	8.00498	6.99958	1180.73117	0.00000	5.83893	8.64281	4.16950	50.88279	65.19285	36.92574	6.88200	21.33574	25.08443	1.81660	10.03863	9.32088	14.72443
8.87419	7.28256	4.83014	1054.51228	1.00000	7.58346	7.66431	5.80698	48.68124	21.41284	-10.91722	7.14883	5.53429	43.84566	2.33019	8.09977	7.02762	-37.65
7.64097	6.27101	6.42583	1197.97960	0.00000	9.74271	8.70934	8.67171	64.81729	43.79666	36.08497	7.55313	23.34109	32.94929	2.87991	6.63143	6.61519	9.37082
8.91411	7.42752	7.97198	1190.66844	1.00000	4.90614	12.04746	8.76054	25.17567	33.70278	40.65538	5.64364	22.16868	54.44877	1.45258	10.75349	7.98885	-74.38987
7.06214	6.26418	6.86941	1148.92012	1.00000	8.03087	8.35592	7.89909	72.12796	55.64411	-31.4488	7.51879	-1.80827	40.37604	3.24644	10.44133	4.37557	-60.93173
7.89806	8.02992	8.41143	1173.92176	1.00000	4.93977	7.01914	7.96525	75.55730	20.30630	48.52961	8.24455	26.63347	40.02381	4.30321	6.18469	6.71343	12.16179
7.70802	7.34962	7.65635	1108.35682	1.00000	6.49779	6.50670	6.87764	57.31585	56.60170	56.03361	7.67978	11.56866	49.52723	2.67814	7.26410	8.01649	35.96944
8.09447	5.46727	8.16479	1190.23199	0.00000	9.09165	6.46433	3.65140	60.52369	40.24947	41.55838	7.43751	27.08907	71.09164	2.02909	6.79828	12.19133	-81.56929
7.78798	8.66681	8.71234	1069.17310	0.00000	5.95986	8.68317	3.76408	41.00658	38.53898	3.31332	7.16815	18.52108	36.97478	2.55458	9.57112	9.47107	117.59152
6.43187	7.74058	6.82137	1106.28913	1.00000	4.86559	9.80701	6.65957	64.94096	58.69976	51.65333	7.62374	-1.50345	53.53557	3.56306	8.25142	6.72669	5.2875
6.26319	5.43058	8.81269	1065.95467	0.00000	6.95058	5.64054	4.80251	63.08656	40.08491	55.1904	6.10734	9.64968	32.76138	1.42542	7.36176	8.70869	30.2049
6.46998	6.35749	7.45108	1198.73183	1.00000	6.53216	12.16223	5.21478	41.57775	46.68234	41.20485	7.47082	24.16054	52.31736	2.06637	5.44204	8.16223	-8.33147
6.47297	3.63479	6.32382	1111.97149	0.00000	7.24286	4.35720	7.93779	30.52500	48.50613	40.1675	8.20676	26.54524	49.64794	4.79647	8.95549	9.57092	34.37389
6.86110	5.78052	7.87269	1146.92382	1.00000	5.53610	7.64745	10.20583	54.22580	48.86533	-17.74431	8.21048	16.37004	46.87134	3.92981	5.72026	6.58464	-48.62789
7.37205	7.56001	7.60396	1108.34329	0.00000	4.46918	10.09791	9.02456	61.60495	36.63422	40.87363	5.52931	10.94321	44.03008	1.58225	5.14153	7.66915	14.34085
7.28963	3.99493	5.71623	1135.51868	1.00000	7.39496	7.83771	5.32072	20.95629	31.09145	34.63915	9.31910	10.24162	32.87270	9.95735	7.49136	6.07207	-120.45794
8.35795	6.60381	7.03099	1102.65095	0.00000	6.34793	6.69955	5.98000	62.91342	21.00427	54.39635	7.48358	11.75690	51.25099	1.64350	9.03814	9.58828	24.04142
8.29726	7.18870	8.61245	1149.55608	1.00000	4.09613	7.91303	3.74457	51.82004	34.18026	23.15678	7.73036	19.70450	58.24147	3.70433	7.14610	6.25772	-81.24441
7.47183	6.61743	7.67025	1098.92572	0.00000	6.09446	6.85284	6.13309	72.28076	48.03842	56.9083	6.44028	13.82709	67.16703	1.48398	9.72915	9.26910	60.8019
7.96338	6.27918	7.88645	1184.12011	0.00000	8.52068	9.16050	8.70119	69.96161	30.37341	37.05944	7.35615	31.33004	30.14400	2.90324	6.85157	8.72353	37.3825
7.73602	3.88376	7.84111	1055.59419	0.00000	7.01176	5.25711	6.53645	56.73320	20.48984	38.47917	6.54773	6.49035	42.14273	1.24845	8.33394	9.57828	-1.325
8.23121	5.84809	6.39951	1081.05327	1.00000	3.36916	7.14785	12.28306	47.38735	40.60262	56.56317	7.77494	22.60440	38.87130	2.04536	4.58617	7.50511	-2.58736
9.31051	4.10753	8.14894	1103.18831	0.00000	5.21624	5.60774	5.31724	79.52043	49.63819	38.96667	6.74760	29.88180	52.00274	2.57818	7.23798	7.09836	-0.18333
6.82093	5.46342	8.60895	1181.37448	1.00000	4.31519	8.31388	3.84038	52.65696	44.75041	51.64316	6.23019	17.36740	48.28200	1.30355	6.32725	7.37163	-0.36053
8.29590	6.53185	7.44176	1179.09541	1.00000	5.01563	8.92220	11.09843	43.04801	59.99155	41.09822	6.61566	19.05670	51.56095	2.15659	5.28432	4.39065	120.74792
7.51182	5.18848	7.86137	1100.84811	1.00000	5.69839	6.06888	5.54632	44.64437	31.44224	48.28259	8.14293	13.95751	38.06514	3.96791	6.19164	8.08187	9.72749
5.92060	4.11744	6.82318	1188.48413	1.00000	5.75031	8.98147	9.75007	30.50299	63.63095	53.69786	6.51899	22.82014	35.01531	1.71531	5.11780	7.26509	-2.68758
6.97068	4.40446	6.61648	1158.01680	0.00000	6.63532	6.50201	4.28384	64.82415	62.38683	32.9156	7.71462	11.77231	47.94424	3.62195	7.80221	9.01490	-117.14392
5.81175	6.32706	6.95433	1176.37490	0.00000	6.73044	8.67519	8.46656	25.92154	63.69423	27.52948	7.51693	6.53260	68.90772	2.92716	3.53313	7.04338	68.75915
7.94838	6.87951	5.97784	1057.01476	0.00000	11.47971	8.84895	9.32107	57.93489	19.14948	48.79325	7.39844	5.50159	40.30267	2.60163	9.31091	7.53975	2.29275
5.88940	7.67725	7.42098	1073.91100	1.00000	5.57910	10.52667	6.80911	49.94527	35.59326	58.63667	7.13774	10.63358	36.57552	1.62025	8.79428	6.12863	59.80222
5.78636	4.99545	5.37721	1118.35357	1.00000	8.48411	6.81801	8.54220	78.90143	51.05288	19.64745	7.49029	17.49199	62.03837	3.24429	8.47688	6.64323	-102.04897
6.76633	6.15753	6.70874	1110.32032	1.00000	4.47390	5.49901	11.16948	57.82905	45.95178	25.66795	5.31757	16.32527	31.25621	1.69718	5.58090	6.94939	85.83636
6.66471	9.28242	6.47130	1123.83750	1.00000	5.89300	13.15054	8.89780	22.71922	25.37927	42.7392	7.37454	15.62089	57.83801	2.64152	11.55415	6.00597	-84.62081
6.74969	6.12765	6.41560	1065.32538	0.00000	5.98157	7.64973	4.99697	59.13575	53.87292	43.1009	9.19703	22.79080	52.38077	9.80141	7.62785	5.76715	-75.23266
9.12302	7.78543	8.36106	1195.02614	1.00000	4.72847	7.37187	5.03752	47.89035	51.56995	-22.97056	7.45846	29.03716	58.67561	2.84515	6.96357	5.99444	-46.99583
6.69532	5.46232	5.14251	1195.91458	0.00000	9.11164	9.15184	9.41873	46.99678	51.16745	45.44868	7.35119	14.68536	64.50938	2.83251	10.94716	7.99037	-73.81669
8.43278	7.66666	7.69725	1090.20432	0.00000	9.89073	9.47873	6.80860	70.96314	50.88677	55.8736	6.36515	24.51853	41.39872	1.38995	8.47059	8.59867	85.4265
8.27079	8.99923	5.70622	1084.01765	0.00000	7.46358	8.77154	1.36851	55.37734	30.14944	-26.22861	6.47564	18.05506	53.73002	2.03104	9.20676	9.59164	-52.67056
7.22405	5.88527	6.49273	1102.78913	0.00000	5.50506	8.49231	6.41713	64.57850	38.19875	50.64336	7.29197	25.36904	51.61257	2.06062	7.62932	6.63887	7.2278
8.84876	6.88195	7.66958	1062.50466	1.00000	6.46327	8.99317	9.18855	25.04214	23.24278	30.21121	7.42503	27.62187	26.17094	2.22759	6.92472	3.80838	74.4818
7.67404	3.52334	5.86458	1113.97195	1.00000	7.93539	12.13338	9.19514	60.03960	48.70596	42.16808	5.52756	17.97015	45.73708	0.63641	6.01542	5.27160	-88.42814
8.96550	3.29242	7.08952	1069.13284	0.00000	7.44007	8.68643	11.27742	46.57441	53.26286	18.57677	7.24618	14.35529	36.44611	2.28149	8.99081	10.10948	-72.22625
6.91394	9.36396	7.62030	1090.05516	1.00000	3.16487	6.78152	8.49167	26.82878	52.45596	51.14942	7.71305	20.77527	52.89177	3.68870	5.51137	6.03464	15.00835
7.60461	6.78475	7.86691	1183.81898	0.00000	6.64745	6.66388	4.41379	46.45453	56.28075	-22.92306	7.24725	14.66052	26.29423	2.81079	9.81856	8.30743	-53.13722
8.31792	4.67106	7.90022	1169.31811	0.00000	6.07634	4.75050	5.40039	41.71944	62.50307	-6.25	6.31373	24.68589	79.47813	2.85108	6.46741	7.60586	38.66667
7.53717	5.11006	8.12440	1183.35508	1.00000	6.47478	8.07709	7.24723	75.30702	36.66188	-25.42944	6.63602	-14.04584	30.11188	2.38357	9.06062	7.27052	-50.00639
6.82674	5.75879	5.51891	1169.02696	1.00000	6.83504	9.24892	5.24349	28.58152	37.81010	45.53069	7.14070	16.30137	39.06045	2.56805	6.11345	7.22417	9.40531
7.44714	6.92839	6.57119	1165.46081	0.00000	7.47282	8.87890	7.14779	49.47240	43.56692	51.82721	7.47788	6.31710	55.86754	2.42265	5.49446	6.91226	107.60627
6.49334	5.63846	6.48231	1153.67840	0.00000	3.45665	5.59690	7.52698	58.78902	55.75824	51.19139	6.57916	26.40246	67.96231	2.42636	8.44030	5.94512	6.51352
8.87337	6.56901	5.26527	1155.00250	0.00000	9.87370	9.22577	8.46147	67.25942	41.20982	-21.44345	7.88721	-3.43595	71.31069	3.72525	8.93946	7.99584	-65.71875
7.44265	5.29847	6.74647	1163.88545	1.00000	7.65716	9.77786	7.54439	65.87507	46.38977	-54.8	7.76838	19.28102	61.98860	3.25128	8.94098		-68.3
7.48768	6.70003	6.16828	1053.47420	1.00000	6.67486	11.64370	6.47284	55.78052	64.51029	26.2173	5.67704	22.43412	32.19775	1.87997	11.14980	5.33010	-80.22588
8.54549	6.12715	7.99076	1062.57698	1.00000	7.34531	9.83419	8.13537	56.35651	55.53403	14.46693	7.02098	16.50272	45.39534	2.00393	7.16087	5.79357	75.92694
6.76361	4.50674	8.46744	1112.86672	0.00000	7.85861	5.42803	4.75444	59.14268	57.73791	37.1759	7.88520	4.94718	54.87524	3.32616	7.74002	9.38673	128.9889
8.11549	5.64689	6.78193	1077.97738	1.00000	4.53391	7.62207	3.54042	47.51412	49.30410	-34.88422	6.15036	28.09250	46.76519	1.39825	6.36214	7.01241	150.60036
5.70609	6.31863	7.48560	1173.53271	1.00000	7.23568	8.53352	8.31240	43.58194	55.58545	45.44868	8.15985	27.79263	53.48258	4.37113	10.21440	5.96348	-73.81669
6.75456	3.81891	6.97240	1167.67994	1.00000	6.95725	8.02407	6.69278	57.09292	59.98486	34.95303	7.88607	5.90625	41.85097	2.86499	7.75679	7.27688	-120.43572
7.46953	6.97682	9.84651	1097.75047	1.00000	6.59587	11.89716	9.26718	43.32222	69.85065	42.30865	7.37904	7.15801	65.59819	3.53035	5.52053	3.98596	-83.48216
8.40622	6.21523	7.39641	1135.97354	0.00000	10.28761		8.15586	39.23101	22.30034	40.63316	8.49327	9.86461	48.98531	5.13174	8.21438	6.86757	-74.13653
8.82904	7.48321	6.12763	1148.48934	1.00000	4.88662	8.28535	5.99478	51.50062	39.74739	41.27194	6.35995	7.55127	46.82940	1.82553	5.30685	8.22780	123.17306
6.49963	9.42101	6.13903	1149.21269	0.00000	6.69370	7.90777	4.51269	68.78856	43.48370	52.57583	7.05722	29.12613	46.79251	1.94080	9.22837	9.67632	6.61944
7.51969	5.95255	7.06805	1154.44661	0.00000	8.06273	7.84134	2.24441	79.89103	32.46519	11.8659	7.42193	20.71844	34.41787	2.42170	8.13553		34.3869
9.19337	4.90459	8.79982	1181.09935	1.00000	5.23958	11.28979	9.62261	64.50103	40.31183	41.48199	7.43357	10.44893	54.20274	2.61307	4.46644	6.82507	-81.79819
7.18286	7.10930	8.83399	1188.03402	1.00000	8.33762	10.38975	9.01771	53.18234	56.45976	51.65333	7.08398	34.71036	52.77391	2.50686	7.51053	6.22224	5.2875
6.19155	8.07937	6.72692	1076.17178	0.00000	7.32191	8.29719	4.18007	42.36723	44.49197	-11.48472	7.35238	18.41567	26.41190	2.80653	10.45973	10.71858	-37.93278
7.36568	7.69713	5.87770	1077.14738	0.00000	9.56419	8.53059	7.04672	40.91388	41.40253	53.7446	8.37322	17.62915	59.79171	5.16116	9.60341	8.18585	-0.33525
7.47936	6.61424	8.08675	1086.08943	0.00000	9.60751	8.27104	9.21039	76.65050	45.27482	-27.76952	7.09378	19.49384	48.42144	2.29549	8.61911	7.71454	30.79165
8.06013	8.25989	6.25614	1158.64518	1.00000	9.88157	9.47225	7.51833	55.16147	31.27784	4.73245	5.23561	7.03670	63.40452	1.46863	10.24699	8.17205	-74.26419
7.17447	5.88120	6.58094	1101.87892	0.00000	7.95608	10.16452	10.08569	43.66112	68.53958	30.75545	7.66718	17.03630	69.08480	2.37970	11.51198	6.78390	20.22625
6.31413	6.51190	7.42716	1145.46625	1.00000	6.95289	11.60959	8.82520	53.92259	47.75498	46.67535	6.36438	9.41348	38.34584	1.09521	6.23169	5.62428	5.55575
7.05324	3.80532	5.94338	1199.29188	1.00000	6.07243	9.27768	11.21537	44.83854	36.16436	35.72917	6.37086	-8.26377	71.68040	2.23221	5.29155	7.61729	10.58082
6.06446	5.22009	7.50904	1078.76911	0.00000	6.94930	5.98766	5.84915	57.67049	10.06138	55.38752	8.50084	22.26704	57.53620	5.12675	9.47791	9.15744	36.73307
8.16248	6.19781	6.80519	1172.54524	0.00000	7.37570	5.38966	7.16338	66.50300	38.44418	22.4711	7.70934	11.11740	43.13458	3.14080	11.12315	9.08086	88.1453
7.11419	6.67162	8.24935	1056.10129	0.00000	7.39939	5.11120	5.66122	33.53960	17.17909	23.49668	6.09416	12.98770	54.70795	1.40019	8.95570	8.33677	86.68363
4.99919	5.71268	8.85301	1085.20198	0.00000	6.33731	9.71618	7.62927	44.84356	39.65236	9.58126	8.13466	31.10466	53.87125	4.10024	10.59493	6.71804	8.2926
9.42039	6.89361	7.28774	1166.14741	1.00000	4.90230	9.02459	11.26916	56.23825	51.99034	53.95278	6.16511	16.52243	40.98501	0.83390	4.98434	6.21830	32.86389
5.90091	4.17355	6.92267	1136.52818	1.00000	5.28249	6.00915	3.04677	64.93358	40.64035	39.09112	9.85467	29.21068	30.70236	18.00912	5.85247	6.29851	-94.41551
7.36257	4.61857	7.76808	1109.66454	0.00000	3.43901	3.30378	9.97246	44.33729	38.60386	30.16688	6.67263	8.68470	34.91725	1.78637	7.18195	5.45959	-96.39774
8.62329	5.99274	6.45817	1097.87868	1.00000	5.92202	8.47368	6.04998	56.89967	49.05935	22.4711	7.72439	14.79761	44.11830	3.31492	8.86717	6.18411	88.1453
7.69706	5.41040	5.47936	1080.30194	1.00000	6.06832	7.63710	6.07984	42.61216	73.23770	40.60538	7.99801	14.83285	48.44820	3.31414	8.43331	6.46494	-73.75513
7.63575	7.56345	7.39460	1195.52218	1.00000	5.60788	7.99143	7.40673	48.82193	51.83784	-17.74431	6.67601	5.91281	51.31867	2.43002	6.29504	5.55838	-48.62789
7.88854	5.56734	7.76130	1073.38420	1.00000	5.76362	9.17323	8.02143	41.94772	51.37811	6.8485	5.43308	2.18913	68.68904	1.27751	8.89872	7.85269	3.64633
7.12377	8.13413	7.16061	1147.47684	0.00000	8.95575	5.62818	8.58886	17.29891	70.03642	58.7002	6.96571	21.48686	29.44123	1.93418	7.16407	8.20830	59.4839
8.15609	4.22915	5.51500	1178.40820	1.00000	6.30427	7.91194	11.34789	90.15145	47.64591	34.65918	7.53146	24.83096	41.21466	2.81413	5.69873	5.57365	109.22921
5.51937	6.26357	7.55122	1107.18716	1.00000	6.80467	9.44020	6.17011	55.36945	47.68252	19.32932	5.04950	8.42437	39.76472	1.50980	10.08400	5.75148	-98.1664
8.01306	2.54870	8.65636	1109.38528	1.00000	7.13031	3.84120	7.96946	46.40095	52.82128	26.68451	9.73639	27.70278	70.56812	15.03362	10.28075	7.76137	-80.66756
6.71492	6.71532	5.78768	1184.04783	1.00000	6.15950	11.90980	7.39390	22.86730	50.44026	29.53885	7.82281	31.05811	29.13761	3.85343	9.56868	6.73580	-95.44744
8.03258	7.67615	6.48041	1132.21827	1.00000	7.20248	9.74706	8.84092	78.75692	41.17618	38.68712	8.32428	18.62924	45.29277	4.25284	11.13382	5.15273	-4.10734
6.37254	7.96387	5.87592	1153.33649	1.00000	4.42070	10.57469	7.31964	70.64084	34.24355	42.16808	6.40984	0.44188	42.87120	1.75214	9.87860	6.72157	-88.42814
8.30608	1.88837	7.21769	1132.01528	0.00000	7.47186	4.82781	7.10986	63.20491	35.33695	36.08497	6.85931	17.08180	19.94020	2.30260	9.33345	10.44189	9.37082
7.67936	6.25110	8.60073	1076.03787	1.00000	4.49279	7.74689	3.95931	39.99780	53.37829	-31.25033	6.04449	19.25073	60.97335	1.15646	6.56640	7.28010	-61.4867
7.31521	5.49873	6.52298	1057.26380	1.00000	6.71325	9.91714	6.22285	41.56283	58.09526	47.83333	6.99380	22.84690	48.80812	2.57854	8.97576	6.47219	59.6
8.62276	3.09559	8.51831	1097.08301	1.00000	4.99330	12.09027	10.19341	53.04915	48.55541	46.08333	7.06773	17.77423	44.22941	2.14867	3.40085	4.88929	122.08333
7.66731	5.61310	6.34944	1152.11657	1.00000	7.02763	8.64593	5.68806	49.55299	51.39170	-8.66667	6.64210	19.55327	61.90312	2.59247	9.50377	5.38120	-35.71667
8.53643	4.36516	6.71555	1130.85595	1.00000	6.36350	7.70455	8.28966	71.63286	60.49367	24.41288	6.41510	1.55879	56.46704	2.01028	5.56869	6.04123	76.56719
6.80388	7.89980	6.74461	1169.32288	1.00000	5.97635	8.95220	4.96358	87.89849	27.04411	50.7236	6.18393	18.68344	37.87252	1.93082	6.06475	7.32809	-3.52751
6.40364	7.38353	5.87248	1181.05996	0.00000	9.21273	5.89618	3.44506	48.80429	47.22460	30.24706	7.49416	8.84503	48.14611	2.97879	8.74466	9.66515	115.04814
7.21803	7.87640		1072.83227	0.00000	8.27278	6.64056	4.25405	51.53390	50.95694	18.57677	9.77930	9.84401	45.07546		10.00076	9.64459	-72.22625
5.93711	5.90743	7.46031	1182.98504	0.00000	10.57018	10.09526	9.05382	46.83232	47.92891	43.4125	6.48064	31.25665	27.72608	1.18124	10.08405	8.63427	23.225
7.08099	4.46375	6.29245	1101.12010	0.00000	5.51380	4.11886	8.14694	54.97602	64.52223	34.9	6.98550	22.52729	38.30408	2.43722	9.27862	7.08948	137.5
7.71410	6.20677	6.81397	1085.83140	1.00000	5.48879	7.84112	4.70031	63.78544	46.86039	34.9	7.22866	22.34100	37.17434	1.80029	8.48398	5.64616	137.5
6.24802	7.60648	7.79491	1150.13444	1.00000	5.65779	9.00909	6.06635	51.76113	53.43706	45.43341	7.75459	34.74639	57.15431	1.98084	8.57331	5.54845	-73.86586
6.20228	5.20824	7.21147	1157.14505	1.00000	5.55702	7.59258	3.48697	48.91661	42.93325	31.96258	6.40772	16.33550	30.66705	2.18356	6.38746	6.04296	73.97117
7.68827	4.08154	6.93172	1141.48972	1.00000	7.48604	9.96263	11.55563	65.25011	70.35357	37.51803	6.81995	21.26738	37.87555	2.27054	6.16597	4.45396	15.00913
8.97465	5.09167	7.66195	1055.27501	1.00000	6.78806	5.13537	5.53128	49.86406	54.78797	31.76212	6.65550	-0.41652	69.37718	2.08881	7.62892	4.87013	-95.63079
8.40882	5.39535	7.74936	1168.03969	0.00000	3.92836	5.55968	7.03759	47.37729	51.12297	43.61058	7.97518	23.13738	36.66772	3.38705	5.18822	7.65724	1.33467
7.66825	6.86277	7.99674	1082.69342	0.00000	10.61620	7.86770	10.19760	68.34252	36.51122	22.10194	6.07574	19.62806	34.79344	1.53692	10.56509	9.07296	85.37752
9.09983	5.72967	9.38089	1075.33107	0.00000	8.38042	9.75787	7.93776	53.03012	46.49700	56.56317	8.15517	11.86341	56.06938	3.62489	8.20943	8.45288	-2.58736
6.71480	4.01593	7.62089	1070.76468	1.00000	6.66334	6.71825	4.94292	37.33399	26.27659	-33.38056	7.81541	14.57698	52.59094	3.68600	7.96131	5.81538	-56.52361
8.53724	7.07824	5.83969	1117.07287	1.00000	4.52371	7.44698	9.31248	78.27246	44.53057	53.93361	7.43776	18.36053	52.82755	2.44273	5.63639	8.10722	37.92792
7.34138	5.51570	6.94578	1195.71347	1.00000	5.23526	8.18937	3.70309	30.39564	50.52591	55.82885	8.40558	16.96093	54.76585	5.25471	6.76111	6.81568	-4.21376
8.28969	6.63296	7.39397	1125.42273	0.00000	6.25663	6.31111	5.05108	71.07790	59.85882	35	7.10175	26.38752	22.57051	1.53790	8.92228	8.12892	136.51667
6.45081	4.26673	6.44784	1163.68120	0.00000	6.81600	4.62023	7.81245	65.83571	53.63799	43.50891	6.83766	21.75614	42.56153	2.21910	8.87000	8.95481	16.43915
9.01690	5.23508	7.33769	1185.24276	1.00000	4.55263	7.21691	9.08083	53.58710	58.85309	35.48199	8.47568	4.81388	41.83748	5.19570	4.23914	7.36959	137.02166
8.00292	5.65434	6.34828	1130.53202	1.00000	7.80823	10.75662	8.87739	51.35057	37.81467	53.53395	6.21214	29.93036	48.57147	1.40246	7.12905	6.82188	33.72798
8.33133	5.99433	7.60454	1053.09407	0.00000	6.10703	6.88520	5.14549	32.85355	48.84814	-13.7804	8.01335	27.12889	43.56520	2.82349	8.81180	9.27757	34.4587
7.38371	4.79654	6.77006	1078.73484	1.00000	6.57269	4.43950	3.84754	56.23983	36.70811	47.90771	7.94165	12.29775	25.13372	3.55086	6.73730	5.40599	106.88324
8.11330	6.91535	7.92393	1055.38744	1.00000	5.81083	10.45533	6.85569	56.77886	56.23562	34.25628	6.69133	7.19228	33.65375	1.89427	9.49048	7.06153	-78.04471
8.42455	7.15009	6.68331	1052.30078	1.00000	4.50005	7.45086	5.57822	57.46361	48.09709	15.5439	8.39481	4.70585	43.04360	4.84857	7.36385	6.50921	73.7553
7.85657	2.67233	5.29475	1127.05471	1.00000	9.33094	9.78734	9.69577	33.33623	58.27243	-34.64167	6.94488	3.28435	60.13776	1.99880	7.44910	5.02169	-60.47389
8.32786	6.13019	7.41805	1134.15746	0.00000	9.20406	8.63007	8.71914	19.97526	32.68151	34.4833	6.42202	18.72105	55.28596	1.75682	10.20401	9.39494	136.84186
