PM10	CO	Pb	C2H3NO5	CFCs	H2CO	O3	TEMP	NOx	SO2	latitude	longitude	NH3	CH4	PRES	PM2.5	warning	PAHs
	8.28731	37.36566	1.17696	44.37508	51.18060	8.02647	13.32893	9.18971	6.77777	59.33333	18.28333	7.45797	5.49076	1129.00438	10.24879	1.00000	9.44461
6.14423	10.27781	42.98784	0.23721	51.82253	67.23863	7.15688	11.06144	7.65027	8.45109	26.44931	91.61356	4.42918	5.18898	1075.17046	10.31564	1.00000	8.99329
7.68167	7.42432	52.25508	0.41775	44.94878	51.44401	3.10714	15.66517	7.68454	7.57494	33.14447	47.3799	2.63595	6.03616	1053.91031	7.82326	1.00000	7.19353
9.19093	5.07926	51.97057	1.36478	38.64515	71.22868	10.75343	5.79719	6.92785	5.65326	36.61954	4.08282	10.51164	6.72229	1055.47122	8.85747	1.00000	8.72080
10.45000	9.37771	54.87709	4.35490	45.22124	47.85609	7.51065	-4.04259	6.44944	7.69489	32.57756	71.52847	4.01362	11.38147	1113.73914	10.93776	0.00000	6.50400
9.41993	9.00680	35.56791	1.58234	59.63639	47.36286	9.10502	-3.41118	8.29921	7.94700	33.52253	-117.70755	8.11726	4.59929	1157.33987	9.38969	1.00000	11.01005
10.54533	7.82657	49.67729	4.78717	56.23624	41.74491	10.89766	17.46115	7.47703	6.67499	25.66795	85.83636	11.22156	6.66126	1177.87218	9.14499	1.00000	9.95664
6.26486	6.66693	38.29524	0.24365	50.84538	39.93108	6.20676	12.21696	7.87109	5.06363	60.18427	24.95034	5.82642	7.23969	1090.68593	9.26091	1.00000	9.31311
8.37877	6.85816	52.98515	0.66193	66.85988	59.76445	10.15826	19.08792	6.87582	6.08948	36.20389	127.08472	5.64500	8.85034	1167.12101	9.42270	0.00000	5.36877
6.52981	7.56054	39.53466	0.37273	65.01215	18.97623	7.50599	13.01877	6.99220	8.00569	52.59319	13.32127	7.60818	7.76775	1137.10085	8.31201	0.00000	4.26701
5.98721	8.71574	48.92352	0.10388	46.61100	60.00710	8.30696	9.37611	6.11288	7.47342	43.1009	-75.23266	6.30532	7.45742	1101.27875	10.96582	1.00000	9.48223
10.06226	8.40502	38.80243	3.09806	66.78649	50.50085	7.71820	15.02648	6.66956	9.54153	25.75728	75.37991	6.81923	10.02454	1123.86942	9.36993	0.00000	7.84256
9.86943	7.46274	39.15375	2.59434	59.62355	32.77667	9.34071	20.88543	8.36439	7.71938	-22.53722	-42.98194	9.81850	6.57084	1064.79806	10.40808	0.00000	5.32923
9.02027	9.75829	60.11792	1.15646	46.23096	60.15005	9.23771	5.51586	9.26139	8.63392	58.1908	40.17171	10.03894	8.17468	1106.31857	8.84219	1.00000	7.58703
5.66780	7.63458	22.81716	0.05177	43.59506	30.98820	7.63042	15.67418	6.82470	7.51305	53.51684	-113.3187	6.91345	6.31869	1076.96454	9.00170	1.00000	8.95460
8.46980	9.85311	31.85155	0.75293	39.28292	69.36868	5.97180	-3.50001	6.86169	8.64292	-21.15	46.58333	4.85742	6.78436	1157.77518	9.28533	0.00000	6.69964
6.98611	8.01546	28.20436	0.33813	67.48037	38.27528	10.25504	24.85811	7.75870	7.38700	58.1908	40.17171	10.33061	8.81102	1115.45538	6.97080	1.00000	6.08911
8.82514	7.11576	44.94061	0.91445	51.03769	57.22256	4.03662		6.38137	5.72898	41.92361	20.91361	4.40012	3.33463	1142.69173	9.34683	0.00000	6.60147
8.31458	8.20450	39.39568	0.65444	55.33538	40.24595	11.46148	3.23098	8.21028	7.36573	-8.66667	-35.71667	10.55478	7.45070	1066.36205	8.58491	1.00000	8.00260
7.55056	5.45657	60.91031	0.37441	56.06335	55.34495	9.24464	23.48682	8.90596	6.92998	51.04962	12.1369	7.53504	8.60806	1057.89637	10.26789	0.00000	5.21390
9.70894	10.03834	41.74106	2.14225	53.43868	57.06439	5.49457	29.64238	7.37900	6.61002	6.95194	121.96361	5.19789	5.63138	1156.76102	9.91546	0.00000	8.09295
8.62453	8.50955	40.17983	0.85511	48.73136	69.44751	6.92699	19.88903	8.43118	6.08554	37.16911	10.03478	7.40752	6.51843	1133.15160	8.54734	0.00000	4.90312
5.18400	7.49469	39.12538	0.09496	64.50504	39.34078	7.91435	11.17409	8.70893	8.16218	37.51803	15.00913	5.47740	6.87086	1087.77377	10.64805	1.00000	9.81456
5.69572	7.82356	64.78196	0.22133	43.82651	57.39639	8.01053	-3.01543	7.21583	6.90973	13.70167	-89.10944	6.09339	5.94767	1157.40749	11.59553	1.00000	9.81019
8.74614	6.61517	57.36634	0.90166	29.59859	34.00459	9.26733	16.48393	6.96190	8.94088	31.84568	-102.36764	5.08080	9.54133	1148.64447	10.12759	0.00000	5.10617
9.35795	6.76848	31.96581	1.64259	54.42278		8.80312	13.41228	6.76806	8.02358	50.75767	-1.5443	9.13373	8.56791	1067.65527	8.77923	0.00000	6.37025
8.12816	9.01837	34.25634	0.54080	30.20272	63.77367	8.73327	8.26726	8.28158	6.90992	40.53123	17.58522	7.40127	9.33212	1077.93635	9.61723	0.00000	7.76575
6.75661	10.38239	38.15483	0.24461	46.03677	64.52019	5.96516	21.74812	8.48791	7.76445	55.62047	37.49338	6.12147	5.57210	1122.04626	8.68677	0.00000	9.08185
6.58544	7.82907	58.23140	0.25442	39.36374	45.81831	5.19117	11.35615	7.81870	7.06472	13.8196	100.04427	6.79860	5.98834	1162.93341	8.02540	1.00000	9.72472
7.08446	8.81393	44.05920		68.78273	51.79914	10.90623	15.94526	6.39513	8.62204	40.98894	28.67582	9.68612	9.25857	1088.94981	8.70920	1.00000	6.01850
6.40955	7.21046	44.21851	0.19185	30.44016	41.46678	3.81751	-6.48791	9.25695	8.66322	42.62833	20.89389	5.64974	5.87069	1192.59693	6.10299	1.00000	8.90886
10.02715	8.44874	50.56898	2.99593	41.80567	58.93998	7.85721	22.16919	7.37484	7.86755	51.95838	4.47124	8.19640	6.40235	1083.55906	8.13360	0.00000	5.66183
8.90674	10.14657	67.75694	1.15895	60.42094	40.01482	7.61700	14.95841	8.85494	7.09229	42.8139	-1.64295	8.53627	6.78710	1151.90127	8.63025	1.00000	8.80838
8.06253	9.20025	42.82035	0.56661	33.91932	46.44249	5.56683	21.54293	7.21617	7.66876	38.37255	34.02537	4.15921	4.21939	1137.95105	9.88880	0.00000	9.57674
8.44573	7.12528	39.66145	0.67858	32.58532	35.61454	10.22701	10.56586	8.40565	6.06605	6.33444	124.95278	10.21767	7.96726	1127.35096	8.28486	1.00000	7.76978
6.22104	9.59203	21.01782	0.32081	49.08409	42.63092	6.94680	1.12527	8.12227	7.71191	-5.41667	38.01667	6.24482	6.57296	1063.69517	9.68221	1.00000	9.68525
9.86196	8.42846	43.00598	2.51668	37.08461	36.51201	10.13014	2.93389	8.26511	9.09550	34.4833	136.84186	9.77680	5.00119	1099.97839	9.69760	1.00000	9.86224
4.68701	8.40807	44.36157	0.11965	56.85878	48.00378	9.35990	11.31370	5.98527	9.25926	11.15583	42.7125	6.79640	5.15511	1069.43397	11.61811	1.00000	10.03937
6.90378	6.93035	31.77294	0.21929	52.05897	47.82751	5.57687	5.22734	6.90572	7.13153	18.00747	-76.78319	6.86216	7.88180	1133.34654	7.25279	1.00000	8.69728
9.39453	6.45977	6.37867	1.64198	61.63490	43.06094	8.36166	23.05904	8.24863	8.99952	-8.73508	24.99798	6.10827	10.14155	1110.73339	9.93941		7.43546
11.28242	8.48187	47.57494	10.01076	37.28114	47.40742	8.43446	8.61471	9.42014	8.00677	6.84019	79.87116	9.34941	7.41997	1062.57747	8.41361	0.00000	3.83128
9.17172	8.38807	48.68377	1.28615	44.25988	33.49503	9.82894	16.72096	7.99942	9.56786	10.58806	77.24779	7.37285	8.78994	1117.98071	8.41259	0.00000	6.91814
6.84136	8.22696	46.71832	0.12875	50.30218	42.41776	6.58998	18.00734	8.33664	6.76476	35.88264	-80.08199	5.00880	7.21486	1066.86304	9.39937	1.00000	8.50421
7.83927	7.61867	35.33824	0.48549	69.10455	43.18628	7.62866	13.48012	7.63272	6.02825	-2.68333	33	7.31205	7.20321	1179.98266	9.09477	1.00000	8.07409
9.00479	8.75231	41.15113	1.17491	48.01000	51.00820	8.40502	12.99604	8.16351	9.03001	51.40944	46.04833	5.11802	10.55364	1056.04330	9.95755	0.00000	7.20477
7.33813	6.93153	39.74067	0.33972	31.56150	42.77066	10.61693	17.92951	8.66339	8.88448	5.20856	-74.73584	9.04040	7.47817	1127.06766	8.48509	1.00000	7.84909
9.76356	7.52500	56.88797	2.30149	61.63235	31.14791	9.43555	16.31591	7.90320	8.34833	51.78967	1.15597	6.30477	9.69448	1120.11509	9.25818	0.00000	7.98103
6.99800	6.97403	34.09489	0.31402	66.95893	26.63144	9.89305	16.53136	5.06055	7.39595	43.96222	43.63417	7.97077	7.70136	1154.38437	9.32519	1.00000	7.00493
6.66217	7.50741	49.98246	0.31200	60.50254	46.27354	6.23037	13.84049	8.69262	6.91614	12.95629	78.27539	5.03978	6.78682	1051.25164	9.65979	1.00000	9.15062
12.24919	7.48618	41.54453	25.74723	50.49391	58.63644	8.85747	31.87595	6.88598	8.59313	9.3337	122.8637	9.47579	1.90170	1111.91202	9.43268	1.00000	14.44009
5.96490	10.10617	21.80697	0.22684	49.21812	71.64680	5.40137	24.90394	7.01608	6.99597	38.38479	-0.76773	6.06177	4.31600	1160.54018	8.22176	1.00000	9.50280
9.40626	5.45901	44.81120	1.63379	41.68752	36.00529	10.25717	-2.17619	8.79983	7.77566	45.44868	-73.81669	6.01605	9.62891	1185.06659	10.44924	0.00000	5.80057
6.82650	9.05229	55.33692	0.19541	59.75297	54.90616	6.25698	6.03939	6.75362	6.91442	6.15038	6.83042	7.99263	6.15306	1193.53346	9.03217	1.00000	9.98868
5.58859	7.30445	55.70867	0.16330	51.76642	69.12786	8.61722	15.39944	7.44321	8.01942	9.89206	43.38531	6.53202	5.92643	1116.57541	12.87225	1.00000	10.44493
8.50596	7.12903	35.12319	0.86444	46.77156	62.49360	9.56811	22.29650	8.88512	9.46362	20.21322	-100.88023	4.09094	10.02463	1194.57133	9.44146	0.00000	5.86830
10.55800	9.09013	35.89717	4.89832	45.75486	62.03186	8.89631	20.62898	8.65349	9.20645	35.20889	111.73861	5.27295	10.32587	1123.03100	11.63763	0.00000	7.24055
6.33625	8.89514	41.09494	0.10927	54.90457	34.14768	6.26685	8.30935	5.45933	8.96031	18.00747	-76.78319	5.93617	7.09016	1063.64161	9.34684	1.00000	9.28594
9.27435	7.88945	35.03228	1.29636	72.45234	44.17564	9.69436	32.90788	8.41197	8.40699	12.35275	121.06761	9.61895	6.65867	1197.42320	9.12539	1.00000	9.11703
7.65066	9.10333	24.36298	0.36564	26.53125	50.74917	9.14999	6.68782	8.01495	8.26137	16.68911	98.50893	7.47820	6.71348	1058.90537	7.20658	0.00000	3.87320
6.05939	7.87076	39.85570	0.30053	49.74207	45.71422	5.94591	5.45921	8.41297	7.56368	40.67705	-73.89125	4.37213	5.60775	1173.84990	8.84587	1.00000	8.58695
7.32891	8.10158	53.87348	0.21931	48.69494	55.36578	5.32562	24.26331	6.22607	7.44994	33.37526	74.3092	6.96466	5.90435	1185.65154	8.64716	1.00000	9.00363
7.10654	7.34347	14.39056	0.26904	47.79212	35.85942	7.23006	9.28533	7.73032	9.94544	50.82709	6.9747	7.00908	8.31722	1105.29715	9.34258	1.00000	8.36569
5.57540	7.35167	23.84870	0.22208	79.01091	65.34699	6.81967	29.32070	7.83278	8.65551	22.4711	88.1453	6.75607	6.39415	1099.20771	10.56403	1.00000	10.83131
5.85212	7.89512	49.87533	0.22372	41.92275	29.11093	7.95187	6.92183	8.07418	6.42506	21.46527	83.97573	7.49697	6.65592	1141.59273	7.92680	1.00000	7.77893
7.65349	6.77357	47.92377	0.35033	55.25695	44.28757	4.67806	5.49307	7.57844	7.76805	-3.5403	118.9707	7.55558	7.68520	1150.69365	6.82824	1.00000	8.80792
6.15368	8.59490	19.28672	0.11272	30.42825	39.55203	5.82574	8.29389	9.31655	7.63425	37.35813	-6.03731	5.34176	6.37077	1127.80096	8.22572	1.00000	9.13622
9.98009	5.21425	36.15921	2.80706	44.12051	34.52847	8.12090	14.95677	8.87281	7.84658	38.54491	-121.74052	4.23247	10.79707	1109.13232	9.49014	0.00000	7.61012
12.30779	7.67227	55.60480	27.25217	74.71763	56.11395	11.00687	3.28420	9.47251	8.50385	34.85	117.33333	11.17478	8.03188	1135.56977	9.41955	0.00000	2.98513
5.78464	8.08182	36.88566	0.10499	51.77771	57.14841	8.77388	16.50943	7.18057	8.85396	14.46693	75.92694	8.50771	6.98337	1192.34437	9.89191	1.00000	9.24225
10.02877	7.53415	28.75241	2.96946	39.87990	49.00178	10.46686	8.80944	8.58260	8.18078	35.815	139.6853	9.88682	4.48151	1054.46635	9.10652	1.00000	11.30345
7.75985	6.23371	30.75172	0.37285	48.11439	40.11776	8.59062	19.86679	7.63309	7.55015	50.75	2.25	7.17747	7.44090	1165.08858	7.78017	0.00000	4.33892
7.07588	8.02381	30.32867	0.25207	31.15125	72.66433	5.56477	-0.57906	7.25134	5.87424	41.9001	-71.08977	5.65301	7.38200	1156.69414	8.26693	1.00000	8.30166
5.99901	9.24080	49.08766	0.11168	40.24162	52.73031	6.79954	20.25280	7.25748		52.57583	6.61944	5.65221	5.88436	1197.72431	9.30419	1.00000	8.52188
10.10725	7.94498	64.77819	3.15491	54.59534	60.47401	6.61483	12.91724	9.27581	8.57246	53.63333	9.85	8.91704	6.20362	1173.82654	8.13410	1.00000	10.30280
7.54079	7.91971	37.70529	0.40996	71.73398	54.21056	4.12881	21.30178	7.55856	6.71111	53.7446	-0.33525	5.83394	7.35968	1196.75518	6.67358	1.00000	7.93523
5.13546	6.20925	48.69831	0.08415	68.90698	59.94657	8.96691	19.60553	6.85633	5.11338	6.84019	79.87116	5.65522	7.35765	1184.91300	11.13509	1.00000	8.87133
9.42524	8.20193	50.20180	1.54357	52.48262	22.65643	7.66325	7.39674	7.14217	7.01685	-31.4488	-60.93173	7.98403	5.52183	1090.10785	9.35056	1.00000	10.12538
11.26276	8.06897	53.90154	9.66637	31.49135	42.82292	8.89215	19.81676	8.07115	8.16613	-8.76194	-63.90389	9.01395	7.28919	1116.58758	8.23971	1.00000	
8.96102	6.67973	36.11037	1.13279	47.49090	49.61349	6.69786	22.65364	8.28774	6.74107	42.7	27.25	7.28459	7.75882	1085.44230	8.56407	0.00000	6.18109
9.88136	7.44729	33.86167	2.53153	75.44506	49.73022	9.09238	-8.07619	9.27883	8.42652	46.23899	-63.13414	8.71036	5.03085	1196.53116	10.19302	1.00000	10.15318
8.90472	8.73115	50.86724	1.04310	44.80069	41.80904	7.46202	2.80202	8.07972	6.17482	32.5007	-94.74049	7.24449	5.68031	1186.61506	9.68660	1.00000	9.90755
8.74154	8.44172	49.39484	0.97636	33.17919	52.63913	6.05781	13.95886	6.33753	8.82131	40.65538	-74.38987	6.07680	5.63672	1154.28324	7.94887	0.00000	6.27472
10.94603	5.67889	60.98742	7.16202	42.38680	49.70061	8.60304	19.13449	7.76953	7.60218	38.72706	-9.24671	9.42752		1088.27501	9.52281	0.00000	4.60101
8.57011	7.28257	42.94636	0.83217	49.62456	50.23098	8.70558	16.12442	7.93316	7.16392	-37.32167	-59.13316	7.94658	8.75018	1165.81264	9.30273	0.00000	7.12361
4.50419	7.84467	29.77143	0.10172	63.37069	21.60816	9.50701	18.19046	6.69650	8.04922	-4.06667	37.73333	4.25905	7.23080	1056.11571	11.98830	1.00000	8.93190
7.60142	8.27091	46.79370	0.33920	62.83842	33.29015	9.34949	10.02109	7.53220	10.51301	40.5576	-74.28459	9.92434	8.54179	1195.81810	6.81672	1.00000	7.46670
9.95958	6.81902	46.57186	2.75916	38.31191	31.98291	6.10847	19.23497	6.50276	7.04213	9.58126	8.2926	6.54220	7.46831	1186.89672	7.47350	0.00000	4.68057
9.33454	8.14304	42.74035	1.44440	71.85058	60.32377	10.99226	19.29568	6.42004	8.11926	39.08367	-84.50855	11.11447	5.77136	1119.69704	7.20019	1.00000	10.49797
10.47473	7.27017	35.67202	4.43106	49.61300	67.44376	9.88375	5.31899	8.02190	6.04448	-38.16604	145.13643	8.65147	4.68130	1139.88096	11.71271	1.00000	10.44492
7.31333	8.81070	49.76120	0.39379	29.25775	31.82795	10.90531	-16.64633	6.82182	9.32941	36.76775	2.95924	10.97160	10.02032	1168.94642	7.48817	1.00000	5.44143
9.52484	7.34506	34.32918	1.85117	34.38147	54.37720	8.85972	21.13398	8.79782	7.78913	42.62833	20.89389	5.32332	9.83931	1063.81067	9.38863	0.00000	7.04878
6.59226	8.61129	48.71765	0.11883	47.67090	26.18515	4.21823	1.30566	8.25235	8.96398	54.60528	18.34717		3.76946	1077.80578	7.25450	1.00000	9.30676
6.60519	7.39726	51.80184	0.09331	30.70085	59.27114	6.74486	16.68906	7.29828	6.96558	51.955	5.22778	5.59922	6.24292	1179.79039	9.47964	1.00000	8.57764
8.00627	7.27912	35.56751	0.53357	31.79811	37.05702	6.37756	2.26593	7.20318	8.30148	40.72586	8.55552	6.24673	7.87644	1126.00892	10.98046	0.00000	5.98330
8.91732	9.51679	58.90742	1.01136	48.56694	36.83534	9.31137	23.68814	7.42963	10.33544	51.40944	46.04833	6.70492	8.46662	1186.24684	8.73670	0.00000	5.62547
7.11927	8.09343	52.80987	0.41286	58.51176	46.66423	6.01436	24.42529	8.24710	8.86253	-17.73648	168.31366	7.12449	9.76863	1155.10205	8.50837	1.00000	8.88808
10.43819	5.81542	41.76538	4.39020	33.50335	42.32436	5.42390	13.10190	6.33291	8.78857	40.65995	-111.99633	6.69024	6.86077	1061.17694	8.51529	0.00000	4.82309
5.86382	6.80051	40.49572	0.14840	40.15383	48.17383	6.99838	5.50569	7.87446	8.30024	32.5007	-94.74049	6.79911	6.26758	1126.08233	8.21215	1.00000	8.91402
8.40381	9.93360	35.43222	0.74695	57.90467	48.64904	8.69561	15.77519	7.83199	7.25684	43.96222	43.63417	7.80529	6.96224	1056.52084	10.31482	1.00000	7.78498
9.08527	7.65962	59.47918	1.19541	56.96522	49.92761	9.96360	24.78684	7.30486	8.82363	45.79377	8.88104	8.03269	7.69911	1192.23308	7.11592	0.00000	6.42857
6.83846	8.93927	37.82042	0.34695	37.46835	40.88212	4.80244	16.82549	7.98863	8.13049	-22.53722	-42.98194	4.12668	5.52176	1058.27448	7.42620	1.00000	8.19182
5.61690	9.04884	60.88053	0.21833	39.76796	36.95723	8.85588	13.80571	6.88326	8.41239	50.82882	-0.32247	8.74134	7.05555	1133.47262	10.58850	0.00000	10.04906
7.74706	7.21614	54.65932	0.41422	64.03541	43.36979	10.21482	10.02057	6.76931	8.75213	39.22493	42.85693	9.38625	8.63256	1142.20212	8.47506	1.00000	7.42722
7.86758	7.01194	39.42781	0.50776	50.06472	30.79520	8.32371	5.94741	7.59978	7.55756	0.46005	34.11169	8.85063	8.33109	1113.67283	8.37636	0.00000	7.00709
10.69131	8.25414	31.93282	5.61110	55.99337	56.76418	7.44649	16.31779	7.25959	8.84286	37.51803	15.00913	8.71363	6.63750	1186.94836	7.57784	0.00000	4.79255
8.46218	7.44490	47.37237	0.64016	61.04796	56.15789	11.78087	15.93697	8.04518	7.38906	29.21399	78.95693	10.11963	7.40876	1095.63255	9.97955	1.00000	7.48564
7.03362	7.57996	55.94678	0.36666	24.99570	40.69854	5.03304	35.46752	7.98929	8.16035	40.67705	-73.89125	4.42668	5.82617	1155.85756	8.65090	1.00000	8.35146
8.62344	9.38320	50.86710	0.72093	36.27986	42.06765	4.91618	15.53349	7.42113	9.56760	34.09668	-117.71978	5.73648	5.20319	1123.86523	10.22800	0.00000	6.95209
8.23902	6.78338	45.76345	0.47703	43.43336	47.48103	8.08440	16.38187	8.99105	6.36506	-22.9	44.53333	8.74957	7.79714	1115.12915	8.15821	1.00000	8.08137
5.94387	10.09544	39.47085	0.11947	30.11237	18.81117	6.75498	12.69729	6.44083	7.95809	50.8	3.16667	6.14884	5.62402	1070.87861	9.72822	1.00000	9.61182
8.08624	8.88049	45.42698	0.60325	42.54015	33.21872	8.43536	21.96787	9.85078	7.97833	43.62558	13.39954	6.46231	9.51288	1177.44733	8.77397	0.00000	6.77141
8.43024	7.45666	49.87734	0.68367	65.52703	12.56137	9.46900	16.40140	9.23590	8.23834	5.84752	-5.682	7.66578	6.77039	1139.99467	11.18411	1.00000	7.98431
7.96496	7.57553	32.14017	0.41203	42.02347	30.95059	6.71747	14.16662	7.59785	9.19488	34.4833	136.84186	7.58256	6.20503	1133.72572	9.79728	0.00000	7.53625
8.43151	7.25294	30.63289	0.75887	55.34566	63.77454	4.00255	0.28854	6.63399	7.98218	-38.16604	145.13643	6.04795	2.78977	1139.02545	8.33850	1.00000	7.04737
10.00861	8.19661	47.94148	2.88955	51.75409	39.53595	6.91154	15.89720	6.44608	7.33346	40.65538	-74.38987	8.16286	4.44987	1107.63025	8.78014	1.00000	11.17923
10.13851	8.94738	60.46912	3.20628	59.14052	24.19824	7.77447	21.91813	6.73356	7.24851	29.65163	-82.32483	6.32591	4.86573	1106.19781	9.67860	0.00000	6.73418
7.75239	8.72430	47.35183	0.54684	49.07946	73.10273	10.33708	24.27486	8.36775	8.08534	9.6531	124.3697	8.81538	7.37506	1156.70221	9.55232	1.00000	7.64893
9.60914	7.65308	44.59269	1.91276	57.55099	44.21806	6.16619	30.53183	8.26663	6.64015	31.96258	73.97117	7.52349	6.05493	1164.04316	9.51655	1.00000	9.49062
11.33427	6.86841	28.75392	10.43072	60.28112	58.77432	9.13961	12.91428	7.98692	7.98279	-17.73648	168.31366	2.24673	11.15712	1123.69386	10.43940	1.00000	5.62222
3.74664	6.68786	36.44242	0.11491	44.78358	42.67989	11.94632	32.99100	7.70992	8.17026	51.40944	46.04833	6.70401	6.70980	1055.32099	13.12135	1.00000	9.51999
9.11442	8.31797	40.91730	1.25822	54.61410	48.29506	9.22475	7.09400	6.26409	8.11755	34.61667	135.6	9.21101	6.26601	1124.52632	8.84397	1.00000	9.30388
6.17635	7.86559	52.26431	0.21541	49.85568	39.54727	8.55969	6.64317	8.77740	8.22020	0.51667	101.44167	7.03854	6.68846	1078.75951	11.62786	1.00000	10.33008
7.61740	9.12771	21.35463	0.35145	39.91030	36.73070	8.46609	9.88045	8.50870	6.92458	5.6561	-75.87877	4.89765	8.73281	1054.96539	7.98542	0.00000	4.84332
9.51665	7.12291	40.90653	1.75618	59.06326	68.99072	9.97630	9.39631	8.38702	9.36941	-2.68333	33	9.32063	5.54802	1090.95569	9.86886	1.00000	9.49967
8.77461	6.17241	28.18777	0.83840	22.64497	36.60977	9.84620	15.11031	8.73300	6.55864	26.76628	83.36889	6.08098	8.98409	1153.56801	9.73485	0.00000	5.99587
8.44691	8.21688	34.59832	0.64640	78.41161	54.13979	6.24062	10.04885	5.17081	9.27586	46.75451	33.34864	5.76786	9.09899	1065.10393	8.77896	0.00000	4.45043
11.25755	8.68769	23.68730	9.74992	68.85628	47.91608	8.64652	14.11054	8.53529	7.68226	52.57583	6.61944	10.10205	4.25046	1153.02020	8.54720	1.00000	12.04849
8.91707	7.82712	36.04767	0.95002	48.56119	52.75724	11.44498	7.80132	5.60867	7.70932	36.53333	136.61667	10.99251	6.87608	1165.64105	8.33400	1.00000	8.65643
9.54049	7.97855	33.47416	1.81343	38.62934	47.83204	5.97826	-4.63514	8.56605	7.36299	29.22254	79.5286	6.38917	6.99169	1053.03221	9.05328	0.00000	5.15744
6.42618	8.12815	39.85370	0.22008	49.35727	40.10355	6.43674	15.91602	7.28100	9.40681	35.20889	111.73861	6.95138	5.95517	1067.46232	9.58759	1.00000	9.46579
9.39506	8.06981	42.88208	1.56409	63.62015	50.12685	9.28494	7.17755	7.32323	6.88042	32.35126	-95.30106	10.27116	7.13569	1103.55104	7.81171	1.00000	9.19278
7.25705	8.59842	45.74417	0.30459	45.76747	50.49294	4.30890	25.54706	8.53079	6.24353	38.17492	-122.2608	2.99879	6.66802	1159.86469	10.30318	0.00000	9.29000
7.15608	7.18826	43.61498	0.38822	50.01644	54.88173	6.35831	4.84009	7.48107	7.74014	22.37066	114.10479	9.42332	8.10763	1066.93256	7.57923	1.00000	8.97265
7.15031	7.00424	36.46764	0.28129	68.65238	51.98480	5.84982	19.78061	7.92702	8.77341	-20.25333	-43.80139	5.78823	6.78421	1081.38928	9.90509	1.00000	9.20596
11.28544	9.12853	42.94502	9.91189	50.85130	34.36317	10.39669	1.99618	7.33666	7.77279	25.66795	85.83636	10.56393	3.18260	1179.54582	8.96920	1.00000	12.48422
7.37550	8.73930	24.67440	0.33178	45.31139	40.03709	4.54502	-3.06893	7.20105	9.04439	49.68369	8.61839	6.08150	5.00488	1074.80792	7.92578	1.00000	9.20283
8.72025	7.59320	27.71195	0.90157	38.57283	63.25299	6.42986	17.56747	8.21249	7.30888	-17.73648	168.31366	5.05347	11.17237	1083.09652	11.36810	0.00000	6.42252
8.96021	7.87293	55.08001	1.26188	50.64665	40.61327	10.29470	17.10280	8.57139	6.48925	18.03496	-66.8499	9.42242	6.40656	1178.81460	9.29958	1.00000	9.17339
11.25526	6.78523	43.30945	9.78341	65.14122	61.53325	6.16893	16.00429	7.38522	7.47721	19.32932	-98.1664	7.25442	4.85440	1154.08159	7.32723	0.00000	3.45564
6.65226	7.82326	35.72547	0.27410	44.21698	42.31252	4.98781	0.24406	7.76851	7.66329	53.16167	6.76111	6.49430	6.39309	1070.21364	6.12542	1.00000	8.49488
5.71949	8.50029	40.30623	0.33719	59.74377	42.22584	6.43778	20.89556	6.42299	8.79169	40.11583	67.84222	6.55658	6.92890	1051.50251	7.98804	1.00000	9.08719
9.99862	7.85152	50.51983	2.71598	68.38494	64.31049	6.56825	27.72698	7.62590	8.97593	-22.9	44.53333	7.80846	5.76727	1097.91427	9.49400	1.00000	10.49843
6.46670	6.35119	67.05815	0.16201	41.04547	49.98174	6.17692	14.38556	7.46051	9.52118	31.84568	-102.36764	6.37470	5.63277	1112.50080	9.08075	1.00000	9.39006
5.61623	6.65298	18.43622	0.17216	61.00128	40.18851	8.29938	12.72776	8.17113	8.14501	37.65181	120.33063	5.84689	5.75801	1169.19058	9.68741	1.00000	8.43093
10.89367	6.75311	20.22647	6.72592	32.92156	35.13467	11.05065	14.90955	9.24007	8.77873	43.48961	-8.2194	4.83400	10.11607	1087.70552	9.58574	0.00000	6.82490
9.49486	8.71524	48.80758	1.69530	51.69650	33.21432	8.96509	16.94756	8.44156	7.50121	42.28639	18.84	8.44079	8.47738	1082.54040	9.20040	0.00000	6.11469
10.65752	8.88743	66.73062	5.29580	52.62562	28.18800	5.19257	1.83805	8.47867	7.90064	9.57046	76.32756	8.09478	4.25090	1056.53276	6.01279	1.00000	4.55720
8.97735	6.66542	33.41367	0.96811	45.01812	49.63851	8.78070	18.22958	7.75063	7.56336	36.06386	4.62744	9.58415	6.68949	1122.71903	7.85142	1.00000	9.25701
6.92893	7.96426	16.74347	0.23696	37.71717	38.57897	7.40382	15.24307	8.54810	8.97377	42.52787	-70.92866	7.56037	7.08025	1173.24183	11.88769	1.00000	10.51200
10.07503	10.17317	40.74654	3.07771	43.01604	57.28659	6.44950	42.07725	7.25950	8.06387	51.03427	5.37429	8.69806	5.80573	1183.93629	8.39788	1.00000	9.89779
9.07173	7.39868	57.96079	1.21550	61.81315	40.42959	10.16049	13.38804	8.21095	8.20055	30.35028	112.19028	8.10105	7.32702	1093.95257	8.29512	0.00000	
5.67704	7.67073	31.93935	0.22836	39.99310	27.20902	7.02046	23.60477	7.37991	8.01984	41.57439	24.71204	8.13768	6.51657	1192.89777	9.34770	1.00000	10.21277
