latitude	QoS	longitude	code	revision	station
51.955	excellent	5.22778	NL	01/05/2015, 00:00:00	Culemborg
39.08367	accep	-84.50855	US	2016-05-04	Covington
61.72744	accep	17.10558	SE	04 Jul 2021	Hudiksvall
43.61062	average	-72.97261	US	24 Jun 2020	Rutland
31.12406	maintenance	-97.90308	US	2016/01/29	Copperas Cove
-30.60106	accep	-71.19901	CL	22 Mar 2018	Ovalle
37.51803	good	15.00913	IT	01 May 2018	Misterbianco
50.80904	acceptable	8.77069	DE	2013-06-09	Marburg an der Lahn
36.61954	building	4.08282	DZ	11/21/2012, 00:00:00	Beni Douala
15.5439	building	73.7553	IN	25 Aug 2015	Calangute
11.93381	accep	79.82979	IN	12 Nov 2017	Puducherry
37.08819	good	-8.2503	PT	2015-09-16	Albufeira
40.65538	good	-74.38987	US	01/24/2013, 00:00:00	Scotch Plains
61.78491	good	34.34691	RU	2013/11/17	Petrozavodsk
37.30553	accep	120.82747	CN	2013-11-21	Zhuangyuan
60.97944	maintenance	76.92421	RU	2013-01-26	Izluchinsk
-20.88231	accep	55.4504	RE	2014-02-10	Saint-Denis
43.31667	excellent	-2.68333	ES	10 Nov 2017	Gernika-Lumo
11.93381	accep	79.82979	IN	2015/02/15	Puducherry
13.56667	accep	-15.6	GM	12/09/2014, 00:00:00	Farafenni
46.09273	building	-88.64235	US	07/21/2018, 00:00:00	Iron River
-8.43333	good	114.33333	ID	25 Mar 2013	Muncar
11.84962	accep	-86.19903	NI	2018/05/20	Jinotepe
43.35071	excellent	46.10925	RU	2014/03/08	Gudermes
50.80019	accep	7.20769	DE	2019/02/24	Siegburg
54.58048	excellent	16.86194	PL	2018/09/16	Ustka
39.00622	excellent	-77.4286	US	2012/10/27	Sterling
28.15112	excellent	-82.46148	US	21 Dec 2014	Lutz
33.92946	excellent	-116.97725	US	07/08/2019, 00:00:00	Beaumont
-22.45667	excellent	-47.53028	BR	29 Jun 2021	Santa Gertrudes
48.8449	accep	17.22635	SK	24 Oct 2013	Skalica
48.78232	good	9.17702	DE	2013/12/07	Stuttgart
28.88162	average	120.03308	CN	10/12/2018, 00:00:00	Guli
36.02506	good	-86.77917	US	03/26/2021, 00:00:00	Brentwood Estates
34.06635	excellent	-84.67837	US	03 Mar 2022	Acworth
9.15093	average	-79.62098	PA	2019/09/22	Chilibre
48.8222	excellent	2.12213	FR	12 Dec 2017	Le Chesnay
6.25947	accep	102.05461	TH	15 Feb 2014	Tak Bai
-22.9	average	44.53333	MG	2021-09-21	Sakaraha
36.75965	accep	137.36215	JP	12/15/2020, 00:00:00	Namerikawa
40.34912	good	-111.90466	US	2015-03-09	Saratoga Springs
40.81	excellent	-73.9625	US	2014-10-16	Morningside Heights
3.27833	maintenance	32.88667	UG	2016/10/20	Kitgum
43.11667	good	1.6	FR	03/28/2018, 00:00:00	Pamiers
-25.54073	accep	152.70493	AU	20 Aug 2016	Maryborough
1.6	building	103.81667	MY	10/23/2015, 00:00:00	Ulu Tiram
23.73333	average	114.68333	CN	03 Jul 2022	Heyuan
31.20176	building	29.91582	EG	26 Nov 2013	Alexandria
20.14298	average	-77.43532	CU	2018/09/24	Media Luna
-20.25333	good	-43.80139	BR	12/12/2020, 00:00:00	Itabirito
39.43534	accep	-84.20299	US	09 Jul 2015	Lebanon
40.1675	excellent	34.37389	TR	2015-07-18	Sungurlu
-6.8048	building	110.8405	ID	06/14/2022, 00:00:00	Kudus
53.16167	good	6.76111	NL	2016/05/13	Hoogezand
46.75451	excellent	33.34864	UA	11/26/2017, 00:00:00	Nova Kakhovka
27.85	excellent	112.9	CN	07/11/2016, 00:00:00	Xiangtan
52.53048	maintenance	13.29371	DE	25 Jul 2016	Charlottenburg-Nord
48.77644	good	2.29026	FR	08 Feb 2020	Sceaux
31.76212	excellent	-95.63079	US	04/04/2022, 00:00:00	Palestine
0.46005	maintenance	34.11169	KE	10/05/2013, 00:00:00	Busia
45.99194	accep	29.41824	UA	2018-11-23	Artsyz
-8.66667	average	-35.71667	BR	20 Apr 2022	Catende
33.93113	average	-117.54866	US	08/15/2014, 00:00:00	Norco
43.61062	building	-72.97261	US	07/08/2013, 00:00:00	Rutland
38.91817	average	-78.19444	US	2014/08/08	Front Royal
9.535	good	-13.68778	GN	19 Aug 2014	Camayenne
7.83389	accep	-72.47417	CO	07 Oct 2012	Villa del Rosario
37.52487	excellent	-77.55777	US	2013/01/03	Bon Air
43.54072	accep	-116.56346	US	02/20/2014, 00:00:00	Nampa
14.67751	good	-60.94228	MQ	2019/12/24	Le Robert
5.4709	good	100.24529	MY	2020/02/23	Batu Feringgi
12.74482	good	4.52514	NG	2017/06/17	Argungu
-33.59217	maintenance	-70.6996	CL	2016/11/28	San Bernardo
53.59337	excellent	9.47629	DE	2017/05/08	Stade
35.6803	average	51.0193	IR	19 May 2016	Shahre Jadide Andisheh
6.8485	excellent	3.64633	NG	10/28/2012, 00:00:00	Shagamu
14.14989	excellent	121.3152	PH	2016/04/26	Calauan
40.57788	average	-73.95958	US	2022-07-28	Brighton Beach
35.8	average	137.23333	JP	2021-06-08	Gero
35.82756	excellent	137.95378	JP	07 Aug 2019	Ina
33.43443	maitennce	-5.22126	MA	2014/04/22	Azrou
47.05	accep	15.46667	AT	2017-01-19	Sankt Peter
53.59782	good	34.33825	RU	07/17/2018, 00:00:00	Dyat’kovo
36.75965	accep	137.36215	JP	2013/04/23	Namerikawa
-1.26424	average	104.09701	ID	2016-04-09	Simpang
-26.93366	average	29.24152	ZA	2019/08/31	Standerton
19.30157	accep	72.85107	IN	2017/05/08	Bhayandar
14.0823	accep	98.19151	MM	2014-01-05	Dawei
44.85278	excellent	65.50917	KZ	2015/04/20	Kyzylorda
-8.99167	average	125.21972	TL	08 Jan 2022	Maliana
58.1908	excellent	40.17171	RU	04 Jun 2013	Danilov
36.53333	accep	136.61667	JP	2014/12/14	Nonoichi
53.63333	good	9.85	DE	2013-07-06	Halstenbek
48.78232	good	9.17702	DE	04/29/2015, 00:00:00	Stuttgart
55.62047	accep	37.49338	RU	2016-12-22	Tyoply Stan
47.76232	average	-122.2054	US	2018-07-25	Bothell
50.09019	excellent	8.4493	DE	2022/01/07	Hofheim am Taunus
36.20829	accep	-115.98391	US	2016-04-08	Pahrump
41.15612	average	1.10687	ES	12/13/2021, 00:00:00	Reus
54.39304	excellent	53.26023	RU	2021-02-19	Bavly
27.92333	good	118.53333	CN	2014-04-06	Pucheng
52.31333	building	6.92917	NL	2020/06/28	Oldenzaal
41.9001	building	-71.08977	US	2015/02/05	Taunton
-30.60106	average	-71.19901	CL	2014-10-26	Ovalle
33.37526	good	74.3092	IN	26 Dec 2012	Rajaori
28.92694	maintenance	78.23456	IN	27 Nov 2020	Bachhraon
-33.75881	good	150.99292	AU	11/05/2020, 00:00:00	Baulkham Hills
37.13548	excellent	-3.67029	ES	09 Dec 2013	Las Gabias
55.67938	accep	12.53463	DK	30 Nov 2019	Frederiksberg
-28.81833	building	-52.51028	BR	10 May 2015	Soledade
40.34912	average	-111.90466	US	20 Jun 2015	Saratoga Springs
32.5007	good	-94.74049	US	2019-03-05	Longview
-10.33333	excellent	39.28333	TZ	04/14/2020, 00:00:00	Nyangao
40.72816	maintenance	-74.07764	US	2021/05/16	Jersey City
38.68712	average	-4.10734	ES	07 Sep 2021	Puertollano
43.32686	average	-2.98884	ES	03 Mar 2017	Leioa
19.04222	good	-98.11889	MX	05/09/2013, 00:00:00	Casa Blanca
33.03699	good	-117.29198	US	03 Dec 2017	Encinitas
44.27804	building	-88.27205	US	07/17/2013, 00:00:00	Kaukauna
-34.64167	excellent	-60.47389	AR	24 May 2018	Chacabuco
11.84962	accep	-86.19903	NI	16 Aug 2014	Jinotepe
23.07492	average	88.28637	IN	2019/08/21	Pandua
23.5654	maintenance	119.58627	TW	13 Jun 2015	Magong
-6.91806	excellent	106.92667	ID	2015/03/24	Sukabumi
-14.66463	excellent	-52.35558	BR	2015-10-21	Nova Xavantina
43.31667	average	-2.68333	ES	04/12/2017, 00:00:00	Gernika-Lumo
34.5624	excellent	38.28402	SY	2020-03-11	Tadmur
6.03333	accep	37.55	ET	2018-05-11	Arba Minch
-12.91667	average	-39.25	BR	2014/04/05	Muritiba
16.75973	good	-93.11308	MX	2017/01/28	Tuxtla
31.64615	good	120.74221	CN	08/11/2019, 00:00:00	Changshu City
33.35283	maintenance	-111.78903	US	2012-10-21	Gilbert
53.53041	accep	43.67663	RU	20 Mar 2022	Nizhniy Lomov
53.53395	good	33.72798	RU	2019/08/12	Zhukovka
45.53069	accep	9.40531	IT	2020/04/18	Gorgonzola
61.78491	excellent	34.34691	RU	22 Nov 2018	Petrozavodsk
-32.45242	good	-71.23106	CL	2021/05/31	La Ligua
33.86419	accep	48.26258	IR	12/14/2014, 00:00:00	Aleshtar
18.20854	excellent	-71.10077	DO	01 Jan 2016	Santa Cruz de Barahona
-34.88422	maintenance	150.60036	AU	15 Jan 2021	Nowra
41.55947	average	14.66737	IT	2020-02-15	Campobasso
41.47892	accep	-87.45476	US	2018-11-23	Schererville
53.43333	excellent	-7.95	IE	2017/02/25	Athlone
27.71809	building	-82.35176	US	2019-11-03	Sun City Center
30.35028	excellent	112.19028	CN	09 Dec 2017	Jingzhou
50.5107	average	18.30056	PL	2017-03-24	Strzelce Opolskie
49.13645	maintenance	8.91229	DE	2020-06-23	Eppingen
-2.68333	excellent	33	TZ	02/13/2022, 00:00:00	Usagara
-21.41222	excellent	-42.19667	BR	2014/09/28	Miracema
40.42386	average	-3.53261	ES	2015-02-17	San Fernando de Henares
-7.76667	good	35.7	TZ	03/25/2021, 00:00:00	Iringa
13.65805	good	102.56365	KH	2021/10/03	Paoy Paet
40.2737	accep	-76.88442	US	2017/05/05	Harrisburg
23.1959	average	86.51499	IN	2014/12/25	Kenda
14.64056	maintenance	104.64992	TH	2019-01-25	Kantharalak
22.19303	average	88.18466	IN	09 Jun 2020	Diamond Harbour
22.98212	good	-80.58556	CU	21 Jul 2020	Corralillo
6.25947	building	102.05461	TH	2016-04-30	Tak Bai
50.9803	accep	11.32903	DE	19 Dec 2016	Weimar
36.6009	building	126.665	KR	17 Sep 2020	Hongseong
38.68712	good	-4.10734	ES	10 Aug 2016	Puertollano
40.56754	maintenance	-89.64066	US	2016-04-29	Pekin
43.50891	excellent	16.43915	HR	2021/10/29	Split
44.97639	excellent	19.61222	RS	2019-11-13	Sremska Mitrovica
41.09246	accep	45.36561	AZ	05/15/2022, 00:00:00	Qazax
33.35283	good	-111.78903	US	2015/04/24	Gilbert
50.72043	average	11.34046	DE	15 Nov 2016	Rudolstadt
41.47892	excellent	-87.45476	US	2015-01-16	Schererville
60.02427	maintenance	30.28491	RU	01 Sep 2017	Kolomyagi
57.47908	accep	-4.22398	GB	01 Jul 2017	Inverness
-25.42944	accep	-50.00639	BR	2020-10-17	Palmeira
-17.83333	accep	48.41667	MG	2017/06/07	Ambatondrazaka
7.65649	excellent	4.92235	NG	2013-07-30	Efon-Alaaye
41.82143	excellent	41.77921	GE	2020/03/26	Kobuleti
49.13645	average	8.91229	DE	2012/10/26	Eppingen
44.92934	accep	37.99117	RU	24 Jul 2022	Krymsk
43.82634	excellent	144.09638	JP	17 Mar 2018	Motomachi
18.57677	maintenance	-72.22625	HT	05/01/2017, 00:00:00	Croix-des-Bouquets
51.39148	accep	-0.29825	GB	14 Aug 2022	Surbiton
43.16547	average	-77.70066	US	04/01/2014, 00:00:00	Gates-North Gates
-7.73379	excellent	113.69785	ID	18 May 2015	Besuki
35.85	good	117.7	CN	03/01/2017, 00:00:00	Dongdu
-22.9	building	44.53333	MG	06/19/2016, 00:00:00	Sakaraha
44.59445	average	11.04979	IT	14 Jul 2015	Castelfranco Emilia
38.06084	accep	-97.92977	US	2016/06/14	Hutchinson
26.32293	good	91.00632	IN	17 Jul 2015	Barpeta
0.76755	maintenance	24.43973	CD	2022-04-11	Yangambi
15.79408	building	104.1451	TH	18 Oct 2021	Yasothon
34.77453	excellent	-96.67834	US	2012-11-29	Ada
35.95664	building	36.7138	SY	05/07/2021, 00:00:00	Binnish
46.18396	building	6.10237	CH	2018-06-28	Onex
48.28259	accep	9.72749	DE	2015/06/03	Ehingen
7.83389	average	-72.47417	CO	10 Aug 2021	Villa del Rosario
6.95194	building	121.96361	PH	2018/12/10	Recodo
39.33427	average	-76.43941	US	18 Sep 2019	Middle River
35.72917	accep	10.58082	TN	06/02/2018, 00:00:00	Msaken
35.21222	good	2.31889	DZ	2015/08/19	Ksar Chellala
48.52961	average	12.16179	DE	07 Sep 2020	Landshut
34.81667	good	137.4	JP	19 Oct 2018	Toyokawa
49.97704	accep	9.15214	DE	10/16/2016, 00:00:00	Aschaffenburg
20.74122	building	-100.44843	MX	13 Mar 2016	Santa Rosa Jauregui
-22.97056	good	-46.99583	BR	2016/06/26	Valinhos
45.78071	excellent	12.84052	IT	18 Jan 2020	Portogruaro
41.09822	good	120.74792	CN	04/02/2017, 00:00:00	Nanpiao
33.93113	average	-117.54866	US	24 Nov 2021	Norco
43.61058	accep	1.33467	FR	09 Oct 2019	Colomiers
48.15659	average	28.28489	MD	2021/11/18	Soroca
3.8801	good	-77.03116	CO	03/15/2019, 00:00:00	Buenaventura
-25.42778	good	-49.27306	BR	2015-06-23	Curitiba
25.92493	accep	73.66633	IN	2015/03/01	Sojat
22.4711	good	88.1453	IN	02/05/2019, 00:00:00	Pujali
51.84819	excellent	1.26738	GB	2018/09/08	Walton-on-the-Naze
11.15583	building	42.7125	DJ	2015/04/16	'Ali Sabieh
47.83333	excellent	59.6	KZ	11/05/2017, 00:00:00	Shalqar
-22.9	average	44.53333	MG	2014/12/17	Sakaraha
52.26083	average	7.00417	NL	28 Feb 2018	Losser
34.14251	average	-118.25508	US	27 Feb 2013	Glendale
54.52156	maintenance	9.5586	DE	29 Jun 2018	Schleswig
36	good	139.55722	JP	16 Aug 2018	Okegawa
25.92127	excellent	86.79271	IN	23 Mar 2014	Madhipura
48.21644	average	9.02596	DE	04/13/2020, 00:00:00	Albstadt
41.75338	accep	-86.11084	US	2020/06/28	Granger
23.02677	maintenance	113.13148	CN	2017/12/20	Foshan
60.18427	accep	24.95034	FI	2019/02/07	Kallio
47.46657	average	84.87144	KZ	06 Mar 2017	Zaysan
10.22677	excellent	-67.33122	VE	2012-11-30	La Victoria
34.25	accep	135.31667	JP	08/14/2013, 00:00:00	Iwade
44.89784	accep	8.86374	IT	11/22/2018, 00:00:00	Tortona
12.18441	good	18.69303	TD	04/10/2013, 00:00:00	Mongo
48	building	-4.1	FR	01 Jul 2013	Quimper
53.5942	maintenance	25.8191	BY	01/08/2020, 00:00:00	Novogrudok
50.79205	excellent	-1.08593	GB	2019/06/27	Southsea
35.6803	good	51.0193	IR	2015/11/21	Shahre Jadide Andisheh
34.08565	excellent	74.80555	IN	2019-04-30	Srinagar
53.14657	maintenance	140.72287	RU	11/04/2018, 00:00:00	Nikolayevsk-on-Amure
42.64031	good	125.51176	CN	2022-05-30	Dongfeng
37.71715	excellent	-122.40433	US	2019-08-16	Visitacion Valley
47.48444	average	36.25361	UA	2014-04-25	Polohy
40.68066	accep	-73.47429	US	2014/03/02	Massapequa
53.95278	accep	32.86389	RU	27 Aug 2017	Roslavl’
41.09822	maintenance	120.74792	CN	2014-03-18	Nanpiao
40.56754	building	-89.64066	US	11/06/2020, 00:00:00	Pekin
49.88307	excellent	-119.48568	CA	2015-03-09	Kelowna
9.535	good	-13.68778	GN	24 Jan 2014	Camayenne
61.72744	accep	17.10558	SE	2013/10/27	Hudiksvall
23.18	average	88.58	IN	04/10/2021, 00:00:00	Aistala
41.55947	average	14.66737	IT	2014/11/02	Campobasso
40.34912	average	-111.90466	US	10/03/2012, 00:00:00	Saratoga Springs
52.47774	excellent	10.5511	DE	2021/04/23	Gifhorn
19.32889	excellent	-99.32556	MX	2019-02-07	San Lorenzo Acopilco
37.05944	building	37.3825	TR	27 Dec 2016	Gaziantep
10.31672	average	123.89071	PH	2016/02/15	Cebu City
54.58048	building	16.86194	PL	2022/03/27	Ustka
30.76468	good	74.12286	PK	2017-07-05	Kanganpur
40.60538	accep	-73.75513	US	2014-12-18	Far Rockaway
47.56494	excellent	31.33078	UA	2021-11-29	Voznesensk
38.38479	good	-0.76773	ES	12 Nov 2018	Novelda
30.17746	average	-81.38758	US	2019/03/29	Palm Valley
10.22677	good	-67.33122	VE	2016/02/05	La Victoria
-7.01833	accep	107.60389	ID	10/06/2015, 00:00:00	Pameungpeuk
50.88506	good	4.07601	BE	17 Aug 2022	Denderleeuw
12.35275	maintenance	121.06761	PH	01/23/2013, 00:00:00	San Jose
40.5576	good	-74.28459	US	2022/09/21	Woodbridge
-10.91111	accep	-37.07167	BR	06/04/2017, 00:00:00	Aracaju
5.4709	good	100.24529	MY	23 Oct 2021	Batu Feringgi
32.9156	average	-117.14392	US	08/14/2018, 00:00:00	Mira Mesa
41.15376	building	-87.88754	US	01 May 2016	Bourbonnais
-8.76194	maintenance	-63.90389	BR	06/30/2016, 00:00:00	Porto Velho
55.85	accep	37.56667	RU	21 Jun 2016	Likhobory
53.83333	good	-2.98333	GB	09/03/2013, 00:00:00	Poulton-le-Fylde
49.68369	average	8.61839	DE	02/28/2020, 00:00:00	Bensheim
-26.93366	excellent	29.24152	ZA	2020/02/05	Standerton
40.34912	building	-111.90466	US	2015/04/12	Saratoga Springs
40.72816	average	-74.07764	US	14 Dec 2019	Jersey City
11.15583	accep	42.7125	DJ	06 Dec 2013	'Ali Sabieh
40.72586	average	8.55552	IT	08 Dec 2016	Sassari
-7.81667	accep	112.01667	ID	15 Jun 2013	Kediri
33.45122	average	-86.99666	US	09/25/2016, 00:00:00	Hueytown
31.78336	accep	35.23388	PS	04 Feb 2020	East Jerusalem
-31.25033	average	-61.4867	AR	03 Mar 2017	Rafaela
36.61954	good	4.08282	DZ	2017-01-27	Beni Douala
-21.205	average	-41.88778	BR	2018-09-01	Itaperuna
34.8825	average	128.62667	KR	2018/08/25	Sinhyeon
32.54044	excellent	-82.90375	US	2020/11/15	Dublin
41.84364	average	-87.71255	US	20 Jul 2020	South Lawndale
38.58894	maintenance	-89.99038	US	21 Oct 2012	Fairview Heights
-3.20333	good	-52.20639	BR	22 May 2017	Altamira
27.55898	accep	68.21204	PK	16 Oct 2014	Larkana
11.50526	good	77.23826	IN	03/29/2022, 00:00:00	Sathyamangalam
40.78206	average	72.34424	UZ	2014-06-15	Andijon
33.78333	good	114.51667	CN	08/06/2020, 00:00:00	Wacheng
35.85	good	117.7	CN	2019-08-06	Dongdu
50.75932	average	25.34244	UA	11/10/2016, 00:00:00	Lutsk
9.15093	maintenance	-79.62098	PA	2014-08-17	Chilibre
55.82885	accep	-4.21376	GB	2013-10-03	Rutherglen
13.70727	average	9.15013	NE	2021-07-24	Mirriah
53.19146	accep	-2.52398	GB	09/26/2016, 00:00:00	Winsford
48.25	excellent	16.4	AT	01/19/2015, 00:00:00	Floridsdorf
6.8485	accep	3.64633	NG	01/01/2019, 00:00:00	Shagamu
-7.73379	good	113.69785	ID	2013/07/11	Besuki
40.94065	good	-73.99681	US	08/20/2014, 00:00:00	Dumont
6.95194	accep	121.96361	PH	28 Aug 2020	Recodo
15.48131	good	-86.57415	HN	11/26/2013, 00:00:00	Olanchito
37.19723	good	122.05228	CN	23 Nov 2016	Tianfu
-11.78333	average	19.91667	AO	06 Sep 2013	Luena
7.65649	accep	4.92235	NG	2014-12-30	Efon-Alaaye
7.50251	excellent	5.06258	NG	2012-09-29	Igbara-Odo
43.48961	average	-8.2194	ES	2014/01/18	Ferrol
-7.51611	excellent	109.05389	ID	25 Jun 2021	Wangon
33.78333	average	114.51667	CN	2016-09-17	Wacheng
4.2475	good	9.00472	CM	31 Oct 2021	Idenao
47.64995	average	-117.23991	US	30 Oct 2021	Opportunity
6.46346	accep	-2.31938	GH	11/08/2020, 00:00:00	Bibiani
10.10649	accep	76.35484	IN	2019/08/04	Alwaye
-33.79176	good	151.08057	AU	11 May 2015	Eastwood
33.44872	accep	-86.78777	US	05/17/2022, 00:00:00	Vestavia Hills
43.91452	excellent	-69.96533	US	2016-05-19	Brunswick
9.89206	good	43.38531	SO	2016/05/07	Baki
38.91817	good	-78.19444	US	2021/01/11	Front Royal
-10.95817	average	-38.79084	BR	01/19/2022, 00:00:00	Tucano
-19.7625	average	-44.31389	BR	2021/07/18	Esmeraldas
7.57944	average	-8.53778	LR	06/01/2014, 00:00:00	New Yekepa
34.65918	accep	109.22921	CN	11/22/2017, 00:00:00	Yanliang
36.06386	good	4.62744	DZ	2016/04/24	El Achir
44.59445	excellent	11.04979	IT	21 Aug 2020	Castelfranco Emilia
40.56754	building	-89.64066	US	07/15/2021, 00:00:00	Pekin
26.2649	accep	81.54855	IN	2021-08-01	Jais
54.39635	good	24.04142	LT	2018-02-03	Alytus
23.49668	average	86.68363	IN	2018/09/20	Adra
40.87363	building	14.34085	IT	2017-11-03	Volla
-32.05251	average	115.88782	AU	2020-02-28	Willetton
40.24537	average	-75.64963	US	2015/10/13	Pottstown
23.5654	building	119.58627	TW	02/06/2020, 00:00:00	Magong
36.91023	average	-121.75689	US	25 Oct 2016	Watsonville
22.98212	accep	-80.58556	CU	2019/02/23	Corralillo
34.75856	average	136.13108	JP	22 Mar 2013	Ueno-ebisumachi
9.82564	accep	78.25795	IN	11 Aug 2016	Tiruppuvanam
42.67164	excellent	14.01481	IT	27 Feb 2022	Roseto degli Abruzzi
40.11583	excellent	67.84222	UZ	09/30/2016, 00:00:00	Jizzax
45.47885	excellent	133.42825	RU	02/12/2017, 00:00:00	Lesozavodsk
42.24113	excellent	-88.3162	US	03/05/2022, 00:00:00	Crystal Lake
-6.8	maintenance	39.25	TZ	2016-12-15	Magomeni
43.1009	good	-75.23266	US	05/04/2016, 00:00:00	Utica
40.5576	good	-74.28459	US	2020-05-20	Woodbridge
41.63976	accep	2.35739	ES	02/11/2016, 00:00:00	Cardedeu
9.15093	accep	-79.62098	PA	2017/11/17	Chilibre
-7.76667	good	35.7	TZ	2014-03-07	Iringa
36.75965	good	137.36215	JP	2022-04-18	Namerikawa
-15.675	excellent	-38.94722	BR	2018/11/26	Canavieiras
51.4781	accep	57.3552	RU	2016/01/27	Kuvandyk
12.1277	accep	78.15794	IN	25 Jul 2018	Dharmapuri
43.83125	average	5.03586	FR	2019/09/22	Cavaillon
13.65805	average	102.56365	KH	30 Oct 2019	Paoy Paet
3.3285	average	99.1625	ID	23 Jul 2019	Tebingtinggi
22.49396	accep	-105.36369	MX	2017-11-01	Acaponeta
14.62072	accep	74.83554	IN	2021/08/13	Sirsi
45.4473	average	-73.75335	CA	2020/08/04	Dorval
-32.45242	building	-71.23106	CL	29 Jan 2018	La Ligua
51.67822	average	33.9162	UA	2019-03-31	Hlukhiv
53.59337	excellent	9.47629	DE	2015/10/20	Stade
9.58126	building	8.2926	NG	27 May 2015	Kafanchan
32.52515	good	-93.75018	US	09/14/2016, 00:00:00	Shreveport
33.03699	excellent	-117.29198	US	04/30/2015, 00:00:00	Encinitas
35.88264	average	-80.08199	US	2013-05-17	Thomasville
12.1277	good	78.15794	IN	2022-03-21	Dharmapuri
10.15031	maintenance	-73.9614	CO	2012/12/05	El Copey
32.05971	average	34.8732	IL	23 Aug 2015	Ganei Tikva
36.64852	accep	51.49621	IR	29 Jul 2017	Nowshahr
-33.88096	good	151.07986	AU	2017-07-10	Strathfield
20.88197	building	85.83334	IN	01 Jul 2019	Bhuban
57.30185	excellent	39.85331	RU	2022/05/29	Gavrilov-Yam
33.72255	excellent	-116.37697	US	2017/11/19	Palm Desert
51.42708	average	-0.91979	GB	02 May 2021	Lower Earley
49.03685	average	8.70745	DE	18 Jul 2014	Bretten
-3.14306	accep	-58.44417	BR	2013-06-11	Itacoatiara
-3.74912	building	-73.25383	PE	01/05/2022, 00:00:00	Iquitos
47.4943	good	-122.24092	US	26 Jan 2017	Bryn Mawr-Skyway
-33.75881	good	150.99292	AU	08/02/2013, 00:00:00	Baulkham Hills
53.5942	accep	25.8191	BY	09 Jun 2013	Novogrudok
40.2737	accep	-76.88442	US	2014/09/26	Harrisburg
43.61062	average	-72.97261	US	2020/04/23	Rutland
37.71715	excellent	-122.40433	US	22 Apr 2022	Visitacion Valley
41.09822	good	120.74792	CN	2018-11-18	Nanpiao
35.21222	average	2.31889	DZ	2020/08/27	Ksar Chellala
33.37526	excellent	74.3092	IN	2012-12-25	Rajaori
14.66	excellent	120.56528	PH	06/21/2017, 00:00:00	Pilar
41.8542	excellent	-87.66561	US	2015/05/29	Lower West Side
35.85	excellent	117.7	CN	2020-02-20	Dongdu
19.64745	excellent	-102.04897	MX	25 Dec 2021	Paracho de Verduzco
49.65186	average	26.97253	UA	09/25/2017, 00:00:00	Krasyliv
53.95278	excellent	32.86389	RU	2017-04-22	Roslavl’
54.48147	accep	53.47103	RU	04/04/2018, 00:00:00	Oktyabr’skiy
30.5427	average	-97.54667	US	07/18/2018, 00:00:00	Hutto
40.94065	excellent	-73.99681	US	13 May 2014	Dumont
17.06542	good	-96.72365	MX	01/19/2014, 00:00:00	Oaxaca
36.53333	accep	136.61667	JP	29 Apr 2020	Nonoichi
35.72917	good	10.58082	TN	2016-10-31	Msaken
55.64776	accep	38.02486	RU	2021-06-26	Malakhovka
51.88333	excellent	8.51667	DE	05/05/2020, 00:00:00	Verl
51.78967	excellent	1.15597	GB	07 Jan 2013	Clacton-on-Sea
36.21544	excellent	65.93249	AF	2018/05/30	Sar-e Pul
35.61452	accep	-88.81395	US	2020/04/22	Jackson
8.88649	excellent	2.59753	BJ	12/28/2019, 00:00:00	Tchaourou
51.12794	maintenance	4.21372	BE	2020/05/17	Temse
3.8801	excellent	-77.03116	CO	2013/03/25	Buenaventura
33.37526	average	74.3092	IN	2017-09-06	Rajaori
48.35693	average	10.98461	DE	27 Dec 2017	Friedberg
47.92526	good	-97.03285	US	02/27/2014, 00:00:00	Grand Forks
37.31309	average	40.74357	TR	2019/02/21	Mardin
41.57721	maintenance	-93.71133	US	2020-08-07	West Des Moines
51.30001	average	13.10984	DE	2021/12/28	Oschatz
53.30972	accep	83.62389	RU	01/28/2014, 00:00:00	Novosilikatnyy
-10.90889	excellent	-37.03861	BR	03/19/2020, 00:00:00	Barra dos Coqueiros
23.04419	building	-82.00919	CU	04/17/2020, 00:00:00	Jaruco
43.1122	accep	12.38878	IT	24 Dec 2012	Perugia
18.20854	excellent	-71.10077	DO	2022-05-31	Santa Cruz de Barahona
35.82756	good	137.95378	JP	2020/02/20	Ina
28.15112	average	-82.46148	US	01/03/2021, 00:00:00	Lutz
-28.44917	building	-52.2	BR	2020/01/10	Marau
11.84962	accep	-86.19903	NI	28 Dec 2018	Jinotepe
10.20898	good	123.758	PH	01/11/2021, 00:00:00	Naga
33.92866	good	-6.90656	MA	06/22/2019, 00:00:00	Temara
12.1277	good	78.15794	IN	11/14/2016, 00:00:00	Dharmapuri
34.31	excellent	-2.16	MA	2016-08-31	Jerada
40.58654	accep	-122.39168	US	2021-11-08	Redding
33.42585	building	-6.00137	MA	2017/06/23	Oulmes
46.1351	average	-60.1831	CA	2018-06-06	Sydney
3.51667	accep	11.5	CM	2016/03/19	Mbalmayo
47.38093	excellent	-122.23484	US	03/16/2021, 00:00:00	Kent
30.29184	maintenance	71.67164	PK	03 Sep 2014	Qadirpur Ran
15.45144	good	78.14797	IN	05 Oct 2021	Betamcherla
28.90054	good	-81.26367	US	06/03/2020, 00:00:00	Deltona
14.64056	maintenance	104.64992	TH	23 Jul 2017	Kantharalak
5.20856	accep	-74.73584	CO	2017-05-25	Honda
-8.99167	average	125.21972	TL	10 Dec 2013	Maliana
-22.92306	good	-53.13722	BR	2018/08/13	Loanda
