CO	Pb	O3	CH4	CFCs	H2CO	SO2	latitude	PM2.5	TEMP	warning	longitude	C2H3NO5	PM10	PAHs	PRES	NH3	NOx
8.65459	40.16917	7.48509	8.39722	66.02178	54.25314	7.06617	10.58806	4.34599	19.05688	1.00000	77.24779	0.10706	8.44369	9.29928	1136.82380	5.40394	7.47906
7.26408	63.70083	8.89818	7.12674	22.95757	24.88016	7.35593	10.20898	8.51122	20.07104	0.00000	123.758	0.13839	8.74830	4.79992	1053.09888	6.37649	8.12433
5.79012	14.21961	11.22376	7.71901	49.27347	59.11781	4.11631	-21.44345	9.93616	5.20430	0.00000	-65.71875	0.18329	8.99597	6.45737	1120.93231	8.24039	10.13670
7.51688	51.85866	9.17434	7.28240	37.73350	38.46603	9.74575	26.91756	8.42070	23.81724	0.00000	-82.07842	2.53314	11.75878	9.11398	1133.04189	11.69003	9.52970
7.70027	67.75846	7.74735	7.31768	51.52506	52.35294	8.06543	-32.45242	5.40616	14.39801	1.00000	-71.23106		6.10075	7.68392	1092.45962	6.72471	5.29973
7.71614	54.39773	4.12146	6.60354	54.61082	61.80943	10.90133	-19.72806	8.45055	14.17721	1.00000	-50.19556	0.97981	10.78830	8.04282	1138.36283	8.97284	7.82239
7.99145	59.28588	8.14646	8.53880	65.40009	58.62563	8.54535	50.09019	7.78031	20.78943	1.00000	8.4493	0.01617	4.90619	7.09860	1057.18920	4.23797	9.82012
7.06924	54.73971	8.65310	8.12421	45.61302	47.55200	9.40619	37.19723	6.66211	11.45646	1.00000	122.05228	0.03399	6.18604	7.92466	1149.33878	5.18413	9.56443
7.54753	44.94224	8.74422	8.53246	58.52034	67.18982	7.75645	-23.7975	9.24425	12.12175	0.00000	-48.59278	0.10679	8.00715	6.97134	1135.26550	4.89618	8.09141
8.70389	67.91322	10.58755	7.87050	42.24628	63.14950	6.49554	55.64776	9.58028	7.09818	0.00000	38.02486	0.06654	7.69004	7.03161	1063.03686	6.52103	9.10508
8.01133	64.32986	7.03875	5.43550	38.49074	51.25179	5.85678	19.30157	6.46790	10.14433	1.00000	72.85107	0.08040	7.95033	6.29582	1197.12015	10.50661	7.91989
9.05718	55.93708	11.16095	9.68405	31.61354	41.63702	10.31361	43.86682	5.39946	15.09205	0.00000	-79.2663	0.06086	6.93716	7.67913	1070.02768	10.33128	10.43882
9.28595	54.88899	6.00071	8.11503	29.52201	67.54660		-32.45242	5.54219	22.76238	1.00000	-71.23106	0.15737	8.74409	7.56124	1139.47052	6.72536	6.58757
6.89027	43.21283	8.15223	7.83319	42.79025	33.50907	7.80734	27.85	7.43206	27.52867	1.00000	112.9	0.04729	6.82705	6.86166	1144.92954	5.07548	9.20068
9.65274	59.90178	8.94993	8.25736	56.14751	22.58329	9.63332	12.1277	8.09602	15.94173	1.00000	78.15794	0.03139	5.09149	7.06077	1081.85825	5.16528	10.27030
7.85613	46.78593	9.49882	9.41922		40.94753	10.03657	53.43333	5.78475	22.63311	1.00000	-7.95	0.04441	6.29518	6.92249	1132.49351	6.53467	9.09040
8.23181	61.32431	8.36188	7.18011	42.35048	38.81391	8.82915	22.49396	5.77628	-8.70492	1.00000	-105.36369	0.03431	5.47566	9.31988	1055.98991	7.19430	8.78171
8.85898	81.70249	8.46361	8.99035	65.26679	38.85736	8.28135	43.1009	5.25796	14.11075	0.00000	-75.23266	0.04023	3.69685	6.46244	1178.94559	8.49233	3.47631
6.97653	42.64508	11.54426	8.84606	53.38942	70.50420	10.75846	-15.21194	9.53441	18.39137	1.00000	-75.11028	0.03637	5.37573	7.56630	1118.76877	6.25302	10.60908
8.62204	53.24530	9.10473	6.98187	52.77230	43.50485	12.48754	4.02219	5.08059	0.90284	1.00000	101.02083	0.17095	8.92857	8.39816	1050.29194	6.61460	10.48104
6.84134	59.39944	5.71080	8.16821	45.22383	53.30553	9.26599	5.90702	7.23287	5.01854	1.00000	116.10146	0.04958	7.07210	5.07666	1057.66312	9.67912	7.48063
9.20859	49.88022	7.37291	6.79682	46.91770	39.76204	6.95462	53.49389	3.34846	23.05174	1.00000	-1.29243	0.10441	8.31696	8.68549	1062.80595	8.46003	7.56565
9.08856	60.10967	6.87341	6.79906	39.41780	44.64482	10.12556	22.10194	5.48051	29.53773	1.00000	85.37752	0.44906	9.98778	7.46833	1086.36216	11.77695	4.65135
8.58122	42.31474	9.38363	6.99864	35.85728	22.51947	5.25098	35.8	11.99239	25.46468	0.00000	137.23333	0.48370	10.03844	9.41164	1197.52625	8.25026	6.75026
7.10503	40.75756	6.91909	10.22985	52.82727	38.19438	8.89088	51.47805	5.36647	17.59202	1.00000	6.8625	0.05472	7.55711	8.87708	1154.10831	8.20715	6.05481
6.80113	59.89031	9.78257	7.89746	58.94354	73.31744	10.12391	37.73222	6.08798	-8.46606	0.00000	115.70111	0.03164	5.15463	8.93771	1179.80812	9.56483	9.46255
5.64198	41.78595	6.99755	7.65724	49.27473	47.36418	5.72574	-7.81667	9.73144	27.12036	0.00000	112.01667	2.01497	11.53041	7.54967	1155.13878	4.75931	6.62333
5.88207	61.08327	4.20568	9.28643	23.96750	42.94028	12.06741	43.83125	7.58382	15.14053	1.00000	5.03586	3.31777	12.03772	6.80976	1199.54359	9.41194	6.84663
8.89842	74.61944	9.26955	6.65057	60.22792	54.33056	8.94218	50.86079	6.29790	16.13337	0.00000	17.4674	0.10994	8.37742	8.31254	1102.44627	9.96833	6.59822
7.52635	73.27894	6.47428	7.70751	56.65624	31.34104	8.23290	41.82143	6.44241	20.08761	1.00000	41.77921	0.45708		7.93078	1078.40501	8.68776	7.02985
7.96690	59.71028	7.80994	5.56471	54.99432	70.10485	6.48783	-7.81667	9.00190	13.34531	0.00000	112.01667	0.34030	9.71076	8.41374	1050.30173	6.69161	8.52545
6.22543	50.99140	8.35259	7.32679	49.20314	45.63976	6.41593	40.56754	8.38188	7.67934	0.00000	-89.64066	0.58977	10.25458	7.23458	1176.86338	5.62294	7.64235
7.89756	48.66820	9.79811	7.26774	54.24910	54.02449	5.51353	41.92361	11.29419	1.82524	0.00000	20.91361	0.20772	9.08311	6.78238	1090.80218	7.54332	8.10223
9.04794	37.59937	8.63393	6.86826	63.15096	21.87827	10.26715	40.72586	6.41875	32.18145	1.00000	8.55552	0.01400	4.75652	6.60233	1067.23719	6.35287	9.87498
9.80914	53.12632	7.63162	7.62824	34.91777	33.55699	7.79063	1.6	7.83541	12.61416	1.00000	103.81667	0.16984	8.77853	7.34771	1124.38764	12.12528	3.92445
8.35477	31.44251	9.65955	9.09005	63.49648	63.44188	10.25601	35.88264	7.56651	6.48458	0.00000	-80.08199	0.28384	9.47572	7.72812	1093.66739	9.25690	7.41527
8.48299	54.78910	9.09978	7.97755	51.41753	14.96724	11.96092	50.82882	9.63449	13.21063	1.00000	-0.32247	0.01536	4.11682	8.20489	1149.23317	5.58716	12.39065
7.59852	39.13021	8.34204	7.33596	70.07755	58.82938	7.75662	15.48131	4.67220	26.38552	0.00000	-86.57415	0.04904	6.84611	8.50773	1064.70889	9.61808	5.15750
8.21495	37.98440	6.18846	5.64948	39.93276	37.11001	10.60382	42.52787	5.76785	21.74954	1.00000	-70.92866	1.15785	10.95394	7.68490	1109.91574	9.40561	5.65371
9.66748	43.47720	6.13531	10.45251	75.37765	59.04144	8.48339	13.65805	6.32512	12.79723	1.00000	102.56365	0.08268	8.29861	7.46684	1119.83032	6.80701	7.56069
7.89203	92.63872	6.31010	7.95903	27.90157	42.10583	10.94447	48.35693	6.76072	15.30172	1.00000	10.98461	0.86826	10.67917	9.39806	1056.49547	10.27117	4.78200
7.89611	53.92207	5.22583	7.48047	33.98892	60.50047	9.83391	3.11988	8.32207	2.34655	1.00000	35.59642	0.51234	10.13307	7.43219	1187.39062	9.13564	5.80123
6.45674	43.45518	8.28297	9.12117	67.65257	49.71317	8.25737	40.56754	6.92295	-1.47963	0.00000	-89.64066	0.05957	6.80036	7.09346	1134.30624	10.89842	4.51700
7.27670	48.20263	4.96429	7.93007	49.93199	75.91691	11.10087	-20.88231	7.55516	16.13290	1.00000	55.4504	0.32280	9.64060	7.02244	1089.73893	8.85399	6.78483
9.07960	53.71955	10.25915	7.26577	71.55228	50.37141	11.09566	28.88162	7.48484	6.16718	1.00000	120.03308	0.03609	3.29561	8.93502	1065.23792	6.72936	10.19524
8.16091	47.08383	6.99773	7.88498	63.36253	40.79985	8.33009	6.95194	5.83054	11.49925	0.00000	121.96361	0.42796	9.94881	8.93280	1059.77305	8.67611	5.53040
7.39099	41.99092	8.89387	6.92753	40.36102	51.45681	8.45168	48.28259	6.39958	8.38206	1.00000	9.72749	0.04294	6.76088	8.86008	1191.62582	6.38965	8.72019
8.95173	38.87783	8.96764	6.16996	40.21187	39.86913	6.85194	7.83389	7.38029	23.80493	1.00000	-72.47417	0.05531	7.28811	8.30672	1088.95750	5.04446	8.28713
8.62249	56.67424	7.11587	7.21273	63.10980	35.03162	7.23141	22.49396	7.01441	26.79258	1.00000	-105.36369	0.09254	8.22844	7.75665	1181.32142	10.15294	5.63669
5.77503	59.26411	6.36631	9.37457	48.69135	48.82877	6.96130	42.24113	5.68382	1.96974	1.00000	-88.3162	0.05392	7.34940	7.10485	1196.05355	5.50134	8.52399
7.67237	59.41923	9.30523	8.30339	56.61118	68.16270	8.43467	22.19303	5.22917	23.35137	0.00000	88.18466	0.05566	7.37939	6.96383	1119.99681	8.81742	6.08019
9.07862	45.72067	10.39586	6.58196	56.58671	78.24047	7.70081	43.61062	5.44648	9.34311	1.00000	-72.97261	0.04567	6.07274	7.63773	1125.32458	6.87146	7.09002
7.40657	86.66785	9.08748	6.48856	48.12371	67.13676	6.48027	43.61092	9.97029	17.25833	0.00000	3.87723	0.12379	8.49531	7.37814	1187.83128	6.65710	8.74386
7.28634	72.75873	9.37243	7.41379	36.44481	67.09116	3.67823	40.34912	10.71556	2.10696	0.00000	-111.90466	1.39641	11.14393	7.97277	1191.41346	8.44447	8.47814
7.01380	48.86686	10.67258	8.14961	32.74508	31.97769	8.79573	31.76212	5.03644	21.63071	1.00000	-95.63079	0.06208	7.28088	8.09915	1136.94594	7.57549	7.46478
7.17787	63.28140	8.31469	7.01921	45.19550	51.50706	7.03025	9.58126	4.29644	24.04951	1.00000	8.2926	0.06528	7.26181	7.44353	1123.46854	9.70913	6.03226
7.49281	42.34581	6.86493	7.46497	56.32137	44.05147	7.86013	48.77644	5.96914	20.66890	0.00000	2.29026	0.03184	6.62549	6.02220	1186.30061	9.49208	3.02779
6.09892	60.52502	4.86382	6.33211	49.90386	64.36571	8.40432	41.82143	6.26343	16.59698	1.00000	41.77921	0.11571	8.25413	9.24077	1067.43670	9.37278	10.87533
8.55246	38.16115	5.70662	7.67881	51.77801	65.21785	9.91894	34.75856	9.33430	1.05060	1.00000	136.13108	0.33009	9.66928	7.78964	1136.83018	11.39629	4.86462
9.26871	58.75816	7.44205	8.28508	38.35269	33.46602	7.42314	-17.74431	5.56745	18.92275	1.00000	-48.62789	0.11371	8.25933	8.03270	1117.22411	9.79663	6.18782
7.68253	36.26445	8.23643	8.28503	52.59760	67.14574	8.22407	45.16024	5.19664	0.92746	1.00000	-93.08883	0.07913	7.61273	8.00598	1157.80927	6.37599	8.24901
9.52212	74.35962	8.98803	6.69902	35.74131	73.70420	8.48252	32.9156	5.21436	18.67592	1.00000	-117.14392	0.04286	6.53193	6.84660	1137.37236	7.56561	8.03505
8.67377	67.72635	8.04784	7.05732	46.13994	42.25040	8.03490	35.72917	4.12039	12.23963	1.00000	10.58082	0.07697	7.91788	8.36499	1149.00090	10.17634	5.44705
7.57794	37.06543	5.93077	7.70617	61.44124	44.65303	9.70904	41.09246	5.81899	7.18539	1.00000	45.36561	0.56941	10.22049	9.57256	1108.47272	8.30366	6.85608
7.57651	51.35207	7.04217	8.60273	51.51466	55.42287	8.09717	49.97704	6.84503	16.58473	1.00000	9.15214	0.12190	8.42410	7.69368	1056.47211	9.37188	5.24113
7.32661	63.36631	9.38768	5.91914	77.92144	60.06791	5.92404	50.79205	9.75526	15.07962	0.00000	-1.08593	0.19522	9.04892	6.31670	1127.30591	6.53719	8.52575
7.14648	57.10035	8.95925	6.03337	49.99172	29.94755	8.57627	-15.21194	5.24872	16.29135	0.00000	-75.11028	0.03720		7.08522	1093.71400	10.22946	6.61193
7.61525	62.56821	6.94649	7.88863	43.58914	56.68374	8.30255	-23.7975	6.76971	15.66677	1.00000	-48.59278	0.04722	6.14558	9.01498	1160.53612	5.13647	9.65556
9.38624	77.34056	6.47319	8.49620	38.16001	69.93774	6.55257	26.18924	7.17084	16.31033	1.00000	-98.15529	0.30665	9.53446	8.20084	1171.40001	8.06442	8.08127
6.33967	47.40202	11.51488	8.34546	47.96369	58.09896	6.12770	6.8485	11.09826	17.76753	0.00000	3.64633	0.29223	9.52861	7.89839	1187.61387	7.01165	4.48834
7.49663	52.10406	5.08615	8.28748	67.90337	49.82644	9.41958	33.03699	8.05111	11.32214	1.00000	-117.29198	0.25038	9.34786	7.41390	1169.20056	7.69469	7.92711
5.69549	33.18440	7.80605	6.68811	46.26367	51.60665	5.93169	55.38752	8.54341	12.98256	0.00000	36.73307	0.75765	10.52357	8.31060	1151.10271	5.71611	8.43321
8.16566	75.91083	9.48876	8.95517	60.96244	52.24208	7.58742	23.15678	6.69415	-11.55931	1.00000	-81.24441	0.32669	9.63104	7.62641	1097.25371	5.22238	8.23220
9.24555	51.15529	9.74785	8.23415	38.33367	40.17432	12.44560	50.80019	8.01084	26.21475	1.00000	7.20769	0.03146	5.49236	8.09805	1118.19978	8.05630	11.53462
6.73824	43.43210	6.09187	6.98343	53.68741	50.66975	8.98074	38.68712	8.10806	21.74782	1.00000	-4.10734	0.17477	8.82899	8.19112	1051.36181	11.03270	6.13803
8.07541	40.64016	8.48014	6.89378	64.54277	20.04226	8.52522	-4.06667	5.93563	6.28392	0.00000	37.73333	0.61365	10.32801	6.61362	1162.41490	7.45727	5.48731
7.94321	64.54023	6.53578	6.72498	61.32188	67.11463	9.44660	23.29549	3.18062	10.90427	1.00000	113.82465	2.86969	11.89157	7.48786	1173.02551	5.85772	8.43062
10.27363	37.45366	9.48153	7.05607	42.15584	38.05046	9.20103	33.37526	5.02095	-8.00343	0.00000	74.3092	0.02985	6.13195	8.40622	1143.23154	8.41052	7.18665
8.53711	85.58643	8.97171	7.35656	31.55648	72.30988	9.41467	41.82143	6.41055	23.18578	0.00000	41.77921	0.13402	8.59323	9.50125	1173.10879	8.10670	6.69347
8.53783	56.74433	5.80400	7.85476	50.80840	42.21526	10.95686	39.78504	5.69868	35.55608	1.00000	-85.76942	0.62489	10.33579	6.09882	1068.12629	8.47452	6.99931
6.71712	47.22189	5.79713	7.06803	76.78014	54.41734	9.68039	35.6803	8.06556	13.50688	1.00000	51.0193	0.12548	8.50249	7.57448	1094.60173	11.77535	5.61790
7.27216	41.06837	9.04977	7.33779	50.94279	64.24330	5.14320	36.81667	9.46295	28.67807	0.00000	117.81667	0.85848	10.65294	5.97770	1093.92925	5.61249	7.43529
7.02639	67.06147	9.92261	7.04582	38.40515	12.82444	7.09370	51.84819	8.46153	4.76004	0.00000	1.26738	0.05954	7.79796	6.18786	1167.68699	4.93902	9.27593
7.75348	43.99974	7.37678	7.50248	73.61223	60.99790	7.05849	37.73222	8.61622	6.47738	0.00000	115.70111	0.11701	8.42434	9.64435	1193.20704	5.31881	10.41462
9.16161	91.03507	7.46192	8.06902	64.25310	37.78965	8.10399	50.82882		19.95314	1.00000	-0.32247	0.04128	6.70375	6.72820	1078.37349	9.79195	4.06305
7.82372	50.48231	8.36821	7.64730	39.52690	4.61861	6.08564	7.50251	8.42482	16.17319	0.00000	5.06258	0.24006	9.25536	7.38243	1063.10291	5.72837	10.29462
7.77385	79.08252	10.60554	7.22098	59.68312	43.71765	10.60175	33.52253	6.15533	26.34558	0.00000	-117.70755	0.56355	10.22590	7.21700	1096.25888	7.09904	10.00399
7.97094	39.45049	6.19791	7.88674	55.24030	76.82320	9.93483	5.20856	6.28905	5.01291	1.00000	-74.73584	0.32298	9.62358	7.00235	1184.62365	9.77135	5.98500
8.44113	44.24030	6.41581	8.43429	57.61883	39.08116	8.31450	15.5439	5.38374	43.03333	1.00000	73.7553	1.02421	10.83926	7.29227	1149.30695	7.63150	7.77752
6.97043	60.46282	8.52047	7.38580	50.58272	61.04897	5.03867	32.9156	5.52235	19.50987	1.00000	-117.14392	0.05840	6.00225	6.91740	1074.82846	10.54772	6.22492
8.01420	40.72404	8.12595	8.63021	52.08023	55.99716	7.54825	6.9909	6.78195	-0.80513	0.00000	79.883	0.17176	8.93788	6.97967	1132.73344	4.14713	9.46786
7.74273	52.49821	7.93939	7.50674	48.83792	26.01593	8.39511	-20.25333	7.37070	12.47890	0.00000	-43.80139	1.85243	11.44384	9.55371	1154.25864	8.05496	4.89303
8.68338	54.34284	9.65268	7.53788	53.76688	38.16281	7.46171	9.58126	7.50813	13.96097	0.00000	8.2926	0.06430	7.31673	6.83449	1079.88259	5.52511	10.31705
9.11917	53.66170	9.02694	7.33667	67.76928	51.21463	6.04172	19.64745	8.38008	19.41251	0.00000	-102.04897	0.35554	9.73489	6.36978	1094.59166	5.72995	8.70407
6.78622	51.27855	10.08866	6.64249	38.12487	49.24399	9.65496	-22.53722	7.36316	20.06276	1.00000	-42.98194	0.02516	5.85855	8.45598	1149.97327	6.48982	9.42913
9.19481	73.81677	8.99710	7.89652	54.61040	30.22256	8.51744	50.80019	8.93035	19.09798	1.00000	7.20769	0.04475	6.66774	7.16924	1122.03978	4.50916	10.08077
5.96401	49.14789	10.10351	7.24724	36.85221	50.87551	7.53057	-22.57306	10.47978	20.38394	0.00000	-47.1725	0.03570	7.05184	8.78191	1152.12788	7.67094	8.24168
7.97516	54.58192	10.60595	8.26233	39.10428	41.99938	10.57471	12.04161	9.25125	11.53846	1.00000	75.35927	0.02904	6.05721	7.50584	1079.73106	6.03050	10.79284
7.33431	63.79623	7.24276	6.72015	52.26559	76.91705	7.30160	42.7392	6.13581	5.61099	1.00000	-84.62081	0.05043	7.53417	6.33933	1168.24221	9.44161	6.40329
6.36856	44.70201	7.64540	7.62087	52.34846	80.60663	5.86203	60.97944	5.48968	19.63472	1.00000	76.92421	0.05885	6.90073	7.82388	1068.71396	7.59250	7.41245
6.76410	55.66682	8.37991	6.14956	47.11076	71.87841	8.42843	3.7278	6.89008	27.94490	0.00000	98.6738	2.56965	11.78140	7.22947	1140.45247	7.84218	5.12734
5.71240	68.98843	8.36107	5.99925	62.28789	66.36893	8.33937	-5.85746	5.92683	10.33384	0.00000	144.23058	2.55123	11.76898	8.89871	1059.89754	5.11882	4.12379
9.41528	62.63427	5.73793	7.27538	36.01316	52.63045	7.21126	14.66	5.21307	15.60092	1.00000	120.56528	0.16973	8.75943	8.88974	1192.28349	5.59889	11.01051
8.20659	46.54375	10.55380	6.34382	48.63779	24.56867	6.16969	23.5654	8.91557	36.85334	0.00000	119.58627	0.17858	8.94821	7.34707	1065.43209	7.91330	8.17081
7.07094	68.71176	8.80987	7.62756	53.38553	74.44311	10.41451	36.24624	7.74168	11.01609	1.00000	139.07204	0.03207	5.86330	6.83791	1104.78229	5.86485	10.65702
8.60718	30.87779	8.77980	6.94375	24.28231	59.16292	9.33281	6.15038	7.00639	7.47237	0.00000	6.83042	0.16164	8.95228	8.10301	1199.98942	9.33410	6.01518
7.62889	53.42272	12.38446	8.94160	43.19000	63.50799	12.35433	35.72917	9.10892	2.09091	1.00000	10.58082	0.03023	5.31258	8.60118	1127.16226	5.59208	11.04039
8.45742	38.31051	7.58931	7.43722	66.34797	79.96262	6.67186	27.85	5.67814	22.18658	0.00000	112.9	0.12862	8.41948	5.13939	1052.06096	9.57181	6.85857
7.44742	51.31139	7.08119	8.32958	74.77137	36.37820	6.94798	3.8801	6.50829	8.32466	1.00000	-77.03116	0.01346	6.25036	8.74119	1190.77430	5.01370	8.63500
9.52652	34.50445	5.96202	6.85207	37.35537	42.79903	10.27059	33.42585	6.08032	16.72716	1.00000	-6.00137	0.11073	8.14248	6.50790	1145.00159	7.28680	6.16259
7.15217	64.18493	5.09928	5.73305	52.41206	63.38698	11.66857	10.22677	6.56410	-8.83137	1.00000	-67.33122	2.86714	11.89178	8.38346	1075.80469	8.58333	6.72058
7.21429	44.81857	9.64913	6.07412	47.40305	59.46414	10.25285	51.24197	7.31865	14.42143	0.00000	4.82313	7.40569	12.84356	6.97579	1190.76299	8.54479	8.41394
7.56810	76.37961	8.62847	7.77819	45.24269	49.64351	8.58573	31.84568	5.78017	17.56062	0.00000	-102.36764	0.07940	7.85517	6.79340	1117.17110	8.99203	6.86649
8.70839	47.14565	7.20799	9.31211	58.59231	66.51341	8.94966	15.79408	5.07349	24.60539	1.00000	104.1451	0.04450	6.12880	7.54444	1058.08215	7.16815	9.00064
7.05180	59.10883	4.91086	8.57626	80.69308	46.63345	11.50540	8.88649	6.16216	19.39778	1.00000	2.59753	0.71026	10.46707	7.87038	1149.04963	8.75547	7.31960
7.97407	69.65791	7.03084	8.07793	68.60222	66.34834	8.03876	-32.45242	6.27295	30.99997	1.00000	-71.23106	0.27912	9.48115	9.51995	1141.52161	11.57202	5.15450
9.37259	38.26026	5.89554	7.52503	51.14496	58.18134	10.22289	-38.16604	6.88363	9.33753	1.00000	145.13643	0.27868	9.49327	7.16414	1144.99033	9.23902	5.60355
9.11761	40.15661	9.66272	7.16013	44.99642	47.95030	8.65746	3.27833	6.94312	9.55708	1.00000	32.88667	0.02653	6.24558	7.38933	1086.09175	6.12385	8.78669
7.67667	80.05746	7.86179	7.84483	51.58710	24.90023	7.25956	45.35	6.22968	27.36798	1.00000	126.28333	0.07175	7.95486	7.51795	1113.10512	6.56263	8.38407
6.38608	52.02479	7.23605	5.70939	52.31874	72.78109	7.55290	53.19146	5.58081	-0.33515	1.00000	-2.52398	0.06929	7.64084	6.36656	1083.74714	8.16884	6.38571
8.62533	43.76142	5.21384	6.46226	59.96587	60.60767	10.42794	50.09019	6.77537	27.70530	1.00000	8.4493	0.32441	9.59769	6.99401	1102.08475	7.92144	7.46166
8.16343	50.77897	7.63123	6.83291	39.83334	71.66950	8.48612	44.85278	6.70553	13.14757	0.00000	65.50917	0.11502	8.20464	5.44424	1178.37255	9.56828	5.04839
7.06031	56.27799	9.53267	7.67274	39.38689	77.22228	7.46650	47.4943	6.53362	1.73689	0.00000	-122.24092	0.11374	8.43032	5.73393	1110.17233	6.30508	9.48604
7.13779	58.62902	7.71667	8.71753	22.26578	69.67849	8.61075	42.64031	7.25467	14.70200	0.00000	125.51176	1.89829	11.46230	7.86736	1167.98339	7.50935	4.13812
6.92541	59.43966	5.57671	7.13397	50.55590	50.66084	8.88400	4.94273	10.48320	12.15902	1.00000	15.87735	0.08841	8.38074	7.10804	1108.34014	9.76073	5.20676
6.78526	54.76484	9.90602	7.42693	38.36156	25.02490	9.64094	10.58806	7.23811	7.51820	0.00000	77.24779	1.67224	11.34226	10.69226	1197.52272	10.14146	8.94134
6.40033	50.05047	8.40381	7.61033	28.42152	54.28331	8.12495	36.72544	4.67687	-5.11825	1.00000	3.55665	0.07371	7.89457	5.77040	1056.12073	6.13878	7.88019
8.74354	42.09688	8.72883	7.15346	42.78172	53.10036	8.46049	8.48714	6.37240	18.40661	0.00000	-13.2356	0.30470	9.51188	7.22609	1113.60138	10.93009	5.68878
7.54268	45.13118		7.45865	32.64171	50.74152	8.93152	31.84568	6.41951	17.06650	1.00000	-102.36764	0.10011	8.31076	5.84517	1147.25454	8.51970	6.42262
6.90751	72.04069	11.01758	6.41962	30.15288	56.65306	11.56359	40.81	4.80440	4.68188	1.00000	-73.9625	0.11116	8.29031	7.80580	1163.63286	6.83602	8.93414
8.70067	46.49601	8.08368	8.22637	26.23099	55.46789	8.15071	23.18	5.06933	12.17684	1.00000	88.58	0.05827	7.38503	7.44379	1100.21408	6.67984	8.18000
7.14542	68.46767	8.78226	8.15985	40.59021	50.40688	9.61616	48	5.26974	6.33480	1.00000	-4.1	0.05313	7.17784	8.88439	1167.16000	6.83858	8.87709
6.20373	63.24648	9.64871	6.46125	47.03990	54.50971	10.82085	18.42745	6.27418	19.88935	1.00000	-67.15407	0.04048	6.53999	7.69273	1090.22765	8.20454	9.73094
6.06509	65.49061	9.51930	9.38603	45.17749	53.87178	9.40165	56.85836	7.01689	-5.67303	0.00000	35.90057	0.10651	8.31062	8.02891	1109.01654	9.83745	6.83602
8.63761	55.80322	9.40350	8.50438	52.99142	49.04210	6.81756	23.29549	9.22822	5.74165	0.00000	113.82465	0.15142	8.79473	7.48636	1068.38506	7.02833	8.46187
8.72063	53.55219	7.60628	7.97864	22.29682	53.04522	6.74131	36.61954	7.19163	-3.90439	1.00000	4.08282	0.05912	6.54409	9.00677	1124.87410	5.67574	8.62649
7.60204	41.21400	5.54134	8.34110	49.65535	36.48709	10.05234	-27.76952	5.92590	28.16639	1.00000	30.79165	0.38384	9.87738	5.83435	1069.26089	6.15035	7.29431
6.32986	62.02428	7.87353	8.15051	32.65420	24.64534	5.52580	43.61062	8.54371	19.65704	0.00000	-72.97261	1.10269	10.91787	7.62857	1176.08563	5.90714	8.43224
8.34076	52.08273	9.96339	8.18776	29.16763	20.40001	9.26690	33.37526	6.01786	21.75109	0.00000	74.3092	0.33706	9.67134	8.73316	1177.56165	8.92086	7.87285
8.21773	47.60478	7.48685	5.86501	54.35388	54.63779	10.56104	23.29549	5.88733	-0.00935	1.00000	113.82465	0.03793	5.08128	7.65704	1063.54968	6.61517	10.25279
7.71520	51.26683	9.78515	9.86454	32.28222	58.27746	9.25380	37.31309	6.24189	30.67105	0.00000	40.74357	0.05418	7.02559	6.95776	1153.07509	9.84712	7.12964
8.10634	71.67378	8.65623	8.18589	48.94731	51.01111	5.41874	55.82885	9.91130	26.79379	0.00000	-4.21376	1.20630	11.00914	9.65416	1145.22592	6.67655	6.68005
7.46318	37.58422	5.73751	8.38352	56.37930	30.76939	9.61312	4.88441	9.57042	12.16684	1.00000	101.96857	0.46117	9.99449	7.63695	1080.55216	11.07732	4.24292
7.16491	48.94980	6.92625	6.41980	42.79569	46.54245	7.20620	40.60538	8.63355	27.35243	1.00000	-73.75513	0.03326	6.14456	7.39248	1087.81887	4.60886	9.95932
7.45899	45.31220	8.06156	7.12767	53.75685	45.72044	5.33766	50.06	10.00680	15.07706	0.00000	43.2379	0.84936	10.66136	6.73494	1080.92009	5.62340	7.69869
8.98300	62.06455	6.55530	7.51957	47.07634	52.46776	8.13558	34.95303	5.39773	36.56106	1.00000	-120.43572	0.02785	6.27012	6.72475	1080.84750	7.95788	8.91251
7.65034	60.88947	7.96950	7.35401	49.12827	40.06333	8.04736	-32.45242	5.44806	12.03080	0.00000	-71.23106	0.63851	10.35420	9.60301	1195.15982	7.77582	5.42089
7.32562	61.42595	12.47895	7.96557	54.19893	64.39224	12.02384	52.57583	6.87262	15.75922	1.00000	6.61944	0.03829	5.63460	6.87301	1138.80463	6.87318	9.62613
7.50981	75.09106	9.87172	7.36179	60.57605	36.00945	6.81699	36.75965	10.83536	0.28729	0.00000	137.36215	0.06201	7.47099	9.72552	1103.60712	7.17683	8.74482
7.42254	53.67814	8.70327		64.89981	30.57626	8.05064	46.7055	4.67009	33.71146	0.00000	38.2739	0.11050	8.23771	8.03508	1156.93566	8.18176	5.08466
7.80733	49.25802	8.06232	6.26868	47.82241	81.72757	8.59767	-22.45667	6.13289	14.15814	1.00000	-47.53028	0.06630	7.58518	8.55851	1087.25184	7.62865	3.81701
6.61470	50.33277	8.54399	7.05428	47.80562	52.18589	9.64079	5.90702	7.99978	19.45822	1.00000	116.10146	0.02208	4.25749	7.97259	1179.38428	5.75539	10.34716
