TEMP	CO	C2H3NO5	NOx	PM2.5	CFCs	warning	PM10	Pb	CH4	SO2	H2CO	longitude	PAHs	NH3	PRES	O3	latitude
13.53790	6.78438	0.88966	7.28514	9.57168	65.36339	1.00000	8.52857	42.95922	6.33013	11.20743	38.58794	-13.68778	4.94481	6.79542	1137.11570	8.18813	9.535
23.48152	5.92642	0.51639	3.80195	8.62548	53.47747	1.00000	7.34529	77.66523	9.87301	6.96123	45.26742	128.63083	4.14736	6.76136	1180.18004	7.19712	36.82167
14.10750	8.04801	0.32916	5.70450	8.56531	50.53855	1.00000	5.94032	33.72384	7.67735	6.11149	50.14458	-0.29825	8.52859	8.42659	1114.37911	6.10208	51.39148
-2.07995	5.78396	1.49153	7.23598	7.55772	37.47676		9.11456	70.50830	9.33894	6.22719	47.23682	-76.88442	7.52716	6.93819	1065.81193	7.47624	40.2737
14.21524	6.78400	0.65859	6.53651	6.06010	44.21016	0.00000	8.18673	45.05980	6.70410	6.91121	48.19191	-98.11889	9.13039	6.39177	1075.75167	6.83631	19.04222
2.50414	6.53456	4.18889	8.72613	5.23399	39.91817	0.00000	10.27239	50.77771	8.90580	5.82127	37.04141	2.08333	7.67336	5.38211	1057.83822	6.18016	48.86667
25.05603	4.69653	0.55433	3.57254	9.35056	41.95592	1.00000	7.72333	51.81650	8.49914	6.57914	59.51575	38.01667	3.43503	8.45869	1137.79293	6.49719	11.85
4.15625	5.25045	2.21440	9.50147	5.55408	46.36930	1.00000	9.63824	24.82439	11.46502	6.97592	42.50139	-13.2356	9.51388	5.93606	1179.42332	6.20085	8.48714
26.56307	6.36388	0.45241	5.82018	7.01381	61.24636	1.00000	7.73124	45.35737	8.05801	6.71068	38.38451	72.85107	7.78320	7.00271	1064.74597	8.00265	19.30157
24.19140	8.12976	0.32238	6.53506	7.76844	36.96980	1.00000	6.98533	39.24935	7.87033	7.19918	49.41878	76.35484	5.88738	5.70039	1131.50190	7.69113	10.10649
10.15632	6.26396	1.20081	6.29316	9.36531	58.18953	1.00000	8.99668	49.61466	4.03667	4.44905	39.95744	36.73307	5.47953	5.53423	1150.55957	7.61474	55.38752
12.85341	6.16222	0.31830	4.03514	8.64958	68.66058	1.00000	7.07686	73.61170	8.03781	8.42678	34.85343	5.06258	5.60661	6.03105	1060.73587	6.05204	7.50251
11.08178	9.09650	0.87397	6.12008	8.81770	42.46096	1.00000	8.48386	53.59402	4.50531	5.19722	53.46875	69.49015	5.59614	6.94351	1065.40269	7.11156	56.11281
3.34554	6.62852	0.16734	5.94291	9.57601	44.95532	1.00000	6.45193	29.34710	5.40595	3.66111	50.78747	-79.00453	8.30916	5.01505	1066.40369	6.96344	-2.90055
10.94649	7.28373	0.28301	8.50687	6.11853	47.38919	0.00000	5.17050	22.66771	4.24533	9.12738	24.81819	14.66737	7.49403	6.78414	1070.55802	6.71327	41.55947
10.46788	5.89775	6.86058	8.36782	7.35258	47.26161	1.00000	10.80114	28.31571	5.68357	12.87577	49.88577	-121.74052	4.64503	6.75702	1148.17723	7.63075	38.54491
15.21433	7.31265	0.66823	7.09942	6.75112	57.75011	0.00000	8.40599	38.19160	8.47534	4.89070	50.39929	103.61667	5.74385	6.75071	1070.82048	5.88918	-1.6
12.82894	8.21623	0.44542	5.63590	9.53447	35.50977	1.00000	6.47864	46.49999	9.03685	7.62735	41.77857	47.1192	5.97969	6.83609	1177.88050	7.10177	42.819
7.67012	6.61648	0.16324	7.28347	5.25549	52.21402	0.00000	6.07327	42.47407	4.89490	10.79719	50.93883	85.83334	8.91851	5.63887	1073.82887	6.25277	20.88197
33.25321	6.79673	0.56803	5.71068	7.98190	58.87405	1.00000	7.88872	73.65934	7.83978	8.25018	30.36405	88.28637	6.15600	7.75092	1119.90364	5.78054	23.07492
25.52273	7.64465	0.41779	7.51976	10.34439	60.19666	1.00000	7.50724	43.80411	7.10140	5.27488	44.26357	-73.9614	6.25571	8.22441	1096.36411	6.33046	10.15031
7.73294	5.17149	1.03509	5.96720	7.59657	51.41522	1.00000	8.59891	24.99710	6.78393	6.78645	61.29654	29.65806	4.51562	5.88836	1128.93391	6.73382	-4.83
8.61691	6.84471	0.11892	8.57876	7.47135	56.88312	1.00000	5.63802	49.07584	4.54821	9.69925	64.51832	4.86667	5.73701	6.58380	1171.84933	6.02719	45.51667
26.99293	6.80849	0.36087	4.32777	7.05106	48.45509	1.00000	6.84723	68.47399	9.97646	5.80509	41.62288	5.16108	6.83159	6.59263	1152.06284	7.44754	48.77275
1.33223	8.77807	1.24085	5.54854	8.59367	47.35294	1.00000	8.95798	45.72104	3.35527	4.62845	58.93681	-1.5443	5.30507	7.04959	1072.00702	8.48960	50.75767
-13.36950	6.83260	0.96634	4.62680	8.37954	23.76029	1.00000	8.69624	56.17343	9.56350	9.00925	27.79750	24.71204	2.64621	7.45670	1101.85305	7.20194	41.57439
15.36483	7.30293	0.32831	8.14622	8.22705	67.11146	0.00000	5.09046	49.52657	5.51809	7.89939	54.43426	37.55	4.98000	6.18462	1120.16251	6.47021	6.03333
8.89190	6.04770	0.89311	7.62720	8.33405	43.53955	1.00000	8.67859	39.08860	6.56180	7.24012	50.11443	120.33063	5.63697	6.77796	1145.99762	5.08900	37.65181
9.94451	5.69161	0.28204	7.93274	4.85731	46.63692	0.00000	5.39598	26.81209	5.82328	4.46135	43.21263	79.883	8.33303	7.33948	1079.68722	7.49603	6.9909
11.82011	6.30691	1.04295	5.81936	7.68684	44.32331	1.00000	8.82038	72.39426	8.20819	8.72727	38.13545	-75.11028	4.78147	6.45141	1161.23692	6.98882	-15.21194
31.12358	5.26487	0.30357	7.32252	7.54287	52.57599	0.00000	5.87672	56.51250	7.05820	11.12133	68.29634	-76.88442	5.25299	7.40640	1174.46888	5.63242	40.2737
25.83369	6.42266	0.34988	6.64034	7.85952	50.55120	0.00000	6.16289	46.96804	4.85316	10.21916	72.38237	18.84	6.93550	6.76003	1075.06385	6.99942	42.28639
7.34441	8.17867	0.36464	4.92370	8.30650	35.39198	1.00000	7.18900	37.88678	7.66444	8.19416	29.01965	71.57118	5.60905	7.80486	1100.66659	7.78314	32.87533
17.41739	6.26322	0.51230	8.67669	3.93790	55.42957	0.00000	7.78158	32.43779	8.53882	4.58051	39.02147	171.25364	6.84855	5.00309	1068.70783	5.83860	-44.39672
22.15143	6.28609	0.52037	6.82658	9.25991	38.50421	1.00000	7.90856	43.85708	6.67607	11.00961	42.26205	-38.79084	4.85115	8.34064	1098.72649	8.27138	-10.95817
9.53872	6.51312	0.14570	5.57564	8.90199	59.05688	1.00000	6.26700	83.13800	4.58528	4.35739	41.01048	-3.05814	8.13717	5.47154	1067.16096	6.28813	53.00974
9.23723	8.40434	0.42144	9.34857	8.40227	49.03024	0.00000	6.99837	74.90835	5.77739	8.63010	73.71970	17.22635	3.79995	5.49442	1073.45320	7.45400	48.8449
20.74578	6.79624	0.19777	7.78306	7.17217	16.74356	0.00000	4.41456	30.17075	4.32099	6.32278	36.87327	3.39467	6.45611	6.57805	1093.84450	8.62839	6.45407
20.29424	6.95409	0.24277	4.17788	8.99322	54.22213	1.00000	6.32970	31.30945	7.37087	7.23959	42.16897	-80.08199	6.31088	7.58623	1110.47675	7.12405	35.88264
17.06428	6.70608	2.12906	5.95217	8.54447	47.60131	1.00000	9.55797	53.67959	4.72283	5.40699	44.91017	-37.07167	3.89157	7.65536	1109.05244	5.13898	-10.91111
8.67890	6.41911	0.45017	4.69667	8.48287	40.93887	1.00000	6.24192	46.44129	3.05447	3.64733	56.19716	-98.11889	8.23882	7.35451	1184.42958	6.58836	19.04222
33.68233	7.54543	0.67829	6.77273	7.06592	73.02005	0.00000	8.24693	53.77411	7.60366	5.43898	62.32177	43.38531	5.64625	7.66476	1083.95434	7.36133	9.89206
19.87335	3.78466	0.28231	3.08838	6.98541	44.67620	1.00000	6.37066	41.16761	9.11977	3.84252	54.17865	144.23058	7.14169	7.98433	1169.10119	7.48232	-5.85746
8.97515	5.93243	1.05915	7.87502	5.74581	41.28164	0.00000	8.76790	66.30915	7.21426	6.36825	47.46408	3.39467	6.83399	7.80056	1062.89244	6.32894	6.45407
19.30770	5.20447	0.63393	7.57594	5.55467	23.55187	0.00000	8.14171	46.88872	6.64841	5.45502	64.00939	-0.76667	6.65395	5.89804	1080.87607	9.18042	53.38333
27.24067	6.26987	2.18415	7.43945	6.85779	60.72305	0.00000	9.64394	48.21788	8.18396	5.59988	50.63935	35.96944	6.11175	7.53034	1137.88959	8.47195	56.03361
18.83542	7.41453	0.25516	4.37032	9.88283	53.46459	1.00000	6.46690	37.56852	6.12726	7.27949	53.63462	-13.68778	5.57472	7.31316	1148.45939	7.54582	9.535
2.00927	8.16017	1.40470	7.33998	9.00560	51.27844	1.00000	9.04521	47.84745	5.20925	7.12370	43.27810	-77.37331		5.75748	1124.17380	6.97830	37.60876
23.68414	6.63682	0.28482	6.57715	8.90830	46.52263	0.00000	5.20026	69.54424	6.78594	7.73746	57.64998	117.33333	4.03844	5.69651	1050.80574	6.82822	34.85
15.17972	7.29052	0.08199	7.67641	7.88564	56.24142	0.00000	4.16240	47.70277	3.83997	5.70558	61.74658	14.66737	7.61638	6.24546	1198.20705	6.83786	41.55947
19.87137	4.61142	1.11492	8.10055	4.53836	43.41405	0.00000	8.77841	41.34430	8.55872	4.41151	39.10309	60.8019	6.40020	4.04979	1118.10121	6.75480	56.9083
12.32599	8.20235	0.95874	6.24423	7.81300	54.25123	1.00000	8.31871	48.50161	8.86063	7.54361	64.72597	68.49143	5.69632	7.38239	1092.47046	8.51121	25.80565
20.21616	6.82794	0.56534	2.90006	7.82475	50.83586	1.00000	7.77453	53.12865	9.15159	5.66151	58.61303	88.28637	4.12719	8.52043	1191.35228	5.67175	23.07492
18.59358	7.55978	0.32480	4.68199	6.90676	58.90102	1.00000	7.05399	38.84698	9.54967	5.72610	63.85130	-123.02621	6.61359	7.33094	1123.43802	7.03127	44.99012
14.37321	7.87909	1.62333	5.02929	7.19889	60.33491	1.00000	9.30693	54.57878	6.51322	8.36034	46.09696	83.36889	4.48089	6.68806	1131.39002	7.84162	26.76628
26.66880	5.74723	0.31174	7.68222	4.73194	34.33222	0.00000	5.84472	43.85084	8.16557	3.94905	52.78243	17.22635	8.14550	6.44233	1119.41021	7.65943	48.8449
23.86053	6.64024	0.25600	8.55719	3.60866	60.47339	0.00000	6.05790	58.68446	6.38036	4.53816	42.87641	-74.13653	8.29178	7.55576	1113.09375	6.82284	40.63316
15.37489	7.85729	0.45423	6.73504	8.43473	39.22918	1.00000	7.03759	67.06161	8.14834	8.76371	39.71164	137.02166	6.59843	6.56366	1199.15670	8.08893	35.48199
11.50375	8.54960	0.25375	4.71977	6.73290	37.67157	1.00000	6.92503	38.25740	6.64458	5.43320	39.52514	-73.78458	6.76231	6.60794	1154.27051	7.61275	41.0051
15.01476	7.21969	1.25925	5.47939	6.83618	53.48581	1.00000	8.92184	38.99417	9.57033	5.67921	46.00938	116.82887	5.61263	6.90788	1090.96628	7.75695	-1.26753
17.22480	7.18766	0.80920	8.52451	5.17013		0.00000	8.34231	34.18720	8.86994	5.52269	64.07228	151.08057	8.56014	7.39579	1068.35445	4.85911	-33.79176
-10.01224	5.76785	0.52270	5.80936	8.39203	56.85446	1.00000	7.97443	49.48322	4.45791	4.99226	50.47959	129.96972	6.35955	7.96355	1067.15852	6.59842	33.4425
10.85851	7.57579	0.99173	4.98519	6.46657	51.70780	1.00000	8.64804	20.37951	6.70915	6.47952	71.53709	125.51176	4.87676	6.78452	1068.68364	5.84388	42.64031
14.49215	7.48781	0.68209	5.84052	8.66679	59.74120	1.00000	8.28299	49.40717	7.03087	7.90570	84.51266	46.58333	4.79382	6.37222	1187.62469	7.18053	-21.15
11.84148	7.06659	1.14711	8.74085	7.47058	53.83733	0.00000	8.73406	47.60756	10.98727	7.40741	46.02941	-56.52361	8.13753	7.20695	1196.04996	5.48714	-33.38056
19.78471	3.85122	2.07025	5.69344	7.47235	61.29455	1.00000	9.52936	71.47716	5.56219	6.42061	26.92262	8.86704	3.97249	7.84266	1139.06040	6.46585	50.23805
22.55119	5.74436	0.28882	4.36008	7.72064	47.55081	1.00000	7.23680	65.82867	5.24865	4.91952	49.99659	123.33471	5.93081	6.87684	1141.90690	6.42669	8.56697
2.14690	6.41761	0.44669	10.06491	8.47987	47.98479	0.00000	7.67731	62.69345	5.48972	12.26512	56.40163	28.67582	5.86852	7.06879	1163.90041	6.61047	40.98894
7.64597	8.43606	0.33610	5.58093	8.62224	52.09757	1.00000	6.54736	56.36356	6.13901	7.15588	22.43989	9.0027	7.80151	7.66632	1102.08412	6.65963	11.86064
10.70858	8.90226	0.33038	5.05382	8.84080	41.80528	0.00000	7.31508	41.45060	7.56937	7.13125	58.52989	98.50893	6.13890	7.13536	1071.91960	6.82743	16.68911
-5.66654	7.10665	0.21893	3.51977	8.33931	56.14598	1.00000	5.99948	41.38426	7.55685	7.45121	49.03634	78.55757	6.23694	7.35943	1116.81773	6.88441	17.34769
17.67537	7.24562	1.95283	6.79265	7.81387	37.37155	1.00000	9.44215	73.75727	7.59978	7.93851	47.06350	41.77921	3.19757	6.77231	1150.74784	4.94742	41.82143
27.30052	6.25456	2.53521	5.44636	6.78537	63.62247	1.00000	9.75154	39.45482	4.71820	6.36155	48.03000	51.67462	4.31886	5.93398	1095.56501	8.19019	32.65246
16.34767	7.63377	2.23487	7.39846	8.38790	35.50168	1.00000	9.56960	49.69280	5.78665	7.50862	55.62583	2.2469	3.78768	6.22719	1172.54794	5.83067	48.90472
30.14870	7.00546	0.76673	9.00018	5.20802	49.27570	0.00000	8.30766	27.50149	8.92256	5.96200	61.67367	79.883	8.42003	7.59768	1078.62028	5.76595	6.9909
-0.40669	5.78714	0.37996	6.37618	8.39529	68.96419	1.00000	7.55082	58.92817	5.22610	5.97743	44.61512	68.11759	5.97465	7.25669	1157.51787	3.89318	26.9423
17.36451	6.28197	0.50963	6.66035	8.31038	62.31415	1.00000	7.99697	56.07308	6.99479	6.30755	76.48661	-0.74934	5.78980	9.38788	1094.45273	4.50374	51.62907
28.81890	6.42517	0.29559	7.08932	7.60790	57.56857	0.00000	4.36235	45.55619	7.91553	10.83795	59.62404	4.25633	3.35353	7.33966	1086.29635	7.84392	51.21187
18.34789	6.85671	0.49713	6.14663	9.28781	53.29165	1.00000	7.42232	25.98320	3.46097	4.31610	68.89149	114.68333	7.37106	7.27967	1078.04815	6.35315	23.73333
19.52350	6.59014	0.19764	9.70383	9.74452	63.34094	0.00000	6.34843	49.65574	3.65418	5.33063	39.58161	-122.39168	4.82971	7.03681	1083.70891	6.94823	40.58654
11.69897	7.84519	0.30440	9.68949	8.51953	57.65049	0.00000	6.03070	35.49234	5.54940	9.14192	34.81797	34.75699	3.96141	8.18703	1184.71823	5.49939	31.39547
19.61785	5.41791	1.32056	5.29931	6.91749	50.62868	1.00000	8.97091	30.28238	5.39617	6.38038	47.19877	116.11768	4.80659	5.65671	1099.45877	6.26801	24.28859
23.76467	6.58941	0.51038	4.09760	7.37046	58.10243	1.00000	7.52112	57.22052	4.94673	4.58582	53.38111	-97.03285	5.86039	7.81703	1175.01077	7.41652	47.92526
0.98508	7.04793	0.31757	9.06471	8.30943	50.09115	0.00000	5.77758	42.68768	4.29034	6.78716	82.18097	150.60036		8.02734	1196.42469	7.76035	-34.88422
18.46975	7.05129	1.62858	6.59839	8.68113	33.54389	1.00000	9.10646	71.08394	6.38039	6.03260	71.76402	-76.70944	4.41649	5.87425	1110.67124	7.46221	-11.94306
26.97657	7.17016	0.20823	7.36606	9.01484	76.63614	1.00000	5.69657	37.99554	5.74807	8.32559	69.36028	20.91361	5.51502	6.49417	1123.81330	5.89559	41.92361
20.39258	7.14306	0.67610	8.10158	7.35690	31.41717	0.00000	8.05592	41.21667	10.05763	6.54919	32.51592	-52.35558	7.94882	6.35455	1117.35028	5.87872	-14.66463
25.15148	5.69321	0.16424	7.61256	8.64795	58.56494	0.00000	5.95392	29.90969	5.13980	7.76962	51.16216	-8.53778	5.63489	6.37189	1158.58783	5.57118	7.57944
20.16184	4.80124	0.43621	5.85564	8.38201	54.09394	1.00000	7.55935	88.49675	7.53026	9.44497	29.69634	137.4	6.17281	5.94713	1110.02491	7.47751	34.81667
9.50210	4.64043	0.41079	4.23893	8.39765	53.67898	0.00000	6.76318	35.88731	4.39818	2.53364	46.32738	24.04142	7.97452	6.73786	1097.83408	6.79361	54.39635
15.98005	6.28773	1.15120	8.11871	5.56838	58.47618	0.00000	8.88788	50.72101	7.82758	4.81296	33.18398	115.70111	6.65257	4.65131	1055.60203	7.62137	37.73222
20.49989	6.61571	0.54125	3.81516	5.14231	37.15140	1.00000	7.69323	57.62933	6.68648	6.28826	66.10888	-75.87877	5.49815	4.98284	1163.98279	5.44107	5.6561
2.32437	7.59614	0.57521	7.63095	4.68701	54.84993	0.00000	7.99786	27.92494	7.35242	4.90359	58.46299	-82.61573	7.99851	5.20944	1090.65007	6.52065	41.24255
17.72398	6.12431	0.35047	5.82247	7.09201	63.09038	1.00000	7.06517	60.21023	7.08694	7.69147	65.27216	-87.45476	8.02682	5.57906	1130.50415	5.51436	41.47892
7.25936	7.20518	0.20200	5.04372	7.98802	36.03658	1.00000	6.31012	45.91502	6.41761	4.68901	60.28714	-4.10734	7.44417	7.33643	1164.35867	6.35373	38.68712
16.46417	7.15142	1.28274	6.27099	7.08157	59.17093	1.00000	8.99728	57.85897	7.78159	9.02970	39.20602	-111.99633	6.06031	5.06156	1100.11660	6.50923	40.65995
14.60737	6.68547	0.43089	6.56676	6.47588	47.87441	0.00000	5.49233	44.86437	6.57025	4.94141	57.74239	-48.29694	7.54275	7.09903	1198.31508	7.84111	-20.87306
13.64510	6.88175	0.18325	8.87942	5.61042	42.01688	0.00000	5.25953	46.79022	5.52477	8.69275	62.11323	6.10237	5.52119	7.49748	1078.27557	7.70760	46.18396
19.28835	8.56113	0.27781	8.72521	12.49014	27.09972	1.00000	6.92962	19.53128	6.90108	4.59590	43.44459	14.51472	6.42338	5.64729	1193.87091	6.63599	35.89972
15.86107	6.34188	0.19991	9.55421	8.34515	66.80171	0.00000	5.37201	37.59457	4.25821	3.91117	58.99490	32.6178	4.64915	6.16679	1080.34192	6.09707	46.65581
12.52440	7.40465	1.23279	5.98059	8.03558	46.90696	1.00000	9.01790	27.40298	4.56801	6.40502	60.75711	5.22778	4.11486	7.10053	1138.54796	7.38526	51.955
12.80833	6.08620	0.60268	4.93047	9.15030	31.47383	1.00000	7.89358	72.54249	3.57623	4.63362	42.89492	-13.68778	4.47327	4.58148	1056.57726	6.15377	9.535
-6.99623	6.03294	0.34398	9.11941	7.65078	59.47538	0.00000	6.46290	47.14113	5.32112	6.61151	65.67501	55.4504	4.19448	7.07195	1053.94949	7.59018	-20.88231
6.81242	5.14597	0.49410	8.26777	4.55822	71.09845	0.00000	7.72522	49.46466	7.76536	5.00349	47.48438	5.74861	8.20921	7.39423	1082.41572	6.64662	52.71083
21.86192	6.81712	0.58032	4.60344	6.34218	52.42047	1.00000	7.90332	56.87271	8.51004	6.96026	32.69487	-75.87877	6.55101	5.60021	1159.97260	8.52750	5.6561
16.01406	7.25473	1.14757	10.23558	4.68757	76.45818	1.00000	8.89560	36.84701	10.90632	5.68026	77.51749	2.45012	8.95614	6.06483	1056.52620	7.14438	48.90982
29.15454	7.41598	0.31890	2.52139	7.48520	47.30581	1.00000	6.41120	47.88061	3.89403	2.54886	54.46699	137.02166	7.13063	6.13871	1151.89759	6.52810	35.48199
11.25179	5.10154	1.01605	8.45017	4.74768	42.93296	0.00000	8.73437	16.56950	8.78414	4.76728	61.85240	53.47103	7.05270	6.91894	1190.71759	6.32507	54.48147
22.43645	4.12598	0.17787	8.09868	11.70683	48.85841	0.00000	3.78755	30.25291	4.38221	5.02646	46.49259	77.23826	3.68474	6.00083	1087.96779		11.50526
6.14951	5.61017	0.31956	8.57236	7.35448	65.61969	0.00000	5.63734	37.57097	4.83085	10.21886	74.26240	84.13864	5.49549	7.55000	1173.35446	7.73359	22.88783
20.09904	5.71035	0.35749	6.18409	9.63736	56.50422	1.00000	7.27938	50.12299	8.89971	7.56690	51.89829	-122.38731	5.11329	6.58545	1138.22021	6.92914	45.53929
20.31174	6.71688	0.21080	6.56995	7.63754		1.00000	6.70660	37.21053	8.66059	6.27797	37.95938	4.18333	8.39248	5.12515	1182.23284	5.56195	7.6
20.09602	7.52823	0.42720	8.33133	9.05144	63.21277	0.00000	6.39788	51.26300	5.28035	9.11453	75.77961	46.58333	5.92983	7.55509	1112.76469	8.09651	-21.15
12.25436	6.90197	0.40221	6.99619	5.23439	44.80604	1.00000	7.18483	61.37875	7.40214	3.52210	31.08162	40.17171	7.28162	8.14451	1162.59791	7.51150	58.1908
36.38453	6.04558	0.27585	8.38138	7.45539	64.16258	0.00000	4.54139	74.34301	6.34170	8.59091	47.10848	-71.19901	4.67174	6.05108	1194.62413	6.23191	-30.60106
18.33194	7.12438	0.37154	4.61889	8.11238	54.76419	1.00000	7.07878	44.44420	8.93562	6.79329	54.42713	168.31366	6.33310	7.00959	1142.85816	5.51707	-17.73648
29.39782	7.42628		5.42016	8.97981	52.29321	0.00000	10.18415	45.28881	7.10380	9.93580	70.80621	128.63083	1.55363	7.22424	1087.74694	6.53645	36.82167
1.87552	6.95061	0.29443	3.72453	8.09582	27.99634	1.00000	7.39181	36.84605	9.80246	7.13238	58.87058	-58.38341	3.95717	6.37088	1063.54166	6.67993	-34.64966
6.66051	5.53332	0.28620	9.45405	8.01921	61.56308	0.00000	6.28755	52.39459	4.73715	10.03415	55.13268	76.32756	5.68187	6.63515	1147.14257	7.59241	9.57046
17.05976	6.54832	1.69589	5.79144	9.57884	47.70594	1.00000	9.34126	39.27921	1.94852	3.00218	39.76198	78.27539	5.91646	7.69449	1078.91623	6.49788	12.95629
4.86353	6.95444	0.70425	4.70125	8.98281	60.05441	1.00000	8.09763	70.23764	7.19587	7.45388	62.45466	38.15035	4.22075	6.05871	1182.83123	6.58328	49.41029
18.21075	7.92176	0.33721	9.22738	10.67498	55.91444	0.00000	6.96123	23.65543	5.78818	7.28666	33.96263	-88.70464	3.84618	5.73436	1074.82220	7.42905	34.25807
19.08334	8.00664	0.50225	5.19209	8.57990	49.97267	1.00000	7.04832	57.64897	9.10877	7.33580	62.51254	-75.87877	5.84542	6.51649	1137.67857	4.84768	5.6561
30.64991	6.26187	0.39362	7.20587	11.01032	54.58321	1.00000	7.30962	69.70846	4.59001	3.66377	66.35455	-1.48119	7.41863	6.28587	1150.26520	6.64822	53.0233
7.17696	7.82147	0.27519	9.55889	6.51850	47.27102	0.00000	6.26266	39.07164	5.00711	7.80782	63.91172	-118.03917	6.24534	8.81224	1067.82235	6.92067	33.95015
29.34890	7.11922	0.62197		9.61365	62.10772	1.00000	7.89255	59.53498	7.99366	6.97806	58.88531	-117.23991	3.63654	6.05543	1066.53040	7.07587	47.64995
8.71361	7.73219	2.54972	8.00660	7.93165	39.29412	1.00000	9.78283	40.02944	6.52001	10.50044	74.97920	101.96857	4.90771	5.63713	1155.75710	5.38250	4.88441
24.08761	5.36168	0.61225	6.73315	7.92098	54.90763	1.00000	8.04105	43.87875	8.00980	10.10236	35.98960	128.9889	6.13087	7.34549	1126.71763	4.72402	37.1759
3.91981	7.12170	3.36876	9.15595	6.17164	36.55265	0.00000	10.06517	44.66661	10.76797	6.50707	66.40835	86.59509	6.79042	7.02689	1151.91434	5.59959	26.11527
30.02778	6.34256	4.55494	6.35720	7.76691	36.99712	1.00000	10.39738	46.59623	7.13886	9.06679	46.38230	77.23826	3.61942	5.89379	1171.96601	7.11369	11.50526
37.34245	8.19987	0.58988	5.48015	7.83035	47.36949	1.00000	8.04796	57.17166	5.08109	6.06831	59.22552	1.10687	5.46754	6.25781	1079.05323	6.54768	41.15612
17.27869	7.16459	3.99140	9.12015	6.89282	51.00614	0.00000	10.22753	34.68254	10.00497	8.09640	53.54627	1.10687	9.06033	6.30483	1165.33559	5.93557	41.15612
18.12295	8.21226	1.23748	6.04537	9.52956	71.86872	1.00000	9.03074	60.76217	8.75180	9.13300	73.21895	99.96667	2.07516	7.41549	1119.08127	7.57828	8.43333
15.50751	7.09522	0.26973	9.26738	6.21956	57.39660	0.00000	6.79393	37.97010	4.73071	10.65850	41.72025	-86.77917	7.08057	7.12480	1132.84055	6.14580	36.02506
11.18416	6.09247	0.26417	7.74580	5.24279	37.48591	0.00000	6.42657	80.69771	7.90161	4.54929	21.88357	-60.47389	7.43339	7.95205	1162.27920	7.04961	-34.64167
3.33105	5.45489	1.88429	7.89097	4.70541	47.00502	0.00000	9.39371	44.63701	7.74093	5.62065	63.90826	78.95693	7.86804	6.00683	1082.31743	4.77120	29.21399
1.58829	6.46799	0.84990	9.11153	4.29222	30.39844	0.00000	8.50157	64.11162	8.75068	5.52522	59.90896	-0.36053	8.02997	8.55998	1181.77314	6.09146	51.64316
24.69616	6.99894	0.36092	4.94902	8.72342	52.02258	1.00000	7.64791	22.78040	3.36460	3.66658	63.57108	20.89389	6.26182	7.85104	1187.51461	6.30431	42.62833
9.84470	6.37667	0.79179	6.06300	8.87906	29.23461	1.00000	8.30306	24.94997	7.38237	9.34692	30.27634	11.412	4.64083	7.57475	1151.92910	4.72823	45.50369
9.82843	8.09228	0.14809	6.63008	9.03105	45.95864	0.00000	5.49756	48.54581	4.78744	8.23526	49.52692	-74.96933	6.41656	4.49599	1166.45863	6.54652	39.71734
31.95791	4.53328	0.26351	7.53699	9.38065	40.85255	0.00000	4.53874	29.49560	6.00522	7.33962	56.09672	4.08282	4.72231	7.31141	1099.21558	6.79429	36.61954
28.76982	7.14591	0.30548	5.52491	9.10355	43.75406	1.00000	7.28156	62.84005	7.97591	8.76076	68.93400	42.7125	5.35061	6.40520	1090.89298	6.04161	11.15583
16.77038	6.88287	21.87875	8.34775	8.56487	75.67539	1.00000	11.98210	45.74792	5.94995	9.09528	72.19203	9.15013	0.85487	6.24483	1167.09807	7.95105	13.70727
4.14302	6.42148	0.53766	7.71383	5.34808	42.31278	0.00000	7.78381	55.53788	6.10739	5.12756	50.97883	29.65806	8.45251	6.54995	1158.81292	6.07298	-4.83
26.91860	7.28634	0.18516	8.83953	8.92041	68.81931	0.00000	5.12641	46.82953	6.57714	5.58623	48.59032	-58.38341	2.87759	6.21679	1096.29851	7.10140	-34.64966
28.97712	5.77331	0.15339	5.76895	7.80994	34.83055	1.00000	6.30006	66.36129	9.23582	5.35765	48.12701	-78.87836	7.64154	7.59385	1156.34638	6.74744	35.05266
9.52219	6.63563	11.22881	8.48795	6.41698	49.28333	0.00000	11.29556	34.26447	11.00065	6.70416	46.15063	24.43973	7.78102	5.45906	1124.36488	7.54281	0.76755
11.35485	6.10218	0.97789	4.42591	9.26611	53.23806	1.00000	8.62682	55.97919	5.54668	8.24102	82.93357	34.11169	3.34631	7.10949	1143.13958	7.30815	0.46005
21.94526	6.66011	0.34533	7.85328	8.02432	43.83914	0.00000	6.48306	57.08791	4.95298	8.57906	54.71834	1.00288	6.31710	7.40145	1062.48456	6.49444	49.28669
-12.33579	6.51436	0.53450	4.06803	4.58896	52.37419	1.00000	7.73677	66.22545	7.04397	7.60317	67.69280	7.973	5.03600	6.66291	1144.80518	8.35589	51.168
11.09126	4.36677	0.51604	7.48861	10.09223	47.61685	1.00000	7.97965	49.62300	5.66410	6.22469	28.78495	-87.66561	5.20259	7.19729	1055.91830	6.64131	41.8542
25.62602	7.82490	0.89975	4.57475	6.26862	63.49225	1.00000	8.40090	62.20932	5.62923	6.21824	52.26943	112.73333	4.90167	4.68990	1196.18866	6.55946	38.40917
