longitude	QoS	latitude	station	code	revision
30.98551	average	2.41669	Paidha	UG	2020-04-12
-101.2591	good	21.01858	Guanajuato	MX	12/03/2019, 00:00:00
83.62389	excellent	53.30972	Novosilikatnyy	RU	08 Sep 2017
113.69785	average	-7.73379	Besuki	ID	2017-04-06
33.9162	accep	51.67822	Hlukhiv	UA	02 Jan 2014
16.86194	accep	54.58048	Ustka	PL	2021/08/18
8.62118	average	45.44694	Novara	IT	2014-11-13
-42.29444	average	-4.24444	Barras	BR	2017-04-17
104.09701	average	-1.26424	Simpang	ID	2013-11-03
-75.60804	accep	39.96097	West Chester	US	2020-05-05
29.47306	maintenance	0.49113	Beni	CD	2019-05-16
-121.74052	accep	38.54491	Davis	US	2015/03/14
1.6	good	43.11667	Pamiers	FR	2015/12/01
-73.95097	good	40.72371	Greenpoint	US	01/11/2015, 00:00:00
-42.98194	excellent	-22.53722	Guapimirim	BR	04/12/2019, 00:00:00
-86.58208	average	13.48082	Somoto	NI	2017/01/20
11.18709	average	48.73218	Neuburg an der Donau	DE	2021-06-05
6.8625	building	51.47805	Oberhausen	DE	2021-04-28
38.01667	excellent	11.85	Debre Tabor	ET	08/30/2021, 00:00:00
142.45778	maintenance	44.35056	Nayoro	JP	24 Nov 2013
35.96944	excellent	56.03361	Volokolamsk	RU	2018-02-24
105.89333	average	34.56861	Beidao	CN	2019-01-17
17.8031	good	48.43174	Hlohovec	SK	2017/03/12
38.12408	good	53.77166	Bogoroditsk	RU	2012-12-18
-1.99421	accep	51.35084	Devizes	GB	2020-03-13
47.31667	maintenance	-19.65	Antanifotsy	MG	2019-01-21
12.1369	accep	51.04962	Zeitz	DE	2021/12/19
-111.99633	good	40.65995	Kearns	US	2016/11/24
116.82887	excellent	-1.26753	Balikpapan	ID	07/10/2019, 00:00:00
0.93333	excellent	52.68333	East Dereham	GB	2016-08-08
55.4504	good	-20.88231	Saint-Denis	RE	2015/01/07
25.8191	accep	53.5942	Novogrudok	BY	14 May 2019
5.4584	excellent	43.32393	Les Olives	FR	02 Nov 2013
-82.07842	maintenance	26.91756	Punta Gorda Isles	US	01/28/2022, 00:00:00
-94.91386	excellent	17.94979	Acayucan	MX	17 Jul 2018
4.18333	good	7.6	Olupona	NG	2014-01-03
-69.08333	good	-16.25	Yunguyo	PE	2016/11/09
23.225	average	43.4125	Montana	BG	2019-06-25
2.95924	accep	36.76775	Cheraga	DZ	09/28/2019, 00:00:00
110.8405	average	-6.8048	Kudus	ID	01/29/2017, 00:00:00
123.62494	excellent	12.37169	Masbate	PH	2016/10/27
171.25364	building	-44.39672	Timaru	NZ	2018-09-20
-52.51028	accep	-28.81833	Soledade	BR	2016-08-18
-7.32097	accep	41.1053	Custoias	PT	2021-01-17
15.00913	average	37.51803	Misterbianco	IT	2016/05/20
-91.58045	maintenance	41.6764	Coralville	US	03/31/2018, 00:00:00
5.4584	accep	43.32393	Les Olives	FR	27 Apr 2015
-3.52751	excellent	50.7236	Exeter	GB	2015-01-22
-89.66123	good	21.28306	Progreso	MX	14 Aug 2018
13.57661	good	37.31065	Agrigento	IT	2018-05-11
-74.95472	accep	10.98778	Puerto Colombia	CO	2017-07-07
141.95	excellent	39.46667	Yamada	JP	2013/08/02
-72.97261	accep	43.61062	Rutland	US	2022-02-09
178.00417	accep	-38.65333	Gisborne	NZ	2015/06/29
-94.41551	building	39.09112	Independence	US	2014/05/30
38.01667	average	11.85	Debre Tabor	ET	28 Jan 2020
11.32903	acceptable	50.9803	Weimar	DE	2019/12/17
5.22778	maintenance	51.955	Culemborg	NL	2019/01/20
-73.75335	average	45.4473	Dorval	CA	2018/09/03
-80.08199	good	35.88264	Thomasville	US	2019-11-29
32.86389	maitennce	53.95278	Roslavl’	RU	07 Feb 2021
127.08472	good	36.20389	Nonsan	KR	02/19/2016, 00:00:00
-84.23381	good	33.54428	Stockbridge	US	30 Oct 2016
-87.66561	excellent	41.8542	Lower West Side	US	11 Jun 2013
36.73307	average	55.38752	Naro-Fominsk	RU	2015/01/19
98.6738	average	3.7278	Labuhan Deli	ID	30 Apr 2020
2.61667	average	48.98333	Mitry-Mory	FR	08/15/2021, 00:00:00
30.2049	accep	55.1904	Vitebsk	BY	2017-02-26
-2.12139	average	52.48173	Brierley Hill	GB	06/13/2013, 00:00:00
13.10984	building	51.30001	Oschatz	DE	2016/09/01
16.54165	accep	68.79833	Harstad	NO	2021-12-25
4.47124	average	51.95838	Schiebroek	NL	06 Dec 2015
41.77921	excellent	41.82143	Kobuleti	GE	11 Sep 2019
-2.77259	excellent	37.49073	Baza	ES	03/07/2016, 00:00:00
42.7125	average	11.15583	'Ali Sabieh	DJ	09 Mar 2017
3.47717	accep	36.76639	Boumerdas	DZ	2015-08-13
126.28333	accep	45.35	Shuangcheng	CN	2021/06/12
-97.90308	good	31.12406	Copperas Cove	US	11 Apr 2015
-68.30472	accep	9.91861	Tinaquillo	VE	2019-04-18
114.68333	average	23.73333	Heyuan	CN	2019/07/17
89.11943	building	23.9028	Kushtia	BD	2015-10-26
109.3243	good	-7.0981	Randudongkal	ID	10 Nov 2013
1.00288	excellent	49.28669	Elbeuf	FR	25 May 2017
135.31667	excellent	34.25	Iwade	JP	2021-12-22
9.15214	maitennce	49.97704	Aschaffenburg	DE	2013-01-20
-90.10674	accep	29.84576	Estelle	US	08 Mar 2016
8.52462	excellent	47.30997	Adliswil	CH	2015-02-13
2.31889	average	35.21222	Ksar Chellala	DZ	2016/01/21
89.11943	good	23.9028	Kushtia	BD	11 May 2013
4.21372	accep	51.12794	Temse	BE	04/15/2015, 00:00:00
-48.62789	building	-17.74431	Caldas Novas	BR	2019-06-29
112.73333	accep	38.40917	Xinzhou	CN	15 Jul 2015
75.37991	excellent	25.75728	Deoli	IN	2017/02/03
2.59753	accep	8.88649	Tchaourou	BJ	2019/03/20
47.31667	excellent	-19.65	Antanifotsy	MG	10 Dec 2018
38.02486	maintenance	55.64776	Malakhovka	RU	2016/10/07
-48.52333	average	-0.71667	Soure	BR	09/22/2022, 00:00:00
78.40102	average	27.9247	Chharra	IN	18 Aug 2019
85.4265	average	55.8736	Yashkino	RU	20 Oct 2012
-87.45476	accep	41.47892	Schererville	US	2013-12-04
-94.41551	average	39.09112	Independence	US	2019/06/26
-71.19901	excellent	-30.60106	Ovalle	CL	2015-12-16
83.62389	average	53.30972	Novosilikatnyy	RU	2017/07/18
12.53463	average	55.67938	Frederiksberg	DK	2018/05/21
36.25361	building	47.48444	Polohy	UA	2018/08/27
-73.0515	accep	41.55815	Waterbury	US	2013/11/06
27.25	accep	42.7	Aytos	BG	2013-06-11
24.75	average	55.25	Ukmerge	LT	10/08/2020, 00:00:00
-48.62789	excellent	-17.74431	Caldas Novas	BR	06/02/2014, 00:00:00
9.02596	average	48.21644	Albstadt	DE	2012-12-27
38.01667	building	11.85	Debre Tabor	ET	2014/03/31
24.75	building	55.25	Ukmerge	LT	06/18/2022, 00:00:00
-3.53261	good	40.42386	San Fernando de Henares	ES	19 Jan 2015
-76.78319	maintenance	18.00747	New Kingston	JM	2021-06-29
33.34864	accep	46.75451	Nova Kakhovka	UA	05/20/2014, 00:00:00
-117.79394	excellent	33.76446	North Tustin	US	25 Jun 2014
32.88667	good	3.27833	Kitgum	UG	18 Dec 2021
111.73861	good	35.20889	Changzhi	CN	2015/09/19
-73.89875	average	40.93121	Yonkers	US	2021-04-28
117.81667	accep	36.81667	Zhoucun	CN	2020/08/11
-79.59415	excellent	-2.13404	Milagro	EC	09/27/2018, 00:00:00
-77.37331	average	37.60876	Mechanicsville	US	30 Apr 2019
151.07986	maintenance	-33.88096	Strathfield	AU	2017/12/01
-97.92977	excellent	38.06084	Hutchinson	US	05/03/2015, 00:00:00
126.28333	building	45.35	Shuangcheng	CN	10/24/2017, 00:00:00
-68.3	maintenance	-54.8	Ushuaia	AR	2013-05-12
13.58357	accep	-1.63333	Franceville	GA	08 Sep 2022
43.67663	acceptable	53.53041	Nizhniy Lomov	RU	2015-11-18
-1.5443	excellent	50.75767	Lymington	GB	2015-12-24
8.91229	average	49.13645	Eppingen	DE	2018/11/24
-94.74049	maintenance	32.5007	Longview	US	19 Apr 2022
75.11937	excellent	20.88098	Parola	IN	2016-02-13
13.44275	average	38.07789	Villabate	IT	14 Mar 2014
-100.44843	good	20.74122	Santa Rosa Jauregui	MX	2017/11/26
16.4	accep	48.25	Floridsdorf	AT	2022-07-06
-81.77285	average	28.54944	Clermont	US	2019/06/14
46.83187	average	14.53767	Ataq	YE	09 Nov 2021
-120.93549	excellent	37.73604	Riverbank	US	26 Apr 2013
20.22625	excellent	30.75545	Ajdabiya	LY	2014/12/28
140.72287	average	53.14657	Nikolayevsk-on-Amure	RU	12 Jun 2016
86.59509	good	26.11527	Supaul	IN	2014/04/07
102.05461	excellent	6.25947	Tak Bai	TH	2022-09-01
136.51667	good	35	Komono	JP	17 Nov 2014
8.61839	excellent	49.68369	Bensheim	DE	11/03/2013, 00:00:00
31.3237	average	52.4089	Dobrush	BY	06/01/2015, 00:00:00
-1.86343	excellent	38.10558	Caravaca	ES	2018-02-14
112.01667	good	-7.81667	Kediri	ID	09/28/2013, 00:00:00
72.34424	good	40.78206	Andijon	UZ	30 Oct 2018
-53.13722	accep	-22.92306	Loanda	BR	2019-07-26
0.47713	average	51.39323	Strood	GB	15 Nov 2017
20.89389	average	42.62833	Glogovac	XK	24 Mar 2016
13.58357	excellent	-1.63333	Franceville	GA	2018-05-24
-70.20749	excellent	8.62261	Barinas	VE	06/18/2020, 00:00:00
18.84	average	42.28639	Budva	ME	28 May 2014
-93.08883	average	45.16024	Lino Lakes	US	03/09/2013, 00:00:00
-2.1875	accep	51.26	Westbury	GB	2013/12/29
-2.68333	good	43.31667	Gernika-Lumo	ES	17 Aug 2022
-81.23621	excellent	33.98154	Lexington	US	2015-10-09
136.84186	accep	34.4833	Toba	JP	25 Jun 2015
-86.11084	excellent	41.75338	Granger	US	02 Jun 2022
-68.30472	excellent	9.91861	Tinaquillo	VE	07/20/2017, 00:00:00
16.54165	maintenance	68.79833	Harstad	NO	2019/11/21
4.47124	good	51.95838	Schiebroek	NL	2015-02-20
6.26764	maintenance	4.92675	Yenagoa	NG	01/02/2019, 00:00:00
11.34046	excellent	50.72043	Rudolstadt	DE	11 Oct 2016
74.3092	good	33.37526	Rajaori	IN	02/20/2019, 00:00:00
-25.66689	good	37.74615	Ponta Delgada	PT	06 Aug 2021
-6.03731	excellent	37.35813	San Juan de Aznalfarache	ES	2016/06/06
-66.8499	excellent	18.03496	Yauco	PR	31 Jul 2022
-15.6	accep	13.56667	Farafenni	GM	2020/03/12
117.65694	accep	36.19278	Laiwu	CN	31 Mar 2015
-71.29144	maintenance	41.54566	Middletown	US	2016/04/21
48.87498	accep	38.45598	Astara	AZ	09/02/2018, 00:00:00
65.27258	excellent	58.04254	Tavda	RU	03/13/2016, 00:00:00
72.68533	average	22.75218	Kheda	IN	27 Nov 2014
83.62389	maintenance	53.30972	Novosilikatnyy	RU	2017/01/10
138.31667	average	36.65	Suzaka	JP	14 Apr 2016
34.37389	excellent	40.1675	Sungurlu	TR	07 Feb 2021
105.89333	good	34.56861	Beidao	CN	08 Mar 2019
-13.68778	accep	9.535	Camayenne	GN	26 Mar 2019
-73.97069	excellent	40.64621	Kensington	US	17 Dec 2012
123.758	maintenance	10.20898	Naga	PH	03 Jun 2013
-116.97725	accep	33.92946	Beaumont	US	23 Jun 2018
78.27539	maintenance	12.95629	Robertsonpet	IN	06 Feb 2018
117.27583	average	35.64889	Sishui	CN	09/05/2013, 00:00:00
105.89333	average	34.56861	Beidao	CN	2015/06/11
14.34085	average	40.87363	Volla	IT	2019-04-18
-73.20483	good	41.16704	Bridgeport	US	08/01/2015, 00:00:00
-94.74049	average	32.5007	Longview	US	11/02/2013, 00:00:00
-71.8023	good	42.58342	Fitchburg	US	2019/11/05
39.85331	maintenance	57.30185	Gavrilov-Yam	RU	06/26/2018, 00:00:00
7.11393	good	51.08468	Burscheid	DE	2019-02-16
-2.12139	maintenance	52.48173	Brierley Hill	GB	2018/12/30
98.6738	excellent	3.7278	Labuhan Deli	ID	08 Feb 2018
10.98461	building	48.35693	Friedberg	DE	06 Jun 2017
8.88104	maintenance	45.79377	Malnate	IT	03 May 2022
-75.23266	excellent	43.1009	Utica	US	11/16/2015, 00:00:00
-96.39774	average	30.16688	Brenham	US	2022/02/16
-89.64066	average	40.56754	Pekin	US	2014/11/16
88.28637	accep	23.07492	Pandua	IN	2019/03/01
-0.74934	good	51.62907	High Wycombe	GB	08/27/2017, 00:00:00
13.39954	average	43.62558	Falconara Marittima	IT	2014-12-23
-88.3162	maintenance	42.24113	Crystal Lake	US	2016-06-11
112.23109	average	-7.57897	Diwek	ID	15 Feb 2013
89.11943	maitennce	23.9028	Kushtia	BD	07 Jun 2020
105.75635	excellent	10.29085	Sa Dec	VN	2021/12/13
-60.93173	maintenance	-31.4488	Esperanza	AR	06/30/2017, 00:00:00
-82.42491	average	42.97086	Port Huron	US	2015-11-11
-73.47429	good	40.68066	Massapequa	US	05/05/2016, 00:00:00
126.835	average	37.65639	Goyang-si	KR	2021/09/04
19.27498	building	50.20528	Jaworzno	PL	2018-12-31
-70.92866	accep	42.52787	Peabody	US	02 Mar 2014
-76.99081	accep	38.96372	Chillum	US	2015-02-18
13.58357	accep	-1.63333	Franceville	GA	2014-10-31
34.34691	good	61.78491	Petrozavodsk	RU	06/22/2015, 00:00:00
112.23109	accep	-7.57897	Diwek	ID	12 May 2022
39.85331	maintenance	57.30185	Gavrilov-Yam	RU	28 Aug 2015
77.5609	excellent	11.00599	Kangayam	IN	07 Jun 2014
136.51667	good	35	Komono	JP	19 Sep 2013
-71.29144	building	41.54566	Middletown	US	2019/03/07
140.72287	average	53.14657	Nikolayevsk-on-Amure	RU	23 Dec 2020
69.01354	accep	38.55632	Vahdat	TJ	08 Sep 2013
37.38115	good	55.63711	Solntsevo	RU	2019-08-03
2.31889	excellent	35.21222	Ksar Chellala	DZ	11/24/2021, 00:00:00
9.29109	average	45.39402	San Giuliano Milanese	IT	2013/05/25
-95.36969	accep	35.74788	Muskogee	US	06/11/2014, 00:00:00
43.91385	accep	54.03876	Kovylkino	RU	2021-11-25
2.59753	excellent	8.88649	Tchaourou	BJ	06/14/2020, 00:00:00
42.85693	accep	39.22493	Patnos	TR	2019/10/30
126.665	excellent	36.6009	Hongseong	KR	2022/01/12
-93.263	good	45.0408	Columbia Heights	US	2021/07/25
46.10925	good	43.35071	Gudermes	RU	12/24/2017, 00:00:00
38.15035	building	49.41029	Svatove	UA	20 Jul 2016
137.4	accep	34.81667	Toyokawa	JP	2016/04/17
71.21169	accep	21.59983	Amreli	IN	2016/04/06
-73.89125	average	40.67705	Cypress Hills	US	2018-07-09
-43.80139	good	-20.25333	Itabirito	BR	02 Sep 2022
6.61944	building	52.57583	Hardenberg	NL	12/17/2014, 00:00:00
-4.10734	good	38.68712	Puertollano	ES	06/07/2014, 00:00:00
100.24529	average	5.4709	Batu Feringgi	MY	2015/04/27
-84.23381	building	33.54428	Stockbridge	US	2014-03-03
-121.74052	average	38.54491	Davis	US	2015-06-12
43.91385	excellent	54.03876	Kovylkino	RU	2021-01-05
68.21204	accep	27.55898	Larkana	PK	12/09/2018, 00:00:00
-97.03285	excellent	47.92526	Grand Forks	US	05/22/2020, 00:00:00
89.11943	excellent	23.9028	Kushtia	BD	2016/02/19
112.19028	accep	30.35028	Jingzhou	CN	2015-01-17
-119.48568	average	49.88307	Kelowna	CA	12/19/2015, 00:00:00
-118.10583	accep	34.09611	San Gabriel	US	2016-02-23
102.56365	accep	13.65805	Paoy Paet	KH	02/20/2021, 00:00:00
-37.07167	accep	-10.91111	Aracaju	BR	11/14/2015, 00:00:00
130.94098	maintenance	33.3213	Hita	JP	2022-02-09
-113.3187	excellent	53.51684	Sherwood Park	CA	2013-02-21
-84.23381	good	33.54428	Stockbridge	US	19 Jan 2019
31.3237	average	52.4089	Dobrush	BY	2012/10/28
85.37752	building	22.10194	Barbil	IN	2013/01/30
128.9889	average	37.1759	T’aebaek	KR	2016/09/17
6.51352	building	51.19139	Korschenbroich	DE	2021/03/20
12.87117	accep	50.23271	Karlovy Vary	CZ	2021-01-20
-94.74049	accep	32.5007	Longview	US	19 Feb 2016
135.21667	average	35.06667	Sasayama	JP	2015/05/21
71.21169	maintenance	21.59983	Amreli	IN	2022/09/09
14.51472	average	35.89972	Valletta	MT	2013-01-17
60.70278	good	55.75556	Ozersk	RU	2020-09-27
-93.75018	maintenance	32.52515	Shreveport	US	2022-08-16
72.68533	good	22.75218	Kheda	IN	2018/05/23
4.63031	accep	43.67681	Arles	FR	2020-09-06
27.18052	maintenance	39.12074	Bergama	TR	27 Oct 2020
37.92792	building	53.93361	Kireyevsk	RU	2020-06-25
-118.10583	good	34.09611	San Gabriel	US	2018/09/11
-118.10583	maintenance	34.09611	San Gabriel	US	2021/09/13
121.96361	good	6.95194	Recodo	PH	17 Oct 2018
75.35927	average	12.04161	Talipparamba	IN	03/26/2016, 00:00:00
-116.37697	good	33.72255	Palm Desert	US	02/03/2022, 00:00:00
-76.78319	average	18.00747	New Kingston	JM	06/05/2013, 00:00:00
114.33333	accep	-8.43333	Muncar	ID	09/30/2017, 00:00:00
34.3869	excellent	11.8659	Ar Ruseris	SD	01/23/2013, 00:00:00
-123.02621	building	44.99012	Keizer	US	01 Sep 2016
45.36561	excellent	41.09246	Qazax	AZ	30 Aug 2019
130.57211	average	45.75279	Boli	CN	15 Oct 2018
121.96361	accep	6.95194	Recodo	PH	2022-02-21
5.03586	good	43.83125	Cavaillon	FR	03/02/2020, 00:00:00
-2.31938	accep	6.46346	Bibiani	GH	01/20/2021, 00:00:00
2.45012	average	48.90982	Bobigny	FR	2015-12-20
17.4674	good	50.86079	Brzeg	PL	04/19/2022, 00:00:00
51.67462	excellent	32.65246	Isfahan	IR	2016/11/08
105.75635	accep	10.29085	Sa Dec	VN	2015/04/28
10.30215	building	53.94313	Bad Segeberg	DE	01/08/2017, 00:00:00
-88.31476	accep	36.61033	Murray	US	09/18/2018, 00:00:00
-2.12139	average	52.48173	Brierley Hill	GB	2013/11/07
-3.52751	maintenance	50.7236	Exeter	GB	2022-05-06
74.85849	excellent	31.28092	Patti	IN	08 Nov 2018
-122.40433	excellent	37.71715	Visitacion Valley	US	2015/10/01
139.55722	excellent	36	Okegawa	JP	2016/08/22
-0.29825	building	51.39148	Surbiton	GB	2022/07/19
-62.64102	maintenance	8.35122	Ciudad Guayana	VE	08/26/2019, 00:00:00
89.11943	good	23.9028	Kushtia	BD	2015/06/04
24.14662	excellent	65.84811	Tornio	FI	2017-05-11
71.52847	excellent	32.57756	Mianwali	PK	04 Mar 2014
178.00417	building	-38.65333	Gisborne	NZ	2017/02/24
114.10479	maintenance	22.37066	Tsuen Wan	HK	2014-08-16
9.00472	average	4.2475	Idenao	CM	29 Mar 2016
-0.45877	accep	46.32313	Niort	FR	17 Jan 2013
78.95693	accep	29.21399	Kashipur	IN	12/17/2019, 00:00:00
30.91105	accep	3.02013	Arua	UG	03 Apr 2019
123.758	good	10.20898	Naga	PH	01/23/2018, 00:00:00
47.31667	average	-19.65	Antanifotsy	MG	10/01/2015, 00:00:00
-74.95472	excellent	10.98778	Puerto Colombia	CO	10/02/2017, 00:00:00
-98.15529	good	26.18924	San Juan	US	2021-01-21
-76.88442	average	40.2737	Harrisburg	US	16 May 2017
76.0586	maintenance	16.06213	Hungund	IN	02 Sep 2015
-1.29243	excellent	53.49389	Mexborough	GB	2019/04/12
115.04814	excellent	30.24706	Huangshi	CN	16 Jul 2022
-111.90466	accep	40.34912	Saratoga Springs	US	07/06/2015, 00:00:00
97.01124	average	17.30858	Kyaikto	MM	2014/10/10
114.51667	maintenance	33.78333	Wacheng	CN	2017/07/25
102.3278	good	2.2139	Kampung Ayer Molek	MY	11/10/2019, 00:00:00
135.31667	building	34.25	Iwade	JP	17 Jun 2015
3.1631	accep	41.91738	Palafrugell	ES	06/22/2019, 00:00:00
-48.29694	maitennce	-20.87306	Viradouro	BR	2022-04-10
3.16667	building	50.8	Wevelgem	BE	2018/03/19
-37.93278	accep	-11.48472	Rio Real	BR	2019-04-01
117.7	excellent	35.85	Dongdu	CN	12/31/2020, 00:00:00
4.08282	excellent	36.61954	Beni Douala	DZ	2020/12/29
4.86667	average	45.51667	Vienne	FR	2014-11-28
137.5	accep	34.9	Shinshiro	JP	2020-08-14
65.93249	average	36.21544	Sar-e Pul	AF	04/28/2017, 00:00:00
70.91106	accep	29.38242	Alipur	PK	02/28/2022, 00:00:00
35.59642	average	3.11988	Lodwar	KE	2018-03-10
9.22796	good	48.46458	Pfullingen	DE	12/22/2020, 00:00:00
-1.4001	good	7.06273	Mampong	GH	2017-11-22
-122.86705	average	45.49428	Aloha	US	03/12/2015, 00:00:00
51.49621	accep	36.64852	Nowshahr	IR	10/16/2021, 00:00:00
-117.29198	building	33.03699	Encinitas	US	2020/01/19
150.60036	excellent	-34.88422	Nowra	AU	2020-12-03
-73.49484	building	41.14676	New Canaan	US	2016-01-02
89.11943	accep	23.9028	Kushtia	BD	12/03/2015, 00:00:00
-74.95472	accep	10.98778	Puerto Colombia	CO	09/15/2022, 00:00:00
24.14662	excellent	65.84811	Tornio	FI	2022/08/17
3.87723	building	43.61092	Montpellier	FR	2021/06/14
-116.97725	accep	33.92946	Beaumont	US	09/07/2013, 00:00:00
118.53333	average	27.92333	Pucheng	CN	08/08/2015, 00:00:00
35.59642	accep	3.11988	Lodwar	KE	2020-08-26
16.4	excellent	48.25	Floridsdorf	AT	09 Oct 2017
103.61667	excellent	-1.6	Jambi City	ID	2022-01-24
15.07041	average	37.49223	Catania	IT	2017-05-30
1.15597	good	51.78967	Clacton-on-Sea	GB	24 Aug 2013
8.86374	excellent	44.89784	Tortona	IT	30 Jan 2013
152.70493	maitennce	-25.54073	Maryborough	AU	05/14/2021, 00:00:00
121.06761	excellent	12.35275	San Jose	PH	16 Jan 2015
39.8302	building	64.5635	Severodvinsk	RU	08/25/2019, 00:00:00
73.08333	building	19.21667	Dombivli	IN	06/30/2020, 00:00:00
74.85849	accep	31.28092	Patti	IN	2013-05-14
84.87144	good	47.46657	Zaysan	KZ	13 Jul 2013
-95.36969	excellent	35.74788	Muskogee	US	11/01/2012, 00:00:00
-122.38731	average	45.53929	Troutdale	US	2021-09-03
-90.10674	accep	29.84576	Estelle	US	06/03/2017, 00:00:00
-74.96933	accep	39.71734	Sicklerville	US	2015/02/23
-86.11084	excellent	41.75338	Granger	US	2020/08/11
51.0193	average	35.6803	Shahre Jadide Andisheh	IR	2014-05-20
10.7	excellent	4.96667	Tonga	CM	06/01/2013, 00:00:00
151.07986	good	-33.88096	Strathfield	AU	06/08/2014, 00:00:00
0.75	building	52.41667	Thetford	GB	05/11/2020, 00:00:00
12.70038	excellent	45.9836	Cordenons	IT	06 Aug 2015
9.32241	average	44.31771	Chiavari	IT	2018/03/05
-2.1875	good	51.26	Westbury	GB	2016-11-01
38.16694	good	54.84444	Kashira	RU	2018/03/27
-0.91979	maintenance	51.42708	Lower Earley	GB	04/07/2015, 00:00:00
-3.05814	accep	53.00974	Rhosllanerchrugog	GB	2022-08-03
-80.08199	good	35.88264	Thomasville	US	2021-09-21
139.55722	average	36	Okegawa	JP	10/01/2014, 00:00:00
-2.31938	excellent	6.46346	Bibiani	GH	02/16/2016, 00:00:00
-78.87836	excellent	35.05266	Fayetteville	US	2020/11/26
-120.93549	accep	37.73604	Riverbank	US	2021-10-17
9.22796	excellent	48.46458	Pfullingen	DE	2019/03/21
42.54536	accep	-0.35817	Kismayo	SO	02/02/2014, 00:00:00
31.33078	accep	47.56494	Voznesensk	UA	04/25/2020, 00:00:00
-53.13722	maintenance	-22.92306	Loanda	BR	05/21/2016, 00:00:00
6.76111	average	53.16167	Hoogezand	NL	26 Nov 2014
-70.92866	average	42.52787	Peabody	US	2020-06-25
77.0202	maintenance	43.41949	Otegen Batyra	KZ	2014/04/26
16.43915	building	43.50891	Split	HR	18 Apr 2022
111.4834	good	65.93381	Aykhal	RU	10 Sep 2014
5.06258	good	7.50251	Igbara-Odo	NG	2021/01/22
38.16694	excellent	54.84444	Kashira	RU	04 Jun 2020
-5.53715	maintenance	50.11861	Penzance	GB	05/24/2020, 00:00:00
-82.46148	good	28.15112	Lutz	US	19 Nov 2018
76.56719	maintenance	24.41288	Aklera	IN	09/21/2015, 00:00:00
2.18967	accep	48.8765	Rueil-Malmaison	FR	2019-10-14
-43.80139	accep	-20.25333	Itabirito	BR	2014-03-31
5.55575	average	46.67535	Lons-le-Saunier	FR	17 Sep 2014
-77.37331	good	37.60876	Mechanicsville	US	2016/05/22
-5.55835	average	42.64685	Villaquilambre	ES	2019-11-14
26.01649	building	44.43579	Sector 6	RO	2017-04-11
-83.2321	average	33.08014	Milledgeville	US	2014-09-25
-68.3	accep	-54.8	Ushuaia	AR	04/01/2022, 00:00:00
32.6178	excellent	46.65581	Kherson	UA	2020-07-05
-93.08883	accep	45.16024	Lino Lakes	US	2021-06-04
-74.38987	building	40.65538	Scotch Plains	US	27 Mar 2021
-3.59625	accep	5.27247	Bonoua	CI	2019/11/30
88.1453	good	22.4711	Pujali	IN	2013/10/23
5.37429	good	51.03427	Houthalen	BE	03/22/2018, 00:00:00
-87.93341	excellent	42.55308	Pleasant Prairie	US	2013-09-28
-88.81395	good	35.61452	Jackson	US	2014/11/18
2.29026	maintenance	48.77644	Sceaux	FR	01 Jan 2017
39.28333	excellent	-10.33333	Nyangao	TZ	05/28/2018, 00:00:00
-111.89903	average	33.50921	Scottsdale	US	2022/01/12
-121.75689	accep	36.91023	Watsonville	US	2014-01-15
-37.03861	average	-10.90889	Barra dos Coqueiros	BR	08/10/2020, 00:00:00
9.20427	average	48.49144	Reutlingen	DE	2018/02/22
-96.39774	maintenance	30.16688	Brenham	US	2020/02/26
-81.26367	accep	28.90054	Deltona	US	09/30/2017, 00:00:00
79.87116	average	6.84019	Dehiwala-Mount Lavinia	LK	2014/04/23
35.90057	accep	56.85836	Tver	RU	2017-02-26
86.59509	building	26.11527	Supaul	IN	04/02/2020, 00:00:00
8.62118	good	45.44694	Novara	IT	2012-12-06
34.86563	excellent	31.92923	Ramla	IL	2015-07-22
-91.11667	accep	14.93333	Chichicastenango	GT	04/22/2014, 00:00:00
-84.50855	excellent	39.08367	Covington	US	05/20/2021, 00:00:00
2.18967	average	48.8765	Rueil-Malmaison	FR	2016/09/15
2.59753	accep	8.88649	Tchaourou	BJ	10/14/2013, 00:00:00
-89.66123	good	21.28306	Progreso	MX	2018/11/14
40.17171	maintenance	58.1908	Danilov	RU	15 Dec 2020
-75.11028	building	-15.21194	Minas de Marcona	PE	12/30/2016, 00:00:00
6.26667	excellent	51.21667	Schwalmtal	DE	02/28/2020, 00:00:00
31.3237	excellent	52.4089	Dobrush	BY	23 Jun 2016
12.38878	average	43.1122	Perugia	IT	04/13/2020, 00:00:00
17.58522	excellent	40.53123	Francavilla Fontana	IT	2013/11/21
-80.38297	accep	42.8334	Norfolk County	CA	04 Nov 2017
73.06784	building	25.13915	Sheoganj	IN	2015/09/28
-76.51552	accep	39.32011	Rosedale	US	01/18/2017, 00:00:00
-101.2591	average	21.01858	Guanajuato	MX	2019/07/01
43.38531	maintenance	9.89206	Baki	SO	06/04/2015, 00:00:00
-77.37331	average	37.60876	Mechanicsville	US	2021/04/19
46.5813	average	54.8421	Alatyr’	RU	12/17/2021, 00:00:00
51.67462	maintenance	32.65246	Isfahan	IR	08 Mar 2020
-122.24064	acceptable	47.80527	Bothell West	US	2018/04/02
1.6	building	43.11667	Pamiers	FR	2013/06/01
