PM10	warning	NOx	NH3	Pb	H2CO	O3	CO	TEMP	PM2.5	CH4	SO2	C2H3NO5	latitude	CFCs	PAHs	longitude	PRES
5.07677	0.00000	6.09585	8.08636	56.68089	69.07253	8.84391	9.45363	21.77702	7.43199	7.66953	4.88304	1.69714	54.03876	48.20329	8.73235	43.91385	1184.35709
7.80832	0.00000	7.28677	7.63461	55.64386	45.25696	8.17165	7.78980	25.89391	9.93789	7.53866	5.34119	3.77419	32.54044	80.32325	5.56247	-82.90375	1123.65903
6.94638	0.00000	9.29180	5.70964	38.97773	48.75583	6.89217	9.14437	10.07006	7.85430	7.65945	5.91475	2.99720	43.96222	50.46966	6.14665	43.63417	1198.67262
9.14418	0.00000	6.98548	5.46946	61.53987	47.97672	9.81975	11.47151	15.89720	7.75190	8.97904	6.97747	13.98700	34.31	43.11310	7.67442	-2.16	1091.39944
9.64811	1.00000	6.56340	8.14036	46.19168	22.32282	5.54334	6.08750	10.63306	7.33924	10.43630		21.19586	13.51825	58.24671	7.40225	99.95469	1165.28925
7.48037	0.00000	5.25826	7.89498	68.32117	38.14978	10.15035	8.53359	25.73500	8.57461	8.35211	8.22041	3.47653	46.75451	52.75561	7.06178	33.34864	1062.21907
6.30925	1.00000	7.37962	9.07329	41.26718	68.71741	7.58881	7.24242	-5.33275	7.27882	8.38651	8.96303	2.55703	55.38752	65.52427	7.61050	36.73307	1117.13415
8.23748	1.00000	6.28802	8.48345	62.52099	49.18992	9.96960	7.86047	20.58373	7.82560	7.56736	8.80392	5.17268	34.25	19.29036	7.62894	135.31667	1169.08956
6.55085	1.00000	3.26226	8.77126	51.15008	46.78522	5.77734	4.72359	13.61762	7.69048	10.40977	8.29340	2.29313	48.73218		7.32373	11.18709	1083.57943
8.15952	0.00000	8.01961	6.18885	40.03211	44.91508	10.22619	11.02525	2.13952	8.28222	8.69275	7.08913	5.68169	48.06919	49.12712	6.81586	11.37703	1141.67996
6.90160	0.00000	8.48546	7.10097	61.97580	33.44331	6.70079	5.11783	34.99187	7.84195	8.05943	5.95482	2.98608	48.8222	45.68539	7.15131	2.12213	1103.98267
8.91016	0.00000	9.69561	5.31164	47.48890	31.03095	9.29161	9.29990	3.85862	8.23925	8.99954	5.92003	11.74171	43.78956	45.64694	7.12630	7.60872	1105.07631
8.99905	1.00000	8.18956	10.12139	30.48295	39.72320	7.31300	9.87566	17.18143	7.11697	9.42594	11.25711	12.35422	52.4089	31.57642	6.71476	31.3237	1166.35618
6.65848		5.25350	7.09485	29.07868	54.04898	8.71572	9.10568	1.60672	6.79349	7.86975	10.52610	2.57311	27.92333	42.00807	7.84086	118.53333	1130.18252
7.69864	0.00000	4.61502	6.06092	55.81360	43.58405	7.69131	8.39731	17.44426	8.39553	5.64085	4.65248	3.68548	45.75279	49.70029	8.92560	130.57211	1138.20101
7.46371	0.00000	5.91597	6.39576	66.85725	61.76081	9.19817	8.82576	20.33889	8.28681	6.18230	6.52993	3.72376	12.35275	48.24058	5.68881	121.06761	1188.33881
7.63940	0.00000	8.36143	8.49249	42.45141	51.93452	9.57240	7.87669	23.44096	8.84841	7.98981	7.06426	5.26546	36.19278	48.08252	8.47243	117.65694	1154.02269
7.53643	1.00000	10.20565	4.41144	60.22778	62.39779	10.59414	11.41629	20.43118	6.52702	9.82696	7.07844	3.79828	-1.63333	60.64592	7.53561	13.58357	1130.65521
7.76666	1.00000	7.45163	8.47712	52.87585	46.51253	10.30272	6.59752	18.91549	8.05183	5.43888	10.89927	4.75966	53.14657	50.77118	7.42363	140.72287	1135.84179
9.21858	0.00000	4.19493	6.70212	63.66412	45.89125	10.05647	8.81946	6.80710	6.84069	5.27038	5.28917	15.84559	52.48173	48.89496	8.41354	-2.12139	1073.66744
8.78284	1.00000	5.13101	8.64671	38.10676	77.81406	5.84915	6.08937	9.92112	6.27250	10.45339	9.01520	10.29324	46.75451	43.65621	5.69028	33.34864	1142.80493
6.03308	0.00000	9.67782	6.50984	49.65814	36.67087	8.12475	7.68141	4.13426	7.08110	7.81654	4.65346		23.9028	51.66791	8.85773	89.11943	1180.27388
7.67749	0.00000	7.63845	5.22165	58.62746	54.75461	8.65890	9.35152	16.95120	7.02353	9.57527	7.36838	4.48959	44.43579	59.19307	8.21238	26.01649	1078.25571
7.22832	0.00000	9.23770	4.25304	50.78679	59.00501	9.69747	11.95307	12.23170	7.87504	9.79383	6.25995	3.26503	50.8	57.97418	7.42794	3.16667	1190.29057
7.35604	1.00000	5.14754	7.81631	64.50304	54.70036	9.26804	10.54122	0.68605	7.00423	10.71073	9.80580	2.49958	48.98333	50.00684	5.88775	2.61667	1193.56420
9.11632	0.00000	5.65182	8.95773	58.86792	43.95739	10.11334	9.23949	16.20180	7.63945	8.43793	5.65846	12.31908	53.30972	50.69193	6.11352	83.62389	1117.63274
8.70612	1.00000	6.34965	8.49486	76.51890	50.99272	10.87014	9.44794	17.80889	9.05784	9.75497	9.41512	8.75366	14.62578	30.34568	7.57484	121.12251	1067.73990
8.65306	0.00000	9.08178	7.72580	55.19540	86.00672	9.72474	8.57582	26.21580	8.26929	8.43996	7.37054	9.82639	42.64031	69.46808	6.97984	125.51176	1067.95677
8.82879	1.00000	4.01471	6.55717	66.99642	44.62735	9.31355	11.10286	17.42161	8.01431	10.86991	10.47306	10.09030	43.96222	59.27586	9.07557	43.63417	1078.73870
6.98493	0.00000	5.40359	8.67818	47.80267	34.61377	7.92893	9.13585	6.05895	5.90927	9.83565	6.06795	2.32652	17.94979	56.34864	7.80326	-94.91386	1091.97750
6.35535	1.00000	5.89695	7.62520	64.77931	55.58215	7.41310	3.74270	19.61562	6.45724	10.72679	9.23079	2.40698	11.85	20.17195	8.32742	38.01667	1067.30313
7.69556	0.00000	8.74436	3.56877	69.59842	55.64663	9.07456	10.67828	0.82279	6.04522	10.12096	7.44577	5.28784	-1.6	50.95535	9.02675	103.61667	1165.34116
7.07179	0.00000	4.33532	5.58058	54.82630	45.57197	6.72959	9.01310	17.83294	6.65534	3.91662	6.96499	4.08579	-28.24	44.67856	8.63672	-48.67028	1193.92854
7.94304	0.00000	10.24883	5.36137	41.21354	59.59527	9.91363	10.40266	21.42596	6.12536	7.69246	3.94784	5.41760	40.82232	35.75843	6.85639	-74.15987	1100.44068
8.01822	0.00000	6.48125	4.31797	57.68678	59.60863	8.77619	8.26651	6.83608	8.43015	5.09765	4.82029	5.15752	34.56861	56.56228	7.26816	105.89333	1133.93128
5.22722	1.00000	7.14251	10.62619	56.72742	57.18008	7.99665	8.08814	6.87418	6.31598	9.12471	7.07124	1.54175	57.30185	52.95997	7.81328	39.85331	1126.83741
8.65811	0.00000	8.13649	4.81781	57.85373	62.30915	7.90696	9.21021	3.21850	9.24652	9.12423	6.50747	7.79966	-21.205	32.12096	7.50669	-41.88778	1087.76318
6.91760	0.00000	6.53808	5.99481	42.97796	65.30076	9.74475	11.06420	20.94146	6.86359	9.27930	7.82685	2.56576	43.61058	31.42351	6.66680	1.33467	1098.60713
4.75856	1.00000	5.70590	8.42530	52.95350	50.79456	9.12723	7.62481	16.55378	7.50731	7.28513	8.99795	1.99978	20.88098	42.61631	7.51350	75.11937	1103.92023
7.36237	1.00000	8.31721	8.05532	46.72212	43.18648	7.46092	4.75634	19.40957	7.09042	9.16363	10.59115	3.84569	55.25	69.32305	6.77023	24.75	1162.09010
8.52610	0.00000	10.03750	6.50643	69.85017	37.34308	10.23323	9.66088	15.78432	7.60635	9.67935	7.00448	8.71288	14.53767	36.12627	7.45626	46.83187	1154.28326
6.92895	0.00000	7.54787	5.96708	53.35768	52.36647	6.63279	6.67388	18.92781	5.99660	8.92452	7.40378	2.08940	12.25282	59.55970	6.88890	79.41727	1112.29683
8.58372	1.00000	6.04582	8.45524	49.59032	51.98634	7.67949	4.51847	40.54469	7.02715	8.24720	6.57372	8.10784	53.93361	52.73003	6.91722	37.92792	1118.63242
9.85467	1.00000	8.27480	10.15210	51.32020	63.47343	3.41330	7.73044	5.80980	7.32705	5.49352	10.18536	25.50650	8.62261	35.17252	6.92865	-70.20749	1196.21347
8.49207	1.00000	7.96351	9.01029	52.27748	34.05356	3.60247	8.24919	31.99821	6.41145	7.36544	12.19972	8.73783	-33.75881	47.88879	7.55860	150.99292	1174.68348
8.60516	1.00000	2.94732	5.60384	47.58935	62.29865	8.25611	10.60220	12.52308	6.54821	9.89517	10.37758	8.89100	19.21667	42.98933	8.32607	73.08333	1092.57803
9.49545	0.00000	8.10908	5.69271	44.27757	38.24908	6.53202	10.17240	27.64313	8.16049	5.34353	8.73380	17.25656	28.15112	58.96635	6.63071	-82.46148	1142.91364
7.23962	0.00000	4.92944	6.51626	62.27061	70.87623	7.02241	9.02020	13.00771	8.14878	5.30012	6.94904	4.03982	25.66795	68.38338	7.90499	85.83636	1195.90378
5.85424	1.00000	5.76032	8.85262	72.48630	79.04251	7.83478	6.15271	15.78150	6.97196	9.97364	8.73790	2.25700	53.00974	51.36329	7.40350	-3.05814	1191.41774
7.53194	1.00000	4.26177	7.76474	56.93725	54.03235	8.17479	8.84218	12.35755	5.16017	9.44252	5.84483	3.00474	34.25	52.43326	6.81102	135.31667	1126.08679
8.19615	1.00000	7.70562	9.22888	68.11052	68.83256	10.36870	8.37604	-5.36152	7.65783	8.26325	10.37491	7.20932	41.91738	54.73878	7.90476	3.1631	1121.43623
5.73271	1.00000	6.73802	10.56430	49.82113	52.60068	5.26401	8.77733	14.92308	9.25773	5.95518	7.00151	2.02930	10.20898	55.01033	8.78424	123.758	1184.88536
8.32643	1.00000	5.05667	8.65183	46.47501	41.61569	4.48142	6.68474	8.57192	7.83030	9.41331	7.53966	6.76135	50.7236	50.90855	7.46971	-3.52751	1169.97440
6.80189	1.00000	5.34586	9.03764	66.48870	32.40521	8.37634	7.45156	18.88375	6.80080	8.12217	6.16297	3.09749	37.73604	35.32341	6.78132	-120.93549	1088.86227
7.98571	1.00000	7.77530	6.70448	43.17029	42.42828	6.60255	3.69957	30.89832	7.30305	10.81925	11.55008	5.25525	65.93381	60.11833	7.53060	111.4834	1185.52287
7.06365	1.00000	7.93118	8.75872	62.24865	63.84142	4.98701	8.12871	28.66900	7.74307	8.18769	10.43054	2.31440	-6.8048	52.91573	7.91895	110.8405	1096.44821
7.36400	0.00000	5.48026	4.76845	67.42061	60.53172	8.34402	8.82280	39.60665	8.11053	4.18358	5.17443	4.05033	36.76639	58.54145	9.59361	3.47717	1119.19964
6.64669	0.00000	8.49552	5.33839	65.09766	46.81313	8.65504	8.91287	11.29575	5.68010	8.85225	7.96752	2.35768	31.84568	72.30970	5.99022	-102.36764	1081.75567
5.45140	0.00000	8.60019	7.08911	60.85684	49.82201	6.91672	5.81030	15.41169	7.42419	8.71254	6.01818	1.62206	4.92675	69.57899	7.19857	6.26764	1158.75972
7.15545	0.00000	7.27056	5.51840	50.01458	73.00394	8.78163	9.55030	20.63265	7.77174	5.40909	7.54936	3.06179	51.26	61.32420	7.45421	-2.1875	1189.24487
7.87824	1.00000	4.63099	7.89696	35.06055	45.35063	6.76773	6.27493	9.60206	7.49336	10.69228	9.37284	4.30599	35	58.09896	6.00333	136.51667	1175.59396
8.20590	1.00000	4.27276	8.01248	36.41214	43.54874	8.21791	8.97941	10.40523	6.90777	9.56340	6.80791	6.97135	29.38242	61.21235	7.52013	70.91106	1094.23488
6.30794	0.00000	8.58889	4.67751	33.15052	55.35112	9.21920	8.93500	22.10346	5.03024	6.04390	7.24509	1.60355	43.61092	42.70428	8.44316	3.87723	1133.73448
7.42857	1.00000	5.33157	7.79033	64.77199	44.41391	10.17581	9.84443	17.63072	6.61738	10.17111		4.36181	36.92574		7.80098	14.72443	1176.42449
7.59169	1.00000	7.06769	9.51534	48.31368	63.47618	5.57230	6.74614	3.25642	7.61156	7.85781	8.38335	4.77350	43.1009	53.40076	8.56305	-75.23266	1096.72367
7.01925	1.00000	6.74163	8.13107	76.54811	53.06274	8.95134	9.02560	18.59536	6.17171	7.71315	12.67116	3.75368	-1.9487	40.91559	7.95544	30.4347	1119.84570
6.53520	0.00000	6.71259	7.19740	34.31392	72.98460	9.77313	8.11378	9.47805	7.13672	8.56259	4.86515	2.30714	43.62558	64.03133	5.85640	13.39954	1070.69993
5.43116	0.00000	6.75626	5.39912	38.06142	51.26483	7.80425	7.67790	15.93739	7.84671	7.13877	4.90815	1.97188	6.95194	67.58076	7.24540	121.96361	1171.46719
7.36215	1.00000	6.58636	9.28095	54.96476	45.01122	7.98271	8.73635	8.82924	9.24648	8.66636	7.84469	3.23842	10.98778	41.90919	7.96581	-74.95472	1129.61293
8.03891	0.00000	7.72849	7.68195	32.84840	67.16486	10.77507	11.54827	17.36087	7.58854	8.97075	4.38161	5.60140	42.67164	69.61402	7.32569	14.01481	1167.16876
7.63401	0.00000	6.92591	5.04775	46.31880	54.21221	8.38025	9.54540	26.09977	9.14355	9.04710	8.96676	4.55087	33.54428	28.88634	7.30708	-84.23381	1134.41259
10.47069	1.00000	5.77680	8.44060	49.97719	76.10359	8.98825	9.63225	25.27406	8.24064	9.81363	9.17644	46.70722	34.61667	48.83998	7.51066	135.6	1070.61926
8.96166	1.00000	4.13228	7.83884	61.63727	50.47731	5.76905	5.51039	19.13177	8.31177	10.56398	7.54979	11.74240	45.39402	48.08289	6.60222	9.29109	1114.75260
9.37552	1.00000	2.99618	6.76213	46.28953	50.90787	7.12927	10.20675	18.48833	7.38840	10.67596	6.86345	17.23642	53.53041	53.76952	7.38903	43.67663	1174.45498
8.73148	0.00000	8.94380	7.66819	67.99648	62.58638	9.91767	9.05863	16.99025	5.73660	9.12722	7.38185	9.95479	40.60538	44.18561	8.58226	-73.75513	1070.50238
6.55803	1.00000	5.70712	8.34153	41.18110	39.06891	7.85223	8.57945	21.73711	7.79582	7.93073	9.83058	2.23966	53.95278	39.97462	3.75044	32.86389	1157.82715
9.10114	1.00000	8.04024	8.36823	60.74218	38.91231	8.06367	5.33938	22.41393	7.71562	8.11248	9.84870	12.28440	23.9028	48.48572	8.39408	89.11943	1132.65090
7.85791	0.00000	9.27205	5.92308	70.80099	39.91658	8.86668	8.91097	18.46764	7.85002	9.36042	5.52726	4.44947	11.00599	52.71083	6.29195	77.5609	1184.47380
8.54195	1.00000	6.04354	7.34380	22.44779	46.95214	9.85793	10.02237	12.11741	5.11470	9.31623	11.39184	8.43023	21.01858	58.45292	7.45301	-101.2591	1056.05241
8.04086	1.00000	6.79092	8.84604	77.89436	41.95820	8.52296	8.50716	16.57816	6.07829	7.78854	9.54381	5.81796	-17.74431	60.97124	5.97456	-48.62789	1101.04553
7.28880	0.00000	9.05572	5.58737	62.11826	44.64156	9.49503	9.61668	12.52044	7.43968	9.49935	6.33952	2.95169	55.62047	65.65010	7.02616	37.49338	1068.67566
8.88942	0.00000	6.55225	8.86687	60.39690	55.48021	7.54448	6.68580	12.27023	7.72167	8.04865	5.20446	11.82773	42.4251	50.40420	8.36195	-71.06616	1176.98528
5.80723	0.00000	6.35258	7.46728	49.61113	54.87292	8.80199	9.57699	21.42498	7.51314	7.14942	4.27318	2.87426	45.69558	59.83947	7.81660	4.7934	1051.75837
8.05406	0.00000	9.62237	5.85127	25.63339	68.03329	9.27511	8.95324	30.13885	7.36922	8.74441	6.89456	4.86437	5.27247	51.42560	7.96671	-3.59625	1103.80512
7.97710	1.00000	6.37969	8.82136	62.73212	55.72129	7.84873	5.96467	9.98075	8.74900	9.40124	8.93600	6.14768	24.41288	50.45582	6.54473	76.56719	1178.22180
6.58570	0.00000	8.01161	6.89019	62.97012	48.97027	8.63183	8.57828	8.49803	6.26238	8.47219	6.18842	1.71314	61.72744	49.14169	6.22356	17.10558	1081.35376
7.43230	0.00000	8.01090	7.15344	30.28610	88.91823	6.79465	5.43916	6.34944	8.56906	8.17243	7.15329	4.47903	23.5654	63.80978	7.11808	119.58627	1179.42913
6.66155	0.00000	7.00653	6.07778	59.97384	73.38115	7.34412	7.98061	3.97244	6.08698	7.43456	7.59918	1.37164	-23.85972	49.90606	7.97236	35.34722	1115.88553
7.38614	1.00000	7.84346	8.29388	39.33011	42.72466	9.05811	4.25141	15.83124	6.10182	8.13493	8.60902	3.15655	41.48199	62.89528	8.04416	-81.79819	1087.82189
6.58363	0.00000	6.75850	5.78742	48.60607	49.06634	12.18691	9.48204	21.18285	5.84540	5.41114	5.17648	2.62424	41.55815	41.79558	7.09104	-73.0515	1067.02607
8.34744	1.00000	4.26318	7.64429	46.95164	30.50642	9.78583	8.89118	9.93430	7.37817	9.35525	7.25013	7.42959	55.82885	60.37080	6.81663	-4.21376	1173.89506
6.01216	1.00000	7.49357	10.15545	33.06428	33.80208	7.87544	9.94169	8.14484	7.42894	10.15416	9.21319	1.92859	24.81757	61.89216	7.47824	84.63445	1124.06129
6.22798	0.00000	6.35398	6.40220	35.08776	41.40498	8.51879	10.13383	25.59969	7.03109	5.01140	7.52564	2.64470	0.51667	57.79888	7.47015	101.44167	1168.13151
7.60693	1.00000	6.71848	5.37725	49.98084	58.25824	7.90879	9.66629	16.25034	5.61969	9.02691	7.21307	4.27088	42.24113	62.72173	8.82013	-88.3162	1147.51260
7.86564	0.00000	5.62985	9.77921	53.63043	62.84734	5.74621	9.55471	17.18306	6.49014	9.96034	6.95307	5.61101	41.27194	62.61346	9.60982	123.17306	1084.02843
6.58826	1.00000	5.13170	7.89821	45.72518	61.16523	10.36477	9.05312	11.19417	8.30485	9.26166	8.93447	3.39947	36.21544	55.01588	8.89425	65.93249	1119.26341
9.20869	1.00000	5.08327	7.33390	50.71526	65.05599	7.81518	4.14484	31.04298	8.47267	9.78895	7.94869	14.33751	33.37526	61.33562	7.44516	74.3092	1153.74216
4.79712	1.00000	9.74365	3.38306	41.48635	67.99065	10.44271	11.06203	13.72937	7.05652	10.22778	8.41331	1.59296	53.14657	59.79661	7.96881	140.72287	1142.01198
8.35984	0.00000	6.82737	7.17247	59.10119	72.39365	10.41552	8.60428	7.53054	6.34437	7.67028	7.47866	7.81285	-8.43333	43.44079	8.16341	114.33333	1059.09126
8.00075	0.00000	6.71242	5.40094	51.62666	44.42572	8.67860	8.50693	23.38408	8.12257	6.06901	5.31256	5.11861	35.85	43.89712	7.92671	117.7	1077.03095
7.84496	0.00000	8.59133	7.42906	50.62735	58.67584	8.85722	7.81841	22.58392	6.97901	8.25296	6.28325	4.30094	39.08367	62.33121	6.81761	-84.50855	1089.43269
8.06723	1.00000	9.75385	7.42830	64.80651	45.42931	7.68548	3.28498	25.36398	8.81260	7.90376	13.46450	5.74980	51.4781	52.41038	6.49271	57.3552	1077.87616
6.70324	0.00000	5.22520	7.78837	53.62038	49.13286	9.02920	9.12706	17.21623	8.55214	7.04992	5.35424	2.09561	23.5654	30.19667	6.83296	119.58627	1068.23881
9.06657	1.00000	6.78975	9.53997	51.91881	60.49674	7.99909	8.68321	20.26720	7.75310	8.84840	8.27983	13.08266	51.30001	62.92368	7.99015	13.10984	1080.95559
7.43911	0.00000	9.44276	5.33702	59.36414	24.96821	7.01647	8.26283	0.51063	5.86953	8.14031	6.64956	4.17432	9.91861	50.34719	7.89210	-68.30472	1163.24336
7.93040	1.00000	8.48842	7.91624	46.65226	52.62739	9.38365	2.82410	26.48665	7.84273	8.77006	9.66035	6.37040	32.54044	29.70008	8.31113	-82.90375	1132.40981
6.26114	0.00000	2.57670	7.13799	46.55597	60.66721	8.36437	8.39763	39.22150	6.69081	5.13087	5.81716	2.41405	59.37722	37.75973	8.08074	28.19028	1088.71070
8.71103	1.00000	5.68530	9.89795	49.17095	64.80315	5.75750	7.59877	-8.52809	7.05647	7.57762	6.42107	9.88596	42.7	44.45523	7.54582	27.25	1086.81934
6.17007	1.00000	7.90666	9.46176	64.88420	72.73349	10.05534	6.98407	15.17632	6.06750	6.09278	10.83421	2.77352	39.71734	36.71735	6.80188	-74.96933	1148.26778
7.58108	0.00000	9.63387	5.99756	47.77092	61.37184	10.37982	10.97873	11.79085	6.18632	8.21988	4.74284	4.24575	9.89206	53.83757	6.77325	43.38531	1062.51650
6.72253	1.00000	3.66036	7.02252	30.93599	40.55343	8.53979	9.13942	19.28140	6.69709	9.37855	7.75949	2.40341	55.75556	65.76925	8.95867	60.70278	1098.93534
7.37199	1.00000	6.29068	7.81429	63.30928	51.57018	10.07634	7.76856	11.61244	7.02710	7.16690	9.88927	3.99212	42.50729	51.91486	7.08215	1.53414	1068.13196
7.72096	0.00000	7.88346	3.89935	64.17404	47.25752	9.11071	11.25581	22.50460	7.64691	9.60131	8.49110	4.56283	50.23019	47.50357	7.85233	8.77155	1198.85185
8.15768	1.00000	5.66018	8.21442	48.97833	57.58590	9.28244	6.67432	22.26965	7.44391	6.09792	7.75516	7.05783	14.46693	23.42016	9.82023	75.92694	1135.65361
8.54587	1.00000	7.18172	9.37567	69.29420	69.60891	7.85264	10.18937	34.49319	6.84955	9.56867	11.20642	7.98375	51.78967	61.37330	8.33245	1.15597	1141.62770
6.72793	0.00000	6.79823	7.69309	34.45487	53.95809	8.26728	10.91533	12.80982	7.08347	5.82842	8.38208	1.73752	7.50251	51.30152	7.39057	5.06258	1098.21675
8.04109	1.00000	4.67221	9.83391	60.50987	56.87781	7.19238	6.61148	-2.66537	5.72562	7.76559	4.75765	6.52507	41.54566	61.79337	5.80723	-71.29144	1156.31317
5.91623	0.00000	6.63803	5.27090	28.06091	45.26914	6.76917	7.97787	-10.98963	6.39106	6.35291	6.56558	2.40435	-19.65	32.06587	7.56035	47.31667	1178.81315
5.51986	1.00000	5.40046	7.57650	36.66891	37.51936	8.55759	12.04615	29.54828	8.54464	12.00622	11.38149	2.29770	41.77583	32.35899	8.21684	140.73667	1137.53933
5.53443	1.00000	8.74738	9.15079	64.48855	50.62310	6.84698	7.27462	19.77808	8.32491	7.52614	10.25987	2.78021	37.95143	45.90771	7.16536	-91.77127	1129.28258
9.15301	0.00000	7.00641	6.36612	63.17793	59.74895	8.43380	9.98217	29.02474	8.89616	5.62652	8.20171	13.05701	40.82232	35.09243	7.06328	-74.15987	1165.76797
7.19724	1.00000	3.61130	8.24389	50.88522	38.15908	5.08829	6.13841	27.81207	8.87306	9.86058	8.04788	3.64048	17.54907	63.67163	8.98892	82.85749	1156.83150
6.60713	0.00000	7.51925	5.57060	53.19442	59.63766	9.17699	10.77264		8.14300	4.11135	7.60723	2.69647	-28.81833	32.95634	7.77041	-52.51028	1113.88848
6.98554	1.00000	5.88799	9.70493	63.57304	24.36218	5.04137	7.80140	11.63205	7.40333	7.55500	7.68582	3.71009	51.30001	25.03962	6.98096	13.10984	1052.85277
6.30687	0.00000	8.07236	4.04707	42.89465	53.65496	7.19997	9.12032	13.37334	6.15261	4.75114	8.09627	2.36422	52.59319	45.25674	8.48305	13.32127	1113.39517
8.11417	1.00000	7.60436	10.24151	41.25341	49.03670	10.55964	7.42913	8.70147	5.81992	7.72512	8.39556	6.61155	48.35693	45.24296	7.72182	10.98461	1056.27300
6.33259	0.00000	10.50175	5.62360	34.25139	37.61818	9.69268	9.07196	0.76848	6.73054	8.22974	5.60793	2.60614	54.58048	58.71915	7.37945	16.86194	1118.02099
8.87949	0.00000	7.83004	5.58986	43.68851	16.23767	9.26568	9.64007	35.18542	5.59893	8.71080	8.82813	11.13509	6.25947	45.51488	5.83621	102.05461	1148.27246
8.20055	0.00000	4.71552	7.80960	48.64036	64.23532	8.43396	8.69536	20.08947	7.68201	7.14262	4.66353	6.10332	40.65538	43.77359	9.56960	-74.38987	1131.07286
7.94991	1.00000	6.27090	9.73553	53.47233	53.81522	7.58299	9.40464	18.24316	7.46588	9.71768	8.87067	4.74563	29.84576	41.19060	7.20444	-90.10674	1067.63091
7.94257	0.00000	9.69131	5.62443	50.24417	40.41522	8.90723	8.86168	14.74631	8.14813	7.83621	4.94375	5.87998	47.30997	51.50716	7.53425	8.52462	1175.52058
5.74727	1.00000	8.17983	10.37397	64.76152	52.98567	8.41500	9.35559	5.50936	5.70673	9.08939	10.39825	1.38876	39.72943	68.35798	8.28065	-104.83192	1110.92799
9.04775	0.00000	8.16832	8.11463	77.37899	42.22574	8.56471	7.65032	2.15933	7.94213	8.10278	5.33946	12.79716	13.70167	45.72084	6.21416	-89.10944	1191.30483
7.40633	0.00000	8.82734	4.91710	62.14143	47.87661	7.32625	8.10242	19.41656	8.71995	9.00034	5.52229	3.65058	57.30185	46.72294	7.95517	39.85331	1123.99814
8.30716	0.00000	7.14675	3.80274	51.24545	61.92113	8.11214	8.39806	3.36792	7.32060	4.56010	6.73558	5.89453	40.1675	52.07894	5.96049	34.37389	1154.97332
8.04365	0.00000	5.52392	6.89019	54.71016	21.99552	9.00523	9.15883	26.15866	8.65830	5.96854	6.77098	5.84373	44.35056	29.67012	6.96760	142.45778	1101.79754
6.91985	0.00000	7.09168	4.79643	63.30716	59.61838	8.16131	9.01150	20.29531	7.09813	5.04473	5.84855	2.58556	49.41029	51.20472	7.57549	38.15035	1148.82204
5.94769	1.00000	6.69483	8.85777	42.42157	55.63437	8.25559	6.88423	21.03607	6.82732	6.48985	8.21782	2.13280	-17.74431	46.19627	7.24575	-48.62789	1186.06983
5.89253	0.00000	10.75223	6.33830	47.70063	70.75095	9.44817	8.95033	-6.63258	9.78651	8.49516	6.83617	1.85347	41.77583	51.18596	8.09247	140.73667	1172.46230
7.69355	1.00000	7.16509	9.56544	51.25251	57.15609	7.84057	9.95312	31.74650	8.17712	9.93769	10.58455	4.03951	8.43333	49.60538	6.64616	99.96667	1105.73839
7.35323	1.00000	5.94297	9.69075	69.65174	22.49047	7.22420	7.70175	2.06623	7.51503	8.59325	8.34509	3.19804	41.54566	52.18151	7.37569	-71.29144	1198.76396
8.24974	1.00000	4.59519	9.20342	49.90572	40.91778	6.35366	6.06570	14.43510	7.82420	8.64585	7.12422	6.76489	48	56.27769	7.89332	-4.1	1051.81214
8.00518	0.00000	6.19181	5.63770	71.03996	53.79041	7.54417	7.81142	7.55627	8.17325	6.59247	5.82497	5.45639	51.42708	56.40379	6.88838	-0.91979	1060.48891
6.91203	1.00000	6.79926	8.91276	62.15077	72.29016	5.82627	6.15049	12.62426	6.67623	7.90830	9.32798	2.42774	23.9028	70.85930	6.73216	89.11943	1159.93943
6.83345	1.00000	5.68321	8.92290	39.83922	64.14520	5.05677	6.73532	41.44172	8.63922	9.25013	10.11139	2.72853	23.9028	46.46966	7.32777	89.11943	1176.76571
7.58869	0.00000	6.32616	7.30676	39.12593	37.11434	8.21238	9.27321	12.25924	6.16820	7.06857	6.63555	3.83307	15.73628	50.33260	9.14944	75.96976	1150.74835
7.48396	1.00000	4.93883	9.63720	63.14638	67.05118	4.65114	6.42910	20.09602	8.08861	8.31406	7.22566	2.99105	40.34912	70.02893	8.42197	-111.90466	1190.54613
8.09134	0.00000	7.41295	6.02078	73.95353		7.72554	7.93405	26.13568	7.54350	8.33027	6.17942	6.37005	39.96097	46.72887	6.21607	-75.60804	1063.18392
6.87595	1.00000	4.73324	8.64303	42.76046	68.97985	7.85259	5.53363	16.92452	8.64977	10.01902	7.37062	2.29028	37.73604	40.47528	7.71221	-120.93549	1093.44830
9.19138	1.00000	6.58497	8.24987	72.31912	47.02261	6.25410	4.78211	-10.11437	8.82307	10.26595	10.43367	14.28771	42.8334	52.37591	7.91787	-80.38297	1064.18815
7.76718	1.00000	7.44782	7.17908	39.57264	45.25152	3.54213	6.50254	13.04398	8.17681	10.52676	11.38494	4.85168	-22.53722	55.49271	6.81095	-42.98194	1175.76560
8.44855	0.00000	8.18223	4.58144	40.08063	56.16160	8.27695	9.33914	11.85588	8.39169	5.41678	6.86534	8.31380	47.98372	58.12256	6.33612	10.18527	1090.04475
