PM2.5	longitude	TEMP	latitude	CH4	O3	CO	SO2	NH3	H2CO	CFCs	PM10	Pb	C2H3NO5	PRES	warning	PAHs	NOx
8.25403	120.74792	24.78323	41.09822	7.64444	7.78761	8.66828	10.43968	9.26694	66.68791	60.40030	7.25396	57.53211	4.66140	1098.46490	0.00000	6.38822	4.65533
9.42045	-76.99081	19.62500	38.96372	6.61683	6.34956	8.66577	6.65023	5.87307	23.55465	68.11354	7.75442	71.68712	6.51734	1153.62113	0.00000	6.92718	7.36110
7.76455	-77.02303	27.46780	38.70734	4.91218	7.52742	6.44258	5.30710	8.64859	56.78113	72.08933	5.91206	45.60145	3.10599	1054.11736	0.00000	7.12999	10.88787
9.35672	-41.88778	15.38938	-21.205	9.29866	6.29440	6.86853	5.95743	8.06426	42.33968	77.67039	7.81276	51.98745	6.52778	1057.47441	1.00000	6.66848	8.55491
8.34965	-2.77259	17.47499	37.49073	7.32126	6.31323	8.01942	7.25316	6.94318	66.89025	67.43187	8.08874	47.53079	8.76693	1181.72431	0.00000	6.69245	8.15810
6.97725	121.06761	33.17626	12.35275	10.68905	9.13691	4.28646	5.66923	2.98450	42.63127	86.17414	8.40328	45.87305	12.35765	1106.43105	1.00000	6.97388	7.03827
9.87643	145.06667	29.82612	-37.88333	10.23315	5.94516	10.57055	9.78870	3.89908	49.10855	76.92528	6.79643	39.44082	4.62672	1115.89929	0.00000	4.76562	1.64511
9.06576	-119.27337	12.62348	50.26729	7.37971	6.27772	9.10532	9.49085	6.88525	50.50072	75.29844	7.66791	47.97040	6.24087	1064.33638	1.00000	7.03740	9.50636
8.27312	4.82313	13.69294	51.24197	8.35983	7.12636	8.57506	6.31835	6.74312	60.05405	85.02321	7.74163	56.19845	6.82433	1077.24740	0.00000	4.28333	5.52870
9.28979	-87.93341	6.73393	42.55308	10.44480	6.46084	10.46653	6.47748	4.52811	76.25547	75.50850	6.63668	42.74789	3.23696	1136.94795	0.00000	6.89164	7.08221
10.54709	1.26738	-3.97149	51.84819	8.36009	7.42358	8.79455	8.50485	6.33472	48.59703	73.14373	9.03260	55.35462	19.23916	1155.26575	1.00000	6.06608	8.85708
10.84515	140.73667	17.61429	41.77583	7.48008	6.29402	8.63838	7.03467	4.76509	35.79368	68.68898	6.11276	47.89824	3.05885	1172.10148	1.00000	6.46719	10.87900
10.28115	72.54064	21.55722	31.82539	9.06927	7.47188	7.99971	10.10163	8.88235	49.92460	82.63149	6.09341	55.76948	3.68674	1141.67445	1.00000	8.28094	8.78906
10.35990	-120.43572	3.02522	34.95303	8.16826	6.16780	6.15657	4.75880	6.52060	68.01415	67.97452	7.85257	31.65837	6.92864	1138.49402	0.00000	5.94739	8.44399
8.92275	123.33471	2.39962	8.56697	9.07975	6.38206	7.98404	8.57408	8.58071	64.01216	77.11720	7.07458	60.25545	3.44054	1083.56340	1.00000	6.83919	7.90766
7.26859	144.09638	13.81947	43.82634	5.25429	7.09931	8.30529	7.76909	5.10318	34.39585	83.80804	8.17412	46.55418	9.28651	1067.35104	1.00000	6.54776	7.70482
9.66285	-60.94228	20.77781	14.67751	6.62404	6.25074	9.69554	5.20031	8.07760	52.92694	75.45752	6.64762	45.52340	3.10081	1171.04577	0.00000	6.75954	6.55882
5.80355	100.24529	29.22922	5.4709	9.43989	8.42957	11.33989	5.55442	7.89988	42.47851	73.40134	8.27668	65.95167	9.01332	1143.04207	1.00000	7.06514	9.24579
8.35941	-94.41551	24.57680	39.09112	5.94867	8.36738	8.54915	6.29092	8.03367	43.06256	73.35140	8.08325	48.25529	9.95972	1160.39974	0.00000	7.09014	8.15652
5.49698	-117.70755	4.33150	33.52253	5.81079	6.45646	7.58528	7.86171	9.52865	60.74038	86.38508	6.37719	58.44093	3.32914	1094.49912	0.00000	7.77455	10.41494
8.56475	123.89071	20.98066	10.31672	10.08026	6.41555	10.43175	11.52602	9.32101	44.94176	77.40444	6.55827	47.65646	4.41874	1141.25630	1.00000	7.00087	5.88104
7.54123	77.23826	9.05313	11.50526	6.57573	7.90676	10.35176	10.98264	8.43335	55.77791	66.01401	7.22244	26.34573	5.73604	1074.11301	1.00000	7.94020	7.12790
8.88259	-77.02303	2.22732	38.70734	5.70233	5.02279	8.38487	9.69619	7.88920	39.94860	64.39339	7.13500	56.93605	5.58979	1163.42098	1.00000	8.08672	6.75335
7.90838	-3.53261	36.81726	40.42386	7.70747	8.18743	8.99175	9.93074	4.30843	72.27581	67.78478	7.68174	49.01357	6.54187	1079.79159	0.00000	8.08257	7.03539
8.35334	-8.53778	31.11248	7.57944	9.57258	9.19624	7.97376	9.63295	8.28934	38.22831	69.78339	5.77636	44.13009	5.14377	1070.58120	1.00000	5.67761	8.77283
6.11935	-87.70172	23.27131	41.72059	9.13652	7.96499	9.22148	5.90033	6.48854	43.85300	79.70935	6.05593	62.38240	3.37536	1087.88844	1.00000	8.36850	8.93991
8.59652	14.72443	17.46545	36.92574	4.47105	7.53036	7.72213	3.70509	10.45867	71.05494	72.54664	5.89187	68.43671	5.05092	1128.59440	1.00000	8.00863	9.41391
7.36866	-46.99583	18.39285	-22.97056	9.93961	7.15882	8.26142	10.13099	10.61575	46.02152	68.85262	6.37276	61.06972	3.69259	1091.35848	1.00000	5.45832	7.21572
6.85807	-85.76942	30.03270	39.78504	6.12996	5.07824	10.62183	7.63247	10.40951	68.63222	72.47997	8.96785	59.35718	17.94302	1054.33874	0.00000	7.69501	6.40020
7.62214	3.50309	20.31789	34.15429	9.90739	6.55243	6.48318	7.65251	4.29090	44.43445	72.49435	7.04987	62.33467	5.03133	1178.73440	1.00000	5.57222	8.70682
6.42183	65.50917	17.04142	44.85278	7.66612	6.73684	7.47936	6.21337	5.16120	48.02785	75.21420	6.59502	60.80522	2.57858	1175.00709	1.00000		9.22132
9.27776	65.27258	23.31532	58.04254	4.85435	7.46280	5.69555	8.99343	3.47413	38.55907	67.73094	9.02464	64.10821	18.17137	1170.68110	1.00000	5.51533	8.29214
11.17568	13.57661	9.91005	37.31065	9.67478	8.72097	8.36909	6.80113	3.02132	56.61536	76.83124	7.85304	43.92862	7.77748	1164.35767	0.00000	8.03210	5.64611
7.69720	122.08333	29.22350	46.08333	10.85009	8.50087	10.25858	8.06154	7.72635	42.54338	79.04362	9.60849	57.37116	32.54842	1195.62656	1.00000	4.95427	5.60998
9.47897	2.08333	26.72711	48.86667	6.62074	5.53871	9.54609	5.77988	7.48893	53.47575	82.91611	7.16497	43.11372	4.55975	1068.64435	0.00000	7.22896	6.64044
5.32195	-4.83076	24.59954	39.96348	7.82483	7.31094	10.22167	5.51880	7.45632	61.25147	76.60112	7.51462	66.25314	6.80862	1105.05692	0.00000	6.95553	5.95211
8.49387	9.0027	13.40055	11.86064	7.43730	7.85861	7.09147	8.07268	7.86491	53.39430	77.41835	6.31218	65.61781	2.97710	1183.16774	1.00000	4.84972	8.97171
8.71241	-117.70755	20.56979	33.52253	10.66637	6.69793	7.14252	7.22068	9.35957	68.94739	71.72249	7.91191	50.98661	7.95157	1064.73848	1.00000	5.54402	10.43650
9.34406	120.14278	35.52081	32.50611	7.16285	5.04575	8.08624	6.68071	7.26032	54.85134	74.96239	6.22873	94.22720	5.24118	1094.61964	1.00000	6.78947	10.27537
7.03744	103.81667	12.49007	1.6	4.43290	7.95083	9.31708	7.86181	8.00261	46.53910	70.34086	6.55218	39.81034	3.07880	1143.59858	0.00000	7.06203	7.95544
6.93013	-94.91386	15.81529	17.94979	8.00247	7.33425	6.48416	6.55566	4.55171	31.85503	86.11716	6.17328	50.83780	4.67006	1102.32947	1.00000	7.61145	8.02561
9.80930	2.18967	16.41200	48.8765	6.87674	5.84363	7.53993	4.16547	8.35791	40.60794	84.17206	6.23357	47.27544	3.16074	1111.23246	0.00000	9.10481	8.62726
8.19602	4.92235	28.25484	7.65649	4.29886	7.08253	8.49999	3.88708	11.03206	31.38029	82.46790	7.59466	23.16598	6.07544	1119.52727	0.00000	9.89323	9.01552
9.30532	73.66633	17.83500	25.92493	9.85114	5.97814	7.79902	6.85190	5.75299	45.93793	76.65011	7.47062	30.98527	5.45436	1129.87418	0.00000	6.06093	7.41482
7.04754	-97.92977	-3.13321	38.06084	9.36158	8.07910	7.54781	4.51870	6.12063	52.35295	74.22841	5.85838	32.43378	4.57894	1051.09742	1.00000	7.36484	8.24537
6.32213	30.2049	33.00631	55.1904	8.32148	8.51708	8.63961	5.07443	6.28504	40.16054	85.17914	7.98173	43.12241	8.14524	1146.15220	0.00000	5.22596	6.35007
7.89685	120.74221	26.46961	31.64615	8.13048	8.75033	9.09446	7.31688	5.79139	64.41551	74.85969	8.58571	55.67572	11.25373	1182.82270	1.00000	6.61053	8.51412
7.00505	-80.31727	14.19935	25.67927	12.21608	7.28241	7.35675	6.89806	10.83082	66.80535	83.52613	6.09040	22.70418	4.04923	1079.44228	1.00000	6.57746	6.64871
10.01506	10.03478	15.54486	37.16911	7.28309	5.68312	7.73036	4.73233	7.54723	51.49487	74.66421	6.07547	23.43127	4.68609	1154.95639	0.00000	6.51917	8.15395
5.09615	73	12.55889	40.93333	6.53597	7.82350	7.27891	5.43140	5.34607	72.44031	85.95372	6.06441	27.63761	3.82084	1114.52357	1.00000	7.28318	9.54805
9.61412	102.3278	10.02354	2.2139	7.70481	8.38058	8.66503	8.59661	6.82863	65.88080	79.15904	5.98387	62.77502	3.50643	1125.59086	1.00000	6.68743	8.79667
11.09492	138.89585	12.50126	36.33011	9.78725	7.50209	9.45825	9.75346	6.55481	15.17962	80.37716	6.29891	38.69345	3.10234	1191.93523	1.00000	5.64295	7.57802
9.24625	0.57856	12.53098	40.70995	9.24636	7.20596	8.59248	9.34802	7.79610	58.83598	81.54242	8.68329	51.26168	13.59750	1074.32662	1.00000	5.69053	8.53762
9.27063	78.25795	17.08610	9.82564	9.64661	8.64066	9.83586	8.04942	7.01430	58.57120	64.91810	7.49268	31.07317	4.60242	1078.88302	1.00000	6.11753	5.48653
9.80671	-68.3		-54.8	5.62801	6.76228	7.57186	9.77469	4.53110	35.79612	80.40349	7.54602	64.15061	5.18248	1129.62421	1.00000	5.41647	9.19843
5.83268	17.8031	23.48158	48.43174	6.43373	6.43983	6.80900	5.12280	7.41993	57.55874	68.90443	6.57306	46.25721	4.84271	1186.35279	0.00000	7.83909	4.55101
9.27523	-2.01111	2.70044	52.66277	5.80948	6.49918	7.97174	5.35875	7.69816	61.38630	73.38626	6.39103	43.03304	3.49777	1066.00134	0.00000	7.16868	8.25070
8.75950	76.35484	34.27521	10.10649	5.55575	6.91371	9.77970	5.99290	9.15754	53.16217	90.97860	6.84531	52.10122	4.48949	1094.40203	0.00000	7.95308	6.58429
10.88271	77.656	25.99737	28.71271	7.12497	6.01442	5.65487	3.97922	5.47282	51.58173	58.06292	7.33741	59.98549	4.39855	1178.55296	0.00000	8.03210	6.93454
6.01765	-3.59625	12.55169	5.27247	8.01962	6.25955	7.83559	5.19017	6.02318	41.87325	71.85443	6.55077	54.63607	3.39629	1067.19679	0.00000	8.01198	5.97833
7.49426	-81.56929	16.17353	41.55838	9.13302	6.53935	10.19172	6.94253	8.17781	69.13099	87.19009	8.13850	35.59386	9.95066	1129.67651	1.00000	6.37812	6.61710
8.69540	-71.08977	25.16685	41.9001	6.01025	7.96202	10.36207	8.34004	5.83164	54.39994	69.70129	7.42375	58.93898	4.11866	1086.62105	1.00000	5.56207	8.73022
8.36106	125.21972	-5.48110	-8.99167	8.01228	6.50497	9.81155	7.30206	7.51309	56.62614	68.31172	7.38427	48.75655	6.97277	1147.77539	1.00000	9.41896	9.78261
9.52969	2.31889	23.79767	35.21222	8.37906	8.04337	8.26292	7.69254	7.50364	44.47757	59.44291	7.54141	54.33559	6.38774	1128.39147	1.00000	4.86063	8.96208
8.18366	-94.91386	24.00275	17.94979	8.16836	6.29008	9.86034	8.32194	7.00443	58.44820	80.71709	7.50840	49.74018	5.92366	1192.05260	1.00000	8.23672	7.46686
8.91769	-73.25383	17.05094	-3.74912	6.83336	6.45845	10.51507	6.38492	8.29222	52.62396	65.24013	7.57829	41.45263	5.56291	1186.96357	0.00000	6.49022	5.82483
7.80612	68.88871	21.84615	25.95533	4.87476	6.70718	10.55107	5.91847	10.14155	34.90723	80.49537	6.90483	43.12669	4.68170	1154.10164	0.00000	5.80213	6.74202
8.69500	137.4	0.43557	34.81667	5.70724	6.80675	5.36468	5.03736	6.96354	40.71039	67.82527	8.30231	73.62757	10.70876	1113.97523	0.00000	5.33812	11.35948
9.63291	78.23456	-11.13616	28.92694	11.84862	7.02963	9.62375	9.37846	8.49029	55.12049	89.72106	6.87300	31.83359	3.92105	1116.95769	1.00000	7.47849	8.98734
7.89266	124.95278	24.13910	6.33444	5.37572	7.70974	10.51566	6.05393	10.36365	43.98214	78.10633	8.28775	43.79007	8.94805	1079.37511	0.00000	8.05427	6.52223
7.51461	145.18333	-2.87964	-37.9	7.77364	6.01123	10.34417		5.73993	59.22730	85.65090	9.51206	46.15995	29.23428	1112.97758	1.00000	7.53415	8.34484
1.70396	-68.30472		9.91861	7.94669	7.25355	8.97358	4.09097	6.33594	60.46078	70.59289	7.93211	50.08572	6.95514	1176.82305	1.00000	6.81432	9.05776
6.39410	123.33471	25.74415	8.56697	9.40442	8.10618	11.08059	7.44193	5.98691	45.71456	69.10888	8.30403	44.75897	11.35219	1194.40304	0.00000	5.46002	5.22925
6.39921	-122.86705	11.31968	45.49428	7.13081	7.06632	9.82924	5.55697	7.10384	40.53399	76.49427	6.57072	54.17057	5.47626	1155.26259	1.00000	8.36261	7.61515
9.73046	-87.882	24.59696	41.85059	5.05825	7.15625	12.32397	3.97754	10.93052	43.12410	83.60496	6.76427	67.40182	3.95559	1100.59935	0.00000	8.86597	4.41011
8.71370	23.225	33.97584	43.4125	6.91887	7.20180	7.26244	8.99734	8.67723	75.16047	73.10862	7.12805	66.88134	5.53724	1183.17236	1.00000	6.18081	10.64459
9.71502	3.87723	11.61718	43.61092	8.22863	7.17296	7.97586	6.15671	5.74719	36.23099	86.42764	6.93843	44.87746	4.07616	1121.88818	0.00000	7.08832	5.53100
9.74634	136.61667	7.17016	36.53333	6.26484	8.42420	12.19160	5.42120	9.77856	25.58395	80.58037	7.22283	34.57404	6.31158	1174.44316	0.00000	6.07217	3.72356
7.74515	110.8405	21.72955	-6.8048	8.45301	8.16574	7.69687	9.87027	9.92764	55.13666	86.25054	6.28347	36.67279	4.40880	1194.29129	1.00000	6.47616	10.35462
3.99920	30.79165	27.67310	-27.76952	6.62033	8.72875	8.13804	6.46292	5.52903	47.22533	64.69085	6.60984	69.23220	4.16275	1055.85663	1.00000	6.56954	9.66719
8.92447	-93.263	20.10011	45.0408	8.09647	6.05161	10.52615	5.23216	5.54940	37.45601	78.06491	6.61887	42.64878	4.05659	1199.70688	1.00000	7.04569	8.87365
6.13227	6.61944	32.28237	52.57583	9.12645	7.41752	7.30527	5.22349	5.32547	37.21293	84.48780	6.67922	45.59522	2.79689	1165.26525	1.00000	6.24885	8.01571
6.46432	2.45012	4.79591	48.90982	9.86896	8.07413	10.24773	5.72221	6.99702	37.91669	82.03993	8.02126	41.31941	7.17759	1192.78161	1.00000	5.31633	8.56531
9.23285	72.85107	43.38836	19.30157	10.74464	7.89255	6.57631	10.02513	11.22638	36.14549	66.41574	6.50922	63.96242	2.14712	1149.83861	1.00000	6.59141	8.08650
7.93265	-117.70755	17.11384	33.52253	9.09633	6.82209	7.00661	8.72429	10.23638	29.40815	59.54535	7.92235	44.36164	6.99221	1111.25855	1.00000	6.91398	8.93234
8.23144	-1.4001	18.54547	7.06273	8.70355	5.07670	7.55373	5.49667	8.01836	23.07493	64.47529	5.62144	61.12175	5.06732	1176.54930	1.00000	7.63267	9.22194
3.71535	24.75	16.00592	55.25	12.33121	4.60880	7.11876	4.21172	4.94167	74.57484	69.33252	7.33914	41.89847	6.01524	1162.33000	1.00000	6.26176	8.41508
7.53806	-47.53028	11.02011	-22.45667	8.27699	8.22206	8.60320	7.92963	8.54757	59.13193	80.75773	6.85423	64.23916	4.34769	1123.33408	1.00000	7.28555	9.61894
7.02393	19.27498	12.42188	50.20528	9.23481	4.20971	7.16173	9.48324	11.84426	51.74763	70.78839	6.27725	62.40894	3.51013	1138.71346	1.00000	6.20315	10.27137
9.53668	-100.44843	5.57459	20.74122	7.00000	6.36696	7.08285	5.72333	6.27231	36.88816	70.26779	6.29424	36.88306	4.64247	1156.09500	0.00000	6.97629	8.90459
8.87525	9.15214	17.51381	49.97704	5.47621	7.49765	9.48208	5.45529	8.43761	66.14607	79.53301	5.54832	48.36949	1.59918	1175.24136	0.00000	7.35743	7.29074
4.93147	145.18333	35.89998	-37.9	10.28788	6.03723	11.36434	5.32625	7.68309	44.95590	73.13153	6.35318	40.42409	4.20582	1187.47756	1.00000	7.51357	8.84299
9.22692	5.58472	5.33109	52.14	6.19422	8.17585	4.07749	3.10811	8.36923	63.91381	83.72373	8.14586	63.28228	9.51611	1140.15027	0.00000	7.32071	12.74084
8.51128	73	17.63112	40.93333	8.49318	7.40838	8.86128	8.42295	8.52379	69.41205	68.78411	7.18713	69.82795	3.57187	1105.85796	1.00000	6.43709	7.43530
6.31781	-102.36764	19.81791	31.84568	5.76278	6.71313	9.51139	8.71831	8.13705	45.37670	79.14446	7.79596	41.23099	7.93095	1163.32186	0.00000	5.79660	7.97454
4.11152	15.07041	-10.99957	37.49223	9.58040	7.32617	8.50763	4.51417	6.48266	33.27612	75.01906	8.10556	51.07271	10.92284	1198.00066	1.00000	6.96440	8.96114
6.10938	77.656	41.82338	28.71271	7.56550	7.18541	6.97475	6.37531	4.63691	82.15617	71.79237	7.91484	29.63057	8.37727	1054.76833	1.00000	7.76965	8.37349
8.09526	14.39024	6.57312	42.22718	7.14865	8.77235	7.47402	3.85423	5.85940	45.89311	59.42671	7.46668	48.77961	7.65116	1102.29725	0.00000	6.39147	6.96537
6.50793	48.41667	17.13144	-17.83333	7.58319	6.39977	7.09206	7.34938	9.93130	83.66472	83.89218	8.83931	49.04912	16.16063	1100.64587	1.00000	6.21826	8.68717
6.90021	71.57737	11.76591	21.53889	7.91836	7.34951	7.58746	5.11249	5.45748	61.73949	86.48912	6.94871	70.34855	3.57405	1099.33548	0.00000	6.34732	5.43720
10.04746	7.11393	19.87888	51.08468	8.36698	7.01377	7.44139	7.88615	5.98094	56.98464	79.40035	6.55349	66.29258	3.77952	1096.05336	0.00000	6.48828	3.61986
7.73236	-71.08977	25.59596	41.9001	5.54723	7.27531	7.49020	5.15192	9.64296	43.34786	69.70208	5.84550	50.47163	2.58158	1062.49547	0.00000	8.35032	9.84902
6.27658	-122.38731	27.89653	45.53929	10.33892	5.73587	7.37610	4.88405	5.49595	51.66145	47.32550	7.63888	91.59832	7.61731	1173.05878	1.00000	5.69448	7.92055
8.81865	47.31667	12.81504	-19.65	6.10099	8.44272	9.41637	6.25594		54.99878	73.94809	7.25111	36.55551	6.39979	1141.82883	1.00000	8.97978	7.13424
9.33926	-87.88754	32.77667	41.15376	8.76992	7.79310	6.30949	7.69571	8.74753	71.60477	75.18039	7.92938	35.02616	8.33513	1058.96188	1.00000	7.19204	9.03391
4.71715	-72.22625	17.78170	18.57677	9.65289	7.65032	9.63785	2.64151	7.94235	51.68637	79.23468	7.21857	45.40222	4.25218	1159.69898	1.00000	7.21336	8.54777
5.35791	-83.48216	24.31530	42.30865	9.78118	7.56432	7.40006	5.79339	5.19325	34.01846	82.34570	7.93624	46.26166	7.96498	1108.84231	1.00000	7.28072	8.27023
8.78844	6.26764	19.90434	4.92675	5.79439	8.09977	7.67693	8.46933	7.07644	58.88643	84.21298	8.20995	52.45390	10.19717	1172.35309	1.00000	5.06502	7.16690
8.24206	68.75915	21.20907	27.52948	6.33704	7.26087	9.46698	6.60015	8.12414	61.28195	56.23181	6.44619	30.16784	3.21658	1068.28848	0.00000	8.55880	7.32465
6.69341	-3.05814	17.86036	53.00974	12.36409	7.85450	10.02226	6.85104	9.46337	57.62744	79.69418	7.17876	56.15805	7.77778	1191.25023	1.00000	5.15719	5.82775
8.35654	-82.32483	14.58071	29.65163	7.46934	6.60252	7.97022	8.42232	8.68808	54.74266	74.94083	4.96761	53.13108	2.15429	1162.10950	1.00000	6.44465	10.70499
7.62294	-84.62081	-3.06329	42.7392	6.19097	8.89875	8.86010	7.64677	7.64179	38.98520	74.79018	7.52457	54.39010	7.23142	1153.03797	0.00000	6.00252	7.82055
7.94171	-73.95958	17.94029	40.57788	10.02757	6.45817	5.86550	11.29260	12.22090		78.41122	6.09453	47.82276	4.52871	1100.46993	1.00000	7.54693	10.45530
10.56551	120.33063	-3.87316	37.65181	7.37099	7.72675	7.36083	5.78762	5.58682	56.70984	67.84890	6.23326	40.71826	4.49586	1162.47380	0.00000	5.47163	4.99008
6.86668	86.00214	-12.00845	46.51872	10.98855	5.18946	10.16310	10.94192	10.61629	32.91880	80.91868	8.07476	47.03908	7.74608	1162.42681	1.00000	6.71983	6.19847
8.29080	1.26738	14.21137	51.84819	10.72401	6.87023	9.19008	6.89183	9.04055	49.79524	70.05318	7.84880	60.31561	7.56753	1164.55753	1.00000	7.24490	6.48079
9.29104	145.18333	26.08049	-37.9	6.47488	6.13479	9.53271	7.73520	5.99323	65.57146	78.50476	8.50790	39.53078	14.09133	1113.74147	1.00000	8.28851	9.48194
4.07796	8.73812	19.31002	41.91886	10.59152	7.57889	7.25276	4.85713	4.89364	27.44272	70.88565	7.54013	58.12114	6.56088	1069.15157	1.00000	6.65377	8.71339
9.04002	126.28333	4.30417	45.35	6.96845	8.26296	6.99242	5.26442	6.50503	60.98438	65.81216	7.24782	49.02957	3.36911	1053.72122	0.00000	6.41048	5.62548
7.89048	-3.05	12.61118	53.81667	7.28616	8.94078	6.66738	7.16395	4.24137	45.65648	75.81629	5.95569	39.07718	4.39945	1159.53341	1.00000	4.77820	7.05409
8.72824	4.86667	20.91279	45.51667	10.93750	7.63257	8.35086	8.05719	9.42549	58.48652	82.79067	6.44861	43.71619	4.07912	1187.74370	1.00000	8.28343	8.68823
7.21323	144.09638	22.17501	43.82634	9.03209	6.86287	7.19055	5.43900	5.33312	50.01686	70.49188	6.73786	54.30368	4.65217	1180.00794	1.00000	8.97070	7.37806
9.50967	2.12213	8.91314	48.8222	5.97046	6.73668	5.78232	7.70033	7.78359	64.08404	72.62515	9.19054	49.62224	22.35394	1146.54842	1.00000	7.78168	10.71089
7.18092	84.63445	26.59157	24.81757	9.30018	6.14238	8.72538	5.35560	4.67345	45.35858	74.22819	7.67037	52.79837	5.95971	1054.09473	1.00000	6.83365	7.19036
5.65610	-118.25508	24.76972	34.14251	9.77641	7.20716	10.95445	3.72151	7.79766	53.06135	82.70890	7.41874	55.07923	5.62650	1117.96408	1.00000	8.17365	6.93563
7.78985	59.4839	9.94882	58.7002		8.56409	7.85862	5.63989	9.22122	63.13317	72.42156		48.09387	4.16977	1147.61795	0.00000	5.41633	9.21993
10.87188	15.28318	13.42150	-4.26613	5.72365	6.21713	7.89508	2.69465	8.37117	41.96071	75.82795	7.21834	41.73828	6.00632	1115.24376	0.00000	7.90978	8.28741
7.47118	2.59753	19.00520	8.88649	10.38671	8.13091	8.05605	7.92490	10.16585	54.87068	87.40133	5.48118	56.81418	1.41647	1091.35071	1.00000	7.31633	8.51004
8.64989	77.656	18.93103	28.71271	5.81744	6.39936	8.23727	6.00179	7.41566	82.02588	71.27475	7.37249	40.33277	6.55035	1103.46239	0.00000	6.43635	8.46002
10.16180	4.52514	5.27194	12.74482	6.57457	7.40726	7.03426	8.64565	7.60465	48.40716	76.82868	6.49914	62.38989	4.18793	1153.95776	1.00000	7.38078	10.39345
10.53468	12.38878		43.1122	8.01101	7.16673	9.24745	6.21289	5.51423	67.75462	71.78785	6.47007	53.64421	2.28204	1067.83960	0.00000	7.06101	6.02516
3.93946	-41.88778	12.39842	-21.205	9.26891	6.29453	8.48658	3.95991	6.04107	37.73144	72.78464	6.62716	54.70600	4.58686	1060.77106	1.00000	7.10650	8.15443
12.25341	-73.26022	21.23821	6.46838	8.35816	6.31865	9.32175	10.82240	5.03502	58.49985	84.15955	9.39089	29.96313	25.49646	1071.51742	1.00000	6.04369	7.62978
7.68837	86.00214	17.11688	46.51872	12.34648	7.61139	9.23705	7.61501	9.26277	40.25607	83.41749	9.38141	53.02544	24.40792	1137.87690	1.00000	4.95779	5.89731
8.57680	117.33333	8.25605	34.85	5.94478	7.00381	10.26909	6.36744	9.04372	50.13329	80.66301	6.10245	35.81699	4.03813	1145.10226	0.00000	7.91620	6.18048
7.28722	-86.57415	16.03233	15.48131	5.13333	7.77559	9.77204	6.54024	9.79885	41.31367	80.94605	6.50868	39.45881	3.18836	1168.25060	0.00000	5.73835	7.54896
2.85188	6.61944	14.39742	52.57583	10.07196	7.72685	8.30383	1.72536	7.03694	51.61870	70.70526	6.83243	57.64551	3.64583	1157.98667	1.00000	5.68764	7.55771
8.50226	83.62389	25.78701	53.30972	4.69856	6.95073	8.21510	4.79067	9.15163	50.64237	65.53431	6.47865	51.54001	5.94508	1185.58344	0.00000	5.75580	8.94167
9.67107	-1.47217	5.71256	53.46506	9.66414	9.46580	8.31109	5.11100	3.70943	38.74846	84.88018	7.53441	67.44868	6.49095	1091.52462	0.00000	8.27285	7.91760
9.53592	-84.50855	-2.70597	39.08367	7.45241	8.46704	8.02713	9.62745	7.64778	22.40658	78.38530	6.51197	37.41977	3.94887	1170.08317	1.00000	5.70860	7.84597
9.45579	105.89333	26.51601	34.56861	8.63788	6.63274	10.97697	7.57801	5.86409	53.92078	71.80101	7.75725	46.49463	7.38236	1155.61016	1.00000	7.03500	6.90251
9.14488	17.10558	14.67638	61.72744	7.60027	6.73088	9.97594	7.82236	7.70198	38.20301	83.51917	6.68107	55.32708	4.58371	1079.88761	1.00000	6.94236	8.65558
5.07076	51.3452	11.82637	53.37596	8.06789	5.67027	6.24148	5.37441	4.13828	22.80288	79.84991	8.32827	47.33364	10.94600	1147.08576	1.00000	6.64457	7.98139
6.84226	-60.1831	16.18774	46.1351	5.20765	6.47897	9.24568		9.76818	50.31472	76.75050	6.56272	45.55152	4.62460	1197.52456	0.00000	6.93957	8.48911
12.34654	-83.48216	24.52228	42.30865	6.37977	7.40415	8.39571	13.22638	7.81127	35.63243	73.79179	7.62802	32.53947	5.72298	1107.29895	1.00000	8.44306	7.53586
7.40230	4.7934	11.58716	45.69558	10.80930	7.69700	8.70268	9.47520	10.56524	52.06759	87.35860	7.93167	39.40516	7.66280	1061.20773	1.00000	6.60001	8.46432
7.94407	-8.33147	17.54860	41.20485	4.50319	7.15308	6.74523	10.98673	9.37391	68.10031	71.56914	6.91690	42.82990	3.81291	1121.26831	1.00000	6.24194	10.73134
12.71913	-68.30472	10.19474	9.91861	10.18219	8.18547	9.01234	6.89051	4.71808	33.14328	89.08063	7.34520	54.33757	8.11431	1156.05247	0.00000	5.85566	6.87689
7.31625	4.07601	13.82129	50.88506	8.95805	6.58410	7.52006	6.18705	8.06027	36.63135	70.76097	5.67128	42.85037	3.31604	1050.78994	1.00000	7.21678	10.33812
8.20486	-119.0376	14.23502	34.21639	8.06179	7.84669	7.52153	6.15881	5.50055	37.08057	72.20745	6.93242	58.54024	3.77897	1124.55147	0.00000	7.41092	3.89049
6.31902	-8.2503	36.16076	37.08819	4.06783	8.17455	8.42820	6.51905	10.50965	49.02085	76.89590	6.51759	47.13588	3.74804	1163.72523	0.00000	9.60598	9.51072
7.89521	-72.97261	5.33625	43.61062	8.36780	7.84649	9.79580	5.84149	6.23909	62.01093	87.42603	6.58262	52.85285	2.22450	1070.11987	1.00000	5.73575	9.36310
