NOx	latitude	CFCs	CH4	PRES	C2H3NO5	H2CO	warning	SO2	Pb	TEMP	PM2.5	PM10	O3	NH3	longitude	PAHs	CO
11.34276	55.85	61.74514	11.45325	1057.10211	0.13756	53.95884	1.00000	8.81712	30.42535	3.37496	11.40699	8.83134	5.50169	9.86288	37.56667	9.78680	8.72911
9.12688	-19.32556	64.44271	7.69247	1173.93746	0.06303	55.63757	0.00000	10.79568	51.32548	2.76886	7.34759	7.75894	10.59343	10.56595	-41.25528	11.09604	6.60730
9.12611	48.06919	66.20067	11.79280	1057.06548	4.17516	35.29213	1.00000	12.03168	58.45810	9.22173	9.90912	12.40339	10.19689	9.54897	11.37703	9.15745	10.47321
10.29920	-16.25	88.04160	10.91861	1154.06505	0.04416	73.70783	1.00000	7.41048	49.95477	2.17790	8.76173	6.11149	7.52710	12.10978	-69.08333	8.92920	9.31058
8.70118	52.57583	72.12926	8.04221	1181.29930	0.04850	51.30614	0.00000	7.63393	35.93665	15.59617	10.59457	7.70444	8.02070	10.38010	6.61944	9.92591	9.59248
9.08938	-31.4488	62.38916	10.07868	1095.38215	0.46612	53.88994	1.00000	11.43631	41.41141	37.76447	10.53233	10.19546	11.99390	9.53357	-60.93173	9.26403	9.40567
8.92308	51.38673	68.21717	9.78231	1142.17923	2.09912	32.69394	1.00000	11.07222	48.34892	18.61777	9.90838	11.72121	11.21661	8.35467	0.30367	10.48742	10.33520
6.84058	49.68369	80.90692	10.18155	1168.89928	0.06274	42.22542	1.00000	10.95704	71.94028	1.27473	11.60138	8.07134	13.44688	10.07425	8.61839	11.48021	9.70396
4.87876	39.96097	59.75166	9.47689	1111.43995	2.34849	31.51540	0.00000	10.71528	46.38579	1.26948	5.62300	11.82239	13.48833	9.42420	-75.60804	9.26072	9.04998
8.88452	25.92493	83.63208	8.05164	1061.41248	0.05693		0.00000	10.83676	61.16169	11.56763	9.47797	7.45947	10.10894	9.94643	73.66633	9.72827	8.96718
5.82411	10.20898	75.80389	11.38501	1097.65821	0.09609	40.33896	1.00000	11.61870	51.52934	15.97445	10.69623	8.53551	12.58455	10.43681	123.758	11.16328	8.19078
10.33719	43.83125	73.95778	10.83487	1189.82295	0.00846	51.22376	1.00000	7.29019	25.23075	18.23622	9.09735	5.22264	7.82639	9.81524	5.03586	9.07217	8.80811
10.41715	59.33333	66.71039	9.01584	1158.12571	0.13988	56.08378	1.00000	8.37765	21.94328	15.06702	7.62173	8.82642	13.77643	9.82168	18.28333	9.22830	9.07935
7.56591	40.24537	70.84720	11.14594	1135.11451	1.10762	40.43068	1.00000	11.47436	44.10061	15.90144	11.31217	11.05456	11.61872	10.40999	-75.64963	9.67081	10.04946
7.81589	39.43534	83.66493	7.43937	1161.58198	0.12817	69.44852	0.00000	10.06507	57.96140	27.37203	9.15579	8.73544	12.10198	10.71161	-84.20299	11.34710	11.09245
12.33829	-8.28333	72.14628	6.10758	1136.46720	0.02679	46.26944	0.00000	10.54722	51.27624	18.30603	10.94192	3.76433	12.60565	10.52264	-35.03333	8.02367	9.53371
9.20244	33.37526	69.49930	12.25570	1128.35994	0.11205	49.59258	1.00000	7.01071	55.49714	18.51128	9.01183	8.49588	7.48445	8.26952	74.3092	10.05436	9.35685
11.23669	20.74122	65.70722	10.80944	1103.24878	0.09152	44.41846	1.00000	8.49613	54.10058	23.57555	8.13554	8.13628	7.99242	9.17105	-100.44843	11.24918	7.36197
12.76894	38.37255	71.00642	9.34814	1107.58269	19.60598	30.30391	1.00000	10.07401	31.92556	16.57208	10.05060	13.95359	8.73477	9.84143	34.02537	7.90112	8.87337
7.48898	47.4943	56.57325	11.57207	1177.23274	0.37491	40.35498	1.00000	12.11272	67.73347	14.82058	8.88258	9.89368	11.11022	9.48209	-122.24092	10.20649	9.89206
12.81947	35.89972	78.46263	10.31663	1148.49798	0.06770	52.87927	1.00000	9.48375	60.42902	11.77605	6.60739	7.81578	7.32295	9.10680	14.51472	10.13053	8.99686
8.35598	-4.83	80.10410	14.38064	1079.86525	0.20223	57.31275	1.00000	6.18161	44.23938	18.01959	7.17901	9.28277	6.27497	9.07717	29.65806	10.45061	10.65283
8.54136	42.64685	67.40413	11.19475	1196.62174	2.25416	70.96414	1.00000	10.33623	52.91811	27.80260	12.32586	11.78456	10.27549	7.26530	-5.55835	8.45371	8.81228
8.05171	-3.74912	68.91587	9.42315	1151.36789	0.08364	61.13706	0.00000	11.55690	63.92473	6.19988	8.60096	8.17220	9.74289	8.71271	-73.25383	9.79905	10.66102
9.52193	-21.41222	80.76409	9.77710	1053.24526	0.60015	49.37682	1.00000	9.26329	48.39798	17.89819	13.27373	10.42209	11.06956	10.84617	-42.19667	10.68175	10.84137
11.03573	33.43443	62.87646	7.98774	1176.94140	0.03459	36.16404	0.00000	11.61318	56.99431	9.40961	11.45699	5.31595	11.03658	10.53936	-5.22126	9.80058	11.41355
9.11512	55.25	49.49458	9.78547	1071.14924	0.88930	35.56063	1.00000	11.00605	50.72584	17.45932	10.11207	10.83242	11.04635	9.40216	24.75	8.88330	7.30727
8.10156	-31.95224	75.85433	6.92089	1160.43643	0.03999	53.41552	0.00000	8.64472	25.17362	14.52890	11.04983	6.87724	4.98570	9.10716	115.8614	9.82099	5.89449
14.67234	52.41667	53.35820	7.52037	1130.10447	0.60493	49.04471	1.00000	11.82465	44.20038	32.51574	7.76747	10.45177	9.82715	8.70675	0.75	8.02485	9.43795
4.72749	43.41949	76.36738	12.27986	1116.39780	5.31988	36.51830	1.00000	13.90320	42.58450	4.77230	8.52870	12.64866	12.00298	9.72214	77.0202	10.24741	9.15986
6.41914	33.54428	66.42452	12.17576	1158.59584	5.02040	58.17253	1.00000	12.09809	62.94286	-2.44453	10.95498	12.59084	10.72010	11.29255	-84.23381	9.37221	9.59636
5.73961	-23.7975	68.43402	5.57065	1075.26151	0.12673	38.78370	0.00000	6.36087	59.84522	18.67424	10.31516	8.65223	9.99788	10.09537	-48.59278	8.36828	9.67589
8.25480	-22.92306	65.39024	12.73776	1057.06672	0.06795	42.66110	1.00000	6.29562	45.73603	19.42232	10.53504	8.01336	7.72036	11.91642	-53.13722	11.32232	9.87013
9.85306	29.65163	82.89266	12.50848	1059.49438	0.11600	43.45142	1.00000	7.50643	45.04463	7.25348	9.36207	8.67374	7.28273	8.99702	-82.32483	8.98418	9.48536
8.07135	49.65186	74.98664	7.58554	1102.22910	0.05038	57.23657	0.00000	8.29084	54.14978	28.25839	9.28597	6.88952	8.11013	8.66083	26.97253	8.86016	9.68968
8.22210	52.14	68.77308	8.47204	1174.95471	0.06528	38.27652	0.00000	7.79855	42.84127	11.01164	10.28779	7.87472	7.90220	8.06457	5.58472	9.42166	10.47822
7.06257	-2.13404	71.35536	7.86116	1118.91623	0.07916	37.69711	0.00000	9.27840	24.62745	3.51004	11.21824	8.19107	8.89805	9.57384	-79.59415	10.14481	10.08255
9.49396	51.65	65.09128	7.08468	1131.48782	0.04156	63.60442	0.00000	10.29916	28.59323	19.48480	9.47529	6.86757	10.61591	8.78329	-0.2	11.32976	9.34563
8.09960	-27.50578	60.67962	8.41713	1132.74023	0.07883	47.92653	0.00000	10.24603	78.76582	21.54582	11.17424	8.20753	5.95372	10.48830	153.10236	9.58025	9.42749
9.10315	38.54491	69.19686	14.18960	1125.10719	0.26387	62.15827	1.00000	6.75497	49.35118	22.00294	6.49363	9.52268	6.87772	9.09273	-121.74052	9.24978	10.22438
5.73517	31.82539	63.84636	6.53145	1123.47463	0.04651	55.09381	0.00000	7.91735	41.57559	27.37432	8.08186	7.21786	7.52883	10.28679	72.54064	9.59324	8.21954
7.97340	-24.19436	74.73500	7.14682	1111.24828	0.08079	63.28090	0.00000	9.07390	50.45857	-1.71846	10.71434	8.20237	8.58969	7.94881	29.00974	8.31482	9.72254
10.24432	49.68369	58.80330	10.41904	1155.91878	0.13372	36.74697	0.00000	8.93546	27.58376	12.29869	13.10345	8.73398	9.11911	8.60768	8.61839	11.19471	8.44873
7.31546	64.5635	76.34534	10.04318	1089.36611	0.38878	43.07193	0.00000	12.09756	44.02179	29.89751	7.11668	9.96329	9.44799	8.68491	39.8302	10.39430	8.72913
9.18945	39.33427	65.56561	11.13515	1121.68047	0.03705	59.40896	0.00000	12.50314	27.55268	3.44609	9.79276	5.98147	8.02627	10.66457	-76.43941	7.55338	10.22319
8.63799	3.27833	61.16152	10.84460	1088.22805	0.07024	51.46740	0.00000	12.80876	50.82752	10.44219	8.92231	8.08924	7.42292	9.91542	32.88667	8.23147	11.16004
8.88646	29.65163	81.73842	8.23407	1189.29540	0.06741	42.55893	0.00000	7.72666	56.86668	18.16305	10.51406	7.86523	7.54007	8.56529	-82.32483	8.62082	9.99231
12.28560	27.92333	72.51526	9.05385	1108.15922	0.01872	50.24172	1.00000	9.00409	55.52159	0.83371	8.15507	6.03707	8.58637	10.12788	118.53333	9.22835	9.20627
8.26966	12.74409	63.45223	11.69587	1072.92686	0.20630	53.75662	1.00000	11.15338	50.16107	17.57725	10.46016	9.30157	10.71382	9.70164	-8.07257	10.86934	9.35129
11.76548	27.85	62.78263	8.77527	1099.11766	0.04395	56.49018	1.00000	9.10020	58.07330	16.44248	11.21029	6.94412	9.53008	10.22318	112.9	8.95531	11.50652
8.49653	5.20856	64.98062	8.26442	1174.64352	0.04562	45.30663	0.00000	10.67778	64.17111	16.59525	8.33296	7.33290	12.92118	8.08926	-74.73584	9.52399	9.09674
9.07719	-7.54972	73.62333	10.30176	1106.92345	0.18599	60.54078	1.00000	9.62444	58.70613	10.13152	12.93411	9.19381	11.31962	9.82192	110.71639	7.90851	9.78295
6.78740	51.04962	64.43084	4.92973	1093.37194	0.85165	44.51019	0.00000	8.48300	30.32139	23.47566	5.26394	10.80330	15.15352	10.25282	12.1369	10.69467	8.90887
10.05434	34.08565	71.50726	9.95427	1199.88572	1.76567	39.51810	1.00000	10.34665	54.60897	20.55930	11.68582	11.53338	10.66089	9.18304	74.80555	10.17774	8.99005
10.30943	9.91861	71.47281	10.85604	1101.47925	0.30664	100.00000	1.00000	8.23532	33.43867	20.39837	8.34163	9.74616	9.69872	8.25578	-68.30472	9.33835	8.86419
7.84706	51.64316	82.84983	7.71500	1067.69901	0.12807	53.94325	0.00000	7.92298	51.82605	11.00588	10.80977	8.64147	9.02224	10.49118	-0.36053	9.86781	8.47430
11.28431	45.44694	62.19028	11.38741	1169.23370	0.05815	61.59721	1.00000	8.49741	70.85615	7.12191	10.38422	7.67372	6.86803	10.58983	8.62118	9.13338	8.83153
6.61961	-23.85972	66.23525	6.94543	1056.53316	0.22686	49.37339	0.00000	9.09824	47.79504	11.97495	6.47783	9.41702	12.73008	8.56224	35.34722	8.10435	8.50467
10.04161	-0.35817	56.10551	9.58811	1080.72876	1.22899	35.74148	1.00000	9.12530	67.05544	2.16120	12.49624	11.16683	10.40504	9.67338	42.54536	8.66711	9.69376
6.35064	33.43443	73.59365	12.05540	1185.06898	0.45163	50.55622	1.00000	12.21123	63.66066	13.96660	9.84909	10.09739	11.75477	10.22671	-5.22126	10.81203	10.89377
10.95845	37.1759	68.71659	11.18362	1078.18619	0.33582	49.55705	1.00000	8.69027	45.14029	22.21443	9.63614	9.77784	7.12666	9.71900	128.9889	9.83406	9.54441
11.59010	42.22718	83.16439	8.39617	1180.92065	0.02529	48.78913	1.00000	8.62780	49.68258	30.48122	7.84102	6.13755	10.45059	10.50655	14.39024	11.01511	10.23536
9.52487	50.79205	72.80600	12.82319	1140.05112	0.27215	33.68758	1.00000	7.34645	24.66260	16.84347	7.82729	9.62708	7.74804	8.91256	-1.08593	10.35100	10.53560
9.98327	34.65918	76.98934	8.63356	1081.86858	0.01970	70.53072	0.00000	11.53667	46.96497	32.10704	9.88206	6.47763	8.45376	9.24437	109.22921	9.23603	9.51053
6.73822	35.89972	61.07916	7.80468	1100.37719	1.11161	56.87348	0.00000	10.73529	42.49733	21.06254	7.92297	11.05696	13.72070	11.22197	14.51472	10.28586	10.93068
8.06102	23.02677	63.52810	8.98301	1081.98757	0.20633	50.41194	0.00000	9.82710	44.54871	23.11255	12.16582	9.31695	8.85973	9.17480	113.13148	9.53533	8.65315
4.17429	43.67681	80.52835	7.49634	1083.09580	10.03752	50.52657	0.00000	9.37939	27.53831	5.05275	3.28086	13.28448	16.14314	8.17563	4.63031	9.20132	8.14076
9.88581	38.96372	62.67179	9.00696	1120.31225	7.66418	46.56621		11.06116	38.28969	22.30424	13.11341	13.01262	12.31315	10.17011	-76.99081	8.62658	8.77157
9.10747	-33.38056	84.46217	11.99848	1192.90228	0.30405	38.09063	0.00000	7.21512	55.96427	25.98567	8.52662	9.67470	8.34575	11.15220	-56.52361	8.97616	8.79888
7.46469	44.80477	59.66092	6.59365	1137.23292	0.09113	61.96959	0.00000	8.25677	41.53216	14.18445	11.77373	8.16006	7.80405	8.89716	-0.59543	8.52280	11.15868
10.71431	34.25	68.87868	5.71866	1176.16522	0.05113	65.47038	0.00000	10.20296	43.51293	21.55323	10.05197	6.79486	11.43826	10.20577	135.31667	8.00967	9.18282
9.04527	-33.75881	76.76982	6.78744	1119.34076	0.08510	77.62384	0.00000	6.51149	46.32048	20.03327	11.39403	8.12958	6.68740	7.34998	150.99292	7.84696	7.87178
7.32310	-4.83	70.22264	8.20089	1153.25859	0.67897	65.31720	0.00000	11.01578	34.42468	16.40691	9.21306	10.52706	11.21711	9.97051	29.65806	10.38003	10.89172
9.58420	52.2	65.54517	12.38163	1127.57244	0.07325	50.34516	1.00000	7.08628	36.44037	5.27330	8.17297	7.85318	7.96961	9.56195	8.63333	9.03633	7.08198
7.49048	41.72059	68.93987	5.55024	1096.89651	0.13661	40.51490	0.00000	7.88457	48.47078	11.51498	12.25552	8.84397	7.78727	8.44800	-87.70172	8.84810	10.63756
9.91435	-8.28333	70.53989	6.50632	1136.09596	0.05432	68.63638	0.00000	10.27412	47.55487	7.17034	7.52781	6.98793	10.95067	7.39487	-35.03333	10.64193	11.77741
6.94040	31.28092	71.64392	10.93527	1080.26312	0.51660	65.92099	1.00000	11.62139	36.58222	11.99636	11.70629	10.29492	12.60069	7.64984	74.85849	9.81795	9.53990
5.43835	22.98212	64.23656	6.53962	1117.91630	0.31906	42.92148	0.00000	7.93698	47.83801	7.37873	9.81101	9.81101	7.81583	10.03292	-80.58556	10.35662	8.21875
7.42237	27.92333	67.65023	6.19281	1068.21880	0.19950	55.94596	0.00000	5.68877	45.89761	33.29917	9.88809	9.19537	8.01141	10.20866	118.53333	9.43908	9.69356
11.64113	50.88506	56.15085	11.29145	1180.22692	0.85010	48.55680	1.00000	9.44779	36.44336	32.34671	10.91319	10.77758	6.14823	10.12432	4.07601	9.84551	9.54653
7.43264	-23.44361	72.63394	9.36010	1108.23908	0.23913	64.57842	0.00000	11.31378	57.87774	16.59310	8.33083	9.39000	10.18872	10.59315	-51.87389	9.20912	8.93460
8.01078	41.77583	78.42783	9.95581	1072.61075	0.08128	63.62182	0.00000	11.69638	40.95289	16.86516	10.68068	8.09162	10.00841	9.57889	140.73667	9.68700	9.97857
9.20264	51.24197	69.85959	9.77869	1145.95546	0.04044	44.07865	0.00000	12.17861	37.68260	13.34991	10.93532	7.40405	7.26752	8.38048	4.82313	9.60992	9.35817
12.99742	35.72917	58.93363	7.93753	1053.33142	0.37927	58.73364	1.00000	10.49572	44.47281	26.22682	7.50521	9.96201	11.02308	10.92685	10.58082	8.17297	11.61323
8.24500	23.18	65.08462	9.49372	1137.19190	0.07338	49.32523	0.00000	11.53468	48.80337	20.66946	8.13791	8.20971	8.61647	8.04902	88.58	9.45093	8.91412
8.96130	50.88506	75.94285	9.35296	1118.01177	0.12194	53.22672	0.00000	10.18410	57.39513	21.02799	11.85668	8.65980	7.16022	11.41985	4.07601	10.10405	9.85883
10.74890	37.65639	65.85875	10.82455	1187.33650	0.70318	43.18329	1.00000	8.73089	49.15368	-2.25237	8.66756	10.59028	8.66629	11.54016	126.835	10.06011	9.36689
9.54195	28.54944	70.38798	12.25763	1060.22606	0.03971	48.58484	1.00000	6.77515	56.74346	17.10953	6.81195	6.90373	8.21791	8.77745	-81.77285	7.29507	8.49012
8.20790	39.08367	62.51925	7.38052	1145.93755	0.05956	50.22163	0.00000	10.00010	66.52520	40.96229	7.24077	7.72236	15.01501	10.09382	-84.50855	11.16847	9.92982
9.99016	34.25807	63.32341	9.11679	1170.32574	0.19444	59.74611	1.00000	9.92198	29.16852	18.16346	11.36892	9.27018	11.82778	10.20845	-88.70464	9.27983	8.59578
9.40673	14.66	56.91879	12.41061	1189.34921	0.20669	46.32544	1.00000	7.31009	36.87284	23.15543	8.33119	9.26664	9.38127	9.66920	120.56528	8.99276	9.30181
9.89902	42.28639	80.25503	12.83957	1071.46436	8.45555	48.13263	1.00000	8.55322	38.24146	5.80103	10.22731	13.11100	8.52217	10.86605	18.84	9.01335	10.61809
6.86473	34.08565	73.96953	12.25430	1158.88999	7.10101	43.62638	1.00000	13.10248	53.91777	3.35672	8.26353	12.93614	10.37766	11.55412	74.80555	8.66334	10.31928
9.18994	53.69786	86.44188	10.41465	1092.21677	0.07194	40.97375	0.00000	12.89899	56.26439	33.58328	10.42407	7.81213	10.04601	10.59430	-2.68758	8.56540	8.67553
7.26452	33.41012	62.80699	7.59552	1162.86220	0.04089	52.41129	0.00000	8.63544	61.74252	16.64140	8.61559	6.65436	7.79791	9.62529	-91.06177	10.23780	10.13958
8.17761	25.92493	66.84288	9.88083	1193.49624	1.05882	53.87714	1.00000	12.02672	77.67481	-3.52682	10.07190	11.00621	12.65738	10.34424	73.66633	9.19660	10.38127
8.08598	51.78771	62.26264	10.38120	1186.54217	0.08033	41.01405	1.00000	11.13884	62.84399	10.16884	10.24025	8.02264	12.40342	9.04895	56.36091	10.17365	9.75968
8.69713	41.1053	72.33407	10.58394	1131.76335	3.05100	58.18983	1.00000	12.56880	52.25895	29.36885	9.54403	12.08728	11.87904	9.86351	-7.32097	10.97763	10.37717
8.91887	50.80904	69.72550	10.62826	1176.57229	1.63354	39.37624	1.00000	10.52318	49.34289	17.73855	10.86191	11.44762	10.47610	7.70945	8.77069	8.93306	9.35648
11.98622	38.38479	75.05436	10.22478	1173.22708	0.05556	54.18281	1.00000	8.83910	68.00996	13.96096	7.54570	7.20968	7.41793	8.85123	-0.76773	9.26585	11.04900
8.65827	42.22718	84.60002	13.73592	1177.33481	0.19508	36.23084	1.00000	6.41885	48.83387	11.47778	6.13540	9.18528	8.00722	8.71099	14.39024	9.85112	10.36880
7.09143	39.08367	50.81272	7.40584	1164.47208	0.17762	22.93152	0.00000	10.31129	72.75736	24.86430	11.82402	9.04884	7.91881	10.00609	-84.50855	10.05315	8.80063
8.29525	10.12268	71.66170	7.90984	1143.85989	0.11988	48.12542	0.00000	9.40334	61.26478	7.06801	12.18561	8.61035	8.81626	9.34592	77.54372	9.49882	10.14125
8.85083	-34.28853	55.53203	11.34410	1081.29678	10.51768	46.28271	1.00000	12.42354	56.46258	23.25548	8.90142	13.32976	10.07443	9.70540	146.05093	10.63328	10.34199
9.41143	42.97086	76.96258	10.54989	1065.23570	3.74899	73.11056	1.00000	10.06123	43.08243	14.19531	12.88431	12.29183	10.40490	8.26093	-82.42491	11.14994	9.18438
12.45433	36.02506	68.26500	7.80925	1195.80266	0.03371	41.75719	1.00000	9.23143	38.96416	28.72125	5.98860	6.20740	11.83259	8.23328	-86.77917	10.06585	9.40345
7.73511	17.54907	86.03890	7.71987	1128.06614	0.32524	57.76631	0.00000	10.54461	55.29684	30.93926	7.98786	9.75745	10.35083	7.84509	82.85749	9.37580	9.35586
9.82173	36.20389	57.40931	10.31276	1107.79589	0.06495	56.44361	0.00000	9.51972	67.28332	1.07046	11.81935	8.06997	7.65707	8.93100	127.08472	11.32758	9.43789
8.17776	20.21322	62.85761	12.32895	1058.47148	1.15057	70.30721	1.00000	11.21264	62.36961	-5.28924	8.66982	11.09772	9.46021	8.78405	-100.88023	9.77766	9.90866
12.11508	48.46458	67.33975	8.19163	1173.46218	0.51877	29.79452	1.00000	8.41212	64.54335	25.14925	11.88298	10.27122	10.46366	8.87720	9.22796	10.65477	8.99867
6.45104	6.8485	61.88485	4.95352	1153.56167	0.25746	48.30078	0.00000	6.65098	47.72397	11.96067	11.22099	9.51677	8.39610	10.75355	3.64633	10.82756	10.40021
7.30612	-20.25333	67.80216	10.80985	1081.23861	1.66853	41.18877	1.00000	12.83839	49.98440	22.47108	10.47126	11.47603	12.64122	11.00397	-43.80139	8.86077	10.22663
11.21634	36.02506	70.86086	11.22024	1088.40546	0.08066	43.45810	1.00000	8.60235	42.31987	17.59832	10.86732	8.08003	7.34637	9.64889	-86.77917	10.83831	9.27150
11.58588	33.43443	84.44162	8.36484	1123.05546	0.03138	49.58870	0.00000	12.51589	81.29265	19.90165	11.45802	5.76213	9.39593	11.66212	-5.22126	8.45567	11.21175
9.29487	25.49043	59.72823	9.17011	1050.59927	0.08218	59.64861	0.00000	6.70828	42.67430	16.54358	10.47390	7.98675	9.20349	7.48712	85.94001	9.87657	7.85205
8.37329	37.58105	64.18108	8.63162	1153.18641	0.14672	44.66930	0.00000	11.53266	63.61801	17.56247	10.15650	8.94114	11.13230	7.11653	29.26639	10.01028	10.14937
8.90219	19.30157	64.94338	9.95982	1114.04446	0.21643	62.83154	1.00000	9.85983	47.78821	8.69480	12.14110	9.30294	11.46916	9.98871	72.85107	8.72700	10.22662
6.82793	28.54944	81.41063	6.34842	1087.84235	0.09277	52.36427	0.00000	6.97525	33.68251	9.92420	9.28194	8.36103	8.80769	12.53160	-81.77285	9.98222	9.59652
11.95937	23.9028	79.78656	11.71927	1165.70081	0.98945	67.90973	1.00000	9.52741	52.93408	10.90265	8.58821	10.93568	7.32158	9.07089	89.11943	7.92981	9.85565
8.76894	58.1908	73.37137	13.64951	1064.11034	0.36090	41.61039	1.00000	6.67101	37.78637	29.12668	6.35395	9.90674	7.75168	9.63284	40.17171	9.25642	8.74429
8.34848	10.12268	57.25020	10.35051	1172.78271	0.85713	36.41200	1.00000	11.10959	49.70605	11.64647	10.88419	10.81070	11.50597	8.19364	77.54372	8.34695	8.96387
14.07934	57.14369	73.36714	7.48548	1097.58591	0.04679	81.36660	1.00000	10.74403	41.91084	8.79286	8.10727	7.22865	9.95109	9.47691	-2.09814	9.31436	9.80650
9.62790	-4.24444	65.70380	9.62157	1130.20998	0.92898	31.87929	1.00000	9.91966	76.38133	21.07585	11.73579	10.88686	10.66504	9.11196	-42.29444	9.70401	10.32794
14.87197	34.56861	70.87848	6.45348	1133.21053	0.03695	58.80846	1.00000	11.22449	41.75939	5.71907	8.04705	6.44102	9.09557	8.01106	105.89333	9.44707	8.98192
9.89882	34.08565	65.08932	9.39266	1164.42821	0.06144	40.85733	1.00000	9.37313	46.04426	6.24851	11.77887	8.02759	11.84799	7.48286	74.80555	8.41628	11.02709
7.72113	38.96667	75.21165	7.59302	1163.80897	0.29131	44.20878	0.00000	10.47630	33.52255	3.89379	10.11049	9.57232	11.66471	9.74563	-0.18333	10.12296	10.20253
7.34459	38.54491	66.61839	8.33037	1097.36601	0.11075	43.52217	0.00000	8.63006	49.69417	37.46466	9.55389	8.40442	7.41368	11.96779	-121.74052	11.55950	9.55504
7.63317	23.9028	80.18026	8.11616	1114.74706	0.16003	50.14307	0.00000	10.67775	47.11133	24.13180	7.64198	9.08425	12.29520	8.12452	89.11943	9.64062	8.08204
11.75480	3.51667	71.75288	10.35779	1106.83135	0.43485	63.81616	1.00000	9.52122	48.78711	-6.98469	11.14970	10.07430	7.06688	9.77250	11.5	9.95097	10.52704
12.68641	9.58126	60.22208	9.78380	1151.44424	0.02730	42.35698	1.00000	8.46053	61.03496	14.80566	5.19211	3.90395	5.73696	8.58955	8.2926	9.09431	9.63589
8.92527	-21.44345	66.30779	9.48547	1096.63511	0.04751	32.23653	0.00000	7.25890	36.47694	15.60268	9.56600	6.99141	5.88976	11.93214	-65.71875	9.16666	9.61866
6.25947	45.69558	74.69361	8.34441	1180.18104	1.15405	63.81037	1.00000	10.54602	46.37919	6.62131	5.68963	11.10186	10.64383	10.60201	4.7934	10.16916	8.73300
11.52066	31.39547	60.86313	8.24882	1091.37265	0.07703	50.69459	1.00000	8.45170	46.37645	21.66102	13.15092	8.15027	11.95539	8.41062	34.75699	9.25053	9.55870
11.30062	38.37255	67.80592	9.64367	1095.21360	0.12503	47.97692	1.00000	8.72158	53.58630	-1.30132	6.38368	8.65928	10.35548	8.69913	34.02537	9.29740	9.18923
12.24758	47.30997	83.09923	8.88033	1176.92772	0.04386	55.11035	1.00000		64.86016	3.92714	12.19675	6.12903	8.24590	10.28135	8.52462	8.97643	9.46396
7.14320	2.41669	63.31423	12.38070	1103.78405	3.81496	31.01604	1.00000	11.41008	45.82437	19.48651	11.04036	12.31339	9.77582	9.47042	30.98551	10.58392	11.22531
11.14408	-33.88096	54.94885	9.45289	1101.34326	0.37143	63.30868	1.00000	8.90799	48.39748	14.07467	6.10746	9.90723	11.51901	7.52720	151.07986	11.11173	9.00201
10.52040	41.29444	71.39517	9.01065	1052.83365	0.04054	54.40827	0.00000	12.25636	54.62198	32.38820	10.16098	6.26085	9.90448	9.03172	69.67639	8.66533	8.67430
6.19119	22.98212	75.74980	9.63107	1097.64031	0.81113	44.90499	0.00000	11.55060	61.30719	-0.45493	5.50065	10.73620	13.26497	11.14513	-80.58556	8.41044	10.02644
9.69413	10.31672	82.04417	9.84257	1186.20714	0.10601	56.25717	0.00000	9.60374	63.35337		11.93041	8.52190	7.91137	8.38182	123.89071	8.95293	10.76241
9.05088	39.96348	71.96403	12.48335	1110.58776	0.06156	39.46383	1.00000	6.64910	69.90404	25.41961	8.39455	7.62850	7.45784	10.89699	-4.83076	10.23884	9.43217
8.08834	-7.57897	58.59797	11.10270	1181.76942	2.49472	72.40011	1.00000	12.21888	31.98584	3.65166	9.98723	11.88709	11.57576	9.88245	112.23109	10.29674	8.91858
10.45065	64.5635	75.23311	7.20956	1126.55963	0.03205	57.03746	0.00000	10.44415	53.81648	10.26417	9.88510	5.34047	10.68188	9.71477	39.8302	8.78360	8.34349
9.76793	29.21399	66.42877	9.56403	1121.28399	0.56691	56.43140	1.00000	10.17412	54.19974	13.28105	11.25750	10.36849	11.00142	10.32185	78.95693	10.41345	9.47381
10.61772	8.35122	58.59761	10.11587	1198.05207	0.08190	50.67744	0.00000	7.20597	23.89484	-1.74216	11.20794	8.17725	8.67464	8.98528	-62.64102	9.43571	8.31020
9.75435	37.65181	53.21274	10.29777	1077.45776	0.14436	37.90339	1.00000	7.78893	51.41367	22.37324	9.06629	8.92933	10.13531	9.82730	120.33063	9.93646	10.72952
8.01492	27.0174	73.76605	9.16913	1115.75768	0.15713	58.93812	0.00000	11.40861	42.80947	5.95684	12.21760	9.00445	8.00262	10.17064	49.62251	11.00593	9.58056
11.22943	-2.13404	78.39949	10.74660	1101.60203	0.26508	63.80094	1.00000	8.88564	54.34777	22.74381	9.71280	9.49314	7.43267	9.91483	-79.59415	8.27001	10.55139
8.01417	39.09112	76.16856	8.33025	1162.55316	0.11782	48.96492	0.00000	10.84009	46.92061	1.28754	7.97872	8.64025	11.90750	10.58874	-94.41551	11.02608	9.11697
5.95741	51.21667	55.46430	12.10160	1163.89674	3.40340	44.54767	1.00000	12.50914	48.56534	21.07492	11.12313	12.19671	11.71017	9.18637	6.26667	7.46482	9.90266
8.66660	-33.75881	85.81825	8.18428	1051.71674	0.05465	56.41060	0.00000	9.24847	42.33691	17.31203	12.10491	7.51848	9.27326	11.18392	150.99292	9.68491	10.88449
7.22777	50.50301	64.58445	10.68657	1056.67012	0.09320	61.84190	1.00000	9.69484	51.28522	23.28771	12.09717	8.24533	11.80322	9.96770	13.63617	7.79386	9.95479
