revision	QoS	longitude	location	code	latitude
10/27/2017, 00:00:00	good	-82.61573	America/New_York	US	41.24255
2012/12/18	accep	68.49143	Asia/Karachi	PK	25.80565
05/25/2014, 00:00:00	excellent	-102.04897	America/Mexico_City	MX	19.64745
07/04/2015, 00:00:00	good	43.2379	Europe/Volgograd	RU	50.06
03 Jan 2022	accep	-45.94722	America/Sao_Paulo	BR	-21.42917
2018/12/03	accep	-80.22588	America/New_York	US	26.2173
20 Oct 2018	average	-76.72803	America/New_York	US	39.32288
2015/07/11	accep	82.85749	Asia/Kolkata	IN	17.54907
11 Mar 2014	maintenance	-121.74052	America/Los_Angeles	US	38.54491
2015-03-28	excellent	-0.2	Europe/London	GB	51.65
08/24/2016, 00:00:00	excellent	-2.31938	Africa/Accra	GH	6.46346
2018-08-20	average	136.84186	Asia/Tokyo	JP	34.4833
2021/01/03	maintenance	-51.50361	America/Sao_Paulo	BR	-29.2975
16 May 2022	excellent	72.54566	Asia/Karachi	PK	29.69221
10/21/2014, 00:00:00	average	1.33467	Europe/Paris	FR	43.61058
2021/05/18	average	-120.00865	America/Los_Angeles	US	46.32374
2021/11/23	average	-73.78458	America/New_York	US	41.0051
05 Oct 2012	maintenance	59.4839	Asia/Yekaterinburg	RU	58.7002
2018/03/23	accep	1.33467	Europe/Paris	FR	43.61058
2014-04-09	building	135.21667	Asia/Tokyo	JP	35.06667
04/06/2015, 00:00:00	accep	117.33333	Asia/Shanghai	CN	34.85
24 Jun 2014	accep	-66.8499	America/Puerto_Rico	PR	18.03496
04/27/2015, 00:00:00	good	107.60627	Asia/Irkutsk	RU	51.82721
09 Jan 2013	excellent	6.26764	Africa/Lagos	NG	4.92675
2017-08-29	maintenance	-88.42814	America/Chicago	US	42.16808
2021-06-17	accep	-71.10077	America/Santo_Domingo	DO	18.20854
05/17/2021, 00:00:00	good	14.30935	Europe/Rome	IT	40.92298
11/16/2014, 00:00:00	good	-105.36369	America/Mazatlan	MX	22.49396
25 Apr 2017	average	-74.73584	America/Bogota	CO	5.20856
2012/11/17	excellent	12.87117	Europe/Prague	CZ	50.23271
08/12/2014, 00:00:00	maintenance	103.61667	Asia/Jakarta	ID	-1.6
12 Jul 2013	excellent	59.80222	Asia/Yekaterinburg	RU	58.63667
07/06/2016, 00:00:00	excellent	-81.23621	America/New_York	US	33.98154
25 Jul 2019	average	-8.53778	Africa/Monrovia	LR	7.57944
24 Sep 2018	good	-96.72365	America/Mexico_City	MX	17.06542
08/30/2018, 00:00:00	maintenance	-65.71875	America/La_Paz	BO	-21.44345
07/22/2022, 00:00:00	excellent	-94.41551	America/Chicago	US	39.09112
07 Feb 2017	building	8.86374	Europe/Rome	IT	44.89784
2018-12-11	good	18.84	Europe/Podgorica	ME	42.28639
2018-05-18	building	37.00438	Africa/Dar_es_Salaam	TZ	-7.60361
2016/12/13	accep	138.89585	Asia/Tokyo	JP	36.33011
2013/12/21	good	-81.77285	America/New_York	US	28.54944
2013-02-15	good	28.19028	Europe/Tallinn	EE	59.37722
01/20/2016, 00:00:00	excellent	30.96755	Europe/Kiev	UA	49.07866
01/03/2013, 00:00:00	building	117.81667	Asia/Shanghai	CN	36.81667
12/15/2015, 00:00:00	average	128.63083	Asia/Seoul	KR	36.82167
2016/03/09	average	-96.67834	America/Chicago	US	34.77453
11 Sep 2021	good	-58.38341	America/Argentina/Buenos_Aires	AR	-34.64966
2021-08-08	good	8.4493	Europe/Berlin	DE	50.09019
2021/01/21	maintenance	9.5586	Europe/Berlin	DE	54.52156
2020-01-03	excellent	3.64633	Africa/Lagos	NG	6.8485
2021-11-19	accep	-8.07257	Africa/Bamako	ML	12.74409
2017-11-19	good	-102.36764	America/Chicago	US	31.84568
11/28/2013, 00:00:00	excellent	8.62118	Europe/Rome	IT	45.44694
2016-01-14	average	-86.58208	America/Managua	NI	13.48082
01/02/2019, 00:00:00	excellent	48.26258	Asia/Tehran	IR	33.86419
2021/11/26	good	14.72443	Europe/Rome	IT	36.92574
2019-12-27	excellent	8.73812	Europe/Paris	FR	41.91886
2017/09/22	maintenance	0.47713	Europe/London	GB	51.39323
2014/02/09	maintenance	-1.99421	Europe/London	GB	51.35084
06/12/2018, 00:00:00	excellent	-48.59278	America/Sao_Paulo	BR	-23.7975
11/03/2017, 00:00:00	accep	-80.22588	America/New_York	US	26.2173
05/10/2016, 00:00:00	good	0.93333	Europe/London	GB	52.68333
03/26/2017, 00:00:00	excellent	117.7	Asia/Shanghai	CN	35.85
2014-08-21	building	-97.92977	America/Chicago	US	38.06084
15 Jul 2022	excellent	-77.37331	America/New_York	US	37.60876
22 May 2014	accep	-39.25	America/Bahia	BR	-12.91667
2016-08-20	excellent	-42.19667	America/Sao_Paulo	BR	-21.41222
05/20/2021, 00:00:00	accep	33.34864	Europe/Kiev	UA	46.75451
01/27/2018, 00:00:00	accep	6.74549	Europe/Berlin	DE	49.5099
2017/01/03	good	4.7934	Europe/Paris	FR	45.69558
2016-06-25	accep	123.17306	Asia/Shanghai	CN	41.27194
11/11/2020, 00:00:00	average	32.6178	Europe/Kiev	UA	46.65581
2017/09/27	accep	77.70636	Asia/Kolkata	IN	28.98002
09/13/2022, 00:00:00	accep	-74.13653	America/New_York	US	40.63316
03/16/2018, 00:00:00	good	65.27258	Asia/Yekaterinburg	RU	58.04254
2020/06/24	excellent	-72.27814	America/New_York	US	42.93369
09/25/2016, 00:00:00	average	13.28702	Europe/Berlin	DE	52.4581
2019-12-02	good	-97.54667	America/Chicago	US	30.5427
2015-07-21	average	72.54064	Asia/Karachi	PK	31.82539
2018/08/27	good	125.51176	Asia/Shanghai	CN	42.64031
29 Nov 2020	average	104.09701	Asia/Jakarta	ID	-1.26424
2017-05-30	excellent	-119.27337	America/Vancouver	CA	50.26729
19 Sep 2020	good	-38.79084	America/Bahia	BR	-10.95817
2015-08-13	good	-15.58602	Atlantic/Canary	ES	27.76056
07/27/2014, 00:00:00	accep	30.98551	Africa/Kampala	UG	2.41669
09/22/2014, 00:00:00	average	37.55	Africa/Addis_Ababa	ET	6.03333
2014-10-05	accep	20.89389	Europe/Belgrade	XK	42.62833
04 Aug 2014	accep	11.5	Africa/Douala	CM	3.51667
09/12/2016, 00:00:00	average	116.11768	Asia/Shanghai	CN	24.28859
11/02/2017, 00:00:00	accep	38.01667	Africa/Addis_Ababa	ET	11.85
2013-03-28	good	89.20083	Asia/Krasnoyarsk	RU	55.54028
2020-09-08	average	-78.04471	America/New_York	US	34.25628
2013/02/02	building	2.44892	Europe/Paris	FR	48.98693
2013-05-22	average	120.4861	Asia/Manila	PH	16.0438
26 Aug 2016	average	-53.13722	America/Sao_Paulo	BR	-22.92306
2014/05/10	excellent	24.75	Europe/Vilnius	LT	55.25
2019/09/08	accep	-80.66756	America/New_York	US	26.68451
11/22/2018, 00:00:00	good	-73.78458	America/New_York	US	41.0051
15 Feb 2015	accep	47.31667	Indian/Antananarivo	MG	-19.65
21 Jul 2017	average	-73.47429	America/New_York	US	40.68066
03/15/2013, 00:00:00	building	21.32778	Europe/Skopje	MK	42
06 Nov 2012	accep	101.18445	Asia/Bangkok	TH	13.44581
2022-05-08	average	24.6522	Europe/Helsinki	FI	60.2052
04/02/2019, 00:00:00	accep	76.32756	Asia/Kolkata	IN	9.57046
2019/12/09	accep	2.25	Europe/Paris	FR	50.75
01 Nov 2013	maintenance	35.7	Africa/Dar_es_Salaam	TZ	-7.76667
2018-07-19	accep	24.99798	Africa/Lubumbashi	CD	-8.73508
01/27/2014, 00:00:00	good	30.38167	Europe/Moscow	RU	59.80917
2017-10-02	good	153.10236	Australia/Brisbane	AU	-27.50578
07/23/2015, 00:00:00	average	-86.11084	America/Indiana/Indianapolis	US	41.75338
02/15/2022, 00:00:00	excellent	-7.35	Europe/Dublin	IE	53.53333
2014-06-05	accep	136.13108	Asia/Tokyo	JP	34.75856
15 Jul 2018	average	4.21372	Europe/Brussels	BE	51.12794
01/13/2022, 00:00:00	excellent	126.835	Asia/Seoul	KR	37.65639
2021/07/18	average	24.71204	Europe/Sofia	BG	41.57439
28 Mar 2013	excellent	4.7934	Europe/Paris	FR	45.69558
02/10/2015, 00:00:00	excellent	19.21437	Europe/Sarajevo	BA	44.75874
2013-09-25	good	109.05389	Asia/Jakarta	ID	-7.51611
2013/04/14	excellent	140.11667	Asia/Tokyo	JP	37.56667
08/15/2017, 00:00:00	accep	84.63445	Asia/Kolkata	IN	24.81757
2017-11-05	average	-105.11221	America/Denver	US	39.57582
18 May 2021	excellent	4.63031	Europe/Paris	FR	43.67681
2021-12-15	average	68.75915	Asia/Karachi	PK	27.52948
15 Mar 2014	excellent	137.02166	Asia/Tokyo	JP	35.48199
2022/05/30	excellent	5.2875	Europe/Amsterdam	NL	51.65333
2014-01-13	average	120.56528	Asia/Manila	PH	14.66
2018/10/16	excellent	101.02083	Asia/Kuala_Lumpur	MY	4.02219
08/15/2016, 00:00:00	good	-84.23381	America/New_York	US	33.54428
17 May 2020	accep	116.10146	Asia/Kuching	MY	5.90702
2019-09-30	average	78.14797	Asia/Kolkata	IN	15.45144
2020/03/09	excellent	-104.83192	America/Denver	US	39.72943
29 Jun 2015	maintenance	-73.0515	America/New_York	US	41.55815
2021-01-11	good	-117.79394	America/Los_Angeles	US	33.76446
03/18/2018, 00:00:00	excellent	8.96317	Europe/Berlin	DE	48.35149
07/04/2013, 00:00:00	accep	4.82313	Europe/Brussels	BE	51.24197
2017/02/26	good	-2.1875	Europe/London	GB	51.26
2020/07/11	maintenance	-4.1	Europe/Paris	FR	48
12/30/2018, 00:00:00	average	29.65806	Africa/Dar_es_Salaam	TZ	-4.83
24 Jul 2018	average	71.67164	Asia/Karachi	PK	30.29184
2013/10/19	excellent	28.67582	Europe/Istanbul	TR	40.98894
02/10/2019, 00:00:00	maintenance	1.00288	Europe/Paris	FR	49.28669
15 Sep 2015	accep	4.07601	Europe/Brussels	BE	50.88506
09/22/2014, 00:00:00	average	10.58082	Africa/Tunis	TN	35.72917
2016-07-21	good	-1.29243	Europe/London	GB	53.49389
27 Mar 2013	accep	74.85849	Asia/Kolkata	IN	31.28092
2013-09-07	accep	3.20639	Europe/Brussels	BE	50.74497
12/22/2014, 00:00:00	maintenance	84.63445	Asia/Kolkata	IN	24.81757
2018-12-30	good	2.61667	Europe/Paris	FR	48.98333
14 May 2016	building	-80.66756	America/New_York	US	26.68451
2017/09/14	excellent	137.95378	Asia/Tokyo	JP	35.82756
09/03/2018, 00:00:00	good	42.54536	Africa/Mogadishu	SO	-0.35817
30 Jul 2022	building	-44.31389	America/Sao_Paulo	BR	-19.7625
17 Jun 2015	excellent	1.26738	Europe/London	GB	51.84819
03/16/2018, 00:00:00	accep	106.88324	Asia/Ulaanbaatar	MN	47.90771
09/01/2016, 00:00:00	maintenance	5.23333	Europe/Amsterdam	NL	52.09
2018/04/03	accep	6.61944	Europe/Amsterdam	NL	52.57583
08 Oct 2021	building	29.26639	Europe/Istanbul	TR	37.58105
06/07/2018, 00:00:00	maintenance	-8.07257	Africa/Bamako	ML	12.74409
08/29/2015, 00:00:00	average	6.74549	Europe/Berlin	DE	49.5099
2021-05-08	average	122.20488	Asia/Shanghai	CN	29.98869
2013-01-10	average	78.15794	Asia/Kolkata	IN	12.1277
20 Jul 2018	excellent	-8.2194	Europe/Madrid	ES	43.48961
2016-06-05	excellent	-0.36053	Europe/London	GB	51.64316
2017/11/03	average	144.23058	Pacific/Port_Moresby	PG	-5.85746
03/29/2021, 00:00:00	excellent	-35.71667	America/Recife	BR	-8.66667
09/11/2020, 00:00:00	excellent	0.47713	Europe/London	GB	51.39323
2014/02/20	accep	-80.08199	America/New_York	US	35.88264
2020-01-11	maintenance	109.22921	Asia/Shanghai	CN	34.65918
2018/03/01	good	11.412	Europe/Rome	IT	45.50369
2013-03-08	excellent	136.13108	Asia/Tokyo	JP	34.75856
10/29/2021, 00:00:00	excellent	-83.2321	America/New_York	US	33.08014
2015-03-18	building	79.5286	Asia/Kolkata	IN	29.22254
2017/04/14	good	-45.94722	America/Sao_Paulo	BR	-21.42917
2020/08/08	maintenance	5.2875	Europe/Amsterdam	NL	51.65333
2019/03/12	good	-88.81395	America/Chicago	US	35.61452
04 Nov 2019	average	-76.88442	America/New_York	US	40.2737
2019-07-05	good	74.80555	Asia/Kolkata	IN	34.08565
06/21/2019, 00:00:00	accep	10.78222	Africa/Tunis	TN	36.46917
2017/10/09	accep	-0.76773	Europe/Madrid	ES	38.38479
18 Mar 2013	excellent	84.87144	Asia/Almaty	KZ	47.46657
06/14/2013, 00:00:00	excellent	-81.38758	America/New_York	US	30.17746
2020/03/30	excellent	38.2739	Europe/Moscow	RU	46.7055
2022/02/05	average	44.53333	Indian/Antananarivo	MG	-22.9
24 Aug 2021	excellent	-73.86586	America/Toronto	CA	45.43341
2021/12/09	average	99.1625	Asia/Jakarta	ID	3.3285
10/31/2012, 00:00:00	accep	123.99333	Asia/Manila	PH	12.97389
2019/12/18	average	39.25	Africa/Dar_es_Salaam	TZ	-6.8
03/21/2015, 00:00:00	average	115.8614	Australia/Perth	AU	-31.95224
21 Jun 2019	maintenance	11.32903	Europe/Berlin	DE	50.9803
01/21/2017, 00:00:00	accep	77.23826	Asia/Kolkata	IN	11.50526
2016-10-17	maintenance	13.32127	Europe/Berlin	DE	52.59319
2013-06-06	good	33	Africa/Dar_es_Salaam	TZ	-2.68333
2014-10-05	good	112.9	Asia/Shanghai	CN	27.85
17 Nov 2012	accep	-76.88442	America/New_York	US	40.2737
2020-05-30	accep	-122.39168	America/Los_Angeles	US	40.58654
19 Mar 2022	good	-113.3187	America/Edmonton	CA	53.51684
01/08/2015, 00:00:00	good	3.55665	Africa/Algiers	DZ	36.72544
2017/03/10	average	-72.22625	America/Port-au-Prince	HT	18.57677
05/18/2018, 00:00:00	excellent	-118.03917	America/Los_Angeles	US	33.95015
03/16/2018, 00:00:00	good	139.55028	Asia/Tokyo	JP	35.30889
09/16/2016, 00:00:00	good	99.1625	Asia/Jakarta	ID	3.3285
01/13/2019, 00:00:00	excellent	38.94324	Europe/Moscow	RU	44.98901
2016-03-20	average	8.62118	Europe/Rome	IT	45.44694
05/30/2022, 00:00:00	accep	120.74221	Asia/Shanghai	CN	31.64615
2021-04-21	maintenance	30.79165	Africa/Johannesburg	ZA	-27.76952
2013/04/28	accep	59.4839	Asia/Yekaterinburg	RU	58.7002
2015-08-04	average	-69.08333	America/Lima	PE	-16.25
2018-11-15	accep	144.09638	Asia/Tokyo	JP	43.82634
24 Jun 2019	average	14.66737	Europe/Rome	IT	41.55947
28 Apr 2022	average	42.85693	Europe/Istanbul	TR	39.22493
2015/04/15	average	-84.13722	America/Costa_Rica	CR	9.92787
2020/12/07	excellent	37.56667	Europe/Moscow	RU	55.85
23 Apr 2016	good	-122.24064	America/Los_Angeles	US	47.80527
2018-03-24	average	-6.03731	Europe/Madrid	ES	37.35813
22 Apr 2018	good	-97.92977	America/Chicago	US	38.06084
2019/10/28	good	-85.76942	America/Indiana/Indianapolis	US	39.78504
02/06/2014, 00:00:00	accep	0.75	Europe/London	GB	52.41667
2021/06/11	accep	-123.02621	America/Los_Angeles	US	44.99012
17 Sep 2020	average	8.70745	Europe/Berlin	DE	49.03685
05/29/2021, 00:00:00	average	-86.78777	America/Chicago	US	33.44872
2012/12/07	average	16.54165	Europe/Oslo	NO	68.79833
2020/09/25	building	8.62118	Europe/Rome	IT	45.44694
2012/09/29	building	-7.35	Europe/Dublin	IE	53.53333
2021/10/13	excellent	5.03586	Europe/Paris	FR	43.83125
02/05/2021, 00:00:00	average	37.56667	Europe/Moscow	RU	55.85
18 Jan 2018	maintenance	-87.70172	America/Chicago	US	41.72059
15 Jul 2019	maintenance	-0.18333	Europe/Madrid	ES	38.96667
2019/04/15	maintenance	0.47713	Europe/London	GB	51.39323
2015-07-13	excellent	140.72287	Asia/Vladivostok	RU	53.14657
23 Nov 2014	excellent	117.4831	Asia/Shanghai	CN	27.34089
2016/02/10	excellent	25.34244	Europe/Kiev	UA	50.75932
2017/05/24	average	84.13864	Asia/Kolkata	IN	22.88783
2015-12-27	excellent	1.04945	Africa/Algiers	DZ	35.06544
2018-11-30	accep	79.41727	Asia/Kolkata	IN	12.25282
24 Aug 2014	good	-73.47429	America/New_York	US	40.68066
06/15/2013, 00:00:00	building	122.9666	Asia/Manila	PH	10.7375
05/10/2016, 00:00:00	accep	-85.76942	America/Indiana/Indianapolis	US	39.78504
06/27/2014, 00:00:00	accep	-88.70464	America/Chicago	US	34.25807
30 Apr 2016	good	145.06667	Australia/Melbourne	AU	-37.88333
26 Jun 2019	building	-44.31389	America/Sao_Paulo	BR	-19.7625
08/06/2017, 00:00:00	average	117.27583	Asia/Shanghai	CN	35.64889
2019-08-12	average	69.67639	Asia/Tashkent	UZ	41.29444
12/08/2015, 00:00:00	good	18.28333	Europe/Stockholm	SE	59.33333
07/14/2022, 00:00:00	good	16.54165	Europe/Oslo	NO	68.79833
2015/12/26	accep	-78.04471	America/New_York	US	34.25628
06 Oct 2013	good	21.32778	Europe/Skopje	MK	42
09 Sep 2021	average	17.58522	Europe/Rome	IT	40.53123
08/05/2017, 00:00:00	good	16.50104	Europe/Rome	IT	41.24264
10/13/2013, 00:00:00	accep	55.4504	Indian/Reunion	RE	-20.88231
2020-09-20	good	-76.99081	America/New_York	US	38.96372
11/03/2017, 00:00:00	average	-2.52398	Europe/London	GB	53.19146
2013-07-29	maintenance	74.85849	Asia/Kolkata	IN	31.28092
2016-07-27	excellent	-75.87877	America/Bogota	CO	5.6561
29 Nov 2018	excellent	14.39024	Europe/Rome	IT	42.22718
2022-02-08	accep	38.02486	Europe/Moscow	RU	55.64776
10/23/2017, 00:00:00	good	117.33333	Asia/Shanghai	CN	34.85
12/21/2014, 00:00:00	accep	33	Africa/Dar_es_Salaam	TZ	-2.68333
2015-05-18	maintenance	-73.78458	America/New_York	US	41.0051
29 Oct 2012	excellent	78.14797	Asia/Kolkata	IN	15.45144
2015-12-03	accep	-5.55835	Europe/Madrid	ES	42.64685
2014-12-13	average	43.83992	Europe/Moscow	RU	55.39485
02/24/2018, 00:00:00	average	8.70745	Europe/Berlin	DE	49.03685
2022-02-26	good	145.18333	Australia/Melbourne	AU	-37.9
07/12/2016, 00:00:00	average	-71.23106	America/Santiago	CL	-32.45242
12 Mar 2013	excellent	3.1631	Europe/Madrid	ES	41.91738
04/02/2018, 00:00:00	good	71.57118	Asia/Karachi	PK	32.87533
10/15/2016, 00:00:00	excellent	-103.42897	America/Mexico_City	MX	20.28527
2019/12/17	good	151.07986	Australia/Sydney	AU	-33.88096
2013/03/02	average	151.07986	Australia/Sydney	AU	-33.88096
2017/05/07	accep	-105.36369	America/Mazatlan	MX	22.49396
16 Mar 2020	accep	-117.79394	America/Los_Angeles	US	33.76446
29 Sep 2017	excellent	139.6853	Asia/Tokyo	JP	35.815
03/09/2015, 00:00:00	excellent	-79.59415	America/Guayaquil	EC	-2.13404
14 Feb 2016	average	10.30215	Europe/Berlin	DE	53.94313
2018-04-20	excellent	4.86667	Europe/Paris	FR	45.51667
10/16/2013, 00:00:00	building	-84.23381	America/New_York	US	33.54428
2020/08/22	good	118.9707	Asia/Makassar	ID	-3.5403
23 Sep 2014	accep	13.32127	Europe/Berlin	DE	52.59319
03/08/2021, 00:00:00	average	3.39467	Africa/Lagos	NG	6.45407
2015-09-29	building	-4.83076	Europe/Madrid	ES	39.96348
06 Apr 2018	good	7.973	Europe/Berlin	DE	51.168
02/05/2015, 00:00:00	accep	38.16694	Europe/Moscow	RU	54.84444
10/25/2014, 00:00:00	good	-37.65	America/Maceio	BR	-10.91722
02 Feb 2013	average	-71.19901	America/Santiago	CL	-30.60106
30 Sep 2018	average	-74.26419	America/Bogota	CO	4.73245
2014-10-14	good	-93.12577	America/Chicago	US	44.73941
07 Apr 2020	average	-71.08977	America/New_York	US	41.9001
06/03/2014, 00:00:00	good	37.56667	Europe/Moscow	RU	55.85
2020-08-11	excellent	117.7	Asia/Shanghai	CN	35.85
07/22/2013, 00:00:00	excellent	-4.10734	Europe/Madrid	ES	38.68712
2018-07-16	excellent	126.835	Asia/Seoul	KR	37.65639
2021-11-23	maintenance	120.57224	Asia/Manila	PH	15.72892
12 Jan 2018	accep	-1.5443	Europe/London	GB	50.75767
2016-11-24	accep	10.58082	Africa/Tunis	TN	35.72917
2020/03/23	accep	-73.95097	America/New_York	US	40.72371
20 Dec 2012	excellent	-1.86343	Europe/Madrid	ES	38.10558
22 Jan 2022	good	139.07204	Asia/Tokyo	JP	36.24624
03 Apr 2022	maintenance	77.9129	Asia/Kolkata	IN	25.6439
2021-11-10	average	43.67663	Europe/Moscow	RU	53.53041
2021-10-23	maintenance	1.10687	Europe/Madrid	ES	41.15612
2020/01/13	accep	14.51472	Europe/Malta	MT	35.89972
2014-04-09	good	5.03586	Europe/Paris	FR	43.83125
2021/04/19	excellent	9.32241	Europe/Rome	IT	44.31771
2013/10/02	excellent	10.03988	Europe/Berlin	DE	53.6052
2014-05-26	average	2.35739	Europe/Madrid	ES	41.63976
07/26/2016, 00:00:00	excellent	-38.94722	America/Bahia	BR	-15.675
01/13/2019, 00:00:00	maintenance	-0.45877	Europe/Paris	FR	46.32313
08 Dec 2021	excellent	-84.50855	America/New_York	US	39.08367
26 Aug 2019	good	8.91229	Europe/Berlin	DE	49.13645
02/13/2017, 00:00:00	accep	30.4347	Africa/Kigali	RW	-1.9487
20 Jan 2014	maintenance	-72.97261	America/New_York	US	43.61062
2014/03/12	accep	150.99292	Australia/Sydney	AU	-33.75881
2013-09-20	excellent	-73.75513	America/New_York	US	40.60538
2020-09-04	good	8.86374	Europe/Rome	IT	44.89784
2020/09/11	good	-48.59278	America/Sao_Paulo	BR	-23.7975
2016-10-07	excellent	5.37429	Europe/Brussels	BE	51.03427
19 Jul 2017	building	59.80222	Asia/Yekaterinburg	RU	58.63667
2022-08-19	maintenance	-74.01042	America/New_York	US	41.50343
2016-03-19	average	4.7934	Europe/Paris	FR	45.69558
05/17/2017, 00:00:00	average	42.54536	Africa/Mogadishu	SO	-0.35817
05/24/2013, 00:00:00	maintenance	122.22833	Asia/Shanghai	CN	40.66482
11 Mar 2021	accep	-91.06177	America/Chicago	US	33.41012
2014/02/09	good	43.67663	Europe/Moscow	RU	53.53041
2014/08/10	good	-77.96389	America/New_York	US	39.45621
2019-03-10	average	51.67462	Asia/Tehran	IR	32.65246
18 Feb 2014	building	112.01667	Asia/Jakarta	ID	-7.81667
2015-07-16	excellent	-53.13722	America/Sao_Paulo	BR	-22.92306
2017/03/17	good	44.7662	Asia/Yerevan	AM	40.49748
2022-02-03	maintenance	-120.93549	America/Los_Angeles	US	37.73604
08/30/2020, 00:00:00	average	103.81667	Asia/Kuala_Lumpur	MY	1.6
2017/09/02	good	102.42587	Asia/Bangkok	TH	15.58552
08/01/2018, 00:00:00	average	-75.60804	America/New_York	US	39.96097
08/15/2022, 00:00:00	excellent	-2.09814	Europe/London	GB	57.14369
2012/12/20	maintenance	29.47306	Africa/Lubumbashi	CD	0.49113
08/21/2016, 00:00:00	excellent	74.3092	Asia/Kolkata	IN	33.37526
28 Jul 2019	good	102.05461	Asia/Bangkok	TH	6.25947
2020-02-26	excellent	73.7553	Asia/Kolkata	IN	15.5439
02 Jul 2021	excellent	34.8732	Asia/Jerusalem	IL	32.05971
2018/09/18	building	75.16878	Asia/Kolkata	IN	30.81383
21 May 2019	good	14.51472	Europe/Malta	MT	35.89972
28 Jan 2020	accep	36.73307	Europe/Moscow	RU	55.38752
2014-11-10	average	36.73307	Europe/Moscow	RU	55.38752
08/08/2022, 00:00:00	accep	120.82747	Asia/Shanghai	CN	37.30553
2015-07-26	excellent	35.7	Africa/Dar_es_Salaam	TZ	-7.76667
2019-09-28	average	-104.83192	America/Denver	US	39.72943
2014-03-16	excellent	33.34864	Europe/Kiev	UA	46.75451
2013-08-15	average	60.70278	Asia/Yekaterinburg	RU	55.75556
02/26/2016, 00:00:00	good	78.95693	Asia/Kolkata	IN	29.21399
2021-11-01	good	-94.91386	America/Mexico_City	MX	17.94979
18 Mar 2020	good	-1.64295	Europe/Madrid	ES	42.8139
2015/07/19	good	-60.93173	America/Argentina/Cordoba	AR	-31.4488
25 Jan 2019	excellent	137.02166	Asia/Tokyo	JP	35.48199
2016-08-21	excellent	32.88667	Africa/Kampala	UG	3.27833
2016/07/17	average	12.6723	Europe/Rome	IT	41.72063
07/23/2016, 00:00:00	accep	12.87117	Europe/Prague	CZ	50.23271
2019-01-23	building	139.6853	Asia/Tokyo	JP	35.815
12/27/2020, 00:00:00	average	113.69785	Asia/Jakarta	ID	-7.73379
2017-12-20	maintenance	-119.01677	America/Los_Angeles	US	36.06523
01/23/2021, 00:00:00	good	30.4347	Africa/Kigali	RW	-1.9487
25 Jan 2020	maintenance	76.92421	Asia/Yekaterinburg	RU	60.97944
22 Apr 2013	maintenance	2.18967	Europe/Paris	FR	48.8765
2021/11/24	excellent	3.16667	Europe/Brussels	BE	50.8
2014-04-25	accep	106.85417	Asia/Jakarta	ID	-6.48167
2014/12/15	maintenance	-78.19444	America/New_York	US	38.91817
2017/02/24	accep	10.18003	Africa/Tripoli	LY	24.96334
2014-06-01	excellent	105.89333	Asia/Shanghai	CN	34.56861
2017-06-09	average	0.47713	Europe/London	GB	51.39323
08/19/2015, 00:00:00	excellent	51.0193	Asia/Tehran	IR	35.6803
2017/05/04	maintenance	120.03308	Asia/Shanghai	CN	28.88162
2018/06/03	good	104.09701	Asia/Jakarta	ID	-1.26424
2019-06-24	accep	26.97253	Europe/Kiev	UA	49.65186
01/19/2017, 00:00:00	good	6.9747	Europe/Berlin	DE	50.82709
2020-01-11	average	37.55	Africa/Addis_Ababa	ET	6.03333
2019/04/22	excellent	-121.75689	America/Los_Angeles	US	36.91023
14 Aug 2022	building	-0.59543	Europe/Paris	FR	44.80477
2020-09-09	excellent	72.85107	Asia/Kolkata	IN	19.30157
07/14/2014, 00:00:00	excellent	171.25364	Pacific/Auckland	NZ	-44.39672
2022/03/31	average	-34.88111	America/Recife	BR	-8.05389
2016/01/23	average	-73.75513	America/New_York	US	40.60538
27 Oct 2012	accep	28.19028	Europe/Tallinn	EE	59.37722
07 Dec 2014	accep	30.2049	Europe/Minsk	BY	55.1904
03 Feb 2019	good	-122.2608	America/Los_Angeles	US	38.17492
2019/06/23	average	-86.77917	America/Chicago	US	36.02506
2016-08-22	maintenance	-70.6996	America/Santiago	CL	-33.59217
05 Nov 2021	maintenance	40.74357	Europe/Istanbul	TR	37.31309
03 Mar 2020	excellent	83.97573	Asia/Kolkata	IN	21.46527
2022-09-24	building	2.1699	Europe/Paris	FR	48.98994
25 Apr 2017	maintenance	24.95034	Europe/Helsinki	FI	60.18427
2014/03/30	accep	-1.4001	Africa/Accra	GH	7.06273
2021/06/27	building	3.47717	Africa/Algiers	DZ	36.76639
2012/11/20	accep	142.45778	Asia/Tokyo	JP	44.35056
2014-10-14	good	-6.03731	Europe/Madrid	ES	37.35813
2021-02-08	accep	-58.38341	America/Argentina/Buenos_Aires	AR	-34.64966
2022/04/25	excellent	-73.49484	America/New_York	US	41.14676
20 Jul 2015	good	-82.07842	America/New_York	US	26.91756
29 Aug 2022	excellent	8.88104	Europe/Rome	IT	45.79377
22 Nov 2012	excellent	9.15013	Africa/Niamey	NE	13.70727
14 Jun 2020	building	-3.67029	Europe/Madrid	ES	37.13548
2015/07/05	excellent	91.00632	Asia/Kolkata	IN	26.32293
2022/07/05	average	86.00214	Asia/Urumqi	CN	46.51872
2013-06-18	accep	49.62251	Asia/Riyadh	SA	27.0174
24 Apr 2017	accep	79.87116	Asia/Colombo	LK	6.84019
05/30/2021, 00:00:00	good	37.38115	Europe/Moscow	RU	55.63711
