NH3	NOx	latitude	TEMP	O3	PM10	PRES	warning	Pb	CFCs	CO	longitude	SO2	H2CO	C2H3NO5	PM2.5	CH4	PAHs
8.93937	9.46397	-22.57306	25.87277	8.50650	8.79140	1125.43667	1.00000	22.96478	90.86911	9.17635	-47.1725	8.44495	38.12153	2.56246	9.95728	10.89686	5.54769
9.77813	9.14665	3.11988	10.42887	8.05351	7.83638	1131.18831	1.00000	14.43826	65.53187	9.48630	35.59642	6.30724	49.44881	1.38036	13.11211	11.54197	7.67245
6.67001	9.39897	-0.71667	5.35199	7.74770	6.52028	1164.81099	1.00000	38.27468	71.63779	10.00861	-48.52333	8.11779	36.18418	0.48594	10.74463	11.08324	6.87480
8.71013	7.97403	35.21222	16.63961	8.20175	7.35057	1060.85263	0.00000	35.69222	68.93436	8.95163	2.31889	8.99717	37.00787	0.82566	10.70666	8.69094	7.67944
8.43592	9.32542	31.20176	16.57894	7.03230	8.75317	1104.23010	0.00000	63.42140	79.08619	10.94300	29.91582	9.56447	62.88847	2.74301	10.94061	8.73026	5.87894
7.15007	9.12415	34.81667	19.22637	10.11417	8.19906	1167.52323	1.00000	42.21100	79.28309	8.96517	137.4	8.91542	35.41399	1.52756	8.95957	9.54710	7.10901
9.73998	12.78104	46.08333	8.34864	9.54112	9.17313	1091.93049	0.00000	22.47156	80.92964	9.04155	122.08333	7.53348	44.97087	3.60590	8.96533	7.15732	8.66900
8.86636	9.36433	41.0051	7.35239	8.38039	7.94483	1059.23291	1.00000	60.87849	67.07449	9.63693	-73.78458	10.18516	48.43065	1.51764	9.83176	8.33626	5.84529
9.94125	7.89925	52.66277	13.78592	7.73912	5.98202	1094.50754	0.00000	48.40808	68.03055	8.62801	-2.01111	11.19867	62.60865	0.16237	7.91689	7.46333	8.37373
7.85859	10.36265	32.5007	17.11684	9.25082	9.00727	1173.38791	1.00000	58.87212	73.60256	9.31165	-94.74049	8.81882	31.39855	3.12654	10.00934	9.62385	9.23653
8.62974	8.69414	52.66277	15.87598	8.16290	8.81086	1187.09435	1.00000	50.35466	70.78925	9.01185	-2.01111	8.76509	54.64515	2.67526	11.86228	8.50206	7.75185
6.88687	10.22836	46.7055	12.64542	7.81336	7.40435	1090.81914	1.00000	57.70489	78.56364	9.17637	38.2739	5.99450	51.64239	0.87690	7.77337	7.08369	5.41244
8.86146	8.12997	14.14989	-4.43412	6.62240	6.20255	1125.37040	0.00000	52.10048	71.81946	10.03552	121.3152	10.70899	50.29066	0.73602	10.19853	6.98362	4.42052
8.20958	10.96071	33.98154	0.80533	9.77498	7.53521	1129.78471	1.00000	67.23137	70.53936	8.70448	-81.23621	8.53702	62.99969	1.14510	9.63188	9.49064	9.18581
9.27976	8.00648	32.54044	11.07104	7.23384	8.96376	1116.69206	0.00000	79.76847	85.71132	10.62851	-82.90375	8.98551	51.17447	2.81857	8.57094	5.99058	4.11028
7.94516	10.49606	11.50526	19.81944	7.37514	8.31027	1187.24334	1.00000	51.90666	65.90261	9.19752	77.23826	9.89554	30.55071	1.74481	7.85347	8.99309	6.61629
8.27809	10.42114	4.94273	3.66383	7.93488	9.56864	1191.99441	1.00000	46.02953	69.81590	10.42465	15.87735	6.03779	26.74661	5.07750	4.61875	7.19254	9.09666
8.48767	10.25918	41.0051	11.90314	7.00408	8.25932	1074.60210	1.00000	45.53691	65.05710	9.21186	-73.78458	7.72912	47.78666	1.92172	8.92396	7.30802	4.72508
7.53131	8.25597	3.7278	6.40409		8.26706	1190.00598	0.00000	46.31308	73.74056	8.11407	98.6738	12.40809	55.06397	1.85371	5.93272	6.46268	8.27815
7.42655	7.67183	37.08819	3.53935	7.84513	8.47411	1128.09853	1.00000	73.36068	71.83524	11.34763	-8.2503	6.71999	45.17678	1.83503	7.00682	7.21630	8.34907
7.38810	10.43829	3.11988	24.58218	7.81464	8.93026	1160.09026	1.00000	44.01212	64.58767	9.80520	35.59642	9.40347	26.35232	3.03048	9.24487	9.92793	8.32768
8.37774	7.52703	-10.95817	22.32610	9.25582	6.72609	1187.41720	1.00000	60.92385	86.08384	10.99554	-38.79084	8.85372	56.88518	0.77659	6.53928	8.71175	8.37663
7.97943	9.76710	-7.01833	3.52253	9.00634	8.45372	1116.42294	1.00000	21.93772	64.92326	8.97935	107.60389	10.54107	39.03330	1.65668	8.05831	8.01469	6.16155
7.54595	10.09239	27.52948	17.20361	8.26980	7.55871	1145.87019	1.00000	51.59127	78.64822	8.11565	68.75915	6.09555	39.67525	0.99897	5.63639	6.20177	7.95888
9.73443	8.05346	-1.6	29.15244	9.20823	7.64088	1060.51866	1.00000	68.73197	80.91923	8.63991	103.61667	10.14648	50.64310	1.07409	10.99099	8.77963	8.68334
8.18706	7.83038	-37.9	23.16158	6.80900	7.46915	1191.66751	0.00000	35.24280	68.94542	8.69511	145.18333	10.77473	22.88099	1.16026	7.59546	5.94746	10.83127
10.03552	9.05716	50.50301	16.24803	6.02609	9.71308	1103.82723	1.00000	37.95193	73.08485	9.82411	13.63617	7.31238	51.49802	5.90126	10.33781	11.36519	7.72320
8.28358	8.40235	12.04161	20.97367	7.26176	8.17767	1120.82420	1.00000	51.10528	64.26941	9.71143	75.35927	6.94425	69.06759	1.57888	9.79415	11.97054	9.05513
7.18796	7.44095	-34.64167	11.47650	8.81662	8.00956	1146.63956	1.00000	21.18009	75.59551	10.93933	-60.47389	6.70970	70.80598	1.75140	14.74126	11.20853	6.80674
7.19744	7.49624	42.819	10.65570	8.52933	10.28211	1149.82579	1.00000	36.64492	74.65803	11.99975	47.1192	8.06727	45.41837	9.95697	7.19867	7.70143	9.45099
	9.06726	44.98901	6.04088	7.63050	8.25951	1095.89339	1.00000	29.57005	62.87094	10.63328	38.94324	6.73593	49.43807	1.24816	11.07584	13.16155	7.69971
10.09989	7.06672	34.9	22.64507	8.67562	7.09528	1143.52048	0.00000	51.36744	79.62781	11.30477	137.5	12.45024	46.65054	0.72670	7.37411	3.79040	10.15822
8.08582	8.94036	55.25	12.99688	6.83570	9.51604	1176.04283	1.00000	65.91160	79.18013	9.40307	24.75	7.67626	28.95785	4.66975	11.28979	10.57752	8.18282
6.10160	7.64962	20.88197	25.53213	7.59280	9.56405	1154.04990	0.00000	39.57625	70.30597	8.82879	85.83334	8.42459		5.08715	11.16203	9.11823	8.20943
9.91454	12.06167	51.84819	28.96514	8.07242	7.19407	1071.54434	1.00000	44.59975	74.88818	8.03826	1.26738	6.34010	60.89888	0.96289	6.78470	6.37775	4.76732
7.94758	8.84219	23.0072	9.54152	10.31430	8.11422	1133.22379	0.00000	63.18301	61.30831	6.94219	-82.4017	10.05772	32.61406	1.33896	9.68574	9.23991	9.16436
8.20129	11.89873	51.40148	3.29942	10.23054	7.89648	1078.55572	0.00000	32.43996	61.30959	8.34560	-1.32471	9.45940	39.37155	1.36300	7.69111	7.48514	7.57395
8.94343		48.79325	9.03528	8.66785	7.42523	1181.27337	1.00000	51.95135	68.70364	8.20542	2.29275	8.37006	49.61509	1.01140	8.14641	5.92500	5.57740
8.93557	7.06158	23.0072	26.04388	7.85454	9.55805	1115.44290	0.00000	32.16555	73.49990	9.73150	-82.4017	8.69005	64.80617	5.32237	8.28023	6.99649	7.87498
9.29754	9.48766	26.11527	4.61875	9.27119	7.89132	1060.93682	1.00000	29.45401	89.68421	10.91158	86.59509	4.88689	57.87922	1.26312	5.91567	7.18023	8.53900
8.58382	8.67543	43.86682	12.11439	8.44355	9.01266	1157.51135	1.00000	56.57634	80.53487	8.91762	-79.2663	6.19725	52.08967	2.83385	7.34656	6.33193	6.32017
9.02808	7.03253	52.48173	25.43300	8.21527	7.57016	1156.96997	0.00000	3.77347	66.34188	8.18501	-2.12139	11.91652	38.08917	1.07205	7.53550	6.71153	9.85100
9.71939	10.35303	39.71734	15.52358	9.43850	9.25294	1071.48903	1.00000	59.93800	82.04289	9.07809	-74.96933	7.65081	26.85272	3.63714	10.26640	7.26193	3.77871
7.88848	9.76083	53.0233	3.22571	7.54213	8.60687	1185.11244	1.00000	51.07959	71.13854	8.34856	-1.48119	3.97387	49.42338	2.33120	6.89731	5.03575	5.92836
8.76735	9.63422	50.8	13.12523	8.26840	7.67365	1089.84130	0.00000	78.61945	70.00214	8.92238	3.16667	8.68324	61.16182	1.05412	10.02344	7.51964	9.80055
7.76162	9.92505	25.67927	38.36920	7.91781	7.42167	1199.56597	1.00000	42.04700	74.38531	8.10388	-80.31727	6.28318	32.03089	0.84832	4.70854	6.22426	7.62615
8.48017	6.69017	35.25064	1.98946	8.14833	8.78159	1059.71266	0.00000	24.32531	59.62022	9.67254	-91.73625	6.67271	40.71631	2.49374	8.88549	4.80436	2.96703
8.25488	8.54198	42.64031	6.21682	8.69110	7.94270	1053.94916	0.00000	41.13096	61.71662	9.91649	125.51176	9.58933	59.97403	1.33110	9.13477	7.02997	7.56445
8.37293	8.66755	40.34912	21.93885	10.22862	9.23082	1148.04470	1.00000	32.11580	80.98426	11.84097	-111.90466	5.66954	55.31701	3.90026	10.04192	9.18274	5.03567
8.88046	11.48724	12.97389	19.82591	10.36780	8.63018	1062.17824	0.00000	45.06058	77.49334	10.52685	123.99333	7.92107	27.49872	2.21899	10.89136	6.50116	9.82456
7.33864	9.63355	6.15038	15.41700	8.96264	7.78361	1147.14442	1.00000	32.93088	66.48366	8.85622	6.83042	7.67011	68.49409	1.30870	7.19561	7.22031	6.13564
8.44216	10.55941	47.90771	4.78029	8.45042	9.04076	1106.93604	0.00000	42.90713	69.40275	10.76244	106.88324	7.62030	46.64037	3.31147	11.32633	7.09869	9.73827
8.22816	7.99444	49.41029	12.03065	9.66026	6.81094	1098.62828	1.00000	74.45166	77.00240	9.89883	38.15035	8.40884	53.96462	0.43525	8.40883	7.20839	6.23696
7.43278	10.17216	54.58048	31.70221	8.67401	8.11722	1086.53160	0.00000	45.88781	70.71043	10.35926	16.86194	9.08748	37.83367	1.63960	9.91532	7.05065	6.14993
7.85901	10.08994	30.24706	19.84297	10.24522	6.52973	1159.71559	1.00000	70.04020	74.98804	9.82463	115.04814	7.78679	40.30587	0.36663	11.23163	11.02574	8.25918
6.36736	10.04080	17.94979	18.89181	7.48764	7.72864	1081.00924	0.00000	64.79756	57.27140	10.14306	-94.91386	12.37494	42.78402	1.34040	7.38466	4.68589	5.00410
7.72667	11.02398	36.06386	13.67814	6.73604	9.34777	1065.76253	1.00000	49.47546	63.57821	7.24283	4.62744	7.06808	43.85917	4.22769	6.77658	6.05118	4.65799
7.97473	11.14901	51.24197	30.87137	7.97265	8.61661	1093.99530	0.00000	48.24618	80.12434	9.99032	4.82313	6.12268	40.26992	2.44728	11.78034	6.57174	12.02781
7.27034	9.53068	-4.42472	10.11252	9.85555	9.60411	1072.29460	1.00000	48.27354	64.95545	8.67982	-41.45861	13.24448	47.47089	5.31098	5.75743	5.68705	5.98037
7.39484	7.11490	-7.60361	17.54639	7.74610	7.51536	1051.45171	0.00000	47.92938	59.01813	10.12461	37.00438	10.68560	44.30252	1.07480	10.18299	7.29689	9.17343
7.70881	7.65640	-23.44361	9.38991	8.49212	7.37028	1050.80241	0.00000	52.33190	67.64423	10.53480	-51.87389	5.99745	29.75608	0.76711	6.22203	7.26689	8.68437
7.81750	9.89295	41.54566	12.73035	7.69828	9.14570	1074.57806	1.00000	29.49967	79.02994	9.09593	-71.29144	11.72555	41.45169	3.50609	7.33180	8.09784	6.79484
8.16645	12.22359	3.7278	12.35970	7.72350	8.65638	1052.58951	1.00000	65.93158	66.12192	7.65410	98.6738	10.61003	37.04425	2.07129	8.47890	6.32906	8.30028
11.52884	9.84565	-31.25033	23.19345	9.89791	8.32676	1094.62555	1.00000	40.96940	78.74966	9.35181	-61.4867	11.35638	49.38384	1.83979	8.63167	7.95743	6.57754
8.81275	6.32767	51.19139	27.26020	8.74033	8.42032	1141.53855	0.00000	34.55386	64.60448	10.92225	6.51352	11.59258	55.28794	2.13309	9.64022	5.23153	4.12481
6.70984	10.73674	-31.25033	21.02442	8.98381	7.47176	1139.03431	0.00000	50.26514	70.94038	9.04744	-61.4867	9.90610	28.62141	0.78348	10.50867	8.70411	7.07557
7.86674	7.84574	58.1908	-2.47422	6.82229	8.44583	1099.64074	0.00000	45.08730	64.95111	8.92248	40.17171	9.40592	52.87242	2.19919	9.42224	8.19522	9.68658
6.08619	8.63030	36.64852	16.46347	9.14637	7.13937	1135.74060	0.00000	32.10693	69.60704	10.39939	51.49621	10.20155	50.62046	1.15812	9.33986	6.41208	8.87954
6.14614	9.21977	51.39323	21.83870	8.65820		1144.85310	1.00000	66.91331	72.25546	10.90553	0.47713	6.86780	47.51163	3.67045	5.07285	8.43880	8.46351
6.82312	8.84217	34.08565	11.09640	9.30766	6.18336	1176.74559	0.00000	43.43776	67.83117	8.15826	74.80555	10.43517	62.55878	0.70290	9.10502	6.86280	10.79630
8.58714	8.46543	39.78504	21.57337	7.41527	9.97691	1137.16098	1.00000	43.25133	88.32842	8.78276	-85.76942	12.80816	66.01497	7.02323	7.58123	6.14196	3.32338
8.10975	9.31427	48.25	26.18880	7.66927	8.14654	1082.98120	1.00000	34.28664	73.29571	9.21778	16.4	9.97783	48.59798	1.71360	10.78014	8.18830	6.20510
6.91846	9.05329	41.85059	12.09048	7.11207	9.66153	1175.58296	1.00000	40.62342	68.88433	10.42619	-87.882	6.31381	45.69954	5.43060	10.09929	13.67869	7.51580
8.03684	9.30279	52.2	18.12652	8.58287	9.15721	1126.39289	1.00000	41.31970	67.78931	9.69370	8.63333	8.04999	38.16520	3.45703	10.63257	7.04214	5.60005
8.69029	8.50071	42.97086	8.14798	7.51842	9.01385	1105.49578	1.00000	67.98305	77.23981	9.97222	-82.42491	5.22595	24.70847	3.24867	4.70097	6.38342	8.17541
6.95538	10.96062	8.35122	15.15212	8.48006	7.84400	1142.12909	0.00000	54.78325	62.64664	8.14126	-62.64102	8.55181	37.80214	1.59407	9.16816	8.81883	7.57991
9.49389	9.38948	40.55851	25.61451	7.06847	7.38512	1101.80472	0.00000	61.20684	79.70582	10.29646	17.80774	11.14167	36.89825	0.91578	7.85759	5.26292	4.49273
8.31579	10.62442	-22.45667	4.79057	7.87169	9.67060	1137.67219	0.00000	54.81093	70.38417	10.90317	-47.53028	10.75373	45.39984	5.67915	10.16652	6.18233	7.39590
6.91027	7.38124	52.66277	21.84983	8.12689	7.93820	1197.25136	1.00000	67.82874	73.40816	10.05622	-2.01111	10.00121	56.84846	1.04294	9.40160	9.04278	4.97325
8.21413	10.73165	44.59445	20.84993	7.54780	6.58430	1113.33242	0.00000	52.79089	72.69674	9.16060	11.04979	8.93999	69.71252	0.88173	8.94817	8.01484	7.59395
6.64389	9.10547	7.57944	15.37308	7.88416	8.12227	1107.29263	0.00000	56.14018	62.05528	11.08151	-8.53778	9.64042	57.96048	1.40836	8.64896	4.79687	4.82551
8.82990	7.39285	4.94273	-2.63577	9.00745	8.66527	1151.36046	0.00000	69.55030	71.51778	11.58523	15.87735	9.59727	48.82151	2.34185	8.95869	4.30284	6.44371
5.90919	7.25345	27.71809	-8.36336	8.51607	8.65724	1177.08005	0.00000	61.53651	57.68844	10.09041	-82.35176	10.31805	65.20167	2.43821	9.31205	7.86677	6.76077
8.64587	9.94719	44.35056	15.05425	7.04263	6.80268	1053.75023	1.00000	51.57793	77.71569	10.63142	142.45778	6.33981	43.69055	0.84000	6.02976	7.07917	8.40129
7.13730	9.06339	-34.88422	1.78612	6.49635	9.62280	1109.64584	1.00000	32.23665	62.25333	10.61843	150.60036	5.59419	43.53395	5.66142	5.41892	8.01195	7.66339
8.25713	10.72090	53.46506	17.76901	7.20691	10.31432	1056.24091	1.00000	41.60213	57.32897	8.20968	-1.47217	8.68389	50.66821	10.30186	7.00190	7.84745	5.04416
9.24689	8.29236	41.91886	10.91337	8.98422	8.69269	1065.92380	1.00000	29.55972	84.79679	9.64170	8.73812	12.51588	57.74790	2.55277	7.78975	7.69900	4.10262
8.25390	9.44406	33.03699	11.18064	7.95984	8.06211	1089.85718	1.00000	40.67879	68.91121	9.32197	-117.29198	11.97397	47.14008	1.45697	9.18963	8.55183	4.78274
8.14469	7.82271	25.80565	7.73429	7.25413	8.37603	1063.79974	0.00000	63.73865	76.62228	10.19693	68.49143	9.86981	35.35665	1.81640	9.75441	6.73037	8.35407
8.38397	5.31651	39.32288	22.10096	7.33345	8.79603	1140.33213	1.00000	39.57950	64.59946	11.37027	-76.72803	5.88322	39.82254	2.58369	6.67030	8.11966	8.02311
8.79323	9.52669	-2.68333	5.67131	8.80885	7.69285	1067.64798	0.00000	40.24753	52.18887	10.68038	33	10.50969	60.37246	1.03184	10.30555	7.61106	7.35952
9.10831	13.82871	48.8222	17.70297	8.75306	10.21562	1106.01239	0.00000	44.40287	85.40012	8.92933	2.12213	6.18594	51.79835	9.24261	11.59956	8.87841	8.40183
8.56131	8.38722	28.90054	-2.33362	8.25754	7.40223	1120.40163	1.00000	58.22731	70.05451	9.99827	-81.26367	7.38109	41.29330	0.82914	12.34231	11.64939	7.69635
8.74749	9.01682	41.91738	18.60250	7.13963	6.43178	1142.03109	1.00000	65.72441	74.42116	10.49986	3.1631	9.99742	44.99578	0.39868	10.25836	9.41442	5.39933
7.26396	12.98255	10.22677	-5.61120	9.27285	9.55608	1113.83160	0.00000	53.91236	60.29359	8.22738	-67.33122	13.58083	54.17910	5.11410	9.06705	6.86874	3.69035
9.81709	10.50544	50.23019	8.17435	7.27543	7.81032	1171.05928	1.00000	32.21395	73.95669	7.44007	8.77155	7.86671	59.38709	1.24350	5.90525	6.50389	6.10841
7.59689	7.95248	47.48444	19.91022	5.84744	8.49131	1122.47462	0.00000	48.68499	70.50435	9.69386	36.25361	8.29353	80.32336	2.20628	9.98109	6.38892	7.49693
6.33253	11.52196	23.1959	19.28348	6.62000	9.25014	1073.37651	1.00000	47.79509	71.66216	10.26024	86.51499	8.53603	49.50078	3.75038	7.69833	7.30953	7.62099
7.09383	11.62965	8.48714	-7.66024	8.05429	7.72472	1168.22454		33.07025	65.18738	10.30437	-13.2356	8.47995	34.99939	1.16544	10.20388	6.79372	8.43184
7.26744	11.96874	53.95278	18.71170	8.67595	7.85260	1198.86027	0.00000	52.48487	64.34978	8.40593	32.86389	7.71051	52.22610	1.14195	9.05056	7.19945	6.39150
9.18874	7.89192	35.815	19.34135	8.79026	9.16252	1062.43994	1.00000	48.84656	78.74762	10.12284	139.6853	7.64259	38.96710	3.68969	6.13544	7.54047	8.13216
8.19056	11.81327	53.93361	8.35336	7.87280	8.59637	1171.06323	1.00000	21.04679	67.45162	8.58897	37.92792	6.19608	44.07826	2.47755	4.00609	7.21379	6.71803
8.15936	10.05631	41.92361	13.72623	8.16083	6.42541	1117.95546	1.00000	57.22449	76.72800	7.42978	20.91361	7.59586	38.43176	0.59076	4.98631	5.38708	6.88955
8.53534	8.76096	-20.87306	10.14836	7.94065	8.01705	1197.07649	1.00000	31.38872	68.07426	9.87283	-48.29694	6.51424	37.65502	1.23597	6.01844	7.78047	7.03145
8.92124	9.74265	20.88197	20.82183	9.01829	8.11562	1136.14394	1.00000	57.30129	58.47855	6.84267	85.83334	5.58925	36.13425	1.09091	6.60804	5.47649	5.05886
7.57224	11.25847	29.84576	11.51052	8.11583	8.43481	1179.77813	0.00000	51.06999	60.15607	10.70582	-90.10674	11.95210	50.31878	2.01646	9.69460	5.95478	5.03792
9.42473	8.93750	33.41012	11.49417	9.33215	6.83239	1192.16434	1.00000	61.12036	64.52700	9.72042	-91.06177	6.98696	46.53136	1.03649	4.99767	7.38212	8.27367
7.37929	10.51911	3.8801	-3.34103	8.19498	7.74980	1068.15407	1.00000	58.69953	66.95665	8.58183	-77.03116	7.24073	59.58869	1.19469	7.17855	10.76219	7.88655
9.76022	7.66692	5.20856	4.38623	6.80086	7.83397	1100.07242	1.00000	60.41950	85.09287	10.42248	-74.73584	9.41060	47.28495	0.87788	11.56018	9.95481	5.87776
5.99072	10.85194	17.54907	20.67781	10.51862	8.54888	1094.64451	0.00000	36.95318	63.77420	9.69122	82.85749	8.62633	52.06146	2.04299	10.21497	5.12403	6.82987
7.06789	9.57731	8.48714	16.19807	8.02514	9.27583	1114.71814	1.00000	37.96549	76.28029	10.94127	-13.2356	8.13690	37.59572	3.76851	10.63129	12.17528	7.92332
8.19603	9.73313	3.7278	20.72433	9.49483	6.75604	1183.56947	1.00000	67.24855	60.49017	11.64299	98.6738	6.76106	46.76183	0.52369	8.10998	7.41097	8.23658
7.63190	9.62356	-12.91667	22.36746	11.52134	7.90319	1052.79833	1.00000	30.39725	68.00591	9.75434	-39.25	6.86135	42.56093	1.45360	5.71515	7.24719	7.50484
9.91173	8.58712	35.85	7.86678	7.40761	8.42452	1073.88849	0.00000	65.05260	72.56016	9.23245	117.7	11.34369	54.57742	1.91151	6.26241	7.48508	4.80865
7.95583	11.18018	32.42067	3.95315	8.76621	7.38549	1067.08252	1.00000	45.84268	75.28717	7.39202	-104.22884	8.47446	68.68873	1.01894	6.04945	6.75653	5.35250
10.18435	12.48936	32.44874	12.59261	6.47417	9.29638	1111.89378	0.00000	49.22553	62.31260	10.48004	-99.73314	9.26552	48.67952	3.98366	9.77275	5.77372	6.19709
8.50376	10.11568	36.02506	28.64833	6.18273	7.31999	1109.15367	1.00000	62.56551	63.31928	8.51694	-86.77917	10.89993	36.65506	0.92932	8.49445		6.12202
9.04972	13.04520	47.92526	7.95982	8.42428	7.50851	1080.07057	0.00000	58.84587	65.03706	10.44646	-97.03285	8.15969	47.01880	0.71649	9.46067	6.77132	7.43209
8.69782	10.78111	24.41288	9.88897	9.13899	7.05966	1141.57770	1.00000	48.37410	69.66196	7.02175	76.56719	6.59195	27.84875	0.98955	4.36749	5.99302	6.39393
9.96762	13.63701	58.1908	15.17564	9.05372	10.42944	1105.45496	0.00000	82.35320	78.32029	10.41116	40.17171	5.97021	40.24087	11.47904	11.25245	5.72162	11.26159
7.35081	11.26164	50.50301	15.35171	6.47464	8.00108	1160.72840	1.00000	28.89454	71.10241	9.77692	13.63617	9.94773	33.82835	1.46903	8.04423	9.89121	8.19534
7.01668	9.71961	-31.25033	2.00670	9.44892	10.83972	1054.97178	0.00000	56.62157	71.05404		-61.4867	10.16471	60.44949	17.37695	9.36616	8.42848	8.22358
9.62798	13.37330	19.32889	6.54793	8.02996	8.72058	1105.88179	0.00000	50.52002	73.46362	9.73293	-99.32556	10.95381	44.13114	2.82579	8.69306	6.85114	8.55328
8.98896	8.17366	25.80565	-0.87537	8.76922	7.72807	1060.37430	0.00000	35.32957	68.76800	9.88016	68.49143	7.28908	43.63142	1.11909	8.87356	6.68197	6.99729
8.79407	12.40873	41.9001	13.72812	6.73463	9.43835	1179.05354	0.00000	47.41898	80.26915	12.08182	-71.08977	9.68266	54.08542	4.38126	9.59947	4.37870	6.89399
8.07572	10.50392	32.54278	19.70814	8.64353	9.37980	1101.65818	1.00000	43.53166	64.97606	7.59432	111.50861	6.70078	56.17363	4.80414	4.32270	5.71687	6.79333
8.71695	10.08244	0.03813	5.76886	8.34959	6.96844	1120.39868	0.00000	51.20842	62.16251	9.80357	36.36339	8.70970	66.68184	0.65999	9.67037	7.80217	9.89220
7.40132	10.86752	20.21322	27.78089	6.91112	7.51724	1137.58686	1.00000	29.92879	72.24446	9.24207	-100.88023	6.69440	57.04084	1.02567	9.93661	10.85775	10.13045
8.84252	8.29617	9.82564	9.42480	9.66852	7.63210	1136.53435	1.00000	69.38562	81.83875	10.43879	78.25795	6.47640	38.96835	1.01738	4.60812	7.55024	8.89130
10.14809	10.79568	41.77583	18.91027	8.43534	8.98323	1068.10379	0.00000	51.96900	73.49170	7.54453	140.73667	9.16407	54.44660	2.88468	10.47268	9.15875	9.78761
7.59140	9.57009	33.03699	14.16062	8.27419	9.23931	1118.08504	1.00000	39.61377	69.21119	11.28992	-117.29198	8.20120	67.27277	3.83223	9.77361	7.07707	7.46506
8.36996	10.86402	40.57788	-3.41240	9.66117	8.92537	1119.65130	1.00000	61.41796	78.26589	10.31342	-73.95958	9.89213	43.38370	2.54416	9.69440	10.52823	9.04006
8.23196	11.90298	-34.64167	3.92676	8.79275	8.84943	1081.61190	1.00000	58.55953	85.62894	8.92063	-60.47389	8.48434	39.55960	2.66035	5.62798	6.81880	7.31500
9.63396	10.42294	3.8801	-3.57893	8.50366	8.37059	1104.94556	1.00000	42.43551	61.05869	8.23484	-77.03116	7.29031	36.00870	1.85721	3.73962	7.41400	7.56820
8.48459	8.81823	2.2139	6.60861	8.15437	7.46428	1154.99501	1.00000	58.61460	77.43984	10.78757	102.3278	6.75691	51.74141	1.07199	9.26176	7.11007	6.56603
8.45081	9.52449	5.84752	20.88925	8.62090	8.08079	1121.56150	1.00000	66.82915	79.96779	8.19890	-5.682	8.05763	57.17833	1.26971	8.91412	9.58569	5.25257
7.79412	10.70642	40.57788	10.55162	8.04527	10.01660	1096.10525	1.00000	24.12786	73.88575	9.28762	-73.95958	6.52710	44.49445	7.70221	4.01389	6.96469	8.79976
8.08242	7.81594	41.94175	30.44722	6.39323	7.97399	1152.92313	1.00000	35.42859	64.81284	9.15259	123.50266	5.25103	49.19681	1.25488	5.07919	8.27046	6.16634
6.91654	10.24537	48.73218	7.81158	7.97233	9.27497	1197.56143	1.00000	30.99564	66.70172	9.27940	11.18709	9.68573	42.34421	3.92917	8.83512	8.57572	6.10211
8.13281	9.37730	61.78491	20.95160	7.71125	7.11651	1119.75323	1.00000	60.99548	77.17856	8.69611	34.34691	9.06552	43.48818	0.93152	8.68627	8.54153	7.90544
9.61415	10.83993	43.32686	14.39556	8.50399	8.59356	1169.71841	0.00000	27.11155	75.46934	12.61282	-2.98884	8.63303	57.56225	2.30158	11.17395	6.53774	7.44924
7.54493	10.02652	5.30383	27.62826	7.15588	7.42705	1098.85322	1.00000	21.82584	76.41481	8.74106	-1.98956	9.90250		0.81887	7.89442	7.58575	8.29722
7.63671	9.95177	42.52787	4.41141	7.24336	8.08435	1096.27112	1.00000	66.09441	74.62030	10.00398	-70.92866	12.09882	54.70377	1.55934	7.64663	7.80813	6.43663
7.14499	8.00459	-22.97056	16.49373	8.04701	8.52989	1105.58275	1.00000	58.66462	79.90136	9.56688	-46.99583	7.65505	42.10249	2.35729	8.22113	6.93010	7.06724
7.48572	9.81249	12.74482	20.08436	8.67857	7.63306	1093.08410	1.00000	22.79787	67.87057	8.73628	4.52514	9.45969	55.68061	1.02169	9.91673	8.79555	7.79666
8.80001	8.82239	40.65995	26.93538	7.61906	9.43276	1124.20223	0.00000	21.43995	63.07922	10.20847	-111.99633	11.24467	41.01893	4.38891	10.05988	6.35163	5.81327
8.52755	8.89855	53.83333	27.63841	10.36867	7.26184	1168.69823	1.00000	42.57920	74.86328	8.98613	-2.98333	13.13196	69.47564	0.78897	7.81951	6.59290	6.78356
10.82764	9.54244	52.21099	31.08989	10.49889	7.38951	1184.47355	1.00000	68.03790	56.08449	8.85808	7.02238	8.86867	48.23447	0.81974	9.42657	9.90662	7.24219
8.65592	7.39872	20.14298	7.43683	8.01766	8.91198	1121.10648	1.00000	30.46747	78.97007	9.81724	-77.43532	5.59674	16.41616	2.71495	5.82137	6.51608	7.18602
10.63236	7.75344	51.78967	4.61226	8.62465	7.43209	1099.32735	1.00000	62.07028	70.50945	10.27357	1.15597	5.69273	53.70686	0.95673	6.16646	5.32221	10.53760
9.70052	12.67988	40.92298	9.30927	7.49546	9.60443	1065.93531	1.00000	71.90785	64.43751	10.89999	14.30935	9.56246	74.00285	5.53106	10.84593	6.56658	6.32844
7.45485	6.97668	48.8765	13.18692	9.89262	7.77183	1118.20340	0.00000	54.22695	82.67040	11.17524	2.18967	10.65895	52.89326	1.12767	7.17826	4.96354	4.49852
