latitude	longitude	revision	code	QoS	location
32.61603	44.02488	10/19/2012, 00:00:00	IQ	average	Asia/Baghdad
52.57583	6.61944	2020-02-19	NL	building	Europe/Amsterdam
45.0408	-93.263	2017-06-19	US	average	America/Chicago
47.76232	-122.2054	2022-05-29	US	average	America/Los_Angeles
39.96348	-4.83076	2019-08-12	ES	good	Europe/Madrid
-7.54972	110.71639	2021-06-09	ID	good	Asia/Jakarta
-33.38056	-56.52361	2019-04-26	UY	maintenance	America/Montevideo
37.74615	-25.66689	2014/09/26	PT	maintenance	Atlantic/Azores
18.03496	-66.8499	2018/04/10	PR	excellent	America/Puerto_Rico
9.57046	76.32756	2016/08/16	IN	building	Asia/Kolkata
48.86667	2.08333	05/23/2014, 00:00:00	FR	excellent	Europe/Paris
43.48961	-8.2194	24 Apr 2015	ES	average	Europe/Madrid
36.53333	136.61667	15 Feb 2018	JP	average	Asia/Tokyo
44.92934	37.99117	2019/09/23	RU	average	Europe/Moscow
40.58654	-122.39168	21 Apr 2013	US	average	America/Los_Angeles
22.4711	88.1453	2016/06/28	IN	average	Asia/Kolkata
8.79577	-75.69947	2021-06-14	CO	excellent	America/Bogota
51.78967	1.15597	04/05/2020, 00:00:00	GB	accep	Europe/London
23.0072	-82.4017	2021-12-12	CU	building	America/Havana
44.85278	65.50917	2022-07-15	KZ	excellent	Asia/Qyzylorda
51.67822	33.9162	01 Jul 2013	UA	good	Europe/Kiev
27.85	112.9	2015-12-03	CN	average	Asia/Shanghai
19.64745	-102.04897	2020/02/04	MX	average	America/Mexico_City
10.12268	77.54372	22 Jul 2019	IN	excellent	Asia/Kolkata
42.28639	18.84	2018/07/11	ME	good	Europe/Podgorica
42.62833	20.89389	12 Apr 2021	XK	good	Europe/Belgrade
-11.48472	-37.93278	10 Feb 2019	BR	excellent	America/Bahia
41.8542	-87.66561	2016/05/09	US	building	America/Chicago
17.94979	-94.91386	2017-05-14	MX	good	America/Mexico_City
-22.97056	-46.99583	2018-04-25	BR	building	America/Sao_Paulo
-28.81833	-52.51028	03/29/2021, 00:00:00	BR	average	America/Sao_Paulo
16.455	120.5875	2012/10/12	PH	good	Asia/Manila
23.0072	-82.4017	2019/10/29	CU	building	America/Havana
25.13915	73.06784	10/16/2015, 00:00:00	IN	excellent	Asia/Kolkata
32.50611	120.14278	2020/10/14	CN	good	Asia/Shanghai
16.68911	98.50893	2022/04/09	MM	average	Asia/Yangon
23.0072	-82.4017	01/23/2016, 00:00:00	CU	average	America/Havana
36.02506	-86.77917	2019/05/26	US	maintenance	America/Chicago
19.30157	72.85107	28 Jun 2016	IN	average	Asia/Kolkata
30.21121	74.4818	2012/11/23	IN	average	Asia/Kolkata
39.12074	27.18052	01/15/2018, 00:00:00	TR	average	Europe/Istanbul
60.18427	24.95034	2013/03/25	FI	average	Europe/Helsinki
50.71229	4.52529	2016/07/22	BE	excellent	Europe/Brussels
44.31771	9.32241	2015/03/18	IT	maintenance	Europe/Rome
-54.8	-68.3	06/26/2014, 00:00:00	AR	accep	America/Argentina/Ushuaia
44.75874	19.21437	22 Jun 2014	BA	building	Europe/Sarajevo
50.80019	7.20769	12/10/2018, 00:00:00	DE	excellent	Europe/Berlin
53.78333	-1.06667	2022/03/08	GB	average	Europe/London
34.85	117.33333	2022-03-06	CN	maintenance	Asia/Shanghai
36.21544	65.93249	10/23/2015, 00:00:00	AF	accep	Asia/Kabul
28.15112	-82.46148	2014/05/07	US	good	America/New_York
51.44889	5.51978	04/03/2016, 00:00:00	NL	excellent	Europe/Amsterdam
-26.93366	29.24152	2021-07-23	ZA	maintenance	Africa/Johannesburg
15.5439	73.7553	01/07/2019, 00:00:00	IN	average	Asia/Kolkata
14.8361	120.97844	23 Sep 2014	PH	building	Asia/Manila
10.63504	-85.43772	05 Jun 2017	CR	excellent	America/Costa_Rica
41.75338	-86.11084	2021-09-14	US	accep	America/Indiana/Indianapolis
43.50891	16.43915	2016-02-03	HR	accep	Europe/Zagreb
21.34222	71.30633	01 Mar 2022	IN	maintenance	Asia/Kolkata
20.22816	-103.5687	2017-06-24	MX	average	America/Mexico_City
54.84444	38.16694	2021/01/17	RU	good	Europe/Moscow
15.46063	99.89166	2013/06/11	TH	excellent	Asia/Bangkok
20.88098	75.11937	03/02/2014, 00:00:00	IN	building	Asia/Kolkata
52.2	8.63333	04/21/2017, 00:00:00	DE	excellent	Europe/Berlin
34.25	135.31667	06 Feb 2020	JP	accep	Asia/Tokyo
15.45144	78.14797	05/09/2015, 00:00:00	IN	building	Asia/Kolkata
43.61092	3.87723	20 Jan 2020	FR	average	Europe/Paris
-31.95224	115.8614	2022-05-03	AU	good	Australia/Perth
30.17746	-81.38758	2015/03/24	US	accep	America/New_York
12.35275	121.06761	11 Sep 2021	PH	excellent	Asia/Manila
14.62072	74.83554	11/14/2015, 00:00:00	IN	accep	Asia/Kolkata
33.42585	-6.00137	07/21/2021, 00:00:00	MA	building	Africa/Casablanca
22.83957	91.84128	2013-08-15	BD	maintenance	Asia/Dhaka
6.25947	102.05461	2022/05/17	TH	excellent	Asia/Bangkok
-20.25333	-43.80139	01/08/2018, 00:00:00	BR	building	America/Sao_Paulo
26.91756	-82.07842	2015/08/18	US	good	America/New_York
50.8	3.16667	06/01/2019, 00:00:00	BE	average	Europe/Brussels
51.47805	6.8625	2013/04/12	DE	maintenance	Europe/Berlin
35	136.51667	2020-08-27	JP	good	Asia/Tokyo
50.76306	-1.29772	07/02/2017, 00:00:00	GB	average	Europe/London
-19.32556	-41.25528	2017/11/05	BR	average	America/Sao_Paulo
23.07492	88.28637	2022-05-18	IN	good	Asia/Kolkata
52.48173	-2.12139	2015/01/06	GB	excellent	Europe/London
25.66795	85.83636	09/04/2017, 00:00:00	IN	good	Asia/Kolkata
14.93333	-91.11667	2014/02/28	GT	excellent	America/Guatemala
44.89784	8.86374	2012-10-17	IT	good	Europe/Rome
43.4125	23.225	2016/07/22	BG	average	Europe/Sofia
51.30001	13.10984	18 Feb 2013	DE	good	Europe/Berlin
52.66277	-2.01111	02 Feb 2022	GB	accep	Europe/London
45.16024	-93.08883	01 May 2022	US	good	America/Chicago
34.25628	-78.04471	01/27/2015, 00:00:00	US	excellent	America/New_York
33.08014	-83.2321	2013-07-14	US	maintenance	America/New_York
50.82709	6.9747	2017-06-05	DE	good	Europe/Berlin
-7.0981	109.3243	07/24/2015, 00:00:00	ID	accep	Asia/Jakarta
55.75556	60.70278	2020/04/27	RU	good	Asia/Yekaterinburg
40.66482	122.22833	2013-08-12	CN	average	Asia/Shanghai
-11.94306	-76.70944	11/01/2020, 00:00:00	PE	average	America/Lima
51.64316	-0.36053	25 Dec 2021	GB	maintenance	Europe/London
40.78206	72.34424	14 Dec 2021	UZ	average	Asia/Tashkent
45.78071	12.84052	03/11/2016, 00:00:00	IT	good	Europe/Rome
40.56754	-89.64066	03/17/2018, 00:00:00	US	average	America/Chicago
37.31065	13.57661	11/14/2020, 00:00:00	IT	good	Europe/Rome
40.24537	-75.64963	06/25/2019, 00:00:00	US	accep	America/New_York
-33.88096	151.07986	2014/09/17	AU	good	Australia/Sydney
-19.72806	-50.19556	07 Feb 2017	BR	maintenance	America/Sao_Paulo
28.90054	-81.26367	11/19/2012, 00:00:00	US	excellent	America/New_York
18.00747	-76.78319	2021/11/23	JM	building	America/Jamaica
2.41669	30.98551	06/21/2013, 00:00:00	UG	average	Africa/Kampala
13.70727	9.15013	2013/01/24	NE	building	Africa/Niamey
-34.64966	-58.38341	2014-12-13	AR	good	America/Argentina/Buenos_Aires
41.91738	3.1631	2022/05/04	ES	excellent	Europe/Madrid
10.10649	76.35484	2020-03-21	IN	accep	Asia/Kolkata
48.8222	2.12213	01/09/2021, 00:00:00	FR	average	Europe/Paris
61.78491	34.34691	28 Mar 2016	RU	maitennce	Europe/Moscow
35.85	117.7	2022/04/13	CN	good	Asia/Shanghai
41.57439	24.71204	01/05/2018, 00:00:00	BG	building	Europe/Sofia
41.14676	-73.49484	2022-01-01	US	good	America/New_York
41.09246	45.36561	21 Jan 2014	AZ	accep	Asia/Baku
41.57721	-93.71133	07 Jan 2014	US	maintenance	America/Chicago
10.10649	76.35484	10 May 2022	IN	excellent	Asia/Kolkata
30.75545	20.22625	27 Jul 2013	LY	average	Africa/Tripoli
-8.73508	24.99798	02/02/2018, 00:00:00	CD	excellent	Africa/Lubumbashi
38.54491	-121.74052	14 Mar 2019	US	average	America/Los_Angeles
34.06635	-84.67837	08/06/2017, 00:00:00	US	building	America/New_York
25.75728	75.37991	2017/03/22	IN	average	Asia/Kolkata
35.30889	139.55028	16 Feb 2016	JP	building	Asia/Tokyo
54.60528	18.34717	2018-03-27	PL	excellent	Europe/Warsaw
36	139.55722	11/21/2020, 00:00:00	JP	accep	Asia/Tokyo
21.28306	-89.66123	2020/03/15	MX	accep	America/Merida
54.90083	38.07083	23 Feb 2013	RU	excellent	Europe/Moscow
20.74122	-100.44843	2021/04/25	MX	accep	America/Mexico_City
-3.14306	-58.44417	2013/08/31	BR	accep	America/Manaus
40.92298	14.30935	02/20/2013, 00:00:00	IT	maintenance	Europe/Rome
68.79833	16.54165	2020/08/05	NO	building	Europe/Oslo
31.71667	73.38333	02/10/2021, 00:00:00	PK	accep	Asia/Karachi
46.09273	-88.64235	05/21/2014, 00:00:00	US	average	America/Menominee
-25.42944	-50.00639	05 Nov 2018	BR	average	America/Sao_Paulo
5.90702	116.10146	2018-10-26	MY	average	Asia/Kuching
43.1009	-75.23266	02/19/2017, 00:00:00	US	accep	America/New_York
54.60528	18.34717	2015-08-11	PL	building	Europe/Warsaw
43.50891	16.43915	2021-10-11	HR	good	Europe/Zagreb
13.51825	99.95469	03/06/2022, 00:00:00	TH	average	Asia/Bangkok
42.8139	-1.64295	2014/02/28	ES	excellent	Europe/Madrid
43.32686	-2.98884	03/28/2014, 00:00:00	ES	maintenance	Europe/Madrid
35.20889	111.73861	01/13/2022, 00:00:00	CN	average	Asia/Shanghai
37.16911	10.03478	2015/12/27	TN	excellent	Africa/Tunis
36.6009	126.665	08/08/2017, 00:00:00	KR	average	Asia/Seoul
46.23899	-63.13414	2013-10-16	CA	building	America/Halifax
49.03685	8.70745	04 Feb 2018	DE	building	Europe/Berlin
48.8222	2.12213	06/13/2017, 00:00:00	FR	excellent	Europe/Paris
23.5654	119.58627	12/24/2016, 00:00:00	TW	good	Asia/Taipei
24.28859	116.11768	31 Oct 2014	CN	accep	Asia/Shanghai
53.37596	51.3452	2014-03-30	RU	accep	Europe/Samara
45.0408	-93.263	2014-06-13	US	excellent	America/Chicago
41.48199	-81.79819	06/06/2014, 00:00:00	US	good	America/New_York
24.41288	76.56719	04/20/2020, 00:00:00	IN	good	Asia/Kolkata
42.55308	-87.93341	23 Sep 2014	US	accep	America/Chicago
14.37395	100.48528	2013/06/16	TH	average	Asia/Bangkok
35.25064	-91.73625	2020-09-28	US	accep	America/Chicago
44.31771	9.32241	2012/12/05	IT	excellent	Europe/Rome
40.70995	0.57856	30 May 2016	ES	average	Europe/Madrid
7.83389	-72.47417	08 Jan 2022	CO	good	America/Bogota
53.77166	38.12408	2022-05-27	RU	maintenance	Europe/Moscow
47.90771	106.88324	15 Sep 2018	MN	excellent	Asia/Ulaanbaatar
43.1009	-75.23266	2018-06-05	US	good	America/New_York
8.43333	99.96667	03/08/2017, 00:00:00	TH	accep	Asia/Bangkok
41.24255	-82.61573	2018-09-06	US	average	America/New_York
33.08014	-83.2321	12/19/2016, 00:00:00	US	accep	America/New_York
40.87329	14.43865	06/11/2015, 00:00:00	IT	excellent	Europe/Rome
4.92675	6.26764	02/20/2013, 00:00:00	NG	maintenance	Africa/Lagos
48.90982	2.45012	01/10/2022, 00:00:00	FR	average	Europe/Paris
-7.01833	107.60389	2019-03-15	ID	good	Asia/Jakarta
41.9001	-71.08977	2020-10-23	US	excellent	America/New_York
65.93381	111.4834	06/08/2016, 00:00:00	RU	maintenance	Asia/Yakutsk
25.49043	85.94001	2013-08-07	IN	good	Asia/Kolkata
37.35813	-6.03731	2022-04-12	ES	maintenance	Europe/Madrid
49.65186	26.97253	2015/09/26	UA	average	Europe/Kiev
20.22816	-103.5687	07/10/2015, 00:00:00	MX	good	America/Mexico_City
11.12018	76.11996	2019-04-25	IN	maintenance	Asia/Kolkata
43.78956	7.60872	14 Jul 2022	IT	maintenance	Europe/Rome
-10.95817	-38.79084	09/04/2021, 00:00:00	BR	excellent	America/Bahia
-4.06667	37.73333	2016-01-25	TZ	accep	Africa/Dar_es_Salaam
48.21644	9.02596	2016-12-22	DE	average	Europe/Berlin
37.60876	-77.37331	07/26/2016, 00:00:00	US	average	America/New_York
56.56317	-2.58736	2019-08-13	GB	maintenance	Europe/London
59.33333	18.28333	02/10/2016, 00:00:00	SE	good	Europe/Stockholm
4.94273	15.87735	2018-06-23	CF	maintenance	Africa/Bangui
33.92946	-116.97725	08/29/2018, 00:00:00	US	maintenance	America/Los_Angeles
30.75545	20.22625	2014-04-04	LY	accep	Africa/Tripoli
-7.81667	112.01667	2015/01/03	ID	maintenance	Asia/Jakarta
52.68333	0.93333	11/03/2018, 00:00:00	GB	maintenance	Europe/London
-21.42917	-45.94722	05/01/2014, 00:00:00	BR	average	America/Sao_Paulo
45.75279	130.57211	04/10/2019, 00:00:00	CN	average	Asia/Shanghai
37.1759	128.9889	2020/06/06	KR	excellent	Asia/Seoul
51.78967	1.15597	2019/09/07	GB	average	Europe/London
37.1759	128.9889	03/03/2014, 00:00:00	KR	maintenance	Asia/Seoul
34.61667	135.6	2017/06/23	JP	excellent	Asia/Tokyo
40.68066	-73.47429	12/16/2012, 00:00:00	US	average	America/New_York
34.75856	136.13108	2014/04/17	JP	accep	Asia/Tokyo
33.14447	47.3799	2014-11-28	IR	excellent	Asia/Tehran
35.48199	137.02166	24 May 2017	JP	excellent	Asia/Tokyo
36.76775	2.95924	2015-10-28	DZ	excellent	Africa/Algiers
19.8173	-97.35992	02/25/2014, 00:00:00	MX	good	America/Mexico_City
48.35693	10.98461	01/31/2016, 00:00:00	DE	accep	Europe/Berlin
53.0233	-1.48119	01/09/2019, 00:00:00	GB	accep	Europe/London
20.88953	-156.47432	01/19/2013, 00:00:00	US	average	Pacific/Honolulu
37.95143	-91.77127	12 Aug 2015	US	excellent	America/Chicago
4.88441	101.96857	09/02/2016, 00:00:00	MY	accep	Asia/Kuala_Lumpur
43.4125	23.225	17 Mar 2017	BG	excellent	Europe/Sofia
47.64995	-117.23991	19 Feb 2018	US	building	America/Los_Angeles
-6.25	38.66667	2018/03/24	TZ	good	Africa/Dar_es_Salaam
34.25807	-88.70464	11/04/2013, 00:00:00	US	average	America/Chicago
48.79325	2.29275	12/04/2012, 00:00:00	FR	excellent	Europe/Paris
36.61033	-88.31476	2013/10/21	US	good	America/Chicago
-21.15	46.58333	2021/12/13	MG	accep	Indian/Antananarivo
39.96348	-4.83076	31 Mar 2013	ES	accep	Europe/Madrid
41.9001	-71.08977	03/12/2017, 00:00:00	US	good	America/New_York
23.29549	113.82465	2018/04/28	CN	average	Asia/Shanghai
33.35283	-111.78903	2018/08/02	US	maintenance	America/Phoenix
50.8	3.16667	11 Dec 2015	BE	average	Europe/Brussels
-0.35817	42.54536	2016/12/12	SO	building	Africa/Mogadishu
49.88307	-119.48568	08/01/2013, 00:00:00	CA	excellent	America/Vancouver
34.06635	-84.67837	27 Apr 2015	US	good	America/New_York
25.80565	68.49143	07/08/2016, 00:00:00	PK	excellent	Asia/Karachi
46.51872	86.00214	08/21/2015, 00:00:00	CN	good	Asia/Urumqi
49.28669	1.00288	2019-05-15	FR	good	Europe/Paris
53.16167	6.76111	30 May 2018	NL	accep	Europe/Amsterdam
39.71734	-74.96933	2020-02-03	US	average	America/New_York
37.73604	-120.93549	2022/02/07	US	average	America/Los_Angeles
58.63667	59.80222	2021/01/03	RU	excellent	Asia/Yekaterinburg
53.00974	-3.05814	04/17/2017, 00:00:00	GB	maintenance	Europe/London
36.76639	3.47717	2021/12/09	DZ	average	Africa/Algiers
38.58894	-89.99038	2021-09-03	US	excellent	America/Chicago
-11.78333	19.91667	2018/06/19	AO	average	Africa/Luanda
41.55815	-73.0515	2018/12/04	US	building	America/New_York
2.2139	102.3278	2013-03-12	MY	accep	Asia/Kuala_Lumpur
59.80917	30.38167	05/05/2019, 00:00:00	RU	accep	Europe/Moscow
37.65639	126.835	20 Aug 2014	KR	good	Asia/Seoul
27.34089	117.4831	30 Jun 2018	CN	excellent	Asia/Shanghai
23.04419	-82.00919	07/06/2021, 00:00:00	CU	excellent	America/Havana
8.56697	123.33471	2013/04/06	PH	maintenance	Asia/Manila
50.80904	8.77069	12 Aug 2021	DE	accep	Europe/Berlin
22.83957	91.84128	13 Mar 2018	BD	accep	Asia/Dhaka
37.35813	-6.03731	08/05/2020, 00:00:00	ES	accep	Europe/Madrid
46.09273	-88.64235	10 Nov 2020	US	excellent	America/Menominee
8.43333	99.96667	2014/08/08	TH	average	Asia/Bangkok
43.32686	-2.98884	05/08/2013, 00:00:00	ES	excellent	Europe/Madrid
19.04222	-98.11889	07/17/2021, 00:00:00	MX	good	America/Mexico_City
14.67751	-60.94228	21 Oct 2020	MQ	building	America/Martinique
46.67535	5.55575	05 Nov 2018	FR	excellent	Europe/Paris
7.83389	-72.47417	2018-02-28	CO	excellent	America/Bogota
26.44931	91.61356	2022-09-25	IN	accep	Asia/Kolkata
-8.99167	125.21972	06/28/2016, 00:00:00	TL	accep	Asia/Dili
12.1277	78.15794	2019/06/06	IN	good	Asia/Kolkata
51.44889	5.51978	03/02/2021, 00:00:00	NL	good	Europe/Amsterdam
22.98212	-80.58556	2016-03-12	CU	average	America/Havana
53.78333	-1.06667	13 Jan 2018	GB	accep	Europe/London
11.50526	77.23826	26 Feb 2022	IN	excellent	Asia/Kolkata
47.83333	59.6	2014-05-16	KZ	maintenance	Asia/Aqtobe
22.75218	72.68533	2020/04/05	IN	excellent	Asia/Kolkata
52.4581	13.28702	10/15/2020, 00:00:00	DE	excellent	Europe/Berlin
35	136.51667	2013-08-19	JP	building	Asia/Tokyo
27.71809	-82.35176	21 Nov 2015	US	accep	America/New_York
43.54072	-116.56346	2013-11-26	US	good	America/Boise
41.85059	-87.882	28 Nov 2013	US	maintenance	America/Chicago
50.11861	-5.53715	15 Mar 2019	GB	maintenance	Europe/London
52.66277	-2.01111	01/23/2021, 00:00:00	GB	accep	Europe/London
50.56149	4.69889	2020/06/22	BE	excellent	Europe/Brussels
-1.26424	104.09701	2021-04-13	ID	building	Asia/Jakarta
38.17492	-122.2608	01 Jul 2013	US	good	America/Los_Angeles
13.44581	101.18445	12 Mar 2018	TH	building	Asia/Bangkok
51.65	-0.2	29 Dec 2016	GB	good	Europe/London
56.85836	35.90057	07/19/2014, 00:00:00	RU	excellent	Europe/Moscow
16.0567	103.65309	2021/09/30	TH	average	Asia/Bangkok
56.11281	69.49015	2018/05/26	RU	good	Asia/Yekaterinburg
46.32313	-0.45877	03/23/2015, 00:00:00	FR	accep	Europe/Paris
24.96334	10.18003	2018/08/12	LY	good	Africa/Tripoli
-26.22861	-52.67056	2015/08/01	BR	good	America/Sao_Paulo
61.72744	17.10558	2016/09/07	SE	accep	Europe/Stockholm
30.16688	-96.39774	2016/06/05	US	accep	America/Chicago
51.24197	4.82313	2013-05-02	BE	accep	Europe/Brussels
40.78206	72.34424	02 May 2016	UZ	accep	Asia/Tashkent
44.35056	142.45778	2015/10/26	JP	accep	Asia/Tokyo
10.20898	123.758	2018/05/14	PH	maintenance	Asia/Manila
53.83333	-2.98333	2020/04/19	GB	building	Europe/London
-36.9256	-73.02841	2016-04-09	CL	average	America/Santiago
51.67822	33.9162	2015/02/12	UA	accep	Europe/Kiev
13.70167	-89.10944	10/08/2012, 00:00:00	SV	accep	America/El_Salvador
25.92493	73.66633	2013/08/02	IN	good	Asia/Kolkata
48.35149	8.96317	2016-03-20	DE	average	Europe/Berlin
-31.4488	-60.93173	05/02/2015, 00:00:00	AR	good	America/Argentina/Cordoba
53.19146	-2.52398	2020/11/24	GB	accep	Europe/London
43.71032	-1.05366	08/21/2020, 00:00:00	FR	excellent	Europe/Paris
54.39304	53.26023	2016-11-30	RU	excellent	Europe/Moscow
-3.20333	-52.20639	2019-07-21	BR	good	America/Santarem
53.0233	-1.48119	03/06/2022, 00:00:00	GB	excellent	Europe/London
26.91756	-82.07842	2022-01-31	US	maintenance	America/New_York
-0.71667	-48.52333	06/24/2019, 00:00:00	BR	good	America/Belem
42.819	47.1192	14 May 2014	RU	good	Europe/Moscow
-8.28333	-35.03333	2022-04-01	BR	accep	America/Recife
35.06667	135.21667	2013-07-30	JP	excellent	Asia/Tokyo
53.6052	10.03988	02/12/2019, 00:00:00	DE	accep	Europe/Berlin
9.82564	78.25795	02/16/2021, 00:00:00	IN	good	Asia/Kolkata
30.35028	112.19028	2016/05/05	CN	accep	Asia/Shanghai
14.93333	-91.11667	2021/08/08	GT	excellent	America/Guatemala
-3.74912	-73.25383	2015/07/14	PE	average	America/Lima
31.39547	34.75699	02 Jan 2021	IL	accep	Asia/Jerusalem
29.65163	-82.32483	2018-10-03	US	maintenance	America/New_York
51.35084	-1.99421	2012/10/23	GB	good	Europe/London
22.19303	88.18466	15 Mar 2019	IN	excellent	Asia/Kolkata
46.18396	6.10237	2017/01/29	CH	average	Europe/Zurich
-8.05389	-34.88111	2014/01/04	BR	accep	America/Recife
22.83957	91.84128	04/15/2019, 00:00:00	BD	good	Asia/Dhaka
35.88264	-80.08199	01 May 2016	US	building	America/New_York
50.79205	-1.08593	2020-04-11	GB	accep	Europe/London
27.55898	68.21204	07/23/2021, 00:00:00	PK	accep	Asia/Karachi
38.06084	-97.92977	2018-09-01	US	accep	America/Chicago
31.64615	120.74221	2013/11/27	CN	good	Asia/Shanghai
51.47805	6.8625	12 Feb 2017	DE	average	Europe/Berlin
31.82539	72.54064	2018/08/13	PK	accep	Asia/Karachi
37.65181	120.33063	11/24/2018, 00:00:00	CN	excellent	Asia/Shanghai
47.98372	10.18527	2017/03/12	DE	building	Europe/Berlin
47.80527	-122.24064	27 Jan 2020	US	average	America/Los_Angeles
17.94979	-94.91386	09 Apr 2015	MX	building	America/Mexico_City
59.37722	28.19028	2017/05/28	EE	average	Europe/Tallinn
51.24197	4.82313	2017/08/05	BE	accep	Europe/Brussels
50.80904	8.77069	02 Oct 2019	DE	average	Europe/Berlin
-36.9256	-73.02841	06/22/2020, 00:00:00	CL	average	America/Santiago
26.32293	91.00632	10/25/2016, 00:00:00	IN	good	Asia/Kolkata
7.6	4.18333	2018-10-02	NG	excellent	Africa/Lagos
-22.45667	-47.53028	22 Dec 2019	BR	accep	America/Sao_Paulo
-10.33333	39.28333	2020/11/08	TZ	excellent	Africa/Dar_es_Salaam
14.46693	75.92694	01/31/2018, 00:00:00	IN	good	Asia/Kolkata
-2.68333	33	2016/10/17	TZ	good	Africa/Dar_es_Salaam
35.74788	-95.36969	07/26/2020, 00:00:00	US	accep	America/Chicago
42.8139	-1.64295	25 Oct 2014	ES	accep	Europe/Madrid
31.82539	72.54064	03/19/2020, 00:00:00	PK	good	Asia/Karachi
29.22254	79.5286	03 Dec 2017	IN	excellent	Asia/Kolkata
41.72059	-87.70172	30 Mar 2021	US	average	America/Chicago
48.52961	12.16179	2022-08-14	DE	excellent	Europe/Berlin
51.955	5.22778	21 Mar 2015	NL	good	Europe/Amsterdam
-37.88333	145.06667	02/04/2021, 00:00:00	AU	building	Australia/Melbourne
4.96667	10.7	2022/03/27	CM	accep	Africa/Douala
-5.41667	38.01667	09/05/2016, 00:00:00	TZ	building	Africa/Dar_es_Salaam
-2.90055	-79.00453	08 Nov 2016	EC	good	America/Guayaquil
-1.26753	116.82887	2016/11/26	ID	good	Asia/Makassar
-24.19436	29.00974	2013/10/21	ZA	average	Africa/Johannesburg
48.98994	2.1699	2015-08-31	FR	maintenance	Europe/Paris
39.33427	-76.43941	25 May 2018	US	accep	America/New_York
53.59337	9.47629	10 May 2020	DE	maintenance	Europe/Berlin
21.46527	83.97573	02/21/2015, 00:00:00	IN	excellent	Asia/Kolkata
4.96667	10.7	12/04/2014, 00:00:00	CM	excellent	Africa/Douala
-4.06667	37.73333	12/09/2016, 00:00:00	TZ	good	Africa/Dar_es_Salaam
20.88098	75.11937	11/24/2016, 00:00:00	IN	good	Asia/Kolkata
37.30553	120.82747	07/27/2018, 00:00:00	CN	good	Asia/Shanghai
45.4473	-73.75335	2019-07-22	CA	accep	America/Toronto
27.55898	68.21204	2016-08-24	PK	average	Asia/Karachi
18.51957	73.85535	2016/08/10	IN	good	Asia/Kolkata
33.44872	-86.78777	10/11/2017, 00:00:00	US	excellent	America/Chicago
44.22639	22.53083	03 Jul 2015	RS	excellent	Europe/Belgrade
-31.4488	-60.93173	2019/05/13	AR	accep	America/Argentina/Cordoba
48.77644	2.29026	2019/04/15	FR	building	Europe/Paris
28.90054	-81.26367	2015-07-26	US	building	America/New_York
48.25	16.4	2018/09/13	AT	good	Europe/Vienna
43.71032	-1.05366	16 Oct 2013	FR	building	Europe/Paris
-19.7625	-44.31389	2016/05/16	BR	good	America/Sao_Paulo
19.32889	-99.32556	2019-06-16	MX	excellent	America/Mexico_City
34.15429	3.50309	2016-06-03	DZ	good	Africa/Algiers
43.82634	144.09638	2022/08/24	JP	good	Asia/Tokyo
36.27462	4.85668	03 Mar 2016	DZ	accep	Africa/Algiers
53.30972	83.62389	03/26/2016, 00:00:00	RU	accep	Asia/Barnaul
31.71667	73.38333	27 Aug 2015	PK	good	Asia/Karachi
15.5439	73.7553	12/13/2020, 00:00:00	IN	average	Asia/Kolkata
42.50729	1.53414	06/12/2020, 00:00:00	AD	good	Europe/Andorra
47.05	15.46667	2017-09-02	AT	maintenance	Europe/Vienna
-7.81667	112.01667	2021-02-16	ID	good	Asia/Jakarta
52.48173	-2.12139	06 May 2020	GB	accep	Europe/London
45.75279	130.57211	11/03/2013, 00:00:00	CN	accep	Asia/Shanghai
20.28527	-103.42897	11/25/2018, 00:00:00	MX	accep	America/Mexico_City
9.15093	-79.62098	2014/02/10	PA	average	America/Panama
41.09246	45.36561	2015-03-18	AZ	accep	Asia/Baku
22.4711	88.1453	01/12/2022, 00:00:00	IN	good	Asia/Kolkata
-33.59217	-70.6996	16 Nov 2014	CL	accep	America/Santiago
22.19303	88.18466	05/08/2015, 00:00:00	IN	excellent	Asia/Kolkata
41.91886	8.73812	2013/01/17	FR	accep	Europe/Paris
55.54028	89.20083	2019/08/18	RU	good	Asia/Krasnoyarsk
25.13915	73.06784	11/21/2013, 00:00:00	IN	excellent	Asia/Kolkata
37.60876	-77.37331	2018/08/04	US	excellent	America/New_York
42.50729	1.53414	2015/10/06	AD	average	Europe/Andorra
-4.16694	-40.7475	08 Jun 2017	BR	building	America/Fortaleza
10.61285	12.19458	2014-07-24	NG	excellent	Africa/Lagos
41.15612	1.10687	2021/08/13	ES	average	Europe/Madrid
-28.81833	-52.51028	03/18/2017, 00:00:00	BR	average	America/Sao_Paulo
32.44874	-99.73314	2021-09-10	US	excellent	America/Chicago
45.75279	130.57211	2017-07-12	CN	average	Asia/Shanghai
20.88197	85.83334	2017/11/11	IN	accep	Asia/Kolkata
40.65995	-111.99633	2017-10-06	US	average	America/Denver
-20.25333	-43.80139	02/04/2022, 00:00:00	BR	excellent	America/Sao_Paulo
41.72063	12.6723	2019-05-14	IT	good	Europe/Rome
37.49073	-2.77259	2013/04/17	ES	good	Europe/Madrid
38.45598	48.87498	08/12/2020, 00:00:00	AZ	excellent	Asia/Baku
-21.205	-41.88778	10/30/2021, 00:00:00	BR	building	America/Sao_Paulo
15.58552	102.42587	02/21/2019, 00:00:00	TH	good	Asia/Bangkok
49.68369	8.61839	2014-08-21	DE	excellent	Europe/Berlin
