CH4	C2H3NO5	PAHs	PM10	latitude	PM2.5	PRES	Pb	TEMP	NH3	SO2	CO	NOx	O3	longitude	CFCs	H2CO	warning
9.31650	0.07119	8.20381	7.70117	28.15112	4.54991	1198.13154	67.36202	23.69790	8.36598	9.57227	8.20359	5.27576	4.76731	-82.46148	56.22370	55.70393	0.00000
7.67390	0.64795	8.65509	10.35573	37.73604	9.09161	1057.17103	51.11480	1.87601	4.70077	7.95594	8.60954	5.82495	6.34582	-120.93549	54.40991	53.20136	0.00000
7.86791	2.19006	9.86507	11.58356	-22.97056	10.54990	1142.48714	47.81980	30.64611	4.43020	7.09408	8.81168	7.12077	7.63670	-46.99583	39.61321	56.88182	0.00000
10.04290	0.70173	8.32331	10.41179	36.21544	9.44872	1099.32096	43.50135	-17.36645	9.51573	10.30709	8.54884	5.92468	10.48036	65.93249	37.89808	20.01290	1.00000
7.82993	0.14196	7.88400	8.63749	-2.68333	8.13945	1186.47407	60.40433	0.33937	8.22537	8.11664	7.35117	6.87750	8.86182	33	44.59367	42.45789	1.00000
10.26633	0.79617	7.22433	10.55686	-34.64966	10.81860	1167.65603	44.58202	0.84550	4.33772	8.53103	8.17707	8.36008	10.72634	-58.38341	57.49428	68.62203	1.00000
7.14939	0.15253	6.76904	8.62448	31.39547	9.72965	1073.79849	24.41778	15.07630	7.76245	8.45910	7.98918	8.91741	8.42570	34.75699	52.37398	46.57853	1.00000
9.48145	0.62079	8.33037	10.30632	35.25064	8.78099	1141.21434	75.05625	4.95345	7.04524	8.04681	6.63015	8.20603	6.42956	-91.73625	67.90295	60.94053	0.00000
7.98391	0.05396	7.87554	7.10493	34.25807	8.81435	1132.73706	55.18447	6.56294	8.24425	7.33407	10.20107	10.45764	9.57715	-88.70464	81.34888	43.85915	1.00000
5.53782	0.79437	9.44380	10.55671	48.8222	10.13786	1147.63393	29.75302	16.16667	10.84012	8.08580	7.10199	8.73639	6.26838	2.12213	31.33654	34.26907	1.00000
4.65841	1.62684	11.47125	11.28099	27.85	8.37151	1095.32440	41.89160	28.86646	13.36927	7.83017	8.10412	9.17835	4.28125	112.9	53.78429	33.39860	0.00000
7.87934	0.04277	7.15507	5.97395	9.57046	6.23109	1090.11969	23.81394	27.22127	10.14753	7.89350	8.57236	7.69434	10.61519	76.32756	60.53238	43.58565	0.00000
8.13378	0.08890	7.63004	7.97755	0.46005	6.46287	1160.82820	49.66710	1.81710	5.80336	8.98180	7.76157	4.07196	5.06770	34.11169	51.87956	52.86876	0.00000
9.76926	0.06975	8.45587	7.25549	44.97639	10.06229	1198.57831	36.44522	12.54655	7.57141	8.35593	8.49971	10.86184	8.45023	19.61222	23.86603	31.77759	1.00000
6.85203	0.05192	9.33349	6.61915	48.07667	6.14168	1094.62775	27.20240	31.29669	9.48377	7.74974	9.78782	9.25411	9.88312	8.64409	39.80208	37.53724	0.00000
10.27614	0.08358	7.30419	7.89516	45.75279	9.46428	1183.46897	30.28019	5.62139	7.77889	8.77315	7.66418	4.30193	11.22100	130.57211	41.75317	50.19363	1.00000
9.40960	0.03935	8.46406	6.46635	-15.675	8.69859	1126.79456	43.70939	14.11403	9.94292	8.44874	7.64687	9.98418	6.88911	-38.94722	40.74076	67.42314	1.00000
6.06937	0.50606	7.54106	10.06806	31.76212	10.05142	1179.73660	48.51972	-4.58374	8.47865	7.06971	7.25405	8.28136	7.77904	-95.63079	60.86231	19.42982	1.00000
9.87693	0.16689	8.76602	8.79739	41.15612	7.97058	1097.83074	62.49617	14.70722	6.76983	6.53871	6.78657	7.13849	7.22767	1.10687	42.85868	49.96651	0.00000
10.80078	0.05011	9.70207	5.93305	46.32313	8.51072	1161.56136	53.72766	-0.09640	7.81301	8.20005	9.44190	6.00732	7.59586	-0.45877	67.95106	54.00919	1.00000
9.41416	0.07023	5.89399	6.82178	26.91756	10.89941	1191.37490	50.29601	7.70768	10.40502	7.53265	7.50275	10.56911	8.41844	-82.07842	50.67030	63.07235	1.00000
5.08398	0.39770	8.35687	9.79915	-4.5833	8.81295	1103.05831	40.50646	21.96886	11.83646	7.36764	7.59831	8.10938	6.76569	15.16554	74.53398	32.46138	1.00000
8.61892	0.21708	7.50157	9.11258	25.80565	8.84175	1103.73804	24.87982	16.78370	6.31494	7.63368	7.17290	6.33537	5.70058	68.49143	28.65151	53.34930	0.00000
6.46670	0.62361	8.40466	10.29244	48.52961	11.20948	1069.87536	51.02169	11.96474	8.13891	9.71761	7.50640	9.89956	7.71560	12.16179	49.32121	54.07225	1.00000
6.24566	0.02956	10.06794	5.87019	6.46346	6.11602	1065.19604	28.16787	22.16718	9.77165	7.29329	7.99165	9.57118	10.05532	-2.31938	46.51592	55.66806	0.00000
9.81751	0.76778	8.18483	10.49811	41.57439	9.29478	1133.43415	66.88822	-4.78649	6.66220	7.70639	9.30123	7.65250	7.41306	24.71204	48.95059	30.19939	1.00000
8.57542	6.50135	9.04368	12.68014	-3.14306	11.10204	1193.33405	50.57027	11.59198	5.66083	8.54994	7.88343	7.91471	12.95980	-58.44417	44.71738	49.28065	1.00000
7.96979	0.06483	7.45218	7.71577	26.44931	5.79105	1127.96492	73.04616	24.05737	8.14317	9.07509	7.32109	11.56585	8.15273	91.61356	36.28892	57.53750	1.00000
8.08189	0.08520	7.76642	8.17477	-15.675	7.48641	1129.02003	44.84835	16.01734	9.18905	9.03758	8.68621	8.64002	9.00508	-38.94722	52.32680	48.19024	0.00000
10.13422	14.33903	8.40135	13.47163	31.82539	11.02001	1140.95119	48.36456	17.83949	8.09703	7.98555	7.99261	9.39150	11.48925	72.54064	60.70464	43.56522	1.00000
10.93501	0.09413	7.56770	7.98960	50.80904	9.02287	1144.94641	68.44237	23.98736	9.04938	7.18040	8.65224	5.59616	9.34321	8.77069	77.10326	51.38290	1.00000
10.54483	0.07434	7.68966	7.87497	50.80904	9.08660	1090.15943	47.53234	9.32965	8.52037	6.59555	7.12212	4.33108	9.30288	8.77069	56.51018	54.62842	1.00000
10.14219	0.19778	7.63066	9.05331	51.78967	10.14248	1058.10238	49.01242	0.22481	6.15136	9.08966	8.42898	6.76357	11.08615	1.15597	21.39064	28.35951	1.00000
10.42583	0.04332	8.67201	7.12537	26.2649	4.04018	1052.77385	62.01341	2.40774	9.19629		8.40540	5.89595	6.94859	81.54855	43.82997	49.41809	0.00000
8.24356	0.09348	4.83648	8.00374	37.31065	8.47726	1133.08177	42.82562	0.10318	3.20907	9.02648	8.21824	10.47532	6.49424	13.57661	55.53934	39.09036	1.00000
9.73026	0.21669	8.70554	9.09914	-23.44361	8.73412	1103.44779	48.73196	4.42825	7.01688	8.33024	10.40177	5.75215	7.57482	-51.87389	32.45106	70.05348	1.00000
7.65058	0.19198	5.88762	8.93317	33.42585	8.91579	1182.60295	66.91463	24.76727	9.52839	10.13021	6.01673	9.10028	5.91796	-6.00137	49.50455	62.49644	1.00000
9.19123	0.99274	6.50643	10.77294	53.38333	7.28377	1081.06329	38.16919	-0.18810	6.14797	7.18775	7.21047	7.45666	7.07029	-0.76667	46.35697	34.65251	0.00000
9.42864	0.16079	8.79340	8.78511	9.82564	9.63207	1061.12322	70.79698	22.20214	11.15653	7.63138	8.05477	5.75376	7.95230	78.25795	60.06813	56.15613	0.00000
9.86841	0.25995	6.72836	9.27996	2.2139	6.28566	1144.51593	50.30015	12.30548	7.42119	7.79396	7.83400	7.03939	7.05444	102.3278	34.03138	29.61537	0.00000
8.63938	0.61361	9.14384	10.27728	-2.68333	9.24835	1159.78802	24.66690	3.50200	4.52787	7.20280	9.17097	7.58018	8.71297	33	64.01743	53.28533	1.00000
10.62214	0.03683	8.78476	5.94792	40.2737	4.07329	1116.28569	42.00723	16.88331	8.53238	6.95350	7.36293	5.19731	6.56903	-76.88442	67.86132	62.23064	0.00000
12.00614	0.09672	9.26607	7.99579	24.96334	9.71231	1121.58296	49.14915	8.94696	7.05827	9.60690	9.91438	5.87382	7.65054	10.18003	34.34309	63.46206	1.00000
9.77074	0.57709	8.81348	10.22050	41.91886	10.32684	1145.26384	52.38540	26.00865	2.04705	7.17002	9.84864	11.39135	8.81193	8.73812	25.05826	38.74806	1.00000
8.84695	1.35104	7.85761	11.11827	47.83333	10.14330	1141.63416	53.47134	30.58669	8.80863	10.33286	7.60383	6.86363	12.70250	59.6	72.69711	37.45691	1.00000
10.66453	5.98881	8.35435	12.59486	50.9803	11.30516	1116.15829	49.68574	14.06586	5.88195	7.23749	7.83084	7.94952	10.80732	11.32903	38.92061	34.76360	1.00000
9.66223	1.04122	10.13126	10.83268	61.72744	9.68462	1074.49169	51.14952	18.64465	8.50991	9.16534	5.93826	6.67903	9.52893	17.10558	51.48351	36.25713	1.00000
8.16305	0.23477	8.38326	9.18294	51.47805	9.04459	1153.07514	48.99002	14.70976	6.91441	8.29079	8.28701	7.54043	9.49992	6.8625	44.14598	48.31084	1.00000
6.67363	1.13640	7.20438	10.90697	-2.90055	10.13407	1112.57208	39.87897	20.16737	11.22437	8.10580	8.43044	9.38355	4.25206	-79.00453	49.80181	45.67640	1.00000
5.47665	0.41874	6.92175	9.87694	52.66277	7.98033	1152.93786	41.21690	23.59223	11.67861	7.82652	8.18929	9.11231	6.09725	-2.01111	47.38948	61.56469	1.00000
10.76301	2.86155	9.83629	11.84721	48.78232	10.94940	1179.20758	47.11164	-1.59233	5.61623	8.66340	9.15309	8.56188	9.68466	9.17702	55.51376	41.54978	1.00000
7.21872	0.17445	8.61853		44.31771	9.15031	1198.34268	35.75785	40.56100	8.93872	8.60437	7.64243	10.19785	7.54527	9.32241	70.61903	33.84293	0.00000
11.18592	0.18288	8.09098	8.89667	40.81	9.71490	1112.67072	31.35985	24.43002	6.63054	8.79594	9.09744	7.11113	7.74678	-73.9625	22.80076	39.33983	1.00000
10.17709	0.02856	6.69796	5.80738	14.46693	7.33256	1182.33763	30.33496	15.46586	6.97506	8.38236	8.03801	5.31944	5.70183	75.92694	42.67023	41.75285	0.00000
9.36563	0.26721	7.45145	9.41499	26.32293	4.82071	1166.85837	49.40177	7.39895	7.51780	7.20659	7.10429	6.18743	6.30221	91.00632	50.94791	61.69012	0.00000
4.23099	2.07622	7.89477	11.53385	7.6	8.30776	1183.39768	45.93964	14.62103	9.42704	8.28187	7.53023	8.42969	5.90940	4.18333	99.63440	78.43675	1.00000
6.96962	0.18454	8.04824	8.99506	35.48199	8.59375	1143.43126	39.74335	21.53300	7.91226	7.68529	8.23644	5.93115	11.18698	137.02166	48.76719	54.60871	1.00000
7.58779	0.07191	7.54057	7.41482	41.91886	9.59385	1160.08320	64.03910	6.88482	6.89344	7.99002	8.90179	9.77482	10.13406	8.73812	46.22509	29.92243	1.00000
6.74768	0.10463	7.90025	8.31687	-38.16604	6.98632	1136.51574	25.80977	24.53417	8.98781	8.56461	8.98631	9.99213	8.53946	145.13643	32.41297	56.75117	0.00000
7.11860	0.26985	7.79100	9.38044	39.08367	10.62176	1067.23359	46.45998	26.99481	8.81698	8.47300		10.55136	8.09713	-84.50855	61.78326	34.28305	1.00000
10.56769	0.02729	7.68061	6.17326	41.57721	10.02369	1169.25087	42.53035	7.10599	8.74552	9.31154	6.35676	11.42444	8.05376	-93.71133	78.98321	39.67490	1.00000
8.40166	0.09628	7.12555	7.88139	48.77275	10.03973	1066.40651	44.46054	26.43479	7.65494	7.81231	8.61386	10.29687	8.79320	5.16108	59.77273	53.10073	1.00000
9.97777	0.11251	7.55555	8.06817	38.45598	9.04754	1097.84551	16.36556	29.67007	6.39304	8.46776	8.51565	5.86780	7.93393	48.87498	59.15618	36.48764	0.00000
7.16898	0.04488	6.75562	5.52738	6.46346	7.55373	1121.15418	13.33697	13.50752	10.55344	8.13896	7.32892	9.28179	9.36980	-2.31938	59.06904	62.25523	0.00000
4.28769	1.81597	7.16239	11.39442	23.73333	8.94715	1094.54828	28.22674	6.30506	10.37913	5.01156	6.60948	8.53021	5.73231	114.68333	71.57917	60.81039	1.00000
10.23953	0.12735	7.48515	8.43519	4.92675	6.35910	1165.36762	48.70732	24.43924	8.67247	7.66480	8.55161	7.33157	5.31505	6.26764	46.94366	26.78071	0.00000
8.22759	0.11391	7.58962	8.47441	33.42585	7.64441	1159.92567	49.11201	-5.11238	9.10938	7.77506	9.40823	7.72328	9.40209	-6.00137	44.25971	35.08384	0.00000
10.43137	0.50778	8.80395	10.08914	-24.19436	9.52345	1096.19624	37.03811	7.52377	5.96845	8.07875	8.04365	8.73032	7.60314	29.00974	53.43057	35.46953	1.00000
7.73957	0.11215	7.75664	8.25634	15.58552	10.03357	1116.15669	37.45833	29.23361	8.52668	8.77168	9.01998	9.27418	8.23462	102.42587	61.13257	52.22331	1.00000
9.60150	0.15710	8.38751	8.78661	30.81383	9.33068	1126.31495	71.62482	17.31059	5.53285	7.97658	7.73327	7.21485	8.16590	75.16878	57.01106	36.46737	1.00000
8.58312	0.07674	6.83592	8.17130	33.43443	5.96910	1121.51940	74.83326	1.82800	5.52579	9.96173	8.16244	4.39413	5.99140	-5.22126	45.58735	48.44036	1.00000
6.44099	1.29917	6.75992	11.05686	40.68066	13.60045	1093.43528	53.90548	30.60039	9.99112	8.67698	7.19635	7.70368	5.45251	-73.47429	62.65049	55.31481	1.00000
6.39900	0.37620	7.26073	9.70515	53.78333	7.81901	1146.50154	35.18286	-3.04873	10.61389	9.36741	7.73937	9.40418	5.39511	-1.06667	67.71124	55.03847	1.00000
11.38447	0.17746	7.94722	8.85384	21.01858	6.34991	1119.99573	56.39348	20.63240	6.40011	8.43402	6.42503	8.18271	7.89874	-101.2591	52.02629	61.34218	0.00000
6.52437	0.05404	8.07321	5.87877	47.48444	5.64547	1166.90561	49.40545	37.47609	10.14815	8.69804	8.25399	11.26153	8.82673	36.25361	48.87189	29.27965	0.00000
5.79054	0.04028	8.95356	4.83615	3.8801	5.09972	1056.78814	50.86220	35.08424	9.80055	8.32395	8.09436	9.20616	11.28521	-77.03116	51.13083	37.85582	0.00000
9.10641	0.50938	8.86505	10.06245	61.72744	9.04505	1141.67057	58.10116	15.45655	8.72571	7.86031	7.39189	6.08826	9.53643	17.10558	32.87813	63.07218	1.00000
7.31444	0.03581	7.05673	6.58501	-33.38056	5.43236	1110.12908	68.21903	8.06342	8.56202	8.17005	7.00633	9.73212	10.55716	-56.52361	50.28940	57.01818	0.00000
7.21137	0.04881	11.23831	6.44320	-4.5833	7.12607	1139.43131	31.62589	-4.14142	2.93681	7.16382	7.74564	9.85203	5.16950	15.16554	50.23551	60.19633	1.00000
9.38867	0.08104	7.90834	7.65247	60.02427	8.31592	1171.73645	53.83455	9.25487	4.43445	9.07534	9.63757	5.35777	6.13538	30.28491	82.60310	53.69201	0.00000
8.32529	0.07913	8.11473	8.14284	49.03685	8.74446	1080.64047	35.26781	-7.40595	7.53685	9.61168	7.93341	10.08885	8.19607	8.70745	61.18755	38.67770	1.00000
8.55121	0.20625	7.17441	9.09826	38.13708	8.80365	1123.97183	32.53956	16.28297	5.96797	6.89761	6.43583	6.82858	9.08885	41.00817	55.76811	39.43628	1.00000
8.95528	1.04454	8.91494	10.83601	44.22639	10.21028	1199.66920	53.40896	30.09075	6.74432	7.78011	7.35261	7.50023	10.86345	22.53083	65.97084	36.82922	1.00000
8.72260	0.07428	9.72772	7.76494	41.55947	7.71331	1163.72090	37.31257	13.93789	7.64724	6.10860	7.85968	7.15826	6.59895	14.66737	79.15489	38.12050	1.00000
8.12890	0.14240	9.71877	8.71392	39.33427	8.85118	1151.89989	58.41248	21.31831	5.64641	6.94540	8.90348	9.79760	10.29427	-76.43941	19.14715	21.05703	1.00000
7.34867	0.14842	8.40304	8.64931	20.22816	8.10589	1161.15249	41.80905	16.08000	6.22865	9.42350	8.82340	11.00983	8.80468	-103.5687	67.82367	51.45892	1.00000
4.08431	0.04310	8.50457	7.13746	41.9001	4.68300	1175.63571	37.90141	18.02393	7.76826	8.42455	9.70727	11.87968	10.17112	-71.08977	86.51963	23.46572	1.00000
6.47455	0.08427	8.24560	7.51659	42.28639	6.66752	1109.60410	56.04413	20.63658	8.87483	7.23357	8.18967	9.41560	9.61779	18.84	80.75753	45.57564	0.00000
9.01959	0.28687	6.70895	9.47645	-7.01833	10.13859	1173.71426	46.25937	-11.88298	7.68597	9.02837	7.61350	11.65243	6.52956	107.60389	52.89457	24.29414	1.00000
7.42407	0.35445	8.07552	9.69464	43.50891	9.09250	1102.03211	42.59239	4.71656	4.89760	8.43777	8.19821	9.02914	10.49226	16.43915	46.67650	46.58171	1.00000
7.01001	0.26106	8.03846	9.33886	34.15429	8.03999	1122.53481	40.02891	18.32938	5.84026	7.66844	7.83235	9.24587	7.93250	3.50309	49.95786	37.26351	1.00000
8.73090	0.07521	8.37784	7.62459	42.97086	8.34065	1140.65012	58.62637	19.62856	8.41934	6.99327	7.98071	10.54521	7.43471	-82.42491	63.25477	27.37730	1.00000
9.83448	0.05439	7.99367	6.45431	40.56754	8.09347	1086.40726	53.47380	-12.64678	7.28036	7.93266	8.68328	5.04780	7.58052	-89.64066	55.37024	36.20001	1.00000
6.81201	0.13333	9.43601	8.66030	6.84019	8.03466	1166.87094	44.05994	-2.79701	3.96481	7.87219	8.40333	7.96548	6.25947	79.87116	70.82934	72.56734	1.00000
8.13568	0.26949	6.47906	9.45031	61.72744	8.99378	1189.64752	50.99741	25.31830	12.70401	6.83296	8.83951	11.25882	4.46077	17.10558	61.69514	44.69589	1.00000
10.76197	0.14565	7.90732	8.67186	51.24197	9.87668	1108.17647	49.59940	38.27321	5.64850	8.93227	7.85618	7.43234	8.24479	4.82313	62.68100	42.24581	1.00000
5.52586	0.56303	7.75898	10.18184	43.4125	11.73862	1089.09611	22.50372	9.67608	10.20329	8.50366	8.91453	6.96336	7.17633	23.225	46.50848	73.12094	1.00000
8.60187	0.31060	9.35261	9.51913	8.43333	6.78726	1122.90073	66.20624	13.62632	5.86871	7.60944	9.82289	5.73636	5.36114	99.96667	38.36302	48.83466	0.00000
11.12444	0.39552	7.47214	9.78312	41.24255	4.06973	1102.69330	19.30863	33.31074	6.86022	7.62565	9.63867	7.81600	8.10652	-82.61573	47.76460	39.26244	0.00000
4.88321	0.01669	9.95365	4.95257	45.0408	3.89172	1176.42473	51.90792	15.80523	9.45772	6.72184	8.66513	9.29907	11.83997	-93.263	59.61051	23.10877	0.00000
3.84261	3.08929	8.47668	11.92363	41.55815	8.72376	1185.55464	56.41609	38.59687	9.85051	7.19032	9.45756	6.87417	5.87995	-73.0515	52.12120	31.96170	1.00000
8.08452	0.28532	7.74139	9.40659	37.31065	9.13946	1050.18127	28.63568	40.46731	6.17239	6.46121	8.56915	7.34646	9.80228	13.57661	63.35576	53.75912	1.00000
8.35950	0.27023	8.61097	9.41394	51.24197	8.93775	1124.54979	49.63376	14.81164	5.61232	9.23968	7.46188	7.31415	9.29980	4.82313	48.33673	60.63222	1.00000
7.37667	0.04707	7.81815	5.63187	35.88264	6.80061	1051.09671	55.10341	14.59976	9.87153	7.03761	7.19641	8.10482	10.76193	-80.08199	42.86988	53.20015	0.00000
7.00654	0.12221	9.21670	8.09788	53.38333	8.13898	1085.66454	61.65983	7.48977	9.27543	9.10482	8.28854	10.52677	7.74846	-0.76667	46.67071	51.53036	0.00000
8.06287	0.23972	9.90491	9.31666	46.32313	8.81515	1138.46174	48.00256	30.34422	8.65404	9.18778	8.76245	5.21997	11.61070	-0.45877	85.65365	65.19020	1.00000
8.45245	0.06101	9.94155	7.30758	30.24706	7.39221	1190.86088	74.99024	13.03011	10.00293	7.59115	8.43786	8.89701	8.71192	115.04814	57.52850	52.54482	0.00000
8.91219	1.52210	6.36224	11.19792	34.5624	5.31737	1127.61160	32.79293	16.84775	7.51081	8.05029	6.27067	7.15599	5.91928	38.28402	59.19171	51.56033	0.00000
7.03059	0.36971	8.57623	9.74439	29.38242	6.99467	1170.38985	65.78244	4.14897	11.14521	6.99410	9.45894	9.56777	4.58261	70.91106	35.76694	26.79164	1.00000
8.98210	0.03619	9.31545	6.04852	14.67751	8.17753	1100.62898	33.83052	24.56846	6.12604	5.21562	8.50719	5.69522	8.02858	-60.94228	86.39605	40.69153	1.00000
10.38587	1.98269	8.44726	11.46769	5.84752	10.34825	1184.32281	59.70831	11.02100	10.13367	8.82920	8.07451	8.34849	11.21411	-5.682	65.57286	48.85277	1.00000
6.09190	0.16413	8.78431	8.74693	10.31672	9.45259	1066.56550	66.82277	21.15113	7.92339	7.83814	8.17652	9.38890	8.41633	123.89071	61.86584	35.50202	1.00000
11.05947	0.09969	9.29090	8.21872	33.08014	9.79000	1061.25992	45.35167	9.91754	7.05927	7.95434	8.15997	6.89177	9.88208	-83.2321	37.96866	49.33258	1.00000
8.86964	0.24551	7.45596	9.29766	41.9001	8.91078	1057.92531	48.56771	27.69559	6.93198	8.61114	7.28566	7.21897	9.16456	-71.08977	69.53717	46.51113	1.00000
6.90410	0.15581	8.84826	8.67818	-2.68333	8.46118	1142.35139	50.17747	14.41608	8.51210	7.75863	6.61009	9.58350	8.65726	33	64.93080	56.74793	0.00000
9.77229	0.51705	10.34088	10.09276	43.11667	10.23951	1161.26493	27.84979	13.37579	6.71176	9.19367	8.54527	8.50830	10.73713	1.6	44.03147	30.80922	0.00000
6.99857	0.26121	9.15407	9.32479	20.88953	9.22216	1129.18066	50.70777	21.70711	9.89143	9.22342	8.77397	8.94059		-156.47432	69.35118	46.38792	1.00000
10.64471	0.69090	7.00244	10.38151	60.18427	9.00490	1170.48017	47.69193	8.73713	5.08414	9.63292	8.35550	8.86982	8.83851	24.95034	59.93154	69.66093	0.00000
8.75356	0.08469	7.59517	7.76813	52.66277	8.40870	1107.22181	52.47410	36.75238	5.72481	8.35810	7.74489	7.71256	7.47560	-2.01111	40.65079	47.72389	1.00000
7.33950	0.02886	7.99110	6.84077	41.24255	9.47934	1158.92946	35.79224	26.80640	5.98650	8.47950	7.82883	10.13492	11.60975	-82.61573	48.89543	64.23169	1.00000
6.64210	0.12016	8.32048	8.44251	2.2139	9.83062	1128.83037	63.16979	9.11766	8.71644	7.64297	7.54509	9.93410	9.29255	102.3278	38.55724	73.98848	1.00000
4.97872	3.86207	8.97301	12.16113	20.28527	10.95286	1178.37588	49.77901	2.77163	9.45792		6.75167	8.84225	5.39185	-103.42897	53.38197	60.62207	0.00000
9.94002	0.23865	7.15456	9.22838	-6.8048	7.37229	1164.69867	29.48702	4.07344	6.12070	9.59772	8.17884	7.09789	7.62654	110.8405	51.10434	66.98410	0.00000
5.03701	0.15613	9.02981	8.89257	35	6.09572	1158.10489	54.51396	8.65378	6.88329	10.34584	6.84557	9.00214	8.81875	136.51667	50.52765	37.28772	1.00000
8.90410	0.47678	8.79420	10.02881	52.66277	10.84468	1089.29583	45.81584	5.90815	3.48857	7.74760	8.21661	8.76678	10.90257	-2.01111	53.73633	51.28917	1.00000
6.89015	0.02805	6.91731	6.10147	38.07789	6.95567	1095.12373	35.63737	26.03194	10.40396	9.10445	8.90164	9.91115	8.95957	13.44275	70.26491	36.53526	1.00000
7.60705	0.04747	7.14458	6.72928	3.02013	6.03767	1081.66714	55.23924	6.40915	8.56379	7.96956	7.95922	8.07582	11.27591	30.91105	51.02526	42.46754	0.00000
8.54633	0.15572	9.77715	8.71104	10.63504	9.28373	1062.99551	45.87152	15.37323	5.72408	9.31565	7.52375	5.92592	5.30613	-85.43772	46.68556	30.68304	0.00000
5.74957	0.02930	9.08353	6.43669	33.50921	5.75842	1183.78519	51.94072	14.19755	9.36221	8.68938	9.23226	10.33559	9.85000	-111.89903	61.37796	54.28431	0.00000
8.99329	0.70473	10.47245	10.39275	51.65333	7.85713	1086.97365	43.00531	2.87825	6.45679	7.78960	8.51344	7.23522	6.46488	5.2875	29.51765	60.04561	0.00000
7.77723	0.04506	7.91246	6.10911	7.50251	5.51451	1164.52591	44.51933	27.37167	9.94537	8.62505	8.09350	8.75497	10.15401	5.06258	26.87680	55.37546	0.00000
9.44810	0.13730	9.13863	8.35097	34.25807	5.14420	1071.02524	49.05870	22.53042	8.41645	8.91592	5.01742	5.95392	6.66907	-88.70464	53.20851	62.10075	0.00000
7.22121	0.05116	8.90112	6.64191	6.03333	6.69621	1089.06181	46.52229	25.09439	8.78455	6.46786	6.66441	9.51284	10.13022	37.55	46.22131	41.82659	0.00000
9.33218	0.25461	7.65540	9.35811	52.48173	9.27073	1109.73295	31.06627	26.70994	8.29439	10.19944	7.80733	4.88388	10.89258	-2.12139	53.12971	47.35428	1.00000
4.67263	0.11319	7.27705	8.46454	50.72043	7.18550	1151.44517	60.28099	15.76932	8.52577	7.77712	6.96039	11.41277	8.29521	11.34046	46.25845	39.66001	0.00000
7.96795	0.86945	8.82637	10.62695	48.79325	9.29988	1198.93318	22.57943	14.72853	3.53110	8.82097	8.09905	10.16463	6.17640	2.29275	54.90495	50.68040	1.00000
9.13818	0.08462	5.89368	7.93030	-2.68333	6.97353	1059.02325	54.37329	18.96169	6.63760	8.05335	8.10421	5.54750	4.66836	33	50.30698	53.51225	0.00000
6.64039	0.05786	7.81044	7.13060	-4.5833	7.82140	1119.23113	66.27041	21.26137	9.40072	8.34352	7.38912	9.04401	9.42256	15.16554	29.36095	44.73356	0.00000
7.54275	0.08157	9.35181	7.57798	36.08497	8.10305	1172.08187	47.68084	-6.13874	9.06640	9.10530	8.29493	8.49701	9.51667	9.37082	61.11024	44.10886	0.00000
9.13385	0.05262	8.83165	6.64288	-21.205	6.08178	1127.02260	55.91542	15.23014	8.05224	8.25023	8.96295	4.71346	4.96114	-41.88778	33.57142	79.51609	0.00000
9.65697	0.07784	7.36341	7.77497	26.91756	7.70328	1121.24041	21.49380	25.45191	6.59154	9.03867	7.63877	6.21141	5.40669	-82.07842	58.46431	51.48048	0.00000
7.49007	0.35053	8.93270	9.64332	43.1009	8.55818	1103.11005	60.33263	13.17197	9.96879	8.55611	8.40233	9.52011	4.98072	-75.23266	35.43220	34.06957	1.00000
11.51148	0.13722	8.23246	8.53683	35.20889	10.44046	1111.43743	55.90499	11.34481	9.22650	8.73310	8.36154	3.46427	12.27840	111.73861	48.22651	28.13077	1.00000
8.79513	0.21972	6.66846	9.16711	25.66795	12.33356	1185.01724	34.83788	12.41073	9.06100	7.38908	6.96876	9.51070	6.82239	85.83636	57.37169	36.47954	1.00000
9.40657	0.55915	8.90716	10.17010	-5.41667	9.87679	1145.79145	37.56509	17.43818	10.10066	7.97116	8.99946	4.61586	12.79330	38.01667	74.52360	37.81003	1.00000
9.80949	0.54596	8.60990	10.19252	15.73628	10.74934	1195.18021	42.75772	5.90088	7.17380	7.83084	8.42734	7.36945	12.44349	75.96976	56.03562	52.18889	1.00000
7.20871	0.10650	10.43625	8.39650	-36.9256	9.67533	1115.51371	66.44909	22.52979	7.48848	8.57848	7.65573	9.86407	9.01724	-73.02841	46.21550	54.05121	1.00000
8.88220	0.32447	8.17308	9.64597	20.21322	7.90134	1174.23663	40.05640	10.31130	8.34358	7.22324	10.07455	10.62889	4.33560	-100.88023	61.07070	70.12511	1.00000
9.86009	0.04056	8.26288	5.90578	14.93333	8.05869	1104.70475	51.67325	11.45311	9.21301	9.00033	8.49377	12.21915	8.97427	-91.11667	49.25522	51.50707	1.00000
8.06085	0.02257	8.04880	6.50451	7.83389	6.60560	1144.46845	50.58028	-10.40445	9.48358	7.06305	8.18132	7.84726	10.59700	-72.47417	53.78398	55.92093	0.00000
6.26525	0.07190	9.43868	7.92235	-19.7625	6.76716	1054.70181	41.85620	0.51466		8.42789	8.06021	9.25284	8.52026	-44.31389	66.40837	56.25299	1.00000
7.02037	0.20982	7.44935	9.10711	24.81757	7.95861	1143.16607	49.43684	7.32854	9.38286	9.29081	8.41069	9.41677	7.86413	84.63445	42.30913	58.06295	0.00000
