CO	NH3	PRES	PM10	PM2.5	O3	SO2	Pb	PAHs	CH4	longitude	latitude	CFCs	H2CO	warning	NOx	TEMP	C2H3NO5
7.64516	9.88860	1168.08175	6.69399	8.55507	3.93331	4.72758	34.61455	8.12839	5.76006	47.1192	42.819	35.02239	53.85739	0.00000	6.69582	-5.96832	0.87599
8.75377	8.49223	1068.71930	6.76436	10.15575	6.68797	3.74064	52.46149	10.10675	4.40683	-8.07257	12.74409	47.47582	40.36285	0.00000	7.82555	0.67399	1.81573
8.72421	6.77209	1125.41936	8.52272	7.11771	8.76835	9.70242	37.55392	4.80887	6.19467	-0.29825	51.39148	48.92160	48.00151	0.00000	8.19733	17.51273	7.23128
8.65979	7.95315	1192.10298	8.05918	6.52720	10.07038	7.87712	29.66388	7.39518	6.22039	23.225	43.4125	52.27319	55.53654	0.00000	7.86289	2.62488	5.08683
7.84664	6.21082	1143.85864	7.80078	5.84343	12.08478	8.34977	59.51047	7.46694	4.39849	-6.00137	33.42585	28.80386	42.03286	0.00000	7.74981	8.58057	4.50309
8.11649	7.60338	1113.48344		7.09532	8.96042	8.02376	55.14497	8.54553	6.53936	129.96972	33.4425	57.11505	64.27568	1.00000	8.07862	7.89373	0.70415
8.30075	9.13354	1197.48953	5.70890	9.66239	7.85559	8.49640	48.11546	8.91360	6.25993	24.14662	65.84811	54.27751	63.29762	1.00000	7.18723	3.70808	2.11005
9.86237	7.56441	1096.08851	6.79540	11.38180	9.73078	11.78088	34.11674	9.17743	7.34199	68.11759	26.9423	58.99168	61.96521	1.00000	7.29541	5.91215	2.07246
6.24659	8.40036	1091.80281	8.16088	6.49957	7.61202	3.01242	84.56820	7.09265	5.58666	26.01649	44.43579	41.24530	53.43953	1.00000	9.16170	15.60096	5.28269
10.33888	7.59221	1128.65942	10.92042	8.58037	8.16736	6.90620	69.15673	8.80066	4.65226	49.62251	27.0174	34.59619	57.42838	0.00000	6.62143	5.47538	64.69938
8.76003	7.64002	1175.13087	8.13962	7.77825	9.38404	5.69642	44.27350		9.19363	-113.3187	53.51684	40.94595	46.44242	1.00000	6.49337	24.45162	5.18524
9.88122	6.97711	1052.31271	9.05668	7.17309	6.69247	9.77305	56.17858	5.40265	7.85384	-13.68778	9.535	39.04313	59.29305	0.00000	7.87377	34.77584	9.84197
8.80361	7.74295	1175.28626	6.97643	7.75453	9.36408	7.42385	62.26300	7.16655	6.83442	88.58	23.18	45.74696	53.47884	1.00000	7.41312	10.26678	3.28043
9.81658	7.38829	1146.68534	8.02253	9.15342	8.63842	4.63038	51.58841	5.79385	8.92266	34.33825	53.59782	19.08229	64.11184	1.00000	9.03108	17.33954	4.74364
10.82083	7.40416	1119.89301	5.20332	4.87892	9.04656	9.21847	56.38094	6.54637	5.91306	-118.03917	33.95015	57.88723	63.70451	0.00000	8.06597	7.57465	1.75480
9.74159	6.94790	1191.68952	6.86219	6.21294	8.24153	9.74436	60.29233	4.73949	6.21014	114.51667	33.78333	41.85780	46.09845	0.00000	6.71490	12.34242	3.61563
9.33651	6.88935	1177.24451	8.70538	6.51792	9.57886	8.12886	54.32850	5.32210	6.24914	57.3552	51.4781	34.77044	36.06035	0.00000	9.82999	4.50236	7.74667
9.36278	8.19022	1056.03950	6.80757	7.75357	6.95790	6.74831	50.49939	7.54922	3.94824	-76.78319	18.00747	35.90972	60.53764	0.00000	8.93288	23.11749	2.01098
6.58696	6.98646	1060.65733	7.06994	7.02955	10.24125	9.74269	48.68294	6.80421	4.93660	75.16878	30.81383	21.08691	35.19372	0.00000	7.56878	19.06595	3.52320
9.07240	6.93377	1191.49708	8.24450	6.70802	8.96435	9.07979	61.99573	5.61555	6.04833	76.32756	9.57046	45.76120	30.03615	0.00000	7.51957	15.76991	6.13823
7.36084	7.93166	1073.21653	5.01084	9.00852	7.62749	9.02549	39.76520	7.10784	8.17486	123.758	10.20898	59.49561	62.20631	1.00000	7.98262	11.87304	1.21579
8.23033	6.52753	1088.00733	9.51177	9.93218	11.30223	8.67515	62.54642	3.37776	9.43959	14.43865	40.87329	37.66958	62.58520	1.00000	6.94400	19.39478	15.93119
10.97407	7.41329	1091.66449	9.96801	3.85265	11.39311	7.79326	56.72999	7.29326	4.62749	4.86667	45.51667	67.58374	41.13874	0.00000	8.31213	-5.74732	25.33147
11.31032	6.75765	1053.89619	6.28694	11.28472	9.92550	4.59170	56.21675	3.36478	11.34031	-87.66561	41.8542	40.63101	62.25057	1.00000	9.06032	17.27034	1.37377
8.65155	8.76059	1060.11827	8.22933	6.36655	8.16450	7.72969	67.59578	7.76078	6.46811	37.73333	-4.06667	42.89848	79.39671	1.00000	7.93880	23.07150	5.47992
9.03534	7.20787	1177.74196	6.62204	7.65253	7.82653	9.51579	61.50771	5.22615		11.34046	50.72043	66.36815	59.82541	0.00000	7.67870	16.41344	1.45302
9.97660	6.30990	1103.00931	6.69119	6.05364	8.95430	8.61996	58.28014	6.36011	6.71107	8.86704	50.23805	54.74195	33.10752	0.00000	7.06154	9.15879	2.89183
10.88328	5.91650	1172.07953	6.79035	5.50192	8.79579	9.47857	55.27044	4.79682	6.00642	27.02444	39.59611	57.65229	49.02985	0.00000	7.86866	2.71918	1.76431
11.18918	8.56249	1114.17837	7.21105	11.34784	10.19603	5.98612	74.37487	6.00904	9.90352	68.88871	25.95533	53.62098	34.78860	1.00000	7.46565	26.98551	3.47727
8.19452	7.44157	1177.87098	8.57880	11.12528	8.78886	9.48895	41.35423	4.86667	7.40695	28.19028	59.37722	84.17037	34.84559	1.00000	7.76335	20.27836	5.97280
9.49195	5.64215	1094.28667	7.18693	4.94703	10.02277	9.48916	59.77605	7.40478	5.38829	-50.00639	-25.42944	70.30031	51.79053	0.00000	6.27501	21.39355	2.76391
7.80504	7.16245	1162.89161	8.31849	7.04467	4.60837	7.48035	76.38545	9.88098	6.30625	-83.48216	42.30865	37.82220	67.04220	0.00000	7.14786	24.80003	5.49093
9.76094	6.32743	1164.75710	6.30002	8.59799	9.80603	8.45354	34.67988	9.95432	5.33098	122.74754	40.85158	56.28034	71.09447	1.00000	5.60979	14.79010	2.88797
8.12045	7.76640	1111.17481	7.00287	5.18555	11.37097	8.23567	48.79438	8.89472	5.08062	-105.11221	39.57582	36.26852	36.52165	0.00000	7.33288	11.24772	2.62883
9.39682	8.52465	1148.65244	9.51833	9.52018	5.87886	4.21839	40.63139	5.55886	7.22501	91.00632	26.32293	71.96873	32.79781	1.00000	7.80250	25.47574	16.17736
7.21305	9.91568	1068.50490	7.74674	7.69521	9.53203	10.24598	52.49893	4.73474	5.55434	73.85535	18.51957	17.50175	62.81293	0.00000	7.22565	27.53954	4.10082
7.85937	8.35931	1182.90399	7.05171	5.59813	8.78769	6.15804	47.77619	10.35107	10.32684	-122.40433	37.71715	53.06734	63.24358	1.00000	8.27490	15.38268	2.12170
9.66865	7.73830	1064.06291	7.11216	12.43268	9.24499	9.38681	52.39918	11.72937	4.72906	8.55552	40.72586	49.17979	74.50394	1.00000	9.34420	6.79041	3.58459
9.24678	8.89329	1167.74387	6.93771	8.79402	6.53195	7.59631	46.80873	5.53834	7.69269	29.00974	-24.19436	47.69124	32.04685	0.00000	8.18412	0.87072	2.18674
7.85140	8.67592	1149.22766	8.15308	9.88015	6.46054	6.14297	30.79002	9.09892	7.67298	9.17702	48.78232	33.15585	63.84815	0.00000	8.54035	23.76869	6.13377
8.94613	8.11232	1116.67396	8.51775	9.60284	10.52560	10.60808	48.79379	8.58148	7.70948	68.21204	27.55898	47.36563	66.21546	1.00000	7.24095	6.26600	7.76749
10.15779	8.16377	1094.82231	7.59682	7.21438	9.03230	3.47070	51.08264	8.50039	11.08407	44.02488	32.61603	63.61342	72.03974	1.00000	7.14149	20.24014	
9.29694	6.02941	1094.99096	9.26017	8.22741	7.08165	7.74687	57.40278	9.88781	6.03796	4.7934	45.69558	44.69280	35.03192	0.00000	6.91566	7.64135	13.54183
7.84331	7.73062	1084.15647	5.81174	7.04310	9.54465	10.78846	49.68529	3.81192	4.90829	2.31889	35.21222	44.00276	52.45186	0.00000	9.24994	1.96393	1.70513
10.39040	8.51643	1065.87780	6.64892	6.01523	6.92426	9.71713	55.42371	5.79359	7.32916	4.07601	50.88506	50.63595	61.18278	0.00000	6.26685	8.17692	2.62293
8.49820	7.67821	1065.03353	8.36173	9.80805	10.27121	8.20665	65.44233	8.13340	6.98824	4.62744	36.06386	41.80764	74.97914	1.00000	8.07559	-9.68250	6.32579
9.60970	8.25132	1121.38575	8.27443	5.32144	11.62199	8.52214	39.59540	6.48924	4.22049	101.02083	4.02219	62.61281	63.87913	0.00000	8.76253	24.30999	5.72683
8.26663	7.96999	1154.83119	7.10993	7.19384	8.81274	8.96122	59.14837	5.00387	6.35525	-65.71875	-21.44345	66.08040	70.47635	0.00000	8.14771	20.62079	2.63715
8.63337	7.47737	1149.72358	6.33201	6.15848	9.59951	7.36766	43.42282	9.15303	5.76114	-77.02303	38.70734	34.30821	37.66539	1.00000	9.16745	10.63337	0.89760
8.33471	7.95386	1187.70084	8.50878	9.33912	8.11352	7.94982	58.36818	7.38592	8.08401	139.55722	36	57.49591	43.36215	1.00000	7.20703	36.38064	7.26756
7.22094	6.53533	1084.19884	8.77579	9.45142	4.76395	5.90672	59.12059	7.79347	8.03511	-58.38341	-34.64966	60.35565	21.17770	0.00000	9.41163	20.49905	8.81621
9.89845	7.14327	1086.49203	8.40781	9.51042	9.00285	5.70919	68.40095	6.22350	10.11358	43.63417	43.96222	48.53302	36.17434	1.00000	7.57473	33.31092	6.11019
8.90269	7.23700	1075.49553	8.46071	5.80255	9.20693	9.78720	54.42683	6.69103	5.81770	4.85668	36.27462	60.49476	48.84236	0.00000	7.12051	25.03105	6.27095
7.44637	5.64443	1131.78457	8.43729	6.62959	11.56478	8.10076	47.21903	6.77662	4.70567	-73.20483	41.16704	36.10861	72.32514	0.00000	7.13630	25.24244	6.64303
10.73923	9.49356	1164.33004	8.46813	5.83097	8.33518	9.64583	66.29005	5.23220	6.42832	137.23333	35.8	64.23814	35.96832	0.00000	8.67798	13.38536	5.73022
10.78478	7.92310	1171.27701	6.90362	9.58196	9.44369	9.00493	53.73052	10.52085	7.90568	10.78222	36.46917	66.43672	58.54505	0.00000	8.46408	7.86840	3.20895
8.96654	6.87901	1056.21860	9.21598	9.43449	6.91919	5.81524	47.06655	9.10733	5.91003	115.70111	37.73222	53.44824	48.31883	0.00000	6.68063	42.50740	13.61496
8.34248	6.19663	1087.04643	7.34631	11.80466	7.96664	7.80633	37.15633	9.39018	5.68434	-100.88023	20.21322	52.66682	73.09278	1.00000	7.06022	20.37005	3.22978
8.26384	7.13536	1185.55723	7.53200	10.41597	9.43209	10.23691	69.88696	8.09018	7.96283	-37.65	-10.91722	71.27455	50.15848	1.00000	7.82970	13.17076	2.99738
9.45170	10.11472	1100.14365	6.91221	10.12887	7.04238	6.46298	72.93971	8.25662	8.34064	77.656	28.71271	63.77828	27.86747	0.00000	9.48508	10.59481	2.43689
8.62118	6.55166	1192.74548	8.41898	8.61116	10.77629	10.60341	50.22144	6.10288	9.36893	136.13108	34.75856	46.47379	50.24203	1.00000	6.97959	25.71180	6.78557
10.12135	7.46158	1179.90259	7.85322	7.66445	5.36222	8.34847	43.81215	11.64980	3.23301	10.30215	53.94313	35.60760	51.14285	1.00000	6.96236	9.76875	3.77701
8.69755	7.23985	1107.42062	4.78906	9.02263	9.36175	6.96639	33.77602	5.85572	9.44038	17.22635	48.8449	63.10711	63.44171	1.00000	7.38151	30.24362	1.35125
9.27830	7.97429	1060.26377	7.71901	10.28971	7.40575	10.99624	41.23549	10.79418	5.83553	-6.90656	33.92866	27.16270	37.45185	0.00000	5.97472	12.59971	3.09607
9.32538	8.91254	1149.45433	7.84004	8.80225	7.52694	7.38514	46.03366	11.65919	6.16152	106.85417	-6.48167	47.60532	63.51217	0.00000	7.25021	22.53095	4.03629
8.01108	7.91900	1095.17941	7.85811	9.85108	9.14802	7.91358	38.46958	3.66380	8.19867	20.89389	42.62833	50.27737	65.39055	1.00000	9.48221	29.05756	3.84893
9.04945	5.77218	1053.91529	8.80408	11.08357	7.21608	5.92317	42.66369	9.50047	8.74577	51.67462	32.65246	46.94471	27.54604	0.00000	7.39389	7.53160	8.85281
11.90457	9.45765	1137.98127	6.89781	10.15201	10.09865	7.34081	52.01963	8.04746	6.17604	-8.53778	7.57944	41.93352	47.62174	0.00000	8.68560	20.50268	2.54341
7.50722	8.43371	1075.13897	8.23534	9.27362	9.44673	7.91310	65.98499	7.23799	7.66435	73.06784	25.13915	49.46850	39.12257	1.00000	8.20502	9.64091	4.82945
6.48937	7.08924	1058.60959	7.87171	8.44906	9.40671	6.97948	44.19910	7.47904	7.56211	40.17171	58.1908	74.42779	40.39514	1.00000	7.90546	13.77719	4.40725
7.64720	8.12476	1072.89688	6.93531	11.52205	10.42390	8.56306	67.71899	7.76636	7.82213	75.06583	32.17629	68.18406	67.82556	1.00000	8.64446	30.60862	2.07393
8.83100	8.87560	1087.07878	5.97372	5.96404	9.70451	8.84032	41.06602	6.27404	5.63668	51.49621	36.64852	54.05063	57.11530	0.00000	7.77830	5.34858	1.77682
7.23173	8.29323	1092.49633	7.62206	6.79351	8.85459	5.92152	42.52394	5.34399	7.96147	-76.72803	39.32288	64.28252	68.78224	1.00000	7.55570	13.15209	3.46831
9.47282	7.23909	1191.16282	8.55909	6.23410	7.85244	8.80156	66.45737	7.43271	7.43088	-75.64963	40.24537	47.35324	31.66929	0.00000	6.65381	18.90714	7.21873
9.21472	7.06367	1110.34196	6.74083	8.66326	5.23617	5.87752	52.10951	10.45135	6.50264	102.42587	15.58552	18.21883	47.97310	0.00000	5.94531	15.11853	1.67489
7.83917	7.17099	1170.34910	7.18627	9.98333	10.03396	7.82906	54.76942	7.34158	7.52129	91.61356	26.44931	56.61417	55.31378	1.00000	5.37204	15.05498	3.37185
7.54718	6.52919	1184.75387	8.59221	7.96747	7.29427	10.06094	47.63530	6.05195	7.60511	-66.8499	18.03496	36.52069	69.40032	0.00000	9.73402	23.93053	7.43422
7.89722	7.58964	1080.45589	7.86508	11.68282	9.29099	9.60340	31.80406	7.90372	7.91299	85.83334	20.88197	54.18841	72.76212	1.00000	8.00494	14.35225	6.01463
9.04332	7.21944	1146.93232	8.19136	10.19835	8.46240	6.76872	48.82353	6.24232	6.34053	136.61667	36.53333	43.62151	42.67774	1.00000	7.83056	18.16284	6.55680
9.85166	8.56258	1121.20493	7.84036	7.01957	8.94153	2.90462	61.16889	8.73522	7.95340	12.19458	10.61285	36.82681	35.81147	1.00000	8.82384	17.55396	4.54466
8.89184	7.88813	1102.99471	7.92766	6.17312	7.90859	8.59309	68.17628	8.03497	7.43827	101.96857	4.88441	56.29104	35.23033	0.00000	7.40541	-3.58324	4.56278
11.30121	6.31002	1114.25770	7.83407	10.96071	9.57922	6.76344	43.27012	8.27071	7.39796	15.00913	37.51803	30.46702	56.84642	0.00000	7.06367	31.04400	4.08380
10.60435	10.30918	1148.45205	9.36974	10.30946	7.39569	5.32553	25.52334	11.59161	6.50716	-69.96533	43.91452	26.18324	33.52461	0.00000	9.07478	-1.06724	13.33917
8.39331	7.92993	1125.39480	8.72622	8.12994	9.58600	6.94404	60.40461	7.87703	7.85940	-4.0573	55.82737	75.21862	71.78319	1.00000	7.55849	25.54049	8.48478
9.83117	6.98463	1120.98562	6.41206	8.03966	8.32455	8.58333	61.68808	9.60491	5.29002	126.28333	45.35	53.99396	48.17717	1.00000	6.54205	14.66301	1.85295
10.64182	8.51390	1191.41026	8.92110	8.79262	7.37048	4.76664	55.61183	8.39401	2.80094	16.4	48.25	45.42448	26.32294	0.00000	7.60174	18.70769	10.25372
10.18875	7.50146	1068.75363	7.63633	11.08732	9.46737	5.96520	49.63613	5.40109	7.30003	33.9162	51.67822	45.17794	54.55439	1.00000	9.10744	12.84420	3.64049
9.89295	8.29460	1138.83282	6.26868	8.89191	10.60370	4.99187	48.09259	4.68482	11.04679	44.02488	32.61603	63.23040	38.53497	1.00000	7.33640	21.14788	1.65613
7.28353	7.89629	1129.04226	7.60916	7.66777	5.22463	5.26766	71.20378	9.69715	4.11796	118.9707	-3.5403	63.71556	31.57917	1.00000	7.15125	11.40275	5.32119
8.79292	7.82714	1194.91974	6.27248	10.14001	7.47806	7.46453	47.01083	5.48511	9.39203	17.22635	48.8449	39.97885	57.59139	1.00000	7.61051	23.43406	1.73402
8.79449	6.77837	1189.31931	7.57564	8.54328	7.49525	9.40700	48.94692	8.32455	6.74443	-4.0573	55.82737	28.29242	21.49600	1.00000	6.77349	17.32992	2.58842
9.56761	9.25963	1119.73915	9.07167	5.61749	9.96000	7.26911	58.62463	8.17441	6.36410	-82.42491	42.97086	52.69970	61.51319	0.00000	6.80890	17.83416	11.86781
10.21858	6.71533	1107.26069	7.75446	8.36722	9.33025	10.51724	60.64096	10.25026	5.84681	-39.25	-12.91667	55.55863	45.59232	1.00000	8.83023	25.58311	4.19915
12.00730	8.55473	1187.75876	8.84034	6.10085	8.56569	9.54218	38.17496	11.94565	3.35186	14.39024	42.22718	49.21093	47.60284	1.00000	7.66826	10.93059	9.20642
10.09808	6.20025	1109.68493	8.00662	10.15066	8.13111	10.49226	47.19454	10.01342	5.75688	-47.1725	-22.57306	40.21846	43.10763	1.00000	6.97478	12.19582	5.86055
7.07064	7.52082	1088.84407	8.15255	6.85835	10.21964	9.33405	71.50586	7.79989	6.01486	-65.71875	-21.44345	40.61008	41.72410	0.00000	7.83110	34.26850	5.44433
8.64752	8.29167	1168.53831	7.03513	8.62451	4.79758	4.80108	54.93521	8.23084	5.29852	7.20769	50.80019	37.49392	43.24278	0.00000	7.74245	18.27185	2.58475
10.12415	8.38166	1140.95149	10.69696	5.53430	8.94536	7.98051	58.88735	8.26902	7.12673	112.23109	-7.57897	46.65375	25.24719	0.00000	6.69014	21.01002	51.82341
8.16127	8.59423	1096.87194	6.71594	7.24358	5.36873	6.34036	20.16076	8.53244	4.00942	-113.3187	53.51684	47.17894	57.86743	0.00000	7.88931	10.99365	3.09277
8.36678	6.72694	1161.53980	6.52154	8.63077	6.30156	7.15379	63.34117	9.11946	6.57374	-75.64963	40.24537	40.96839	59.60976	0.00000	8.65014	18.03332	1.60262
8.99533	7.43360	1073.02982	8.05043	6.55036	9.62979	10.22448	60.61237	8.85937	7.14369	53.26023	54.39304	49.82961	56.74973	1.00000	6.32332	17.69175	5.17973
5.88615	5.74088	1120.04079	7.91665	10.05322	8.01581	7.02561	35.57260	7.38921	7.62547	5.4384	43.2907	61.91907	58.96599	1.00000	7.95521	9.16262	4.52406
8.74922	7.12064	1115.92678	8.50481	10.55276	8.04910	7.17830	41.19614	5.54700	5.46613	-73.02841	-36.9256	27.72147	71.79747	1.00000	7.65711	18.05648	7.78019
7.49931	8.17399	1153.27368	7.85614	7.06920	10.27783	8.41559	46.39885	6.60943	5.91551	-61.51889	10.66668	67.84877	48.93107	0.00000	6.86437	24.94077	4.07826
9.11392	6.90200	1182.97047	8.50642	8.08925	10.17344	8.57748	39.95746	8.04669	6.89002	-71.08977	41.9001	56.51417	21.94266	1.00000	6.70634	2.27073	7.80884
9.07795	8.86107	1177.80147	8.87866	6.53182	7.43285	10.85141	48.05425	4.79735	6.50754	4.08282	36.61954	36.65426	45.91400	0.00000	8.05362	22.28263	9.45551
9.87809		1117.74347	8.33946	10.52879	9.46613	6.72385	54.20897	12.21025	6.14496	-98.11889	19.04222	46.91236	50.96040	0.00000	7.71416	24.00829	5.35460
10.09406	7.34192	1071.99735	7.74714	6.07412	7.52108	8.97171	51.92813	5.51038	7.08061	-96.39774	30.16688	20.00179	56.81071	0.00000	8.21404	10.48865	3.87457
7.05841	7.94267	1140.73146	7.62395	8.30764	9.21389	9.19853	31.15892	5.25471	10.60470	48.41667	-17.83333	52.29467	15.34598	1.00000	7.35652	9.88287	3.17431
7.66931	7.54440	1154.51218	7.84071	7.70839	7.31440	10.11217	63.68616	5.11479	7.22045	-1.08593	50.79205	50.67060	30.66615	0.00000	7.99176	22.69614	4.90209
6.90848	6.37369	1103.63509	8.83275	9.43747	8.95172	7.41042	54.47449	7.85041	7.25610	-71.10077	18.20854	28.85948	67.55783	1.00000	7.24944	16.37622	8.67882
7.27665	8.59074	1067.74381	6.73904	8.12291	8.91151	7.66087	38.86277	5.95114	7.19220	-89.99038	38.58894	47.60429	68.03985	1.00000	8.89063	1.20805	1.90035
9.43192	6.06403	1129.35785	6.83844	8.81230	10.04221	5.80145	40.89816	6.95858	8.52961	77.70636	28.98002	24.71116	54.18010	1.00000	6.03658	24.18944	4.00019
9.76167	7.87574	1144.79135	7.09898	9.17214	8.95411	5.56873	56.74810	6.52334	10.08648	4.07601	50.88506	41.78377	48.82754	1.00000	9.46713	15.11096	2.78218
9.36502	8.30629	1162.07992	7.61743	9.28376	7.57794	10.75298	48.46160	10.83357	5.69231	30.38167	59.80917	56.87355	55.83018	1.00000	6.59839	4.62047	4.01611
6.70210	7.95423	1139.42149	8.43618	6.79757	10.50288	7.88263	61.90170	5.64591	8.76298	47.3799	33.14447	48.81522	59.05135	1.00000	8.43932	20.73278	7.47176
10.54583	7.42602	1107.61136	6.22592	10.79776	8.87640	7.05757	52.66166	8.96928	9.49279	115.88782	-32.05251	51.05308	45.70131	1.00000	7.05058	7.90668	1.58629
10.01156	7.59421	1148.40627	7.15909	7.66736	6.51159	7.20175	77.68852	9.55981	5.53362	85.83334	20.88197	42.30481	57.37175	0.00000	8.52294	23.48623	2.32565
9.57640	6.54232	1117.58411	8.31098	9.47457	8.82204	6.80792	52.30147	8.55402	8.87801	37.38115	55.63711	64.60075	58.41336	1.00000	6.88061	12.96784	5.10362
8.95710	7.51334	1163.92737	8.45606	7.88643	9.19871	5.16494	55.46925	5.59219	10.83380	-122.39168	40.58654	48.65882	75.42204	1.00000	8.81370	-0.82182	7.33129
7.55461	8.14935	1180.30802	7.95330	9.05916	4.90017	6.15239	63.94387	10.33900	7.54618	116.11768	24.28859	55.66830	61.54044	0.00000	6.72469	17.18595	4.65388
7.65460	9.16226	1115.31614	6.43236	6.58385	11.49030	8.96419	42.36737	6.47258	4.72043	-74.07764	40.72816	48.10059	63.84024	0.00000	8.60218	-0.83190	2.28179
9.44157	8.02585	1084.74755	7.08952	8.07916	10.09423	6.35177	68.56451	8.53794	11.13130	-87.88754	41.15376	56.33808	52.63923	1.00000	8.59481	25.46655	3.40339
7.79491	5.90447	1134.28529	6.49280	9.10762	8.44223	7.81012	52.37072	6.01511	6.85376	38.15035	49.41029		44.60266	1.00000	7.43758	7.95131	2.34629
8.28130	7.36572	1194.42678	7.98054	9.36210	8.32448	7.99768	55.26365	6.00029	9.50824	123.33471	8.56697	59.45120	66.62815	1.00000	7.60938	24.03941	5.15721
5.01737	8.03484	1152.43008	8.17830	7.95367	8.67724	6.24061	45.61206	5.13585	9.10712	6.76111	53.16167	60.97583	46.63832	1.00000	6.85361	11.00084	6.11598
9.30964	6.06472	1154.53638	7.70139	8.18790	8.97764	8.74464	54.15096	9.05904	6.07558	24.14662	65.84811	45.71854	28.76654	1.00000	7.81850	7.61797	4.47169
6.64167	7.89221	1159.60501	6.92133	8.56718	10.25442	7.68107	53.52065	7.39039	8.02251	129.96972	33.4425	39.67314	60.60322	1.00000	7.82315	22.87165	3.05198
10.18320	9.00805	1060.70380	7.34888	10.07381	7.22061	5.73064	34.38300	8.11101	9.06574	-61.51889	10.66668	67.25135	62.95445	1.00000	6.94946	15.45379	3.68173
11.51637	8.15444	1139.14530	9.04515	8.02811	9.03307	10.86474	40.22986	10.77207	5.07939	-97.92977	38.06084	50.06180	51.77117	1.00000	6.41093	8.53487	11.37433
7.33274	9.11158	1125.66376	10.02542	6.40021	8.50735	5.65976	49.12378	6.21188	8.50308	8.86704	50.23805	69.72051	15.92592	1.00000	7.32751	16.06508	25.93184
9.92509	7.49367	1125.64498	9.17352	10.48108	8.03330	5.81591	69.70863	9.90741	6.59874	-2.98884	43.32686	55.50226	24.98590	0.00000	9.50182	11.66619	12.85363
10.42970	6.52839	1052.70018	8.26979	9.84272	10.76468	6.87674	51.28759	8.10133	11.04292	-3.05	53.81667	38.54947	51.08983	1.00000	8.76953	19.21239	5.58414
10.60808	7.93476	1084.42597	7.14090	5.01234	8.03826	10.05575	30.44326	5.39490	6.17239	37.38115	55.63711	56.61731	47.00633	0.00000	7.78941	16.78678	2.10808
9.86485	7.47871	1185.36709	8.90269	10.17241	7.21061	5.22877	55.37789	7.38327	6.47936	122.74754	40.85158	35.06608	46.76780	0.00000	5.88538	23.14259	8.53057
9.18543	6.22517	1129.51699	8.26066	7.99215	8.47351	5.02452	62.98155	7.07786	9.75725	-81.24441	23.15678	45.24168	57.94101	1.00000	7.97335	15.15098	5.76079
8.27303	6.79059	1168.51355	7.71004	7.66825	7.99241	7.62583	51.69657	8.04813	6.35910	51.49621	36.64852	58.17505	53.53732	1.00000	9.27924	13.16421	4.08980
8.31903	8.35575	1084.95087	8.25001	6.60279	9.09918	8.18694	72.26499	6.03759	6.34241	72.54064	31.82539	29.90914	52.38057	0.00000	8.55485	1.05250	6.26795
8.77394	7.30034	1117.58878	5.76653	7.49468	8.62971	5.78574	70.57950	8.67039	9.39729	-72.09391	18.65297	37.13196	25.06802	1.00000	6.32407	2.85465	1.15905
8.44025	6.74718	1198.22588	9.29615	8.92825	7.25204	7.91511	31.13569	11.28622	6.99479	-0.36053	51.64316	48.61359	70.71260	0.00000	7.99853	14.72935	13.61656
9.08504	6.48999	1056.60850	8.14197	11.23689	6.04876	6.03752	44.79423	2.98809	7.48275	38.12408	53.77166	80.08017	33.06120	1.00000	6.68215	32.44638	6.26265
7.67502	9.25111	1187.36420	9.01576	6.85601	9.25593	6.62824	50.20713	6.27589	10.87918	42.85693	39.22493	63.01636	40.46403	1.00000	6.80285	-2.69337	11.57263
10.44455	8.56529	1055.18238	6.81345	9.98205	7.56845	3.53163	39.69867	4.92314	8.17682	127.08472	36.20389	42.62443	54.87665	1.00000	7.71668	22.34479	2.36414
9.13899	7.55375	1085.48445	7.48776	7.96475	9.45750	10.45790	33.82306	7.62739	7.87885	-82.4017	23.0072	43.62819	43.00661	1.00000	7.92989	7.22197	3.57341
7.13747	8.70798	1155.21717	7.39919	9.39591	6.69422	8.31020	66.27068	5.45157	6.64286	16.4	48.25	58.37974	42.41488	1.00000	6.16653	14.04247	3.74347
10.43645	6.98546	1062.74871	6.07930	10.22029	8.75021	4.99883	36.67830	5.46850	9.82073	18.84	42.28639	42.47491	41.29099	1.00000	10.04670	13.59045	2.09879
10.66494	6.87695	1146.63066	7.54013	9.85837	8.78688	5.25696	56.44058	7.06865	11.08531	34.75699	31.39547	44.71466	32.72010	1.00000	5.78106	7.23346	2.27082
8.16064	8.45076	1107.72576	6.62578	9.24492	10.77090	8.44197	55.76852	6.45723	7.23473	-84.23381	33.54428	34.90643	78.30656	1.00000	7.09810	46.87854	2.15189
7.84148	7.01643	1121.94667	7.62149	7.01506	9.35741	7.55081	54.15327	9.02502	7.44493	-42.19667	-21.41222	38.82299	43.53583	0.00000	8.50111	18.07415	2.98004
10.44237	8.91973	1164.40736	7.02652	8.17739	9.44708	5.33092	64.88670	9.87716	12.18209	-87.66561	41.8542	52.32939	57.21274	1.00000	8.00352	27.83311	2.31962
7.54146	7.86402	1123.05846	8.71905	10.63197	7.48934	8.62773	65.34551	8.22496	7.03934	71.57118	32.87533	49.24788	48.16473	1.00000	8.02201	9.36934	8.51843
9.26534	8.15910	1161.79110	8.62013	8.82339	8.04076	7.88304	50.58162	8.96152	5.51505	43.38531	9.89206	46.26660	67.20333	1.00000	7.87291	20.35479	8.63981
