longitude	code	revision	latitude	QoS	location
45.36561	AZ	04 Jul 2016	41.09246	maintenance	Asia/Baku
14.34085	IT	01/30/2022, 00:00:00	40.87363	building	Europe/Rome
75.11937	IN	24 Mar 2022	20.88098	good	Asia/Kolkata
-75.11028	PE	2018/02/15	-15.21194	excellent	America/Lima
16.4	AT	2014/07/12	48.25	excellent	Europe/Vienna
-87.93341	US	2014-03-17	42.55308	excellent	America/Chicago
-82.42491	US	05/16/2022, 00:00:00	42.97086	accep	America/Detroit
-1.29243	GB	2019/03/17	53.49389	building	Europe/London
38.01667	ET	2020/04/19	11.85	average	Africa/Addis_Ababa
37.92792	RU	2013-07-11	53.93361	accep	Europe/Moscow
14.34085	IT	01 Jan 2015	40.87363	good	Europe/Rome
91.61356	IN	11 Nov 2020	26.44931	excellent	Asia/Kolkata
-73.49484	US	12/08/2018, 00:00:00	41.14676	average	America/New_York
56.36091	RU	2021-08-10	51.78771	excellent	Asia/Yekaterinburg
51.67462	IR	2014-08-10	32.65246	maintenance	Asia/Tehran
10.58082	TN	08 Nov 2016	35.72917	average	Africa/Tunis
6.76111	NL	02/07/2013, 00:00:00	53.16167	building	Europe/Amsterdam
-88.81395	US	2021/08/27	35.61452	excellent	America/Chicago
-76.78319	JM	09 Dec 2013	18.00747	accep	America/Jamaica
-81.26367	US	06/25/2018, 00:00:00	28.90054	average	America/New_York
-96.72365	MX	01/27/2018, 00:00:00	17.06542	excellent	America/Mexico_City
-75.11028	PE	2015-01-24	-15.21194	average	America/Lima
106.85417	ID	2019-10-22	-6.48167	excellent	Asia/Jakarta
9.00472	CM	2020-01-28	4.2475	accep	Africa/Douala
-3.59625	CI	2020/03/18	5.27247	maintenance	Africa/Abidjan
39.25	TZ	24 Jun 2018	-6.8	excellent	Africa/Dar_es_Salaam
-99.32556	MX	2012-11-12	19.32889	excellent	America/Mexico_City
6.51352	DE	10/25/2012, 00:00:00	51.19139	excellent	Europe/Berlin
4.08282	DZ	03/12/2020, 00:00:00	36.61954	average	Africa/Algiers
71.30633	IN	08/12/2016, 00:00:00	21.34222	maintenance	Asia/Kolkata
14.51472	MT	2020-03-08	35.89972	good	Europe/Malta
18.28333	SE	23 Sep 2015	59.33333	good	Europe/Stockholm
123.62494	PH	2021/03/14	12.37169	excellent	Asia/Manila
-74.73584	CO	14 Jul 2018	5.20856	good	America/Bogota
-99.32556	MX	2016-09-16	19.32889	average	America/Mexico_City
-93.75018	US	2021/09/11	32.52515	maintenance	America/Chicago
74.85849	IN	2022-05-31	31.28092	building	Asia/Kolkata
18.84	ME	02 Mar 2017	42.28639	accep	Europe/Podgorica
-74.15987	US	2020/05/15	40.82232	accep	America/New_York
30.96755	UA	03 Sep 2018	49.07866	excellent	Europe/Kiev
98.50893	MM	2012/11/10	16.68911	building	Asia/Yangon
-94.41551	US	31 Aug 2022	39.09112	excellent	America/Chicago
30.91105	UG	05/17/2021, 00:00:00	3.02013	average	Africa/Kampala
137.4	JP	2015-08-04	34.81667	acceptable	Asia/Tokyo
-76.78319	JM	01 Feb 2015	18.00747	building	America/Jamaica
32.86389	RU	15 May 2016	53.95278	maintenance	Europe/Moscow
5.74861	NL	25 Nov 2013	52.71083	good	Europe/Amsterdam
37.00438	TZ	12/10/2014, 00:00:00	-7.60361	average	Africa/Dar_es_Salaam
-69.96533	US	2015/04/10	43.91452	excellent	America/New_York
99.95469	TH	19 Oct 2017	13.51825	excellent	Asia/Bangkok
71.52847	PK	2013-10-13	32.57756	accep	Asia/Karachi
76.56719	IN	10/16/2019, 00:00:00	24.41288	maintenance	Asia/Kolkata
3.20639	BE	31 Jan 2017	50.74497	good	Europe/Brussels
48.26258	IR	25 Dec 2021	33.86419	accep	Asia/Tehran
0.47713	GB	2021/03/09	51.39323	excellent	Europe/London
76.92421	RU	06/23/2014, 00:00:00	60.97944	average	Asia/Yekaterinburg
2.08333	FR	10/31/2018, 00:00:00	48.86667	good	Europe/Paris
28.88222	TR	2012/12/24	40.37528	building	Europe/Istanbul
102.56365	KH	2013/07/29	13.65805	maintenance	Asia/Phnom_Penh
-81.24441	CU	2022-07-13	23.15678	maintenance	America/Havana
-73.95097	US	2016/02/06	40.72371	good	America/New_York
72.54064	PK	2019-11-26	31.82539	accep	Asia/Karachi
39.8302	RU	27 Jul 2021	64.5635	good	Europe/Moscow
-117.54866	US	03/22/2013, 00:00:00	33.93113	good	America/Los_Angeles
69.49015	RU	2020/02/13	56.11281	excellent	Asia/Yekaterinburg
-73.75513	US	13 Aug 2013	40.60538	average	America/New_York
34.02537	TR	2015-05-10	38.37255	building	Europe/Istanbul
59.80222	RU	2014/07/25	58.63667	average	Asia/Yekaterinburg
4.25633	BE	22 Sep 2015	51.21187	average	Europe/Brussels
-66.8499	PR	2020/08/22	18.03496	average	America/Puerto_Rico
11.34046	DE	2013/09/20	50.72043	average	Europe/Berlin
-76.70944	PE	04/01/2013, 00:00:00	-11.94306	excellent	America/Lima
-3.53261	ES	2016/09/21	40.42386	good	Europe/Madrid
73.06784	IN	2013/03/10	25.13915	good	Asia/Kolkata
39.28333	TZ	07 Jan 2020	-10.33333	maintenance	Africa/Dar_es_Salaam
4.82313	BE	2018/06/10	51.24197	accep	Europe/Brussels
35.7	TZ	04/13/2020, 00:00:00	-7.76667	excellent	Africa/Dar_es_Salaam
171.25364	NZ	25 Jul 2021	-44.39672	good	Pacific/Auckland
72.85107	IN	2016/10/14	19.30157	maintenance	Asia/Kolkata
-122.38731	US	2014/11/12	45.53929	accep	America/Los_Angeles
-81.79819	US	2019-01-28	41.48199	excellent	America/New_York
-122.40433	US	08 Nov 2015	37.71715	good	America/Los_Angeles
-119.0376	US	09 May 2013	34.21639	average	America/Los_Angeles
120.74792	CN	09 Aug 2021	41.09822	building	Asia/Shanghai
-73.89125	US	2020-01-22	40.67705	good	America/New_York
-13.68778	GN	26 Apr 2019	9.535	good	Africa/Conakry
83.97573	IN	2015-12-14	21.46527	accep	Asia/Kolkata
-50.00639	BR	12 Feb 2015	-25.42944	average	America/Sao_Paulo
88.58	IN	2015/03/28	23.18	excellent	Asia/Kolkata
-46.99583	BR	2019-02-11	-22.97056	accep	America/Sao_Paulo
16.86194	PL	2018-06-12	54.58048	accep	Europe/Warsaw
5.2875	NL	2019-12-26	51.65333	good	Europe/Amsterdam
16.4	AT	03 Nov 2021	48.25	maitennce	Europe/Vienna
-73.58248	CA	2020/10/15	45.40008	average	America/Toronto
13.28702	DE	2016/01/04	52.4581	good	Europe/Berlin
123.33471	PH	2016/04/27	8.56697	excellent	Asia/Manila
-68.30472	VE	2021-05-04	9.91861	excellent	America/Caracas
139.6853	JP	22 Dec 2020	35.815	maintenance	Asia/Tokyo
146.05093	AU	2013/10/02	-34.28853	excellent	Australia/Sydney
30.79165	ZA	2013-09-24	-27.76952	accep	Africa/Johannesburg
-4.21376	GB	2014/08/24	55.82885	accep	Europe/London
-52.67056	BR	2022-01-05	-26.22861	maintenance	America/Sao_Paulo
-70.92866	US	24 Oct 2019	42.52787	excellent	America/New_York
122.22833	CN	2019/05/19	40.66482	excellent	Asia/Shanghai
71.57118	PK	2019/10/22	32.87533	accep	Asia/Karachi
86.79271	IN	23 Jun 2018	25.92127	good	Asia/Kolkata
2.18967	FR	2020-11-29	48.8765	good	Europe/Paris
-87.45476	US	2015-02-09	41.47892	excellent	America/Chicago
116.11768	CN	07/07/2019, 00:00:00	24.28859	excellent	Asia/Shanghai
-66.8499	PR	06/17/2016, 00:00:00	18.03496	excellent	America/Puerto_Rico
-4.10734	ES	2018-03-12	38.68712	average	Europe/Madrid
10.03988	DE	2020-03-18	53.6052	average	Europe/Berlin
-105.11221	US	16 Apr 2013	39.57582	accep	America/Denver
10.03988	DE	2020-02-13	53.6052	average	Europe/Berlin
114.51667	CN	08/16/2020, 00:00:00	33.78333	excellent	Asia/Shanghai
-68.3	AR	2017-05-27	-54.8	average	America/Argentina/Ushuaia
-50.00639	BR	26 Oct 2015	-25.42944	good	America/Sao_Paulo
2.18967	FR	06/14/2018, 00:00:00	48.8765	good	Europe/Paris
104.1451	TH	29 May 2016	15.79408	accep	Asia/Bangkok
-1.86343	ES	22 Aug 2021	38.10558	good	Europe/Madrid
8.86704	DE	2019-08-15	50.23805	excellent	Europe/Berlin
21.32778	MK	2021/08/01	42	building	Europe/Skopje
-80.08199	US	04 Mar 2022	35.88264	average	America/New_York
-97.35992	MX	2019-09-04	19.8173	excellent	America/Mexico_City
102.56365	KH	11/03/2017, 00:00:00	13.65805	good	Asia/Phnom_Penh
-34.88111	BR	11/25/2021, 00:00:00	-8.05389	excellent	America/Recife
30.2049	BY	04/14/2014, 00:00:00	55.1904	average	Europe/Minsk
46.10925	RU	2017/01/12	43.35071	average	Europe/Moscow
-5.22126	MA	08/13/2022, 00:00:00	33.43443	average	Africa/Casablanca
72.68533	IN	2013/03/29	22.75218	maintenance	Asia/Kolkata
-73.75335	CA	19 Jan 2020	45.4473	accep	America/Toronto
11.34046	DE	2013-10-29	50.72043	maintenance	Europe/Berlin
-1.325	ES	2015-02-11	38.47917	building	Europe/Madrid
-88.31476	US	02 Aug 2016	36.61033	good	America/Chicago
-86.78777	US	28 Apr 2019	33.44872	excellent	America/Chicago
-0.45877	FR	02/01/2021, 00:00:00	46.32313	accep	Europe/Paris
114.51667	CN	2021/04/14	33.78333	good	Asia/Shanghai
14.43865	IT	06 Apr 2022	40.87329	accep	Europe/Rome
102.42587	TH	2015-08-11	15.58552	good	Asia/Bangkok
32.88667	UG	2021/06/07	3.27833	average	Africa/Kampala
1.26738	GB	15 Jan 2015	51.84819	good	Europe/London
37.99117	RU	2018-11-01	44.92934	excellent	Europe/Moscow
120.89694	PH	04/11/2014, 00:00:00	14.95472	maintenance	Asia/Manila
-119.01677	US	2022/03/15	36.06523	maintenance	America/Los_Angeles
136.84186	JP	28 Nov 2018	34.4833	average	Asia/Tokyo
-41.45861	BR	2018-06-14	-4.42472	excellent	America/Fortaleza
2.1699	FR	2012/10/25	48.98994	excellent	Europe/Paris
126.28333	CN	01 Jul 2017	45.35	building	Asia/Shanghai
39.28333	TZ	2016/12/11	-10.33333	good	Africa/Dar_es_Salaam
-4.0573	GB	2022/07/20	55.82737	good	Europe/London
102.56365	KH	2016-12-20	13.65805	average	Asia/Phnom_Penh
-41.45861	BR	2014-11-30	-4.42472	building	America/Fortaleza
36.25361	UA	08 Oct 2013	47.48444	good	Europe/Zaporozhye
-42.19667	BR	2016/04/02	-21.41222	excellent	America/Sao_Paulo
-6.00137	MA	2017/03/07	33.42585	excellent	Africa/Casablanca
78.25795	IN	02/20/2013, 00:00:00	9.82564	good	Asia/Kolkata
18.34717	PL	2017-05-26	54.60528	building	Europe/Warsaw
-8.53778	LR	13 Oct 2015	7.57944	excellent	Africa/Monrovia
2.08333	FR	17 Feb 2020	48.86667	excellent	Europe/Paris
4.85668	DZ	08/15/2015, 00:00:00	36.27462	accep	Africa/Algiers
73.08333	IN	05/08/2019, 00:00:00	19.21667	good	Asia/Kolkata
67.84222	UZ	25 Mar 2013	40.11583	excellent	Asia/Samarkand
3.39467	NG	2015/07/03	6.45407	accep	Africa/Lagos
-70.20749	VE	09 Nov 2018	8.62261	good	America/Caracas
37.73333	TZ	10/11/2015, 00:00:00	-4.06667	building	Africa/Dar_es_Salaam
8.55552	IT	2016/12/23	40.72586	excellent	Europe/Rome
10.78222	TN	2021/09/18	36.46917	average	Africa/Tunis
19.91667	AO	2015/06/04	-11.78333	excellent	Africa/Luanda
28.19028	EE	2015/01/21	59.37722	building	Europe/Tallinn
-72.09391	HT	01/05/2015, 00:00:00	18.65297	excellent	America/Port-au-Prince
49.62251	SA	29 Dec 2020	27.0174	accep	Asia/Riyadh
-88.31476	US	12/29/2014, 00:00:00	36.61033	excellent	America/Chicago
-0.91979	GB	11/09/2020, 00:00:00	51.42708	average	Europe/London
101.02083	MY	10/06/2016, 00:00:00	4.02219	accep	Asia/Kuala_Lumpur
29.00974	ZA	2014/09/23	-24.19436	excellent	Africa/Johannesburg
30.28491	RU	05/19/2019, 00:00:00	60.02427	accep	Europe/Moscow
10.18527	DE	2017-09-27	47.98372	good	Europe/Berlin
139.55028	JP	2018/03/05	35.30889	excellent	Asia/Tokyo
-79.59415	EC	2014-08-25	-2.13404	building	America/Guayaquil
10.30215	DE	23 Jun 2014	53.94313	excellent	Europe/Berlin
-38.79084	BR	05/06/2021, 00:00:00	-10.95817	excellent	America/Bahia
7.00417	NL	2017-01-21	52.26083	good	Europe/Amsterdam
-99.32556	MX	20 May 2021	19.32889	maintenance	America/Mexico_City
-58.38341	AR	21 Aug 2021	-34.64966	good	America/Argentina/Buenos_Aires
17.22635	SK	2019-11-12	48.8449	building	Europe/Bratislava
35.23388	PS	2021-06-01	31.78336	building	Asia/Hebron
123.50266	CN	28 Nov 2017	41.94175	excellent	Asia/Shanghai
6.76111	NL	2018-10-03	53.16167	good	Europe/Amsterdam
135.21667	JP	25 Jun 2018	35.06667	excellent	Asia/Tokyo
-73.75513	US	2017/04/24	40.60538	average	America/New_York
-73.20483	US	03/08/2014, 00:00:00	41.16704	average	America/New_York
33.34864	UA	25 Oct 2014	46.75451	building	Europe/Kiev
73.7553	IN	2020-02-14	15.5439	maintenance	Asia/Kolkata
13.57661	IT	2016/12/30	37.31065	building	Europe/Rome
73.85535	IN	06/25/2022, 00:00:00	18.51957	excellent	Asia/Kolkata
44.7662	AM	01/22/2015, 00:00:00	40.49748	good	Asia/Yerevan
25.8191	BY	09/07/2022, 00:00:00	53.5942	excellent	Europe/Minsk
117.7	CN	15 Mar 2021	35.85	good	Asia/Shanghai
-84.62081	US	10/03/2019, 00:00:00	42.7392	average	America/Detroit
57.3552	RU	18 Sep 2018	51.4781	excellent	Asia/Yekaterinburg
-88.81395	US	06/03/2015, 00:00:00	35.61452	maintenance	America/Chicago
4.25633	BE	2017-05-02	51.21187	accep	Europe/Brussels
37.73333	TZ	2013/05/02	-4.06667	excellent	Africa/Dar_es_Salaam
-89.99038	US	13 Mar 2017	38.58894	maitennce	America/Chicago
-82.4017	CU	29 Jul 2014	23.0072	excellent	America/Havana
-81.24441	CU	04/20/2018, 00:00:00	23.15678	good	America/Havana
-8.07257	ML	02/13/2020, 00:00:00	12.74409	maintenance	Africa/Bamako
109.22921	CN	11/08/2016, 00:00:00	34.65918	maintenance	Asia/Shanghai
-71.05977	US	2020-10-23	42.35843	building	America/New_York
-67.15407	PR	22 Jan 2014	18.42745	accep	America/Puerto_Rico
-1.48119	GB	2014/02/07	53.0233	excellent	Europe/London
141.95	JP	2021-01-14	39.46667	good	Asia/Tokyo
-47.1725	BR	2020/04/27	-22.57306	excellent	America/Sao_Paulo
-80.58556	CU	2015-04-23	22.98212	accep	America/Havana
8.61839	DE	2015-02-06	49.68369	excellent	Europe/Berlin
-52.35558	BR	2017/10/19	-14.66463	good	America/Cuiaba
2.45012	FR	13 Apr 2022	48.90982	excellent	Europe/Paris
-74.73584	CO	03/18/2013, 00:00:00	5.20856	good	America/Bogota
15.46667	AT	25 Aug 2013	47.05	average	Europe/Vienna
3.39467	NG	2017/04/06	6.45407	excellent	Africa/Lagos
150.60036	AU	2014/12/24	-34.88422	excellent	Australia/Sydney
-45.94722	BR	2013-11-23	-21.42917	accep	America/Sao_Paulo
-120.93549	US	02/08/2018, 00:00:00	37.73604	accep	America/Los_Angeles
9.22796	DE	09/21/2021, 00:00:00	48.46458	average	Europe/Berlin
26.01649	RO	19 Aug 2016	44.43579	accep	Europe/Bucharest
-72.09391	HT	27 May 2021	18.65297	building	America/Port-au-Prince
136.51667	JP	12 Aug 2018	35	good	Asia/Tokyo
47.31667	MG	2014/02/03	-19.65	good	Indian/Antananarivo
-80.38297	CA	06/04/2021, 00:00:00	42.8334	good	America/Toronto
88.58	IN	16 Nov 2015	23.18	accep	Asia/Kolkata
-73.95097	US	30 Oct 2013	40.72371	average	America/New_York
103.61667	ID	02/18/2022, 00:00:00	-1.6	good	Asia/Jakarta
-0.76667	GB	2019/12/04	53.38333	good	Europe/London
-105.11221	US	2020/07/25	39.57582	excellent	America/Denver
33	TZ	06/02/2017, 00:00:00	-2.68333	average	Africa/Dar_es_Salaam
-48.62789	BR	20 Sep 2020	-17.74431	maintenance	America/Sao_Paulo
-60.94228	MQ	2014/07/20	14.67751	accep	America/Martinique
18.34717	PL	2021/11/27	54.60528	average	Europe/Warsaw
34.75699	IL	2013-07-01	31.39547	average	Asia/Jerusalem
18.69303	TD	2013-02-21	12.18441	average	Africa/Ndjamena
83.62389	RU	14 Feb 2013	53.30972	good	Asia/Barnaul
9.20427	DE	12 Oct 2014	48.49144	average	Europe/Berlin
145.18333	AU	2014/06/23	-37.9	average	Australia/Melbourne
85.4265	RU	2017-08-04	55.8736	excellent	Asia/Novokuznetsk
-88.31476	US	11/24/2012, 00:00:00	36.61033	excellent	America/Chicago
-122.24064	US	20 Dec 2017	47.80527	building	America/Los_Angeles
37.56667	RU	2021/11/23	55.85	accep	Europe/Moscow
56.36091	RU	2019-08-03	51.78771	excellent	Asia/Yekaterinburg
-73.95097	US	05 Oct 2013	40.72371	good	America/New_York
10.03988	DE	2012-12-29	53.6052	average	Europe/Berlin
38.15035	UA	29 Jan 2020	49.41029	excellent	Europe/Zaporozhye
-73.95958	US	2016/06/25	40.57788	good	America/New_York
-89.64066	US	14 Sep 2022	40.56754	accep	America/Chicago
12.19458	NG	2022/02/05	10.61285	accep	Africa/Lagos
126.28333	CN	2021-11-30	45.35	accep	Asia/Shanghai
33.2525	RU	20 Dec 2020	57.97472	good	Europe/Moscow
86.59611	IN	2021/02/11	25.87498	average	Asia/Kolkata
5.55575	FR	09/05/2019, 00:00:00	46.67535	average	Europe/Paris
-1.48119	GB	09/05/2013, 00:00:00	53.0233	average	Europe/London
4.74161	NG	08/20/2015, 00:00:00	7.62789	average	Africa/Lagos
2.25	FR	2019/05/08	50.75	building	Europe/Paris
-37.03861	BR	2018-12-24	-10.90889	maintenance	America/Maceio
-13.68778	GN	2016/05/03	9.535	accep	Africa/Conakry
37.49338	RU	07/26/2013, 00:00:00	55.62047	average	Europe/Moscow
43.38531	SO	10/12/2019, 00:00:00	9.89206	excellent	Africa/Mogadishu
17.22635	SK	02 Nov 2021	48.8449	good	Europe/Bratislava
-77.43532	CU	05/28/2014, 00:00:00	20.14298	good	America/Havana
72.85107	IN	2020/12/24	19.30157	good	Asia/Kolkata
10.58082	TN	01 Jul 2014	35.72917	excellent	Africa/Tunis
86.51499	IN	15 Nov 2016	23.1959	accep	Asia/Kolkata
123.62494	PH	01/12/2021, 00:00:00	12.37169	good	Asia/Manila
53.26023	RU	03/16/2015, 00:00:00	54.39304	good	Europe/Moscow
14.30935	IT	2020/12/25	40.92298	average	Europe/Rome
9.72749	DE	2016-01-28	48.28259	excellent	Europe/Berlin
-73.20483	US	2015/10/19	41.16704	building	America/New_York
59.4839	RU	2013-05-03	58.7002	excellent	Asia/Yekaterinburg
-73.99681	US	2017-10-22	40.94065	average	America/New_York
6.9747	DE	18 Aug 2016	50.82709	average	Europe/Berlin
35.59642	KE	02/26/2015, 00:00:00	3.11988	good	Africa/Nairobi
-3.05	GB	2014-05-13	53.81667	excellent	Europe/London
75.11937	IN	2017/07/08	20.88098	accep	Asia/Kolkata
123.758	PH	2014/04/05	10.20898	accep	Asia/Manila
42.7125	DJ	2016/05/19	11.15583	good	Africa/Djibouti
38.16694	RU	21 Oct 2020	54.84444	maintenance	Europe/Moscow
-34.88111	BR	2018/01/01	-8.05389	average	America/Recife
-81.38758	US	12 Oct 2016	30.17746	average	America/New_York
-88.31476	US	09/13/2013, 00:00:00	36.61033	average	America/Chicago
-8.2503	PT	13 Apr 2015	37.08819	excellent	Europe/Lisbon
119.58627	TW	07/21/2020, 00:00:00	23.5654	maintenance	Asia/Taipei
99.95469	TH	2018-08-10	13.51825	average	Asia/Bangkok
118.53333	CN	01 Mar 2014	27.92333	average	Asia/Shanghai
-1.5443	GB	2015/12/12	50.75767	average	Europe/London
-73.95958	US	06 Mar 2017	40.57788	excellent	America/New_York
-87.70172	US	2018/07/05	41.72059	average	America/Chicago
122.08333	CN	18 Sep 2013	46.08333	good	Asia/Shanghai
25.34244	UA	2015/02/23	50.75932	building	Europe/Kiev
120.4861	PH	2019/10/25	16.0438	good	Asia/Manila
-2.1875	GB	2013-04-03	51.26	average	Europe/London
51.0193	IR	2021-10-17	35.6803	maintenance	Asia/Tehran
-84.23381	US	2018/03/29	33.54428	good	America/New_York
4.08282	DZ	2019/06/24	36.61954	good	Africa/Algiers
-6.00137	MA	10/26/2021, 00:00:00	33.42585	accep	Africa/Casablanca
23.225	BG	24 Dec 2020	43.4125	good	Europe/Sofia
128.62667	KR	06 Sep 2017	34.8825	average	Asia/Seoul
-73.89125	US	07/19/2014, 00:00:00	40.67705	excellent	America/New_York
-82.4017	CU	09 Oct 2018	23.0072	average	America/Havana
120.03308	CN	02 Jun 2021	28.88162	good	Asia/Shanghai
9.29109	IT	02/01/2016, 00:00:00	45.39402	good	Europe/Rome
-111.89903	US	06/14/2014, 00:00:00	33.50921	excellent	America/Phoenix
38.01667	TZ	2020-02-01	-5.41667	good	Africa/Dar_es_Salaam
151.07986	AU	2016/07/17	-33.88096	excellent	Australia/Sydney
35.7	TZ	28 Aug 2020	-7.76667	average	Africa/Dar_es_Salaam
-77.02303	US	2016-03-31	38.70734	accep	America/New_York
-71.08977	US	2018-01-29	41.9001	building	America/New_York
112.23109	ID	03 Apr 2016	-7.57897	building	Asia/Jakarta
14.39024	IT	2014-03-13	42.22718	excellent	Europe/Rome
-96.39774	US	2014-12-11	30.16688	good	America/Chicago
32.6178	UA	03/08/2019, 00:00:00	46.65581	building	Europe/Kiev
-122.2054	US	2021/11/09	47.76232	building	America/Los_Angeles
120.33063	CN	04/14/2018, 00:00:00	37.65181	good	Asia/Shanghai
-1.48119	GB	03/24/2022, 00:00:00	53.0233	excellent	Europe/London
-65.61427	AR	06 Nov 2015	-27.4338	excellent	America/Argentina/Tucuman
-73.89125	US	08 Nov 2017	40.67705	good	America/New_York
-96.39774	US	08/02/2020, 00:00:00	30.16688	maintenance	America/Chicago
9.5926	DE	2022-03-04	52.86147	average	Europe/Berlin
84.63445	IN	2018-12-18	24.81757	building	Asia/Kolkata
6.61944	NL	2021-03-09	52.57583	average	Europe/Amsterdam
125.51176	CN	04/21/2013, 00:00:00	42.64031	excellent	Asia/Shanghai
30.38167	RU	09/16/2016, 00:00:00	59.80917	excellent	Europe/Moscow
-100.44843	MX	13 Jan 2020	20.74122	good	America/Mexico_City
20.89389	XK	11/14/2013, 00:00:00	42.62833	accep	Europe/Belgrade
111.50861	CN	2017/02/02	32.54278	average	Asia/Shanghai
34.37389	TR	2016-01-17	40.1675	good	Europe/Istanbul
86.68363	IN	11/10/2013, 00:00:00	23.49668	excellent	Asia/Kolkata
14.51472	MT	27 May 2018	35.89972	excellent	Europe/Malta
68.75915	PK	04/18/2015, 00:00:00	27.52948	excellent	Asia/Karachi
-82.4017	CU	28 Jul 2020	23.0072	accep	America/Havana
111.50861	CN	2020/11/08	32.54278	excellent	Asia/Shanghai
9.15214	DE	2013/04/19	49.97704	accep	Europe/Berlin
16.91667	NA	03/31/2018, 00:00:00	-21.98333	good	Africa/Windhoek
-117.23991	US	12 May 2019	47.64995	good	America/Los_Angeles
77.40858	IN	2021-02-24	24.05979	average	Asia/Kolkata
-72.47417	CO	2021/01/04	7.83389	good	America/Bogota
-75.87877	CO	2014/03/20	5.6561	average	America/Bogota
35.90057	RU	01/16/2021, 00:00:00	56.85836	building	Europe/Moscow
-86.58208	NI	2014/10/23	13.48082	excellent	America/Managua
37.38115	RU	2017-12-09	55.63711	good	Europe/Moscow
-48.67028	BR	2018-06-09	-28.24	accep	America/Sao_Paulo
123.99333	PH	04 Apr 2019	12.97389	excellent	Asia/Manila
103.61667	ID	2021/11/26	-1.6	accep	Asia/Jakarta
121.3152	PH	08/13/2020, 00:00:00	14.14989	average	Asia/Manila
-0.33525	GB	07/05/2015, 00:00:00	53.7446	accep	Europe/London
-86.19903	NI	2014-04-01	11.84962	excellent	America/Managua
35.7	TZ	06/01/2019, 00:00:00	-7.76667	accep	Africa/Dar_es_Salaam
33.2525	RU	2018-12-20	57.97472	good	Europe/Moscow
24.95034	FI	01 Jun 2022	60.18427	maintenance	Europe/Helsinki
0.47713	GB	2019/09/12	51.39323	accep	Europe/London
77.656	IN	2015/03/20	28.71271	accep	Asia/Kolkata
1.04945	DZ	06/04/2019, 00:00:00	35.06544	good	Africa/Algiers
-96.39774	US	20 Mar 2017	30.16688	excellent	America/Chicago
-88.70464	US	05/23/2020, 00:00:00	34.25807	good	America/Chicago
76.03889	IN	2019/03/19	18.18158	acceptable	Asia/Kolkata
86.00214	CN	2013/10/10	46.51872	average	Asia/Urumqi
-52.35558	BR	2015-09-16	-14.66463	average	America/Cuiaba
-2.98333	GB	2012-10-15	53.83333	average	Europe/London
67.84222	UZ	04/17/2014, 00:00:00	40.11583	average	Asia/Samarkand
-99.32556	MX	2022-09-09	19.32889	average	America/Mexico_City
-3.05	GB	06 Aug 2020	53.81667	maintenance	Europe/London
37.55	ET	2020/10/20	6.03333	good	Africa/Addis_Ababa
25.34244	UA	12 May 2014	50.75932	excellent	Europe/Kiev
71.67164	PK	2015/05/20	30.29184	accep	Asia/Karachi
9.02596	DE	05/14/2015, 00:00:00	48.21644	good	Europe/Berlin
-95.30106	US	2022-06-12	32.35126	excellent	America/Chicago
5.22778	NL	05 May 2017	51.955	building	Europe/Amsterdam
-15.58602	ES	31 Aug 2016	27.76056	accep	Atlantic/Canary
11.18709	DE	2022/09/04	48.73218	excellent	Europe/Berlin
-111.78903	US	2021-06-15	33.35283	good	America/Phoenix
78.95693	IN	2015-06-25	29.21399	average	Asia/Kolkata
-69.96533	US	21 Dec 2019	43.91452	good	America/New_York
105.75635	VN	2022-07-18	10.29085	accep	Asia/Ho_Chi_Minh
9.29109	IT	2018-11-22	45.39402	average	Europe/Rome
14.66737	IT	2013/05/09	41.55947	excellent	Europe/Rome
-1.4001	GH	2015/05/28	7.06273	average	Africa/Accra
-80.58556	CU	03/06/2021, 00:00:00	22.98212	average	America/Havana
135.21667	JP	2017/10/22	35.06667	excellent	Asia/Tokyo
107.60389	ID	12 Apr 2017	-7.01833	good	Asia/Jakarta
88.18466	IN	24 Sep 2014	22.19303	average	Asia/Kolkata
-68.3	AR	11/19/2017, 00:00:00	-54.8	average	America/Argentina/Ushuaia
-88.64235	US	2019-04-12	46.09273	excellent	America/Menominee
128.62667	KR	2012-11-01	34.8825	average	Asia/Seoul
40.17171	RU	2018/06/09	58.1908	excellent	Europe/Moscow
135.21667	JP	2016/07/11	35.06667	excellent	Asia/Tokyo
-88.42814	US	2014-04-11	42.16808	accep	America/Chicago
73.66633	IN	2016-04-01	25.92493	excellent	Asia/Kolkata
123.17306	CN	2022-08-31	41.27194	average	Asia/Shanghai
117.81667	CN	29 Aug 2019	36.81667	accep	Asia/Shanghai
-122.24092	US	13 Jan 2019	47.4943	maintenance	America/Los_Angeles
113.13148	CN	2018-12-15	23.02677	excellent	Asia/Shanghai
-105.36369	MX	2013-10-13	22.49396	average	America/Mazatlan
4.74161	NG	2014-05-03	7.62789	maintenance	Africa/Lagos
24.6522	FI	2017/05/05	60.2052	average	Europe/Helsinki
98.6738	ID	2017/05/19	3.7278	average	Asia/Jakarta
-93.71133	US	2014/01/26	41.57721	good	America/Chicago
-1.99421	GB	2014/09/21	51.35084	good	Europe/London
37.49338	RU	12/14/2015, 00:00:00	55.62047	average	Europe/Moscow
-121.74052	US	2020-03-08	38.54491	building	America/Los_Angeles
122.74754	CN	02/07/2015, 00:00:00	40.85158	accep	Asia/Shanghai
