PM2.5	longitude	warning	H2CO	CH4	CFCs	SO2	PM10	Pb	NH3	latitude	PRES	NOx	CO	PAHs	O3	C2H3NO5	TEMP
5.33654	112.23109	1.00000	66.21368	11.64325	67.84871	9.17997	7.47183	29.38565	7.27942	-7.57897	1096.36439	7.46574	8.10817	13.26691	7.93570	3.07953	-0.04918
7.80003	9.02596	1.00000	41.09155	9.52804	59.07618	6.48458	8.01032	28.07563	9.44199	48.21644	1140.83081	9.22157	8.90926	8.28299	6.02902	3.58029	19.57292
8.23327	-0.91979	1.00000	52.76024	9.26256	55.04720	4.87039	10.16060	34.74192	7.99607	51.42708	1143.68719	7.76412	6.95939	8.47168	5.48556	27.75094	5.95122
8.47737	14.34085	0.00000	55.23701	13.38089	69.14522	7.57254	6.49571	55.73975	10.55109	40.87363	1069.28231	7.68562	8.92276	9.00158	12.33829	1.59205	10.77079
9.29296	117.27583	0.00000	65.74001	10.91566	58.30673	6.79736	7.87131	56.98330	9.39934	35.64889	1082.22182	8.19619	7.08429	8.65477	10.64439	3.02632	17.56601
9.81837	43.91385	1.00000	53.64385	7.95720	44.06401	6.34029	8.41788	65.36354	7.57633	54.03876	1062.83989	7.62700	8.14763	11.30255	5.20259	6.81053	11.90538
7.92885	9.17702	0.00000	59.69118	6.91270	51.27928	5.54723	6.38170	35.27838	5.84446	48.78232	1181.34184	7.65914	5.42355	5.57828	6.85493	2.98208	27.83454
7.92935	-56.52361	0.00000	61.86694	8.26653	68.23027	7.39215	6.95265	45.89057	6.29482	-33.38056	1173.48961	8.90836	7.20151	6.50634	7.37229	2.78240	17.09036
7.41616	-79.59415	1.00000	63.63896	7.11242	52.98355	6.90564	7.15095	57.77086	10.54211	-2.13404	1113.25773	6.94224	7.02690	11.26136	8.48297	2.38784	33.97570
5.44311	-113.3187	1.00000	78.56457	9.36317	59.47557	8.16787	7.65188	52.11081	8.96223	53.51684	1184.80422	9.15276	7.72006	10.60445	7.59014	4.33014	11.45940
7.09719	-48.62789	1.00000	59.23638	5.43345	69.68991	6.11516	7.43488	39.60907	7.89191	-17.74431	1084.97514	6.81877	8.68541	6.12439	7.92590	3.54908	0.44853
7.62800	133.42825	0.00000	62.09660	9.40052	60.10775	7.68562	8.45808	52.29034	8.46901	45.47885	1178.10201	6.77172	8.90621	8.43935	5.63039	7.18904	22.56601
5.97227	-86.11084	1.00000	37.83363	9.00072	66.63538	4.94684	8.43294	42.33374	10.76755	41.75338	1185.96320	7.31138	8.54255	8.72506	6.24521	6.68707	7.28213
4.99881	79.883	1.00000	62.75640	11.08994	38.69561	6.03072	7.38925	67.80566	9.04308	6.9909	1121.49324	8.50224	8.83288	11.07272	8.02852	3.40547	-4.03704
6.28149	4.18333	1.00000	51.96328	10.33406	41.59993	6.36606	8.33996	39.31394	10.21751	7.6	1147.55124	7.97193	9.12880	7.57883	4.83085	4.84237	29.25442
7.94890	138.89585	0.00000	74.35894	6.57895	50.83720	6.75055	7.50018	54.52224	6.76473	36.33011	1084.41406	7.21510	7.60533	4.56742	7.90759	3.73319	14.45381
10.56481	78.25795	1.00000	57.96016	10.54655	43.37456	7.23100	7.25738	29.43397	7.99383	9.82564	1173.63976	7.57763	10.09931	8.21217	5.92725	2.71112	25.90217
9.98763	-86.57415	1.00000	58.53976	8.57898	51.63722	7.04950	7.87144	46.05908	6.83730	15.48131	1101.80026	9.69903	8.52459	6.04295	7.02211	4.14864	10.57075
9.93086	-81.24441	1.00000	69.34525	9.70359	55.90387	7.20194	8.66781	48.51532	6.03505	23.15678	1084.99638	8.03497	8.13467	5.19758	4.89610	7.14391	14.93053
9.04527	-82.00919	1.00000	55.14102	7.53447	47.38366	7.43033	8.74053	33.63350	10.46675	23.04419	1051.08730	7.38271	8.47278	10.45173	10.07969	8.15352	14.29809
12.75160	-9.24671	1.00000	38.37291	10.53366	46.34554	5.33559	7.71743	76.50330	3.17913	38.72706	1085.95279	7.30671	8.21759	4.14738	5.39364	2.72610	3.44066
9.30808	-48.62789	1.00000	70.82439	11.10821	41.05024	5.81973	7.79720	43.68153	4.91979	-17.74431	1191.31302	8.08827	7.76523	6.11266	5.11969	4.03649	19.54683
12.00400	72.85107	1.00000	52.07864	10.54430	46.80167	5.26030	8.03891	43.10504	4.43955	19.30157	1191.07280	8.90135	8.16276	5.18523	3.44839	4.47544	23.65802
10.10018	-94.74049	1.00000	35.81108	8.43508	62.10868	5.92231	7.35238	45.39127	3.19155	32.5007	1153.34853	8.67036	9.85980	2.07649	8.07949	4.08113	14.18244
5.35517	117.4831	0.00000	59.28681	4.85896	64.39812	5.38640	7.26799	47.44306	5.49687	27.34089	1107.75554	7.59598	8.99960	6.60480	6.05374	2.48338	4.20454
8.12951	30.91105	1.00000	51.45557	10.97519	43.45160	5.91572	6.69227	44.70948	8.77513	3.02013	1095.80673	7.49750	8.57331	8.43593	4.49576	2.82549	10.60142
5.79000	6.76111	0.00000	54.09360	4.75816	65.83272	9.04656	8.36727	30.95140	7.51167	53.16167	1175.56242	8.09860	5.97987	5.97505	7.86644	5.89414	8.96738
8.23317	-105.36369	1.00000	33.76059	7.95238	47.16402	6.53011	9.30880	57.49213	7.13926	22.49396	1192.03864	8.26183	9.77295	6.75387	7.15166	12.81842	16.17955
4.77401	75.37991	1.00000	53.59442	7.93770	46.32986	8.86331	8.33451	42.06031	10.43954	25.75728	1073.81570	7.73996	7.55870	10.01036	9.17792	5.99200	21.22443
9.81568	-37.93278	1.00000	51.23053	9.26342	25.10416	7.13579	6.85038	72.53328	7.21047	-11.48472	1088.05340	8.77723	7.62663	6.97624	6.25079	1.98250	8.67476
4.86945	86.59509	0.00000	62.47195	5.09197	45.98067	4.72613	8.70695	59.35580	4.84992	26.11527	1184.94373	8.30809	6.67452	7.88460	5.55115	8.79170	23.93464
11.43382	102.42587	0.00000	66.45634	9.50480	46.02130	6.30140	7.61129	34.83303	11.29854	15.58552	1197.33310	7.25705	10.34336	11.63273	9.67944	2.71948	0.69082
7.79767	31.3237	1.00000	34.55079	10.55945	31.79328	6.58632	6.44546	44.89364	9.41327	52.4089	1172.65189	8.58557	6.65939	9.95675	6.56539	2.09576	10.26144
9.44618	-42.19667	1.00000	46.96753	7.56192	44.55208	6.14367	10.38565	48.80675	6.71818	-21.41222	1107.66674	8.57373	7.94116	5.06937	5.12350	34.80006	23.22740
9.25545	-75.23266	0.00000	29.24970	10.35282	41.37036	5.45215	8.62983	52.92025	8.56494	43.1009	1179.18708	9.34185	7.21716	8.14048	10.38777	8.21768	7.77428
7.31413	84.13864	1.00000	57.44702	8.33507	43.78111	7.36292	8.03452	47.33481	10.18604	22.88783	1121.08189	6.36200	9.63177	10.00714	6.75564	4.50981	22.91180
7.45108	14.30935	1.00000	53.91385	10.96173	55.23900	5.34538	9.54564	44.13763	7.20307	40.92298	1066.92844	9.24240	7.92396	6.73650	4.73381	15.82377	28.70980
8.94133	-61.51889	0.00000	46.97626	4.75869	64.04598	7.20201	6.64593	52.01544	9.75671	10.66668	1086.23635	6.45734	8.55811	10.10923	6.09440	2.30605	15.67649
10.16243	-111.90466	0.00000	64.38544	10.61275	65.27384	7.08423	8.44468	58.84095	9.46631	40.34912	1194.55580	8.30189	7.31724	8.97691	10.45652	6.45159	7.71927
6.43547	51.0193	0.00000	72.35435	7.24473	64.16311	4.65416	7.74942	44.77088	5.77130	35.6803	1135.91109	7.17221	7.19270	7.01333	4.91602	4.13839	20.86418
6.22118	86.68363	1.00000	56.48724	5.85618	59.24968	5.57943	9.52567	23.86987	11.15192	23.49668	1196.22797	6.36466	9.15536	8.40405	7.38012	15.33804	14.87235
5.13440	3.87723	0.00000	70.46018	3.50045	52.05964	7.70856	6.53799	53.50880	7.46056	43.61092	1079.00198	8.04822	6.96629	5.33387	7.14693	1.92898	-0.89169
3.08551	-75.23266	0.00000	77.72451	3.97584	36.45498	6.49625	8.54133	46.79239	6.86121	43.1009	1177.87471	7.00733	8.75083	7.72367	5.12424	6.65122	31.27539
9.10609	6.76111	0.00000	63.17173	11.17699	55.73851	4.92760	8.91130	56.92385	7.43239	53.16167	1089.18033	9.04933	8.41561	7.71028	10.49826	9.11093	9.80126
8.62072	-75.60804	1.00000	52.06694	9.43389	71.12823	7.88991	8.00532	48.01980	8.00438	39.96097	1148.95124	6.96583	6.37437	6.17620	7.96482	4.66620	16.71267
9.75350	-87.882	1.00000	83.41031	9.48295	61.01703	6.55195	7.56636	37.93932	6.24482	41.85059	1103.18547	7.39559	10.21092	5.51760	5.08972	3.66095	18.99396
8.83094	-81.79819	0.00000	36.09175	8.44937	50.37387	9.22659	7.68290	75.67326	8.52463	41.48199	1139.32771	8.69255	7.85937	6.13802	8.78544	4.24153	15.62648
6.81699	-71.19901	0.00000	78.19696	5.36945	33.12199	6.08883	7.44591	66.32080	5.19229	-30.60106	1053.28962	7.24939	8.48362	5.66422	6.95571	3.67939	5.81722
8.88493	122.08333	0.00000	36.74785	6.87875	83.25474	7.53266	7.79372	58.07255	9.49354	46.08333	1125.97255	6.43731	7.09713	8.97425	7.88095	4.39952	15.33859
11.71514	-73.02841	1.00000	50.44965	11.08261	49.41942	7.14574	7.35988	51.37969	4.81971	-36.9256	1051.21535	7.49136	9.00222	4.81697	4.61908	3.09279	27.60151
8.69362	124.95278	0.00000	44.74317	8.15268	58.85357	5.28175	8.44832	57.44413	8.25970	6.33444	1072.64763	6.22726	7.56427	8.45619	8.62788	7.16029	30.08337
9.26419	-7.32097	1.00000	55.25820	9.84148	49.75352	7.68687	7.69903	49.82574	8.10745	41.1053	1074.06838	6.99686	7.44667	8.08304	6.15777	3.70566	30.72065
7.78346	-40.7475	1.00000	36.21643	11.12868	57.52073	6.78606	8.24650	38.41926	4.90844	-4.16694	1061.06180	6.66691	8.59620	5.52853	6.95589	5.34374	22.22064
8.72041	-122.40433	0.00000	62.42258	8.46722	53.16049	4.47218	7.35014	43.94420	8.09613	37.71715	1140.92352	7.86285	8.45246	8.88888	8.64232	3.25116	18.11024
10.41690	150.60036	0.00000	41.56130	8.98181	53.96649	7.28557	7.45324	28.89746	7.04210	-34.88422	1143.17992	6.31871	9.04954	4.79165	8.32153	3.15248	11.97344
5.86326	-69.08333	1.00000	58.33394	9.96200	55.85705	5.28392	6.65236	64.33758	10.43792	-16.25	1112.72667	7.13473	6.96386	5.56690	5.83215	2.49989	13.69992
10.60182	76.11996	1.00000	41.28703	9.02623	45.65334	5.43226	7.37015	38.19095	6.03507	11.12018	1082.77518	7.36282	8.04323	6.90609	6.63189	2.94978	19.57380
10.21114	6.76111	1.00000	43.62320	8.72157	35.67804	7.62568	7.38877	23.43227	9.34508	53.16167	1101.74668	6.21672	8.96337	8.81955	4.54972	3.65433	28.46896
6.21071	33.9162	1.00000	44.44513	7.05743	54.48737	7.06641	7.71414	58.82400	7.64014	51.67822	1136.62897	8.25615	7.67636	6.33546	7.24402	3.94882	14.19770
9.04340	7.60872	0.00000	71.37530	9.70292	38.28155	5.40417	7.37698	76.09346	7.55072	43.78956	1120.73962	7.78894	5.52132	8.06219	9.41809	3.15302	10.19755
7.08801	-73.75335	1.00000	43.99131	9.08542	51.54648	8.86996	8.07992	44.83374	9.74268	45.4473	1094.17796	7.98156	8.95584	8.38319	7.26322	4.06969	28.32223
7.79093	102.3278	0.00000	45.93340	9.48343	50.93119	5.94983	7.29431	40.18930	6.92527	2.2139	1164.08437	8.81572	6.70710	6.50343	9.43671	4.38802	16.68920
5.13249	8.64409	1.00000	49.74605	6.38579	44.07021	9.03459	8.31178	51.08533	9.18581	48.07667	1070.70324	8.20099	6.87755	11.94542	9.45581	5.92575	39.02561
5.46769	75.37991	1.00000	36.91246	7.39904	36.25411	6.37575	7.57670	53.47028	7.74301	25.75728	1106.08792	6.95689	8.13189	7.24998	8.21831	3.54693	8.54809
9.19434	-120.45794	1.00000	55.06294	10.37354	53.38305	3.39874	8.21098	60.52902	7.39336	34.63915	1064.71839	6.95349	8.61249	9.62228	4.84431	5.30216	20.93449
4.87960	-68.3	1.00000	52.82202	10.70730	37.99394	8.42282	7.67300	21.97995	8.62914	-54.8	1087.05649	9.12565	8.06172	11.93128	8.94882	4.00060	25.47749
4.20162	22.53083	1.00000	70.77252	8.60942	38.86444	6.87102	7.01896	28.28440	9.16066	44.22639	1153.64729	6.68441	7.53487	7.67683	9.01575	1.82145	15.97288
10.18488	0.57856	1.00000	53.08231	11.82452	30.03807	6.38390	8.36155	48.76504	5.10046	40.70995	1080.82476	8.20949	7.93045	5.44211	2.23773	5.98065	20.23313
	73	1.00000	67.98396	9.91773	41.36135	9.10660	9.30991	47.42461	11.33865	40.93333	1055.64271	9.35530	7.49922	8.46013	7.71587	14.63300	8.02970
7.32438	72.68533	1.00000	58.44550	9.72692	75.12876	5.47498	8.91456	54.67136	9.99680	22.75218	1153.91636	7.52720	8.15212	7.46409	4.48236	9.23836	
8.99158	-73.89125	0.00000	40.75008	6.41316	53.32565	6.48595	7.05924	41.69059	8.40305	40.67705	1072.11135	7.11562	9.02945	9.64921	6.74777	2.85614	13.48775
4.98764	16.43915	1.00000	72.56812	9.17101	53.50533	6.50429	8.84768	51.76136	10.88382	43.50891	1118.64161	8.40351	7.20080	8.74251	7.50268	9.31093	17.02781
6.29224	71.52847	1.00000	81.12710	7.63900	29.22384	7.68881	9.63442	51.25776	8.78260	32.57756	1063.31079	8.81580	8.66377	7.99854	9.06773	17.00264	23.20135
7.94022	-96.72365	1.00000	54.59766	12.55231	47.67194		6.50539	48.99152	7.83175	17.06542	1174.94414	7.35355	8.37618	8.81614	5.56500	2.29466	-0.41630
10.76684	-87.71255	1.00000	42.41344	6.70638	66.09687	6.93316	7.59372	53.20027	7.72432	41.84364	1148.86694	7.68710	7.99619	4.94846	5.43740	3.30371	20.30511
7.86064	151.07986	1.00000	62.35186	7.25476	31.90312	5.43734	6.54705	40.76654	10.80536	-33.88096	1166.89140	8.84882	8.59676	7.09239	5.61247	1.67696	0.73783
8.07798	19.91667	0.00000	44.19992	8.16287	44.86872	8.51474	8.14522	52.10980	7.83465	-11.78333	1147.20141	7.31454	7.33429	6.05316	7.66576	5.93333	4.20063
9.68581	-68.3	1.00000	34.13859	7.87306	56.84613	7.03244	9.99436	65.42214	7.05796	-54.8	1164.33982	6.81899	7.63841	6.75028	8.84552	24.14442	22.66107
8.46883	-122.40433	0.00000	46.13034	7.23728	53.96759	7.45031	9.09443	35.81830	8.80382	37.71715	1180.44632	8.29317	8.60562	8.71789	7.75074	10.35976	-5.96939
6.91727	-13.2356	1.00000	33.49685	9.59457	59.92185	5.03105	10.03254	47.60980	8.77542	8.48714	1101.31272	8.25294	8.45594	8.47259	5.85143	25.93609	11.78173
11.99336	-111.90466	1.00000	65.29067	13.60811	61.81780	7.20609	8.82284	42.63875	4.75913	40.34912	1082.87281	8.16129	8.36815	5.54005	3.92591	7.83100	26.12895
8.52942	86.68363	1.00000	41.06178	7.82109	46.00090	6.51383	7.20716	55.32906	8.41632	23.49668	1167.50742	9.31351	7.99536	11.62170	6.60693	3.34077	17.89274
9.52385	29.65806	0.00000	45.58800	7.02425	46.59714	7.16446	6.16082	50.77707	8.05020	-4.83	1124.41496	7.75126	7.77149	9.11651	7.25383	1.85008	39.03343
8.34723	-39.25		50.29179	11.64042	62.12399	6.51470	6.17634	42.46699	5.46866	-12.91667	1115.17291	8.69329	8.93687	7.53931	6.86475	2.04862	13.64746
8.16938	-119.0376	0.00000	59.41935	7.29957	49.95016	7.10571	8.36097	52.95278	7.25750	34.21639	1182.38536	7.42541	6.42841	6.31851	6.50880	5.41012	-0.33409
6.52391	9.29109	1.00000	50.03182	7.47234	72.42779	4.45550	9.86114	33.63315	10.60877	45.39402	1065.79932	8.58228	9.01523	6.53237	5.17548	20.97846	7.90156
7.53767	-4.10734	0.00000	50.82933	7.26670	55.22551	5.19334	7.36088	51.18896	5.23227	38.68712	1139.66894	6.40433	8.57968	6.23051	6.82073	2.72456	22.38501
7.69921	1.10687	0.00000	47.38663	6.77774	54.34544	6.08871		35.43719	6.46792	41.15612	1077.07019	8.50937	8.16268	5.25551	6.80422	10.62096	-13.77237
8.11954	-86.99666	0.00000	62.44311	7.76637	54.18149	7.75140	7.59377	64.75847	8.69690	33.45122	1145.09504	6.94500	7.63212	8.67003	7.99978	2.80630	15.45541
7.76159	29.65806	0.00000	60.24918	7.66973	50.91965	5.17869	8.61205	32.33187	6.81825	-4.83	1189.45951	6.15652	7.99189	7.73237	7.77043	6.97273	-5.09261
10.81962	-122.24064	1.00000	46.80145	6.82085	62.76466	6.21497	7.60848	45.17918	6.29134	47.80527	1067.54165	7.14800	7.60716	6.16965	8.75787	3.73479	34.71744
8.97824	15.87735	1.00000	71.83646	11.38141	47.83393	3.42864	8.30356	64.43412	6.53587	4.94273	1075.92075	7.72101	7.77598	8.07192	5.28935	5.85592	21.50586
7.81754	30.28491	1.00000	69.35658	9.90689	58.82210	6.94070	6.78456	53.16005	7.99871	60.02427	1135.26439	6.51303	7.21205	9.36407	8.39903	3.42281	24.73064
8.10884	122.08333	1.00000	35.43635	10.33260	48.32984	5.08664	8.90442	26.36839	8.09978	46.08333	1174.34956	7.16518	9.10420	8.74956	4.85994	9.74505	17.98470
7.14568	-49.27306		57.90276	8.38098	40.00141	5.44639	7.93724	49.53672	9.49656	-25.42778	1088.05007	8.36518	7.55434	8.60702	7.10338	4.73552	10.44949
9.25739	4.86667	1.00000	35.97061	9.67003	43.71247	7.48747	6.35680	78.70319	9.33415	45.51667	1110.61143	8.36794	8.78943	9.64382	6.45944	1.40190	10.39609
6.38862	4.86667	1.00000	47.59725	7.14054	69.66244	5.13073	6.60150	62.37867	6.61172	45.51667	1127.86526	6.92398	8.59799	6.52837	8.86328	2.40909	22.25341
9.19909	-82.46148	0.00000	37.66898	9.21231	52.12559	5.76512	8.86636	42.88711	5.98114	28.15112	1169.74120	6.99619	8.24644	5.47936	7.47089	9.27136	9.06697
9.56266	-8.2194	1.00000	24.22089	10.64725	59.60296	6.41996	7.04551	32.99638	4.75047	43.48961	1094.29944	7.01359	7.31447	5.12934	7.02599	3.87389	32.09988
3.67083	-76.43941	1.00000	51.93054	8.23791	49.97132	7.65433	7.43379	54.09148	9.49344	39.33427	1073.94712	7.37404	6.49851	11.57323	10.93655	3.26880	17.22277
2.85367	-104.22884	1.00000	81.77109	13.11355	53.69083	13.07197	8.14194	47.64178	6.62721	32.42067	1156.42182	7.84283	8.57648	12.19309	9.92186	4.78468	26.26685
8.64314	-86.78777	0.00000	54.49538	8.88357	77.66774	5.80979	6.11219	37.22930	8.69030	33.44872	1180.31390	7.27371	8.98520	8.18770	9.27544	1.22280	10.36976
7.54542	121.12251	1.00000	33.85949	9.02645	43.19098	6.94863	8.46357	39.10876	7.32475	14.62578	1099.65276	7.98025	6.89686	7.36411	7.20291	6.03323	27.47337
9.06986	59.80222	1.00000	42.90810	9.29131	53.38459	6.31123	8.13519	52.75183	4.69798	58.63667	1078.96050	6.47002	9.87221	5.16880	9.06601	4.40428	20.32745
8.87929	-82.4017	0.00000	48.90963	9.58185	31.16174	9.55732	8.27031	53.58408	7.88345	23.0072	1183.68453	7.94504	8.85352	7.17438	8.85571	4.63002	1.58629
8.81776	-94.41551	0.00000	37.45894	8.55862	41.89307	9.32136	7.81456	45.45026	7.23381	39.09112	1121.36183	7.43630	6.87280	5.90457	8.51544	4.70365	27.81694
9.67969	72.68533	0.00000	70.58060	7.83679	54.73717	7.00834	9.00533	60.56269	9.14147	22.75218	1052.06457	6.73738	8.73498	8.94885	8.50301	10.00372	21.63061
4.70760	-87.882	1.00000	42.16977	8.93746	53.68421	9.05974	8.77805	36.25687	9.41865	41.85059	1094.94918	8.16726	8.37587	9.13262	7.83138	7.98182	16.34304
6.77872	109.05389	0.00000	48.46923	8.17212	68.54863	7.85662	6.06091	66.83626	7.71337	-7.51611	1127.04598	8.17540	6.83979	6.82787	7.65765	3.34217	5.14642
7.23619	-120.93549	1.00000	69.69370	10.30742	49.72757	6.25108	8.62933	67.90819	7.80008	37.73604	1186.93561	9.62472	7.71326	9.87840	5.77761	6.82056	5.12619
7.24376	34.02537	0.00000	61.09346	7.09940	45.45294	6.37511	9.04027	70.06280	7.41568	38.37255	1086.46235	8.44701	7.88207	6.06172	6.43297	10.27101	9.05203
7.02228	111.4834	0.00000	58.86141	8.50572	52.74390	7.22636	8.93620	47.23185	6.87316	65.93381	1198.62370	9.98245	6.86300	6.88639	7.03482	9.27686	8.02301
5.91806	-73.75335	1.00000	60.79230	10.90471	52.66356	5.30873	6.08217	30.90657	9.48573	45.4473	1158.05834	6.63910	6.85146	8.21779	5.42734	2.07878	16.95877
8.29519	111.4834	0.00000	57.86052	7.38456	58.27795	9.72277	9.82845	32.24550	9.84765	65.93381	1094.35979	8.15399	8.84616	5.14622	8.29173	20.29010	-1.27150
6.25203	35.7	1.00000	46.07997	5.28501	67.80354	5.61724	5.59381	65.32404	10.78457	-7.76667	1156.03551	8.21983	8.00321	10.26495	8.19260	1.24052	9.22572
6.10882	120.97844	1.00000	71.77571	11.65728	55.87785	8.04648	6.66205	43.24389	7.65619	14.8361	1100.57114	8.58364	6.81023	8.47515	5.45724	1.71504	4.27273
8.37211	4.52529	0.00000	62.89528	8.91017	46.39265	6.77506	8.29895	56.77525	8.58912	50.71229	1182.30941	8.18747	6.11078	8.43131	8.88942	5.36820	6.49897
7.06434	-42.19667	1.00000	47.48931	13.94165	62.09894	7.36685	7.98977	59.17323	6.90199	-21.41222	1164.94350	7.76387	7.42483	10.08636	6.08508	5.48281	4.47433
6.93725	-88.81395	1.00000	58.02842	7.43723	59.41706	6.02972	7.61147	40.43821	5.16758	35.61452	1121.49184	7.64503	8.18074	6.54126	7.16673	3.53670	12.05090
5.09316	-121.75689	1.00000	76.20885	8.19977	52.44105	6.88563	6.72186	30.34546	8.50426	36.91023	1103.80629	8.38655	9.54720	9.05670	7.31637	2.33004	6.85613
7.72729	-118.25508	0.00000	67.00642	8.29685	65.62148	6.61195	7.82056	45.27724	6.45320	34.14251	1083.14293	8.80583	8.45867	6.21633	7.48228	4.55317	18.78846
5.86635	-100.44843	0.00000	70.27804	5.10287	60.54671	5.80858	7.92550	28.97925	6.44875	20.74122	1102.96118	8.73218	6.60372	6.31238	5.82012	3.74894	23.72132
3.50198	178.00417	1.00000	57.45621	9.57667	35.05540	9.13117	8.60167	59.27351	10.87403	-38.65333	1193.06007	8.82328	7.47687	7.61159	7.50698	6.97333	15.46208
6.23585	3.16667	0.00000	42.03363	7.85665	51.92489	6.68685	7.24189	49.40752	6.93675	50.8	1160.76829	7.45496	8.95080	7.12353	7.70020	2.52882	7.30025
9.91961	123.99333	0.00000	45.24388	6.83839	71.73064	5.74687	8.25022	37.16979	9.29982	12.97389	1142.79881	9.01736	8.69049	9.70116	7.72611	5.19047	18.83484
10.08467	136.51667	0.00000	73.54106	11.66005	61.34561	6.34273	7.87311	51.02053	10.71851	35	1062.22906		7.14188	9.72706	11.51223	4.61458	16.81025
8.04275	73.06784	0.00000	40.62104	11.23855	68.08715	9.66435	8.09103	45.02473	5.68025	25.13915	1102.59884	8.31923	6.70904	9.64889	8.24552	4.24554	25.77952
6.40307	-101.2591	1.00000	48.65239	11.41498	57.22642	7.12738	7.55454	55.14595	7.14877	21.01858	1068.97603	7.29184	7.63469	10.64985	7.20073	3.25193	27.22898
9.54362	5.51978	1.00000	47.89845	9.28845	73.92267	6.12954	7.73665	46.21112	6.77930	51.44889	1110.58236	7.77492	8.47011	8.44642	7.19672	4.09771	11.47528
9.45646	-89.71472	1.00000	49.30821	8.75057	48.93894	6.12679	8.92584	59.05570	6.25186	13.73417	1089.36422	9.94984	5.98875	6.56847	6.49925	10.02610	36.10595
6.41374	99.1625	1.00000	50.38252	5.65033	79.21632	4.94886	9.24778	43.87517	10.17666	3.3285	1128.75372	6.92337	7.84554	9.05173	8.89251	12.37719	20.55480
7.18942	34.3869	0.00000	52.31767	5.80279	65.11030	3.37986	7.74045	42.94522	4.24565	11.8659	1138.58874	7.85413	7.91315	5.61507	6.00761	3.12576	8.83580
6.72999	41.00817	1.00000	40.88517	7.15700	42.23918	6.63475	8.65076	60.47721	10.77774	38.13708	1081.63700	7.53100	9.26063	11.66438	8.20080	7.86048	14.96210
9.06811	30.79165	0.00000	34.59183	10.57348	55.29199	6.66777	6.67060	50.37385	9.82928	-27.76952	1080.93520	7.94165	8.37067	9.34755	10.31613	2.61472	12.78479
8.21725	6.8625		52.27167	8.90624	65.58605	8.15527	8.73294	51.92699	8.78573	51.47805	1194.83156	8.54687	9.09192	8.73205	8.60999	7.86052	10.70291
9.91311	86.00214	0.00000	55.31121	8.24964	74.63635	8.08544	8.90870	45.56324	10.24731	46.51872	1077.04525	7.40806	8.59967	10.05416	8.62479	9.08305	8.43809
6.35506	43.63417	1.00000	53.28144	8.25201	62.34250	7.30248	7.10440	31.21919	7.98813	43.96222	1100.75718	9.39216	7.31605	6.75217	8.30255	2.24701	5.61422
7.56006	-60.93173	1.00000	55.70647	9.24762	59.83837	6.25218	6.67588	25.85374	7.56941	-31.4488	1121.86764	8.34233	8.74053	8.48591	7.27940	2.55241	14.36183
5.69143	-78.87836	0.00000	62.46925	7.31972	42.66661	5.09890	7.49869	53.01639	5.22389	35.05266	1061.17103	7.66020	7.42969	7.25933	5.55895	3.89746	8.36793
6.35468	4.86667	1.00000	66.69140	9.58435	52.65517	7.09582	10.01629	72.66187	8.78466	45.51667	1093.75908	7.18485	7.67739	8.57817	5.75807	25.06500	17.73638
5.10533	123.99333	1.00000	59.80520	12.35466	42.91434	9.28936	7.32339	40.87402	7.80127	12.97389	1198.27217	7.24016	7.16792	12.33451	7.97505	2.51566	18.94956
3.04456	115.88782	0.00000	39.22705	2.74246	63.02832	5.00167	8.03370	39.33524	6.40538	-32.05251	1105.55874	7.57879	8.45657	7.68413	4.60964	5.21592	7.69407
7.47584	-72.27814	1.00000	42.31420	8.77800	63.34296	7.90706	9.20645	74.24173	9.08241	42.93369	1131.25641	7.57111	8.28896	8.99074	6.59229	12.05251	12.77007
9.30102	137.02166	0.00000	39.79254	10.15971	42.42125	7.51699	7.58379	51.20316	9.92332	35.48199	1098.94163	9.33061	8.35004	9.71456	9.77518	4.24275	15.01429
3.96263	98.6738	0.00000	83.74947	4.73294	49.07065	5.16552	6.62075	52.71249	5.93734	3.7278	1131.32657	7.27916	9.20482	7.25094	4.88150	2.39174	36.78017
4.78251	-0.76773	1.00000	34.69327	10.55661	59.04254	11.10478	8.03797	44.57389	6.95967	38.38479	1127.18467	7.14293	8.51479	11.78215	9.28799	5.29196	15.94747
9.95451	-94.91386	1.00000	79.07485	8.52894	50.45433	7.89167	8.47360	53.43100	9.04121	17.94979	1126.67878	6.88613	9.68879	8.56062	7.83372	5.82798	2.92683
6.63622	31.4976	0.00000	41.97410	5.59315	35.77423	4.27172	8.60421	65.99797	5.46372	26.67319	1169.66934	8.41835	7.51592	6.10806	5.83413	7.50069	17.82302
5.97891	-91.06177	1.00000	53.30222	11.47776	52.11311	4.75764	10.78964	48.66448	10.35813	33.41012	1172.13872	6.16944	8.32798	8.99853	6.70232	52.84387	17.76103
8.48511	73.06784	0.00000	36.82412	5.15961	32.21479	7.01518	9.00803	50.01261	9.97262	25.13915	1118.71758	7.89577	5.40270	6.82779	6.58276	9.82308	19.96807
11.09799	75.16878	1.00000	36.56493	6.54201	75.81544	6.40190	6.94601	42.08972	7.62572	30.81383	1077.40185	7.25748	7.24744	6.69888	6.64208	2.06535	15.42780
7.97778	-80.08199	1.00000	67.83982	8.58354	60.27937	3.22447	7.63848	55.13000	10.69830	35.88264	1159.99151	6.98798	8.76188	5.89328	4.46836	3.94546	15.06789
