latitude	O3	CO	PM10	CH4	PAHs	CFCs	warning	TEMP	PM2.5	longitude	PRES	H2CO	NOx	SO2	C2H3NO5	Pb	NH3
44.92801	6.75821	7.31362	7.68642	6.87532	6.69271	46.18561	0.00000	16.87117	8.65466	4.8951	1117.91000	56.86549	7.40331	9.09258	5.49830	52.99931	8.81897
51.03427	9.75384	8.13759	8.47455	10.42635	8.99921	56.34176	1.00000	11.02645	9.86557	5.37429	1060.57489	66.48886	8.54442	5.85839	7.94654	64.92381	7.97818
34.25807	9.70586	5.86981	8.66058	6.74529	8.86871	45.02548	0.00000	42.21662	6.76729	-88.70464	1154.69955	48.93675	6.75271	7.81980	7.73744	58.97398	8.87709
1.6	10.31573	8.45116	10.20708	5.78815	7.20245	40.71757	1.00000	14.25673	9.28530	103.81667	1177.68155	57.75464	6.74915	7.89764	34.15642	51.39541	9.30455
45.39402	3.30093	6.13460	7.93477	3.98424	6.78484	40.55348	1.00000	26.71671	7.39204	9.29109	1085.49603	26.43776	7.97264	7.98231	4.93610	54.11610	5.86154
40.53123	5.74066	9.08502	8.14899	5.28722	5.59095	53.37329	0.00000	24.36418	6.92726	17.58522	1117.97770	49.20690	9.34663	8.85685	6.69597	68.96354	9.87129
55.82737	9.18404	8.90949	7.85005	8.22857	4.22953	36.21473	0.00000	1.50268	10.78713	-4.0573	1180.65256	41.43030	7.55267	3.86639	3.74554	41.40144	7.66216
33.4425	10.56311	8.51838	8.43537	5.91453	7.61369	50.48124	1.00000	17.30765	5.97463	129.96972	1103.43073	51.73008	7.26291	7.04478	9.25110	61.60326	8.43098
24.28859	9.00192	9.54354	9.45154	6.37439	8.59216	53.95469	1.00000	30.96243	7.94076	116.11768	1198.59805	33.16397	10.62356	8.83363	16.23758	72.19342	7.87508
48.28259	5.71204	7.43143	8.52125	8.63117	4.64460	41.37195	1.00000	20.62180	3.84679	9.72749	1180.72895	33.89305	7.34196	10.57549	8.35457	22.74305	5.55664
33.44872	8.88055	7.16706	7.86952	8.43563	3.76921	35.84534	0.00000	17.74096	8.86437	-86.78777	1065.50504	36.70021	8.72161	5.47243	5.26006	60.06509	7.81231
13.70167	9.98837	8.95278	7.58762	6.15150	7.94717	37.75167	1.00000	1.77897	6.94268	-89.10944	1163.01232	69.04166	5.62431	7.79094	3.66464	57.41405	8.91008
40.1675	8.68285	7.51918	7.99357	8.11009	3.83269	49.20978	0.00000	-1.92849	9.29369	34.37389	1164.10057	36.56407	8.52125	5.08789	5.82322	39.91000	6.72536
41.55947	7.94903	7.57966	8.91123	7.14595	8.98456	49.15264	0.00000	29.49712	10.58095	14.66737	1161.92361	58.64430	8.25286	10.24248	10.43397	64.57044	8.53603
33.4425	8.52149	6.67795	9.13958	6.44989	8.68814	66.31439	1.00000	14.91888	4.50897	129.96972	1096.90123	48.97356	8.95298	10.46086	12.62242	65.25365	10.26258
-34.64167	5.28837	8.23213	7.46908	9.41642	10.19295	33.63298	1.00000	6.87713	6.45966	-60.47389	1166.52794	16.76807	8.19833	11.06735	4.20969	42.54718	7.70188
43.91452	6.71007	7.98075	8.11341	6.46707	8.62753	23.91261	0.00000	15.72195	9.89596	-69.96533	1125.29075	55.55026	9.72547	11.42825	6.52142	54.34118	6.75965
44.27804	5.17915	8.04918	10.45853	2.91904	5.95310	28.04773	1.00000	21.09470	6.73285	-88.27205	1120.39107	53.46004	8.90832	11.31951	43.43307	55.75308	7.50973
52.57583	8.54250	8.74613	9.31703	6.42215	8.91235	51.18719	1.00000	17.78414	5.60298	6.61944	1073.44691	50.43721	7.71898	9.53387	15.76733	82.91703	8.02798
41.57439	6.31998	7.30498	7.09756	6.93132	6.13538	31.96054	0.00000	5.08259	9.97992	24.71204	1058.95462	28.53716	6.88801	8.48925	2.85038	62.64206	8.95461
34.9	7.23204	8.82091	8.74865	8.45371	9.51478	34.00239	1.00000	22.23177	5.88106	137.5	1175.24464	60.12615	9.14363	8.31477	9.48032	73.19432	5.80593
40.37528	11.63847	7.02497	6.68237	5.51271	7.85992	35.39908	1.00000	-0.48746	7.36543	28.88222	1172.21541	39.02496	6.33608	6.61444	3.51026	55.50607	9.84803
31.82539	9.28982	9.30321	7.08241	8.87545	6.89528	44.02499	0.00000	10.70759	8.47268	72.54064	1154.50370	48.29419	8.53572	7.30157	3.42116	45.52619	6.07447
-4.42472	7.04354	10.44906	7.39152	10.52313	6.91800	46.85261	0.00000	18.99402	11.56855	-41.45861	1090.03284	47.95662	6.88339	7.80141	3.75325	62.67610	7.09939
50.18545	6.95665	7.98148	8.67058	6.60495	6.88101	32.85940	0.00000	24.66464	9.93705	27.06365	1097.09689	32.73502	7.74282	9.22054	9.37212	57.36840	8.38122
14.66	6.69022	8.59413	7.48640	6.21310	7.88106	55.40843	0.00000	18.86068	10.77602	120.56528	1139.32220	71.55579	7.15912	9.43716	3.75288	44.02214	10.37890
40.78206	5.15132	8.59301	7.06284	6.30496	8.50341	43.10457	1.00000	6.78514	9.14784	72.34424	1068.51542	40.26074	6.89641	10.83688	3.41156	43.33798	8.71991
56.9083	8.87301	8.74891	7.84360	7.01295	10.31047	14.39628	1.00000	10.12352	6.46581	60.8019	1178.20409	53.14937	7.05724	9.14324	5.32897	40.96327	9.08908
10.22677	6.11258	8.45037	7.94915	3.77659	9.50813	42.57428	0.00000	10.55968	10.88788	-67.33122	1097.44505	35.26510	5.69972	10.43544	5.55895	63.81430	11.61529
33.14447	6.48691	6.78310	9.46349	7.22588	4.91752	35.65433	0.00000	4.24183	8.58016	47.3799	1085.74162	49.74260	6.94729	8.50612	17.35411	71.28314	8.99034
34.63915	8.22996	8.27679	7.54222	7.59431	5.83760	58.41795	1.00000	31.73241	7.64621	-120.45794	1114.20362	47.16701	7.44534	8.36780	4.38628	51.29718	9.21826
-20.87306	7.60833	7.28108	9.21831	6.25546	7.75159	53.55331	1.00000	21.41622	6.61727	-48.29694	1187.69897	47.27404	7.13105	11.64353	14.72849	68.06808	9.73964
50.75767	5.12847	8.19150	7.89654	7.90276	6.20337	51.83289	1.00000	32.67879	5.41806	-1.5443	1173.03169	35.04653	9.49714	9.91561	4.39395	47.59331	5.83840
31.20176	11.08190	6.69450	7.90283	8.15175	6.16498	24.56591	0.00000	1.53378	7.36182	29.91582	1189.63368	61.46163	8.63411	4.12636	5.05071	53.64301	6.43985
50.11861	7.68182	8.15235	7.35536	8.14735	5.66037	42.03545	1.00000	8.65440	4.59512	-5.53715	1119.74034	55.45524	9.32704	8.15745	4.42496	56.89781	5.10665
34.21639	8.14974	8.14466	6.75869	6.75095	5.95104	31.03254	1.00000	22.73684	6.27688	-119.0376	1140.74333	56.75738	8.03153	8.95496	2.48402	65.48253	6.59389
51.03427	8.72592	7.70139	7.13661	11.17703	8.80097	42.82652	0.00000	20.68807	12.46077	5.37429	1116.74187	53.15483	7.41985	4.13367	2.60599	85.12775	8.23280
32.54278	8.46608	8.55422	7.55080	8.52116	4.23478	55.99200	0.00000	8.05397	8.96425	111.50861	1058.08599	41.40097	6.37959	6.01224	5.27708	62.43434	7.35817
51.21667	9.95913	8.44543	6.96147	5.81635	9.18343	56.54975	1.00000	14.63312		6.26667	1128.98469	50.92437	8.17935	8.55663	3.22001		8.98201
24.28859	6.99906	9.67260	7.74901	9.69122	6.06273	31.15646	1.00000	28.85545	5.69361	116.11768	1119.70174	51.56524	7.56441	6.95377	4.82620	55.75465	4.83819
18.00747	5.13774	8.74574	8.59824	3.80989	7.57601	48.29422	0.00000	-3.08576	7.56153	-76.78319	1117.75549	24.00976	7.39891	9.68388	7.62125	46.42573	8.81688
-32.05251	9.28409	6.45747	7.95325	7.73545	5.00059	52.67037	0.00000	19.15388	8.20960	115.88782	1132.51896	52.84077	8.28838		4.75872	43.15079	5.92735
45.53929	7.81683	8.19676	7.53926		10.11198	61.00647	1.00000	13.15508	6.74240	-122.38731	1184.02834	33.21224	7.21298	10.91272	4.09020	52.03629	8.74218
2.2139	7.61380	10.24530	6.33839	2.31993	5.17336	45.14096	1.00000	20.30374	6.02624	102.3278	1161.09176	54.83687	7.82652	9.43170	3.06153	54.16202	6.53012
-6.8048	7.83932	7.10462	7.32884	5.87812	6.64253	53.03114	1.00000	23.48877	7.52329	110.8405	1127.04149	58.03030	9.84573	11.73825	4.31399	73.43878	8.54089
41.57439	8.45127	7.38204	7.49084	4.44224	5.88903	42.90795	1.00000		5.53831	24.71204	1085.83682	41.68492	7.03319	11.63647	4.11214	70.41387	7.69051
50.11861	7.66440	9.33934	9.60626	6.99521	7.68139	52.28527	0.00000	19.86725	9.48528	-5.53715	1068.25753	69.51664	7.92044	9.48735	19.87786	75.57311	9.33295
40.93121	9.05990	9.54320	8.36467	7.41727	9.34630	49.69171	1.00000	7.02563	5.44559	-73.89875	1125.25621	45.69504	7.17426	7.72619	6.36161	47.28768	7.93987
52.61131	1.68532	7.14297	9.00746	3.22508	7.04819	32.30093	0.00000	20.37623	6.20498	13.31783	1109.86379	51.45677	7.61922	12.30373	11.53407	53.95415	6.85090
14.14989	7.49528	7.38544	8.53164	8.58643	4.88455	57.64284	1.00000	-1.71449	5.05739	121.3152	1131.43163	54.49877	8.57935	6.87413	7.45517	42.26980	4.58298
41.84364	7.53581	8.42149	8.19144	6.14137	11.13357	62.14357	1.00000	-0.25286	5.05463	-87.71255	1094.87794	41.20198	5.28957	12.33598	6.27966	59.63622	9.52610
40.2737	8.66263	7.62985	7.66479	7.65604	9.95818	62.07803	0.00000	15.59286	12.69681	-76.88442	1084.89975	47.45276	7.52546	10.70058	5.24682	72.28966	7.99285
-2.90055	4.41185	7.62129	8.84237	3.16562	8.14754	23.14362	1.00000	-14.16396	8.10165	-79.00453	1100.27846	48.76917	7.43761	10.43581	10.46230	65.00946	7.81557
54.58048	8.95422	9.65189	7.73415	6.58366	8.62085	49.56778	1.00000	2.46319	5.91036	16.86194	1059.64411	43.36275	8.40508	9.54278	4.96273	62.30415	9.70444
53.00974	6.14335	6.38462	8.00484	7.34507	7.90555	39.71632	1.00000	0.47758	8.43044	-3.05814	1132.19276	72.81795	7.81104	8.81024	5.80494	30.40203	7.48149
33.50921	8.95166	8.21943	6.03848	7.66490	6.15480	40.62799	1.00000	29.51865	6.22351	-111.89903	1090.56818	59.04761	8.28349	7.60819	2.50090	46.49031	6.13778
39.96097	6.44233	8.03306	9.15362	7.32558	8.81596	54.62787	1.00000	10.12745	7.29430	-75.60804	1105.58001	48.84537	9.04105	11.44978	13.50969	62.88728	7.59080
44.98901	10.50436	7.15289	8.85383	5.49517	9.38818	35.48234	1.00000	16.27757	2.14241	38.94324	1079.12734	52.69704	7.62597	8.91524	10.24565	56.49598	10.57363
52.59319	10.87946	7.65796	8.50578	8.22105	5.98994	51.64771	0.00000	17.11693	7.90440	13.32127	1099.49519	76.09682	8.31389	5.07258	8.61895	73.82080	6.90969
35.06667	6.81886	7.44062	7.06908	8.78215	10.43238	45.36605	1.00000	-0.15634	6.69685	135.21667	1142.07342	72.55335	8.07625	7.73466	3.84707	47.53949	3.50091
48.86667	7.02848	8.13734	6.97268	8.14080	10.44256	46.32321	1.00000	-4.70874	6.72276	2.08333	1137.47794	47.21502	8.55751	9.50590	3.74789	30.59567	6.54055
-7.60361	6.03087	9.02364	8.23311	6.31045	7.95698	25.27175	0.00000	11.03779	9.65695	37.00438	1054.94706	28.33589	8.32939	10.60155	6.82258	63.29694	8.17576
36.91023	5.09193	7.71594	9.15657	5.74628	5.84793	34.54740	1.00000	7.20591	4.77783	-121.75689	1197.86921	30.15002	8.15097	8.37781	13.68701	58.87804	4.88344
45.78071	7.38867	7.70061	7.33572	8.56958	5.41136	47.64536	1.00000	14.83899	4.54930	12.84052	1160.23379	38.58275	7.32874	6.57797	3.69652	78.16380	4.31545
-33.38056	7.11814	8.63195	9.31816	9.18011	7.20036	45.34266	1.00000	24.68262	6.80952	-56.52361	1087.40735	55.14535	8.86777	10.09713	14.65241	38.65052	7.34836
37.35813	6.54028	7.58640	7.59238	6.31287	6.01856	41.71029	0.00000	16.90052	8.25023	-6.03731	1094.00634	36.35200	8.04640	8.56187	4.77943	93.03149	9.34778
-6.8048	8.45746	7.74493	8.19073	10.58949	7.61181	65.46994	0.00000	25.65685	11.24421	110.8405	1086.80650	42.92613	9.65197	6.60482	5.90444	27.83115	8.55438
33.08014	10.23297	7.73719	7.18768	9.66059	9.39317	33.59816	0.00000	18.83943	9.78518	-83.2321	1073.73229	35.34204	8.65418	6.76935	3.78180	51.40922	6.46802
12.74409	7.81045	7.27089	6.74599	9.01958	5.52260	51.09931	0.00000	10.64699	10.80699	-8.07257	1064.92364	38.60202	10.10800	7.24891	3.49235	61.11450	6.33276
52.21099	10.52500	8.44899	7.17637	7.50768	9.78344	31.86503	1.00000	30.60081	3.52077	7.02238	1067.93461	45.14718	7.55069	6.52893	3.71383	53.72214	9.92151
41.16704	6.63208	8.16644	9.05790	6.22533	7.39670	29.28458	0.00000	25.59940	7.87301	-73.20483	1185.20677	50.92719	8.71961	9.87431	11.52626	57.04133	7.61714
36.6009	6.72314	6.07618	7.92621	7.52035	6.55597	69.79739	0.00000	8.28678	8.87061	126.665	1111.61716	51.16892	8.03062	9.86633	5.72167	48.13340	8.20355
40.98894	8.35623	7.44966	7.47304	7.36519	7.12260	45.82269	1.00000	30.96213	8.55184	28.67582	1089.60047	31.37296	5.91789	8.92669	4.43742	36.98602	8.78429
43.67681	5.26215	7.61572	6.90305	5.97880	6.12176	50.22491	1.00000	17.69258	6.01040	4.63031	1133.74327	66.65046	8.39566	6.92639	2.80929	63.11204	4.89909
-11.48472	5.80187	9.79799	8.38000	5.66871	7.97806	21.92577	1.00000	19.13002	8.64326	-37.93278	1051.99585	55.98967	5.90274	9.55765	7.90186	77.82538	7.89765
-33.59217	7.76490	6.38291	9.40024	7.51564	9.50765	56.75305	1.00000	16.82207	7.26504	-70.6996	1069.23902	40.04488	7.12683	9.67721	16.46918	63.86376	8.13287
40.37528	9.54945	7.42803	7.12809	6.59394	9.39482	14.89350	1.00000	16.90352	5.99150	28.88222	1161.03693	62.51276	8.08024	8.29464	4.04853	37.50752	8.91659
40.93121	7.34086	8.61800	7.01416	7.63381	6.95177	47.83817	0.00000	27.96409	10.07907	-73.89875	1111.24516	39.60416	8.98554	8.64608	4.14268	33.18721	7.93400
31.71667	10.52016	8.31027	8.51910	8.04000	5.59351	36.46535	0.00000	25.31698	8.84026	73.38333	1183.60685	31.97663	8.42754	3.16302	8.08728	73.09798	6.59765
11.84962	8.09230	7.95311	7.56396	8.75700	5.83415	47.82432	1.00000	15.87002	4.95071	-86.19903	1149.51937	57.66092	9.65862	8.18823	4.59549	52.82670	5.38192
14.62072	5.53146	7.86864	9.03377	5.31633	7.06933	46.39830	0.00000	28.82519	8.71140	74.83554	1196.17189	57.98469	6.63253	10.67999	11.41312	49.60738	9.56562
41.29444	7.30298	7.42859	8.25790	9.88435	3.52569	55.81767	1.00000	5.31333	2.64194	69.67639	1112.40521	65.82559	5.68825	7.20112	7.30255	51.16241	3.18952
4.94273	5.82516	8.74319	9.74597	5.57985	4.69639	42.20140	1.00000	14.44195	3.69845	15.87735	1063.65627	50.39303	7.27055	9.09992	21.42044	61.70866	4.68137
57.47908	9.80422	8.45782	8.72665	6.07401	10.18555	29.78295	1.00000	26.97441	4.47331	-4.22398	1112.93438	60.90678	6.55613	8.92860	9.04785	69.75001	9.44335
24.05979	5.25344	6.18909	8.18309	5.47897	6.56705	50.44191	0.00000	-5.58852	9.70588	77.40858	1166.60970	66.73979	8.84966	10.04305	6.66557	45.25738	10.23489
6.46346	8.70210	7.57466	7.81317	6.73744	9.05869	37.51909	1.00000	28.95694	5.85364	-2.31938	1072.16770	43.77901	9.81017	9.46320	5.47673	44.87113	9.19709
47.90771	4.86431	6.86900	7.05618	8.34999	7.08107	28.53957	1.00000	8.16471	5.89529	106.88324	1194.56076	60.71271	8.41499	6.73391	3.54844	68.81860	4.72012
42.7392	5.52318	7.64529	6.80845	5.00219	5.73822	41.24183	0.00000	8.80401	8.51256	-84.62081	1147.96705	30.95594	7.72541	7.88563	3.46906	41.43348	11.29363
34.9	9.45018	6.72054	8.32852	6.96907	10.01479	35.25309	1.00000	18.17674	7.98808	137.5	1186.97309	57.90723	7.26450	8.90922	7.08001	70.87126	10.31785
41.55947	12.02264	7.29804	7.08472	5.44871	8.87487	42.48045	1.00000	17.35619	5.82710	14.66737	1102.61093	45.61601	8.56491	6.59210		42.40561	10.33888
27.55898	9.76529	8.27287	5.89783	6.20751	9.20561	44.28796	1.00000	16.93228	6.95100	68.21204	1110.09171	68.78274	8.32695	8.47334	3.00363	69.17280	9.01694
23.04419	7.13240	7.18097	7.15828	8.21643	8.85461	40.74735	1.00000	8.79907	7.86079	-82.00919	1071.99775	49.40787	8.57167	9.15700	4.39386	57.62819	6.85378
31.78336	2.45866	8.42914	9.07022	5.64158	10.01361	45.90823	1.00000	7.61935	10.24283	35.23388	1068.87895	27.46976	7.91808	9.93090	11.53413	74.66798	8.37659
33.44872	2.67937	6.44639	8.17897	8.69157	8.58789	53.73803	1.00000	27.33423	8.57457	-86.78777	1119.63533	64.32215	10.43661	6.55327	6.36863	65.15093	5.70835
48.35693	6.53334	9.26464	5.79491	6.13212	6.84983	31.14676	0.00000	11.04072	9.94899	10.98461	1129.65433	40.40862	7.89407	9.30154	3.07084	57.65649	9.75732
27.34089	10.74129	7.55766	7.91005	5.77855	8.13392	44.03116	1.00000	23.57046	9.77743	117.4831	1190.66513	36.40378	8.85320	7.46170	5.73898	63.18255	9.40957
25.92127	5.83275	6.77306	7.87146	6.67261	3.82099	53.31620	0.00000	1.37007	7.62584	86.79271	1087.58800	48.21329	8.43449	7.18862	4.76915	53.25742	9.62364
41.84364	5.58725	8.33278	6.28372	7.59267	5.01968	61.39140	1.00000	25.98787	4.40517	-87.71255	1198.54387	40.57114	7.62915	5.02250	2.72582	43.26512	3.04061
46.1351	8.16158	7.96546	6.99851	6.79481		48.41017	0.00000	-4.72178	11.67829	-60.1831	1198.05303	30.20439	7.05894	8.39909	4.18608	31.47780	10.91367
34.06635	9.98267	8.26977	10.37657	8.31611	6.15302	28.65507	0.00000	38.24856	7.09675	-84.67837	1085.96152	48.82215	6.54509	6.36158	39.67858	84.16716	4.69045
9.92787	7.11343	7.73360	8.49204	5.09355	9.58822	47.23143	0.00000	26.28161	11.57566	-84.13722	1071.54784	40.37303	9.27191	10.19663	7.56197	49.65181	11.12201
32.17629	6.32526	7.54837	7.64410	7.65019	6.47069	63.82530	1.00000	31.07300	6.55459	75.06583	1094.02462	43.04048	8.21638	6.83169	5.35288	53.52789	5.32825
42.67164	7.87035	8.91625	7.15394	6.85432	7.08690	47.28240	1.00000	19.33341	8.80861	14.01481	1189.72250	41.03520	7.50772	10.48615	3.64665	45.25530	9.60089
16.75973	4.01988	8.59151	8.27712	4.52726	8.58369	44.24732	1.00000	24.89505	8.87212	-93.11308	1117.29036	28.72059	7.19589	10.32109	7.90167	57.11566	8.01430
31.76212	6.96705	7.19337	6.39702	6.04293	5.30114	26.35532	1.00000	1.83484	5.34323	-95.63079	1078.66645	29.12118	6.62860	8.60964	2.80931	66.48156	5.54042
42.64685	6.93305	5.92268	8.80207	5.60355	7.51021	47.35778	1.00000	29.22592	7.94732	-5.55835	1054.43185	68.77769	8.25724	9.52461	10.24280	42.43453	7.82327
50.82882	10.30910	6.52984	8.27366	6.50887	10.25263	39.93606	1.00000	37.28357	4.17121	-0.32247	1164.76706	40.02015	9.29172	8.17498	6.02566	63.78576	10.28906
53.14657	5.52774	9.09563	7.41309	5.86430	5.19795	59.97252	0.00000	26.87390	10.82865	140.72287	1126.98871	46.82602	7.04535	6.22219	3.81541	60.92953	9.61220
41.84364	5.52894	5.34930	7.73352	5.71415	7.34927	66.92031	1.00000	-1.86771	5.98111	-87.71255	1086.16085	54.69945	8.00650	8.79587	5.33150	66.04393	6.04283
50.88506	5.56183	7.67545	8.84264	9.34192	8.59130	45.65693	1.00000	12.50005	8.73281	4.07601	1087.22700	41.31813	8.60433	9.39906	9.12785	66.00231	5.20180
38.68712	7.50026	7.74649	10.49354	8.64694	4.58816	66.33859	0.00000	20.13828	8.60526	-4.10734	1124.13489	39.67290	6.29907	8.43281	44.42862	53.53618	5.82963
53.19146	10.70336	6.93694	7.98092	12.10936	5.03235	47.69031	1.00000	14.30134	3.66106	-2.52398	1146.35285	24.00099	7.32916	8.09196	5.41826	60.37832	5.05506
3.3285	9.23906	7.32672	7.19567	8.42761	5.41823	15.03660	0.00000	21.29053	7.73596	99.1625	1113.14567	48.46170	8.95839	6.93021	3.67662	50.48446	6.20005
42.8334	8.35694	8.00953	7.49930	6.88119	8.19027	33.11650	1.00000	19.07112	7.00689	-80.38297	1161.61212	53.62980	5.64849	9.96910	4.60173	40.31603	9.79131
7.06273	5.84955	9.18815	6.38135	7.43350	4.40318	33.84803	0.00000	-3.81263	8.07105	-1.4001	1083.71974	33.58356	7.96894	8.67105	2.19643	57.42469	6.26677
30.21121	5.79679	5.65046	4.53098	4.35222	5.79264	36.25242	1.00000	14.81506	5.92112	74.4818	1191.50172	65.71146	8.07375	9.53788	1.94518	65.02722	6.06939
48.06919	9.20046	6.66897	7.57920	5.89868	8.18992	49.64038	1.00000	16.15238	6.38312	11.37703	1050.25180	43.91861	8.47805	9.91931	3.93040	55.58787	10.23386
48.28259	9.12139	8.26819	9.01076	11.28256	9.50024	44.96473	0.00000	11.88481	11.83941	9.72749	1066.69941	48.42846	7.81059	5.30313	11.20775	37.32963	8.32067
41.20485	8.50371	7.87284	7.13811	6.63120	9.21168	38.90980	1.00000	10.96870	7.36242	-8.33147	1190.11954	43.40226	8.99226	9.69757	3.71853	75.04097	8.70724
57.47908	11.20808	7.60138	8.00418	7.44762	4.84226	52.42684	1.00000	10.09371	4.70520	-4.22398	1050.63394	38.05440	8.42343	10.50292	5.43778	83.22297	6.96126
53.59337	7.10694	6.92311	8.17554	6.77618	6.49562	32.62049	0.00000	14.99561	9.58612	9.47629	1197.49432	35.39042	7.80599	8.83576	5.20573	47.55576	9.86760
19.32932	4.21724	9.72073	5.88024	5.19794	6.24539	45.43736	0.00000	1.96787	7.64636	-98.1664	1111.76012	37.23864	7.65085	10.47478	2.81147	59.38534	8.40673
48.21644	10.18016	7.61257	7.18571	7.54999	4.44102	64.41164	0.00000	7.09974	6.21082	9.02596	1162.61512	33.49150	7.60281	4.94476	3.73401	65.67886	4.98731
-33.79176	4.82472	10.24273	8.13569	5.93003	6.38701	45.85803	1.00000	4.96890	7.26353	151.08057	1092.91584	37.01209	6.03986	8.83324	6.69915	61.44606	6.22905
21.28306	10.45557	7.02275	8.04807	5.34831	9.80580	50.03357	1.00000	43.40757	7.10563	-89.66123	1160.82461	44.28532	8.23836	8.88020	5.83509	52.40923	9.89855
41.24264	4.97877	5.99449	7.45189	4.97296	6.64056	63.57579	0.00000	1.32998	9.14276	16.50104	1171.07191	22.22958	6.18703		4.72059	49.83450	8.83963
22.83957	5.03038	9.68900	6.25653	5.89892	5.67133	59.68968	0.00000	6.68851	8.31975	91.84128	1195.44040	56.84389	6.18492	8.94470	2.15110	62.18915	8.68705
41.14676	5.81308	7.51438	7.82607	3.71699	6.61170	54.18195	1.00000	20.38801	6.99242	-73.49484	1068.87676	25.80469	7.04321	10.48854	4.96908	51.02416	7.26805
13.44581	6.51046	9.70538	6.22734	5.17357	7.20910	45.49917	1.00000	24.96153	7.82084	101.18445	1058.33142	27.46318	7.35629	8.83889	3.04003	44.51720	7.16360
42.52787	7.00713	6.66847	7.12527	7.47886	8.23760	36.33106	0.00000	27.65950	10.29914	-70.92866	1135.69366	55.87278	9.17792	10.39539	3.08075	57.90066	7.87957
-2.90055	5.67429	7.42690	8.57029	8.37974	5.34060	33.15058	1.00000	23.60635	4.83629	-79.00453	1193.55516	67.92021	7.33358	8.50501	8.97033	54.49502	4.96124
-32.05251	6.42420	7.05731	8.26182	6.47576	7.41037	51.07367	1.00000	27.28008	8.52614	115.88782	1178.38514	50.85671	8.62122	10.61307	7.06491	50.44929	8.75346
36.02506	7.50684	6.52703	8.65499	5.75399	6.01763	41.27455	1.00000	8.40115	5.47952	-86.77917	1050.95104	39.05885	8.96715	9.47962	9.95561	77.82405	6.25890
48.8449	6.65657	8.88174	6.04644	7.16704	6.32274	41.18828	1.00000	16.26473	7.81238	17.22635	1184.93998	68.22077	8.27878	9.61762	2.64537	71.97397	8.39737
37.49223	7.80053	8.53588	7.96568	9.78441	6.32293	55.66897	0.00000	19.72732	9.88606	15.07041	1140.24207	61.53184	6.65380	7.41094	5.54909	52.46659	7.41412
10.63504	5.56870	7.56006	6.88905	5.31236	6.99446	47.74185	0.00000	26.30060	7.59137	-85.43772	1055.65502	57.56226	9.00230	10.75723	1.70579	56.32436	7.73101
37.35813	6.05837	6.48603	7.75292	6.87111	6.68629	39.72853	1.00000	14.71759	7.03074	-6.03731	1050.43544	42.46658	8.34753	8.59494	4.08314	52.11910	6.43668
-8.43333	4.50327	7.38938	7.95818	5.59031	7.84075	51.38733	1.00000	16.31882	8.71051	114.33333	1180.30415	45.94494	8.81294	9.53532	5.29687	51.48672	7.55068
51.955	5.87565	8.10266	5.02705	5.03839	8.13580	21.04417	1.00000	6.62934	8.11528	5.22778	1130.55951	48.40196	8.52439	9.11029	2.37421	62.91216	7.56421
13.70167	7.16290	7.50306	9.41303	7.54383	10.33527	51.26211	1.00000	25.60799	5.39140	-89.10944	1096.39804	56.26992	7.04913	11.46282	15.94525	53.31616	9.97880
42.93369	4.55586	9.14544	7.82833	4.67659	7.02364	48.88177	0.00000	12.81650	7.46993	-72.27814	1139.27060	65.38768	7.38369	11.12503	5.39314	35.32518	
42.93369	8.78868	9.37130	9.02919	7.68553	9.58261	42.87450	1.00000	7.25712	6.37584	-72.27814	1189.77519	32.43043	8.59240	8.45517	12.20250	80.48010	9.14184
41.92361	4.13047	8.23267	8.71559	6.63242	7.69731	41.11012	1.00000	19.16672	6.42657	20.91361	1118.13709	58.19048	7.28892	4.63817	8.93738	68.77833	3.81577
-29.2975	6.48830	8.58371	8.92126	6.19195	5.84955	24.29220	0.00000	12.04480	9.06658	-51.50361	1151.57585	37.48412	8.69056	7.80780	10.64257	44.07551	10.42136
-23.44361	6.90862	5.59438	8.05645	7.05848	5.65039	33.75966	0.00000	8.01588	8.61911	-51.87389	1082.71942	56.96078	6.66124	8.60874	6.12842	27.45884	9.10044
18.18158	2.92704	6.96450	8.30024	6.61711	7.66841	49.32033	1.00000	17.88237	7.04425	76.03889	1105.53072	42.24608	7.41399	7.45850	6.90541	66.14322	5.31956
39.12074	8.75341	7.02069	7.66796	8.90099	4.95560	50.70653	0.00000	14.95467	9.17148	27.18052	1053.23716	29.67311	9.27190	7.26159	3.63673	59.31899	9.43025
32.65246	7.90205	7.42329	8.57052	5.89724	8.07889	70.79172	1.00000	15.53463	7.35358	51.67462	1140.40700	50.67328	7.75023	11.50261	8.38435	58.73891	9.56322
52.21099	8.66891	7.68535	8.44881	7.86070	3.63452	36.88459	0.00000	13.20335	7.85595	7.02238	1151.86064	42.37315	8.39762	6.99150	7.97603	51.29893	6.67970
52.4581	8.58612	7.26597	7.43179	7.53184	6.02516	46.97786	0.00000	40.89070	9.17566	13.28702	1091.72927	43.79131	7.99981	8.14479	4.85226	43.54855	10.23697
36.81667	9.95136	8.77750	7.69299	8.95000	6.10936	61.76110	0.00000	12.46759	9.69297	117.81667	1173.88583	31.66763	7.64405	3.23049	4.21831	69.89471	6.88300
37.35813	9.04376	7.98193	9.14179	8.16765	4.18796	39.49633	0.00000	25.29039	6.83391	-6.03731	1116.14492	56.23811	8.84806	5.13582	12.12351	73.53779	5.38318
