revision	QoS	longitude	code	latitude	location
08 Jan 2019	accep	125.21972	TL	-8.99167	Asia/Dili
2018-03-24	good	37.00438	TZ	-7.60361	Africa/Dar_es_Salaam
19 Jun 2017	accep	-34.88111	BR	-8.05389	America/Recife
2019/06/06	good	35.59642	KE	3.11988	Africa/Nairobi
2015/04/24	average	-73.95097	US	40.72371	America/New_York
08/17/2020, 00:00:00	building	34.37389	TR	40.1675	Europe/Istanbul
08/17/2019, 00:00:00	average	8.86374	IT	44.89784	Europe/Rome
2013-12-29	good	-89.64066	US	40.56754	America/Chicago
05/17/2022, 00:00:00	accep	-103.42897	MX	20.28527	America/Mexico_City
2022/05/02	excellent	15.07041	IT	37.49223	Europe/Rome
01 Jun 2021	average	-79.62603	PA	8.88988	America/Panama
09/04/2015, 00:00:00	excellent	34.37389	TR	40.1675	Europe/Istanbul
2022-07-23	maintenance	135.31667	JP	34.25	Asia/Tokyo
02/06/2022, 00:00:00	excellent	-71.06616	US	42.4251	America/New_York
2021-09-06	excellent	-81.23621	US	33.98154	America/New_York
02/05/2022, 00:00:00	excellent	14.66737	IT	41.55947	Europe/Rome
2015-06-24	good	5.55575	FR	46.67535	Europe/Paris
2021-01-27	accep	5.4584	FR	43.32393	Europe/Paris
20 Nov 2015	average	117.33333	CN	34.85	Asia/Shanghai
2012/12/03	maintenance	-60.1831	CA	46.1351	America/Glace_Bay
2021/11/23	good	110.8405	ID	-6.8048	Asia/Jakarta
2017/10/16	building	1.53414	AD	42.50729	Europe/Andorra
12/24/2018, 00:00:00	maintenance	-60.1831	CA	46.1351	America/Glace_Bay
2021-02-28	good	-69.08333	PE	-16.25	America/Lima
2022-09-17	excellent	18.84	ME	42.28639	Europe/Podgorica
2013/01/12	accep	144.23058	PG	-5.85746	Pacific/Port_Moresby
2016-01-15	excellent	99.96667	TH	8.43333	Asia/Bangkok
20 Sep 2020	building	-82.32483	US	29.65163	America/New_York
2013-02-25	accep	-51.50361	BR	-29.2975	America/Sao_Paulo
01 Mar 2018	excellent	86.79271	IN	25.92127	Asia/Kolkata
02/20/2016, 00:00:00	accep	34.86563	IL	31.92923	Asia/Jerusalem
2021/02/07	maintenance	-73.0515	US	41.55815	America/New_York
2018-01-06	accep	-82.35176	US	27.71809	America/New_York
2018-07-20	excellent	17.58522	IT	40.53123	Europe/Rome
18 May 2021	accep	-84.13722	CR	9.92787	America/Costa_Rica
2017-11-02	accep	-88.27205	US	44.27804	America/Chicago
05/13/2014, 00:00:00	building	-74.28459	US	40.5576	America/New_York
2017-10-01	excellent	-83.2321	US	33.08014	America/New_York
2016-04-10	good	46.5813	RU	54.8421	Europe/Moscow
2015-09-28	excellent	24.71204	BG	41.57439	Europe/Sofia
11 Apr 2013	good	77.23826	IN	11.50526	Asia/Kolkata
2014-11-13	excellent	13.57661	IT	37.31065	Europe/Rome
12 May 2015	building	-77.55777	US	37.52487	America/New_York
2020-11-15	good	-3.52751	GB	50.7236	Europe/London
11/14/2014, 00:00:00	good	28.88222	TR	40.37528	Europe/Istanbul
03/20/2017, 00:00:00	accep	-76.72803	US	39.32288	America/New_York
07/06/2013, 00:00:00	good	73.85535	IN	18.51957	Asia/Kolkata
07/11/2016, 00:00:00	good	-70.6996	CL	-33.59217	America/Santiago
13 Jun 2013	acceptable	-122.38731	US	45.53929	America/Los_Angeles
2022-08-23	good	-65.71875	BO	-21.44345	America/La_Paz
2018-01-28	maintenance	7.02238	DE	52.21099	Europe/Berlin
23 Jun 2018	building	-73.20483	US	41.16704	America/New_York
2013/11/23	accep	-87.45476	US	41.47892	America/Chicago
17 Nov 2016	maintenance	-48.29694	BR	-20.87306	America/Sao_Paulo
11 Dec 2012	average	6.83042	NG	6.15038	Africa/Lagos
08/04/2013, 00:00:00	excellent	0.75	GB	52.41667	Europe/London
01/06/2015, 00:00:00	good	-39.25	BR	-12.91667	America/Bahia
04 Oct 2015	accep	35.96944	RU	56.03361	Europe/Moscow
06/20/2015, 00:00:00	accep	-122.2608	US	38.17492	America/Los_Angeles
2020-03-29	excellent	13.44275	IT	38.07789	Europe/Rome
12/05/2013, 00:00:00	average	4.07601	BE	50.88506	Europe/Brussels
17 Jun 2015	excellent	14.01481	IT	42.67164	Europe/Rome
11 Nov 2020	excellent	-71.19901	CL	-30.60106	America/Santiago
25 Nov 2012	accep	2.45012	FR	48.90982	Europe/Paris
2021/07/10	maintenance	5.4384	FR	43.2907	Europe/Paris
10/25/2013, 00:00:00	excellent	14.66737	IT	41.55947	Europe/Rome
28 Feb 2014	accep	5.06258	NG	7.50251	Africa/Lagos
05/28/2016, 00:00:00	maintenance	-41.25528	BR	-19.32556	America/Sao_Paulo
2014-07-19	excellent	7.02238	DE	52.21099	Europe/Berlin
2019/06/07	maintenance	11.32903	DE	50.9803	Europe/Berlin
11 Aug 2019	maintenance	76.35484	IN	10.10649	Asia/Kolkata
2021/07/02	average	2.08333	FR	48.86667	Europe/Paris
2013/07/01	maitennce	78.23456	IN	28.92694	Asia/Kolkata
11/12/2014, 00:00:00	average	-97.92977	US	38.06084	America/Chicago
2021-04-06	maintenance	-5.22126	MA	33.43443	Africa/Casablanca
17 Mar 2017	average	12.38878	IT	43.1122	Europe/Rome
2021/07/12	average	5.03586	FR	43.83125	Europe/Paris
2020/07/30	average	98.50893	MM	16.68911	Asia/Yangon
02/08/2019, 00:00:00	average	35.23388	PS	31.78336	Asia/Hebron
2016-10-02	accep	109.22921	CN	34.65918	Asia/Shanghai
2014-04-30	building	112.9	CN	27.85	Asia/Shanghai
2015/02/24	accep	4.63031	FR	43.67681	Europe/Paris
2015/08/03	accep	115.04814	CN	30.24706	Asia/Shanghai
2015-01-27	average	24.99798	CD	-8.73508	Africa/Lubumbashi
06/28/2020, 00:00:00	excellent	73.38333	PK	31.71667	Asia/Karachi
2022-02-09	building	33.72798	RU	53.53395	Europe/Moscow
2019-02-23	excellent	117.27583	CN	35.64889	Asia/Shanghai
2016-06-07	maintenance	16.50104	IT	41.24264	Europe/Rome
23 Dec 2017	maintenance	-87.71255	US	41.84364	America/Chicago
2021/01/04	maintenance	68.11759	PK	26.9423	Asia/Karachi
26 Dec 2017	average	11.04979	IT	44.59445	Europe/Rome
01/10/2017, 00:00:00	average	30.28491	RU	60.02427	Europe/Moscow
2020-07-12	average	-75.64963	US	40.24537	America/New_York
2019-05-26	excellent	-83.2321	US	33.08014	America/New_York
2017/02/24	accep	5.51978	NL	51.44889	Europe/Amsterdam
06 Jul 2020	building	151.08057	AU	-33.79176	Australia/Sydney
2018/04/26	accep	-82.46148	US	28.15112	America/New_York
2020-11-17	average	-76.78319	JM	18.00747	America/Jamaica
02 Jan 2020	excellent	-120.45794	US	34.63915	America/Los_Angeles
10 Jan 2020	good	-91.77127	US	37.95143	America/Chicago
30 Apr 2014	accep	-76.70944	PE	-11.94306	America/Lima
05 Jul 2015	accep	86.59509	IN	26.11527	Asia/Kolkata
2020/03/30	building	60.8019	RU	56.9083	Asia/Yekaterinburg
12/15/2015, 00:00:00	accep	48.26258	IR	33.86419	Asia/Tehran
04/01/2022, 00:00:00	excellent	28.28489	MD	48.15659	Europe/Chisinau
2016/02/26	excellent	-76.99081	US	38.96372	America/New_York
07/28/2017, 00:00:00	accep	-89.10944	SV	13.70167	America/El_Salvador
2020/05/04	good	15.87735	CF	4.94273	Africa/Bangui
2019-07-03	maintenance	38.16694	RU	54.84444	Europe/Moscow
24 Sep 2017	average	-88.3162	US	42.24113	America/Chicago
02/15/2018, 00:00:00	excellent	-121.75689	US	36.91023	America/Los_Angeles
2021/04/19	good	-0.29825	GB	51.39148	Europe/London
2013-08-02	good	65.93249	AF	36.21544	Asia/Kabul
2016/03/17	accep	-73.47429	US	40.68066	America/New_York
2017/05/06	accep	-48.29694	BR	-20.87306	America/Sao_Paulo
21 May 2016	average	-75.60804	US	39.96097	America/New_York
2020/11/23	average	3.20639	BE	50.74497	Europe/Brussels
2019-04-27	accep	-82.00919	CU	23.04419	America/Havana
11/27/2016, 00:00:00	average	12.84052	IT	45.78071	Europe/Rome
2014-05-17	maintenance	109.22921	CN	34.65918	Asia/Shanghai
2021-04-24	average	10.98461	DE	48.35693	Europe/Berlin
12/27/2020, 00:00:00	average	-4.22398	GB	57.47908	Europe/London
2015-02-16	excellent	2.1699	FR	48.98994	Europe/Paris
03 Nov 2019	good	117.4831	CN	27.34089	Asia/Shanghai
03/04/2016, 00:00:00	excellent	-83.48216	US	42.30865	America/Detroit
2021/08/19	maintenance	-72.27814	US	42.93369	America/New_York
2016/09/30	excellent	-73.58248	CA	45.40008	America/Toronto
2015/01/23	accep	-91.58045	US	41.6764	America/Chicago
2014/05/09	accep	-73.89875	US	40.93121	America/New_York
2017-10-01	accep	5.06258	NG	7.50251	Africa/Lagos
2013-04-10	maintenance	13.29371	DE	52.53048	Europe/Berlin
06/03/2020, 00:00:00	excellent	-100.44843	MX	20.74122	America/Mexico_City
28 Dec 2020	good	102.56365	KH	13.65805	Asia/Phnom_Penh
2019-11-01	excellent	16.86194	PL	54.58048	Europe/Warsaw
10/27/2017, 00:00:00	good	-59.13316	AR	-37.32167	America/Argentina/Buenos_Aires
17 Sep 2016	average	4.8951	FR	44.92801	Europe/Paris
2020/06/25	excellent	-117.23991	US	47.64995	America/Los_Angeles
2014/08/22	accep	14.66737	IT	41.55947	Europe/Rome
31 May 2016	excellent	39.8302	RU	64.5635	Europe/Moscow
2021-06-30	building	51.3452	RU	53.37596	Europe/Samara
2015/09/14	accep	88.58	IN	23.18	Asia/Kolkata
11/01/2016, 00:00:00	excellent	-2.09814	GB	57.14369	Europe/London
2019/09/13	excellent	130.94098	JP	33.3213	Asia/Tokyo
2018-03-21	average	2.18247	ES	41.41204	Europe/Madrid
2014/06/23	good	115.04814	CN	30.24706	Asia/Shanghai
2015-09-10	excellent	41.77921	GE	41.82143	Asia/Tbilisi
2014/12/15	good	140.11667	JP	37.56667	Asia/Tokyo
2020/04/20	accep	-86.99666	US	33.45122	America/Chicago
2017/02/14	accep	1.53414	AD	42.50729	Europe/Andorra
2021-10-10	good	135.6	JP	34.61667	Asia/Tokyo
11 Oct 2019	accep	-5.53715	GB	50.11861	Europe/London
01/18/2022, 00:00:00	good	-85.43772	CR	10.63504	America/Costa_Rica
2015/11/08	good	27.02444	TR	39.59611	Europe/Istanbul
2014/07/25	maintenance	-61.4867	AR	-31.25033	America/Argentina/Cordoba
2018-07-25	good	-2.31938	GH	6.46346	Africa/Accra
11 Sep 2013	maintenance	-76.88442	US	40.2737	America/New_York
29 Jan 2017	accep	-1.86343	ES	38.10558	Europe/Madrid
28 Dec 2013	average	18.84	ME	42.28639	Europe/Podgorica
2014/02/23	good	38.01667	TZ	-5.41667	Africa/Dar_es_Salaam
2013-08-18	accep	-101.2591	MX	21.01858	America/Mexico_City
2021-04-03	excellent	129.96972	JP	33.4425	Asia/Tokyo
2016-09-15	average	106.88324	MN	47.90771	Asia/Ulaanbaatar
09/08/2015, 00:00:00	excellent	4.25633	BE	51.21187	Europe/Brussels
2020-04-18	building	11.37703	DE	48.06919	Europe/Berlin
2015-09-12	excellent	5.23333	NL	52.09	Europe/Amsterdam
04/20/2017, 00:00:00	accep	135.21667	JP	35.06667	Asia/Tokyo
2021-05-19	good	121.3152	PH	14.14989	Asia/Manila
05 Oct 2014	excellent	-117.14392	US	32.9156	America/Los_Angeles
30 Jun 2018	maintenance	2.61667	FR	48.98333	Europe/Paris
03/19/2016, 00:00:00	good	24.43973	CD	0.76755	Africa/Lubumbashi
04/05/2017, 00:00:00	maintenance	116.82887	ID	-1.26753	Asia/Makassar
2018/04/13	maintenance	8.2926	NG	9.58126	Africa/Lagos
2022-06-12	excellent	-8.07257	ML	12.74409	Africa/Bamako
2014-01-29	good	33	TZ	-2.68333	Africa/Dar_es_Salaam
03/31/2016, 00:00:00	average	-95.63079	US	31.76212	America/Chicago
05/30/2015, 00:00:00	excellent	-84.62081	US	42.7392	America/Detroit
2016-03-03	excellent	139.55028	JP	35.30889	Asia/Tokyo
2020/01/13	accep	11.32903	DE	50.9803	Europe/Berlin
01/31/2015, 00:00:00	average	7.36027	DE	51.20219	Europe/Berlin
26 Aug 2019	excellent	2.35739	ES	41.63976	Europe/Madrid
01/09/2018, 00:00:00	average	1.04945	DZ	35.06544	Africa/Algiers
04/03/2017, 00:00:00	good	136.51667	JP	35	Asia/Tokyo
2015/01/28	excellent	-61.51889	TT	10.66668	America/Port_of_Spain
20 Aug 2018	good	47.1192	RU	42.819	Europe/Moscow
12 Aug 2014	building	1.15597	GB	51.78967	Europe/London
08/06/2014, 00:00:00	average	21.32778	MK	42	Europe/Skopje
2022/05/03	accep	11.412	IT	45.50369	Europe/Rome
30 Mar 2021	excellent	-51.50361	BR	-29.2975	America/Sao_Paulo
2021-07-09	good	6.92917	NL	52.31333	Europe/Amsterdam
10 Sep 2014	excellent	-87.45476	US	41.47892	America/Chicago
02 Dec 2014	average	-79.00453	EC	-2.90055	America/Guayaquil
2020-03-28	excellent	2.61667	FR	48.98333	Europe/Paris
2019-05-02	good	53.47103	RU	54.48147	Asia/Yekaterinburg
2017-12-25	building	135.31667	JP	34.25	Asia/Tokyo
22 Jan 2019	building	105.75635	VN	10.29085	Asia/Ho_Chi_Minh
2021/05/03	average	8.62118	IT	45.44694	Europe/Rome
2021-02-10	building	-91.73625	US	35.25064	America/Chicago
09/02/2021, 00:00:00	accep	-1.4001	GH	7.06273	Africa/Accra
2014-06-05	maintenance	83.36889	IN	26.76628	Asia/Kolkata
06/30/2013, 00:00:00	good	4.47124	NL	51.95838	Europe/Amsterdam
12/18/2016, 00:00:00	good	70.96699	PK	30.46907	Asia/Karachi
2015-01-24	good	24.71204	BG	41.57439	Europe/Sofia
2012-12-18	average	-50.19556	BR	-19.72806	America/Sao_Paulo
2018-06-16	excellent	5.22778	NL	51.955	Europe/Amsterdam
2016/10/23	good	6.26667	DE	51.21667	Europe/Berlin
08/24/2021, 00:00:00	accep	9.29109	IT	45.39402	Europe/Rome
27 May 2017	maintenance	-97.50417	MX	25.87972	America/Matamoros
2016/05/27	average	-1.05366	FR	43.71032	Europe/Paris
2013-08-25	good	-4.22398	GB	57.47908	Europe/London
2020-01-15	maintenance	0.57856	ES	40.70995	Europe/Madrid
2020/07/11	excellent	74.4818	IN	30.21121	Asia/Kolkata
25 Jun 2013	building	-67.33122	VE	10.22677	America/Caracas
12/15/2012, 00:00:00	maintenance	8.62118	IT	45.44694	Europe/Rome
2021-01-23	average	4.63031	FR	43.67681	Europe/Paris
01/07/2018, 00:00:00	accep	-75.69947	CO	8.79577	America/Bogota
15 Apr 2013	building	73.08333	IN	19.21667	Asia/Kolkata
12 Oct 2018	average	-39.25	BR	-12.91667	America/Bahia
02/01/2015, 00:00:00	accep	72.68533	IN	22.75218	Asia/Kolkata
2016/10/06	excellent	123.89071	PH	10.31672	Asia/Manila
2022/02/13	accep	-122.2608	US	38.17492	America/Los_Angeles
09/12/2019, 00:00:00	good	-0.32247	GB	50.82882	Europe/London
11/28/2013, 00:00:00	accep	171.25364	NZ	-44.39672	Pacific/Auckland
2014-12-22	building	-77.37331	US	37.60876	America/New_York
2017/01/18	accep	10.98461	DE	48.35693	Europe/Berlin
03/03/2016, 00:00:00	excellent	15.46667	AT	47.05	Europe/Vienna
2020/12/21	average	123.758	PH	10.20898	Asia/Manila
2019/07/15	excellent	-47.1725	BR	-22.57306	America/Sao_Paulo
2013-10-22	average	-78.87836	US	35.05266	America/New_York
05/25/2014, 00:00:00	average	121.12251	PH	14.62578	Asia/Manila
2022-08-27	acceptable	71.30633	IN	21.34222	Asia/Kolkata
2017/08/05	excellent	9.5926	DE	52.86147	Europe/Berlin
03/30/2020, 00:00:00	good	75.96976	IN	15.73628	Asia/Kolkata
01/06/2016, 00:00:00	excellent	-122.2608	US	38.17492	America/Los_Angeles
2014-04-07	maintenance	4.62744	DZ	36.06386	Africa/Algiers
05 Sep 2017	average	-119.27337	CA	50.26729	America/Vancouver
11/01/2021, 00:00:00	accep	-122.23484	US	47.38093	America/Los_Angeles
2012-10-10	maintenance	120.74792	CN	41.09822	Asia/Shanghai
2014/12/01	average	-58.70072	AR	-34.74785	America/Argentina/Buenos_Aires
2020-04-04	excellent	-86.77917	US	36.02506	America/Chicago
2018-02-09	excellent	-75.60804	US	39.96097	America/New_York
2013/02/01	good	-8.33147	PT	41.20485	Europe/Lisbon
03/16/2015, 00:00:00	average	4.8951	FR	44.92801	Europe/Paris
2022-06-09	accep	-104.83192	US	39.72943	America/Denver
07 Mar 2017	accep	-1.5443	GB	50.75767	Europe/London
04/28/2017, 00:00:00	average	-4.10734	ES	38.68712	Europe/Madrid
02/27/2017, 00:00:00	excellent	-113.3187	CA	53.51684	America/Edmonton
01/28/2014, 00:00:00	excellent	-48.29694	BR	-20.87306	America/Sao_Paulo
2015/05/23	accep	145.18333	AU	-37.9	Australia/Melbourne
2013/03/04	excellent	91.84128	BD	22.83957	Asia/Dhaka
2015/08/07	good	69.67639	UZ	41.29444	Asia/Tashkent
2014-10-24	good	-85.76942	US	39.78504	America/Indiana/Indianapolis
2021-05-07	excellent	27.06365	UA	50.18545	Europe/Kiev
2022-05-01	accep	-82.46148	US	28.15112	America/New_York
19 Jun 2020	average	16.54165	NO	68.79833	Europe/Oslo
02/05/2018, 00:00:00	good	35.23388	PS	31.78336	Asia/Hebron
06/02/2021, 00:00:00	good	-86.11084	US	41.75338	America/Indiana/Indianapolis
2019/04/23	average	119.58627	TW	23.5654	Asia/Taipei
02/19/2021, 00:00:00	excellent	-116.56346	US	43.54072	America/Boise
2015/07/30	accep	-0.76667	GB	53.38333	Europe/London
22 Jun 2019	accep	84.63445	IN	24.81757	Asia/Kolkata
2020/07/23	good	-15.58602	ES	27.76056	Atlantic/Canary
2016-06-01	average	-80.66756	US	26.68451	America/New_York
18 Dec 2018	excellent	99.1625	ID	3.3285	Asia/Jakarta
2015-03-15	average	-104.83192	US	39.72943	America/Denver
04/27/2020, 00:00:00	average	-121.74052	US	38.54491	America/Los_Angeles
23 Jun 2015	accep	139.55722	JP	36	Asia/Tokyo
18 Jun 2021	excellent	107.60389	ID	-7.01833	Asia/Jakarta
05/21/2018, 00:00:00	average	137.5	JP	34.9	Asia/Tokyo
18 Aug 2020	accep	-89.64066	US	40.56754	America/Chicago
2022/02/27	building	-100.44843	MX	20.74122	America/Mexico_City
23 Nov 2016	average	116.11768	CN	24.28859	Asia/Shanghai
2016-09-28	accep	36.36339	KE	0.03813	Africa/Nairobi
2013-07-25	maintenance	8.2926	NG	9.58126	Africa/Lagos
2019-08-26	excellent	59.4839	RU	58.7002	Asia/Yekaterinburg
05/10/2015, 00:00:00	average	-82.00919	CU	23.04419	America/Havana
10/20/2014, 00:00:00	average	91.61356	IN	26.44931	Asia/Kolkata
11/25/2012, 00:00:00	good	25.8191	BY	53.5942	Europe/Minsk
04/21/2021, 00:00:00	good	115.8614	AU	-31.95224	Australia/Perth
10/18/2012, 00:00:00	accep	15.87735	CF	4.94273	Africa/Bangui
01 Apr 2013	accep	19.21437	BA	44.75874	Europe/Sarajevo
10/20/2018, 00:00:00	good	14.01481	IT	42.67164	Europe/Rome
2020-05-20	excellent	74.12286	PK	30.76468	Asia/Karachi
2013-01-22	average	17.22635	SK	48.8449	Europe/Bratislava
04 Apr 2018	excellent	-119.0376	US	34.21639	America/Los_Angeles
04/10/2018, 00:00:00	maintenance	29.00974	ZA	-24.19436	Africa/Johannesburg
15 Oct 2015	good	71.21169	IN	21.59983	Asia/Kolkata
2020/04/15	average	-90.10674	US	29.84576	America/Chicago
2016-05-28	average	-73.86586	CA	45.43341	America/Toronto
20 Jun 2019	average	9.02596	DE	48.21644	Europe/Berlin
2013-08-23	average	-81.38758	US	30.17746	America/New_York
07/02/2021, 00:00:00	accep	4.63031	FR	43.67681	Europe/Paris
14 Jan 2022	good	5.16108	FR	48.77275	Europe/Paris
11/01/2017, 00:00:00	accep	135.21667	JP	35.06667	Asia/Tokyo
19 Jan 2022	building	17.80774	IT	40.55851	Europe/Rome
2019/11/13	building	-86.19903	NI	11.84962	America/Managua
26 Oct 2012	average	-8.33147	PT	41.20485	Europe/Lisbon
01/17/2019, 00:00:00	excellent	-8.07257	ML	12.74409	Africa/Bamako
2015-05-01	building	145.06667	AU	-37.88333	Australia/Melbourne
07 Feb 2019	excellent	-73.78458	US	41.0051	America/New_York
2017-10-18	excellent	-73.75513	US	40.60538	America/New_York
10/28/2020, 00:00:00	building	-5.55835	ES	42.64685	Europe/Madrid
2015/10/07	accep	-73.58248	CA	45.40008	America/Toronto
2021-12-03	average	-80.31727	US	25.67927	America/New_York
2017/12/19	accep	46.5813	RU	54.8421	Europe/Moscow
2015/07/02	good	11.32903	DE	50.9803	Europe/Berlin
2018-10-14	excellent	60.8019	RU	56.9083	Asia/Yekaterinburg
10/28/2017, 00:00:00	excellent	-94.74049	US	32.5007	America/Chicago
11/19/2012, 00:00:00	excellent	17.10558	SE	61.72744	Europe/Stockholm
07/05/2013, 00:00:00	average	46.58333	MG	-21.15	Indian/Antananarivo
2020-03-30	good	-84.50855	US	39.08367	America/New_York
29 Jun 2015	average	-82.07842	US	26.91756	America/New_York
08/17/2014, 00:00:00	good	-67.33122	VE	10.22677	America/Caracas
2013-04-08	good	47.1192	RU	42.819	Europe/Moscow
07 Dec 2016	accep	65.50917	KZ	44.85278	Asia/Qyzylorda
05 Mar 2017	average	70.96699	PK	30.46907	Asia/Karachi
2014/07/14	average	-83.55521	US	41.66394	America/New_York
14 Jun 2021	maintenance	123.99333	PH	12.97389	Asia/Manila
12/24/2012, 00:00:00	excellent	-7.35	IE	53.53333	Europe/Dublin
2015/03/09	excellent	-8.2503	PT	37.08819	Europe/Lisbon
04/28/2018, 00:00:00	accep	-52.20639	BR	-3.20333	America/Santarem
10/17/2014, 00:00:00	maintenance	-82.46148	US	28.15112	America/New_York
2019/07/06	accep	-97.35992	MX	19.8173	America/Mexico_City
2020-03-25	excellent	88.18466	IN	22.19303	Asia/Kolkata
01/31/2021, 00:00:00	accep	13.28702	DE	52.4581	Europe/Berlin
2017/07/04	excellent	9.00472	CM	4.2475	Africa/Douala
29 May 2014	average	-51.50361	BR	-29.2975	America/Sao_Paulo
27 May 2019	good	82.85749	IN	17.54907	Asia/Kolkata
26 May 2016	accep	77.23826	IN	11.50526	Asia/Kolkata
2021-05-21	building	15.46667	AT	47.05	Europe/Vienna
03/04/2017, 00:00:00	good	117.4831	CN	27.34089	Asia/Shanghai
2020-12-01	maintenance	1.26738	GB	51.84819	Europe/London
2013-07-30	good	140.72287	RU	53.14657	Asia/Vladivostok
2022/01/20	average	105.75635	VN	10.29085	Asia/Ho_Chi_Minh
10 Nov 2012	average	106.85417	ID	-6.48167	Asia/Jakarta
2014-06-05	good	6.51352	DE	51.19139	Europe/Berlin
11/16/2020, 00:00:00	accep	4.7934	FR	45.69558	Europe/Paris
2019/06/25	maintenance	-117.71978	US	34.09668	America/Los_Angeles
2017/12/21	good	1.53414	AD	42.50729	Europe/Andorra
22 Mar 2019	accep	-73.9614	CO	10.15031	America/Bogota
08/14/2013, 00:00:00	good	42.7125	DJ	11.15583	Africa/Djibouti
2020-12-14	excellent	6.9747	DE	50.82709	Europe/Berlin
2017/06/21	average	29.91582	EG	31.20176	Africa/Cairo
08/22/2018, 00:00:00	building	114.51667	CN	33.78333	Asia/Shanghai
2013-12-20	building	-52.2	BR	-28.44917	America/Sao_Paulo
09/16/2022, 00:00:00	excellent	30.91105	UG	3.02013	Africa/Kampala
18 Jan 2015	maintenance	51.67462	IR	32.65246	Asia/Tehran
06 Dec 2018	building	-1.08593	GB	50.79205	Europe/London
11/14/2014, 00:00:00	excellent	9.22796	DE	48.46458	Europe/Berlin
03/13/2016, 00:00:00	good	3.20639	BE	50.74497	Europe/Brussels
2015-06-10	building	-63.13414	CA	46.23899	America/Halifax
2021-07-07	accep	-1.05366	FR	43.71032	Europe/Paris
07 Sep 2019	excellent	-88.70464	US	34.25807	America/Chicago
13 Nov 2015	building	140.72287	RU	53.14657	Asia/Vladivostok
2014-04-25	good	68.11759	PK	26.9423	Asia/Karachi
2019-06-19	accep	38.28402	SY	34.5624	Asia/Damascus
2016/12/14	average	-95.30106	US	32.35126	America/Chicago
2014-10-06	accep	-81.79819	US	41.48199	America/New_York
2013-12-03	accep	-4.0573	GB	55.82737	Europe/London
12/26/2020, 00:00:00	accep	9.47629	DE	53.59337	Europe/Berlin
03 Jan 2014	excellent	75.06583	PK	32.17629	Asia/Karachi
2018/10/03	excellent	116.82887	ID	-1.26753	Asia/Makassar
2020/02/06	average	-72.27814	US	42.93369	America/New_York
2019-03-05	accep	-73.0515	US	41.55815	America/New_York
05/05/2013, 00:00:00	maintenance	8.2926	NG	9.58126	Africa/Lagos
10/01/2017, 00:00:00	accep	-97.92977	US	38.06084	America/Chicago
12/04/2014, 00:00:00	good	13.58357	GA	-1.63333	Africa/Libreville
2022/06/12	maintenance	-111.89903	US	33.50921	America/Phoenix
17 Mar 2015	good	78.15794	IN	12.1277	Asia/Kolkata
2013/04/20	average	-0.91979	GB	51.42708	Europe/London
2016-09-10	accep	9.72749	DE	48.28259	Europe/Berlin
11/19/2012, 00:00:00	building	37.56667	RU	55.85	Europe/Moscow
01/11/2017, 00:00:00	accep	74.12286	PK	30.76468	Asia/Karachi
2016/05/22	good	-9.24671	PT	38.72706	Europe/Lisbon
2015-08-25	excellent	49.62251	SA	27.0174	Asia/Riyadh
2017/11/05	average	76.35484	IN	10.10649	Asia/Kolkata
26 Dec 2014	good	-80.66756	US	26.68451	America/New_York
2014/02/18	accep	76.11996	IN	11.12018	Asia/Kolkata
05 May 2022	excellent	2.59753	BJ	8.88649	Africa/Porto-Novo
31 Dec 2017	average	-74.15987	US	40.82232	America/New_York
2015-10-31	building	-1.4001	GH	7.06273	Africa/Accra
2022/07/10	building	-58.38341	AR	-34.64966	America/Argentina/Buenos_Aires
28 Aug 2016	accep	-95.44744	US	29.53885	America/Chicago
2013-01-24	accep	-96.72365	MX	17.06542	America/Mexico_City
2016-10-30	accep	-90.10674	US	29.84576	America/Chicago
09/19/2018, 00:00:00	good	8.70745	DE	49.03685	Europe/Berlin
09/21/2018, 00:00:00	average	150.99292	AU	-33.75881	Australia/Sydney
2017/01/16	average	35.23388	PS	31.78336	Asia/Hebron
2018/02/14	building	15.00835	PL	51.14942	Europe/Warsaw
05/31/2022, 00:00:00	accep	-2.52398	GB	53.19146	Europe/London
22 Apr 2022	maintenance	79.883	LK	6.9909	Asia/Colombo
2019-10-10	good	38.02486	RU	55.64776	Europe/Moscow
2013-10-09	average	7.02238	DE	52.21099	Europe/Berlin
2014-11-14	average	86.68363	IN	23.49668	Asia/Kolkata
2013/07/15	building	-75.60804	US	39.96097	America/New_York
2016-07-12	average	4.92235	NG	7.65649	Africa/Lagos
01/17/2015, 00:00:00	maintenance	-84.50855	US	39.08367	America/New_York
02/02/2016, 00:00:00	maintenance	43.91385	RU	54.03876	Europe/Moscow
2015-06-12	accep	145.18333	AU	-37.9	Australia/Melbourne
18 Feb 2016	good	15.00913	IT	37.51803	Europe/Rome
2018-03-10	good	38.2739	RU	46.7055	Europe/Moscow
26 Dec 2014	good	31.3237	BY	52.4089	Europe/Minsk
2013/03/26	maintenance	-89.10944	SV	13.70167	America/El_Salvador
03 Jul 2022	average	-84.67837	US	34.06635	America/New_York
11/25/2012, 00:00:00	accep	2.29275	FR	48.79325	Europe/Paris
2014/10/21	average	-8.33147	PT	41.20485	Europe/Lisbon
2014/01/17	good	78.14797	IN	15.45144	Asia/Kolkata
2019/04/02	accep	-2.1875	GB	51.26	Europe/London
2015/12/31	excellent	6.61944	NL	52.57583	Europe/Amsterdam
