C2H3NO5	O3	CO	TEMP	PRES	longitude	CH4	NH3	latitude	H2CO	Pb	PM10	PAHs	PM2.5	CFCs	warning	NOx	SO2
0.30687	8.41751	5.77854	18.07443	1179.06133	-80.31727	7.22921	8.06006	25.67927	39.77320	53.66604	7.35845	6.57935	7.12692	64.49057	0.00000	4.55932	7.60792
1.01849	7.09427	6.24530	18.44150	1051.25348	-87.93341	6.90172	3.89049	42.55308	68.28568	64.45534	9.09748	6.66968	7.95750	48.18976	0.00000	6.53227	8.38664
0.80062	6.87556	9.54681	17.69180	1170.42306	13.31783	11.02512	9.04142	52.61131	69.64219	72.29840	8.79529	8.18685	7.44274	60.82638	1.00000	4.27624	2.15555
0.17629	7.11952	8.06274	3.54158	1156.26910	117.55417	8.29093	5.39323	34.86472	52.50807	70.42759	6.15940	6.57573	8.54252	48.27764	1.00000	11.28514	7.50524
0.23910	5.85467	7.32994	18.71691	1144.90377	105.89333	6.92846	6.71337	34.56861	59.81112	40.16865	6.45413	8.32631	6.79316	38.74187	1.00000	9.94848	9.76255
0.23412	5.70546	4.93398	24.69554	1144.26507	30.38167	6.20692	7.89320	59.80917	54.58497	40.09954	7.02887	5.80606	7.82548	42.51386	0.00000	6.24327	8.43657
0.82438	4.67492	4.71631	18.30273	1107.22367	60.70278	3.63685	5.89641	55.75556	74.30904	53.65411	8.69219	7.93815	6.73244	54.22241	0.00000	5.08408	10.31672
0.20876	7.55749	6.96859	25.58665	1161.55026	-91.58045	5.97408	7.13446	41.6764	60.95747	74.16318	6.82205	7.45027	6.09292	59.46102	0.00000	6.22194	6.86610
0.13728	8.54477	8.91479	11.23728	1061.03742	0.47713	6.73942	6.15607	51.39323	49.73294		5.90102	8.38563	5.12938	48.29093	1.00000	12.78498	9.98000
0.08787	6.41181	9.54736	15.95325	1188.23857	13.63617	5.54500	4.15443	50.50301	24.61689	58.51940	3.98654	8.27302	6.03985	18.92301	0.00000	8.88984	5.41304
0.24613	5.85356	7.80341	9.34542	1139.60621	-39.25	4.60813	5.31394	-12.91667	42.61770	55.03622	5.77489	6.02283	7.06582	69.98524	1.00000	7.10842	8.65077
0.14798	7.02378	7.24393	8.60181	1184.11611	-94.91386	6.84227	6.31749	17.94979	40.61835	45.45520	5.68909	6.59169	6.22596	69.35980	1.00000	8.57119	8.01825
0.16441	7.06831	7.19338	16.71936	1167.46980	-86.19903	4.18138	5.10100	11.84962	51.63504	61.54247	4.46892	7.94934	7.84997	56.54249	1.00000	4.50820	6.60097
0.24680	7.23965	6.93905	10.30593	1123.52217	4.52514	8.18306	7.52139	12.74482	71.19550	70.70151	5.92976	8.63264	8.23802	42.29709	1.00000	4.95774	5.06852
0.19250	7.22352	9.40980	16.52242	1145.27482	-97.03285	9.13944	9.71845	47.92526	65.79023	55.23041	5.75212	7.05448	6.60919	59.92986	1.00000	6.00095	5.04566
0.46633	7.00459	4.16664	6.02231	1160.09192	-86.57415	5.57993	4.29880	15.48131	42.47031	44.65171	8.16677	9.17639	8.20326	65.49718	0.00000	10.03013	5.69740
2.94374	7.28229	4.72214	9.40873	1128.84742	65.50917	4.82502	7.67452	44.85278	49.36888	51.10955	10.26864	8.06510	7.43280	67.13237	0.00000	9.45997	8.39047
0.12550	5.31492	9.92388	25.48636	1091.78658	-72.97261	3.14904	5.16261	43.61062	62.64568	60.95348	4.07655	7.25147	6.68840	51.39501	1.00000	5.49852	5.88698
0.23375	6.04911	5.81066	17.82061	1122.08097	49.62251	8.22467	9.59217	27.0174	72.19002	73.35268	6.59747	7.14594	5.08266	38.45772	0.00000	5.07831	6.45983
0.30403	6.90746	9.93023	16.82758	1160.64209	-42.98194	8.78036	7.38337	-22.53722	78.21220	45.27247	6.37784	9.20559	6.06383	49.23894	1.00000	4.95152	5.07206
0.11579	7.94787	8.91890	30.91799	1068.43414	-73.02841	3.11776	8.02198	-36.9256	81.02585	73.30977	4.44032	8.35201	6.61534	33.83699	1.00000	11.21675	10.83662
0.26322	7.31858	8.14456	32.34016	1166.40402	124.84472	8.58876	8.04857	10.13361	33.57909	63.58980	6.22369	4.68271	6.70231	58.20701	1.00000	5.47257	5.74918
0.31964	5.04471	9.28845	19.84838	1060.48369	-62.64102	9.20721	8.42019	8.35122	35.99121	52.58073	7.49007	6.20807	7.69772	66.88302	1.00000	4.50339	3.50999
0.18884	6.03750	8.81458	2.90320	1119.23731	48.26258	7.08280	7.57559	33.86419	43.60582	42.38011	4.71557	4.80915	4.62073	44.09991	1.00000	4.83146	4.30719
0.16106	6.02785	7.15652	6.92059	1197.92448	-65.61427	7.52425	4.89977	-27.4338	57.81975	81.01979	5.68662	6.69347	6.80013	27.31706	1.00000	8.11367	7.21936
0.61055	6.56228	5.82066	7.61476	1086.26605	-95.63079	5.53896	4.10053	31.76212	62.81901	56.37606	8.49605	8.39814	6.16238	31.81865	0.00000	7.97927	5.13402
0.09295	5.93991	8.14085	17.63477	1159.80552	-51.50361	8.45890	8.30215	-29.2975	62.10287	80.29178	5.10769	8.23770	6.78330	34.78755	1.00000	5.45073	5.07919
0.12435	5.97252	8.06711	10.90910	1096.09595	-74.01042	6.42731	7.04411	41.50343	56.80733	59.99135	3.84557	9.17238	9.24296	35.89922	1.00000	6.01361	6.42949
0.21123	4.60328	4.20179	12.96511	1163.42026	-74.28459	7.21433	4.15781	40.5576	60.16297	79.26004	4.58376	6.86470	4.77197		1.00000	4.68804	5.85862
0.46618	7.80860	8.99195	12.68422	1114.21195	-95.30106	9.91470	7.28199	32.35126	4.84719	46.65168	8.25586	8.57049	6.90307	58.38585	1.00000	2.68961	0.50874
0.12091	7.15162	8.64856	15.60007	1175.95540	-100.44843	3.31262	3.27998	20.74122	57.44369	61.39069	4.91553	5.03828	8.06087	49.63439	0.00000	9.16389	3.48410
0.17708	8.15805	8.58657	-4.11060	1084.60857	101.96857	6.16487	5.47444	4.88441	43.42336	73.49720	6.35350	7.56639	6.13176	26.10074	1.00000	9.87079	9.63566
0.23874	4.82661	5.98583	7.65321	1198.28967	10.5511	6.62483	5.24668	52.47774	41.17345		5.34201	7.64159	7.81368	62.12772	1.00000	4.25989	4.43388
0.06797	5.96149	6.12202	3.57355	1097.40771	-37.93278	6.45868	4.96266	-11.48472	48.26934	59.91653	3.72341	8.13176	6.40686	64.01830	1.00000	7.62197	5.79728
0.18150	6.41463	7.34242	1.61261	1072.38110	4.74161	4.98514	5.81394	7.62789	28.88469	85.52954	5.22123	7.34488	6.94542	58.58100	1.00000	7.16182	7.65531
0.15415	8.86922	4.62128	19.75900	1099.11659	-86.57415	5.67118	6.13126	15.48131	55.84325	38.82640	6.10673	6.72064	7.43090	38.14768	0.00000	8.43828	5.83347
0.43628	7.03078	8.87326	-4.65056	1109.14990	-52.35558	10.77256	10.27257	-14.66463	39.38793	89.33926	7.97196	6.90035	7.87251	53.42029	1.00000	4.91013	3.26834
0.40588	6.72012	7.96923	23.46729	1104.30059	14.72443	6.90249	6.40782	36.92574	50.65386	63.32008	7.97156	7.81346	6.28142	58.30209	1.00000	8.72423	9.72357
0.19142	6.28628	7.91722	7.60308	1104.52602	10.18003	3.81112	5.51122	24.96334	50.97729	58.23494	4.65703	6.69063	8.69630	44.54459	1.00000	6.48544	8.48744
0.18742	5.11790	4.43564	9.88444	1098.45598	115.70111	8.54693	10.44613	37.73222	59.86658	90.74355	7.04320	6.38331	7.79739	72.42824	0.00000	10.46074	5.99809
0.20689	7.54448	7.73943	9.37629	1087.12878	151.08057	6.18879	5.11084	-33.79176	51.66937	75.44251	5.18439	6.21672	5.00252	47.28885	1.00000	9.94283	8.26703
2.04283	7.32798	3.54589	8.08554	1173.74307	105.89333	7.27190	5.04101	34.56861	42.02622	71.08202	9.84925	6.91474	7.64612	45.61697	0.00000	5.47340	7.81644
0.13574	6.69723	6.96589	19.28748	1182.53259	112.9	5.40084	7.50436	27.85	33.15371	40.69523	5.76017	6.03891		36.19818	1.00000	7.31943	9.52068
1.15176	7.73661	6.56982	10.37132	1191.89968	-116.56346	5.77198	2.54996	43.54072	59.69488	50.77224	9.15303	6.59640	7.43301	45.17951	0.00000	7.46910	6.08175
0.23583	7.77071	4.40823	20.45275	1158.33922	135.21667	6.11486	4.35391	35.06667	53.74253	66.42048	6.04787	7.71734	7.38903	40.55837	0.00000	8.16028	5.89352
0.29352	6.77770	6.82954	13.01257	1097.01245	123.89071	6.36757	5.70818	10.31672	76.54144	69.12426	6.82703	5.58092	7.15166	28.69402	1.00000	5.93124	8.67225
0.96498	6.46127	5.07149	7.08504	1153.07558	24.14662	5.29978	9.71950	65.84811	54.64631	65.07010	8.94777	7.39731	6.52279	29.76966	0.00000	3.95879	8.36187
0.17856	6.78186	7.63217	8.65577	1104.94910	70.96699	4.34830	4.67677	30.46907	36.94109	62.99246	5.80131	7.97843	7.12701	27.18021	1.00000	5.33727	8.70363
0.20484	8.01778	5.81852	29.77933	1050.63237	13.31783	8.70909	4.56655	52.61131	53.84216	42.78792	6.65477	7.46749	6.64226	60.64275	1.00000	9.74205	8.35451
0.22891	7.20217	4.70607	12.28095	1058.19166	69.01354	6.01556	7.95794	38.55632	44.67301	70.50544	6.87158	7.18100	6.43489	34.20252	0.00000	4.00509	9.16001
0.20621	6.81814	6.99545	12.51858	1123.46689	121.96361	5.20400	5.27922	6.95194	23.95816	42.74975	6.00235	6.79500	5.34271	35.89032	1.00000	7.46046	9.19691
0.20837	6.66353	9.77096	12.35198	1131.56325	117.63083	4.02986	5.45525	35.50056	34.78580	42.61932	5.92217	6.14207	7.17553	35.25130	1.00000		8.05422
0.18411	6.28702	8.77878	14.39381	1111.11194	-84.13722	5.10596	5.12669	9.92787	44.48656	35.33869	6.93721	7.76773	7.15483	44.18961	1.00000	6.87580	9.14220
0.14946	6.94712	7.07566	14.55524	1196.16175	144.23058	4.76776	6.82002	-5.85746	63.69505	72.36011	5.04906	7.66067	8.03170	44.85075	1.00000	8.58012	9.59685
0.56550	5.45308	3.93661	24.24622	1165.34896	-58.38341	6.49208	3.28043	-34.64966	48.69340	74.53052	8.24669	6.58228	6.53259	60.44845	0.00000	7.49725	6.01739
0.12614	6.30773	10.32006	1.90794	1068.80854	8.4493	9.12730	10.49934	50.09019	59.86408	57.70610	5.89717	6.43016	7.19107	35.77624	1.00000	6.90890	7.13834
0.28660	7.24034	6.15124	44.52244	1068.03936	138.31667	6.20400	5.62354	36.65	67.66634	61.64374	7.32573	6.99311	7.29919	49.21495	0.00000	5.33209	5.66335
0.18703	6.62972	6.89810	10.01296	1171.47473	-87.93341	6.11246	4.05617	42.55308	51.83133	71.33962	6.83597	7.55105	7.18887	25.13315	1.00000	4.07821	7.24279
0.16288	6.76760	7.11576	4.21450	1068.23284	4.62744	8.22927	9.58072	36.06386	50.17719	79.10764	4.48693	7.12365	6.87777	51.05390	1.00000	5.50742	5.68076
2.05005	5.87102	3.73400	7.64376	1175.85061	17.10558	6.17570	7.68754	61.72744	52.97108	81.29520	9.87673	8.78863	6.46552	56.29074	0.00000	8.99547	5.01013
0.37867	9.12712	7.16586	10.80739	1109.95057	9.37082	4.96244	6.23153	36.08497	44.14012	50.62615	7.23964	5.22833	7.73250	34.00830	0.00000	8.14359	5.40681
4.01745	6.80133	5.45118	3.31614	1065.93140	-71.06616	5.64986	4.13789	42.4251	35.63255	58.98117	10.59365	6.71561	6.03339	52.00650	0.00000	11.26807	8.16398
0.36333	6.35639	3.38544	15.12950	1098.03359	-82.35176	6.63189	8.62569	27.71809	38.68101	61.99279	7.25013	5.05308	8.40489	72.68080	0.00000	5.92852	5.89278
0.34120	5.76906	9.45481	4.00975	1099.79135	2.25	10.38084	9.50289	50.75	54.66154	32.04523	7.55900	5.57515	6.50199	64.13049	1.00000	5.88953	4.32428
0.26090	5.68822	7.36276	-1.14342	1097.87576	67.84222	8.87680	7.80071	40.11583	67.98019	15.90009	6.71729	8.56980	6.24813	37.16410	1.00000	4.78614	4.86432
1.70122	7.93710	5.55149	15.82014	1127.04606	-48.52333	5.54255	4.60289	-0.71667	47.23787	55.84704	9.63738	7.01484	6.92959	55.20274	0.00000	11.39269	6.40057
0.35698	5.84941	7.16989	9.04753	1107.67711	10.5511	5.56743	5.75730	52.47774	47.29105	67.44266	7.20631	6.34391	5.26946	59.81840	1.00000	9.03456	7.13880
0.21702	6.61117	6.04500	20.94687	1093.91914	89.20083	7.43986	5.80109	55.54028	45.67003	74.56363	6.15812	6.29447	6.38656	28.92006	1.00000	3.76146	3.56995
0.51096	6.23662	5.09229	5.20409	1079.02548	4.82313	4.79286	3.62932	51.24197	54.53491	55.45313	8.19369	4.80523	7.96017	58.01621	0.00000	6.05779	4.67663
0.27803	6.64794	5.24382	15.01522	1151.25926	-89.99038	9.53860	11.30144	38.58894	59.86025	54.16416	7.29786	6.13525	6.96453	42.69345	1.00000	7.87010	5.02782
0.18218	7.53933	5.37367	-1.76827	1181.78807	78.40102	4.96558	4.58526	27.9247	37.28371	48.46398	6.04151	7.08820	6.87296	58.43536	0.00000	8.24319	4.94382
0.09504	6.70461	7.57803	1.17512	1153.64857	-1.86343	5.36844	6.82202	38.10558	53.00416	64.20621	4.53102	8.59307	4.25042	45.85853	1.00000	10.24365	8.75252
0.21920	8.41777	7.13562	-2.33638	1199.96688	-104.83192	7.16038	4.22512	39.72943	55.64998	44.24878	5.47932	6.64813	6.44401	33.13819	1.00000	8.77584	7.38893
0.27433	6.23799	6.19998	1.21457	1104.36081	12.1369	4.85582	7.30503	51.04962	13.21987	50.23398	7.39971	6.91967	8.75642	33.03385	0.00000	5.97205	8.13673
0.13965	7.74851	3.27610	6.59764	1052.72220	-71.05977	4.95838	6.82745	42.35843	64.21815	39.14360	6.37473	5.52705	6.73670	48.91252	0.00000	5.69503	10.60689
0.12507	7.60994	9.27361	7.55493	1128.08066	-122.24064	9.28095	9.34658	47.80527	38.83610	62.61591	5.65841	5.99705	7.55973	48.97740	1.00000	5.58219	4.05259
1.32940	7.67116	6.58616	19.47037	1121.40564	71.67164	4.88868	4.98060	30.29184	63.26346	53.65404	9.41147	5.21440	6.33110	41.37639	0.00000	9.10376	4.14451
0.16877	6.03900	7.32617	8.23246	1176.45857	42.85693	8.18458	5.30383	39.22493	32.95880	51.51852	5.77933	6.66892	7.21890	40.10858	1.00000	12.63508	8.89373
0.21589	5.31418	6.95955	4.00798	1128.23638	-96.72365	7.26127	7.01405	17.06542	52.09692	59.47218	4.20520	8.52736	7.19585	46.32085	1.00000	7.28985	9.08567
0.20275	6.63775	9.78481	10.45862	1196.41520	12.6723	5.46409	7.07950	41.72063	55.19003	71.79390	5.07597	5.83977	5.81717	68.56163	1.00000	10.57695	8.17906
5.45710	5.88115	11.76800	17.06063	1180.30720	-13.68778	5.37649	6.26507	9.535	56.64420	47.45418	10.90429	8.91184	7.42400	67.95777	0.00000	6.23771	3.84962
0.23860	5.94127	6.47073	13.07156	1126.20494	78.15794	9.34513	9.65402	12.1277	51.77113	54.29191	5.61906	7.57209	5.91029	53.48711	1.00000	5.40564	5.48649
0.17801	4.40282	7.93097	10.94925	1127.46228	59.80222	7.47451	7.91638	58.63667	38.95593	36.17300	5.03649	6.70059	7.16197	60.44927	1.00000	6.76518	7.54017
0.26257	6.81046	10.31383	34.61835	1094.14334	35.96944	9.47957	8.45355	56.03361	45.78855	23.24632	7.17667	6.30459	6.46504	37.13553	1.00000	6.69133	6.69332
0.18317	6.49629	6.91370	27.57134	1183.09442	-7.32097	2.97836	5.79063	41.1053	32.74570	69.58689	4.30035	5.86720	4.95153	47.21780	1.00000	5.77396	8.71530
0.42655	6.03330	4.39542	0.26294	1139.58993	46.10925	6.10576	5.77903	43.35071	52.71378	39.98727	8.11458	7.79412	7.15156	44.75640	0.00000	8.27689	4.97102
7.05264	5.59407	2.60831	30.34329	1101.96492	114.51667	7.16945	5.10020	33.78333	68.98410	47.49814	11.15702		6.23648	54.74018	0.00000	8.12675	7.39202
0.27340	5.51432	9.40193	22.08864	1050.22165	135.21667	6.09734	5.57577	35.06667	38.99431	43.31968	7.06288	7.33135	6.31765	52.82238	1.00000	11.33973	10.75754
0.25469	6.22934	8.55493	5.47126	1168.18264	27.06365	5.86847	5.53586	50.18545	72.50884	84.25042	6.15616	7.09947	6.59087	45.23635	1.00000	7.31325	7.51727
1.89056	8.68383	5.96230	3.27902	1076.23832	75.16878	4.18002	7.00873	30.81383	34.51243	66.47070	9.80533	5.85841	7.28582	49.46715	0.00000	9.99594	3.74642
0.25100	7.92393	9.66218	23.97486	1173.68588	-5.22126	2.17507	5.66946	33.43443	54.71493	71.05228	5.20371	5.57381	6.71808	52.19944	1.00000	6.99108	9.13483
0.80788	6.12123	4.19027	-2.36141	1151.16839	24.71204	6.34838	6.50201	41.57439	34.12418	54.71210	8.79601	7.60590	7.06465	24.90501	0.00000	7.46744	7.59646
0.14928	7.30791	8.76629	15.77353	1102.20239	-88.70464	5.03610	7.72648	34.25807	23.88616	34.11211	4.61640	6.25248	5.58033	36.66620	1.00000	12.54602	10.51821
0.20301	7.43124	9.65994	10.98683	1139.64162	86.51499	5.23598	4.95812	23.1959	64.68823	65.04168	5.35161	6.28801	7.29516	64.90299	1.00000	6.44032	6.26375
0.24652	6.01869	10.03313	23.42413	1133.17398	2.44892	10.32682	7.61206	48.98693	31.49098	59.76826	6.87982	6.80183	8.05174	55.31922	1.00000	5.06283	3.96213
0.21135	7.70375	5.77379	12.19087	1115.76119	-73.02841	10.26639	8.46896	-36.9256		53.10449	6.44800	7.15437	4.98522	65.94869	1.00000	3.83060	2.92223
0.43771	4.46865	7.64232	17.11645	1167.06383	2.29026	4.31640	7.47860	48.77644	23.21119	61.39545	7.64444	7.21633	5.77259	46.99208	0.00000	9.72112	3.76911
0.09269	6.13799	9.77381	25.32196	1182.37286	4.52514	2.09391	5.16648	12.74482	68.09441	49.04493	3.47587	8.27977	4.56404	52.94379	1.00000	6.25239	7.14595
0.15226	6.38785	9.25995	17.50755	1068.44255	115.04814	7.16865	7.33499	30.24706	60.74017	68.93725	4.69590	3.10260	7.04236	48.47834	1.00000	5.98696	5.50547
0.18553	6.80658	9.66184	8.83617	1104.64040	114.51667	5.69901	6.35520	33.78333	37.83194	38.60113	6.06684	6.39678	7.82808	50.38516	1.00000	8.82075	8.17303
0.11017	3.79617	8.88934	5.04665	1130.02839	19.61222	4.86126	5.11017	44.97639	71.55454	58.52499	5.71309	7.46646	8.00375	40.20115	1.00000	7.87790	8.96430
0.17993	7.19239	10.17364	14.78169	1167.30162	118.9707	4.50865	5.20899	-3.5403	63.45407	59.67490	6.16877	5.29473	4.00889	61.22360	1.00000	8.81899	8.99684
0.21890	6.14170	6.59322	20.25272	1062.63679	1.26738	8.54154	8.01350	51.84819	58.06423	58.76341	5.60305	5.44244	7.64401	43.98516	1.00000	5.59972	6.16447
0.18659	6.12633	6.86559	-2.74007	1187.21436	8.77155	7.28268	7.59879	50.23019	35.20167	42.90440	4.67242	6.45028	5.64373	67.28170	1.00000	5.57524	6.07424
0.27695	7.78399	6.86952	29.65193	1139.82612	33	7.15591	6.79633	-2.68333	58.73484	51.00992	7.14186	7.19492	6.16485	55.77747	1.00000	8.69483	9.35195
0.25394	7.99593	7.12930	5.58281	1143.35898	-8.2503	6.95521	3.79381	37.08819	38.04104	79.67841	6.09176	7.66994	6.73649	61.33812	1.00000	6.74851	7.12239
0.16460	7.80933	9.12793	30.51383	1110.60466	47.3799	4.04028	5.00307	33.14447	52.03837	58.22227	3.87519	6.17355	7.54698	53.17941	1.00000	7.68456	6.60533
0.50333	5.41247	5.27026	15.44800	1119.85592	127.08472	9.49943	5.71271	36.20389	57.76382	69.81206	8.05470	8.66190	7.25105	45.42791	0.00000	8.34894	9.22968
0.14688	6.36098	10.01723	8.61558	1171.63665	114.51667	7.89809	9.43194	33.78333	21.16297	51.68338	4.96647	7.81018	5.64568	55.83301	1.00000	6.86311	7.01366
0.15360	7.09902	9.62583	14.67298	1188.57642	13.57661	7.98746	8.78699	37.31065	45.08485	61.90492	4.59666	8.09252	7.68350	46.61254	1.00000	6.57474	6.67671
0.17105	6.71610	6.70214	26.91793	1144.69268	74.85849	5.23746	6.01666	31.28092	31.58818	60.41134	4.45663	7.42284	5.69756	37.78532	1.00000	6.11750	7.36448
0.24578	6.36223	6.95275	15.04964	1081.28331	-60.47389	6.25460	8.17283	-34.64167	51.33311	54.73989	7.07480	8.34605	5.91232	34.81683	0.00000	4.49576	7.15792
0.23807	6.67747	6.26265	1.20459	1057.10081	83.36889	5.13235	6.75131	26.76628	58.57690	53.56389	7.26763	6.12872	6.00573	49.27379	0.00000	11.08750	4.96281
0.34298	7.59333	8.38203	30.10932	1146.72739	122.20488	5.18481	5.34368	29.98869	43.73539	41.40171	7.13841	6.24936	6.85449	44.51141	0.00000	9.18238	6.04975
1.83918	8.03784	5.65229	10.74625	1127.11997	-95.63079	4.29657	5.78247	31.76212	64.99906	22.68681	9.73240	5.97843	7.48373	66.37984	0.00000	11.16771	4.81351
0.23467	6.52852	7.56086	20.68647	1188.26187	-2.52398	8.30318	6.86177	53.19146	57.64590	52.66034	5.91314	7.97094	8.31523	59.80130	1.00000	4.83509	4.94129
0.30318	5.64580	7.85586	7.92355	1092.73207	-97.54667	3.58075	6.51814	30.5427	45.27396	44.35185	6.96509	7.12851	5.70287	55.72661	1.00000	6.08909	10.96760
0.24614	7.46990	9.75039	28.76013	1115.34447	-100.44843	5.57116	7.36787	20.74122	35.02759	58.49560	7.24696	6.05722	8.18101	41.06297	1.00000	9.64066	10.18026
0.24192	7.30061	6.76279	16.04589	1055.86849	115.04814	9.40859	7.81384	30.24706		67.05647	6.96410	7.21478	6.01752	46.73666	1.00000	4.23855	4.38945
0.15343	6.86741	8.06089	-1.75164	1159.39854	16.4	5.74411	7.37976	48.25	51.41750	49.72054	3.64336	6.69605	6.30804	40.93965	1.00000	5.81016	5.80053
0.42304	6.31653	4.69697	34.09876	1101.04392	115.04814	7.17384	8.57438	30.24706	51.38192	67.27722	7.85401	5.60301	6.46882	33.56941	0.00000	6.60531	7.81450
0.54945	6.23655	6.49226	30.76963	1132.60954	111.50861	3.62692	6.50369	32.54278	64.31506	57.36463	8.37705	6.53022	5.30879	48.83443	0.00000	6.85645	8.46882
0.10767	6.06468	9.16653	17.81796	1166.65515	-77.43532	5.11730	6.20881	20.14298	41.63164	70.87902	3.61409	7.39514	7.11062	56.04168	1.00000	9.28399	6.61801
0.20006	6.86652	5.94703	34.87291	1165.17697	-79.00453	5.13573	4.64180	-2.90055	61.94629	58.66352	6.91572	6.92426	5.93216	56.74900	0.00000	4.81670	9.37951
1.07977	7.76689	6.04589	19.63768	1125.37372	-80.58556	6.02899	8.66854	22.98212	29.03863	76.02407	9.13448	7.93113	6.34505	34.48405	0.00000	5.53491	7.60748
0.12414	6.10652	10.36502	-6.78960	1183.55487	6.83042	2.08714	4.29883	6.15038	57.65404	51.60117	3.09611	8.08428	6.86039	32.77977	1.00000	6.96827	7.17337
0.21090	6.65293	8.21413	26.65201	1143.39399	15.28318	4.47457	3.18131	-4.26613	65.11140	69.21152	6.53949	7.08718	7.67299	39.46970	0.00000	7.75022	5.59950
0.17256	7.41125	7.74049	13.43304	1186.27079	-0.76773	7.34621	7.92764	38.38479	51.68265	39.42244	4.46510	6.57359	7.06773	67.98736	1.00000	5.75301	5.75354
0.10412	4.61212	9.19531	10.58384	1075.62912	34.02537	8.09829	10.00681	38.37255	36.21403	53.93334	5.27764	6.22145	6.43293	46.96527	1.00000	6.89486	6.86115
0.19755	7.89429	9.65116	16.55036	1195.58693	-75.23266	3.92653	6.42532	43.1009	60.34438	61.01983	5.85608	7.96029	5.85605	52.80351	1.00000	7.37953	9.24001
0.27263	6.48127	9.36495	17.56068	1059.89719	-97.90308	4.34204	4.72867	31.12406	49.62502	29.53671	7.17785	7.38521	6.89429	48.00555	1.00000	6.16970	9.03924
0.08477	9.16852	7.06225	13.71514	1126.96752	59.80222	6.33082	3.76050	58.63667	36.68727	66.39162	5.28521	4.84957	6.51708	69.18809	1.00000	5.34837	6.38490
0.37715	6.55432	3.67469	-15.37706	1144.21157	78.14797	6.16725	5.62323	15.45144	40.64998	62.02084	7.56779	7.33926	7.77392	48.55183	0.00000	5.62047	6.53393
0.09002	7.10426	6.85074	9.28045	1086.84815	37.92792	8.28373	5.85168	53.93361	36.30191	52.43349	6.48885	8.41393	5.90287	48.74265	0.00000	11.44762	9.31297
0.83413	6.88706	6.30694	14.85851	1176.34098	-25.66689	4.84530	7.15971	37.74615	51.89952	54.42064	8.80557	6.29327	5.89671	52.83586	0.00000	4.13014	8.64557
0.25209	6.58007	6.81381	15.19996	1087.87862	91.84128	7.11775	5.78916	22.83957	66.66242	66.53130	5.48879	6.54034	6.81670	31.97780	1.00000	10.07544	8.16972
0.32108	7.01511	7.38587	18.17621	1080.31874	89.20083	5.67300	6.16556	55.54028	59.73408	67.98008	7.08944	6.81208	6.18162	44.32074	0.00000	7.37416	5.97279
0.22787	8.46177	7.72039	7.05202	1197.87433	1.6	9.00691	8.39012	43.11667	52.10386	59.94686	5.88677	8.39587	8.60841	61.92804	1.00000	4.71078	3.98409
0.24872	8.24091	7.44120	12.18931	1156.94398	42.7125	7.02863	5.35601	11.15583	40.04459	69.09986	6.48905	5.26612	7.95581	69.71316	1.00000	10.18275	9.57946
0.36203	6.57066	6.54532	2.39257	1140.84245	137.5	3.43032	4.24545	34.9	55.14248	44.66277	7.75121	7.78092	6.70806	47.11998	0.00000	3.98820	10.17043
0.86849	6.62484	4.45316	22.04549	1118.15792	-120.93549	4.41132	9.33361	37.73604	28.79845	45.96941	8.92414	5.64853	6.48045	63.60292	0.00000	4.92128	9.34636
0.27953	5.87314	5.45530	23.62559	1095.91085	75.16878	4.23857	8.41275	30.81383	44.53724	54.66338	6.95551	6.21122	6.07197	24.79023	0.00000	8.05178	4.35348
0.12486	6.47089	9.18598	4.63609	1066.88351	103.61667	7.78311	6.99710	-1.6	69.21557	70.05650	6.13029	5.51003	6.73141	61.38213	1.00000	4.90217	4.75575
0.30893	4.74178	5.27266	9.25263	1185.02251	-9.24671	4.28587	5.36156	38.72706	53.12199	62.58373	7.23043	6.46802	6.86036	43.05850	0.00000	3.81786	10.38543
0.16002	4.14752	9.07693	2.15444	1194.33644	35.96944	5.11012	5.53582	56.03361	60.25387	45.36351	5.86291	5.56859	7.28998	63.24506	1.00000	10.79849	9.89821
0.30872	7.60592	9.53615	26.95565	1129.13285	0.30367	4.02715	5.31547	51.38673	46.83022	57.22574	7.10323	6.38141	7.24588	24.57198	1.00000	6.56386	9.34046
0.15144	4.94178	7.71830	6.34155	1055.48110	8.77155	5.34356	8.31339	50.23019	61.16702	32.48663	5.60210	6.13721	7.18627	54.48932	1.00000	9.01661	8.97753
23.38913	6.79394	1.63971	20.30587	1199.50336	-100.88023	7.34146	7.62684	20.21322	61.35251	64.21094	12.37225	6.89803	6.53762	44.10973	0.00000	8.61735	7.86951
1.57851	5.79823	2.62374	15.07727	1076.44816	86.51499	6.98663	5.43818	23.1959	67.05885	66.75245	9.57502	5.18750	5.21736	41.44010	0.00000	8.08244	6.54780
0.09557	5.99620	8.77921	12.48160	1082.18459	72.54064	9.05398	9.00352	31.82539	33.88123	46.39453	6.29231	7.59828	8.89339	28.01273	1.00000	5.10512	4.70754
5.42780	5.55115	7.48337	7.87540	1143.24359	69.01354	3.37598	6.60515	38.55632	62.58441	51.33307	10.88208	7.50995	4.22648	50.37305	0.00000	5.78431	8.09249
0.37028	7.79034	5.09937	8.20700	1108.44005	-88.64235	5.27153	6.67159	46.09273	53.49347	43.48633	8.08929	7.00023	7.06257	55.01780	0.00000	6.11938	6.00455
