revision	code	latitude	longitude	QoS	station
2014-04-20	MY	1.6561	103.6032	maintenance	Kulai
08/13/2018, 00:00:00	TZ	-4.06667	37.73333	excellent	Same
26 Jul 2021	GB	55.82737	-4.0573	maintenance	Viewpark
03/10/2021, 00:00:00	TZ	-6.8	39.25	building	Magomeni
09/22/2017, 00:00:00	GB	52.66277	-2.01111	excellent	Great Wyrley
2017-02-04	DZ	36.06386	4.62744	good	El Achir
03/12/2017, 00:00:00	AU	-37.9	145.18333	good	Wheelers Hill
20 Nov 2017	US	40.81	-73.9625	excellent	Morningside Heights
2020-11-27	UA	46.75451	33.34864	building	Nova Kakhovka
2013-10-13	US	40.34912	-111.90466	building	Saratoga Springs
2022/01/10	TZ	-4.06667	37.73333	excellent	Same
2016/06/30	IE	53.43333	-7.95	good	Athlone
2021-03-14	NZ	-38.65333	178.00417	excellent	Gisborne
01/21/2013, 00:00:00	HN	15.48131	-86.57415	average	Olanchito
2018/02/15	US	45.0408	-93.263	accep	Columbia Heights
2017-06-02	PH	6.95194	121.96361	building	Recodo
23 Apr 2018	US	27.71809	-82.35176	building	Sun City Center
2014-10-12	AZ	38.45598	48.87498	excellent	Astara
2022/03/22	US	42.4251	-71.06616	good	Malden
06/30/2019, 00:00:00	UG	3.02013	30.91105	average	Arua
26 Apr 2022	BR	-28.81833	-52.51028	accep	Soledade
23 Jun 2019	RU	57.30185	39.85331	average	Gavrilov-Yam
08/10/2016, 00:00:00	NG	7.62789	4.74161	excellent	Ilesa
2022/01/26	SY	35.95664	36.7138	maintenance	Binnish
2020-08-09	AF	36.21544	65.93249	accep	Sar-e Pul
28 Apr 2022	PE	-15.21194	-75.11028	good	Minas de Marcona
04/06/2018, 00:00:00	ES	40.42386	-3.53261	accep	San Fernando de Henares
08/13/2015, 00:00:00	US	42.58342	-71.8023	building	Fitchburg
16 Jul 2015	AR	-31.4488	-60.93173	maintenance	Esperanza
15 Jan 2019	PG	-5.85746	144.23058	excellent	Mount Hagen
2020/05/30	IT	45.53069	9.40531	accep	Gorgonzola
11 Feb 2021	IT	40.92298	14.30935	excellent	Afragola
2022/07/17	IN	14.46693	75.92694	maintenance	Davangere
2014-11-10	IN	10.12268	77.54372	good	Periyakulam
09/02/2013, 00:00:00	IE	53.53333	-7.35	maintenance	An Muileann gCearr
2013/04/21	US	42.24113	-88.3162	good	Crystal Lake
04/24/2014, 00:00:00	LY	24.96334	10.18003	accep	Ghat
2014-12-30	US	37.60876	-77.37331	average	Mechanicsville
2014-04-05	RU	60.97944	76.92421	accep	Izluchinsk
19 Mar 2016	US	34.25807	-88.70464	excellent	Tupelo
01/21/2013, 00:00:00	US	43.54072	-116.56346	accep	Nampa
10/29/2021, 00:00:00	GB	51.84819	1.26738	accep	Walton-on-the-Naze
02/02/2018, 00:00:00	US	39.09112	-94.41551	good	Independence
2015/04/14	BY	52.4089	31.3237	accep	Dobrush
2014-06-21	BR	-21.205	-41.88778	building	Itaperuna
2012/12/28	BR	-22.53722	-42.98194	maintenance	Guapimirim
2013/03/10	EC	-2.90055	-79.00453	average	Cuenca
10/27/2016, 00:00:00	DE	48.07667	8.64409	average	Trossingen
2021/12/16	IT	40.87329	14.43865	maintenance	Somma Vesuviana
05/05/2015, 00:00:00	IR	33.86419	48.26258	excellent	Aleshtar
05/22/2014, 00:00:00	IT	44.59445	11.04979	good	Castelfranco Emilia
2017/06/14	RU	50.06	43.2379	maintenance	Mikhaylovka
11/19/2020, 00:00:00	MA	34.31	-2.16	good	Jerada
2017-04-14	CU	22.98212	-80.58556	building	Corralillo
2016-09-05	CN	45.35	126.28333	average	Shuangcheng
2019/03/30	DE	50.09019	8.4493	good	Hofheim am Taunus
04 Feb 2016	RU	59.80917	30.38167	average	Shushary
24 Apr 2022	JP	35	136.51667	average	Komono
17 Nov 2017	UA	47.56494	31.33078	accep	Voznesensk
04/03/2015, 00:00:00	NG	12.74482	4.52514	average	Argungu
09 Dec 2012	CN	41.27194	123.17306	good	Liaoyang
12 Dec 2014	RU	55.62047	37.49338	excellent	Tyoply Stan
2020/09/26	CN	37.30553	120.82747	maintenance	Zhuangyuan
2019-10-28	AF	36.21544	65.93249	accep	Sar-e Pul
2012-10-18	US	40.5576	-74.28459	building	Woodbridge
15 May 2014	AR	-34.64966	-58.38341	good	Barracas
2014/05/13	BR	-8.28333	-35.03333	good	Cabo
12/15/2014, 00:00:00	GN	9.535	-13.68778	maintenance	Camayenne
05 Apr 2013	US	32.35126	-95.30106	maintenance	Tyler
04 May 2020	IQ	32.61603	44.02488	maintenance	Karbala
06/07/2015, 00:00:00	PL	50.5107	18.30056	building	Strzelce Opolskie
2021/07/09	DE	52.86147	9.5926	good	Walsrode
2022-01-25	CN	36.81667	117.81667	accep	Zhoucun
2013/04/04	US	20.88953	-156.47432	average	Kahului
2018/11/20	ES	38.38479	-0.76773	average	Novelda
2018-02-07	BR	-3.20333	-52.20639	average	Altamira
07/21/2022, 00:00:00	MX	19.32932	-98.1664	good	Contla
03/01/2022, 00:00:00	IN	17.34769	78.55757	building	Lal Bahadur Nagar
2016-08-25	DE	52.2	8.63333	excellent	Kirchlengern
2014/01/05	US	39.00622	-77.4286	building	Sterling
2020/04/01	JP	43.82634	144.09638	average	Motomachi
2020/09/27	BR	-11.48472	-37.93278	excellent	Rio Real
2015-05-09	FI	65.84811	24.14662	excellent	Tornio
21 Jan 2020	EC	-2.13404	-79.59415	building	Milagro
2015-03-26	AR	-27.4338	-65.61427	accep	Aguilares
12 Jul 2013	US	36.61033	-88.31476	excellent	Murray
19 Feb 2015	US	39.71734	-74.96933	average	Sicklerville
11/18/2018, 00:00:00	FR	49.28669	1.00288	building	Elbeuf
19 Jan 2016	CR	9.92787	-84.13722	average	San Rafael
2021/07/26	RU	60.97944	76.92421	average	Izluchinsk
05 Jan 2021	DK	55.67938	12.53463	building	Frederiksberg
10/13/2012, 00:00:00	US	39.08367	-84.50855	good	Covington
05 May 2019	AZ	38.45598	48.87498	average	Astara
13 Jun 2016	CN	34.86472	117.55417	good	Zaozhuang
06/10/2015, 00:00:00	CN	30.24706	115.04814	accep	Huangshi
2021/06/20	VE	9.91861	-68.30472	excellent	Tinaquillo
2014/06/30	IN	12.95629	78.27539	maintenance	Robertsonpet
2014/02/27	TR	38.37255	34.02537	maintenance	Aksaray
2017-02-23	IN	22.88783	84.13864	maintenance	Jashpurnagar
03 Jun 2020	IN	21.59983	71.21169	maintenance	Amreli
2018/04/02	NG	12.74482	4.52514	excellent	Argungu
2015/10/31	ID	3.7278	98.6738	maintenance	Labuhan Deli
2018/05/03	TH	15.79408	104.1451	good	Yasothon
05/23/2015, 00:00:00	BR	-22.97056	-46.99583	maintenance	Valinhos
18 Nov 2021	US	33.50921	-111.89903	maintenance	Scottsdale
04/25/2013, 00:00:00	BR	-12.91667	-39.25	average	Muritiba
2020-01-30	BR	-28.44917	-52.2	average	Marau
03/06/2022, 00:00:00	UG	3.27833	32.88667	accep	Kitgum
09/18/2015, 00:00:00	US	33.7207	-116.21677	accep	Indio
08/19/2013, 00:00:00	RU	53.53395	33.72798	accep	Zhukovka
2018/03/11	AU	-34.28853	146.05093	building	Griffith
2017-01-24	US	37.73604	-120.93549	average	Riverbank
2020-04-01	IN	34.08565	74.80555	average	Srinagar
26 Sep 2016	AR	-34.64966	-58.38341	excellent	Barracas
21 Sep 2013	IN	29.22254	79.5286	maintenance	Haldwani
02 Nov 2012	ET	6.03333	37.55	accep	Arba Minch
2021-05-27	FI	60.2052	24.6522	good	Espoo
2022-07-11	FR	48.77644	2.29026	average	Sceaux
2020-03-15	AT	48.25	16.4	good	Floridsdorf
2016-05-26	US	26.18924	-98.15529	building	San Juan
2015/12/15	IT	45.50369	11.412	average	Montecchio Maggiore-Alte Ceccato
2021/09/13	YE	14.53767	46.83187	average	Ataq
28 Jul 2019	IN	21.53889	71.57737	accep	Gariadhar
29 Dec 2016	US	33.52253	-117.70755	good	Laguna Niguel
2019/06/28	IN	30.21121	74.4818	excellent	Malaut
23 Nov 2012	RU	55.64776	38.02486	maintenance	Malakhovka
2015-09-14	BR	-8.66667	-35.71667	average	Catende
2021-05-29	PA	9.15093	-79.62098	average	Chilibre
10/04/2012, 00:00:00	IN	15.45144	78.14797	average	Betamcherla
2021/08/15	CN	41.94175	123.50266	good	Hushitai
2013/01/23	ID	-7.81667	112.01667	good	Kediri
02/06/2022, 00:00:00	MK	42	21.32778	excellent	Saraj
07/04/2021, 00:00:00	JP	36.65	138.31667	accep	Suzaka
2014-03-16	NI	11.84962	-86.19903	accep	Jinotepe
07/30/2017, 00:00:00	TH	13.8196	100.04427	accep	Nakhon Pathom
2015-07-09	HT	18.65297	-72.09391	average	Thomazeau
2016/02/23	US	33.08014	-83.2321	excellent	Milledgeville
2016/04/10	IN	25.75728	75.37991	accep	Deoli
2019-04-24	FR	48.98693	2.44892	building	Gonesse
07/20/2017, 00:00:00	DE	48.52961	12.16179	average	Landshut
05 Jul 2014	UA	45.99194	29.41824	accep	Artsyz
2021-03-17	TJ	38.55632	69.01354	good	Vahdat
2022-07-04	RU	55.63711	37.38115	accep	Solntsevo
2012/12/04	MX	19.64745	-102.04897	excellent	Paracho de Verduzco
23 Oct 2020	RU	53.93361	37.92792	accep	Kireyevsk
2020-08-03	BE	50.71229	4.52529	average	Rixensart
01/26/2014, 00:00:00	CN	33.78333	114.51667	excellent	Wacheng
31 May 2021	IN	10.10649	76.35484	excellent	Alwaye
26 Dec 2021	PL	54.60528	18.34717	average	Reda
2018/03/31	US	33.7207	-116.21677	building	Indio
11/01/2019, 00:00:00	CD	-4.5833	15.16554	accep	Kasangulu
2013/08/27	NL	51.95838	4.47124	excellent	Schiebroek
01/21/2015, 00:00:00	CH	47.30997	8.52462	accep	Adliswil
2020-01-08	BG	43.4125	23.225	average	Montana
2017-08-15	CN	23.29549	113.82465	accep	Licheng
2020-07-04	ES	41.91738	3.1631	excellent	Palafrugell
2019-01-29	IL	31.92923	34.86563	accep	Ramla
07 Sep 2013	US	40.60538	-73.75513	average	Far Rockaway
2017/04/17	IT	45.9836	12.70038	excellent	Cordenons
01/10/2021, 00:00:00	JP	34.61667	135.6	excellent	Yao
2013-12-29	PH	16.0438	120.4861	good	Manaoag
12/23/2013, 00:00:00	RU	58.63667	59.80222	accep	Lesnoy
2018/10/06	RW	-1.9487	30.4347	average	Rwamagana
04/09/2015, 00:00:00	DE	50.9803	11.32903	accep	Weimar
22 Feb 2019	US	40.34912	-111.90466	good	Saratoga Springs
2013-09-06	ES	38.96667	-0.18333	good	Gandia
2014-10-03	IT	45.39402	9.29109	accep	San Giuliano Milanese
2017/02/24	RU	55.54028	89.20083	average	Sharypovo
2013-01-26	US	33.54428	-84.23381	average	Stockbridge
2017-12-15	MY	1.6	103.81667	excellent	Ulu Tiram
18 May 2013	TN	36.08497	9.37082	accep	Siliana
30 Apr 2022	TR	40.98894	28.67582	accep	Yakuplu
2017-04-29	SO	-0.35817	42.54536	average	Kismayo
2021-10-11	HN	15.48131	-86.57415	good	Olanchito
2016-06-13	US	41.47892	-87.45476	accep	Schererville
2014-06-03	JP	35.8	137.23333	good	Gero
2017/01/29	US	36.06523	-119.01677	average	Porterville
08 Mar 2018	ES	41.41204	2.18247	good	el Camp de l'Arpa del Clot
2019/05/26	TR	39.22493	42.85693	good	Patnos
12/03/2017, 00:00:00	US	39.43534	-84.20299	accep	Lebanon
07/08/2017, 00:00:00	CN	37.73222	115.70111	good	Hengshui
2021/05/21	US	41.27621	-72.86843	good	East Haven
04 Dec 2020	US	47.76232	-122.2054	good	Bothell
24 Sep 2019	KE	0.46005	34.11169	maintenance	Busia
05/17/2021, 00:00:00	MX	21.28306	-89.66123	excellent	Progreso
12/13/2012, 00:00:00	BR	-22.57306	-47.1725	maintenance	Artur Nogueira
08/08/2020, 00:00:00	US	42.16808	-88.42814	accep	Huntley
2018-09-05	MX	20.21322	-100.88023	average	Salvatierra
04 Oct 2019	PH	14.14989	121.3152	average	Calauan
08/03/2018, 00:00:00	FI	65.84811	24.14662	good	Tornio
28 Aug 2020	LY	24.96334	10.18003	good	Ghat
02/05/2017, 00:00:00	TH	14.64056	104.64992	maitennce	Kantharalak
02 May 2021	US	26.68451	-80.66756	excellent	Belle Glade
14 Nov 2019	IT	36.92574	14.72443	accep	Ragusa
01/13/2015, 00:00:00	BR	-22.53722	-42.98194	excellent	Guapimirim
2021/11/09	PH	14.14989	121.3152	good	Calauan
2021/03/21	IN	29.22254	79.5286	average	Haldwani
07 Feb 2013	US	40.72371	-73.95097	good	Greenpoint
08 Apr 2015	AU	-32.05251	115.88782	accep	Willetton
2019-06-28	NG	6.45407	3.39467	excellent	Lagos
2020/05/13	TR	37.05944	37.3825	maintenance	Gaziantep
2021/11/22	DE	52.86147	9.5926	accep	Walsrode
2019-08-16	TD	12.18441	18.69303	accep	Mongo
07/03/2020, 00:00:00	PH	10.7375	122.9666	acceptable	Talisay
2013/08/23	DE	50.80019	7.20769	good	Siegburg
2015/08/20	CN	35.50056	117.63083	average	Pingyi
2022/06/11	US	29.84576	-90.10674	accep	Estelle
2021-11-09	US	47.38093	-122.23484	average	Kent
2017-07-29	TH	15.79408	104.1451	excellent	Yasothon
18 Jul 2019	RU	61.78491	34.34691	excellent	Petrozavodsk
03 Jan 2021	MZ	-23.85972	35.34722	building	Maxixe
2016-12-22	RU	42.819	47.1192	average	Buynaksk
2016/01/04	GB	52.41667	0.75	excellent	Thetford
2021-01-10	RU	56.9083	60.8019	average	Beryozovsky
2015-06-12	US	33.45122	-86.99666	building	Hueytown
2014/10/15	TJ	38.55632	69.01354	accep	Vahdat
2014/08/18	IT	44.89784	8.86374	average	Tortona
2021/01/07	US	42.55308	-87.93341	average	Pleasant Prairie
06/29/2014, 00:00:00	IN	9.82564	78.25795	good	Tiruppuvanam
2014-01-28	GB	51.40148	-1.32471	average	Newbury
25 Oct 2014	US	45.49428	-122.86705	accep	Aloha
2015-06-02	JP	34.81667	137.4	good	Toyokawa
2014-11-05	GB	53.7446	-0.33525	accep	Kingston upon Hull
22 Jun 2020	US	41.72059	-87.70172	excellent	Evergreen Park
2015/05/12	FR	48	-4.1	building	Quimper
23 Nov 2016	JP	34.25	135.31667	average	Iwade
07 Nov 2012	NE	13.70727	9.15013	accep	Mirriah
30 Jan 2022	BR	-23.7975	-48.59278	good	Buri
11/01/2020, 00:00:00	IN	23.1959	86.51499	excellent	Kenda
2016-11-30	ML	12.74409	-8.07257	excellent	Kati
2021-10-21	AR	-54.8	-68.3	excellent	Ushuaia
11 Jan 2022	SO	-0.35817	42.54536	maintenance	Kismayo
09/25/2019, 00:00:00	DE	52.4581	13.28702	good	Dahlem
2015-03-08	US	47.92526	-97.03285	excellent	Grand Forks
05/28/2016, 00:00:00	US	34.14251	-118.25508	accep	Glendale
2016/07/11	FR	48.90472	2.2469	building	La Garenne-Colombes
2012-12-08	ID	-8.43333	114.33333	excellent	Muncar
2013-04-14	CN	46.51872	86.00214	good	Hoxtolgay
2021/03/25	FR	48.77644	2.29026	excellent	Sceaux
2014/12/14	IN	12.1277	78.15794	excellent	Dharmapuri
2021/02/05	CA	45.4473	-73.75335	accep	Dorval
2021-03-29	IT	38.07789	13.44275	good	Villabate
2018/04/14	RU	53.53395	33.72798	good	Zhukovka
2018/10/12	JM	18.00747	-76.78319	good	New Kingston
2021-01-05	US	39.08367	-84.50855	accep	Covington
2021/03/26	IN	26.76628	83.36889	excellent	Gorakhpur
04 Mar 2015	IN	10.10649	76.35484	accep	Alwaye
2012-10-21	IT	37.49223	15.07041	maintenance	Catania
22 Jan 2019	IT	41.72063	12.6723	maitennce	Ariccia
2020-04-26	NG	6.15038	6.83042	average	Nkpor
02/23/2014, 00:00:00	UA	50.18545	27.06365	accep	Shepetivka
06/19/2014, 00:00:00	IN	27.9247	78.40102	average	Chharra
05/04/2018, 00:00:00	US	40.56754	-89.64066	good	Pekin
12 May 2016	BR	-20.25333	-43.80139	maintenance	Itabirito
03/12/2021, 00:00:00	US	39.72943	-104.83192	building	Aurora
02/24/2013, 00:00:00	RU	58.23583	92.48278	building	Lesosibirsk
15 Jul 2020	CZ	50.50301	13.63617	excellent	Most
05/23/2017, 00:00:00	GB	50.11861	-5.53715	accep	Penzance
25 Apr 2022	PH	10.13361	124.84472	accep	Maasin
09/04/2014, 00:00:00	GB	53.7446	-0.33525	accep	Kingston upon Hull
31 Oct 2019	DE	49.03685	8.70745	excellent	Bretten
2017-10-28	CI	5.27247	-3.59625	excellent	Bonoua
2021-06-22	IN	22.88783	84.13864	excellent	Jashpurnagar
2018/08/23	JP	35.06667	135.21667	average	Sasayama
16 Oct 2014	PH	10.7375	122.9666	good	Talisay
2016-04-05	RU	54.90083	38.07083	accep	Stupino
2022-05-16	IT	40.72586	8.55552	excellent	Sassari
11/29/2020, 00:00:00	GB	51.78967	1.15597	good	Clacton-on-Sea
06/02/2019, 00:00:00	BR	-14.66463	-52.35558	excellent	Nova Xavantina
2016-03-23	US	41.57721	-93.71133	average	West Des Moines
16 Feb 2016	US	34.63915	-120.45794	good	Lompoc
2014-09-21	CF	4.94273	15.87735	building	Carnot
03 Feb 2013	CG	-4.26613	15.28318	average	Brazzaville
2019/10/19	IN	10.10649	76.35484	building	Alwaye
03/11/2020, 00:00:00	ES	38.10558	-1.86343	accep	Caravaca
03 Dec 2018	TR	40.37528	28.88222	good	Mudanya
2014/12/23	FR	48.77644	2.29026	good	Sceaux
12/20/2015, 00:00:00	US	42.24113	-88.3162	excellent	Crystal Lake
24 Nov 2016	IN	12.04161	75.35927	accep	Talipparamba
06/17/2016, 00:00:00	RU	64.5635	39.8302	good	Severodvinsk
2017-08-03	CA	43.86682	-79.2663	average	Markham
03/16/2018, 00:00:00	RU	56.11281	69.49015	average	Ishim
26 Dec 2018	UA	46.75451	33.34864	average	Nova Kakhovka
08/01/2022, 00:00:00	JP	34.81667	137.4	average	Toyokawa
2022/09/18	VE	10.22677	-67.33122	average	La Victoria
07/07/2017, 00:00:00	TR	38.37255	34.02537	average	Aksaray
2015/07/26	US	42.97086	-82.42491	accep	Port Huron
2015/10/23	IT	43.62558	13.39954	good	Falconara Marittima
2015/12/21	FR	48.98333	2.61667	average	Mitry-Mory
03/13/2013, 00:00:00	NL	52.26083	7.00417	good	Losser
2017-06-23	GB	52.48173	-2.12139	excellent	Brierley Hill
2014/09/07	FR	43.11667	1.6	maintenance	Pamiers
2016-01-07	PH	9.6531	124.3697	average	Jagna
2013/10/05	IT	41.72063	12.6723	average	Ariccia
10 Feb 2022	ID	-7.0981	109.3243	average	Randudongkal
2022-01-27	US	38.58894	-89.99038	average	Fairview Heights
2020/02/22	CN	30.24706	115.04814	accep	Huangshi
2018/11/27	IN	10.10649	76.35484	maintenance	Alwaye
08 Oct 2021	US	36.91023	-121.75689	excellent	Watsonville
17 Nov 2014	AT	48.25	16.4	excellent	Floridsdorf
2016/02/19	CZ	50.23271	12.87117	good	Karlovy Vary
2016-04-21	PH	10.13361	124.84472	accep	Maasin
08/09/2020, 00:00:00	US	39.00622	-77.4286	excellent	Sterling
2019-11-03	BR	-17.74431	-48.62789	building	Caldas Novas
11 Mar 2015	DE	50.23019	8.77155	accep	Karben
2020-06-29	BE	50.88506	4.07601	accep	Denderleeuw
09/16/2014, 00:00:00	IT	43.1122	12.38878	good	Perugia
2019-10-18	MX	17.94979	-94.91386	average	Acayucan
19 Jul 2013	BR	-10.91111	-37.07167	good	Aracaju
2014-08-29	IN	26.76628	83.36889	average	Gorakhpur
11/20/2012, 00:00:00	IN	11.93381	79.82979	accep	Puducherry
30 Jan 2014	GB	51.78967	1.15597	average	Clacton-on-Sea
09 Mar 2022	IN	26.11527	86.59509	good	Supaul
30 Jun 2022	US	40.68066	-73.47429	good	Massapequa
2013-06-06	CN	23.02677	113.13148	excellent	Foshan
2013/01/20	CN	45.75279	130.57211	maintenance	Boli
2013-10-31	PT	41.1053	-7.32097	average	Custoias
13 Mar 2014	CN	27.92333	118.53333	maintenance	Pucheng
2022-05-19	JP	34.4833	136.84186	good	Toba
11 Jan 2020	KH	13.65805	102.56365	excellent	Paoy Paet
2018/11/09	GB	51.26	-2.1875	accep	Westbury
01/23/2015, 00:00:00	IN	31.28092	74.85849	maintenance	Patti
20 Apr 2016	BE	51.21187	4.25633	average	Beveren
2019/01/11	US	45.16024	-93.08883	good	Lino Lakes
2019/05/05	MY	4.88441	101.96857	building	Gua Musang
2021-02-21	ID	-6.48167	106.85417	average	Cibinong
09/22/2015, 00:00:00	KR	36.20389	127.08472	accep	Nonsan
2020/04/10	CN	38.40917	112.73333	accep	Xinzhou
2018/09/14	US	31.76212	-95.63079	accep	Palestine
07/14/2018, 00:00:00	IN	33.37526	74.3092	building	Rajaori
2014-07-01	FR	48.98994	2.1699	excellent	Herblay
12/12/2017, 00:00:00	US	43.1009	-75.23266	excellent	Utica
2013/12/31	CU	20.14298	-77.43532	accep	Media Luna
2021-05-21	BR	-22.92306	-53.13722	excellent	Loanda
2018/03/01	US	39.32288	-76.72803	maintenance	Woodlawn
2014/11/08	TJ	38.55632	69.01354	accep	Vahdat
2017/08/07	JP	35.815	139.6853	excellent	Shimotoda
2015-08-31	FR	43.11667	1.6	accep	Pamiers
27 Dec 2014	CN	45.35	126.28333	accep	Shuangcheng
17 Aug 2015	JP	33.3213	130.94098	building	Hita
07/05/2021, 00:00:00	IL	31.39547	34.75699	average	Rahat
2016/03/22	KZ	44.85278	65.50917	excellent	Kyzylorda
2022/05/12	GB	53.69786	-2.68758	good	Leyland
2013/10/18	PK	32.87533	71.57118	maintenance	Daud Khel
2021-06-01	IN	28.92694	78.23456	good	Bachhraon
10/20/2017, 00:00:00	CN	34.56861	105.89333	maitennce	Beidao
02/03/2021, 00:00:00	US	39.00622	-77.4286	accep	Sterling
2015-08-03	JP	36.75965	137.36215	good	Namerikawa
03/22/2018, 00:00:00	TH	15.46063	99.89166	good	Thap Than
2019-02-01	BY	55.1904	30.2049	average	Vitebsk
10/18/2014, 00:00:00	RU	55.85	37.56667	maitennce	Likhobory
2015/12/24	BE	50.74497	3.20639	accep	Mouscron
2016-03-15	FR	43.11667	1.6	good	Pamiers
2022-03-31	RU	43.35071	46.10925	building	Gudermes
2021-02-20	IT	45.9836	12.70038	average	Cordenons
26 Dec 2016	NL	52.71083	5.74861	excellent	Emmeloord
06/22/2021, 00:00:00	XK	42.62833	20.89389	accep	Glogovac
01/25/2019, 00:00:00	TR	39.12074	27.18052	accep	Bergama
26 Feb 2018	ET	11.85	38.01667	excellent	Debre Tabor
2019/07/29	CN	45.35	126.28333	accep	Shuangcheng
05/22/2021, 00:00:00	BR	-10.91111	-37.07167	accep	Aracaju
15 Jan 2015	US	42.16808	-88.42814	good	Huntley
11/04/2015, 00:00:00	US	31.12406	-97.90308	accep	Copperas Cove
05/06/2020, 00:00:00	GB	53.49389	-1.29243	maintenance	Mexborough
2015-03-28	ES	38.38479	-0.76773	accep	Novelda
04/20/2021, 00:00:00	RU	60.02427	30.28491	average	Kolomyagi
06 Dec 2016	PH	6.95194	121.96361	excellent	Recodo
11/29/2015, 00:00:00	RU	53.77166	38.12408	accep	Bogoroditsk
12/06/2021, 00:00:00	PH	16.455	120.5875	excellent	La Trinidad
17 Apr 2019	SO	9.89206	43.38531	accep	Baki
07/11/2014, 00:00:00	US	33.45122	-86.99666	excellent	Hueytown
2014-05-03	US	30.5427	-97.54667	good	Hutto
2015-09-18	CA	45.4473	-73.75335	average	Dorval
2018/06/14	PK	30.46907	70.96699	average	Kot Addu
08/23/2022, 00:00:00	GB	53.19146	-2.52398	average	Winsford
2015/02/03	CN	23.29549	113.82465	excellent	Licheng
2012/11/28	IT	44.59445	11.04979	accep	Castelfranco Emilia
22 May 2014	BR	-22.92306	-53.13722	good	Loanda
04/16/2021, 00:00:00	EC	-2.90055	-79.00453	excellent	Cuenca
16 Dec 2014	FR	50.75	2.25	excellent	Saint-Omer
2021-05-09	US	39.72943	-104.83192	accep	Aurora
10 Nov 2016	US	41.84364	-87.71255	excellent	South Lawndale
2014/03/05	US	47.92526	-97.03285	maintenance	Grand Forks
2013-08-31	US	46.09273	-88.64235	good	Iron River
2013/08/28	MX	19.8173	-97.35992	excellent	Teziutlan
2015/05/11	US	43.1009	-75.23266	building	Utica
12/02/2013, 00:00:00	JP	43.82634	144.09638	good	Motomachi
04/08/2021, 00:00:00	MX	17.94979	-94.91386	excellent	Acayucan
2020/05/12	DE	51.20219	7.36027	good	Radevormwald
03/15/2019, 00:00:00	AU	-25.54073	152.70493	good	Maryborough
10/24/2017, 00:00:00	PT	41.20485	-8.33147	excellent	Paredes
12/02/2017, 00:00:00	IN	12.04161	75.35927	excellent	Talipparamba
2019/09/27	JP	35.8	137.23333	good	Gero
2020-03-24	IT	37.51803	15.00913	good	Misterbianco
2022-04-23	RU	43.35071	46.10925	good	Gudermes
2018/08/31	JP	35.8	137.23333	good	Gero
2021-08-07	PK	31.82539	72.54064	accep	Sillanwali
2017/05/01	US	40.81	-73.9625	good	Morningside Heights
2019-06-07	RU	65.93381	111.4834	accep	Aykhal
11/17/2012, 00:00:00	JP	35.8	137.23333	good	Gero
15 Aug 2019	AM	40.49748	44.7662	average	Hrazdan
2020-01-10	RU	55.38752	36.73307	maintenance	Naro-Fominsk
10/31/2016, 00:00:00	US	39.43534	-84.20299	building	Lebanon
2018/10/09	US	41.50343	-74.01042	accep	Newburgh
2018-08-23	IT	43.1122	12.38878	average	Perugia
24 Dec 2021	TH	15.58552	102.42587	excellent	Bua Yai
04/11/2022, 00:00:00	US	39.78504	-85.76942	building	Greenfield
06/08/2013, 00:00:00	BE	51.24197	4.82313	average	Lille
2021/12/10	JP	35.48199	137.02166	accep	Minokamo
2020-02-09	AR	-34.64167	-60.47389	good	Chacabuco
02/19/2020, 00:00:00	IN	31.28092	74.85849	good	Patti
07/19/2013, 00:00:00	KR	36.20389	127.08472	accep	Nonsan
2016/07/10	BE	50.74497	3.20639	good	Mouscron
2020/11/01	VE	9.91861	-68.30472	accep	Tinaquillo
2017-04-02	UA	50.18545	27.06365	average	Shepetivka
2020-07-28	JP	36	139.55722	accep	Okegawa
2015/01/12	PT	41.20485	-8.33147	building	Paredes
2020/10/11	ID	-6.91806	106.92667	average	Sukabumi
01/24/2018, 00:00:00	AR	-27.4338	-65.61427	accep	Aguilares
15 Mar 2014	ID	-1.26424	104.09701	good	Simpang
11/20/2021, 00:00:00	PT	37.74615	-25.66689	maintenance	Ponta Delgada
2022-02-25	GB	51.38673	0.30367	good	Hartley
2015-05-27	MA	33.42585	-6.00137	maintenance	Oulmes
12/09/2021, 00:00:00	US	41.57721	-93.71133	accep	West Des Moines
08 Aug 2022	ES	43.31667	-2.68333	good	Gernika-Lumo
2021/09/10	DE	51.04962	12.1369	maintenance	Zeitz
11/28/2020, 00:00:00	JP	39.46667	141.95	building	Yamada
2022/02/11	IT	41.72063	12.6723	excellent	Ariccia
2015/03/17	PH	10.7375	122.9666	accep	Talisay
14 Apr 2017	PR	18.03496	-66.8499	average	Yauco
2018/09/28	US	41.50343	-74.01042	excellent	Newburgh
2022/05/27	PH	6.33444	124.95278	accep	Tupi
02/09/2015, 00:00:00	MX	20.21322	-100.88023	accep	Salvatierra
2020-10-27	US	30.5427	-97.54667	accep	Hutto
2020/12/30	ES	38.10558	-1.86343	building	Caravaca
24 Sep 2015	KZ	43.41949	77.0202	good	Otegen Batyra
2016-06-05	DE	48.21644	9.02596	average	Albstadt
10 Mar 2014	IT	36.92574	14.72443	good	Ragusa
2020-08-13	TZ	-2.68333	33	good	Usagara
2013/12/22	US	34.25807	-88.70464	building	Tupelo
10 Aug 2021	ID	-6.8048	110.8405	average	Kudus
26 Dec 2021	IN	30.81383	75.16878	good	Moga
