TEMP	O3	CO	CH4	NH3	C2H3NO5	warning	PAHs	H2CO	NOx	CFCs	PRES	Pb	longitude	PM10	PM2.5	SO2	latitude
8.96007	8.64178	6.94887	8.56303	5.25224	0.12579	1.00000	9.32737	43.48267	8.79107	63.13126	1140.00419	43.82171	107.60389	7.59534	7.32962	6.54405	-7.01833
2.24962	7.89209	8.06895	8.56971	7.53080	1.39337	1.00000	7.64061	35.96137	8.66944	52.70662	1085.72476	48.00611	-99.32556	10.64579	6.68290	6.34010	19.32889
10.60847	7.15086	6.33105	5.40879	3.71726	0.31295	0.00000	7.20305	56.17014	4.34579	41.52788	1177.78104	68.62490	124.84472	9.04004	5.99067	8.21511	10.13361
16.77991	5.77319	7.82333	6.90853	4.56708	0.08061	1.00000	8.64167	52.77916	8.68051	62.15474	1074.16539	53.60306	-74.28459	7.21829	7.16453	6.67633	40.5576
23.57744	9.28379	8.40982	7.14862	9.03485	0.56515	1.00000	6.93420	35.52330	9.65444	45.67046	1086.02317	44.80700	72.68533	9.70610	6.51162	7.32359	22.75218
18.22271	9.78335	8.16256	6.79566	7.48670	1.03718	1.00000	8.55784	33.92879	9.99147	59.87239	1130.41264	40.72067	-15.58602	10.32398	6.58479	6.90685	27.76056
15.76910	7.28637	6.27314	6.48633	5.99734	0.09621	0.00000	8.30912	56.76613	5.95205	54.96096	1144.12671	47.90020	12.84052		6.79195	7.07300	45.78071
11.89868	10.37759	8.79694	5.16670	8.30647	0.68832	1.00000	5.05712	50.47017	7.43609	52.27229	1064.64763	44.97629	9.15214	9.91893	5.69976	7.01353	49.97704
17.28748	7.94770	8.20641	5.91197	4.97089	0.33005	1.00000	8.47764	55.33560	10.64731	59.82992	1084.63943	52.19813	71.30633	9.05268	7.96065		21.34222
15.00918	8.40095	9.23614	8.48489	9.71265	3.10999	1.00000	8.24198	55.60460	9.52394	41.07320	1166.76224	57.47209	145.13643	11.48098	5.58519	7.45814	-38.16604
14.76581	6.78191	6.83732	4.98121	9.08034	0.12847	1.00000	4.52684	60.58531	6.77816	84.15190	1078.45573	58.37310	76.92421	7.49179	7.41564	6.11739	60.97944
10.17825	8.70197	8.58619	10.59762	7.21790	0.33102	1.00000	7.96396	48.92310	7.07108	35.98779	1080.36940	49.63087	-43.80139	9.16502	6.76534	6.07053	-20.25333
	6.65171	8.07985	3.98255	5.90413	0.09946	1.00000	6.84091	50.33859	4.91714	59.98274	1079.94087	41.82616	103.6032	7.30605	7.85731	6.57070	1.6561
20.02167	4.94041	7.58155	7.80539	10.30163	0.19912	0.00000	4.42620	39.39773	5.69252	53.45042	1167.40471	37.45602	16.50104	8.40987	7.02791	9.27519	41.24264
28.10686	10.62815	8.43938	6.48717	9.87882	8.91878	1.00000	7.53737	55.72983	9.63122	48.43815	1087.91090	53.00634	-50.19556	12.54170	6.20461	8.56326	-19.72806
18.08093	5.58420	7.96475	7.83742	9.36505	0.13091	0.00000	4.37087	25.72429	6.16793	61.20644	1117.44158	50.68981	-75.60804	7.63435	7.76695	6.96205	39.96097
21.98966	9.16546	7.54152	5.67289	8.51335	0.50286	1.00000	5.50302	59.92202	6.87656	44.45672	1139.92398	53.11310	100.24529	9.49138	8.65222	7.38153	5.4709
12.70000	9.26972	7.27759	4.96714	7.19989	0.07896	1.00000	2.54983	54.33729	5.62228	44.32464	1145.80754	40.19817	-0.45877	6.68128	7.53593	8.53474	46.32313
15.74416	5.95584	5.69066	7.63962	9.68870	0.18285	0.00000	6.63160	44.08733	6.35352	31.29972	1100.98774	42.45710	74.83554	8.36359	6.02595	7.21124	14.62072
18.14460	3.00085	6.50129	10.20012	10.44140	0.38395	0.00000	6.14658	46.90160	6.26520	56.50701	1104.32264	61.71982	31.33078	9.29647	6.20199	7.87551	47.56494
16.57841	7.19838	8.21708	6.38041	4.41166	0.06931	0.00000	7.70390	41.29484	3.79559	65.07713	1186.91159	39.24910	10.5511	6.98185	6.74220	7.50359	52.47774
37.68632	6.99209	7.52461	7.43977	10.44921	0.17729	1.00000	6.21476	45.40786	10.65593	44.38545	1179.83896	60.67264	120.57224	8.21797	6.27318	5.84619	15.72892
-11.39059	9.65180	7.86346	8.34530	7.16977	0.49938	1.00000	8.91521	49.28558	10.58480	61.78762	1160.90469	38.68447	26.97253	9.55358	7.26094	7.79824	49.65186
16.18293	9.63660	7.68268	6.01124	4.00225	0.70885	1.00000	9.39875	54.49911	10.95273	48.05524	1150.23100	47.95071	-41.25528	9.95953	7.04074	8.30960	-19.32556
22.14140	7.15494	7.68925	5.54705	6.46333	0.09740	0.00000	8.30586	55.81315	5.68093	46.42469	1057.23184	27.33782	-116.37697	6.92496	7.93202	7.36003	33.72255
6.61007		7.96027	9.26965	5.28807	0.13905	1.00000	6.58923	40.44066	7.75719	43.14131	1065.85282	62.60010	-41.88778	8.19139	6.85236	6.33086	-21.205
23.07045	8.82069	6.09641	6.79193	9.28258	0.62935	1.00000	5.78321	47.59506	6.96096	60.73786	1092.30795	44.01728	-82.4017	9.80973	8.01941	7.15509	23.0072
31.33357	5.61263	7.57707	8.47939	9.29676	3.17259	0.00000	7.16310	52.52566	5.44987	45.29830	1081.98946	46.36505	43.63417	11.49848	7.18724	7.36251	43.96222
28.14130	8.08485	6.93441	5.22819	9.91450	0.33126	1.00000	5.10536	34.43148	8.47560	46.65545	1085.57146	64.84681	-72.86843	9.12698	7.85931	7.69565	41.27621
8.89351	7.04998	7.35466	8.58757	6.70125	0.42064	1.00000	5.86517	46.21937	8.50758	60.06181	1080.07843	55.08629	12.70038	9.38129	5.92096	8.67628	45.9836
18.51276	6.21373	6.42720	8.15816	8.57180	0.39947	0.00000	7.06279	40.99646	6.32856	70.90855	1134.65388	71.68554	103.65309	9.31631	8.03826	7.14442	16.0567
17.95942	9.00156	7.12945	10.16589	7.27632	0.88237	1.00000	7.31979	39.85334	8.84952	49.39482	1111.82368	48.11897	53.47103	10.18867	8.66252	8.74832	54.48147
32.79233	6.77705	7.02329	3.58602	3.66587	0.38279	0.00000	7.25839	45.19360	2.60197	74.36464	1103.02665	58.10653	-84.23381	9.26299	6.79651	8.00507	33.54428
19.68138	6.92908	7.63792	6.40550	6.26166	0.06635	0.00000	9.28459	22.74352	5.73334	30.50196	1108.64168	68.83102	74.4818	6.19462	6.06871	7.72335	30.21121
15.59923	5.91442	8.56096	5.48620	6.48248	0.02719	0.00000	8.08175	65.42606	5.33962	44.10717	1063.60076	44.91803	19.91667	4.52312	7.74567	6.86252	-11.78333
20.54426	10.83421	6.93582	4.72782	7.93328	0.35427	1.00000	5.84827	53.92020	10.48741	51.90418	1091.19773	53.78155	117.55417	9.15751	8.50140	8.92654	34.86472
28.07930	9.93501	7.65181	6.58366	9.53520	1.64745	1.00000	6.63239	27.66427	9.76859	50.34658	1069.99742	51.44581	30.96755	10.82691	8.16396	6.40205	49.07866
26.99547	6.39939	7.83478	7.80771	8.23668	0.44732	0.00000	6.40286	48.72801	5.21332	41.37180	1087.81705	84.08827	-76.99081	9.39267	7.28573	6.15916	38.96372
3.68016	8.48634	6.23309	9.47570	5.53061	0.26048	1.00000	7.40773	39.47172	8.44872	41.13879	1191.35026	43.02619	-83.55521	8.83280	6.56743	9.35123	41.66394
13.34440	8.96853	7.44800	5.54771	9.61406	0.90385	1.00000	6.72903	46.98299	9.18647	50.99422	1098.38530	52.49946	-1.98956	10.18184	6.14727	7.99296	5.30383
27.92914	4.09617	7.57372	8.54674	10.57057	0.36396	0.00000	5.26597	47.50813	6.28725	34.26325	1140.20015	58.87978	15.16554	9.24898	8.89839	6.17721	-4.5833
15.13841	7.99680	9.85891	6.69203	6.58668	0.31657	0.00000	8.15406	47.74812	7.98030	39.23646	1174.50280	42.98141	8.77069	8.97063	8.42897	7.91825	50.80904
10.66934	10.82830	4.81714	4.15533	8.00802	0.20817	1.00000	2.97856	26.86123	8.49074	69.33026	1096.61409	49.58941	13.63617	8.44323	9.21747	7.55149	50.50301
10.06259	8.69328	6.89570	5.39536	7.60192	0.10750	1.00000	6.21592	49.83283	9.77539	52.52812	1165.50400	45.32230	-0.2	7.61248	5.77491	6.95433	51.65
17.86495	6.88540	7.65635	4.76939	6.30000	0.06708	0.00000	8.01706	22.34623	4.88293	59.71385	1134.75882	47.57891	4.52529	6.50103	7.73846	6.82378	50.71229
12.35944	9.19532	5.60887	6.95982	10.54848	5.82212	1.00000	7.52934	25.60632	8.93331	50.97787	1187.36634	35.10762	-118.25508	12.11124	7.62597	7.54128	34.14251
10.35783	8.43935	5.62689	7.66759	5.23102	0.40046	1.00000	7.82834	46.18840	9.97954	57.31326	1069.26968	57.78233	130.57211	9.29111	8.02180	6.86714	45.75279
21.24957	4.28936	7.14662	9.57054	9.40086	0.76751	0.00000	6.92302	48.12599	5.98430	58.79900	1086.49026	45.59995	29.41824	10.02567	6.31449	7.37629	45.99194
16.84925	5.78197	7.72492	8.17960	9.21213	1.68725	0.00000	7.90184	58.06909	5.52697	63.60700	1054.06467	43.86062	111.73861	10.84133	8.06607	7.26408	35.20889
26.41559	10.99592	8.55873	5.24661	8.70607	0.64153	1.00000	5.00114	45.29044	9.77465	67.70074	1180.50153	47.02987	-0.45877	9.86670	6.76274	6.96343	46.32313
10.38918	7.80621	7.74980	6.39182	9.54037	0.80991	1.00000	7.71191	32.68294	8.53921	62.01521	1075.38539	32.99977	59.6	10.08165	7.81118	8.18890	47.83333
17.21809	8.61972	5.99966	10.37019	7.60686	0.32364	1.00000	6.28477	70.02818	8.27074	67.98333	1131.10493	53.88119	-71.06616	9.17098	7.12041	7.77424	42.4251
13.78727	5.88649	6.90258	9.94750	8.42513	0.89641	1.00000	5.73347	71.60935	8.12257	45.29747	1084.85764	49.48759	129.96972	10.18227	7.79580	7.67485	33.4425
14.85094	9.30987	7.78412	5.43131	9.55421	0.29237	1.00000	4.78980	22.82091	9.42245	53.31766	1089.80914	60.00350	-59.13316	8.92292	8.51742	5.41995	-37.32167
11.16104	8.16183	7.92258	6.83927	8.08894	0.30600	0.00000	6.81934	28.11901	5.32703	59.03200	1090.83785	44.05941	120.03308	8.94970	6.77267	7.66993	28.88162
18.65229	5.27492	7.20783	5.24973	5.93072	0.03788	0.00000	8.04684	70.88473	5.56247	51.90598	1148.38171	57.96078	18.28333	5.38009	9.02342	6.19594	59.33333
16.32708	9.95220	7.59450	9.28220	5.65158	0.21715	1.00000	7.91926	33.36750	9.77470	49.03428	1101.56153	37.42276	9.15214	8.55288	6.88979	8.80369	49.97704
19.51206	7.95887	8.75182	7.60486	4.95447	0.12161	0.00000	8.47736	45.91967	5.59732	32.82088	1136.47715	79.57388	-76.43941	7.85894	7.12111	5.85242	39.33427
11.94908	6.90670	8.82440	4.86601	5.64620	0.13847	0.00000	8.44524	74.08073	4.95632	58.60897	1183.25220	33.20655	-117.70755	7.63059	7.23928	6.31743	33.52253
19.19578	8.90285	9.38440	9.92311	8.93733	0.28469	1.00000	8.61546	36.69909	8.52427	57.23037	1185.12899	33.47732	-84.62081	8.86293	8.58402	7.19916	42.7392
-10.03567	6.21708	8.04757	6.45302	7.82319	0.04939	1.00000	5.68956	34.62023	9.30875	54.86728	1058.17272	60.52901	-41.88778	5.45173	6.12789	5.97058	-21.205
15.08212	6.99240	7.30745	6.91899	10.46012	0.10901	1.00000	6.32212	33.53373	11.13699	57.73686	1103.99601	54.39939	-75.60804	7.74275	7.96749	7.21015	39.96097
13.10837	8.28072	7.90877	5.26046	8.91062	0.10297	1.00000	5.42795	60.39072	9.08045	56.85194	1142.96346	51.89257	115.88782	7.87578	6.23059	4.89258	-32.05251
20.33342	8.11304	6.68799	6.64032	9.29823	0.21739	1.00000	5.33356	33.18080	7.23295	16.58167	1110.86803	52.79895	-58.44417	8.47547	6.29954	7.97873	-3.14306
29.13002	9.06748	8.05613	10.29716	6.93695	0.67465	1.00000	7.50126	64.68549	8.50369	31.77431	1058.89017	42.92975	-77.02303	9.90114	8.45633	5.24346	38.70734
12.23598	8.71377	8.38236	9.76707	6.58001	0.23108	1.00000	7.09720	44.79491	8.56562	25.76253	1066.72898	60.17264	-104.22884	8.74002	6.69051	7.44235	32.42067
6.49595	4.88411	7.89276	7.42203	10.17068	0.75795	0.00000	7.31110	48.20376	6.62621	49.63207	1096.27658	30.38189	-71.23106	10.01554	6.09089	7.94519	-32.45242
6.43665	7.18107	6.11915	3.79851	4.84362	0.94085	0.00000	7.71282	51.55341	4.76816	63.37907	1145.00187	60.73956	37.73333	10.24342	8.38395	8.64191	-4.06667
23.30493	7.20320	7.64444	5.92442	9.02740	2.03864	0.00000	7.28090	55.41972	4.77354	42.47291	1070.42659	70.13352	109.05389	11.03520	6.70794	6.38431	-7.51611
20.28685	5.82851	7.82562	5.34637	2.31246	0.20539	0.00000	6.28375	51.39198	3.23608	59.60608	1058.88045	63.72823	29.41824	8.64454	8.70137	7.91610	45.99194
23.10580	6.58792	6.96859	7.19474	8.93167	0.12777	0.00000	4.23930	29.32931	5.20010	61.75722	1142.65890	26.30171	104.64992	7.70218	8.77542	7.24705	14.64056
16.00279	6.72053	6.73651	6.48842	9.23117	0.08897	1.00000	6.77600	63.43465	8.82019	57.91664	1167.01020	39.60328	75.16878	7.31468	7.07552	7.85923	30.81383
16.82854	4.28759	8.00487	7.68373	10.82692	0.42861	0.00000	5.25840	55.15092	5.82879	32.64507	1096.69900	57.72269	120.97844	9.38974	6.58718	7.90457	14.8361
-0.68640	7.72343	7.01213	9.06216	5.70959	0.38696	0.00000	6.36767	46.86546	5.09153	58.67174	1164.03637	38.02583	-117.70755	9.28329	6.65342	7.24023	33.52253
35.97098	4.26416	7.32003	5.17698	3.58920	0.03861	0.00000	5.58547	45.06965	3.86604	42.22873	1191.09357	49.16602	122.8637	4.90827	6.53688	6.61031	9.3337
20.82640	8.08828	3.89644	5.01134	7.73519	0.14638	1.00000	6.16553	50.84213	8.62578	88.87294	1193.13123	46.07388	4.86667	7.95508	6.51107	7.62594	45.51667
18.03626	8.81434	6.31393	4.74489	6.22385	0.07829	1.00000	5.42499	57.64100	7.50852	40.55674	1128.16114	40.24747	29.41824	7.19071	8.24314	7.72029	45.99194
2.92445	5.96820	6.50970	4.07992	6.36136	0.04504	0.00000	8.74400	52.68756	4.32748	48.96878	1066.84569	59.60543	119.58627	5.51034	7.28841	7.83113	23.5654
27.19058	7.39701	8.15511	9.15509	7.03814	0.18453	1.00000	7.72213	57.32857	7.77383	60.91455	1055.97862	67.21147	111.73861	8.22935	7.51409	8.64359	35.20889
3.09461	8.89975	5.83273	4.36995	8.08854	0.09072	1.00000	4.24069	39.59906	9.64252	52.50935	1123.10565	41.47258	32.88667	6.67882	6.22242	6.36360	3.27833
29.85555	8.13799	8.62086	8.14338	5.55974	0.17328	1.00000	9.19461	53.14252	8.54158	63.77604	1193.93899	37.08320	6.83042	8.33765	6.49522	5.76088	6.15038
12.88138	6.71419	6.20967	7.04615	10.19198	0.20456	1.00000	6.15264	52.42248	8.32166	58.97726	1102.23410	50.79229	13.57661	8.34372	8.42934	7.36064	37.31065
21.48277	4.25848	7.97742	7.78171	4.95030	0.04547	0.00000	8.10815	70.13307	7.42616	50.94715	1062.91120	58.51231	29.65806	5.04808	6.45059	8.64445	-4.83
4.16054	9.02947	7.11206	7.49379	7.42990	0.81446	1.00000	8.16889	66.65131	10.48381	44.12177	1076.15715	21.77083	-1.29243	10.06269	7.64796	6.76845	53.49389
7.85501	7.99043	7.55670	7.37921	7.26795	0.83841	1.00000	9.80963	65.30616	9.50287	34.12708	1141.88782	35.77903	-83.55521	10.12398	8.42682	7.31661	41.66394
15.33114	6.64445	7.52075	9.29755	6.95265	0.02975	0.00000	4.13387	58.50723	6.75419	54.67571	1130.09725	47.26458	8.77069	4.38755	7.81501	6.74502	50.80904
9.23612	4.59487	6.72230	9.10936	10.22845	0.34936	0.00000	5.68619	72.55336	6.22851	46.13864	1069.86805	61.12323	-2.16	9.06088	6.07053	8.09642	34.31
31.12508	8.83268	6.12017	9.63610	6.93756	0.54139	1.00000	6.83554	42.03770	7.81200	50.45200	1066.15058	54.88256	23.225	9.63135	7.30250	6.57216	43.4125
1.58918	8.43531	7.28491	6.45873	7.32826	0.11349	1.00000	6.22919	50.94491	9.46108	50.86983	1119.37154	56.86762	-80.66756	7.24685	8.11015	6.94276	26.68451
23.08971	7.12079	6.94860	9.41354	6.35394	0.17717	1.00000	8.94462	52.50027	6.86228	49.54725	1155.25394	53.32618	-0.33525	8.25211	5.96658	6.59418	53.7446
27.08777	8.95714	4.80617	5.22781	4.44686	0.10273	1.00000	11.29117	75.73153	11.11263	53.70388	1178.10969	41.29825	1.04945	7.44028	6.75102	6.61709	35.06544
13.11757	6.32830	7.27987	9.07335	7.45246	0.23185	1.00000	6.53937	61.54036	7.94678	68.81457	1098.91674	47.90473	3.39467	8.48733	6.83218	7.98666	6.45407
16.07219	8.46939	8.72458	8.34565	8.30555	2.47726	1.00000	8.34697	51.53335	11.93341	64.15261	1151.11616	61.86742	-104.22884	11.23834	6.91508	7.94258	32.42067
10.78305	11.32916	7.06610	5.25166	5.81752	0.07671	1.00000	5.28564	57.83929	11.58440	64.12433	1191.86068	82.57384	-122.23484	6.95506	6.79810	6.77876	47.38093
5.96807	8.59712	9.72514	6.96618	4.30188	0.17774	1.00000	10.91996	56.07443	10.12811	68.54992	1077.39886	65.19970	2.08333	8.36956	8.55025	8.08659	48.86667
19.18274	7.03944	7.94261	9.55738	6.41105	0.14436	1.00000	5.93044	69.52150	9.25823	32.90492	1065.41127	68.44053	-73.95958	8.09855	7.19723	5.51937	40.57788
7.02652	6.73505	6.62455	7.81717	4.25863	0.07232	0.00000	6.10155	41.09775	5.50142	62.74542	1095.77006	55.62085	-76.70944	6.08797	7.50474	6.52215	-11.94306
28.83997	8.26741	6.95962	7.76623	5.42376	0.11085	1.00000	9.54417	38.45167	9.44608	39.01001	1097.61088	34.55570	6.74549	7.27286	8.14220	7.03420	49.5099
12.73994	7.72834	7.10613	4.69389	7.04822	0.17950	0.00000	9.34676	88.62393	5.91441	61.42068	1079.65596	59.99677	100.24529	8.29193	8.47175	7.73717	5.4709
6.83821	6.32708	6.12680	4.76239	6.54085	0.04307	0.00000	9.09351	63.96283	5.56662	38.28505	1156.91253	47.70725	178.00417	6.31646	7.19426	6.70810	-38.65333
7.47469	5.88106	7.32884	10.01824	7.05752	0.26988	1.00000	6.25602	70.25689	6.99173	46.47601	1121.35456	79.33634	43.63417	8.83610	8.35702	8.78176	43.96222
28.27819	8.32669	6.17664	5.57820	9.69473	0.33520	0.00000	5.65192	47.35874	9.17203	70.00299	1142.94673	73.35387	1.6	9.10245	6.72302	7.20458	43.11667
18.22677	8.09310	6.53489	4.17914	4.98470	0.27721	1.00000	10.54180	45.56795	12.12206	55.16096	1088.19549	36.53981	-60.1831	8.88250	6.42523	8.21080	46.1351
19.80176	8.42926	7.43790	9.02111	5.08411	0.50059	0.00000	8.81268	42.22276	5.66637	73.10055	1171.29107	59.29324	121.3152	9.50836	7.17237	7.53351	14.14989
14.28638	5.80368	9.42296	10.29606	8.51685	0.24998	0.00000	3.88834	43.21909	5.67808	25.13002	1069.04342	65.98218	-85.76942	8.74026	7.02537	7.25170	39.78504
10.44701	7.21169	7.42463	7.33773	6.15247	0.43754	1.00000	9.21492	72.09403	9.79778	48.73476	1134.05659	49.47479	-71.06616	9.32386	5.86141	7.87867	42.4251
16.44060	8.71567	6.42690	10.37341	5.59240	0.09444	1.00000	7.88847	22.25381	6.58837	59.68305	1098.58518	47.92253	16.50104	7.02707	7.86466	5.44143	41.24264
4.47560	10.74807	5.42446	5.98452	8.48038	0.19936	1.00000	3.13178	61.13594	7.92418	52.12960	1141.28099	45.43153	4.86667	8.35482	7.74495	8.96670	45.51667
21.93732	7.20863	5.95928	5.61287	6.81248	0.06287	1.00000	3.53903	57.92629	8.51858	30.79070	1135.17994	55.48988	-73.25383	3.97375	8.55953	6.16384	-3.74912
9.39175	5.02783	9.06182	8.16002	9.41704	0.48690	0.00000	6.66513	49.11668	5.71616		1172.28730	32.68334	13.39954	9.54858	6.98384	6.25174	43.62558
6.02984	8.37127	8.57567	6.61079	3.71246	0.07608	1.00000	9.76594	54.51542	9.66244	41.39304	1051.68489	72.78809	35.23388	7.34379	6.09784	6.74314	31.78336
30.00607	10.68367	9.28160	8.50498	5.59833	0.26932	1.00000	9.19185	54.58964	9.51028	61.82411	1139.49115	53.68714	-122.40433	8.71352	6.74841	7.17567	37.71715
7.31463	5.27101	6.69461	8.78188	9.80585	0.12707	0.00000	5.22254	56.70284	6.03128	56.82658	1119.73330	41.23511	-82.46148	7.96353	5.75005	6.46132	28.15112
15.16905	4.66762	5.80108	4.52371	12.84179	0.10188	0.00000	5.71903	45.61109	6.18907	60.78530	1082.11937	50.30163	-0.91979	7.05644	9.19638	7.71469	51.42708
9.28514	7.23349	7.15683	7.12734	7.85450	0.13719	1.00000	8.22864	50.32812	10.17144	39.34396	1194.86088	38.37138	-91.77127	7.76586	8.78514	9.29209	37.95143
10.01001	6.17883	7.68798	9.64839	7.58459	0.11005	0.00000	4.99001	61.74655	5.90211	70.58994	1158.84494	59.68368	-97.90308	7.36704	6.55346	6.78436	31.12406
20.79051	7.42411	6.31654	4.94178	9.02615	0.18476	1.00000	6.66456	49.94116	9.01880	63.74112	1166.47547	51.63394	141.95	8.30157	5.88769	6.88059	39.46667
-2.29781	7.67482	7.02617	5.77467	9.17005	0.12562	1.00000	4.05148	25.95835	6.47025	74.93966	1106.08681	50.45160	60.8019	7.38081	7.81414	8.26024	56.9083
15.92480	10.06272	7.78050	5.45095	7.92546	0.14881	1.00000	4.99351	38.53269	9.64724	52.97265	1066.34278	63.93255	130.57211	8.11140	6.75725	6.03712	45.75279
8.15041	7.88998	4.80180	8.73104	6.61275	0.24759	1.00000	8.17275	38.76806	7.89106	39.61541	1179.85931	52.67973	-111.90466	8.84190	8.28365	6.40533	40.34912
0.55373	7.99699	8.90421	9.34817	6.99346	0.40388	1.00000	7.06917	43.25200	8.02016	53.07869	1136.91979	47.85795	47.31667	9.37712	7.70126	6.82909	-19.65
36.12531	8.22275	7.71390	9.47726	7.98298	1.61997	1.00000	5.73518	56.30189	9.15216	54.37308	1056.87752	53.83535	26.01649	10.80678	7.32933	7.26759	44.43579
9.11365	8.89652	6.19055	7.24778	5.12525	0.82970	0.00000	8.65690	36.71993	4.38666	64.53915	1194.02466	40.18007	-72.09391	10.13551	6.53958	6.82076	18.65297
11.21217	7.22629	7.41799	9.88218	6.74053	0.13595	1.00000	7.32294	75.86745	8.48211	59.29380	1176.64806	61.36837	10.03988	7.92280	7.61770	9.45714	53.6052
-12.83042	7.77925	9.67001	7.43450	9.87651	1.41959	1.00000	8.58696	45.68496	8.65573	35.60221	1080.36375	70.53634	70.91106	10.67085	6.58316	7.36956	29.38242
25.20285	7.85559	6.87440	10.33133	7.14486	0.09951	1.00000	8.95933	62.76839	5.94906	57.03881	1137.09370	69.24635	8.4493	7.50564	7.06584	7.86506	50.09019
6.38307	7.02849	7.46790	9.38943	6.69965	0.11808	0.00000	7.26189	66.09833	8.20404	82.86487	1059.42423	63.96564	46.10925	7.82284	6.22122	7.92751	43.35071
16.61606	7.44822	6.73293	5.73689	6.61782	0.07497	1.00000	4.51222	48.59024	6.67064	40.89471	1075.98506	41.08267	-87.65644	5.64175	7.12129	6.65919	41.80753
11.78583	6.52543	7.18869	5.95845	3.41363	0.19003	1.00000	7.66276	42.66842	4.35737	29.54686	1121.53218	45.69779	-116.37697	8.49030	7.81812	6.28502	33.72255
30.67253	7.53038	7.17349	5.82842	7.78669	0.13941	1.00000	7.48813	54.45461	8.79544	38.68737	1095.08851	73.62366	101.96857	7.90490	8.72393	7.79470	4.88441
19.82258	9.00168	7.85039	10.22981	7.20987	0.17709	1.00000	7.89469	42.26967	6.36696	48.08018	1069.44819	38.92210	-74.28459	8.40962	7.03853	7.01565	40.5576
2.83360	8.47625	7.05736	6.56859	7.64378	0.14053	1.00000	5.76819	54.45449	7.70242	55.75603	1183.56206	50.61362	2.45012	7.83944	8.98272	6.40846	48.90982
25.55885	6.29323	7.39452	7.66059	9.56183	0.48980	0.00000	6.48651	53.97340	6.01057	77.79052	1156.96852	41.98693	5.22778	9.58613	6.63729	7.45524	51.955
20.78474	8.93427	7.65313	9.80031	7.01799	0.69261	1.00000	6.92746	47.79747	8.04186	45.89014	1105.84058	54.04289	-86.58208	9.89912	6.60757	7.24910	13.48082
16.90175	9.29185	7.66303	5.32448	10.36820	0.88724	1.00000	5.90592	39.14560	9.23606	27.87522	1131.61159	53.25486	76.32756	10.19096	6.77113	6.64946	9.57046
42.77200	9.30004	6.70816	9.54225	6.58550	0.26395	1.00000	8.32191	50.83300	8.33208	74.83609	1108.95261	26.77148	0.30367	8.82809	7.34986	8.08712	51.38673
6.41871	9.18428	7.03549	7.37155	5.99795	0.52094	1.00000	10.11175	60.72095	10.48683	59.83865	1108.60071	36.23812	136.51667	9.66522	8.15961	8.61542	35
1.34727	6.58272	8.22024	8.27678	7.68592	0.17324	0.00000	6.36693	52.57734	5.82968	52.59552	1105.19647	55.80397	-86.19903	8.27381	7.36823	7.54339	11.84962
15.37012	7.07098	6.85030	8.31941	9.59631	0.23149	1.00000	6.48348	65.02041	7.91371	52.46604	1089.06580	45.71515	44.53333	8.70850	5.39572	6.92743	-22.9
26.07387	7.11124	8.07746	8.27523	5.90343	0.05987	0.00000	9.16720	44.94042	7.31210	35.94827	1135.71064	54.13410	116.11768	6.59566	5.08485	7.01716	24.28859
7.72031	5.98209	6.84430	9.64452	8.36272	0.07729	0.00000	5.11529	72.06582	6.21592	74.44130	1056.69231	43.49694	-74.95472	6.65191	8.49251	7.31504	10.98778
23.80783	7.60588	7.41536	7.78186	7.22593	0.09378	0.00000	8.24974	54.63814	7.67214	53.41678	1123.97770	51.65623	59.6	5.86904	7.24395	7.76615	47.83333
17.59283	10.62801	7.70348	7.73171	5.71233	0.50716	1.00000	9.77608	33.12584	10.64985	56.03841	1079.64482	61.84846	73.08333	9.60041	7.48138	7.10825	19.21667
25.03746	6.26657	6.24814	4.51298	5.22536	0.04904	0.00000	7.40932	44.92032	3.53070	75.30215	1196.42144	49.87475	37.49338	6.15625	8.07856	7.77358	55.62047
7.64234	7.98620	5.98452	9.39027	7.22695	0.42001	1.00000	8.79033	56.26012	8.28423	58.26919	1082.15239	58.76223	9.72749	9.37401	8.28727	6.73841	48.28259
30.11151	8.26985	7.54155	8.06516	6.46496	0.17729	1.00000	7.51241	22.25531	10.11675	55.48353	1094.17978	30.61079	-62.64102	8.34758	6.49930	8.54281	8.35122
8.97831	7.53033	7.61000	9.38404	5.29576	0.18382	1.00000	7.50656	54.32665	7.18799	54.16466	1168.41297	35.62917	19.21437	8.38630	6.64346	8.34134	44.75874
16.70259	6.76397	9.23642	6.84068	10.46160	0.32903	1.00000	8.40043	40.46082	10.28777	46.53448	1058.44061	42.84074	35.7	9.06822	7.93301	7.97066	-7.76667
16.59258	9.83957	7.41404	10.29166	7.06563	0.17804	1.00000	9.15529	38.15706	7.65801	56.52023	1056.67358	65.52033	72.85107	8.35857	6.11198	8.21857	19.30157
20.80533	6.90181	6.91128	10.23377	6.95341	0.16335	0.00000	4.19059	54.03078	5.77072	43.64563	1071.31062	36.78302	17.10558	8.05003	6.79800	8.64327	61.72744
15.39220	8.11711	7.70405	6.89775	7.52541	0.07911	1.00000	5.73117	49.86301	8.82623	34.25073	1107.53350	42.59582	9.72749	6.68598	6.88420	6.38346	48.28259
10.13831	7.67757	8.19580	6.33334	5.38340	0.12931	0.00000	9.10747	63.05678	5.31518	62.61160	1173.26819	49.07099	3.50309	7.92395	8.16026	7.04901	34.15429
