longitude	latitude	revision	QoS	station	code
76.56719	24.41288	27 Sep 2018	average	Aklera	IN
-80.66756	26.68451	2017/01/22	maintenance	Belle Glade	US
-6.03731	37.35813	2019/04/30	average	San Juan de Aznalfarache	ES
123.33471	8.56697	2015/01/11	accep	Dipolog	PH
-77.43532	20.14298	12 Dec 2017	excellent	Media Luna	CU
-89.64066	40.56754	2019-03-14	accep	Pekin	US
60.70278	55.75556	2013/03/28	accep	Ozersk	RU
1.6	43.11667	2017-09-13	average	Pamiers	FR
115.88782	-32.05251	11 Jan 2016	building	Willetton	AU
120.4861	16.0438	24 Feb 2022	excellent	Manaoag	PH
4.86667	45.51667	2020-04-10	good	Vienne	FR
-67.33122	10.22677	17 Oct 2014	good	La Victoria	VE
120.97844	14.8361	2018/03/15	good	Guyong	PH
33	-2.68333	2017-10-09	accep	Usagara	TZ
101.44167	0.51667	08/15/2020, 00:00:00	good	Pekanbaru	ID
-4.0573	55.82737	05/19/2016, 00:00:00	excellent	Viewpark	GB
-79.59415	-2.13404	2013-10-19	good	Milagro	EC
-84.23381	33.54428	2014/09/09	accep	Stockbridge	US
129.96972	33.4425	2014-10-17	average	Karatsu	JP
76.32756	9.57046	01/06/2021, 00:00:00	average	Kalavoor	IN
2.44892	48.98693	2017/02/15	excellent	Gonesse	FR
5.58472	52.14	2018/10/08	accep	Barneveld	NL
10.03988	53.6052	2015-06-13	excellent	Barmbek-Nord	DE
124.3697	9.6531	08 Aug 2015	average	Jagna	PH
9.0027	11.86064	2019/11/18	accep	Gaya	NG
-70.92866	42.52787	10 Dec 2014	accep	Peabody	US
74.4818	30.21121	19 Jul 2019	excellent	Malaut	IN
84.87144	47.46657	2020-05-02	accep	Zaysan	KZ
75.06583	32.17629	2019-09-18	excellent	Fazilpur	PK
122.8637	9.3337	03/10/2018, 00:00:00	excellent	Santa Catalina	PH
18.28333	59.33333	2017/12/12	average	Boo	SE
-73.78458	41.0051	2014-08-10	accep	Scarsdale	US
60.8019	56.9083	12 Mar 2018	average	Beryozovsky	RU
27.06365	50.18545	2020-09-19	average	Shepetivka	UA
-52.67056	-26.22861	10/01/2017, 00:00:00	average	Pato Branco	BR
12.84052	45.78071	2015/06/14	maintenance	Portogruaro	IT
-80.58556	22.98212	10/20/2013, 00:00:00	building	Corralillo	CU
38.15035	49.41029	04 Nov 2017	building	Svatove	UA
-117.70755	33.52253	2021-04-25	average	Laguna Niguel	US
-119.48568	49.88307	01/10/2021, 00:00:00	average	Kelowna	CA
116.82887	-1.26753	2014/05/18	average	Balikpapan	ID
4.91667	45.73333	2016-05-26	good	Bron	FR
48.26258	33.86419	2016/08/04	excellent	Aleshtar	IR
31.33078	47.56494	2018-02-15	good	Voznesensk	UA
44.7662	40.49748	07/19/2021, 00:00:00	average	Hrazdan	AM
11.04979	44.59445	08/27/2017, 00:00:00	average	Castelfranco Emilia	IT
-66.8499	18.03496	03 Mar 2015	good	Yauco	PR
100.24529	5.4709	2013-07-24	excellent	Batu Feringgi	MY
30.28491	60.02427	2014/06/01	average	Kolomyagi	RU
12.1369	51.04962	18 Aug 2019	accep	Zeitz	DE
-74.28459	40.5576	24 Jul 2018	accep	Woodbridge	US
-76.70944	-11.94306	07/09/2021, 00:00:00	average	Chosica	PE
-62.64102	8.35122	11/16/2018, 00:00:00	good	Ciudad Guayana	VE
72.68533	22.75218	2019-05-27	excellent	Kheda	IN
118.9707	-3.5403	2020/11/29	accep	Majene	ID
22.53083	44.22639	2019-05-30	good	Negotin	RS
111.4834	65.93381	13 Feb 2013	average	Aykhal	RU
-76.99081	38.96372	2018-05-22	accep	Chillum	US
16.91667	-21.98333	2018/01/02	average	Okahandja	NA
45.36561	41.09246	12/24/2015, 00:00:00	good	Qazax	AZ
6.76111	53.16167	2014-04-21	excellent	Hoogezand	NL
5.4384	43.2907	2021/12/08	excellent	Marseille 11	FR
-4.21376	55.82885	10 Sep 2019	good	Rutherglen	GB
-67.15407	18.42745	2018/08/17	accep	Aguadilla	PR
-34.88111	-8.05389	2018-06-25	maintenance	Recife	BR
71.57737	21.53889	09/05/2015, 00:00:00	good	Gariadhar	IN
73.06784	25.13915	11 Mar 2022	average	Sheoganj	IN
-52.2	-28.44917	23 Nov 2019	good	Marau	BR
72.54064	31.82539	2014/04/10	good	Sillanwali	PK
137.36215	36.75965	02 Apr 2016	good	Namerikawa	JP
31.3237	52.4089	06/08/2013, 00:00:00	excellent	Dobrush	BY
77.24779	10.58806	19 Feb 2014	excellent	Udumalaippettai	IN
-0.36053	51.64316	2014/06/14	good	Bushey	GB
-39.25	-12.91667	04 May 2022	average	Muritiba	BR
65.93249	36.21544	2015-10-20	maintenance	Sar-e Pul	AF
109.3243	-7.0981	2022-02-05	excellent	Randudongkal	ID
-121.75689	36.91023	09 Aug 2018	accep	Watsonville	US
-60.93173	-31.4488	2017/06/12	good	Esperanza	AR
-2.12139	52.48173	2019/03/12	maintenance	Brierley Hill	GB
-81.77285	28.54944	2022/07/23	building	Clermont	US
24.95034	60.18427	2021-05-11	good	Kallio	FI
-1.4001	7.06273	10/01/2019, 00:00:00	maintenance	Mampong	GH
-117.54866	33.93113	2013-04-24	maintenance	Norco	US
-73.89875	40.93121	31 Jul 2021	good	Yonkers	US
106.92667	-6.91806	06/20/2016, 00:00:00	excellent	Sukabumi	ID
2.2469	48.90472	12 Oct 2014	good	La Garenne-Colombes	FR
79.41727	12.25282	05 Jul 2014	building	Gingee	IN
-53.13722	-22.92306	2017-06-24	building	Loanda	BR
-73.75335	45.4473	01/12/2022, 00:00:00	accep	Dorval	CA
14.39024	42.22718	2016-03-17	maitennce	Lanciano	IT
-0.45877	46.32313	2021/07/22	building	Niort	FR
-82.00919	23.04419	07 Sep 2022	accep	Jaruco	CU
-95.63079	31.76212	2013-08-21	average	Palestine	US
-73.89125	40.67705	2014/04/11	average	Cypress Hills	US
17.8031	48.43174	2021-02-07	maitennce	Hlohovec	SK
38.12408	53.77166	2021/06/07	accep	Bogoroditsk	RU
-74.26419	4.73245	2016/10/23	excellent	Madrid	CO
117.63083	35.50056	2016/02/25	average	Pingyi	CN
-79.62098	9.15093	09 May 2020	good	Chilibre	PA
-103.5687	20.22816	19 Jan 2014	excellent	Zacoalco de Torres	MX
42.54536	-0.35817	2015/11/11	good	Kismayo	SO
-73.25383	-3.74912	2019-08-04	excellent	Iquitos	PE
103.61667	-1.6	2016/03/19	accep	Jambi City	ID
16.91667	-21.98333	2021/10/17	average	Okahandja	NA
44.02488	32.61603	29 Nov 2018	good	Karbala	IQ
-115.98391	36.20829	2019/02/12	maintenance	Pahrump	US
4.86667	45.51667	05/25/2022, 00:00:00	good	Vienne	FR
4.47124	51.95838	13 Oct 2014	average	Schiebroek	NL
-71.23106	-32.45242	29 Jan 2013	excellent	La Ligua	CL
59.6	47.83333	2014-12-07	good	Shalqar	KZ
128.62667	34.8825	11/22/2021, 00:00:00	excellent	Sinhyeon	KR
8.61839	49.68369	2014-01-18	accep	Bensheim	DE
113.69785	-7.73379	2022/01/05	maintenance	Besuki	ID
17.10558	61.72744	2016/11/19	good	Hudiksvall	SE
29.41824	45.99194	26 Sep 2021	accep	Artsyz	UA
33	-2.68333	12/31/2014, 00:00:00	excellent	Usagara	TZ
74.3092	33.37526	11/14/2016, 00:00:00	accep	Rajaori	IN
12.84052	45.78071	28 Jun 2020	accep	Portogruaro	IT
-50.19556	-19.72806	2015/10/24	average	Iturama	BR
36.36339	0.03813	2016-05-30	excellent	Nyahururu	KE
2.95924	36.76775	10/12/2021, 00:00:00	average	Cheraga	DZ
-82.07842	26.91756	2021/11/22	accep	Punta Gorda Isles	US
15.16554	-4.5833	20 Apr 2013	accep	Kasangulu	CD
-13.2356	8.48714	2015-02-03	excellent	Freetown	SL
-73.0515	41.55815	11/04/2012, 00:00:00	maitennce	Waterbury	US
129.96972	33.4425	12/26/2019, 00:00:00	accep	Karatsu	JP
-116.37697	33.72255	2021/03/22	good	Palm Desert	US
0.57856	40.70995	12/24/2015, 00:00:00	good	Amposta	ES
102.56365	13.65805	03/16/2018, 00:00:00	excellent	Paoy Paet	KH
74.83554	14.62072	10/31/2017, 00:00:00	accep	Sirsi	IN
46.5813	54.8421	2017-11-17	good	Alatyr’	RU
111.50861	32.54278	16 Sep 2017	average	Danjiangkou	CN
117.33333	34.85	2015-07-15	building	Taozhuang	CN
113.82465	23.29549	01 Nov 2016	building	Licheng	CN
-97.92977	38.06084	19 Sep 2021	accep	Hutchinson	US
-0.76667	53.38333	2013/09/25	excellent	Gainsborough	GB
100.48528	14.37395	2018/01/20	accep	Bang Ban	TH
17.4674	50.86079	2015/11/05	good	Brzeg	PL
18.30056	50.5107	20 Dec 2021	average	Strzelce Opolskie	PL
-116.37697	33.72255	2018-06-19	average	Palm Desert	US
75.11937	20.88098	17 Jan 2014	accep	Parola	IN
-105.36369	22.49396	07/07/2019, 00:00:00	average	Acaponeta	MX
-81.24441	23.15678	2013-12-16	maintenance	Varadero	CU
49.62251	27.0174	25 Jan 2013	excellent	Al Jubayl	SA
17.58522	40.53123	2019/01/08	excellent	Francavilla Fontana	IT
122.8637	9.3337	2018/07/14	excellent	Santa Catalina	PH
43.67663	53.53041	2021-07-29	average	Nizhniy Lomov	RU
-117.14392	32.9156	03/12/2019, 00:00:00	maintenance	Mira Mesa	US
121.06761	12.35275	26 Jun 2013	average	San Jose	PH
47.31667	-19.65	2017-02-09	maintenance	Antanifotsy	MG
-77.37331	37.60876	11/01/2015, 00:00:00	excellent	Mechanicsville	US
69.67639	41.29444	30 Dec 2017	average	Parkent	UZ
30.96755	49.07866	2016-05-25	accep	Zvenihorodka	UA
86.00214	46.51872	2014/02/28	building	Hoxtolgay	CN
77.54372	10.12268	09 Jan 2015	accep	Periyakulam	IN
-122.2054	47.76232	2016/09/16	excellent	Bothell	US
121.06761	12.35275	2020-06-11	average	San Jose	PH
-99.73314	32.44874	2021-04-29	excellent	Abilene	US
2.08333	48.86667	06 Feb 2021	excellent	Marly-le-Roi	FR
103.6032	1.6561	16 Jul 2019	accep	Kulai	MY
33.72798	53.53395	02/14/2020, 00:00:00	average	Zhukovka	RU
98.6738	3.7278	14 Nov 2014	excellent	Labuhan Deli	ID
-65.61427	-27.4338	15 May 2022	good	Aguilares	AR
8.86374	44.89784	2022/08/31	accep	Tortona	IT
30.91105	3.02013	2018-02-19	average	Arua	UG
3.55665	36.72544	23 May 2016	good	Thenia	DZ
-70.6996	-33.59217	12/08/2019, 00:00:00	excellent	San Bernardo	CL
10.58082	35.72917	2015-08-26	accep	Msaken	TN
26.01649	44.43579	2022-04-20	accep	Sector 6	RO
30.91105	3.02013	2021-01-19	excellent	Arua	UG
86.59611	25.87498	08/20/2019, 00:00:00	excellent	Saharsa	IN
-72.86843	41.27621	27 Dec 2012	building	East Haven	US
-84.20299	39.43534	08/16/2021, 00:00:00	building	Lebanon	US
40.74357	37.31309	25 Apr 2017	good	Mardin	TR
-116.37697	33.72255	2019-05-19	average	Palm Desert	US
8.77069	50.80904	02/04/2014, 00:00:00	excellent	Marburg an der Lahn	DE
-81.56929	41.55838	2022/03/21	average	Collinwood	US
-35.71667	-8.66667	29 May 2022	average	Catende	BR
34.02537	38.37255	2015/04/17	building	Aksaray	TR
9.5926	52.86147	2016/01/03	maintenance	Walsrode	DE
24.6522	60.2052	2018/09/27	good	Espoo	FI
-116.37697	33.72255	15 May 2019	accep	Palm Desert	US
29.41824	45.99194	06/07/2020, 00:00:00	accep	Artsyz	UA
126.665	36.6009	2016/05/18	average	Hongseong	KR
-88.3162	42.24113	26 Jun 2021	good	Crystal Lake	US
89.11943	23.9028	05 Dec 2014	average	Kushtia	BD
146.05093	-34.28853	2018-06-27	accep	Griffith	AU
-86.57415	15.48131	2018/02/19	average	Olanchito	HN
130.57211	45.75279	2017-07-20	average	Boli	CN
2.59753	8.88649	2015-12-30	accep	Tchaourou	BJ
-81.77285	28.54944	12 Aug 2015	good	Clermont	US
28.19028	59.37722	2017-07-08	average	Narva	EE
102.56365	13.65805	11/14/2016, 00:00:00	good	Paoy Paet	KH
106.92667	-6.91806	10/28/2020, 00:00:00	excellent	Sukabumi	ID
-83.2321	33.08014	04 Oct 2019	excellent	Milledgeville	US
6.26764	4.92675	12 Jan 2017	accep	Yenagoa	NG
-69.08333	-16.25	2018-06-22	accep	Yunguyo	PE
-41.88778	-21.205	06/29/2013, 00:00:00	maintenance	Itaperuna	BR
138.89585	36.33011	10 Feb 2020	excellent	Annaka	JP
0.30367	51.38673	11/30/2019, 00:00:00	average	Hartley	GB
140.72287	53.14657	07/08/2020, 00:00:00	average	Nikolayevsk-on-Amure	RU
106.92667	-6.91806	01/06/2013, 00:00:00	excellent	Sukabumi	ID
-44.31389	-19.7625	02 Apr 2014	excellent	Esmeraldas	BR
-42.98194	-22.53722	26 Feb 2021	average	Guapimirim	BR
-76.88442	40.2737	2020/03/18	good	Harrisburg	US
4.62744	36.06386	08 Aug 2014	building	El Achir	DZ
-71.05977	42.35843	31 Dec 2013	average	Boston	US
126.28333	45.35	2022/05/14	accep	Shuangcheng	CN
6.9747	50.82709	03/09/2021, 00:00:00	average	Wesseling	DE
6.51352	51.19139	09/06/2021, 00:00:00	maintenance	Korschenbroich	DE
16.50104	41.24264	13 Nov 2021	good	Bisceglie	IT
13.32127	52.59319	29 Apr 2016	good	Wittenau	DE
4.86667	45.51667	12/22/2018, 00:00:00	excellent	Vienne	FR
53.47103	54.48147	04/12/2019, 00:00:00	average	Oktyabr’skiy	RU
-37.65	-10.91722	2021-09-27	maintenance	Lagarto	BR
101.02083	4.02219	24 Apr 2017	excellent	Teluk Intan	MY
72.85107	19.30157	2015/02/07	excellent	Bhayandar	IN
-0.2	51.65	2021/03/02	good	Barnet	GB
9.40531	45.53069	2020/04/07	excellent	Gorgonzola	IT
46.04833	51.40944	11/30/2013, 00:00:00	good	Privolzhskiy	RU
102.56365	13.65805	30 May 2014	average	Paoy Paet	KH
-0.74934	51.62907	2021-03-21	excellent	High Wycombe	GB
-5.55835	42.64685	04 Sep 2015	accep	Villaquilambre	ES
26.01649	44.43579	2013-02-15	average	Sector 6	RO
13.10984	51.30001	03 Jun 2013	accep	Oschatz	DE
-87.45476	41.47892	30 Dec 2015	average	Schererville	US
-113.3187	53.51684	2016-01-20	accep	Sherwood Park	CA
38.12408	53.77166	2018-05-06	excellent	Bogoroditsk	RU
89.11943	23.9028	02/13/2017, 00:00:00	excellent	Kushtia	BD
36.36339	0.03813	15 Mar 2014	average	Nyahururu	KE
15.46667	47.05	2013/11/29	building	Sankt Peter	AT
-77.4286	39.00622	2016-03-14	good	Sterling	US
8.86704	50.23805	2012-11-19	average	Nidderau	DE
-86.19903	11.84962	2019-02-04	accep	Jinotepe	NI
30.4347	-1.9487	07/18/2022, 00:00:00	excellent	Rwamagana	RW
17.80774	40.55851	08/03/2015, 00:00:00	average	Mesagne	IT
9.29109	45.39402	2019-10-25	maintenance	San Giuliano Milanese	IT
-122.2608	38.17492	2016/05/15	accep	American Canyon	US
73	40.93333	04/26/2016, 00:00:00	accep	Jalal-Abad	KG
-82.4017	23.0072	14 Feb 2018	accep	Boyeros	CU
46.5813	54.8421	01/16/2019, 00:00:00	excellent	Alatyr’	RU
-119.48568	49.88307	08 Jun 2014	maintenance	Kelowna	CA
77.70636	28.98002	2019/08/11	average	Meerut	IN
33.72798	53.53395	2020-01-02	good	Zhukovka	RU
78.95693	29.21399	08/15/2019, 00:00:00	good	Kashipur	IN
-82.61573	41.24255	2014/01/05	excellent	Norwalk	US
-74.95472	10.98778	12 Nov 2013	average	Puerto Colombia	CO
-0.29825	51.39148	04 Jun 2022	building	Surbiton	GB
12.1369	51.04962	2017-05-11	excellent	Zeitz	DE
141.95	39.46667	03/22/2016, 00:00:00	excellent	Yamada	JP
16.50104	41.24264	06/18/2018, 00:00:00	average	Bisceglie	IT
-97.54667	30.5427	2015-07-28	accep	Hutto	US
44.02488	32.61603	07/23/2017, 00:00:00	excellent	Karbala	IQ
78.23456	28.92694	11/04/2015, 00:00:00	accep	Bachhraon	IN
9.40531	45.53069	12/20/2012, 00:00:00	average	Gorgonzola	IT
-86.78777	33.44872	19 Feb 2014	building	Vestavia Hills	US
106.85417	-6.48167	2014-11-21	average	Cibinong	ID
133.42825	45.47885	12/20/2018, 00:00:00	accep	Lesozavodsk	RU
-0.33525	53.7446	2014/08/13	excellent	Kingston upon Hull	GB
-3.67029	37.13548	2015/04/15	maintenance	Las Gabias	ES
56.36091	51.78771	2013-12-01	building	Saraktash	RU
75.96976	15.73628	12/11/2012, 00:00:00	good	Gajendragarh	IN
76.92421	60.97944	2017/12/19	average	Izluchinsk	RU
-87.71255	41.84364	2018-07-04	excellent	South Lawndale	US
-77.70066	43.16547	2016-08-23	excellent	Gates-North Gates	US
-67.15407	18.42745	2017/11/09	maintenance	Aguadilla	PR
-60.1831	46.1351	2019-07-24	maintenance	Sydney	CA
-73.95958	40.57788	2020-01-21	accep	Brighton Beach	US
10.58082	35.72917	09/24/2013, 00:00:00	maintenance	Msaken	TN
128.63083	36.82167	2016/08/18	accep	Eisen	KR
116.10146	5.90702	2017-03-21	average	Donggongon	MY
24.99798	-8.73508	2020/09/26	building	Kamina	CD
71.52847	32.57756	2019/01/30	good	Mianwali	PK
34.3869	11.8659	09/26/2016, 00:00:00	average	Ar Ruseris	SD
138.31667	36.65	2021/03/26	average	Suzaka	JP
4.85668	36.27462	2013-08-06	excellent	Bordj Zemoura	DZ
85.83334	20.88197	04/30/2014, 00:00:00	average	Bhuban	IN
36.25361	47.48444	2015-11-05	building	Polohy	UA
120.74792	41.09822	2020/08/29	accep	Nanpiao	CN
-74.26419	4.73245	2014/12/03	good	Madrid	CO
27.06365	50.18545	2019-10-22	good	Shepetivka	UA
16.4	48.25	2013-05-09	good	Floridsdorf	AT
3.1631	41.91738	2013/11/22	average	Palafrugell	ES
102.3278	2.2139	01/12/2020, 00:00:00	accep	Kampung Ayer Molek	MY
-0.91979	51.42708	2017-12-22	building	Lower Earley	GB
73	40.93333	13 Nov 2015	average	Jalal-Abad	KG
43.63417	43.96222	2019-05-08	average	Novopavlovsk	RU
9.72749	48.28259	28 May 2022	average	Ehingen	DE
38.01667	11.85	12/03/2013, 00:00:00	excellent	Debre Tabor	ET
-70.92866	42.52787	2014-12-08	good	Peabody	US
38.28402	34.5624	03 Sep 2014	good	Tadmur	SY
8.61839	49.68369	20 Jan 2013	accep	Bensheim	DE
122.8637	9.3337	15 Aug 2022	excellent	Santa Catalina	PH
113.69785	-7.73379	11/30/2018, 00:00:00	good	Besuki	ID
106.85417	-6.48167	2015/05/02	good	Cibinong	ID
85.37752	22.10194	10 Feb 2019	maintenance	Barbil	IN
38.07083	54.90083	2020-01-24	accep	Stupino	RU
123.17306	41.27194	10/25/2016, 00:00:00	maintenance	Liaoyang	CN
9.15214	49.97704	2016/09/21	accep	Aschaffenburg	DE
-96.67834	34.77453	2022/06/07	building	Ada	US
31.4976	26.67319	06/04/2019, 00:00:00	good	Juhaynah	EG
8.4493	50.09019	06/29/2014, 00:00:00	maintenance	Hofheim am Taunus	DE
24.99798	-8.73508	02/19/2021, 00:00:00	accep	Kamina	CD
3.64633	6.8485	12 Feb 2016	average	Shagamu	NG
-0.32247	50.82882	06/06/2019, 00:00:00	maintenance	Lancing	GB
-101.2591	21.01858	04/15/2020, 00:00:00	good	Guanajuato	MX
114.10479	22.37066	2019/10/23	excellent	Tsuen Wan	HK
37.55	6.03333	2015-05-02	building	Arba Minch	ET
135.21667	35.06667	13 Dec 2012	excellent	Sasayama	JP
8.77155	50.23019	2019/10/13	average	Karben	DE
-0.91979	51.42708	02 Sep 2021	good	Lower Earley	GB
120.74221	31.64615	08/12/2014, 00:00:00	accep	Changshu City	CN
2.45012	48.90982	2017-08-22	excellent	Bobigny	FR
74.83554	14.62072	2017-08-31	excellent	Sirsi	IN
29.47306	0.49113	10/12/2021, 00:00:00	accep	Beni	CD
42.7125	11.15583	02 Oct 2013	excellent	'Ali Sabieh	DJ
-121.75689	36.91023	19 Jan 2013	average	Watsonville	US
-89.66123	21.28306	2017-02-13	average	Progreso	MX
10.78222	36.46917	2014-07-24	accep	Beni Khiar	TN
56.36091	51.78771	10 Mar 2014	excellent	Saraktash	RU
5.22778	51.955	08/05/2014, 00:00:00	good	Culemborg	NL
76.03889	18.18158	08/07/2017, 00:00:00	good	Osmanabad	IN
-3.52751	50.7236	09/10/2018, 00:00:00	maintenance	Exeter	GB
-56.52361	-33.38056	2021-04-06	average	Durazno	UY
-52.20639	-3.20333	2016/10/13	average	Altamira	BR
59.6	47.83333	05 May 2013	building	Shalqar	KZ
7.00417	52.26083	23 May 2013	average	Losser	NL
10.7	4.96667	2020-08-13	good	Tonga	CM
117.81667	36.81667	2019/06/04	average	Zhoucun	CN
-0.45877	46.32313	2016-08-19	excellent	Niort	FR
72.34424	40.78206	2022-07-28	accep	Andijon	UZ
107.60389	-7.01833	2022/07/20	excellent	Pameungpeuk	ID
18.30056	50.5107	2014/06/07	accep	Strzelce Opolskie	PL
130.57211	45.75279	2020-08-09	excellent	Boli	CN
-0.45877	46.32313	2015/01/03	maintenance	Niort	FR
2.29026	48.77644	09 Feb 2018	excellent	Sceaux	FR
-0.36053	51.64316	2022-06-05	excellent	Bushey	GB
23.225	43.4125	02/05/2016, 00:00:00	excellent	Montana	BG
-65.71875	-21.44345	2014-01-31	excellent	Tupiza	BO
-77.55777	37.52487	12/18/2012, 00:00:00	accep	Bon Air	US
125.51176	42.64031	11/06/2013, 00:00:00	good	Dongfeng	CN
88.58	23.18	07/15/2017, 00:00:00	excellent	Aistala	IN
-75.60804	39.96097	2017-11-23	maitennce	West Chester	US
120.57224	15.72892	2015/12/31	average	Burgos	PH
34.11169	0.46005	08/30/2016, 00:00:00	average	Busia	KE
-94.41551	39.09112	2013-01-29	good	Independence	US
5.55575	46.67535	2016-08-13	excellent	Lons-le-Saunier	FR
111.4834	65.93381	03/08/2020, 00:00:00	excellent	Aykhal	RU
78.14797	15.45144	29 Apr 2022	accep	Betamcherla	IN
39.25	-6.8	2020-10-23	excellent	Magomeni	TZ
120.74792	41.09822	2014/01/18	good	Nanpiao	CN
136.13108	34.75856	03 Dec 2016	accep	Ueno-ebisumachi	JP
-51.87389	-23.44361	2016-12-22	average	Sarandi	BR
76.35484	10.10649	2017-05-02	average	Alwaye	IN
-41.45861	-4.42472	2022-06-27	excellent	Pedro II	BR
-93.12577	44.73941	2020/09/13	maintenance	Rosemount	US
-77.96389	39.45621	2015-02-20	accep	Martinsburg	US
-52.20639	-3.20333	15 Jan 2020	average	Altamira	BR
-87.71255	41.84364	07/08/2017, 00:00:00	good	South Lawndale	US
25.8191	53.5942	2016-04-04	average	Novogrudok	BY
-71.10077	18.20854	2020/02/14	excellent	Santa Cruz de Barahona	DO
116.11768	24.28859	09/15/2022, 00:00:00	good	Meizhou	CN
-79.00453	-2.90055	2019-04-30	maintenance	Cuenca	EC
115.88782	-32.05251	2017-03-27	average	Willetton	AU
126.835	37.65639	02/22/2021, 00:00:00	average	Goyang-si	KR
122.22833	40.66482	01/11/2019, 00:00:00	average	Yingkou	CN
4.52529	50.71229	2020/12/25	building	Rixensart	BE
112.01667	-7.81667	2013/04/25	excellent	Kediri	ID
-80.08199	35.88264	31 Aug 2019	good	Thomasville	US
-88.3162	42.24113	2016-08-11	accep	Crystal Lake	US
65.93249	36.21544	2020-04-22	good	Sar-e Pul	AF
-116.97725	33.92946	2017/04/26	building	Beaumont	US
136.61667	36.53333	2015/07/07	excellent	Nonoichi	JP
103.6032	1.6561	07/25/2021, 00:00:00	accep	Kulai	MY
-1.08593	50.79205	2020/05/16	average	Southsea	GB
137.23333	35.8	03/22/2015, 00:00:00	good	Gero	JP
31.4976	26.67319	2019-01-01	average	Juhaynah	EG
-59.13316	-37.32167	2015-05-01	building	Tandil	AR
-74.28459	40.5576	16 May 2022	accep	Woodbridge	US
-105.11221	39.57582	08/22/2020, 00:00:00	excellent	Ken Caryl	US
-8.07257	12.74409	2018/11/10	excellent	Kati	ML
-96.67834	34.77453	2018/10/31	average	Ada	US
102.56365	13.65805	2016-07-25	excellent	Paoy Paet	KH
-71.19901	-30.60106	05/22/2021, 00:00:00	good	Ovalle	CL
37.49338	55.62047	2019-01-27	good	Tyoply Stan	RU
78.25795	9.82564	10/29/2017, 00:00:00	average	Tiruppuvanam	IN
-1.47217	53.46506	2015-04-21	accep	Chapletown	GB
13.44275	38.07789	01/11/2014, 00:00:00	accep	Villabate	IT
-87.70172	41.72059	10 Jan 2015	maintenance	Evergreen Park	US
-71.08977	41.9001	12/10/2015, 00:00:00	excellent	Taunton	US
-73.95097	40.72371	06/30/2015, 00:00:00	building	Greenpoint	US
-75.11028	-15.21194	18 Jun 2017	accep	Minas de Marcona	PE
-111.89903	33.50921	2021/02/13	maintenance	Scottsdale	US
2.95924	36.76775	11/13/2017, 00:00:00	good	Cheraga	DZ
-4.10734	38.68712	2015-05-27	good	Puertollano	ES
-2.1875	51.26	2013-07-02	accep	Westbury	GB
145.13643	-38.16604	2015/12/10	accep	Frankston South	AU
24.14662	65.84811	2019-01-02	maintenance	Tornio	FI
16.4	48.25	22 Feb 2021	average	Floridsdorf	AT
-47.1725	-22.57306	2021-06-14	excellent	Artur Nogueira	BR
8.96317	48.35149	2020/10/19	accep	Hechingen	DE
43.63417	43.96222	2013/03/30	building	Novopavlovsk	RU
44.02488	32.61603	02/26/2015, 00:00:00	good	Karbala	IQ
-119.48568	49.88307	04/12/2014, 00:00:00	accep	Kelowna	CA
30.91105	3.02013	02/11/2021, 00:00:00	average	Arua	UG
139.55028	35.30889	24 Feb 2020	average	Kamakura	JP
-82.32483	29.65163	2022-05-15	maintenance	Gainesville	US
-2.68758	53.69786	2017/02/08	average	Leyland	GB
2.61667	48.98333	2016/06/23	accep	Mitry-Mory	FR
-6.00137	33.42585	10/20/2019, 00:00:00	excellent	Oulmes	MA
-58.44417	-3.14306	19 Mar 2020	maintenance	Itacoatiara	BR
-1.47217	53.46506	08 Jul 2021	maintenance	Chapletown	GB
3.1631	41.91738	2016/07/09	accep	Palafrugell	ES
122.9666	10.7375	2022-07-17	accep	Talisay	PH
139.55028	35.30889	2015-02-19	good	Kamakura	JP
2.25	50.75	2017-08-25	accep	Saint-Omer	FR
89.11943	23.9028	08 Nov 2013	acceptable	Kushtia	BD
12.16179	48.52961	2014-02-20	good	Landshut	DE
-96.72365	17.06542	07/20/2019, 00:00:00	building	Oaxaca	MX
9.5926	52.86147	20 Jun 2019	excellent	Walsrode	DE
-121.74052	38.54491	2013-12-18	excellent	Davis	US
13.44275	38.07789	12 Aug 2014	accep	Villabate	IT
30.2049	55.1904	2015/05/12	average	Vitebsk	BY
37.56667	55.85	2014-05-12	excellent	Likhobory	RU
2.95924	36.76775	2018/05/11	good	Cheraga	DZ
-44.31389	-19.7625	2015/11/24	average	Esmeraldas	BR
10.18003	24.96334	2018/12/23	building	Ghat	LY
71.52847	32.57756	2015-02-17	good	Mianwali	PK
4.08282	36.61954	14 May 2020	excellent	Beni Douala	DZ
27.02444	39.59611	03/02/2015, 00:00:00	building	Edremit	TR
82.85749	17.54907	15 Feb 2014	maintenance	Elamanchili	IN
-84.23381	33.54428	10 Aug 2015	maintenance	Stockbridge	US
20.22625	30.75545	2013/09/29	average	Ajdabiya	LY
-44.31389	-19.7625	2020-10-02	maintenance	Esmeraldas	BR
-2.16	34.31	01 Feb 2016	excellent	Jerada	MA
109.3243	-7.0981	07 Jan 2021	building	Randudongkal	ID
79.883	6.9909	18 Dec 2015	excellent	Hendala	LK
-60.93173	-31.4488	2019-01-17	average	Esperanza	AR
-120.93549	37.73604	2019/02/08	maintenance	Riverbank	US
