SO2	H2CO	PM2.5	TEMP	CFCs	NOx	PRES	warning	longitude	CO	Pb	O3	latitude	PAHs	C2H3NO5	PM10	NH3	CH4
10.26368	43.87396	3.39361	16.38743	78.46117	6.78355	1092.50217	0.00000	2.1699	7.09597	45.35593	12.03323	48.98994	9.73472	1.07187	6.06742	8.20580	5.96621
11.78443	64.51628	7.67386	11.47012	67.94855	8.39517	1055.48250	1.00000	5.4584	12.30852	51.43328	8.45354	43.32393	7.60863	0.73182	5.56279	9.22933	7.97380
10.39294	47.04913	6.22927	21.30069	78.97977	9.52499	1138.65097	1.00000	33.9162	7.99598	25.91596	9.87620	51.67822	7.08619	1.57753	7.93499	10.22951	5.90258
9.41875	67.01552	8.30324	16.48377	81.51428	9.74022	1152.49469	1.00000	137.02166	10.34685	56.03479	8.77736	35.48199	6.59280	1.05515	6.77619	8.46512	8.80935
9.10924	31.12223	6.58280	25.96935	77.52840	7.99768	1145.86793	1.00000	112.19028	9.81252	58.26865	7.89415	30.35028	7.02456	0.91306	6.67239	6.97045	10.32758
9.00379	40.96210	5.43017	25.33275	70.29095	8.62191	1175.68234	1.00000	-68.3	9.55748	61.92271	9.64754	-54.8	7.90298	1.30380	7.63242	8.69011	5.31113
7.35773	35.69538	9.87700	6.79998	86.63593	7.72023	1051.02658	0.00000	137.02166	11.72614	56.29269	9.46173	35.48199	7.83642	2.01146	7.93393	8.17359	9.74104
12.18304	57.23702	6.80848	26.73020	64.76955	9.28051	1078.53171	1.00000	117.59152	9.90826	58.32665	12.13987	3.31332	9.50663	3.49498	8.88819	7.57212	9.21816
9.86332	40.06120	10.58645	5.75026	82.04687	9.91006	1092.38321	0.00000	31.33078	6.40546	41.85309	7.35595	47.56494	7.83195	2.77625	8.40343	10.67773	11.20552
9.51003	32.93454	6.24198	8.97673	75.97972	8.11852	1172.41897	1.00000	116.10146	6.89089	40.96299	10.26921	5.90702	9.27043	1.09250	6.79561	9.32372	6.79340
10.08115	57.06872	7.66839	17.36935	67.21190	9.22166	1066.51551	1.00000	85.94001	6.06576	44.22272	9.15099	25.49043	8.78102	0.98494	6.01468	8.21676	8.98454
9.90956	15.75060	4.96448	-5.22482	79.20006	8.97255	1075.53211	0.00000	8.2926	8.53305	55.56183	10.96264	9.58126	8.30236	0.94195	6.12127	8.37023	7.39743
9.09222	58.71287	6.61391	12.30006	57.67581	7.20248	1171.10654	1.00000	24.75	7.14395	44.40516	10.67277	55.25	7.09598	2.76124	8.41137	9.42289	7.08552
9.85239	44.59409	8.02706	36.35301	77.79425	9.91545	1095.99571	1.00000	145.13643	8.40143	43.34019	11.27021	-38.16604	9.22523	1.48608	7.26269	8.54686	8.69972
11.90661	42.81211	7.35875	-1.29501	68.90813	7.31596	1120.28295	0.00000	-43.80139	3.24815	29.96607	7.38503	-20.25333	7.96729	0.56049	5.66132	9.47955	9.32879
7.39162	41.72215	8.39898	8.19898	60.99006	8.22270	1114.98319	0.00000	-80.22588	3.48628	48.07001	8.72752	26.2173	7.55628	1.54561	7.14915	9.71601	7.55011
9.02109	34.94667	6.45464	25.25175	71.18962	7.36825	1089.81296	1.00000	37.55	9.86246	26.78449	8.90272	6.03333	6.70170	1.42281	7.35652	9.21586	10.47435
9.93999	66.19728	6.11788	32.18856	77.55128	9.70238	1161.23952	1.00000	15.07041	7.25317	58.65910	10.98071	37.49223	8.52125	3.11484	8.77952	7.63529	6.88932
10.77188	43.14237	6.08204	22.29896	74.00728	7.32477	1103.47377	1.00000	5.22778	9.48132	38.02824	10.01669	51.955	7.05540	2.00819	8.22320	6.55906	10.39602
9.45195	58.83459	8.97090	23.77808	61.56823	8.29744	1113.74820	1.00000	-61.4867	5.64160	29.91190	9.06242	-31.25033	8.12203	1.07704	7.10926	9.24553	8.66460
9.59308	49.03585	3.09967	23.32763	80.78399	9.03914	1128.85058	0.00000	117.59152	7.33762	16.66747	12.80502	3.31332	5.67037	0.88225	6.68980	8.80210	6.18496
9.21625	63.90010	4.33235	22.94136	67.77141	8.97003	1147.63491	1.00000	-61.4867	11.76000	49.80442	5.38924	-31.25033	8.44905	0.75228	4.39929	9.06829	11.33250
7.53527	46.18289	8.58608	18.09462	70.82835	9.47263	1101.20035	1.00000	78.95693	8.16448	42.63910	8.95011	29.21399	9.75629	2.43990	8.36627	8.05284	9.96391
9.66409	24.44808	4.61622	-13.98310	56.97546	7.18451	1117.32048	1.00000	-87.70172	8.61441	46.44608	10.70760	41.72059	6.78966	1.39481	7.46731	8.99758	6.29440
10.27896	47.20165	10.37557	26.57771	67.84664	9.47116	1186.96531	0.00000	4.63031	10.02480	48.64258	6.40061	43.67681	6.26429	1.37009	7.64045	7.50421	6.50715
10.94574	50.54356	9.46365	5.61063	63.24418	8.39205	1127.13423	1.00000	9.5926	7.19089	34.64460	7.41951	52.86147	6.61326	1.45842	7.42537	7.91500	6.99378
10.42597	45.24699	7.78036	21.00824	69.52980	9.79068	1092.59612	0.00000	41.00817	7.69425	64.53122	4.30430	38.13708	7.38471	0.93516	3.71107	8.49283	7.56704
9.48528	32.34191	7.07849	13.19882	71.80351	10.18383	1165.59803	0.00000	15.07041	9.02830	62.43239	9.29847	37.49223	9.50931	0.91888	7.04419	7.93934	6.53140
10.97755	52.18044	6.94300	27.91258	66.22619	7.23042	1118.16112	0.00000	-88.3162	10.87244	64.98574	8.19590	42.24113	8.97997	0.72447	5.70159	8.55001	8.27372
9.98184	49.63158	8.07737	13.91348	81.74648	7.83682	1120.49134	1.00000	11.37703	6.01502	37.17792	9.67956	48.06919	7.94622	1.43588	7.66931	8.66498	7.67789
8.79986	45.96722	8.61012	5.39191	90.23651	8.79110	1106.95480	0.00000	73.06784	11.06051	54.09126	8.94833	25.13915	7.22006	2.56831	8.42976	8.61509	5.40032
9.28046	37.11300	5.30054	31.72517	66.74066	8.90676	1182.89301	1.00000	-1.64295	8.71900	61.33154	8.56139	42.8139	8.70718	0.94116	6.48725	8.02731	11.06118
10.36676	60.32376	7.53370	-6.96560	77.22539	7.73748	1186.38888	1.00000	-1.06667	11.11270	42.51810	10.35454	53.78333	7.22037		6.28178	8.36356	8.41945
10.41455	47.64091	5.38273	4.63223	67.10337	10.71353	1185.87705	1.00000	-7.32097	7.22663	62.97346	11.09076	41.1053	6.63768	1.95817	7.97888	8.02961	6.30600
9.00605	49.34034	3.82717	8.56507	79.27065	7.66382	1169.28095	0.00000	18.30056	8.79831	23.25366	12.94960	50.5107	8.41985	1.26337	7.46017	8.41162	5.14019
12.23272	42.52349	7.17987	1.06809	76.39053	8.36436	1070.45009	1.00000	30.2049	7.61636	69.60345	8.62746	55.1904	7.22751	1.49079	7.33080	9.31238	6.04211
9.16478	53.82783	7.71391	4.68503	69.68161	10.14857	1088.38292	0.00000	9.72749	4.11934	27.43490	7.96171	48.28259	9.02709	0.88011	5.68663	9.08452	7.08816
8.70639	77.51661	5.21899	34.84527	67.70176	8.42937	1161.84720	1.00000	-117.14392	8.94971	52.24943	10.46305	32.9156	7.50417	1.67831	7.95756	7.95277	5.22655
8.69837	16.33116	8.05994	24.54981	78.23046	7.55073	1183.46140	1.00000	-74.38987	6.41032	50.74250	9.22308	40.65538	8.46351	0.92781	6.61913	9.19305	9.14764
10.94287	40.28824	9.45921	5.79702	74.74576	11.11234	1190.95173	0.00000	-80.66756	8.32023	47.33324	6.18720	26.68451	9.90089	0.99663	5.92554	7.93850	10.66751
10.18118		6.50928	20.88353	74.24222	6.74012	1133.00805	0.00000	-105.11221	8.33973	57.01652	9.55980	39.57582	7.13623	1.16878	6.05554	8.16340	9.25244
9.33142	45.08715	9.45711	15.05278	72.75424	9.91225	1163.41549	1.00000	-116.21677	7.06649	60.44771	7.14708	33.7207	9.32225	0.83223	5.87368	9.11949	7.89575
9.31626	52.58899	7.49273	14.49712	78.45134	9.16148	1151.95197	0.00000	-72.97261	9.39183	76.76584	9.50324	43.61062	8.42061	0.88122	6.65822	8.32357	
8.67472	36.66418	9.24191	16.05269	64.65569	6.70655	1160.09558	1.00000	-73.20483		63.11677	7.43359	41.16704	6.79799	0.89986	6.25588	6.87290	8.42265
10.57693	68.05809	5.75593	26.84903	79.07325	8.05626	1078.01192	1.00000	84.13864	6.34268	45.42959	11.44264	22.88783	8.94573	2.28743	8.19010	7.32637	6.48998
6.40863	70.99344	8.21005	16.42546	70.09540	6.91824	1084.82329	1.00000	-76.70944	7.48473	66.91570	8.56762	-11.94306	8.91963	1.26272	7.06089	7.57841	10.15479
9.13122	51.40919	6.15771	19.48632	78.24129	7.70477	1163.64508	1.00000	7.2278	7.87464	44.75286	9.28364	50.64336	7.76182	0.98038	5.82386	8.10261	7.53845
10.31557	36.98334	8.53490	-6.26147	78.74004	6.49116	1051.43612	0.00000	10.5511	10.44628	38.35957	7.49065	52.47774	8.47193	0.73405	5.75633	9.41549	9.29310
9.46159	54.85668	6.45397	26.35113	69.25144	10.92879	1142.94483	1.00000	4.63031	7.21294	54.17968	12.58587	43.67681	7.93646	10.32260	10.10975	8.22029	10.88303
12.48645	57.43436	7.88194	-4.34450	62.35441	8.73867	1143.47192	1.00000	-75.60804	9.67136	71.15519	11.68444	39.96097	7.83029	2.15769	8.14337	10.15662	8.22231
8.14083	54.93101	7.41616	36.43836	70.40799	10.78466	1084.61585	0.00000	20.91361	4.96248	54.56613	7.37164	41.92361	9.98960	0.86876	6.30483	10.19404	7.77541
8.60446	39.67228	9.08121	3.97304	85.51540	8.47783	1090.46271	1.00000	151.08057	9.03886	66.69784	11.74423	-33.79176	8.65501	1.07812	7.51771	8.41877	8.20167
9.62989	41.87480	7.30032	16.47353	59.56595	7.94808	1118.43594	1.00000	-87.45476	7.13291	35.89789	9.54257	41.47892	8.33154	0.95106	7.49299	8.88895	7.32634
8.25102	36.13489	6.21327	29.16256		8.13941	1112.40475	0.00000	29.91582	9.48827	55.84855	11.95853	31.20176	8.37959	1.49599	7.76214	8.82586	7.10851
10.43227	59.33914	8.90890	14.85154	76.70234	9.20389	1120.36686	1.00000	-73.95097	8.00987	37.61936	13.27309	40.72371	9.34597	2.22535	8.29926	6.34177	7.90753
8.64722	55.30901	4.36004	19.22650	78.90963	8.56965	1099.32250	0.00000	77.54372	7.15024	41.51278	12.56213	10.12268	8.88774	1.71480	7.36894	6.64501	7.46539
9.22132	43.31973	6.86376	3.38532	64.65540	6.62432	1066.97192	1.00000	112.73333	4.71676	38.44738	10.27881	38.40917	6.48989	0.75805	4.71073	6.48774	10.66273
8.33290	44.44041	8.01896	28.51630	74.21597	6.78443	1195.94580	0.00000	-89.71472	9.65836	55.20212	9.92350	13.73417	7.81352	1.54239	7.62224	8.35348	8.12004
9.38241	52.35056	4.95233		76.15328	8.03147	1181.24199	1.00000	-87.71255	10.49647	79.95338	7.74012	41.84364	8.27382	0.69673	5.53124	8.64942	10.87834
9.74737	41.79839	5.21908	18.43039	71.08597	8.11011	1102.44738	0.00000	-58.44417	9.53672	63.49326	10.62536	-3.14306	7.50827	1.06994	6.32065	9.62398	6.78716
8.01906	61.29915	6.32958	18.31115	63.33307	7.75168	1071.98755	0.00000	85.83334	10.34716	64.70583	12.21037	20.88197	7.58993	3.20727	8.71540	9.39299	5.47638
9.42238	59.68754	7.85395	16.32803	79.29548	7.77421	1127.47482	0.00000	15.00913	10.29508	39.11096	9.33647	37.51803	8.95110	1.19225	6.75169	5.87171	6.90374
12.18519	49.61866	10.98764	31.25742	72.70591	6.78769	1156.47662	1.00000	8.77069	2.99493	39.73167	8.40230	50.80904	8.35280	1.49001	6.82449	9.69677	9.73007
11.00437	26.53014	7.87749	20.54527	82.75421	6.26970	1074.68625	0.00000	-96.39774	10.48673	41.86941	10.59624	30.16688	9.34118	1.20052	7.28923	8.18647	8.44043
11.05316	67.49667	8.70274	20.83256	82.16014	7.94365	1122.71627	0.00000	18.28333	10.25048	33.94660	6.96100	59.33333	8.44153	0.89945	6.02360	9.41906	7.15292
11.12478	45.18482	6.48932	9.08202	81.51638	7.72019	1173.60434	1.00000	-65.71875	7.05011	51.28593	10.77339	-21.44345	6.87673	4.97447	9.30757	7.96490	4.74802
10.85197	71.97545	7.79655	6.34011	70.65657	8.09654	1106.84587	1.00000	77.40858	5.14974	37.18365	11.19037	24.05979	7.87697	6.27202	9.53630	7.92763	6.80516
9.19947	28.40850	10.34192	2.83690	67.21115	7.90257	1070.92426	0.00000	-82.32483	12.48819	68.82155	7.57272	29.65163	8.03974	2.70216	8.62009	8.52567	6.81528
9.77045	47.10435	12.57172	34.96160	65.37853	9.39133	1052.05215	0.00000	-0.2	10.05436	45.87003	7.44036	51.65	10.32637	6.64700	9.66574	8.31461	11.16116
11.58070	55.85367	6.59097	28.81658	79.51917	9.09174	1118.54758	0.00000	-93.263	10.05428	42.78439	8.08606	45.0408	6.59745	0.70273	6.21047	8.98935	7.00466
10.75153	59.52813	10.11688	15.07082	66.64797	9.12271	1084.42503	0.00000	12.19458	5.96928	62.19078	6.75515	10.61285	8.67093	1.67304	7.85518	7.96233	9.90243
9.79844	70.44075	5.51653	6.60012	83.10557	10.27329	1110.12898	1.00000	51.3452	9.33269	35.22891	10.29492	53.37596	10.27548	4.49819	9.16938	8.24960	3.64296
9.16632	74.73494	9.92897	17.59402	74.07317	7.62702	1088.05420	0.00000	-79.62603	6.97763	60.03390	6.99532	8.88988	7.41058	1.09054	7.02146	9.48580	8.53492
9.36702	36.66937	7.66411	17.79538	74.12086	8.49498	1198.92607	0.00000	-81.24441	10.81974	35.34332	9.08838	23.15678	9.31354	0.75590	6.15304	10.84352	8.71952
9.37860	50.00097	9.02421	19.75294	78.56516	11.01894	1176.09871	0.00000	-67.15407	5.93597	60.29922	8.18908	18.42745	7.20817	1.11162	6.68838	7.78359	9.96644
8.69226	50.70956	7.23859	15.31400	77.71948	6.73865	1155.82475	1.00000	-103.5687	11.04305	49.95924	7.30031	20.22816	8.36730	0.67490	3.40131	8.14677	8.63615
8.98761	36.72438	8.73541	26.30492	67.15819	9.89688	1151.99501	1.00000	79.883	12.14422	52.39327	8.27793	6.9909	7.81209	0.68328	4.15027	9.62940	7.45079
9.94118	28.87022	5.87412	2.11126	70.27731	6.68584	1147.99495	1.00000	75.35927	10.25446	63.24835	7.57514	12.04161	8.17625	0.57844	5.53014	7.65103	5.90903
9.44242	48.67357	9.09416	21.67928	68.94994	9.58036	1084.59893	1.00000	32.88667	2.79861	38.01583	11.21420	3.27833	7.16498	1.76511	7.83406	6.73360	10.33650
9.42841	22.09904	8.94043	15.55366	71.50489	8.09648	1134.79137	0.00000	-73.75335	10.42985	26.74742	8.13126	45.4473	8.46475	1.12680	6.67923	8.54786	7.82817
9.99398	33.60874	7.47027	11.04349	57.32805	8.74251	1136.27771	0.00000	-1.5443	10.59968	48.37213	8.91696	50.75767	9.71819	0.84017	6.78082	8.82150	7.17220
9.74236	27.10210	8.02120	21.63824	65.63991	7.92502	1129.86838	0.00000	136.61667	10.40102	59.94984	8.53214	36.53333	8.04859	0.77043	6.55876	5.26944	8.32063
8.85640	59.69867	4.76930	29.67233	57.76142	8.86748	1165.11550	1.00000	-42.98194	7.94621	39.41970	9.09897	-22.53722	6.96014	2.32670	8.31917	7.34712	12.25481
10.67653	47.28467	6.37536	24.92439	74.56660	7.95887	1141.20002	1.00000	-87.45476	9.97168	37.17261	9.22276	41.47892	8.29695	1.44526	7.71450	7.82626	10.14649
11.35785	53.63717	7.69824	30.49829	67.00245	8.84477	1085.94562	1.00000	-5.55835	9.69397	48.84086	11.79049	42.64685	7.86645	1.64796	8.19065	8.01257	8.63724
8.34895	82.30669	13.10101	13.96758	65.67374	8.88877	1151.12848	0.00000	128.63083	8.55135	51.72316	7.93254	36.82167	9.17202	20.59102	10.83418	9.05468	12.05035
11.09746	51.73844	8.33411	3.28611	76.81982	7.73817	1185.11250	1.00000	-48.62789	5.93302	33.91074	8.71500	-17.74431	6.76869	0.92409	6.57583	8.45691	8.51557
10.04873	49.02810	9.62919	16.53008	63.69707	7.36821	1071.89360	0.00000	-0.74934	9.21957	47.47646	6.76378	51.62907	6.83109	0.82771	6.12926	7.88162	11.03601
9.18896	51.96662	7.06742	25.05655	73.22799	8.72039	1130.38885	1.00000	130.94098	7.42403	50.81592	9.74634	33.3213	8.67669	1.57327	7.70993	9.95532	6.54194
7.25379	40.80238	6.72937	7.53034	73.17567	8.72673	1128.96380	1.00000	-77.70066	8.81174	58.93236	9.74004	43.16547	9.06541	0.87959	6.65800	9.78062	10.36968
7.92587	55.67132	6.09622	7.69165	70.73820	9.00437	1111.49097	1.00000	-84.67837	9.64221	45.23594	8.02700	34.06635	7.34770	0.74888	6.49488	7.23632	10.89311
8.72072	55.72496	8.19395	5.76092	56.96349	8.30894	1091.21433	0.00000	-119.48568	9.54394	56.91414	9.38746	49.88307	9.48473	1.54476	7.38753	8.15275	7.60086
9.67983	60.82669	9.15051	23.83918	74.92676	8.05480	1155.81189	1.00000	19.27498	4.94396	48.23034	8.87267	50.20528	7.84859	0.98009	6.16970	8.60065	8.65468
9.19700	45.86084	8.16382	12.63640	85.96413	9.91871	1129.25235	1.00000	-6.00137	12.32075	49.85479	8.75034	33.42585	9.38374	0.73368	4.58392	8.34890	7.83154
10.13383	57.10436	3.89181	5.65408	65.69435	8.34778	1112.94746	0.00000	-88.70464	8.18267	31.06117	11.76302	34.25807	8.07879	0.74619	6.67301	6.74804	6.41169
7.49817	53.26683	8.23875	20.30635	78.80934	7.54292	1078.52976	1.00000	4.91667	9.14436	56.64205	8.64075	45.73333	8.93895	0.63785	6.21295	9.17729	9.29451
8.62217	70.35160	6.02649	21.70820	87.52293	9.62961	1123.81670	1.00000	-122.24064	7.65396	59.03589	10.84709	47.80527	7.86414	2.38024	8.25396	7.80539	6.00529
12.36625	51.73519	9.90509	15.38126	81.12618	10.69933	1094.83653	1.00000	71.52847	2.89618	79.96683	9.33986	32.57756	7.77950	0.99456	6.89191	8.89273	10.01487
9.59679	37.32698	8.69965	0.14994	66.15596	7.20907	1177.35806	0.00000	72.93924	5.83749	57.07325	7.36955	18.87813	6.30096	1.12964	6.82638	7.24182	8.16895
10.42351	35.96911	6.81704	9.50272	79.31430	7.79922	1111.89506	1.00000	-65.61427	6.66238	34.11422	10.23720	-27.4338	9.02723	1.41878	7.81786	8.93421	6.50989
9.88463	49.59381	7.47097	15.75966	56.71215	8.07724	1083.36809	1.00000	7.2278	10.33633	67.20725	9.28072	50.64336	9.21666	1.08128	5.79545	10.01397	8.73786
8.94204	43.27825	8.20422	9.53827	83.61329	6.23624	1182.72181	0.00000	-40.7475	6.32081	64.55296	8.78091	-4.16694	8.06416	0.69316	5.94102	8.10518	7.90127
9.50392	52.04959	8.34710	11.18314	74.36822	8.71854	1093.00992	0.00000	-65.71875	5.54246	56.24094	7.80734	-21.44345	10.00512	0.83831	5.80929	7.52076	11.23552
11.97201	51.67303	4.56337	3.51478	73.10499	7.85094	1058.03942	0.00000	-0.76773	6.99682	67.96710	9.37854	38.38479	9.57321	0.84479	5.11250	8.90302	6.86177
8.74962	62.83125	6.67293	18.65895	82.67947	8.93556	1068.13412	0.00000	27.25	10.14675	43.77671	10.76022	42.7	8.23656	1.86736	8.07954	7.96551	6.88009
10.35446	31.84537	8.78656	7.71505	69.28334	8.35363	1177.22688	0.00000	112.73333	5.90012	51.49042	6.34925	38.40917	8.81658	0.46123	5.52121	9.15903	8.31339
9.51936	52.96417	7.44407	30.25673	80.06468	7.83295	1058.55390	1.00000	126.28333	4.50431	56.43816	10.07371	45.35	5.98977	0.51116	5.12308	7.15316	10.50358
7.99957	67.24252	9.47592	23.17062	81.50328	7.90966	1059.21921	0.00000	5.23333	5.83470	63.00318	7.25626	52.09	11.22687	1.01569	6.86701	8.93887	9.02168
8.77686	59.70828	6.15596	19.94566	70.90271	9.42921	1181.05319	1.00000	75.16878	9.91016	49.19283	9.24099	30.81383	7.87365	2.42778	8.35939	8.35801	4.28528
9.81945	59.05197	7.18455	0.93096	71.58887	7.85915	1092.84235	1.00000	35.90057	6.59063	44.04433	9.64405	56.85836	8.40197	0.96431	6.82189	7.47137	8.36512
7.98283	61.50275	11.73495	27.97297	68.90802	9.20703	1127.25853	0.00000	6.74549	8.97520	52.18597	7.46353	49.5099	6.28921	2.69173	8.58927	8.18377	9.75638
8.75867	43.10125	5.80555	2.01619	71.74066	7.40568	1135.10353	1.00000	17.10558	6.65098	52.02879	12.15226	61.72744	7.06884	4.86186	9.25796	8.79576	6.34132
8.84869	47.94913	6.16724	7.10683	63.86873	9.30039	1189.42757	1.00000	28.28489	8.96581	61.66656	9.10104	48.15659	6.47947	1.11667	6.83600	6.21798	6.23364
9.10965	37.14322	9.21302	7.66923	77.17637	8.12474	1154.13409	0.00000	76.92421	4.18079	46.93768	7.68494	60.97944	8.88873	1.08466	7.22931	7.86334	8.45861
12.10966	44.21357	8.02783	-5.62227	79.44083	7.00260	1198.17941	1.00000	73.08333	11.38939	38.67129	10.82663	19.21667	8.50164	0.90116	6.62587	10.49778	7.60983
10.10687	35.38934	6.50753	21.96483	83.23404	9.03848	1085.54563	1.00000	-119.48568	8.53755	54.55767	8.70104	49.88307	6.17041	1.00164	6.59266	8.83218	6.42359
11.28013	73.93362	8.72646	17.83531	78.23078	7.84993	1143.66898	1.00000	72.93924	2.97719	39.99623	10.62766	18.87813	10.02878	0.79893	7.14424	8.05376	9.89294
8.28472	56.23213	6.34812	24.37985	66.99211	6.43263	1064.74533	1.00000	146.05093	9.89680	56.81027	9.18809	-34.28853	5.28014	1.18939	6.71262	9.48248	10.39891
9.17287	41.06183	5.95066	16.37767	76.00711	8.42071	1090.12512	1.00000	124.95278	9.79114	39.98451	8.84924	6.33444	7.57327	0.82043	7.23527	7.10284	4.48672
9.88579	46.57275	6.81206	9.63927	61.75298	8.50382	1063.98120	1.00000	71.57737	9.12464	27.92533	10.67804	21.53889	6.67240	0.97437	7.10568	9.25388	9.53131
9.66685	40.75353	5.00545	7.97805	70.20737	7.88121	1121.02894	0.00000	69.01354	7.44327	64.29635	11.09744	38.55632	8.44714	0.87690	6.23423	7.71890	7.55417
8.86054	68.39684	7.04312	21.91107	76.55702	7.10961	1077.78572	1.00000	-74.38987	7.56022	55.45796	9.81514	40.65538	8.66586	1.54335	7.83578	7.26364	5.78597
10.66155	20.55763	6.67826	0.59385	75.48815	9.87454	1139.80215	0.00000	86.00214	9.77305	48.68972	8.76735	46.51872	8.44088	0.79245	5.84064		7.42484
8.92948	36.70410	7.84090	2.73073	84.48872	8.48175	1083.53296	1.00000	15.07041	6.30190	59.76692	9.36512	37.49223	6.97360	1.09169	6.50003	7.69742	8.29616
9.82394	31.68317	10.19890	37.80856	83.07290	8.27976	1070.68053	0.00000	-77.96389	7.44685	37.07900	6.86436	39.45621	8.14649	1.28403	7.16233	6.87988	10.03101
8.15057	52.83249	5.74355	17.79044	87.35359	7.77545	1069.51348	1.00000	123.50266	7.23889	43.47838	10.25345	41.94175	7.52450	1.63358	7.86501	7.90035	11.37236
11.95166	63.94722	8.15634	22.23921	65.99117	8.92172	1165.41224	1.00000	72.93924	10.64366	61.90307	11.56258	18.87813	9.76848	1.59918	7.73078	8.81789	7.91516
10.93366	39.52294	8.54922	34.47941	75.47004	8.25483	1199.69949	1.00000	110.71639	9.60620	45.24987	11.28197	-7.54972	9.50511	1.31750	7.49108	7.14427	7.99887
8.55825	62.88854	4.53512	5.04962	68.17168	8.37787	1112.63218	1.00000	24.75	12.04285	31.71598	8.43694	55.25	9.20674	0.79367	6.82691	7.75268	2.91617
10.70036	53.42728	7.19262	15.13709	59.01999	6.48408	1061.81290	1.00000	-87.71255	5.02737	60.35726	9.34106	41.84364	7.93496	0.64758	4.49934	8.93751	10.13495
10.31845	42.83829	4.19597	17.01721	66.38514	8.18030	1170.68522	0.00000	-89.99038	8.49685	67.54726	11.37231	38.58894	8.81770	1.03872	6.37374		5.31851
9.39069	50.77359	6.41988	-0.11804	74.01947	8.69547	1143.57233	1.00000	113.69785	9.26148	47.60918	8.55835	-7.73379	7.33540	1.15033	6.83872	9.33356	5.65197
10.57439	47.41410	8.83314	20.69345	75.05563	7.80841	1167.16408	1.00000	0.75	8.25858	45.58576	6.75347	52.41667	9.76192	0.69012	6.29830	6.90379	6.10074
10.17632	45.08812	5.27140	5.38473	71.53708	7.91285	1069.13380	1.00000	-101.2591	6.03139	51.70366	12.26473	21.01858	9.17448	2.66216	8.46421	7.06105	6.75705
8.82744	50.26644	5.04531	15.64352	64.38832	7.62154	1179.19998	1.00000	120.14278	9.59997	50.90502	10.20542	32.50611	8.39904	1.80751	8.11279	7.19349	5.44517
10.45833	41.99461	7.84630	4.27478	72.99652	9.48038	1177.49334	1.00000	30.38167	4.79006	43.64966	9.45202	59.80917	9.98946	1.33949	5.34679	7.37509	10.08942
10.43912	42.81376	10.88318	9.61623	74.46722	6.83160	1182.31063	0.00000	43.2379	10.74883	47.53469	5.81991	50.06	8.45558	1.47129	7.50927	8.81916	10.07095
9.94679	66.84048	7.80942	29.59458	78.36614	8.47548	1150.70367	1.00000	-103.42897	5.46023	19.22412	9.49656	20.28527	8.56502	0.60979	6.06189	8.41653	8.27861
9.46752	68.60488	9.80751	32.87312	79.59887	8.99050	1057.93743	0.00000	-3.59625	5.66014	55.07703	7.28734	5.27247	9.07819	0.60850	7.30437	7.04348	8.17662
8.37886	39.97150	6.00600	5.28793	59.38328	6.49474	1094.29026	1.00000	138.31667	10.03440	43.30188	9.27903	36.65	7.28967	2.45931	8.16285	8.93585	4.29466
8.99549	58.07665	7.81703	6.70957	61.35978	10.29313	1092.37846	1.00000	-76.43941	11.49595	57.03006	6.31222	39.33427	8.58073	0.80698	5.54425	7.03981	9.21985
9.92154	56.69394	5.75543	11.67083	67.69560	7.44322	1072.33156	0.00000	32.86389	9.39779	54.53009	10.42235	53.95278	7.61255	1.12142	7.14105	7.00451	5.41679
9.71335	63.77992	8.00362	11.39242	71.62972	8.69285	1132.87184	1.00000	-74.38987	8.99232	45.84517	10.66024	40.65538	7.92024	1.80067	8.00248	8.54897	9.13652
9.28142	8.64247	4.07389	26.26924	64.18127	8.96880	1066.67436	1.00000	65.50917	5.85291	42.14681	11.64006	44.85278	8.94990	36.33613	11.41010	9.84716	13.52234
11.26750	61.72825	5.94896	11.87728	71.65336	8.85410	1165.34368	1.00000	75.11937	7.60995	53.38643	9.55390	20.88098	8.66774	1.07318	6.73161	7.39301	6.07714
8.69331	53.27388	10.54092	27.82127	75.94923	8.84220	1133.81700	1.00000	-77.96389	12.92297	70.59560	8.99689	39.45621	6.67296	0.83294	4.34166	9.20083	6.08127
8.05174	31.31698	8.75825	28.27891	74.50865	7.26603	1159.92331	1.00000	38.28402	7.57112	39.76263	6.67067	34.5624	9.03605	0.92355	5.56549	7.34107	9.85540
8.88610	40.78436	7.15087	17.85212	82.93924	8.95583	1139.09847	1.00000	43.83992	7.96070	64.99183	11.04533	55.39485	8.10860	1.73724	8.06394	8.58196	9.99455
9.80888	48.33907	7.83968	22.47640	83.61980	9.13856	1058.98583	0.00000	72.93924	9.69549	35.16296	8.73385	18.87813	7.94729	1.04656	5.85663	8.40613	8.41432
9.44768	43.20146	5.98762	4.86126	53.79884	8.61787	1193.24851	1.00000	0.30367	9.10535	64.24595	8.34298	51.38673	6.73688	0.97624	6.47411	7.95198	10.54213
11.14901	21.25124	5.45324	17.28090	81.35712	9.58254	1075.91196	1.00000	59.4839	6.98103	45.98279	11.45883	58.7002	9.24699	3.41832	8.88837	7.66273	5.14917
9.39182	27.04571	7.35943	12.14466	73.66236	8.39834	1157.25145	1.00000	145.13643	3.88189	54.44895	10.76271	-38.16604	7.83681	0.72763	5.44752	9.17317	9.65140
