SO2	PM10	warning	Pb	H2CO	O3	longitude	PRES	CH4	PM2.5	TEMP	CFCs	latitude	PAHs	NOx	NH3	C2H3NO5	CO
9.66163	7.83535	1.00000	58.83949	45.58874	6.33258	75.06583	1057.18140	5.60226	7.16268	10.36679	38.90911	32.17629	7.75532	8.74683	9.15228	0.13261	7.17896
8.50034	9.25382	1.00000	59.56981	50.62974	4.35882	-90.10674	1194.57871	7.08692	7.40104	14.10160	74.07071	29.84576	8.51422	6.30515	10.21555	0.43787	9.50690
7.77018	6.43038	1.00000	15.44096	42.89459	9.63524	-67.15407	1188.81797	6.54635	8.73892	4.33822	59.05831	18.42745	7.38180	11.74187	8.95189	0.07153	7.82210
8.35853	8.14214	1.00000	67.67730	51.71549	6.31821	110.8405	1146.22251	7.95047	7.52513	15.52884	52.97774	-6.8048	8.51512	5.69555	10.10553	0.15962	6.41987
6.55935	5.33283	0.00000	58.98026	56.31805	6.69779	13.44275	1197.14508	7.65901	7.37546	11.58999	41.94102	38.07789	6.90977	8.00601	10.31614	0.06660	7.11025
7.45673	7.68132	1.00000	48.78646	61.95544	10.21090	-118.25508	1081.65447	8.11836	7.65860	20.14468	55.35036	34.14251	7.82330	10.80766	8.76959	0.15794	8.63144
6.74492	7.86246	1.00000	53.44483	54.86730	7.23031	77.0202	1162.39882	6.16251	7.29166	7.79081	42.69898	43.41949	8.35393	9.53794	9.21724	0.14677	6.71054
6.62181	9.47409	1.00000	34.21065	55.36168	10.05806	29.41824	1133.59077	6.71714	9.41660	25.54928	37.64318	45.99194	8.47754	10.45281	7.70966	0.53010	5.75371
6.30391	4.99839	0.00000	44.26658	47.17078	6.56145	-8.33147	1098.66533	6.82703	8.61075	13.77092	33.45475	41.20485	8.99544	9.26173	10.97682	0.06517	8.44100
7.31928	7.46383	0.00000	42.34580	56.85868	5.24791	12.1369	1131.63618	7.55014	8.78005	24.40272	42.25821	51.04962	8.85995	6.65804	11.58365	0.10794	8.70669
6.07861	10.64036	1.00000	34.84447	49.07510	5.28112	25.8191	1105.40333	8.24922	7.25086	17.60017	56.07184	53.5942	8.64367	10.06992	4.83811	1.54063	8.26990
9.38998	8.89884	1.00000	56.87191	67.95872	6.71172	17.80774	1078.13787	6.06005	7.57247	26.65061	49.35483	40.55851	8.06779	7.22616	9.00287	0.30687	6.56351
10.13588	9.95793	0.00000	46.38131	58.31975	8.64551	-1.64295	1141.09285	4.83370	6.09738	13.67993	48.33080	42.8139	6.73351	8.82485	7.60935	0.76800	6.97618
11.01579	9.82168	1.00000	65.91132	34.90507		-13.68778	1191.51326	4.95281	7.26195	14.27246	61.64008	9.535	8.07337	4.61823	11.28438	0.72224	9.28719
7.85468	7.43753	1.00000	61.32403	60.69530	10.04625	-104.22884	1075.03263	5.22766	6.64319	15.24365	51.54643	32.42067	8.54816	10.39747	7.53771	0.12090	6.63461
7.76311	7.71792	0.00000	49.93017	60.39298	6.11501	-98.1664	1174.44162	4.01410	8.26833	23.60999	72.10317	19.32932	7.44665	6.79218	8.54075	0.14420	8.88462
8.98724	9.48504	1.00000	64.08828	74.60667	6.44403	-71.23106	1076.70926	6.80138	7.15223	20.24248	75.68175	-32.45242	6.82826	5.62087	9.39748	0.48456	7.74692
8.90479	5.28325	1.00000	65.49928	25.75440	6.00494	-119.01677	1063.50945	8.30527	7.32887	8.94126	56.53612	36.06523	9.07278	5.05849	11.45486	0.06390	6.63324
6.54852	8.81805	1.00000	16.66682	59.18889	9.54103	-82.46148	1092.60100	4.49335	7.67408	11.90274	57.50971	28.15112	7.96323	10.06374	6.26021	0.30169	8.36860
7.16565	8.22156	1.00000	35.14499	61.34356	9.27099	86.59509	1075.25270	7.60038	7.88701	11.93404	60.19476	26.11527	8.12611	9.81850	10.02163	0.19889	7.19990
5.21591	6.44043	0.00000	79.11859	33.39025	8.01690	-73.49484	1161.63094	10.21219	7.29750	17.62575	70.60518	41.14676	8.57286	6.34379	9.19691	0.08356	4.80912
5.88686	8.47929	1.00000	65.13252	62.05438	7.33115	65.50917	1056.73112	7.98423	7.40341	13.82700	40.81213	44.85278	8.52266	9.16798	10.28557	0.20810	7.56775
9.43061	8.24231	1.00000	62.20779	65.22222	6.63831	-117.70755	1159.22060	6.84880	8.58455	13.22401	43.75500	33.52253	7.98435	5.44205	10.32483	0.15833	7.91430
8.42047	8.01529	1.00000	37.87977	54.23038	5.77641	-4.0573	1109.68834	7.99870	9.23625	10.22880	61.71840	55.82737	8.56715	4.88758	10.77322	0.15576	8.23658
6.90144	9.31965	1.00000	71.54313	41.49915	11.31250	48.26258	1052.69640	5.07247	6.22167	18.95203	19.10205	33.86419	8.59929	9.68444	7.81453	0.46541	6.64962
5.87169	9.26239	1.00000	64.97211	49.16509	9.65178	117.81667	1120.85699	6.52289	6.79203	15.03036	43.88801	36.81667	8.32986	8.17498	10.23174	0.44134	7.61427
8.14985	7.23135	0.00000	48.32313	48.14909	5.35332	-4.0573	1191.65022	7.60641	8.81241	21.18082	64.51202	55.82737	7.95908	5.13711	4.60962	0.10757	8.87891
	8.31707	1.00000	45.51087	38.80301	9.52805	4.7934	1107.52380	5.67448	7.76600	12.93414	53.85029	45.69558	8.81121	10.17025	7.19865	0.16218	7.22242
7.67973	7.71300	1.00000	56.66328	50.48879	7.31871	77.54372	1097.03741	4.03755	7.58877	22.99585	55.75503	10.12268	8.58259	8.82569	8.60553	0.11847	5.18770
7.29078	8.13103	0.00000	37.42620	32.73673	3.84862	-122.24064	1053.93672	5.19121	7.74579	24.41684	61.52177	47.80527	7.59778	5.27094	7.99962	0.16341	7.32540
8.23463	7.84660	0.00000	42.52058	57.48257	5.19940	139.6853	1109.43171	6.64140	8.58182	6.44662	24.62014	35.815	6.21562	4.61135	5.53258	0.13679	7.24706
10.44110	6.39105		32.43347	41.94297	7.29834	-79.2663	1176.67161	5.61180	7.54420	23.82358	25.12582	43.86682	8.65473	7.49845	9.95582	0.08741	7.78837
5.13509	11.97322	1.00000	66.42649	38.23968	12.97871	146.05093	1091.41820	4.04429	6.58460	5.11278	61.88881	-34.28853	6.86375	7.69343	6.21584	5.67830	6.82384
6.82059	8.57267	1.00000	66.02539	51.29930	9.20330	86.68363	1052.55022	6.06963	8.58175	37.90589	52.25801	23.49668	8.37399	8.74964	9.02438	0.26585	8.42802
9.13221	7.88651	0.00000	54.11964	43.56685	8.35373	17.58522	1187.43683	6.80977	8.39463	9.10644	40.31424	40.53123	7.84028	8.63358	8.10579	0.12698	9.49567
10.25934	10.20265	0.00000	57.46056	53.56598	7.28567	-67.15407	1076.79879	6.66648	8.80926	11.10558	59.15558	18.42745	9.12349	5.96340	3.70246	0.99354	6.21429
7.42275	8.31274	1.00000	45.49621	52.81490	9.52391	123.62494	1161.30903	7.09674	8.85796	5.80730	53.14691	12.37169	7.32128	10.67336	9.19979	0.18753	7.58189
5.37173	7.48631	0.00000	78.62864	39.19676	5.93548	-60.93173	1126.65554	8.03231	7.30191	18.89798	22.01358	-31.4488	7.85589	6.59707	6.89252	0.07445	6.70136
6.29526	8.63801	1.00000	46.25821	60.58430	9.37906	101.02083	1068.41315	8.44810	7.55037	4.87359	29.71868	4.02219	6.92923	11.18330	8.61654	0.24237	7.60500
9.46692	11.10956	1.00000	30.28711	63.74916	6.47530	121.96361	1086.31940	5.44617	6.98149	39.37265	63.85607	6.95194	7.80426	6.76306	9.73539	2.45510	10.40075
5.06897	7.63465	0.00000	77.44836	27.78605	6.18704	65.50917	1056.55394	7.37569	7.70572	16.02808	77.62953	44.85278	8.42514	6.69257	8.07689	0.11013	9.00797
8.76189	9.08845	0.00000	48.32554	46.79450	4.79323	46.58333	1177.10985	7.11555	8.17805	11.69499	45.76166	-21.15	9.14344	5.19760	5.78481	0.35822	6.77348
10.10111	10.14982	1.00000	45.87805	62.15197	6.05543	-118.10583	1081.18061	5.24032	8.30927	25.85952	68.34169	34.09611	9.96885	6.23616	9.76560	0.94187	7.19020
7.81699	7.83797	0.00000	57.72478	18.36700	6.45853	79.883	1140.31904	7.42092	6.33301	18.06030	61.04137	6.9909	6.18111	7.80401	9.39630	0.13792	7.08366
7.04527	7.07881	0.00000	35.80470	53.88991	5.09321	5.37429	1107.98124	9.73725	7.54955	20.03869	46.01528	51.03427	7.55440	7.32631	8.68478	0.09190	7.41756
7.27730	8.77121	1.00000	22.85279	44.88472	9.16091	5.37429	1117.59057	6.60916	7.41787	-8.63218	40.32373	51.03427	10.11635	10.11251		0.27619	7.84193
8.78354	7.94658	1.00000	56.65203	57.02816	7.52625	-77.70066	1094.56070	7.45636	9.13508	9.61962	47.18815	43.16547	8.41752	6.37871	8.32602	0.15010	8.09157
9.60073	8.77729	0.00000	53.80119	63.59831	8.08524	10.30215	1087.73077	6.05084	9.91424	-5.03889	66.18009	53.94313	7.13628	7.72622	6.94727	0.22835	7.72832
11.69843	9.59174	1.00000	36.12952	47.04362	8.82299	-79.62098	1178.17869	2.62067	7.78370	8.25573	64.89063	9.15093	8.17363	10.60074	6.93436	0.58521	
8.26580	8.88499	1.00000	55.16545	34.80207	5.09620	-76.78319	1076.54091	5.79967	7.76745	20.81521	43.42322	18.00747	6.15746	11.51868	7.74773	0.32846	8.84942
7.48874	7.76329	0.00000	37.74837	37.25751	5.60177	44.53333	1163.24232	11.11882	5.78032	11.45720	42.56646	-22.9	6.48861	5.31132	8.51275	0.13101	7.66431
5.20922	13.03426	1.00000	52.48619	43.80772	11.96310	-72.47417	1155.51474	5.79632	7.89033	22.91242	62.48769	7.83389	7.67488	7.34511	8.66766	16.39268	7.21388
6.30645	6.67479	0.00000	39.20294	34.68458	5.12902	-97.50417	1093.12065	8.14361	9.82903	32.46426	88.06503	25.87972	7.14397	8.47282	8.59361	0.08921	7.02017
9.47777	8.02971	0.00000	65.09300	62.09159	7.10600	88.28637	1187.62832	4.86378	7.45296	6.90323	57.49111	23.07492	7.48706	5.13780	3.83020	0.15587	6.58518
7.22057	8.60290	1.00000	44.65654	61.78295	12.38680	75.35927	1169.48222	5.45246	8.33482	1.99878	37.85483	12.04161	8.71381	11.12016	5.83968	0.21445	8.30307
9.91947	8.38525	1.00000	51.43304	49.42343	7.86735	86.00214	1186.73655	6.06971	9.31293	12.55520	37.16362	46.51872	6.09641	6.31332	8.45545	0.22974	7.56970
10.63478	5.25500	1.00000	56.88544	79.33581	6.15688	10.18003	1108.35758	6.29437	6.05864	16.89156	54.66273	24.96334	6.85912	5.50311	12.58759	0.04022	6.95257
5.90065	11.09149	1.00000	59.07551	53.98122	8.99582	11.04979	1165.06621	6.31834	6.22654	5.33748	56.07450	44.59445	8.81493	7.27303	10.86800	2.36927	7.64817
9.86164	9.61884	0.00000	38.91975	53.28949	7.62373	-86.19903	1080.89351	7.21918	9.55776	14.07060	38.94288	11.84962	8.86108	7.42020	6.08974	0.60008	7.51465
6.35949	7.07680	1.00000	66.45795	55.91133	8.68348	-49.27306	1197.13862	6.41939	6.58725	-7.50868	44.52059	-25.42778	7.70195	10.37086	9.21623	0.09997	8.21574
9.44694	6.46882	1.00000	52.82501	50.83791	7.38493	1.26738	1110.02568	7.54597	8.56346	16.11119	56.21457	51.84819	7.38133	5.19233	9.84938	0.08679	7.02566
6.83576	6.71864	0.00000	46.99553	44.83382	5.96404	-71.29144	1194.73791	7.20306	8.84651	9.05024	85.69711	41.54566	8.34413	6.49914	8.88500	0.05301	9.31178
10.19176	9.59881	1.00000	30.87416	48.52479	6.77673	117.4831	1110.86921	5.82961	8.70087	21.65476	36.08818	27.34089	6.40639	5.69950	8.29865	0.58579	7.98959
8.82378	9.08971	1.00000	41.99072	60.98955	5.73560	-86.57415	1195.45483	7.35899	7.78016	-4.22153	58.25216	15.48131	8.75130	4.93120	9.82900	0.37819	7.11536
7.12141	7.24789	0.00000	49.45778	49.69208	6.05628	43.91385	1195.65532	7.38315	8.42446	13.68691	50.45777	54.03876	9.14403	5.34676	10.69761	0.06923	6.75183
9.44840	10.26129	0.00000	47.28015	40.04254	5.07946	-69.96533	1087.70923	6.82691	7.46617	19.56827	39.94386	43.91452	8.37627	4.88856	5.10675	1.05798	7.49193
6.27254	8.33344	0.00000	36.76585	29.59675	3.26800	8.91229	1146.98372	5.20233	8.94097	13.02332	28.60463	49.13645	7.10289	9.18436	10.24093	0.21729	5.82099
7.17565	6.63559	1.00000	58.77732	60.80082	7.55229	133.42825	1178.65738	6.18609	8.06678	1.79375	52.17893	45.47885	7.53961	10.65490	8.27892	0.09454	8.41849
7.40406	9.34402	1.00000	43.53039	51.35381	8.07098	38.01667	1073.87170	6.38799	6.04176	4.76058	38.03606	-5.41667	6.49261	8.67293	10.11103	0.46128	10.23768
11.25633	10.51164	0.00000	58.95909	49.57195	9.14980	35.90057	1109.10323	5.03089	8.10905	18.12581	75.80261	56.85836	8.95691	7.20628	4.62308	1.32872	8.74803
9.22357	11.33175	1.00000	64.07906	65.63519	5.84700	88.58	1121.63109	6.35368	7.46756	6.26536	39.27247	23.18	5.62753	4.08405	11.47633	3.02762	7.63264
7.02774	8.90119	1.00000		62.52765	9.74286	-56.52361	1056.50651	6.92148	9.15110	18.43109	64.02188	-33.38056	7.99473	10.16054	8.89909	0.29591	7.74839
9.58226	8.06153	1.00000	57.36518	34.29154	7.07920	75.35927	1057.26814	6.21731	8.50998	21.10921	53.42699	12.04161	7.04727	6.94270	10.22823	0.14563	7.09593
5.62334	4.49078	0.00000	60.11183	52.75365	8.24660	-88.81395	1173.24655	10.48874	5.70816	-1.06707	72.33241	35.61452	6.60912	8.25660	8.35543	0.04808	6.70052
9.83131	8.84962	1.00000	59.41525	50.71508	6.65010	46.5813	1109.31705	4.90604	9.12836	25.29410	52.96653	54.8421	7.81031	9.81867	6.98121	0.29862	8.41578
8.38126	10.21068	1.00000	49.51864	67.02433	5.53670	-73.9614	1112.60153	7.45070	7.22836	12.61680	53.16772	10.15031	6.98810	5.21424	10.04525	1.02297	9.27482
6.70294	10.01700	1.00000	58.27838	68.36416	8.63305	10.18527	1170.48918	5.27536	9.45445	18.95793	35.85132	47.98372	6.64909	8.74961	8.73012	0.80560	8.27179
5.25125	7.40330	1.00000	62.39625	65.41354	8.66422	65.50917	1133.38956	8.71741	9.56823	1.65114	77.60281	44.85278	6.73859	11.49346	8.87679	0.11251	8.01803
9.85695	9.50011	0.00000	42.11508	81.98067	8.36057	-68.3	1110.01171	4.65978		8.89244	50.16007	-54.8	7.20845	8.16657	8.63383	0.54121	7.87528
5.30457	4.78615	0.00000	20.40641	36.87278	8.38947	13.63617	1073.80940	7.58533	7.92007	1.31164	74.05801	50.50301	9.37688	7.56858	9.32114	0.07199	6.38439
8.35315	7.56400	0.00000	51.53673	62.63394	6.17738	12.16179	1181.00197	8.74040	8.61532	25.58739	39.13765	48.52961	10.10768	4.29896	12.81934	0.10564	8.66014
7.63811	8.17864	1.00000	36.69633	47.57238	8.12014	-81.79819	1081.04033	8.10669	8.60543	14.88967	62.89014	41.48199	9.07641	10.27263	9.74280	0.20721	8.56547
6.58778	7.77445	0.00000	61.76189	49.33567	5.28238	46.04833	1062.34119	10.80188	8.66862	-5.34021	44.56015	51.40944	8.40208	7.17416	7.40409	0.14285	7.68508
7.66939	7.81745	0.00000	43.44695	38.63639	4.97528	-0.91979	1169.10296	5.88977	6.82940	30.72648	66.45447	51.42708	8.54113	5.48729	7.55039	0.14825	9.79252
9.78850	8.19320	1.00000	58.94337	41.87281	7.42824	84.13864	1104.46745	6.30776	8.73654	15.77464	69.57442	22.88783	7.57914	6.12336	9.56089	0.21710	8.26215
7.68339	8.30460		38.32305	51.40585	4.03425	16.54165	1131.14951	7.62269	8.51702	18.27646	60.65198	68.79833	8.45942	8.18261	8.73453	0.18560	7.60055
10.08820	9.30948	1.00000	56.07664	46.89877	7.94332	-98.15529	1148.65629	5.27730	8.43373	20.66950	42.94810	26.18924	8.66396	7.30354	9.09330	0.43495	7.90821
8.41992	3.71420	0.00000	72.75167	64.94936	7.48301	-80.38297	1113.63041	10.43948	7.86151	14.76530	64.98339	42.8334	7.36187	7.13821	9.46678	0.03207	8.14905
6.40751	8.65527	1.00000	60.04189	50.61582	6.29582	11.32903	1181.25878	4.06272	7.30335	16.74566	12.66501	50.9803	8.43307	7.90495	9.35917	0.25770	7.38153
6.39519	13.32659	1.00000	32.43487	43.94271	4.92771	136.61667	1126.06385	7.46055	9.93696	16.79521	67.60432	36.53333	7.86096	8.59648	5.66983	21.94090	8.07004
5.41698	6.60565	0.00000	72.61304	40.62238	6.69537	-2.77259	1165.92743	5.53042	6.14327	20.72784	48.15047	37.49073	8.64794	6.77467	9.02175	0.08760	7.65884
10.72797	9.49741	1.00000	53.84049	46.81197	6.82892	150.60036	1092.50854	5.60878	8.42355	25.61106	54.24129	-34.88422	7.08613	4.18426	11.02057	0.53251	10.05394
5.49288	12.16324	1.00000	28.51950	44.88502	9.70100	-73.47429	1070.07224	5.91343	6.57718	0.33564	61.05306	40.68066	8.58958	6.33153	9.64947	6.87298	8.36428
9.64409	10.14643	1.00000	51.50755	28.94460	5.68258	37.00438	1163.10261	5.67319	7.19357	12.64614	46.84610	-7.60361	9.00575	6.10671	10.79607	0.99995	6.34221
9.19163	9.89854	1.00000	41.87967	48.72420	4.98163	121.12251	1066.13900	7.24243	8.46329	19.74460	48.50971	14.62578	8.48628	3.31381	11.78596	0.73832	6.85823
8.72076	7.54829	0.00000	49.70738	54.51767	6.90515	-73.89125	1093.35797	5.07593	7.29824	32.60370	44.38045	40.67705	9.66358	6.56326	7.13423	0.14941	8.01937
6.09435	5.62115	0.00000	34.28770	53.91008	7.51919	-87.88754	1151.71120	8.94848	7.53293	30.98242	68.72433	41.15376	6.28891	6.30985	7.23029	0.02673	8.55741
5.19797	9.35685	1.00000	37.22834	58.32519	9.92491	39.85331	1117.43852	6.12208	9.77367	15.98370	93.29305	57.30185	9.19838	9.84512	7.55112	0.49277	7.67237
8.66798	10.65128	1.00000	66.79627	48.77942	6.21151	-94.74049	1140.77415	5.89612	8.25897	3.38070	70.67124	32.5007	8.19947	8.98141	6.20102	1.52655	8.16855
10.84871	11.26574	0.00000	41.89840	51.78643	7.58631	42.54536	1118.94918	4.65775	7.67439	5.48230	72.77267	-0.35817	7.79980	6.58855	4.96778	2.83052	8.05892
9.02672	9.64723	0.00000	75.21801	48.89848	6.59286	77.23826	1130.34767	7.23330	7.91419	20.23963	41.81069	11.50526	7.69898	7.67504	7.61920	0.59992	6.92639
6.61182	6.71198	0.00000	37.79626	46.50770	4.39808	-0.32247	1166.44685	8.04458	7.55865	29.42889	53.42039	50.82882	7.84744	5.11156	7.71124	0.07796	8.63623
8.31465	8.24194	0.00000	56.70035	59.99309	6.69610	-122.24092	1186.08819	6.26267	7.83657	-2.20853	56.63092	47.4943	7.93760	7.08402	7.95853	0.19688	7.82195
7.15718	7.38950	1.00000	41.79579	56.80280	8.22154	7.973	1096.75488	6.41320	7.24388	15.18129	36.05890	51.168	7.21101	10.45397	7.80204	0.10849	8.81170
5.84830	9.04951	1.00000	40.35746	59.66194	8.95580	115.88782	1199.17689	6.12720	7.45095	1.64607	72.88262	-32.05251	7.25978	9.21144	7.21587	0.35251	6.58836
5.84723	9.42851	1.00000	53.08177	61.29022	7.41488	117.4831	1074.06050	5.55615	9.44964	16.70525	43.28537	27.34089	7.33608	7.83089	10.17428	0.50772	5.99913
6.23520	8.85320	1.00000	28.03880	58.22625	8.66672	34.11169	1142.27663	6.77824	8.61373	10.09586	50.65709	0.46005	7.64496	9.74661	8.61143	0.30750	7.79735
3.02070	7.54926	0.00000	35.00086	61.49584	8.79081	46.04833	1134.43730	7.77371	9.45403	11.90374	56.80528	51.40944	6.86207	5.28939	8.39953	0.13719	5.33539
6.33158	10.57693	1.00000	66.93733	31.60848	9.62595	-79.62098	1186.99301	4.44106	7.50843	7.44443	58.02210	9.15093	9.36034	7.96700	7.44677	1.43256	8.82277
10.97889	7.06258	1.00000	15.55307	63.27837	8.42766	112.23109	1122.98533	5.90368	8.29571	27.97500	34.00124	-7.57897	8.98113	5.18498	10.87393	0.10057	8.14481
6.27291	6.41052	1.00000	55.01209	38.69811	9.16477	3.20639	1050.28466	7.16609	6.64004	16.97211	68.45664	50.74497	9.25139	11.13761	9.49851	0.03385	8.83954
9.04145	8.10802	1.00000	66.29521	65.77908	6.46940	-43.80139	1071.35865	7.14511	6.45169	7.46143	29.91304	-20.25333	8.68804	5.98326	9.29808	0.15257	8.20193
11.58979	11.05009	0.00000	23.24719	29.52015	10.11307	-38.94722	1054.29652	7.03383	8.38215	-5.88636	71.24833	-15.675	7.77583	9.58900	7.19705	2.29529	8.13236
6.38378	5.84471	0.00000	48.16109	49.32837	8.06000	-75.69947	1158.14377	10.34124	8.31991	15.71711	63.15712	8.79577	8.07575	5.34381	9.12322	0.05565	6.45032
9.58655	8.68311	0.00000	52.59636	47.16520	7.06242	89.20083	1058.99044	8.57590	8.42188	10.43602	50.38072	55.54028	7.52211	6.15036	5.88092	0.26201	7.38254
8.65980	9.19538	0.00000	70.48883	47.63673	5.70877	-76.88442	1100.87846	6.68787	6.37257	16.77994	64.13675	40.2737	6.82629	6.53538	6.09042	0.37257	8.30555
10.90720	9.20479	1.00000	36.90525	57.13610	7.80476	31.33078	1069.51904	3.99532	7.23583	17.47965	54.35257	47.56494	7.95918	8.51898	8.22912	0.37766	7.35125
5.15298	10.10218	1.00000	52.74228	54.88556	10.33680	14.34085	1082.09358	7.75982	8.46073	22.89437	48.11830	40.87363	8.69375	9.66387	8.87632	0.90120	7.20621
8.82515	5.84496	1.00000	52.91532	57.36781	5.41155	4.92235	1075.25201	7.38736	9.07079	26.10288	34.56171	7.65649	8.78905	7.42657	9.76835	0.11750	9.97471
9.77255	9.37084	0.00000	67.17942	46.08162	9.00943	9.85	1056.42834	8.96008	8.21852	14.23039	54.54102	53.63333	5.10039	9.26430	8.59494		8.75516
9.61297	9.64799	0.00000	46.11360	29.14938	5.68578	-73.47429	1107.59396	9.09923	8.46454	-2.07113	59.50511	40.68066	8.86462	5.13076	3.50503	0.60509	9.16733
5.22339	8.66578	1.00000	64.20042		11.08324	-1.29772	1105.40785	7.65628	9.09245	14.93235	52.92130	50.76306	8.66666	11.16081	7.47231	0.25534	7.52923
8.60085	11.12200	1.00000	47.46895	47.41419	7.43987	39.85331	1156.91614	6.52557	8.61728	28.12391	22.41689	57.30185	7.82730	7.03889	7.06493	2.45651	8.01677
5.36850	13.51703	1.00000	64.58422	37.94383	13.34526	-79.2663	1156.60574	5.59163	9.27474	23.30144	70.25167	43.86682	7.33692	8.18271	6.47048	26.53756	8.17378
6.52709	11.09143	1.00000	50.84662	49.52032	10.97864	128.9889	1075.43217	5.24570	7.07842	29.53848	68.56435	37.1759	6.77060	8.26315	9.13998	2.37817	8.36795
9.31567	9.91241	1.00000	31.78979	53.27040	4.82222	-93.12577	1159.28569	5.36288	8.69333	29.75818	32.67974	44.73941	8.14349	8.89999	8.28956	0.77207	6.92919
9.54874	10.25390	0.00000	27.82875	44.09544	6.16050	43.67663	1162.28347	8.12610	8.88538	18.24952	76.14001	53.53041	7.28613	6.78686	6.32033	1.05048	6.85585
5.65886	9.11763	1.00000	81.29955	66.20515	9.08897	34.11169	1195.25498	5.70263	7.60936	15.07115	53.18695	0.46005	7.80354	9.18250	9.91543	0.35880	7.04057
7.24373	5.12107	1.00000	37.67021	30.60900	6.09378	-87.882	1108.83330	6.37493	7.65810	9.83516	34.33579	41.85059	6.37067	10.51851	9.51302	0.09199	7.38175
7.50937	7.07064	1.00000	45.70881	70.74108	7.33963	-2.98884	1115.14186	8.06114	8.44155	28.15675	72.27381	43.32686	7.08306	10.43720	9.57996	0.08459	8.85780
7.36239	3.24576	0.00000	47.81942	70.88748	7.03359	15.07041	1108.73702	8.55100	6.85794	12.14725	43.89845	37.49223	5.82702	9.00523	7.08584	0.07027	9.03639
5.69087	7.23097	0.00000	54.39953	36.61595	7.02417	77.5609	1109.23157	9.90503	6.97926	31.11426	51.10869	11.00599	6.71871	6.31090	9.35820	0.12352	8.62010
7.13172	8.74286	1.00000	73.19822	65.79540	10.38779	76.35484	1139.20373	5.23504	8.06494	9.91044	86.23494	10.10649	7.41639	10.35292	7.62255	0.26305	6.26611
9.06029	9.59741	0.00000	69.93729	50.12125	5.55159	107.60627	1188.35328	7.95494	7.62917	16.94613	74.71406	51.82721	8.24177	6.01429	6.08768	0.55618	7.93243
10.16531	9.73574	0.00000	59.87564	47.19368	7.64656	-122.24092	1199.22589	6.36166	8.46401	8.53486	56.27117	47.4943	7.16104	6.67125	6.07250	0.63331	6.78743
5.85047	7.03734	0.00000	30.30315	30.56064	6.56615	-73.89875	1181.03575	7.36302	6.40991	22.95645	60.76135	40.93121	6.52804	5.95230	8.24790	0.12638	6.21431
10.57640	6.73880	0.00000	63.84263	55.16019	7.50790	25.8191	1172.05092	6.82466	7.81399	13.71338	49.89247	53.5942	6.21552	3.62756	11.66187	0.06606	6.97779
9.47789	8.92983	0.00000	58.72671	60.90768	7.10087	-8.53778	1174.17965	5.06308	7.92804	-3.80823	58.54322	7.57944	7.95720	6.14204	6.62141	0.32071	7.31518
7.42812	8.80885	1.00000	51.97729	63.86286	11.22628	140.72287	1072.88702	7.36897	8.70314	1.07358	60.35779	53.14657	7.01533	9.68851	7.10488	0.27611	8.07985
4.56647	7.23845	0.00000	56.73315	48.87445	7.30520	-79.2663	1175.47578	6.86279	7.14529	10.47811	28.25181	43.86682	8.67195	6.39281	9.69214	0.08839	7.80526
7.67886	5.99173	1.00000	70.48588	60.78789	8.72010	84.63445	1136.46052	9.84734	9.83327	3.37623	58.25892	24.81757	8.67240	12.18287	11.36422	0.02492	8.60148
4.47537	10.90281	1.00000	65.93770	43.95865	8.99611	18.34717	1144.08463	5.69095	8.84394	6.25988	27.86913	54.60528	7.32337	6.42742	10.20938	1.99162	6.41556
7.59437	5.38340	1.00000	45.14116	49.58055	6.98793	-4.21376	1146.41679	5.74410	9.21373	-9.63350	38.55632	55.82885	8.99849	10.72529	8.70013	0.04596	9.17362
6.74044	9.87356	1.00000	65.49021	53.72684	3.88045	121.96361	1133.82487	9.99800	7.27774	15.57732	37.14976	6.95194	9.39901	2.67773	10.80255	0.69167	5.82727
7.54929	7.02185	1.00000	45.33996	59.65198	7.71230	12.38878	1164.45065	7.52637	8.33022	19.19783	66.39353	43.1122	8.26404	11.10741		0.08083	7.73713
6.89873	7.60881	1.00000	44.61562	55.46667	6.70940	-1.99421	1121.48676	7.40224	8.05295	29.17719	63.96218	51.35084	6.55275	9.82609	11.63458	0.14964	7.69055
6.68753	8.71605	1.00000	51.29420	48.47310	8.22875	-111.99633	1088.76151	6.26309	7.76226	20.03421	51.95121	40.65995	8.43488	8.89143	8.71211	0.30465	7.86383
5.17687	7.55840	0.00000	59.07765	59.90471	4.92909	-67.33122	1063.79968	8.79326	9.27067	11.55501	67.65478	10.22677	7.26062	9.32389	7.44438	0.11721	6.63123
8.85547	10.03952	0.00000	51.99137	40.82028	5.69237	-1.325	1065.97621	3.55784	7.69804	9.60936	38.86687	38.47917	8.06734	6.42389	8.01235	0.86197	7.35697
9.02129	8.81894	0.00000	51.24597	52.44099	6.58377	16.54165	1186.16014	7.12592	8.64761	10.87110	60.44574	68.79833	7.97245	6.53161	7.02217	0.31590	6.55867
8.97839	9.21079	0.00000	44.09181	53.70253	5.93118	-0.36053	1075.15616	8.00211	8.72086	25.91834	49.00558	51.64316	7.68189	6.63067	6.30996	0.40749	7.77603
5.75436	5.76997	0.00000	31.00756	53.04618	5.51441	-77.02303	1069.65424	7.49906	6.98280	16.69241	59.86178	38.70734	7.95168	9.35112	6.45805	0.06718	9.51215
