longitude	code	QoS	latitude	revision	station
1.00288	FR	accep	49.28669	2021-07-22	Elbeuf
4.62744	DZ	good	36.06386	2022-04-13	El Achir
76.32756	IN	average	9.57046	18 Dec 2017	Kalavoor
-50.19556	BR	good	-19.72806	01/30/2016, 00:00:00	Iturama
9.5926	DE	maintenance	52.86147	04/02/2015, 00:00:00	Walsrode
106.88324	MN	average	47.90771	2019/11/22	Ulan Bator
3.39467	NG	accep	6.45407	2016-02-22	Lagos
35.96944	RU	accep	56.03361	2020-08-01	Volokolamsk
34.4587	MW	good	-13.7804	01 Jan 2022	Salima
-80.31727	US	good	25.67927	2014-06-26	Kendall
10.03478	TN	good	37.16911	17 Jun 2015	El Alia
25.8191	BY	average	53.5942	2022-08-10	Novogrudok
-1.98956	GH	accep	5.30383	2018/08/18	Tarkwa
110.8405	ID	good	-6.8048	07 Sep 2019	Kudus
-117.14392	US	accep	32.9156	2020-11-01	Mira Mesa
13.10984	DE	good	51.30001	2021/06/27	Oschatz
37.49338	RU	good	55.62047	2018-01-28	Tyoply Stan
105.75635	VN	average	10.29085	2017/01/26	Sa Dec
-7.95	IE	average	53.43333	08/24/2017, 00:00:00	Athlone
20.91361	MK	excellent	41.92361	2021-08-01	Bogovinje
15.28318	CG	accep	-4.26613	2020-01-11	Brazzaville
137.23333	JP	accep	35.8	11 Mar 2022	Gero
101.02083	MY	maintenance	4.02219	2013/05/20	Teluk Intan
104.09701	ID	accep	-1.26424	2017/07/19	Simpang
-89.71472	SV	good	13.73417	2016/12/27	Sonzacate
79.5286	IN	average	29.22254	27 Nov 2020	Haldwani
-8.2503	PT	maintenance	37.08819	09 Jun 2014	Albufeira
121.12251	PH	excellent	14.62578	12/06/2018, 00:00:00	Antipolo
14.66737	IT	maintenance	41.55947	2015-06-08	Campobasso
123.758	PH	excellent	10.20898	07/04/2015, 00:00:00	Naga
4.74161	NG	building	7.62789	2021-12-06	Ilesa
67.84222	UZ	building	40.11583	08 Sep 2021	Jizzax
121.12251	PH	excellent	14.62578	14 Dec 2017	Antipolo
89.20083	RU	accep	55.54028	2013-08-15	Sharypovo
-111.89903	US	accep	33.50921	07/07/2015, 00:00:00	Scottsdale
-7.35	IE	building	53.53333	04/06/2022, 00:00:00	An Muileann gCearr
4.74161	NG	accep	7.62789	20 Nov 2019	Ilesa
43.67663	RU	good	53.53041	2016/07/29	Nizhniy Lomov
-76.72803	US	average	39.32288	01 Jan 2015	Woodlawn
35.90057	RU	accep	56.85836	2019/09/25	Tver
74.12286	PK	average	30.76468	2015-07-09	Kanganpur
-122.24092	US	building	47.4943	04/22/2018, 00:00:00	Bryn Mawr-Skyway
121.96361	PH	excellent	6.95194	20 Jan 2020	Recodo
118.9707	ID	maintenance	-3.5403	2022/04/06	Majene
17.80774	IT	average	40.55851	11/04/2012, 00:00:00	Mesagne
-73.25383	PE	accep	-3.74912	2020-12-23	Iquitos
18.28333	SE	good	59.33333	2012-10-09	Boo
72.54064	PK	accep	31.82539	19 Apr 2014	Sillanwali
-88.27205	US	good	44.27804	2017/02/14	Kaukauna
-76.99081	US	average	38.96372	2014/11/04	Chillum
-86.57415	HN	good	15.48131	2014-04-14	Olanchito
-42.19667	BR	excellent	-21.41222	10/06/2019, 00:00:00	Miracema
44.02488	IQ	building	32.61603	11 Feb 2021	Karbala
67.84222	UZ	average	40.11583	14 Jun 2022	Jizzax
142.45778	JP	maintenance	44.35056	2021-12-01	Nayoro
-2.68758	GB	maintenance	53.69786	01/24/2016, 00:00:00	Leyland
-122.24092	US	building	47.4943	2016-11-15	Bryn Mawr-Skyway
-76.78319	JM	accep	18.00747	10 Sep 2018	New Kingston
-117.29198	US	excellent	33.03699	2015/01/07	Encinitas
91.00632	IN	building	26.32293	09 Mar 2017	Barpeta
-86.77917	US	maintenance	36.02506	01 Sep 2014	Brentwood Estates
76.32756	IN	average	9.57046	04/20/2016, 00:00:00	Kalavoor
34.86563	IL	accep	31.92923	06/05/2020, 00:00:00	Ramla
-3.59625	CI	average	5.27247	07/28/2016, 00:00:00	Bonoua
-90.10674	US	average	29.84576	2017-02-09	Estelle
77.5609	IN	good	11.00599	2014-05-20	Kangayam
43.67663	RU	building	53.53041	2018-10-08	Nizhniy Lomov
10.98461	DE	good	48.35693	2020/03/06	Friedberg
107.60627	RU	average	51.82721	2019-11-30	Ulan-Ude
-111.90466	US	excellent	40.34912	27 Jan 2022	Saratoga Springs
71.57118	PK	accep	32.87533	18 Mar 2015	Daud Khel
-15.6	GM	average	13.56667	14 Aug 2021	Farafenni
30.38167	RU	good	59.80917	2022/08/03	Shushary
-6.00137	MA	good	33.42585	04/18/2022, 00:00:00	Oulmes
43.38531	SO	building	9.89206	11/10/2014, 00:00:00	Baki
-122.86705	US	average	45.49428	2014-07-22	Aloha
111.73861	CN	excellent	35.20889	2015-10-13	Changzhi
153.10236	AU	building	-27.50578	2017-12-29	Carindale
36.73307	RU	good	55.38752	2015-10-19	Naro-Fominsk
55.4504	RE	average	-20.88231	2013/07/06	Saint-Denis
146.05093	AU	maintenance	-34.28853	2019/03/09	Griffith
129.96972	JP	excellent	33.4425	08/30/2014, 00:00:00	Karatsu
-4.21376	GB	building	55.82885	2012-10-22	Rutherglen
-115.98391	US	maintenance	36.20829	21 Aug 2019	Pahrump
8.63333	DE	average	52.2	23 Aug 2013	Kirchlengern
-48.52333	BR	maintenance	-0.71667	2015-02-19	Soure
-13.68778	GN	maintenance	9.535	2014/03/01	Camayenne
-38.94722	BR	maintenance	-15.675	23 Apr 2022	Canavieiras
121.3152	PH	excellent	14.14989	25 May 2021	Calauan
-104.22884	US	average	32.42067	10/25/2013, 00:00:00	Carlsbad
-111.90466	US	accep	40.34912	2015-09-28	Saratoga Springs
-88.31476	US	building	36.61033	22 Feb 2018	Murray
-75.23266	US	building	43.1009	21 Sep 2013	Utica
-80.38297	CA	good	42.8334	2014/08/24	Norfolk County
76.0586	IN	excellent	16.06213	26 Mar 2014	Hungund
99.89166	TH	building	15.46063	2014-10-10	Thap Than
2.18967	FR	excellent	48.8765	2013/08/02	Rueil-Malmaison
5.2875	NL	accep	51.65333	2021/11/07	Vught
-93.71133	US	good	41.57721	21 Feb 2013	West Des Moines
-97.92977	US	accep	38.06084	2013/08/20	Hutchinson
-88.70464	US	excellent	34.25807	2016/08/16	Tupelo
-88.64235	US	excellent	46.09273	2019/04/25	Iron River
7.60872	IT	building	43.78956	21 Feb 2022	Ventimiglia
105.89333	CN	accep	34.56861	03/28/2017, 00:00:00	Beidao
11.37703	DE	excellent	48.06919	10 Mar 2022	Gauting
-83.55521	US	maintenance	41.66394	18 Oct 2018	Toledo
-0.32247	GB	average	50.82882	2019/11/29	Lancing
120.33063	CN	average	37.65181	2021/03/11	Longgang
38.02486	RU	accep	55.64776	22 Feb 2020	Malakhovka
84.13864	IN	accep	22.88783	2018-12-25	Jashpurnagar
-63.13414	CA	average	46.23899	08/27/2015, 00:00:00	Charlottetown
85.94001	IN	accep	25.49043	27 Aug 2021	Teghra
25.8191	BY	maintenance	53.5942	2017/01/15	Novogrudok
65.27258	RU	good	58.04254	2021-11-21	Tavda
75.96976	IN	maintenance	15.73628	10 Aug 2017	Gajendragarh
-0.74934	GB	building	51.62907	11 Jun 2017	High Wycombe
17.8031	SK	accep	48.43174	2014-02-03	Hlohovec
-1.06667	GB	building	53.78333	03/20/2016, 00:00:00	Selby
98.50893	MM	accep	16.68911	2017/05/18	Myawadi
-6.00137	MA	accep	33.42585	08 Sep 2013	Oulmes
-48.59278	BR	accep	-23.7975	2016-07-20	Buri
-122.24064	US	building	47.80527	2012-10-06	Bothell West
83.62389	RU	excellent	53.30972	28 Jun 2019	Novosilikatnyy
6.26667	DE	building	51.21667	11 Sep 2019	Schwalmtal
-74.07764	US	excellent	40.72816	2018-03-04	Jersey City
39.8302	RU	average	64.5635	2019-02-18	Severodvinsk
3.50309	DZ	accep	34.15429	2013-09-26	Messaad
-74.15987	US	good	40.82232	12/25/2021, 00:00:00	Nutley
6.92917	NL	good	52.31333	06/15/2019, 00:00:00	Oldenzaal
-78.19444	US	building	38.91817	2017-03-13	Front Royal
-75.87877	CO	accep	5.6561	10/08/2021, 00:00:00	Andes
-45.94722	BR	building	-21.42917	2019/02/21	Alfenas
-1.32471	GB	building	51.40148	2017-05-07	Newbury
-9.24671	PT	accep	38.72706	2020-07-27	Carnaxide
7.02238	DE	maintenance	52.21099	19 Jun 2019	Gronau
-41.45861	BR	accep	-4.42472	26 Jun 2013	Pedro II
83.97573	IN	accep	21.46527	2014-01-27	Sambalpur
30.2049	BY	excellent	55.1904	2021-03-20	Vitebsk
4.07601	BE	excellent	50.88506	11/10/2018, 00:00:00	Denderleeuw
-94.91386	MX	accep	17.94979	2016/08/09	Acayucan
-88.31476	US	average	36.61033	2015-03-10	Murray
35.90057	RU	average	56.85836	29 Mar 2017	Tver
-78.19444	US	excellent	38.91817	15 Oct 2016	Front Royal
29.00974	ZA	maintenance	-24.19436	2021-12-30	Mokopane
72.68533	IN	accep	22.75218	24 May 2020	Kheda
13.10984	DE	accep	51.30001	2016-09-23	Oschatz
9.85	DE	accep	53.63333	2021/02/09	Halstenbek
-1.64295	ES	average	42.8139	2018-04-11	Segundo Ensanche
68.21204	PK	excellent	27.55898	2015-01-21	Larkana
10.03478	TN	maintenance	37.16911	12/22/2014, 00:00:00	El Alia
13.63617	CZ	accep	50.50301	05/01/2016, 00:00:00	Most
1.26738	GB	excellent	51.84819	2014-07-29	Walton-on-the-Naze
84.87144	KZ	excellent	47.46657	2021/01/30	Zaysan
-66.8499	PR	good	18.03496	2018-03-09	Yauco
-42.98194	BR	good	-22.53722	2019/11/14	Guapimirim
-94.41551	US	building	39.09112	2013/05/02	Independence
-120.45794	US	average	34.63915	2017/02/05	Lompoc
34.33825	RU	excellent	53.59782	07/06/2017, 00:00:00	Dyat’kovo
31.33078	UA	accep	47.56494	2014-09-27	Voznesensk
34.37389	TR	maintenance	40.1675	2014/10/22	Sungurlu
83.97573	IN	good	21.46527	01/03/2018, 00:00:00	Sambalpur
34.33825	RU	good	53.59782	22 Feb 2022	Dyat’kovo
5.55575	FR	excellent	46.67535	2018/03/26	Lons-le-Saunier
-83.48216	US	maintenance	42.30865	2020/08/10	Canton
75.96976	IN	average	15.73628	01/14/2015, 00:00:00	Gajendragarh
-4.1	FR	excellent	48	18 Sep 2016	Quimper
-116.37697	US	good	33.72255	14 Mar 2014	Palm Desert
-52.35558	BR	good	-14.66463	2013/07/19	Nova Xavantina
136.51667	JP	excellent	35	04 Oct 2016	Komono
-80.22588	US	excellent	26.2173	01 Nov 2014	North Lauderdale
8.96317	DE	maintenance	48.35149	14 Oct 2014	Hechingen
30.96755	UA	excellent	49.07866	03/06/2022, 00:00:00	Zvenihorodka
115.88782	AU	maintenance	-32.05251	27 Jul 2018	Willetton
34.37389	TR	accep	40.1675	2013-07-26	Sungurlu
38.07083	RU	average	54.90083	2017/12/24	Stupino
137.4	JP	average	34.81667	07/31/2022, 00:00:00	Toyokawa
43.91385	RU	accep	54.03876	2019/08/01	Kovylkino
123.17306	CN	building	41.27194	05/03/2017, 00:00:00	Liaoyang
74.3092	IN	maintenance	33.37526	20 Jun 2016	Rajaori
-48.52333	BR	average	-0.71667	10 Mar 2022	Soure
135.31667	JP	average	34.25	30 Nov 2013	Iwade
9.00472	CM	good	4.2475	11/19/2014, 00:00:00	Idenao
-38.94722	BR	excellent	-15.675	08 Jan 2021	Canavieiras
39.85331	RU	excellent	57.30185	2020/02/28	Gavrilov-Yam
-68.30472	VE	average	9.91861	22 Jul 2017	Tinaquillo
72.85107	IN	building	19.30157	2021/10/19	Bhayandar
83.36889	IN	maintenance	26.76628	2019/12/15	Gorakhpur
97.01124	MM	good	17.30858	05 Oct 2016	Kyaikto
37.3825	TR	excellent	37.05944	24 Apr 2019	Gaziantep
-3.59625	CI	building	5.27247	04/03/2016, 00:00:00	Bonoua
-68.30472	VE	average	9.91861	01/18/2017, 00:00:00	Tinaquillo
86.68363	IN	maintenance	23.49668	2021-08-01	Adra
-96.72365	MX	maintenance	17.06542	01/23/2015, 00:00:00	Oaxaca
136.13108	JP	accep	34.75856	10/06/2018, 00:00:00	Ueno-ebisumachi
16.43915	HR	accep	43.50891	2014-12-31	Split
-71.23106	CL	accep	-32.45242	10/20/2018, 00:00:00	La Ligua
-91.73625	US	average	35.25064	13 Aug 2019	Searcy
117.7	CN	maintenance	35.85	2019/06/18	Dongdu
47.31667	MG	accep	-19.65	2016-04-26	Antanifotsy
-117.71978	US	accep	34.09668	06 Jul 2018	Claremont
-73.20483	US	good	41.16704	2021-07-20	Bridgeport
137.23333	JP	maintenance	35.8	21 Oct 2013	Gero
139.6853	JP	average	35.815	24 Jun 2020	Shimotoda
88.1453	IN	good	22.4711	31 Dec 2012	Pujali
125.21972	TL	good	-8.99167	01/27/2021, 00:00:00	Maliana
10.78222	TN	average	36.46917	2019/06/17	Beni Khiar
-91.73625	US	building	35.25064	10/14/2021, 00:00:00	Searcy
100.24529	MY	accep	5.4709	2016/02/24	Batu Feringgi
-87.45476	US	excellent	41.47892	2013-08-14	Schererville
-82.42491	US	good	42.97086	27 Aug 2014	Port Huron
-65.71875	BO	excellent	-21.44345	2017/07/22	Tupiza
-2.12139	GB	excellent	52.48173	22 Jun 2017	Brierley Hill
114.33333	ID	building	-8.43333	24 Jun 2022	Muncar
-93.75018	US	average	32.52515	2013-08-05	Shreveport
3.39467	NG	accep	6.45407	01 Dec 2013	Lagos
113.13148	CN	average	23.02677	20 Dec 2015	Foshan
9.37082	TN	average	36.08497	04/01/2014, 00:00:00	Siliana
105.75635	VN	excellent	10.29085	2021/01/27	Sa Dec
-43.80139	BR	good	-20.25333	2015-04-17	Itabirito
100.04427	TH	accep	13.8196	2020/08/20	Nakhon Pathom
27.18052	TR	accep	39.12074	2021/03/18	Bergama
13.58357	GA	accep	-1.63333	05 May 2015	Franceville
33.72798	RU	accep	53.53395	14 Oct 2014	Zhukovka
-111.90466	US	average	40.34912	2021-10-27	Saratoga Springs
78.95693	IN	average	29.21399	2019-03-25	Kashipur
-48.59278	BR	good	-23.7975	27 May 2022	Buri
-75.64963	US	excellent	40.24537	07/24/2016, 00:00:00	Pottstown
120.56528	PH	maitennce	14.66	25 Aug 2013	Pilar
12.19458	NG	accep	10.61285	06/23/2019, 00:00:00	Biu
-41.45861	BR	accep	-4.42472	2020/06/30	Pedro II
-80.66756	US	good	26.68451	2014-12-12	Belle Glade
30.91105	UG	accep	3.02013	15 Dec 2018	Arua
-41.88778	BR	average	-21.205	30 Jul 2018	Itaperuna
-119.27337	CA	average	50.26729	2020/07/02	Vernon
-104.22884	US	building	32.42067	10/30/2018, 00:00:00	Carlsbad
30.91105	UG	excellent	3.02013	2019-07-02	Arua
60.70278	RU	excellent	55.75556	2013/01/26	Ozersk
107.60389	ID	building	-7.01833	2022/06/28	Pameungpeuk
4.82313	BE	excellent	51.24197	28 Apr 2022	Lille
16.54165	NO	accep	68.79833	24 Mar 2015	Harstad
46.5813	RU	average	54.8421	2017/04/11	Alatyr’
-95.36969	US	accep	35.74788	2016-04-11	Muskogee
43.2379	RU	good	50.06	2019/12/10	Mikhaylovka
-41.88778	BR	average	-21.205	12/04/2013, 00:00:00	Itaperuna
-88.3162	US	excellent	42.24113	02/01/2014, 00:00:00	Crystal Lake
-122.38731	US	average	45.53929	2020/03/07	Troutdale
13.10984	DE	average	51.30001	2020/01/04	Oschatz
5.74861	NL	accep	52.71083	24 Feb 2019	Emmeloord
-4.10734	ES	excellent	38.68712	11/28/2015, 00:00:00	Puertollano
83.62389	RU	accep	53.30972	04/06/2022, 00:00:00	Novosilikatnyy
-122.24092	US	average	47.4943	2020/02/24	Bryn Mawr-Skyway
-83.2321	US	building	33.08014	2016-07-09	Milledgeville
8.96317	DE	accep	48.35149	2021/12/20	Hechingen
117.27583	CN	accep	35.64889	2015/08/26	Sishui
17.10558	SE	average	61.72744	2018-09-21	Hudiksvall
6.76111	NL	accep	53.16167	2013-06-19	Hoogezand
-93.08883	US	building	45.16024	15 Jun 2021	Lino Lakes
74.3092	IN	average	33.37526	22 Dec 2012	Rajaori
81.54855	IN	excellent	26.2649	08/28/2018, 00:00:00	Jais
-86.78777	US	good	33.44872	2017/07/10	Vestavia Hills
-73.78458	US	good	41.0051	2020/04/08	Scarsdale
112.01667	ID	excellent	-7.81667	2015/03/24	Kediri
36.25361	UA	maintenance	47.48444	2014/02/03	Polohy
14.01481	IT	accep	42.67164	05 Jan 2022	Roseto degli Abruzzi
11.04979	IT	building	44.59445	2022/05/05	Castelfranco Emilia
-1.32471	GB	average	51.40148	2019-07-19	Newbury
34.37389	TR	good	40.1675	06 Jul 2015	Sungurlu
-60.1831	CA	average	46.1351	28 Dec 2020	Sydney
-73.49484	US	excellent	41.14676	05/19/2018, 00:00:00	New Canaan
124.95278	PH	excellent	6.33444	01/01/2018, 00:00:00	Tupi
25.8191	BY	excellent	53.5942	03/02/2020, 00:00:00	Novogrudok
38.94324	RU	accep	44.98901	2015/11/06	Yablonovskiy
136.61667	JP	good	36.53333	12/13/2013, 00:00:00	Nonoichi
114.10479	HK	good	22.37066	24 Nov 2019	Tsuen Wan
-89.64066	US	accep	40.56754	10/26/2020, 00:00:00	Pekin
-88.81395	US	accep	35.61452	07 Feb 2020	Jackson
-88.70464	US	good	34.25807	12/17/2014, 00:00:00	Tupelo
-2.16	MA	average	34.31	26 Dec 2013	Jerada
92.48278	RU	excellent	58.23583	31 Jul 2019	Lesosibirsk
-116.97725	US	excellent	33.92946	2015-02-27	Beaumont
10.18527	DE	good	47.98372	05/19/2017, 00:00:00	Memmingen
113.69785	ID	good	-7.73379	2016/04/01	Besuki
-87.70172	US	accep	41.72059	2019-05-05	Evergreen Park
51.49621	IR	average	36.64852	2019-01-08	Nowshahr
111.4834	RU	building	65.93381	2019-06-15	Aykhal
106.92667	ID	average	-6.91806	2016-07-09	Sukabumi
86.68363	IN	excellent	23.49668	11/16/2014, 00:00:00	Adra
43.63417	RU	building	43.96222	2020/05/07	Novopavlovsk
139.6853	JP	accep	35.815	16 Nov 2020	Shimotoda
-72.86843	US	good	41.27621	2014-08-27	East Haven
-74.95472	CO	accep	10.98778	2015/06/01	Puerto Colombia
77.0202	KZ	maintenance	43.41949	2013/11/26	Otegen Batyra
-81.79819	US	accep	41.48199	15 Dec 2017	Lakewood
-87.71255	US	good	41.84364	2018-12-22	South Lawndale
-3.52751	GB	average	50.7236	2016/07/10	Exeter
-48.29694	BR	average	-20.87306	2016/02/10	Viradouro
38.15035	UA	accep	49.41029	2018/05/04	Svatove
4.52529	BE	average	50.71229	2018-12-08	Rixensart
140.72287	RU	accep	53.14657	08/12/2015, 00:00:00	Nikolayevsk-on-Amure
152.70493	AU	good	-25.54073	2019-10-29	Maryborough
6.51352	DE	average	51.19139	2015/07/07	Korschenbroich
124.3697	PH	building	9.6531	2020-01-28	Jagna
-70.20749	VE	accep	8.62261	17 Jul 2016	Barinas
-2.16	MA	accep	34.31	2019-06-20	Jerada
-8.2194	ES	accep	43.48961	08/14/2018, 00:00:00	Ferrol
-84.62081	US	excellent	42.7392	2018/03/21	Waverly
-76.70944	PE	accep	-11.94306	2016-06-15	Chosica
13.31783	DE	excellent	52.61131	2015/05/21	Hermsdorf
2.18247	ES	good	41.41204	2019-12-03	el Camp de l'Arpa del Clot
2.18967	FR	good	48.8765	05 Sep 2018	Rueil-Malmaison
8.4493	DE	accep	50.09019	08/29/2020, 00:00:00	Hofheim am Taunus
34.86563	IL	good	31.92923	23 Oct 2019	Ramla
-86.58208	NI	excellent	13.48082	2015/08/19	Somoto
105.89333	CN	maintenance	34.56861	2015/05/17	Beidao
99.1625	ID	good	3.3285	11/03/2012, 00:00:00	Tebingtinggi
76.56719	IN	average	24.41288	2016-03-12	Aklera
34.3869	SD	good	11.8659	20 Mar 2019	Ar Ruseris
-79.62603	PA	good	8.88988	2015/01/27	Veracruz
98.19151	MM	accep	14.0823	20 Sep 2013	Dawei
99.1625	ID	maintenance	3.3285	2015-12-17	Tebingtinggi
-119.0376	US	excellent	34.21639	09/20/2016, 00:00:00	Camarillo
4.8951	FR	excellent	44.92801	23 Dec 2016	Valence
37.3825	TR	maintenance	37.05944	2014/10/02	Gaziantep
8.88104	IT	maintenance	45.79377	2019/07/21	Malnate
18.28333	SE	good	59.33333	14 Aug 2021	Boo
-5.55835	ES	good	42.64685	2014/02/22	Villaquilambre
35.90057	RU	building	56.85836	2020/11/03	Tver
35.90057	RU	average	56.85836	01 Jun 2018	Tver
6.26667	DE	excellent	51.21667	2014-10-25	Schwalmtal
-1.29772	GB	average	50.76306	2012-10-10	Cowes
78.40102	IN	building	27.9247	2022/02/20	Chharra
27.02444	TR	average	39.59611	2017/04/27	Edremit
-0.45877	FR	accep	46.32313	2017/02/13	Niort
-73.97069	US	accep	40.64621	2014-03-16	Kensington
76.92421	RU	good	60.97944	2013/10/02	Izluchinsk
2.95924	DZ	accep	36.76775	2022-04-27	Cheraga
120.74792	CN	maintenance	41.09822	2019/08/30	Nanpiao
-45.94722	BR	accep	-21.42917	05/15/2016, 00:00:00	Alfenas
-60.94228	MQ	building	14.67751	07/02/2018, 00:00:00	Le Robert
47.3799	IR	excellent	33.14447	2017/10/05	Darreh Shahr
88.1453	IN	accep	22.4711	2019/02/10	Pujali
68.21204	PK	building	27.55898	11/19/2016, 00:00:00	Larkana
24.71204	BG	building	41.57439	06 Mar 2018	Smolyan
1.00288	FR	accep	49.28669	2016/10/21	Elbeuf
123.62494	PH	good	12.37169	02/26/2015, 00:00:00	Masbate
6.83042	NG	accep	6.15038	2016-07-19	Nkpor
91.61356	IN	average	26.44931	09/15/2013, 00:00:00	Rangia
72.54064	PK	excellent	31.82539	2014/05/21	Sillanwali
37.92792	RU	average	53.93361	06/13/2020, 00:00:00	Kireyevsk
68.75915	PK	excellent	27.52948	10/08/2019, 00:00:00	Khairpur Mir’s
-48.29694	BR	accep	-20.87306	2020/12/08	Viradouro
35.7	TZ	building	-7.76667	2020-06-28	Iringa
1.15597	GB	average	51.78967	26 Nov 2016	Clacton-on-Sea
25.8191	BY	maintenance	53.5942	2013-06-22	Novogrudok
-6.00137	MA	average	33.42585	2022/04/13	Oulmes
7.20769	DE	good	50.80019	11 Dec 2012	Siegburg
-89.66123	MX	average	21.28306	2016/10/18	Progreso
-49.27306	BR	good	-25.42778	2018/12/14	Curitiba
139.55028	JP	accep	35.30889	2013/04/18	Kamakura
-74.28459	US	average	40.5576	2016-10-29	Woodbridge
-2.98333	GB	excellent	53.83333	2022-03-21	Poulton-le-Fylde
-122.2608	US	good	38.17492	23 Sep 2014	American Canyon
10.5511	DE	average	52.47774	2018/02/09	Gifhorn
30.91105	UG	average	3.02013	2017/07/16	Arua
7.36027	DE	accep	51.20219	09 Sep 2013	Radevormwald
92.48278	RU	accep	58.23583	12/21/2013, 00:00:00	Lesosibirsk
7.973	DE	excellent	51.168	05 Apr 2015	Finnentrop
120.33063	CN	average	37.65181	05/09/2019, 00:00:00	Longgang
34.02537	TR	accep	38.37255	02/29/2016, 00:00:00	Aksaray
25.34244	UA	accep	50.75932	11/09/2015, 00:00:00	Lutsk
26.97253	UA	average	49.65186	08/04/2020, 00:00:00	Krasyliv
-52.2	BR	building	-28.44917	04 Sep 2020	Marau
10.18003	LY	accep	24.96334	09/23/2017, 00:00:00	Ghat
43.2379	RU	building	50.06	2021-12-01	Mikhaylovka
8.52462	CH	good	47.30997	2021-06-17	Adliswil
-77.96389	US	maintenance	39.45621	25 Aug 2018	Martinsburg
-65.61427	AR	good	-27.4338	2020/01/03	Aguilares
48.87498	AZ	excellent	38.45598	2020/07/01	Astara
122.08333	CN	accep	46.08333	2019/08/12	Ulanhot
15.28318	CG	good	-4.26613	09 Jun 2017	Brazzaville
115.8614	AU	good	-31.95224	09 Aug 2014	Perth
123.17306	CN	average	41.27194	01/23/2022, 00:00:00	Liaoyang
74.85849	IN	accep	31.28092	02/19/2014, 00:00:00	Patti
-37.07167	BR	average	-10.91111	2022-05-16	Aracaju
-79.62603	PA	accep	8.88988	03/15/2015, 00:00:00	Veracruz
136.51667	JP	average	35	23 Feb 2015	Komono
73.06784	IN	good	25.13915	26 Aug 2019	Sheoganj
83.97573	IN	good	21.46527	10/20/2016, 00:00:00	Sambalpur
-86.99666	US	average	33.45122	2015-10-06	Hueytown
28.19028	EE	good	59.37722	01/09/2017, 00:00:00	Narva
11.412	IT	accep	45.50369	11 Nov 2015	Montecchio Maggiore-Alte Ceccato
-82.35176	US	average	27.71809	2014/10/12	Sun City Center
4.08282	DZ	good	36.61954	2018/04/28	Beni Douala
7.11393	DE	accep	51.08468	2019/10/20	Burscheid
120.82747	CN	average	37.30553	07/15/2016, 00:00:00	Zhuangyuan
105.89333	CN	building	34.56861	11/12/2013, 00:00:00	Beidao
128.62667	KR	good	34.8825	2015/11/10	Sinhyeon
43.83992	RU	excellent	55.39485	2015/08/12	Arzamas
-63.13414	CA	maitennce	46.23899	10/24/2015, 00:00:00	Charlottetown
4.7934	FR	good	45.69558	2019-12-06	Saint-Genis-Laval
38.01667	TZ	good	-5.41667	2018/12/04	Chanika
150.60036	AU	good	-34.88422	2013/10/22	Nowra
-93.12577	US	accep	44.73941	15 Aug 2015	Rosemount
10.58082	TN	average	35.72917	05 Aug 2013	Msaken
137.5	JP	average	34.9	2014-12-06	Shinshiro
-68.3	AR	maintenance	-54.8	03/09/2013, 00:00:00	Ushuaia
-75.87877	CO	average	5.6561	2015-12-30	Andes
78.14797	IN	excellent	15.45144	17 Jun 2016	Betamcherla
83.62389	RU	excellent	53.30972	09 Apr 2021	Novosilikatnyy
107.60627	RU	good	51.82721	25 Nov 2017	Ulan-Ude
138.89585	JP	accep	36.33011	2020-09-26	Annaka
42.7125	DJ	excellent	11.15583	10/14/2015, 00:00:00	'Ali Sabieh
19.91667	AO	good	-11.78333	2015-06-27	Luena
-0.74934	GB	good	51.62907	2019-03-12	High Wycombe
-1.60452	ES	excellent	42.06166	2019/12/11	Tudela
-3.05	GB	average	53.81667	2017/03/24	Blackpool
-119.0376	US	good	34.21639	2019/05/22	Camarillo
-89.10944	SV	good	13.70167	27 Nov 2012	Ilopango
3.87723	FR	maintenance	43.61092	07/07/2014, 00:00:00	Montpellier
39.28333	TZ	average	-10.33333	2018/08/16	Nyangao
-61.4867	AR	average	-31.25033	2014-05-21	Rafaela
48.26258	IR	maintenance	33.86419	17 Feb 2019	Aleshtar
-103.42897	MX	maintenance	20.28527	2020-03-07	Jocotepec
24.95034	FI	good	60.18427	27 Aug 2019	Kallio
-86.99666	US	average	33.45122	12/08/2012, 00:00:00	Hueytown
-48.62789	BR	good	-17.74431	2020-06-15	Caldas Novas
-73.20483	US	building	41.16704	2021/05/17	Bridgeport
79.883	LK	average	6.9909	08/11/2019, 00:00:00	Hendala
-84.20299	US	average	39.43534	2014/05/23	Lebanon
13.39954	IT	good	43.62558	22 Nov 2017	Falconara Marittima
76.03889	IN	excellent	18.18158	2015-03-22	Osmanabad
98.6738	ID	average	3.7278	05/17/2017, 00:00:00	Labuhan Deli
4.92235	NG	average	7.65649	2020/03/18	Efon-Alaaye
17.8031	SK	accep	48.43174	06/14/2020, 00:00:00	Hlohovec
-116.21677	US	excellent	33.7207	05 Jan 2017	Indio
-81.26367	US	average	28.90054	2013/12/16	Deltona
100.48528	TH	accep	14.37395	11/09/2020, 00:00:00	Bang Ban
3.1631	ES	excellent	41.91738	12/19/2017, 00:00:00	Palafrugell
4.47124	NL	average	51.95838	2022-06-22	Schiebroek
-117.29198	US	excellent	33.03699	11/21/2012, 00:00:00	Encinitas
-60.94228	MQ	building	14.67751	24 Jan 2014	Le Robert
