Pb	TEMP	longitude	NH3	PM10	SO2	H2CO	PAHs	NOx	latitude	CFCs	PM2.5	O3	CO	warning	CH4	C2H3NO5	PRES
52.90441	15.07719	27.02444	6.73181	6.20188	8.63257	38.62854	7.83942	7.08857	39.59611	37.24434	4.86137	5.45663	10.36985	1.00000	9.56681	2.91397	1090.34607
49.20823	15.42748	73.97117	8.91041	8.24122	8.19570	37.12100	7.55693	8.10225	31.96258	64.99958	10.05973	6.22240	11.19856	1.00000	10.36614	7.25409	1132.25942
64.03668	4.86925	-13.68778	6.79589	7.66994	8.91685	46.84626	8.71710	9.22469	9.535	70.31147	8.84413	6.75140	3.11665	0.00000	3.12193	4.55096	1199.62792
59.16813	2.09526	-3.05	7.36178	7.81945	6.33972	40.61547	7.26047	8.99575	53.81667	55.77830	10.09516	4.52055	7.39776	1.00000	5.51630	3.73490	1149.29428
52.10144	10.51516	39.28333	7.30338	7.34128	7.88867	55.33385	6.92395	9.58620	-10.33333	62.78754	10.14370	8.64916	3.49498	0.00000	4.02630	3.49398	1178.49488
44.51724	38.03704	-84.23381	7.06182	7.75265	7.36293	34.64558	8.54938	6.48760	33.54428	42.23714		4.01134	6.35512	0.00000	4.39374	5.00125	1103.05751
41.55443	18.91935	48.87498	7.77577	5.10519	4.77761	52.00568	7.45322	8.01558	38.45598	54.47602	8.72947	4.31700	5.59274	0.00000	6.35551	1.10606	1148.31849
38.00578	20.72310	114.33333	6.50939	8.53547	9.86663	52.56264	8.59720	8.66752	-8.43333	50.67646	4.59385	8.37045	7.60554	1.00000	7.99009	9.23143	1107.78493
44.36734	23.12853	-1.64295	4.03674	7.76779	8.33749	48.82173	8.30939	8.53212	42.8139	53.42956	7.54298	7.99812	6.20449	0.00000	6.92373	5.11041	1146.69791
36.23466	23.06608	15.00835	6.01453	5.42983	10.14218	50.98368	7.20861	7.52753	51.14942	48.25873	7.22126	10.02942	7.78403	1.00000	7.64595	2.64682	1185.83259
44.04391	18.93228	139.55722	7.74843	8.29824	6.38241	57.22462	10.14681	10.23314	36	63.41308	10.57823	8.22869	4.21873	0.00000	3.34240	7.08600	1180.13130
47.58042	-0.89499	-74.73584	8.42005	7.50311	7.38175	40.31419	9.18601	7.36726	5.20856	65.19240	7.72800	6.15176	5.56754	0.00000	8.41264	5.09179	1133.35594
50.42757	25.86449	-74.13653	7.16779	5.96168	10.27121	70.04006	8.71788	8.21868	40.63316	49.89139	11.01940	4.62565	11.01863	0.00000	11.24389	2.62841	1111.31922
66.56245	9.61315	6.92917	8.23669	8.98120	9.77890	57.42110	7.85183	3.36409	52.31333	43.77783	8.16669	5.32217	5.79674	1.00000	9.01646	13.40734	1159.22246
44.69321	38.25890	7.20769	7.48155	5.86088		56.96865	7.18782	6.31685	50.80019	49.75314	5.49920	7.88114	6.89654	1.00000	9.94836	2.54304	1137.47628
52.60674	10.09987	-116.37697	7.72878	8.01381	7.72468	61.17229	7.17626	2.34817	33.72255	50.00225	6.48888	10.00503	4.18060	1.00000	9.36222	7.08313	1152.81622
56.87412	18.08707	136.51667	7.27449	5.11715	7.80523	44.40640	8.38313	5.24571	35	50.35307	6.85280	9.49929	7.14728	1.00000	10.12684	3.57484	1095.75785
44.93875	-5.10954	-1.32471	6.44497	8.22137	11.65326	44.52204	9.30564	7.74480	51.40148	51.39636		6.91621	6.11159	1.00000	5.95313	7.39137	1092.87773
47.37181	36.27801	51.49621	6.20498	7.92913	3.52821	60.57183	7.30423	9.47082	36.64852	66.43424	10.08367	8.18449	7.60475	0.00000	10.10895	5.73043	1142.70371
39.76318	27.91666	85.83334	9.38653	7.61190	10.09113	57.04341	8.27904	5.69810	20.88197	62.93230	7.24057	5.58765	7.59616	1.00000	9.21403	6.32975	1058.60374
52.26716	11.87238	153.10236	7.35110	10.58669	8.46214	43.73122	6.68770	5.77880	-27.50578	57.13174	7.48043	5.17881	6.30591	1.00000	7.44763	57.50105	1060.60995
33.64875	10.84374	-73.95958	6.14736	7.72124	7.01337	55.80155	8.02366	7.60392	40.57788	67.94497	6.61916	8.30988	4.92877	1.00000	10.14578	4.50345	1111.87086
37.75756	9.91772	76.03889	6.61896	8.35485	8.90045	50.82482	6.87725	8.80144	18.18158	52.26532	8.79791	8.08170	4.50344	0.00000	9.57972	7.47746	1108.45107
59.89943	6.00262	38.02486	9.14886	7.95323	8.84136	30.04041	8.31435	8.14308	55.64776	44.79914	8.47974	4.83441	9.65675	1.00000	9.81446	4.37616	1090.04393
42.44541	32.20174	30.96755	8.08085	6.95836	4.02630	36.67639	7.71842	7.75107	49.07866	51.69906	9.04587	5.70814	6.16603	0.00000	6.94185	2.50367	1104.77779
61.83383	20.47817	13.32127	6.92451	6.47449	8.73183	39.37990	6.68935	9.02803	52.59319	66.64950	7.52403	8.83798	6.65839	0.00000	8.14835	2.91207	1067.08703
57.23316	21.69636	74.12286	7.85173	8.22171	5.55753	46.56031	7.67169	9.35146	30.76468	73.89292	9.30746	6.06525	8.17892	0.00000	3.99049	7.22677	1102.94397
46.68715	0.46716	122.05228	8.28808	6.99197	6.94393	41.45188	6.41899	5.65743	37.19723	52.51813	9.20851	5.83649	7.15620	1.00000	8.16918	2.38989	1060.53006
26.41939	-3.09227	15.28318	7.54738	7.31525	6.55840	43.65451	7.49752	6.27142	-4.26613	75.76605	9.00324	8.61392	4.76140	1.00000	10.33764	3.24742	1066.76177
56.40813	40.90355	13.31783	7.50058	8.12712	6.93698	51.33460	8.35671	7.05885	52.61131	66.26940	8.52892	6.07971	8.38941	1.00000	7.13994	7.65743	1109.12030
52.53119	18.80378	-73.78458	7.27007	7.23304	5.91139	49.45794	9.09727	8.37827	41.0051	60.31333	8.52633	4.73311	5.41407	0.00000	6.89335	3.92875	1096.38162
52.36710	3.39565	98.19151	6.70834	6.59698	8.12375	38.80734	7.16897	6.99661	14.0823	58.66848	6.53443	9.68827	6.77685	1.00000	9.41434	3.50640	1187.84900
55.13566	16.66023	72.93924	7.23371	7.09154	8.75060	49.19006	7.55983	4.74897	18.87813	35.58730	10.40389	8.96029	10.39835	1.00000	7.99245	2.14653	1121.54214
45.87619	11.67681	-104.22884	8.31405	8.00678	5.99011	61.23778	7.67858	12.41572	32.42067	75.02297	10.81020	8.88094	7.00202	0.00000	5.21066	6.21182	1051.11904
52.25705	11.64599	8.64409	7.00202	7.36688	7.10120	76.57959	5.73447	6.04730	48.07667	60.74057	6.69152	9.01147	5.87788	1.00000	10.27673	4.07150	1098.28606
57.26189	4.83182	37.92792	8.53453	10.39452	5.79047	63.09878	9.29700	10.34570	53.93361	65.40117	9.41239	6.35270	6.27229	0.00000	6.82372	47.45301	1144.37759
48.47969	4.36203	-73.9625	7.38310	7.76828	9.11248	59.52656	8.06652	2.27902	40.81	63.63480	7.53032	7.51294	5.70624	1.00000	7.82875	5.39798	1137.10248
43.87998	16.14472	121.12251	7.02806	8.67580	7.87793	47.36042	6.48952	5.57229	14.62578	55.97187	8.66489	6.88822	9.13907	1.00000	9.10908	9.15271	1128.28692
40.42675	24.62368	71.52847	9.53483	7.28172	8.33374	44.47518	5.88367	5.67931	32.57756	51.29121	7.21913	7.93995	3.94291	1.00000	8.56918	4.47366	1153.50727
42.03867	14.97739	89.20083	9.01177	9.51377	5.78493	45.27780	7.31206	8.81797	55.54028	71.90576	8.49362	5.74551	7.17942	0.00000	6.40985	21.68532	1179.94979
53.24281	7.24710	47.31667	8.41738	5.92108	4.33445	46.96162	8.57505	10.26996	-19.65	56.88315	9.28300	6.90575	8.52408	0.00000	8.83220	1.93116	1124.07279
36.82299	18.29221	-0.45877	5.82869	6.70180	6.46030	53.55381	8.01378	12.32493	46.32313	49.30319	10.63897	8.34833	4.99071	0.00000	6.16456	2.63056	1084.87765
36.96982	36.28065	118.53333	8.89486	7.71529	9.99943	57.23745	5.83976	2.42351	27.92333	81.45530	5.17696	7.73478	4.01920	1.00000	7.36176	4.20744	1135.18261
48.95576	13.75555	13.44275	6.43575	9.12343	10.97485	45.18076		6.58594	38.07789	61.65336	4.52366	9.69748	6.40273	1.00000	6.53372	14.91315	1081.03316
48.35243	26.91333	78.23456	9.08120	6.69353	8.04893	51.17671	8.27107	6.33975	28.92694	57.16808	6.34932	5.43573	5.61505	1.00000	7.37149	4.64152	1165.88951
39.15035	8.58778	102.05461	7.80769	4.81786		41.40878	7.51075	7.24117	6.25947	69.56938	7.58247	6.16112	8.20734	1.00000	8.37071	1.16562	1170.28817
62.81373	24.85925	-117.79394	5.98600	7.80811	7.18175	43.94508	7.22482	5.04149	33.76446	50.25083	6.22118	6.28506	5.53172	1.00000	5.43664	4.97882	1138.46714
43.63449	34.31212	125.21972	7.02388	7.44385	8.60790	53.86968	7.86655	9.45813	-8.99167	43.34220	9.54486	8.65539	6.79399	0.00000	8.57595	3.99974	1135.80833
60.66339	1.60154	77.5609	7.29579	7.74380	9.50458	46.76206	7.76514	3.53429	11.00599	41.10433	6.69913	7.22075	7.42143	1.00000	9.88509	5.23832	1076.15627
68.63045	16.78691	98.19151	7.82688	6.69554	9.31174	55.52989	7.00094	5.64163	14.0823	71.57499	5.18130	10.85350	6.65279	1.00000	8.35347	3.01125	1062.70811
65.47427	9.28669	11.412	9.65400	7.11060	9.78994	54.06324	6.63970	9.40038	45.50369	54.85773	5.64089	10.62509	7.61491	1.00000	7.96558	3.63274	1198.72963
71.06081	1.59556	100.24529	6.30241	7.29512	5.14048	49.23295	7.93151	9.79755	5.4709	61.47986	9.63883	5.50385	3.52714	0.00000	7.72065	4.79036	1145.52557
50.55444	33.71136	121.06761	8.02872	6.63570	6.89010	47.36092	6.10113	11.03986	12.35275	44.57423	9.78376	7.26758	5.66323	0.00000	3.66311	3.37009	1186.54726
59.99330	11.93544	75.96976	7.73974	7.78929	7.44856	30.97423	7.18439	7.80144	15.73628	80.03967	9.24793	5.65212	9.52140	1.00000	9.02860	5.27130	1119.23139
23.76673	19.03786	-94.91386	8.37414	8.83630	9.93921	46.28903	6.74526	6.43252	17.94979	54.15126	7.08024	4.71033	7.18067	1.00000	8.68229	11.85825	1191.63643
67.77248	3.17210	78.15794	6.34627	7.50729	9.85272	67.38919	7.91230	8.13238	12.1277	81.06346	5.45626	9.22000	7.76697	1.00000	8.06680	3.49997	1082.92266
47.58986	6.28678	-60.94228	7.45187	6.69689	8.14024	63.21449	9.16147	6.71322	14.67751	42.76031	10.85318	6.71668	8.56295	1.00000	8.64628	3.26445	1050.27098
57.76121	12.43339	3.39467	7.46736	6.93243	8.66722	34.12104	7.62126	6.71443	6.45407	63.37369	5.58519	6.94962	8.09588	1.00000	9.74994	1.70246	1153.33871
50.28125	25.38073	-41.88778	8.66837	7.93634	8.02469	61.21174	7.83846	7.33739	-21.205	60.80427	9.04476	8.56407	5.42033	0.00000	7.30622	5.35843	1103.33604
60.23573	27.24110	-119.0376	7.00624	8.90498	5.23769	48.91478	8.58511	10.35978	34.21639	55.83282	10.36742	8.58952	5.17741	0.00000	7.68338	13.11462	1118.26889
49.93986	19.66874	13.10984	7.14848	6.28806	9.41932	38.08366	9.30539	5.08845	51.30001	29.98209	11.37740	5.09784	8.24930	1.00000	7.32701	2.62395	1051.48665
60.26802	19.21998	91.61356	7.12866	4.91988	9.89271	54.80549	7.53367	7.47517	26.44931	56.55002	8.50381	5.30565	9.59932	1.00000	8.91792	1.82918	1188.06447
70.65311	9.11741	2.95924	8.21762	9.21590	7.56458	64.64747	7.14369	7.75315	36.76775	53.53694	9.31778	5.55791	9.45258	1.00000	8.66574	15.64142	1067.48979
54.94004	-2.96562	-89.71472	7.96691	6.91171	9.85598	69.97768	6.98689	5.41266	13.73417	43.70818	9.65074	5.74609	7.71596	1.00000	7.46368	3.55831	1150.96755
35.45587	29.60798	84.87144	5.52246	6.28461	12.56625	44.38613	6.54044	6.84814	47.46657	73.77734	7.56633	7.25154	7.00961	1.00000	5.06456	1.82137	1107.55917
61.57469	19.70209	86.68363	7.23960	7.03635	7.66032	53.20005	6.23378	7.31236	23.49668	44.70978	9.55727	7.28601	5.68404	0.00000	5.28359	4.03879	1117.33002
37.16418	13.31523	-1.64295	6.84067	7.61569	6.95422	40.84338	7.56299	7.03887	42.8139	59.39764	7.01886	7.74331	8.19286	1.00000	11.34583	5.20374	1060.61603
64.69857	18.39064	-121.74052	9.38728	7.88452	6.18679	61.16485	6.36052	8.11614	38.54491	59.41221	8.64595	8.36421	6.98025	0.00000	10.38463	5.30408	1082.18769
53.57379	20.04416	86.59509	7.38919	7.23883	8.62477	40.40634	7.74776	9.04326	26.11527	51.95577	8.71455	8.48078	7.26933	0.00000	8.26507	4.88397	1095.78864
51.33545	19.11050	7.973	9.53164	6.54888	9.01778	30.59058	5.70312	6.57425	51.168	71.58415	8.00666	5.73038	8.87296	1.00000	9.77189	3.53864	1050.16651
60.19705	16.77525	38.07083	6.56944	6.37708	9.61650	57.60468	7.04192	5.41535	54.90083	50.37285	4.19523	10.50829	5.70879	1.00000	7.84472	2.58662	1167.67550
59.24957	20.79874	36.73307	8.49240	8.99045	5.89088	54.57964	7.26258	11.10505	55.38752	23.47890	9.19601	6.69831	9.51309	0.00000	8.42986	13.76503	1090.37041
48.25735	6.67572	-120.43572	8.39533	7.32675	10.02475	44.94672	7.02679	5.34671	34.95303	38.98455	4.57296	8.91960	6.69919	1.00000	7.75088	3.87498	1162.12795
11.49607	16.16672	-6.00137	8.24006	5.93336	10.23521	57.42131	8.49735	5.94961	33.42585	74.25352	6.56981	6.91766	7.72327	1.00000	7.97530	3.04301	1099.56577
39.19177	16.95236	-37.65	6.66734	7.48592	6.49762	53.39837	8.00505	3.90192	-10.91722	54.95391	8.15132	10.77732	2.80544	1.00000	9.93690	4.24505	1173.10599
54.06214	9.36597	-78.87836	8.05419	7.45906	8.42395	49.52160	8.35369	6.18742	35.05266	61.87343	10.39036		9.67775	1.00000	9.22855	4.53204	1119.91725
50.57613	23.10468	100.04427	7.13866	7.71571	9.87890	60.63386	7.87285	2.72626	13.8196	89.08421	7.57397	6.09044	7.97391	1.00000	7.20429	5.47465	1150.76720
34.00409	33.92336	92.48278	9.23719	7.36802	10.36564	43.47871	7.69029	5.73743	58.23583	66.49716	6.80507	3.78834	6.03788	1.00000	10.21897	5.57878	1163.87479
54.47761	8.44335	140.11667	8.07160	7.82635	7.73062	35.95240	7.18099	6.48042	37.56667	53.38685	5.03768	9.09527	7.51217	1.00000	10.28751	4.75401	1134.53456
40.15214	22.69033	-73.47429	9.95274	8.17997	9.46444	74.52798	7.03916	8.93379	40.68066	65.91894	10.97029	4.55657	10.48958	1.00000	8.53393	6.77500	1194.09028
47.53387	26.97413	-89.71472	9.16348	6.21055	8.57933	59.78835	8.29694	7.28747	13.73417	36.49128	11.50865	6.45633	9.54267	1.00000	7.53813	2.26982	1121.06578
46.66303	29.99128	5.37429	6.95010	7.14836	8.68713	53.45576	7.88611	9.94251	51.03427	74.10544	10.67944	5.08477	12.49025	1.00000	10.42444	3.71974	1161.85139
39.80434	10.44531	38.01667	8.35583	7.83688	5.47249	48.53379	5.66240	8.08671	11.85	52.78043	8.28108	4.42415	5.53400	0.00000	5.49091	6.14770	1133.19188
63.16697	8.27616	-51.50361	7.20114	8.55295	9.30814	30.71061	7.78305	6.62517	-29.2975	58.24616	8.67831	6.51734	6.18747	1.00000	8.09508	9.49285	1144.26499
56.81192	35.93206	-65.61427	8.82925	7.05466	6.19655	54.19924	9.50633	6.78009	-27.4338	53.95012	8.02390	5.58449	6.02027	0.00000	5.90788	3.31406	1107.37723
59.75532	-4.07334	75.92694	7.99150	9.01698	8.04992	55.38187	7.36684	6.15360	14.46693	67.82986	10.25094	5.76579	7.47526	1.00000	5.38109	13.89431	1101.92339
50.62461	21.15479	-81.79819	7.07294	6.79543	9.84388	53.93695	7.41423	7.51752	41.48199	61.91452	7.78791	3.28331	6.56102	1.00000	9.87497	2.77068	1137.09783
64.45981	18.20557	-72.09391	8.57452	6.96456	10.40306	46.47531	7.42593	5.53804	18.65297	33.06842	4.60611	6.75365	9.27497	1.00000	9.83644	2.95075	1067.07196
63.27823	14.23702	-76.70944	9.16919	7.80450	4.24924	59.88759	8.78018	8.29927	-11.94306	42.52687	8.95415	7.58916	7.14477	0.00000	8.92449	4.79171	1126.26461
55.09036	16.50973	36.25361	7.44370	9.41161	7.70283	53.78576	6.81028	9.42918	47.48444	54.45136	9.48120	7.00800	6.46130	0.00000	9.13003	19.09934	1054.84575
49.49390	2.09199	26.97253	6.65177	7.92772	8.26883	60.63438	6.62297	9.39704	49.65186	27.57149	7.18471	8.16602	8.24195	0.00000	6.65920	4.97171	1078.44653
37.68013	12.54279	7.02238	7.54841	6.89429	4.58240	63.60120	7.49574	7.10651	52.21099	48.75281	8.38900	5.13155	6.96642	0.00000	7.83177	3.40516	1131.37131
42.34131	24.10060	83.62389	6.79505	7.22749	10.49480	28.10286	7.59728	9.18151	53.30972	56.54636	7.76674	8.88596	5.11689	0.00000	7.23841	3.27859	1062.58381
30.89454	15.53906	-156.47432	6.62364	7.68477	9.12502	44.01447	6.80050		20.88953	58.94626	5.52754	9.17016	6.32917	1.00000	8.72128	5.24278	1118.21563
44.14354	31.34693	-4.1	6.52378	6.15035	9.83157	49.20071	7.77343	6.05160	48	41.67245	4.24898	7.60367	6.37515	1.00000	7.98511	2.10405	1050.59239
53.69178	25.04663	-60.94228	4.82167	7.22788	9.13371	44.47775	8.23622	4.15523	14.67751	43.41922	12.04957	6.34516	6.12517	1.00000	7.37031	2.88434	1164.50533
61.19777	6.34589	-82.90375	7.31239	8.52879	9.31677	52.08232	6.67365	9.10607	32.54044	65.87165	5.54110	9.09538	6.67483	1.00000	8.20512	8.53346	1064.22727
62.64567	22.64759	38.15035	7.32789	6.35936	7.89658	62.05347	6.86768	7.15983	49.41029	50.32069	8.50990	5.46512	8.96681	1.00000	9.13581	1.96182	1199.34389
50.21923	6.88122	57.3552	7.31799	6.86046	6.50986	48.55030	5.32079	6.55630	51.4781	65.68993	7.98720	6.85437	7.94913	0.00000	5.11908	3.47288	1080.64715
43.86293	23.21001	-91.11667	7.59215	7.60353	8.48432	56.46009	5.93054	6.68223	14.93333	57.56651	8.53818	6.51505	2.39928	0.00000	3.22911	4.15728	1170.60377
45.71957	21.85079	7.60872	5.79344	6.58909	10.66106	72.85794	8.24930	5.85538	43.78956	73.30386	11.77059	10.53389	5.55814	0.00000	5.74319	3.05814	1185.02774
40.95554	18.64404	2.18247	7.05373	10.95768	8.12792	52.66974	7.87116	8.20144	41.41204	34.69224	9.61695	12.14394	10.04510	1.00000	11.84756	83.30263	1089.69469
52.64580	13.52138	-3.67029	5.98133	7.54721	4.59409	71.49123	6.94572	10.51626	37.13548	67.71825	9.34314	4.94308	7.11687	0.00000	8.18601	4.72653	1158.72338
31.64796	10.31158	-8.2503	6.53925	6.16452	7.94336	45.91107	7.84462	6.71513	37.08819	75.53593	7.88540	6.01823	8.01075	1.00000	6.95073	1.50170	1162.99501
52.76972	15.99005	-5.53715	7.05465	7.83303	5.50981	50.66840	6.28633	7.18337	50.11861	69.94015	9.47816	7.53872	3.47003	0.00000	6.14244	6.31650	1155.23287
53.75368	20.28920	103.61667	8.06674	7.13937	6.70709	55.07308	8.13424	10.00941	-1.6	57.15833	10.17542	8.76207	5.00255	0.00000	5.70293	4.12659	1171.07681
55.70483	1.07996	72.68533	8.38703	6.51589	9.45178	60.29456	8.14717	5.02864	22.75218	68.38241	10.15982	7.74055	8.45497	1.00000	9.16478	2.73903	1119.06882
59.88943	10.19074	-88.31476	7.60556	7.26858	6.81141	51.45679	7.56734	5.25368	36.61033	59.88270	7.29558	8.40554	7.69315	1.00000	7.54222	4.13817	1054.44236
41.42603	12.85081	71.52847	7.59450	8.21876	7.94257	55.40986	6.01641	5.46795	32.57756	62.05753	4.41331	9.94435	5.81802	1.00000	9.64399	7.51113	1066.30724
75.63890	22.87514	-104.22884	8.36165	9.53771	9.39586	63.03454	6.78819	4.78229	32.42067	50.85684	9.52038	6.98681	9.27787	1.00000	7.35845	21.40911	1127.48807
56.09909	18.26390	-93.263	6.67961	7.54598	7.94140	57.53955	7.76413	5.64879	45.0408	46.02712	5.77344	9.61584	5.54779	0.00000	9.48220	4.86864	1169.65446
58.73723	6.01024	4.25633	6.67906	6.76593	8.43112	68.07395	5.92024	9.04074	51.21187	72.60462	9.63553	9.03044	5.72781	0.00000	5.46156	3.02675	1137.49075
63.16636	12.40753	4.08282	6.62131	7.74053	7.86227	34.32032	7.43767	7.46747	36.61954	77.70668	10.52613	6.86190	11.56529	1.00000	10.12958	6.25944	1105.07682
62.38933	4.33893	77.23826	7.52019	6.26299	7.46097	48.12483	8.22687	3.48105	11.50526	53.07997	4.68603	8.85889	6.99265	1.00000	10.76633	2.50757	1162.34705
58.22475	27.20185	-116.37697	6.04465	7.38438	7.94475	52.38974	5.45645	3.44625	33.72255	53.11180	7.15892	6.26550	6.18449	1.00000	7.05817	3.78519	1152.18811
55.46193	18.21382	-80.31727	7.16982	8.05795	6.51469	50.62672	8.49876	5.86192	25.67927	54.62270	6.00409	5.06644	5.28769	1.00000	6.80239	6.47861	1097.59090
41.58708	9.63976	92.48278	8.66042	8.64078	5.12663	57.81945	6.90010	6.47709	58.23583	60.81025	7.93845	5.07337	5.91203	0.00000	6.00346	9.41373	1064.64118
62.36857	9.08047	5.58472	7.86686	7.57944	10.17181	37.63205	9.70856	3.54322	52.14	48.22241	6.75106	6.39631	6.95798	1.00000	7.97700	5.41873	1059.70259
59.36303	12.77360	-7.35	7.77506	6.72162	5.89471	51.88999	8.36815	12.74002	53.53333	58.31198	9.86882	7.79761	8.83603	0.00000	7.56949	3.27972	1123.90235
47.35149	-3.16134	15.28318	7.25509	8.01686	2.11924	39.74600	7.73736	9.61066	-4.26613	55.00258	10.19017	7.03315	8.51152	0.00000	8.69034	5.01251	1108.34334
49.65064	17.48956	-74.01042	9.91959	9.60654	4.38538	58.59555	8.34185	8.36785	41.50343	65.05753	9.26190	5.82106	6.10133	0.00000	7.58522	22.63959	1160.09460
35.13410	12.01232	76.12647	7.05477	6.62502	8.95562	46.29230	7.70778	6.49043	32.55531	56.14672	6.51478	10.02365	6.16866	1.00000	8.41378	1.47623	1059.52687
42.52680	3.59762	129.96972	8.90931	8.79198	7.61230	45.23108	8.09429	3.21301	33.4425	29.58173	8.51453	9.94019	3.62276	1.00000	9.02930	10.82996	1159.96240
56.74928	10.13403	47.3799	8.70141	8.82990	6.22675	70.17634	7.89458	10.57190	33.14447	63.64940	10.32808	7.86031	5.02605	0.00000	4.94563	13.18189	1072.64408
54.22059	6.57544	77.656	8.01966	8.50747	4.87838	32.16664	7.50432	8.10713	28.71271	49.38507	9.45193	6.81934		0.00000	9.21744	9.77647	1142.83391
40.52507	23.84824	89.11943	8.28643	8.80296	9.45458	41.86819	7.10998	5.15744	23.9028	61.89876	9.77774	7.18506	7.84841	1.00000	9.35574	9.98861	1167.49776
46.37297	10.94617	75.37991	7.19376	7.66048	7.29922	50.02461	7.85291	5.60114	25.75728	51.53645	7.42773	7.45053	6.32558	1.00000	10.34338	5.08595	1061.72552
31.72081	14.41366	83.97573	8.36056	8.39403	7.75732	53.67749	6.92639	6.42448	21.46527	47.62156	9.57570	5.59321	9.18270	1.00000	9.26432	7.66090	1103.87036
48.01973	2.96967	123.17306	8.67575	7.64664	9.34288	57.19184	8.46222	6.45135	41.27194	54.62393	6.96711	5.70750	9.37549	1.00000	9.16382	3.77709	1188.26086
31.12268	13.49053	13.32127	7.18536	6.19789	4.20670	71.59639	8.44956	6.78353	52.59319	73.74448	8.23163	4.85173	7.71737	0.00000	8.14819	2.90109	1142.93088
62.73458	19.71648	-119.0376	6.25395	6.68286	6.18653	42.93542	7.28551	6.60248	34.21639	44.12278	7.05793	8.22917	5.98776	1.00000	11.33523	3.21633	1118.38044
43.99467	-0.80829	-86.78777	7.80016	7.33090	4.93130	57.74242	8.30078	6.45529	33.44872	53.91154	8.72202	9.28795	5.17686	1.00000	12.22143	4.59838	1185.71807
41.86969	27.65618	-119.0376	7.02813	6.54411	5.50679	52.22505	6.03397	3.51262	34.21639	54.00153	7.62353	11.45467	3.49613	1.00000	11.24004	2.17266	1065.19096
54.26495	23.77023	139.6853	5.95443	6.88020	9.14458	39.47586	8.18116	5.66295	35.815	61.00734	6.75286	6.93807	5.43920	1.00000	8.23994	3.47444	1073.29338
20.71737	14.67135	124.95278	7.93615	5.67917	9.14300	51.74557	6.26169	5.82137	6.33444	48.71484	7.13518	6.11264	9.38161	1.00000	9.71221	2.43559	1179.47885
65.01559	20.24053	-5.55835	6.11963	6.47317	8.89190	42.28531	6.54122	6.95641	42.64685	75.27568	7.18695	9.84516	6.28232	1.00000	8.51221	2.44787	1149.43087
58.26972	5.21182	29.00974	6.38113	7.53021	8.87001	57.90404	8.72757	4.63921	-24.19436	52.83846	6.56814	7.76354	6.52073	1.00000	8.95961	4.49606	1118.19565
50.65100	29.36916	-2.52398	6.03477	3.83917	10.07212	63.13798	7.85238	9.01982	53.19146	82.04575	4.06583	9.20397	7.42160	0.00000	7.69656	0.97349	1172.93824
60.55990	19.86126	8.96317	8.70499	6.91399	7.83791	39.08815	7.06909	5.25621	48.35149	39.48149	10.31420	5.16692	8.13107	1.00000	8.82161	3.89167	1135.01015
38.61502	23.86378	9.72749	8.54118	9.26831	10.32091	64.77189	9.58548	8.53704	48.28259	45.67093	5.56346	8.73312	7.69209	1.00000	7.59619	17.46834	1147.10722
55.63423	21.41587	35.34722	6.84127	7.02410	5.38628	66.35293	7.02586	8.85926	-23.85972	38.56166	8.77059	7.48145	8.28861	0.00000	8.54206	4.24586	1137.77829
50.80625	22.95168	-6.00137	7.47967	8.05892	7.58802	57.18800	6.32833	7.98015	33.42585	63.71917	7.43116	8.18410	5.63263	1.00000	9.61765	6.26523	1086.52356
41.41331	9.47178	121.12251	8.25058	6.29150	8.94024	48.11324	8.68700	5.48317	14.62578	80.97025	9.12771	6.96713	9.64577	1.00000	9.19010	3.30347	1135.37889
49.51287	30.07082	144.09638	8.91195	8.54639	7.19888	23.74746	6.33824	5.24675	43.82634	62.43395	7.16069	6.59310	5.36891		5.37576	9.58849	1091.78055
39.67238	38.52906	120.82747	6.93011	5.48718	12.12728	55.92880	7.08072	5.18795	37.30553	49.77524	9.57219	4.82191	6.64240	1.00000	10.10793	2.28697	1139.07787
55.33234	23.49821	-77.37331	6.40193	5.39283	8.98891	46.11042	5.73661	6.74864	37.60876	60.61795	11.82656	7.04669	10.67970	1.00000	11.05520	1.37885	1070.87315
57.96269	10.63735	-69.08333	6.76262	7.80028	8.78132	59.56574	8.63283	3.08933	-16.25	67.99160	6.88630	8.81367	5.85079	1.00000	8.75986	5.48431	1121.34180
39.32246	32.61555	10.78222	8.05208	9.07696	9.66814	51.96186	6.05588	8.10019	36.46917	65.60454	9.14477	9.41595	5.87345	0.00000	9.00406	14.73407	1073.73041
58.99891	37.40436	8.96317	7.55612	7.13370	4.64215	74.44952	5.34893	7.83207	48.35149	45.56685	8.81601	6.39845	7.72107	0.00000	7.46287	3.45674	1180.37617
60.23658	23.58142	112.01667	7.15697	9.30454	9.92720	55.00768	8.30029	6.71839	-7.81667	59.11502	8.85756	6.00162	9.08287	1.00000	10.12924	18.04523	1147.00977
57.38915	2.31300	-83.55521	8.40004	7.47282	8.26227	42.55785	7.65722	6.06336	41.66394	73.86259	11.48640	6.40951	10.36283	1.00000	8.74498	4.17383	1172.45289
46.52737	1.18187	6.26667	6.83356	8.42547	12.67213	41.97346	6.23031	3.35896	51.21667	57.87705	9.38397	6.79158	7.18347	1.00000	10.48341	9.62672	1112.57832
