PAHs	O3	Pb	CO	latitude	PRES	longitude	C2H3NO5	PM10	CFCs	NOx	SO2	PM2.5	NH3	warning	TEMP	CH4	H2CO
10.38982	9.79513	42.54766	6.81616	34.63915	1076.72005	-120.45794	9.70479	8.18272	59.19592	7.27556	8.30654	6.28511	7.14018	0.00000	-1.58228	7.22546	50.00134
9.18881	6.21008	64.24126	5.83474	3.27833	1122.49475	32.88667	5.95233	6.93312	59.35700	5.67119	6.83796	5.82965	6.25589	1.00000	14.21951	8.71822	60.59687
6.74620	7.45287	49.70915	4.74330	41.72063	1199.78995	12.6723	5.79750	7.59261	62.77972	9.62826	8.36616	5.84643	7.87889	0.00000	5.34305	8.51407	52.87374
8.20003	3.86102	63.10942	6.06298	50.23271	1069.66180	12.87117	7.46193	7.98458	74.33691	7.54109	6.65961	8.32659	6.81589	0.00000	23.29188	9.18687	31.16099
8.33394	5.57883	55.92670	5.43025	14.8361	1097.03462	120.97844	6.43733	7.22079	60.10324	8.17642	6.99633	7.17355	6.98557	0.00000	4.71273	9.04934	43.46732
8.43916	8.44063	54.83046		39.12074	1116.44328	27.18052	3.66656	6.07956	75.67247	5.90936	7.25921	5.66524	6.79516	1.00000	36.70875	9.58106	49.67049
7.71341	5.69406	35.61042	5.86248	52.21099	1097.76288	7.02238	7.00269	7.77862	70.40493	7.82133	7.71722	8.60563	6.67458	0.00000	14.73081	8.96307	52.04477
6.15357	1.65096	12.44605	6.50939	50.50301	1149.44273	13.63617	4.60782	6.55721	67.03040	7.31695	7.89208	7.00797	8.34499	0.00000	13.86934	9.03029	65.59833
4.77123	7.55762	61.33137	5.34317	19.04222	1082.99362	-98.11889	5.36905	6.69272	66.14836	7.43605	6.18096	9.43061	7.81545	1.00000	21.57966	6.47331	40.40457
4.83503	6.63766	52.87205	5.47240	44.89784	1190.72499	8.86374	7.72306	7.80257	76.29472	7.43965	7.26850	8.16531	5.37547	1.00000	11.66766	7.06723	35.47755
11.37629	7.42073	32.82031	6.67461	50.7236	1146.90861	-3.52751	8.01599	7.91393	51.89544	10.00554	7.43776	10.18216	7.67000	0.00000	14.82570	5.12831	64.64402
5.64745	9.01525	49.88262	5.92143	53.63333	1165.98954	9.85	6.89113	7.47367	71.86776	9.80227	7.31900	8.48025	8.99010	1.00000	34.59890	8.19652	47.63493
9.85620	8.08187	39.07634	6.99071	8.48714	1177.90159	-13.2356	9.14281	8.13959	69.49278	4.43218	6.76001	6.13461	7.11579	1.00000	14.75576	8.04225	54.55684
6.41720	5.65282	27.65754	3.62830	22.83957	1061.99017	91.84128	5.15931	7.21415	62.01159	10.78089	7.66282	7.27601	6.48583	0.00000	17.15482	7.53339	45.89731
8.06177	7.76926	46.36558	5.15933	27.71809	1062.53281	-82.35176	6.61922	7.38908	70.24476	6.31807	4.51346	4.85611	7.23647	1.00000	13.01179	9.82959	54.33776
4.26212	8.62084	50.71374	7.29974	14.67751	1098.22233	-60.94228	4.95909	6.68508	69.73094	6.66557	6.59158	6.65644	6.13594	1.00000	-6.39785	10.39206	60.14317
8.27009	9.43808	74.49722	4.06508	49.88307	1126.95475	-119.48568	6.51437	7.21887	76.10861	8.90925	8.13198	11.29815	5.72463	1.00000	13.70386	7.78814	63.82905
10.19480	6.26042	43.25011	6.31593	-33.59217	1098.29610	-70.6996	1.96493	5.70636	55.24747	8.02314	6.86906	11.37059	9.25467	0.00000	20.98681	8.96708	46.53855
8.46187	5.59085	49.67302	5.15972	-6.25	1053.04369	38.66667	4.56361	6.35541	60.55375	6.34343	8.21852	3.11062	6.82688	1.00000	0.35086	9.50345	76.70842
9.58066	6.77491	41.09595	5.62903	9.57046	1074.12033	76.32756	2.21963	6.31027	66.81950	4.28230	6.04543	4.18366	7.60498	1.00000	15.90747	8.82117	62.14522
6.87994	10.67127	42.37084	4.64311	30.81383	1057.34122	75.16878	4.89581	7.04926	78.48967	9.42013	6.05892	8.28448	6.04616	1.00000	8.84044	8.00869	53.06888
6.19063	8.99003	66.62271	4.66399	64.5635	1112.77929	39.8302	5.46401	6.85070	84.57138	10.08047	5.63962	7.37553	7.77370	1.00000	1.70316	7.01425	45.51349
6.87478	3.25687	47.29347	5.72453	6.8485	1071.96603	3.64633		8.02901	74.98584	8.43317	5.39683	5.81562	6.26815	0.00000	13.73886	7.37943	43.27418
7.73353	4.44448	46.89997	4.99634	-8.28333	1178.41207	-35.03333	5.94514	7.08037	60.94081	5.25940	5.00547	7.24775	5.75375	1.00000	20.12330	7.16637	64.15257
9.82485	4.83557	63.29174	6.62847	34.08565	1131.76184	74.80555	11.01594	8.37989	73.90152	8.72638	5.80617	10.45273	6.37226	0.00000	22.25402	7.04125	63.83676
10.36271	5.39583	50.92579	5.88611	52.53048	1189.37162	13.29371	5.26575	6.87413	76.78287	8.46965	7.51311	9.10809	6.36291	0.00000	12.25704	7.52858	59.19156
4.89325	7.96541	81.61551	5.14913	50.80019	1071.79928	7.20769	3.56071	6.30447	53.31864	7.84840	7.56878	6.98625	7.19811	1.00000	14.77829	7.09346	55.11373
6.39704	9.47863	39.42876	3.76498	-10.33333	1103.60890	39.28333	4.11507	6.30314	56.80404	6.59777	5.98606	6.08749	6.74641	1.00000	27.76677	7.42147	64.45579
8.55651	4.15488	47.47604	8.07272	-19.72806	1149.83091	-50.19556	6.41883	7.74135	72.12909	4.78781	8.37967	6.69930	5.65330	1.00000	24.52482	6.46488	88.48919
7.37276	7.97981	62.84102	5.39667	41.50343	1108.00378	-74.01042	7.37402	7.63332	57.35069	7.59007	7.08808	8.38727	6.05047	0.00000	21.71871	9.91453	53.90123
6.97332	4.74519	63.45132	5.40749	52.09	1068.11833	5.23333	4.14433	6.29684	69.14401	6.92878	7.66356	6.86324	6.28619	1.00000	23.10137	8.12963	40.30629
8.87610	4.39851	41.62752	7.13825	40.72816	1165.00026	-74.07764	3.89386	6.83108	88.70336	4.97015	5.83143	5.57566	6.72260	1.00000	28.17032	7.47054	39.44696
6.17913	6.38665	59.76554	4.60381	44.99012	1090.36517	-123.02621	12.92107	8.46548	77.17499	8.47354	6.14746	8.95965	6.46291	0.00000	30.39362	7.85984	70.90390
8.79080	8.50819	51.25775	5.93058	14.67751	1131.82647	-60.94228	5.78424	7.34928	66.67534	6.45183	6.00519	6.05187	8.42862	0.00000	-7.05058	5.73974	55.70202
8.71509	6.91106	55.15084	6.92364	50.79205	1077.93286	-1.08593	11.77023	8.52618	76.20536	6.34249	6.38657	7.74862	7.33587	0.00000		8.01228	39.63276
7.90438	6.14640	31.69116	2.96046	-15.675	1084.58927	-38.94722	4.10466	6.40243	77.14194	10.84894	6.96036	7.22630	6.46314	0.00000	9.32041	10.08252	43.12262
6.63158	8.94854	51.09615	4.89350	33.44872	1142.14705	-86.78777	3.70941	5.78249	78.51715	9.51074	6.30055	8.19875	8.01437	1.00000	12.03031	7.87897	52.38977
11.29801	8.40483	66.80636	4.90141	9.57046	1132.20316	76.32756	0.98932	5.13965	81.73844	8.66358	7.60416	9.16963	7.12422	0.00000	4.14471	8.27737	57.32670
6.32930	4.82184		5.69002	23.73333	1091.42835	114.68333	4.14163	3.74536	61.55493	8.30804	6.73427	7.00835	7.75348	0.00000	12.93842	7.92485	45.11347
9.54714	5.25194	67.23995	7.49888	36.6009	1163.57574	126.665	5.78731	7.16999	69.82142	4.09299	6.47270	6.94223	8.00464	1.00000	28.19378	6.76378	69.81662
4.16636	6.39060	73.86763	5.10096	40.56754	1142.04027	-89.64066	4.47105	6.89263	74.49406	5.62632	7.70710	6.93227	8.87204	1.00000	0.61955	6.50572	47.07725
8.19133	10.80619	39.00914	5.99479	33.92866	1156.33719	-6.90656	3.81891	5.92746	66.60749	9.11975	7.19591	3.23942	7.41662	0.00000	6.88753	10.60580	49.95744
7.17199	6.52003	43.18724	6.13085	3.7278	1054.55593	98.6738	3.16140	5.75906	50.66512	9.09412	5.48692	5.66808	7.33078	0.00000	14.98137	8.06808	52.75146
5.33891	7.08713	62.63135	5.78218	55.62047	1117.97873	37.49338	8.53719	8.05074	68.06941	7.00974	5.78391	10.12083	4.71511	1.00000	16.93140	7.89429	40.15274
4.71626	8.34965	55.76916	6.78918	36.20829	1172.08036	-115.98391	6.69101	7.57628	68.92427	7.55480	6.72295	7.74709	6.89745	1.00000	8.62226	9.27411	58.96674
9.01511	6.33896	55.60402	7.31307	31.39547	1108.82570	34.75699	3.54681	5.78787	60.94427	5.93809	7.70488	5.73924	6.47201	1.00000	11.83216	9.02590	44.93620
6.62730	8.84910	47.26835	5.39337	-4.24444	1087.44250	-42.29444	5.60849	6.77780	71.99885	10.54694	7.87025	8.18024	5.47991	1.00000	14.37298	8.33413	54.41161
7.05484	4.11409	31.41544	5.65159	51.4781	1129.48406	57.3552	7.89899	7.78796	74.88949	8.06669	7.45891	7.08097	6.16949	0.00000	25.82246	8.66765	48.33548
4.48016	7.16354	55.50082	5.42389	36.20829	1196.12543	-115.98391	8.36686	8.19263	65.99519	5.33035	5.63709	8.63732	8.19070	1.00000	5.75292	7.44140	60.65321
8.16718	5.99301	45.37205	5.47132	35.50056	1175.75738	117.63083	5.70073	6.71996	63.98292	5.53607	7.73566	5.32917	8.13837	1.00000	15.39867	8.63838	48.53110
7.60515	7.40727	29.52519	3.37656	-27.50578	1174.08862	153.10236	5.68445	7.09114	69.67436	11.92182	6.37937	3.75691	7.43878	0.00000	31.79933	9.49374	75.08393
8.33427	9.15689	42.97968	4.40993	56.85836	1100.52283	35.90057	20.51464	9.23551	66.79414	7.75941	5.81797	6.14557	5.97376	0.00000	27.78565	4.55383	56.04493
7.15224	5.58723	49.56610	5.18033	38.70734	1162.43572	-77.02303	6.16690	7.31918	64.86405	6.45695	4.97682	7.51362	6.22983	1.00000	26.10032	7.00155	60.11040
7.13257	9.32855	50.29677	6.28973	36.19278	1111.22535	117.65694	4.23811	6.50598	56.93694	6.64595	7.37905	7.66983	5.85451	0.00000	12.01559	9.18259	55.08543
7.51713	8.85164	44.04264	3.72277	42.97086	1113.91056	-82.42491	4.19620	4.91096	79.64005	10.60572	7.01292	4.06113	5.63661	0.00000	-3.35477	10.30104	69.70532
6.63851	8.56560	48.14115	5.57143	34.56861	1070.44438	105.89333	6.13294	7.68653	72.81972	9.63095	6.95936	8.44349	6.56118	1.00000	21.11303	8.49261	40.73297
7.05642	4.93723	34.89017	5.45083	24.81757	1074.69146	84.63445	3.98260	6.14669	71.93990	8.79934	6.77992	7.79985	7.54076	0.00000	11.75135	6.58924	59.89921
6.42696	8.13364	52.89808	4.48605	-3.14306	1070.41210	-58.44417	5.66806	7.20193	73.11806	9.01050		5.78182	7.42193	0.00000	-8.66835	9.59820	42.50052
10.55997	7.46521	44.10456	5.63932	45.78071	1149.83299	12.84052	6.50292	6.94232	81.14663	8.17478	7.67845	9.47839	6.84781	0.00000	24.92510	9.33438	47.35386
9.26655	3.78496	46.78838	4.44888	0.49113	1166.18505	29.47306	5.72880	6.11637	56.58756	4.39937	7.24688	5.56692	8.27581	1.00000	15.31516	6.64858	64.71745
9.00900	7.64869	41.57326	5.75489	9.91861	1166.52611	-68.30472	7.31851	7.57560	86.03630	5.37660	6.07926	5.28409	7.35210	1.00000	18.77255	9.41391	39.67719
9.88111	3.95332	50.61631	7.98599	10.98778	1075.08170	-74.95472	7.88483	8.03213	52.69940	3.74295	7.48111	6.50338	7.19232	1.00000	15.71867	6.55188	31.93296
3.66737	10.17437	47.25323	5.06021	41.85059	1089.66670	-87.882	5.37824	7.44605	65.28132	4.97977	5.10859	4.02499	7.04899	1.00000	22.28946	7.53408	46.09338
4.08480	6.66498	57.41968	7.83856	25.75728	1075.60143	75.37991	23.59135	9.34087	76.65834	8.98952	6.88281	7.76826	7.44076	1.00000	17.03536	9.79614	85.01877
8.16190	7.33769	61.35210	2.25403	43.1009	1156.32765	-75.23266	8.57713	7.88189	76.04528	6.84350	6.75989	2.70170	6.98999	1.00000	20.50094	10.68339	42.98172
9.32886	6.32733	55.41559	5.95561	39.33427	1140.55976	-76.43941	9.90798	8.01222	80.40492	4.82787	6.50679	4.88591	7.57219	1.00000	0.76780	8.69560	32.97736
9.95558	5.89052	57.91614	7.52108	50.06	1152.80309	43.2379	3.03919	5.87394	78.77367	4.80722	6.64039	5.82043	7.34762	1.00000	15.37566	7.40350	49.39398
4.87315	8.10233	30.88811	5.25730	38.45598	1091.32759	48.87498	3.60557	6.26722	79.05060	6.42069	8.68182	7.56888	7.33988	1.00000	16.90539	7.38276	63.46724
8.68337	5.16174	55.22691	7.25900	41.24255	1141.68745	-82.61573	4.96043	6.61348	57.69075	4.69547	8.24905	5.51007	9.30379	1.00000	0.52537	8.14413	66.68675
5.06403	8.21025	66.21580	5.38094	52.26083	1165.28111	7.00417	4.31462	6.84020	75.97887	6.50847	5.58303	7.76305	5.19966	1.00000	18.66864	7.68426	50.67070
7.33965	6.22523	49.30909	4.96236	34.56861	1156.84843	105.89333	3.23871	5.81331	48.32288	7.88665	6.44190	8.08323	5.86832	0.00000	4.52761	9.37527	50.51426
10.19317	6.26521	32.85408	6.47295	-21.44236	1088.10208	27.46153	6.40696	7.77966	57.09081	4.41570	6.55864	4.82401	8.52640	1.00000	4.46666	8.30328	33.17005
10.26553	5.28330	42.98230	9.02096	52.4089	1098.78219	31.3237	5.92569	7.24391	81.71959	3.16289	9.00502	7.12262	7.93078		12.38886	6.20627	45.13267
9.18877	7.14913	35.86018	5.30545	36.75965	1098.21153	137.36215	4.42226	6.30728	63.13138	8.65753	7.02775	8.10970	7.39769	0.00000	19.21747	8.33812	41.07145
8.48073	6.63232	60.72076	9.22139	19.8173	1109.74202	-97.35992	4.84062	5.76514	82.14495	5.64339	8.74282	4.13585	6.98847	1.00000		10.26784	44.22815
6.05087	9.53826	74.84321	6.09824	-30.60106	1158.14342	-71.19901	4.70318	6.57600	76.81731	8.73688	6.72065	5.98632	6.56032	1.00000	0.43153	9.90908	49.44978
4.40945	8.33748	49.76865	7.63130	-28.24	1183.52693	-48.67028	8.85682	8.07349	83.17593	8.06130	6.26156	7.61528	8.51111	1.00000	15.93769	10.03167	25.06136
8.83178	3.11793	66.01690	5.88771	45.44868	1180.22797	-73.81669	4.56338	7.32703	65.19468	7.72219	6.20891	7.25307	7.52978	0.00000	18.16159	9.17865	65.44481
4.16920	9.51960	47.37493	5.71668	51.4781	1199.09392	57.3552	7.20239	7.61722	72.39871	8.93482	6.99405	6.27564	6.01430	1.00000	30.18062	7.06443	47.50629
5.56977	10.53810	31.38097	6.04218	0.76755	1098.09339	24.43973	4.35101	7.23305	64.91287	8.67643	9.08446	7.34487	6.95496	1.00000	0.64134	9.10485	55.91864
7.19072	7.97209	46.28428	4.85736	28.98002	1139.17008	77.70636	9.15019	8.17018	73.38638	9.31064	5.62737	5.63680	7.60266	0.00000	14.33662	9.16191	64.15246
6.11326	6.71473	58.33202	5.49868	20.21322	1070.97524	-100.88023	11.30296	8.29395	64.46141	8.07092	7.55837	10.66426	5.08808	1.00000	-6.61537	7.66876	54.56826
8.41935	6.08517	40.94573	5.79288	-6.8048	1141.22682	110.8405	2.62836	5.27730	56.78132	7.16171	4.47847	2.87065	7.22545	1.00000	10.26818	10.39838	61.55711
6.66292	8.57467	31.69750	4.85149	9.91861	1173.52025	-68.30472	7.27531	7.89496	72.99295	9.34672	6.28505	3.59548	8.00708	0.00000	19.11671	10.33684	60.26551
7.67704	5.94802		6.87091	31.39547	1096.72106	34.75699	10.64944	8.17015	64.44118	8.64710	7.02635	4.10594	6.99470	0.00000	8.93283	8.89215	65.31330
5.63316	8.25722	57.13894	3.89408	33.86419	1176.16023	48.26258	5.41383	6.70583	72.81922	7.42010	7.78014	6.57233	5.87211	1.00000	14.97831	5.87848	57.05145
3.19766	7.41379	23.98220	6.74902	6.45407	1197.18488	3.39467	5.18982	6.59035	73.73509	7.51028	6.58716	10.35065	7.52027	1.00000	3.80055	6.98664	54.07915
9.92640	5.86447	15.07899	2.38612	9.57046	1055.57748	76.32756	2.63235	6.73564	78.07145	4.75438	6.63832	4.95437	6.61228	1.00000	22.14110	7.37979	55.33472
8.33402	4.70174	57.30979	6.16957	50.20528	1100.17780	19.27498	4.26358	6.64091	63.73437	5.38564	5.55405	5.98674	5.05778	1.00000	7.95135	7.75562	41.57116
8.69590	8.86383	32.08276	5.40167	52.21099	1192.58552	7.02238	6.66455	7.06556	86.49917	5.36797	7.05018	8.23897	6.82652	0.00000	12.07396	7.77607	29.59023
7.83939	7.17468	36.20775	3.71340	19.32889	1155.38369	-99.32556	5.18252	6.40171	88.96453	5.95155	7.04577	5.23906	5.66430	1.00000	10.79090	9.25439	68.52403
9.29589	8.10150	51.62691	4.87052	34.85	1123.31925	117.33333	1.22123	5.41545	59.43375	4.70215	5.36946	4.36350	6.12416	1.00000	8.87851	9.36805	63.31606
6.06554	8.93418	72.34115	3.95456	-12.91667	1081.10285	-39.25	12.23815	8.57034	80.05407	9.44971	7.68984	5.96835	7.16590	0.00000	-10.87854	11.28508	45.09605
8.96217	3.21934	46.03942	7.28885	35.82756	1112.77799	137.95378	8.80908	8.25567	72.91958	4.85770	8.77793	6.46092	7.80555	1.00000	7.42595	6.47667	57.70432
10.49818	2.02394	53.59100	6.46420	-6.25	1086.64671	38.66667	9.78972	8.14739	70.02257	2.80352	5.89055	7.85288	7.04712	1.00000	26.22987	4.18521	46.65301
10.97730	9.46607	43.60499	6.59056	41.75338	1090.74202	-86.11084	8.09191	7.75757	47.77712	9.30446	5.72846	0.96158	7.32656	1.00000	9.79332	6.54679	35.54504
6.82011	9.19879	40.41809	5.68119	13.51825	1058.35717	99.95469	9.72406	8.43596	57.95946	9.31473	8.14113	8.75589	5.22824		6.59922		49.83278
6.60546	3.93660	76.86686	4.34287	26.18924	1132.63714	-98.15529	9.15864	8.01779	82.14006	6.72617	8.75775	6.31405	8.63649	1.00000	27.60763	7.37399	39.77403
8.58578	6.93379	73.22967	5.66280	6.46346	1106.84298	-2.31938	10.09733	8.44006	71.80270	8.09706	6.84593	9.75636	6.41188	0.00000	4.98849	8.65863	38.31619
10.03975	7.06223	55.09926	5.72313	51.168	1097.11834	7.973	3.55670	6.14639	79.42993	8.94501	6.88385	7.88108	7.14649	0.00000	27.40869	8.01912	38.38207
6.29757	7.56491	44.53775	5.28905	20.21322	1092.71276	-100.88023	4.31740	5.95000	54.21286	8.30833	5.79368	9.91053	7.31509	1.00000	6.10401	7.91402	42.03955
10.05263	8.39459	43.36439	4.67218	45.44868	1109.85746	-73.81669	5.95780	7.14117	64.87321	4.95843	7.82649	3.14697	6.35512	1.00000	8.65951	10.10165	36.46668
7.65433	8.22835	54.21003	5.23764	45.69558	1146.44571	4.7934	12.55323	8.66309	73.82614	7.03831	8.85156	12.95392	6.35080	1.00000	9.05657	8.92483	49.48895
7.14033	8.69972	69.37624	4.83710	33.95015	1181.92560	-118.03917	12.89536	8.64641	74.55366	9.03487	7.86846	5.27176	6.39298	0.00000	15.68288	8.94381	38.01324
6.60168	7.35693	62.78755	6.47712	37.13548	1051.03300	-3.67029	12.84245	8.72514	64.09619	10.50569	8.07609	9.63345	5.87423	1.00000	29.24046	9.56318	43.30286
7.52574	6.49722	47.22380	4.04372	-25.54073	1089.96414	152.70493	5.22223	7.01102	65.58765	6.94088	7.25464	3.41885	6.50235	1.00000	6.89013	9.77330	50.11082
6.99157	6.67190	50.52473	5.90546	6.84019	1138.90224	79.87116	1.76233	5.77071	61.39701	9.09555	7.50531	5.23651	5.76372	0.00000	23.22673	8.09952	68.08602
3.24020	7.37303	56.36635	7.85515	43.50891	1117.54879	16.43915	4.83646	6.24387	63.94129	6.76105	5.48068	5.00378	6.28990	1.00000	4.37631	10.70314	27.18897
8.27705	7.52149	39.35668	5.16014	56.85836	1147.66879	35.90057	2.28813	6.10796	63.20095	7.81778	6.99707	7.97347	7.18994	0.00000	21.11204	8.50611	43.56595
6.41098	5.72755	55.96816	5.05965	-27.76952	1082.42878	30.79165	4.40360	5.98666	78.84334	8.34147	6.27634	7.18715	8.12060	0.00000	-3.61824	8.33035	37.34934
7.07346	7.01667	34.21033	5.35463	23.5654	1086.25253	119.58627	4.33807	7.26825	76.01885	8.71039	8.86162	6.32631	7.34518	0.00000	8.70158	8.37386	75.24573
9.67630	5.15834	54.41099	6.20841	5.30383	1110.02223	-1.98956	3.72027	5.62631	63.52811	8.64395	6.41527	9.07227	7.09082	0.00000	13.80060	7.11887	41.20973
5.63945	5.15502	33.49787	7.62027	47.46657	1113.39909	84.87144	5.08915	6.78567	61.76207	9.65264	4.78021	10.36322	6.94778	1.00000	31.15338	9.99602	44.82767
9.44335	5.33552	68.87546	6.66563	40.5576	1130.79617	-74.28459	5.63829	6.44270	93.05107	8.59078	8.42178	9.31928	6.57965	0.00000	23.08598	7.54939	49.06176
6.31206	7.21712	60.30075	4.99218	-4.83	1189.28423	29.65806	2.69170	6.18560	65.54461	8.07943	8.12028	9.06393	6.70801	1.00000	30.18863	7.73717	43.39747
9.34609	8.51731	81.35759	4.65057	57.47908	1171.34646	-4.22398	2.23661	4.82031	70.08751	8.98170	5.03049	7.44428	7.79748	0.00000	14.17748	7.92625	68.24450
8.62375	7.46185	39.09333	4.54221	16.06213	1108.00147	76.0586	3.69731	5.21509	72.56510	8.76449	8.39798	7.61491	6.00115	0.00000	7.87015	8.32409	54.11179
5.75510	9.24818	55.88074	5.83075	36.19278	1145.13139	117.65694	4.02938	6.73990	70.70853	7.74243	6.68299	9.15266	7.18906	1.00000	21.08491	8.75978	52.47441
8.58941	5.50046	73.19865	5.47644	41.54566	1061.62651	-71.29144	6.61029	7.68891	88.92872	8.79847	5.83510	8.04593	6.71617	0.00000	5.55943	7.81261	37.27948
7.50784	3.88046	43.20207	5.38159	55.63711	1090.36983	37.38115	2.37691	5.40290	71.28396	7.71448	5.73832	6.70916	6.97301	0.00000	27.55150	9.55117	69.25024
8.39769	4.35470	42.64151	5.37211	47.46657	1189.60891	84.87144	4.28640	6.29608	65.87146	7.68039	7.30438	7.52565	5.09044	0.00000	9.05385	9.93568	53.42662
9.52286	9.91801	41.89907	5.42551	-7.60361	1159.93728	37.00438	6.27793	7.33463	65.43249	8.75270	8.36323	4.56670	6.69850	0.00000	8.12659	8.39401	51.26501
9.17338	5.63067	67.80002	5.64308	48.8449	1136.01047	17.22635	2.74513	6.39889	66.96055	5.42520	8.11749	5.47907	8.06022	1.00000	9.52407	8.07818	52.19417
6.70924	9.96613	50.34405	6.48727	-21.44236	1160.42808	27.46153	4.55757	6.98415	70.33576	10.26802	6.33324	8.32744	7.03125	1.00000	13.11920	10.16679	51.53570
4.79706	9.84511	58.57986	6.27783	51.168	1188.90422	7.973	27.23480	9.46527	76.22185	8.54037	6.11199	6.42413	7.15555	1.00000	12.18788	9.05088	40.32615
4.79996	10.09528	44.42315	4.49301	35.50056	1081.53470	117.63083	3.93691	5.93912	69.16451	5.02197	10.46562	5.65721	7.14778	1.00000	7.58742	7.39175	41.31228
8.31951	10.05996	72.04555	5.66533	25.87498	1170.29452	86.59611	9.37680	8.01001	67.02036	10.82490	7.91286	9.38422	6.31704	1.00000	-1.81570	10.33906	56.27876
4.21243	7.96197	29.37335	7.30132	40.49748	1183.47524	44.7662	6.44173	7.37169	84.59381	7.74070	7.98306	8.41376	5.48987	1.00000	3.07266	9.84977	45.58526
6.82284	3.58392	55.05830	6.74588	-15.21194	1184.33852	-75.11028	6.88360	8.02108	81.74277	7.19420	6.51641	7.95339	6.99028	0.00000	13.63093	9.71661	46.18615
3.71575	7.27988	62.13777	7.50692	55.63711	1190.37050	37.38115	5.06873	6.70000	73.03716	7.11110	6.30263	9.34739	6.16707	1.00000	11.94724	9.09965	61.65259
7.75264	6.75382	37.65961	5.70100	50.11861	1152.77610	-5.53715	3.36005	6.73031	64.77051	10.43182	7.41649	10.47901	7.50632	1.00000	2.88624	9.03683	65.21019
7.96072	10.71145	49.61318	4.19618	37.08819	1103.20523	-8.2503	8.30546	7.90522	76.37377	8.44722	8.14659	6.78705	6.59493	1.00000	7.13464	9.00772	47.08327
5.98228	5.71136	66.91029	4.96934	41.16704	1180.56135	-73.20483	7.42481	7.75833	48.18508	7.67779	7.96505	10.76719	5.24155	0.00000	12.05634	8.65061	51.52381
9.53502	6.78272	29.19990	5.55662	41.27621	1160.96766	-72.86843	6.93748	7.71140	74.51743	5.17251	7.99124	5.79359	6.55641	1.00000	16.71402	8.50873	70.46369
8.33399	5.22040	58.23686	4.51508	-33.59217	1121.55794	-70.6996	7.68211	7.93486	49.51674	5.25026	6.03518	4.89880	7.14561	1.00000	20.90758	8.52207	54.82476
6.83991	8.78092	38.72615	5.49955	51.4781	1192.54177	57.3552	4.38335	6.95085	83.46510	7.62478	7.08830	8.33943	6.90695	1.00000	20.68359	9.46212	43.11691
6.94781	3.82897	70.57271	5.46219	30.5427	1171.95290	-97.54667	3.39490	5.97187	67.25465	5.99279	7.42604	6.27770	5.36512	1.00000	15.08386	7.38389	38.55215
4.89232	7.96501	38.19438	5.98319	51.12794	1177.96307	4.21372	4.53159	6.48791	74.18482	8.66039	7.17234	8.63535	7.15706	1.00000	12.95222	7.65712	67.83577
5.94411	7.96249	62.26464	5.75261	5.20856	1086.42342	-74.73584	8.19967	7.90045	73.30547	9.35984	5.81617	9.46819	5.42565	1.00000	9.61517	7.73698	54.42837
9.14077	5.26185	60.87355	7.29813	25.87972	1050.55844	-97.50417	5.65975	7.45228	62.02160	5.14052	4.82190	5.83046	6.76008	1.00000	14.62712	8.31233	64.94532
9.53140	9.88804	63.14239	3.47587	45.99194	1189.93835	29.41824	4.49556	6.42397	55.54120	11.67579	6.37497	9.40903	6.33098	1.00000	12.30796	7.71493	47.76014
5.86906	8.95438	18.93459	5.20381	25.67927	1152.99574	-80.31727	4.07837	5.40108	83.18494	8.03901	6.70307	9.72797	7.07702	1.00000	31.04331	7.43625	58.33498
5.72229	10.98621	45.63593	5.54187	16.06213	1059.84655	76.0586	7.18420	7.39569	63.90776	8.13831	7.21148	7.52962	6.78176	1.00000	5.56286	8.69739	59.54475
3.33263	6.35911	34.18448	7.19493	49.88307	1145.73142	-119.48568	5.85630	7.59928	56.90206	7.56119	8.30309	9.37805	6.06380	1.00000	10.29782	7.64242	52.17020
8.57495	5.44679	56.05107	5.38542	-10.95817	1111.58221	-38.79084	2.09257	4.88298	79.17394	8.79275	4.23269	8.99120	7.21488	0.00000	17.52835	6.72939	53.45620
9.28710	4.55881	55.66448	7.12111	34.21639	1105.49484	-119.0376	6.01093	7.36895	71.62999	8.86875	7.99271	7.19491	5.53241	0.00000	11.88532	7.18347	62.48252
7.86790	7.07350	17.69591	5.72003	38.96372	1124.24798	-76.99081	2.76519	6.28572	66.81550	9.53589	6.98931	5.77282	5.52665	0.00000	18.29944	7.57378	34.51164
6.19048	8.86420	62.04767	4.82188	-23.85972	1063.11761	35.34722	7.96049	8.01956	65.40606	7.40391	7.41278	7.42231	7.47885	1.00000	40.82856	8.09212	50.91071
8.69703	10.89375	69.50231	8.12796	42.64685	1065.83078	-5.55835	9.28925	8.33045	75.91409	5.15430	6.86635	3.83482	6.14482	0.00000	7.16158	8.04056	55.22486
7.65043	9.37367	41.97961	5.26398	18.42745	1067.33463	-67.15407	4.49933	5.94839	69.44833	9.88154	7.55212	10.70317	7.85725	1.00000	4.96743	8.97947	61.41526
8.21256	7.32614	36.73095	4.89406	-22.53722	1126.94860	-42.98194	10.63577	8.51012	71.96827	7.19971	8.12089	7.17108	6.86546	0.00000	11.58437	7.83792	61.50074
2.03257	8.60519	62.34533	7.08019	6.25947	1088.42386	102.05461	5.04648	6.31194	65.35368	5.72691	7.34644	6.43776	7.25565	1.00000	8.10901	7.78880	79.14908
