PAHs	latitude	PM10	H2CO	longitude	PRES	O3	TEMP	SO2	Pb	CH4	NOx	C2H3NO5	CFCs	NH3	PM2.5	CO	warning
8.06514	38.45598	8.52868	52.26836	48.87498	1134.76600	6.99484	24.80298	6.26944	63.04148	9.85110	8.93035	0.14793	47.58232	8.70286	8.30350		1.00000
8.23044	14.37395	4.55825	26.04938	100.48528	1147.90433	11.89801	6.94869	9.06875	66.88152	6.44649	6.38435	0.04423	47.28092	9.67613	6.58189	7.78102	1.00000
7.75263	34.86472	8.96763	38.92518	117.55417	1160.33851	9.43238	-9.11273	7.90379	44.41963	6.63138	4.65808	0.21649	68.13172	7.72618	9.68818	8.84678	1.00000
7.89806	27.34089	7.82455	48.18977	117.4831	1134.61408	4.46457	1.32350	3.38307	41.77630	8.61957	8.24383	0.07951	56.43123	11.32272	8.45144	8.22742	1.00000
	51.26	4.56221	33.59888	-2.1875	1092.31054	9.18788	5.52369	9.56622	46.76575	4.94212	9.33497	0.04798	37.39191	6.76018	7.54508	9.05847	1.00000
8.14207	43.54072	9.67215	32.85584	-116.56346	1195.70212	5.38813	30.17168	7.27307	0.00000	4.44467	7.51590	0.38066	39.54769	8.83432	8.73622	9.38324	0.00000
7.73848	46.65581	7.34020	54.98755	32.6178	1198.32723	5.74346	12.78778	6.96558	25.19329	8.78757	8.39800	0.06904	44.58395	8.41797	6.72964	7.77327	1.00000
9.36502	27.09978	5.67722	67.54132	-82.45426	1111.29791	7.99308	27.26496	9.81503	70.19116	6.70916	9.09522	0.06179	32.51225	7.76673	8.51428	10.29135	0.00000
7.45653	51.88333	7.19726	45.90646	8.51667	1086.92303	9.26198	13.60762	8.67828	23.42441	5.04155	6.68880	0.08960	33.64280	7.37194	9.58302	8.00001	1.00000
8.77493	-14.66463	9.34390	25.35585	-52.35558	1130.27940	6.85691	24.36395	6.54977	47.56903	11.02770	9.28162	0.27940	31.10615	8.78013	6.94198	8.67788	1.00000
7.74611	14.95472	6.48823	51.03090	120.89694	1179.97141	9.00224	26.17518	8.97323	40.20849	9.58415	10.71356	0.04832	61.36414	5.29543	7.71958	8.05334	0.00000
7.24286	12.1277	9.91907	58.47933	78.15794	1073.96532	5.66186	13.26114	11.89440	58.23261	6.76832	4.49943	0.48326	26.97906	9.96694	8.32647	6.37833	0.00000
7.65647	42.28639	8.42415	51.11378	18.84	1146.89298	9.68083	21.18483	10.25047	55.94080	8.51346	8.93833	0.14647	47.78997	5.49752	9.21712	9.43968	0.00000
6.52085	51.19139	9.10010	26.60944	6.51352	1051.70009	7.94537	19.55311	3.98209	60.20638	9.98870	8.22886	0.23804	57.50219	8.65189	6.34134	6.86609	1.00000
8.74573	-38.65333	6.67258	43.87921	178.00417	1119.76451	7.75825	20.94269	9.44907	40.88680	8.44808	8.11300	0.07575	57.84122	9.97851	8.98662	8.65004	0.00000
8.20409	-27.50578	9.01668	20.23407	153.10236	1084.44574	7.82097	12.64613	7.53057		6.47546	8.49396	0.23336	16.76325	7.63965	9.29497	9.23347	0.00000
7.84044	52.48173	12.74052	27.18009	-2.12139	1151.84624	5.77154	10.64707	10.49332	61.69025	6.39049	5.14578	7.43637	37.44475	9.61705	6.96278	6.80708	0.00000
7.26344	25.87972	8.36186	23.99928	-97.50417	1165.98654	6.82231	11.90158	9.39838	42.73582	10.62186	9.14775	0.11845	52.17240	7.40734	7.26183	8.43027	1.00000
7.11140	45.51667	6.28543	46.50181	4.86667	1168.92154	8.75684	14.05022	8.88894	48.41563	6.27319	7.51806	0.03778	37.50582	7.25260	7.25850	8.99352	1.00000
8.21199	-27.50578	8.75339	92.28282	153.10236	1175.00737	6.89452	11.26641	6.93018	49.78820	8.56968	9.11832	0.17003	45.08168	8.22628	6.01720	8.01557	1.00000
9.11892	41.91738	10.74997	43.44940	3.1631	1061.48740	7.63508	24.00469	5.22666	34.67615	10.67136	10.67179	1.05776	52.55185	9.96862	6.77787	8.11605	1.00000
8.77078	13.51825	9.11857	43.37572	99.95469	1148.26499	8.65178	17.90363	8.18943	60.01822	6.91309	4.95420	0.23231	37.87994	7.09585	8.04839	8.30137	1.00000
6.99618	37.31309	5.56171	60.44728	40.74357	1149.55548	8.47577	9.01277	10.00513	58.63438	9.75046	8.75250	0.05483	34.41161	6.51960	7.90074	7.18440	0.00000
8.39825	58.63667	8.58199	47.79513	59.80222	1114.52989	7.73914	11.79468	8.87268	45.54724	8.74860	8.31082	0.17089	32.31301	7.13522	9.62925	8.20127	0.00000
7.91406	-1.9487	9.25396	45.25172	30.4347	1131.09357	6.77106	3.18623	8.10741	72.04382	10.35467	10.01658	0.26066	57.58136	8.73226	9.37970	8.03785	1.00000
7.62297	-22.53722	6.60891	61.90672	-42.98194	1067.18391	9.35291	10.71081	9.89664	55.77480	6.68494	6.94276	0.03149	54.99175	5.15450	8.61826	8.50904	1.00000
9.12083	-4.24444	10.36079	48.59770	-42.29444	1111.44028	6.52874	8.25383	3.53860	54.17488	9.60130	8.76831	0.74032	36.26079	11.30693	9.54972	8.49942	1.00000
7.28648	48.77275	9.90134	47.36775	5.16108	1189.16378	7.01121	12.56849	4.54935	55.85084	8.17560	9.36109	0.47736	14.50494	10.59296	7.78923	8.37890	1.00000
8.18547	48.8222	9.07133	48.35160	2.12213	1123.30938	7.85713	29.11659	9.16649	16.25180	5.07323	5.35835	0.23478	70.59415	6.26666	9.82307	7.40794	1.00000
8.13514	45.53069	7.61379	69.36185	9.40531	1162.65489	8.36347	5.58470	9.65814	54.02563	6.23845	5.82172	0.06940	35.83616	6.78544	9.74360	7.19569	1.00000
9.62131	50.23805	9.99322	54.93372	8.86704	1144.84197	6.86500	19.39393	9.16339	37.09231	7.25808	6.67674	0.51684	39.89134	9.95837	8.47648	7.86424	0.00000
8.00505	52.86147	11.49966	44.98254	9.5926	1146.14784	6.29034	16.05462	6.99460		2.60197	5.99547	2.17843	35.00877	6.67613	8.51458	10.04012	0.00000
8.42192	39.46667	11.79734	47.71275	141.95	1090.62574	7.94664	4.63083		50.33595	10.64669	8.27076	2.91584	47.89175	11.11227	7.36179	8.40402	1.00000
9.90514	40.78206	10.03479	36.86487	72.34424	1115.09344	8.37487	8.86922	6.54455	68.09968	5.91572	9.40884	0.55198	42.58781	5.16446	8.73054	7.23106	0.00000
7.07515	40.94065	9.51575	39.63141	-73.99681	1051.79272	7.03442	21.19687	7.37277	67.60095	9.17634	8.97508	0.31184	57.21925	9.02366	6.84751	8.88536	1.00000
7.46239	41.84364	8.67870	71.57944	-87.71255	1066.34187	8.77322	20.34562	11.09419	49.20158	8.25080	6.19459	0.17396	28.39031	7.83268	7.49803	9.52188	0.00000
8.14086	34.25628	7.73188	47.33684	-78.04471	1093.40685	4.80616	19.55079	5.10002	64.52896	8.93490	8.55712	0.09011	45.35718	10.80049	7.30956	7.56707	1.00000
8.67473	45.99194	7.43083	64.57066	29.41824	1181.56066	10.67873	13.30104	8.45586	55.24314	9.30985	8.94536	0.04647	51.25074	7.84810	5.61177	7.73003	0.00000
7.88079	42.64031	7.35494	62.37214	125.51176	1116.89681	6.26078	23.30518	4.35449	26.27183	11.24235	8.40145	0.08416	52.54059	8.90425	8.79907	6.22055	1.00000
8.63222	23.07492	6.24377	43.18532	88.28637	1187.84420	11.10447	15.51821	7.15559	54.15157	6.89615	6.97712	0.07001	28.15173	8.86824	7.20371	6.60276	1.00000
7.42805	-21.15	5.43890	31.26788	46.58333	1055.99482	10.66290	39.71934	9.65330	30.83678	7.76641	6.47169	0.04740	42.72276	7.32701	7.99011	5.96591	1.00000
8.12445	14.95472	8.41851	35.82755	120.89694	1086.76930	4.51730	15.75975	5.23809	45.51858	5.97218	8.34856	0.13429	53.32850	11.76391	9.11659	9.13020	1.00000
9.25767	51.78771	8.48955	60.59622	56.36091	1196.33320	7.81292	27.96076	9.42523	53.41903	5.47139	6.03953	0.15445	32.21231	6.01527	7.97665	6.37322	1.00000
7.68944	7.06273	5.73216	41.57907	-1.4001	1057.70767	9.92230	8.37111	10.01527	40.84841	8.56346	5.92843	0.03780	68.78740	7.41600	7.29630	6.82822	1.00000
6.76326	34.31	10.26654	55.02935	-2.16	1199.78729	7.45886	20.44624	8.26544	43.61501	9.22605	11.23069	0.65252	37.68246	9.66966	5.98574	9.15102	1.00000
8.91026	4.02219	6.46590	57.85290	101.02083	1125.96769	8.23831	14.18645	9.95809	59.24266	8.12905	6.02048	0.05985	49.61345	7.93482	10.12750	8.83737	1.00000
8.48328	53.53333	6.86114	41.43071	-7.35	1157.33101	9.17267	20.72945	9.44945	69.03519	5.54718	6.29515	0.04612	64.04310	7.51980	7.28879	8.69360	1.00000
7.33331	37.73604	8.78953	31.71509	-120.93549	1056.44987	6.91962	33.98592	8.66359	58.56848	11.41807	9.07761	0.16672	36.79232	8.29821	8.82886	6.74139	1.00000
6.55890	6.46838	5.24388	56.55913	-73.26022	1186.38767	10.31757	31.89953	9.83085	29.36276	3.51375	7.77005	0.04554	49.48685	7.34059	9.17343	7.31301	1.00000
11.25307	11.85	8.45905	44.29899	38.01667	1058.23255	5.96541	27.11298	6.69575	47.65376	3.18544	7.25162	0.13822	52.77782	8.29104	6.65834	6.60682	0.00000
8.81747	31.82539	8.30811	47.28108	72.54064	1171.97193	4.69044	9.48449	4.75638	71.61560	8.21102	8.32827	0.14717	52.21277	10.53384	8.52584	8.06010	1.00000
7.95185	51.955	4.32371	36.30970	5.22778	1144.16237	7.14222	22.37398	9.67444	23.48735	8.60236	10.27757	0.01608	21.63111	6.18686	7.24580	7.33951	0.00000
6.67051	40.72586	9.69070	47.60193	8.55552	1111.94045	3.62108	-7.88242	8.32160	20.24912	4.78767	6.23322	0.39796	54.43338	12.12219	9.39013	8.30586	0.00000
7.93409	25.80565	9.94734	58.44552	68.49143	1103.83801	7.78619	11.81237	4.09031	48.69361	11.79297	8.44136	0.50403	57.99855	9.06829	8.08740	9.23958	1.00000
7.74682	33.92946	9.99876	34.32446	-116.97725	1169.34629	6.86190	24.42915	7.97281	41.98681	10.11436	9.61547	0.53717	54.63069	9.19983	6.68728	7.83242	1.00000
8.85560	39.43534	4.85917	35.58151	-84.20299	1194.70448	10.26986	9.03390	11.15653	26.78803	8.04455	6.73500	0.04792	59.87773	5.88491	6.66428	10.54353	1.00000
8.28139	-19.72806	10.41100	24.59749	-50.19556	1078.51056	4.43831	17.74216	11.08298	65.70836	6.36694	5.22272	0.75161	49.62073	12.68514	9.07617	8.92700	0.00000
9.02803	11.85	10.34856	48.92610	38.01667	1054.77446	7.98490	27.19896	10.05750	35.80335	8.22112	6.22449	0.71194	57.18702	9.16740	8.36190	8.48656	0.00000
7.62679	43.2907	9.53673	52.43934	5.4384	1115.86231	6.37631	6.24888	7.84316	63.72157	8.39750	8.36775	0.34448	11.18541	9.56308	6.46128	9.55576	1.00000
7.09671	40.5576	9.77800	45.42105	-74.28459	1054.09271	7.53806	32.01179	7.27135	50.08270	9.67715	9.32714	0.41661	65.74247	8.51751	7.10002	7.91824	1.00000
8.20622	53.59337	12.69009	35.11416	9.47629	1193.51620	5.89241	30.27082	10.14486	59.19334	6.39689	5.28978	7.07715	64.53497	7.73759	7.22998	8.21602	0.00000
6.89578	28.92694	5.28033	44.24723	78.23456	1053.77340	9.27474	8.06658	9.55508	65.89019	6.52559	7.90329	0.04613	42.53386	7.03798	8.02225	7.77708	1.00000
8.39062	33.4425	8.47097	44.45064	129.96972	1174.60828	8.94610	20.37575	8.54965	39.02082	6.42134	5.88479	0.15812	57.19397	6.39131	7.16701	8.89888	1.00000
6.80936	53.38333	6.88669	32.64328	-0.76667	1081.03610	9.47782	28.61659	9.28858	73.42935	8.08386	6.01629	0.05448	50.74686	6.96462	8.12681	9.26696	1.00000
8.24862	19.30157	8.09045	57.86307	72.85107	1102.49875	7.06970	19.21680	9.07127	37.28160	7.37785	6.30254	0.09545	57.37837	7.03681	7.47511	7.46223	1.00000
9.80141	45.78071	7.87224	43.32416	12.84052	1172.64268	8.75494	18.74940	8.44445	59.42505	6.19442	6.64913	0.11300	39.41607	6.45261	7.65706	6.69894	1.00000
8.46985	50.50301	6.97188	29.41260	13.63617	1190.17366	8.64797	14.15937	9.96100	50.02782	5.37225	6.65081	0.04392	52.29037	6.61058	9.03496	8.98185	1.00000
6.67910	38.70734	6.78192	20.60223	-77.02303	1116.42899	9.11058	15.95277	9.54912	48.34223	10.33665	9.27739	0.08832	22.42765	6.44878	7.39572	8.96100	0.00000
7.53563	50.80904	8.35955	56.37180	8.77069	1090.81888	8.92759	24.32311	8.64880	64.76974	6.14909	5.50691	0.13559	57.03045	6.83849	8.55436	5.85968	1.00000
8.28036	-27.76952	9.74222	26.63805	30.79165	1195.12730	7.11257	-5.12402	5.98854	33.13999	11.10222	10.04981	0.41890	56.71494	9.40936	8.60854	7.35902	0.00000
9.19218	53.95278	6.69832	55.37267	32.86389	1084.91841	8.35784	6.39312	10.34323	19.06307	7.95753	6.14254	0.04462	46.46983	6.82773	9.93847	10.56394	1.00000
8.93142	44.85278	7.23091	49.78969	65.50917	1114.29806	5.43090	8.65566	6.72235	27.52871	10.78510	8.91535	0.08668	63.98511	8.40379	8.84822	6.78178	1.00000
7.13161	10.31672	9.86466	45.64471	123.89071	1096.75055	6.42988	32.29937	3.64492	42.06098	7.92589	8.27879	0.44641	59.41793	10.76216	7.39894	7.09950	1.00000
8.18939	44.43579	11.56837	45.59911	26.01649	1162.10845	9.69310	13.64318	9.22603	55.12132	10.28858	11.05068	2.33434	56.60445	7.36945	7.35694	8.49829	1.00000
6.83260	8.62261	3.81528	35.17836	-70.20749	1116.48266	8.43983	26.17889	7.59048	56.84626	7.32683	11.03016	0.03072	58.86164	5.16910	9.20224	8.16682	0.00000
6.45919	-14.66463	9.98088	42.71408	-52.35558	1164.58754	4.65649	8.37799	5.35433	47.46906	6.36006	8.32834	0.50432	28.33354	12.85680	8.09575	9.68394	1.00000
7.22296	41.80753	9.00386	40.84668	-87.65644	1123.79339	6.80258	21.22978	6.99430	52.48748	9.83587	8.72901	0.22397	47.16197	8.39222	7.79698	8.59463	1.00000
6.55225	50.75	6.70719	52.39143	2.25	1188.75914	10.31284	12.71834	7.96869	63.76533	6.26574	6.43830	0.04726	31.72930	8.08507	7.14270	10.20915	1.00000
7.76220	37.71715	5.89072	48.05531	-122.40433	1133.46602	10.29247	-10.39401	9.84106	37.09292	10.10806	6.24624	0.05440	48.10606	5.72047	6.84174	7.86357	1.00000
8.67182	33.78333	7.86010	69.38270	114.51667	1098.97710	4.63299	15.61731	6.74799	50.79884	5.40371	8.20674	0.09670	68.26406	11.36559	8.34407	9.21186	0.00000
7.29640	19.04222	8.28020	37.56794	-98.11889	1115.63636	7.16161	17.88964	8.57825	47.74479	7.12398	7.41338	0.09642	53.46311	9.51986	6.61834	8.35187	0.00000
9.50459	34.65918	8.68538	35.37182	109.22921	1104.31062	7.75800	10.37406	8.52630	53.20002	5.48935	6.70120	0.17189	31.44112	5.98569	6.74584	8.10405	1.00000
7.64666	54.84444	8.95393	56.38872	38.16694	1067.31979	6.56718	22.18841	5.74315	39.67326	11.96435	9.81208	0.20230	27.22974	9.94664	5.29241	9.23613	1.00000
6.46662	20.74122	5.52750	89.66741	-100.44843	1198.67193	9.44053	16.21712	9.23594	58.93417	7.79773	7.46088	0.02977	45.84203	5.62790	9.75098	8.90050	0.00000
7.97782	50.09019	11.13674	47.72850	8.4493	1190.82627	5.55481	-0.05871	8.76816	64.79485	6.04382	5.63139	1.53777	51.32141	10.43615	7.76253	8.13783	0.00000
10.70854	-8.28333	7.92190	40.29395	-35.03333	1161.30991	7.77298	5.74546	9.84189	57.56736	5.67901	5.97506	0.11321	49.03514	6.84049	8.49208	9.83687	1.00000
7.71480	14.93333	2.97563	41.28571	-91.11667	1197.56819	12.82852	15.86789	9.76411	65.90879	5.74006	9.45128	0.03100	54.99966	5.22898	8.30237	7.76828	1.00000
7.12911	4.94273		49.42046	15.87735	1151.79687	5.37834	3.37242	6.92008	31.97583	9.09948	9.68389	0.16903	47.93445	10.29882	9.78830	8.04893	1.00000
9.13387	10.20898	7.95777	28.39970	123.758	1177.67352	7.15690	21.36942	9.24811	45.82260	11.15902	10.04767	0.10605	38.97585	6.63182	8.19747	9.41611	1.00000
8.15764	43.71032	7.26773	53.13595	-1.05366	1130.76181	6.74224	7.01574	10.30425	52.41427	11.08849	10.42781	0.05630	66.77931	6.06087	6.54859	7.25514	1.00000
6.93216	45.53069	7.44902	42.65040	9.40531	1072.98028	6.78042	8.15551	5.89467	61.95963	8.98454	8.25576	0.06917	50.61326	7.62725	9.16174	8.09838	1.00000
8.48146	43.61062	5.63207	43.27583	-72.97261	1172.11573	8.02125	7.25756	10.21196	69.20681	5.64004	6.17265	0.03862	44.28931	7.87510	7.09159	8.78414	0.00000
8.48284	47.80527	8.76277	59.40325	-122.24064	1160.61294	8.64222	33.96397	9.61898	62.27507	9.53741	7.52624	0.15761	51.28274	8.06170	8.38845	9.43542	0.00000
8.04817	-8.99167	7.85433	53.69488	125.21972	1183.50418	9.49155	26.02005	9.45879	58.65667	9.82239	10.42414	0.08150	52.14112	5.51494	8.75923	7.11216	0.00000
9.20210	-1.26424	6.28635	36.66158	104.09701	1139.99703	10.05843	44.98319	9.55783	44.91997	5.95384	7.01686	0.04025	50.86095	5.74907	8.69608	9.23221	1.00000
7.66269	48.73218	6.90877	52.87505	11.18709	1157.92387	10.63554	7.78604	7.65640	35.64505	8.80682	9.33878	0.07652	36.82060	8.31142	8.37827	8.27285	0.00000
10.05158	35.6803	8.54767	66.03055	51.0193	1115.45705	5.29299	21.59030	8.22013	83.94715	7.66807	8.55490	0.14738	70.85893	9.24961	9.00157	7.40384	1.00000
8.94926	53.81667	5.04217	32.99654	-3.05	1066.92760	8.50805	52.87292	8.31677	30.84739	9.00674	10.99598	0.06815	39.47809	5.13451	7.31577	7.67264	0.00000
8.85787	40.72586	6.14429	65.08237	8.55552	1157.49716	9.03756	-2.93191	9.04480	45.53457	4.17672	7.88099	0.04356	38.48354	8.06030	7.44512	6.37275	1.00000
7.88182	44.59445	7.23698	67.81937	11.04979	1192.01932	8.63306	5.25279	10.70885	50.15732	8.90233	8.67515	0.05952	46.65676	7.11367	7.90431	9.18653	0.00000
7.71785	36.21544	10.94978	62.47646	65.93249	1075.25755	7.91255	14.43027	4.98833	70.88474	9.42649	9.78886	1.26802	33.84071	10.29188	6.99539	6.88079	1.00000
5.77047	-10.91111	11.13038	71.69232	-37.07167	1098.03372	7.89927	10.43736	3.69398	38.11142	8.81614	8.22946	1.52470	28.68763	10.58429	7.18603	6.18149	1.00000
6.78550	5.90702	7.46887	59.13528	116.10146	1059.57174	9.85799	9.44011	8.90021	63.91898	8.99915	9.56142	0.09467	44.83089	7.43666	8.61538	8.94686	0.00000
7.65701	20.74122	7.63827	39.42642	-100.44843	1055.11750	8.12188	17.98575	8.64957	65.81506	6.15787	6.69142	0.09775	57.74718	7.41947	7.79362	9.28385	1.00000
8.00011	43.86682	8.61353	29.50820	-79.2663	1145.71014	4.11321	13.16910	7.37894	28.04882	6.01652	8.24800	0.16320	49.71333	11.00267	8.37502	6.20354	1.00000
7.12698	35.72917	6.80597	25.98237	10.58082	1181.60895	4.12953	9.73941	4.65687	60.29483	8.02484	8.55141	0.06808	36.53860	10.35080		9.95776	1.00000
7.79955	46.75451	6.21239	43.48097	33.34864	1135.85845	9.27660	38.69985	9.00893	46.63611	7.53273	7.51893	0.03354	46.92059	6.24924	7.61127	8.71848	1.00000
7.79458	26.44931	6.67593	60.07353	91.61356	1195.07273	8.66589	-3.34564	9.94797	75.92620	8.42638	9.25706	0.07071	23.66973	6.24768	7.54662	6.93355	0.00000
6.48258	41.92361	4.18113	31.06060	20.91361	1133.83867	9.11328	28.25018	7.73861	55.84194	7.28709	9.67351	0.04768	49.21728	4.55574	8.99214	7.09269	0.00000
7.52527	33.45122	8.12949	17.15577	-86.99666	1149.76201	8.47703		7.35213	9.99393	4.01498	7.19522	0.11586	49.32829	7.88392	7.31883	7.31783	1.00000
8.09904	9.89206	11.41499	58.00151	43.38531	1172.30507	9.59425	10.73457	9.51362	63.60556	7.76945	6.25212	2.01585	59.21936	5.07142	8.58273	10.53963	0.00000
6.87566	53.77166	7.67908	49.57448	38.12408	1077.55191	7.19696	16.38485	8.41934	51.07933	10.85984	9.78984	0.10655	40.54214	6.61032	7.18485	7.64663	1.00000
8.51462	14.66	5.16982	46.34739	120.56528	1104.70278	7.70539	7.26557	9.64663	48.83744	8.43672	9.70343		43.57721	8.51781	7.31937	7.71542	0.00000
6.50464	-22.9	7.58581	25.31430	44.53333	1058.00906	6.89103	29.44413	9.94751	59.87032	5.58983	5.69551	0.07908	31.46232	8.98214	7.67858	6.02350	0.00000
7.63367	42	9.84023	37.75423	21.32778	1090.88880	6.85083	3.55557	4.73853	63.14077	11.77470	8.23309	0.44819	57.63779	9.59087	7.55037	8.24385	0.00000
8.42055	-21.41222	7.83683	29.03441	-42.19667	1063.72266	8.09598	31.26969	8.99683	51.35131	6.55840	7.28476	0.07608	25.98579	6.97871	6.84334	7.73134	0.00000
8.85148	-13.7804	5.21488	68.58577	34.4587	1198.56261	11.07191	10.73298	9.06064	32.11542	4.33147	8.70544	0.04512	46.04366	5.66505	8.67595	6.97559	1.00000
7.60849	43.2907	9.58112	40.94646	5.4384	1125.58426	6.93491	16.39336	9.78005	51.24029	6.86125	10.06662	0.35615	65.50635	8.30533	6.04643	6.43958	1.00000
7.94779	4.94273	10.33051	56.46193	15.87735	1112.48147	5.38269	3.26671	9.30781	53.73951	7.70187	7.35489	0.71613	45.73692	10.02547	6.93193	7.37896	0.00000
8.73726	53.81667	8.15002	28.25756	-3.05	1050.17024	8.84147	18.33614	10.26712	53.92602	8.76157	4.11354	0.10279	52.92186	6.54370	9.56000	9.73893	1.00000
5.85416	46.7055	10.80192	44.37429	38.2739	1176.08603	8.20391	8.89930	7.90982	74.82226	8.14126	9.98938	1.08703	67.26194	8.67339	7.77782	6.36513	1.00000
7.59541	40.93121	8.59933	45.79609	-73.89875	1172.17593	6.66562	-2.18217	9.97985	55.94170	10.23210	10.23870	0.14315	37.47267	7.58588	8.29993	9.24267	1.00000
7.18337	-33.59217	10.32350	31.89892	-70.6996	1189.05039	6.87206	16.88276	7.99444	37.49886	10.46034	9.39863	0.71838	61.65227	9.24314	7.45354	8.43840	1.00000
9.63355	11.00599	5.67147	59.59224	77.5609	1102.17752	9.12693	12.74380	9.32618	55.01706	8.49171	8.63055	0.05164	51.07903	5.45495	6.69931	8.13173	0.00000
7.14387	57.47908	8.11007	59.56803	-4.22398	1144.25252	5.56468	12.40668	7.31780	65.31823	8.31988	9.45881	0.11831	42.04730	9.78398	8.06542	7.92100	0.00000
8.43740	40.11583	5.57172	86.23123	67.84222	1159.17158	7.76080	23.96968	10.19983	51.57700	9.75596	9.38103	0.04319	36.93563	7.87856	9.42408	7.00416	0.00000
8.49922	47.80527	8.98487	36.27082	-122.24064	1193.45852	6.67718	29.83133	7.32782	32.24583	8.14039	10.03388	0.20921	57.99364	8.82069	8.15629	7.73000	1.00000
7.76412	5.90702	7.11821	32.85826	116.10146	1072.93087	8.78203	17.82912	10.41880	82.31431	7.53080	7.02728		47.17780	6.66460	7.30755	9.12988	0.00000
7.94988	-21.42917	9.80039	69.48299	-45.94722	1081.18426	7.45119	22.68475	6.75339	67.72565	8.87499	9.76638	0.43797	55.22058	9.44150	7.56082	8.79062	1.00000
7.29958	50.75	7.59592	67.24834	2.25	1148.01187	7.63517	12.98835	11.36678	37.79281	7.03673	6.17134	0.07778	37.50062	8.86464	7.61143	9.11017	1.00000
8.27746	45.78071	5.94865	22.71500	12.84052	1066.36034	7.27707	14.64496	10.79512	44.52933	10.50853	10.18011	0.03829	34.82214	6.82407	7.54655	9.44157	0.00000
8.36573	0.49113	5.77595	34.70223	29.47306	1196.68195	8.60548	8.76069	10.14327	37.29489	7.72089	7.04280	0.04494	33.75358	7.40899	7.19471	7.82639	1.00000
7.77898	2.2139	3.09303	40.00645	102.3278	1168.37112	11.63206	17.06070	10.37579	48.77750	6.94572	8.79767	0.04179	62.94582	6.21062	7.63667	8.76291	1.00000
8.31787	-20.87306	3.58787	55.71220	-48.29694	1158.17831	11.80835	5.53124	10.77754	74.29523	6.27378	6.91776	0.02032	27.68840	8.53721	7.08964	9.36168	1.00000
7.55928	-0.71667	5.65335	59.46525	-48.52333	1169.24314	7.38458	21.25315	10.29504	56.19842	9.66003	10.09068	0.04763	45.54106	6.89471	9.08497		0.00000
9.40304	-4.83	11.46065	35.58942	29.65806	1104.02450	7.04615	21.14617	5.83527	44.09663	8.89334	10.70664	2.10578	27.92927	11.64066	6.56024	7.85017	1.00000
6.60580	51.4781	7.97744	36.50685	57.3552	1110.49113	4.69889	11.63155	4.18717	65.12425	7.49009	8.51658	0.09400	63.35318	11.21946	7.16827	7.19573	1.00000
8.15545	34.86472	8.11853	43.45124	117.55417	1174.47866	11.62287	6.80669	7.40082	46.88700	7.81740	9.50724	0.11497	40.49633	6.68504	9.79094	5.64489	0.00000
8.99496	30.29184	6.05907	78.77607	71.67164	1159.96796	9.48855	13.16201	9.33478	45.76328	4.80569	8.27643	0.04364	50.04498	5.81495	6.28379	7.39590	1.00000
8.53710	6.95194	8.52646	70.76420	121.96361	1065.33676	6.15620	2.81384	5.06297	52.72803	8.83958	8.31442	0.16783	47.88576	9.37363	9.53792	7.02316	1.00000
8.68506	49.41029	6.50174	49.85765	38.15035	1168.15786	5.54531	28.82691	5.89096	66.82213	10.62531	8.41794	0.06154	42.92145	7.95032	7.12814	8.50803	1.00000
6.76450	-28.44917	5.87349	38.36810	-52.2	1098.34856	8.83554	-1.16254	8.17166	66.76900	12.02038	12.00574	0.03661	60.37576	7.75726		7.94735	0.00000
7.08630	33.03699	7.67475	27.20607	-117.29198	1177.13365	8.36433	4.87033	9.98519	47.96977	4.35546	6.17059	0.07621	68.87219	6.92195	8.09644	10.21307	1.00000
8.38089	39.59611	7.87008	59.93955	27.02444	1174.20396	7.78190	39.23362	9.58099		6.81968	6.17092	0.09318	40.46530	6.03735	9.66188	8.20917	1.00000
9.44424	51.12794	11.75853	54.17997	4.21372	1113.89361	7.74175	25.56043	7.35528	53.38726	7.78195	8.62437	2.81795	58.11290	6.13584	10.25379	7.85131	0.00000
10.03861	27.9247	9.31155	57.98928	78.40102	1116.26832	8.35108	4.55281	7.64796	64.63885	12.09405	9.06599	0.30655	45.15427	7.20545	7.68606	8.97779	1.00000
7.78412	-21.41222	9.26059	31.49076	-42.19667	1069.43558	7.99557	39.64198	8.20890	31.15758	7.75700	4.92485	0.26265	49.91760	7.06548	7.97468	7.70933	1.00000
9.53529	45.47885	2.99225	38.07249	133.42825	1135.04119	12.61540	23.99973	10.08838	22.93550	7.27455	8.95687	0.04722	38.85556	5.07740	8.42815	6.62860	1.00000
7.70276	34.25628	8.43544	44.59024	-78.04471	1137.35862	5.99213	10.05896	4.95950	61.44327	10.89568	7.96273	0.13424	46.85475	9.54737	8.11375	8.66923	1.00000
8.99447	7.65649	10.75731	49.57661	4.92235	1128.34771	9.06380	11.61804	6.98611	45.25601	11.34514	10.13836	1.05161	46.70138	8.38816	4.99675	8.52867	1.00000
7.43645	20.28527	8.25698	48.42225	-103.42897	1080.78584	5.69038	12.37829	9.90757	47.63877	8.67984	10.46187	0.11258	50.01558	8.24991	7.78632	7.42974	0.00000
8.80878	38.17492	11.01610	34.46216	-122.2608	1197.84638	7.58930	6.29521	3.88797	63.03615	10.62803	8.56942	1.34108	45.89336	10.13980	9.70083	8.15752	1.00000
