NH3	NOx	CO	warning	O3	PM2.5	PM10	latitude	PRES	CFCs	longitude	TEMP	PAHs	C2H3NO5	CH4	SO2	Pb	H2CO
4.62345	5.80320	6.13281	0.00000	6.77492	5.12276	7.58510	48	1120.36324	34.38218	-4.1	9.97396	7.05958	0.18358	4.88361	6.70802	43.91491	29.21005
6.10365	8.65654	8.17561	1.00000	6.92994	7.44983	6.64575	21.28306	1158.50363	65.19856	-89.66123	8.86798	7.45536	0.14503	6.24802	10.52823	75.25219	46.81386
9.58244	9.30108	7.66811	0.00000	8.13266	9.99298	6.68040	6.8485	1187.93454	40.36788	3.64633	0.90953	7.37747	0.12174	7.39442	10.24783	52.66229	56.60050
5.66835	10.66291	6.70642	1.00000	7.03420	8.43670	3.81644	40.82232	1103.07581	47.03293	-74.15987	22.66793	8.01771	0.10652	5.90391	8.30099	51.37038	44.08108
8.82937	5.17066	8.25439	0.00000	7.21642	8.82074	9.71877	30.81383	1175.12011	53.92208	75.16878	22.56117	5.76399	1.15252	8.22339	5.57413	43.32054	40.16438
5.90196	5.91409	7.28096	0.00000	7.41349	6.69231	9.03439	40.65995	1090.27433	51.48154	-111.99633	10.33610	6.01070	0.66558	6.08563	6.38761	55.49098	52.94457
10.41536	5.71199	7.42971	1.00000	5.81920	4.11485	4.91113	40.87329	1138.15004	56.56934	14.43865	22.76056	7.01047	0.14736	7.13009	8.06347	62.68322	46.26848
11.08079	7.98882	9.23606	1.00000	8.40715	5.86282	6.65987	40.85158	1132.72486	54.73357	122.74754	9.53409	7.14409	0.15269	7.97483	7.24937	51.31531	52.06958
6.40918	7.67821	9.31345	0.00000	8.35500	7.09454	6.12276	35	1179.27716	36.88726	136.51667	30.32114	6.08952	0.09657	7.58631	8.27437	60.43577	50.18543
10.08775	11.13549	7.28225	0.00000	5.43428	9.06545	5.00548	28.98002	1081.40539	47.50320	77.70636	12.19179	7.17096	0.12759	7.29591	9.53464	67.39840	38.50701
10.06670	7.54701	8.64679	0.00000	6.26819	8.48328	6.60045	51.03427	1132.37407	56.51092	5.37429	9.99854	8.06479	0.13243	8.63348	8.75243	73.89349	31.13481
3.77920	11.66094	7.06965	1.00000	8.92994	11.91362	8.63274	34.5624	1091.10255	38.21659	38.28402	18.96216	7.15095	0.44440	6.64473	4.47256	66.58390	50.21715
6.90012	8.24610	8.46627	1.00000	5.99839	9.82334	4.38707	52.41667	1187.63300	46.12639	0.75	-7.99566	7.72977	0.09203	4.81301	5.62570	68.05596	39.71434
11.40548	7.96626	7.80188	0.00000	8.25523	11.63103	5.32257	-7.57897	1158.61551	57.71337	112.23109	4.25545	6.19502	0.15518	9.62900	9.13004	41.75297	43.39667
7.62050	10.99087	7.60422	1.00000	7.58084	8.19793	7.78801	39.22493	1097.93329	49.68540	42.85693	7.33602	7.01263	0.20117	4.74100	7.90644	51.58024	51.21522
6.07512	5.09058	7.93764	1.00000	6.87545	7.75629	6.19209	43.71032	1186.63543	19.00142	-1.05366	18.50848	6.93388	0.17658	10.90371	10.67261	59.28691	58.35157
5.64116	6.49308	6.67634	0.00000	8.56162	6.27449	9.91011	68.79833	1140.89402	57.83503	16.54165	4.10132	7.38065	1.35619	5.59262	6.48725	64.69365	54.10386
10.19713	6.25357	6.01593	1.00000	7.00948	8.12458	2.83759	38.58894	1112.27722	57.43685	-89.99038	3.66286	6.64910	0.06610	6.89827	13.32389	58.06553	53.63822
8.42009	7.68130	7.95443	1.00000	7.12978	8.61297	6.26774	59.37722	1197.13821	73.04445	28.19028	4.48166	6.90638	0.12544	10.92669	8.66832	27.20628	42.46092
5.45548	9.41936	7.48910	1.00000	7.16729	8.88497	7.90007	42.52787	1064.32705	54.50935	-70.92866	38.48148	7.11559	0.31273	5.60622	8.70495	80.87210	35.39835
6.04227	6.76074	8.55990	0.00000	8.81674	5.25497	8.05015	51.40944	1058.83452	66.01001	46.04833	10.45546	6.90627	0.31857	6.37806	5.06640	54.93894	56.04403
4.98694	5.81551	7.43331	1.00000	6.31630	6.53622	7.95734	43.86682	1132.72930	71.03743	-79.2663	25.34726	8.35789	0.26876	8.81826	6.44257	50.03376	30.03876
5.31570	13.23131	8.11318	1.00000	7.71002	8.59900	5.86456	43.91452	1187.65120	62.25327	-69.96533	6.40371	8.23975	0.11354	7.02496	8.06666	52.52358	46.98845
6.96017	6.49006	8.67345	0.00000	6.82162	6.94960	10.55393	23.73333	1138.55596	32.35705	114.68333	11.18333	8.49118	2.48430	6.74604	5.90222	66.49919	27.29823
6.55555	5.70462	7.69064	0.00000	8.49612	6.14288	6.12190	41.72063	1155.42706	68.30789	12.6723	19.39871	8.71422	0.09757	6.70362	4.84265	39.81012	35.17149
11.69197	5.18364	8.70371	1.00000	7.22365	3.80739	3.94249	4.88441	1103.38726	40.66430	101.96857	27.22001	8.34759	0.06447	8.41987	9.26338	66.31706	69.82271
6.07151	7.01600	7.36499	0.00000	7.76328	6.17530	10.99819	43.78956	1195.18674	59.54874	7.60872	15.51968	6.45792	3.79213	6.01651	6.21050	44.37468	67.69058
8.54114	7.29745	7.42030	0.00000	8.10648	7.54686	6.95554	43.35071	1149.29458	50.76740	46.10925	8.59420	7.48905	0.16077	9.13217	8.19830	54.23421	37.15314
5.67661	8.77250	6.24654	1.00000	6.15596	9.61995	7.91470	-28.24	1119.55362	71.68058	-48.67028	-5.69264	7.11200	0.23685	7.90358	7.86273	64.48260	53.76107
7.40493	7.08396	6.29402	1.00000	7.92562	8.74883	5.33173	38.70734	1111.45085	64.02471	-77.02303	17.74812	7.38637	0.08933	4.58939	7.08662	60.14371	33.63364
7.03588	5.37986	6.49169	1.00000	8.02993	6.27314	5.06015	12.25282	1193.12826	42.87815	79.41727	21.32935	8.11309	0.10664	9.09668	8.41305	55.64864	54.06312
9.06435	6.09573	7.96508	1.00000	7.16887	5.23023	6.10277	38.68712	1086.20466	24.86373	-4.10734	15.23345	8.16803	0.17292	8.31491	8.10158	45.72950	54.16941
6.85968	4.41735	6.82385	1.00000	6.91289	5.64924	4.43578	53.46506	1189.51210	54.72677	-1.47217	14.16924	7.77272	0.15693	8.65109	8.67685	65.83334	44.42095
5.15676	8.29622	6.79847	1.00000	7.89565	8.51188	5.46562	38.91817	1199.60992	34.38498	-78.19444	15.25371	6.11434	0.14188	5.56609	8.83376	58.77692	57.26034
8.82094	9.28599	7.12026	0.00000	7.29722	6.82196	5.51978	38.07789	1196.86701	55.57772	13.44275	20.65684	5.81058	0.12516	8.51223	8.82388	43.20601	52.49042
8.09262	12.39484	6.28033	0.00000	8.62565	6.13534	6.06603	40.5576	1076.60591	52.17101	-74.28459	-4.34276	7.36366	0.17488	6.99993	10.46851	43.42160	37.77379
11.41797	8.24376	6.85127	1.00000	7.87059	7.72512	4.83185	0.76755	1120.01018	57.01484	24.43973	9.18245	6.34007	0.08291	7.94825	9.32107	71.90594	70.07032
10.42227	8.67111	7.55322	1.00000	8.95485	7.06657	6.70797	-19.65	1150.29000	39.19372	47.31667	13.84654	8.61666	0.11388	6.79307	7.19551	44.63936	55.38318
11.46281	8.33354	7.40399	0.00000	6.83284	6.66596	5.70729	23.18	1186.42661	46.91730	88.58	21.71636	6.47406	0.13891	6.48431	9.77507	71.69462	19.42113
9.24524	8.57870		0.00000	6.40606	10.20303	6.00988	35.815	1053.95431	57.04894	139.6853	12.11805	7.44858	0.18013	9.82998	8.19027	45.47835	43.39844
9.08436	4.42281	8.82266	1.00000	7.00102	4.16249	7.10684	31.78336	1170.08365	46.06985	35.23388	31.36034	7.43969	0.12363	8.95035	10.42322	59.12000	43.95317
4.13335	10.80387	8.01143	1.00000	7.83774	8.71657	7.57349	-19.72806	1174.89038	65.87552	-50.19556	40.23388	8.17492	0.24081	7.84748	9.67837	52.93114	48.31447
4.28048	8.85081	7.85743	1.00000	9.61924	9.33382	7.80098	-1.6	1188.69215	62.39055	103.61667	7.18270	7.83638	0.31447	7.76777	9.29430	53.54887	51.70050
7.18491	7.11935	8.13244	0.00000	8.34489	6.82701	5.47527	26.76628	1151.93353	47.85279	83.36889	-2.78591	8.27795	0.12272	11.02473	6.30560	48.98205	41.65515
3.88683	4.16493	8.85621	0.00000	7.24183	4.93255	6.64931	30.16688	1067.26897	73.64512	-96.39774	-3.75237	6.59277	0.16898	3.73571	8.37920	45.32135	43.48082
5.24324	9.20902	6.19685	1.00000	6.00213	8.96438	6.09939	-10.90889	1138.57973	47.02813	-37.03861	24.73122	8.97129	0.11919	6.29446	8.25425	65.09299	50.50936
6.42298	5.57299	6.83518	0.00000	6.54293	7.48345	9.98068	15.5439	1133.75937	66.50751	73.7553	30.98481	7.57787	1.47279	6.78587	6.63058	72.77874	
5.28205	8.69646	7.67418	0.00000	7.51067	6.85969	6.45957	48.35149	1174.91824	35.06923	8.96317	8.05198	6.36894	0.22223	11.03007	6.17439	66.82998	28.64089
3.44788	7.36475	7.18741	1.00000	7.77245	10.55489	6.96533	10.98778	1137.46728	46.95692	-74.95472	4.73937	5.70231	0.20520	7.49724	8.51392	50.86357	21.10691
5.06593	6.76247	7.39250	0.00000	6.97108	4.87274	9.35743	40.85158	1167.71322	18.00144	122.74754	0.53217	7.80482	0.79801	5.20206	6.19547	68.08113	46.29839
11.01782	11.18798	6.45039	0.00000	5.85287	9.87169	5.28769	4.96667	1155.38569	67.96290	10.7	24.78224	5.26901	0.18150	8.28670	9.87369	40.56702	55.20269
10.70261	6.97177	5.04144	1.00000	6.59459	5.72292	6.80495	36.06386	1102.78594	48.44185	4.62744	18.47392	7.36034	0.27027	6.97939	9.60752	42.97136	64.32830
2.86911	8.67993	8.32522	1.00000	6.79592	10.43828	7.69506	-17.74431	1183.29106	57.72816	-48.62789	14.00091	6.61718	0.24709	8.93193	9.22590	53.99116	39.51789
8.25358	6.02924	7.27411	1.00000	5.81564	9.14092	5.76060	43.35071	1157.72915	49.02447	46.10925	2.32523	7.06973	0.11809	3.81776	7.09056	42.48726	23.95351
8.00439	5.68553	7.75068	1.00000	7.94870	5.75237	4.61485	42.35843	1122.34846	38.01811	-71.05977	29.74559	7.07106	0.12058	8.62074	6.69953	54.83870	50.44429
9.13560	5.40348	7.22510	1.00000	7.97086	6.44890	4.43072	49.97704	1168.98650	48.71031	9.15214	28.37119	8.34847	0.12741	7.83371	11.07646	37.45594	0.00000
7.21395	9.73737	7.15093	1.00000	9.75544	8.44827	7.16224	34.06635	1097.00961	47.41663	-84.67837	0.60432	6.28540	0.20801	4.68951	8.33671	63.96636	49.14584
6.08502	7.14024	8.45038	1.00000	7.10977	7.32115	3.87997	51.26	1102.26398	64.64189	-2.1875	7.77548	4.72725	0.08289	5.65818	10.82882	50.60157	47.15086
7.76807	8.65082	6.11825	0.00000	6.75111	8.39020	5.94653	55.64776	1190.10011		38.02486	21.13236	8.87967	0.12764	8.61058	8.37974	62.69574	55.14580
6.24845	6.23154	6.64974	1.00000	10.20253	7.11903	7.92893	41.14676	1174.48325	54.47580	-73.49484	10.92610	6.38443	0.26974	6.45724	8.74339	48.83012	52.95916
6.42720	9.80572	7.09975	0.00000	7.00170	7.98279	6.65989	40.56754	1196.32001	36.31314	-89.64066	40.22852	7.29056	0.16722	6.21887	9.62357	44.92567	27.59605
8.48846	8.18013	8.58307	0.00000	8.43715	5.66912	5.05835	37.05944	1181.90233	52.61435	37.3825	17.52622	7.41096	0.09511	7.82397	8.37022	52.23031	36.12453
3.96397	9.29125	6.16111	1.00000	7.94668	9.51661	7.30823	48.25	1089.84183	53.20991	16.4	26.12569	7.38352	0.20382	7.57729	9.35771	55.78270	47.85259
5.51110	5.70012	4.79273	0.00000	9.39505	5.83400	8.06612	22.88783	1148.89647	41.11096	84.13864	8.48174	5.44762	0.34532	6.57949	6.40788	54.27958	27.96017
8.67980	7.22858	7.30044	1.00000	6.62541	6.50570	7.59658	53.77166	1078.85182	71.47235	38.12408	12.93768	6.16148	0.24517	7.73792	8.07089	45.04161	38.15525
6.02107	8.88267	7.07948	1.00000	7.89190	8.83869	7.92062	53.95278	1096.04226	50.03113	32.86389	21.68639	8.77234	0.28314	7.31654	9.24565	48.46023	45.03715
6.28024	6.45777	7.31775	0.00000	8.83586	8.27316	11.58259	31.12406	1140.00379	53.24729	-97.90308	22.34605	6.77391	6.77740	7.26881	6.36795	58.96977	52.38101
5.18106	6.07781	7.45887	0.00000	9.25929	4.88323	7.04452	40.53123	1066.48073	45.44690	17.58522	7.80273	5.42693	0.14355	5.59244	5.85865	48.90228	22.11974
6.88411	5.07227	6.81920	0.00000	7.58707	8.06787	9.07473	-5.41667	1179.66100	58.25910	38.01667	17.20758	8.64460	0.63194	8.15318	6.47431	49.58578	61.18303
4.37222	10.48187	7.82724	1.00000	8.37103	8.14101	7.30559	-10.95817	1061.32924	61.82100	-38.79084	26.66038	8.28270	0.18115	7.08781	10.62572	50.57164	48.38882
3.82491	5.97589	5.33485	1.00000	7.06944	7.58953	8.84132	51.19139	1176.41964	36.15566	6.51352	7.47505	8.00081	0.53801	9.16629	7.48404	56.21751	54.85171
10.16238	8.98514	7.23543	0.00000	7.90991	10.57711	5.37961	41.80753	1188.19811	55.21159	-87.65644	11.69380	9.00326	0.10136	10.04368	8.41872	52.54938	33.84301
6.25776	8.41033	7.54964	1.00000	6.95456	8.75487	4.64251	39.71734	1059.37015	58.04938	-74.96933	9.75237	8.42341	0.11887	5.00563	7.63081	45.46727	22.46484
12.77179	7.74384	5.92461	1.00000	9.86749	5.73496	4.84109	51.88333	1059.67438	73.54477	8.51667	20.40009	8.40898	0.11206	8.24303	8.26694	46.71022	30.71234
8.10359	8.59402	7.32783	0.00000	7.99307	7.75152	6.87015	-20.25333	1157.98687	56.09762	-43.80139	7.84242	6.86009	0.17341	7.47719	9.64099	62.74647	48.42407
10.17099	9.49159	7.45719	0.00000	10.00782	10.32873	5.30843	40.5576	1058.16025	95.59481	-74.28459	-3.85599	7.33689	0.15917	7.94669	9.21136	66.16390	41.56953
3.84768	6.93616	7.96448	1.00000	5.96035	9.37274	6.93187	32.42067	1069.39748	54.80132	-104.22884	-0.93593	8.66202	0.15891	6.23540	10.11003	51.60784	36.58032
6.46430	10.20062	9.33677	1.00000	5.95027	8.70736	7.38014	32.9156	1077.09974	54.52766	-117.14392	18.76778	7.23880	0.19278	5.38639	7.62146	46.03151	27.53188
6.64753	11.35440	7.66762	1.00000	7.27787	8.54213	8.32623	-10.33333	1107.51980	42.52835	39.28333	28.73157	8.83742	0.35845	5.68926	8.20773	36.27951	7.22224
8.06112	8.85521	8.15680	0.00000	8.25775	8.84721	6.44878	48.98333	1079.53866	39.46423	2.61667	26.76826	8.05370	0.17154	7.77249	9.05361	27.88574	41.95154
10.53440	6.20117	8.56845	1.00000	8.29771	3.30618	9.75204	42.55308	1077.33328	34.46767	-87.93341	4.14739	6.79363	1.17292	6.25902	8.88617	88.35532	25.23904
8.53560	5.69829	7.16583	1.00000	6.25586	5.36257	8.49571	-10.91722	1141.60335	68.13723	-37.65	23.46840	8.58154	0.39051	7.79310	9.99053	51.08090	32.80397
8.53519	6.08880	8.31766	1.00000	8.21616	5.06140	9.18839	30.35028	1110.14799	31.85603	112.19028	35.23155	4.99820	0.70255	10.20759	7.49355	45.77471	12.53558
6.39425	8.40978	9.28881	1.00000	5.49754	8.82994	4.12679	14.53767	1117.11566	60.09454	46.83187	-5.35032	7.89841	0.11949	6.29303	7.43357	43.37385	46.30579
6.95827	6.84535	6.48880	0.00000	6.84906	4.87329	8.29799	40.72586	1107.50184	41.45181	8.55552	16.95868	8.09100	0.38145	6.14629	4.89944	55.20572	41.71325
7.15365	11.05203	6.47854	1.00000	7.61923	8.18560	7.09233	26.67319	1195.34307	55.34959	31.4976	19.44548	6.15691	0.12830	5.99218	7.39823	36.63307	32.12191
9.69624	6.00706	7.18699	1.00000	6.98823	5.50426	5.47928	57.30185	1107.64389	36.66140	39.85331	12.94868	7.07506	0.11254	9.20845	8.42244	42.91297	49.89380
7.25332	10.18860	7.68985	0.00000	8.33742	9.61119	7.33785	57.30185	1132.02829	58.96172	39.85331	2.24848	5.89025	0.18886	8.87529	9.11537	48.70602	51.98013
5.59623	9.14172	7.02555	1.00000	6.42557	8.57907	6.61425	5.27247	1127.35024	34.91043	-3.59625	19.95446	6.76955	0.16087	6.80340	9.50722	46.44572	61.36427
7.54806	11.09053	8.22342	0.00000	7.52847	8.61695	5.88944	-2.90055	1180.71330	52.83470	-79.00453	20.20329	7.50519	0.10029	8.21104	9.76659	56.02464	45.88578
6.96992	4.50796	8.33865	0.00000	6.92708	6.39575	8.83488	55.39485	1193.10286	58.88413	43.83992	-2.86771	7.20994	0.48347	6.21438	7.22674	73.53696	55.09828
7.85360	5.89199	7.59368	1.00000	8.16161	7.12828	6.32185	-8.66667	1136.11134	56.00586	-35.71667	35.81206	6.34061	0.13375	6.15172	11.19643	55.10319	52.31426
8.28061	3.55609	6.46155	0.00000	8.44291	8.96748	9.62802	38.13708	1052.34415	74.92546	41.00817	33.99848	5.56028	1.13854	7.17639	7.34672	50.18253	32.99980
7.35835	10.45028	7.28105	1.00000	7.91118	7.66155	3.15338	-10.95817	1153.43397	37.66128	-38.79084	30.64842	8.87001	0.07950	4.55010	7.04996	60.15241	49.78899
8.52932	7.58338	7.97363	0.00000	6.00659	5.83917	11.28741	51.20219	1186.55127	41.92076	7.36027	6.20073	8.31465	5.10347	7.51842	4.54169	65.05959	35.03132
6.96635	6.36548	6.87246	1.00000	8.17988	7.46178	7.31373	14.53767	1153.00786	62.48217	46.83187	14.94975	7.35239	0.13649	7.20755	9.92124	41.58061	42.09897
4.73925	6.50426	7.18094	0.00000	7.38933	5.37731	8.15048	-22.97056	1070.13824	56.79737	-46.99583	14.30158	7.16719	0.31476	5.45643	6.11217	60.91060	39.68434
7.30559	9.49088	8.40707	0.00000	6.40474	7.85910	6.07489	40.70995	1131.82445	46.11171	0.57856	27.28226	8.02618	0.13310	10.15032	8.40646	33.80115	46.36237
5.80779	7.54059	8.73844	0.00000	5.70292	10.96840	8.13664	53.19146	1154.51108	29.19504	-2.52398	30.00081	7.20844	0.31999	4.92668	6.12995	45.39302	45.15944
8.50579	6.65750	6.21104	1.00000	7.23400		2.93495	32.17629	1120.20914	34.67040	75.06583	18.05218	8.89759	0.08376	4.59064	10.89008	56.79404	33.47520
8.73706	6.93731	7.95169	0.00000	7.46278	8.59648	6.33894	-38.65333	1069.59222	49.04025	178.00417	6.82800	7.46561	0.12131	8.50926	8.25519	58.65444	28.99272
7.08368	5.84965	7.21483	0.00000	7.10894	6.76028	7.61175	55.75556	1186.55637	72.39763	60.70278	5.79927	9.24757	0.21206	6.62685	5.01968	37.12557	54.22156
10.63429	8.97765	7.41710	0.00000	7.94007	7.79831	5.70098	34.09611	1077.89175	72.28206	-118.10583	18.09211	5.90661	0.07591	7.07383	9.56469	53.51163	43.67934
9.55960	6.00049	6.72775	1.00000	6.91891	5.46924	4.64981	40.56754	1100.67453	53.44977	-89.64066	17.72824	6.21383	0.09377	7.05967	7.97370	50.13827	47.92683
6.19749	3.50560	7.54157	0.00000	6.74124	6.05264	5.67409	51.14942	1122.64006	67.40010	15.00835	18.13624	8.21569	0.06240	6.01029	6.96469	45.45240	19.71543
10.83136	6.71071	6.61079	1.00000	7.99432	4.88151	7.41422	-17.73648	1072.59520	40.11710	168.31366	21.37526	7.99346	0.23440	8.83847	8.14702	39.08956	35.59525
9.00522	6.85771	7.03965	1.00000	8.17260	7.41771	5.17949	48.25	1171.91074	66.57695	16.4	22.13082	8.30866	0.13757	10.17170	8.45466	73.33809	21.47821
9.44654	7.16649	7.23021	1.00000	5.95641	5.89046	5.59588	49.88307	1175.08976	74.00859	-119.48568	7.17911	6.10729	0.08523	7.61871	6.62762	49.33350	49.01058
6.55076	7.20429	6.92458	0.00000	7.20538	6.07986	8.72540	32.5007	1089.25346	83.51982	-94.74049	-1.19806	5.64203	0.47542	6.91919	4.61498	81.56724	12.46923
5.72000	5.71233	6.44980	1.00000	6.52461	8.67342	5.53602	53.53333	1153.27799	55.47667	-7.35	5.03895	9.10460	0.12034	6.37856	9.92043	61.44594	38.38289
9.16062	8.64560	8.48328	0.00000	9.15757	8.54607	6.26336	41.9001	1195.05150	27.15205	-71.08977	-1.14038	7.25160	0.14085	8.71044	8.70597	62.40548	57.30880
8.43520	5.71138	8.98531	0.00000	5.58476	4.42730	3.79990	45.99194	1129.54237	54.72036	29.41824	16.84547	7.54653	0.09357	6.35796	3.31084	44.27151	43.75937
10.89781	9.32778	7.77327	0.00000	8.75672	9.42807	5.25975	48.35149	1113.81861	45.85138	8.96317	31.34003	8.49710	0.09251	8.79609	9.15933	69.13570	47.56325
3.53005	7.88248	8.44808	0.00000	6.79465	3.62419	7.45254	34.56861	1117.47098	34.64834	105.89333	8.56422	8.11428	0.19607	5.11875	5.39682	55.48660	46.24350
7.42794	5.34857	7.25586	1.00000	6.31894	7.53586	4.09238	-3.14306	1143.99528	56.50264	-58.44417	6.57632	5.14708	0.09224	9.91070	10.73799	45.77798	36.75700
7.04893	5.02919	6.92522	1.00000	6.92761	5.63699	7.41853	44.22639	1158.45522	38.44253	22.53083	5.06078	8.17073	0.25630	8.71440	9.21501	55.65715	35.59343
3.62853	9.56319	5.89794	1.00000	7.69986	10.75293	4.85169	23.9028	1062.14075	43.67496	89.11943	21.54142	5.94201	0.13680	6.41503	7.11585	49.01739	67.59946
6.52183	9.99647	6.87664	1.00000	6.81526	9.94883	7.12171	42.7	1092.92935	34.99840	27.25	22.18646	7.73448	0.15066	4.70427	6.01275	65.05305	40.42593
6.72785	5.84240	8.41473	1.00000	6.33126	7.82114	6.03393	-30.60106	1154.08247	44.91405	-71.19901	6.98270	8.87545	0.08016	5.73725	10.59660	77.53809	46.06821
6.85774	8.63939	6.86271	1.00000	6.89130	8.47817	5.44558	37.73222	1120.14927	67.00781	115.70111	28.98925	7.95719	0.12260	4.73861	7.76755	39.91030	23.98200
7.26033	6.38947	8.54038	0.00000	8.37788	6.46958	9.58362	52.21099	1141.49626	48.95826	7.02238	22.03692	8.61638	1.01303	6.48579	5.37586	48.68656	55.62593
8.70836	6.31596	7.23699	1.00000	6.31341	6.61290	5.48757	51.14942	1179.42567	74.90751	15.00835	25.41055	7.02958	0.10504	8.96528	8.50133	38.62997	49.04755
6.59103	9.62945	8.98287	0.00000	8.02709	9.11297	6.25596	51.44889	1162.24819	41.07802	5.51978	17.40075	7.07463	0.11644	4.61492	6.43663	53.48684	67.22706
7.23181	6.96398	6.02086	0.00000	6.31159	7.77748	6.01692	3.11988	1131.06693	43.94943	35.59642	-0.63923	5.83714	0.10393	8.65580	7.72036	67.17722	35.16980
11.65907	8.45289	7.76191	0.00000	7.01438	9.23594	5.25092	28.98002	1113.73424	42.93536	77.70636	18.13055	6.24433	0.17635	9.18470	8.60701	33.23864	53.00480
3.52814	10.15183	7.19252	1.00000	7.63206	10.76337	6.39362	51.04962	1154.28392	45.29015	12.1369	19.62510	7.36421	0.16305	6.66265	7.65110	35.39857	36.78273
5.18175	4.85750	8.23401	0.00000	7.59735	7.65563	9.92732	45.50369	1161.65156	41.45932	11.412	17.17104	7.28004	1.38026	6.83258	7.86091	54.90023	59.06912
6.14770	5.45265	8.42089	0.00000	7.91881	6.92830	7.81933	52.68333	1079.43047	45.29215	0.93333	28.98138	6.04113	0.22744	6.28998	5.99532	49.54374	42.74225
6.77038	6.48960	6.71882	0.00000	7.03081	5.94509	9.65536	54.60528	1094.11652	57.21857	18.34717	2.37867	7.86170	1.04094	5.19103		61.33725	45.86342
7.36037	10.94831	6.40820	1.00000	9.25071	7.60703	7.09443	45.53069	1057.67436	44.24545	9.40531	9.78182	8.13161	0.12238	6.15306	8.84166	70.42115	51.57914
7.67679	7.58896	6.84566	0.00000	8.42385	7.72845	6.62710	6.8485	1172.67439	75.17349	3.64633	24.74875	7.60776	0.15382	8.24766	7.80546	35.69413	50.90980
9.36090	11.96270	6.34602	0.00000	7.29098	9.12430	5.74911	48.15659	1167.16822	72.09263	28.28489	12.76229	7.45728	0.07101	9.20504	9.17845	54.69918	37.83410
6.49151	7.95534	7.90746	0.00000	7.52794	4.47047	9.12494	40.87363	1109.64524	61.95170	14.34085	11.20404	5.70741	0.65093	6.84863	3.91559	42.85792	56.21404
6.28698	7.33154	8.25186	1.00000	6.40708	9.29534	5.69657	36.02506	1188.61408	67.98376	-86.77917	19.69049	6.46038	0.13567	6.56723	7.72883	54.86002	52.55964
6.73830	8.01800	8.78828	1.00000	6.47417	9.44855	7.62850	10.31672	1093.55417	49.18197	123.89071	19.39491	8.34827	0.27489	5.91332	8.01899	64.23732	29.23896
8.34142	7.02165	7.35435	1.00000	7.84721	6.88948	7.44361	3.7278	1171.18517	31.22942	98.6738	18.37962	8.12583	0.20417	5.26638	10.29465	64.30197	31.31212
4.77200	9.37458	6.84303	0.00000	8.37815	12.10584	9.45101	43.1122	1112.67173	64.11356	12.38878	10.19705	6.29219	0.91895	6.66732	5.94603	79.90384	63.45797
7.87136	6.02213	8.25201	1.00000	6.34602	6.35451	5.75362	53.94313	1154.19681	53.75101	10.30215	16.55023	7.95229	0.09451	8.86802	7.95466	55.79917	28.92918
6.04648	4.98569	8.00284	0.00000	6.64003	4.81434	6.34400	30.76468	1182.27029	49.79191	74.12286	4.85549	7.46511	0.11484	5.77373	6.22114	60.09473	31.01773
8.19349	5.61337	8.12729	1.00000	7.21092	5.26426	7.46334	31.71667	1113.79276	36.34662	73.38333	12.41509	6.62907	0.19309	9.90088	8.85022	48.43171	34.01049
4.39802	8.65356	6.08360	1.00000	6.84775	10.16050	5.91498	37.1759	1141.54060	47.23159	128.9889	27.84955	6.51901	0.08333	8.01443	6.80291	38.11836	54.97744
6.95920	6.83036	10.09331	1.00000	6.75100	7.80194	6.45951	59.37722	1198.18583	53.51715	28.19028	14.45859	8.14468	0.18317	8.86577	8.13997	50.32446	42.75483
7.36696	6.81893	6.47320	0.00000	6.40794	8.16271	5.38077	52.4581	1053.29678	58.54639	13.28702	16.97787	5.96528	0.18822	9.80533	6.53391	27.21883	51.86331
11.91800	5.87838	7.55977	1.00000	6.61885	3.79969	4.35595	40.1675	1134.55887	51.52583	34.37389	11.13386	6.67483	0.14357	7.58439	8.18519	46.47016	23.02250
4.70113	11.52981	7.39298	1.00000	9.21210	8.86198	6.39058	35.95664	1115.21437	46.51455	36.7138	7.20864	8.59015	0.19151	5.97393	8.03400	75.82088	68.00604
5.85321	10.39565	6.41156	0.00000	7.14314	7.28142	6.44622	28.88162	1197.63453	55.14386	120.03308	13.51745	5.75822	0.06342	8.21442	9.18433	43.56539	44.04879
6.45489	7.09756	7.33402	0.00000	6.01177	5.31666	8.37656	0.49113	1145.84455	67.79946	29.47306	27.06944	7.59503	0.38411	5.94410	4.88298	41.20001	49.22827
6.96083	7.44890	6.62061	0.00000	7.81975	5.68256	8.94600	37.49073	1058.08033	46.19487	-2.77259	6.47237	7.85302	0.51920	7.04451	4.29576	58.74099	22.20376
7.69398	6.15035	6.99500	1.00000	6.64927	5.14591	8.40303	12.97389	1108.01882	61.07760	123.99333	21.45212	5.86321	0.43384	6.83124	7.91831	62.88601	66.88159
7.35182	6.98869	6.65949	0.00000	8.04907	7.90078	5.36637	64.5635	1188.75317	58.02374	39.8302	-3.43691	6.18455	0.13155	11.99326	5.98325	29.32196	63.62243
7.94187	6.42113	5.25803	1.00000	7.54424	6.02842	5.71114	54.90083	1120.68611	51.95749	38.07083	14.77731	8.92735	0.17952	8.55505	5.90432	67.27018	64.02249
5.90547	6.46820	6.24307	1.00000	7.28689	7.41004	7.35791	51.21187	1196.14289	35.67518	4.25633	5.08441	7.87938	0.18702	7.63399	8.17625	64.61060	38.16996
