latitude	revision	station	code	QoS	longitude
48	23 Nov 2013	Quimper	FR	building	-4.1
-21.205	07/22/2021, 00:00:00	Itaperuna	BR	building	-41.88778
2.2139	12/09/2014, 00:00:00	Kampung Ayer Molek	MY	excellent	102.3278
41.94175	05/14/2022, 00:00:00	Hushitai	CN	building	123.50266
18.42745	2022-01-03	Aguadilla	PR	building	-67.15407
16.75973	2016/03/23	Tuxtla	MX	excellent	-93.11308
-10.91111	2019-03-29	Aracaju	BR	excellent	-37.07167
35.89972	2015/01/13	Valletta	MT	good	14.51472
45.50369	2014-07-09	Montecchio Maggiore-Alte Ceccato	IT	average	11.412
41.82143	2019/08/04	Kobuleti	GE	good	41.77921
23.1959	2014/07/17	Kenda	IN	excellent	86.51499
-12.91667	01 Feb 2019	Muritiba	BR	maintenance	-39.25
-7.0981	21 Jul 2013	Randudongkal	ID	average	109.3243
41.72063	2018/11/20	Ariccia	IT	good	12.6723
9.89206	10/08/2016, 00:00:00	Baki	SO	average	43.38531
35.64889	24 Oct 2014	Sishui	CN	good	117.27583
32.50611	12 Jan 2021	Jiangyan	CN	good	120.14278
49.13645	19 Dec 2013	Eppingen	DE	maintenance	8.91229
40.55851	04/05/2017, 00:00:00	Mesagne	IT	good	17.80774
19.8173	2022/07/16	Teziutlan	MX	maintenance	-97.35992
-8.73508	2021/11/10	Kamina	CD	accep	24.99798
40.58654	12/16/2013, 00:00:00	Redding	US	average	-122.39168
26.68451	19 May 2020	Belle Glade	US	good	-80.66756
35.48199	08/28/2018, 00:00:00	Minokamo	JP	average	137.02166
44.31771	2012-12-29	Chiavari	IT	good	9.32241
35.61452	24 Jan 2014	Jackson	US	average	-88.81395
65.93381	05/20/2019, 00:00:00	Aykhal	RU	excellent	111.4834
43.4125	2019-09-22	Montana	BG	maintenance	23.225
22.98212	2017/02/01	Corralillo	CU	good	-80.58556
55.67938	2014-08-03	Frederiksberg	DK	good	12.53463
5.27247	2014-06-03	Bonoua	CI	excellent	-3.59625
41.91886	2020/05/25	Ajaccio	FR	average	8.73812
-10.95817	2017-08-11	Tucano	BR	good	-38.79084
25.80565	2019/11/29	Bhit Shah	PK	accep	68.49143
53.94313	03 Apr 2021	Bad Segeberg	DE	good	10.30215
45.73333	2016-02-20	Bron	FR	good	4.91667
33.72255	21 Sep 2019	Palm Desert	US	excellent	-116.37697
52.66277	2016/07/28	Great Wyrley	GB	building	-2.01111
10.31672	2017-06-30	Cebu City	PH	average	123.89071
53.6052	30 Mar 2017	Barmbek-Nord	DE	average	10.03988
36.53333	2018/03/21	Nonoichi	JP	average	136.61667
40.63316	2022-04-10	Port Richmond	US	accep	-74.13653
0.76755	11/07/2014, 00:00:00	Yangambi	CD	good	24.43973
-33.75881	2019/10/18	Baulkham Hills	AU	accep	150.99292
51.88333	08/17/2018, 00:00:00	Verl	DE	excellent	8.51667
46.18396	18 May 2021	Onex	CH	average	6.10237
55.1904	2021-06-01	Vitebsk	BY	accep	30.2049
53.16167	07 Aug 2019	Hoogezand	NL	good	6.76111
33.78333	2020/12/19	Wacheng	CN	good	114.51667
13.70727	04/18/2013, 00:00:00	Mirriah	NE	average	9.15013
51.14942	06 Apr 2020	Zgorzelec	PL	average	15.00835
53.6052	2018/03/19	Barmbek-Nord	DE	good	10.03988
28.90054	06/27/2018, 00:00:00	Deltona	US	average	-81.26367
37.16911	2014-09-04	El Alia	TN	accep	10.03478
25.75728	2018/05/19	Deoli	IN	excellent	75.37991
51.82721	2013/08/30	Ulan-Ude	RU	accep	107.60627
48.15659	03/14/2014, 00:00:00	Soroca	MD	accep	28.28489
50.18545	01 Nov 2019	Shepetivka	UA	building	27.06365
43.71032	06/27/2021, 00:00:00	Dax	FR	accep	-1.05366
0.49113	02/09/2021, 00:00:00	Beni	CD	excellent	29.47306
58.63667	2016/11/16	Lesnoy	RU	good	59.80222
39.43534	2015-04-07	Lebanon	US	accep	-84.20299
37.52487	2022/04/22	Bon Air	US	accep	-77.55777
13.48082	27 Sep 2012	Somoto	NI	building	-86.58208
22.75218	2020-11-11	Kheda	IN	accep	72.68533
29.69221	2021-10-29	Hasilpur	PK	accep	72.54566
48.28259	2014-09-02	Ehingen	DE	good	9.72749
30.35028	2019/02/25	Jingzhou	CN	accep	112.19028
-13.7804	21 Apr 2021	Salima	MW	excellent	34.4587
51.40148	2022-03-01	Newbury	GB	building	-1.32471
41.1053	2018-12-05	Custoias	PT	good	-7.32097
59.80917	02/09/2022, 00:00:00	Shushary	RU	excellent	30.38167
-6.8048	09/16/2022, 00:00:00	Kudus	ID	excellent	110.8405
22.49396	05/05/2015, 00:00:00	Acaponeta	MX	excellent	-105.36369
47.4943	2019/11/20	Bryn Mawr-Skyway	US	average	-122.24092
47.92526	2013/12/28	Grand Forks	US	average	-97.03285
21.53889	23 Apr 2014	Gariadhar	IN	excellent	71.57737
48.98693	02 Mar 2019	Gonesse	FR	good	2.44892
-20.87306	2020-08-08	Viradouro	BR	good	-48.29694
50.9803	2020-09-22	Weimar	DE	excellent	11.32903
12.25282	08/02/2013, 00:00:00	Gingee	IN	average	79.41727
34.25807	2017-11-17	Tupelo	US	maintenance	-88.70464
40.98894	2016-06-14	Yakuplu	TR	excellent	28.67582
52.09	2022/06/18	Zeist	NL	accep	5.23333
18.00747	08 Jul 2017	New Kingston	JM	average	-76.78319
48.25	03/15/2020, 00:00:00	Floridsdorf	AT	excellent	16.4
-21.15	2018-08-12	Ikalamavony	MG	excellent	46.58333
15.58552	2015/10/04	Bua Yai	TH	maintenance	102.42587
49.68369	07/02/2019, 00:00:00	Bensheim	DE	accep	8.61839
52.4581	2021-01-08	Dahlem	DE	accep	13.28702
7.50251	11/25/2019, 00:00:00	Igbara-Odo	NG	building	5.06258
22.37066	03 Jul 2019	Tsuen Wan	HK	accep	114.10479
58.23583	03/21/2019, 00:00:00	Lesosibirsk	RU	accep	92.48278
53.37596	18 Sep 2016	Otradnyy	RU	average	51.3452
25.49043	03/08/2016, 00:00:00	Teghra	IN	average	85.94001
34.56861	2016/02/04	Beidao	CN	accep	105.89333
28.88162	11/08/2019, 00:00:00	Guli	CN	excellent	120.03308
50.80904	2014-07-31	Marburg an der Lahn	DE	average	8.77069
47.76232	06 Dec 2017	Bothell	US	average	-122.2054
-21.41222	05/19/2019, 00:00:00	Miracema	BR	good	-42.19667
33.78333	2013-09-14	Wacheng	CN	good	114.51667
10.31672	2021-06-04	Cebu City	PH	excellent	123.89071
45.9836	11/04/2014, 00:00:00	Cordenons	IT	excellent	12.70038
35.06667	2014-04-01	Sasayama	JP	excellent	135.21667
26.76628	2014/03/10	Gorakhpur	IN	accep	83.36889
51.03427	2014-07-24	Houthalen	BE	good	5.37429
41.15376	2012-12-11	Bourbonnais	US	average	-87.88754
36.82167	2017-05-16	Eisen	KR	good	128.63083
35.21222	2019-10-22	Ksar Chellala	DZ	excellent	2.31889
46.65581	2019-09-06	Kherson	UA	accep	32.6178
38.38479	2020-10-21	Novelda	ES	accep	-0.76773
47.46657	2013-07-01	Zaysan	KZ	excellent	84.87144
40.65995	09/28/2019, 00:00:00	Kearns	US	average	-111.99633
29.38242	2020-02-22	Alipur	PK	good	70.91106
36.06386	14 Nov 2019	El Achir	DZ	building	4.62744
36.20389	2013/11/23	Nonsan	KR	maintenance	127.08472
36.76775	04 Jan 2020	Cheraga	DZ	average	2.95924
58.63667	2015/02/14	Lesnoy	RU	good	59.80222
40.24537	2021-08-24	Pottstown	US	accep	-75.64963
41.75338	02/08/2022, 00:00:00	Granger	US	accep	-86.11084
55.64776	2015/09/06	Malakhovka	RU	average	38.02486
37.08819	04 Nov 2021	Albufeira	PT	average	-8.2503
34.61667	05/27/2015, 00:00:00	Yao	JP	average	135.6
51.78771	2021/09/02	Saraktash	RU	maintenance	56.36091
41.77583	2013/10/06	Hakodate	JP	good	140.73667
53.19146	01 Feb 2014	Winsford	GB	accep	-2.52398
37.05944	2015-03-26	Gaziantep	TR	good	37.3825
28.90054	2020/06/24	Deltona	US	maintenance	-81.26367
40.57788	2022-09-25	Brighton Beach	US	average	-73.95958
51.82721	2017/03/03	Ulan-Ude	RU	good	107.60627
56.56317	2021-05-12	Arbroath	GB	maintenance	-2.58736
33.54428	07 Dec 2015	Stockbridge	US	building	-84.23381
15.5439	2021/06/07	Calangute	IN	excellent	73.7553
9.58126	2016/10/12	Kafanchan	NG	good	8.2926
42.55308	2014/03/27	Pleasant Prairie	US	good	-87.93341
47.48444	09 May 2013	Polohy	UA	average	36.25361
40.92298	2019/02/05	Afragola	IT	average	14.30935
-23.85972	2018/11/22	Maxixe	MZ	good	35.34722
6.84019	22 Jan 2015	Dehiwala-Mount Lavinia	LK	building	79.87116
-34.64966	03/10/2013, 00:00:00	Barracas	AR	maintenance	-58.38341
55.75556	2015/10/25	Ozersk	RU	average	60.70278
46.65581	06 Sep 2014	Kherson	UA	building	32.6178
37.13548	2022/04/05	Las Gabias	ES	excellent	-3.67029
12.74482	2022-06-01	Argungu	NG	accep	4.52514
-29.2975	2020-09-28	Carlos Barbosa	BR	excellent	-51.50361
50.50301	04 Jan 2013	Most	CZ	building	13.63617
32.65246	2017/02/15	Isfahan	IR	maintenance	51.67462
40.93333	2017/06/15	Jalal-Abad	KG	maintenance	73
41.80753	2020-12-30	New City	US	good	-87.65644
36.72544	12 Sep 2016	Thenia	DZ	accep	3.55665
56.11281	2017/11/13	Ishim	RU	building	69.49015
51.40944	2022/02/06	Privolzhskiy	RU	accep	46.04833
40.70995	2018-01-02	Amposta	ES	good	0.57856
29.21399	11 Aug 2016	Kashipur	IN	excellent	78.95693
40.37528	2015/10/15	Mudanya	TR	good	28.88222
22.19303	09 Sep 2021	Diamond Harbour	IN	excellent	88.18466
21.59983	04/04/2016, 00:00:00	Amreli	IN	excellent	71.21169
24.96334	09/18/2019, 00:00:00	Ghat	LY	accep	10.18003
19.04222	2017-10-13	Casa Blanca	MX	accep	-98.11889
30.76468	10/22/2013, 00:00:00	Kanganpur	PK	average	74.12286
26.44931	2018/03/08	Rangia	IN	maintenance	91.61356
45.51667	08/31/2014, 00:00:00	Vienne	FR	excellent	4.86667
-2.13404	2014-08-21	Milagro	EC	good	-79.59415
29.84576	2013-12-20	Estelle	US	excellent	-90.10674
38.13708	2013/12/24	Silvan	TR	excellent	41.00817
-7.73379	10/10/2017, 00:00:00	Besuki	ID	building	113.69785
45.78071	2017-07-11	Portogruaro	IT	good	12.84052
55.25	01/18/2020, 00:00:00	Ukmerge	LT	maintenance	24.75
40.72586	10/01/2013, 00:00:00	Sassari	IT	good	8.55552
32.42067	10/10/2012, 00:00:00	Carlsbad	US	average	-104.22884
-37.88333	28 Aug 2014	Carnegie	AU	accep	145.06667
45.50369	26 Jan 2018	Montecchio Maggiore-Alte Ceccato	IT	average	11.412
33.42585	13 Apr 2021	Oulmes	MA	good	-6.00137
-4.26613	2012/10/14	Brazzaville	CG	building	15.28318
51.39148	2012/11/01	Surbiton	GB	accep	-0.29825
-8.76194	2019-12-09	Porto Velho	BR	maintenance	-63.90389
18.00747	2019/07/23	New Kingston	JM	building	-76.78319
33.93113	2013/02/09	Norco	US	average	-117.54866
3.11988	2013/04/28	Lodwar	KE	building	35.59642
42.55308	09/21/2017, 00:00:00	Pleasant Prairie	US	excellent	-87.93341
-28.24	04 Sep 2014	Imbituba	BR	building	-48.67028
42.52787	11/01/2019, 00:00:00	Peabody	US	good	-70.92866
34.56861	07/17/2013, 00:00:00	Beidao	CN	excellent	105.89333
-8.73508	11/10/2019, 00:00:00	Kamina	CD	building	24.99798
-21.205	16 Nov 2018	Itaperuna	BR	excellent	-41.88778
38.68712	22 Aug 2015	Puertollano	ES	good	-4.10734
58.1908	09 Jul 2017	Danilov	RU	average	40.17171
37.56667	05/16/2022, 00:00:00	Inawashiro	JP	good	140.11667
22.88783	15 Jul 2018	Jashpurnagar	IN	building	84.13864
18.51957	10/22/2021, 00:00:00	Pune	IN	maintenance	73.85535
-7.76667	09/13/2020, 00:00:00	Iringa	TZ	excellent	35.7
-28.81833	2018-05-04	Soledade	BR	average	-52.51028
43.86682	10/18/2017, 00:00:00	Markham	CA	good	-79.2663
0.03813	2015-09-08	Nyahururu	KE	excellent	36.36339
51.08468	2018-04-18	Burscheid	DE	excellent	7.11393
36.6009	2019/02/17	Hongseong	KR	excellent	126.665
12.25282	20 Mar 2015	Gingee	IN	good	79.41727
57.30185	09/21/2016, 00:00:00	Gavrilov-Yam	RU	accep	39.85331
-34.74785	04 Nov 2019	Pontevedra	AR	good	-58.70072
-4.24444	02/12/2017, 00:00:00	Barras	BR	excellent	-42.29444
50.23019	2021/07/05	Karben	DE	maintenance	8.77155
51.65333	2019-07-24	Vught	NL	building	5.2875
19.64745	12/23/2013, 00:00:00	Paracho de Verduzco	MX	building	-102.04897
38.68712	15 Jun 2021	Puertollano	ES	average	-4.10734
32.5007	01 May 2021	Longview	US	accep	-94.74049
28.54944	25 Jun 2014	Clermont	US	accep	-81.77285
50.72043	10 Jun 2014	Rudolstadt	DE	average	11.34046
52.26083	2016/06/25	Losser	NL	building	7.00417
26.91756	2022/09/25	Punta Gorda Isles	US	maintenance	-82.07842
20.14298	2021/11/08	Media Luna	CU	good	-77.43532
0.76755	2017-05-28	Yangambi	CD	good	24.43973
-8.66667	06/14/2022, 00:00:00	Catende	BR	accep	-35.71667
51.62907	02/15/2020, 00:00:00	High Wycombe	GB	accep	-0.74934
46.08333	2012/10/14	Ulanhot	CN	building	122.08333
23.73333	2016-11-10	Heyuan	CN	accep	114.68333
40.85158	30 Jul 2015	Haicheng	CN	accep	122.74754
20.88953	11/02/2018, 00:00:00	Kahului	US	good	-156.47432
41.15612	2013/02/18	Reus	ES	accep	1.10687
46.67535	2016/10/18	Lons-le-Saunier	FR	excellent	5.55575
41.16704	2016-05-21	Bridgeport	US	excellent	-73.20483
38.45598	03/01/2013, 00:00:00	Astara	AZ	maintenance	48.87498
21.01858	2013/08/22	Guanajuato	MX	maintenance	-101.2591
3.8801	2016-10-10	Buenaventura	CO	accep	-77.03116
41.1053	2019-11-15	Custoias	PT	excellent	-7.32097
40.58654	2013-05-03	Redding	US	accep	-122.39168
31.12406	09 Jun 2021	Copperas Cove	US	good	-97.90308
47.90771	09 Sep 2017	Ulan Bator	MN	good	106.88324
40.85158	10/02/2012, 00:00:00	Haicheng	CN	accep	122.74754
30.16688	2017-01-17	Brenham	US	excellent	-96.39774
40.82232	2017-07-18	Nutley	US	building	-74.15987
13.70727	08/26/2018, 00:00:00	Mirriah	NE	accep	9.15013
-27.50578	2018/11/08	Carindale	AU	good	153.10236
11.00599	2018/06/11	Kangayam	IN	building	77.5609
5.27247	11 Aug 2020	Bonoua	CI	good	-3.59625
24.81757	24 Aug 2016	Rafiganj	IN	average	84.63445
34.25	2013-03-16	Iwade	JP	excellent	135.31667
37.05944	01 Sep 2014	Gaziantep	TR	excellent	37.3825
34.14251	2018-10-08	Glendale	US	accep	-118.25508
-25.42778	02/20/2017, 00:00:00	Curitiba	BR	excellent	-49.27306
36.20389	2016/11/27	Nonsan	KR	maintenance	127.08472
23.07492	17 Aug 2016	Pandua	IN	building	88.28637
33.14447	01/06/2015, 00:00:00	Darreh Shahr	IR	excellent	47.3799
34.5624	04/26/2016, 00:00:00	Tadmur	SY	excellent	38.28402
10.61285	03/18/2018, 00:00:00	Biu	NG	accep	12.19458
49.5099	03/08/2014, 00:00:00	Losheim	DE	good	6.74549
-21.41222	2014-05-13	Miracema	BR	good	-42.19667
37.65639	07 Jun 2015	Goyang-si	KR	excellent	126.835
38.96372	2018-03-08	Chillum	US	good	-76.99081
55.8736	2021-04-07	Yashkino	RU	excellent	85.4265
39.09112	2018/09/10	Independence	US	maintenance	-94.41551
35.95664	2015-05-31	Binnish	SY	building	36.7138
34.06635	06/09/2016, 00:00:00	Acworth	US	excellent	-84.67837
51.26	2015/10/11	Westbury	GB	average	-2.1875
26.11527	19 Mar 2020	Supaul	IN	excellent	86.59509
-38.65333	2016/08/23	Gisborne	NZ	good	178.00417
45.47885	11/14/2021, 00:00:00	Lesozavodsk	RU	building	133.42825
4.94273	2019-10-05	Carnot	CF	excellent	15.87735
10.63504	20 Aug 2013	Liberia	CR	accep	-85.43772
12.04161	2019/04/17	Talipparamba	IN	maintenance	75.35927
55.75556	2018-02-05	Ozersk	RU	average	60.70278
59.37722	03/23/2014, 00:00:00	Narva	EE	maintenance	28.19028
40.49748	2017-04-18	Hrazdan	AM	average	44.7662
43.78956	12/08/2016, 00:00:00	Ventimiglia	IT	good	7.60872
46.32374	12/20/2012, 00:00:00	Sunnyside	US	excellent	-120.00865
37.30553	07 Aug 2018	Zhuangyuan	CN	good	120.82747
39.71734	2013-09-25	Sicklerville	US	good	-74.96933
6.8485	02/08/2021, 00:00:00	Shagamu	NG	excellent	3.64633
34.63915	2017/09/20	Lompoc	US	excellent	-120.45794
68.79833	2018-10-23	Harstad	NO	good	16.54165
36.27462	08 Nov 2020	Bordj Zemoura	DZ	accep	4.85668
6.46346	2017-05-17	Bibiani	GH	building	-2.31938
49.13645	24 Feb 2021	Eppingen	DE	excellent	8.91229
33.78333	2016/06/27	Wacheng	CN	maintenance	114.51667
34.31	12/26/2016, 00:00:00	Jerada	MA	excellent	-2.16
46.7055	08/18/2017, 00:00:00	Yeysk	RU	average	38.2739
-2.13404	2017/04/27	Milagro	EC	excellent	-79.59415
38.38479	2018-09-09	Novelda	ES	excellent	-0.76773
55.54028	04 Dec 2013	Sharypovo	RU	excellent	89.20083
20.88098	2015/09/30	Parola	IN	maintenance	75.11937
5.90702	2022-02-10	Donggongon	MY	average	116.10146
51.24197	2013/11/13	Lille	BE	excellent	4.82313
-4.16694	01/17/2019, 00:00:00	Guaraciaba do Norte	BR	accep	-40.7475
48.90472	31 Jan 2013	La Garenne-Colombes	FR	average	2.2469
8.88988	2016-08-07	Veracruz	PA	average	-79.62603
38.70734	09/18/2019, 00:00:00	Fort Washington	US	maintenance	-77.02303
32.42067	16 Mar 2016	Carlsbad	US	accep	-104.22884
14.95472	2014/04/16	Baliuag	PH	excellent	120.89694
-17.73648	2014-02-09	Port-Vila	VU	average	168.31366
48.78232	2022-06-04	Stuttgart	DE	average	9.17702
-7.73379	26 Jan 2015	Besuki	ID	accep	113.69785
14.62072	2020-12-04	Sirsi	IN	average	74.83554
6.8485	2019/12/03	Shagamu	NG	average	3.64633
35.06544	2016-11-27	Frenda	DZ	accep	1.04945
37.71715	2013-10-11	Visitacion Valley	US	good	-122.40433
48.98333	19 Feb 2019	Mitry-Mory	FR	excellent	2.61667
-21.98333	2018/04/28	Okahandja	NA	good	16.91667
22.19303	25 Apr 2017	Diamond Harbour	IN	excellent	88.18466
41.15376	2016/10/26	Bourbonnais	US	maintenance	-87.88754
35.48199	2021-08-21	Minokamo	JP	excellent	137.02166
10.10649	04 Dec 2016	Alwaye	IN	average	76.35484
36.61954	13 Sep 2018	Beni Douala	DZ	accep	4.08282
40.56754	2014/10/27	Pekin	US	good	-89.64066
50.56149	18 Feb 2016	Gembloux	BE	average	4.69889
1.6561	01 Dec 2012	Kulai	MY	average	103.6032
36.82167	2014-07-22	Eisen	KR	good	128.63083
6.9909	01/02/2022, 00:00:00	Hendala	LK	excellent	79.883
0.76755	25 Feb 2020	Yangambi	CD	accep	24.43973
6.33444	12/05/2016, 00:00:00	Tupi	PH	average	124.95278
-0.71667	09/14/2020, 00:00:00	Soure	BR	good	-48.52333
38.17492	09/03/2013, 00:00:00	American Canyon	US	accep	-122.2608
53.59782	2016-06-03	Dyat’kovo	RU	good	34.33825
33.93113	2015-08-16	Norco	US	building	-117.54866
-8.43333	2017-12-30	Muncar	ID	accep	114.33333
40.56754	12/27/2012, 00:00:00	Pekin	US	accep	-89.64066
38.91817	06/01/2016, 00:00:00	Front Royal	US	maintenance	-78.19444
48.8449	2018-02-26	Skalica	SK	average	17.22635
36.61954	2022/05/29	Beni Douala	DZ	building	4.08282
38.58894	10 Jun 2013	Fairview Heights	US	good	-89.99038
-31.95224	10/24/2016, 00:00:00	Perth	AU	maintenance	115.8614
-11.94306	06/07/2016, 00:00:00	Chosica	PE	average	-76.70944
39.78504	2017/04/20	Greenfield	US	excellent	-85.76942
41.92361	14 Jun 2015	Bogovinje	MK	accep	20.91361
51.168	01/31/2017, 00:00:00	Finnentrop	DE	building	7.973
40.87329	10/04/2014, 00:00:00	Somma Vesuviana	IT	good	14.43865
55.67938	08/28/2021, 00:00:00	Frederiksberg	DK	maintenance	12.53463
37.35813	03/01/2015, 00:00:00	San Juan de Aznalfarache	ES	good	-6.03731
-7.54972	2021-10-01	Ngemplak	ID	accep	110.71639
12.18441	2014/05/16	Mongo	TD	average	18.69303
12.25282	2018-05-22	Gingee	IN	good	79.41727
53.69786	2017-04-15	Leyland	GB	average	-2.68758
45.73333	10/07/2019, 00:00:00	Bron	FR	good	4.91667
50.64336	2013/10/24	Bad Honnef	DE	average	7.2278
46.1351	18 Aug 2021	Sydney	CA	accep	-60.1831
48.35149	26 Dec 2013	Hechingen	DE	building	8.96317
-19.32556	12 Mar 2014	Resplendor	BR	accep	-41.25528
41.20485	27 Dec 2021	Paredes	PT	good	-8.33147
50.23805	2019/01/12	Nidderau	DE	excellent	8.86704
-54.8	2019/05/26	Ushuaia	AR	accep	-68.3
36.81667	20 Jan 2014	Zhoucun	CN	accep	117.81667
8.48714	31 May 2019	Freetown	SL	excellent	-13.2356
50.06	2018/01/08	Mikhaylovka	RU	good	43.2379
46.1351	11/17/2017, 00:00:00	Sydney	CA	excellent	-60.1831
31.92923	10 May 2015	Ramla	IL	building	34.86563
51.21667	10/27/2017, 00:00:00	Schwalmtal	DE	good	6.26667
13.73417	03/19/2020, 00:00:00	Sonzacate	SV	average	-89.71472
40.85158	2021-06-12	Haicheng	CN	excellent	122.74754
51.20219	2014/04/11	Radevormwald	DE	excellent	7.36027
53.5942	2020-08-26	Novogrudok	BY	maitennce	25.8191
35.05266	22 May 2019	Fayetteville	US	accep	-78.87836
53.93361	2015/11/14	Kireyevsk	RU	excellent	37.92792
44.22639	11 Jul 2018	Negotin	RS	accep	22.53083
27.0174	27 Aug 2017	Al Jubayl	SA	excellent	49.62251
53.7446	2015/07/14	Kingston upon Hull	GB	excellent	-0.33525
38.55632	07 Jun 2014	Vahdat	TJ	building	69.01354
22.19303	11 Apr 2020	Diamond Harbour	IN	maitennce	88.18466
-8.99167	2017/06/22	Maliana	TL	maintenance	125.21972
23.02677	18 Aug 2014	Foshan	CN	excellent	113.13148
-32.45242	08/07/2020, 00:00:00	La Ligua	CL	accep	-71.23106
43.71032	2021-07-04	Dax	FR	average	-1.05366
33.43443	05/12/2013, 00:00:00	Azrou	MA	building	-5.22126
20.28527	01/29/2022, 00:00:00	Jocotepec	MX	excellent	-103.42897
13.56667	2015-12-20	Farafenni	GM	building	-15.6
-37.32167	2020/04/10	Tandil	AR	building	-59.13316
37.35813	25 Nov 2013	San Juan de Aznalfarache	ES	excellent	-6.03731
14.8361	2017-02-03	Guyong	PH	accep	120.97844
35.95664	10/16/2014, 00:00:00	Binnish	SY	average	36.7138
-21.44236	05/28/2017, 00:00:00	Tonota	BW	accep	27.46153
40.70995	30 Aug 2020	Amposta	ES	excellent	0.57856
25.92127	2013/11/21	Madhipura	IN	good	86.79271
48.8449	27 Aug 2017	Skalica	SK	good	17.22635
-4.42472	14 Feb 2019	Pedro II	BR	building	-41.45861
35.815	16 Feb 2022	Shimotoda	JP	excellent	139.6853
52.68333	02 Aug 2016	East Dereham	GB	excellent	0.93333
29.53885	04/24/2015, 00:00:00	Fresno	US	accep	-95.44744
9.82564	2019-02-16	Tiruppuvanam	IN	excellent	78.25795
51.67822	12 Sep 2019	Hlukhiv	UA	accep	33.9162
42.35843	2013-09-23	Boston	US	accep	-71.05977
-4.06667	2017/04/21	Same	TZ	maintenance	37.73333
26.11527	27 May 2021	Supaul	IN	good	86.59509
41.82143	2018/11/26	Kobuleti	GE	excellent	41.77921
52.31333	2022/05/08	Oldenzaal	NL	good	6.92917
6.95194	2021/01/21	Recodo	PH	accep	121.96361
53.5942	2022-09-20	Novogrudok	BY	good	25.8191
37.1759	02/20/2016, 00:00:00	T’aebaek	KR	accep	128.9889
30.21121	2017-11-22	Malaut	IN	accep	74.4818
24.81757	09 Jul 2017	Rafiganj	IN	maintenance	84.63445
8.43333	2021-03-02	Nakhon Si Thammarat	TH	good	99.96667
43.91452	2014-03-15	Brunswick	US	average	-69.96533
33.72255	05/08/2015, 00:00:00	Palm Desert	US	good	-116.37697
53.38333	2022/04/06	Gainsborough	GB	accep	-0.76667
15.45144	2022-07-24	Betamcherla	IN	excellent	78.14797
41.84364	2016-03-31	South Lawndale	US	average	-87.71255
13.70727	06/18/2015, 00:00:00	Mirriah	NE	excellent	9.15013
-23.44361	01/28/2017, 00:00:00	Sarandi	BR	accep	-51.87389
40.56754	2014/09/03	Pekin	US	average	-89.64066
30.5427	07 Mar 2016	Hutto	US	good	-97.54667
41.09822	26 Aug 2013	Nanpiao	CN	accep	120.74792
50.82709	2020/02/10	Wesseling	DE	excellent	6.9747
46.65581	2016-09-07	Kherson	UA	building	32.6178
40.68066	22 Jun 2015	Massapequa	US	accep	-73.47429
46.75451	10/01/2016, 00:00:00	Nova Kakhovka	UA	accep	33.34864
12.18441	04/25/2018, 00:00:00	Mongo	TD	accep	18.69303
10.61285	2019/01/15	Biu	NG	accep	12.19458
22.19303	06/16/2016, 00:00:00	Diamond Harbour	IN	good	88.18466
39.59611	2019/02/10	Edremit	TR	accep	27.02444
-25.42944	2014/12/09	Palmeira	BR	average	-50.00639
44.89784	12/06/2013, 00:00:00	Tortona	IT	average	8.86374
34.63915	2017-11-25	Lompoc	US	good	-120.45794
18.87813	09/23/2021, 00:00:00	Uran	IN	excellent	72.93924
41.50343	12/15/2014, 00:00:00	Newburgh	US	accep	-74.01042
48.78232	05 Mar 2016	Stuttgart	DE	accep	9.17702
26.67319	09/24/2018, 00:00:00	Juhaynah	EG	average	31.4976
-8.66667	2022/07/03	Catende	BR	good	-35.71667
47.48444	2017-04-08	Polohy	UA	good	36.25361
53.5942	07 Dec 2015	Novogrudok	BY	accep	25.8191
48.77644	2022-01-21	Sceaux	FR	accep	2.29026
44.73941	2020-08-16	Rosemount	US	average	-93.12577
52.4089	02/02/2016, 00:00:00	Dobrush	BY	good	31.3237
-7.81667	2018/10/27	Kediri	ID	accep	112.01667
4.73245	2022-01-30	Madrid	CO	acceptable	-74.26419
15.72892	02/16/2017, 00:00:00	Burgos	PH	maintenance	120.57224
47.64995	2013/07/27	Opportunity	US	good	-117.23991
52.41667	2015-07-10	Thetford	GB	accep	0.75
45.9836	06/14/2015, 00:00:00	Cordenons	IT	accep	12.70038
15.45144	02 Feb 2013	Betamcherla	IN	good	78.14797
52.14	06/14/2013, 00:00:00	Barneveld	NL	good	5.58472
14.14989	21 Jun 2019	Calauan	PH	good	121.3152
27.52948	08 Mar 2017	Khairpur Mir’s	PK	excellent	68.75915
40.70995	2012/12/31	Amposta	ES	good	0.57856
-38.65333	2015/06/08	Gisborne	NZ	maintenance	178.00417
-6.48167	2019/07/20	Cibinong	ID	good	106.85417
8.88988	2015/09/25	Veracruz	PA	accep	-79.62603
20.88098	2016/02/04	Parola	IN	good	75.11937
52.66277	31 Aug 2021	Great Wyrley	GB	excellent	-2.01111
10.10649	2022-06-04	Alwaye	IN	accep	76.35484
48.49144	20 Oct 2012	Reutlingen	DE	excellent	9.20427
43.78956	04/02/2014, 00:00:00	Ventimiglia	IT	average	7.60872
7.62789	2017/02/24	Ilesa	NG	accep	4.74161
40.63316	11/17/2020, 00:00:00	Port Richmond	US	maintenance	-74.13653
38.47917	05 Oct 2014	Jumilla	ES	accep	-1.325
