PM10	PAHs	O3	CO	PM2.5	H2CO	SO2	CFCs	NOx	latitude	CH4	TEMP	PRES	NH3	warning	Pb	longitude	C2H3NO5
6.79744	6.13892	10.99967	9.40433	7.73466	73.05849	8.58636	80.95321	8.51677	-34.64167	8.86917	27.55231	1149.02855	7.15148	0.00000	33.69322	-60.47389	0.00472
10.87411	8.50312	7.76134	8.17134	8.75190	67.83823	11.01238	55.86376	8.89448	34.09611	11.42971	5.04839	1071.52276	10.32991	0.00000	63.21141	-118.10583	0.10548
8.24473	6.35392	8.50757	6.96183	11.07708	63.08693	9.30131	57.08803	10.21561	24.96334	9.88363	23.48218	1082.73140	10.64633	1.00000	50.20974	10.18003	0.01022
8.59570	7.93145	8.44219	6.57766	9.26196	44.08848	10.44610	45.27824	10.28213	31.20176	9.76502	28.24373	1121.26221	10.23293	1.00000	28.99321	29.91582	0.01271
8.75143	8.25280	6.52569	9.79153	8.66372	33.80064	10.01186	53.71291	10.50567	57.97472	8.44908	10.98231	1061.01224	11.34155	0.00000	29.67716	33.2525	0.01509
7.25479	7.41518	7.93168	5.92384	10.68879	83.96313	10.98019	56.58277	9.82509	45.99194	10.03953	13.78279	1056.79894	11.03734	1.00000	74.29963	29.41824	0.00521
5.40857	6.57878	6.21607	8.17172	9.22364	49.15270	10.85858	55.48460	9.97551	41.66394	7.81476	19.81476	1136.23406	11.20002	1.00000	24.65682	-83.55521	0.00242
9.69177	5.82372	8.77274	6.70319	10.60796	45.73917	8.62756	52.87150	8.30365	32.9156	8.60761	24.32407	1188.49417	11.00050	1.00000	53.72217	-117.14392	
9.10582	8.85748	11.41777	11.33183	9.55820	42.62809	6.42735	70.72539	8.85232	56.03361	8.48395	12.42977	1148.01484	5.50122	0.00000	48.31894	35.96944	0.02106
6.93787	6.24120	9.12046	8.46536	8.57129	52.92413	9.89782	45.26688	9.29755	34.86472	10.52754	-3.32275	1151.24981	8.45287	1.00000	42.04262	117.55417	0.00388
12.19090	8.30860	9.16827	6.21603	9.69327	60.26032	13.08723	49.53236	7.25060	-21.205	8.51290	5.03708	1180.65679	10.02418	0.00000	44.31935	-41.88778	0.38103
9.10197	8.13882	9.76984	7.96012	8.81160	37.97081	9.45563	58.01250	8.30269	48.98994	6.32969	7.34213	1110.42341	8.93878	1.00000	35.77170	2.1699	0.01992
9.39259	9.59906	10.80892	12.20294	9.16627	65.78709	5.06507	52.77701	10.04357	39.45621	7.52945	3.22679	1100.87791	9.63890	1.00000	77.04793	-77.96389	0.02639
8.98553	7.41388	7.27383	10.41538	8.33761	30.48215	12.31725	69.86421	9.23253	3.02013	8.61788	8.54999	1185.70875	6.45342	0.00000	39.72440	30.91105	0.01744
8.85499	8.01819	8.32243	9.38738	8.47628	50.29990	7.69496	60.60666	9.55252	51.21667	9.20626	11.88915	1052.03219	5.59028	1.00000	25.60085	6.26667	0.01715
8.30043	8.19209	7.69258	9.29524	10.48500	55.98714	9.55391	68.01952	8.11056	33.92946	7.94661	33.09833	1081.79448	9.96340	0.00000	48.30816	-116.97725	0.01040
8.08001	11.89676	8.19064	9.67972	9.72195	58.36242	10.21667	50.98087	8.34282	-6.8048	8.78651	11.03847	1191.02947	12.46005	0.00000	52.46928	110.8405	0.00830
8.89576	10.72461	13.02223	10.64664	8.25816	61.78684	8.97921	55.60873	9.26548	40.65538	9.48342	22.95376	1084.98228	8.51170	1.00000	43.08120	-74.38987	0.01778
6.95075	6.45741	10.17366	10.03375	10.51896	41.08201	7.17450	46.35122	8.11688	37.74615	10.34478	9.87669	1090.03501	7.00994	0.00000	62.33996	-25.66689	0.00544
8.70657	7.08268	6.35767	11.43466	9.98755	62.77270	7.87425	75.94293	8.19084	17.54907	8.41498	27.71093	1119.26047	9.30628	0.00000	40.05175	82.85749	0.01220
15.85023	6.30935	9.54580	3.76209	9.72130	38.46007	13.24536	59.60735	8.25302	0.46005	7.92177	16.56607	1122.19193	9.35074	1.00000	59.85910	34.11169	14.76230
11.05100	6.18253	7.86262	8.55067	7.89449	37.24638	10.14836	68.47083	8.39402	33.45122	8.33920	17.59689	1181.10892	8.85588	0.00000	65.54379	-86.99666	0.12486
7.18602	6.65149	8.23025	7.14293	8.91243	44.42021	10.12929	84.83730	10.06050	45.0408	9.48144	-3.78413	1126.81015	9.85930	1.00000	45.21642	-93.263	0.00574
7.38690	10.09431	10.40433	10.63115	8.40723	52.11219	7.60344	39.78129	9.25965	-33.75881	8.81388	34.49522	1086.38272	6.63071	1.00000	32.86926	150.99292	0.00487
7.65417	9.91259	12.84410	9.27323	9.87618	66.25968	6.32642	66.33286	10.76583	36.20829		30.70334	1127.52619	7.78785	1.00000	37.97413	-115.98391	0.00769
7.25882	12.06401	12.74868	10.51126	7.94336	63.91747	8.28329	43.49568	9.13154	-15.675	10.54694	18.90508	1097.35040	8.58832	1.00000	52.37656	-38.94722	0.00656
8.92051	7.27541	10.04950	11.70777	10.44224	62.70927	6.40934	41.49315	9.60595	54.03876	10.31032	28.79821	1078.61084	7.34008	0.00000	59.87281	43.91385	0.01765
7.98644	11.33109	12.62265	12.19408	9.90997	57.50400	6.37252	55.24015	9.30071	21.59983	10.96072	-0.30129	1117.11051	9.66988	1.00000	52.89414	71.21169	0.00831
6.09029	13.42728		11.10496	10.72794	43.64872	8.78386	80.45033	10.78405	32.42067	9.76517	17.90317	1112.95579	9.38809	1.00000	49.69270	-104.22884	0.00404
7.96393	11.30244	9.71930	9.77587	9.21177	48.81862	8.21923	54.81616	10.11305	51.21187	11.63055	13.44432	1171.98922	5.29786	0.00000	55.29058	4.25633	0.00756
7.02220	11.88322	11.09648	10.75952	9.20911	51.20060	7.93361	71.05291	8.65050	36.92574	10.64751	16.27482	1195.68039	8.27041	1.00000	55.82125	14.72443	0.00553
10.08942	7.38114	5.82498	10.07244	8.52857	53.47675	10.19352	53.60029	10.10041	35.20889	8.69280	2.73414	1091.11376	9.84196	0.00000	37.33229	111.73861	0.04882
7.68046	7.15783	9.18407	11.10109	10.11160	36.53573	7.28317	61.43595	9.42427	43.96222	8.68608	13.18324	1091.85033	10.01056	0.00000	45.25361	43.63417	0.00610
6.72669	9.43093	7.52508	9.59474	9.61449	63.20625	10.48629	72.83429	9.47723	25.92127	10.58860	12.78834	1063.67460	10.18181	0.00000	45.90728	86.79271	0.00422
9.90488	7.57482	8.32980	12.10971	9.99426	69.14867	9.46158	59.50473	7.68257	33.45122	10.46074	15.05428	1082.72844	8.15071	0.00000	43.50403	-86.99666	0.04091
9.81030	9.43309	10.99414	5.17282	9.02819	63.79473	11.79089	45.15402	6.87379	21.59983	9.55974	26.28514	1156.03660	10.35966	1.00000	54.79783	71.21169	0.03897
11.42945	7.78516	6.71152	8.90283	8.28142	32.73735	9.19419	59.89672	9.71327	17.34769	10.39071	0.68193	1167.46392	11.62409	0.00000	39.46310	78.55757	0.18095
7.42548	7.51016	11.14952	10.52854	8.13545	55.58107	7.05209	50.39435	8.25615	41.24255	9.29030	35.06960	1084.15052	7.90062	0.00000	63.72169	-82.61573	0.00710
8.35630	9.41650	8.62106	9.99252	9.28817	42.15393	8.51968	55.05881	9.07811	43.2907	10.02125	19.33848	1190.11446	6.81658	0.00000	29.87780	5.4384	0.00947
6.73412	6.93508	7.24677	7.66867	10.38288	50.94223	10.98425	43.89235	10.44197	48.90982	8.66567	-6.24208	1188.04734	11.32811	1.00000	44.10809	2.45012	0.00355
8.50235	9.58402	7.77632	8.01436	8.75014	64.57789	12.01672	47.61359	8.95039	34.86472	10.14665	17.45352	1119.18413	12.17028	1.00000	53.12181	117.55417	0.01092
8.19336	7.64116	7.72916	5.84891	8.37402	58.73664	10.30725	68.19053	10.72682	31.78336	9.19759	14.03282	1185.85870	9.95233	1.00000	61.47194	35.23388	0.00940
9.16381	10.36367	10.55782	11.20967	9.38597	26.90417	8.00878	52.42174	7.34423	-6.48167	9.33604	19.86644	1192.64433	8.30734	0.00000	45.07266	106.85417	0.01917
5.93102	6.63544	6.60354	7.49113	9.07312	45.32044	10.49491	35.02093	8.23195	33.43443	7.26930	16.89337	1184.90320	10.98031	1.00000	73.07464	-5.22126	0.00406
10.15297	8.84880	11.28409	6.71140	10.13656	57.42357	9.08023	44.41552	7.89472	22.10194	9.04601	3.62660	1156.44140	9.77098	1.00000	40.79610	85.37752	0.05177
8.76465	7.13155	9.04708	7.90959	10.43486	50.39618	9.23990	54.21976	7.59315	13.48082	10.27290	34.51776	1155.16235	11.05963	1.00000	44.96022	-86.58208	0.01502
9.80264	9.10575	6.89188	9.92692	9.67233	65.60385	10.46872	55.02582	7.91273	19.64745	8.90531	25.75499	1059.52825	11.12657	0.00000	36.54699	-102.04897	0.03718
8.53691	9.47062	9.84663	8.60423	8.13442	50.49851	8.19829	55.64716	9.23511	43.11667	8.36946	12.04386	1068.53875	7.41188	1.00000	32.52511	1.6	0.01509
8.11961	8.93491	7.50601	7.73073	11.05624	49.78780	11.48257	41.31301	8.22270	7.83389	9.44277	12.39132	1199.04380	12.16141	1.00000	44.87132	-72.47417	0.00866
8.15679	8.38963	5.96845	8.50346	11.44060	35.27185	11.53262	39.28113	8.43909	4.88441	10.07381	31.30817	1093.26907	11.91297	1.00000	63.85591	101.96857	0.00930
7.36754	10.30918	10.63464	10.48145	8.80643	28.07241	7.18979	37.49801	8.75379	61.72744	8.47889	6.55684	1173.73881	7.16438	1.00000	66.04991	17.10558	0.00561
9.23398	8.31101	7.98374	9.70044	7.93492	44.78598	9.62450	57.60067	10.69467	35	9.81606	9.68087	1136.45696	11.64103	1.00000	42.77624	136.51667	0.02289
6.62807	12.47958	12.17991	12.13649	7.08779	22.62332	7.28971	56.98037	7.76411	43.78956	9.03562	9.63906	1070.78365	10.00545	1.00000	53.59505	7.60872	0.00474
10.42902	8.61714	8.09091	7.67197	9.79959	34.66874	10.08924	74.84093	8.16982	-37.32167	9.18284	12.66276	1076.17116	9.55299	1.00000	55.91562	-59.13316	0.06855
7.04060	10.93968	11.96205	10.68021	9.67714	27.18352	6.78970	53.88585	7.33192	30.16688	9.55694	28.31392	1056.70256	8.34807	1.00000	40.12711	-96.39774	0.00363
8.58704	8.64250	10.16369	11.37616	7.67181	30.42535	4.06024	55.20097	8.96976	11.85	10.39812	17.51237	1052.83296	8.49434	1.00000	31.16582	38.01667	0.01303
10.71183	7.81946	9.32057	9.43878	9.03665	33.16834	9.06641	53.73621	10.27256	53.59337	7.30333	20.90325	1171.40135	12.09478	1.00000	38.64770	9.47629	0.09045
7.07505	8.96640	8.72459	7.07755	8.95512	53.43806	12.77292	50.21082	8.91432	48.8222	10.79142	13.77081	1079.12525	10.81455	1.00000	44.22945	2.12213	0.00439
6.26127	8.08551	8.07531	10.78203	9.40120	63.66535	9.12969	53.41289	9.46683	0.46005	9.11589	6.02665	1065.14440	9.96980	1.00000	49.45664	34.11169	0.00411
8.15196	11.36138	11.83429	11.00076	9.32874	57.34624	8.39098	50.30767	9.99284	27.76056	9.21344	14.77765	1066.10905	9.51343	1.00000	58.04179	-15.58602	0.00780
7.66246	11.62257	11.30078	10.29138	9.85373	51.86127	8.49098	44.91670	10.07183	46.7055	9.26796	2.63427	1139.60184	9.07810	1.00000	38.85087	38.2739	0.00611
7.89560	11.66651	10.34623	12.68051	10.16587	57.93497	7.79385	49.24955	8.74981	49.41029	7.72820	26.31160	1070.00055	10.07629	1.00000	43.68257	38.15035	0.00663
8.58489	9.23910	9.28111	6.66004	8.67105	38.26899	12.80478	37.01604	8.03011	32.9156	8.57507	18.91532	1064.49459	11.15291	1.00000	35.76678	-117.14392	0.01299
8.88608	8.94664	10.91426	11.63768	8.19702	60.00518	5.66211	71.02887	8.66886	37.35813	9.92023	15.33261	1118.27706	8.11893	1.00000	28.68173	-6.03731	0.01711
9.47088	9.74309	10.70465	11.94870	8.50369	54.09941	6.14114	67.34632	8.81654	40.87329	9.00052	28.13039	1071.90929	10.28454	1.00000	29.38991	14.43865	0.02856
8.76791	7.46481	6.91394	6.73482	9.29978	38.93909	9.75125	47.08378	10.45228	-7.81667	8.22798	9.22775	1178.15728	11.59416	1.00000	53.19502	112.01667	0.01490
7.08897	8.10157	11.62194	9.40498	9.22095	67.72575	7.23652	40.22018	9.73413	38.96372	10.13175	16.50490	1096.03413	6.78742	0.00000	51.84852	-76.99081	0.00637
11.03216	6.69373	6.73713	7.97562	9.08102	31.96723	9.58258	61.75183	10.04981	4.88441	9.34295	16.53362	1084.47094	11.58038	0.00000	32.10649	101.96857	0.12211
12.60500	6.15032	6.61795	7.40289	8.80037	43.11168	8.34436	67.64456	9.03823	30.16688	9.87622	-2.45398	1118.08879	13.09065	0.00000	35.70939	-96.39774	0.57896
6.14844	10.91177	8.97445	10.27763	9.27157	35.34271	7.71520	53.99697	9.95712	51.62907	8.86071	8.83694	1107.27248	6.96503	1.00000	30.91927	-0.74934	0.00400
7.14350	12.39546	9.77438	11.42972	8.84569	33.50323	10.87413	42.77922	9.55383	-34.88422	8.72268	15.84842	1135.71957	8.63467	1.00000	42.44030	150.60036	0.00720
11.96954	6.91037	9.96293	7.26952	10.04956	71.55535	10.35614	63.90725	8.81407	40.11583	9.67794	13.11821	1126.55250	8.92771	0.00000	34.19458	67.84222	0.30652
8.03200	7.39245	6.09354	9.63481	9.85564	57.80766	9.03387	71.90975	9.46186	35.21222	9.67678	30.37434	1165.04484	11.75623	1.00000	55.75104	2.31889	0.00775
7.53342	8.04285	6.61516	9.83665	6.82233	51.73561	9.89034	47.97459	10.43266	30.35028	8.58820	7.72421	1076.33679	10.10682	1.00000	47.39812	112.19028	0.00704
8.95190	9.55202	6.54446	10.82089	8.59590	47.08312	11.14187	71.06435	9.23249	-37.32167	9.10438	27.21542	1053.61812	9.10182	0.00000	51.87539	-59.13316	0.01760
8.50181	10.13138	8.99294	11.39107	9.58415	47.38873	8.72391	62.65472	9.79043	58.7002	7.94022	-8.19254	1113.78018	7.73328	1.00000	39.72385	59.4839	0.01234
8.40308	8.78229	9.36811	9.74575	9.19075	40.64005	5.78431	57.63403	9.92295	37.31065	9.76343	19.39187	1124.49423	7.05781	1.00000	34.34684	13.57661	0.01248
9.16371	4.99301	12.16172	11.51241	7.90772	46.26128	5.97435	39.67371	9.28041	10.29085	7.17625	-0.13480	1064.97580	6.30447	0.00000	45.66593	105.75635	0.02058
6.01169	7.99800	11.05455	8.72028	8.92562	38.78056	8.17197	36.38259	9.05504	51.30001	10.79088	3.69532	1146.24107	7.39814	0.00000	36.77592	13.10984	0.00290
8.63658	8.91109	6.91272	7.94117	10.27739	42.20759	13.07020	51.89304	7.88603	-7.73379	7.73286	12.82850	1184.81681	12.21129	1.00000	24.34440	113.69785	0.01273
6.35042	7.24642	11.48052	8.83802	8.97635	67.79885	9.34065	71.39772	10.67143	12.04161	9.29052	5.95208	1114.66053	8.50417	0.00000	63.55605	75.35927	0.00375
7.16918	8.67362	11.06258	9.26020	8.36927	52.86155	7.52085	59.47287	8.53794	-7.73379	7.42686	17.63361	1183.20690	5.63977	0.00000	51.10782	113.69785	0.00612
7.76176		8.85168	9.14208	9.19158	58.59867	10.06227	38.28823	11.59666	40.85158	8.22365	31.21050	1168.00646	6.94111	1.00000	67.32235	122.74754	0.00923
9.36819	9.89237	6.40212	11.57915	9.48461	57.59963	9.59256	42.53772	8.16445	11.8659	7.88130	27.95417	1098.33612	6.81829	0.00000	56.38040	34.3869	0.02648
11.95946	8.47537	7.40158	7.11086	8.84437	46.19313	11.33425	50.18572	8.80279	50.72043	9.39854	24.17186	1062.86493	12.07450	0.00000	45.51258	11.34046	0.30193
5.78171	7.96611	7.69539	8.10514	9.97305	52.84506	12.51756	49.18447	9.18229	6.8485	10.92971	16.78163	1056.04282	9.86965	1.00000	60.82015	3.64633	0.00426
7.95477	6.58373	7.71042	7.22476		52.69758	9.75694	67.90231	10.22023	36.20829	11.16143	8.05553	1150.74655	10.83496	1.00000	60.33398	-115.98391	0.00895
5.56427	12.57013	12.72966	9.97336	8.68609	55.20467	6.43507	44.52430	9.74419	50.23019	10.71321	25.46284	1181.80996	8.52481	1.00000	52.36988	8.77155	0.00204
8.00526	8.87962	10.16982	8.61551	9.22553	66.40192	7.32895	56.83233	8.55351	52.26083	8.00179	-10.36987	1150.17727	5.99045	1.00000	37.12827	7.00417	0.00854
10.38988	8.05594	9.72402	13.63626	8.89216	59.81635	6.81963	73.51820	9.43303	20.22816	10.13682	12.99055	1139.76121	12.63185	0.00000	49.03832	-103.5687	0.06554
6.34569	8.13896	7.59784	8.85544	8.30977	42.41153	11.31539	60.99183	9.56122	28.54944	9.04110	25.61972	1060.49031	11.08290	1.00000	48.79171	-81.77285	0.00481
8.54632	8.37722	10.10805	6.95638	9.12971	50.57339	10.18855	46.38684	9.94911	-22.97056	8.89388	26.22886	1198.08266	9.40835	1.00000	57.82625	-46.99583	0.01208
8.56404	9.44526	9.51722	10.94583	8.51879	57.47565	7.37512	60.24182	9.82173	38.38479	9.29895	8.93784	1060.33753	7.57312	1.00000	55.47036	-0.76773	0.01317
7.90899	7.58396	7.64098	8.55911	9.54828	26.50646	10.48437	40.55750	10.10049	33.92866	10.03583	15.53647	1072.37404	11.33152	1.00000	48.53790	-6.90656	0.00704
8.85707	10.78589	7.88138	6.83687	7.16185	56.07902	12.36536	52.12467	10.31002	10.61285	7.58216	-3.12893	1095.43656	12.41605	0.00000	40.70173	12.19458	0.01607
8.77966	6.15857	7.49262	9.63555	8.48894	49.61835	7.26151	61.56467	9.23502	14.14989	9.05552	15.70425	1074.94741	9.69425	1.00000	39.87837	121.3152	0.01473
10.45966	8.25829	10.36843	4.93267	9.46922	44.91611	10.72387	83.50012	9.76722	31.82539	8.76157	23.60657	1104.16426	9.27681	1.00000	44.58118	72.54064	0.07054
7.97126	10.15310	11.62797	7.86754		39.72300	8.29331	70.13447	9.39820	42.64031	11.39183	13.57664	1136.77407	6.73191	1.00000	54.51167	125.51176	0.00870
7.90541	11.13747	12.08204	10.02586	10.51488	69.40094	8.84175	43.64202	12.88983	37.49073	6.70652	10.63779	1109.07175	7.88009	1.00000	34.60888	-2.77259	0.00838
8.51486	9.25754	10.60547	9.86386	8.37318	48.26129	7.49710	52.82656	6.25763	51.65	9.24154	24.47080	1193.13526	7.11735	1.00000	59.95853	-0.2	0.01097
9.30027	8.81681	9.19033	11.18182	7.68787	60.72008	6.61368	37.78822	8.55214	-28.24	10.63180	27.68858	1061.14890	7.97133	1.00000	39.81462	-48.67028	0.02301
8.11573	10.14171	10.06735	10.01228	8.56920	57.60018	9.75948	40.29620	8.21115	54.48147	11.24989	29.63068	1053.00004	6.86544	0.00000	26.46464	53.47103	0.00971
8.85134	10.47031	10.42837	10.64089	9.96833	61.10070	9.91316	56.27930	10.99503	1.6	9.57842	15.10875	1180.33575	8.22474	1.00000	52.90407	103.81667	0.01648
8.20437	6.67851	10.70673	10.31537	9.45146	44.38678	7.94860	37.45819	7.48094	42.62833	10.60196	9.16018	1142.26195	6.38498	0.00000	41.96495	20.89389	0.01188
6.82928	5.60919	9.73482	9.37480	8.46248	74.18063	7.68533	58.48549	7.19291	44.92801	10.72887	13.75804	1197.29136	6.36181	0.00000	57.91158	4.8951	0.00607
9.20421	8.38313	11.90861	8.18083	10.89261	49.06665	6.80246	31.44878	8.68604	-20.87306	7.98820	-0.20102	1056.10621	6.42901	1.00000	60.63339	-48.29694	0.02320
8.15332	7.88078	8.41097	10.03235	7.91605	53.80173	9.85382	40.99936	9.47816	-21.98333	9.30355	9.97649	1057.33419	7.09717	0.00000	51.51253	16.91667	0.01016
7.24402	8.87357	7.66198	8.58740	7.28255	46.86383	10.73219	45.08431	10.11159	30.16688	11.10434	14.93565	1193.40647	10.28960	1.00000	38.58307	-96.39774	0.00625
11.66109	6.04503	8.72243	7.40667	9.16304	53.90956	10.86642	66.11686	10.16353	43.61058	9.55033	13.45936	1148.31262	7.98842	0.00000	24.35483	1.33467	0.22753
7.19774	7.64326	6.69961	8.12880	8.91115	42.48568	10.78981	76.87744	9.53808	21.01858	8.45989	12.19123	1082.12525	11.42512	0.00000	52.80433	-101.2591	0.00477
15.59777	4.51377	9.84238	4.26246	9.54548	60.02118	9.14139	29.34694	10.13875	43.50891	9.08330	19.43012	1136.94575	10.72889	0.00000	46.60079	16.43915	11.46838
8.88800	9.52910	8.77864	10.76254	9.19465	32.09873	9.61498	34.02343	9.71147	52.26083	9.38716	15.90168	1104.08697	7.32082	1.00000	58.36732	7.00417	0.01675
7.54158	6.97447	10.17572	10.57508	9.47418	47.71642	7.20912	42.41282	8.85481	17.34769	8.53259	-1.67238	1069.44617	7.97754	0.00000	39.89235	78.55757	0.00657
8.61722	8.34326	10.17522	10.45516	9.05772	43.98865	9.16448	43.75397	9.04009	40.82232	8.25956	17.13272	1060.31450	6.20129	0.00000	41.20843	-74.15987	0.01361
9.79064	8.06145	7.50904	5.85148	9.02952	66.01896	11.70251	52.48043	9.84267	-34.64167	9.81426	32.62142	1114.38581	11.06169	0.00000	39.37501	-60.47389	0.03734
6.66104	7.47663	9.14305	8.39756	10.44474	40.45149	11.24299	56.41499	10.11352	42.64031	11.36457	16.43933	1097.72982	5.59850	0.00000	61.47264	125.51176	0.00416
3.02344	7.69375	5.33036	7.18836	10.06213	40.90339	14.18303	59.84508	9.32759	32.05971	9.02783	19.26430	1081.13544	10.43496	1.00000	38.98994	34.8732	0.00317
7.80205	10.33641	11.06796	11.35590	9.40388	47.70647	6.06309	39.03830	10.79648	17.54907	9.73314	25.17209	1122.33162	8.82551	1.00000	59.76895	82.85749	0.00784
6.31441	12.60916	10.52753	13.38221	9.89006	60.52124	7.41891	52.59676	7.59367	36.20829	9.04828	17.45776	1183.76002	9.86564	1.00000	54.55666	-115.98391	0.00322
6.25373	8.04260	8.95929	7.62175	8.79450	40.98088	11.44664	34.96434	9.89613	27.71809	8.21224	6.93509	1145.76180	10.18401	1.00000	42.34331	-82.35176	0.00518
11.12369	7.90446	9.48858	10.52120	8.76947	41.34409	8.04068	33.80881	8.30663	50.23019	8.11327	5.91257	1160.79678	8.45233	1.00000	53.79730	8.77155	0.13380
7.97701	7.92539	6.87110	8.09158	10.94363	66.16663	10.31612	37.43097	9.29622	53.14657	9.52724	16.93410	1054.29987	11.20448	1.00000	41.30035	140.72287	0.00803
6.26007	10.78339	11.66598	8.85868	7.82031	50.02543	7.46693	50.71689	8.09574	36.81667	8.63091	3.84133	1199.99669	6.48038	1.00000	75.61079	117.81667	0.00506
5.26338	10.53675	8.75183	9.16562	11.52368	51.85327	10.16626	48.69271	7.09143	55.25	8.24935	14.31726	1199.01454	9.92333	0.00000	34.21452	24.75	0.00299
5.89690	6.04732	5.73304	9.21270	9.63439	45.58442	9.64673	73.15983	9.88060	46.23899	9.81495	19.20141	1092.99419	9.78680	1.00000	72.48495	-63.13414	0.00406
10.16265	7.90715	9.07250	6.80313	10.81005	55.69618	9.14279	73.34335	9.47377	22.49396	9.03830	17.27259	1065.78002	10.32823	1.00000	47.64194	-105.36369	0.05120
9.89296	7.84257	10.35332	5.71760	8.14700	63.88075	12.50424	64.21292	8.33601	14.37395	8.99638	18.77773	1108.75924	7.91748	0.00000	27.03869	100.48528	0.04044
7.56166	7.48930	11.16727	10.57389	8.57748	56.05546	7.11110	31.49355	10.31814	43.1009	7.90746	4.38249	1075.51711	8.05674	0.00000	55.40725	-75.23266	0.00647
12.80890	6.26911	7.35146	8.51031	10.11450	56.06202	7.95102	29.25001	8.92147	50.88506	9.32210	24.46941	1085.33688	11.27532	0.00000	30.88843	4.07601	0.70699
8.33248	6.52816	7.20100	10.14214	9.63401	47.49614	8.20406	53.29486	9.21247	47.90771	9.88157	12.42758	1080.58234	9.12703	0.00000	63.80404	106.88324	0.01078
7.62944	8.12421	10.29366	10.75391	10.72772	67.29070	6.63606	40.95430	9.33134	53.59337	10.95773	23.78969	1187.09437	8.72065	0.00000	32.92010	9.47629	0.00641
8.09941	6.71394	13.33193	11.33212	8.34593	48.29292	5.65797	73.10966	9.98757	36.76775	7.18334	14.88704	1146.14693	9.79380	0.00000	38.73687	2.95924	0.00859
7.95514	10.44589	6.65268	11.10529	7.33885	55.66048	10.68339	56.73707	9.02428	51.03427	10.32280	22.10566	1152.51124	10.78967	0.00000	53.62009	5.37429	0.00764
7.29013	8.31773	9.40584	6.87036	7.23483	50.32284	11.27664	59.37567	9.75849	44.92934	8.57601	11.05487	1131.26674	9.28764	1.00000	49.42924	37.99117	0.00335
9.64683	10.61339	9.52995	9.43653	10.49914	28.42866	11.40574	72.30402	8.53298	23.18	9.86142	1.13677	1122.33594	10.09525	1.00000	48.46346	88.58	0.03170
8.24073	7.42600	10.09685	4.10919	10.45452	38.86420	11.41442	35.11331	9.75222	36.27462	10.19855	31.73456	1050.93148	8.47979	1.00000	72.25902	4.85668	0.01036
6.35787	6.59737	11.14503	8.32220	8.86289	45.59835	8.96405	54.49614	11.76847	35.88264	9.83023	7.64619	1175.37330	5.17929	0.00000	63.38336	-80.08199	0.00302
11.64702	5.16533	7.44516	7.01911	10.21608	63.53894	8.50144	74.57771	9.00682	-28.44917	8.20349	-0.84080	1051.86956	10.78714	0.00000	65.06558	-52.2	0.22258
7.86920	8.33176	9.05628	8.30101	8.25764	61.48756	10.86283	60.17572	10.86197	25.92127	8.32740	17.94504	1102.04882	9.63930	1.00000	50.15210	86.79271	0.00647
9.32370	7.46850	6.17639	8.69416	10.58866	45.72924	11.75629	64.46766	7.49506	-21.98333	8.70169	22.21915	1050.85311	8.67059	0.00000	69.84746	16.91667	0.02284
8.71870	8.52331	8.01588	5.90764	8.71721	24.91048	10.89324	48.66337	8.49239	-6.48167	8.64570	14.52361	1050.44077	10.87618	1.00000	26.44795	106.85417	0.01626
11.29608	8.01119	6.97504	7.39041	8.60175	36.19313	9.81639	72.38143	10.50539	43.82634	10.28032	33.17155	1123.54589	13.48289	0.00000	27.44184	144.09638	0.15897
6.38598	12.98669	11.42589	12.30358	9.34148	55.97709	7.89179	53.08482	9.31248	42.55308	9.38362	22.62816	1147.79344	9.55913	1.00000	42.32730	-87.93341	0.00461
7.64942	7.21403	8.42796	8.30325	8.15076	32.72613	10.45691	69.89727	8.52890	53.77166	9.48136	21.05782	1191.34917	10.66889	1.00000	45.49236	38.12408	0.00651
8.02667	5.91363	11.53016	10.14009	9.26320	42.46437	7.57870	60.67269	9.62964	59.80917	9.79323	12.16784	1055.10769	5.78472	0.00000	38.68374	30.38167	0.00890
7.49389	7.03593	9.15232	10.07141	10.01477	24.47547	9.04482	53.86810	9.32334	43.86682	8.88353	12.24364	1095.15462	9.02814	0.00000	46.06328	-79.2663	0.00884
11.39209	9.26193	7.61949	9.06184	9.33401	57.30018	8.53656	68.87566	8.86474	37.51803	8.70893	3.70711	1160.30433	11.14668	1.00000	37.47739	15.00913	0.17542
9.64418	7.29361	8.18345	5.82434	8.78893	23.18921	9.36119	58.32397	7.31897	51.38673	7.83679	6.54645	1116.48595	10.14052	1.00000	50.82392	0.30367	0.03329
13.50123	5.55600	9.44990	6.01590	9.16919	61.19999	9.11632	78.79784	9.30038	25.92127	7.35726	1.71807	1160.48752	10.72558	0.00000	60.52382	86.79271	1.41042
9.65404	8.07638	6.98349	9.37334	7.17486	61.11357	8.71747	64.58149	8.39031	50.88506	9.22286	19.24887	1117.40784	10.62494	1.00000	37.86837	4.07601	0.03450
6.96071	12.15373	10.06284	11.68492	9.65791	51.89743	10.11888	54.23754	9.26787	41.9001	8.95570	17.89781	1062.76643	8.23606	1.00000	47.24004	-71.08977	0.00447
7.87552	8.31427	7.91974	9.28803	9.65077	75.75510	10.30921	67.18036	9.56073	14.95472	9.04760	15.69843	1138.39140	10.17200	1.00000	50.17467	120.89694	0.00549
