code	revision	longitude	latitude	station	QoS
IN	03/28/2015, 00:00:00	86.51499	23.1959	Kenda	average
FR	2013-02-28	1.6	43.11667	Pamiers	average
BA	02 Jan 2013	19.21437	44.75874	Bijeljina	accep
PT	30 Sep 2016	-25.66689	37.74615	Ponta Delgada	accep
BR	05 Dec 2020	-52.2	-28.44917	Marau	excellent
CN	07/03/2016, 00:00:00	117.55417	34.86472	Zaozhuang	good
ES	08/12/2015, 00:00:00	-1.86343	38.10558	Caravaca	average
DE	2016/05/24	9.47629	53.59337	Stade	accep
IT	06/15/2018, 00:00:00	9.32241	44.31771	Chiavari	excellent
PE	01/16/2017, 00:00:00	-76.70944	-11.94306	Chosica	average
BR	07/03/2014, 00:00:00	-41.45861	-4.42472	Pedro II	average
IN	05/22/2018, 00:00:00	78.40102	27.9247	Chharra	maintenance
IN	12/26/2016, 00:00:00	91.61356	26.44931	Rangia	building
BG	15 Nov 2013	24.71204	41.57439	Smolyan	excellent
BR	07/21/2018, 00:00:00	-37.93278	-11.48472	Rio Real	average
BE	2015/12/14	4.07601	50.88506	Denderleeuw	excellent
FR	22 Nov 2020	2.12213	48.8222	Le Chesnay	average
IN	2019/06/06	85.37752	22.10194	Barbil	average
JP	01/02/2014, 00:00:00	135.21667	35.06667	Sasayama	excellent
TH	11/29/2020, 00:00:00	99.89166	15.46063	Thap Than	maintenance
HR	2022/07/19	16.43915	43.50891	Split	excellent
DE	11/11/2021, 00:00:00	8.64409	48.07667	Trossingen	good
MA	2019/04/11	-5.22126	33.43443	Azrou	excellent
IN	06/25/2016, 00:00:00	78.55757	17.34769	Lal Bahadur Nagar	average
IN	27 Apr 2018	71.21169	21.59983	Amreli	average
US	20 Apr 2022	-74.15987	40.82232	Nutley	maintenance
BR	2012/11/22	-51.87389	-23.44361	Sarandi	good
DE	2018-06-14	10.5511	52.47774	Gifhorn	excellent
PL	2018-05-24	16.86194	54.58048	Ustka	excellent
PH	18 Jul 2021	122.9666	10.7375	Talisay	good
TR	21 Jan 2020	34.37389	40.1675	Sungurlu	accep
IQ	12/24/2017, 00:00:00	44.02488	32.61603	Karbala	building
UG	11/22/2016, 00:00:00	30.91105	3.02013	Arua	building
IN	06 Mar 2017	76.56719	24.41288	Aklera	average
US	2022/05/22	-74.13653	40.63316	Port Richmond	accep
GB	2018-10-13	-1.5443	50.75767	Lymington	excellent
US	26 Jun 2018	-82.90375	32.54044	Dublin	good
DO	07 Apr 2017	-71.10077	18.20854	Santa Cruz de Barahona	accep
US	2017-02-11	-87.71255	41.84364	South Lawndale	good
IN	2020-11-18	79.41727	12.25282	Gingee	average
CN	11/26/2016, 00:00:00	117.81667	36.81667	Zhoucun	building
RU	09/13/2019, 00:00:00	60.70278	55.75556	Ozersk	good
ES	15 Dec 2019	2.35739	41.63976	Cardedeu	average
US	25 Feb 2022	-74.38987	40.65538	Scotch Plains	maintenance
FI	03/21/2019, 00:00:00	24.95034	60.18427	Kallio	average
GH	2013/09/29	-2.31938	6.46346	Bibiani	building
DE	2015/07/16	9.5586	54.52156	Schleswig	average
FR	25 Nov 2017	-0.59543	44.80477	Talence	average
RU	09/11/2020, 00:00:00	38.12408	53.77166	Bogoroditsk	accep
NG	2014-11-11	4.52514	12.74482	Argungu	accep
SE	09/01/2022, 00:00:00	17.10558	61.72744	Hudiksvall	good
NL	2018/07/05	5.74861	52.71083	Emmeloord	good
US	2015/11/05	-83.55521	41.66394	Toledo	accep
DE	18 Jan 2018	8.77155	50.23019	Karben	average
CF	21 Apr 2021	15.87735	4.94273	Carnot	average
CN	2018/11/25	111.50861	32.54278	Danjiangkou	excellent
FR	2018/10/06	4.86667	45.51667	Vienne	average
CN	03/04/2021, 00:00:00	122.74754	40.85158	Haicheng	building
US	01 May 2015	-104.22884	32.42067	Carlsbad	building
IT	2021-06-12	12.70038	45.9836	Cordenons	good
US	2017/07/23	-104.83192	39.72943	Aurora	good
SE	2015/06/24	17.10558	61.72744	Hudiksvall	building
JP	2015/08/10	135.21667	35.06667	Sasayama	accep
ID	2012-12-08	113.69785	-7.73379	Besuki	maintenance
ID	23 Nov 2012	110.8405	-6.8048	Kudus	good
US	24 Jan 2018	-84.23381	33.54428	Stockbridge	accep
MX	13 Oct 2012	-97.35992	19.8173	Teziutlan	building
AZ	08/26/2013, 00:00:00	45.36561	41.09246	Qazax	building
TN	2017/05/29	9.37082	36.08497	Siliana	accep
IR	2021/07/19	51.49621	36.64852	Nowshahr	average
PH	2015/02/13	121.3152	14.14989	Calauan	excellent
IN	2016/12/09	74.4818	30.21121	Malaut	maintenance
DE	09/07/2019, 00:00:00	9.85	53.63333	Halstenbek	excellent
US	2021-11-19	-83.55521	41.66394	Toledo	maintenance
US	04/06/2021, 00:00:00	-72.97261	43.61062	Rutland	maintenance
PH	2021-11-23	122.9666	10.7375	Talisay	excellent
PK	08 Oct 2015	68.21204	27.55898	Larkana	accep
UA	2021-03-04	38.15035	49.41029	Svatove	average
DZ	2018/09/21	3.47717	36.76639	Boumerdas	accep
RU	2017-12-10	59.4839	58.7002	Kachkanar	good
DZ	01 Jan 2021	4.08282	36.61954	Beni Douala	average
IN	2020/06/21	85.94001	25.49043	Teghra	excellent
TR	01/21/2016, 00:00:00	29.26639	37.58105	Serinhisar	building
FR	2017/03/12	8.73812	41.91886	Ajaccio	good
US	06/22/2021, 00:00:00	-111.78903	33.35283	Gilbert	good
US	2013-07-13	-95.36969	35.74788	Muskogee	excellent
RU	03/19/2014, 00:00:00	37.99117	44.92934	Krymsk	excellent
BA	2017/01/06	19.21437	44.75874	Bijeljina	accep
AU	2020/01/05	150.60036	-34.88422	Nowra	maintenance
DE	2021-02-13	13.10984	51.30001	Oschatz	excellent
IN	2012-11-21	91.00632	26.32293	Barpeta	average
JP	2018-02-10	139.07204	36.24624	Fujioka	excellent
RU	05 Nov 2015	53.47103	54.48147	Oktyabr’skiy	average
GB	20 Mar 2019	0.93333	52.68333	East Dereham	maintenance
US	2018/10/14	-87.65644	41.80753	New City	acceptable
GB	2017-04-22	-1.08593	50.79205	Southsea	accep
US	04/10/2013, 00:00:00	-87.65644	41.80753	New City	accep
IN	2022/01/26	77.70636	28.98002	Meerut	average
IT	26 Dec 2015	13.57661	37.31065	Agrigento	building
GB	21 Oct 2015	-1.29772	50.76306	Cowes	building
KR	2022/02/04	126.665	36.6009	Hongseong	average
RU	22 Jan 2017	37.49338	55.62047	Tyoply Stan	good
US	07/16/2014, 00:00:00	-117.79394	33.76446	North Tustin	accep
US	08 Dec 2013	-88.3162	42.24113	Crystal Lake	maintenance
ID	20 Aug 2013	112.01667	-7.81667	Kediri	good
BR	2019/12/23	-41.88778	-21.205	Itaperuna	accep
PH	2019-09-25	122.8637	9.3337	Santa Catalina	average
US	11/15/2013, 00:00:00	-93.263	45.0408	Columbia Heights	maintenance
GB	2015-09-14	0.93333	52.68333	East Dereham	excellent
US	15 Aug 2018	-122.24092	47.4943	Bryn Mawr-Skyway	average
US	23 Dec 2017	-86.99666	33.45122	Hueytown	average
AU	2020/04/07	150.99292	-33.75881	Baulkham Hills	building
GB	29 Aug 2014	1.26738	51.84819	Walton-on-the-Naze	excellent
DE	2017/09/02	12.16179	48.52961	Landshut	accep
US	2013-05-18	-122.24064	47.80527	Bothell West	average
IN	09/26/2019, 00:00:00	86.59509	26.11527	Supaul	excellent
MA	2021-07-24	-2.16	34.31	Jerada	good
IN	2014-07-11	78.55757	17.34769	Lal Bahadur Nagar	building
ES	06 Jan 2020	-0.18333	38.96667	Gandia	accep
NG	09/25/2017, 00:00:00	3.64633	6.8485	Shagamu	accep
DE	2022-01-15	9.47629	53.59337	Stade	maintenance
PK	11/08/2013, 00:00:00	72.54064	31.82539	Sillanwali	accep
JP	05/08/2019, 00:00:00	138.89585	36.33011	Annaka	accep
ID	2014-10-10	101.44167	0.51667	Pekanbaru	excellent
US	10/31/2013, 00:00:00	-83.2321	33.08014	Milledgeville	accep
US	20 Apr 2017	-82.07842	26.91756	Punta Gorda Isles	average
PH	02/08/2016, 00:00:00	122.9666	10.7375	Talisay	maintenance
MY	07/04/2015, 00:00:00	101.96857	4.88441	Gua Musang	excellent
JP	2021-07-09	141.95	39.46667	Yamada	excellent
BR	2016-06-17	-35.71667	-8.66667	Catende	good
IN	2016/01/07	71.57737	21.53889	Gariadhar	good
ID	2015/03/04	112.01667	-7.81667	Kediri	accep
RU	2019-05-18	46.04833	51.40944	Privolzhskiy	excellent
RU	2013-07-27	43.63417	43.96222	Novopavlovsk	accep
ID	2012-11-24	110.8405	-6.8048	Kudus	good
JP	2014/11/26	139.6853	35.815	Shimotoda	excellent
UY	2020-04-20	-56.52361	-33.38056	Durazno	excellent
BR	22 Sep 2022	-49.27306	-25.42778	Curitiba	maintenance
US	2013/05/27	-80.31727	25.67927	Kendall	good
GB	2012/11/08	0.93333	52.68333	East Dereham	good
JP	2014-08-03	140.11667	37.56667	Inawashiro	accep
US	2017-03-01	-120.93549	37.73604	Riverbank	accep
JP	15 Feb 2019	142.45778	44.35056	Nayoro	average
IT	2016/08/28	12.70038	45.9836	Cordenons	excellent
GB	05/20/2017, 00:00:00	-5.53715	50.11861	Penzance	good
PE	22 Apr 2021	-76.70944	-11.94306	Chosica	accep
IN	2021-03-11	73.06784	25.13915	Sheoganj	good
US	2022-06-13	-94.74049	32.5007	Longview	building
GB	15 Apr 2020	-2.09814	57.14369	Aberdeen	accep
ES	2016/06/02	3.1631	41.91738	Palafrugell	average
IN	2012-12-01	77.24779	10.58806	Udumalaippettai	average
US	2014/02/10	-81.26367	28.90054	Deltona	average
NL	09 Jun 2014	4.47124	51.95838	Schiebroek	excellent
BR	2019-07-01	-35.71667	-8.66667	Catende	good
US	2017-07-01	-97.54667	30.5427	Hutto	good
PK	2015-11-01	71.57118	32.87533	Daud Khel	maintenance
BE	01 Jun 2021	5.37429	51.03427	Houthalen	good
NG	03/28/2014, 00:00:00	5.06258	7.50251	Igbara-Odo	excellent
US	2013-06-29	-74.38987	40.65538	Scotch Plains	building
GE	2022-09-18	41.77921	41.82143	Kobuleti	accep
AU	2022-07-11	152.70493	-25.54073	Maryborough	good
KR	12/04/2012, 00:00:00	128.62667	34.8825	Sinhyeon	average
FR	11/04/2012, 00:00:00	1.6	43.11667	Pamiers	excellent
CD	2018-09-18	24.99798	-8.73508	Kamina	good
ID	2013/10/14	114.33333	-8.43333	Muncar	good
ID	2016-05-11	101.44167	0.51667	Pekanbaru	average
RU	2021-10-15	53.47103	54.48147	Oktyabr’skiy	average
AU	20 Jan 2021	146.05093	-34.28853	Griffith	accep
FR	07/14/2014, 00:00:00	5.4384	43.2907	Marseille 11	average
JP	14 Jun 2015	135.31667	34.25	Iwade	accep
SV	2020/08/08	-89.71472	13.73417	Sonzacate	excellent
RU	01 Feb 2022	46.5813	54.8421	Alatyr’	good
XK	2014/10/08	20.89389	42.62833	Glogovac	average
CN	06/17/2015, 00:00:00	130.57211	45.75279	Boli	average
CN	01/17/2021, 00:00:00	113.82465	23.29549	Licheng	good
CN	07 Feb 2014	117.55417	34.86472	Zaozhuang	excellent
AU	10 Jan 2018	115.88782	-32.05251	Willetton	excellent
BD	2015-08-22	91.84128	22.83957	Manikchari	good
NG	25 Apr 2013	12.19458	10.61285	Biu	good
AU	2015-02-08	146.05093	-34.28853	Griffith	average
CN	12/25/2018, 00:00:00	130.57211	45.75279	Boli	average
CN	06/10/2015, 00:00:00	120.82747	37.30553	Zhuangyuan	accep
BR	2014/12/18	-44.31389	-19.7625	Esmeraldas	accep
MY	18 Nov 2014	101.02083	4.02219	Teluk Intan	excellent
US	2015/04/24	-88.70464	34.25807	Tupelo	average
CU	03/15/2015, 00:00:00	-80.58556	22.98212	Corralillo	good
TZ	2021/12/10	37.00438	-7.60361	Kidodi	excellent
IN	22 Jul 2018	75.35927	12.04161	Talipparamba	accep
BR	2019-11-04	-49.27306	-25.42778	Curitiba	average
UG	2020-12-10	30.98551	2.41669	Paidha	accep
BR	28 Jan 2022	-39.25	-12.91667	Muritiba	average
PL	2018/06/05	18.30056	50.5107	Strzelce Opolskie	good
IN	10 Aug 2021	88.58	23.18	Aistala	average
LK	08/28/2022, 00:00:00	79.87116	6.84019	Dehiwala-Mount Lavinia	average
DE	2019-12-31	10.18527	47.98372	Memmingen	accep
CO	2019/12/23	-75.87877	5.6561	Andes	good
DE	2012/11/23	9.17702	48.78232	Stuttgart	excellent
DE	07/04/2015, 00:00:00	10.5511	52.47774	Gifhorn	average
CA	18 Dec 2017	-73.86586	45.43341	Beaconsfield	accep
DE	13 Sep 2015	13.10984	51.30001	Oschatz	good
RU	25 Jan 2016	35.96944	56.03361	Volokolamsk	excellent
KE	2021-08-30	36.36339	0.03813	Nyahururu	average
US	2017-09-11	-122.2608	38.17492	American Canyon	average
AT	04/06/2013, 00:00:00	15.46667	47.05	Sankt Peter	excellent
US	12/11/2014, 00:00:00	-77.55777	37.52487	Bon Air	good
SK	04/24/2015, 00:00:00	17.8031	48.43174	Hlohovec	accep
IT	29 Jan 2020	7.60872	43.78956	Ventimiglia	accep
RU	06/23/2021, 00:00:00	76.92421	60.97944	Izluchinsk	average
US	13 Feb 2016	-77.55777	37.52487	Bon Air	accep
BR	2017/06/09	-48.52333	-0.71667	Soure	maintenance
IN	27 Nov 2013	85.94001	25.49043	Teghra	maintenance
BR	23 Oct 2018	-47.53028	-22.45667	Santa Gertrudes	average
DE	2021-06-07	8.63333	52.2	Kirchlengern	accep
IN	2018-06-08	85.83636	25.66795	Dalsingh Sarai	good
JP	08/05/2022, 00:00:00	139.6853	35.815	Shimotoda	average
US	2016-03-19	-77.70066	43.16547	Gates-North Gates	maintenance
BD	2016-08-14	89.11943	23.9028	Kushtia	building
US	04/03/2021, 00:00:00	-73.0515	41.55815	Waterbury	accep
ES	2017/08/02	2.35739	41.63976	Cardedeu	accep
BE	2017-10-26	4.21372	51.12794	Temse	accep
ES	08 Jun 2020	-15.58602	27.76056	Maspalomas	average
ML	2014/11/02	-8.07257	12.74409	Kati	good
RU	2019/08/30	46.10925	43.35071	Gudermes	maintenance
IN	07/12/2014, 00:00:00	71.21169	21.59983	Amreli	good
PK	24 May 2019	68.88871	25.95533	Jhol	maintenance
CZ	31 Dec 2019	13.63617	50.50301	Most	good
CO	29 Oct 2020	-74.26419	4.73245	Madrid	average
IR	06 Feb 2018	48.26258	33.86419	Aleshtar	accep
IT	21 May 2018	12.84052	45.78071	Portogruaro	maintenance
MY	2015-10-12	101.02083	4.02219	Teluk Intan	building
DE	2014-01-07	8.51667	51.88333	Verl	building
NL	2017/10/25	4.47124	51.95838	Schiebroek	excellent
DE	2013-12-27	11.18709	48.73218	Neuburg an der Donau	building
GB	21 May 2020	-4.0573	55.82737	Viewpark	good
FR	05/07/2015, 00:00:00	2.1699	48.98994	Herblay	maintenance
IR	03/13/2013, 00:00:00	51.0193	35.6803	Shahre Jadide Andisheh	accep
NG	2019-01-10	4.74161	7.62789	Ilesa	building
IN	2013-03-02	78.55757	17.34769	Lal Bahadur Nagar	maintenance
US	2018/11/25	-118.25508	34.14251	Glendale	good
US	11/17/2019, 00:00:00	-90.10674	29.84576	Estelle	building
CN	11 Feb 2021	117.81667	36.81667	Zhoucun	maintenance
US	2013/06/10	-72.86843	41.27621	East Haven	average
DE	23 Feb 2013	8.4493	50.09019	Hofheim am Taunus	average
CN	05/23/2020, 00:00:00	117.65694	36.19278	Laiwu	average
US	03/11/2013, 00:00:00	-82.32483	29.65163	Gainesville	average
US	01/31/2019, 00:00:00	-84.67837	34.06635	Acworth	building
CO	18 Nov 2021	-73.26022	6.46838	Socorro	accep
SD	2020-09-20	34.3869	11.8659	Ar Ruseris	maintenance
CN	11 Sep 2014	114.68333	23.73333	Heyuan	average
US	2013-10-23	-116.97725	33.92946	Beaumont	good
BR	03 Dec 2017	-48.52333	-0.71667	Soure	excellent
MX	04 Mar 2022	-94.91386	17.94979	Acayucan	accep
TR	2019-07-08	37.3825	37.05944	Gaziantep	maintenance
NL	2019-05-05	5.2875	51.65333	Vught	acceptable
US	12/20/2015, 00:00:00	-120.93549	37.73604	Riverbank	maintenance
US	2021/12/22	-73.95097	40.72371	Greenpoint	good
US	2017-02-17	-74.38987	40.65538	Scotch Plains	maintenance
PK	01 May 2018	70.96699	30.46907	Kot Addu	building
TZ	27 Aug 2015	38.66667	-6.25	Mvomero	building
IN	11/29/2013, 00:00:00	88.18466	22.19303	Diamond Harbour	good
CU	07/09/2014, 00:00:00	-82.00919	23.04419	Jaruco	excellent
CN	17 Apr 2014	123.50266	41.94175	Hushitai	good
MX	2019/01/11	-97.35992	19.8173	Teziutlan	excellent
JP	07/18/2013, 00:00:00	138.31667	36.65	Suzaka	excellent
MT	20 Mar 2018	14.51472	35.89972	Valletta	building
BR	2015/06/05	-46.99583	-22.97056	Valinhos	building
GB	2014/12/17	-2.1875	51.26	Westbury	excellent
PH	2020/10/06	123.33471	8.56697	Dipolog	building
ID	14 Jul 2016	113.69785	-7.73379	Besuki	building
CD	2017/02/05	29.47306	0.49113	Beni	good
ID	03/26/2020, 00:00:00	110.71639	-7.54972	Ngemplak	good
PK	07/30/2013, 00:00:00	72.54064	31.82539	Sillanwali	excellent
US	2021/08/30	-78.04471	34.25628	Leland	good
RU	11/09/2014, 00:00:00	59.4839	58.7002	Kachkanar	accep
GB	2020/06/15	-0.29825	51.39148	Surbiton	good
RU	2018-12-03	111.4834	65.93381	Aykhal	good
US	2017/09/07	-111.99633	40.65995	Kearns	excellent
PS	12/15/2014, 00:00:00	35.23388	31.78336	East Jerusalem	building
US	10/28/2021, 00:00:00	-77.4286	39.00622	Sterling	maintenance
DE	14 May 2022	6.26667	51.21667	Schwalmtal	maintenance
US	2014-11-27	-84.67837	34.06635	Acworth	excellent
JP	2019-04-22	136.13108	34.75856	Ueno-ebisumachi	building
BE	06/08/2021, 00:00:00	4.07601	50.88506	Denderleeuw	accep
CN	04/10/2019, 00:00:00	111.73861	35.20889	Changzhi	average
RU	2022/04/06	89.20083	55.54028	Sharypovo	maintenance
US	28 Mar 2022	-118.25508	34.14251	Glendale	accep
KR	01/17/2022, 00:00:00	128.63083	36.82167	Eisen	average
KR	2013-05-04	128.62667	34.8825	Sinhyeon	average
IN	30 Oct 2021	75.92694	14.46693	Davangere	maintenance
CH	04/15/2021, 00:00:00	6.10237	46.18396	Onex	good
US	05/28/2018, 00:00:00	-116.21677	33.7207	Indio	average
IN	10/26/2020, 00:00:00	72.68533	22.75218	Kheda	maintenance
MX	2022/09/17	-89.66123	21.28306	Progreso	maitennce
RU	2016/02/17	38.02486	55.64776	Malakhovka	maintenance
DE	2022-04-05	8.4493	50.09019	Hofheim am Taunus	good
IT	01/06/2013, 00:00:00	12.70038	45.9836	Cordenons	good
DE	24 Dec 2018	8.96317	48.35149	Hechingen	good
KR	03/02/2019, 00:00:00	127.08472	36.20389	Nonsan	maintenance
UA	18 Aug 2020	32.6178	46.65581	Kherson	accep
RU	03/14/2018, 00:00:00	83.62389	53.30972	Novosilikatnyy	excellent
CN	2021/11/27	117.55417	34.86472	Zaozhuang	excellent
AZ	11/27/2021, 00:00:00	45.36561	41.09246	Qazax	average
IN	2015-03-26	85.83334	20.88197	Bhuban	average
BR	12/27/2017, 00:00:00	-38.94722	-15.675	Canavieiras	accep
IN	2019-05-08	85.83636	25.66795	Dalsingh Sarai	maintenance
PK	2021/03/25	68.11759	26.9423	Tharu Shah	accep
RU	2014/08/23	60.70278	55.75556	Ozersk	average
PH	2015-03-14	124.3697	9.6531	Jagna	excellent
IN	2020/02/01	75.35927	12.04161	Talipparamba	average
CN	06/08/2021, 00:00:00	120.74221	31.64615	Changshu City	accep
RU	04/25/2016, 00:00:00	37.56667	55.85	Likhobory	average
DE	04/27/2015, 00:00:00	7.2278	50.64336	Bad Honnef	maintenance
GB	2016-01-17	-3.05	53.81667	Blackpool	building
IL	03/07/2020, 00:00:00	34.86563	31.92923	Ramla	excellent
CN	08 May 2019	86.00214	46.51872	Hoxtolgay	average
GB	2018-09-29	-0.76667	53.38333	Gainsborough	maintenance
US	2022/07/09	-87.93341	42.55308	Pleasant Prairie	building
FR	12 Sep 2016	5.16108	48.77275	Bar-le-Duc	excellent
CU	21 Aug 2016	-82.4017	23.0072	Boyeros	good
AU	05/03/2018, 00:00:00	146.05093	-34.28853	Griffith	excellent
IT	2019-10-20	8.88104	45.79377	Malnate	accep
MX	17 Jan 2021	-93.11308	16.75973	Tuxtla	maintenance
CA	2015-12-07	-119.27337	50.26729	Vernon	building
IT	27 Oct 2013	12.38878	43.1122	Perugia	excellent
DE	20 Nov 2015	8.77155	50.23019	Karben	maintenance
RU	2017/05/01	43.63417	43.96222	Novopavlovsk	building
BR	31 Oct 2017	-49.27306	-25.42778	Curitiba	good
PR	2016/04/25	-67.15407	18.42745	Aguadilla	average
ES	22 Jul 2017	2.35739	41.63976	Cardedeu	accep
MX	04 Jul 2022	-101.2591	21.01858	Guanajuato	maintenance
CN	11/02/2012, 00:00:00	114.68333	23.73333	Heyuan	accep
CD	05/10/2015, 00:00:00	15.16554	-4.5833	Kasangulu	accep
DZ	2021/12/31	4.85668	36.27462	Bordj Zemoura	average
BR	2018/08/29	-42.98194	-22.53722	Guapimirim	good
US	2019-03-17	-74.15987	40.82232	Nutley	accep
BE	11/18/2019, 00:00:00	4.21372	51.12794	Temse	building
US	12 Oct 2013	-80.08199	35.88264	Thomasville	average
DE	2020-06-30	11.34046	50.72043	Rudolstadt	excellent
RU	2015-04-01	38.2739	46.7055	Yeysk	excellent
CO	2017-05-22	-72.47417	7.83389	Villa del Rosario	good
CZ	2017/10/25	12.87117	50.23271	Karlovy Vary	building
IT	2017/12/03	8.55552	40.72586	Sassari	excellent
CA	22 May 2015	-73.86586	45.43341	Beaconsfield	building
KR	12/27/2018, 00:00:00	128.9889	37.1759	T’aebaek	excellent
BR	05/29/2020, 00:00:00	-37.65	-10.91722	Lagarto	average
BR	2016/11/24	-52.2	-28.44917	Marau	maintenance
IN	07/10/2015, 00:00:00	77.5609	11.00599	Kangayam	average
ES	2016-11-17	-3.67029	37.13548	Las Gabias	maintenance
FR	2022/02/13	1.33467	43.61058	Colomiers	average
CO	03/20/2020, 00:00:00	-75.69947	8.79577	San Carlos	accep
IN	2018/08/24	77.24779	10.58806	Udumalaippettai	excellent
NI	07/11/2020, 00:00:00	-86.19903	11.84962	Jinotepe	accep
RU	08/03/2018, 00:00:00	111.4834	65.93381	Aykhal	average
CA	12/10/2021, 00:00:00	-80.38297	42.8334	Norfolk County	average
US	2019-02-19	-82.90375	32.54044	Dublin	average
DE	01 Sep 2017	9.17702	48.78232	Stuttgart	average
CN	09/02/2014, 00:00:00	117.7	35.85	Dongdu	excellent
FR	2014-07-23	4.8951	44.92801	Valence	average
NG	2017-06-02	4.92235	7.65649	Efon-Alaaye	accep
FR	08/27/2017, 00:00:00	5.4384	43.2907	Marseille 11	excellent
IN	02 Aug 2022	82.85749	17.54907	Elamanchili	accep
GM	14 Apr 2015	-15.6	13.56667	Farafenni	accep
SV	18 May 2022	-89.10944	13.70167	Ilopango	good
JP	2022-02-08	139.55028	35.30889	Kamakura	accep
JP	06/06/2017, 00:00:00	144.09638	43.82634	Motomachi	excellent
RU	2014-04-19	43.91385	54.03876	Kovylkino	average
UA	06/10/2021, 00:00:00	31.33078	47.56494	Voznesensk	good
NZ	2014/02/22	171.25364	-44.39672	Timaru	accep
BR	2021-09-28	-41.88778	-21.205	Itaperuna	good
CN	2014-07-12	117.81667	36.81667	Zhoucun	maintenance
IN	2019/02/07	78.55757	17.34769	Lal Bahadur Nagar	excellent
US	04/03/2018, 00:00:00	-82.35176	27.71809	Sun City Center	building
US	18 Nov 2018	-86.99666	33.45122	Hueytown	good
US	2019/06/06	-73.20483	41.16704	Bridgeport	good
DE	02/01/2013, 00:00:00	9.5586	54.52156	Schleswig	accep
US	02 Dec 2013	-120.45794	34.63915	Lompoc	excellent
US	2020-02-24	-91.58045	41.6764	Coralville	excellent
CA	07 Jul 2019	-119.27337	50.26729	Vernon	average
NE	2014-07-03	9.15013	13.70727	Mirriah	excellent
BE	2014-08-05	4.52529	50.71229	Rixensart	excellent
MX	2014/02/18	-105.36369	22.49396	Acaponeta	good
CN	2016/03/22	111.50861	32.54278	Danjiangkou	average
DE	2014/06/23	7.11393	51.08468	Burscheid	accep
JP	2016/05/15	137.5	34.9	Shinshiro	good
AU	07 Feb 2013	145.06667	-37.88333	Carnegie	excellent
BR	10/20/2012, 00:00:00	-48.29694	-20.87306	Viradouro	good
DE	2021/07/17	8.77069	50.80904	Marburg an der Lahn	accep
CO	2013-12-11	-75.87877	5.6561	Andes	average
PR	07 Jun 2021	-67.15407	18.42745	Aguadilla	excellent
US	06 Nov 2020	-72.86843	41.27621	East Haven	accep
ID	2019/01/17	103.61667	-1.6	Jambi City	good
MX	14 Jun 2016	-99.32556	19.32889	San Lorenzo Acopilco	average
IN	12/26/2020, 00:00:00	83.36889	26.76628	Gorakhpur	good
US	19 Jul 2019	-87.93341	42.55308	Pleasant Prairie	building
RU	08 Mar 2014	47.1192	42.819	Buynaksk	average
IT	31 Mar 2016	15.00913	37.51803	Misterbianco	average
CG	10/03/2018, 00:00:00	15.28318	-4.26613	Brazzaville	excellent
KR	2016-03-12	128.9889	37.1759	T’aebaek	average
IN	2021-01-16	86.68363	23.49668	Adra	good
MY	2013-10-27	101.96857	4.88441	Gua Musang	good
GT	2018-09-14	-91.11667	14.93333	Chichicastenango	average
PT	12/07/2021, 00:00:00	-7.32097	41.1053	Custoias	accep
DE	2019-03-02	9.5926	52.86147	Walsrode	accep
ID	05/13/2017, 00:00:00	107.60389	-7.01833	Pameungpeuk	average
TZ	26 Apr 2019	33	-2.68333	Usagara	accep
US	03/30/2020, 00:00:00	-93.263	45.0408	Columbia Heights	good
UA	2022/05/14	31.33078	47.56494	Voznesensk	maintenance
US	04 Dec 2014	-75.23266	43.1009	Utica	excellent
US	18 Oct 2019	-73.49484	41.14676	New Canaan	excellent
US	03/16/2013, 00:00:00	-116.97725	33.92946	Beaumont	maintenance
US	17 Dec 2016	-77.96389	39.45621	Martinsburg	average
JP	29 Dec 2016	141.95	39.46667	Yamada	building
MX	2017-07-30	-102.04897	19.64745	Paracho de Verduzco	maintenance
US	09/16/2021, 00:00:00	-95.63079	31.76212	Palestine	good
US	12 Mar 2013	-121.75689	36.91023	Watsonville	accep
DE	26 Jul 2018	11.34046	50.72043	Rudolstadt	building
IN	2014-06-27	85.37752	22.10194	Barbil	excellent
NA	2014-04-12	16.91667	-21.98333	Okahandja	excellent
ID	11/15/2013, 00:00:00	113.69785	-7.73379	Besuki	excellent
ES	01/01/2021, 00:00:00	-1.86343	38.10558	Caravaca	excellent
NL	2021-07-26	6.76111	53.16167	Hoogezand	good
US	2016/05/10	-120.45794	34.63915	Lompoc	good
BD	09/11/2018, 00:00:00	89.11943	23.9028	Kushtia	accep
PH	17 Aug 2018	123.33471	8.56697	Dipolog	maintenance
AR	01/19/2017, 00:00:00	-61.4867	-31.25033	Rafaela	good
ID	02/26/2016, 00:00:00	110.8405	-6.8048	Kudus	building
US	06/16/2021, 00:00:00	-120.45794	34.63915	Lompoc	building
US	15 Jun 2017	-81.79819	41.48199	Lakewood	average
CN	2021/03/15	114.51667	33.78333	Wacheng	average
US	29 Jan 2017	-81.23621	33.98154	Lexington	accep
US	2019/04/13	-82.46148	28.15112	Lutz	excellent
FR	2020-06-13	5.4384	43.2907	Marseille 11	accep
AD	2018/06/14	1.53414	42.50729	les Escaldes	average
BE	2018-09-02	4.21372	51.12794	Temse	excellent
EG	06/08/2013, 00:00:00	29.91582	31.20176	Alexandria	good
