longitude	PM2.5	H2CO	warning	CFCs	O3	C2H3NO5	latitude	NOx	NH3	CO	SO2	PAHs	PM10	PRES	CH4	Pb	TEMP
-121.75689	6.66206	39.28192	1.00000	66.31370	5.31612	0.03716	36.91023	7.63065	5.15508	8.87266	8.34794	5.75894	5.25751	1191.35196	8.80882	25.23373	9.07620
-82.00919	7.64783	60.30216	1.00000	34.11363	6.66014	0.09023	23.04419	7.28461	6.33974	6.39101	6.07305	6.71210	6.52717	1110.38749	7.39745	56.88520	13.43409
114.33333	6.97069	57.12076	1.00000	37.20377	9.48912	2.75140	-8.43333	5.94634	10.47708	5.52642	8.29518	9.76802	11.00803	1197.08952	9.43004	61.25835	18.96100
-77.96389	8.87772	43.83797	1.00000	53.71212	9.66500	0.10037	39.45621	7.42160	8.04754	6.20936	8.20312	6.30314	6.75264	1159.41226	8.98645	55.67235	0.33022
-2.58736	8.90152	44.57716	0.00000	57.23591	6.90943	1.15309	56.56317	10.23140	6.58953	9.51668	7.79250	6.97439	10.09783	1111.72159	8.80381	68.05930	15.37735
73.97117	7.52193	49.99278	0.00000	35.49647	4.36972	0.17582	31.96258	8.98513	7.15007	7.51375	7.50220	6.55272		1062.39416	8.48441	42.93976	19.01931
-5.53715	8.11173	21.88733	0.00000	59.34499	8.27561	0.13359	50.11861	3.23390	8.09354	7.86682	6.67091	6.72855	5.46836	1053.38552	8.12028	56.63904	19.86188
137.23333	7.90017	61.47174	1.00000	53.67024	8.77180	0.16273	35.8	7.16568	8.52623	6.55903	8.22714	6.64741	7.99771	1137.81557	8.34402	52.97915	16.15999
30.98551	6.80059	66.57332	0.00000	46.20827	8.70084	2.67969	2.41669	7.42800	7.24150	8.98990	8.14080	6.22055	10.98393	1158.28553	9.01748	43.47241	34.90789
-38.94722	7.69911	66.40635	1.00000	27.01569	9.80584	0.13352	-15.675	7.87712	7.33438	4.79501	9.20551	8.19717	7.68109	1150.99465	8.28619	24.24558	11.03639
-53.13722	8.85270	42.33715	0.00000	44.86022	8.91233	1.41037	-22.92306	8.35102	8.99793	9.12442	7.09068	7.81430	10.30582	1083.50856	9.79133	39.21693	-3.20599
4.69889	8.69863	43.94939	1.00000	50.93620	9.11093	0.99918	50.56149	6.83658	9.71756	7.82011	7.81941	9.84737	9.95401	1130.18769	7.71192	52.03083	13.36355
121.3152	8.21781	32.21826	1.00000	68.52282	6.78263	0.05173	14.14989	8.19137	3.88259	7.55461	6.61964	7.17579	4.31145	1066.92908	9.93461	53.18385	19.68799
47.1192	8.31935	32.28120	1.00000	66.81777	5.88600	0.13605	42.819	7.41515	5.96217	9.12798	9.21602	5.75522	5.66314	1124.65602	6.74338	17.73279	3.71397
24.71204	7.92686	48.15969	1.00000	40.52796	8.00394	0.84903	41.57439	5.80032	8.91937	7.19800	7.81506	8.88868	9.77734	1112.87584	9.07542	46.59887	23.87383
1.53414	8.06433	47.22062	0.00000	43.91161	7.87776	9.79227	42.50729	7.82863	7.22698	8.44456	7.45363	7.47581	12.28692	1182.70079	8.87094	53.08524	26.81779
112.73333	7.57120	44.16417	1.00000	59.42007	5.89383	0.07834	38.40917	7.18033	5.91456	5.01313	8.49900	6.32135	6.21036	1070.45839	7.56892	36.99454	9.39461
9.15013	6.67920	59.28699	1.00000	30.25318	8.70694	0.13820	13.70727	6.19356	8.04824	7.56434	8.20033	7.37521	7.58266	1135.70722	9.50981	79.77880	26.68024
151.08057	7.49809	37.96422	1.00000	56.44905	4.90457	0.17323	-33.79176	10.00314	6.66026	9.02646	9.36031	6.39976	7.53386	1159.03197	7.05290	33.05233	10.39880
-122.24092	7.94101	53.47081	1.00000	53.15401	6.88912	0.10548	47.4943	8.04077	6.34893	6.89656	8.41774	6.68423	6.92419	1092.50227	7.45867	46.11432	20.49524
142.45778	10.24965	68.29321	1.00000	49.95060	4.15704	0.09286	44.35056	4.66881	5.50694	7.16036	7.95898	7.23833	6.24836	1187.32690	8.87172	41.36940	24.51283
8.64409	8.65850	40.11157	0.00000	58.69935	10.58031	0.60365	48.07667	6.45458	8.81631	8.12111	5.87791	8.53253	9.30013	1142.94000	7.63701	53.36391	30.75642
-87.882	8.07497	45.23244	1.00000	40.64538	10.24746	0.11346	41.85059	9.73865	6.25635	4.33739	6.50224	8.23247	7.13961	1060.83767	9.33595	23.60963	9.16642
77.40858	8.59568	55.11815	1.00000	43.55878		0.59668	24.05979	8.00491	8.41514	5.63904	9.19209	9.32826	9.41789	1120.40626	9.56590	63.88633	18.26462
34.33825	7.71050	43.80421	1.00000	55.15404	5.80983	0.06022	53.59782	6.19907	6.13747	7.48418	9.23099	6.17236	5.77476	1087.59066	8.39707	59.23669	22.67120
-73.81669	8.05122	56.60016	1.00000	42.11147	4.72636	0.04333	45.44868	6.92331	4.69756	7.72950	10.76973	6.09617	4.78027	1196.64419	8.52609	33.41037	16.55538
7.2278	7.48369	39.18391	1.00000	42.72782	3.89898	0.08364	50.64336	5.69890	5.58184	7.35024	7.47094	5.50745	5.17546	1166.31147	7.06164	36.23463	0.17756
24.43973	8.36016	59.67287	1.00000	58.47173	9.42348	1.14860	0.76755	6.92546	8.64323	6.77972	8.42460	9.02980	10.03959	1125.41348	7.36921	40.48067	11.10327
142.45778	6.83499	44.80571	1.00000	38.55217	8.30632	0.06135	44.35056	7.22334	7.39457	7.53440	9.14469	6.67090	6.86117	1097.40076	6.81636	36.14058	10.97914
30.4347	6.06339	36.83614	1.00000	74.10107	8.59361	0.45387	-1.9487	5.66378	9.94282	8.55298	7.70916	9.50330	9.07541	1187.33221	7.87888	23.06250	24.91263
37.3825	8.48085	30.93943	1.00000	31.81189	9.50049	0.56799	37.05944	7.15434	8.03613	3.68228	8.91354	8.48793	9.27421	1060.03045	7.03548	64.23609	13.54985
-42.19667	8.87949	49.11686	1.00000	28.99332	4.89085	0.09724	-21.41222	5.93808	4.42740	6.57504	8.78376	5.45819	3.76374	1132.07942	9.45016	55.78690	15.14794
8.2926	7.91710	55.63078	0.00000	44.23153	4.26534	0.33146	9.58126	9.31327	5.54928	8.26419	8.59956	7.11379	8.79369	1095.13872	8.33008	46.19591	24.37896
41.00817	7.53846	1.55562	0.00000	27.30172	9.46963	0.92394	38.13708	6.02339	9.17779	5.58658	8.71699	6.31825	9.90124	1142.86353	8.74091	57.36224	20.98440
-73.81669	7.74529	43.31403	1.00000	30.33323	6.65514	0.21097	45.44868	6.94686	7.47510	6.11271		6.93711	8.19150	1122.83678	9.62450	53.30060	11.48118
-0.59543	7.88148	58.90580	0.00000	30.58801	8.72115	0.53314	44.80477	5.99324	9.60285	5.28170	8.08774	5.18845	9.21592	1066.76627	7.96025	41.73719	11.65496
-76.72803	9.03502	46.92128	1.00000	60.57635	6.60392	0.06513	39.32288	7.38687	5.03694	7.51720	7.44319	6.54617	5.19072	1145.50164	9.02305	50.96501	20.17317
33.34864	8.31141	25.45155	1.00000	51.20722	6.42210	0.09577	46.75451	6.25861	5.23073	4.96701	10.32662	6.31279	4.72571	1091.45627	9.25777	62.84867	28.73650
13.57661	10.91798	43.35903	0.00000	54.30178	6.90352	0.62012	37.31065	9.37463	7.11788	10.76883	9.46915	8.77617	9.41379	1163.11126	8.96239	35.67618	14.41516
139.55722	9.23908	50.74572	1.00000	53.54731	6.92006	0.71623	36	4.56730	10.62728	9.13139	8.41413	9.49339	9.55652	1060.89964	6.76149	62.61115	35.20569
-100.44843	8.21755	38.65034	0.00000	46.07056	9.21147	0.20513	20.74122	7.38788	11.15054	5.94994	9.14581	7.92761	8.20829	1159.90475	5.63636	75.97373	24.60980
121.3152	8.81478	69.37349	1.00000	56.03006	9.51307	0.41657	14.14989	6.58145	9.51818	5.88678	9.18319	9.12288	8.81531	1053.67976	7.72128	38.23178	18.27588
10.7	7.86184	30.25952	0.00000	38.37879	8.54499	0.13231	4.96667	5.37920	8.50761	6.14639	7.98375	4.96637	7.20753	1090.63083	10.21805	28.69225	22.98676
109.22921	8.19949	63.73188	0.00000	45.14157	9.38842	0.27242	34.65918	5.60840	7.19670	7.01511	7.51640	4.36290	8.34205	1150.60772	8.77117	38.57543	23.18472
4.82313	5.96851	46.54574	1.00000	33.54247	9.02172	1.87092	51.24197	5.97294	9.62995	7.35457	7.78542	9.37291	10.60532	1124.51992	7.17039	59.81536	9.35737
-73.97069	7.79061	41.08674	1.00000	45.23395	11.56787	0.17269	40.64621	7.65793	8.57753	8.05583	7.57013	7.94307	7.65826	1101.40517	8.43468	66.14960	25.50272
-51.50361	6.23326	44.11361	1.00000	44.88483	8.39087	0.47472	-29.2975	6.27752	9.22125	6.28523	6.89452	9.00071	9.13769	1127.06030		62.29999	24.23116
69.01354	6.15036	24.66920	0.00000	40.21867	10.32702	4.37019	38.55632	6.32654	7.97029	7.35385	7.67081	8.01350	11.46985	1113.68910	7.82698	41.30410	-3.72023
11.412	7.61094	56.55811	1.00000	67.68097	6.32325	0.06177	45.50369	5.45255	6.01018	7.82221	7.25261	7.35240	6.07879	1066.36348	8.49984	63.51134	23.18157
116.10146	8.49884	34.03848	0.00000	45.01975	9.75266	0.97385	5.90702	6.06092	7.77706	7.04097	8.08290	7.03053	9.95479	1099.17713	8.62531	54.11604	34.68784
-0.29825	6.14420	56.07579	1.00000	39.40589	7.64827	0.74628	51.39148	4.83433	10.22797	6.00717	8.07802	6.76129	9.57350	1161.31713	7.98295	63.43542	18.76355
-88.31476	9.58458	27.61406	0.00000	48.89388	7.04078	0.17448	36.61033	11.52205	5.34473	10.02398	9.77028	5.05154	7.84489	1080.07324	8.71352	61.38463	-2.20063
75.92694	8.16429	34.76692	0.00000	38.73747	5.85406	2.36912	14.46693	7.76633	7.23043	8.58104	6.08172	8.97462	10.84348	1171.05705	8.09222	54.70690	19.96643
76.56719	7.39603	49.28899	1.00000	49.06418	7.73318	1.98545	24.41288	4.88845	9.30036	6.92314	6.70257	8.92110	10.67603	1183.42034	7.10548	78.14013	0.25779
8.55552	6.78375	37.97949	0.00000	64.85556	11.25540	0.96027	40.72586	5.82969	8.88060	6.19327	6.65748	7.47214	9.84986	1054.43615	6.65117	36.06918	5.68789
3.55665	8.27397	58.92442	0.00000	56.51762	7.42346	8.94824	36.72544	10.32090	4.67369	7.58812	7.54227	5.29145	12.19689	1066.81368	7.72199	51.68757	18.19439
116.10146	8.81466	51.93943	1.00000	28.98853	8.37140	0.87340	5.90702	4.60506	10.15204	7.96584	8.59507	9.30320	9.79959	1196.33388	6.27803	43.36725	31.18268
-100.88023	8.87821	66.91864	1.00000	39.30742	9.09910	0.56736	20.21322	5.45401	10.57100	9.01022	8.20482	9.91045	9.30550	1083.21218	7.38001	54.99406	25.31631
-100.44843	7.44338	43.40818	1.00000	51.24253	7.57586	0.10305	20.74122	7.20217	6.79329	5.55803	9.28462	6.97916	6.91936	1054.26889	5.27995	65.53851	28.66671
-74.07764	6.63031	55.86178	0.00000	46.91512	6.07883	3.55794	40.72816	10.30616	5.42812	6.89140	7.47056	5.34652	11.27450	1157.96025	10.16624	54.82923	18.23458
-37.03861	8.91658	54.45029	1.00000	54.27613	11.50848	0.28250	-10.90889	7.59604	7.45333	6.19438	6.98025	10.00087	8.51471	1084.36068	8.42978	47.39414	0.04858
113.69785	9.12104	48.50492	0.00000	52.03392	6.37242	0.32430	-7.73379	8.85032	6.11747	9.05611	8.14316	5.89411	8.55127	1088.81469	6.12176	66.41171	29.38911
10.98461	6.08065	51.22170	1.00000	57.48591	6.72266	2.80952	48.35693	10.69129	5.75268	8.44144	8.66048	6.67411	11.02081	1172.10215	7.72481	37.98221	7.13759
8.86704	6.81167	63.98780	1.00000	44.15708	11.66025	0.85786	50.23805	8.78134	11.09681	7.31950	7.77867	11.26875	9.73679	1056.59442	7.67674	54.31588	3.98936
88.58	7.30186	37.15365	1.00000	43.10466	10.01938	1.33949	23.18	6.49840	8.83445	3.73477	8.97461	8.87316	10.25476	1136.29629	8.32405	58.11734	3.93208
72.54566	7.89827	42.89212	1.00000	62.30329	7.06961	1.11693	29.69221	4.10492	8.40397	5.32861	12.05271	7.75708	10.06962	1128.39874	7.39577	32.94621	15.25791
-74.95472	6.95411	60.90649	1.00000	41.40580	5.30599	0.10979	10.98778	5.37320	7.04830	7.11317	6.62103	5.83019	6.37820	1121.85671	8.54154	9.74023	27.12614
-80.66756	7.37340	46.82626	0.00000	61.24592	7.50643	0.41205	26.68451	7.79757	7.88269	12.31198	8.05231	10.70914	8.94519	1119.46822	6.52471	70.52423	26.65099
-47.1725	7.43026	51.69125	1.00000	43.55407	6.65294	0.04945	-22.57306	7.28727	5.08106	7.01946	7.66545	7.70516	5.88119	1093.05827	7.82918	50.29398	2.83347
137.5	7.41248	34.84168	1.00000	61.24459	8.08918	0.36088	34.9	7.58580	9.11009	8.07819	8.45741	6.29146	8.67285	1070.03004	9.57764	27.96148	14.44044
-82.90375	8.38446	42.88066	1.00000	53.11246	3.93803	0.10814	32.54044	6.74074	6.54790	5.22388	8.94119	5.11411	6.71912	1086.75788	9.29194	31.34227	6.08155
53.26023	8.59962	43.61345	1.00000	60.08580	4.22376	0.06017	54.39304	6.32769	4.45587	6.24902	7.99065	5.86634	4.75501	1083.41958	8.92305	50.64773	3.23330
88.1453	8.53668	39.23127	1.00000	41.01742	8.43720	1.22977	22.4711	5.00185	10.32372	6.91354	8.35734	9.58517	10.15426	1147.58364	7.89404	26.42776	5.64198
1.33467	7.22940	42.95314	1.00000	44.98500	9.01601	0.08488	43.61058	8.93196	6.47715	5.48085	8.03206	5.93727	5.83744	1085.88407	6.22809	49.88577	6.76282
-86.78777	9.03419	33.55306	1.00000	73.34349	6.95305	0.16994	33.44872	7.66658	7.00639	5.10295	8.98528	7.07967	7.61633	1063.84125	7.22753	64.78931	7.32155
91.84128	8.09583	33.36249	0.00000	68.13003	9.43642	0.40610	22.83957	5.61436	6.30959	9.11245	6.43857	6.22215	9.01837	1128.48051	8.05404	39.06921	21.97554
136.13108	9.79352	20.46567	1.00000	49.97273	6.16362	0.12469	34.75856	7.20351	6.95633	7.51831	7.90521	5.65019	6.65244	1189.52738	8.52541	83.72500	11.09018
-100.88023	7.60965	49.55691	1.00000	58.87420	4.04631	0.07916	20.21322	4.15678	5.59790	7.92756	8.10344	6.29825	5.32343	1081.38510	6.63787	43.62523	11.94520
-0.76773	7.74235	45.67054	0.00000	15.93852	9.90818	1.57282	38.38479	9.41366	12.00451	6.15635	7.46154	9.25025	10.39740	1069.88729	9.44968	61.18239	18.01020
113.69785	7.35022	52.39567	0.00000	56.89665	7.87384	3.84762	-7.73379	9.37355	5.34619	9.10174	8.57169	6.49153	11.33797	1065.40195	7.50793	32.48273	15.38366
-8.2194	7.84191	52.81932	0.00000	47.49612	9.31825	0.22141	43.48961	5.40062	7.80892	9.27189	8.69681	7.24533	8.23467	1066.25059	9.88196	8.28282	20.24742
25.8191	9.45717	72.37842	1.00000	33.87135	9.73605	0.49681	53.5942	7.23765	9.56402	6.07927	7.10454	9.70455	9.23468	1096.50696	6.47566	58.91217	22.27410
-85.76942	7.49084	38.28452	0.00000	39.33842	8.68592	1.05607	39.78504	6.13701	8.22510	7.88901	7.31692	6.79135	10.01893	1179.95048	9.45679	43.97516	16.85026
17.8031	8.90785	37.35961	1.00000	51.23075	10.32990	0.19514	48.43174	8.17716	8.82030	7.82253	8.39238	9.42154	7.81731	1129.16572	7.88182	46.85570	28.39244
136.84186	7.76781	43.58050	0.00000	51.11477	7.85544	0.24925	34.4833	7.07508	9.97946	7.33152	8.75089	5.40706	8.25253	1080.43767	7.31502	80.26446	16.53860
51.49621	8.66384	36.27105	0.00000	51.09732	7.50547	0.83137	36.64852	11.44706	6.21303	10.72721	7.75127	8.09710	9.74310	1199.62148	9.18789	46.66742	-4.27419
13.31783	7.91087	36.79869	1.00000	29.73212	8.22546	0.60971	52.61131	5.51205	10.10347	7.30264	7.32621	9.35926	9.44317	1074.60065	7.92365	38.46637	10.17283
115.8614	7.98577	54.50453	1.00000	48.97525	4.34429	0.06444	-31.95224	5.25534	6.62599	9.38792	6.80322	5.68587	6.08486	1137.35732	9.01498	40.72442	23.35535
48.26258	8.49140	70.56725	0.00000	36.84714	9.03401	0.39603	33.86419	5.64522	9.23600	7.96188	9.36096	7.73275	9.00622	1167.28312	7.35501	56.86313	10.02980
-74.96933	7.11249	36.24353	0.00000	43.65491	6.17596	0.13902	39.71734	10.98745	7.39656	10.28382	6.96402	7.47931	7.62732	1104.79944	7.98298	29.20493	8.79225
11.32903	8.72834	50.30888	0.00000	34.97247	9.70139	1.35028	50.9803	8.27227	7.46838	8.77437	6.83870	5.34810	10.24447	1134.06436	6.76243	58.32898	14.33259
73.66633	9.39217	27.52712	0.00000	29.71072	7.06076	0.15959	25.92493	9.01806	7.68988	10.83824	9.16602	8.04500	7.72228	1168.73212	8.25831	61.49525	-4.99149
-111.89903	8.04987	47.48820	1.00000	49.55513	7.97805	1.57576	33.50921	5.96438	9.81205	7.69554	7.30764	9.77921	10.40937	1174.76830	7.28308	53.42559	13.89547
70.91106	9.53604	54.46958	1.00000	45.12114	8.25391	0.07500	29.38242	8.00103	6.86453	6.00547	8.61970	6.59239	6.60119	1122.39428		57.81057	18.63826
-79.00453	8.28771	48.46326	0.00000	50.30476	6.81146	1.73767	-2.90055	9.22776	12.66995	3.66029	7.56300	2.73473	10.53396	1199.36542	8.31063	65.82333	6.11482
13.63617	7.36104	55.64139	0.00000	47.25562	8.97766	0.48757	50.50301	6.68347	7.76478	5.04306	8.10031	8.32661	9.24210	1126.66137	8.53775	43.31834	11.22805
8.62118	8.39682		1.00000	55.48496	8.72342	0.17954	45.44694	6.47235	9.35144	7.26304	7.06284	8.82099	8.11688	1072.57989	9.23483	78.61203	37.35258
-100.88023	7.20196	35.79431	1.00000	47.93478	8.56251	0.66809	20.21322	6.06754	8.23485	6.54331	6.78173	8.58750	9.49593	1096.52227	6.02167	50.09153	20.85689
78.27539	7.04006	22.69304	1.00000	34.02570	4.93339	0.05914	12.95629	5.37777	5.83011	6.60120	9.27033	7.23382	6.39340	1189.14714	8.82302	47.16897	17.60459
51.3452	7.79556	31.32486	0.00000	32.94324	6.04800	0.22224	53.37596	9.83443	6.27485	8.83289	8.76130	5.72834	8.08540	1186.56151	7.28901	72.63523	13.70691
-73.78458	5.74724	53.75406	1.00000	46.95659	4.29581	0.12248	41.0051	4.40482	7.74694	6.15484	8.59387	5.34350	7.08812	1178.82551	9.56421	19.87519	12.23992
-95.36969	6.63181	39.75455	0.00000	58.35767	7.33593	0.22366	35.74788	6.62567	10.17867	6.29694	7.74463	5.88959	8.07507	1197.58695	9.47816	47.91450	20.27716
37.56667	8.63956	15.78561	0.00000	34.52617	9.13787	0.12611	55.85	4.61841	8.45106	6.56358	9.57359	8.18488	7.60061	1130.08430	8.50039	20.11052	10.39421
77.54372	6.28922	44.06231	0.00000	58.22458	7.63401	0.14434	10.12268	7.62998	8.56006	12.10585	9.75458	9.08714	7.69082	1148.55798	8.25280	40.04026	8.66152
15.07041	10.30738	40.79309	0.00000	42.69228	10.39726	0.43452	37.49223	5.76063	7.01875	7.59948	7.46960	6.11623	9.02336	1150.79990	7.22967	16.87901	20.13883
29.41824	8.62854	35.52362	1.00000	49.79325	4.74702	0.08229	45.99194	4.10166	7.00946	8.78336	8.11029	6.48519	6.45927	1189.55958	8.59360	27.65943	25.41967
142.45778	8.42015	55.76634	1.00000	35.43542	7.10085	0.06304	44.35056	6.33327	5.16365	5.77653	8.06919	7.78407	5.37363	1185.65836	8.31518	53.93994	4.81832
123.758	8.98403	60.12432	1.00000	62.60899	8.94550	0.18880	10.20898	6.24999	8.34798	5.81730	8.64999	8.09815	7.85896	1050.29724	6.67953	24.15488	15.09401
8.62118	7.95586	44.20507	0.00000	46.14292	7.48164	2.98102	45.44694	9.31922	10.37748	7.31165	7.43565	4.88650	11.08458	1117.41046	7.84427	42.43672	19.95505
4.91667	9.16049	43.60263	0.00000	37.78340	8.55989	0.95636	45.73333	8.32723	10.19556	6.67349	7.94714	6.40994	9.89752	1165.99820	8.53968	75.00266	5.03344
120.56528	8.07313	63.86721	1.00000	42.34210	9.10411	0.07937	14.66	8.97378	6.51674	6.14238	7.16566	6.99121	6.74936	1099.02278	8.39270	31.16726	29.53424
-77.96389	10.73729	30.56313	1.00000	29.90549	9.16542	1.94293	39.45621	6.51171	8.75037	6.39391	7.22302	9.35184	10.64132	1137.10863	7.90131	42.17587	33.26499
114.10479	7.85856	36.48166	1.00000	48.88656	9.16137	0.47204	22.37066	6.62799	9.08012	6.02047	9.41919	9.23026	9.13969	1189.78647	7.54030	43.61357	-5.39770
14.66737	8.13142	53.13527	0.00000	62.52299	7.75717	0.29019	41.55947	8.83776	8.11107	11.20882	7.00812	7.86304	8.42775	1115.11325	7.71515	40.41968	20.49265
-81.26367	6.64709	47.90569	1.00000	27.37052	4.05302	0.11004	28.90054	6.02762	5.15165	4.88265	8.63021		5.83549	1191.19309	8.58774	56.33165	12.12268
137.5	9.84711	64.37130	1.00000	43.26996	9.30827	0.71596	34.9	6.61541	10.84873	9.56433	6.53170	10.26253	9.49390	1148.42648	8.09458	52.53157	5.31979
114.10479	6.86357	49.80406	0.00000	46.30382	9.76582	1.36866	22.37066	6.40340	8.64914	5.40159	8.20055	9.17389	10.27467	1174.75535	6.67485	54.20436	21.12602
8.55552	8.14602	23.79512	1.00000	59.45445	8.31578	0.25576	40.72586	5.33646	9.07561	5.98979	6.83841	8.24351	8.37719	1188.29372	6.84069	54.05056	19.24445
9.29109	8.96086	49.94737	1.00000	33.99725	9.25383	0.21676	45.39402	7.00794	6.84701	6.34474	7.59978	7.88020	8.10552	1122.18611	8.24282	59.42284	8.53310
30.98551	8.08407	12.97281	1.00000	51.00022	8.61190	0.91243	2.41669	5.91219	9.49702	8.25831	9.45466	9.36216	9.84052	1079.99015	7.45838	32.69466	7.56529
-3.53261	8.05295	47.44416	0.00000	49.84367	7.29487	0.54096	40.42386	6.29988	8.25583	5.72568	6.69103	4.05022	9.30546	1104.51013	8.58742	55.05083	12.02107
24.71204		41.77457	0.00000	45.93941	8.94936	0.28234	41.57439	5.33097	9.09478	5.99892	8.52110	6.64674	8.57753	1080.44640	8.97061		13.48059
119.58627	8.06530	43.99495	1.00000	49.41048	7.37272	0.28818	23.5654	3.71779	10.21037	7.99118	6.87435	8.75069	8.69841	1140.61397	7.95392	45.68530	16.12808
48.41667	8.29711	46.79225	1.00000	52.50737	9.97130	0.27206	-17.83333	7.87707	9.86591	7.40729	8.79414	9.61770	8.12241	1073.77321	8.35988	57.75657	14.43492
78.14797	9.20109	41.43602	0.00000	32.04226	6.87394	0.33329	15.45144	10.12635	6.25418	9.58770	7.72428	5.67434	8.65299	1192.65712	7.40104	39.87441	15.60028
-2.58736	5.94080	40.66443	1.00000	58.68783	7.19727	0.09141	56.56317	6.73005	7.29111	7.53183	8.77022	6.62415	6.97517	1101.31665	7.91684	50.13625	1.76879
35.7	8.15593	41.63053	1.00000	59.72438	9.24322	0.24336	-7.76667	6.77725	9.18695	7.72840	8.98550	8.89868	8.32654	1076.78332	8.72283	49.10808	1.12218
37.99117	8.09651	42.47459	1.00000	58.24036	6.29868	0.10247	44.92934	4.50430	7.47989	6.52876	7.57178	6.95152	7.11282	1192.00771	10.10118	49.64567	20.54754
2.29275	8.36830	31.68337	1.00000	41.65019	9.57976	4.41888	48.79325	6.24393	10.75504	7.24737	7.50821	10.42244	11.48937	1086.63144	8.29755	47.33420	18.27115
86.51499	8.64994	63.90567	1.00000	29.90379	10.07129	1.68566	23.1959	8.91749	9.09752	4.98411	8.32989	9.98687	10.50041	1141.12265	8.23058	47.35217	20.03672
5.22778	9.87100	29.39712	1.00000	65.12752	8.16588	0.12077	51.955	6.64592	7.31455	7.89103	7.34565	7.19476	6.86141	1101.98355	7.80286	39.98735	-0.39810
125.21972	9.55703	35.51106	1.00000	45.23708	6.41485	0.04158	-8.99167	7.28480	5.04566	6.17908	7.88015	7.51210	5.91329	1166.65718	8.09173	51.42738	15.13207
83.97573	7.15199		0.00000	80.95208	9.96797	2.03640	21.46527	6.13965	8.05909	5.08743	9.51349	6.38826	10.69663	1175.17414	7.12613	35.93387	26.82520
-76.99081	6.67121	48.77828	1.00000	55.51318	7.09745	0.46532	38.96372	3.62347	12.30473	10.16330	7.16053	10.29553	9.06186	1181.28714	8.61366	35.87073	15.35402
-69.96533	7.29009	43.04328	0.00000	54.37263	6.35545	0.69961	43.91452	10.29383	7.36376	8.60858	7.94445	6.63656	9.59242	1070.12227	9.80475	37.95325	7.26329
99.96667	8.09329	49.17743	1.00000	62.89480	8.48862	0.94855	8.43333	5.08231	10.96849	7.27293	7.74132	9.70274	9.88747	1076.93069	7.82911	14.21734	26.58851
41.77921	8.62606	55.03100	1.00000	89.06567	10.08956	0.15500	41.82143	7.83710	9.36681	6.01451	8.31022	9.38573	7.74613	1143.32646	8.20662	64.01812	2.40834
39.28333	9.69448	35.54640	1.00000	49.90678	7.17590	0.25313	-10.33333	4.03175	10.52707	7.68365	8.10135	9.16900	8.57400	1101.68069	7.91009	57.59974	14.25135
136.84186	8.35884	54.24505	0.00000	30.47460	5.78221	0.20140	34.4833	9.85184	5.68170	8.79528	8.18883	5.11519	7.75062	1176.63244	6.32563	37.78887	20.11784
-82.45426	7.31505	41.82106	1.00000	61.57961	9.71627	0.59501	27.09978	7.19492	9.55844	6.75310	6.75374	9.65016	9.39488	1147.89037	8.13654	41.45522	14.11659
113.69785	8.05887	42.90848	0.00000	41.34171	9.81524	0.22558	-7.73379	6.48449	10.46335	7.56837	7.17415	8.46949	8.25200	1065.69304	8.89105	43.57807	5.90482
70.91106	7.00712	39.23538	0.00000	16.50441	4.50401	0.32945	29.38242	7.37036	7.19124	8.52591	6.96342		8.55885	1094.79049	8.67353	54.12787	36.07916
7.2278	7.79854	45.53030	0.00000	65.72259	9.32247	4.49688	50.64336	8.18852	8.37925	7.89761	8.06999	6.58689	11.50857	1149.85237	7.60405	44.04794	26.44031
-96.39774	7.94693	41.39808	0.00000	51.12165	9.69192	0.13844	30.16688	4.11664	8.85179	6.96877	7.62786	8.63945	7.31879	1138.54751	6.71213	19.28331	28.07483
6.26667	9.05560	40.20596	1.00000	45.01732	9.23263	0.52999	51.21667	6.41779	9.20062	5.76154	9.01310	8.81343	9.18317	1179.90102	8.36352	55.05961	-0.17504
28.88222	8.00126	46.98015	0.00000	43.39059	6.21532	1.88267	40.37528	7.95361	6.54003	7.72400	8.92337	6.21432	10.58757	1196.18982	8.56851	44.09270	27.79802
-71.8023	8.23836	37.41769	0.00000	47.09921	5.87417	2.13600	42.58342	10.43354	5.56261	6.92698	7.55809	5.36498	10.72144	1051.45850	8.38390	30.83435	24.96636
74.80555	8.41208	50.96056	0.00000	60.96182	8.35681	0.31222	34.08565	7.47213	10.05688	6.92061	9.36047	5.88415	8.61543	1100.49281	6.38824	38.58629	18.70634
121.3152	9.26301	40.75333	1.00000	50.56544	6.23356	0.01225	14.14989	5.95980	5.64395	8.09368	8.69424	6.25207	4.78054	1194.92526	9.92645	57.06928	11.45480
5.37429	8.40141	45.26997	1.00000	43.96254	7.90202	0.09656	51.03427	6.22742	7.20109	8.47219	8.45855	6.65924	6.20809	1184.14496	7.47197	33.80229	14.06434
1.26738	8.14188	53.45081	1.00000	54.08776	8.20208	0.12159	51.84819	4.52677	9.52649	9.44673	7.71099	8.41119	6.83996	1154.25076	8.73376	54.32932	21.52526
13.57661	7.48913	53.02108	0.00000	58.88121	8.85739	5.02039	37.31065	8.67621	6.69255	10.11055	9.44216	7.51474	11.60240	1063.75617	8.26911	64.48835	22.41944
