code	QoS	latitude	location	longitude	revision
US	excellent	47.38093	America/Los_Angeles	-122.23484	01/08/2013, 00:00:00
US	maitennce	41.84364	America/Chicago	-87.71255	10/19/2013, 00:00:00
US	accep	42.93369	America/New_York	-72.27814	05/20/2019, 00:00:00
PL	maintenance	54.58048	Europe/Warsaw	16.86194	2019/07/14
PK	good	27.52948	Asia/Karachi	68.75915	2014-01-30
IT	average	36.92574	Europe/Rome	14.72443	08 Jan 2016
IR	excellent	33.86419	Asia/Tehran	48.26258	04/21/2016, 00:00:00
UA	accep	50.75932	Europe/Kiev	25.34244	12/28/2014, 00:00:00
IN	building	19.21667	Asia/Kolkata	73.08333	2014-09-16
DE	average	50.80904	Europe/Berlin	8.77069	07/27/2013, 00:00:00
GB	good	56.56317	Europe/London	-2.58736	03/29/2022, 00:00:00
IT	excellent	37.49223	Europe/Rome	15.07041	2017-05-14
CN	average	24.28859	Asia/Shanghai	116.11768	06/03/2014, 00:00:00
ES	good	39.96348	Europe/Madrid	-4.83076	10/08/2012, 00:00:00
TR	maintenance	40.98894	Europe/Istanbul	28.67582	09/14/2016, 00:00:00
ES	accep	39.96348	Europe/Madrid	-4.83076	2012-11-17
US	building	40.34912	America/Denver	-111.90466	14 Mar 2017
DE	accep	51.19139	Europe/Berlin	6.51352	03/14/2021, 00:00:00
PE	average	-15.21194	America/Lima	-75.11028	04 May 2020
ES	good	43.32686	Europe/Madrid	-2.98884	2021/07/07
BW	maintenance	-21.44236	Africa/Gaborone	27.46153	2021/08/02
CO	good	10.98778	America/Bogota	-74.95472	18 Jan 2015
PH	accep	10.13361	Asia/Manila	124.84472	22 Jan 2017
PH	accep	14.62578	Asia/Manila	121.12251	02/22/2016, 00:00:00
AD	excellent	42.50729	Europe/Andorra	1.53414	2018-08-14
BR	accep	-4.16694	America/Fortaleza	-40.7475	07/20/2017, 00:00:00
US	excellent	40.65538	America/New_York	-74.38987	18 Jun 2022
US	average	40.57788	America/New_York	-73.95958	2020/02/23
IN	excellent	15.73628	Asia/Kolkata	75.96976	05 Jan 2015
US	good	41.15376	America/Chicago	-87.88754	2013-02-16
KH	good	13.65805	Asia/Phnom_Penh	102.56365	2018/06/19
BR	accep	-0.71667	America/Belem	-48.52333	23 Dec 2013
ES	maintenance	42.06166	Europe/Madrid	-1.60452	2021-10-23
BG	accep	42.7	Europe/Sofia	27.25	2021-09-13
TN	average	37.16911	Africa/Tunis	10.03478	2015-09-01
NG	good	11.86064	Africa/Lagos	9.0027	2013/11/13
KR	excellent	37.65639	Asia/Seoul	126.835	10 Feb 2013
TJ	good	38.55632	Asia/Dushanbe	69.01354	14 Jul 2022
IN	excellent	21.59983	Asia/Kolkata	71.21169	09/29/2017, 00:00:00
SY	good	35.95664	Asia/Damascus	36.7138	11/22/2012, 00:00:00
TZ	average	-6.8	Africa/Dar_es_Salaam	39.25	2020-03-02
IN	average	22.88783	Asia/Kolkata	84.13864	2022/05/19
FI	accep	65.84811	Europe/Helsinki	24.14662	2020-10-30
IT	accep	41.55947	Europe/Rome	14.66737	06/15/2015, 00:00:00
KE	good	0.46005	Africa/Nairobi	34.11169	2020-02-02
RU	accep	55.8736	Asia/Novokuznetsk	85.4265	2013-10-11
CO	excellent	3.8801	America/Bogota	-77.03116	2017-10-17
RU	good	53.53041	Europe/Moscow	43.67663	2020-07-20
US	good	40.93121	America/New_York	-73.89875	2021-02-14
MG	average	-22.9	Indian/Antananarivo	44.53333	2014-02-18
JP	accep	35	Asia/Tokyo	136.51667	2014-11-03
MM	accep	16.68911	Asia/Yangon	98.50893	04/26/2018, 00:00:00
MX	average	25.87972	America/Matamoros	-97.50417	01 Feb 2021
IT	maintenance	38.07789	Europe/Rome	13.44275	2018/06/17
JP	average	34.25	Asia/Tokyo	135.31667	2016/09/20
JP	accep	37.56667	Asia/Tokyo	140.11667	2018-07-17
RU	good	53.93361	Europe/Moscow	37.92792	2020/12/14
IN	average	26.11527	Asia/Kolkata	86.59509	2019/08/31
BR	average	-0.71667	America/Belem	-48.52333	2014-12-27
RU	average	53.37596	Europe/Samara	51.3452	2018/06/25
ZA	maintenance	-24.19436	Africa/Johannesburg	29.00974	2014-10-30
GB	building	57.14369	Europe/London	-2.09814	07/13/2014, 00:00:00
GB	maintenance	53.7446	Europe/London	-0.33525	2016-11-21
GB	excellent	50.82882	Europe/London	-0.32247	08/24/2022, 00:00:00
TZ	excellent	-7.76667	Africa/Dar_es_Salaam	35.7	2022/02/04
IN	average	17.54907	Asia/Kolkata	82.85749	2015/04/24
GM	accep	13.56667	Africa/Banjul	-15.6	09 Jan 2020
IT	building	37.49223	Europe/Rome	15.07041	17 Apr 2022
IT	accep	40.55851	Europe/Rome	17.80774	28 Jan 2022
RU	accep	58.63667	Asia/Yekaterinburg	59.80222	06/06/2019, 00:00:00
MY	accep	5.4709	Asia/Kuala_Lumpur	100.24529	05/28/2022, 00:00:00
BY	accep	53.5942	Europe/Minsk	25.8191	07/01/2018, 00:00:00
IN	average	18.51957	Asia/Kolkata	73.85535	2013/11/25
CU	accep	20.14298	America/Havana	-77.43532	21 Apr 2018
US	excellent	37.71715	America/Los_Angeles	-122.40433	2018/04/14
US	average	38.70734	America/New_York	-77.02303	2020-06-10
DE	good	51.04962	Europe/Berlin	12.1369	2015/04/18
MA	excellent	33.92866	Africa/Casablanca	-6.90656	12/26/2016, 00:00:00
DE	building	51.30001	Europe/Berlin	13.10984	2016-04-16
US	maintenance	41.8542	America/Chicago	-87.66561	2014-10-14
AR	good	-31.25033	America/Argentina/Cordoba	-61.4867	2014-09-26
GB	excellent	51.42708	Europe/London	-0.91979	2014/11/18
JM	average	18.00747	America/Jamaica	-76.78319	2017-02-21
US	average	41.14676	America/New_York	-73.49484	2015/09/24
US	excellent	40.58654	America/Los_Angeles	-122.39168	25 Oct 2015
IT	maintenance	37.49223	Europe/Rome	15.07041	10/27/2017, 00:00:00
AR	good	-27.4338	America/Argentina/Tucuman	-65.61427	09/11/2013, 00:00:00
MA	excellent	33.92866	Africa/Casablanca	-6.90656	2013/04/12
BG	excellent	41.57439	Europe/Sofia	24.71204	2020/05/29
CA	excellent	45.40008	America/Toronto	-73.58248	2016-04-28
CN	excellent	41.94175	Asia/Shanghai	123.50266	03 Apr 2014
BE	excellent	51.12794	Europe/Brussels	4.21372	02/06/2020, 00:00:00
FR	maitennce	48.98693	Europe/Paris	2.44892	05/09/2019, 00:00:00
TR	average	37.58105	Europe/Istanbul	29.26639	18 Jun 2014
BR	accep	-29.2975	America/Sao_Paulo	-51.50361	09/30/2016, 00:00:00
FR	accep	43.32393	Europe/Paris	5.4584	28 Jun 2021
BR	building	-4.16694	America/Fortaleza	-40.7475	2021-12-25
US	average	41.85059	America/Chicago	-87.882	2019-07-15
US	maintenance	45.53929	America/Los_Angeles	-122.38731	07 Apr 2013
UG	average	2.41669	Africa/Kampala	30.98551	04/20/2015, 00:00:00
KZ	excellent	47.83333	Asia/Aqtobe	59.6	2020-04-25
UG	excellent	2.41669	Africa/Kampala	30.98551	2018-09-11
MN	accep	47.90771	Asia/Ulaanbaatar	106.88324	2018-11-24
CN	good	28.88162	Asia/Shanghai	120.03308	2016-07-27
BR	maintenance	-12.91667	America/Bahia	-39.25	2015/12/16
DK	average	55.67938	Europe/Copenhagen	12.53463	2015/05/01
US	good	41.8542	America/Chicago	-87.66561	2016-07-24
CU	accep	20.14298	America/Havana	-77.43532	01/08/2013, 00:00:00
UA	average	45.99194	Europe/Kiev	29.41824	21 May 2018
US	excellent	41.84364	America/Chicago	-87.71255	2016/12/30
DE	accep	48.52961	Europe/Berlin	12.16179	01/26/2019, 00:00:00
US	excellent	36.20829	America/Los_Angeles	-115.98391	08/24/2018, 00:00:00
DE	good	49.5099	Europe/Berlin	6.74549	2016/01/22
RU	excellent	58.63667	Asia/Yekaterinburg	59.80222	2020-02-24
DE	good	49.13645	Europe/Berlin	8.91229	20 Jul 2022
RU	accep	46.7055	Europe/Moscow	38.2739	2015-01-17
IT	average	45.79377	Europe/Rome	8.88104	2019-01-22
MY	accep	4.88441	Asia/Kuala_Lumpur	101.96857	2021/02/03
RU	average	53.30972	Asia/Barnaul	83.62389	2014/09/30
TR	accep	37.05944	Europe/Istanbul	37.3825	10 Nov 2012
MM	good	17.30858	Asia/Yangon	97.01124	2016/01/20
IT	average	45.78071	Europe/Rome	12.84052	2019-08-20
NL	average	53.16167	Europe/Amsterdam	6.76111	2015-07-03
ZA	accep	-24.19436	Africa/Johannesburg	29.00974	2018/08/15
US	average	34.09611	America/Los_Angeles	-118.10583	2013/03/27
IN	accep	22.75218	Asia/Kolkata	72.68533	2021-04-12
US	excellent	37.73604	America/Los_Angeles	-120.93549	10 Feb 2019
PK	excellent	30.46907	Asia/Karachi	70.96699	2021-12-04
ES	good	41.15612	Europe/Madrid	1.10687	2017/05/01
TR	average	37.58105	Europe/Istanbul	29.26639	01/21/2017, 00:00:00
ET	good	11.85	Africa/Addis_Ababa	38.01667	2015/10/24
BR	good	-4.16694	America/Fortaleza	-40.7475	02 Apr 2016
US	accep	44.27804	America/Chicago	-88.27205	2016/03/30
GH	excellent	5.30383	Africa/Accra	-1.98956	12 Nov 2016
IL	excellent	31.39547	Asia/Jerusalem	34.75699	2014-07-10
DE	accep	52.47774	Europe/Berlin	10.5511	2016-12-19
BR	good	-8.28333	America/Recife	-35.03333	12/26/2016, 00:00:00
MX	good	19.64745	America/Mexico_City	-102.04897	25 Dec 2021
BE	good	50.71229	Europe/Brussels	4.52529	2020/07/11
US	building	28.90054	America/New_York	-81.26367	04/20/2021, 00:00:00
US	excellent	33.45122	America/Chicago	-86.99666	2021-03-18
AU	good	-25.54073	Australia/Brisbane	152.70493	20 May 2013
IN	good	21.59983	Asia/Kolkata	71.21169	01/21/2018, 00:00:00
RU	good	57.30185	Europe/Moscow	39.85331	08/26/2021, 00:00:00
PE	average	-3.74912	America/Lima	-73.25383	07/06/2022, 00:00:00
CU	maintenance	22.98212	America/Havana	-80.58556	06/05/2014, 00:00:00
JP	excellent	34.9	Asia/Tokyo	137.5	05 Jul 2021
IN	building	15.5439	Asia/Kolkata	73.7553	04/16/2017, 00:00:00
US	excellent	42.16808	America/Chicago	-88.42814	2013-07-11
TZ	good	-2.68333	Africa/Dar_es_Salaam	33	04/27/2020, 00:00:00
NG	good	11.86064	Africa/Lagos	9.0027	01/06/2014, 00:00:00
US	maintenance	38.54491	America/Los_Angeles	-121.74052	14 Jun 2016
US	good	33.08014	America/New_York	-83.2321	2015-12-27
KZ	good	47.83333	Asia/Aqtobe	59.6	02 Jan 2018
IT	good	44.89784	Europe/Rome	8.86374	2021/02/10
GB	average	51.35084	Europe/London	-1.99421	2014-10-18
GB	good	51.65	Europe/London	-0.2	2016-07-02
RU	average	60.02427	Europe/Moscow	30.28491	06 Apr 2021
UA	average	49.65186	Europe/Kiev	26.97253	2016-11-08
CO	excellent	6.46838	America/Bogota	-73.26022	2021/06/28
US	good	40.72371	America/New_York	-73.95097	2019/02/27
DE	maintenance	50.80019	Europe/Berlin	7.20769	29 Mar 2020
CR	excellent	10.63504	America/Costa_Rica	-85.43772	12/27/2018, 00:00:00
US	average	29.84576	America/Chicago	-90.10674	2016-06-17
ZA	good	-26.93366	Africa/Johannesburg	29.24152	2016-04-14
RU	maintenance	50.06	Europe/Volgograd	43.2379	2013-03-08
PT	average	41.20485	Europe/Lisbon	-8.33147	06/24/2013, 00:00:00
MG	average	-17.83333	Indian/Antananarivo	48.41667	10 Mar 2019
TT	good	10.66668	America/Port_of_Spain	-61.51889	2014-03-13
TZ	accep	-5.41667	Africa/Dar_es_Salaam	38.01667	10/19/2017, 00:00:00
IN	building	15.45144	Asia/Kolkata	78.14797	11 Jan 2019
BR	excellent	-12.91667	America/Bahia	-39.25	11 May 2018
US	average	41.75338	America/Indiana/Indianapolis	-86.11084	07/05/2021, 00:00:00
DE	excellent	53.63333	Europe/Berlin	9.85	2022-04-13
VE	building	8.62261	America/Caracas	-70.20749	06 Dec 2020
TN	average	35.72917	Africa/Tunis	10.58082	05/23/2017, 00:00:00
SA	average	27.0174	Asia/Riyadh	49.62251	03/21/2014, 00:00:00
PK	average	32.17629	Asia/Karachi	75.06583	07/19/2014, 00:00:00
NG	excellent	7.65649	Africa/Lagos	4.92235	05/25/2022, 00:00:00
CL	excellent	-33.59217	America/Santiago	-70.6996	02/18/2013, 00:00:00
UA	good	50.18545	Europe/Kiev	27.06365	2021/11/06
RU	accep	53.77166	Europe/Moscow	38.12408	13 May 2022
IN	excellent	22.19303	Asia/Kolkata	88.18466	2015-11-22
RU	good	42.819	Europe/Moscow	47.1192	08/16/2014, 00:00:00
DE	maintenance	51.19139	Europe/Berlin	6.51352	11/26/2016, 00:00:00
UA	maitennce	46.75451	Europe/Kiev	33.34864	08 Jul 2021
BE	accep	51.21187	Europe/Brussels	4.25633	2018/10/18
BR	accep	-26.22861	America/Sao_Paulo	-52.67056	2022/04/27
PE	average	-11.94306	America/Lima	-76.70944	2018-11-06
US	good	33.52253	America/Los_Angeles	-117.70755	03/03/2018, 00:00:00
DE	building	53.59337	Europe/Berlin	9.47629	2016-09-22
FR	good	43.83125	Europe/Paris	5.03586	2021/11/02
UA	average	49.65186	Europe/Kiev	26.97253	2015-06-11
US	accep	38.54491	America/Los_Angeles	-121.74052	2018-04-05
MY	good	1.6	Asia/Kuala_Lumpur	103.81667	2013/07/17
NZ	average	-38.65333	Pacific/Auckland	178.00417	2016-01-18
BE	building	51.21187	Europe/Brussels	4.25633	2014-10-02
IR	maintenance	36.64852	Asia/Tehran	51.49621	04/02/2020, 00:00:00
US	building	42.30865	America/Detroit	-83.48216	13 Jan 2017
RU	average	54.39304	Europe/Moscow	53.26023	17 Dec 2013
US	maintenance	33.08014	America/New_York	-83.2321	2016/08/14
PK	excellent	31.82539	Asia/Karachi	72.54064	2015/12/04
IT	excellent	40.87363	Europe/Rome	14.34085	2017/10/25
RU	maintenance	44.92934	Europe/Moscow	37.99117	2016-05-04
BY	excellent	55.1904	Europe/Minsk	30.2049	2019/07/30
BR	average	-22.97056	America/Sao_Paulo	-46.99583	2018-12-23
RU	excellent	53.53395	Europe/Moscow	33.72798	03/28/2016, 00:00:00
US	accep	46.09273	America/Menominee	-88.64235	2014/07/07
CN	building	27.92333	Asia/Shanghai	118.53333	12 Feb 2013
US	excellent	36.61033	America/Chicago	-88.31476	03 Nov 2016
FI	good	65.84811	Europe/Helsinki	24.14662	01 Oct 2017
MK	maintenance	41.92361	Europe/Skopje	20.91361	08 May 2015
PE	average	-16.25	America/Lima	-69.08333	01/15/2020, 00:00:00
UA	excellent	49.07866	Europe/Kiev	30.96755	18 May 2015
PK	accep	30.29184	Asia/Karachi	71.67164	03/20/2014, 00:00:00
IN	accep	33.37526	Asia/Kolkata	74.3092	01 Apr 2021
US	good	44.27804	America/Chicago	-88.27205	2014/06/19
US	average	33.44872	America/Chicago	-86.78777	2017-11-18
US	building	37.71715	America/Los_Angeles	-122.40433	10/25/2015, 00:00:00
CN	good	37.30553	Asia/Shanghai	120.82747	13 Jan 2022
US	accep	40.65995	America/Denver	-111.99633	2015/09/25
JP	excellent	36.53333	Asia/Tokyo	136.61667	2020/12/15
FR	good	45.51667	Europe/Paris	4.86667	2017-08-23
BR	accep	-12.91667	America/Bahia	-39.25	06 Aug 2015
MQ	excellent	14.67751	America/Martinique	-60.94228	03 Jan 2017
IR	good	33.86419	Asia/Tehran	48.26258	12 Oct 2018
US	good	41.55815	America/New_York	-73.0515	2016/02/10
IT	accep	40.53123	Europe/Rome	17.58522	07/24/2020, 00:00:00
BR	average	-22.92306	America/Sao_Paulo	-53.13722	06/02/2021, 00:00:00
US	accep	35.88264	America/New_York	-80.08199	06 Jan 2019
JP	average	34.75856	Asia/Tokyo	136.13108	10/21/2019, 00:00:00
GB	good	51.35084	Europe/London	-1.99421	2017-12-14
SK	average	48.8449	Europe/Bratislava	17.22635	01 Mar 2018
ES	average	43.31667	Europe/Madrid	-2.68333	05/07/2016, 00:00:00
RU	excellent	51.40944	Europe/Saratov	46.04833	2016-05-02
UZ	average	41.29444	Asia/Tashkent	69.67639	10/25/2015, 00:00:00
PR	average	18.42745	America/Puerto_Rico	-67.15407	2016/04/22
IN	excellent	24.41288	Asia/Kolkata	76.56719	12/04/2012, 00:00:00
DE	excellent	48.73218	Europe/Berlin	11.18709	2017-02-02
EG	good	26.67319	Africa/Cairo	31.4976	01/08/2019, 00:00:00
GB	accep	53.46506	Europe/London	-1.47217	11 Jan 2017
IL	accep	32.05971	Asia/Jerusalem	34.8732	05/07/2022, 00:00:00
RU	building	54.90083	Europe/Moscow	38.07083	07 Feb 2018
ML	excellent	12.74409	Africa/Bamako	-8.07257	20 Oct 2012
US	accep	42.30865	America/Detroit	-83.48216	07/08/2017, 00:00:00
RU	accep	42.819	Europe/Moscow	47.1192	2014-05-07
PA	good	8.88988	America/Panama	-79.62603	2014-05-10
IN	building	25.13915	Asia/Kolkata	73.06784	02/14/2013, 00:00:00
AU	average	-25.54073	Australia/Brisbane	152.70493	11 Feb 2016
ID	excellent	-7.51611	Asia/Jakarta	109.05389	2022/02/15
IN	maintenance	22.88783	Asia/Kolkata	84.13864	2013-02-20
MM	building	16.68911	Asia/Yangon	98.50893	12/03/2015, 00:00:00
US	average	40.67705	America/New_York	-73.89125	2018/05/13
CZ	accep	50.23271	Europe/Prague	12.87117	2013/10/15
PE	excellent	-11.94306	America/Lima	-76.70944	2018-12-12
KR	good	37.1759	Asia/Seoul	128.9889	04 Apr 2022
GB	building	50.82882	Europe/London	-0.32247	2015/04/12
US	maintenance	38.70734	America/New_York	-77.02303	2013/02/28
CN	good	32.54278	Asia/Shanghai	111.50861	08 Aug 2016
LT	excellent	55.25	Europe/Vilnius	24.75	2016/10/22
MX	accep	16.75973	America/Mexico_City	-93.11308	03/27/2017, 00:00:00
NI	excellent	11.84962	America/Managua	-86.19903	19 Mar 2017
PK	good	31.82539	Asia/Karachi	72.54064	01/10/2016, 00:00:00
MM	good	14.0823	Asia/Yangon	98.19151	17 Nov 2019
MG	excellent	-19.65	Indian/Antananarivo	47.31667	26 Jul 2022
KE	average	0.46005	Africa/Nairobi	34.11169	21 Jan 2016
DE	building	50.80019	Europe/Berlin	7.20769	2014-05-23
GB	building	53.19146	Europe/London	-2.52398	11 Jul 2020
US	excellent	41.14676	America/New_York	-73.49484	05/29/2013, 00:00:00
IN	accep	18.51957	Asia/Kolkata	73.85535	2017-03-12
US	accep	41.55838	America/New_York	-81.56929	2018-05-22
US	average	40.5576	America/New_York	-74.28459	10/19/2014, 00:00:00
IN	accep	32.55531	Asia/Kolkata	76.12647	2018/09/03
FR	building	48.90472	Europe/Paris	2.2469	10/11/2015, 00:00:00
CN	excellent	27.92333	Asia/Shanghai	118.53333	2012-12-01
UA	accep	49.41029	Europe/Zaporozhye	38.15035	05/26/2022, 00:00:00
CU	excellent	23.04419	America/Havana	-82.00919	2017/06/06
DZ	average	35.21222	Africa/Algiers	2.31889	2015/08/23
BG	excellent	42.7	Europe/Sofia	27.25	02/06/2017, 00:00:00
UA	good	49.65186	Europe/Kiev	26.97253	2020-07-10
TR	good	39.12074	Europe/Istanbul	27.18052	2016/12/24
PK	good	27.55898	Asia/Karachi	68.21204	2013-09-21
CU	excellent	23.15678	America/Havana	-81.24441	20 Jan 2013
TN	accep	35.72917	Africa/Tunis	10.58082	2013-07-22
PH	maintenance	15.72892	Asia/Manila	120.57224	04 Apr 2015
CN	excellent	41.94175	Asia/Shanghai	123.50266	2020-04-19
CN	good	37.65181	Asia/Shanghai	120.33063	08/15/2019, 00:00:00
PS	building	31.78336	Asia/Hebron	35.23388	10/28/2014, 00:00:00
IT	accep	41.72063	Europe/Rome	12.6723	2020-09-05
TR	average	39.59611	Europe/Istanbul	27.02444	31 Oct 2021
CZ	accep	50.50301	Europe/Prague	13.63617	11/05/2015, 00:00:00
US	good	41.48199	America/New_York	-81.79819	2013-12-29
PK	accep	31.82539	Asia/Karachi	72.54064	2016-10-16
BR	building	-22.57306	America/Sao_Paulo	-47.1725	27 May 2020
US	maintenance	26.18924	America/Chicago	-98.15529	02/27/2019, 00:00:00
MX	building	19.32889	America/Mexico_City	-99.32556	03 Jun 2014
IN	good	10.10649	Asia/Kolkata	76.35484	27 Aug 2013
US	accep	42.30865	America/Detroit	-83.48216	2014-12-21
BA	excellent	44.75874	Europe/Sarajevo	19.21437	06/02/2017, 00:00:00
ID	good	0.51667	Asia/Jakarta	101.44167	2018-03-07
PT	good	41.1053	Europe/Lisbon	-7.32097	2013/04/20
AU	accep	-34.28853	Australia/Sydney	146.05093	2016-07-09
MK	average	42	Europe/Skopje	21.32778	2018-02-21
DZ	average	36.27462	Africa/Algiers	4.85668	2019-08-30
RU	building	55.75556	Asia/Yekaterinburg	60.70278	10/14/2013, 00:00:00
ES	average	42.64685	Europe/Madrid	-5.55835	2016/10/13
IE	good	53.43333	Europe/Dublin	-7.95	09/19/2016, 00:00:00
PH	average	16.0438	Asia/Manila	120.4861	06/19/2019, 00:00:00
RU	average	58.1908	Europe/Moscow	40.17171	2019/10/06
US	building	31.12406	America/Chicago	-97.90308	10 Mar 2020
ID	excellent	-7.0981	Asia/Jakarta	109.3243	2019/07/16
PK	acceptable	27.52948	Asia/Karachi	68.75915	2013/01/31
CG	good	-4.26613	Africa/Brazzaville	15.28318	07/08/2021, 00:00:00
TR	accep	39.22493	Europe/Istanbul	42.85693	02/10/2021, 00:00:00
PK	excellent	32.57756	Asia/Karachi	71.52847	08/18/2016, 00:00:00
RU	excellent	51.78771	Asia/Yekaterinburg	56.36091	08/31/2015, 00:00:00
IT	excellent	41.55947	Europe/Rome	14.66737	28 Feb 2014
BR	maintenance	-10.90889	America/Maceio	-37.03861	07 Apr 2018
CU	accep	22.98212	America/Havana	-80.58556	2013-08-05
TR	good	37.31309	Europe/Istanbul	40.74357	16 Apr 2018
DZ	average	34.15429	Africa/Algiers	3.50309	10 Jul 2015
HT	average	18.65297	America/Port-au-Prince	-72.09391	2018-02-28
US	average	47.64995	America/Los_Angeles	-117.23991	2015/10/17
GB	accep	53.81667	Europe/London	-3.05	02/09/2018, 00:00:00
TZ	average	-6.8	Africa/Dar_es_Salaam	39.25	29 Nov 2016
PL	accep	50.5107	Europe/Warsaw	18.30056	2015-11-22
JP	good	35.82756	Asia/Tokyo	137.95378	10 Sep 2016
CN	good	41.27194	Asia/Shanghai	123.17306	2016-01-03
IT	excellent	43.1122	Europe/Rome	12.38878	20 Feb 2015
ID	accep	-7.81667	Asia/Jakarta	112.01667	2020/02/01
IT	accep	44.31771	Europe/Rome	9.32241	02 Sep 2014
SK	excellent	48.8449	Europe/Bratislava	17.22635	10/29/2013, 00:00:00
BY	average	52.4089	Europe/Minsk	31.3237	2017/04/28
AU	excellent	-31.95224	Australia/Perth	115.8614	26 May 2015
RU	maintenance	54.84444	Europe/Moscow	38.16694	29 Oct 2013
NE	good	13.70727	Africa/Niamey	9.15013	2020-12-16
US	good	41.75338	America/Indiana/Indianapolis	-86.11084	05 Mar 2016
BR	accep	-23.44361	America/Sao_Paulo	-51.87389	07/29/2017, 00:00:00
MN	excellent	47.90771	Asia/Ulaanbaatar	106.88324	2014/09/23
PT	accep	41.1053	Europe/Lisbon	-7.32097	2016-09-25
US	maintenance	45.16024	America/Chicago	-93.08883	27 Oct 2019
PH	maintenance	14.66	Asia/Manila	120.56528	2012/11/19
CL	good	-32.45242	America/Santiago	-71.23106	2020/01/06
CI	building	5.27247	Africa/Abidjan	-3.59625	11/03/2021, 00:00:00
DE	building	49.68369	Europe/Berlin	8.61839	05/07/2016, 00:00:00
IT	excellent	45.9836	Europe/Rome	12.70038	08 May 2022
US	good	34.06635	America/New_York	-84.67837	28 Mar 2022
DE	excellent	52.4581	Europe/Berlin	13.28702	03 Mar 2015
FR	excellent	41.91886	Europe/Paris	8.73812	08/15/2018, 00:00:00
BR	excellent	-21.205	America/Sao_Paulo	-41.88778	2016-08-27
CU	accep	22.98212	America/Havana	-80.58556	2018-02-04
TR	average	39.22493	Europe/Istanbul	42.85693	2020-06-13
IN	accep	34.08565	Asia/Kolkata	74.80555	14 Dec 2019
IL	good	31.39547	Asia/Jerusalem	34.75699	06 Feb 2016
US	average	47.92526	America/Chicago	-97.03285	2013-02-26
JP	excellent	35.82756	Asia/Tokyo	137.95378	2016-06-10
CD	excellent	0.49113	Africa/Lubumbashi	29.47306	07/19/2021, 00:00:00
RO	good	44.43579	Europe/Bucharest	26.01649	24 Apr 2018
US	good	47.64995	America/Los_Angeles	-117.23991	2017-11-07
IT	excellent	44.59445	Europe/Rome	11.04979	2020-02-21
JP	accep	37.56667	Asia/Tokyo	140.11667	08/11/2021, 00:00:00
ES	building	37.49073	Europe/Madrid	-2.77259	2014-11-15
IN	average	18.87813	Asia/Kolkata	72.93924	2019-03-30
FR	building	48.98693	Europe/Paris	2.44892	20 Feb 2019
GB	excellent	53.0233	Europe/London	-1.48119	2021/09/11
UZ	good	40.11583	Asia/Samarkand	67.84222	26 Feb 2016
PK	average	32.17629	Asia/Karachi	75.06583	30 Jun 2013
AR	building	-54.8	America/Argentina/Ushuaia	-68.3	03 Jul 2016
CN	excellent	36.19278	Asia/Shanghai	117.65694	26 Jan 2017
IL	average	32.05971	Asia/Jerusalem	34.8732	2018-04-13
BR	building	-15.675	America/Bahia	-38.94722	10 Jan 2014
US	average	41.48199	America/New_York	-81.79819	2017-01-18
IN	maintenance	12.1277	Asia/Kolkata	78.15794	07/11/2016, 00:00:00
BR	accep	-4.16694	America/Fortaleza	-40.7475	13 Dec 2017
US	average	28.54944	America/New_York	-81.77285	06/08/2014, 00:00:00
PL	excellent	54.60528	Europe/Warsaw	18.34717	08/12/2021, 00:00:00
TH	building	16.0567	Asia/Bangkok	103.65309	07/23/2022, 00:00:00
BD	average	22.83957	Asia/Dhaka	91.84128	2014-06-19
US	building	27.09978	America/New_York	-82.45426	2014/11/20
ID	maintenance	-1.6	Asia/Jakarta	103.61667	18 Feb 2021
RU	average	42.819	Europe/Moscow	47.1192	2019-11-09
US	average	27.71809	America/New_York	-82.35176	24 Jul 2013
IT	good	40.87363	Europe/Rome	14.34085	2019/09/17
DE	good	50.80019	Europe/Berlin	7.20769	26 Jun 2017
HR	excellent	43.50891	Europe/Zagreb	16.43915	12 Dec 2018
IT	excellent	42.67164	Europe/Rome	14.01481	2019-04-27
US	accep	44.73941	America/Chicago	-93.12577	2016-07-26
US	excellent	43.91452	America/New_York	-69.96533	03/17/2019, 00:00:00
US	average	35.74788	America/Chicago	-95.36969	2022-07-21
GA	average	-1.63333	Africa/Libreville	13.58357	2019/12/16
US	average	35.25064	America/Chicago	-91.73625	2021-09-23
DE	average	52.2	Europe/Berlin	8.63333	30 Oct 2016
CO	average	5.20856	America/Bogota	-74.73584	2020-04-05
VE	maintenance	10.22677	America/Caracas	-67.33122	08/01/2013, 00:00:00
US	good	30.17746	America/New_York	-81.38758	21 Apr 2021
NL	average	52.57583	Europe/Amsterdam	6.61944	2018/12/25
IN	average	25.87498	Asia/Kolkata	86.59611	2016/09/30
US	average	26.68451	America/New_York	-80.66756	2021/03/05
US	average	34.63915	America/Los_Angeles	-120.45794	2017/09/28
US	accep	34.21639	America/Los_Angeles	-119.0376	09/14/2013, 00:00:00
IN	good	25.92493	Asia/Kolkata	73.66633	04/04/2021, 00:00:00
IN	building	26.11527	Asia/Kolkata	86.59509	2018/02/16
TH	excellent	13.51825	Asia/Bangkok	99.95469	2020-10-22
BR	excellent	-22.53722	America/Sao_Paulo	-42.98194	04/06/2014, 00:00:00
US	excellent	33.93113	America/Los_Angeles	-117.54866	2019-02-04
NL	maintenance	52.14	Europe/Amsterdam	5.58472	2013-01-18
