H2CO	TEMP	CH4	PM2.5	warning	PRES	C2H3NO5	SO2	NH3	longitude	O3	PM10	latitude	Pb	CO	CFCs	PAHs	NOx
51.57106	15.09901	9.59106	8.42163	0.00000	1056.37049	0.01732	8.95967	9.46076	59.80222	10.81142	7.75960	58.63667	46.16857	9.91333	35.21114	11.39134	10.57043
71.20453	26.04731	9.40974	10.33099	1.00000	1125.94089	0.01641	8.37483	8.41852	-120.00865	5.96159	6.72405	46.32374	55.93725	8.76306	52.18054	11.09760	8.84851
64.33483	19.81039	10.97635	5.79147	1.00000	1070.64974	0.02715	10.60882	9.53605	-37.65	9.82714	8.37373	-10.91722	60.19675	7.80434	49.51316	9.05090	9.03199
41.07722	3.68389	10.50604	12.76497	1.00000	1123.37923	0.48833	11.32306	9.64157	51.67462	10.71185	11.51471	32.65246	65.85569	11.70959	47.59038	11.69354	9.45813
57.99892	9.38715	11.94311	11.25619	1.00000	1111.40015	0.03421	8.34298	7.95833	12.1369	9.16123	8.73167	51.04962	61.76611	8.35458	69.45585	9.98093	8.76669
39.14433	13.79753	8.84354	10.17870	1.00000	1091.95619	0.04012	9.20631	8.65119	-93.12577	8.72950	8.94612	44.73941	61.76690	7.99739	51.84826	9.42366	9.91376
54.93346	17.31253	9.39112	8.89505	1.00000	1183.16845	0.18595	8.63002	8.16510	-71.19901	10.28614	10.52780	-30.60106	59.00418	10.04808	45.50651	9.93818	10.02049
49.72422	23.22944	8.71025	11.38350	1.00000	1173.11475	0.02421	9.33323	8.44990	-0.45877	8.58399	8.24173	46.32313	37.86624	9.65011	33.60074	9.82312	9.06801
41.08874	30.21006	11.70671	10.96255	0.00000	1108.84464	0.07640	8.13062	9.59679	5.51978	11.01524	9.59198	51.44889	69.02384	7.73424	43.95304	9.29861	10.07982
53.40768	22.46536	12.12831	10.14204	1.00000	1132.36291	0.03629	9.46667	8.70369	-120.93549	9.21333	8.68225	37.73604	45.17505	6.40144	31.63486	9.30054	9.26744
50.75407	19.05456	9.76852	9.72440	1.00000	1150.76032	0.00853	8.96983	8.62269	-122.39168	8.08962	6.37292	40.58654	60.61603	6.83520	52.36910	13.25532	10.01464
42.73721	29.43931	11.17820	11.19467	1.00000	1196.33843	0.09416	10.40007	9.56055	75.92694	9.15981	9.82894	14.46693	43.07390	10.53381	36.89665	8.61427	10.09282
61.03675	18.51036	11.16466	12.32180	1.00000	1096.47569	0.26868	11.30090	10.07845	-97.03285	10.82656	10.91613	47.92526	50.69494	11.57689	77.95905	10.62581	8.65789
50.70155	-11.42684	12.64713	10.10515	1.00000	1099.69412	0.00721	8.51137	9.68425	35.23388	8.99412	6.36529	31.78336	61.50751	5.58306	40.43381	13.45306	11.82177
63.56193	4.47582	7.89592	9.76782	1.00000	1110.95742	0.02802	9.68234	9.70352	48.87498	8.16890	8.50404	38.45598	47.26579	7.92760	22.65545	10.89102	8.84862
34.32661	18.07112	9.74384	9.06291	1.00000	1051.92738	0.01214	9.53785	9.45580	74.3092	5.02834	7.47228	33.37526	56.99289	7.52995	41.87257	11.55496	8.96370
63.63601	15.20821	10.10344	7.93808	1.00000	1154.34024	0.02359	7.16379	8.23783	88.28637	9.74829	8.32173	23.07492	56.22869	10.94846	45.21798	9.65852	8.03320
29.70502	16.76134	12.74165	10.59089	1.00000	1098.43885	0.25545	10.13324	9.72638	9.15214	12.18195	10.84832	49.97704	50.23578	10.03847	65.20178	11.24872	8.69834
51.24665	30.56036	10.81422	10.19500	1.00000	1156.77070	0.10532	8.79964	9.21240	-120.43572	10.97276	9.87680	34.95303	63.70482	11.73793	58.03847	11.11652	9.16723
65.29830	9.03448	12.52793	10.73632	1.00000	1161.18328	0.02832	10.71888	9.48255	-121.75689	8.13160	8.34517	36.91023	46.17540	10.25121	31.53963	13.44821	10.04355
48.50456	23.58654	10.44586	11.40547	1.00000	1170.92775	0.11434	9.43601	10.43327	-73.49484	8.76662	10.03599	41.14676	47.16865	10.25623	42.75342	10.21195	7.04675
52.46507	-10.04486	11.37020	12.28261	1.00000	1085.16600	0.13486	10.08429	10.12272	-122.24064	11.08603	10.19296	47.80527	43.26637	10.00625	29.24209	8.48326	8.63930
51.40533	36.74322	13.94513	11.01701	1.00000	1114.48929	0.04616	8.99432	7.56810	-76.72803	10.73183	8.96687	39.32288	42.98932	7.16666	48.30939	10.78502	10.84256
71.86253	27.97097	10.44620	9.05398	1.00000	1082.47102	0.03449	9.54102	8.23975	106.88324	6.20690	8.67123	47.90771	66.89228	6.62289	69.01280	9.72340	8.23458
60.65214	23.18967	6.59261	10.39107	1.00000	1151.58434	0.01183	10.25639	9.06991	113.69785	6.23592	4.51955	-7.73379	55.63286	8.10430	37.49720	12.52581	7.86791
44.51943	32.05766	11.68054	14.68351	1.00000	1195.48343	3.27728	9.01891	8.61790	-73.0515	12.02990	13.42714	41.55815	77.28246	10.37413	71.60707	11.71289	9.25026
73.23761	13.10880	10.66341	11.31222	1.00000	1131.69567	0.38850	10.64735	8.57427	-87.71255	10.62747	11.27841	41.84364	59.55188	9.79989	46.00098	11.63064	8.02129
48.09929	19.11486	11.40099	11.34889	1.00000	1165.21720	0.06074	9.74323	9.44878	9.0027	8.83063	9.29904	11.86064	42.75251	10.70265	47.12261	10.57948	9.07875
46.77011	22.39920	10.71522	11.76321	1.00000	1144.18189	0.33133	7.71226	10.34868	107.60627	11.17172	11.13253	51.82721	52.50781	11.58111	52.46648	11.86658	8.33406
	2.63790	5.77047	9.81379	1.00000	1119.08227	0.00632	9.51832	9.30369	72.68533	5.54104	4.99900	22.75218	55.91600	8.62274	39.34172	13.50232	7.14411
51.69412	9.80940	10.87230	6.91987	0.00000	1156.05840	0.09639	8.88179	7.61134	-156.47432	8.29883	9.83904	20.88953	56.24843	11.82682	37.44799	7.60808	8.94061
44.98041	17.39258	11.04913	8.15207	0.00000	1133.69125	0.89019	9.55339	9.23283	-87.66561	6.28056	12.12106	41.8542	45.72104	10.39522	94.21696	9.94359	8.27825
49.26321	26.40073	8.56005	9.11291	1.00000	1147.97876	0.00945	9.51790	8.74963	130.94098	4.48421	7.32102	33.3213	60.27642	7.35153	51.93063	9.40307	10.03389
54.20832	20.73024	10.08970	8.56390	1.00000	1051.52828	0.02495	9.56059	10.15263	116.11768	5.52415	8.17481	24.28859	46.94858	5.87057	76.62119	9.33781	9.68946
52.41002	20.50422	10.28770	10.41259	0.00000	1168.63809	0.04967	8.65702	8.28840	30.91105	8.42706	9.09364	3.02013	75.99038	10.72881	38.80852	8.70910	8.87897
60.13637	13.09034	11.61512	11.39168	1.00000	1113.37704	0.00366	10.59785	10.35038	-40.7475	7.68561	5.81536	-4.16694	52.15434	7.56001	44.58556	10.40153	9.39622
66.86090	13.79516	11.48792	11.06021	1.00000	1142.12184	0.57313	9.14208	10.50944	86.51499	12.19086	11.67410	23.1959	62.80140	10.64666	63.68380	9.38224	9.33442
67.69352	3.53820	11.10147	12.20098	1.00000	1079.07226	0.16554	9.98547	8.50608	72.85107	8.89504	10.41028	19.30157	26.58197	9.90821	35.49431	12.96226	10.33548
36.58993	13.76033	9.29502	9.42500	0.00000	1057.28406	0.00739	8.40969	8.35153	-2.1875	9.35818	3.45610	51.26	69.60194	1.74489	36.94059	12.96798	9.73290
69.94155	10.23787	9.62083	7.41076	0.00000	1175.06318	0.04179	8.67548	8.79088	29.26639	7.13007	8.92309	37.58105	45.18794		43.94580	7.42727	10.77366
81.37225	14.83227	10.57692	10.06477	1.00000	1083.97580	0.04870	7.48419	8.43354	10.78222	8.57623	9.02797	36.46917	37.12906	8.06935	51.75376	10.82827	8.11009
54.88003	23.90393	10.13561	10.39745	1.00000	1166.77788	0.13740	8.78499	8.25977	-88.81395	9.88620	10.20831	35.61452	49.70648	10.27614	41.49535	10.19829	9.14062
41.38536	33.90351	10.28355	11.34949	1.00000	1068.39691	0.19099	8.22267	8.01174	-39.25	9.85794	10.55164	-12.91667	70.67824	11.00654	38.98160	10.81816	9.17633
49.70972	11.27521	9.26366	9.14587	1.00000	1087.94446	0.92648	9.61093	9.60444	86.51499	12.79003	12.15562	23.1959	52.88670	10.12105	25.20007	9.09821	8.71167
66.10108	17.58368	9.86658	9.43720	0.00000	1134.57465	0.01268	7.51756	9.33821	-76.51552	10.38344	7.72996	39.32011	61.38607	12.53562	64.33255	5.47699	10.11319
50.51460	15.55675	10.48681	10.05323	0.00000	1062.37966	0.00869	9.45356	8.13985	40.17171	9.45998	6.51218	58.1908	58.49942	5.88335	51.21069	12.79589	8.00528
35.31021	24.72968	9.52286	10.12727	1.00000	1123.79385	0.00629	9.20163	9.21011	-88.81395	4.07922	5.05134	35.61452	61.87868	7.77061	33.38490	11.12565	8.66327
50.62524	25.79729	8.92241	9.83933	0.00000	1140.68654	0.01173	7.36131	9.12740	29.26639	9.50172	6.68947	37.58105	48.29473	9.94355	67.13753	10.34579	10.54548
48.70782	13.52060	10.14896	10.14823	1.00000	1197.24426	0.22414	9.37498	7.03390	-104.83192	10.97130	10.71763	39.72943	62.79963	11.75487	57.42003	10.30680	8.04360
66.26734	12.14330	11.99488	9.46442	0.00000	1090.44420	2.24262	9.52224	9.86804	-0.45877	7.65287	13.04410	46.32313	51.56607	11.58792	55.80883	10.48030	7.38921
40.38015	24.52580	13.02954	11.93196	1.00000	1143.90427	0.08384	8.62168	9.75711	124.3697	9.53486	9.69790	9.6531	29.77995	9.08999	46.24212	7.61966	10.39916
50.57826	9.39264	8.81731	10.72829	1.00000	1092.09362	0.02697	8.57829	10.37979	9.5926	7.79464	8.39404	52.86147	70.24265	9.41536	43.03806	10.62149	9.95671
51.52934	22.71503	10.43518	11.19663	0.00000	1188.91841	0.00678	7.90691	8.79360	16.54165	9.11048	5.39605	68.79833	52.98396	5.14946	41.09621	12.73444	9.93281
55.22859	7.45728	8.09320	7.74256	0.00000	1183.97348	0.00718	11.22616	8.53798	-78.04471	7.21733	7.04962	34.25628	58.67812	9.86144	50.65161	6.54888	9.36790
39.77525	27.29241	11.13684	7.67708	0.00000	1064.77903	0.38156	8.98174	8.12350	-72.09391	7.49878	11.26927	18.65297	32.92961	10.30277	48.28353	8.04522	9.66612
55.47132	14.49389	11.26992	10.12064	1.00000	1138.74916	0.07197	8.81323	8.88775	106.88324	9.43243	9.47636	47.90771	58.94867	9.61599	42.04524	9.52262	9.73028
56.16513	12.45326	11.61028	9.42169	0.00000	1107.34729	0.61929	9.54469	9.60068	33.34864	9.64759	11.75097	46.75451	54.88458	12.50777	41.86922	8.15943	7.45225
57.40295	24.03844	10.52125	8.30921	1.00000	1133.61998	0.01229	9.15427	9.13240	-86.99666	7.55982	6.86088	33.45122	69.61756	11.29439	42.73626	10.15333	9.36982
66.04629	37.92871	10.77804	11.16136	1.00000	1104.48403	2.45755	6.99197	8.28009	38.02486	12.91030	13.13709	55.64776	48.74138	9.59767	53.18043	8.22995	10.03229
58.48166	18.28782	10.84134	11.38814	1.00000	1135.31086	0.62470	9.23156	8.34133	10.58082	12.10545	11.76177	35.72917	50.72927	10.90185	34.28874	10.00138	8.35369
60.48875	15.33088	10.41237	10.21122	1.00000	1111.60353	0.08071	8.74628	7.79808	68.49143	9.06586	9.57884	25.80565	60.68982	10.86168	46.05589	9.66201	9.20058
53.63783	13.72848	10.82475	8.16556	1.00000	1082.48250	0.10757	9.77893	9.76207	-73.0515	8.60876	9.96308	41.55815	41.24459	11.58652	64.29793	7.17410	9.14748
71.12646	9.25353	8.93135	9.15158	1.00000	1086.07852	0.08211	7.91938	9.24636	13.28702	9.28274	9.69209	52.4581	46.17338	10.61489	46.25831	10.03838	10.07551
53.29379	22.84289	10.67501	9.45693	0.00000	1096.52173	0.33217	10.09119	10.01973	42.54536	8.52049	11.10109	-0.35817	32.97053	10.09727	62.40669	7.69198	8.44885
58.26413	6.89845	7.85772	8.88778	1.00000	1093.02289	0.01595	9.83556	9.50768	9.17702	7.64490	7.53628	48.78232	62.85556	6.35083	40.96544	11.14188	8.91461
55.87930	7.47206	9.93740	11.71244	1.00000	1133.47643	0.01228	8.94980	8.78231	-39.25	6.23733	6.73365	-12.91667	36.12339	9.66765	48.31340	9.90910	10.72708
53.24071	18.33733	10.41144	7.41162	0.00000	1128.48861	0.09448	9.47365	9.91582	11.04979	7.99855	9.74683	44.59445	43.72378	11.56734	28.92006	7.89048	9.25821
48.32550	17.95148	9.38369	11.07543	0.00000	1075.42088	0.01965	9.77095	7.76535	8.61839	8.95144	7.96404	49.68369	50.66870	14.82686	32.72606	7.20901	8.22463
62.03362	8.77492	11.01819	9.95245	1.00000	1171.68888	0.04767	8.57259	9.42312	6.74549	6.74696	8.93487	49.5099	64.88637	8.23004	45.24858	10.11152	9.67547
50.28973	30.58300	10.95140	12.76890	0.00000	1195.11457	0.04934	9.90814	8.58052	38.12408	10.05300	9.02237	53.77166	55.24066	11.12385	26.90011	8.32199	9.27852
37.88751	27.69359	8.84502	8.60464	1.00000	1168.80389	0.19833	9.71440	8.81916	73.06784	9.27245	10.59447	25.13915	63.92759	6.60504	63.45049	9.99710	7.69411
76.92679	44.25483	10.49963	9.84756	0.00000	1153.16946	0.01463	9.37522	11.95940	-156.47432	11.46687	7.75559	20.88953	53.94106	6.46952	65.45601	10.73019	9.23584
58.43913	4.51813	8.89767	10.89476	1.00000	1095.14220	0.01199	8.98626	9.88976	34.75699	8.04559	6.41671	31.39547	52.83926	8.70016	47.86751	12.62251	9.08632
50.66555	26.82631	11.81171	8.90087	0.00000	1152.01164	1.04599	9.18452	9.24808	-0.45877	8.95235	12.28139	46.32313	46.60612	11.32608	48.94430	8.27575	8.29618
66.64015	23.83953	9.94141	11.06979	1.00000	1092.94719	0.35401	8.82388	8.22745	19.21437	10.70819	11.17524	44.75874	54.66631	10.33920	63.69667	11.05313	10.57883
29.77453	5.36840	11.18496	11.52510	1.00000	1146.64151	0.00768	9.52473	9.73478	-46.99583	7.64030	6.57230	-22.97056	55.45128	8.11852	49.35166	9.98733	8.37669
40.49094	21.42301	10.89923	8.29622	0.00000	1109.49358	0.45580	10.29942	8.57293	75.37991	6.92093	11.43897	25.75728	48.86874	10.61411	54.82863	9.30010	9.16289
41.09539	10.22132	12.75080	8.83557	0.00000	1161.62507	7.06145	8.52901	9.27871	71.30633	7.46212	14.19339	21.34222	52.52040	10.86281	57.26068	10.35695	8.30875
51.90121	11.99783	11.45271	11.32954	0.00000	1103.91819	0.09088	7.86513	9.84320	8.91229	10.21041	9.77173	49.13645	56.97974	8.57813	46.94555	10.26299	8.43606
72.52220	17.58666	10.67342	10.22539	1.00000	1093.11373	0.19872	8.87441	9.40641	-74.38987	11.64601	10.59025	40.65538	43.35105	11.31966	60.88714	10.17961	9.50334
77.23575	16.33308	9.08806	12.80999	1.00000	1083.96282	0.00732	9.71382	9.47733	98.6738	6.71437	4.95466	3.7278	48.36214	9.84545	54.97218	8.85589	9.32899
46.95340	9.23145	6.13738	9.20049	1.00000	1112.90506	0.01128	8.59520	9.23375	10.5511	3.99751	6.22811	52.47774	74.61225	8.20116	47.58832	10.62392	8.45646
58.59576	9.58668	11.16403	10.87222	0.00000	1069.48101	0.03321	8.71090	9.68491	-2.31938	12.59328	8.68478	6.46346	44.15299	7.24341	75.46340	9.83642	9.34587
55.16534	29.82798	11.28660	9.86660	0.00000	1097.13407	0.11630	8.19696	9.63672	120.4861	12.02870	10.02953	16.0438	32.65689	8.89655	46.38974	11.41693	8.46845
63.79169	9.77710	12.10434	12.83444	1.00000	1137.33417	0.20203	9.32852	8.53031	-117.79394	11.36451	10.62959	33.76446	54.03643	11.27800	39.21102	11.85275	9.95214
31.25286	26.00233	8.12817	11.79343	1.00000	1150.63264	0.05344	8.35055	9.61587	60.70278	8.27811	9.12516	55.75556	55.98593	10.63491	50.60661	8.11478	10.27983
61.90135	35.12341	8.84704	9.73121	1.00000	1117.97020	0.05832	8.43520	8.92579	15.28318	7.64918	9.23652	-4.26613	68.00439	7.80666	13.02045	9.00369	8.31722
62.01821	8.56583	11.95878	6.83586	0.00000	1080.68972	0.31244	6.97692	9.48629	-1.48119	9.08098	11.06617	53.0233	50.76076	11.75291	54.56206	6.97949	10.58717
58.01316	19.72038	9.61713	12.03835	1.00000	1072.05568	0.01248	6.84324	10.59605	-70.6996	8.67618	6.48538	-33.59217	50.90218	9.45785	48.25598	11.56830	9.28013
80.38919	7.24309	10.81871	9.33448	1.00000	1066.72459	0.01998	8.89469	8.62921	86.59509	9.39761	7.80385	26.11527	52.80537	5.51312	18.22972	12.09141	10.12988
43.06811	8.61475	9.94258	8.01239	0.00000	1138.79072	0.11698	8.79514	11.00405	-8.07257	7.86963	10.03672	12.74409	45.36200	11.24565	58.95659	8.39263	7.20187
55.15699	27.25255	10.40362	9.65137	1.00000	1053.29818	0.07229	10.79256	8.14276	-52.35558	8.66038	9.50052	-14.66463	51.01731	8.66509	58.17772	9.42536	7.20954
76.82767	13.75424	10.35263	7.46670	0.00000	1128.59937	0.11101	8.89809	8.21760	38.07083	7.64848	9.98702	54.90083	41.84521	9.96889	39.20449	7.00722	8.39162
62.07744	18.29231	10.32743	7.86895	0.00000	1090.74211	0.10894	7.61232	10.69477	136.13108	12.25804	9.97894	34.75856	64.08283	9.80851	49.14669	8.80277	8.57414
63.41478	31.93079	11.00625	9.91911	1.00000	1107.87689	0.08978	9.43459	8.11088	5.4384	10.04993	9.74152	43.2907	45.44022	9.78589	40.05336	10.33070	10.14246
54.77493	21.08470	10.56640	9.82148	1.00000	1155.73660	0.00723	10.09816	10.37171	-72.27814	6.96665	6.31789	42.93369	54.46787	5.97188	43.76596	10.01547	9.59357
64.75458	7.92268	12.57251	12.21758	1.00000	1053.54460	0.52392	9.48746	10.30653	98.50893	12.09553	11.58148	16.68911	36.19109	11.07636	46.14633	7.89595	6.50607
56.30122	4.82230	11.33115	9.08629	0.00000	1058.12384	0.08342	8.70353	8.45629	-82.35176	10.70879	9.64304	27.71809	63.17155	7.67995	67.00352	10.83653	9.09150
73.39975	6.43376	10.32922	7.97804	0.00000	1061.04128	0.14147	9.04937	8.49760	-73.26022	6.24823	10.23564	6.46838	54.70770	10.81122	44.28263	9.16580	8.82205
44.99737	15.69211	12.94396	11.63177	1.00000	1111.54262	0.01853	10.74239	10.14963	44.02488	6.51760	8.21120	32.61603	70.23386	9.23587	25.98511	8.40149	7.98618
70.78944	-7.46685	12.46266	11.88604	1.00000	1085.00239	0.06415	8.38759	9.74830	-15.6	9.54893	9.46037	13.56667	66.47361	8.75158	41.59362	7.76692	9.33347
52.80111	12.97888	11.58610	9.27963	1.00000	1105.08177	0.21926	9.02524	9.70117	25.8191	8.45937	10.70316	53.5942	32.06316	7.41349	26.48012	10.49120	9.93796
58.80585	22.78592	9.87200	9.22702	0.00000	1085.36716	0.01051	9.78014	9.86802	15.28318	11.26764	6.59489	-4.26613	55.74162	6.71468	60.86314	10.67471	8.66496
80.14884	29.35022	13.48421	10.06979	1.00000	1124.97028	0.09500	8.80491	8.07888	-71.10077	11.04067	9.84873	18.20854	58.06609	8.64892	11.92654	8.84303	9.12488
58.94509	18.50580	10.08338	10.21410	0.00000	1088.08268	0.01398	9.85023	7.22822	115.8614	12.35257	6.40433	-31.95224	75.51700	5.88748	57.57274	11.88781	8.55716
45.33356	16.73720	10.45776	10.31297	0.00000	1135.46745	0.01431	8.72439	9.45577	76.03889	11.44260	7.31723	18.18158	48.16998	6.24444	64.90146	11.51911	9.63358
54.04600	28.33876	9.84866	8.29466	1.00000	1126.87090	0.07397	9.98504	8.27180	-82.4017	7.46936	9.56119	23.0072	55.32651	10.89428	54.46949	8.10049	8.54533
35.95972	21.26562	8.32858	7.72786	0.00000	1094.19174	0.01364	9.50250	7.34745	10.58082	8.08939	6.66509	35.72917	47.34473	10.63883	39.78333	5.80271	10.94198
61.33833	6.53521	9.68769	9.45748	0.00000	1175.93684	0.00585	7.99786	9.70714	34.11169	9.78490	6.06411	0.46005	46.39916	6.55130	66.94573	11.00021	11.66796
51.07814	-0.69927	8.41938	8.58190	1.00000	1177.47665	0.50210	10.54126	8.53604	37.73333	12.03377	11.54298	-4.06667	45.67465	9.93102	55.15884	9.31695	10.53984
58.39150	27.21344	10.36167	12.34382	1.00000	1137.83760	0.01504	7.73783	7.60477	-60.94228	9.21214	7.59301	14.67751	72.36602	8.54117	51.83423	9.88987	8.41675
62.44625		9.80847	12.53931	0.00000	1074.87479	0.00319	9.08527	6.97549	-0.36053	9.57426	5.49973	51.64316	56.97063	7.73647	52.02511	10.54869	9.72014
60.02803	31.89995	10.00678	9.73302	1.00000	1086.88197	0.19153	10.26059	10.07694	42.7125	10.93297	10.57639	11.15583	70.77431	10.15507	61.25196	11.79402	9.50444
28.06056	26.85056	15.33435	11.89806	1.00000	1194.44184	0.00916	8.85580	8.04443	-81.26367	7.02075	6.40035	28.90054	40.55425	7.52048	35.92898	10.35219	8.32587
68.17647	8.70170	10.29082	9.85269	1.00000	1150.78417	0.02684	10.14535	9.05034	-87.93341	8.09507	8.31793	42.55308	42.64150	10.63449	63.02368	12.61952	9.08666
51.86210	6.48929	11.81381	11.23595	0.00000	1142.94154	0.23597	9.67996	9.38339	8.88104	11.69119	10.74890	45.79377	72.45736	8.45022	46.63672	8.85665	9.86070
50.85055	25.10126	12.09600	10.51526	0.00000	1157.42380	0.17674	8.98794	7.49935	14.01481	13.39569	10.47527	42.67164	44.37631	6.50987	51.84049	10.01323	8.34005
36.30130	7.07423	9.17600	12.02881	1.00000	1172.80082	2.04181	9.95177	11.21726	19.21437	12.81339	12.95168	44.75874	68.78286	11.42641	43.46358	11.35144	7.86878
33.96435	24.12968	12.77635	12.01331	1.00000	1166.79980	0.58513	10.18654	9.74091	37.92792	11.89182	11.69085	53.93361	43.90880	10.31874	33.31570	10.58558	10.29388
68.90706	15.88737	8.21580	9.04739	1.00000	1121.23511	0.52614	10.63743	9.08429	-81.77285	11.50656	11.59255	28.54944	78.82011	10.04527	88.37838	9.20300	9.33785
38.16319	19.97092	8.92489	10.84569	0.00000	1170.47432	0.00882	9.47017	8.03840	-91.77127	7.94065	3.99911	37.95143	30.84158	7.22871	30.71445	10.32640	10.81853
50.38935	24.53311	9.91613	10.58945	0.00000	1088.33534	0.01552	8.28306	10.09360	15.07041	10.35635	7.23890	37.49223	48.91614	8.93585	31.25069	10.36995	9.18939
75.93272	23.39457	8.30768	8.58164	1.00000	1146.93932	0.00613	9.33433	8.92614	119.58627	5.06386	6.45586	23.5654	32.12583	6.15600	48.61675	11.68809	9.83992
52.86234	5.53041	9.73973	9.92896	0.00000	1169.81077	0.00887	8.08886	8.48708	-76.70944	10.00173	6.37393	-11.94306	74.29206	7.34609	63.20682	11.24736	10.83268
45.70171	19.59870	8.86744	10.07982	1.00000	1118.45842	0.11848	9.45625	8.38217	-70.6996	9.21931	10.06003	-33.59217	54.11202	8.90799	28.45139	10.52522	9.10745
34.09146	0.39349	12.56005	10.21752	0.00000	1158.26633	0.77071	11.84710	10.96344	44.53333	13.50524	11.97971	-22.9	44.98916	7.02774	56.51731	11.34075	8.44636
52.83530	11.83421	12.45676	12.05380	1.00000	1172.38095	0.02569	9.22584	8.48168	13.28702	9.73336	8.38363	52.4581	26.47437	9.39035	73.23141	11.03918	10.11451
50.35975	34.63411	9.82412	11.46281	0.00000	1180.83839	0.00681	7.95933	8.17860	-82.00919	10.47517	6.01237	23.04419	66.25099	7.75260	52.23285	8.53303	8.88849
55.40176	20.09043	9.87581	8.59157	0.00000	1067.52039	0.19565	8.75281	10.44538	83.62389	7.33950	10.58876	53.30972	42.72854	10.90743	23.99437	9.37796	8.94716
39.81857	29.55138	10.33339	10.24320	0.00000	1147.77795	0.02871	7.56254	8.47453	133.42825	9.80670	8.39317	45.47885	71.33396	9.83838	69.94984	10.73748	9.34016
51.99037	16.79886	9.29004	8.42876	0.00000	1067.64611	0.04268	8.68561	7.64989	-49.27306	6.51661	8.95752	-25.42778	40.66251	9.71640	62.90955	7.88910	8.68160
64.97025	9.62558	10.66884	8.88519	0.00000	1155.64830	0.01742	9.16175	9.59812	-76.72803	12.30304	7.94938	39.32288	30.24718	5.03949	49.84313	11.70223	9.19612
35.01469	17.18064	11.34936	9.46459	1.00000	1184.13530	0.00813	9.57950	10.55441	86.51499	1.89464	6.06488	23.1959	36.56531	7.26768	55.50776	9.30584	8.93718
41.62427	7.03646	11.47003	9.86439	0.00000	1146.13925	0.15603	8.92159	8.80348	77.54372	10.53697	10.33250	10.12268	49.00458	9.10919	40.87908	13.20672	8.60315
49.24594	9.20403	11.82047	9.86765	1.00000	1197.85900	0.06973	9.62801	8.39414	5.4384	11.53141	9.48005	43.2907	47.53068	11.63438	53.05406	11.30515	8.82282
62.68456	15.41495	8.32058	6.27825	1.00000	1135.47164	0.04743	8.35747	8.92568	8.88104	9.38232	9.05565	45.79377	53.28632	8.31096	57.51897	9.55438	10.70365
31.77585	7.31959	9.62589	8.03878	1.00000	1057.10483	0.06847	9.35730	9.11169	-5.55835	10.10170	9.44063	42.64685	56.55991	9.80232	50.04834	9.96644	9.81409
60.83601	14.19256	11.15266	8.11990	1.00000	1077.59789	0.41183	9.91841	11.20736	102.56365	7.54403	11.33695	13.65805	57.88491	9.77267	43.94908	7.88821	10.51931
50.96135	-12.17027	11.94447	6.68676	0.00000	1103.63630	0.66123	9.28380	9.23634	-88.81395	9.17934	11.82112	35.61452	42.58171	10.81148	38.20107	7.16261	9.75769
55.10692	3.40940	11.50827	7.59348	0.00000	1158.95652	1.08033	7.83045	9.11028	-2.98884	7.02648	12.31379	43.32686	62.87339	10.58005	14.89518	9.88955	9.94354
52.57735	20.17345	10.38008	9.24935	1.00000	1194.95171	0.09607	10.85251		101.44167	10.11609	9.84096	0.51667	38.79082	9.39460	38.82706	9.19277	7.98783
30.11278	12.18040	8.25612	10.16780	1.00000	1175.35200	0.00946	9.46447	8.83215	2.44892	6.56283	6.11243	48.98693	54.42908	8.22732	40.43081	11.95933	7.79589
48.76750	11.91443	9.26570	9.07783	1.00000	1148.86494	0.11893	10.09034	9.44406	14.66737	9.73620	10.04046	41.55947	23.82866	9.61144	49.43863	9.69927	8.71976
35.73964	22.13124	10.78200	7.25088	0.00000	1069.67536	0.44462	9.81735	9.13979	13.28702	4.82922	11.41509	52.4581	54.88704	10.02663	67.36544	10.39902	10.56993
54.98903	20.29848	11.24988	11.71312	1.00000	1145.22022	0.02853	10.45242	9.08938	106.88324	8.73194	8.49149	47.90771	40.82301	9.19964	53.04435	9.54966	10.65812
62.85627	21.38502	12.05247	11.81266	1.00000	1136.20225	1.10329	10.18564	10.39807	26.01649	11.53638	12.33213	44.43579	64.98065	8.85754	46.22918	11.84977	8.71839
52.55957	11.49659	10.72322	8.43005	0.00000	1124.71044	0.34090	8.10395	9.77185	34.75699	9.50310	11.15252	31.39547	54.59270	10.82053	7.99618	7.53220	9.23339
39.41663	19.95205	11.12496	10.60270	0.00000	1094.77227	0.02924	9.83931	9.63713	30.91105	10.15325	8.49233	3.02013	64.37595	6.56178	36.36314	10.09575	8.69819
42.33623	27.33961	8.59217	9.97708	1.00000	1180.21639	0.62684	9.59035	8.40595	-76.99081	12.12567	11.76896	38.96372	74.73849	11.58365	35.01439	9.77897	9.17499
38.06803	16.67722	9.73067	10.15435	0.00000	1065.23815	0.00721	10.83051	8.53223	56.36091	11.18813	5.47510	51.78771	85.41419	4.39288	46.44775	12.05650	8.37096
55.34170	5.38912	10.79049	8.01516	1.00000	1092.91104	0.06141	10.85039	9.70989	-73.47429	9.89945	9.38197	40.68066	39.38198		26.22107	12.73214	9.36329
22.99380	11.99073	10.89293	8.69995	1.00000	1198.39068	0.06289	9.48411	9.51332	44.53333	10.00229	9.41149	-22.9	19.78289	8.26053	28.39996	10.93968	7.92974
