NOx	O3	PAHs	longitude	H2CO	CFCs	PM2.5	PM10	Pb	CO	warning	NH3	PRES	latitude	SO2	C2H3NO5	CH4	TEMP
7.32912	10.12686	8.04590	75.11937	36.50616	53.35667	7.04281	6.22414	38.74199	7.97350	0.00000	6.90211	1150.44593	20.88098	10.42917	0.37735	11.38714	2.71527
8.79295	10.44486	6.97105	14.43865	48.25565	36.29369	7.46529	7.01655	62.94015	7.03224	0.00000	8.57130	1121.30305	40.87329	5.09229	0.40205	6.57430	17.90820
8.77374	9.42586	6.37439	9.29109	68.96152	71.71122	7.29773	7.28144	56.77066	5.07096	0.00000	8.30542	1099.82495	45.39402	5.11074	0.46025	7.13633	10.10641
7.47369	6.85325	8.36589	9.85	71.50031	69.07122	9.95574	8.32090	67.77494	8.03752	1.00000	6.95715	1054.11756	53.63333	6.01917	0.94554	8.46232	19.71610
6.86347	7.87225	7.01034	99.95469	81.09399	46.65590	8.69576	6.38870	35.90408	8.67750	1.00000	6.15433	1091.44248	13.51825	7.96663	0.35605	3.15197	29.57280
7.01981	7.22301	10.14632	124.84472	52.34462	69.96975	7.48515	4.46518	57.02362	5.56567	1.00000	11.03507	1137.09528	10.13361	6.97283	0.32371	9.40958	15.65595
5.53605	7.80842	7.52476	-71.06616	64.11128	66.84479	8.94526	6.48494	89.60403	9.17475	1.00000	8.07756	1058.54348	42.4251	7.66916	0.36131	6.58321	5.61871
7.75093	8.73877	8.68782	24.04142	62.28408	70.07643	9.06573	5.82290	34.46429	7.06076	1.00000	6.99375	1125.05799	54.39635	9.02798	0.41636	5.09444	29.92849
7.24328	6.83615	5.77938	81.54855	54.50062	65.58527	5.66349	6.66999	51.91921	5.94810	0.00000	6.09102	1079.51430	26.2649	4.53897	0.45439	9.62179	12.70878
7.31169	6.79217	9.23692	-68.30472	40.90798	49.81177	9.71439	9.47390	64.34704	7.86369		6.47282	1087.51000	9.91861		2.47051	8.71175	7.54266
6.59649	7.53102	9.23057	17.58522	39.08688	50.18913	8.40035	4.54933	37.71504	5.68763	1.00000	7.40315	1093.97536	40.53123	7.94314	0.28037	5.00192	18.23985
8.49610	10.44169	7.24926	-1.05366	39.50816	69.61533	8.12850	7.39271	56.83646	8.57192	0.00000	7.94189	1112.13572	43.71032	7.58497	0.37815	5.65180	16.63150
7.66369	7.66239	4.11972	-122.39168	34.13735	46.60935	10.00557	3.75835	49.69779	7.31858	0.00000	6.32463	1055.49539	40.58654	7.59384	0.30161	7.02858	0.31973
8.00170	8.95177	8.53989	76.0586	55.37053	57.80390	8.61921	6.49129	66.87379	7.47240	1.00000	7.03502	1101.77178	16.06213	8.63838	0.27845	5.77356	25.91276
7.74142	9.77605	6.41543	2.08333	40.65404	49.50413	6.33718	8.85808	58.46362	9.56548	0.00000	8.19810	1119.33674	48.86667	5.43048	1.49424	7.90233	26.35915
7.25600	9.13328	7.06277	-37.07167	60.34423	38.48649	7.25278	7.90047	64.69181	7.87890	0.00000	5.72712	1117.72136	-10.91111	6.53290	0.74660	7.58252	20.09235
6.47394	10.11100	10.30212	-74.96933	30.05288	56.34317	9.64193	6.77079	53.98983	6.51235	1.00000	8.09065	1166.77257	39.71734	8.72237	0.39705	6.78502	9.82843
7.96905	10.44090	12.27032	82.85749	45.17473	32.24255	8.84530	5.33084	50.71785	7.53938	1.00000	6.47349	1115.09363	17.54907	9.51701	0.32762	6.62382	18.09277
6.03121	10.60419	7.40719	123.17306	79.06564	67.96783	7.18107	6.73139	33.75343	6.30102	0.00000	8.15180	1090.64600	41.27194	7.71648	0.45213	8.73008	-2.59146
4.96666	7.56159	5.67715	-95.36969	52.54861	76.06885	8.90040	7.09928	41.02411	7.94607	0.00000	8.38271	1081.80982	35.74788	8.13134	0.51651	4.73094	22.15942
7.51452	9.03739	2.31105	118.53333	21.56787	66.05687	6.04119	10.53579	37.06554	6.44318	0.00000	6.05469	1071.57402	27.92333	5.92097	6.79954	9.56768	2.07303
7.86201	8.73063	8.63729	4.52514	52.27183	15.11269	9.62018	8.25368	74.62115	5.83427	0.00000	8.28305	1059.41447	12.74482	8.51720	0.86503	8.32682	14.69359
7.02446	10.60676	8.51696	-82.90375	46.33327	63.60824	8.07253	7.40514	47.21297	6.14409	0.00000	7.58352	1176.61938	32.54044	6.50379	0.42660	5.72091	0.57650
7.54696	8.15521	5.91529	2.59753	45.13564	33.78450	6.14287	10.49195	32.38092	5.98879	0.00000	7.27656	1082.42614	8.88649	5.34030	6.32648	11.74423	27.59806
6.49950	6.14286	7.15836	-71.23106	72.25890	59.42587	7.75228	4.69108	60.09384	7.57665	1.00000	7.13245	1196.64779	-32.45242	6.69574	0.17555	7.66997	7.60707
7.75291	3.90300	8.30337	-120.43572	44.54804	54.29347	7.57978	8.52628	47.77058	7.12831	1.00000	6.76526	1185.22740	34.95303	6.06146	1.12486	9.39541	15.40187
6.38783	7.24651	8.22261	35.23388	43.12685	62.18604	7.98514	4.42464	26.69307	7.45630	1.00000	5.49147	1065.59047	31.78336	8.06329	0.19408	6.43471	12.52045
8.80298	8.96778	5.93840	107.60627	74.77821	49.72131	6.49726	7.92993	55.06862	5.48670	0.00000	8.41882	1097.21240	51.82721	6.33407	0.81160	7.26039	7.81016
5.75919	5.88045	8.90007	33.72798	71.74459	33.03086	8.39709	10.09183	44.41032	5.69823	1.00000	7.58391	1079.54468	53.53395	6.39723	4.30164	9.51470	10.10508
7.92353	8.13553	6.50218	59.4839	36.50539	62.91140	8.14592	8.11365	34.90703	7.67205	0.00000	8.45627	1186.70834	58.7002	6.95232	0.90532	9.62903	13.29141
6.79596	9.15736	5.89628	137.5	65.54658	40.19863	7.41368	8.23173	71.77281	6.53518	0.00000	7.50120	1058.54296	34.9	6.70550	0.87013	8.99480	28.91613
7.60051	5.35208	9.80515	73.66633	57.50483	51.50163	6.30415	10.16263	54.09906	6.27789	1.00000	8.52738	1052.95690	25.92493	5.56473	4.64706	9.26728	5.19453
8.45871	8.30328	4.17261	-94.41551	43.87061	42.40425	6.39664	8.19370	48.99785	7.42261	0.00000	7.32326	1191.21431	39.09112	2.62161	0.86735	9.49114	19.34103
8.71785	6.31743	9.79216	-89.64066	60.98053	60.24747	7.69120	9.67887	51.06933	7.65776	1.00000	8.41397	1165.94144	40.56754	5.75164	3.09547	9.26975	46.27527
8.39386	10.40328	10.90915	53.26023	61.57074	32.63892	8.94506	5.11944	45.63463	5.83271	1.00000	6.61522	1069.30918	54.39304	11.32261	0.22774	5.49323	21.34658
6.64097	9.33921	7.76031	150.99292	63.59493	64.73785	5.77152	7.80368	25.66353	6.65906	0.00000	5.31493	1153.41565	-33.75881	6.33657	0.69885	6.25491	14.13490
7.92141	9.82368	4.90362	37.49338	34.47377	53.34327	8.37131	5.68440	70.99843	7.91029	0.00000	6.68002	1144.64601	55.62047	10.19684	0.35565	7.63150	4.29085
8.21998	5.70829	8.95082	-99.32556	61.29040	58.73160	7.87546	8.07271	46.10369	6.15376	1.00000	7.74360	1063.79926	19.32889	6.48952	0.70455	8.84005	19.69353
5.20355	9.20029	7.63830	-79.62603	43.93929	58.15351	5.99910	8.46067	71.58156	8.94285	0.00000	8.93316	1148.91363	8.88988	5.16079	1.11089	8.66846	11.98623
6.70400	7.90987	6.34114	-77.03116	46.62883	47.31528	4.23494	10.37775	34.78936	6.84919	0.00000	9.21847	1097.01703	3.8801	8.67540	5.87305	9.88852	21.50446
7.48777	7.45328	4.97047	-97.54667	56.41040	38.40831	9.88727	4.91772	55.49210		0.00000	8.21730	1196.03907	30.5427	8.97428	0.34871	8.39543	6.35815
8.40564	10.50436	4.28827	2.59753	41.56981	55.20021	8.15766	8.39351	48.22637	7.21983	0.00000	8.06162	1151.72813	8.88649	4.02608	0.96906	7.53289	25.04122
7.84350	8.85305	8.63445	2.1699	57.47032	41.37453	10.36664	7.33759	36.84305	9.42811	1.00000	6.97225	1103.62733	48.98994	6.41880	0.61788	6.37095	3.31638
6.48595	7.28362	6.02085	16.50104	38.54662	48.60060	7.30229	6.55779	35.53883	8.50931	1.00000	6.24491	1075.19275	41.24264	8.44882	0.37380	4.05324	18.85769
6.33151	10.38478	8.75512	71.57118	62.67999	42.76263	6.60962	8.34541	38.06508	7.90051	0.00000	8.03591	1082.92611	32.87533	6.87644	1.04582	6.63588	15.87985
10.39392	11.13341	11.59162	-3.05814	30.22699	36.33084	10.37289	6.67792	54.27645	7.42234	1.00000	7.67242	1093.86701	53.00974	9.54240	0.38256	6.44673	25.60179
8.87115	9.00922	11.78526	2.29026	49.62835	60.41116	7.11944	11.32737	56.86739	8.01571	1.00000	7.06150	1094.17723	48.77644	4.20766	14.48195	9.47834	27.61215
7.64811	7.65229	8.94935	128.62667	56.42786	57.02674	8.34038	7.43733	47.65513	7.20830	1.00000	7.35436	1111.52280	34.8825	7.05648	0.70721	7.70952	25.12136
9.62123	8.81241	9.58152	78.23456	67.67515	51.14058	7.64075	8.01642	44.42020	8.12163	1.00000	7.84724	1080.02522	28.92694	6.66151	0.75188	7.27412	10.06447
7.32745	8.86025	4.37424	78.23456	66.60754	34.11821	6.31856	11.20551	62.89852	9.93927	1.00000	7.17357	1140.36611	28.92694	7.23648	12.89166	11.19276	14.60759
7.95134	8.43512	9.49379	114.10479	33.88719	49.13955	6.93825	4.43642	39.43413	6.38253	1.00000	8.04221	1074.79370	22.37066	10.20456	0.32886	5.63992	5.65897
7.90264	10.06971	5.14253	-3.59625	31.20023	46.63885	7.49240	5.52068	55.10120	9.01721	0.00000	6.54582	1092.63256	5.27247	9.00160	0.27857	8.37234	2.74969
7.06071	8.12600	9.24301	128.9889	35.34650	53.50043	7.63594	7.59164	65.88718	8.14703	1.00000	9.60516	1075.74748	37.1759	7.19432	0.46572	8.06855	0.88141
7.89689	7.34526	9.42739	19.61222	36.85769	34.05096	9.60505	9.09818	50.43924	8.21486	1.00000	6.23953	1146.57897	44.97639	6.10812	1.73468	8.48943	9.35900
8.07466	3.56895	8.77682	150.99292	23.17239	64.55261	7.99918	9.74873	44.17003	7.98451	1.00000	8.39650	1160.69546	-33.75881	5.31914	3.19119	10.21105	13.31138
8.05209	9.28046	8.15599	-117.14392	32.75100	38.78896	10.26363	7.62916	43.13324	7.90374	1.00000	7.41591	1096.32864	32.9156	7.25951	0.69433	5.88898	16.11955
8.47520	9.06838	6.46704	-116.21677	41.81570	43.44356	6.67443	7.97670	77.05121	8.43644	0.00000	7.49661	1178.12548	33.7207	7.66876	0.91935	8.06065	18.28315
7.83742	9.42533	9.81855	-71.19901	36.81304	58.79882	6.97344	8.78503	78.80825	7.96696	0.00000	6.98600	1104.25321	-30.60106	9.49873	1.41019	8.56873	15.89694
9.09122	9.41892	7.03692	65.93249	70.66797	55.45455	9.12556	8.12247	27.03515	7.12087	1.00000	8.03332	1159.82585	36.21544	9.20096	0.83894	5.76042	-0.54370
6.06183	4.08367	8.00999	84.63445	29.80840	47.88765	7.86750	7.29032	51.63262	7.97408	1.00000	8.42959	1094.38775	24.81757	6.75329	0.54232	10.33578	27.24287
8.04881	6.47089	7.47658	-93.11308	39.12657	46.66852	9.64408	6.24035	32.79840	7.70958	1.00000	8.55011	1129.75205	16.75973	8.55378	0.31307	8.22715	7.11925
8.75012	9.25130	6.57989	-120.45794	52.35643	45.11600	9.93824	8.62844	33.95093	6.46130	1.00000	8.55175	1186.08342	34.63915	8.25462	1.09215	5.51934	17.30222
6.48851	7.93372	7.47280	142.45778	52.35902	42.76193	6.82544	6.44038	38.66596	7.69182	0.00000	7.91061	1122.56134	44.35056	5.00046	0.38590	9.53840	34.27077
9.03749	5.77432	9.60461	142.45778	69.59835	36.50529	6.67834	9.19506	55.89641	7.61826	1.00000	7.52032	1061.46479	44.35056	6.07520	2.01599	8.74094	12.80109
6.71192	6.72869	10.37033	112.23109	37.34716	54.57969	7.92074	10.87349	67.67275	9.01164	1.00000	5.00080	1140.86681	-7.57897	5.30234	9.50938	9.80699	11.15385
7.90053	4.59199	8.06462	-4.10734	46.86812	30.67553	10.43032	8.02468	66.54378	7.27724	1.00000	6.89936	1148.12572	38.68712	5.61749	0.69600	9.82050	2.77406
7.16047	8.60860	7.22328	39.8302	57.48132	50.71392	8.36432	7.29995	55.69148	6.68969	0.00000	6.48772	1110.53367	64.5635	9.63319	0.53553	10.37369	19.57813
7.59892	7.26896	8.95474	4.74161	58.45143	61.88456	8.00358	5.74636	23.93813	9.51617	1.00000	8.11567	1133.33541	7.62789	6.16404	0.28851	8.29718	-4.70516
5.59522	10.73802	9.75098	-2.52398	36.78054	47.73319	9.46708	7.44333	67.06832	7.16574	1.00000	8.09006	1114.00414	53.19146	10.00887	0.56099	4.58638	25.01509
7.61456	7.03443	7.43584	-74.95472	81.81337	41.53792	11.09969	6.63357	58.49247	6.72068	0.00000		1146.82722	10.98778	8.91241	0.29251	8.22936	28.58236
9.30466	6.16730	9.55004	36.7138	45.45512	68.81389	8.66772	9.61932	63.19147	8.36995	1.00000	6.65578	1091.03667	35.95664	6.01995	2.89267	9.63646	12.14904
7.53250	8.59912	9.52556	-122.2054	56.31924	52.36434	9.38334	5.96652	32.79083	8.46396	1.00000	7.48138	1147.38866	47.76232	8.03698	0.33770	5.84624	3.80092
8.05180	8.11443	7.30979	29.41824	36.02932	28.40419	7.46211	6.69771	56.66300	6.63774	1.00000	7.69108	1174.59867	45.99194	8.42910	0.49055	7.92822	10.71451
8.23585	7.14236	3.59659	34.33825	54.83599	56.55832	10.17235	5.81946	48.41186	6.82132	0.00000	7.54821	1188.90468	53.59782	9.42273	0.37677	7.47654	18.26943
7.64185	7.07779	8.89038	13.29371	36.33110	49.26642	8.05865	7.85842	39.26888	8.61598	1.00000	7.43293	1061.04457	52.53048	7.06807	0.80979	8.52113	5.40306
7.94152	6.83863	8.94018	-116.97725	36.66946	75.03979	7.26144	9.13428	71.50517	5.81836	1.00000	7.10585	1169.64595	33.92946	6.19907	1.90579	7.35609	8.39661
5.54840	6.79800	10.94384	59.4839	60.36272	71.54224	6.50961	11.26806	58.00702	6.52414	1.00000	8.26268	1138.78829	58.7002	4.42376	13.88430	9.75732	12.18759
7.65030	8.67158	5.72432	125.51176	46.74053	48.77542	7.66361	8.18191	58.29706	8.94439	0.00000	7.22631	1069.39318	42.64031	2.92470	0.84128	9.33649	22.30243
6.54475	5.96013	7.02509	-87.66561	42.54249	76.31657	6.63749	3.75493	62.51883	8.52439	1.00000	7.22939	1102.14623	41.8542	8.72005	0.32183	6.15429	25.12587
8.43213	10.23967	11.97487	3.20639	38.83069	41.31431	9.22285	4.79216	56.88246	7.41715	1.00000	7.52836	1178.12568	50.74497	9.82926	0.28648	6.87521	21.64727
8.95295	8.90740	10.09034	-98.11889	39.88105	42.16211	8.80851	5.24849	32.62326	4.56612	1.00000	7.57842	1153.35534	19.04222	8.87341	0.39494	7.39781	14.20611
7.65136	6.71386	5.43897	-50.19556	39.66676	48.32436	10.36348	5.05486	75.18109	6.56402	0.00000	6.54476	1070.17540	-19.72806	6.39608	0.24039	7.91953	15.33091
8.15451	6.41173	7.07105	39.85331	49.11858	53.59396	10.58054	6.55781	53.54734	6.97584	0.00000	7.50463	1162.86769	57.30185	7.52979	0.43386	9.22060	16.69697
7.43015	8.48339	5.27250	120.82747	50.91876	63.97756	5.68600	8.58912	57.51669	8.35230	0.00000	6.76659	1125.45374	37.30553	6.04756	1.09820	9.10336	22.12315
6.50902	5.35495	7.38688	13.39954	45.67862	42.55554	8.77583	7.43752	69.86814	7.23106	1.00000	7.77726	1146.97661	43.62558	7.47091	0.55611	7.75657	1.96183
8.35789	10.06888	8.99008	136.61667	38.14535	66.64425	8.99891	6.82153	63.92380	7.69049	1.00000	5.97206	1114.34231	36.53333	10.45756	0.58840	3.83892	-2.72830
6.39586	7.74480	7.24852	117.63083	40.59198	47.35008	8.52510	6.34393	60.54107	8.46512	1.00000	6.99531	1125.45043	35.50056	8.28713	0.36749	5.72951	0.62421
7.84783		5.97931	-2.1875	42.18709	54.92737	8.68534	4.87661	47.97146	8.29617	0.00000	6.74536	1170.77673	51.26	9.92150	0.30952	8.36938	20.40866
6.94185	10.57728	6.65532	20.91361	42.87693	62.94190	6.30211	7.25608	36.66249	7.21750	0.00000	7.07064	1125.04196	41.92361	7.84127	0.51743	9.63572	0.99850
6.50213	8.78287	8.14626	101.02083	61.01104	72.60990	9.14760	6.18153	61.06983	6.24680	1.00000	8.82439	1109.96361	4.02219	9.09540	0.26771	6.57313	-2.69149
7.73874	8.51307	9.27903	104.1451	41.00031	27.15146	7.89312	7.75682	54.14384	6.99602	0.00000	7.06645	1150.37842	15.79408	6.29903	0.62169	11.10361	22.48261
7.22622	10.14494	12.95215	-73.58248	58.46760	56.70592	8.30496	4.37268	52.09733	6.59374	1.00000	7.01253	1124.68651	45.40008	9.84951	0.24520	7.96644	15.91804
8.72309	7.37638	7.69038	122.05228	28.69516	77.76361	7.46709	4.77535	60.53213	7.97094	1.00000	5.39750	1125.28404	37.19723	9.07793	0.29858	4.09698	15.18174
7.21362	7.59417	6.02608	37.73333	39.60367	53.11167	8.77422	7.03843	55.72247	7.17230	1.00000	6.32335	1060.78556	-4.06667	8.11416	0.32200	4.73071	9.72637
8.12104	7.34926	8.82406	123.758	54.94392	46.74240	9.31666	8.50506	42.57596	7.17128	0.00000	7.78860	1101.46760	10.20898	6.48345	0.90339	7.91849	13.13092
7.19109	6.90691	8.88129	6.74549	52.17293	57.16470	9.37129	7.58353	55.49753	6.50380	1.00000	6.44387	1187.71427	49.5099	6.40119	0.69050	8.20323	-10.81464
7.27003	6.38619	8.76256	-82.4017	40.53157	68.77070	10.79051	9.68499	45.44150	7.56288	0.00000	6.83663	1186.81963	23.0072	6.42502	3.05347	9.54676	2.00763
7.80719	6.00334	7.92328	-1.32471	55.95764	59.17124	7.01800	4.45809	46.88759	8.33481	1.00000	8.17256	1193.99201	51.40148	5.96318	0.26247	7.78151	0.27891
8.04626	8.97986	4.34218	2.12213	71.61628	36.80251	8.28804	5.24476	56.06850	8.08415	0.00000	7.52807	1139.84891	48.8222	9.52542	0.25393	8.49958	17.52285
7.44824	10.02560	6.00201	123.89071	31.27172	52.28614	7.95470	5.55563	56.81055	7.86671	0.00000	8.39752	1094.48491	10.31672	11.46852	0.37205	9.30586	4.14306
7.48073	6.09531	10.22939	-60.47389	39.10218	45.65268	6.62911	10.64208	57.86086	6.34401	1.00000	7.71957	1106.72808	-34.64167	4.32055	7.48418	9.17215	16.55636
8.10444	10.52240	7.52322	1.6	51.81938	50.34247	5.79873	10.28316	73.35963	7.55982	1.00000	7.60247	1182.02464	43.11667	8.02619	5.16830	6.51701	14.00806
8.42255	9.51175	8.23823	-89.64066	31.50611	36.77713	8.03179	5.40213	50.20254	8.23409	0.00000	5.19987	1154.73297	40.56754	11.45963	0.32348	11.43732	18.83486
7.04938	8.48426	3.30257	-82.35176	29.58381	44.04286	4.97108	10.76151	48.91283	10.05593	0.00000	7.06786	1154.05366	27.71809	6.52053	8.45800	9.62314	33.65215
6.12485	11.44038	6.12292	48.41667	37.57943	39.39369	5.55955	5.18684	38.52387	5.13207	0.00000	8.35375	1160.54861	-17.83333	7.51328	0.34178	9.60793	12.01238
9.47558	9.04782	8.60880	138.89585	28.61768	57.81363	7.71490	6.30111	39.77237	6.86381	1.00000	6.67836	1163.59592	36.33011	9.59182	0.22211	5.45759	22.61560
7.49711	11.07715	9.75957	100.48528	32.20046	64.66619	9.70027	8.19255	60.78760	7.82610	1.00000	7.10408	1116.82423	14.37395	9.85587	0.96182	5.90855	13.66090
5.35871	5.78032	10.63590	100.24529	46.61552	40.32255	6.80399	10.00884	50.98581	7.82726	1.00000	7.68536	1151.89696	5.4709	4.18873	3.96622	10.84754	17.98723
7.89889	6.32902	2.82092	8.91229	54.66931	59.89647	10.43998	5.33964	26.47298	5.97636	0.00000	8.11046	1178.61210	49.13645	8.82899	0.37449	7.60542	11.94009
8.03401	10.82401	6.54574	-85.43772	32.09527	28.39964	6.51296	10.18889	69.55089	7.52418	0.00000	9.70944	1183.45338	10.63504	6.83933	4.82733	7.61117	13.09265
6.39992	10.69183	4.62252	9.85	42.00523	51.32710	8.25781	6.53340	69.57681	7.70647	0.00000	7.57338	1181.17747	53.63333	5.78526	0.37424	3.73285	27.03331
7.94937	9.72630	7.85971	-58.70072	49.60937	65.20999	8.71435	7.71701	37.15384	9.10801	1.00000	7.60396	1099.88900	-34.74785	9.93384	0.61591	6.22709	22.69318
8.65330	7.93073	5.20673	107.60627	56.55353	24.38512	5.79842	9.25864	51.99098	6.18716	0.00000	7.32787	1187.45055	51.82721	6.78992	2.14034	9.34400	21.60927
7.71265	9.40653	9.98741	-87.93341	70.57178	22.04260	8.75765	6.01109	43.96063	8.47874	1.00000	8.27694	1134.57068	42.55308	9.00784	0.26979	8.54121	12.37103
7.39745	12.99284	11.83014	-73.9614	42.83547	17.75850	10.03663	8.13882	62.94199	9.16786	1.00000	10.42920	1113.78589	10.15031	11.50741	0.87459	6.26875	11.87451
6.23989	9.04627	6.07047	2.18967	80.08592	80.43533	6.77599	8.26356	37.48591	6.97495	0.00000	7.07539	1109.70148	48.8765	4.52337	0.93739	9.36591	3.06494
7.45670	6.37034	6.60070	-58.70072	42.91280	61.20644	8.04055	5.43097	64.96092	8.24474	1.00000	7.48087	1142.56649	-34.74785	7.25776	0.23560	6.57127	21.19348
8.51616	8.99091	7.04285	135.6	55.37901	60.44947	6.31923	9.36108	46.26733	4.80335	0.00000	8.60919	1136.26698	34.61667	6.59423	2.30238	9.55348	16.70346
7.10519	7.63893	5.18492	-2.31938	41.08387	54.05063	10.79966	3.71927	75.03636	7.28638	0.00000	7.28720	1051.76822	6.46346	10.55399	0.31031	7.74821	6.07484
6.79370	7.40508	9.80946	-1.29772	57.71848	53.57343	6.62622	9.06454	46.58559	7.61200	1.00000	5.93576	1091.68611	50.76306	5.71866	1.78175	8.06942	18.26289
6.35414	7.72103	5.98375	-85.76942	44.95488	60.75232	9.41420	6.85359	41.15992	7.10501	0.00000	8.45000	1087.82320	39.78504	6.87068	0.29046	8.05305	-0.48436
6.94859	8.25606	6.15317	120.74792	46.33169	53.02315	8.78794	4.72323	67.32297	8.35196	0.00000	8.08671	1184.80380	41.09822	8.94209	0.29692	9.81419	23.73566
7.88031	9.20047	8.04438	38.07083	34.33081	30.11102	9.45303	7.05164	45.17940	8.39802	1.00000	6.48238	1141.01359	54.90083	8.92017	0.49641	5.50132	21.72352
8.22303	7.00764	7.40389	77.54372	60.67733	47.46066	9.13230	5.68378	36.31611	6.73144	1.00000	7.14286	1141.54751	10.12268	6.46286	0.37528	5.15464	10.63599
6.21530	6.44966	9.81186	5.22778	70.02965	35.66994	6.87827	10.45337	33.58023	8.26368	1.00000	10.03076	1160.79582	51.955	5.05051	6.15637	8.90613	29.00515
7.55952	8.01020	5.51928	72.54566	49.26631	44.11943	5.24512	8.95015	46.63075	7.49320	0.00000	6.87212	1145.56610	29.69221	7.77566	1.58073	8.71730	26.26506
9.44654	6.76845	8.29297	-72.97261	26.31229	68.70873	8.54055	8.44263	66.64343	7.96541	1.00000	6.14882	1064.21588	43.61062	6.67381	1.13241	7.31667	8.33877
6.08351	7.77227	7.16189	-5.53715	48.42747	35.27797	7.00006	7.05980	55.72665	7.51056	0.00000	6.06974	1080.81098	50.11861	4.03074	0.42055	10.12718	22.38197
8.00533	9.07824	4.70961	112.19028	18.22832	67.25274	6.91719	7.85062	64.70751	6.87711	0.00000	7.94909	1170.78010	30.35028	6.93707	0.64484	6.99481	22.88863
7.97986	7.08065	6.37446	36.7138	44.44201	82.76763	10.22207	6.50017	50.77153	6.97365	0.00000	6.78062	1182.25924	35.95664	8.09967	0.34052	8.57566	8.95339
8.45120	5.10646	8.41245	5.51978	34.72796	47.46839	10.71556	7.66943	66.30875	8.34355	1.00000	5.33308	1190.80561	51.44889	5.50218	0.88327	11.32704	24.19498
8.32735	8.57976	9.46490	8.2926	62.07032	44.50160	9.17940	5.85033	46.78419	7.53798	1.00000	7.33824	1059.16811	9.58126	7.39079	0.19704	7.74930	13.86591
9.40993	10.68745	7.72398	-84.50855	63.53815	53.61796	9.45867	9.28865	43.80937	7.43763	1.00000	8.10895	1134.58544	39.08367	10.17665		6.53194	25.23247
6.28501	11.54075	12.94384	-91.58045	57.91985	53.31691	8.38686	4.58189	53.92810	7.32579	1.00000	9.01082	1122.71787	41.6764	12.48567	0.37210	5.23839	14.33213
8.96764	5.45515	8.84858	4.69889	55.33026	40.98198	9.42458	9.32489	71.49127	6.54574	1.00000	6.95787	1110.53200	50.56149	5.69554	2.30832	9.17209	16.11806
5.84018	3.61824	6.55945	-101.2591	47.98372	65.12901	12.02413	6.79611	51.91190	6.78376	1.00000	7.43393	1132.20636	21.01858	7.08913	0.34707	9.46265	7.67839
8.99924	9.06466	8.89305	18.30056	52.86942	53.05785	9.32777	6.31334	48.71928	8.59722	1.00000	8.80950	1138.57600	50.5107	8.96768	0.40052	5.18135	18.23142
8.35625	5.55971	7.73325	-120.00865	30.63413	60.77761	8.61316	8.14029	47.17538	8.06046	1.00000	8.39137	1066.43017	46.32374	6.52166	0.87374	7.40526	8.39352
6.88241	9.63400	6.71857	14.43865	56.35151	39.83679	6.45007	11.43411	62.08974	7.03593	0.00000	6.12786	1088.89063	40.87329	3.86892	16.14603	11.20926	10.18370
6.59888	9.91549	10.21933	102.56365	27.70044	69.00945	10.14778	6.16828	61.90791	6.56852	1.00000	6.58754	1064.40954	13.65805	9.38688	0.41719	5.79802	15.30808
7.68486	7.68359	5.72061	12.19458	66.93161	83.27241		7.22815	27.68426	8.97417	0.00000	6.66502	1057.61829	10.61285	9.48532	0.50776	8.85871	21.88440
7.31611	7.55112	9.68672	-82.35176	57.83516	40.79631	9.64293	9.89983	73.76001	7.21634	1.00000	9.67114	1052.12525	27.71809	6.14321	3.50986	8.43730	1.44383
7.77520	9.88708	4.13883	78.23456	50.20574	40.27271	7.56025	9.08517	63.64203	7.35788	0.00000	6.47102	1114.27390	28.92694	4.85564	1.78402	8.45370	14.73885
8.86693	7.41867	6.61576	71.57118	72.02027	43.24914	5.46099	6.11793	53.28048	8.35791	0.00000	7.69861	1158.77067	32.87533	3.75260	0.36523	8.42644	20.07927
8.29804	10.64924	9.98319	-87.70172	60.97082	56.31726	8.68346	6.83548	77.97128	5.49853	1.00000	9.40096	1198.32213	41.72059	10.47332	0.17190	6.08799	8.41765
6.27069	5.46040	7.65713	27.02444	45.91406	31.84894	9.74022	8.51830	64.72600	7.83024	1.00000	6.71353	1125.24782	39.59611	7.02570	1.15256	8.43524	16.94735
5.83353	8.23209	3.71005	60.8019	57.92941	45.82210	5.13866	10.11216	74.75251	7.65371	1.00000	7.83720	1145.67496	56.9083	8.03853	4.54239	9.08320	11.03714
7.44364	10.16031	9.21609	114.51667	70.18027	66.45810	9.53093	6.24960	47.71801	7.57797	1.00000	7.72263	1112.57763	33.78333	10.96627	0.52921	3.12409	14.58473
6.24376	10.28952	6.48188	6.10237	50.04260	48.32549	7.74882	6.92182	58.24112	6.97233	0.00000	6.58159	1130.18006	46.18396	10.64923	0.54331	8.88275	4.09668
8.74042	6.30825	8.02499	68.11759	29.99235	55.37415	8.25348	8.02617	51.52850	8.84670	1.00000	8.59849	1052.28610	26.9423	6.67764	0.75931	7.32963	21.07184
7.38739	8.91594	6.36900	-0.29825	74.58058	25.29774	5.96429	8.88528	65.29137	7.12302	0.00000	8.30774	1094.90522	51.39148	8.71622	1.55721	7.22358	12.55573
7.59579	5.94808	8.34142	5.51978	49.83848	56.54052	9.78284	10.44345	49.05784	7.90717	1.00000	8.16070	1193.14192	51.44889	6.25248	6.19918	8.50788	19.19147
