longitude	location	QoS	revision	latitude	station
151.07986	Australia/Sydney	good	2013/10/29	-33.88096	Strathfield
101.44167	Asia/Jakarta	excellent	07/16/2018, 00:00:00	0.51667	Pekanbaru
114.51667	Asia/Shanghai	average	2013/01/02	33.78333	Wacheng
4.62744	Africa/Algiers	maintenance	09/17/2014, 00:00:00	36.06386	El Achir
-111.99633	America/Denver	accep	14 Jan 2016	40.65995	Kearns
-37.93278	America/Bahia	maintenance	29 Dec 2012	-11.48472	Rio Real
99.89166	Asia/Bangkok	average	11 Aug 2018	15.46063	Thap Than
12.53463	Europe/Copenhagen	building	07/09/2019, 00:00:00	55.67938	Frederiksberg
88.58	Asia/Kolkata	maintenance	05/07/2021, 00:00:00	23.18	Aistala
-87.66561	America/Chicago	building	2018/02/23	41.8542	Lower West Side
-73.47429	America/New_York	accep	2018/02/28	40.68066	Massapequa
75.11937	Asia/Kolkata	excellent	2015-05-18	20.88098	Parola
-79.2663	America/Toronto	average	2021-09-17	43.86682	Markham
-81.56929	America/New_York	average	2017-11-08	41.55838	Collinwood
2.12213	Europe/Paris	maitennce	11 May 2021	48.8222	Le Chesnay
-98.11889	America/Mexico_City	average	2012-10-21	19.04222	Casa Blanca
-122.38731	America/Los_Angeles	excellent	2021/08/24	45.53929	Troutdale
-73.20483	America/New_York	excellent	03/21/2018, 00:00:00	41.16704	Bridgeport
-2.1875	Europe/London	good	06 Aug 2020	51.26	Westbury
6.26667	Europe/Berlin	building	2012/12/15	51.21667	Schwalmtal
122.8637	Asia/Manila	maintenance	2014/10/25	9.3337	Santa Catalina
0.30367	Europe/London	average	12/20/2014, 00:00:00	51.38673	Hartley
-1.32471	Europe/London	good	09/29/2017, 00:00:00	51.40148	Newbury
121.12251	Asia/Manila	good	2016/03/14	14.62578	Antipolo
123.17306	Asia/Shanghai	maintenance	2014/04/15	41.27194	Liaoyang
74.3092	Asia/Kolkata	building	19 Jun 2020	33.37526	Rajaori
12.84052	Europe/Rome	maintenance	2018-01-17	45.78071	Portogruaro
-71.10077	America/Santo_Domingo	building	2020-05-12	18.20854	Santa Cruz de Barahona
-94.74049	America/Chicago	maintenance	12/02/2015, 00:00:00	32.5007	Longview
110.71639	Asia/Jakarta	building	15 Jan 2014	-7.54972	Ngemplak
35.59642	Africa/Nairobi	average	2014-04-06	3.11988	Lodwar
-44.31389	America/Sao_Paulo	good	07 Aug 2016	-19.7625	Esmeraldas
-4.10734	Europe/Madrid	accep	11/21/2019, 00:00:00	38.68712	Puertollano
38.15035	Europe/Zaporozhye	excellent	2019-04-09	49.41029	Svatove
51.0193	Asia/Tehran	building	2015/10/10	35.6803	Shahre Jadide Andisheh
38.66667	Africa/Dar_es_Salaam	average	17 Nov 2017	-6.25	Mvomero
-97.35992	America/Mexico_City	average	2016/01/28	19.8173	Teziutlan
47.3799	Asia/Tehran	average	02 Jul 2019	33.14447	Darreh Shahr
-82.32483	America/New_York	average	2018/08/14	29.65163	Gainesville
-121.75689	America/Los_Angeles	maitennce	2013-02-16	36.91023	Watsonville
16.43915	Europe/Zagreb	maintenance	2012/12/14	43.50891	Split
-91.11667	America/Guatemala	average	20 Sep 2021	14.93333	Chichicastenango
-62.64102	America/Caracas	average	2022/09/11	8.35122	Ciudad Guayana
-48.29694	America/Sao_Paulo	good	27 Aug 2020	-20.87306	Viradouro
-77.03116	America/Bogota	good	25 Feb 2016	3.8801	Buenaventura
110.71639	Asia/Jakarta	accep	2013-11-21	-7.54972	Ngemplak
84.63445	Asia/Kolkata	building	2019-01-31	24.81757	Rafiganj
48.87498	Asia/Baku	excellent	28 Aug 2013	38.45598	Astara
-2.31938	Africa/Accra	building	2020-11-11	6.46346	Bibiani
18.30056	Europe/Warsaw	accep	2014-11-12	50.5107	Strzelce Opolskie
123.50266	Asia/Shanghai	good	2022/05/20	41.94175	Hushitai
37.49338	Europe/Moscow	building	05 Apr 2022	55.62047	Tyoply Stan
24.75	Europe/Vilnius	accep	2020/03/10	55.25	Ukmerge
48.26258	Asia/Tehran	accep	2020/11/02	33.86419	Aleshtar
73.66633	Asia/Kolkata	average	2021-09-30	25.92493	Sojat
-119.01677	America/Los_Angeles	excellent	21 Aug 2017	36.06523	Porterville
20.91361	Europe/Skopje	excellent	26 Mar 2020	41.92361	Bogovinje
4.52514	Africa/Lagos	good	2022-02-13	12.74482	Argungu
-69.08333	America/Lima	excellent	10/20/2012, 00:00:00	-16.25	Yunguyo
-50.00639	America/Sao_Paulo	excellent	2016-11-05	-25.42944	Palmeira
47.31667	Indian/Antananarivo	accep	23 Jun 2015	-19.65	Antanifotsy
-120.45794	America/Los_Angeles	maitennce	2020-03-18	34.63915	Lompoc
68.21204	Asia/Karachi	excellent	11/04/2021, 00:00:00	27.55898	Larkana
-96.67834	America/Chicago	good	2012-11-18	34.77453	Ada
-68.30472	America/Caracas	accep	30 Jun 2021	9.91861	Tinaquillo
-99.32556	America/Mexico_City	accep	07 Apr 2022	19.32889	San Lorenzo Acopilco
9.72749	Europe/Berlin	average	2013-10-29	48.28259	Ehingen
78.55757	Asia/Kolkata	average	01/24/2018, 00:00:00	17.34769	Lal Bahadur Nagar
4.86667	Europe/Paris	building	2015-06-14	45.51667	Vienne
30.28491	Europe/Moscow	maintenance	2022-05-13	60.02427	Kolomyagi
-82.42491	America/Detroit	average	03/10/2022, 00:00:00	42.97086	Port Huron
5.51978	Europe/Amsterdam	maintenance	2017/09/18	51.44889	Tongelre
21.32778	Europe/Skopje	average	06 Sep 2014	42	Saraj
100.24529	Asia/Kuala_Lumpur	average	18 Feb 2014	5.4709	Batu Feringgi
141.95	Asia/Tokyo	good	2016-10-19	39.46667	Yamada
120.57224	Asia/Manila	average	20 Feb 2017	15.72892	Burgos
123.99333	Asia/Manila	excellent	04 Jul 2022	12.97389	Sorsogon
-122.2054	America/Los_Angeles	accep	2015/09/29	47.76232	Bothell
-93.08883	America/Chicago	excellent	15 Dec 2015	45.16024	Lino Lakes
-81.79819	America/New_York	excellent	2012-10-04	41.48199	Lakewood
76.11996	Asia/Kolkata	good	12/17/2016, 00:00:00	11.12018	Manjeri
17.58522	Europe/Rome	excellent	06 Nov 2018	40.53123	Francavilla Fontana
33	Africa/Dar_es_Salaam	accep	2021/08/03	-2.68333	Usagara
73.66633	Asia/Kolkata	average	2015-10-04	25.92493	Sojat
-99.73314	America/Chicago	maintenance	2018/08/10	32.44874	Abilene
53.47103	Asia/Yekaterinburg	average	16 Sep 2021	54.48147	Oktyabr’skiy
-83.55521	America/New_York	building	2022/04/23	41.66394	Toledo
5.51978	Europe/Amsterdam	maitennce	2016/05/29	51.44889	Tongelre
4.74161	Africa/Lagos	building	2022-07-08	7.62789	Ilesa
-75.69947	America/Bogota	maintenance	12/25/2019, 00:00:00	8.79577	San Carlos
-48.52333	America/Belem	excellent	01/31/2018, 00:00:00	-0.71667	Soure
35.23388	Asia/Hebron	average	2015/08/07	31.78336	East Jerusalem
19.61222	Europe/Belgrade	average	09/30/2019, 00:00:00	44.97639	Sremska Mitrovica
123.33471	Asia/Manila	good	2013/06/24	8.56697	Dipolog
74.83554	Asia/Kolkata	accep	08/10/2016, 00:00:00	14.62072	Sirsi
-71.19901	America/Santiago	building	2013-07-04	-30.60106	Ovalle
48.41667	Indian/Antananarivo	excellent	2019-11-24	-17.83333	Ambatondrazaka
-1.60452	Europe/Madrid	average	06/15/2022, 00:00:00	42.06166	Tudela
-76.99081	America/New_York	good	10/02/2019, 00:00:00	38.96372	Chillum
144.09638	Asia/Tokyo	average	12/20/2021, 00:00:00	43.82634	Motomachi
2.59753	Africa/Porto-Novo	accep	2018-11-23	8.88649	Tchaourou
117.33333	Asia/Shanghai	building	2012-11-04	34.85	Taozhuang
112.01667	Asia/Jakarta	good	20 Jul 2017	-7.81667	Kediri
-84.67837	America/New_York	excellent	2013-07-07	34.06635	Acworth
-74.28459	America/New_York	excellent	2017-09-13	40.5576	Woodbridge
123.17306	Asia/Shanghai	accep	2018/01/09	41.27194	Liaoyang
35.34722	Africa/Maputo	accep	2016-05-06	-23.85972	Maxixe
-56.52361	America/Montevideo	accep	2017/08/05	-33.38056	Durazno
107.60627	Asia/Irkutsk	building	2019/01/13	51.82721	Ulan-Ude
9.32241	Europe/Rome	accep	2014/02/07	44.31771	Chiavari
12.38878	Europe/Rome	average	29 Jun 2021	43.1122	Perugia
127.08472	Asia/Seoul	good	26 Oct 2017	36.20389	Nonsan
73.85535	Asia/Kolkata	average	21 Nov 2015	18.51957	Pune
-117.14392	America/Los_Angeles	average	01/26/2013, 00:00:00	32.9156	Mira Mesa
-93.75018	America/Chicago	good	14 Aug 2022	32.52515	Shreveport
-2.31938	Africa/Accra	excellent	2020/02/05	6.46346	Bibiani
-42.19667	America/Sao_Paulo	average	04/19/2016, 00:00:00	-21.41222	Miracema
-117.70755	America/Los_Angeles	good	2015/09/23	33.52253	Laguna Niguel
138.89585	Asia/Tokyo	excellent	2015/01/03	36.33011	Annaka
-0.2	Europe/London	excellent	25 Feb 2021	51.65	Barnet
117.33333	Asia/Shanghai	accep	08/13/2014, 00:00:00	34.85	Taozhuang
11.18709	Europe/Berlin	excellent	2015-09-05	48.73218	Neuburg an der Donau
29.41824	Europe/Kiev	excellent	08/07/2015, 00:00:00	45.99194	Artsyz
-116.21677	America/Los_Angeles	excellent	2017-08-12	33.7207	Indio
14.39024	Europe/Rome	average	2013/07/12	42.22718	Lanciano
112.01667	Asia/Jakarta	average	2020-01-20	-7.81667	Kediri
117.63083	Asia/Shanghai	excellent	2013/10/25	35.50056	Pingyi
-95.36969	America/Chicago	good	04/16/2022, 00:00:00	35.74788	Muskogee
37.00438	Africa/Dar_es_Salaam	building	24 May 2022	-7.60361	Kidodi
-2.58736	Europe/London	good	2014/09/17	56.56317	Arbroath
-3.59625	Africa/Abidjan	maintenance	2021/12/25	5.27247	Bonoua
-0.45877	Europe/Paris	accep	05/08/2014, 00:00:00	46.32313	Niort
9.5926	Europe/Berlin	average	2017-06-01	52.86147	Walsrode
-88.31476	America/Chicago	accep	26 Mar 2013	36.61033	Murray
118.9707	Asia/Makassar	accep	2018-11-16	-3.5403	Majene
-45.94722	America/Sao_Paulo	maintenance	16 Jan 2019	-21.42917	Alfenas
5.4384	Europe/Paris	average	25 Sep 2020	43.2907	Marseille 11
124.84472	Asia/Manila	maintenance	05/02/2015, 00:00:00	10.13361	Maasin
-91.73625	America/Chicago	accep	02/28/2022, 00:00:00	35.25064	Searcy
6.26764	Africa/Lagos	maintenance	2013/07/15	4.92675	Yenagoa
38.94324	Europe/Moscow	average	2016-07-10	44.98901	Yablonovskiy
2.59753	Africa/Porto-Novo	excellent	08 Sep 2016	8.88649	Tchaourou
-1.99421	Europe/London	excellent	09 Feb 2021	51.35084	Devizes
11.37703	Europe/Berlin	excellent	2020/08/31	48.06919	Gauting
130.94098	Asia/Tokyo	excellent	2022/03/17	33.3213	Hita
35.7	Africa/Dar_es_Salaam	accep	2020-01-01	-7.76667	Iringa
8.86374	Europe/Rome	good	2018/02/23	44.89784	Tortona
-46.99583	America/Sao_Paulo	excellent	2019-03-29	-22.97056	Valinhos
-89.64066	America/Chicago	average	2016/09/20	40.56754	Pekin
17.22635	Europe/Bratislava	excellent	09/26/2019, 00:00:00	48.8449	Skalica
88.28637	Asia/Kolkata	average	2012-10-08	23.07492	Pandua
-88.42814	America/Chicago	building	11/06/2019, 00:00:00	42.16808	Huntley
72.54064	Asia/Karachi	accep	10/28/2017, 00:00:00	31.82539	Sillanwali
28.19028	Europe/Tallinn	average	2012-11-03	59.37722	Narva
38.07083	Europe/Moscow	average	06 Dec 2016	54.90083	Stupino
-47.53028	America/Sao_Paulo	building	2013/08/29	-22.45667	Santa Gertrudes
3.1631	Europe/Madrid	average	2013/11/11	41.91738	Palafrugell
4.25633	Europe/Brussels	accep	28 Sep 2018	51.21187	Beveren
47.31667	Indian/Antananarivo	excellent	29 Sep 2012	-19.65	Antanifotsy
-67.15407	America/Puerto_Rico	accep	2014-09-02	18.42745	Aguadilla
0.30367	Europe/London	excellent	08 Mar 2016	51.38673	Hartley
11.32903	Europe/Berlin	accep	2013-06-11	50.9803	Weimar
-50.00639	America/Sao_Paulo	accep	02/04/2016, 00:00:00	-25.42944	Palmeira
136.61667	Asia/Tokyo	accep	2020-08-12	36.53333	Nonoichi
-76.99081	America/New_York	good	05/30/2018, 00:00:00	38.96372	Chillum
-97.90308	America/Chicago	excellent	17 Sep 2017	31.12406	Copperas Cove
7.36027	Europe/Berlin	building	2012/10/17	51.20219	Radevormwald
13.31783	Europe/Berlin	building	06/26/2019, 00:00:00	52.61131	Hermsdorf
120.97844	Asia/Manila	accep	2021-11-12	14.8361	Guyong
5.37429	Europe/Brussels	excellent	2017/02/05	51.03427	Houthalen
-81.77285	America/New_York	maintenance	03/16/2021, 00:00:00	28.54944	Clermont
88.18466	Asia/Kolkata	excellent	16 Mar 2014	22.19303	Diamond Harbour
-93.12577	America/Chicago	good	2021-03-13	44.73941	Rosemount
65.93249	Asia/Kabul	accep	08 Jan 2016	36.21544	Sar-e Pul
-7.32097	Europe/Lisbon	good	2021-01-13	41.1053	Custoias
1.00288	Europe/Paris	accep	2018/12/30	49.28669	Elbeuf
-119.01677	America/Los_Angeles	good	2022-06-02	36.06523	Porterville
123.89071	Asia/Manila	excellent	2013/03/29	10.31672	Cebu City
102.05461	Asia/Bangkok	good	2013/08/09	6.25947	Tak Bai
7.36027	Europe/Berlin	building	08/31/2020, 00:00:00	51.20219	Radevormwald
46.83187	Asia/Aden	average	04/10/2019, 00:00:00	14.53767	Ataq
19.27498	Europe/Warsaw	average	2020/05/03	50.20528	Jaworzno
19.21437	Europe/Sarajevo	good	2020-09-15	44.75874	Bijeljina
10.03478	Africa/Tunis	excellent	28 Jul 2019	37.16911	El Alia
-63.13414	America/Halifax	accep	2015/01/18	46.23899	Charlottetown
-81.79819	America/New_York	excellent	02/21/2021, 00:00:00	41.48199	Lakewood
35.7	Africa/Dar_es_Salaam	good	14 Nov 2017	-7.76667	Iringa
12.84052	Europe/Rome	excellent	12/31/2019, 00:00:00	45.78071	Portogruaro
102.42587	Asia/Bangkok	acceptable	04/23/2016, 00:00:00	15.58552	Bua Yai
-87.93341	America/Chicago	building	2014-08-10	42.55308	Pleasant Prairie
4.74161	Africa/Lagos	average	2016/05/25	7.62789	Ilesa
-3.05814	Europe/London	average	01/09/2017, 00:00:00	53.00974	Rhosllanerchrugog
19.21437	Europe/Sarajevo	average	2020-07-12	44.75874	Bijeljina
-75.23266	America/New_York	average	30 Jan 2021	43.1009	Utica
120.5875	Asia/Manila	accep	2012-12-17	16.455	La Trinidad
-84.50855	America/New_York	excellent	01 Dec 2017	39.08367	Covington
10.18003	Africa/Tripoli	accep	2013-01-19	24.96334	Ghat
113.13148	Asia/Shanghai	good	2017-12-26	23.02677	Foshan
-91.77127	America/Chicago	building	07 Mar 2016	37.95143	Rolla
-73.75335	America/Toronto	average	26 Jul 2019	45.4473	Dorval
142.45778	Asia/Tokyo	excellent	2018-12-05	44.35056	Nayoro
117.55417	Asia/Shanghai	excellent	2021-03-07	34.86472	Zaozhuang
35.59642	Africa/Nairobi	average	07/17/2020, 00:00:00	3.11988	Lodwar
122.8637	Asia/Manila	excellent	2017/12/28	9.3337	Santa Catalina
-120.43572	America/Los_Angeles	excellent	07/31/2020, 00:00:00	34.95303	Santa Maria
91.84128	Asia/Dhaka	excellent	2013-01-28	22.83957	Manikchari
12.19458	Africa/Lagos	excellent	2021-02-28	10.61285	Biu
-117.70755	America/Los_Angeles	good	22 Feb 2021	33.52253	Laguna Niguel
2.08333	Europe/Paris	good	2017-01-26	48.86667	Marly-le-Roi
86.59509	Asia/Kolkata	accep	06/22/2013, 00:00:00	26.11527	Supaul
120.5875	Asia/Manila	accep	15 Nov 2020	16.455	La Trinidad
137.23333	Asia/Tokyo	good	2012/11/05	35.8	Gero
-122.39168	America/Los_Angeles	good	01/26/2016, 00:00:00	40.58654	Redding
51.49621	Asia/Tehran	accep	2022-06-10	36.64852	Nowshahr
-1.29772	Europe/London	excellent	10/15/2019, 00:00:00	50.76306	Cowes
37.73333	Africa/Dar_es_Salaam	average	2016-10-08	-4.06667	Same
-71.05977	America/New_York	good	2015-12-14	42.35843	Boston
-73.58248	America/Toronto	maintenance	14 May 2018	45.40008	Sainte-Catherine
76.11996	Asia/Kolkata	maintenance	2022-05-05	11.12018	Manjeri
5.2875	Europe/Amsterdam	excellent	2013/04/06	51.65333	Vught
9.0027	Africa/Lagos	accep	2017/10/18	11.86064	Gaya
118.53333	Asia/Shanghai	maintenance	10/07/2014, 00:00:00	27.92333	Pucheng
-47.1725	America/Sao_Paulo	maintenance	11 Aug 2014	-22.57306	Artur Nogueira
-98.15529	America/Chicago	accep	29 May 2017	26.18924	San Juan
43.38531	Africa/Mogadishu	good	16 Mar 2014	9.89206	Baki
-101.2591	America/Mexico_City	average	08/22/2018, 00:00:00	21.01858	Guanajuato
10.5511	Europe/Berlin	accep	2015/09/06	52.47774	Gifhorn
101.18445	Asia/Bangkok	accep	04/04/2013, 00:00:00	13.44581	Phanat Nikhom
-3.05814	Europe/London	building	2017/02/13	53.00974	Rhosllanerchrugog
13.29371	Europe/Berlin	average	2015/05/23	52.53048	Charlottenburg-Nord
-2.98884	Europe/Madrid	maintenance	2017/03/01	43.32686	Leioa
37.92792	Europe/Moscow	excellent	24 Sep 2014	53.93361	Kireyevsk
-73.9614	America/Bogota	good	09/09/2021, 00:00:00	10.15031	El Copey
-79.62603	America/Panama	good	2015-04-06	8.88988	Veracruz
8.77155	Europe/Berlin	accep	2020/05/12	50.23019	Karben
39.8302	Europe/Moscow	building	23 Mar 2021	64.5635	Severodvinsk
-50.19556	America/Sao_Paulo	average	2013-08-29	-19.72806	Iturama
13.58357	Africa/Libreville	maintenance	2022-08-23	-1.63333	Franceville
2.08333	Europe/Paris	average	03 Oct 2017	48.86667	Marly-le-Roi
34.33825	Europe/Moscow	excellent	11/11/2017, 00:00:00	53.59782	Dyat’kovo
46.04833	Europe/Saratov	good	2015/02/13	51.40944	Privolzhskiy
-48.67028	America/Sao_Paulo	building	2015/11/23	-28.24	Imbituba
-0.76667	Europe/London	building	2018-09-21	53.38333	Gainsborough
-5.53715	Europe/London	accep	02 May 2015	50.11861	Penzance
30.2049	Europe/Minsk	average	2019-10-07	55.1904	Vitebsk
-88.3162	America/Chicago	building	2015/11/19	42.24113	Crystal Lake
15.28318	Africa/Brazzaville	average	16 Dec 2021	-4.26613	Brazzaville
59.6	Asia/Aqtobe	good	2016-04-10	47.83333	Shalqar
29.91582	Africa/Cairo	good	2016/05/07	31.20176	Alexandria
-76.72803	America/New_York	accep	16 Dec 2015	39.32288	Woodlawn
-8.53778	Africa/Monrovia	good	27 Mar 2020	7.57944	New Yekepa
-79.00453	America/Guayaquil	accep	2016-09-09	-2.90055	Cuenca
124.84472	Asia/Manila	average	2020/06/22	10.13361	Maasin
-113.3187	America/Edmonton	building	2017-01-09	53.51684	Sherwood Park
10.18003	Africa/Tripoli	good	25 Apr 2020	24.96334	Ghat
139.55028	Asia/Tokyo	good	2017-02-21	35.30889	Kamakura
38.01667	Africa/Addis_Ababa	building	12/12/2020, 00:00:00	11.85	Debre Tabor
-95.63079	America/Chicago	good	11 Nov 2020	31.76212	Palestine
-79.59415	America/Guayaquil	excellent	2014/04/14	-2.13404	Milagro
150.99292	Australia/Sydney	accep	03/10/2017, 00:00:00	-33.75881	Baulkham Hills
-2.16	Africa/Casablanca	excellent	03/04/2020, 00:00:00	34.31	Jerada
-89.71472	America/El_Salvador	average	2016/02/05	13.73417	Sonzacate
128.9889	Asia/Seoul	excellent	07/11/2017, 00:00:00	37.1759	T’aebaek
15.46667	Europe/Vienna	average	2021-12-03	47.05	Sankt Peter
17.8031	Europe/Bratislava	maintenance	05/11/2013, 00:00:00	48.43174	Hlohovec
13.29371	Europe/Berlin	good	2015-03-07	52.53048	Charlottenburg-Nord
-116.97725	America/Los_Angeles	accep	12 Jun 2021	33.92946	Beaumont
33.34864	Europe/Kiev	excellent	10 Feb 2014	46.75451	Nova Kakhovka
-1.47217	Europe/London	good	2021/04/28	53.46506	Chapletown
13.39954	Europe/Rome	average	09 Feb 2022	43.62558	Falconara Marittima
-122.24092	America/Los_Angeles	accep	11/11/2019, 00:00:00	47.4943	Bryn Mawr-Skyway
-122.2608	America/Los_Angeles	building	2022/04/24	38.17492	American Canyon
8.77069	Europe/Berlin	maintenance	12 Dec 2017	50.80904	Marburg an der Lahn
-63.90389	America/Porto_Velho	good	2014/11/28	-8.76194	Porto Velho
34.02537	Europe/Istanbul	accep	2021-06-02	38.37255	Aksaray
115.8614	Australia/Perth	acceptable	2014/08/12	-31.95224	Perth
-80.66756	America/New_York	excellent	2013-04-08	26.68451	Belle Glade
-117.79394	America/Los_Angeles	average	09/12/2013, 00:00:00	33.76446	North Tustin
9.32241	Europe/Rome	average	2020-08-22	44.31771	Chiavari
-74.15987	America/New_York	excellent	05/11/2016, 00:00:00	40.82232	Nutley
-69.96533	America/New_York	accep	2018-11-03	43.91452	Brunswick
68.88871	Asia/Karachi	accep	2020/10/11	25.95533	Jhol
7.60872	Europe/Rome	average	2019/08/27	43.78956	Ventimiglia
8.86374	Europe/Rome	accep	2021/10/01	44.89784	Tortona
-3.59625	Africa/Abidjan	average	2022/03/29	5.27247	Bonoua
27.06365	Europe/Kiev	excellent	10/21/2018, 00:00:00	50.18545	Shepetivka
7.11393	Europe/Berlin	accep	31 Jul 2022	51.08468	Burscheid
32.6178	Europe/Kiev	excellent	05/11/2014, 00:00:00	46.65581	Kherson
76.03889	Asia/Kolkata	average	2020-07-28	18.18158	Osmanabad
47.31667	Indian/Antananarivo	building	2015-01-13	-19.65	Antanifotsy
-79.59415	America/Guayaquil	average	2018-03-02	-2.13404	Milagro
-47.1725	America/Sao_Paulo	good	2022-04-06	-22.57306	Artur Nogueira
16.91667	Africa/Windhoek	good	25 Feb 2015	-21.98333	Okahandja
24.71204	Europe/Sofia	excellent	05/02/2021, 00:00:00	41.57439	Smolyan
111.73861	Asia/Shanghai	average	2017-10-15	35.20889	Changzhi
16.86194	Europe/Warsaw	maintenance	2021-08-26	54.58048	Ustka
-4.21376	Europe/London	good	2018/09/27	55.82885	Rutherglen
-52.51028	America/Sao_Paulo	good	2016/11/09	-28.81833	Soledade
-93.08883	America/Chicago	good	16 May 2016	45.16024	Lino Lakes
-94.41551	America/Chicago	good	2020/06/22	39.09112	Independence
99.1625	Asia/Jakarta	average	2022-03-26	3.3285	Tebingtinggi
-74.95472	America/Bogota	average	2013/03/20	10.98778	Puerto Colombia
-73.89125	America/New_York	good	2020/09/19	40.67705	Cypress Hills
76.32756	Asia/Kolkata	accep	04 Jun 2014	9.57046	Kalavoor
104.09701	Asia/Jakarta	average	21 Jul 2013	-1.26424	Simpang
-58.38341	America/Argentina/Buenos_Aires	average	08/17/2017, 00:00:00	-34.64966	Barracas
-7.95	Europe/Dublin	excellent	26 Sep 2021	53.43333	Athlone
55.4504	Indian/Reunion	average	10/24/2021, 00:00:00	-20.88231	Saint-Denis
-73.95097	America/New_York	accep	2020/01/07	40.72371	Greenpoint
-52.2	America/Sao_Paulo	average	08 Apr 2016	-28.44917	Marau
-47.1725	America/Sao_Paulo	average	2022/01/09	-22.57306	Artur Nogueira
76.32756	Asia/Kolkata	average	2021-04-12	9.57046	Kalavoor
105.75635	Asia/Ho_Chi_Minh	good	29 Apr 2021	10.29085	Sa Dec
13.29371	Europe/Berlin	average	10 Feb 2022	52.53048	Charlottenburg-Nord
-2.68758	Europe/London	average	06/03/2016, 00:00:00	53.69786	Leyland
-84.50855	America/New_York	accep	07/11/2016, 00:00:00	39.08367	Covington
-104.83192	America/Denver	excellent	2019-05-04	39.72943	Aurora
-89.64066	America/Chicago	accep	21 Jun 2016	40.56754	Pekin
123.758	Asia/Manila	accep	02/11/2015, 00:00:00	10.20898	Naga
-111.78903	America/Phoenix	excellent	2016/05/31	33.35283	Gilbert
10.58082	Africa/Tunis	good	2021-08-05	35.72917	Msaken
37.99117	Europe/Moscow	accep	03/07/2014, 00:00:00	44.92934	Krymsk
-82.35176	America/New_York	excellent	2022/05/05	27.71809	Sun City Center
2.61667	Europe/Paris	building	06/12/2018, 00:00:00	48.98333	Mitry-Mory
100.48528	Asia/Bangkok	building	2015/06/23	14.37395	Bang Ban
128.63083	Asia/Seoul	accep	2021-07-17	36.82167	Eisen
-1.86343	Europe/Madrid	average	22 Apr 2015	38.10558	Caravaca
4.91667	Europe/Paris	average	2012/10/02	45.73333	Bron
-13.68778	Africa/Conakry	accep	2021/05/08	9.535	Camayenne
-74.15987	America/New_York	good	2020-07-23	40.82232	Nutley
136.61667	Asia/Tokyo	maintenance	2017-05-30	36.53333	Nonoichi
-67.15407	America/Puerto_Rico	excellent	10/02/2016, 00:00:00	18.42745	Aguadilla
5.22778	Europe/Amsterdam	excellent	01 Feb 2018	51.955	Culemborg
137.5	Asia/Tokyo	average	2021-08-11	34.9	Shinshiro
2.59753	Africa/Porto-Novo	good	07/28/2015, 00:00:00	8.88649	Tchaourou
74.12286	Asia/Karachi	good	11 Jan 2019	30.76468	Kanganpur
-79.00453	America/Guayaquil	accep	2018-09-03	-2.90055	Cuenca
-74.26419	America/Bogota	good	16 Nov 2012	4.73245	Madrid
69.01354	Asia/Dushanbe	excellent	16 Nov 2021	38.55632	Vahdat
-73.49484	America/New_York	excellent	08 Dec 2018	41.14676	New Canaan
-49.27306	America/Sao_Paulo	excellent	2016-01-02	-25.42778	Curitiba
121.96361	Asia/Manila	average	2021-06-25	6.95194	Recodo
24.04142	Europe/Vilnius	accep	08/19/2021, 00:00:00	54.39635	Alytus
79.5286	Asia/Kolkata	good	2013-06-17	29.22254	Haldwani
4.52529	Europe/Brussels	excellent	2015-09-25	50.71229	Rixensart
109.22921	Asia/Shanghai	good	2019/11/26	34.65918	Yanliang
39.28333	Africa/Dar_es_Salaam	accep	06/13/2022, 00:00:00	-10.33333	Nyangao
3.55665	Africa/Algiers	excellent	2021-06-20	36.72544	Thenia
43.2379	Europe/Volgograd	good	28 Apr 2018	50.06	Mikhaylovka
107.60627	Asia/Irkutsk	accep	2014/08/28	51.82721	Ulan-Ude
38.01667	Africa/Dar_es_Salaam	accep	2021-07-26	-5.41667	Chanika
9.29109	Europe/Rome	accep	09/04/2014, 00:00:00	45.39402	San Giuliano Milanese
115.8614	Australia/Perth	maitennce	2016-03-05	-31.95224	Perth
17.58522	Europe/Rome	good	2014-11-29	40.53123	Francavilla Fontana
-2.01111	Europe/London	accep	2013/07/27	52.66277	Great Wyrley
14.30935	Europe/Rome	accep	23 Mar 2015	40.92298	Afragola
9.85	Europe/Berlin	accep	11 Aug 2015	53.63333	Halstenbek
-88.70464	America/Chicago	excellent	01/26/2015, 00:00:00	34.25807	Tupelo
138.31667	Asia/Tokyo	good	07/13/2019, 00:00:00	36.65	Suzaka
29.00974	Africa/Johannesburg	accep	14 May 2022	-24.19436	Mokopane
-75.69947	America/Bogota	average	30 May 2018	8.79577	San Carlos
9.40531	Europe/Rome	average	08/19/2022, 00:00:00	45.53069	Gorgonzola
31.4976	Africa/Cairo	good	12/03/2021, 00:00:00	26.67319	Juhaynah
-89.64066	America/Chicago	excellent	2021-07-16	40.56754	Pekin
17.8031	Europe/Bratislava	maintenance	12 Sep 2013	48.43174	Hlohovec
99.1625	Asia/Jakarta	good	2015/09/08	3.3285	Tebingtinggi
-86.58208	America/Managua	accep	09/07/2019, 00:00:00	13.48082	Somoto
3.87723	Europe/Paris	good	2013-08-13	43.61092	Montpellier
-58.38341	America/Argentina/Buenos_Aires	building	2021/06/13	-34.64966	Barracas
