C2H3NO5	warning	PAHs	longitude	latitude	H2CO	CFCs	TEMP	PRES	NOx	NH3	O3	CH4	SO2	Pb	CO	PM2.5	PM10
0.06790	1.00000	7.62355	13.10984	51.30001	38.23939	43.62899	24.96931	1087.44753	7.88438	6.09632	7.18287	10.26007	5.13543	51.31361	7.91049	6.40493	6.70806
0.11506	0.00000	7.45165	55.4504	-20.88231	55.15770	31.22286	25.67030	1123.61809	8.73317	8.51289	5.02207	9.31398	5.74996	41.19300	8.51635	7.88074	7.85596
0.05529	0.00000	8.50795	111.4834	65.93381	49.22855	68.71040	4.75699	1195.03720	8.44373	5.37787	5.51278	7.14404	1.92710	64.76195	6.37841	7.84997	5.30885
0.12649	0.00000	7.28086	-2.31938	6.46346	42.00535	32.94793	18.77520	1176.41873	9.83207	8.01564	6.64909	10.57664	5.66808	56.44789	7.42061	8.19798	8.05878
0.16193	0.00000	7.65565	112.01667	-7.81667	58.64884	64.41714	11.62442	1176.41409	4.96123	6.39198	10.23683	6.81885	2.84413	23.28198	6.36319	6.48492	8.35593
0.07403	1.00000	6.77908	29.26639	37.58105	56.97337	50.71971	10.21456	1094.09496	5.89281	5.25335	9.34270	9.69748	6.71390	50.98484	6.36157	5.87500	6.96240
0.07489	1.00000	8.06710	-2.68758	53.69786	56.07534	34.44997	15.35609	1051.45950	4.31711	6.04606	9.60934	6.95024	5.22570	69.57491	6.90987	8.71869	5.47687
0.07005	1.00000	6.91742	111.50861	32.54278	30.44291	39.37792	10.40953	1110.60336	6.45939	5.30751	5.23945	7.83603	8.26551	77.64299	7.63803	7.47381	4.99670
3.02355	0.00000	6.05345	-52.20639	-3.20333	70.16130	58.31890	10.24544	1113.02091	10.96266	8.83101	8.18076	7.76084	5.23957	73.70185	8.01806	7.71751	11.57680
0.06263	1.00000	8.85335	-1.99421	51.35084	35.82040	43.03388	20.08793	1162.22508	6.14928	4.07376	5.26938	6.35678	7.13662	45.43271	7.30326	6.75993	7.18812
1.09869	0.00000	9.71689	-2.98333	53.83333	55.81859	40.59388	27.08555	1138.43953	7.80810	8.82325	5.40520	8.64375	5.55990	52.86103	8.00233	6.96871	10.53333
0.06680	0.00000	6.68476	19.91667	-11.78333	49.38114	73.85647	6.85448	1177.11542	8.26097	3.59549	7.49718	4.46293	4.98134	58.30303	6.46207	7.39161	7.06144
0.45342	0.00000	7.11795	79.5286	29.22254	58.19687	33.30485	16.41475	1151.49663	7.68261	10.14005	4.89588	5.80293	7.71195	32.41638	6.36470	7.63203	9.59845
0.06627	1.00000	7.71961	43.38531	9.89206	41.12959	51.39915	24.06628	1164.71752	6.30503	6.42737	9.03453	8.96888	6.42696	37.62910	8.04892	8.89607	6.85736
0.29533	0.00000	6.46684	-0.74934	51.62907	63.31879	51.39207	33.15897	1144.48123	7.32413	8.60126	5.50879	10.47382	5.87051	53.72360	8.65577	6.24179	9.12053
0.10145	1.00000	8.55644	-116.56346	43.54072	34.46335	46.02020	5.83921	1176.28708	5.15376	7.34822	8.15042	9.23252	5.74047	49.15847	7.74475	7.73279	7.23827
0.67984	0.00000	6.33105	14.51472	35.89972	18.77393	39.98513	36.97887	1178.78770	4.15725	7.89382	7.39996	5.83522	5.79365	42.44013	6.58043	7.48477	10.00722
0.04966	1.00000	6.21903	-74.38987	40.65538	37.02132	21.96894	19.28546	1066.12545	6.94843	4.44110	4.63122	8.11096	8.73248	58.35230	6.28489	5.67449	6.03557
0.07737	1.00000	6.79529	-79.2663	43.86682	70.05360	55.26324	13.65125	1198.00195	4.98528	5.43461	5.56262	9.72013	8.80910	57.66762	6.84700	6.46194	7.28369
0.20037	1.00000	8.63126	-119.48568	49.88307	48.43005	48.88646	3.96687	1193.52846	6.94586	3.65982	4.93599	6.41834	8.49492	67.76338	7.05393	7.44070	8.47312
0.25746	0.00000	6.55195	123.99333	12.97389	21.44239	46.50804	13.53920	1162.20178	8.66161	9.78296	4.54321	4.95563	7.75046	39.13202	6.49932	8.17091	8.92047
0.06278	1.00000	7.55575	110.8405	-6.8048	69.65821	47.56860	15.43898	1059.25227	6.42080	6.21533	6.69007	8.75429	7.45910	51.21143	7.19770	7.62908	5.34477
1.61710	0.00000	8.33774	-116.97725	33.92946	54.56402	39.62341	8.09148	1064.33117	8.54841	5.76688	8.00140	7.50270	7.83673	49.05300	8.04683	6.82760	10.94373
0.36251	0.00000	6.16754	-79.2663	43.86682	33.71472	61.81211	27.00705	1197.38855	4.01112	7.29254	8.09660	6.61726	4.02845	50.54034	5.04797	8.13707	9.34761
0.10255	0.00000	6.94160	-0.29825	51.39148	41.18617	64.68507	5.85598	1076.62506	8.44969	8.19363	5.75132	9.68577	5.92022	79.70421	7.51030	5.96302	7.23444
0.02986	1.00000	7.49484	-98.1664	19.32932	71.47006	39.01997	12.52639	1130.27541	5.95237	7.28374	6.66100	10.32279	8.72559	64.46502	7.01442	6.78969	3.97533
0.23664	0.00000	7.36255	81.54855	26.2649	49.78630	58.90850	11.02646	1193.08713	8.17030	9.25335	4.53790	7.39082	7.13390	68.52380	7.12074	8.74729	8.82619
0.10072	0.00000	6.95541	-0.76667	53.38333	40.43167	71.23587	18.25518	1053.64133	2.05150	8.52796	9.92320	3.69398	4.46201	60.16547	7.62562	5.65324	6.97876
0.06084	1.00000	8.74772	42.7125	11.15583	56.47000	47.98744	9.76517	1090.43824	7.36811	2.03361	8.12898		5.45730	73.57277	7.15792	5.48298	6.36809
0.16456	0.00000	6.90740	-96.39774	30.16688	50.19940	60.07387	-1.38733	1170.46634	9.42161	9.39242	7.39953	6.63499	7.34615	33.69852		7.92386	8.23321
0.06663	0.00000	8.15317	-82.00919	23.04419	48.20950	21.44475	30.82028	1096.88817	6.95337	5.92119	9.53307	3.88997	6.00495	40.84448	6.64362	7.99362	6.94929
0.06361	1.00000	7.59302	-71.05977	42.35843	37.35292	33.37423	13.02106	1176.23952	5.85279	7.60841	7.34343	9.19234	10.26958	56.22136	7.41570	7.89031	6.54467
0.36310	0.00000	5.38844	142.45778	44.35056	49.29428	60.73026	22.47737	1050.34931	9.23956	9.28070	6.60561	7.20156	6.78908	71.14216	7.81522	7.81023	9.34222
0.05643	1.00000	6.98071	-85.76942	39.78504	33.61888	37.36459	31.70658	1123.99279	4.12475	8.74291	11.05781	6.64391	6.81887	48.99659	8.31047	7.23397	6.25073
0.06750	1.00000	6.53315	-84.23381	33.54428	54.08331	39.82880	12.10431	1161.47856	6.73565	7.59681	8.12774	8.67623	6.10732	36.64294	6.75982	7.79196	5.02982
0.27049	0.00000	6.95603	57.3552	51.4781	46.62127	40.15595	18.65328	1111.74873	4.10786	7.24711	7.17051	5.20233	3.75685	46.06218	8.01746	8.19222	8.98821
0.06819	1.00000	7.27279	-89.64066	40.56754	64.89725	40.39573	19.34442	1085.21806	5.33717	7.15019	7.40091	8.29648	8.57970	55.92329	6.23272	9.81193	5.16305
0.06338	1.00000	6.24369	6.92917	52.31333		63.62589	26.08691	1053.13317	5.53783	6.30322	8.66080	7.92462	5.08426	72.63498	8.42610	6.36741	5.81520
0.07564	1.00000	7.50434	34.75699	31.39547	54.20117	40.24980	21.14401	1169.06315	5.80560	7.01558	8.06523	9.52710	5.63057	75.68846	6.94176	5.25091	6.57024
0.26774	0.00000	7.58349	117.55417	34.86472	51.39559	31.16095	3.25340	1192.58116	8.76005	8.38719	8.09198	9.42363	5.92728	69.53544	8.92625	5.94503	8.87411
0.12263	0.00000	7.46652	118.53333	27.92333	61.76595	40.70988	30.91339	1067.81277	7.12078	4.28311	8.22033	6.16197	5.86385	56.15370	8.33760	6.24422	7.99713
0.05579	1.00000	7.78492	37.3825	37.05944	32.07629	42.31517	37.12983	1086.93859	6.92295	6.98270	7.65869	8.12962	5.53841	60.63061	7.61307	8.07610	5.84333
0.06882	1.00000	6.81088	-72.22625	18.57677	33.41017	48.09196	22.15764	1186.18682	6.68702	5.15748	9.12978	9.54080	6.95015	43.83589	6.66973	7.97180	6.81200
0.06864	1.00000	5.94434	78.27539	12.95629	38.43707	39.73755	11.83155	1095.42522	5.65813	5.96837	5.46405	6.60019	8.42275	52.35037	7.60250	8.71623	4.52114
0.10727	0.00000	7.22846	6.83042	6.15038	44.47922	27.48856	8.50003	1051.48237	5.47595	6.75497	8.76150	4.31942	4.31210	63.54770	7.98922	9.58112	7.62256
1.66429	0.00000	7.63709	73.7553	15.5439	50.63609	53.44352	17.00497	1056.90160	6.54232	8.14927	4.40376	8.93081	4.43862	69.00497	6.76261	8.04096	10.95388
0.06123	1.00000	5.98917	13.31783	52.61131	56.86314	49.83874	31.69583	1172.63909	8.71700	4.69774	4.93024	7.26254	9.07140	59.57261	5.81602	7.22850	5.04035
0.10263	0.00000	7.00552	78.27539	12.95629	59.86444	57.29183	20.33865	1170.30393	3.34119	6.48276	9.95078	6.54269	4.48729	55.38031	6.26890	6.17696	7.37907
0.20536	1.00000	8.38829	32.86389	53.95278	67.84974	43.82983	13.29627	1184.46265	5.35178	3.46673	4.84441	8.00380	7.90112	49.25862	8.70979	8.70300	8.51005
0.04256	1.00000	8.01219	-88.3162	42.24113	47.63011	54.79403	7.17304	1131.19693	6.28644	5.79905	7.06345	7.25936	5.38992	47.75137	7.02387	6.34404	6.33162
0.07298	0.00000	7.70130	7.2278	50.64336	29.25496	40.78371	25.15542	1162.26340	8.95279	9.20251	6.54285	10.51564	7.97114	49.27405	8.14816	7.90539	6.01807
0.07853	1.00000	6.66568	-63.13414	46.23899	28.56964	40.65697	16.16510	1128.76378	4.74702	6.62121	9.04531	9.85576	6.76628	76.31911	8.82281	6.41369	6.62584
0.12660	0.00000	6.93536	42.54536	-0.35817	31.06064	46.90694	12.76265	1076.90405	9.39133	3.14970	7.00268	5.25732	4.83416	64.36269	7.89764	5.95384	7.94654
0.06080	1.00000	7.13576	-0.59543	44.80477	36.67515	31.47584	2.82277	1179.36324	7.02747	6.78528	5.74213	9.64979	11.26161	53.52518	6.26345	6.40884	5.22897
0.05054	1.00000	7.97694	71.57118	32.87533	40.80536	46.90785	33.49858	1102.60376	7.82060	4.10910	4.52586	6.50729	10.68787	55.60294	5.92802	6.15396	5.14904
0.27791	0.00000	7.11083	35.96944	56.03361	39.38667	53.25473	20.73574	1162.40009	9.21767	4.23497	6.87511	5.36088	6.81454	46.90223	7.09003	7.71091	8.93878
0.09905	0.00000	6.55109	-37.93278	-11.48472	49.03127	23.75684	20.22314	1089.13974	7.13402	4.02857	7.97581	6.31070	6.96339	61.53329	8.44886	8.04918	7.34529
0.05725	1.00000	5.88133	1.33467	43.61058	32.93490	40.30981	-3.44546	1108.13574	3.80513	5.14396	11.24825	6.14048	7.03425	57.89042	5.88597	7.43722	5.53866
0.06820	1.00000	6.44130	-73.86586	45.43341	56.63931	38.04091	15.80416	1106.41305	5.02339	4.63795	9.84669	8.91251	6.24107	54.93889	8.85759	7.61135	6.24686
0.30177	0.00000	6.47812	-71.06616	42.4251	50.40041	58.95123	16.29161	1187.02250	9.37920	4.11650	10.70777	7.36205	5.27001	52.71603	7.29146	6.59782	9.18268
0.04079	1.00000	6.52296	128.9889	37.1759	46.20969	43.59711	12.95329	1178.90879	6.79185	4.70950	6.63922	8.54336	3.98711	54.26890	7.16629	8.95365	5.12935
0.07144	1.00000	6.41432	9.20427	48.49144	39.46200	55.03391	11.14694	1099.68797	7.71592	6.91247	6.62909	7.96453	2.94725	69.65097	5.88763	5.65144	5.80299
0.08147	1.00000	5.76620	-0.59543	44.80477	40.72508	38.22369	26.05745	1123.56437	4.37091	5.82454	11.78939	6.99936	7.37680	63.53910	8.16387	7.76813	6.30939
0.05842		7.21223	-78.19444	38.91817	24.60198	53.38223	10.62565	1099.07258	3.95473	6.45968	10.52882	5.78143	4.99290	71.28098	7.09771	6.58352	5.08213
0.09757	0.00000	7.32349	-80.38297	42.8334	48.94808	36.51913	10.17640	1089.87610	9.59960	8.79178	5.84418	8.27539	6.08583	68.77121	8.73580	6.34452	7.41765
0.08215	1.00000	8.02902	60.8019	56.9083	58.81217	50.00117	7.80486	1053.25896	7.30900	5.77661	6.71927	9.26975	6.50225	49.94420	4.91646	9.22802	6.42350
0.02923	1.00000	5.42161	137.4	34.81667	27.00978	54.38390	12.03985	1186.18819	5.86923	6.52183	9.29453	7.63161	5.79183	38.17780	6.83955	8.06509	6.15822
0.06525	1.00000	6.71008	18.84	42.28639	43.05895	36.35834	12.41110	1153.40695	4.60697	4.91630	4.75529	7.94070	9.57581	53.88227	9.02106	8.23945	6.75701
0.23417	0.00000	8.71162	-59.13316	-37.32167	33.63864	43.74878	41.53607	1101.89579	3.44390	7.99589	7.87611	4.99884	4.64396	27.57411	8.49876	8.16858	8.85243
0.06165	1.00000	6.94399	112.19028	30.35028	33.60038	61.05474	36.54425	1164.38287	5.58826	6.93574	6.11097	10.20414	9.07925	44.72750	7.43107	6.49543	4.35891
1.32215	0.00000	6.35724	-58.44417	-3.14306	56.45898	55.26700	9.48663	1133.90594	8.81132	8.46853	7.82140	8.18152	5.00013	25.13853	6.11061	7.23153	10.73516
0.11825	1.00000	7.39576	27.25	42.7	29.56312	32.35373	28.52664	1061.31900	6.50635	5.75982	6.07626	9.15857	9.85865	35.29249	6.77526	8.91471	7.51063
0.06881	1.00000	7.00820	-97.03285	47.92526	49.59509	43.60308	37.06146	1065.70877	5.75359	2.83357	3.80830	5.90721	8.08727	55.69759	7.33268	8.17669	6.73697
0.03108	1.00000	9.20386	107.60627	51.82721	71.78578	52.71838	10.23777	1123.86266	6.44747	6.06374	8.37471	8.59945	6.53638	31.69156	7.65314	7.34678	5.92463
0.04362	1.00000	7.01925	2.18247	41.41204	50.09968	59.75137	32.79102	1120.48156	6.39294	5.87279	5.46515	9.05479	9.13309	49.87739	6.85644	9.30151	4.60433
0.03614	1.00000	6.80546	28.67582	40.98894	48.28799	50.45352	8.92388	1069.82689	4.31444	6.05949	9.22757	8.07060	6.05425	32.31623	7.25730	6.79417	4.84488
0.05260	1.00000	8.22210	-79.2663	43.86682	44.51934	45.06887	13.95970	1063.71217	7.09888	7.62824	6.27157	11.21748	11.08872	60.14081	10.76922	8.74870	4.64782
0.06531	1.00000	7.42063	139.55028	35.30889	47.60243	45.63339	22.11287	1118.77831	6.81862	7.90460	7.74543	9.89793	8.33012	46.94112	8.18710	7.29606	6.53990
0.07201	1.00000	6.76889	-66.8499	18.03496	61.36372	28.64590	26.05876	1137.82706	7.75905	7.91180	7.18046	7.63392	3.20937	43.27190	6.05036	5.79667	6.38259
0.38958	0.00000	7.24789	-7.35	53.53333	62.17820	41.98337	19.85458	1087.46145	6.29252	8.12899	3.74327	9.68591	4.27757	31.45489	7.01707	7.08583	9.42909
0.05988	1.00000	7.42492	126.28333	45.35	46.65178	34.71738	32.06836	1086.74493	7.30081	4.25260	7.44850	9.32218	5.85296	45.54439	6.83689	6.23007	5.83790
0.07126	1.00000	7.45113	-1.5443	50.75767	55.82050	55.62523	25.80937	1107.58944	5.94289	7.67962	8.23455	7.52940	6.11407	48.69927	6.82713	8.11983	5.65732
0.05952	1.00000	7.00748	128.62667	34.8825	40.68990	28.28994	31.19301	1061.69310	4.86039	8.29862	9.40788	6.42314	5.87694	53.96207	5.95273	8.45786	5.23177
1.77978	0.00000	7.09255	88.1453	22.4711	49.09631	38.58383	16.72993	1066.97349	7.41961	5.38582	7.04331	8.65005	7.37375	67.56142	9.05126	8.10964	11.04359
0.06419	1.00000	7.47501	75.37991	25.75728	46.13796	45.55588	4.40736	1111.43603	4.82713	4.35126	10.73738	9.76770	9.23218	52.02713	6.73255	6.74243	6.42096
0.13717	1.00000	5.61321	7.60872	43.78956	54.87315	55.51896	19.58965	1097.65018	8.39232	4.58759	5.34459	8.58834	10.43412	59.24773	6.45064	7.18470	7.89058
0.13140	1.00000	8.14028	117.7	35.85	55.32207	48.09979	24.10702	1097.86608	6.00109	4.71716	6.01909	7.10002	6.65774	59.54857	7.93014	7.06186	7.56137
0.21903		5.53159	153.10236	-27.50578	38.88484	60.89507	17.36962	1111.86927	7.75736	7.68568	4.77932	9.24734	4.66549	57.59913	8.29052	6.51160	8.71685
0.08835	0.00000	8.47649	102.42587	15.58552	71.06922	48.94781	14.78244	1127.68562	11.14230	7.29273	8.60209	8.84027	4.70878	17.52453	7.17157	7.00489	7.61983
0.06956	1.00000	6.72896	-2.98884	43.32686	41.20321	46.44579	6.34919	1163.73859	5.23981	5.32605	5.09239	9.83723	10.08690	62.98936	6.49896	5.82404	6.54928
0.06215	1.00000	7.59544	-8.2194	43.48961	51.41725	49.25960	37.56567	1104.27202	6.94663	4.61010	5.11645	8.33762	9.70441	50.39295	8.97164	7.44406	6.69958
0.04762	0.00000	7.85023	-71.08977	41.9001	50.78721	39.44526	17.26502	1097.59676	10.47044	7.51366	8.45498	7.40976	5.31794	38.49921	7.85576	5.05588	6.36665
0.24470	0.00000	8.38731	-97.92977	38.06084	56.05759	35.29560	18.30292	1187.28368	8.79828	9.58328	6.04003	7.29246	7.91796	54.83487	7.98026	5.47254	8.81065
0.06200	1.00000	6.95877	-76.78319	18.00747	50.94748	39.77929	-2.42781	1148.98240	3.90006	6.57456	10.44189	8.21093	6.47311	53.93818	8.08293	8.69681	6.08963
0.09233	0.00000	7.52976	92.48278	58.23583	43.48719	49.62474	-1.23957	1132.75581	7.70314	8.37540	5.20668	8.46795	6.25713	65.15594	7.92851	8.31836	7.60247
0.33160	0.00000	7.31208	-0.18333	38.96667	46.95882	58.30901	11.50627	1184.70792	6.87006	8.29626	6.70412	9.22918	5.39594	45.46147	7.50937	7.23752	9.16550
0.06374	0.00000	7.82438	28.67582	40.98894	61.43973	76.27846	7.82781	1088.42197	2.65058	6.76099	5.93529	9.97700	8.75935	64.90542	5.43835	8.11353	5.81871
0.07185	1.00000	7.65247	-8.2503	37.08819	35.68871	54.04495	14.53395	1178.00920	7.83099	5.99251	5.59686	7.85449	8.71016	51.38716	7.23172	7.61651	3.06336
0.04764	0.00000	8.35384	-52.51028	-28.81833	60.25590	36.82489	15.83668	1192.87035	7.01465	4.37484	9.89829	4.54851	7.09158	39.44204	8.10170	6.71816	5.83766
0.07907	1.00000	6.70765	-76.70944	-11.94306	38.11915	37.02293	-4.95699	1098.40214	7.24397	2.00980	7.62432	8.39123	5.50063	65.07245	7.12780	7.35662	4.73325
0.09726	1.00000	5.78320	1.53414	42.50729	76.32009	56.11893	26.94492	1055.91680	5.89792	4.89964	5.30297	8.23098	8.55588	72.56716	6.45020	7.44682	7.40278
0.19398	0.00000	7.18241	-78.04471	34.25628	63.43012	41.72864	12.64456	1055.94216	6.10230	5.47250	7.89299	6.59065	7.38200	61.58820	5.49585	7.20196	8.68102
0.07741	1.00000	6.83639	29.91582	31.20176	51.70920	41.75809	28.67231	1126.10843	6.46682	6.01259	8.59173	7.87843	5.84294	57.98124	7.41907	8.19361	6.06675
1.02877	0.00000	7.31926	-82.4017	23.0072	51.67205	33.24407	34.44446	1059.51536	5.86937	9.59197	3.08790	8.11444	6.26627	28.14169	7.57146	6.94300	10.47577
0.04935	1.00000	8.68993	3.16667	50.8	59.86198	50.76786	12.15388	1170.55516	6.64769	6.21631	5.22894	9.12766	11.12653	70.33617	6.92349	9.36433	5.10065
0.30143	0.00000	7.65837	25.8191	53.5942	41.18539	38.42501	7.09546	1126.49274	6.89946	8.47988	4.96782	8.91397	5.22834	68.20499	8.09354	7.65016	9.06450
0.06388	1.00000	7.30239	-2.68333	43.31667	53.93422	63.53933	10.67164	1165.38409	5.60755	7.66969	7.45812	9.90277	8.25797	61.41887	8.66448	6.03095	6.75458
0.04740	1.00000	8.32101	9.20427	48.49144	38.65579	41.49797	29.95309	1077.54784	4.65254	7.15352	9.51452	7.09101	6.63515	63.23291	8.02579	7.18354	5.40971
0.15124	0.00000	6.96427	83.62389	53.30972	54.45319	52.54786	24.40619	1168.99816	9.49038	8.70331	8.07297	8.92987	6.73255	50.37432	7.05419	4.80048	8.42450
0.23029	0.00000	8.03604	-1.48119	53.0233	28.75999	62.62748	11.31816	1103.96234	8.58430	9.30171	6.67128	8.59250	6.93033	54.67732	5.69788	6.01472	8.70464
0.07162	1.00000	7.25693	-63.90389	-8.76194	57.75026	35.56356	0.79632	1081.71815	7.69151	4.67394	5.06920	8.48868	7.73091	48.64537	6.80105	7.23577	5.05668
0.07669	1.00000	7.44176	102.3278	2.2139	49.64906	25.55671	18.57770	1157.00482	6.95458	5.64138	8.46380	8.71309	5.28322	63.06913	5.79493	6.71124	6.36497
0.08180	1.00000	6.04192	5.06258	7.50251	51.80182	37.40767	-14.09430	1183.22944	6.67157	3.07269	3.96516	6.70053	8.87551	68.33386	6.76319	7.53401	7.10556
0.06678	1.00000	8.99830	126.835	37.65639	51.27054	47.57719	13.99831	1102.67329	5.18348	6.00112	5.97913	8.75616	8.49575	50.03351	7.83138	7.75530	6.21004
0.05440	1.00000	7.97851	-8.2503	37.08819	55.63201	32.64844	33.03557	1141.82162	5.68198	6.08142	8.23673	10.00548	7.60443	49.22982	7.24389	6.27648	5.90190
0.07559	1.00000	8.66223	77.9129	25.6439	45.24824	40.92615	5.21187	1093.31514	6.11124	7.30712	9.03243	7.98233	6.51955	40.26633	6.07316	8.34471	6.21766
0.04955	1.00000	6.03770	-73.58248	45.40008	37.77774	34.47822	11.34947	1098.04124	7.87538	2.67691	7.03495	8.59436	4.02000	30.55026	5.62250	6.08076	5.47622
0.59504	0.00000	6.70594	26.97253	49.65186	40.43933	33.77639	12.45889	1059.95855	7.24755	9.36112	5.21157	7.21200	6.51764	59.73739	6.81649	7.54040	9.92106
0.06723	1.00000	7.53558	-73.9614	10.15031	32.72174	49.94444	-11.21147	1117.13832	4.26090	8.33398	11.18130	7.65517	8.43802	45.26492	6.12871	5.75508	6.47595
0.10995	0.00000	6.38694	46.5813	54.8421	50.44449	29.46665	10.25112	1174.93543	6.07726	5.37311	9.78316	6.30486	9.42794	71.79145	8.20238	8.50171	7.61742
0.07194	1.00000	7.29107	-73.47429	40.68066	40.47416	39.49332	18.83839	1137.70253	5.76950	4.41056	9.58452	8.62853	7.65105	53.91876	7.07175	8.65808	5.99402
0.20999	1.00000	7.37753	57.3552	51.4781	50.14875	27.87580	22.47137	1172.93354	3.52619	6.07439		7.37095	7.66923	34.69057	6.70868	7.70367	8.76039
0.17178	0.00000	6.38782	5.51978	51.44889	58.53104	46.17563	17.82776	1150.99976	5.89162	6.30726	8.42504	5.15137	5.97842	52.38058	6.60279	8.09367	8.21758
0.06530	1.00000	6.15252	7.36027	51.20219	40.67180	52.21330	25.60784	1128.59347	6.36607	4.69675	5.07817	8.00652	9.35817	61.11502	8.42326	6.45095	6.94534
0.06261	1.00000	6.74861	5.06258	7.50251	58.36511	61.35737	10.92518	1130.48005	3.07810	6.30473	5.01656	8.60739	9.22983	52.09760	6.19665	9.08668	5.60767
0.08149	1.00000	6.77112	-2.68333	43.31667	44.81622	35.88773	10.36759	1170.34507	6.13943	7.33265	6.94706	9.71232	9.67947	70.78910	7.91643	7.19024	5.70955
0.13264	0.00000	8.17959	-47.53028	-22.45667	39.69190	39.07187	6.29166	1104.00712	8.01245	8.23838	5.08100	8.25371	6.17582	65.44812	8.50111	8.36490	8.01109
0.04894	0.00000	7.98172	-0.18333	38.96667	35.01202	43.61877	23.53559	1149.63473	4.00251	7.10401	9.69318	2.96638	6.45791	54.65332	7.14237	6.14377	6.10523
0.04588	1.00000	7.39994	38.28402	34.5624	45.70905	38.87728	17.80487	1070.27956	7.00642	5.20390	5.33652	8.21895	9.76858	69.48563	6.36999	7.67073	6.93775
0.76203	0.00000	6.95952	51.49621	36.64852	36.64739	48.92329	27.34581	1105.05269	5.86456	6.11241	6.00671	6.73887	4.01635	46.63136	5.37446	7.37558	10.15015
0.06819	1.00000	8.59399	-95.63079	31.76212	57.87449	32.58694	17.64349	1064.03933	6.79309	7.32823	6.73143	10.46568	9.94949	59.18677	7.33860	8.09291	5.92477
0.06362	1.00000	7.49160	10.78222	36.46917	37.99124	64.95815	4.93480	1093.49077	5.27751	5.85337	4.78587	8.76456	10.95111	52.21558	6.78577	8.12397	5.35031
0.11564	1.00000	7.20658	100.24529	5.4709	50.10849	46.39182	21.22607	1093.17015	7.07757	3.87907	9.65181	11.19252	7.71683	63.14880	7.34879	7.15929	7.83174
0.14911	1.00000	6.79379	-38.94722	-15.675	47.39902	55.47443	13.34853	1193.89958	5.44769	5.27524	5.88743	7.82583	8.32663	32.29176	4.78518	7.93789	8.14620
2.48947	0.00000	7.91652	168.31366	-17.73648	47.54252	38.89323	32.48399	1129.29487	8.41470	8.87793	5.90383	7.69272	5.19282	49.21951	8.26776	8.52624	11.37177
0.36604	0.00000	6.38204	79.87116	6.84019	48.84296	27.44948	10.46907	1103.07212	3.32774	8.03246	7.24308	5.57349	4.78548	46.62978	8.24177	7.09667	9.28019
0.05036	1.00000	7.30933	34.8732	32.05971	50.38673	40.91918	10.88989	1164.24942	5.08040	6.34614	9.32274	7.29938	5.55964	72.71221	6.03712	8.66249	5.66821
0.95933	0.00000	6.80867	34.37389	40.1675	58.54138	34.01824	24.32377	1137.25194	7.08159	5.56450	7.66500	8.01408	7.32609	44.36978	7.96691	7.93171	10.37287
0.07377	1.00000	6.68847	65.50917	44.85278	59.41093	43.13920	12.93072	1069.41248	6.53505	8.48643	8.25465	9.58589	7.50915	36.74120	8.20474	6.92057	6.49359
0.06324	1.00000	7.35055	118.9707	-3.5403	37.16748	47.11048	9.59155	1073.92259	5.85559	7.31218	8.93151	9.38724	7.74350	65.77263	8.16248	8.56959	6.21181
0.09202	1.00000	8.30469	9.15013	13.70727	35.84124	28.89629	36.09008	1050.93525	6.29739	3.84491	4.96318	7.15631	5.71265	44.42718	6.73727	7.59282	5.72826
0.14564	1.00000	8.63509	79.82979	11.93381	24.69606	38.18691	16.21761	1132.87240	5.39831	5.16610	5.41654	10.14086	9.64330	59.38516	9.25451	7.34709	7.95319
0.08188	0.00000	7.56396	16.54165	68.79833	27.71761	51.38918	6.35917	1126.24515	11.69093	7.91070	7.57957	9.61226	5.70632	70.00232	6.23210	5.82435	6.60202
0.13188	1.00000	8.35060	150.99292	-33.75881	49.45581	39.39536	6.06044	1087.62270	7.83792	8.47155	6.97278	9.70259	6.19501	39.77377	6.81525	6.87242	7.99347
4.91072	0.00000	7.14045	8.73812	41.91886	25.16071	50.46258	27.36389	1064.59285	5.21044	7.54624	6.26735	8.29378	5.39362	39.06961	7.09138	5.75597	12.07185
0.25510	0.00000	8.54393	-60.93173	-31.4488	75.94723	52.97325	15.18961	1175.10974	9.53149	8.55746	5.57998	10.06629	5.91265	40.49782	7.43639	7.91858	8.81235
1.18251	0.00000	7.44576	-76.70944	-11.94306	51.44372	40.80550	7.25563	1080.36773	9.51504	8.16771	7.09912	10.28616	5.25705	69.95110	7.22948	7.06847	10.61358
0.14706	1.00000	8.19903	-73.75335	45.4473	41.52562	34.15570	-2.40638	1122.49054	6.13743	3.38605	4.80003	6.96946	6.47699	45.22824	6.10353	7.74643	8.16279
0.70312	0.00000	6.23079	46.83187	14.53767	39.96941	31.56057	17.72585	1081.13027	4.79541	7.37807	4.90519	5.21547	5.30058	32.34521	9.12442	6.44847	10.05956
0.15935	1.00000	6.57515	8.88104	45.79377	70.66148	22.60575	15.13440	1064.27017	5.44255	6.40363	6.88955	8.76981	9.03642	55.71341	8.85126	8.34674	8.29756
0.06168	1.00000	6.64407	7.2278	50.64336	54.60920	60.58354	14.75205	1054.06381	4.60792	4.86623	9.10014	8.73360	6.78126	67.72763	7.68689	7.60188	5.66547
0.04413	1.00000	8.13121	-70.20749	8.62261	57.09691	21.13445	28.04545	1080.67658	7.38795	8.54436	6.94747	5.59011	4.53362	65.21343	7.15744	7.54431	4.53193
