code	revision	location	longitude	latitude	QoS
PL	2020-12-01	Europe/Warsaw	17.4674	50.86079	good
RU	07/30/2018, 00:00:00	Europe/Moscow	38.2739	46.7055	good
CN	08/28/2022, 00:00:00	Asia/Shanghai	111.50861	32.54278	accep
IL	01/02/2021, 00:00:00	Asia/Jerusalem	34.8732	32.05971	good
BR	12/18/2012, 00:00:00	America/Porto_Velho	-63.90389	-8.76194	accep
CN	10 Oct 2020	Asia/Shanghai	117.63083	35.50056	maintenance
SO	2021/03/19	Africa/Mogadishu	43.38531	9.89206	accep
CN	05/31/2022, 00:00:00	Asia/Shanghai	120.14278	32.50611	maintenance
IL	16 Jun 2018	Asia/Jerusalem	34.86563	31.92923	good
CD	2017/03/22	Africa/Lubumbashi	29.47306	0.49113	excellent
DE	20 Jun 2015	Europe/Berlin	9.47629	53.59337	accep
RU	03/09/2017, 00:00:00	Europe/Moscow	43.91385	54.03876	excellent
PL	23 Jun 2021	Europe/Warsaw	16.86194	54.58048	maintenance
ES	19 Sep 2020	Europe/Madrid	2.18247	41.41204	average
RU	2014/03/28	Europe/Samara	51.3452	53.37596	accep
IN	2022-01-13	Asia/Kolkata	84.13864	22.88783	good
CN	2017-10-20	Asia/Shanghai	126.28333	45.35	good
JP	20 Apr 2016	Asia/Tokyo	130.94098	33.3213	maintenance
PK	2014/11/12	Asia/Karachi	68.75915	27.52948	average
ES	26 Oct 2021	Europe/Madrid	-2.98884	43.32686	accep
US	2016-12-27	America/Los_Angeles	-123.02621	44.99012	maintenance
IN	16 Dec 2021	Asia/Kolkata	71.21169	21.59983	good
US	2017-06-08	America/Los_Angeles	-122.24092	47.4943	average
DE	2020/10/28	Europe/Berlin	10.18527	47.98372	average
IN	2016/05/19	Asia/Kolkata	77.656	28.71271	maintenance
US	04/06/2020, 00:00:00	America/New_York	-72.27814	42.93369	average
BR	2019-06-04	America/Maceio	-37.65	-10.91722	average
IT	2013-06-13	Europe/Rome	8.62118	45.44694	good
TH	2018/01/30	Asia/Bangkok	99.89166	15.46063	building
US	2016-01-29	America/New_York	-73.20483	41.16704	good
US	07/01/2017, 00:00:00	America/Chicago	-87.882	41.85059	average
TR	2013/10/06	Europe/Istanbul	28.67582	40.98894	accep
AU	21 Aug 2018	Australia/Melbourne	145.18333	-37.9	average
US	11/16/2021, 00:00:00	America/New_York	-78.04471	34.25628	average
US	21 Apr 2019	America/Chicago	-88.42814	42.16808	average
IN	2019-05-26	Asia/Kolkata	79.82979	11.93381	accep
IN	12/15/2020, 00:00:00	Asia/Kolkata	74.80555	34.08565	excellent
CN	2021/01/30	Asia/Shanghai	116.11768	24.28859	good
PK	2020-03-08	Asia/Karachi	71.57118	32.87533	excellent
US	11/26/2019, 00:00:00	America/Chicago	-87.45476	41.47892	accep
US	2021/09/13	America/New_York	-71.8023	42.58342	accep
US	2018-09-02	America/Chicago	-87.70172	41.72059	acceptable
AR	14 Jan 2018	America/Argentina/Cordoba	-60.93173	-31.4488	maintenance
NL	2016/11/28	Europe/Amsterdam	5.51978	51.44889	excellent
US	2015/04/12	America/Los_Angeles	-118.10583	34.09611	building
MM	2017-07-24	Asia/Yangon	98.19151	14.0823	excellent
TH	2017-06-26	Asia/Bangkok	99.96667	8.43333	good
CU	2015/07/01	America/Havana	-82.00919	23.04419	maintenance
ES	2013/07/29	Europe/Madrid	-2.77259	37.49073	excellent
MX	11/01/2012, 00:00:00	America/Mexico_City	-98.1664	19.32932	accep
NL	14 Apr 2016	Europe/Amsterdam	5.58472	52.14	accep
PE	2017/10/08	America/Lima	-73.25383	-3.74912	accep
US	09/04/2020, 00:00:00	America/Chicago	-96.39774	30.16688	good
DE	2021/12/29	Europe/Berlin	9.22796	48.46458	building
TR	10/11/2017, 00:00:00	Europe/Istanbul	28.88222	40.37528	good
IN	2019/11/18	Asia/Kolkata	76.03889	18.18158	good
US	15 Feb 2022	America/Los_Angeles	-121.74052	38.54491	average
CA	2020-09-08	America/Glace_Bay	-60.1831	46.1351	accep
IR	02/02/2013, 00:00:00	Asia/Tehran	47.3799	33.14447	accep
IT	2016-12-07	Europe/Rome	16.50104	41.24264	average
US	09/06/2015, 00:00:00	America/New_York	-83.2321	33.08014	average
BR	12/24/2020, 00:00:00	America/Sao_Paulo	-47.53028	-22.45667	good
IN	20 Aug 2017	Asia/Kolkata	85.94001	25.49043	maintenance
FR	2018/11/04	Europe/Paris	1.33467	43.61058	building
IN	23 Apr 2019	Asia/Kolkata	83.36889	26.76628	accep
AR	2017/07/16	America/Argentina/Buenos_Aires	-59.13316	-37.32167	excellent
DE	2017-03-23	Europe/Berlin	6.74549	49.5099	excellent
GB	03/31/2018, 00:00:00	Europe/London	-2.98333	53.83333	average
US	17 Jun 2017	America/New_York	-77.55777	37.52487	average
MY	09/12/2013, 00:00:00	Asia/Kuala_Lumpur	103.6032	1.6561	maintenance
RU	08/17/2016, 00:00:00	Europe/Moscow	38.2739	46.7055	accep
US	18 Apr 2022	America/Detroit	-84.62081	42.7392	average
ZA	2021-08-26	Africa/Johannesburg	29.00974	-24.19436	building
TH	2018-09-23	Asia/Bangkok	102.05461	6.25947	average
JP	11 Aug 2022	Asia/Tokyo	142.45778	44.35056	building
ZA	2012/09/29	Africa/Johannesburg	29.00974	-24.19436	average
CN	2020/05/19	Asia/Shanghai	117.81667	36.81667	building
BR	2022-05-28	America/Belem	-48.52333	-0.71667	excellent
IT	2017-04-22	Europe/Rome	14.30935	40.92298	average
BR	23 Apr 2018	America/Sao_Paulo	-52.2	-28.44917	average
US	09 Mar 2016	America/New_York	-84.50855	39.08367	accep
US	09 Oct 2020	America/Chicago	-88.3162	42.24113	building
CN	2022/03/04	Asia/Shanghai	114.51667	33.78333	maintenance
IT	2016/12/18	Europe/Rome	12.38878	43.1122	good
JP	2013-06-30	Asia/Tokyo	135.21667	35.06667	excellent
JP	2014/07/18	Asia/Tokyo	136.61667	36.53333	good
US	13 Aug 2014	America/New_York	-84.50855	39.08367	building
CO	07/23/2014, 00:00:00	America/Bogota	-73.9614	10.15031	accep
US	01 Mar 2016	America/New_York	-74.96933	39.71734	accep
DE	03/28/2018, 00:00:00	Europe/Berlin	6.74549	49.5099	accep
IT	13 Oct 2015	Europe/Rome	14.30935	40.92298	excellent
BR	2016/10/26	America/Santarem	-52.20639	-3.20333	maintenance
GM	05/07/2019, 00:00:00	Africa/Banjul	-15.6	13.56667	excellent
CN	13 Mar 2014	Asia/Shanghai	109.22921	34.65918	accep
PL	28 Mar 2015	Europe/Warsaw	18.30056	50.5107	average
RU	2015/03/20	Asia/Barnaul	83.62389	53.30972	excellent
VE	2013/11/26	America/Caracas	-70.20749	8.62261	accep
AR	05 Dec 2014	America/Argentina/Buenos_Aires	-58.38341	-34.64966	building
US	01/22/2017, 00:00:00	America/New_York	-73.89875	40.93121	excellent
KR	2013-03-18	Asia/Seoul	128.63083	36.82167	good
VE	04/13/2015, 00:00:00	America/Caracas	-62.64102	8.35122	maintenance
GB	2020-09-24	Europe/London	-4.0573	55.82737	good
RU	2016-03-22	Europe/Moscow	38.12408	53.77166	accep
DK	03/21/2021, 00:00:00	Europe/Copenhagen	12.53463	55.67938	excellent
DE	2013-07-20	Europe/Berlin	11.34046	50.72043	excellent
IT	24 Jun 2021	Europe/Rome	16.50104	41.24264	excellent
DE	02/16/2018, 00:00:00	Europe/Berlin	12.16179	48.52961	average
SY	03/15/2015, 00:00:00	Asia/Damascus	36.7138	35.95664	average
AU	01/16/2014, 00:00:00	Australia/Melbourne	145.13643	-38.16604	good
CA	07/09/2020, 00:00:00	America/Toronto	-73.86586	45.43341	average
HT	24 Sep 2016	America/Port-au-Prince	-72.22625	18.57677	excellent
UA	04/30/2018, 00:00:00	Europe/Zaporozhye	38.15035	49.41029	average
CN	19 Jul 2017	Asia/Shanghai	122.74754	40.85158	good
RU	2014-06-25	Europe/Moscow	43.83992	55.39485	accep
RU	2019-03-29	Europe/Moscow	37.38115	55.63711	excellent
IR	26 May 2018	Asia/Tehran	48.26258	33.86419	accep
IN	11/12/2014, 00:00:00	Asia/Kolkata	85.83334	20.88197	excellent
US	2016/10/14	America/Chicago	-91.73625	35.25064	excellent
BG	03/07/2015, 00:00:00	Europe/Sofia	23.225	43.4125	accep
CA	08/18/2013, 00:00:00	America/Toronto	-73.75335	45.4473	accep
US	2016-10-27	America/New_York	-81.77285	28.54944	average
US	28 Oct 2020	America/New_York	-84.20299	39.43534	accep
JP	2021-10-13	Asia/Tokyo	142.45778	44.35056	building
IN	11/24/2017, 00:00:00	Asia/Kolkata	78.23456	28.92694	maintenance
RU	05/31/2020, 00:00:00	Europe/Moscow	35.90057	56.85836	maintenance
NG	19 Dec 2019	Africa/Lagos	3.39467	6.45407	accep
RU	2020/11/09	Asia/Krasnoyarsk	92.48278	58.23583	maintenance
US	2014-11-03	America/Chicago	-89.64066	40.56754	maitennce
ES	2021/04/11	Europe/Madrid	-2.77259	37.49073	average
IN	12 Apr 2015	Asia/Kolkata	77.40858	24.05979	average
NE	12 Feb 2018	Africa/Niamey	9.15013	13.70727	building
US	06 Oct 2012	America/New_York	-71.05977	42.35843	accep
US	04/11/2019, 00:00:00	America/Chicago	-87.882	41.85059	excellent
DE	2019-08-28	Europe/Berlin	8.61839	49.68369	good
DE	05/16/2022, 00:00:00	Europe/Berlin	6.9747	50.82709	maintenance
NG	12/02/2016, 00:00:00	Africa/Lagos	4.74161	7.62789	average
TR	2017/10/21	Europe/Istanbul	37.3825	37.05944	average
RU	2019/04/02	Asia/Yekaterinburg	59.4839	58.7002	excellent
US	20 Jun 2020	America/Los_Angeles	-115.98391	36.20829	maintenance
CA	01/14/2016, 00:00:00	America/Toronto	-80.38297	42.8334	good
GH	2013/11/09	Africa/Accra	-2.31938	6.46346	maintenance
US	07/21/2022, 00:00:00	America/Phoenix	-111.78903	33.35283	excellent
IT	05/03/2016, 00:00:00	Europe/Rome	9.40531	45.53069	maintenance
DE	24 Mar 2015	Europe/Berlin	7.2278	50.64336	accep
RU	2015-02-04	Asia/Yekaterinburg	60.8019	56.9083	accep
TR	2017/11/14	Europe/Istanbul	37.3825	37.05944	accep
CN	2014/03/09	Asia/Shanghai	120.74792	41.09822	average
RU	07/24/2016, 00:00:00	Europe/Moscow	37.92792	53.93361	accep
ID	2017-01-04	Asia/Jakarta	114.33333	-8.43333	excellent
PK	29 Jan 2019	Asia/Karachi	74.12286	30.76468	accep
NE	03/27/2013, 00:00:00	Africa/Niamey	9.15013	13.70727	good
PL	08/20/2021, 00:00:00	Europe/Warsaw	18.30056	50.5107	average
CN	05/10/2021, 00:00:00	Asia/Shanghai	120.82747	37.30553	good
IN	03/12/2018, 00:00:00	Asia/Kolkata	88.1453	22.4711	good
CD	12/01/2017, 00:00:00	Africa/Lubumbashi	24.43973	0.76755	accep
ES	2019/03/02	Europe/Madrid	2.18247	41.41204	good
RU	2021/10/06	Europe/Volgograd	43.2379	50.06	good
GB	31 Dec 2014	Europe/London	-0.36053	51.64316	building
US	17 Feb 2019	America/Boise	-116.56346	43.54072	average
SK	09/18/2013, 00:00:00	Europe/Bratislava	17.8031	48.43174	accep
IT	06 Oct 2013	Europe/Rome	13.57661	37.31065	accep
GB	17 Jul 2018	Europe/London	-0.33525	53.7446	average
US	2013/09/29	America/New_York	-74.28459	40.5576	accep
US	02/10/2018, 00:00:00	America/Indiana/Indianapolis	-85.76942	39.78504	average
CN	2017-06-08	Asia/Shanghai	122.22833	40.66482	accep
ES	2015/11/08	Europe/Madrid	0.57856	40.70995	good
ES	03/17/2014, 00:00:00	Europe/Madrid	-5.55835	42.64685	maintenance
UA	05 Feb 2020	Europe/Kiev	26.97253	49.65186	maintenance
FR	10 Feb 2019	Europe/Paris	2.29026	48.77644	excellent
US	2020-09-24	America/New_York	-72.97261	43.61062	maintenance
US	12/08/2020, 00:00:00	America/New_York	-76.51552	39.32011	good
CN	16 Jun 2016	Asia/Shanghai	120.74221	31.64615	accep
RU	2018/04/09	Europe/Moscow	35.96944	56.03361	building
DE	2017/06/14	Europe/Berlin	6.26667	51.21667	good
IN	2018/09/07	Asia/Kolkata	75.11937	20.88098	building
BR	2022/01/06	America/Sao_Paulo	-46.99583	-22.97056	accep
MX	02 Jan 2018	America/Mexico_City	-97.35992	19.8173	accep
JP	04 Sep 2022	Asia/Tokyo	136.84186	34.4833	excellent
BG	08 Feb 2018	Europe/Sofia	23.225	43.4125	building
ES	06/17/2018, 00:00:00	Europe/Madrid	-2.68333	43.31667	average
US	2014-10-19	America/Los_Angeles	-122.86705	45.49428	accep
BR	2020/01/01	America/Manaus	-58.44417	-3.14306	good
CA	2019/07/01	America/Toronto	-79.2663	43.86682	good
IT	31 Aug 2014	Europe/Rome	15.00913	37.51803	good
RU	2014-05-21	Europe/Volgograd	43.2379	50.06	accep
US	2014-09-25	America/Indiana/Indianapolis	-85.76942	39.78504	good
BG	06/13/2017, 00:00:00	Europe/Sofia	24.71204	41.57439	good
IN	01/25/2018, 00:00:00	Asia/Kolkata	73.08333	19.21667	maintenance
MZ	2018/06/23	Africa/Maputo	35.34722	-23.85972	excellent
NG	2021-12-07	Africa/Lagos	4.18333	7.6	accep
ES	08 Apr 2013	Europe/Madrid	-0.18333	38.96667	excellent
IN	2020-01-28	Asia/Kolkata	76.03889	18.18158	excellent
JP	06/27/2016, 00:00:00	Asia/Tokyo	139.07204	36.24624	maintenance
KR	30 Dec 2016	Asia/Seoul	126.835	37.65639	accep
PK	2018-04-22	Asia/Karachi	75.06583	32.17629	excellent
US	08/16/2017, 00:00:00	America/Chicago	-97.03285	47.92526	excellent
EC	07/04/2015, 00:00:00	America/Guayaquil	-79.00453	-2.90055	accep
UA	07/29/2014, 00:00:00	Europe/Kiev	31.33078	47.56494	excellent
US	12 May 2020	America/Chicago	-88.42814	42.16808	excellent
RU	2015-07-10	Asia/Krasnoyarsk	89.20083	55.54028	average
BR	2020-11-26	America/Porto_Velho	-63.90389	-8.76194	good
TN	2019-04-04	Africa/Tunis	10.78222	36.46917	accep
ID	18 Jan 2019	Asia/Jakarta	104.09701	-1.26424	average
DE	2018/04/15	Europe/Berlin	8.70745	49.03685	excellent
CG	02/12/2013, 00:00:00	Africa/Brazzaville	15.28318	-4.26613	excellent
AU	24 Nov 2013	Australia/Sydney	150.99292	-33.75881	building
US	2015-07-18	America/Los_Angeles	-116.21677	33.7207	average
PH	10 May 2015	Asia/Manila	123.62494	12.37169	maintenance
ID	2013/11/16	Asia/Jakarta	103.61667	-1.6	building
CN	06/27/2015, 00:00:00	Asia/Shanghai	111.50861	32.54278	good
MY	2017-09-23	Asia/Kuala_Lumpur	101.96857	4.88441	good
DE	2019/06/14	Europe/Berlin	10.98461	48.35693	accep
CN	31 Mar 2013	Asia/Shanghai	112.19028	30.35028	accep
CU	08/27/2018, 00:00:00	America/Havana	-82.00919	23.04419	accep
MX	09/22/2016, 00:00:00	America/Mexico_City	-97.35992	19.8173	maintenance
KR	2016-02-26	Asia/Seoul	126.665	36.6009	excellent
CA	2013/03/04	America/Toronto	-80.38297	42.8334	average
AU	2015/12/28	Australia/Melbourne	145.18333	-37.9	accep
DE	2022/07/01	Europe/Berlin	9.15214	49.97704	good
ES	2013-08-03	Europe/Madrid	-1.86343	38.10558	building
DO	2014/08/22	America/Santo_Domingo	-71.10077	18.20854	excellent
ID	06/05/2016, 00:00:00	Asia/Jakarta	103.61667	-1.6	good
TH	01/04/2020, 00:00:00	Asia/Bangkok	100.48528	14.37395	building
CD	09/07/2020, 00:00:00	Africa/Kinshasa	15.16554	-4.5833	average
NL	12 Jul 2018	Europe/Amsterdam	6.76111	53.16167	building
DE	2019/03/26	Europe/Berlin	8.70745	49.03685	excellent
CO	09 Mar 2015	America/Bogota	-75.87877	5.6561	average
NG	2018-03-01	Africa/Lagos	6.83042	6.15038	accep
IN	2013/04/14	Asia/Kolkata	77.656	28.71271	maintenance
TZ	06/21/2017, 00:00:00	Africa/Dar_es_Salaam	37.00438	-7.60361	excellent
DE	12/17/2015, 00:00:00	Europe/Berlin	10.98461	48.35693	excellent
AO	2016-11-11	Africa/Luanda	19.91667	-11.78333	excellent
IT	18 Sep 2016	Europe/Rome	7.60872	43.78956	excellent
ID	2019/04/16	Asia/Makassar	118.9707	-3.5403	excellent
CN	06/06/2015, 00:00:00	Asia/Shanghai	125.51176	42.64031	accep
DE	01/18/2018, 00:00:00	Europe/Berlin	12.16179	48.52961	excellent
TH	26 Apr 2014	Asia/Bangkok	101.18445	13.44581	excellent
US	2018/07/27	America/Chicago	-96.39774	30.16688	accep
IN	2016-01-25	Asia/Kolkata	78.40102	27.9247	accep
CN	2021/04/23	Asia/Shanghai	122.22833	40.66482	good
US	08/17/2016, 00:00:00	America/New_York	-74.28459	40.5576	average
GB	2018-08-02	Europe/London	-0.74934	51.62907	good
DE	2020-07-01	Europe/Berlin	13.32127	52.59319	accep
US	2021-11-26	America/New_York	-74.01042	41.50343	average
DE	30 Jul 2021	Europe/Berlin	11.18709	48.73218	building
EG	2021-11-04	Africa/Cairo	31.4976	26.67319	excellent
TN	2016-10-10	Africa/Tunis	9.37082	36.08497	excellent
NG	21 Mar 2021	Africa/Lagos	6.83042	6.15038	building
US	28 Dec 2017	America/Los_Angeles	-122.24064	47.80527	accep
PK	2013/07/28	Asia/Karachi	75.06583	32.17629	good
US	2019-07-09	America/Chicago	-87.71255	41.84364	excellent
AU	2022-06-03	Australia/Brisbane	153.10236	-27.50578	excellent
AF	2018-06-07	Asia/Kabul	65.93249	36.21544	maintenance
FR	27 Nov 2014	Europe/Paris	2.1699	48.98994	accep
US	2020/11/05	America/New_York	-74.07764	40.72816	accep
RU	2013-06-04	Asia/Vladivostok	140.72287	53.14657	building
DE	2016-09-05	Europe/Berlin	13.10984	51.30001	good
CN	09/16/2020, 00:00:00	Asia/Shanghai	111.73861	35.20889	average
US	07/23/2016, 00:00:00	America/Chicago	-89.99038	38.58894	accep
RU	2014-01-12	Asia/Yekaterinburg	59.4839	58.7002	accep
CA	2016-11-30	America/Halifax	-63.13414	46.23899	excellent
AO	09 Mar 2021	Africa/Luanda	19.91667	-11.78333	excellent
UY	04/27/2014, 00:00:00	America/Montevideo	-56.52361	-33.38056	accep
NZ	2017/11/28	Pacific/Auckland	171.25364	-44.39672	maintenance
US	2018-06-15	America/Los_Angeles	-123.02621	44.99012	excellent
ID	2020/09/02	Asia/Makassar	116.82887	-1.26753	excellent
US	05/02/2018, 00:00:00	America/Chicago	-94.74049	32.5007	good
IN	03 Jun 2017	Asia/Kolkata	78.27539	12.95629	accep
ES	2018/08/08	Europe/Madrid	-8.2194	43.48961	accep
IN	2020-12-16	Asia/Kolkata	78.15794	12.1277	accep
BE	2018/03/30	Europe/Brussels	4.69889	50.56149	excellent
MT	2018/02/14	Europe/Malta	14.51472	35.89972	building
US	2018/04/30	America/Chicago	-90.10674	29.84576	average
CU	07 May 2020	America/Havana	-81.24441	23.15678	average
KE	2022-05-05	Africa/Nairobi	34.11169	0.46005	average
CI	2013-05-08	Africa/Abidjan	-5.682	5.84752	excellent
BR	10/23/2015, 00:00:00	America/Sao_Paulo	-46.99583	-22.97056	good
AD	06/16/2018, 00:00:00	Europe/Andorra	1.53414	42.50729	average
EE	25 Oct 2021	Europe/Tallinn	28.19028	59.37722	maintenance
RU	2020/10/07	Europe/Moscow	40.17171	58.1908	average
MY	2014/01/21	Asia/Kuala_Lumpur	100.24529	5.4709	accep
RU	28 Nov 2013	Europe/Moscow	38.94324	44.98901	maintenance
MX	2013/10/12	America/Mexico_City	-96.72365	17.06542	good
IN	2020-11-09	Asia/Kolkata	75.37991	25.75728	good
UA	2015/08/03	Europe/Kiev	30.96755	49.07866	excellent
DE	2013/12/03	Europe/Berlin	9.20427	48.49144	good
IT	2020/11/08	Europe/Rome	11.412	45.50369	average
EG	2022/07/15	Africa/Cairo	29.91582	31.20176	good
CL	19 Nov 2013	America/Santiago	-71.23106	-32.45242	maintenance
RU	2017/11/17	Asia/Yekaterinburg	76.92421	60.97944	excellent
AR	08 Dec 2019	America/Argentina/Cordoba	-61.4867	-31.25033	maintenance
AU	03/09/2016, 00:00:00	Australia/Melbourne	145.13643	-38.16604	accep
GA	29 Jul 2016	Africa/Libreville	13.58357	-1.63333	maintenance
RU	2014-07-17	Asia/Yekaterinburg	56.36091	51.78771	good
PK	2015-04-17	Asia/Karachi	71.67164	30.29184	good
IR	2022/02/27	Asia/Tehran	48.26258	33.86419	maintenance
TZ	10 Oct 2019	Africa/Dar_es_Salaam	37.73333	-4.06667	accep
DE	2014/10/16	Europe/Berlin	8.77155	50.23019	building
RU	2018/10/06	Asia/Barnaul	83.62389	53.30972	accep
US	2016/10/07	America/Los_Angeles	-121.75689	36.91023	building
CN	04/11/2020, 00:00:00	Asia/Shanghai	111.73861	35.20889	building
TR	11/22/2012, 00:00:00	Europe/Istanbul	27.18052	39.12074	building
MY	2015/01/11	Asia/Kuala_Lumpur	100.24529	5.4709	good
HT	01/14/2017, 00:00:00	America/Port-au-Prince	-72.22625	18.57677	good
UA	2017/07/22	Europe/Zaporozhye	36.25361	47.48444	accep
PH	12/14/2017, 00:00:00	Asia/Manila	121.06761	12.35275	average
IL	2018/01/09	Asia/Jerusalem	34.75699	31.39547	average
GB	27 Oct 2021	Europe/London	-3.05814	53.00974	good
IN	17 Oct 2013	Asia/Kolkata	84.63445	24.81757	accep
GB	2013/07/12	Europe/London	-0.29825	51.39148	average
CD	10/04/2014, 00:00:00	Africa/Lubumbashi	24.99798	-8.73508	good
CO	2015/09/26	America/Bogota	-74.95472	10.98778	average
AU	04 Mar 2013	Australia/Melbourne	145.18333	-37.9	average
CI	2022-05-01	Africa/Abidjan	-3.59625	5.27247	average
GB	2016/04/29	Europe/London	-0.29825	51.39148	building
YE	08/25/2018, 00:00:00	Asia/Aden	46.83187	14.53767	good
MQ	04/08/2017, 00:00:00	America/Martinique	-60.94228	14.67751	good
NG	2020-03-08	Africa/Lagos	5.06258	7.50251	excellent
US	07 Mar 2022	America/New_York	-84.20299	39.43534	excellent
DE	05 Jul 2019	Europe/Berlin	7.11393	51.08468	accep
CA	18 Aug 2014	America/Toronto	-73.75335	45.4473	accep
AT	01 Apr 2022	Europe/Vienna	15.46667	47.05	average
KR	2021/06/24	Asia/Seoul	128.63083	36.82167	excellent
FR	2020-06-15	Europe/Paris	1.33467	43.61058	accep
JP	2016/11/13	Asia/Tokyo	136.84186	34.4833	accep
IN	02/14/2016, 00:00:00	Asia/Kolkata	85.94001	25.49043	good
LT	2017-11-11	Europe/Vilnius	24.75	55.25	accep
US	05 Oct 2016	America/New_York	-73.78458	41.0051	maintenance
IT	02/07/2015, 00:00:00	Europe/Rome	11.04979	44.59445	accep
RU	2017/02/22	Europe/Moscow	46.5813	54.8421	acceptable
GB	01/22/2022, 00:00:00	Europe/London	-0.36053	51.64316	average
GB	2016-04-22	Europe/London	-0.33525	53.7446	accep
US	09 Jun 2022	America/New_York	-84.23381	33.54428	excellent
GB	2018-10-12	Europe/London	-4.21376	55.82885	building
DE	2018/04/05	Europe/Berlin	7.02238	52.21099	good
JP	2020/05/21	Asia/Tokyo	136.61667	36.53333	accep
US	30 Aug 2021	America/New_York	-74.01042	41.50343	accep
PE	2020/04/17	America/Lima	-75.11028	-15.21194	average
US	03/22/2022, 00:00:00	America/Denver	-105.11221	39.57582	accep
JP	2018-11-24	Asia/Tokyo	136.13108	34.75856	average
SY	2016-06-28	Asia/Damascus	38.28402	34.5624	maintenance
US	03 Sep 2017	America/Los_Angeles	-120.45794	34.63915	excellent
US	2018/05/15	America/New_York	-82.35176	27.71809	building
BR	01/25/2017, 00:00:00	America/Santarem	-52.20639	-3.20333	average
EE	2013/08/12	Europe/Tallinn	28.19028	59.37722	excellent
CZ	11 Jun 2022	Europe/Prague	13.63617	50.50301	building
PH	29 Sep 2017	Asia/Manila	120.57224	15.72892	building
CN	02/17/2014, 00:00:00	Asia/Shanghai	112.19028	30.35028	excellent
RU	07/17/2013, 00:00:00	Europe/Moscow	37.38115	55.63711	excellent
IL	07/23/2013, 00:00:00	Asia/Jerusalem	34.8732	32.05971	excellent
CN	03/09/2018, 00:00:00	Asia/Shanghai	118.53333	27.92333	maintenance
MX	2022/09/06	America/Mexico_City	-98.11889	19.04222	building
DE	28 May 2013	Europe/Berlin	13.10984	51.30001	good
MX	2015/05/25	America/Mexico_City	-100.44843	20.74122	good
PA	2013/06/04	America/Panama	-79.62603	8.88988	building
AT	09/07/2015, 00:00:00	Europe/Vienna	16.4	48.25	accep
CF	2014/08/29	Africa/Bangui	15.87735	4.94273	accep
IN	09 Jun 2016	Asia/Kolkata	73.08333	19.21667	average
KR	31 Jan 2020	Asia/Seoul	126.665	36.6009	maintenance
CM	2016/11/01	Africa/Douala	11.5	3.51667	excellent
BE	02 Apr 2019	Europe/Brussels	4.07601	50.88506	average
BE	2016-12-04	Europe/Brussels	3.16667	50.8	building
IN	15 Jan 2021	Asia/Kolkata	78.27539	12.95629	average
GB	02 Jun 2020	Europe/London	-1.99421	51.35084	accep
GB	27 Oct 2019	Europe/London	-1.99421	51.35084	accep
ES	2018/06/21	Europe/Madrid	-2.98884	43.32686	building
FR	12/28/2014, 00:00:00	Europe/Paris	4.63031	43.67681	good
US	11/08/2012, 00:00:00	America/Indiana/Indianapolis	-86.11084	41.75338	average
ES	2017-10-10	Europe/Madrid	-1.325	38.47917	average
BR	2017-05-16	America/Bahia	-38.94722	-15.675	good
CO	2013-12-16	America/Bogota	-75.87877	5.6561	average
FI	2020-12-24	Europe/Helsinki	24.14662	65.84811	building
CN	2013-08-22	Asia/Shanghai	115.04814	30.24706	excellent
US	12/17/2021, 00:00:00	America/New_York	-84.50855	39.08367	excellent
RU	01/15/2015, 00:00:00	Europe/Moscow	34.33825	53.59782	good
US	08/26/2015, 00:00:00	America/New_York	-82.07842	26.91756	excellent
GB	08/15/2016, 00:00:00	Europe/London	-0.29825	51.39148	accep
ID	10 Jul 2018	Asia/Jakarta	101.44167	0.51667	excellent
GB	07/04/2021, 00:00:00	Europe/London	-3.52751	50.7236	accep
US	12/28/2019, 00:00:00	America/Chicago	-99.73314	32.44874	accep
RU	2018-09-20	Europe/Moscow	37.99117	44.92934	maintenance
US	05 Nov 2016	America/New_York	-80.31727	25.67927	average
UG	2020/10/14	Africa/Kampala	30.98551	2.41669	good
FR	08/20/2018, 00:00:00	Europe/Paris	-0.45877	46.32313	excellent
US	22 Jan 2015	America/New_York	-71.08977	41.9001	accep
KH	07/17/2019, 00:00:00	Asia/Phnom_Penh	102.56365	13.65805	average
UA	27 Sep 2021	Europe/Kiev	30.96755	49.07866	excellent
CO	28 Mar 2020	America/Bogota	-73.9614	10.15031	average
TR	09 Mar 2020	Europe/Istanbul	34.37389	40.1675	excellent
FR	2013-05-27	Europe/Paris	2.08333	48.86667	accep
IN	2014-03-07	Asia/Kolkata	77.23826	11.50526	building
TH	2021-09-04	Asia/Bangkok	99.89166	15.46063	building
US	03/12/2020, 00:00:00	America/Chicago	-87.66561	41.8542	excellent
ES	05/19/2013, 00:00:00	Atlantic/Canary	-15.58602	27.76056	accep
MX	2015-09-05	America/Mexico_City	-100.88023	20.21322	accep
GE	2015-05-20	Asia/Tbilisi	41.77921	41.82143	accep
KH	2017-01-03	Asia/Phnom_Penh	102.56365	13.65805	maintenance
US	2022/01/24	America/New_York	-75.23266	43.1009	accep
IT	02/20/2018, 00:00:00	Europe/Rome	8.62118	45.44694	accep
US	2019/11/08	America/Los_Angeles	-116.97725	33.92946	maintenance
JM	03 Oct 2017	America/Jamaica	-76.78319	18.00747	good
IE	2015/11/27	Europe/Dublin	-7.95	53.43333	accep
US	08 Sep 2022	America/New_York	-73.95958	40.57788	average
MX	15 Nov 2012	America/Mexico_City	-100.44843	20.74122	average
