O3	NH3	CFCs	Pb	PRES	longitude	C2H3NO5	CH4	NOx	CO	latitude	SO2	PAHs	warning	H2CO	PM2.5	TEMP	PM10
5.83839	5.42926	30.54115	79.84545	1102.24850	-96.72365	0.99518	7.03668	8.94330	8.29281	17.06542	7.78264	5.83871	1.00000	53.06802	6.04387	10.40610	7.80806
10.06149	2.97663	62.27721	33.80212	1115.84056	-88.64235	0.52113	7.48293	5.72558	8.83460	46.09273	6.53992	7.60185	0.00000	37.14872	6.43331	0.08072	6.32736
5.10874	4.94618	46.96683	32.90585	1167.95459	9.72749	3.01589	6.24745	7.08697	9.03304	48.28259	7.40666	8.36431	1.00000	49.27684	6.37152	9.53686	9.34373
4.20871	4.18588	55.88552	88.43117	1122.32648	112.01667	1.35720	7.26744	6.51615	8.43541	-7.81667	8.81236	9.46660	1.00000	45.48334	6.80129	18.07444	8.32002
5.03558	6.87425	55.73854	48.22827	1171.83130	152.70493	2.22741		6.32028	6.43567	-25.54073	8.49688	4.79972	1.00000	53.48204	5.48641	16.78161	8.93515
5.62520	5.60456	67.82938	36.22231	1146.45902	72.85107	0.86832	5.73742	7.96283	7.18370	19.30157	7.82952	9.44353	1.00000	42.47100	4.99173	4.32659	7.29711
6.06631	4.46885	45.76231	33.13877	1116.15351	34.37389	0.39539	7.28911	6.91369	8.24072	40.1675	7.35733	10.00996	1.00000	22.83430	5.85051	19.98346	6.26765
2.74225	3.85926	57.61529	38.75502	1142.58844	9.32241	22.92115	7.14069	7.12095	10.07829	44.31771	9.39994	7.87740	1.00000	30.46642	5.19875	12.18499	11.49705
8.28137	4.77113	68.46394	64.06155	1163.87581	30.96755	0.44017	6.86877	7.14791	7.65259	49.07866	3.60826	9.52990	1.00000	28.19672	6.17311	29.27388	4.79276
4.46578	4.99893	78.03904	36.78681	1171.22761	60.70278	0.38401	8.07163	5.79809	7.36954	55.75556	9.17824	8.16708	1.00000	67.26110	7.30983	10.61578	6.58561
4.44127	8.48492	42.28644	43.78725	1107.44569	8.64409	0.49490	9.25044	7.28135	7.20272	48.07667	8.63956	7.42499	0.00000	63.81708	6.00778	25.67089	5.52963
7.20456	7.30049	56.98725	55.77438	1057.36769	13.32127	0.58394	6.53485	6.36796	9.16012	52.59319	6.53233	9.11963	0.00000	40.71460	7.80636	27.96834	4.26114
5.33553	4.57011	45.78000	74.36428	1146.15004	-0.91979	4.33335	6.85200	5.33292	6.83212	51.42708	10.08812	8.48848	0.00000	54.58035	6.31932	3.91822	9.74522
3.91678	8.57926	47.90196	48.81186	1178.58902	-8.33147	0.73365	6.08398	5.23489	7.37348	41.20485	7.99855	7.38094	0.00000	29.77223	4.71551	23.65054	6.59044
7.02604	4.90174	33.64582	65.83404	1140.87880	119.58627	1.35058	6.38294	6.54870	7.10480	23.5654	9.98536	8.94512	0.00000	36.48437	6.30131	10.93352	8.39530
7.50826	5.13279	57.34960	42.21252	1182.66789	77.54372	0.40243	5.68355	7.12396	7.40789	10.12268	4.60116	8.90158	0.00000	35.26461	5.82038	32.78610	3.63862
5.78115	5.67349	54.80644	54.91963	1144.08052	107.60627	0.83033	8.14620	6.34647	7.72017	51.82721	7.72250	4.36383	1.00000	58.38109	7.87923	12.28209	7.38628
8.91076	5.98773	42.22753	70.02231	1106.36186	-97.50417	0.63215	7.53777	4.99821	9.24672	25.87972	6.62514	6.30857	0.00000	60.52810	7.14252	36.71239	7.36552
5.31066	3.79877	51.36814	70.73210	1196.57705	-122.86705	0.55868	6.20600	6.43417	8.83121	45.49428	8.11146	8.94254	1.00000	39.18291	6.43179	13.88088	6.70991
10.84193	6.80817	40.14346	50.77727	1091.95431	-1.47217	0.44431	6.19923	8.06729	10.54305	53.46506	6.49975	6.59974	1.00000	62.98208	7.06286	16.88607	6.72808
6.35006	8.23162	38.33851	34.05725	1092.71239	8.73812	0.55568	8.76256	6.99827	7.70195	41.91886	8.24341	8.38456	0.00000	50.08964	6.32409	26.40444	5.83370
6.81386	4.81802	50.86161	51.27707	1114.73435	-73.75513	0.52437	5.88601	7.02095	7.41801	40.60538	5.23517	7.79468	1.00000	46.59286	6.46026	-1.55747	4.15478
7.92321	3.85077	59.33465	50.53495	1182.77206	103.6032	1.23615	6.57080	5.61630	7.67201	1.6561	7.69707	9.03107	1.00000	55.25876	5.83638	6.56396	8.33613
8.99142	6.85867	45.83212	53.42825	1194.39179	-77.02303	1.56907	8.36917	6.02666	6.83909	38.70734	9.02298	8.16740	0.00000	43.14391	5.59272	8.78446	8.67871
9.44005	3.47747	41.98819	69.09907	1121.79309	76.92421	0.36119	6.33806	6.11217	5.96175	60.97944	4.55212	8.52271	1.00000	37.18052		28.23231	6.54302
7.58174	5.26317	62.63501	69.15673	1166.86722	-74.26419	0.90592	5.70693	6.55877	6.65725	4.73245	5.99416	7.59925	1.00000	42.35835	7.74829	7.16057	7.88008
9.64845	5.14677	31.85307	50.31250	1172.46104	120.03308	0.88914	6.71171	7.13699	8.35914	28.88162	7.67855	7.87007	0.00000	51.95322	5.86146	8.61960	7.25008
10.03707	5.74037	42.05009	55.91940	1088.71736	-73.47429	0.65120	6.96313	6.55701	7.83605	40.68066	5.38835	5.61167	0.00000	39.25787	6.32910	-0.44759	6.50432
8.00511	5.21668	44.18712	30.42960	1139.96138	151.08057	0.99460	7.69631	5.91053	8.73780	-33.79176	7.80182	7.90730	0.00000	49.37490	8.69545	-2.33671	8.18842
5.93076	5.35274	50.17175	59.81247	1097.73239	16.50104	0.57094	6.62860	5.78796	6.96800	41.24264	7.82877	10.35918	1.00000	62.88284	9.74813	13.72681	6.71160
5.71261	6.52808	81.56950	52.16555	1135.22109	-73.89875	0.94157	6.76887	8.69238	6.51245	40.93121	7.81783	8.55682	1.00000	65.03189	6.17818	12.25110	7.31156
6.31168	7.33161	48.23277	35.18493	1139.23171	34.75699	0.25862	6.23003	6.29120	8.12574	31.39547	7.69910	8.83497	0.00000	40.05809	8.25884	19.61967	4.38011
4.88596	4.06215	49.70570	41.29993	1063.86484	38.15035	0.72619	6.85237	7.19760	8.91917	49.41029	8.92368	7.36760	1.00000	53.51248	7.74557	4.70792	7.42165
6.49914	3.85781	57.83454	50.08122	1090.99582	71.52847	0.35741	4.47652	6.64442	6.63374	32.57756	4.06095	8.73550	1.00000	45.08873	5.48375	10.38913	4.36271
7.50011	4.97862	75.30709	46.69193	1174.42426	69.49015	0.55343	5.65383	7.29402	6.42453	56.11281	7.03668	6.68997	1.00000	45.59272	6.69871	22.07553	7.41990
8.22464	5.41558	36.04600	44.96919	1053.63598	2.61667	1.56084	7.10837	7.22933	8.85846	48.98333	7.30194	7.74577	0.00000	48.64015	6.42449	24.58980	8.42332
7.25291	5.92737	44.44938	54.96230	1087.93598	-1.05366	0.58772	4.90398	6.71033	7.15255	43.71032	6.96592	10.40876	1.00000	41.61616	4.95378	19.61743	6.98165
4.93120	3.41617	48.55882	69.92661	1100.16856	11.18709	4.01453	6.08571	8.50310	10.39547	48.73218	7.78732	9.79477	1.00000	36.55742	5.92044	19.87418	9.65792
3.20811	4.85402	36.68145	50.63590	1070.99544	24.6522	4.26851	5.58588	6.23631	8.40888	60.2052	9.58793	7.98768	1.00000	40.94132	6.85632	6.39789	9.81054
6.58596	5.29078	60.20670	62.88357	1099.42697	1.53414	1.50192	6.36849	6.95970	8.93218	42.50729	6.28814	8.79378	1.00000	51.00457	7.47496	17.76008	8.44141
5.44925	7.43430	46.19543	12.91347	1107.58080	117.7	0.39468	7.30802	7.50127	8.66278	35.85	7.85656	7.24809	0.00000	61.64817	5.15177	13.62032	4.59962
8.86704	4.66822	45.18001	86.11522	1078.20136	-80.38297	0.33490	5.23203	6.01373	7.40157	42.8334	4.01682	9.13393	1.00000	62.63402	7.88644	15.11300	4.70424
5.16846	6.82060	29.68141	43.53645	1053.33103	86.59509	4.50512	7.75124	7.89898	9.16979	26.11527	9.78320	9.83987	0.00000	41.60991	7.30169	4.72424	9.83075
7.26157	4.38227	67.21214	41.79615	1094.08618	4.74161		6.51051	6.55293	6.72881	7.62789	5.91165	7.45767	1.00000	41.75604	5.37192	15.95350	5.32747
9.12442	5.29497	42.94694	41.48376	1178.83444	-65.61427	0.37882	6.17578	5.90627	8.42079	-27.4338	2.66638	10.85656	1.00000	23.11156	6.35621	13.33997	2.88877
10.06225	5.63182	53.90243	33.09586	1174.86409	10.30215	0.55137	6.29726	7.40896	4.72603	53.94313	7.86748	6.67530	0.00000	46.48240	5.13592	24.86645	7.15355
9.29298	5.50124	17.80404	57.51351	1098.84444	5.58472	0.67974	5.43351	9.20699	9.87631	52.14	3.89372	4.73228	0.00000	25.34669	6.61105	21.35275	6.54874
9.53037	5.48076	48.57185	67.57633	1188.25893	112.9	0.59615	7.10990	7.49517	10.86789	27.85	4.79021	6.72095	0.00000	43.50034	6.77422	18.02658	6.98729
3.21169	8.72395	50.88627	85.35378	1101.34649	9.15214	0.59690	5.96257	5.65784	6.52913	49.97704	9.63636	6.41011	0.00000	31.95534	7.39184	35.57756	7.26722
9.54428	6.85447	57.29846	41.75275	1109.83297	-97.90308	0.45309	6.80317	7.60493	10.54646	31.12406	4.60777	8.49888	1.00000	40.10354	7.10256	10.92863	4.72259
8.10690	3.63057	69.93133	60.04789	1152.63367	112.9	0.46845	5.53355	6.29132	5.79561	27.85	4.74809	8.35629	1.00000	47.33969	3.95222	29.03647	5.60159
5.77207	4.87132	48.70010	32.06633	1173.76835	22.53083	2.36636		5.33931	9.15015	44.22639	6.98872	7.41659	1.00000	57.07557	6.65222	12.45784	9.03802
3.84020	4.28079	44.16577	70.15358	1129.31294	100.24529	3.36916	7.70401	5.62722	9.24113	5.4709	8.22847	8.33317	1.00000	38.74486	7.07429	7.22040	9.42805
6.01158	6.43009	39.54455	52.23828	1186.24785	-79.59415	0.84193	7.09039	5.97322	6.41682	-2.13404	7.22730	8.58012	1.00000	38.63836	7.50643	22.04303	7.16244
5.40682	4.53844	28.52658	34.86150	1184.05114	18.28333	5.79965	6.58408	7.55934	10.30093	59.33333	8.21539	10.06500	0.00000	54.15587	8.21403	13.30902	10.09055
5.28014	6.25683	61.87693	81.00904	1170.11844	98.19151	1.99228	6.57182	6.66280	7.38806	14.0823	6.85750	10.67090	1.00000	48.26925	5.09713	7.56919	8.83025
9.74390	6.56664	48.53612	57.34142	1109.04021	112.01667	0.44656	6.06735	5.37404	8.63257	-7.81667	6.30677	6.65514	0.00000	65.36529	6.85654	-0.13595	6.95179
5.71872	4.59663	70.69336	40.01197	1178.02426	121.12251	0.80053	6.65551	6.97201	8.54095	14.62578	7.59134	8.32747	1.00000	32.29966	8.13559	16.15869	7.39132
6.43130	4.48486	38.92524	59.69823	1069.95568	-119.01677	0.44703	7.77888	6.57618	6.16497	36.06523	5.93482	7.70168	1.00000	36.81401	6.13627	1.92853	5.25185
5.57165	9.47143	87.38773	54.31251	1143.15484	-37.07167	1.83903	5.89864	6.80434	10.10565	-10.91111	8.14413	6.35727	0.00000	35.16599	5.70656	10.99365	8.84281
5.42434	5.83918	48.03544	48.30907	1174.98875	13.10984	6.60000	7.45290	6.63351	8.97984	51.30001	7.37255	5.14324	1.00000	73.62013	8.77538	17.42553	10.20370
7.36811	1.68842	54.34768	34.11448	1138.74961	34.37389	0.38443	5.87255	7.07158	3.97261	40.1675	3.36740	8.93286	1.00000	77.45573	7.42553	28.42375	4.76282
2.61827	8.41279	55.40439	63.74589	1191.75787	-97.90308	1.17348	6.92565	7.13750	7.15434	31.12406	7.38211	6.78110	0.00000	40.05099	7.15152	10.29503	8.03597
7.37410	5.62662	55.91070	52.47680	1148.17437	16.91667	0.42517	7.15862	7.68986	8.37532	-21.98333	4.80037	8.44056	1.00000	58.17481	6.64608	5.09453	4.04452
7.38281	3.26942	63.82466	56.51635	1180.98956	-71.8023	1.57787	7.47232	6.42944	8.53648	42.58342	8.85895	9.94028	0.00000	40.01185	5.32502	13.71271	8.47778
5.53281	4.20680	50.45222	43.94508	1118.18308	168.31366	0.72955	7.84396	9.18738	8.57727	-17.73648	8.52692	7.25013	1.00000	45.46054	6.35931	12.40903	6.49456
7.53412	3.34625	41.20080	38.30559	1170.94158	136.13108	0.42280	8.01221	6.76238	5.72112	34.75856	5.38484	7.94306	1.00000	56.50142	6.73889	20.86846	6.28085
1.81926	6.25175	45.21048	33.72614	1120.71553	38.15035	0.42758	5.11542	6.85881	5.61773	49.41029	10.67153	4.15211	1.00000	19.39218	6.19534	16.38411	5.60296
	4.86738	72.38712	65.74531	1109.44912	14.43865	0.72206	7.60009	7.01279	6.93586	40.87329	7.98709	7.40723	0.00000	32.96345	6.41055	21.70265	7.11156
7.97873	6.88694	51.39886	49.92986	1061.79600	72.93924	1.35107	5.58546	5.01701	7.40911	18.87813	7.52990	6.31671	0.00000	29.39430	6.98449	17.66013	8.46284
4.24744	4.72362	68.94935	51.16932	1182.76443	39.8302	0.32012	6.29167	6.68820	6.02355	64.5635	6.23048	7.55960	1.00000	54.17391	4.51539	18.04886	5.17220
5.30959	4.07323	62.74498	48.40579	1170.21207	74.3092	0.56607	7.17873	7.26541	8.66123	33.37526	8.66008	6.63713	1.00000	62.44701	8.86010	7.90902	6.59363
9.50144	5.83820	70.35128	57.71023	1154.77447	-2.98333	0.49215	6.22378	7.65700	8.29315	53.83333	5.87115	6.33307	0.00000	62.26155	7.24339	-19.51881	6.62620
5.31350	8.87098	35.73659	52.81793	1160.38451	47.31667	0.65187	6.97161	7.58044	7.27558	-19.65	6.42743	9.25600	0.00000	45.22151	7.45158	0.80914	6.93915
8.46598	4.77461	57.55109	57.29127	1138.45043	-1.29243	0.46838	7.95290	4.72012	8.47787	53.49389	3.71290	8.89462	1.00000	30.44852	9.23839	-9.78065	4.43968
7.41884	7.87624	76.71943	40.25121	1172.34913	-99.32556	0.35428	7.98340	8.20294	11.36314	19.32889	4.97930	8.00957	1.00000	21.42817	7.97362	14.16311	4.35163
4.68274	8.04797	63.05873	42.96541	1071.23907	105.89333	0.72789	7.67028	8.53528	8.79386	34.56861	6.72100	6.43820	0.00000	28.69047	5.72661	6.89266	6.46553
8.31042	6.58644	58.49398	50.65015	1142.68106	103.81667	1.39157	6.88575	9.16375	7.52313	1.6	9.01840	9.44123	0.00000	54.37419	7.25471	27.33566	8.64664
4.82432	8.83483	60.89921	58.46643	1187.19942	121.3152	0.35997	5.64941	7.96165	8.71423	14.14989	7.65291	6.68505	0.00000	66.73670	7.27086	16.27764	6.02312
9.31568	4.50845	57.40296	56.05242	1137.17697	-3.53261	0.58973	7.00503	4.91350	8.47479	40.42386	7.20908	7.84181	0.00000	70.93852	5.98696	28.06438	6.77957
4.65058	4.47210	66.96117	32.22239	1176.09556	116.11768	13.18859	6.42914	6.57848	7.20993	24.28859	10.12025	11.03125	0.00000	57.81229	6.98401	23.00489	10.92784
7.00305	7.76732	59.93187	45.45192	1070.03801	76.56719	0.41117	6.78907	7.79819	10.15549	24.41288	6.87461	7.00438	1.00000	39.71416	5.97465	16.77131	5.18270
5.33350	7.75253	44.69648	40.00107	1188.78075	122.8637	0.48925	6.52279	7.01921	9.55131	9.3337	7.45018	6.56504	0.00000	47.69352	5.34830	16.05796	4.64116
9.21393	3.66372	65.59676	71.28899	1115.91274	152.70493	0.57934	5.81110	7.92389	7.72881	-25.54073	7.14272	7.57443	0.00000	55.79975	6.63773	8.78267	6.56555
7.44054	6.16386	76.88058	66.77909	1188.36826	6.26667	0.58245	6.41223	6.51844	9.72030	51.21667	3.87067	8.98489	1.00000	48.48745	6.42482	-2.78553	3.34716
3.49327	8.13808	30.94115	62.22225	1070.48158	77.9129	0.32993	5.32339	7.10938	8.28690	25.6439	9.23945	6.04662	0.00000	49.09413	8.17171	5.67591	4.76465
7.83251	7.74837	58.88402	39.89974	1125.14688	1.53414	0.49606	7.59708	7.49148	7.72303	42.50729	7.62573	6.84079	0.00000	69.52370	5.74867	33.50438	7.48122
6.80860	4.37617	62.16112	32.37659	1068.94443	115.04814	0.66953	6.63986	7.42389	8.89296	30.24706	6.87525	8.68897	1.00000	34.38859	5.85680	14.07838	6.32594
7.42079	4.54333	24.89537	63.12070	1074.60296	-117.70755	0.56365	6.22396	6.37125	7.01495	33.52253	6.29502	7.08631	1.00000	58.62447	5.30853	5.55666	6.04515
6.65945	8.37969	76.90752	45.03291	1114.42219	-75.64963	0.48733	7.99059	5.48600	7.18735	40.24537	6.70436	10.25161	0.00000	55.76075	6.26388	10.05764	6.77236
4.83802	3.92269	39.10335	63.14702	1192.96873	-117.29198	0.43965	6.31918	7.13488	8.28195	33.03699	8.86409	8.78451	1.00000	63.42755	7.15871	19.44448	6.46911
4.35374	3.50996	39.97733	67.08027	1195.16890	-87.88754	6.91502	7.31900	8.41548	6.69755	41.15376	11.64130	10.92065	0.00000	46.15917	7.13567	29.13829	10.23784
8.84136	3.88762	40.71944	50.36546	1061.84225	75.92694	0.66558	6.52681	5.85554	9.68975	14.46693	5.09184	7.12975	1.00000	45.01546	5.83353	19.71589	7.27735
5.15000	7.17177	47.92632	56.01552	1102.64224	32.88667	0.44441	6.75421	8.69489	8.42035	3.27833	8.26304	7.45490	0.00000	55.27489	5.86059	12.83491	4.76287
4.87130	5.75797	82.36224	45.72808	1057.28784	37.49338	1.17291	8.00847	6.52305	7.51090	55.62047	8.36830	5.91924	1.00000	58.19800	6.10226	0.26250	8.12244
5.28730	5.03993	51.74834	46.26931	1120.31201	31.4976	1.70852	6.27545	5.12189	8.56588	26.67319	7.69920	6.53169	1.00000	41.08430	7.44574	5.55561	8.72396
6.34311	5.30371	58.69281	27.12815	1131.78602	112.01667	0.66608	7.69755	7.70031	6.22773	-7.81667	7.23975	6.77537	1.00000	34.54774	6.34222	26.63686	6.84915
7.93893	4.03719	46.84391	43.74822	1146.46282	8.52462	0.41883	8.65977	6.57223	6.24454	47.30997	5.34270	8.00145	1.00000	77.20226	8.09103	7.74804	6.47643
9.24763	3.85104	11.55781	40.09986	1127.13162	79.883	1.09757	8.52024	7.65248	7.26861	6.9909	7.04097	8.32678	0.00000	47.57500	6.35113	17.33593	7.83568
5.64030	7.28037	45.68551	54.60149	1164.59771	-1.08593	0.45936	6.19892	5.86735	8.33586	50.79205	8.71141	7.17830	0.00000	22.64511	4.52897		4.63654
11.06836	7.16712	55.34260	81.54676	1197.69602	69.67639	0.47460	5.98844	6.84298	10.68977	41.29444	4.13705	9.92324	1.00000	52.12800	7.45184	2.09515	5.32973
7.70979	8.21884	56.49037	46.16260	1127.67952	2.35739	1.66385	6.03613	5.62678	6.13872	41.63976	5.81647	8.05583	1.00000	53.04256	5.36206	1.74786	8.48399
8.68705	4.16464	73.47367	59.57042	1157.95457	122.8637	0.45547	6.85471	7.34951	7.22438	9.3337	4.98165	7.91984	1.00000	46.40527	6.58319	14.51311	5.97202
8.16458	5.45351	52.62172	41.30974	1058.97388	11.04979	0.40498	6.95210	6.03095	8.24453	44.59445	5.76011	7.64578	1.00000	67.24561	6.22507	6.08816	5.63347
8.99924	7.00502	41.34770	25.04282	1069.68305	74.85849	0.59962	6.42755	5.61048	9.12578	31.28092	3.37225	12.94073	0.00000	56.93555	6.56689	-0.04755	4.79098
5.21690	7.59352	45.65766	48.52215	1181.75624	76.56719	0.30876	5.81993	5.80337	9.39521	24.41288	7.29956	6.85752	0.00000	55.66728	7.70775	-5.83693	4.44213
8.87054	4.75915	36.45495	53.94112	1077.88963	73.66633	0.90637	6.91878	6.25228	7.48754	25.92493	7.39771	7.77762	0.00000	26.03101	6.59928	19.81341	7.67136
3.87497	5.97975	40.31168	40.29186	1116.62891	8.61839	0.43723	4.80285	7.45014	6.93612	49.68369	8.54862	5.18059	1.00000	41.79869	6.25876	19.76405	5.81411
6.51836	6.10999	60.29381	65.79122	1058.87157	-1.06667	0.55446	6.79548	7.63720	6.99184	53.78333	7.23710	8.56339	1.00000	51.51359	6.32288	26.56813	6.49002
4.40741	5.56386	41.56184	44.66352	1161.38345	77.9129	2.39852	7.45930	6.69278	7.81081	25.6439	8.46809	6.73884	1.00000	65.44300	6.58048	4.70699	9.01437
5.26246	7.86704	47.82827	29.62368	1126.95139	11.34046	0.25180	5.98268	5.73533	7.79619	50.72043	8.59215	7.93245	0.00000	41.84046	7.41722	24.15072	4.63922
3.86379	2.91573	49.66240	52.03209	1136.63998	145.18333	1.67048	6.45017	6.64003	9.73425	-37.9	9.08221	9.64294	1.00000	49.93862	7.48438	25.17823	8.59402
6.89905	5.37156	67.30953	53.04587	1113.51776	-111.99633	0.29068	7.45979	7.74209	6.17544	40.65995	5.32916	8.31717	1.00000	30.43806	7.92171	2.59593	5.51167
7.25120	6.12574	50.92578	56.39968	1105.28455	76.56719	0.38711	6.81328	7.26841	8.34787	24.41288	6.31793	7.25387	1.00000	57.92050	7.38259	22.40668	6.25122
7.56500	4.86393	39.07490	80.79893	1187.12698	-82.90375	0.31430	5.22773	7.89493	7.11895	32.54044	4.83574	7.91614	1.00000	53.44264	6.32976	-3.44023	4.96415
9.01436	4.60317	36.77804	46.93173	1195.63869	39.8302	0.75459	5.84610	6.97974	7.14698	64.5635	7.45618	8.51051	0.00000	42.54903	4.94910	13.27590	7.22983
1.05697	3.17347	82.01395	43.93554	1125.53943	4.47124	8.08292	5.58764	6.11554	9.70201	51.95838	10.86527	9.16177	1.00000	52.95549	7.55982	16.05986	10.41256
5.24047	8.90433	35.95546	47.38229	1071.51773	129.96972	0.71469	8.22143	6.89561	6.98461	33.4425	8.55153	7.74879	0.00000	50.23404	5.48309	-2.03228	6.60928
5.19405	3.96851	44.17328	30.92502	1074.99171	-7.95	0.67337	6.56937	6.21382	9.45506	53.43333	8.43720	4.49618	1.00000	55.59067	7.39170	27.72948	7.49164
6.39424	8.01675	40.53305	44.92583	1075.26968	144.23058	0.44602	5.64768	5.86026	10.05341	-5.85746	6.05063	7.67898	0.00000	74.53968	6.56887	15.05168	4.82505
6.53064	6.06208	80.63952	56.43652	1085.07535	-1.98956	0.33845	8.08503	5.83729	12.04472	5.30383	5.40626	7.96064	0.00000	45.91225	5.96715	23.18531	1.04953
6.73068	7.25893	44.28525	63.50760	1124.76199	48.87498	0.94511	7.18843	5.98165	6.48882	38.45598	6.89967	8.11871	1.00000	57.98176	6.23946	29.63352	7.84176
6.55692	7.03092	54.83682	29.24675	1185.65064	6.74549	0.73495	6.16257	6.91350	5.76312	49.5099	6.86826	10.01708	1.00000	57.61512	6.94659	21.61530	7.12464
5.32004	7.80208		45.76016	1076.05233	11.04979	0.44514	8.40026	6.40375	7.93729	44.59445	8.61809	8.31814	0.00000	28.04627	5.02973	14.33037	4.33831
10.25398	4.74901	76.18495	66.77319	1173.63069	-72.09391	0.31700	7.15644	7.02975	8.23036	18.65297	2.45491	10.97112	1.00000	54.11598	7.87955	12.53230	2.98246
6.10146	6.19521	65.05618	65.17109	1150.18457	-2.68333	0.51483	5.10008	6.33879	6.55535	43.31667	8.26775	7.18306	1.00000	30.78327	7.01849	5.84487	6.37543
6.59360	5.52617	31.01241	54.20601	1136.19225	112.01667	0.41057	6.72267	5.80337	7.86336	-7.81667	5.86143	6.91752	0.00000	43.49998	6.18891	33.01924	5.44716
7.67980	7.87094	47.05696	54.08705	1170.55194	-74.15987	0.34919	7.37027	6.35082	8.07218	40.82232	6.96489	9.17700	0.00000	34.04235	7.94200	7.95380	5.45963
6.96074	5.95997	47.56460	42.45563	1149.21278	-88.64235	0.34547	5.22194	6.15182	8.19647	46.09273	4.91398	8.40857	1.00000	26.61559	6.62343	31.14410	5.53982
10.35617	2.96804	37.66676	51.45780	1101.25075	98.50893	0.19077	6.04740	6.96215	5.84756	16.68911	3.56273	9.86775	1.00000	56.74190	6.92706	3.70507	3.73527
6.63349	6.13357	54.43112	62.01778	1165.32088	12.87117	0.84311	6.42389	7.89002	7.09902	50.23271	6.98505	9.69070	1.00000	46.75841	3.40172	5.89835	7.42756
	6.47769	31.73560	44.52905	1172.57908	145.18333	2.08175	6.49726	6.70113	7.92379	-37.9	6.68431	7.78871	1.00000	57.57825	6.39904	10.05664	8.83194
3.31961	5.68609	70.24466	53.82252	1190.91764	-41.45861	12.30781	6.54062	5.59568	5.25561	-4.42472	12.30745	9.82941	0.00000	78.54301	6.83563	24.40890	10.85281
4.47479	4.35835	36.51920	47.93888	1151.08256	125.21972	0.96782	6.77601	4.15994	8.77596	-8.99167	8.25461	9.11892	1.00000	55.73568	8.40548	39.79931	8.00244
4.09674	3.99848	53.53584	32.34368	1166.19596	0.30367	2.35507	6.47235	5.17594	9.11986	51.38673	8.73980	10.64138	1.00000	41.93586	7.14514	20.22602	9.10059
4.04379	4.21082	46.99662	47.39813	1098.11744	12.70038	4.62880	5.48899	6.64061	9.23913	45.9836	8.09683	9.19419	1.00000	33.83497	5.80897	5.28676	9.78200
2.08057	9.34776	56.84815	54.76977	1135.83611	98.19151	0.88677	7.52803	7.31956	5.76653	14.0823	10.81430	5.67664	0.00000	52.10608	7.59128	30.37373	7.58100
6.74160	6.24394	41.52671	50.67305	1054.38999	-80.66756	0.35252	6.00423	7.54140	8.28087	26.68451	6.36970	7.39612	1.00000	51.13186	5.38488	25.91307	4.85982
5.04597	7.47797	71.18368	74.24443	1104.59222	-96.72365	0.32039	5.82751	8.11106	8.84449	17.06542	7.49773	7.23211	1.00000	61.02792	6.31923	23.76649	3.68247
4.96303	6.06020	34.29158	52.59811	1056.76198	19.27498	0.92152	8.07419	6.97874	7.27643	50.20528	8.06383	6.71172	1.00000	30.41475	4.95388	13.42236	7.91978
5.72298	5.98863	64.02908	71.23927	1190.70001	-4.21376	0.58965		6.90798	8.41879	55.82885	6.05688	6.79801	1.00000	48.20196	7.97428	34.91748	5.03885
4.43859	4.61309	70.21181	52.17996	1188.84009	-88.42814	0.92482		8.00270	8.32117	42.16808	8.87060	7.84166	1.00000	64.12133	5.41844	20.06169	7.76785
6.34029	2.71518	63.73136	38.76989	1142.45656	79.87116	0.33137	6.19891	5.98577	4.89560	6.84019	3.90589	8.92460	1.00000	31.77088	6.21355	23.46712	3.46159
5.14289	5.86717	54.05402	29.85985	1105.75819	-75.23266	0.59868	6.78477	5.91346	7.13347	43.1009	7.93399	6.66402	1.00000	50.86434	5.87478	27.91091	7.30448
3.22196	2.89229	55.04724	60.57505	1122.79330	-91.06177	1.44296	6.35605	6.80794	10.12338	33.41012	9.68661	5.05669	1.00000	63.80014	6.96780	-4.11229	8.33750
8.35456	4.38828	69.39165	60.20652	1053.45799	120.82747	1.03401	5.81396	5.93620	6.98657	37.30553	8.17753	8.17841	0.00000	48.56418	4.47549	16.26211	8.10630
6.45294	5.84410	43.90474	51.16767	1111.19605	28.28489	0.89916	5.68325	7.19288	7.48868	48.15659	6.61850	9.95677	1.00000	40.28020	7.45127	6.18636	7.59082
5.90054	6.81291	68.43350	44.45455	1193.36844	6.8625	0.63886	6.67951	7.17734	6.12147	51.47805	8.36407	6.48841	1.00000	81.88291	7.09561	9.54971	6.46951
9.42217	5.30728	36.04940	36.34255	1127.17797	-71.29144	0.83514	7.36051	5.90837	11.87538	41.54566	5.14347	6.66104	0.00000	44.41345	5.87578	27.82198	7.80996
9.41127	4.65093	43.84935	36.17855	1186.87944	2.95924	0.43054	5.16243	6.54302	8.11776	36.76775	4.19076	9.13351	1.00000	37.86799	10.16427	17.48281	5.48102
6.42206	4.31001	52.27985	51.42226	1077.38478	5.2875	0.94993	5.79332	7.15940	5.51201	51.65333	7.57517	6.27167	1.00000	48.57114	6.07855	18.18554	7.79513
9.42279	6.24170	49.60186	54.84853	1192.04934	101.02083	0.57761	7.14169	7.00172	10.56204	4.02219	4.21348	8.58952	1.00000	63.95358	8.04721	21.07591	4.03425
