NOx	warning	H2CO	NH3	O3	PM2.5	longitude	CH4	SO2	PRES	CFCs	PM10	C2H3NO5	Pb	latitude	TEMP	CO	PAHs
6.29625	1.00000	53.98554	6.15769	8.06457	7.89683	15.87735	7.06468	9.64158	1198.51268	69.34947	6.28368	1.48359	58.25974	4.94273	17.65756	9.77644	8.91281
6.25103	1.00000	50.11175	9.05321	7.33052	4.06818	46.10925	7.05087	7.14394	1097.41847	52.06799	8.10840		66.56338	43.35071	10.84099		4.73475
7.11272	1.00000	49.10338	7.74798	7.09539	3.97359	69.01354	8.54658	9.22009	1149.87402	59.81674	6.98919	1.73692	32.42236	38.55632	17.76807	8.05839	9.72142
5.87433	0.00000	54.91368	10.70481	7.48443	9.15571	35.7	6.51797	8.84560	1165.98137	57.35971	6.45534	2.04062	47.57412	-7.76667	14.67965	10.10469	9.27932
5.79303	1.00000	20.41260	8.23940	6.71594	4.56033	74.85849	8.80800	9.24055	1165.37683	61.75264	6.89667	2.39500	38.70884	31.28092	15.35674	9.15747	7.23976
7.52226	1.00000	64.48523	8.25458	7.31491	5.43943	-74.38987	7.78707	7.70282	1183.30744	60.99772	7.15271	1.83531	55.86379	40.65538	22.18989	9.05072	11.49222
8.58909	0.00000	45.16361	7.51140	6.71215	8.77285	-82.4017	9.28282	7.59960	1053.77808	78.21446	6.37414	1.48847	69.98846	23.0072	19.89049	5.77623	7.52685
6.56125	1.00000	44.54273	7.04762	7.63896	5.34363	-77.96389	7.03168	6.14277	1158.20435	65.67677	6.36564	1.71976	55.30447	39.45621	9.84173	9.02163	9.94489
7.63472	1.00000	40.22076	6.79910	8.58352	7.17061	51.3452	6.15999	8.80620	1119.19602	48.24367	5.37308	1.59096	29.49786	53.37596	17.24724	9.67900	5.62533
5.23444	0.00000	64.73258	5.80670	8.60559	7.86522	16.91667	8.18038	7.36329	1161.06355	67.96207	5.60765	1.27097	54.92571	-21.98333	18.92663	8.73334	7.83114
6.14206	1.00000	52.98394	8.49480	8.78325	5.68576	17.58522	6.60783	6.09835	1167.54393	65.94808	6.54042	2.09796	67.36976	40.53123	1.67163	10.48890	4.67662
4.13154	0.00000	53.20691	5.82932	9.39962	8.94280	10.03478	8.53967		1084.40629	74.54436	7.89946	3.52312	53.05060	37.16911	26.13250	9.98623	6.47458
5.88580	1.00000	58.61861	4.70871	7.78461	6.64749	-60.93173	7.93201	8.34122	1153.57217	65.97295	4.46202	1.63728	39.06090	-31.4488	15.83004	6.95765	5.79226
5.26413	1.00000	45.82060	5.34581	6.58558	6.83343	-116.21677	5.44399	7.41903	1101.58736	63.60122	7.27364	2.51904	38.67768	33.7207	17.90133	8.20740	7.05131
4.18415	1.00000	74.83491	5.99640	8.69965	9.06491	85.4265	7.56398	7.90840	1075.15439	65.88659	8.65963	5.54660	32.80521	55.8736	4.29619	11.50723	9.32918
5.14762	1.00000	48.60030	8.33158	7.66158	6.47642	-102.04897	7.80450	8.33482	1061.90752	61.30404	8.32916	5.11824	58.79733	19.64745	-5.32101	9.73072	10.59878
7.96833	0.00000	57.44523	5.70296	7.10605	7.45475	-39.25	8.77419	8.02742	1152.39771	59.66266	4.72881	1.18952	42.83608	-12.91667	9.98711	6.98460	7.07822
6.89425	1.00000	39.75956	8.31124	7.37995	4.65306	36.36339	5.78650	7.15715	1154.14860	72.93793	7.72703	3.05123	45.25495	0.03813	10.17278	7.94344	7.34489
5.73645	1.00000	59.93879	6.08402	6.70553	7.47567	126.835	7.66771	8.51425	1128.41457	52.65352	7.08127	2.06931	55.34349	37.65639	-0.29655	10.95651	9.76992
8.59465	1.00000	30.83220	8.80230	8.54300	2.58019	27.25	7.96220	7.47534	1079.35597	46.60196	7.82836	2.96976	62.40775	42.7	10.81090	8.68943	11.76397
5.95515	0.00000	45.54911	10.85143	5.09071	9.03587	-78.04471	8.14788	6.55553	1153.00177	56.74196	4.69646	1.21955	60.20723	34.25628	12.79535	8.53558	10.98322
5.03039	1.00000	69.56080	5.39539	8.85889	7.06633	3.20639	6.77998	7.74120	1148.30082	70.77217	5.48738	1.41892	48.36175	50.74497	20.33763	8.37304	7.37879
7.52658	0.00000	56.79284	9.26448	7.17474	8.69971	122.05228	7.80658	7.53898	1151.66047	70.67399	6.66956	1.67120	81.04178	37.19723	18.60287	9.23197	8.48920
6.81755	1.00000	39.36854	4.57446	7.84480	6.95335	97.01124	6.91697	7.51812	1179.54132	77.19587	5.64711	1.56735	71.23427	17.30858	10.06740	9.61400	8.41495
7.76675	1.00000	42.21550	7.96524	8.23423	4.36958	10.18003	7.86823	8.10293	1154.47489	68.44554	10.30062	23.60604	80.30911	24.96334	16.01387	9.89864	11.17562
5.03376	1.00000	63.69399	7.10710	6.76358	7.79563	139.55028	8.52748	7.09245	1177.96339	71.77821	4.71473	1.99070	0.00000	35.30889	23.75363	8.87390	8.73803
6.21640	1.00000	64.28750	9.25615	8.54782	4.81975	35.7	8.31360	9.47764	1080.11851	67.76076	9.35866	9.40278	64.31807	-7.76667	34.03034	9.70323	11.19060
7.56684	1.00000	46.76888	4.00896	8.39338	6.37635	115.8614	6.53998	6.80177	1171.41748	58.54610	7.01068	2.70970	42.18193	-31.95224	4.73634	9.93137	8.13902
6.78136	0.00000	55.80265	7.40739	6.91198	6.12607	120.14278	8.59451	8.06161	1056.03522	48.10135	6.03414	1.31963	58.30501	32.50611	14.12508	8.36186	5.09782
8.08416	1.00000	33.41859	6.19222	9.48214	4.57001	-100.44843	7.20630	7.72273	1183.25909	53.26228	7.68099	3.39774	37.84414	20.74122	10.98559	10.17979	10.38765
7.29385	1.00000	50.41144	8.52687	7.44207	6.55105	178.00417	7.92831	7.40879	1060.40088	65.51386	6.50423	2.06566	64.26822	-38.65333	0.31045	7.52575	7.91258
6.03153	1.00000	28.04778	8.14528	8.14017	7.47473	13.57661	7.40731	7.29065	1138.09328	57.76325	5.02781	1.69196	32.33167	37.31065	11.03912	9.82560	4.22714
5.62310	0.00000	69.72508	9.07627	7.77000	4.90239	71.52847	6.67050	8.12194	1162.20836	57.18850	6.94701	1.44583	46.95581	32.57756	-0.38378	8.27267	8.71529
7.46157	1.00000	55.23623	8.30703	8.00786	5.12908	116.82887	7.09636	8.64820	1052.93638	63.97927	7.59825	3.28790	59.20993	-1.26753	11.97542	7.07668	6.82517
6.27755	1.00000	48.27744	4.69006	7.85338	6.37057	37.73333	8.67251	8.77241	1136.75916	49.99674	4.26131	1.71255	47.28190	-4.06667	20.83326	6.54636	6.10980
7.91116	0.00000	37.58627	7.27866	6.35049	5.71302	-82.42491	7.09760	7.69527	1185.10229	75.40109	5.22660	1.45512	64.39796	42.97086	-3.38747	5.41337	9.82899
6.38578	1.00000	56.98580	4.59721	8.20146	6.29620	122.8637	9.20266	7.93753	1186.31428	63.05933	4.53970	0.86061	45.85691	9.3337	3.35381	6.87909	6.28274
6.62249	1.00000	62.26158	7.80092	7.77722	5.58969	-104.83192	6.26435	6.30771	1077.04627	56.95423	6.60260	2.14399	56.05727	39.72943	10.92560	6.72101	4.59578
8.03315	1.00000	58.81485	6.67993	5.94124	4.98146	86.59509	8.46994	7.55456	1116.66017	52.59501	5.50188	1.50971	52.27763	26.11527	18.50193	7.21547	8.74537
7.99233	1.00000	38.70350	6.86830	8.43235	4.23691	122.9666	6.68321	7.00775	1192.86570	51.82325	7.08919	2.20765	41.84668	10.7375	-14.23005	7.18195	8.43082
5.96788	1.00000	59.29513	4.83796		6.83071	-76.88442	4.96137	7.71836	1163.19089	79.14617	5.64327	1.68863	59.74813	40.2737	4.89434	9.33542	8.46814
7.04158	1.00000	37.51368	10.65812	8.17454	3.60182	-4.83076	5.49036	6.73322	1165.92332	62.60332	10.59612	31.44209	47.63139	39.96348	-1.08872	9.18933	12.14311
6.03055	1.00000	43.61860	3.95720	6.61627	6.84647	-88.81395	9.51067	7.09069	1055.90216	63.95304	2.36641	1.29457	63.70480	35.61452	8.31802	7.18799	6.05223
5.98621	1.00000	46.14911	10.07296	7.38707	6.05343	116.10146	8.94762	6.16280	1193.59707	70.89418	6.85263	1.90969	46.57526	5.90702	18.80057	11.15090	4.23387
8.50343	0.00000	70.29531	8.69124	7.67841	7.84863	-88.42814	6.55719	7.80475	1081.43915	71.07125	6.28938	1.91326	25.11067	42.16808	24.54549	4.70284	6.64853
3.84671	0.00000	62.64185	10.54363	7.46473	9.32514	85.37752	7.09375	8.06884	1189.58131	71.23989	3.95493	1.21754	53.55635	22.10194	26.05717	8.12330	11.14594
8.04395	1.00000	42.47185	8.19919	7.27252	2.91327	-94.91386	7.80224	6.20440	1150.22335	61.94311	7.16516	2.77783	40.15030	17.94979	-2.61782	6.36325	9.28981
5.18297	1.00000	61.22383	7.45197	7.58392	7.15834	-77.02303	8.42910	8.11277	1171.64569	74.46407	6.40777	1.67801	42.74180	38.70734	-2.69778	7.94445	8.18059
8.25296	0.00000	45.94078	6.03418	6.35663	4.10816	16.86194	6.60352	7.43722	1086.29803	62.08685	7.97293	3.54797	54.16979	54.58048	20.52470	9.34665	9.90356
5.45726	1.00000	53.79932	8.80435	7.68257	4.37193	-100.44843	7.56992	7.26797	1069.14068	71.56618	7.03452	2.66973	41.83857	20.74122	21.30664	6.80360	
5.35618	1.00000	54.72053	5.27317	8.27780	7.23423	33.9162	7.86301	8.60145	1066.40967	63.64344	5.87322	2.06270	78.48396	51.67822	16.06338	8.43845	7.29138
9.55338	1.00000	28.94078	10.21231	7.78912	2.22376	-62.64102	10.08825	7.48495	1140.91149	60.44890	8.79417	6.39556	20.76354	8.35122	6.14149	9.02273	12.81336
5.78739	1.00000	57.89820	6.77903	6.63065	6.81656	171.25364	8.12511	7.13816	1118.95577	73.33299	5.63991	1.24113	49.06456	-44.39672	15.09668	9.02903	9.60456
5.51733	1.00000	78.31932	8.18657	7.23718	3.71124	78.14797	8.68771	6.89937	1108.15335	64.07398	7.41480	2.07899	61.81709	15.45144	19.23679	12.00857	7.68290
6.67219	1.00000	49.60166	4.75514	7.11782	5.39942	-75.87877	6.84023	6.43713	1071.23803	65.63370	4.81774	1.41371	78.12408	5.6561	23.72689	5.75225	6.22510
6.82017	1.00000	33.62089	7.13473	8.20647	7.19625	103.65309	8.48993	8.41006	1058.02810	61.20160	5.37321	0.91831	46.50821	16.0567	7.43690	8.86396	8.64622
10.53311	0.00000	33.46593	6.01294	6.53030	7.26868	79.87116	7.33002	8.34652	1194.14296	54.32468	7.56123	3.32452	47.26988	6.84019	8.67742	7.29008	7.77210
6.72808	1.00000	71.93304	7.52021	9.27439	5.92366	7.973	6.37314	6.24438	1194.40729	72.96142	6.42586	1.34405	64.33967	51.168	3.37530	8.38814	10.13281
5.03022	1.00000	55.02497	7.86250	8.07085	7.07711	12.38878	6.36314	7.10664	1145.62051	56.07040	5.81479	1.95782	56.28743	43.1122	13.96665	7.50890	8.24848
5.05559	1.00000	58.98110	10.17525	8.01191	7.79090	122.8637	7.98034	5.30143	1195.26980	71.22954	4.87647	1.07255	57.76804	9.3337	15.00326	5.36314	4.67771
6.86898	0.00000	51.60116	6.59072	7.63466	9.09615	3.39467	7.47380	8.65023	1118.66761	61.79632	4.76528	1.03019	64.15138	6.45407	-4.34472	6.04182	6.59824
6.82364	1.00000	62.10494	5.46495	7.99911	6.70876	74.12286	6.88019	8.67023	1115.80474	72.96485	5.15412	1.65377	57.36052	30.76468	6.19134		9.20564
3.92768	1.00000	24.59896	8.94342	8.34178	5.49041	-91.58045	7.77810	6.58362	1095.82095	76.58140	5.41953	1.13267	16.86963	41.6764	4.27327	8.75290	7.42004
6.24470	1.00000	41.84507	7.68430	7.60767	3.58031	-77.02303	7.18217	8.19244	1175.80444	74.40438	7.64643	3.64722	50.00469	38.70734	14.64907	10.91968	7.42586
4.86133	0.00000	67.97807	8.20579	8.11367	10.07448	77.24779	6.74580	8.91505	1056.96762	69.35503	6.93443	2.10980	53.30231	10.58806	10.89487	9.38436	8.21223
5.60423	0.00000	53.43378	9.40606	7.56573	9.87931	-69.08333	8.84339	9.37829	1059.71309	72.34697	7.26217	2.63592	67.09968	-16.25	11.35261	9.79879	7.97991
6.65421	0.00000	56.69920	10.38619	5.88735	8.08797	97.01124	6.55307	8.70339	1077.48675	66.86980	4.50728	2.18803	61.92981	17.30858	15.78228	7.47629	11.79984
5.93698	0.00000	35.45072	8.03753	6.79954	9.10720	-93.12577	6.76955	7.48723	1136.12468	74.40859	6.92537	2.22407	35.81227	44.73941	4.79043	9.71514	7.22067
6.52373	1.00000	48.29702	9.32281	7.69681	4.43520	33.9162	7.66875	7.05290	1073.77387	70.35857	7.88751	3.53288	35.99346	51.67822	41.07281	6.70232	9.27277
7.19288	1.00000	34.74447	7.13867	7.09208	5.77111	-120.45794	6.46494	9.59381	1050.60063	87.85522	7.45344	2.62863	43.81991	34.63915	11.90142	8.84280	9.47801
5.20083	1.00000	40.14924	7.95713	9.58881	7.79535	-116.56346	6.79029	7.65212	1059.10455	70.96887	5.92385	1.43677	67.41898	43.54072	17.85546	10.12662	10.43462
7.90778	1.00000	41.33193	6.75767	7.57366	5.22386	-73.47429	8.44202	8.26239	1151.04676	63.09736	7.58258	2.66491	39.01057	40.68066	23.67015	9.52944	5.08685
6.63899	1.00000	20.15230	4.83362	6.74638	7.16873	135.6	7.08285	9.09672	1148.09968	69.76384	4.93547	1.70260	64.61404	34.61667	9.51309	9.43185	8.43796
5.93419	1.00000	64.69791	2.14409	6.92452	7.27742	-84.23381	6.95444	6.95551	1147.12958	68.01501	3.28810	1.59896	52.48564	33.54428	3.51282	7.29167	4.69515
8.14945	1.00000	72.41742	7.05668	8.96140	5.33502	-78.87836	6.93123	9.24457	1069.48876	63.51610	7.58167	3.15849	37.23664	35.05266	23.34333	10.26606	4.44260
7.29400	1.00000	48.53218	9.69329	6.93613	6.88264	27.46153	7.11799	8.27317	1153.13932	75.86732	7.05293	2.55518	53.57644	-21.44236	5.42330	7.69749	7.90727
3.87404	1.00000	69.87426	3.82408	7.18135	9.29404	3.20639	8.12775	8.38242	1130.99895	73.92174	4.81931	1.73229	78.05376	50.74497	26.49777	8.70152	5.80497
9.07702	0.00000	24.84116	7.39037	7.23257	7.19837	38.12408	7.86459	7.06804	1139.53073	72.79309	4.09705	1.79464	32.32707	53.77166	19.95783	6.23515	7.49147
5.41107	1.00000	52.63692	3.94976	7.14182	8.32962	33.34864	7.37705	7.66627	1113.69283	68.74696	6.46888	1.40696	36.23026	46.75451	33.79183	9.65475	7.08787
5.35673	1.00000	43.65505	8.08522	7.01734	7.42392	78.23456	8.60216	7.65596	1105.97300	67.27070	6.77872	2.83693	52.07578	28.92694	30.00895	9.26070	9.57618
4.90580	1.00000	56.09721	11.02015	7.34078	7.52360	-63.13414	7.29870	8.60583	1055.93634	74.60859	5.36598	1.65129	60.13112	46.23899	24.56207	7.45601	8.31206
	1.00000	83.05642	9.88826	8.94301	5.20233	83.36889	7.41595	6.89831	1153.71551	66.95298	7.70222	2.59269	38.41834	26.76628	13.14670	11.86139	6.48488
7.55337	0.00000	49.94152	8.07848	6.20590	5.31167	-79.62098	7.22724	8.13952	1070.49092	63.55978	2.15487	0.84423	12.73695	9.15093	28.98434	4.28090	9.51247
7.30135	0.00000	62.95323	8.04954	6.73636	9.48714	5.37429	8.96573	6.38455	1143.39916	58.89008	5.85703	1.58382	58.17369	51.03427	6.02210	9.20423	8.16257
9.25085	0.00000	55.84372	8.27717	8.78444	9.18930	9.40531	7.67242	6.70627	1099.36591	62.78357	5.59344	0.85158	59.52760	45.53069	-1.38230	5.29967	5.63653
5.23857	1.00000	57.09832	6.34013	7.79768	8.49175	120.14278	6.53775	8.12204	1182.92343	72.21316	4.31667	1.74929	66.64830	32.50611	5.36922	9.69533	8.82560
5.51309	1.00000	53.65609	4.99579	6.50066	6.98839	11.34046	8.39149	8.73677	1107.89905	67.55749	4.07014	1.09681	51.27124	50.72043	12.72208	7.81259	6.69283
7.45600	1.00000	58.59662	6.93600	6.50891	8.26825	137.23333	6.30442	6.10964	1124.29074	66.34873	5.00290	2.01963	38.69373	35.8	28.84572	7.78744	3.85184
6.52661	0.00000	47.57076	5.57712	8.02619	8.86889	12.1369	6.19381	7.57592	1071.66422	64.39945	7.29041	2.27158	58.03157	51.04962	7.17662	10.21634	6.82897
5.60250	1.00000	49.82418	4.83570	8.93703	7.40769	-53.13722	7.83929	5.82215	1094.17692	66.52466	4.12966	1.57013	58.74550	-22.92306	34.71117	9.13217	7.73588
6.90909	1.00000	53.58816	7.09961	9.10334	6.03537	110.8405	5.40456	9.02994	1095.81622	69.93386	7.51085	2.20476	50.32942	-6.8048	1.31907	10.18034	10.58269
3.32219	1.00000	63.26906	10.52402	7.00793	5.77602	10.03478	7.90146	8.70044	1110.95276	68.60066	5.66353	1.70605	58.45998	37.16911	22.30075	8.96848	7.65550
7.51246	1.00000	40.01570	9.30304	8.10527	6.34643	-93.71133	6.52483	7.48555	1172.06150	65.60083	8.19721	4.37367	48.99059	41.57721	28.59986	11.18655	12.64304
4.84995	1.00000	66.35211	11.60164	7.46134	5.97922	77.5609	7.50049	8.28141	1085.79282	73.42414	6.08487	1.62697	22.78930	11.00599	7.78474	3.73439	
4.83900	0.00000	23.08142	8.38830	7.24947	10.09925	15.46667	7.05871	6.60015	1083.03744	72.94518	10.16003	21.21289	50.11410	47.05	14.29581	11.29577	6.36165
5.41423	1.00000	44.54867	7.25573	7.98855	7.85765	55.4504	7.85797	9.12283	1127.22962	64.26547	7.68108	3.64173	54.39876	-20.88231	27.25418	11.20425	10.53792
8.82412	1.00000	54.04211	8.46170	9.24258	7.54506	85.4265	7.76276	6.18346	1176.92256	64.41955	6.62598	2.14912	45.50757	55.8736	18.63122	5.70036	7.51918
7.27428	1.00000	47.55123	6.60896	8.32838	5.26590	1.10687	8.20401	7.23033	1071.19704	62.96058	6.44811	1.63653	51.62260	41.15612	14.81234	11.90821	4.16012
6.19098	1.00000	54.80744	6.30258	10.01411	6.12661	-50.00639	7.53398	7.93845	1190.25045	70.65602	4.74509	2.10119	61.90672	-25.42944	5.55387	8.23712	9.16794
6.49680	1.00000	56.73375	7.09475	9.18909	6.69300	35.7	6.70400	8.68184	1094.63139	75.94957	7.39037	2.72172	49.48845	-7.76667	12.62745	10.94491	11.03210
8.12082	0.00000	30.29346	7.31856	9.60328	6.45175	24.99798	7.27596	8.10386	1067.08071	65.49532	4.63539	1.66372	32.65751	-8.73508	-3.25891	6.26011	8.73256
7.65281	0.00000	52.42593	5.33319	6.48691	9.14946	135.6	9.86047	6.60778	1075.05741	59.06225	6.77846	1.58980	38.03297	34.61667	31.22484	6.61798	6.51146
6.20937	1.00000	64.11306	6.31466	6.67510	6.77546	8.4493	6.58372	6.25021	1079.44889	62.96028	6.95845	2.52220	37.78821	50.09019	16.87002	10.78826	10.29084
7.06577	0.00000	54.44935	5.42303	7.82465	7.14068	30.2049	7.05995	7.31802	1142.95671	67.47177	6.74316	1.96552	39.47271	55.1904	23.29229	6.73997	8.62960
5.89449	1.00000	73.22222	5.64484	6.43727	6.85664	-73.02841	6.52390	6.48826	1104.09943	72.70709	7.18869	2.67356	70.19628	-36.9256	-0.46329	10.48826	9.48847
8.34044	0.00000	53.39654	6.35945	7.12155	7.49495	-53.13722	7.66406	7.74230	1102.40697	69.11896	5.42055	1.68734	53.05347	-22.92306	26.27896	6.69172	7.50454
5.13078	0.00000	11.14188	7.66889	8.16987	8.72342	8.62118	7.96390	7.65990	1077.79700	68.30647	4.13138	1.53128	66.00954	45.44694	14.15476	8.67852	9.10940
7.38730	1.00000	58.97576	6.24419	8.11956	4.92206	89.11943	6.80844	7.65725	1175.75523	54.07701	6.27789	2.30980	38.67040	23.9028		8.20857	8.91565
9.03182	0.00000	64.45498	6.34257	7.48138	9.36488	30.4347	8.69146	6.23207	1095.99095	63.52124	5.84633	1.41633	79.28287	-1.9487	5.96391	9.16584	5.39813
5.95539	0.00000	37.07994	9.16168	6.89178	9.02687	38.12408	7.10928	7.31431	1097.80840	59.70678	6.87281	2.13506	63.95258	53.77166	9.44147	11.07181	8.76503
8.02461	1.00000	66.40989	7.19333	9.01873	4.78703	-5.22126	6.52651	6.92051	1088.09892	69.71796	5.28866	1.56309	41.66425	33.43443	29.14100	8.84205	10.46572
9.59164	1.00000	58.85688	7.19980	7.38037	7.79233	2.18967	7.07457	7.72321	1187.88722	73.73295	6.67935	1.94128	54.33097	48.8765	9.71709	7.16492	5.13168
10.68036	0.00000	52.62593	4.25068	8.26324	6.18533	14.72443	7.68169	6.51669	1082.40827	78.99037	9.27884	9.70903	70.35427	36.92574	23.69115	7.48398	8.62217
5.61584	1.00000	45.37122	9.69512	7.52960	5.87399	-69.96533	7.40531	6.97916	1199.99131	66.48699	8.87474	7.19276	69.45199	43.91452	-0.90068	8.81210	10.53137
6.01529	1.00000	50.89693	0.98287	7.37101	8.35829	3.16667	6.82376	10.74571	1147.01416	62.11961	4.35731	1.42078	52.59384	50.8	31.68013	11.41086	7.07047
6.22818	1.00000	45.91647	9.18431	6.30109	8.53317	-101.2591	8.55684	6.71097	1071.80841	74.64152	4.73623	1.22324	66.21539	21.01858	26.89387	8.50250	4.77492
4.36036	1.00000	45.03075	9.29098	4.81322	5.67986	78.55757	6.94516	7.80215	1091.11347	73.12974	5.73260	1.83447	33.50065	17.34769	16.28350	12.41682	4.61605
5.85120	1.00000	46.18577	5.84729	7.86516	7.30260	14.72443	6.22661	6.79496	1185.30429	63.17942	5.87783	1.52753	36.57623	36.92574	-5.70545	10.38856	9.55836
5.66541	1.00000	33.45730	10.04955	6.79951	6.06756	46.5813	6.78226	7.92832	1106.98382	73.77829	6.53942	1.71226	35.61320	54.8421	15.27810	10.13777	6.60358
6.59148	1.00000	57.58565	9.33850	7.70618	6.68409	9.15013	6.28138	8.16734	1109.28620	67.63346	6.09140	2.41718	60.31864	13.70727	30.83755	7.03265	6.20090
6.87671	0.00000	72.01726	9.26561	8.90623	7.82466	-60.1831	9.20091	6.39994	1141.40360	64.44597	4.55624	2.11362	42.54227	46.1351	19.92572	7.49702	9.57595
8.18199	0.00000	58.59744	9.93881	7.70876	6.95581	-87.66561	7.12537	9.62261	1145.99048	68.32266	4.72163	1.24175	60.60231	41.8542	18.48741	4.93790	9.74051
6.01512	1.00000	55.42439	2.18985	7.98041	7.72117	-46.99583	7.92719	8.47690	1172.63085	57.80720	3.60720	0.98250	35.06350	-22.97056	23.87539	6.96274	4.74722
6.08147	1.00000	40.24838	5.83345	6.97052	4.40968	12.6723	7.89920	7.79104	1148.15049	79.51869	5.99525	2.21064	51.17379	41.72063	12.51358	8.07234	7.61155
8.19249	0.00000	21.53239	9.15931	7.37132	9.37529	-121.75689	8.37565	6.21336	1166.01858	68.87443	6.36444	1.61083	32.73903	36.91023	18.42953	9.32954	8.30728
8.98995	0.00000	52.85082	5.21259	9.52668	7.31682	141.95	8.49123	9.18598	1096.65230	79.64837	7.02248	2.43644	64.80603	39.46667	19.16291	7.85064	7.57546
7.43456	1.00000	49.30792	9.07736	6.97243	5.65419	-79.00453	9.03856	6.66573	1161.27869	61.95856	7.85571	3.59123	41.93486	-2.90055	16.00900	11.58625	5.23664
6.85075	1.00000	44.69573	5.34646	7.99277	5.69707	19.27498	7.22254	7.76191	1140.12065	73.01100	7.73391	3.01989	81.71770	50.20528	37.97015	10.18603	9.18518
7.36177	1.00000	50.10065	7.61952	7.90083	4.22447	-88.64235	7.79327	6.57826	1118.32873	65.20666	7.92291	4.16259	45.77986	46.09273	9.25392	6.68145	8.45629
5.08444	1.00000	46.90531	11.12514	6.75460	6.42777	4.18333	7.61758	11.06619	1077.80510	49.43008	6.20326	2.20789	55.00675	7.6	21.19793	7.23761	6.67090
4.69961	0.00000	64.30978	9.25112	6.94069	9.77527	122.8637	7.24911	8.09879	1192.20056	58.20735	8.65318	5.71974	54.35674	9.3337	16.81384	10.93522	6.17973
8.34147	1.00000	36.46992	10.29715	9.22958	8.94924	8.91229	7.63557	7.51815	1198.44355	61.87618	6.20650	2.29091	36.89269	49.13645	18.03790	5.95895	5.56357
9.98170	0.00000	52.60847	7.95262	5.86707	7.51739	-116.21677	8.27877	7.76268	1053.78535	76.91022	5.60288	1.93173	68.47076	33.7207	22.46164	7.70853	7.71912
7.80237	1.00000	40.84687	7.08088	8.37693	3.78488	24.75	7.49791	8.85850	1075.61024	67.62607	8.46927	4.90248	40.26691	55.25	23.08866	9.12000	7.67785
4.77169	1.00000	42.46754	8.63433	8.82135	5.34351	-87.66561	6.98006	7.73981	1081.13591	70.84041	5.93895	2.13270	35.74090	41.8542	17.96838	11.74223	6.75008
7.53071	0.00000	55.74166	11.07737	6.45774	9.30942	5.58472	6.80240	7.61380	1121.99571	64.93072	10.68410	34.06663	32.26809	52.14	9.07809	11.05054	6.97667
8.12477	0.00000	47.13497	4.23470	8.22908	7.95320	16.4	8.16673	7.06101	1101.59799	77.46653	7.59960	3.35612	34.31597	48.25	16.79689	7.29409	7.03984
	1.00000	40.95163	4.32195	9.07353	6.90156	78.23456	7.24925	6.76456	1150.62460	58.03504	7.18949	1.60816	34.40934	28.92694	29.87932	8.81235	7.21134
7.89793		59.87671	6.37787	6.90141	8.00762	72.34424	9.44964	8.33866	1174.29432	77.91768	8.74650	6.05379	45.07084	40.78206	14.62353	7.03551	8.99736
8.10029	0.00000	60.29239	5.45616	8.32258	7.65558	78.25795	6.54268	6.85766	1079.07323	60.62359	6.75005	2.34936	36.59191	9.82564	1.05990	6.22630	7.84123
6.52936	1.00000	64.23548	4.85156	7.52517	6.24643	30.98551	7.07255	7.74052	1184.81391	59.46939	6.17429	1.50708	54.35386	2.41669	-0.43328	8.52807	7.75678
7.12930	1.00000	53.75935	10.75843	6.80249	6.95240	5.2875	5.64981	7.70090	1166.73830	71.42962	7.07525	2.97666	46.07150	51.65333	21.26977	6.95587	6.51203
7.02672	1.00000	43.48784	10.14492	6.65845	9.62771	33.2525	6.96016	6.93402	1090.43124	79.19705	4.88969	1.51555	50.31074	57.97472	26.81538	10.39271	5.01564
5.28729	1.00000	16.87570	9.69885	7.35939	6.60186	-4.83076	7.40354	8.29942	1095.64594	67.49127	5.77535	1.47623	50.00039	39.96348	9.88133	10.51648	6.15349
9.13917	0.00000	57.79654	7.77516	8.42049	4.49176	-2.68758	7.65993	10.43565	1154.83292	57.12297	5.22320	1.42807	67.71227	53.69786	3.02622	4.43697	10.86897
7.26880	1.00000	64.25080	10.81872	7.15654	8.84807	38.12408	6.02308	5.64054	1154.51546	66.89924	5.93168	1.88933	47.81466	53.77166	20.08866	7.61155	5.48741
6.36050	1.00000	32.11313	8.11045	7.85859	5.01328	75.35927	7.19364	8.03161	1152.19360	66.63019	7.09153	2.87963	62.00260	12.04161	6.16124	9.03068	7.52791
5.92184	1.00000	44.51119	8.91670	6.91756	5.84452	4.52529	8.06995	8.35963	1186.50244	57.81476	7.81752	2.93787	71.47044	50.71229	6.24903	9.83576	11.49393
5.22010	0.00000	57.26323	5.07783	7.51339	7.16641	78.23456	7.07021	6.33896	1159.55791	68.42589	4.91417	1.31368	59.37182	28.92694	24.70251	4.79247	8.58471
9.82690	0.00000	81.81163	6.94339	7.91801	7.78797	-37.93278	6.21343	8.61330	1159.93470	68.45522	5.16814	1.74769	68.10012	-11.48472	-3.31338	8.85406	6.71269
6.99078	1.00000	41.16850	8.94021	7.73524	6.22346	-79.62603	8.85619	9.60353	1177.08434	76.24046	7.09889	2.63558	27.91678	8.88988	22.75556	12.99987	6.84241
4.38204	0.00000	62.36199	10.56530	8.43576	9.78739	110.8405	8.97491	8.14233	1108.20686	66.88953	6.91888	1.62581	58.57542	-6.8048	43.56308	10.25448	8.32114
