TEMP	CFCs	PM10	warning	NH3	Pb	PM2.5	O3	PRES	CO	longitude	H2CO	CH4	C2H3NO5	PAHs	NOx	SO2	latitude
21.06672	45.10246	7.55989	0.00000	6.54276	74.16818	6.70911	7.09272	1166.29972	11.92302	5.55575	60.31856	6.61825	3.04987	9.93049	11.06886	5.39252	46.67535
24.63001	61.87529	7.91539	1.00000	3.49417	49.82171	9.00281	8.94052	1163.23423	2.09719	121.96361	29.28292	8.17907	5.75393	5.78164	6.79366	11.14849	6.95194
19.87369	58.68115	7.38369	0.00000	6.28910	48.55456	9.35100	6.59207	1165.65244	5.58768	74.85849	51.11888	7.55446	2.63895	6.15502	6.34652	5.29188	31.28092
25.81660	52.66470	8.77932	0.00000	6.45127	50.99590	7.02595	7.43050	1144.96428	8.75930	44.53333	33.71434	4.98847	9.47769	9.06279	10.06631	6.78576	-22.9
4.42841	57.00463	5.38120	0.00000	8.19560	20.78019	4.63145	6.76700	1143.05645	9.75232	51.67462	35.63729	5.36584	2.31213	6.32540	5.72037	11.07868	32.65246
-1.01717	60.51136	7.56627	1.00000	9.93710	70.78151	7.62251	7.29474	1068.91819	6.04331	6.83042	77.39957	7.77497	4.53772	8.12518	7.50923	7.16110	6.15038
13.02186	51.30877	5.96616	0.00000	5.55374	54.79630	5.32056	6.01827	1077.91998	8.40294	85.37752	48.46879	5.62105	1.14839		7.79426	9.98836	22.10194
30.43829	49.65932	7.04156	1.00000	5.34029	34.88785	8.48157	5.69470	1130.83379	4.37973	10.58082	46.15950	7.78886	3.31239	5.56964	6.99663	8.52950	35.72917
15.62799	53.13253	6.16052	1.00000	9.96387	45.45499	9.44668	5.70740	1184.67395	5.73908	-105.36369	66.74178	8.86061	1.50980	8.56060	5.84879	7.05924	22.49396
12.54221	56.59738	7.31180	1.00000	6.93398	44.89897	7.38169	7.71977	1085.50387	6.55855	100.48528	57.83012	9.26646	3.49297	5.80549	6.28630	6.89283	14.37395
28.77598	53.50483	5.76922	1.00000	7.27059	56.92884	8.35934	7.44595	1083.63803	9.08862	-93.12577	58.40798	8.33273	2.37329	11.02839	5.34507	5.88896	44.73941
25.28982	16.32987	8.30557	0.00000	7.31049	52.94232	4.12399	7.58913	1183.48513	8.43310	4.91667	52.56804	7.72861	6.16342	7.65384	8.52061	10.13545	45.73333
15.25112	39.84260	7.30423	1.00000	8.45750	50.39709	10.65508	7.92091	1123.73918	5.38228	-4.83076	37.82742	6.96603	3.34634	8.66200	3.99116	4.85864	39.96348
24.91239	60.02209	8.07078	1.00000	6.95563	29.16738	7.87054	7.67631	1071.32731	5.68526	8.77069	57.68536	5.75894	5.01895	7.23067	5.50291	8.96156	50.80904
21.11883	57.44439	6.54978	1.00000	4.75349	24.06140	9.29931	8.88630	1070.93860	4.46050	78.40102	71.25121	7.01562	2.58138	4.16939	5.58172	10.77093	27.9247
25.93197	35.58285	8.08796	0.00000	7.20015	60.02056	13.10082	6.50728	1061.62952	6.32348	112.23109	55.37638	7.88287	4.52429	7.71153	7.30868	4.73711	-7.57897
19.41764	56.86705	8.09180	1.00000	9.44684	42.38914	8.88450	8.12406	1056.13989	5.97477	30.2049	47.66167	9.40888	4.64797	8.10991	4.90531	5.21527	55.1904
1.34026	59.09953	7.59065	0.00000	5.45423	56.85306	6.82467	5.80906	1165.82033	10.84360	140.73667	57.04122	5.79791	4.26360	10.21762	10.18910	7.85777	41.77583
21.11687	58.06096	8.45932	1.00000	7.43167	64.03196	8.76511	8.31445	1130.42789	7.51102	-52.20639	62.54946	6.87868	7.52901	10.40220	4.62113	6.09992	-3.20333
19.94498	32.68186	6.45156	1.00000	10.12189	46.06817	5.49177	8.26877	1185.61091	5.94552	1.6	43.76238	7.51273	1.74355	8.86222	5.14433	9.59588	43.11667
25.00554	47.33871	9.66066	1.00000	8.20463	41.18363	7.78094	8.33872	1064.24828	11.25131	-1.29772	61.44368	7.85192	18.83216	13.12343	3.13022	8.50638	50.76306
18.80480	52.48310	9.53544	1.00000	6.46544	39.09335	7.35459	7.75847	1127.05083	5.76981	30.28491	51.82293	7.53483	17.25435	5.29466	5.64155	8.11406	60.02427
28.94531	26.05468	7.49876	0.00000	6.02351	49.44528	7.10252	5.77812	1116.44515	8.63606	48.41667	51.16423	7.21747	3.78661	8.98920	7.76985	7.09781	-17.83333
8.51494	55.07990	5.90965	0.00000	5.53158	51.75191	6.42735	6.39064	1068.13948	5.20792	136.61667	81.18017	6.79821	2.37224	8.56571	9.90306	6.95433	36.53333
21.12666	33.30576	8.53220	0.00000	5.54405	35.61739	8.23862	8.63009	1080.64556	2.78558	-70.92866	65.64612	6.63065	7.35600	9.80667	10.39745	7.57672	42.52787
30.49362	48.31750	7.80249	0.00000	6.42535	33.08013	6.81666	6.24500	1092.63811	10.44833	21.32778	49.31653	8.43571	5.95121	10.43207	10.76080	7.36113	42
15.99837	43.99926	7.85983	0.00000	8.42003	47.84758	5.77505	6.39659	1192.35644	4.96916	121.06761	48.18555	7.64679	4.70232	9.81569	10.17941	10.92424	12.35275
27.88028	58.83614	8.90171	1.00000	6.77675	57.08725	8.88894	6.97926	1180.21556	9.12524	83.62389	47.83278	6.75023	10.20759	5.02637	6.78407	5.66187	53.30972
8.93973	43.00525	6.91096	1.00000	8.19305	40.74676	8.25787	8.14469	1058.39087	5.48138	-88.70464	44.11245	7.30261	1.99549	8.67054	4.90258	6.07263	34.25807
4.54633	51.35601	9.72018	1.00000	5.40760	54.68882	11.40102	7.54094	1086.32726	6.60617	29.47306	47.68056	7.28223	21.24809	7.30185	6.28223	10.16919	0.49113
3.54012	19.93978	6.67690	0.00000	7.07565	55.22519	10.42489	8.40256	1061.19341	7.47111	-122.2054	33.70138	7.47145	3.00627	8.14731	8.42663	5.19500	47.76232
17.03272	73.68848	9.08892	1.00000	7.31033	54.72817	8.42156	6.79809	1164.23745	6.11815	-52.20639	51.07295	6.86806	10.83723	3.13098	5.65603	7.19767	-3.20333
7.26841	38.77154	8.34123	0.00000	8.32990	46.15206	5.16240	6.17949	1165.66207	5.89528	2.18247	52.98708	6.58134	6.86055	7.70961	9.38462	9.29570	41.41204
25.17854	37.36619	8.41832	1.00000	7.32432	52.53473	8.83997	6.97775	1117.44983	7.11423	-85.43772	44.30352	7.20990	7.56050	6.80244	5.82238	8.87208	10.63504
1.57166	39.25650	8.92439	0.00000	4.47087	44.65726	6.31006	8.05905	1074.83721	5.17152	31.4976	22.52483	7.42953	9.46338	10.05194	10.72232	7.66989	26.67319
10.89263	57.56779	7.38706	0.00000	3.33834	38.07109		7.26145	1135.81220	7.51635	13.31783	49.53713	7.35228	3.27929	7.35719	7.44966	7.45589	52.61131
18.49169	48.14609	7.37749	0.00000	5.06891	47.66510	6.65248	7.78286	1169.78631	6.28429	-81.38758	74.33904	7.21194	3.13868	9.08871	8.62985	9.96922	30.17746
12.87984	71.46378	6.88465	1.00000	4.71546	54.05961	9.94485	6.85142	1126.49411	7.39282	-5.55835	51.76171	8.64189	3.20462	8.05853	8.25681	7.21334	42.64685
17.67422	74.94482	6.63460	1.00000	7.31907	69.53779	7.79449	7.98342	1114.72432	8.37023	56.36091	46.65712	8.16421	3.17676	10.30354	5.27399	5.59065	51.78771
16.64021	21.37921	7.38232	1.00000	8.32765	58.63542	10.75009	6.88314	1052.24893	9.14016	-74.26419	38.60975	7.98351	3.38441	5.46179	5.84811	9.03630	4.73245
18.25259	47.64978	8.28387	0.00000	6.68370	31.74349	5.23768	8.94569	1094.71121	7.91133	-88.27205	44.67508	7.90724	6.11348	7.69612	7.65927	9.07515	44.27804
-8.09788	55.84780	6.53914	1.00000	5.60710	58.52137	8.75486	8.49804	1183.95426	5.12377	115.8614	43.05541	7.82849	2.11270	6.18708	5.85974	10.54827	-31.95224
12.74196	36.78430	8.88957	1.00000	7.95246	54.23972	10.79189	6.49651	1156.64722	8.91743	19.21437	45.02449	6.77606	9.56430	5.65515	7.22620	7.92568	44.75874
28.20178	35.12680	7.93337	1.00000	10.20912	40.66822	9.48600	6.67101	1101.80142	7.48462	-37.03861	36.45266	9.56934	4.51177	9.38122	7.23435	7.41489	-10.90889
9.92775	43.22483	7.53521	0.00000	5.26471	45.38118	6.70824	7.14238	1100.07805	5.24413	38.07083	42.91414	8.02164	3.79519	10.64164	9.79841	8.62458	54.90083
11.85676	69.10036	7.45358	1.00000	4.95457	57.75359	7.44581	6.40554	1138.71168	4.84865	8.96317	33.39857	6.71024	2.26274	3.96988	6.07835	8.60203	48.35149
2.72996	55.35533	6.14260	1.00000	7.75682	63.97140	7.69377	6.73199	1160.77081	6.52038	117.63083	56.96812	7.15641	2.20248	4.80468	5.24491	7.89044	35.50056
20.38017	52.68524	6.10058	1.00000	9.75445	69.73831	7.79630	6.75152	1187.27592	7.09764	20.22625	52.65506	8.47427	2.65612	9.50205	5.74558	8.06350	30.75545
16.59739	48.31181	7.67941	1.00000	5.12142	45.98994	9.99756	7.78002	1065.06124	4.80909	-117.23991	73.04100	5.54742	3.95031	5.53314	5.49926	11.90458	47.64995
5.16379	27.21755	8.65881	0.00000	6.13977	60.51068	5.29467	9.36877	1090.36175	8.62997	2.18247	22.44626	7.16403	8.67705	6.08995	6.69404	7.73272	41.41204
23.18327	49.67082	6.44564	1.00000	6.10408	61.45729	8.75914	8.46057	1174.10556	7.69794	39.85331	42.96194	8.58775	2.05986	6.52330	7.03630	8.05621	57.30185
18.09474	45.57844	8.39270	1.00000	8.57523	47.78297	8.36100	5.17398	1148.24024	4.51918	-0.74934	43.52217	6.74355	5.85372	8.15071	4.21791	6.32520	51.62907
20.21140	66.65865	8.00849	0.00000	5.19679	68.52940	5.64224	8.72672	1130.36995	9.74247	120.33063	50.83481	8.42062	4.45958	6.86743	5.66060	9.18924	37.65181
19.91485	46.48730	6.82979	1.00000	9.66255	44.41815	10.14231	7.67698	1056.11375	5.60009	39.28333	32.54269	7.49584	2.59830	8.34366	4.40219	5.61185	-10.33333
9.93523	62.29958	9.96518	0.00000	6.12031	58.39740	10.66536	7.47356	1136.81443	6.92405	-73.75335	59.76030	7.63417	26.98001	7.90394	9.72725	6.26639	45.4473
3.84174	41.67649	7.10417	1.00000	6.90859	60.03320	8.15046	5.75854	1195.11314	7.20356	153.10236	69.80232	6.19173	3.33605	5.21602	6.73979	7.11251	-27.50578
21.86078	43.14940	7.92309	0.00000	5.95049	44.83805	7.73472	6.96575	1195.44350	9.82805	-96.39774	56.54544	6.40736	5.10374	8.59034	8.96698	5.59466	30.16688
24.23377	52.22628	6.52976	0.00000	4.93037	55.62798	7.63753	6.98754	1134.03766	4.51281	-93.75018	69.71656	7.67312	1.98130	9.87711	9.41812	6.68871	32.52515
17.15119	59.79872	6.57392	1.00000	7.31310	48.89768	6.38872	5.69430	1159.71805	9.22533	27.06365	39.84635	5.39692	2.61046	6.79335	6.52022	4.54336	50.18545
7.08535	51.05549	8.34416	0.00000	6.65659	34.15927	11.12605	6.68009	1057.38406	6.32681	45.36561	55.63723	8.13478	7.28316	8.27687	11.81528	6.78133	41.09246
25.01014	75.35923	8.50224	0.00000	5.13851		7.67157	7.03353	1052.51515	10.47716	36.73307	62.63871	6.86478	6.41304	9.87184	8.41901	7.28706	55.38752
25.56770	40.19603	7.96627	1.00000	7.91409	41.68676	9.21224	10.00950	1159.74232	8.67054	-60.47389	40.24817	8.87649	5.50064	7.14373	5.32358	7.77982	-34.64167
8.23556	76.21302	7.56298	1.00000	7.46282	19.80871	8.92299	8.43300	1073.00213	5.55250	-48.67028	15.87183	7.01245	4.40236	4.38099	5.21933	10.12438	-28.24
3.46924	59.69131	7.43303	1.00000	5.18928	39.09053	8.80708	7.06479	1153.54149	3.95540	113.82465	48.07771	5.95195	4.13081	5.38951	5.83336	10.13406	23.29549
2.13604	42.96790	8.36448	1.00000	6.46512	53.05904	5.68286	7.03542	1195.90175	8.00721	-77.96389	69.16453	8.76809	6.41077	9.84764	6.71134	5.81836	39.45621
23.91046	64.89739	8.42089	0.00000	5.21632	17.36574	5.40882	8.30193	1073.33628	7.74546	-111.89903	52.07934	8.80313	6.27790	6.67039	7.93016	7.73754	33.50921
6.95368	52.20107	6.24765	1.00000	6.50380	76.91460	7.78811	7.41676	1121.82589	6.55640	-97.03285	49.46827	7.78656	2.02841	5.71956	5.89540	7.65238	47.92526
28.14003	53.85522	7.82090	1.00000	8.90352	39.97619	7.46272	6.13099	1070.51786	6.91787	-73.26022	36.62710	8.59310	3.57641	9.19820	6.59218	7.16706	6.46838
13.83561	51.47231	8.07705	0.00000	6.08655	22.84451	10.66085	7.21376	1115.45404	7.67908	-91.77127	38.27783	9.02647	4.65302	8.40148	8.54177	6.15228	37.95143
15.64881	46.58322	9.07927	0.00000	5.81009	24.01720	10.99510	6.56683	1074.72971	8.46833	77.40858	49.31413	8.57315	11.29747	8.36506	8.48308	5.83446	24.05979
15.87470	51.15600	8.62167	0.00000	5.99960	40.03903	7.01937	6.57985	1151.13205	3.96385	120.97844	47.60078	7.62605	7.96414	11.67670	10.70143	7.17213	14.8361
19.54738	67.88914	6.77689	1.00000	8.01010	49.96542	8.52022	7.77829	1091.97838	8.07027	-86.11084	55.05306	9.03471	2.05333	6.14385	6.34199	7.63482	41.75338
8.52516	58.72113	6.19159	1.00000	5.14956	40.45034	9.39933	6.84337	1194.13945	5.93473	17.4674	61.84869	8.17748	1.30457	7.26084	6.52705	9.56320	50.86079
25.38333	48.31534		0.00000	6.14982	48.16609	9.73206	6.54162	1051.10444	7.22074	71.57118	67.62064	8.10260	3.69791	9.08229	6.18977	9.97627	32.87533
36.77820	50.76373	6.68817	0.00000	6.63272	52.33956	6.64746	8.06388	1125.92948	6.37291	-61.51889	68.35982	7.67865	2.21164	8.48225	7.66301	8.34444	10.66668
14.33353	63.19424	9.16396	1.00000	9.14323	72.36184	10.89993	8.35550	1099.54060	3.60879	-101.2591	70.59204	6.47401	12.75770	7.18266	7.39647	5.37473	21.01858
19.06558	56.79518	7.60849	1.00000	6.41927	22.37379	7.67447	6.37965	1105.77216	5.94449	-6.90656	33.84945	7.98664	3.49578	8.14846	8.34180	3.93002	33.92866
12.62072	57.11195	6.66780	1.00000	5.78806	71.47918	9.91383	7.25859	1180.43299	6.87758	-48.62789	40.28861	6.87413	1.96087	4.99158	5.58079	10.40750	-17.74431
13.42424	47.55749	4.70983	1.00000	9.22430	37.05971	9.60126	6.37910	1107.89711	6.00848	-52.51028	55.99952	5.60820	1.48391	8.27679	6.02630	5.24697	-28.81833
-0.34019	46.58891	8.32570	1.00000	7.28668	48.76440	8.20076	9.00305	1106.94813	5.81015	68.88871	41.27086	6.21403	6.08516	6.60209	5.86948	8.67209	25.95533
-0.53881	29.94525	7.02858	1.00000	6.70472	49.11826	8.75130	7.07603	1197.12416	5.87994	-116.37697	58.19167	7.20113	1.95085	4.97905	5.65956	9.84295	33.72255
24.07865	61.50880	6.45694	1.00000	8.15181	50.68588	11.07730	7.32345	1091.03889	3.20136	41.00817	44.67476	8.04969	2.66022	6.52453	8.57463	3.61376	38.13708
23.44451	61.04836	7.42128	0.00000	6.56979	24.24824	8.09021	6.86231	1103.32558	9.43629	123.758	86.31720	5.62588	3.65183	8.20537	7.82672	4.58964	10.20898
14.87051	46.10793	7.97244	0.00000	6.33380	48.98036	9.15033	9.45018	1050.23924	8.14710	2.2469	60.35747	7.99757	4.86183	8.59107	9.87563	6.27010	48.90472
7.86287	66.58345	7.63387	1.00000	8.78376	41.71271	9.70170	6.30160	1159.91377	6.58779	-75.11028	42.65044	6.97171	3.47539	8.49312	6.25109	4.67383	-15.21194
5.20690	51.91117	3.88685	1.00000	4.57455	40.65943	8.16772	7.65778	1171.81204	4.90565	8.77069	30.55209	7.17888	1.74547	7.03857	7.73773	7.33912	50.80904
10.98976	43.70229	6.54792	0.00000	4.93409	32.20587	5.87164	7.20788	1118.26131	7.99206	-73.58248	53.35255	7.00503	1.40035	7.23229	7.14690	8.01503	45.40008
14.79591	52.73938	7.49405	0.00000	6.41423	36.83673	8.66268	5.01755	1099.73412	9.45716	-43.80139	62.96833	8.48144	4.47755	8.96932	11.15018	5.76174	-20.25333
19.65453	18.41246	6.67964	0.00000	6.08325	50.84605	8.92685	7.12461	1177.79191	7.63961	43.83992	66.08728	8.49447	1.15441	8.83442	9.13605	7.25067	55.39485
13.16224	49.58276	8.52030	0.00000	5.97906	57.71169	6.73246	6.66177	1112.69312	12.20073	5.4384	33.35435	8.15196	7.72955	10.17381	9.75940	5.62732	43.2907
36.79498	33.02531	7.05149	1.00000	5.14290	64.06991	8.18535	8.05814	1167.84768	2.86210	77.9129	36.07382	7.13335	2.48549	5.88466	5.91217	10.59079	25.6439
-0.10024	59.17209	6.54490	0.00000	8.44378	56.01024	6.35074	7.99576	1092.19904	5.42842	-88.81395	57.09593	8.76851	2.70181	9.62341	8.64793	9.91292	35.61452
9.13115	27.42478	6.78189	0.00000	6.33380	32.24930	7.42466	6.18685	1199.73513	9.64999	38.16694	59.49234	6.94909	2.12650	8.68720	9.07429	5.56562	54.84444
12.62898	39.39305	8.55264	1.00000	6.44108	66.09346	7.93669	7.04440	1113.40427	5.77946	46.5813	64.25884	5.93049	7.56593		6.37668	8.16580	54.8421
1.70172	56.05209	8.19375	0.00000	6.22370	51.60450	5.27128	7.94565	1078.25544	6.15848	-2.12139	44.38374	7.77531	7.08013	10.00042	10.21580	8.59871	52.48173
22.94644	47.88084	8.05410	1.00000	4.70521	32.92461	7.63519	7.53488	1076.91583	6.05502	-87.88754	32.82540	6.68504	6.27619	7.44510	6.74206	7.07027	41.15376
9.20362	63.89707	5.29999	0.00000	5.87610	73.12821	7.30548	8.52938	1148.42985	4.93016	104.09701	80.78992	7.00624	2.31888	10.11078	9.17483	9.71795	-1.26424
31.56756	48.09672	6.90083	1.00000	5.91263	45.69407	9.13859	6.50471	1069.60916	5.30576	-102.36764	62.52381	7.46582	3.24046	8.76797	6.90085	8.97558	31.84568
9.26587	65.62584	7.14199	1.00000	9.93930	34.66935	7.75125	7.81065	1172.42833	4.04443	77.40858	62.15771	7.06107	2.82424	6.54839	7.84854	6.26766	24.05979
9.29429	75.48860	7.74791	0.00000	6.33407	55.07861	8.62079	7.07865	1152.98956	8.56603	-2.68758	51.49923	5.48138	4.65488	9.12857	9.98102	6.69014	53.69786
15.83445	16.14476	8.54036	1.00000	6.92533	55.97258	4.55747	7.15681	1155.04987	7.66972	-38.79084	58.26847	7.61951	7.27201	10.82156	3.37770	8.31418	-10.95817
20.85063	44.33019	7.46090	1.00000	8.96650	43.62057	8.97128	9.29234	1084.98753	4.97482	3.87723	68.53844	7.54161	3.38739	7.41493	6.94765	4.97256	43.61092
12.60783	65.17254	4.69566	0.00000	6.86696	47.53303	7.70348	8.31252	1120.02054	7.92982	51.67462	40.42774	6.89294	1.24774	7.92988	9.29477	5.43428	32.65246
39.60909	50.48556	7.19327	1.00000	8.65970	36.86946	10.48092	7.51032	1199.07162		27.46153	60.37202	5.46467	3.20555	10.46065	3.58834	5.84131	-21.44236
11.79710	49.20425	7.20959	1.00000	5.37664	54.46052	8.79091	7.06915	1081.91882	5.47809	76.32756	48.13100	6.71969	2.64783	6.71706	6.88352	8.09214	9.57046
24.51588	60.79981	9.34209	0.00000	6.01222	51.30525	12.11713	6.36273	1072.83700	6.85232	12.87117	62.00821	8.95329	14.16574	8.09590	10.24199		50.23271
20.90407	39.93021	7.75886	1.00000	5.08142	57.00546	10.96236	5.91767	1138.92051	6.06279	-35.71667	39.95988	8.16873	3.19376	6.00613	4.90001	12.24357	-8.66667
22.61712	46.31051	6.68550	1.00000	5.06199	42.17264	8.56656	8.30591	1131.42731	6.59172	31.33078	45.33491	7.45303	2.39119	9.28274	6.66175	8.57619	47.56494
22.60875	53.15367	7.50589	1.00000	5.07424	44.25228	7.06650	8.26940	1070.64930	3.91148	-97.03285	55.19607	7.42917	3.35758	4.25705	5.90394	8.95319	47.92526
29.92003	40.50845	6.13974	1.00000	9.02556	66.68741	7.80849	7.57764	1136.68038	6.09723	36.7138	68.53373	7.92530	1.94357	9.04007	5.40333	7.42440	35.95664
22.41956	53.66883	7.05932	0.00000	6.24903	50.97576	9.03445	8.50972	1142.50247	8.91356	-72.97261	76.79966	6.81341	3.00323	8.77034	8.66119	6.03088	43.61062
15.80656	52.17037	8.42282	1.00000	5.76480	23.83837	7.79549	8.56579	1152.39913	6.50469	29.65806	52.28594	6.01039	6.35251	7.63305	6.88547	7.88986	-4.83
-3.41901	51.84440	8.35528	0.00000	8.96591	43.21643	5.36007	7.78854	1111.47317	5.98936	123.17306	60.15599	8.56551	7.37031	8.14325	9.07250	11.44977	41.27194
25.90994	39.25874	6.68393	0.00000	7.58483	34.53043	6.17440	6.18362	1068.75537	10.11034	2.29275	24.47295	7.70549	2.44255	10.08870	6.81230	5.87291	48.79325
18.14768	28.98036	8.40215	1.00000	8.84474	42.02168	11.24759	8.52765	1052.92084	5.23533	-84.62081	50.33279	8.60478	6.11235	8.25631	7.35329	5.19691	42.7392
4.45552	38.89194	6.52824	0.00000	6.43350	59.05543	7.67330	7.32254	1144.30158	8.38931	-71.23106	42.75159	8.88511	3.28424	8.90597	8.61335	6.72225	-32.45242
13.50440	53.28743	7.59487	1.00000	6.99034	46.66687	12.15436	8.42278	1181.53606	5.59632	-2.58736	56.64789	8.78394	3.53308	8.19161		12.35445	56.56317
2.19713	30.50107	7.34065	1.00000	9.59166	47.04016	9.61979	7.20025	1158.46989	6.67561	13.29371	56.81047	8.01255	4.14026	9.09834	5.58343	6.50991	52.53048
26.75857	61.08475	7.49682	0.00000	8.22405	33.63129	6.62282	7.10997	1078.97016	5.14831	120.4861	50.90229	7.34120	3.93845	8.84409	8.53264	9.29044	16.0438
30.79584	53.01795	6.74364	0.00000	6.16201	58.13171	5.30392	7.41495	1059.62901	8.10977	-120.93549	32.52395	7.13822	2.01331	9.60047	8.00895	9.92481	37.73604
19.95353	38.53678	8.23620	1.00000	8.43449	52.29912	14.31657	5.96887	1123.10341	7.51110	-2.01111	67.36541	6.74126	5.54566	9.64499	5.75178	2.84040	52.66277
13.56622	63.37052	7.01742	0.00000	5.92965	64.50980	6.63222	8.19357	1060.68324	9.75939	34.8732	48.62059	6.42185	2.12592	9.51317	7.12110	7.04978	32.05971
21.46610	49.21206	7.85859	1.00000	8.29527	38.67008	7.58128	8.03891	1128.78483	6.31716	10.58082	71.34681	4.56606	3.89384	8.82446	6.17922	6.23283	35.72917
17.81665	42.10516	7.24722	0.00000	7.03011	44.64525	8.80079	7.30898	1092.66023	9.40124	37.55	34.53001	6.10545	3.22051	8.76818	8.78021	4.75165	6.03333
27.71796	54.58707	7.89986	1.00000	4.62328	61.35043	9.66600	6.84499	1150.44584	3.89227	4.18333	67.00522	7.50406	3.86316	7.77165	6.97129	10.41635	7.6
15.52367	36.84171	5.82956	1.00000	11.36604	53.32835	8.57478	6.41416	1125.91474	5.17376	-97.35992	75.92140	5.18007	1.04227	8.48245	5.43384	9.37911	19.8173
31.55931	33.93894	6.89768	0.00000	6.49239	62.48295	8.37279	8.63140	1164.99966	10.59074	-75.60804	71.91280	6.44415	2.19591	9.76253	8.12111	5.35764	39.96097
20.26475	58.06175	4.86376	1.00000	8.98678	38.04480	9.95509	8.80301	1069.93299	7.12675	-73.81669	49.65323	7.84054	0.40031	9.41740	5.44414	5.68841	45.44868
7.41394	36.39176	9.54336	0.00000	8.98024	59.30903	5.77875	7.49548	1118.15231	5.80415	-0.45877	53.80185	8.11853	18.32505	8.88238	8.31415	9.73937	46.32313
22.45020	17.52407	6.50010	1.00000	9.97392	67.18128	8.82850	7.95304	1146.98372	5.19730	-72.86843	44.32198	7.30451	2.40191	8.30081	7.77531	8.04193	41.27621
7.75523	59.11072	7.39987	1.00000	6.65952	44.65105	10.61627	8.80943	1052.65688	6.81117	139.6853	30.16884	8.44544	3.44913	9.07728	7.07366	3.07689	35.815
28.81698	60.96385	6.01841	1.00000	5.01267	30.74188	8.24582	8.79155	1074.15895	5.23941	-82.07842	49.84520	5.56476	1.60859	8.46790	6.52821	9.11209	26.91756
17.00926	42.44696	6.66568	1.00000	6.32053	28.67520	7.63620	6.89787	1136.63693	6.58409	-60.47389	51.37469	7.73514	2.53764	7.14601	7.01281	6.53148	-34.64167
14.48165	53.86389	8.16921	1.00000	7.86206	39.51733	10.16739	7.00358	1109.69630	7.47084	-4.83076	46.62470	8.46833	5.77611	10.05349	5.50798	5.42999	39.96348
2.39715	36.99717	8.49709	1.00000	9.44674	67.27149	8.16152	7.22935	1063.21909	2.50753	76.35484	32.22905	7.90372	7.83601	5.97715	7.43556	5.97299	10.10649
16.51168	24.59636	7.34854	0.00000	5.39926	34.54153	5.16633	6.85759	1135.13803	7.31453	4.25633	54.12625	8.80622	4.35504	8.25448	9.21756	8.27403	51.21187
7.92520	67.39959	6.55390	0.00000	6.02538	71.17263	5.07635	6.99479	1167.19822	8.75248	37.49338	27.38001	8.12472	2.25259	5.26602	6.50859	7.00810	55.62047
-13.39202	41.74040	7.46371	1.00000	10.92387	66.39410	9.74077	7.40423	1064.46194	5.40644	102.56365	54.96032	7.42410	3.68661	8.66235	6.36537	8.61233	13.65805
6.90955	22.92665	6.27245	0.00000	9.05377	54.02631	4.90936	7.44478	1162.04201	7.20478	140.73667	37.93377	8.38135	2.75330	8.73736	8.20164	11.65653	41.77583
5.96031	47.01045	7.07994	1.00000	9.15826	64.84519	11.48398	8.45553	1105.82897	5.42320	2.18247	56.16299	5.97594	3.37679	8.77219	5.20797	5.72842	41.41204
1.05061	54.93572	6.50697	1.00000	8.40344	45.06822	10.31469	5.74563	1182.40844	6.96406	2.61667	46.34620	7.01244	2.16705	9.69019	4.52382	5.44850	48.98333
2.46111	41.71382	6.69727	1.00000	4.99574	55.90919	8.97717	7.25892	1147.87604	7.08285	114.68333	41.98258	6.23062	2.46737	5.04203	8.11040	6.27574	23.73333
-6.23334	54.51435	7.27496	1.00000	5.23133	79.33126	7.49499	6.75950	1183.28960	4.14959	-82.90375	43.60386	7.54072	2.67746	6.75140	5.48082	9.75426	32.54044
4.43636	57.85234	8.96884	1.00000	8.97418	37.35598	9.84606	8.25374	1166.07358	5.41709	137.23333	65.09319	6.51844	10.57611	8.32942	6.75550	5.93283	35.8
18.62716	30.29527	7.25050	0.00000	6.85130	28.05499	3.66250	7.10132	1054.19687	8.33629	4.74161	63.28874	8.15190	3.92367	7.63667	9.28195	10.00031	7.62789
6.18759	70.31558	6.90579	0.00000	6.65514	47.04724	5.61949	7.11012	1070.44559	6.76175	78.23456	56.78419	7.34180	2.96124	8.23814	8.82287	10.08373	28.92694
25.61800	45.43999	6.89089	0.00000	6.12410	65.50752	5.09227	7.68441	1170.78202	6.08509	-116.97725	54.47731	5.22219	1.18381	8.38908	10.38668	9.92496	33.92946
16.12881	56.59130	8.23999	1.00000	6.85824	61.14912	7.98277	7.65279	1112.94877	6.81357	-119.01677	45.76251	7.83541	5.67190	7.38210	6.91454	6.63627	36.06523
23.31562	39.51971	5.58031	1.00000	7.13744	51.14226	7.96674	7.08716	1138.10168	7.97097	-89.64066	42.91844	8.34296	1.59541	9.93064	6.71934	6.90843	40.56754
23.26143	59.84146	7.42240	1.00000	10.32337	60.75882	5.56339	9.70759	1090.63680	4.93155	2.95924	37.14032	7.81550	3.14611	8.28158	4.89908	9.61877	36.76775
33.57395	50.90755	7.86222	0.00000	5.69979	61.34092	9.62562	7.89228	1089.00135	8.33908	2.29275	60.80692	7.85498	3.57493	8.22437	9.78951	6.30552	48.79325
19.41616	51.45699	8.12946	1.00000	6.39001	42.28386	8.49261	5.85512	1102.37942	7.16045	130.94098	58.11183	7.11331	6.53218	6.40224	6.03348	8.55498	33.3213
