code	latitude	QoS	longitude	revision	location
US	42.93369	accep	-72.27814	2022/02/22	America/New_York
KR	36.82167	accep	128.63083	05/26/2015, 00:00:00	Asia/Seoul
SV	13.70167	average	-89.10944	10/12/2021, 00:00:00	America/El_Salvador
US	37.73604	accep	-120.93549	03/22/2015, 00:00:00	America/Los_Angeles
IN	24.41288	accep	76.56719	04 Jan 2021	Asia/Kolkata
JP	33.3213	average	130.94098	09/09/2018, 00:00:00	Asia/Tokyo
TR	38.37255	good	34.02537	2014-06-25	Europe/Istanbul
JP	35.30889	average	139.55028	2020-11-01	Asia/Tokyo
ID	-1.26753	excellent	116.82887	05/23/2014, 00:00:00	Asia/Makassar
US	33.76446	good	-117.79394	01/04/2022, 00:00:00	America/Los_Angeles
NL	52.71083	building	5.74861	2022-04-26	Europe/Amsterdam
BE	51.12794	average	4.21372	2013-10-15	Europe/Brussels
RU	53.53041	good	43.67663	2014/03/13	Europe/Moscow
GB	51.38673	accep	0.30367	04 Sep 2021	Europe/London
ES	27.76056	good	-15.58602	11 Mar 2020	Atlantic/Canary
US	40.68066	maintenance	-73.47429	2021/12/20	America/New_York
IN	19.21667	excellent	73.08333	12/18/2020, 00:00:00	Asia/Kolkata
PT	37.74615	accep	-25.66689	09/08/2022, 00:00:00	Atlantic/Azores
KR	36.6009	excellent	126.665	2015/10/23	Asia/Seoul
JP	34.75856	accep	136.13108	10/02/2019, 00:00:00	Asia/Tokyo
PE	-15.21194	building	-75.11028	28 Feb 2021	America/Lima
ES	38.38479	good	-0.76773	2019/09/27	Europe/Madrid
ES	38.47917	good	-1.325	2018/10/11	Europe/Madrid
DE	49.13645	excellent	8.91229	24 Oct 2019	Europe/Berlin
BR	-22.57306	good	-47.1725	2022/03/03	America/Sao_Paulo
BY	55.1904	excellent	30.2049	01 Aug 2017	Europe/Minsk
RU	58.04254	excellent	65.27258	06 Jul 2015	Asia/Yekaterinburg
IN	31.28092	building	74.85849	2020-07-16	Asia/Kolkata
DE	51.08468	average	7.11393	10/30/2020, 00:00:00	Europe/Berlin
RU	55.85	accep	37.56667	2020-04-24	Europe/Moscow
GB	51.64316	maintenance	-0.36053	2020/10/29	Europe/London
PK	30.76468	maintenance	74.12286	2013/06/23	Asia/Karachi
TH	15.46063	good	99.89166	2018/05/29	Asia/Bangkok
US	35.25064	accep	-91.73625	27 Oct 2015	America/Chicago
ES	41.41204	average	2.18247	06 Dec 2020	Europe/Madrid
US	39.96097	maintenance	-75.60804	2017-02-12	America/New_York
AM	40.49748	accep	44.7662	10/09/2014, 00:00:00	Asia/Yerevan
US	41.9001	maitennce	-71.08977	03/05/2013, 00:00:00	America/New_York
ES	38.38479	maintenance	-0.76773	17 Jul 2017	Europe/Madrid
RU	51.78771	average	56.36091	2016/06/29	Asia/Yekaterinburg
BE	51.21187	good	4.25633	2016/07/03	Europe/Brussels
US	32.54044	average	-82.90375	2019/01/13	America/New_York
CO	5.20856	accep	-74.73584	2016-02-23	America/Bogota
JP	41.77583	accep	140.73667	2019/10/25	Asia/Tokyo
MM	14.0823	excellent	98.19151	09 Jun 2014	Asia/Yangon
DZ	35.21222	average	2.31889	12/01/2015, 00:00:00	Africa/Algiers
CN	38.40917	excellent	112.73333	15 May 2018	Asia/Shanghai
IT	36.92574	good	14.72443	2016/07/24	Europe/Rome
CO	7.83389	maintenance	-72.47417	08/05/2017, 00:00:00	America/Bogota
RU	54.48147	maintenance	53.47103	02 Jun 2018	Asia/Yekaterinburg
AU	-27.50578	building	153.10236	12 Jan 2013	Australia/Brisbane
MX	19.32889	maintenance	-99.32556	08/13/2021, 00:00:00	America/Mexico_City
PH	12.35275	good	121.06761	01/10/2018, 00:00:00	Asia/Manila
BR	-22.97056	maintenance	-46.99583	17 Dec 2015	America/Sao_Paulo
PK	30.76468	average	74.12286	04 Feb 2018	Asia/Karachi
TR	38.13708	maintenance	41.00817	2014-07-30	Europe/Istanbul
IN	12.04161	average	75.35927	2021/09/16	Asia/Kolkata
SE	59.33333	excellent	18.28333	12/13/2018, 00:00:00	Europe/Stockholm
CZ	50.23271	maitennce	12.87117	16 May 2022	Europe/Prague
TN	36.46917	average	10.78222	09/17/2016, 00:00:00	Africa/Tunis
BG	41.57439	maintenance	24.71204	08 Mar 2019	Europe/Sofia
CI	5.84752	good	-5.682	2019-11-05	Africa/Abidjan
GB	51.78967	building	1.15597	2016/12/09	Europe/London
US	33.7207	good	-116.21677	2017/11/21	America/Los_Angeles
NG	7.6	average	4.18333	18 Dec 2017	Africa/Lagos
RU	55.39485	accep	43.83992	2020-02-18	Europe/Moscow
CO	3.8801	building	-77.03116	01/11/2017, 00:00:00	America/Bogota
US	33.72255	good	-116.37697	2020/03/04	America/Los_Angeles
DE	49.5099	accep	6.74549	2013/07/02	Europe/Berlin
DE	48.35149	accep	8.96317	2017-06-14	Europe/Berlin
RO	44.43579	excellent	26.01649	26 Jan 2019	Europe/Bucharest
TR	40.1675	good	34.37389	2014/01/27	Europe/Istanbul
CN	32.54278	maintenance	111.50861	11/24/2015, 00:00:00	Asia/Shanghai
US	43.91452	good	-69.96533	01 Feb 2019	America/New_York
MM	17.30858	maintenance	97.01124	07/30/2022, 00:00:00	Asia/Yangon
CR	10.63504	excellent	-85.43772	2020-07-06	America/Costa_Rica
BR	-21.41222	excellent	-42.19667	19 May 2017	America/Sao_Paulo
US	31.84568	good	-102.36764	04/30/2013, 00:00:00	America/Chicago
UY	-33.38056	average	-56.52361	18 May 2015	America/Montevideo
PG	-5.85746	average	144.23058	06/11/2015, 00:00:00	Pacific/Port_Moresby
US	40.67705	building	-73.89125	02 Aug 2020	America/New_York
IR	36.64852	excellent	51.49621	28 Oct 2019	Asia/Tehran
FR	43.11667	maintenance	1.6	29 Nov 2014	Europe/Paris
CN	35.50056	excellent	117.63083	2019-03-13	Asia/Shanghai
ES	43.32686	accep	-2.98884	08/30/2021, 00:00:00	Europe/Madrid
TT	10.66668	good	-61.51889	08/12/2016, 00:00:00	America/Port_of_Spain
PH	14.8361	excellent	120.97844	08/20/2016, 00:00:00	Asia/Manila
UA	51.67822	good	33.9162	01/05/2013, 00:00:00	Europe/Kiev
US	47.80527	building	-122.24064	07/21/2013, 00:00:00	America/Los_Angeles
RU	55.63711	average	37.38115	2014-06-01	Europe/Moscow
CU	23.0072	good	-82.4017	02/03/2021, 00:00:00	America/Havana
GB	51.62907	accep	-0.74934	2017/08/06	Europe/London
US	41.75338	maintenance	-86.11084	13 Jun 2020	America/Indiana/Indianapolis
CZ	50.23271	excellent	12.87117	01/25/2020, 00:00:00	Europe/Prague
MM	14.0823	accep	98.19151	11/16/2019, 00:00:00	Asia/Yangon
CO	8.79577	excellent	-75.69947	10 Apr 2018	America/Bogota
US	30.17746	building	-81.38758	2014/03/02	America/New_York
TH	13.51825	accep	99.95469	05/02/2021, 00:00:00	Asia/Bangkok
NL	51.955	maintenance	5.22778	2014-10-29	Europe/Amsterdam
UA	45.99194	excellent	29.41824	09 Oct 2020	Europe/Kiev
RU	55.8736	accep	85.4265	2019-01-22	Asia/Novokuznetsk
RU	54.48147	accep	53.47103	2019/07/22	Asia/Yekaterinburg
US	35.74788	average	-95.36969	05/21/2016, 00:00:00	America/Chicago
ES	42.64685	good	-5.55835	11/06/2017, 00:00:00	Europe/Madrid
GB	50.79205	accep	-1.08593	2021-06-12	Europe/London
IL	31.92923	excellent	34.86563	2022/05/13	Asia/Jerusalem
BD	23.9028	good	89.11943	28 May 2017	Asia/Dhaka
NE	13.70727	average	9.15013	03/21/2016, 00:00:00	Africa/Niamey
US	41.75338	excellent	-86.11084	2016/10/24	America/Indiana/Indianapolis
CN	23.73333	good	114.68333	13 Feb 2022	Asia/Shanghai
ID	-7.01833	accep	107.60389	04/27/2013, 00:00:00	Asia/Jakarta
CN	41.27194	good	123.17306	2015/07/23	Asia/Shanghai
US	34.09668	maintenance	-117.71978	2021/01/24	America/Los_Angeles
FR	43.67681	excellent	4.63031	2021-11-03	Europe/Paris
IN	34.08565	good	74.80555	08/06/2021, 00:00:00	Asia/Kolkata
BG	41.57439	acceptable	24.71204	16 Nov 2018	Europe/Sofia
AR	-34.64167	maintenance	-60.47389	04/10/2018, 00:00:00	America/Argentina/Buenos_Aires
US	40.57788	accep	-73.95958	2021/01/28	America/New_York
RU	61.78491	accep	34.34691	28 Oct 2017	Europe/Moscow
GB	50.11861	accep	-5.53715	2018-04-30	Europe/London
AR	-27.4338	average	-65.61427	2019-05-15	America/Argentina/Tucuman
PH	9.3337	maintenance	122.8637	2014/01/02	Asia/Manila
US	38.70734	average	-77.02303	18 Oct 2021	America/New_York
NL	51.955	good	5.22778	03/20/2014, 00:00:00	Europe/Amsterdam
FR	45.73333	good	4.91667	2013/10/04	Europe/Paris
US	41.16704	excellent	-73.20483	19 Sep 2021	America/New_York
GB	55.82737	average	-4.0573	07/20/2015, 00:00:00	Europe/London
IT	45.50369	good	11.412	2020/05/03	Europe/Rome
MY	5.4709	average	100.24529	12/06/2013, 00:00:00	Asia/Kuala_Lumpur
PT	38.72706	excellent	-9.24671	05/05/2018, 00:00:00	Europe/Lisbon
BR	-10.95817	average	-38.79084	01/23/2016, 00:00:00	America/Bahia
ES	38.96667	accep	-0.18333	04 Nov 2021	Europe/Madrid
AR	-34.74785	accep	-58.70072	10/19/2021, 00:00:00	America/Argentina/Buenos_Aires
JP	36.24624	maintenance	139.07204	2014/08/12	Asia/Tokyo
NL	53.16167	excellent	6.76111	10/25/2015, 00:00:00	Europe/Amsterdam
RU	55.38752	excellent	36.73307	06/18/2015, 00:00:00	Europe/Moscow
IN	11.00599	building	77.5609	2017-06-08	Asia/Kolkata
TZ	-4.06667	accep	37.73333	03 May 2016	Africa/Dar_es_Salaam
RU	51.82721	good	107.60627	2017-10-30	Asia/Irkutsk
KZ	47.83333	maintenance	59.6	2022/08/01	Asia/Aqtobe
US	45.49428	maintenance	-122.86705	21 Nov 2015	America/Los_Angeles
ES	41.91738	average	3.1631	2014/03/05	Europe/Madrid
IN	30.21121	maintenance	74.4818	14 Apr 2021	Asia/Kolkata
US	35.05266	maintenance	-78.87836	02 Sep 2013	America/New_York
US	39.78504	accep	-85.76942	20 Jun 2019	America/Indiana/Indianapolis
IN	30.81383	excellent	75.16878	01/12/2020, 00:00:00	Asia/Kolkata
BR	-17.74431	excellent	-48.62789	2021/06/21	America/Sao_Paulo
MX	19.04222	average	-98.11889	06/22/2013, 00:00:00	America/Mexico_City
TH	6.25947	good	102.05461	2018-02-16	Asia/Bangkok
FR	48.79325	accep	2.29275	24 Feb 2013	Europe/Paris
US	46.09273	good	-88.64235	2018/11/17	America/Menominee
PH	10.20898	good	123.758	05/23/2019, 00:00:00	Asia/Manila
DZ	36.76639	excellent	3.47717	2021-07-13	Africa/Algiers
JP	34.81667	average	137.4	01/01/2020, 00:00:00	Asia/Tokyo
FR	43.67681	maintenance	4.63031	2017-05-04	Europe/Paris
NI	13.48082	excellent	-86.58208	2014/09/25	America/Managua
VE	8.62261	good	-70.20749	19 Sep 2017	America/Caracas
US	47.92526	accep	-97.03285	06/24/2014, 00:00:00	America/Chicago
IN	21.53889	good	71.57737	2016-06-23	Asia/Kolkata
IT	37.51803	excellent	15.00913	2014/12/24	Europe/Rome
PK	25.95533	excellent	68.88871	01/02/2015, 00:00:00	Asia/Karachi
ZA	-24.19436	good	29.00974	09/28/2014, 00:00:00	Africa/Johannesburg
UA	49.65186	average	26.97253	2014/07/19	Europe/Kiev
JP	34.4833	average	136.84186	10/19/2021, 00:00:00	Asia/Tokyo
BR	-4.16694	accep	-40.7475	12 Dec 2018	America/Fortaleza
GB	57.47908	building	-4.22398	2016-07-03	Europe/London
MK	42	maintenance	21.32778	2022/03/10	Europe/Skopje
PK	27.52948	average	68.75915	06/08/2019, 00:00:00	Asia/Karachi
IN	24.05979	average	77.40858	09/24/2020, 00:00:00	Asia/Kolkata
PH	15.72892	good	120.57224	2014-11-01	Asia/Manila
KR	36.82167	good	128.63083	2013-04-28	Asia/Seoul
CN	23.29549	building	113.82465	2014-07-14	Asia/Shanghai
JP	34.81667	good	137.4	2018-05-22	Asia/Tokyo
NG	6.15038	accep	6.83042	2012/10/13	Africa/Lagos
BE	50.74497	average	3.20639	09/20/2018, 00:00:00	Europe/Brussels
PE	-16.25	excellent	-69.08333	24 Oct 2020	America/Lima
IN	22.4711	excellent	88.1453	2015-03-02	Asia/Kolkata
GB	51.42708	accep	-0.91979	07/04/2018, 00:00:00	Europe/London
TL	-8.99167	accep	125.21972	01/31/2013, 00:00:00	Asia/Dili
DZ	36.06386	average	4.62744	2021-12-10	Africa/Algiers
US	42.30865	average	-83.48216	24 Sep 2016	America/Detroit
BR	-10.95817	good	-38.79084	12/16/2021, 00:00:00	America/Bahia
NA	-21.98333	accep	16.91667	2016-12-02	Africa/Windhoek
NG	6.15038	accep	6.83042	2014-03-17	Africa/Lagos
US	45.0408	good	-93.263	12/31/2020, 00:00:00	America/Chicago
MM	14.0823	good	98.19151	02/12/2013, 00:00:00	Asia/Yangon
CA	43.86682	good	-79.2663	2015-07-07	America/Toronto
RU	53.95278	building	32.86389	14 Aug 2021	Europe/Moscow
BR	-12.91667	maintenance	-39.25	2019-12-15	America/Bahia
DE	48.07667	good	8.64409	10/27/2017, 00:00:00	Europe/Berlin
US	41.85059	good	-87.882	2017-05-12	America/Chicago
UA	47.56494	average	31.33078	2013/11/24	Europe/Kiev
BR	-21.42917	average	-45.94722	2013/05/28	America/Sao_Paulo
RU	55.85	average	37.56667	2017/07/10	Europe/Moscow
CN	31.64615	good	120.74221	06 May 2022	Asia/Shanghai
DE	49.68369	average	8.61839	2015-04-09	Europe/Berlin
CD	-4.5833	excellent	15.16554	2022-06-28	Africa/Kinshasa
GT	14.93333	average	-91.11667	2018/04/07	America/Guatemala
DZ	36.76775	average	2.95924	06/07/2021, 00:00:00	Africa/Algiers
MN	47.90771	accep	106.88324	2018-05-06	Asia/Ulaanbaatar
TR	40.1675	good	34.37389	2018/07/08	Europe/Istanbul
FR	48.98994	accep	2.1699	2015/12/05	Europe/Paris
DE	52.61131	average	13.31783	2020-02-13	Europe/Berlin
VE	10.22677	accep	-67.33122	2022-08-26	America/Caracas
RU	56.9083	good	60.8019	07 Nov 2014	Asia/Yekaterinburg
RU	54.8421	accep	46.5813	03/07/2013, 00:00:00	Europe/Moscow
DE	50.23805	good	8.86704	01 Jul 2014	Europe/Berlin
SO	-0.35817	average	42.54536	05 Apr 2016	Africa/Mogadishu
IN	14.46693	building	75.92694	02/01/2022, 00:00:00	Asia/Kolkata
MK	41.92361	building	20.91361	21 Jan 2019	Europe/Skopje
DJ	11.15583	excellent	42.7125	05/04/2020, 00:00:00	Africa/Djibouti
PE	-15.21194	accep	-75.11028	10/22/2012, 00:00:00	America/Lima
RU	55.64776	excellent	38.02486	2018/05/10	Europe/Moscow
US	40.64621	good	-73.97069	28 Jun 2017	America/New_York
PK	25.95533	average	68.88871	09/19/2013, 00:00:00	Asia/Karachi
IN	19.21667	average	73.08333	2017-03-16	Asia/Kolkata
FR	44.92801	accep	4.8951	2017-02-23	Europe/Paris
GB	51.38673	building	0.30367	2022/01/02	Europe/London
RU	51.82721	excellent	107.60627	11/01/2012, 00:00:00	Asia/Irkutsk
TH	15.79408	building	104.1451	2016-08-30	Asia/Bangkok
GE	41.82143	maintenance	41.77921	14 Dec 2012	Asia/Tbilisi
IN	23.1959	average	86.51499	2022-03-02	Asia/Kolkata
US	25.67927	accep	-80.31727	11/28/2016, 00:00:00	America/New_York
US	44.73941	average	-93.12577	30 Jun 2019	America/Chicago
IN	34.08565	accep	74.80555	04/09/2018, 00:00:00	Asia/Kolkata
AU	-25.54073	accep	152.70493	2022-03-27	Australia/Brisbane
CN	23.29549	good	113.82465	04/12/2020, 00:00:00	Asia/Shanghai
DK	55.67938	average	12.53463	2020/11/25	Europe/Copenhagen
DE	47.98372	maintenance	10.18527	05/22/2017, 00:00:00	Europe/Berlin
CL	-36.9256	average	-73.02841	11 Feb 2015	America/Santiago
RU	43.96222	good	43.63417	15 Sep 2016	Europe/Moscow
TR	39.59611	accep	27.02444	2013-03-21	Europe/Istanbul
US	33.72255	good	-116.37697	08/10/2014, 00:00:00	America/Los_Angeles
PK	27.55898	accep	68.21204	13 Oct 2021	Asia/Karachi
MA	34.31	accep	-2.16	2017/03/04	Africa/Casablanca
IN	25.6439	excellent	77.9129	11/29/2014, 00:00:00	Asia/Kolkata
CL	-32.45242	accep	-71.23106	2014-09-05	America/Santiago
BY	52.4089	excellent	31.3237	10 Jun 2014	Europe/Minsk
DE	50.80904	average	8.77069	04/16/2019, 00:00:00	Europe/Berlin
PH	6.33444	accep	124.95278	01 Jan 2013	Asia/Manila
DE	50.80904	good	8.77069	02/23/2016, 00:00:00	Europe/Berlin
US	39.33427	accep	-76.43941	2020/03/04	America/New_York
CU	22.98212	average	-80.58556	14 Jul 2021	America/Havana
US	33.72255	good	-116.37697	2020-01-06	America/Los_Angeles
EG	26.67319	average	31.4976	2013-03-11	Africa/Cairo
FR	41.91886	maintenance	8.73812	09/29/2020, 00:00:00	Europe/Paris
AT	48.25	good	16.4	2020-04-17	Europe/Vienna
BJ	8.88649	good	2.59753	11/10/2016, 00:00:00	Africa/Porto-Novo
IN	34.08565	average	74.80555	21 Oct 2015	Asia/Kolkata
CI	5.84752	excellent	-5.682	2018-12-18	Africa/Abidjan
IT	45.9836	accep	12.70038	20 Feb 2022	Europe/Rome
RU	55.63711	maintenance	37.38115	10 Sep 2020	Europe/Moscow
NG	12.74482	average	4.52514	2017/12/10	Africa/Lagos
US	29.84576	average	-90.10674	2013/11/10	America/Chicago
GH	7.06273	maintenance	-1.4001	14 Nov 2020	Africa/Accra
US	40.24537	maintenance	-75.64963	2022-04-24	America/New_York
IT	45.39402	building	9.29109	01/30/2021, 00:00:00	Europe/Rome
IN	22.75218	maintenance	72.68533	05/27/2022, 00:00:00	Asia/Kolkata
US	42.58342	excellent	-71.8023	27 May 2015	America/New_York
PH	16.0438	good	120.4861	2022-03-03	Asia/Manila
FR	48.90982	excellent	2.45012	2013-08-31	Europe/Paris
PH	6.95194	building	121.96361	13 Sep 2019	Asia/Manila
CA	45.44868	average	-73.81669	2018-05-06	America/Toronto
DE	48.06919	excellent	11.37703	2017-02-04	Europe/Berlin
CN	34.56861	good	105.89333	21 Feb 2015	Asia/Shanghai
NL	52.26083	excellent	7.00417	2017-10-06	Europe/Amsterdam
VE	9.91861	good	-68.30472	06/11/2020, 00:00:00	America/Caracas
US	47.92526	good	-97.03285	2020-01-17	America/Chicago
MY	2.2139	building	102.3278	2017/11/24	Asia/Kuala_Lumpur
US	35.25064	good	-91.73625	2013/05/07	America/Chicago
BR	-22.92306	good	-53.13722	05/07/2022, 00:00:00	America/Sao_Paulo
AZ	38.45598	maitennce	48.87498	2016/07/03	Asia/Baku
IN	14.46693	average	75.92694	2015-09-08	Asia/Kolkata
US	37.95143	excellent	-91.77127	04 Dec 2014	America/Chicago
CM	3.51667	excellent	11.5	2018/12/05	Africa/Douala
US	32.5007	excellent	-94.74049	03/07/2013, 00:00:00	America/Chicago
IN	28.71271	excellent	77.656	2012-11-04	Asia/Kolkata
RU	53.14657	good	140.72287	07/24/2017, 00:00:00	Asia/Vladivostok
RU	54.39304	excellent	53.26023	2018/04/30	Europe/Moscow
JP	34.75856	good	136.13108	04 Apr 2016	Asia/Tokyo
UG	2.41669	excellent	30.98551	2018-02-24	Africa/Kampala
PH	16.0438	good	120.4861	19 Apr 2019	Asia/Manila
IT	40.87329	building	14.43865	11 Oct 2021	Europe/Rome
US	45.49428	average	-122.86705	29 Dec 2021	America/Los_Angeles
IN	25.13915	average	73.06784	31 Dec 2021	Asia/Kolkata
EC	-2.13404	good	-79.59415	2018/06/04	America/Guayaquil
US	30.17746	excellent	-81.38758	2019-05-06	America/New_York
CN	29.98869	accep	122.20488	07/18/2022, 00:00:00	Asia/Shanghai
IN	30.81383	excellent	75.16878	10/10/2020, 00:00:00	Asia/Kolkata
AR	-31.25033	good	-61.4867	2022/07/07	America/Argentina/Cordoba
IN	30.21121	maintenance	74.4818	02/17/2014, 00:00:00	Asia/Kolkata
ES	37.35813	good	-6.03731	2021/10/29	Europe/Madrid
IN	26.44931	average	91.61356	12/01/2016, 00:00:00	Asia/Kolkata
IT	40.72586	good	8.55552	2013/01/19	Europe/Rome
GH	6.46346	accep	-2.31938	2022/07/12	Africa/Accra
GB	55.82885	maintenance	-4.21376	2015-11-22	Europe/London
IT	44.59445	good	11.04979	06/09/2019, 00:00:00	Europe/Rome
DE	51.30001	average	13.10984	07/21/2021, 00:00:00	Europe/Berlin
US	27.09978	accep	-82.45426	2014-10-21	America/New_York
TZ	-5.41667	building	38.01667	2019/04/18	Africa/Dar_es_Salaam
US	33.50921	excellent	-111.89903	2014/07/10	America/Phoenix
JP	37.56667	good	140.11667	29 Jun 2015	Asia/Tokyo
US	41.55838	accep	-81.56929	2019-08-06	America/New_York
RU	43.96222	average	43.63417	11/24/2013, 00:00:00	Europe/Moscow
CO	5.6561	building	-75.87877	2016/10/27	America/Bogota
AR	-31.4488	acceptable	-60.93173	2014/06/28	America/Argentina/Cordoba
US	36.06523	good	-119.01677	2016/06/15	America/Los_Angeles
ID	-7.57897	excellent	112.23109	2020-01-16	Asia/Jakarta
TH	13.44581	average	101.18445	02/23/2016, 00:00:00	Asia/Bangkok
CO	4.73245	average	-74.26419	2017/07/19	America/Bogota
US	36.91023	maintenance	-121.75689	2013-09-27	America/Los_Angeles
CN	41.27194	excellent	123.17306	10/26/2015, 00:00:00	Asia/Shanghai
RU	56.03361	accep	35.96944	17 Jun 2019	Europe/Moscow
AU	-34.88422	accep	150.60036	23 Aug 2020	Australia/Sydney
JP	37.56667	accep	140.11667	29 Dec 2013	Asia/Tokyo
AU	-32.05251	good	115.88782	2013/05/17	Australia/Perth
IN	25.13915	good	73.06784	2014-05-10	Asia/Kolkata
IN	18.51957	building	73.85535	08/30/2019, 00:00:00	Asia/Kolkata
NG	7.6	accep	4.18333	2018/12/06	Africa/Lagos
TZ	-4.83	good	29.65806	23 Aug 2016	Africa/Dar_es_Salaam
BA	44.75874	average	19.21437	2013/10/19	Europe/Sarajevo
NL	51.44889	average	5.51978	31 Mar 2020	Europe/Amsterdam
ES	40.70995	excellent	0.57856	2017/04/11	Europe/Madrid
CN	37.65181	accep	120.33063	04 May 2020	Asia/Shanghai
SY	35.95664	good	36.7138	2020-06-24	Asia/Damascus
TZ	-4.83	average	29.65806	2018/06/25	Africa/Dar_es_Salaam
PH	10.20898	building	123.758	2013-10-24	Asia/Manila
PH	15.72892	accep	120.57224	2015-08-02	Asia/Manila
NG	6.15038	maintenance	6.83042	06 Oct 2019	Africa/Lagos
IN	25.6439	good	77.9129	10 Apr 2014	Asia/Kolkata
IT	45.78071	average	12.84052	26 Jan 2015	Europe/Rome
IN	25.92493	good	73.66633	2016-12-01	Asia/Kolkata
DE	53.6052	good	10.03988	07 Nov 2019	Europe/Berlin
BR	-28.81833	good	-52.51028	2017/08/05	America/Sao_Paulo
EC	-2.13404	good	-79.59415	2022-01-05	America/Guayaquil
GB	51.78967	good	1.15597	13 Jan 2021	Europe/London
TH	15.58552	excellent	102.42587	2019/08/11	Asia/Bangkok
RU	54.03876	good	43.91385	07/25/2020, 00:00:00	Europe/Moscow
IT	38.07789	average	13.44275	2019/04/15	Europe/Rome
CN	33.78333	average	114.51667	08/04/2022, 00:00:00	Asia/Shanghai
MN	47.90771	accep	106.88324	06/17/2015, 00:00:00	Asia/Ulaanbaatar
RU	58.1908	average	40.17171	10/24/2013, 00:00:00	Europe/Moscow
RU	53.30972	maintenance	83.62389	2015-11-27	Asia/Barnaul
RU	50.06	good	43.2379	16 May 2016	Europe/Volgograd
PL	50.86079	accep	17.4674	28 May 2014	Europe/Warsaw
US	41.47892	maintenance	-87.45476	2015-01-21	America/Chicago
JP	44.35056	accep	142.45778	11/20/2020, 00:00:00	Asia/Tokyo
DE	48.49144	accep	9.20427	2016/02/28	Europe/Berlin
TJ	38.55632	average	69.01354	05 Apr 2019	Asia/Dushanbe
TZ	-6.25	building	38.66667	06/12/2019, 00:00:00	Africa/Dar_es_Salaam
IN	30.21121	accep	74.4818	2016/12/24	Asia/Kolkata
US	38.17492	good	-122.2608	2013-07-03	America/Los_Angeles
DE	49.13645	average	8.91229	2017/01/11	Europe/Berlin
RU	53.53395	excellent	33.72798	13 Oct 2017	Europe/Moscow
SL	8.48714	maintenance	-13.2356	2019/08/04	Africa/Freetown
GA	-1.63333	building	13.58357	2016-03-21	Africa/Libreville
ET	6.03333	accep	37.55	12/02/2021, 00:00:00	Africa/Addis_Ababa
DE	48.49144	good	9.20427	2020-09-15	Europe/Berlin
IL	31.39547	excellent	34.75699	2014-08-05	Asia/Jerusalem
TR	37.05944	excellent	37.3825	2014/05/24	Europe/Istanbul
DE	50.80019	good	7.20769	2022/03/31	Europe/Berlin
PL	51.14942	good	15.00835	2017/10/04	Europe/Warsaw
US	45.16024	excellent	-93.08883	2020/04/03	America/Chicago
IR	32.65246	average	51.67462	2021-06-21	Asia/Tehran
US	33.98154	building	-81.23621	11/04/2016, 00:00:00	America/New_York
BR	-3.20333	maintenance	-52.20639	2020/01/03	America/Santarem
BR	-3.14306	excellent	-58.44417	2017-06-23	America/Manaus
US	41.27621	building	-72.86843	08/04/2017, 00:00:00	America/New_York
PK	31.71667	accep	73.38333	31 Aug 2019	Asia/Karachi
JP	36.53333	good	136.61667	03/18/2016, 00:00:00	Asia/Tokyo
GB	53.69786	accep	-2.68758	13 Jun 2015	Europe/London
JP	35	good	136.51667	2017/06/11	Asia/Tokyo
PK	29.38242	accep	70.91106	2016/03/05	Asia/Karachi
US	29.65163	excellent	-82.32483	10 May 2020	America/New_York
US	41.80753	average	-87.65644	08/29/2020, 00:00:00	America/Chicago
RU	58.1908	average	40.17171	17 Jun 2021	Europe/Moscow
PK	29.38242	excellent	70.91106	2018/02/15	Asia/Karachi
CR	10.63504	accep	-85.43772	2019/02/09	America/Costa_Rica
RU	58.63667	average	59.80222	04/25/2013, 00:00:00	Asia/Yekaterinburg
GB	56.56317	good	-2.58736	2022-01-17	Europe/London
US	33.50921	accep	-111.89903	11/05/2018, 00:00:00	America/Phoenix
DE	50.80904	average	8.77069	08/11/2016, 00:00:00	Europe/Berlin
HN	15.48131	good	-86.57415	12/25/2018, 00:00:00	America/Tegucigalpa
AU	-27.50578	excellent	153.10236	11/11/2016, 00:00:00	Australia/Brisbane
TN	36.08497	good	9.37082	2021-11-13	Africa/Tunis
CA	46.23899	good	-63.13414	2016/08/25	America/Halifax
TZ	-4.83	average	29.65806	2022-03-27	Africa/Dar_es_Salaam
DE	48.52961	accep	12.16179	2022-09-13	Europe/Berlin
RU	65.93381	good	111.4834	05/15/2015, 00:00:00	Asia/Yakutsk
IT	45.79377	average	8.88104	08/24/2016, 00:00:00	Europe/Rome
RU	56.03361	building	35.96944	2015/03/09	Europe/Moscow
RU	54.48147	excellent	53.47103	18 Feb 2014	Asia/Yekaterinburg
US	37.52487	average	-77.55777	2013/11/17	America/New_York
DE	52.53048	average	13.29371	2018/06/20	Europe/Berlin
DE	49.03685	excellent	8.70745	2017/10/13	Europe/Berlin
RU	56.11281	good	69.49015	2016-10-10	Asia/Yekaterinburg
ME	42.28639	accep	18.84	12 Oct 2020	Europe/Podgorica
CO	3.8801	accep	-77.03116	2018/10/20	America/Bogota
CD	0.49113	excellent	29.47306	2018/09/26	Africa/Lubumbashi
GB	51.35084	accep	-1.99421	07/17/2018, 00:00:00	Europe/London
UA	49.41029	accep	38.15035	12 Mar 2017	Europe/Zaporozhye
IN	28.71271	average	77.656	15 Mar 2021	Asia/Kolkata
