PM10	CO	NOx	Pb	PAHs	latitude	PM2.5	PRES	SO2	H2CO	C2H3NO5	CH4	longitude	NH3	CFCs	O3	TEMP	warning
10.00496	7.66442	5.86632	47.69142	5.08196	57.47908	7.85367	1163.88278	7.44087	63.65097	0.96541	8.44928	-4.22398	8.54010	38.17497	9.93829	22.73775	1.00000
6.11773	9.91991	5.13144	23.49088	5.43746	60.97944	7.47153	1140.10010	8.13878	54.33113	0.11378	6.76574	76.92421	7.25444	41.33892	6.88765	4.11717	1.00000
5.49710	8.45505	6.65624	42.55749	6.85409	-21.15	6.83369	1161.13844	7.48962	48.79012	0.06215	7.66068	46.58333	7.83453	59.18273	6.06860	18.30704	0.00000
4.62706	8.53824	4.92235	40.67137	5.54590	-4.16694	8.20493	1116.80035	8.58583	22.65222	0.10197	3.94204	-40.7475	7.42482	41.96058	6.85936	12.83569	1.00000
7.55955	5.48013	8.27907	63.46875	5.62267	44.89784	7.10793	1146.93044	8.34298	41.92428	0.15836	5.87537	8.86374	7.58654	40.57228	8.31490	-7.76787	0.00000
9.64271	8.67600	6.83058	81.32462	5.81946	44.73941	7.99432	1125.36919	8.70789	49.16558	0.71434	8.28022	-93.12577	5.96686	69.61976	10.52270	2.33109	1.00000
4.52736	7.85926	5.40921	59.01533	7.32306	35.50056	7.34583	1072.56207	7.66982	44.61106	0.08768	3.70799	117.63083	7.03901	58.69983	8.98236	-1.70907	1.00000
5.95258	7.16140	8.19382	43.99126	8.11708	37.05944	6.81156	1133.77606	8.73461	51.68706	0.11248	4.41765	37.3825	7.92034	41.65300	7.38133	8.43539	0.00000
5.90712	8.30585	6.43015	50.85175	6.48589	24.28859	8.26132	1185.70384	7.26272	42.17397	0.08793	5.40795	116.11768	6.80853	58.01483	8.63388	12.91080	1.00000
5.29291	11.06346	4.70703	63.59747	5.64410	40.93333	7.78636	1151.77282	5.94335	79.73633	0.06457	3.56069	73	6.55285	58.02861	5.42110	11.80880	0.00000
11.98931	8.47184	5.79954	37.34488	4.56429	-7.73379	8.85091	1141.87640	8.05164	40.81346	6.99018	10.83835	113.69785	7.67299	49.34266	11.02368	0.48080	1.00000
5.45207	8.08604	5.81561	49.10871	4.77973	41.15376	7.86647	1153.43519	6.82778	47.98128	0.06154	6.36219	-87.88754	5.76371	35.42670	5.81255	27.23366	0.00000
7.49843	4.70819	8.06383	60.02603	4.32573	36.27462	7.79030	1139.00305	8.77997	51.84683	0.22712	5.39801	4.85668	8.51243	57.39735	8.13400	22.89784	0.00000
5.63757	8.90255	6.35276	53.96913	5.51308	52.41667	7.23127	1088.87873	6.93327	67.12531	0.08740	4.84989	0.75	7.98668	56.58025	4.49259	10.82367	0.00000
7.79577	2.64637	6.81043	69.52459	5.46763	42.28639	7.93329	1165.83949	7.54088	43.68222	0.20417	4.45579	18.84	7.17372	62.15107	6.32669	11.78522	0.00000
9.46202	7.84743	5.15645	50.41096	6.75860	32.35126	6.85333	1170.31922	6.71388	51.58698	0.62349	9.77966	-95.30106	9.65278	36.24594	8.34850	19.30638	1.00000
8.43290	9.22457	7.07165	57.05163	2.28657	45.9836	8.31965	1097.31194	6.73227	38.07839	0.29365	7.67148	12.70038	7.21234	46.25488	10.63597	11.22357	1.00000
6.92183	8.33377	6.28233	31.04051	5.31869	52.41667	5.77156	1089.32073	7.49941	67.96237	0.10098	5.75195	0.75	7.14533	39.97538	8.19879	4.69608	1.00000
4.80279	5.48836	7.14802	35.77247	6.55768	51.47805	6.76745	1087.15987	7.56191	41.54209	0.03771	5.67149	6.8625	8.28562	25.12960	7.41844	-6.03971	0.00000
4.00350	9.35303	3.18104	60.53048	4.47918	-26.93366	8.36232	1051.86924	7.51328	39.12924	0.09943	6.93791	29.24152	7.94727	37.96790	6.15433	19.93227	1.00000
7.96405	8.92658	4.74590	83.80928	4.66050	40.87363	6.36946	1184.97031	5.73934	57.89637	0.17821	6.49094	14.34085	8.47452	36.47744	8.08029	21.69777	1.00000
8.34907	8.68636	6.23772	52.26474	6.76934	38.07789	8.84314	1105.82224	7.88044	57.75764	0.25841	8.26643	13.44275	7.96462	49.90912	10.60526	8.00222	1.00000
8.91971	8.49806	7.10852	57.23756	5.67622	10.31672	6.02138	1163.40249	7.33282	64.85626		7.05809	123.89071	9.46991	37.22550	11.03076	-1.22508	1.00000
4.08822	10.68941	4.20172	44.06571	6.35132	40.82232	7.94168	1169.11566	8.65451	54.27570	0.08145	8.45166	-74.15987	8.22380	52.82834	7.47982	8.99661	1.00000
6.21904	9.93790	6.43776	58.07521	7.83192	33.78333	8.97970	1105.21327	7.75384	76.58381	0.07637	4.90841	114.51667	7.74682	61.29347	6.32927		0.00000
7.30184	8.59879	6.62494	52.72416		48.46458	8.92283	1107.68994	6.46121	65.74098	0.14309	7.25150	9.22796	5.42872	67.61815	7.71015	13.82916	1.00000
4.98476	7.11053	7.38347	43.20749	7.00675	32.17629	9.25517	1097.22516	7.52350	31.69922	0.10676	5.20701	75.06583	5.87110	62.17880	11.35734	18.00759	1.00000
4.32549	7.23478	9.16808	22.59324	6.41636	50.75	6.72094	1080.60437	7.40644	82.32954	0.06176	6.71367	2.25	7.63556	23.98971	9.29751	30.51974	0.00000
4.43846	8.11580	5.37808	59.63068	5.01324	40.53123	7.06585	1158.92953	6.92810	48.56821	0.12433	9.23763	17.58522	6.57828	12.48639	4.98004	-4.71898	0.00000
3.31489	6.92485	7.73127	57.97472	5.15745	40.53123	6.86014	1139.10836	5.70259	60.16080	0.04543	5.08525	17.58522	6.33439	61.83162	7.97400	17.17599	0.00000
6.37897	8.50721	6.23131	37.42785	5.93884	44.73941	7.64227	1120.92177	6.83500	46.12800	0.09498	5.70780	-93.12577	7.30616	49.77044	6.37153	-14.75138	0.00000
8.14194	8.30802	6.46040	55.21779	5.32146	37.13548	9.08182	1123.63219	6.84280	36.60807	0.22181	6.68430	-3.67029	6.50445	59.57879	9.99563	31.44978	1.00000
8.37354	10.83644	7.65434	57.95488	3.78568	36.64852	8.18120	1184.33903	6.93784	48.41936	0.27080	8.67028	51.49621	7.83304	55.64414	8.06908	19.55076	1.00000
3.44151	9.52430	5.22774	70.23029	5.92425	23.02677	8.32376	1153.31022	9.12036	39.59703	0.05672	5.27245	113.13148	7.04504	21.30605	5.99745	22.31710	1.00000
6.97003	8.00040	5.12207	66.47093	8.03377	42.28639	6.53334	1150.70810	6.90954	30.94317	0.13647	9.27983	18.84	7.46470	43.74403	9.61131	10.86564	1.00000
8.07638	8.60725	6.17241	55.44552	6.00395	46.1351	7.22010	1104.92627	7.93632	64.50703	0.18019	6.27967	-60.1831	8.42189	49.58074	9.21584	34.98554	1.00000
2.28156	7.22546	6.64157	35.26532	4.58465	40.37528	8.01800	1146.13640	7.03134	60.54535	0.08646	5.66392	28.88222	7.32894	33.14550	6.76160	3.41917	1.00000
6.76147	9.20721	3.82188	31.94459	4.77116	51.62907	7.10193	1057.16206	7.70966	73.53714	0.10930	6.51361	-0.74934	6.79854	46.19424	5.01708	28.39861	0.00000
	6.01719	8.89453	53.16248	6.24050	37.95143	6.66463	1076.49024	9.46256	49.70460	0.20810	5.64593	-91.77127	9.03416	67.66206	8.80448	28.31530	0.00000
3.93901	7.58647	6.36744	69.71152	6.37305	40.58654	6.46302	1167.34092	7.35519	41.19391	0.12210	4.78266	-122.39168	7.30717	36.68755	9.00893	1.61229	1.00000
7.56211	6.03178	8.86499	26.07864	7.49242	32.17629	5.93757	1181.01621	8.59178	60.35222	0.12136	6.41769	75.06583	8.00656	23.41906	8.26519	15.05247	0.00000
8.83906	10.12045	6.88865	68.26986	5.34497	51.62907	8.13357	1161.56138	7.51511	45.56128	0.38806	9.97220	-0.74934	6.58717	32.36642	8.36253	7.48804	1.00000
4.77932	8.28238	4.10666	66.54243	2.47659	47.98372	8.03898	1151.13475	7.61720	51.84903	0.05843	8.03652	10.18527	7.02019	47.33874	5.41572	23.55870	1.00000
5.80765	5.61015	6.78279	58.22686	3.73416	51.82721	6.66959	1154.22775	7.10103	31.68878	0.06777	5.80795	107.60627	7.54157	27.82993	8.25675	1.84460	0.00000
5.82809	7.85047	5.68792	56.06674	5.55067	45.49428	8.48927	1164.22988	6.83842	43.23174	0.09068	6.76201	-122.86705	4.60079	61.17200	6.04107	17.28321	0.00000
6.12521	6.65685	9.65517	23.24942	5.10176	37.49223	6.01042	1173.02466		58.62919	0.07609	7.53535	15.07041	8.67219	36.02718	10.00941	-2.29645	1.00000
6.18990	3.29251	8.65769	58.24256	2.62116	45.0408	7.75537	1159.43048	7.97266	38.84075	0.10049	6.62411	-93.263	7.01475	35.86691	9.83994	32.45348	0.00000
4.88216	6.33450	6.10345	55.39693	5.72337	5.84752	9.22238	1082.30497	6.84628	52.77914	0.05395	7.16104	-5.682	8.02652	71.78540	11.09566	16.69382	1.00000
14.66171	8.66918	7.47737	33.24994	5.66321	39.09112	6.93761	1108.11353	9.27319	44.00760	99.83750	10.45762	-94.41551	7.19885	46.75528	12.82774	0.19955	1.00000
6.58530	8.61235	6.22311	35.04880	6.63115	35	7.15091	1123.92076	8.19578	31.30681	0.08875	4.94252	136.51667	7.57610	41.36078	6.77558	25.71636	0.00000
9.25288	10.43860	5.75222	50.01717	6.37338	45.9836	6.37231	1123.20151	7.83927	41.00022	0.53449	12.42671	12.70038	8.45140	33.31599	9.26865	23.10818	1.00000
10.34478	9.54470	6.95652	56.01168	3.65604	51.84819	6.59547	1179.57290	7.54223	56.10427	1.39574	9.82709	1.26738	6.68479	25.54167	10.03640	15.43302	1.00000
5.92041	4.04245	7.41972	19.53434	3.17412	53.7446	8.17121	1088.27397	7.14082	34.98417	0.08121	3.79208	-0.33525	9.51163	39.70784	7.36112	20.30363	0.00000
6.30629	10.40386	6.18371	38.12124	4.82215	53.59782	8.12294	1063.70332	6.45773	26.99960	0.11572	9.25816	34.33825	6.97843	53.39586	6.95831	29.71332	1.00000
7.10297	9.00586	5.76419	41.11516	7.15838	-1.26424	8.05526	1167.72996	8.57668	45.43476	0.12840	8.72761	104.09701	8.29627	26.32328	6.86307	23.38866	1.00000
5.95925	8.77261	3.82797	25.61505	4.75613	11.84962	6.07052	1109.92052	7.01702	47.11000	0.05583	7.45120	-86.19903	5.81331	40.42163	7.99926	33.68562	1.00000
7.16028	11.59783	7.91642	33.83513	2.85604	51.08468	7.13019	1106.52578	7.65093	38.58137	0.11047	9.10647	7.11393	7.90765	73.65141	11.46285	-2.00975	1.00000
7.10541	7.71657	6.87491	65.86356	5.46702	24.81757	8.13326	1192.49162	7.00592	37.32291	0.13549	6.71324	84.63445	6.88595	54.79217	9.44615	29.07597	1.00000
5.58157	4.74393	9.86547	40.79510	9.10201	43.96222	6.30836	1067.39565	6.26130	55.67041	0.07381	5.60921	43.63417	8.40776	29.41725	7.70326	-6.68854	0.00000
9.97334	8.89162	5.48019	46.73761	6.25714	10.13361	8.88442	1080.25937	7.81480	66.84357	0.99850	10.27335	124.84472	8.26142	31.43610	8.29851	29.78579	1.00000
4.72275	3.81064	9.38777	42.44074	3.57696	-20.25333	4.85203	1121.35470	6.13493	45.40544	0.07483	6.97707	-43.80139	8.40058	45.78561	9.04853	-1.56156	0.00000
7.29047	8.56826	6.41466	69.85561	5.55221	45.50369	6.82060	1076.36189	6.34041	27.72137	0.12268	6.30648	11.412	5.60417	49.97368	8.23435	18.18896	1.00000
6.34653	5.09790	7.53199	53.44607	6.95914	46.65581	8.81604	1089.53995	6.76159	54.75674	0.07072	5.61838	32.6178	6.44078	60.26002	6.90389	9.54401	0.00000
6.33605	6.49765	9.22996	77.72142	4.91101	35.48199	7.89646	1070.91846	6.65338	61.31118	0.08689	4.63643	137.02166	7.68136	45.46747	8.64033	-3.68321	0.00000
9.26490	7.99239	5.64949	40.86429	7.41046	35.05266	8.31856	1068.35422	5.27227	37.81206	0.53940	8.62483	-78.87836	6.60863	65.42313	8.75657	28.00600	1.00000
10.08870	8.45664	6.81291	44.42397	4.59812	34.08565	7.80720	1193.49993	7.45425	56.17631	1.08904	7.34665	74.80555	6.10031	53.06201	7.40827	10.80946	1.00000
8.32723	6.13729	8.69031	41.94645	6.17176	44.85278	7.67235	1105.56644	8.38066	17.41424	0.20394	6.84559	65.50917	7.54192	52.02105	11.85460	9.18411	1.00000
7.08578	6.00038	6.76474	59.32598	8.55902	33.4425	6.75169	1139.60316	8.18476	49.09594	0.10485	4.11410	129.96972	6.34545	41.73499	5.84448	21.37307	0.00000
5.95849	5.63859	9.23562	69.45032	6.00811	35.88264	9.50013	1110.68849	9.16153	62.30917	0.12812	7.73051	-80.08199	6.15871	18.70095	9.92089	16.19614	0.00000
12.41553	7.02554	5.42469	73.33171	5.59974	48.25	7.76842	1134.60625	7.48913	43.35165	10.61357	9.25423	16.4	9.78907	41.00834	9.22761	14.90721	1.00000
5.31927	8.90611	6.96001	68.64813	5.88504	41.29444	7.76424	1134.49173	7.59249	63.80129	0.09979	3.47214	69.67639	7.92504	48.21488	7.56921	7.10421	1.00000
5.85093	9.11750	6.83383	76.93976	5.40319	36.24624	8.88674	1194.67669	7.29571	37.33870	0.07854	7.61880	139.07204	8.12817	50.27784	8.98495	4.10631	1.00000
8.20112	4.25211	8.84835	56.56937	4.64660	12.95629	7.04662	1068.38621	8.77918	60.44275	0.20499	5.84477	78.27539	7.99464	45.45327	8.53154	34.76105	0.00000
7.80751	8.87030	10.03611	63.96659	5.80633	40.58654	5.46977	1156.67495	8.00389	52.24301	0.16561	5.04932	-122.39168	7.75777	51.54697	7.55797	15.86804	1.00000
8.32405	7.81263	5.30701	35.77525	5.83703	42.7	8.91395	1082.72284	6.23833	26.04299	0.27651	7.68284	27.25	7.77401	54.13966	5.73700	24.25067	1.00000
5.09095	5.54964	7.99024	36.80269	5.04032	48.98693	6.87225	1168.34533	8.44130	40.36999	0.07581	5.33068	2.44892	6.32401	47.16159	7.52748	11.32562	0.00000
4.22332	5.84973	7.41677	65.71391	5.82635	31.39547	7.26766	1129.10649	8.58066	87.80319	0.07218		34.75699	6.79047	64.59588	4.59017	6.51616	0.00000
9.67820	10.53313	8.14499	40.82419	6.03808	53.78333	8.71566	1145.59465	8.47889	45.30896	0.78144	8.39883	-1.06667	8.23186	36.09873	9.22729	16.58016	1.00000
8.68048	7.81815	7.02525	46.92331	7.64377	34.85	6.86324	1069.08523	7.93901	50.18847	0.30632	6.36800	117.33333	7.20088	12.05481	10.08875	11.96936	1.00000
9.42155	11.06690	6.00131	20.36576	6.45599	23.1959	6.09185	1089.09268	6.65090	37.60729	0.59371	5.23039	86.51499	6.53672	27.77217	7.08867	7.97653	1.00000
4.79959	8.00026	5.63591	44.96417	3.50148	40.58654	7.95851	1164.92419	6.60124	57.46684	0.05794	7.23331	-122.39168	7.84714	48.13442	4.41725	22.18880	0.00000
6.04112	6.69753	7.94176	47.24018	6.67196	3.31332	7.70018	1065.76383	7.83518	66.26124	0.04293	4.14412	117.59152	8.26728	69.71423	7.26399	-4.67490	1.00000
4.33606	8.80867	5.23797	60.85485	4.36312	19.21667	6.75887	1184.12148	8.81060	36.82572	0.04887	10.19221	73.08333	8.10060	53.07967	7.76515	19.01560	1.00000
7.37680	9.98415	5.48818	50.84735	7.16194	-7.57897	8.81063	1067.13923	6.88136	62.02295	0.13616		112.23109	7.82855	35.05619	7.31809	19.46997	0.00000
8.47380	9.77711	5.80123	50.43789	6.14780	28.92694	7.92745	1076.91736	7.41340	51.78450	0.25817	6.61103	78.23456	8.16936	44.95984	8.61349	3.66646	1.00000
7.28338	9.22237	6.91719	55.68756	7.43251	32.87533	4.85708	1176.70928	8.50723	18.48177	0.14535	8.42850	71.57118	7.45462	39.98306	11.34089	16.25504	
4.77818	8.03483	6.13295		5.95430	40.53123	6.85384	1168.15223	8.53494	60.64239	0.07985	5.96975	17.58522	6.77487	47.55966	7.89049	7.44215	1.00000
7.70875	6.86175	5.90294	41.93702	4.18262	35.95664	7.16771	1084.53903	8.33154	64.33865	0.19807	5.41916	36.7138	9.66402	62.03281	8.66754	25.04227	1.00000
6.49383	7.51097	5.93225	39.80860	8.65976	35.85	8.86440	1051.14067	6.82200	72.78484	0.07928	7.13030	117.7	8.56509	29.52850	9.90814	3.26148	1.00000
5.30344	6.88706	9.04431	52.59973	8.82051	32.50611	8.22025	1050.07998	8.41872	64.96587	0.08003	8.52952	120.14278	6.61172	63.31641	8.97240	10.51050	0.00000
6.66926	7.30297	4.48903	58.21637	6.86797	51.03427	7.52134	1187.71821	7.15510	42.47898	0.12191	9.06059	5.37429	7.09200	45.77738	8.04467	17.03422	1.00000
5.52015	8.54636	5.11398	45.52253	5.50434	53.77166	7.02072	1164.55101	6.78091	57.99768	0.08385	8.16463	38.12408	8.03174	60.75254	5.42491	19.49575	0.00000
7.13596	11.70423	4.86886	30.27864	7.57530	36	7.59662	1191.58985	7.44636	37.51838	0.14235	4.11286	139.55722	6.73297	53.06200	6.63762	14.27301	0.00000
5.32745	8.91584	5.95151	44.38227	4.42079	10.10649	6.41935	1062.98951	8.07065	45.84511	0.07834	5.29241	76.35484	7.42934	23.95474	5.27995	-7.70013	0.00000
9.11364	8.40886	7.96552	51.55334	5.78691	40.63316	8.26049	1186.81079	8.28887	38.31564	0.45842	8.52328	-74.13653	6.74609	45.66188	12.32242	12.50254	1.00000
3.41205	7.45579	6.31513	42.71724	4.12329	-29.2975	6.82314	1053.87747	9.79609	55.74284	0.07372	7.84856	-51.50361	8.47156	41.63196	8.32105	11.79061	1.00000
9.07110	7.16779	4.72354	38.77249	7.38057	30.24706	7.11432	1070.62729	6.56238	54.30192	0.41874	8.46376	115.04814	7.12056	55.76270	5.08459	23.21800	1.00000
10.33624	7.59328	5.46663	63.99778	9.60315	49.03685	7.00008	1071.86775	8.53021	37.85610	1.40373	9.38713	8.70745	7.90007	38.66598	8.80935	7.11378	1.00000
5.37711	9.74381	5.83335	61.64631	4.69301	43.96222	4.83387	1177.41244	7.56485	56.27156	0.03576	4.89019	43.63417	7.17612	54.24848	5.25228	-3.35491	0.00000
6.34509	6.10294	9.72366	36.90144	7.35750	22.10194	4.70974	1132.74642	6.26141	55.75695	0.08632	8.91806	85.37752	8.84031	58.20811	10.00004	7.48382	0.00000
10.06063	7.71754	5.31612	41.97589	6.98535	14.93333	7.05609	1076.94865	8.12278	41.66931	1.08226	9.52643	-91.11667	7.74977	32.44309	9.21965	3.13722	1.00000
12.07332	10.90223	8.02958	36.63917	4.34453	36.64852	6.98852	1111.37417	4.94716	46.66545	7.55127	10.91919	51.49621	5.38954	28.19432	10.89950	2.69853	1.00000
7.40524	9.16881	6.89923	59.87329	6.60195	51.30001	7.51548	1146.40105	6.26131	54.54300	0.10863	7.57914	13.10984	8.43062	38.69710	10.30395	29.59106	1.00000
6.38576	5.93301	8.80466	58.06030	5.82415	27.09978	7.35517	1187.67429	6.43999	71.17654	0.11192	5.73483	-82.45426	8.36134	32.67978	8.58292	17.78040	0.00000
5.59833	7.45937	9.25233	66.13473	7.39133	38.96372	6.66658	1194.33521	8.13225	43.39385	0.08282	4.37934	-76.99081	8.73070	51.76643	7.64267	23.02949	0.00000
8.74464	10.07969	7.00024	48.34353	3.94259	58.1908	7.90623	1173.67273	7.12865	50.16848	0.33511	8.62708	40.17171	6.01327	39.97914	8.19878	2.65254	1.00000
10.09355	7.39152	5.60803	45.93614	7.08422	43.41949	7.12502	1124.93594	7.02389	43.60006	1.12463	8.06093	77.0202	7.17118	36.11963	8.58378	-5.00494	1.00000
5.32507	8.67693	6.48571	55.21555	6.30090	34.56861	8.78986	1083.10310	7.43571	61.39210	0.11138	6.87122	105.89333	6.65500	44.06319	4.86443	9.69401	0.00000
3.53422	6.80352	6.28267	58.25272	6.28122	11.12018	7.60771	1101.16483	5.63090	31.44385	0.02359	3.86444	76.11996	7.36350	57.66032	5.92291	-4.18914	0.00000
9.18811	7.13343	9.52042	36.92139	6.39510	58.23583	7.28360	1094.83748	6.29420	44.17650	0.49150	4.22434	92.48278	8.03108	40.01726	10.81711	-0.55622	1.00000
7.59385	3.97653	9.33810	40.34604	7.30777	44.92801	7.27628	1106.74940	7.63047	39.69704	0.14264	8.06207	4.8951	7.92998	63.39237	9.57677	6.53844	0.00000
9.26222	7.76292	7.12771	49.71430	7.47812	-38.65333	7.54927	1177.33069	9.20868	30.85265	0.52435	6.70295	178.00417	7.51136	36.13413	11.34999	2.06932	1.00000
6.49894	4.78248	8.65679	41.76492	6.42618	14.62578	8.57453	1184.56588	7.81115	66.14664	0.07250	5.01901	121.12251	5.43086	59.87067	8.59999	9.58953	0.00000
6.25473	6.56777	7.49318	62.93208	6.01600	7.06273	6.28307	1197.50720	8.19674	71.72786	0.10411	5.47915	-1.4001	7.15246	39.38982	7.64585	14.14249	0.00000
11.65630	9.48649	6.76432	30.57009	4.58804	15.5439	5.38979	1126.53293	6.75336	67.26589	5.01270	9.81194	73.7553	6.90252	40.20086	8.76775	26.15355	1.00000
5.99230	8.37827	5.46406	45.36018	8.08593	51.08468	7.47371	1097.22612	6.72944	59.72944	0.08590	8.22342	7.11393	8.70205	36.88278	7.68983	29.07779	1.00000
6.96105	7.57082	5.35672	72.94275	8.09636	26.68451	7.98137	1086.21414	7.36929	73.65158	0.11284	7.43528	-80.66756	5.32060	40.98219	6.85048	34.96144	1.00000
8.58566	8.62869	5.57272	56.47717	4.68090	-8.73508	7.62956	1179.05796	9.90117	20.86749	0.37983	8.82136	24.99798	8.37956	56.17681	8.19077	14.46750	1.00000
6.29288	9.89707	5.59334	25.99220	6.42427	31.39547	7.67733	1071.00954	6.32383	48.27652	0.10286	3.58288	34.75699	7.08753	34.97890	5.38696	14.07579	0.00000
5.75357	11.03495	5.74339	54.87751	3.43538	41.15376	9.20375	1051.01684	6.91651	12.25539	0.08997	9.97335	-87.88754	7.74524	62.65065	6.48009	31.81794	1.00000
6.60022	8.31008	7.70740	54.23452	8.02448	-22.45667	7.16828	1100.74066	6.79153	55.27367	0.06883	5.89097	-47.53028	7.38194	32.63976	7.21646	-6.38287	0.00000
6.69950	10.07507	6.55988	34.42201	6.53108	50.23019	7.88843	1161.99452	8.30100	35.87658	0.12160	5.45069	8.77155	7.84204	28.68215	8.47768	19.40434	1.00000
11.45230	7.32814	6.97158	25.63102	6.21530	31.71667	7.80615	1186.55519	7.76246	36.56457	4.09285	7.11079	73.38333	8.06972	57.19897	9.66728	4.76586	1.00000
12.02638	8.75483	5.71238	47.13068	4.13463	27.71809	6.06813	1186.96477	8.09607	82.51331	7.26391	10.68790	-82.35176	6.27971	49.25258	10.50884	35.10551	1.00000
10.17470	9.37003	6.52398	57.34511	5.79814	61.78491	7.73769	1147.01561	7.50650	61.25626	1.19137	10.11492	34.34691	6.81221	48.76585	10.76296	18.84017	1.00000
8.48159	10.14638	7.17603	68.41169	6.00549	42.55308	6.41390	1137.41643	7.70005	35.55599	0.27006	8.82713	-87.93341	6.95289	34.03692	8.27419	18.81213	1.00000
6.07157	7.85393	6.09251	62.84220	7.34228	47.64995	6.82292	1114.46518	6.00163	35.50118	0.12064	7.77008	-117.23991	7.52832	44.55900	5.70529	18.74262	0.00000
7.82733	5.96409	8.85378	36.73271	6.26903	41.27194	7.71795	1199.74445	6.99540	61.98649	0.17630	6.19497	123.17306	7.39644	36.60658	8.45491	29.02791	0.00000
6.88792	9.64346	6.95908	56.51023	6.04331	32.17629	6.45068	1094.69334	8.20690	41.31311	0.13236	7.49341	75.06583	6.55812	29.58041	7.85682	16.18521	1.00000
6.33006	8.18808	4.73660	58.26258	4.60634	18.87813	7.76937	1081.50134	7.68466	69.12508	0.10397		72.93924	7.86025	53.43954	5.82991	25.57105	0.00000
6.38779	7.64538	6.00512	66.36801	6.41799	48	8.36640	1173.19412	8.40001	61.48995	0.12381	6.11142	-4.1	6.01729	67.75337	11.83420	17.89163	1.00000
8.09405	6.55513	5.00359	48.10525	4.38008	42.52787	7.58621	1161.34933	6.86411	32.86644	0.19446	6.25297	-70.92866	7.21760	37.27930	7.08578	13.08956	1.00000
11.03732	9.98132	7.98325	21.34887	5.96705	29.21399	5.69679	1064.88739	7.87057	51.63142	2.79250	9.04131	78.95693	7.15839	49.76097	10.62542	19.98576	1.00000
7.91788	10.10865	7.45518	39.93006	7.83479	40.66482	6.77109	1160.90661	9.61190	78.36162	0.14458	7.19768	122.22833	7.87869	36.04327	9.47870	19.92937	1.00000
6.25878	7.95461	7.37382	39.65038	7.95609	37.05944	8.31211	1109.50105	6.42887	54.41608	0.11835	6.44787	37.3825	8.62325	36.58710	8.33930	5.65113	0.00000
6.06365	7.52992	4.60633	56.77893	5.90803	33.54428	8.48425	1187.82351	6.40755	57.59340	0.06484	6.58248	-84.23381	8.36568	39.77184	10.60199	33.24410	1.00000
7.43097	11.13990	6.59994	17.94881	5.36923	44.43579	6.63652	1118.61417	8.19686	49.96852	0.09859	10.50267	26.01649	7.45462	66.65469	7.69418	6.39816	1.00000
5.28756	3.13870	8.04299	24.40388	3.77161	41.77583	6.80873	1100.56521	8.13988	44.29117	0.06501	5.75594	140.73667	7.60673	35.79276	8.53011	20.11701	0.00000
4.84612	6.63197	7.79158	44.27046	5.48397	54.48147	8.30270	1118.15142	6.59788	56.84591	0.11489	8.14177	53.47103	5.66585	36.49984	5.60143	26.49421	0.00000
12.02972	8.02827	5.11358	45.13827	5.59386	14.93333	8.31869	1078.24856	8.94801	79.96789	7.22314	10.47842	-91.11667	7.04655	38.15811	8.31597	9.76068	1.00000
3.36084	7.37908	8.70874	27.81248	6.23526	50.23805	7.49357	1164.59537	6.09459	68.32383	0.04134	4.89321	8.86704	7.30556	33.49202	7.89187	7.22551	0.00000
9.27599	10.05419	6.73257	50.95808	5.93914	9.57046	8.42158	1161.17254	8.29704	48.60483	0.52430	9.01504	76.32756	6.25186	68.00033	8.19440	25.22278	1.00000
7.10171	10.17178	5.70692	44.37718	6.73465	42.30865	8.03735	1173.78527	6.50137	73.87872	0.14030	4.90842	-83.48216	6.87032	43.99868		12.43568	0.00000
6.37308	6.95710	8.37467	55.91198	8.55787	40.63316	5.62935	1078.67445	7.45759	33.26417	0.11324	6.89583	-74.13653	8.32101	56.39907	8.57222	17.59963	0.00000
5.73328	10.31485	5.81883	51.99070	6.78584	33.54428	7.65881	1139.97722	9.41246	72.59269	0.10711	5.14979	-84.23381	7.82536	46.99222	6.40933	39.38171	1.00000
8.15501	7.83614	8.11294	33.78717	5.08437	50.56149	6.92443	1174.48221	7.30943	80.81873	0.22345	3.83163	4.69889	5.61868	39.92444	6.00279	14.33551	1.00000
5.86053	8.26531	5.59344	67.18226	9.44227	39.78504	6.98243	1130.11167	8.98978	67.84684	0.06977	7.96578	-85.76942	5.50371	42.72604	9.56959	23.70697	1.00000
7.93566	7.02606	4.67127	76.93678	6.49632	50.79205	6.84852	1162.57318	7.81228	33.52874	0.18864	7.20394	-1.08593	9.10170	42.09141	6.05233	24.08348	1.00000
6.10823	8.78078	5.89129	49.05241	6.54417	-5.41667	7.54339	1069.07866	5.70196	47.13928	0.11327	6.48668	38.01667	8.27480	41.74668	6.36416	20.49927	0.00000
8.47831	5.65026	7.84589	71.38705	4.43448	6.46838	7.98227	1144.26676	7.50043	55.24592	0.28552	4.35306	-73.26022	7.76288	59.50374	8.30240	1.83941	0.00000
8.15731	7.82497	4.99869	33.21617	5.69137	47.80527	5.46043	1170.99910	7.36923	80.22908	0.24158	8.26581	-122.24064	7.14563	43.01322	7.44691	11.67140	1.00000
4.70613	7.78894	4.76703	55.09543	4.61092	41.57439	6.76694	1075.49607	7.05528	44.70297	0.06962	8.14027	24.71204	9.34204	42.05261	8.72513	36.59163	1.00000
9.08753	10.79467	7.20027	61.00415	7.36546	61.72744	8.24329	1134.01443	7.12941	25.72334	0.43356	4.31506	17.10558	8.55359	38.40102	8.26139	18.70875	1.00000
