latitude	code	revision	station	QoS	longitude
45.0408	US	2021/07/31	Columbia Heights	average	-93.263
13.70727	NE	2021-04-04	Mirriah	good	9.15013
29.22254	IN	2021-12-03	Haldwani	average	79.5286
46.32313	FR	06/30/2016, 00:00:00	Niort	good	-0.45877
33.08014	US	2016/10/03	Milledgeville	building	-83.2321
53.53041	RU	2018/01/29	Nizhniy Lomov	good	43.67663
1.6561	MY	07/24/2015, 00:00:00	Kulai	accep	103.6032
-22.92306	BR	2020/04/07	Loanda	good	-53.13722
53.46506	GB	2016-11-25	Chapletown	excellent	-1.47217
39.12074	TR	2020/12/26	Bergama	average	27.18052
-30.60106	CL	2015-03-07	Ovalle	accep	-71.19901
41.1053	PT	03/16/2020, 00:00:00	Custoias	building	-7.32097
51.39323	GB	2018-12-28	Strood	maintenance	0.47713
8.88988	PA	2017/03/07	Veracruz	building	-79.62603
36.20389	KR	20 Aug 2020	Nonsan	maintenance	127.08472
33.14447	IR	2013/04/28	Darreh Shahr	accep	47.3799
11.8659	SD	18 Sep 2022	Ar Ruseris	average	34.3869
38.07789	IT	2014/08/16	Villabate	building	13.44275
50.18545	UA	24 Nov 2012	Shepetivka	excellent	27.06365
36.06386	DZ	13 Mar 2020	El Achir	good	4.62744
24.41288	IN	2015-12-23	Aklera	good	76.56719
3.51667	CM	01/11/2020, 00:00:00	Mbalmayo	excellent	11.5
36.21544	AF	02/11/2013, 00:00:00	Sar-e Pul	good	65.93249
35.82756	JP	2018-01-06	Ina	good	137.95378
51.19139	DE	2021/08/03	Korschenbroich	average	6.51352
43.50891	HR	2017/10/24	Split	building	16.43915
-28.44917	BR	2013/06/26	Marau	excellent	-52.2
34.85	CN	2017/06/28	Taozhuang	excellent	117.33333
43.16547	US	14 Jan 2021	Gates-North Gates	accep	-77.70066
12.25282	IN	2020-01-19	Gingee	accep	79.41727
14.14989	PH	01 Dec 2015	Calauan	average	121.3152
42.8334	CA	2020-10-10	Norfolk County	good	-80.38297
40.58654	US	2022/02/13	Redding	good	-122.39168
51.38673	GB	28 Feb 2016	Hartley	good	0.30367
48.35693	DE	2017-11-02	Friedberg	average	10.98461
41.27194	CN	2021/02/26	Liaoyang	excellent	123.17306
-21.15	MG	2013-02-16	Ikalamavony	excellent	46.58333
34.81667	JP	11 Apr 2017	Toyokawa	average	137.4
14.93333	GT	20 Sep 2022	Chichicastenango	maintenance	-91.11667
46.08333	CN	2015/01/09	Ulanhot	average	122.08333
23.49668	IN	09 Sep 2014	Adra	accep	86.68363
-0.71667	BR	2016-06-17	Soure	maintenance	-48.52333
26.11527	IN	2021/02/12	Supaul	average	86.59509
41.24255	US	2013/06/05	Norwalk	excellent	-82.61573
48.98994	FR	2012/10/17	Herblay	building	2.1699
-22.45667	BR	31 May 2013	Santa Gertrudes	average	-47.53028
55.63711	RU	28 Feb 2013	Solntsevo	good	37.38115
41.27194	CN	30 Jul 2013	Liaoyang	excellent	123.17306
24.28859	CN	16 Apr 2016	Meizhou	excellent	116.11768
7.62789	NG	2013/01/09	Ilesa	excellent	4.74161
58.1908	RU	20 Jul 2014	Danilov	average	40.17171
54.60528	PL	27 Mar 2015	Reda	building	18.34717
37.56667	JP	2015/03/25	Inawashiro	acceptable	140.11667
-26.93366	ZA	01/19/2013, 00:00:00	Standerton	good	29.24152
-8.73508	CD	2014/12/17	Kamina	excellent	24.99798
-38.65333	NZ	11/08/2013, 00:00:00	Gisborne	accep	178.00417
55.67938	DK	08 Jun 2014	Frederiksberg	maintenance	12.53463
43.32393	FR	2020/11/07	Les Olives	good	5.4584
40.93121	US	2019/01/05	Yonkers	building	-73.89875
39.57582	US	2016-10-15	Ken Caryl	building	-105.11221
53.6052	DE	09/08/2013, 00:00:00	Barmbek-Nord	accep	10.03988
53.5942	BY	2022-05-30	Novogrudok	maitennce	25.8191
7.6	NG	18 Apr 2022	Olupona	excellent	4.18333
42.819	RU	29 Apr 2020	Buynaksk	maintenance	47.1192
47.76232	US	2015-07-06	Bothell	accep	-122.2054
43.83125	FR	01 Mar 2021	Cavaillon	excellent	5.03586
53.77166	RU	15 Dec 2020	Bogoroditsk	accep	38.12408
41.15612	ES	2022/01/22	Reus	excellent	1.10687
38.96667	ES	2019-11-05	Gandia	accep	-0.18333
47.48444	UA	2013-05-10	Polohy	accep	36.25361
-17.73648	VU	2013-03-03	Port-Vila	average	168.31366
27.85	CN	02/08/2018, 00:00:00	Xiangtan	average	112.9
40.63316	US	21 Oct 2017	Port Richmond	maintenance	-74.13653
5.84752	CI	2018/05/09	Lakota	average	-5.682
50.56149	BE	03 Aug 2017	Gembloux	excellent	4.69889
-5.41667	TZ	24 Mar 2021	Chanika	excellent	38.01667
8.62261	VE	2015-12-26	Barinas	excellent	-70.20749
38.72706	PT	18 Dec 2015	Carnaxide	average	-9.24671
-12.91667	BR	08/06/2022, 00:00:00	Muritiba	excellent	-39.25
50.79205	GB	2013-10-23	Southsea	good	-1.08593
38.13708	TR	2016-01-16	Silvan	average	41.00817
51.82721	RU	2017/11/26	Ulan-Ude	accep	107.60627
52.09	NL	09/13/2020, 00:00:00	Zeist	excellent	5.23333
53.16167	NL	04/09/2019, 00:00:00	Hoogezand	building	6.76111
-21.98333	NA	03/19/2016, 00:00:00	Okahandja	average	16.91667
49.03685	DE	2014/07/27	Bretten	accep	8.70745
36.08497	TN	06/01/2019, 00:00:00	Siliana	accep	9.37082
25.92493	IN	29 May 2022	Sojat	accep	73.66633
3.7278	ID	12 Feb 2018	Labuhan Deli	accep	98.6738
56.85836	RU	2019-03-29	Tver	accep	35.90057
35.85	CN	2019-02-13	Dongdu	building	117.7
13.70167	SV	2021/02/24	Ilopango	excellent	-89.10944
3.02013	UG	01/09/2016, 00:00:00	Arua	average	30.91105
33.52253	US	13 Sep 2015	Laguna Niguel	building	-117.70755
-14.66463	BR	02/25/2016, 00:00:00	Nova Xavantina	good	-52.35558
10.10649	IN	10 Jul 2013	Alwaye	building	76.35484
51.62907	GB	2019-10-24	High Wycombe	average	-0.74934
36.27462	DZ	2013-10-07	Bordj Zemoura	good	4.85668
42.8139	ES	2017-02-23	Segundo Ensanche	good	-1.64295
42.7392	US	2018/07/18	Waverly	average	-84.62081
41.15612	ES	2013-11-26	Reus	maintenance	1.10687
40.53123	IT	09/11/2017, 00:00:00	Francavilla Fontana	good	17.58522
42.8139	ES	17 Apr 2021	Segundo Ensanche	good	-1.64295
40.63316	US	02/14/2017, 00:00:00	Port Richmond	average	-74.13653
28.98002	IN	26 Oct 2017	Meerut	building	77.70636
52.71083	NL	2016-05-20	Emmeloord	good	5.74861
52.14	NL	2019/03/22	Barneveld	good	5.58472
56.85836	RU	2015/02/20	Tver	accep	35.90057
-3.14306	BR	2022/05/16	Itacoatiara	maintenance	-58.44417
20.14298	CU	2016-10-10	Media Luna	excellent	-77.43532
29.21399	IN	2017-08-18	Kashipur	excellent	78.95693
43.54072	US	2014/03/06	Nampa	maintenance	-116.56346
5.6561	CO	2021-08-16	Andes	accep	-75.87877
30.17746	US	2020-10-31	Palm Valley	accep	-81.38758
40.72371	US	2018/06/25	Greenpoint	accep	-73.95097
3.7278	ID	26 Jun 2022	Labuhan Deli	accep	98.6738
35.05266	US	2015-03-15	Fayetteville	accep	-78.87836
4.88441	MY	2019/09/13	Gua Musang	average	101.96857
-1.26424	ID	2012/12/09	Simpang	average	104.09701
41.29444	UZ	2019-02-06	Parkent	excellent	69.67639
40.81	US	2021/06/08	Morningside Heights	maintenance	-73.9625
44.92934	RU	08 Oct 2020	Krymsk	accep	37.99117
38.45598	AZ	07/12/2014, 00:00:00	Astara	building	48.87498
51.21667	DE	05/29/2021, 00:00:00	Schwalmtal	good	6.26667
31.20176	EG	2018-02-14	Alexandria	maitennce	29.91582
32.65246	IR	18 Feb 2016	Isfahan	good	51.67462
44.73941	US	07/13/2016, 00:00:00	Rosemount	good	-93.12577
44.22639	RS	06/18/2013, 00:00:00	Negotin	maintenance	22.53083
46.32313	FR	2014/12/14	Niort	accep	-0.45877
15.5439	IN	2021-01-07	Calangute	good	73.7553
5.20856	CO	11 Oct 2017	Honda	accep	-74.73584
52.4581	DE	2013/07/22	Dahlem	building	13.28702
42.8139	ES	07/02/2018, 00:00:00	Segundo Ensanche	building	-1.64295
34.8825	KR	2016/12/07	Sinhyeon	good	128.62667
58.63667	RU	2022/03/05	Lesnoy	good	59.80222
-4.24444	BR	2013-12-29	Barras	excellent	-42.29444
35.82756	JP	24 Feb 2015	Ina	excellent	137.95378
3.7278	ID	2019/05/18	Labuhan Deli	good	98.6738
53.38333	GB	11/26/2020, 00:00:00	Gainsborough	average	-0.76667
14.0823	MM	06 Jan 2014	Dawei	building	98.19151
44.89784	IT	2017-11-13	Tortona	average	8.86374
43.50891	HR	15 Dec 2020	Split	average	16.43915
-15.675	BR	07/08/2018, 00:00:00	Canavieiras	maintenance	-38.94722
-1.9487	RW	2013/04/04	Rwamagana	good	30.4347
4.88441	MY	2015-02-17	Gua Musang	building	101.96857
44.89784	IT	2014-08-22	Tortona	excellent	8.86374
44.92801	FR	04/01/2014, 00:00:00	Valence	excellent	4.8951
39.59611	TR	2015/12/14	Edremit	average	27.02444
26.18924	US	2014/12/15	San Juan	excellent	-98.15529
54.39635	LT	2013/03/30	Alytus	excellent	24.04142
45.9836	IT	2021-06-12	Cordenons	average	12.70038
-10.95817	BR	09/21/2019, 00:00:00	Tucano	average	-38.79084
33.14447	IR	21 May 2014	Darreh Shahr	average	47.3799
10.29085	VN	08 Feb 2016	Sa Dec	good	105.75635
33.37526	IN	2021/07/26	Rajaori	accep	74.3092
46.67535	FR	04/28/2014, 00:00:00	Lons-le-Saunier	excellent	5.55575
52.68333	GB	03/10/2022, 00:00:00	East Dereham	average	0.93333
45.69558	FR	2015-05-13	Saint-Genis-Laval	excellent	4.7934
14.67751	MQ	14 Oct 2019	Le Robert	building	-60.94228
6.84019	LK	26 Jun 2019	Dehiwala-Mount Lavinia	excellent	79.87116
32.17629	PK	02/16/2016, 00:00:00	Fazilpur	accep	75.06583
-7.81667	ID	20 Feb 2018	Kediri	maintenance	112.01667
-25.54073	AU	10/18/2014, 00:00:00	Maryborough	accep	152.70493
33.42585	MA	2020-07-07	Oulmes	good	-6.00137
18.87813	IN	01 Mar 2017	Uran	excellent	72.93924
34.21639	US	2016-08-29	Camarillo	good	-119.0376
41.54566	US	2018/04/07	Middletown	excellent	-71.29144
35.72917	TN	21 Sep 2020	Msaken	accep	10.58082
52.68333	GB	06 Jul 2013	East Dereham	good	0.93333
52.53048	DE	15 Jul 2014	Charlottenburg-Nord	accep	13.29371
53.43333	IE	2019-10-15	Athlone	excellent	-7.95
14.46693	IN	02/23/2019, 00:00:00	Davangere	average	75.92694
55.1904	BY	09/10/2021, 00:00:00	Vitebsk	accep	30.2049
-20.25333	BR	2017/12/20	Itabirito	good	-43.80139
35.20889	CN	05/28/2018, 00:00:00	Changzhi	average	111.73861
57.14369	GB	2019/06/17	Aberdeen	excellent	-2.09814
55.63711	RU	2021-06-27	Solntsevo	excellent	37.38115
36.33011	JP	2013-07-27	Annaka	good	138.89585
42.06166	ES	12/10/2016, 00:00:00	Tudela	excellent	-1.60452
41.55838	US	2022/09/26	Collinwood	average	-81.56929
53.53395	RU	2020-12-14	Zhukovka	accep	33.72798
16.455	PH	2016/05/10	La Trinidad	good	120.5875
43.86682	CA	2017/07/05	Markham	good	-79.2663
42.30865	US	14 Jan 2019	Canton	average	-83.48216
-29.2975	BR	2014-12-11	Carlos Barbosa	accep	-51.50361
37.05944	TR	01 Mar 2018	Gaziantep	excellent	37.3825
48.43174	SK	2014/06/05	Hlohovec	accep	17.8031
35.6803	IR	24 Sep 2018	Shahre Jadide Andisheh	building	51.0193
47.46657	KZ	2015/03/25	Zaysan	accep	84.87144
53.6052	DE	24 Jun 2022	Barmbek-Nord	accep	10.03988
44.85278	KZ	2020/02/21	Kyzylorda	accep	65.50917
-13.7804	MW	08/10/2013, 00:00:00	Salima	average	34.4587
-54.8	AR	10/26/2020, 00:00:00	Ushuaia	excellent	-68.3
35.48199	JP	2015/05/05	Minokamo	building	137.02166
10.58806	IN	2019/12/11	Udumalaippettai	average	77.24779
51.78967	GB	2021-10-24	Clacton-on-Sea	excellent	1.15597
41.57439	BG	2022/04/28	Smolyan	good	24.71204
40.81	US	22 May 2013	Morningside Heights	average	-73.9625
49.5099	DE	01/29/2020, 00:00:00	Losheim	accep	6.74549
55.67938	DK	2022-08-15	Frederiksberg	excellent	12.53463
50.64336	DE	2016/02/23	Bad Honnef	maintenance	7.2278
38.10558	ES	11 Mar 2022	Caravaca	good	-1.86343
36.91023	US	07/15/2015, 00:00:00	Watsonville	accep	-121.75689
42.50729	AD	23 Apr 2013	les Escaldes	excellent	1.53414
51.04962	DE	2018-08-03	Zeitz	excellent	12.1369
5.84752	CI	2021/01/27	Lakota	accep	-5.682
44.73941	US	27 Jul 2018	Rosemount	building	-93.12577
8.48714	SL	10/08/2014, 00:00:00	Freetown	average	-13.2356
11.85	ET	08/27/2019, 00:00:00	Debre Tabor	building	38.01667
-34.74785	AR	2016/12/05	Pontevedra	good	-58.70072
50.20528	PL	10/14/2014, 00:00:00	Jaworzno	good	19.27498
52.26083	NL	2013/09/07	Losser	accep	7.00417
44.99012	US	06/23/2016, 00:00:00	Keizer	good	-123.02621
40.37528	TR	23 Dec 2017	Mudanya	good	28.88222
42.52787	US	2022-06-11	Peabody	accep	-70.92866
38.13708	TR	2018/12/18	Silvan	average	41.00817
50.56149	BE	01/05/2015, 00:00:00	Gembloux	good	4.69889
21.28306	MX	12 Jun 2015	Progreso	accep	-89.66123
58.7002	RU	2017-03-06	Kachkanar	building	59.4839
40.93333	KG	26 Aug 2017	Jalal-Abad	average	73
58.23583	RU	2016-10-13	Lesosibirsk	average	92.48278
53.63333	DE	2014-03-07	Halstenbek	maintenance	9.85
51.04962	DE	2018/04/15	Zeitz	maintenance	12.1369
42.55308	US	2012/12/15	Pleasant Prairie	accep	-87.93341
36.24624	JP	2015/09/22	Fujioka	average	139.07204
61.72744	SE	2020-03-14	Hudiksvall	accep	17.10558
44.89784	IT	01/01/2021, 00:00:00	Tortona	accep	8.86374
53.81667	GB	04/30/2022, 00:00:00	Blackpool	accep	-3.05
51.24197	BE	2020/03/22	Lille	excellent	4.82313
68.79833	NO	07/27/2014, 00:00:00	Harstad	excellent	16.54165
43.71032	FR	2015/10/03	Dax	average	-1.05366
41.16704	US	2016/11/01	Bridgeport	accep	-73.20483
32.87533	PK	09/13/2017, 00:00:00	Daud Khel	good	71.57118
33.37526	IN	03/26/2013, 00:00:00	Rajaori	excellent	74.3092
32.17629	PK	2021/06/28	Fazilpur	building	75.06583
53.63333	DE	07 Nov 2019	Halstenbek	excellent	9.85
41.29444	UZ	10/24/2018, 00:00:00	Parkent	excellent	69.67639
16.68911	MM	2018-07-26	Myawadi	excellent	98.50893
51.12794	BE	09/09/2013, 00:00:00	Temse	average	4.21372
7.06273	GH	15 Aug 2017	Mampong	average	-1.4001
45.9836	IT	2013/12/30	Cordenons	average	12.70038
-7.73379	ID	10/05/2017, 00:00:00	Besuki	excellent	113.69785
24.81757	IN	2018-06-21	Rafiganj	accep	84.63445
43.32686	ES	2015/08/17	Leioa	good	-2.98884
50.9803	DE	2016/03/27	Weimar	maintenance	11.32903
36.53333	JP	05/23/2018, 00:00:00	Nonoichi	excellent	136.61667
23.49668	IN	06/05/2015, 00:00:00	Adra	accep	86.68363
32.52515	US	2015/03/02	Shreveport	average	-93.75018
54.90083	RU	2014-08-16	Stupino	excellent	38.07083
45.43341	CA	07 Jan 2022	Beaconsfield	excellent	-73.86586
48.8222	FR	15 Apr 2020	Le Chesnay	average	2.12213
32.35126	US	12/24/2012, 00:00:00	Tyler	accep	-95.30106
25.92127	IN	06/01/2022, 00:00:00	Madhipura	good	86.79271
11.12018	IN	2020/08/04	Manjeri	good	76.11996
45.49428	US	2020/11/04	Aloha	good	-122.86705
42.7	BG	2014-01-08	Aytos	accep	27.25
32.61603	IQ	10/30/2015, 00:00:00	Karbala	accep	44.02488
13.44581	TH	15 Feb 2021	Phanat Nikhom	good	101.18445
40.60538	US	08/13/2016, 00:00:00	Far Rockaway	building	-73.75513
45.44868	CA	07/25/2018, 00:00:00	Pointe-Claire	excellent	-73.81669
17.54907	IN	2017-03-08	Elamanchili	good	82.85749
50.06	RU	30 Sep 2019	Mikhaylovka	excellent	43.2379
40.98894	TR	2021-11-18	Yakuplu	accep	28.67582
42.35843	US	2019/06/08	Boston	average	-71.05977
3.3285	ID	06 Aug 2019	Tebingtinggi	maintenance	99.1625
41.48199	US	24 Mar 2014	Lakewood	excellent	-81.79819
32.87533	PK	01 Dec 2017	Daud Khel	average	71.57118
40.67705	US	2013-12-07	Cypress Hills	maintenance	-73.89125
-22.45667	BR	17 Aug 2016	Santa Gertrudes	average	-47.53028
35.88264	US	04 Dec 2016	Thomasville	accep	-80.08199
55.75556	RU	2015-04-24	Ozersk	average	60.70278
14.8361	PH	17 Jul 2014	Guyong	good	120.97844
5.84752	CI	2022/05/26	Lakota	good	-5.682
19.64745	MX	14 Oct 2021	Paracho de Verduzco	accep	-102.04897
29.69221	PK	2017/06/25	Hasilpur	average	72.54566
39.59611	TR	2018/09/21	Edremit	average	27.02444
40.67705	US	2021/06/20	Cypress Hills	average	-73.89125
9.57046	IN	04/17/2017, 00:00:00	Kalavoor	maintenance	76.32756
27.52948	PK	2017-03-12	Khairpur Mir’s	excellent	68.75915
34.77453	US	2020/08/08	Ada	good	-96.67834
-31.4488	AR	2017/08/19	Esperanza	good	-60.93173
30.46907	PK	04/08/2017, 00:00:00	Kot Addu	accep	70.96699
52.59319	DE	2018-07-23	Wittenau	accep	13.32127
47.83333	KZ	2015-05-06	Shalqar	building	59.6
27.55898	PK	2013/06/18	Larkana	average	68.21204
-27.4338	AR	2021-04-26	Aguilares	average	-65.61427
34.56861	CN	06/30/2020, 00:00:00	Beidao	accep	105.89333
51.14942	PL	2017/04/11	Zgorzelec	building	15.00835
44.31771	IT	10 Dec 2017	Chiavari	good	9.32241
61.78491	RU	2016/04/05	Petrozavodsk	good	34.34691
42.50729	AD	01/31/2016, 00:00:00	les Escaldes	excellent	1.53414
51.65333	NL	06/09/2022, 00:00:00	Vught	maintenance	5.2875
34.85	CN	09/28/2016, 00:00:00	Taozhuang	excellent	117.33333
40.87329	IT	2019-06-25	Somma Vesuviana	accep	14.43865
40.5576	US	2014/01/15	Woodbridge	average	-74.28459
45.50369	IT	11/18/2014, 00:00:00	Montecchio Maggiore-Alte Ceccato	average	11.412
54.58048	PL	15 Jul 2020	Ustka	maintenance	16.86194
53.6052	DE	11 Jul 2019	Barmbek-Nord	average	10.03988
39.32011	US	27 Apr 2018	Rosedale	building	-76.51552
48.98333	FR	2013-10-21	Mitry-Mory	accep	2.61667
44.80477	FR	03 Mar 2018	Talence	maitennce	-0.59543
-44.39672	NZ	22 Sep 2013	Timaru	average	171.25364
44.43579	RO	2015-04-13	Sector 6	accep	26.01649
36.76639	DZ	2013-06-20	Boumerdas	good	3.47717
52.53048	DE	2020-11-02	Charlottenburg-Nord	accep	13.29371
51.84819	GB	12/29/2020, 00:00:00	Walton-on-the-Naze	excellent	1.26738
40.53123	IT	13 Sep 2015	Francavilla Fontana	average	17.58522
42.35843	US	10 Sep 2018	Boston	maintenance	-71.05977
46.1351	CA	2016-12-10	Sydney	accep	-60.1831
46.18396	CH	06/26/2013, 00:00:00	Onex	good	6.10237
49.68369	DE	2021-06-16	Bensheim	excellent	8.61839
19.8173	MX	11/22/2014, 00:00:00	Teziutlan	good	-97.35992
32.17629	PK	2020-12-30	Fazilpur	excellent	75.06583
38.96667	ES	2019-04-17	Gandia	good	-0.18333
-11.78333	AO	07 Dec 2015	Luena	excellent	19.91667
22.10194	IN	2022/07/11	Barbil	excellent	85.37752
60.2052	FI	01/10/2017, 00:00:00	Espoo	average	24.6522
7.50251	NG	2015-08-28	Igbara-Odo	building	5.06258
0.76755	CD	2016/10/16	Yangambi	good	24.43973
34.85	CN	2014/06/15	Taozhuang	good	117.33333
51.08468	DE	06/01/2016, 00:00:00	Burscheid	excellent	7.11393
38.68712	ES	2020/05/20	Puertollano	maintenance	-4.10734
39.09112	US	25 Feb 2020	Independence	maintenance	-94.41551
33.72255	US	2015/09/15	Palm Desert	building	-116.37697
48.35149	DE	2015/07/14	Hechingen	accep	8.96317
40.93121	US	25 May 2016	Yonkers	excellent	-73.89875
64.5635	RU	05 Jun 2018	Severodvinsk	excellent	39.8302
45.53929	US	2015/12/23	Troutdale	excellent	-122.38731
-6.8048	ID	2017-08-12	Kudus	maintenance	110.8405
45.49428	US	15 Jun 2019	Aloha	building	-122.86705
1.6561	MY	15 Jul 2020	Kulai	good	103.6032
51.08468	DE	2015-09-04	Burscheid	good	7.11393
45.9836	IT	2015-04-14	Cordenons	good	12.70038
27.55898	PK	16 Oct 2014	Larkana	excellent	68.21204
42.93369	US	03/05/2018, 00:00:00	Keene	excellent	-72.27814
36.65	JP	2014-09-20	Suzaka	excellent	138.31667
34.56861	CN	2019/05/15	Beidao	accep	105.89333
33.03699	US	04/04/2013, 00:00:00	Encinitas	building	-117.29198
35.8	JP	01 Dec 2016	Gero	good	137.23333
54.48147	RU	2021/07/23	Oktyabr’skiy	accep	53.47103
28.54944	US	2014/11/11	Clermont	accep	-81.77285
34.95303	US	2020-09-21	Santa Maria	maintenance	-120.43572
45.40008	CA	2014-06-21	Sainte-Catherine	good	-73.58248
46.32374	US	2022-02-19	Sunnyside	good	-120.00865
43.35071	RU	02/26/2013, 00:00:00	Gudermes	average	46.10925
37.1759	KR	12/11/2016, 00:00:00	T’aebaek	accep	128.9889
37.13548	ES	29 Apr 2015	Las Gabias	good	-3.67029
12.25282	IN	17 Aug 2019	Gingee	excellent	79.41727
41.27194	CN	29 Jun 2018	Liaoyang	average	123.17306
32.52515	US	06/20/2013, 00:00:00	Shreveport	excellent	-93.75018
53.19146	GB	06 Feb 2014	Winsford	maintenance	-2.52398
52.59319	DE	2015/01/07	Wittenau	average	13.32127
-14.66463	BR	2018-12-12	Nova Xavantina	average	-52.35558
54.48147	RU	12/07/2015, 00:00:00	Oktyabr’skiy	maintenance	53.47103
25.13915	IN	17 Oct 2012	Sheoganj	building	73.06784
18.18158	IN	2016/11/29	Osmanabad	good	76.03889
57.97472	RU	10/18/2014, 00:00:00	Valday	good	33.2525
35.50056	CN	2019-06-13	Pingyi	accep	117.63083
-17.83333	MG	01/24/2022, 00:00:00	Ambatondrazaka	good	48.41667
-1.26753	ID	07/27/2016, 00:00:00	Balikpapan	building	116.82887
33.95015	US	12/30/2015, 00:00:00	South Whittier	accep	-118.03917
18.00747	JM	2019/09/12	New Kingston	building	-76.78319
24.05979	IN	23 Sep 2020	Leteri	accep	77.40858
37.49073	ES	2022-09-14	Baza	accep	-2.77259
36.27462	DZ	2017/10/02	Bordj Zemoura	accep	4.85668
29.84576	US	04/16/2020, 00:00:00	Estelle	maintenance	-90.10674
40.87329	IT	2014/08/30	Somma Vesuviana	average	14.43865
36.46917	TN	2020/02/24	Beni Khiar	average	10.78222
45.53069	IT	2021-08-07	Gorgonzola	average	9.40531
-34.64167	AR	01/24/2021, 00:00:00	Chacabuco	excellent	-60.47389
-2.13404	EC	16 Apr 2016	Milagro	average	-79.59415
34.4833	JP	06/06/2021, 00:00:00	Toba	maintenance	136.84186
35.05266	US	02 Sep 2020	Fayetteville	excellent	-78.87836
40.66482	CN	22 May 2017	Yingkou	accep	122.22833
23.18	IN	2020/04/05	Aistala	good	88.58
-14.66463	BR	2020-07-18	Nova Xavantina	accep	-52.35558
59.80917	RU	08/26/2013, 00:00:00	Shushary	maintenance	30.38167
53.59782	RU	2018/11/14	Dyat’kovo	maintenance	34.33825
43.61058	FR	2015/04/11	Colomiers	good	1.33467
38.96372	US	06/17/2018, 00:00:00	Chillum	maintenance	-76.99081
22.88783	IN	21 Jul 2015	Jashpurnagar	average	84.13864
44.22639	RS	13 Oct 2014	Negotin	maintenance	22.53083
48.86667	FR	03/04/2014, 00:00:00	Marly-le-Roi	good	2.08333
35	JP	2014/08/03	Komono	maintenance	136.51667
47.98372	DE	2018-07-22	Memmingen	good	10.18527
2.41669	UG	05/26/2014, 00:00:00	Paidha	excellent	30.98551
35.89972	MT	2020-03-10	Valletta	excellent	14.51472
48.8449	SK	2013-02-12	Skalica	good	17.22635
7.50251	NG	05/20/2017, 00:00:00	Igbara-Odo	maintenance	5.06258
34.95303	US	08/01/2018, 00:00:00	Santa Maria	accep	-120.43572
24.05979	IN	31 Mar 2021	Leteri	building	77.40858
38.38479	ES	15 Oct 2012	Novelda	good	-0.76773
-22.57306	BR	06/02/2020, 00:00:00	Artur Nogueira	good	-47.1725
31.39547	IL	2012/11/17	Rahat	average	34.75699
50.80904	DE	04/30/2022, 00:00:00	Marburg an der Lahn	good	8.77069
10.7375	PH	2022/07/11	Talisay	good	122.9666
-28.81833	BR	2012-10-13	Soledade	building	-52.51028
52.68333	GB	2015-02-13	East Dereham	accep	0.93333
43.71032	FR	06/16/2013, 00:00:00	Dax	accep	-1.05366
39.32011	US	2018-03-09	Rosedale	average	-76.51552
-4.16694	BR	30 May 2018	Guaraciaba do Norte	maintenance	-40.7475
23.5654	TW	2020-10-21	Magong	good	119.58627
50.86079	PL	14 May 2022	Brzeg	good	17.4674
30.76468	PK	04/08/2015, 00:00:00	Kanganpur	excellent	74.12286
51.65	GB	2022-07-19	Barnet	maitennce	-0.2
35.25064	US	02/01/2022, 00:00:00	Searcy	excellent	-91.73625
40.67705	US	2021/01/29	Cypress Hills	accep	-73.89125
31.28092	IN	05/22/2021, 00:00:00	Patti	maintenance	74.85849
26.32293	IN	07/01/2020, 00:00:00	Barpeta	accep	91.00632
24.81757	IN	01 Dec 2017	Rafiganj	excellent	84.63445
50.88506	BE	02/26/2022, 00:00:00	Denderleeuw	average	4.07601
41.0051	US	2018-10-31	Scarsdale	maintenance	-73.78458
27.92333	CN	09/03/2018, 00:00:00	Pucheng	building	118.53333
40.67705	US	2015-08-21	Cypress Hills	accep	-73.89125
50.64336	DE	06/04/2020, 00:00:00	Bad Honnef	building	7.2278
48.28259	DE	31 Aug 2022	Ehingen	good	9.72749
51.08468	DE	2017/01/08	Burscheid	good	7.11393
41.14676	US	2020/07/11	New Canaan	maintenance	-73.49484
36	JP	07 Nov 2016	Okegawa	good	139.55722
42.55308	US	2013-08-04	Pleasant Prairie	accep	-87.93341
36.91023	US	04 May 2016	Watsonville	average	-121.75689
16.455	PH	08/18/2015, 00:00:00	La Trinidad	good	120.5875
57.14369	GB	21 Jan 2019	Aberdeen	accep	-2.09814
43.82634	JP	10/18/2018, 00:00:00	Motomachi	good	144.09638
-2.90055	EC	30 Nov 2017	Cuenca	average	-79.00453
48.46458	DE	10 Feb 2019	Pfullingen	accep	9.22796
26.44931	IN	10/11/2017, 00:00:00	Rangia	average	91.61356
41.09822	CN	04/09/2022, 00:00:00	Nanpiao	building	120.74792
0.51667	ID	2014/12/12	Pekanbaru	good	101.44167
51.62907	GB	2017/05/24	High Wycombe	excellent	-0.74934
51.42708	GB	2013/09/27	Lower Earley	building	-0.91979
11.15583	DJ	2017-10-25	'Ali Sabieh	maintenance	42.7125
43.1009	US	2015/04/24	Utica	accep	-75.23266
12.35275	PH	10 Jan 2022	San Jose	excellent	121.06761
-6.8	TZ	30 Nov 2016	Magomeni	accep	39.25
40.63316	US	2019-10-05	Port Richmond	maintenance	-74.13653
40.93121	US	2016-02-02	Yonkers	accep	-73.89875
35.06667	JP	06/05/2015, 00:00:00	Sasayama	building	135.21667
35.64889	CN	16 Dec 2017	Sishui	average	117.27583
