longitude	station	location	latitude	QoS	revision
-77.70066	Gates-North Gates	America/New_York	43.16547	building	2017-10-01
8.96317	Hechingen	Europe/Berlin	48.35149	good	2022/01/23
-63.90389	Porto Velho	America/Porto_Velho	-8.76194	average	05/18/2018, 00:00:00
125.51176	Dongfeng	Asia/Shanghai	42.64031	accep	04/21/2018, 00:00:00
73.06784	Sheoganj	Asia/Kolkata	25.13915	good	12 Aug 2013
-6.90656	Temara	Africa/Casablanca	33.92866	building	17 Oct 2014
120.74792	Nanpiao	Asia/Shanghai	41.09822	accep	2019/01/13
144.09638	Motomachi	Asia/Tokyo	43.82634	good	14 Aug 2020
33.72798	Zhukovka	Europe/Moscow	53.53395	accep	2018-08-21
103.65309	Roi Et	Asia/Bangkok	16.0567	good	16 Jul 2017
12.70038	Cordenons	Europe/Rome	45.9836	building	2018-06-11
37.56667	Likhobory	Europe/Moscow	55.85	good	21 Oct 2016
71.57118	Daud Khel	Asia/Karachi	32.87533	maintenance	2014/02/15
-93.11308	Tuxtla	America/Mexico_City	16.75973	good	23 Sep 2017
-94.91386	Acayucan	America/Mexico_City	17.94979	maintenance	2016/09/22
65.27258	Tavda	Asia/Yekaterinburg	58.04254	excellent	2015/01/15
74.3092	Rajaori	Asia/Kolkata	33.37526	good	2019/01/29
145.13643	Frankston South	Australia/Melbourne	-38.16604	building	09 Oct 2014
-1.64295	Segundo Ensanche	Europe/Madrid	42.8139	good	06 Jun 2019
-77.70066	Gates-North Gates	America/New_York	43.16547	accep	2015-01-08
-88.31476	Murray	America/Chicago	36.61033	building	28 Mar 2018
72.34424	Andijon	Asia/Tashkent	40.78206	maintenance	2016-03-12
-1.60452	Tudela	Europe/Madrid	42.06166	building	07/03/2019, 00:00:00
-72.47417	Villa del Rosario	America/Bogota	7.83389	excellent	05/19/2019, 00:00:00
10.18527	Memmingen	Europe/Berlin	47.98372	maintenance	2013-05-18
68.49143	Bhit Shah	Asia/Karachi	25.80565	average	2016/01/08
120.14278	Jiangyan	Asia/Shanghai	32.50611	average	2019-10-15
77.656	Pilkhua	Asia/Kolkata	28.71271	building	13 Apr 2013
99.95469	Damnoen Saduak	Asia/Bangkok	13.51825	accep	12/05/2017, 00:00:00
111.4834	Aykhal	Asia/Yakutsk	65.93381	good	2014-06-24
-71.23106	La Ligua	America/Santiago	-32.45242	accep	21 Oct 2015
3.20639	Mouscron	Europe/Brussels	50.74497	accep	2021/06/28
75.37991	Deoli	Asia/Kolkata	25.75728	accep	2015-09-25
-42.19667	Miracema	America/Sao_Paulo	-21.41222	building	2017/05/05
-76.99081	Chillum	America/New_York	38.96372	building	2014/08/01
68.21204	Larkana	Asia/Karachi	27.55898	building	2019/07/24
39.85331	Gavrilov-Yam	Europe/Moscow	57.30185	good	04/22/2014, 00:00:00
-82.4017	Boyeros	America/Havana	23.0072	average	2015-05-29
-94.74049	Longview	America/Chicago	32.5007	maintenance	13 Nov 2021
-94.91386	Acayucan	America/Mexico_City	17.94979	average	11/20/2020, 00:00:00
18.28333	Boo	Europe/Stockholm	59.33333	accep	30 Aug 2014
85.83334	Bhuban	Asia/Kolkata	20.88197	excellent	04 Nov 2020
4.08282	Beni Douala	Africa/Algiers	36.61954	building	07/07/2021, 00:00:00
4.21372	Temse	Europe/Brussels	51.12794	average	2020/07/02
68.75915	Khairpur Mir’s	Asia/Karachi	27.52948	average	2020-02-14
4.52529	Rixensart	Europe/Brussels	50.71229	accep	2015/06/24
85.4265	Yashkino	Asia/Novokuznetsk	55.8736	building	07 Aug 2013
38.94324	Yablonovskiy	Europe/Moscow	44.98901	maintenance	2015-02-19
-73.9625	Morningside Heights	America/New_York	40.81	excellent	2020/06/11
30.2049	Vitebsk	Europe/Minsk	55.1904	maintenance	01/28/2021, 00:00:00
6.61944	Hardenberg	Europe/Amsterdam	52.57583	excellent	27 Jun 2015
119.58627	Magong	Asia/Taipei	23.5654	maintenance	2014-03-07
4.69889	Gembloux	Europe/Brussels	50.56149	good	2014-08-30
-5.55835	Villaquilambre	Europe/Madrid	42.64685	building	2016/12/12
73.66633	Sojat	Asia/Kolkata	25.92493	average	2014-06-09
-121.75689	Watsonville	America/Los_Angeles	36.91023	good	2021-03-12
-121.74052	Davis	America/Los_Angeles	38.54491	excellent	12/29/2013, 00:00:00
29.47306	Beni	Africa/Lubumbashi	0.49113	maintenance	06/20/2016, 00:00:00
-42.19667	Miracema	America/Sao_Paulo	-21.41222	average	06/09/2016, 00:00:00
-37.65	Lagarto	America/Maceio	-10.91722	good	07/24/2015, 00:00:00
-83.48216	Canton	America/Detroit	42.30865	accep	2018-01-08
-100.88023	Salvatierra	America/Mexico_City	20.21322	average	10/02/2018, 00:00:00
7.2278	Bad Honnef	Europe/Berlin	50.64336	excellent	2015-01-09
141.95	Yamada	Asia/Tokyo	39.46667	accep	25 Oct 2015
1.6	Pamiers	Europe/Paris	43.11667	good	26 Dec 2013
15.16554	Kasangulu	Africa/Kinshasa	-4.5833	average	2020/11/02
-79.62098	Chilibre	America/Panama	9.15093	excellent	2016-03-23
118.9707	Majene	Asia/Makassar	-3.5403	good	24 Mar 2021
24.99798	Kamina	Africa/Lubumbashi	-8.73508	average	12/30/2013, 00:00:00
6.76111	Hoogezand	Europe/Amsterdam	53.16167	average	2013/03/07
-89.99038	Fairview Heights	America/Chicago	38.58894	average	2014/01/13
123.33471	Dipolog	Asia/Manila	8.56697	accep	09/26/2022, 00:00:00
-6.90656	Temara	Africa/Casablanca	33.92866	accep	2019-10-28
-88.64235	Iron River	America/Menominee	46.09273	average	2017/01/26
5.51978	Tongelre	Europe/Amsterdam	51.44889	average	15 Dec 2015
122.74754	Haicheng	Asia/Shanghai	40.85158	excellent	2020/06/13
-1.06667	Selby	Europe/London	53.78333	accep	2021-06-10
97.01124	Kyaikto	Asia/Yangon	17.30858	excellent	2013-10-29
-103.5687	Zacoalco de Torres	America/Mexico_City	20.22816	accep	2013/10/15
111.50861	Danjiangkou	Asia/Shanghai	32.54278	accep	23 Jan 2021
-81.79819	Lakewood	America/New_York	41.48199	average	06 Dec 2013
46.83187	Ataq	Asia/Aden	14.53767	good	05/14/2017, 00:00:00
-62.64102	Ciudad Guayana	America/Caracas	8.35122	maintenance	2021-01-15
-60.93173	Esperanza	America/Argentina/Cordoba	-31.4488	excellent	2013/03/14
0.75	Thetford	Europe/London	52.41667	good	01 Aug 2019
-65.71875	Tupiza	America/La_Paz	-21.44345	average	2015/06/23
8.2926	Kafanchan	Africa/Lagos	9.58126	average	2017-01-13
8.61839	Bensheim	Europe/Berlin	49.68369	good	18 Jul 2021
114.51667	Wacheng	Asia/Shanghai	33.78333	good	07 Jun 2013
53.47103	Oktyabr’skiy	Asia/Yekaterinburg	54.48147	excellent	01/06/2015, 00:00:00
130.94098	Hita	Asia/Tokyo	33.3213	excellent	08/24/2021, 00:00:00
146.05093	Griffith	Australia/Sydney	-34.28853	average	2015-09-08
4.52529	Rixensart	Europe/Brussels	50.71229	building	20 Mar 2013
105.89333	Beidao	Asia/Shanghai	34.56861	accep	2016/12/15
-99.32556	San Lorenzo Acopilco	America/Mexico_City	19.32889	good	07/07/2021, 00:00:00
122.22833	Yingkou	Asia/Shanghai	40.66482	good	10/09/2017, 00:00:00
11.37703	Gauting	Europe/Berlin	48.06919	accep	10/18/2021, 00:00:00
122.20488	Zhoushan	Asia/Shanghai	29.98869	maintenance	2018/12/22
-68.30472	Tinaquillo	America/Caracas	9.91861	building	2019-08-14
116.11768	Meizhou	Asia/Shanghai	24.28859	excellent	02/09/2021, 00:00:00
-115.98391	Pahrump	America/Los_Angeles	36.20829	good	04/12/2020, 00:00:00
24.14662	Tornio	Europe/Helsinki	65.84811	maintenance	2020/02/11
111.50861	Danjiangkou	Asia/Shanghai	32.54278	maintenance	20 Feb 2022
-104.83192	Aurora	America/Denver	39.72943	excellent	2020-04-22
-1.60452	Tudela	Europe/Madrid	42.06166	excellent	2017-07-23
88.58	Aistala	Asia/Kolkata	23.18	good	02/27/2020, 00:00:00
79.82979	Puducherry	Asia/Kolkata	11.93381	good	2017/06/19
151.08057	Eastwood	Australia/Sydney	-33.79176	excellent	2018-12-18
79.87116	Dehiwala-Mount Lavinia	Asia/Colombo	6.84019	good	04 Feb 2019
86.68363	Adra	Asia/Kolkata	23.49668	building	2019/06/14
-72.86843	East Haven	America/New_York	41.27621	excellent	2013/06/16
-37.65	Lagarto	America/Maceio	-10.91722	accep	2021-10-09
-79.59415	Milagro	America/Guayaquil	-2.13404	excellent	2021-09-24
0.47713	Strood	Europe/London	51.39323	average	2013-12-26
34.34691	Petrozavodsk	Europe/Moscow	61.78491	maintenance	03 Jul 2014
-77.96389	Martinsburg	America/New_York	39.45621	average	2021/08/12
75.96976	Gajendragarh	Asia/Kolkata	15.73628	excellent	13 Feb 2020
4.08282	Beni Douala	Africa/Algiers	36.61954	accep	2018-02-23
51.67462	Isfahan	Asia/Tehran	32.65246	excellent	2012-12-09
104.09701	Simpang	Asia/Jakarta	-1.26424	maintenance	17 Dec 2014
19.21437	Bijeljina	Europe/Sarajevo	44.75874	average	2018/10/19
42.85693	Patnos	Europe/Istanbul	39.22493	average	06 Feb 2014
-118.03917	South Whittier	America/Los_Angeles	33.95015	building	17 Sep 2021
26.97253	Krasyliv	Europe/Kiev	49.65186	good	2022/07/19
78.23456	Bachhraon	Asia/Kolkata	28.92694	good	05/17/2018, 00:00:00
-117.70755	Laguna Niguel	America/Los_Angeles	33.52253	excellent	05 Jul 2017
-79.59415	Milagro	America/Guayaquil	-2.13404	acceptable	2016-07-20
-1.47217	Chapletown	Europe/London	53.46506	average	2021/04/20
55.4504	Saint-Denis	Indian/Reunion	-20.88231	good	2020/10/10
-87.45476	Schererville	America/Chicago	41.47892	accep	2015-03-12
2.61667	Mitry-Mory	Europe/Paris	48.98333	building	2013-08-08
49.62251	Al Jubayl	Asia/Riyadh	27.0174	accep	03 Jun 2016
-82.35176	Sun City Center	America/New_York	27.71809	building	02/25/2016, 00:00:00
65.50917	Kyzylorda	Asia/Qyzylorda	44.85278	maintenance	07 Mar 2014
-88.3162	Crystal Lake	America/Chicago	42.24113	good	11/14/2018, 00:00:00
-74.15987	Nutley	America/New_York	40.82232	average	09 Aug 2015
-81.24441	Varadero	America/Havana	23.15678	good	2021-08-02
7.36027	Radevormwald	Europe/Berlin	51.20219	good	05 May 2020
-51.50361	Carlos Barbosa	America/Sao_Paulo	-29.2975	good	06 Mar 2021
104.64992	Kantharalak	Asia/Bangkok	14.64056	excellent	2022-04-15
150.60036	Nowra	Australia/Sydney	-34.88422	good	28 Jun 2020
-120.43572	Santa Maria	America/Los_Angeles	34.95303	average	11/05/2016, 00:00:00
1.6	Pamiers	Europe/Paris	43.11667	building	2013-06-30
101.96857	Gua Musang	Asia/Kuala_Lumpur	4.88441	excellent	2020/04/11
-73.0515	Waterbury	America/New_York	41.55815	maintenance	02/12/2015, 00:00:00
-81.38758	Palm Valley	America/New_York	30.17746	maintenance	2014/11/09
-48.29694	Viradouro	America/Sao_Paulo	-20.87306	maintenance	2016/05/02
69.01354	Vahdat	Asia/Dushanbe	38.55632	building	02 Feb 2017
-88.70464	Tupelo	America/Chicago	34.25807	average	06 May 2022
-4.21376	Rutherglen	Europe/London	55.82885	maitennce	30 Sep 2017
128.63083	Eisen	Asia/Seoul	36.82167	building	2022-08-09
-76.99081	Chillum	America/New_York	38.96372	average	02/09/2019, 00:00:00
120.5875	La Trinidad	Asia/Manila	16.455	good	2021-04-21
13.44275	Villabate	Europe/Rome	38.07789	good	27 Jan 2021
86.51499	Kenda	Asia/Kolkata	23.1959	good	06/22/2013, 00:00:00
83.36889	Gorakhpur	Asia/Kolkata	26.76628	building	2015-07-26
85.83636	Dalsingh Sarai	Asia/Kolkata	25.66795	maintenance	05/25/2022, 00:00:00
38.07083	Stupino	Europe/Moscow	54.90083	accep	2014-10-03
-119.48568	Kelowna	America/Vancouver	49.88307	accep	01 May 2015
104.1451	Yasothon	Asia/Bangkok	15.79408	building	06/11/2018, 00:00:00
-95.63079	Palestine	America/Chicago	31.76212	good	25 Oct 2015
127.08472	Nonsan	Asia/Seoul	36.20389	average	2020/01/10
129.96972	Karatsu	Asia/Tokyo	33.4425	average	2014-04-14
17.10558	Hudiksvall	Europe/Stockholm	61.72744	excellent	08/29/2016, 00:00:00
120.03308	Guli	Asia/Shanghai	28.88162	building	10/30/2018, 00:00:00
-1.08593	Southsea	Europe/London	50.79205	building	30 Aug 2017
51.0193	Shahre Jadide Andisheh	Asia/Tehran	35.6803	average	2012-11-16
28.19028	Narva	Europe/Tallinn	59.37722	maintenance	2018/02/19
6.76111	Hoogezand	Europe/Amsterdam	53.16167	maintenance	05 May 2018
59.6	Shalqar	Asia/Aqtobe	47.83333	average	08/25/2022, 00:00:00
117.81667	Zhoucun	Asia/Shanghai	36.81667	excellent	06/22/2014, 00:00:00
144.09638	Motomachi	Asia/Tokyo	43.82634	excellent	20 May 2015
-73.78458	Scarsdale	America/New_York	41.0051	good	2014-03-27
-7.32097	Custoias	Europe/Lisbon	41.1053	good	2017-11-09
-13.68778	Camayenne	Africa/Conakry	9.535	building	2017/07/06
39.85331	Gavrilov-Yam	Europe/Moscow	57.30185	average	2013/12/05
138.31667	Suzaka	Asia/Tokyo	36.65	excellent	2015-07-08
-84.13722	San Rafael	America/Costa_Rica	9.92787	accep	2016/10/24
-81.24441	Varadero	America/Havana	23.15678	excellent	01/16/2018, 00:00:00
88.18466	Diamond Harbour	Asia/Kolkata	22.19303	maintenance	22 Apr 2020
2.25	Saint-Omer	Europe/Paris	50.75	good	09/23/2016, 00:00:00
38.66667	Mvomero	Africa/Dar_es_Salaam	-6.25	excellent	27 Mar 2019
120.5875	La Trinidad	Asia/Manila	16.455	maintenance	12/21/2021, 00:00:00
-88.3162	Crystal Lake	America/Chicago	42.24113	accep	2013-05-03
7.11393	Burscheid	Europe/Berlin	51.08468	average	11/12/2016, 00:00:00
-82.42491	Port Huron	America/Detroit	42.97086	average	06/28/2014, 00:00:00
-86.19903	Jinotepe	America/Managua	11.84962	excellent	2019-02-25
77.54372	Periyakulam	Asia/Kolkata	10.12268	good	2021-12-25
135.31667	Iwade	Asia/Tokyo	34.25	excellent	24 Aug 2019
40.74357	Mardin	Europe/Istanbul	37.31309	accep	2016/08/29
126.665	Hongseong	Asia/Seoul	36.6009	accep	2019/09/13
29.00974	Mokopane	Africa/Johannesburg	-24.19436	maintenance	03/08/2022, 00:00:00
14.39024	Lanciano	Europe/Rome	42.22718	excellent	02 Jul 2020
77.656	Pilkhua	Asia/Kolkata	28.71271	excellent	2017/12/25
10.7	Tonga	Africa/Douala	4.96667	good	2012-12-15
31.4976	Juhaynah	Africa/Cairo	26.67319	accep	12/15/2017, 00:00:00
2.59753	Tchaourou	Africa/Porto-Novo	8.88649	average	28 Apr 2014
-37.93278	Rio Real	America/Bahia	-11.48472	good	04/17/2020, 00:00:00
75.06583	Fazilpur	Asia/Karachi	32.17629	acceptable	29 Dec 2017
-88.64235	Iron River	America/Menominee	46.09273	maintenance	2016/07/17
-156.47432	Kahului	Pacific/Honolulu	20.88953	good	2015-10-16
5.74861	Emmeloord	Europe/Amsterdam	52.71083	accep	09/14/2019, 00:00:00
32.86389	Roslavl’	Europe/Moscow	53.95278	excellent	09 Aug 2013
-0.36053	Bushey	Europe/London	51.64316	excellent	05/19/2020, 00:00:00
123.99333	Sorsogon	Asia/Manila	12.97389	good	06 Dec 2018
-72.86843	East Haven	America/New_York	41.27621	good	16 Apr 2014
-49.27306	Curitiba	America/Sao_Paulo	-25.42778	excellent	2012-10-30
104.09701	Simpang	Asia/Jakarta	-1.26424	average	2018-08-17
150.99292	Baulkham Hills	Australia/Sydney	-33.75881	good	2015-10-28
86.68363	Adra	Asia/Kolkata	23.49668	excellent	2021/05/02
39.25	Magomeni	Africa/Dar_es_Salaam	-6.8	average	10/31/2019, 00:00:00
-46.99583	Valinhos	America/Sao_Paulo	-22.97056	accep	12/07/2020, 00:00:00
-6.00137	Oulmes	Africa/Casablanca	33.42585	accep	2014-01-20
120.14278	Jiangyan	Asia/Shanghai	32.50611	building	04/30/2022, 00:00:00
4.63031	Arles	Europe/Paris	43.67681	good	2021-05-13
171.25364	Timaru	Pacific/Auckland	-44.39672	good	08/11/2014, 00:00:00
31.4976	Juhaynah	Africa/Cairo	26.67319	good	2016-11-14
72.68533	Kheda	Asia/Kolkata	22.75218	accep	15 Sep 2017
37.55	Arba Minch	Africa/Addis_Ababa	6.03333	building	2018/01/21
102.42587	Bua Yai	Asia/Bangkok	15.58552	excellent	17 Feb 2017
-89.10944	Ilopango	America/El_Salvador	13.70167	average	2021/11/21
-86.19903	Jinotepe	America/Managua	11.84962	good	04/01/2016, 00:00:00
41.00817	Silvan	Europe/Istanbul	38.13708	accep	12 Oct 2020
-72.09391	Thomazeau	America/Port-au-Prince	18.65297	good	05 Aug 2019
37.56667	Likhobory	Europe/Moscow	55.85	good	2019/03/26
-86.99666	Hueytown	America/Chicago	33.45122	average	2019/03/27
76.12647	Chamba	Asia/Kolkata	32.55531	building	12/05/2018, 00:00:00
10.58082	Msaken	Africa/Tunis	35.72917	building	2012-12-03
39.85331	Gavrilov-Yam	Europe/Moscow	57.30185	excellent	08 Jun 2013
-51.87389	Sarandi	America/Sao_Paulo	-23.44361	excellent	2016-03-01
100.48528	Bang Ban	Asia/Bangkok	14.37395	good	24 Apr 2016
-9.24671	Carnaxide	Europe/Lisbon	38.72706	average	02/21/2016, 00:00:00
-58.70072	Pontevedra	America/Argentina/Buenos_Aires	-34.74785	building	04/02/2013, 00:00:00
-73.86586	Beaconsfield	America/Toronto	45.43341	accep	2014-07-11
103.65309	Roi Et	Asia/Bangkok	16.0567	accep	2018/11/16
9.37082	Siliana	Africa/Tunis	36.08497	building	2016-03-17
16.43915	Split	Europe/Zagreb	43.50891	good	26 Sep 2015
4.74161	Ilesa	Africa/Lagos	7.62789	accep	01 Jan 2022
-38.79084	Tucano	America/Bahia	-10.95817	average	2012/10/12
6.61944	Hardenberg	Europe/Amsterdam	52.57583	excellent	07 Mar 2019
12.19458	Biu	Africa/Lagos	10.61285	accep	12/12/2016, 00:00:00
13.39954	Falconara Marittima	Europe/Rome	43.62558	maintenance	20 Aug 2018
139.07204	Fujioka	Asia/Tokyo	36.24624	excellent	06/17/2022, 00:00:00
102.3278	Kampung Ayer Molek	Asia/Kuala_Lumpur	2.2139	average	2014-11-15
-63.13414	Charlottetown	America/Halifax	46.23899	building	07/24/2014, 00:00:00
37.00438	Kidodi	Africa/Dar_es_Salaam	-7.60361	accep	06 Dec 2013
-121.75689	Watsonville	America/Los_Angeles	36.91023	average	2019/07/06
-50.19556	Iturama	America/Sao_Paulo	-19.72806	accep	2022/08/21
-79.00453	Cuenca	America/Guayaquil	-2.90055	excellent	2018-04-15
-59.13316	Tandil	America/Argentina/Buenos_Aires	-37.32167	accep	09/09/2017, 00:00:00
-87.93341	Pleasant Prairie	America/Chicago	42.55308	average	2020/01/26
13.39954	Falconara Marittima	Europe/Rome	43.62558	excellent	05/09/2016, 00:00:00
-2.98884	Leioa	Europe/Madrid	43.32686	good	2017-01-10
59.6	Shalqar	Asia/Aqtobe	47.83333	excellent	2021-03-29
138.89585	Annaka	Asia/Tokyo	36.33011	accep	03 Aug 2013
31.4976	Juhaynah	Africa/Cairo	26.67319	excellent	08 Dec 2019
120.89694	Baliuag	Asia/Manila	14.95472	average	11/10/2013, 00:00:00
-79.2663	Markham	America/Toronto	43.86682	average	2015-04-22
-77.55777	Bon Air	America/New_York	37.52487	accep	2015/03/15
4.08282	Beni Douala	Africa/Algiers	36.61954	average	2022-08-10
-75.60804	West Chester	America/New_York	39.96097	excellent	15 Nov 2016
-50.19556	Iturama	America/Sao_Paulo	-19.72806	average	12/15/2020, 00:00:00
98.50893	Myawadi	Asia/Yangon	16.68911	accep	26 Sep 2022
-91.11667	Chichicastenango	America/Guatemala	14.93333	accep	09/28/2018, 00:00:00
-52.20639	Altamira	America/Santarem	-3.20333	accep	2020/04/30
-88.81395	Jackson	America/Chicago	35.61452	excellent	08 Apr 2016
-82.32483	Gainesville	America/New_York	29.65163	excellent	2022/02/03
-82.00919	Jaruco	America/Havana	23.04419	maintenance	03/27/2017, 00:00:00
25.34244	Lutsk	Europe/Kiev	50.75932	accep	2017/05/08
-119.27337	Vernon	America/Vancouver	50.26729	maintenance	2019-10-11
-70.20749	Barinas	America/Caracas	8.62261	average	05/08/2021, 00:00:00
42.54536	Kismayo	Africa/Mogadishu	-0.35817	good	2020-07-26
-59.13316	Tandil	America/Argentina/Buenos_Aires	-37.32167	accep	2014/01/13
-48.29694	Viradouro	America/Sao_Paulo	-20.87306	building	09 Sep 2017
5.16108	Bar-le-Duc	Europe/Paris	48.77275	excellent	2014/08/16
-77.4286	Sterling	America/New_York	39.00622	good	03/10/2016, 00:00:00
14.39024	Lanciano	Europe/Rome	42.22718	excellent	16 May 2014
-62.64102	Ciudad Guayana	America/Caracas	8.35122	average	2016/11/25
-79.62098	Chilibre	America/Panama	9.15093	excellent	11/18/2013, 00:00:00
31.4976	Juhaynah	Africa/Cairo	26.67319	building	04/22/2017, 00:00:00
-84.13722	San Rafael	America/Costa_Rica	9.92787	good	2020-02-20
41.77921	Kobuleti	Asia/Tbilisi	41.82143	building	09/14/2018, 00:00:00
-2.52398	Winsford	Europe/London	53.19146	building	2017-10-11
-73.9614	El Copey	America/Bogota	10.15031	accep	23 Nov 2021
-48.52333	Soure	America/Belem	-0.71667	accep	02 Apr 2018
-86.99666	Hueytown	America/Chicago	33.45122	excellent	27 Mar 2014
2.25	Saint-Omer	Europe/Paris	50.75	accep	25 Oct 2014
-116.37697	Palm Desert	America/Los_Angeles	33.72255	maintenance	2021/06/08
-0.2	Barnet	Europe/London	51.65	accep	2022/04/18
15.16554	Kasangulu	Africa/Kinshasa	-4.5833	maintenance	2013-07-07
73.06784	Sheoganj	Asia/Kolkata	25.13915	building	2022-05-09
-2.52398	Winsford	Europe/London	53.19146	good	09/13/2019, 00:00:00
19.61222	Sremska Mitrovica	Europe/Belgrade	44.97639	excellent	2020-08-09
9.5926	Walsrode	Europe/Berlin	52.86147	excellent	2021-10-19
28.19028	Narva	Europe/Tallinn	59.37722	average	2021/03/07
137.4	Toyokawa	Asia/Tokyo	34.81667	building	05/14/2022, 00:00:00
-37.07167	Aracaju	America/Maceio	-10.91111	building	2019/05/04
-1.29772	Cowes	Europe/London	50.76306	building	2013-02-24
-3.67029	Las Gabias	Europe/Madrid	37.13548	excellent	10/23/2017, 00:00:00
-93.71133	West Des Moines	America/Chicago	41.57721	maintenance	10/06/2016, 00:00:00
-85.76942	Greenfield	America/Indiana/Indianapolis	39.78504	good	01/11/2015, 00:00:00
111.50861	Danjiangkou	Asia/Shanghai	32.54278	good	30 Jun 2019
120.89694	Baliuag	Asia/Manila	14.95472	excellent	2016/08/23
79.5286	Haldwani	Asia/Kolkata	29.22254	building	2018-03-11
-74.28459	Woodbridge	America/New_York	40.5576	accep	04/09/2014, 00:00:00
74.83554	Sirsi	Asia/Kolkata	14.62072	excellent	02/15/2019, 00:00:00
-81.38758	Palm Valley	America/New_York	30.17746	good	11/20/2018, 00:00:00
41.00817	Silvan	Europe/Istanbul	38.13708	good	2015/05/24
101.44167	Pekanbaru	Asia/Jakarta	0.51667	average	08 Feb 2016
8.62118	Novara	Europe/Rome	45.44694	excellent	18 Jul 2013
-85.76942	Greenfield	America/Indiana/Indianapolis	39.78504	average	06/27/2020, 00:00:00
36.36339	Nyahururu	Africa/Nairobi	0.03813	accep	06/28/2018, 00:00:00
-80.22588	North Lauderdale	America/New_York	26.2173	building	2020-10-17
57.3552	Kuvandyk	Asia/Yekaterinburg	51.4781	accep	2014/10/07
-1.32471	Newbury	Europe/London	51.40148	accep	2013/04/29
68.49143	Bhit Shah	Asia/Karachi	25.80565	average	2017-10-18
8.62118	Novara	Europe/Rome	45.44694	excellent	10/03/2021, 00:00:00
-74.13653	Port Richmond	America/New_York	40.63316	average	08 Nov 2018
10.18527	Memmingen	Europe/Berlin	47.98372	excellent	2015/04/08
11.32903	Weimar	Europe/Berlin	50.9803	good	01 Apr 2015
-47.53028	Santa Gertrudes	America/Sao_Paulo	-22.45667	accep	01/11/2015, 00:00:00
14.39024	Lanciano	Europe/Rome	42.22718	excellent	2017/02/24
34.11169	Busia	Africa/Nairobi	0.46005	accep	16 Jan 2016
86.59611	Saharsa	Asia/Kolkata	25.87498	excellent	2022-05-09
47.3799	Darreh Shahr	Asia/Tehran	33.14447	building	29 Dec 2015
83.97573	Sambalpur	Asia/Kolkata	21.46527	good	08 Apr 2014
33	Usagara	Africa/Dar_es_Salaam	-2.68333	accep	2015-04-25
68.49143	Bhit Shah	Asia/Karachi	25.80565	maintenance	14 Apr 2013
115.04814	Huangshi	Asia/Shanghai	30.24706	excellent	07/03/2018, 00:00:00
-82.00919	Jaruco	America/Havana	23.04419	good	09/15/2014, 00:00:00
-74.26419	Madrid	America/Bogota	4.73245	accep	2016-04-09
-74.13653	Port Richmond	America/New_York	40.63316	good	2022/01/22
-122.40433	Visitacion Valley	America/Los_Angeles	37.71715	accep	03 Feb 2016
17.10558	Hudiksvall	Europe/Stockholm	61.72744	good	05/30/2015, 00:00:00
-102.36764	Odessa	America/Chicago	31.84568	acceptable	2019/08/08
-41.88778	Itaperuna	America/Sao_Paulo	-21.205	maintenance	2021/01/30
47.1192	Buynaksk	Europe/Moscow	42.819	maintenance	08/02/2015, 00:00:00
-122.24064	Bothell West	America/Los_Angeles	47.80527	good	04 Jun 2018
-65.61427	Aguilares	America/Argentina/Tucuman	-27.4338	accep	2018-01-03
26.97253	Krasyliv	Europe/Kiev	49.65186	excellent	2015/04/27
-68.3	Ushuaia	America/Argentina/Ushuaia	-54.8	excellent	12/28/2020, 00:00:00
117.4831	Shaowu	Asia/Shanghai	27.34089	maintenance	2018-06-08
-87.66561	Lower West Side	America/Chicago	41.8542	good	2016-01-27
-119.48568	Kelowna	America/Vancouver	49.88307	maintenance	2019-06-13
81.54855	Jais	Asia/Kolkata	26.2649	accep	09/30/2019, 00:00:00
85.83636	Dalsingh Sarai	Asia/Kolkata	25.66795	excellent	2021/08/09
5.4584	Les Olives	Europe/Paris	43.32393	good	23 Dec 2019
10.58082	Msaken	Africa/Tunis	35.72917	building	2016/08/03
137.95378	Ina	Asia/Tokyo	35.82756	average	03/08/2014, 00:00:00
-52.51028	Soledade	America/Sao_Paulo	-28.81833	accep	09/15/2020, 00:00:00
43.38531	Baki	Africa/Mogadishu	9.89206	maintenance	2020-07-02
125.21972	Maliana	Asia/Dili	-8.99167	average	2018-09-20
85.4265	Yashkino	Asia/Novokuznetsk	55.8736	good	05 Oct 2017
135.31667	Iwade	Asia/Tokyo	34.25	accep	2019/07/10
120.57224	Burgos	Asia/Manila	15.72892	average	2015-03-08
-82.07842	Punta Gorda Isles	America/New_York	26.91756	maintenance	2020-07-16
-70.92866	Peabody	America/New_York	42.52787	accep	2018-07-31
-6.03731	San Juan de Aznalfarache	Europe/Madrid	37.35813	average	2016-07-31
-41.45861	Pedro II	America/Fortaleza	-4.42472	excellent	2020-08-15
114.68333	Heyuan	Asia/Shanghai	23.73333	building	2021/05/26
6.92917	Oldenzaal	Europe/Amsterdam	52.31333	maintenance	2019-04-08
171.25364	Timaru	Pacific/Auckland	-44.39672	excellent	2021-02-17
124.95278	Tupi	Asia/Manila	6.33444	average	09/13/2020, 00:00:00
100.48528	Bang Ban	Asia/Bangkok	14.37395	accep	15 Mar 2020
7.00417	Losser	Europe/Amsterdam	52.26083	maintenance	12/17/2013, 00:00:00
5.74861	Emmeloord	Europe/Amsterdam	52.71083	building	09 Sep 2016
