CO	CFCs	warning	Pb	C2H3NO5	PAHs	PM2.5	latitude	NH3	PRES	longitude	CH4	PM10	NOx	SO2	O3	H2CO	TEMP
5.59915	36.19811	0.00000	50.78236	1.04627	7.56576	8.04944	50.75932	6.83166	1112.16462	25.34244	7.53512	9.75419	6.64967	4.81979	10.32839	37.32934	23.15941
4.98442	46.75347	1.00000	52.79953	2.63345	7.12521	7.12267	65.84811	6.88214	1196.08918	24.14662	5.92712	10.72194	6.44171	7.50607	8.55556	44.99069	22.22407
7.37681	48.87919	0.00000	51.16207	0.31189	7.57573	8.12934	14.64056	3.64087	1196.29945	104.64992	6.61603	8.23071	7.88180	7.10856	11.67901	50.72955	18.68064
9.90602	67.71791	1.00000	47.67786	0.13939	6.59171	7.71166	54.39635	5.82921	1064.24794	24.04142	9.35735	6.23196	9.61358	8.84421	8.22933	49.81509	25.32101
8.63171	75.71754	0.00000	70.18690	0.43567	8.12004	6.16124	49.5099	8.91687	1081.15061	6.74549	7.28735	8.71707	9.16407	9.42761	8.08660	64.68243	3.50450
8.34028	58.75058	1.00000	57.24923	0.09192	6.39965	7.94154	42.819	4.20164	1149.98701	47.1192		6.77957	7.27992	11.16859	9.62002	47.67109	17.62645
4.82994	41.90316	1.00000	45.80096	0.87436	7.34120	7.58495	39.46667	7.06201	1133.68555	141.95	6.61569	9.57947	6.14744	7.45887	7.87070	41.89282	17.21301
7.53077	27.17867	1.00000	42.31958	0.42588	7.18921	7.35473	57.30185	7.71440	1129.38922	39.85331	8.24378	8.62989	5.97268	10.11377	9.12862	61.92833	30.05111
5.07916	20.60323	1.00000	39.12695	1.09858	7.84291	6.35755	34.95303	5.31147	1131.08859	-120.43572	7.84766	9.83105	6.45846	7.45701	9.30142	31.65183	10.55500
6.93318	40.76876	1.00000	49.71244	0.53521	7.59573	7.28077	14.62578	7.42725	1135.15598	121.12251	8.39597	8.94161	5.08572	9.42777	7.38873	78.67389	15.51896
7.49481	34.07773	0.00000	60.26208	0.16926	8.58045	6.76629	43.61058	4.23747	1164.63427	1.33467	8.86939	7.62994	8.52680	6.64357	11.26004	61.58408	20.05241
7.49315	41.60067	1.00000	59.85455	0.10968	5.93573	6.01526	46.18396	6.38356	1165.37560	6.10237	9.22830	5.03807	7.46629	3.43453	5.04935	43.26078	24.96413
3.23440	58.35729	1.00000	54.10879	2.28701	7.66470	7.08350	6.45407	5.28556	1116.95264	3.39467	8.14916	10.59208	6.86344	5.59015	9.57399	58.74578	10.78963
7.83728	59.65229	1.00000	51.21459	0.22037	8.13762	9.91982	32.54278	5.11810	1137.09021	111.50861	7.22464	7.56770	8.24468	10.82110	10.58302	27.19240	5.14482
4.95387	52.05047	0.00000	39.86317	0.12386	7.29038	7.12303	52.26083	6.52214	1053.65251	7.00417	7.08202	6.83839	8.14451	3.08989	10.00755	47.94094	3.04101
7.84019	30.29076	1.00000	67.03984	0.31776	7.67930	6.31100	34.14251	4.93994	1175.95909	-118.25508	10.27661	8.28588	6.53087	10.45469	8.92035	58.94317	-5.74594
5.78155	35.93497	1.00000	44.17502	1.28952	9.36785	7.53338	36.6009	5.76889	1070.70866	126.665	8.35425	9.98746	9.17242	8.57219	12.61169	46.48208	30.00828
9.40382	59.91510	0.00000	38.43520	1.70135	6.62898	7.52000	-32.45242	8.05362	1180.20522	-71.23106	7.46157	10.27185	7.88539	11.00697	8.76677	81.87731	13.09093
4.33567	70.50933	1.00000	45.90892	0.81221	6.80402	7.09535	-21.205	3.86339	1189.92800	-41.88778	8.15233	9.46865	6.73338	6.77428	8.78770	58.19525	2.55182
7.99002	39.68736	0.00000	50.87796	0.55978	8.02024	7.81951	36.81667	4.41604	1073.83647	117.81667	6.57360	9.08890	10.87642	6.82755	8.50507	47.14117	15.56819
9.45096	38.60719	0.00000	49.03908	0.62399	7.64309	7.00440	-7.54972	4.53325	1150.17739	110.71639	8.58599	9.18196	12.34544	8.30496	8.16311	83.04795	29.38017
6.11150	72.16913	1.00000	42.00388	0.31320	4.84513	6.57585	48.78232	7.84636	1165.15211	9.17702	8.45196	8.27866	6.49431	8.96913	8.33541	36.74917	6.98211
7.82812	47.42519	1.00000	50.69942	0.35410	8.00249	7.28746	19.04222	5.99375	1059.25892	-98.11889	9.68616	8.31420	7.39315	10.57329	10.44170	70.81033	4.16854
10.00288	57.19245	1.00000	31.68225	0.39692	8.34066	7.68070	11.12018	7.64770	1098.93345	76.11996	7.47812	8.70960	7.19617	5.69719	3.88873	56.49209	17.27431
9.08977	62.81962	0.00000	45.14952	0.54241	7.24036	9.16252	-33.88096	9.94037	1076.80824	151.07986	7.11027	9.04067	10.52786	9.50446	8.58052	57.99732	16.51635
9.99483	62.55126	0.00000	26.78371	1.75443	6.29116	8.20756	32.50611	8.08376	1145.33605	120.14278	8.57927	10.30321	8.23661	12.73260	8.90532	62.64641	16.99577
8.36990	24.62013	0.00000	35.57843	0.64608	6.77948	7.71141	16.0567	9.39131	1082.93068	103.65309	6.85471	9.19971	9.86302	8.47913	8.44179	53.85587	13.97047
6.74661	39.07246	0.00000	0.00000	1.26938	8.91669	7.64848	50.86079	8.35128	1079.09843	17.4674	6.38741	9.98308	9.20869	8.85666	6.53221	63.85451	2.28856
9.47776	57.58658	1.00000	53.25299	0.19074	8.10295	7.13972	51.62907	6.77393	1166.16230	-0.74934	8.22901	7.70578	6.34126	6.16891	4.39720	69.60923	17.45323
4.25223	30.89651	0.00000	38.84823	0.14964	7.63201	7.15629	33.92866	7.80066	1195.22601	-6.90656	8.50252	6.67788	10.33678	4.61061	6.74838	35.95490	29.73343
7.86931	53.83608	0.00000	56.00732	0.74674	7.93986	10.24683	9.82564	10.29031	1139.36858	78.25795	6.90039	9.35716	11.40106	8.45039	8.52215	43.88509	4.32012
6.95492	33.31333	1.00000	64.74345	0.77529	9.45168	8.59787	41.55815	6.39376	1119.92033	-73.0515	8.41709	9.41234	5.51630	9.29974	8.61392	40.27801	22.97139
8.54726	47.34408	0.00000	53.00290	0.39514	8.42694	6.95654	26.91756	1.64643	1117.43417	-82.07842	9.02268	8.65271	9.17684	7.96646	10.15908	56.39089	29.96792
8.63305	54.35222	1.00000	45.15268	0.11328	7.48615	8.86240	26.76628	5.53897	1068.22962	83.36889	8.16231	5.60471	9.74474	7.57788	7.95686	48.25044	19.81435
9.24908	55.03100	0.00000	40.47450	32.41457	8.16474	7.62701	1.6	7.97936	1169.46096	103.81667	6.40449	13.27879	8.00144	12.31772	7.27772	46.08540	20.40771
7.79969	45.40629	1.00000	62.41125	0.57329	9.65702	6.69915	8.88649	6.64489	1060.60643	2.59753	7.77930	9.17201	7.29623	10.45649	10.72098	69.57203	24.01329
11.18247	64.66216	1.00000	40.42911	2.25352	7.84751	7.59295	35.72917	9.98828	1162.42683	10.58082	7.15909	10.56975	8.42397	7.44778	4.44848	32.69368	-0.13021
7.77691	74.71497	1.00000	39.72199	0.46745	9.44381	9.67028	41.55947	7.67508	1097.04353	14.66737	8.41674	8.78033	5.87417	10.38268	8.71801	43.86290	28.90979
7.50721	33.85586	1.00000	53.34518	0.65081	7.11947	7.78250	40.60538	6.00017	1071.98373	-73.75513	7.60322	9.20381	6.78310	9.99676	10.35685	75.13578	8.64555
6.31445	45.94593	1.00000	65.49089	0.58187	7.40972	8.18003	27.34089	3.56826	1060.02885	117.4831	7.93697	9.08552	7.45944	8.93173	9.54076	42.94334	27.56019
8.23484	38.44331	0.00000	27.11182	1.40428	8.90304	5.45908	42.93369	6.01945	1119.21992	-72.27814	6.69760	10.07278	10.99749	7.85027	8.41416	62.99432	11.22370
8.39958	69.12769	0.00000	27.13425	1.91173	7.64624	6.70891	-34.28853	4.38952	1096.56452	146.05093	7.14353	10.39726	9.60337	9.01170	9.11816	63.52612	-6.67415
9.20600	44.10146	0.00000	41.44828	3.59091	8.84924	7.15123	17.94979	8.80712	1107.32974	-94.91386	8.04492	11.06236	8.78009	9.97141	8.10572	75.82583	18.04498
7.36481	51.22971	1.00000	53.18125	0.26710	7.99798	7.60025	45.99194	7.58045	1051.68567	29.41824	9.11461	8.18521	8.14279	10.40894	10.80443	57.88340	19.67453
10.34762	65.12150	0.00000	39.53099	0.50492	7.20152	8.86401	50.86079	9.76071	1090.36865	17.4674	8.88373	8.89605	9.49486	9.47372	9.76920	59.72594	4.37089
5.25413	62.38612	1.00000	36.27196	1.34104	8.06737	9.50230	-54.8	5.28691	1179.77256	-68.3	8.72188	10.06753	6.95049	7.64422	10.17547	42.99194	19.94174
5.71834	65.18087	1.00000	41.40519	0.40304	8.19275	7.42448	-6.8048	6.32127	1185.92342	110.8405	8.11921	8.65863	8.04377	8.60485	10.46405	52.90221	24.49264
6.37278	42.03617	1.00000	35.53314	1.71161	7.09582	7.96192	40.5576	4.89739	1074.23927	-74.28459	7.65636	10.29831	4.18411	8.27370	7.47073	39.99687	14.65428
5.19341	29.15934	0.00000	36.10665	0.17245	8.03219	8.29086	26.9423	6.87438	1152.10856	68.11759	6.52693	6.94549	8.69862	4.55819	9.32178	45.22991	31.71535
9.12546	62.27987	0.00000	32.18550	1.44706	6.12318	8.76933	9.92787	9.30937	1085.58823	-84.13722		10.09381	9.63618	9.78617	9.24011	51.83509	4.53676
12.01423	45.14827	0.00000	54.69988	0.79770	6.82724	8.30635	25.92127	10.73034	1100.34589	86.79271	7.21957	9.41710	10.60871	11.78476	12.28487	67.26025	19.79702
7.99339	40.89779	0.00000	46.20161	1.50278	7.02785	7.43840	24.28859	6.99453	1055.82127	116.11768	7.34802	10.17294	10.23619	6.20983	8.74038	56.77000	12.00741
8.85383	50.30210	0.00000	23.44810	3.86082	8.08576	5.65835	40.66482	9.44996	1159.83945	122.22833	8.57650	11.13245	10.95931	12.14447	9.97546	84.10813	2.29329
9.65531	49.14700	1.00000	61.78821	0.16041	8.08926	7.84714	34.81667	7.04181	1093.72863	137.4	5.23229	7.04221	7.77949	7.21322	6.08398	47.61399	11.26853
6.29904	66.25205	0.00000	37.21745	0.15709	8.47710	7.35482	59.37722	10.53169	1083.11417	28.19028	6.71568	6.31372	11.31384	3.36085	7.30144	35.80496	10.12662
6.89589	56.91640	1.00000	42.23676	0.28227	7.36639	9.38112	51.21187	8.87935	1070.17618	4.25633	6.20974	7.87898	6.21209	9.69043	9.07727	58.33151	17.61180
5.92241	34.33439	1.00000	44.56657	0.14350	7.54209	7.68945	40.87329	4.59180	1159.74478	14.43865	6.16478	7.14125	8.79230	7.08973	9.00639	65.72543	-7.47646
9.31339	63.37883	1.00000	60.40696	0.14707	5.87810	7.11530	35.72917	6.42903	1093.62970	10.58082	7.96128	6.62772	5.62602	8.10190	5.97950	52.43611	-1.82913
4.35008	58.54265	0.00000	58.33636	0.25607	8.59344	9.06972	40.93121	8.23038	1192.40533	-73.89875	10.13946	8.07398	9.60872	4.73134	5.33796	58.65860	4.02800
4.39659	40.80263	1.00000	58.63916	5.13656	7.74936	6.90818	40.2737	6.86732	1091.48650	-76.88442	8.08861	11.42013	6.50566	6.75796	9.34855	57.86872	21.48597
6.04563	34.30089	0.00000	44.50067	2.89897	8.97694	8.35210	38.55632	8.79870	1159.90785	69.01354	8.13008	10.81893	10.17772	5.53479	6.85499	57.80136	19.14200
10.41849	57.47857	1.00000	19.61505	0.26470	8.28959	7.83410	30.17746	7.33278	1148.82950	-81.38758	5.96438	8.33034	7.22354	6.71393	4.64960	39.69284	9.16372
6.86179	33.48388	0.00000	54.14119	0.46698	9.09360	7.21254	-25.42778	6.50443	1133.11073	-49.27306	7.58992	8.72274	9.66045	5.94719	9.49595	52.35515	14.20993
7.66046		1.00000	45.86194	0.08578	8.05860	7.47753	51.62907	5.39888	1079.53399	-0.74934	6.57857	4.16270	10.35606	6.68169	8.62031	55.52184	-0.45796
10.18123	67.14248	0.00000	70.75926	0.18438	7.34147	8.47534	4.96667	11.00689	1174.08287	10.7	9.11071	6.68205	11.49918	9.75387	11.84566	68.01399	17.62402
9.01245	46.15079	1.00000	38.63493	0.09293	9.52933	8.20901	19.64745	6.81781	1079.74332	-102.04897	6.42805	6.38331	10.54396	5.90727	6.85207	49.73532	8.56424
7.29047	57.42904	1.00000	61.16201	0.74420	7.86624	7.54358	34.08565	3.09611	1100.58097	74.80555	8.49940	9.34308	6.54881		9.19264	15.08235	10.41483
9.37217	34.84186	0.00000	44.90847	0.08694	7.79533	7.59729	50.8	10.41638	1109.11703	3.16667	9.00503	7.09671	10.85773	8.22008	10.01067	32.38461	17.30222
11.69912	43.02961	1.00000	54.60294	0.59022	7.54436	8.80595	45.39402	6.27244	1104.56829	9.29109	7.06172	8.99803	7.20610	12.44823	7.47809	60.81602	17.58541
4.42840	76.78320	1.00000	42.99099	2.13245	7.62429	7.78369	51.26	6.99966	1108.04897	-2.1875	7.14560	10.53241	4.86079	6.68320	7.04179	44.17551	23.47091
4.73359	58.05363	1.00000	41.43726	1.37478	7.92033	7.99453	23.73333	3.09024	1182.39632	114.68333	8.25232	10.05796	6.61587	7.04684	8.77545	66.54307	16.95147
6.51757	17.48794	1.00000	12.24090	0.40627	7.92108	7.87701	41.55947	3.95440	1161.24372	14.66737	7.54541	8.44036	5.44030	8.90340	7.33153	49.17218	21.53516
4.15599	61.67423	0.00000	32.85164	0.13590	7.12005	7.03265	51.168	5.76899	1060.60850	7.973	9.32278	6.29802	9.09003	5.68330	8.05228	73.63589	18.81588
9.35471	27.75189	1.00000	47.96665	0.22496	6.66850	7.06564	7.62789	6.86733	1199.75829	4.74161	8.75502	7.63620	10.01347	6.63407	6.19440	54.58898	23.67526
5.17332	59.35331	0.00000	28.05666	0.21763	8.12023	8.61010	48.35149	8.06601	1144.86811	8.96317	7.23999	7.81873	9.13801	4.68162	8.95700	56.92236	22.53206
9.87226	64.61827	1.00000	44.61188	0.14918	9.10866	7.67844	12.97389	7.02201	1182.88839	123.99333	8.17759	6.77007	10.24689	9.90894	8.93140	52.48775	12.68965
6.04627	8.41408	0.00000	52.43367	0.54589	7.52032	9.53094	40.93121	5.85207	1106.63956	-73.89875	7.23030	8.98808	9.28182	4.77485	8.15614	33.44967	4.33506
	36.54036	1.00000	90.68136	0.32384	9.53229	9.45086	14.37395	7.83825	1196.34597	100.48528	6.80133	8.02298	6.86996	10.93319	9.95332	61.51603	17.37917
8.47691	34.68238	0.00000	55.66340	0.18801	6.90055	6.35857	40.5576	7.88659	1178.33285	-74.28459	9.74371	6.76996	7.51518	7.07190	6.34856	46.82005	14.49282
7.78622	37.41480	0.00000	38.32864	0.28442	7.94491	7.01404	-27.50578	8.50892	1143.61361	153.10236	9.01752	8.22495	8.42823	7.00554	7.53799	43.03321	18.14823
9.99780	58.07246	0.00000	33.74162	0.48113	8.86415	4.97346	35.30889	11.61114	1088.60455	139.55028	9.26107	8.93715	12.14111	8.59782	8.27453	73.23208	12.41219
6.05477	27.13815	1.00000	40.34920	0.86905	7.52531	7.12982	42.24113	5.42967	1072.40654	-88.3162	8.25620	9.54252	7.97227	8.81272	10.32473	38.13241	12.69465
9.75190	51.35250	1.00000	47.59314	0.23823	9.74506	10.06062	43.1009	7.85576	1062.30347	-75.23266	6.62175	8.01329	4.68888	6.78933	4.06559	50.87881	35.19529
5.94060	34.36197	1.00000	41.66133	3.05400	7.86372	9.20051	-20.88231	5.74691	1161.21268	55.4504	8.61344	10.87965	6.85002	8.27918	10.24546	55.38250	33.15834
8.67818	28.94211	1.00000	64.88263	0.05100	8.35350	8.15625	14.46693	3.10437	1189.77410	75.92694	7.73853	4.29487	12.00082	6.76326	8.81474	43.74790	5.50705
7.49109	51.17536	0.00000	51.79854	0.71993	7.46573	7.25541	36.82167	7.71858	1133.27107	128.63083	6.82106	9.38071	7.89168	8.94590	8.71382	56.67895	25.07936
7.96112	41.29821	1.00000	44.52174	0.50292	8.38165	6.93280	33.72255	5.60041	1128.35733	-116.37697	7.08879	8.88894	4.49754	10.13398	7.63248	41.38884	9.87588
4.53799	68.02987	0.00000	70.25322	0.44452	7.73600	9.63957	-24.19436	9.38311	1177.62545	29.00974	6.27008	8.74246	8.48389	5.58735	8.54467	68.48940	3.09061
8.42518	46.04041	1.00000	30.38494	0.13983	8.61027	5.75883	30.5427	6.40984	1146.30510	-97.54667	8.00396	6.22375	9.45279	4.84662	5.83558	55.52166	2.46735
7.11140	67.20612	0.00000	70.26960	0.26859	8.57779	6.36203	-33.88096	8.37551	1162.59656	151.07986	7.80307	8.09070	9.43831	8.96308	8.06039	47.34129	5.01364
12.04632	27.17576	0.00000	32.88078	6.34527	8.37035	7.70500	53.63333	9.11148	1139.10513	9.85	8.22668	11.64022	7.78693	11.40473	8.56081	71.02463	18.69713
8.52027	57.80833	0.00000	59.26139	0.46386	9.11518	7.63371	25.13915	9.73243	1136.56252	73.06784	7.91062	8.74329	10.10226	8.46601	9.72372	44.59628	23.86720
3.76254	53.36708	0.00000	53.22846	0.30843	8.88970	9.20860	42.55308	8.18903	1081.59099	-87.93341	8.01091	7.98397	9.83452	6.29149	6.38400	76.28135	20.71467
8.39484	52.21562	1.00000	39.41050	0.10830	8.16465	7.15001	36.53333	5.71748	1157.93207	136.61667	6.10413	4.98354	12.09946	6.67991	8.74972	48.55808	16.79120
8.17304	60.92341	1.00000	53.27345	0.05193	7.93585	6.90537	44.35056	7.20350	1155.02037	142.45778	6.44300	5.25735	10.78099	5.56428	7.58405	66.16176	22.05479
8.71506	42.29080	0.00000	42.74025	2.13340	6.22290	7.75209	6.03333	4.99532	1054.37660	37.55	9.21372	10.52033	10.13909	6.69451	9.37049	44.66293	27.24504
7.56785	48.40703	1.00000	50.23356	0.65979	7.58594	8.53503	51.21187	4.88655	1143.05342	4.25633	7.64621	9.29120	7.22971	10.09689	10.43184	52.67538	7.51655
4.45399	51.73836	1.00000	45.49899	1.50793	6.37442	8.35705	50.26729	7.66605	1185.90618	-119.27337	7.26090	10.13500	6.16412	6.99156	8.47851	56.03317	14.74833
5.77822	50.06536	0.00000	49.55739	0.22559	9.33851	7.76541	41.1053	9.31592	1122.66533	-7.32097	9.53295	7.82131	9.46336	4.42622	9.31130	65.23691	7.85576
8.19908	55.45299	0.00000	74.90450	0.59235	8.45129	6.32643	50.76306	6.24828	1127.11872	-1.29772	9.26880	9.12908	10.14311	8.11796	9.80041	59.77077	-0.57342
9.50593	52.35977	1.00000	76.44898	0.41362	7.36073	6.37326	49.41029	8.55339	1062.31812	38.15035	7.98031	8.62019	6.26462	5.66959	3.70871	52.52673	28.77567
8.04131	55.01047	0.00000	18.08389	0.25305	7.18307	7.48636	41.14676	2.82765	1083.83722	-73.49484	6.59971	7.80495	9.21275	6.92752	10.81572	69.72294	20.08729
6.09256	41.52139	1.00000	45.14381	5.01128	8.80920	8.12830	42.06166	8.58723	1059.09183	-1.60452	9.67867	11.39957	8.44845	8.79724	12.37611	47.36176	25.12256
9.82252	22.25460	1.00000	39.41731	0.54168	8.87020	7.92137	25.80565	9.83596	1155.90517	68.49143	7.39686	9.02138	9.52381	6.31121	5.28025	52.75184	11.08104
5.70178	46.04145	1.00000	48.77016	1.93923	8.96614	8.84429	32.50611	6.06072	1097.80296	120.14278	8.07623	10.42247	6.08704	8.01454	9.13667	52.95258	14.13189
5.26964	30.19617	0.00000	29.15186	0.25774	7.70229	9.86689	35.95664	7.22733	1188.36312	36.7138	8.30256	7.92634	9.18923	5.15401	8.06683	36.69679	36.11994
3.84849	46.14024	1.00000	73.07347	14.06113	8.30599	8.87435	-24.19436	6.81216	1179.26743	29.00974	8.23236	12.44099	5.71744	5.86156	9.36372	75.12689	5.54958
9.41712	21.99730	0.00000	33.96144	0.43321	7.74330	8.61702	39.78504	3.21667	1094.05893	-85.76942	6.59607	8.80967	10.20656	7.78861	10.53163	36.15490	15.76958
5.83324	62.73024	1.00000	46.12318	1.11945	9.97908	7.02185	31.28092	7.14525	1108.55017	74.85849	8.12794	9.78758	7.80834	8.65607	10.24330	67.25360	20.29709
7.84880	39.28936	1.00000	60.96844	0.10376	8.10631	8.54150	42.52787	5.18232	1169.49014	-70.92866	8.71295	4.47823	11.71192	6.62663	8.86466	62.97564	27.42831
10.02456	43.69335	0.00000	48.25798	0.48486	8.34262	7.25215	40.66482	8.19650	1075.74556	122.22833	7.08776	8.84048	7.27775	9.35693	9.96353	57.34497	17.64539
10.54038	57.55107	0.00000	68.52734	1.68396	9.46641	8.50829	39.09112	9.89625	1130.01791	-94.41551	7.06657	10.26671	9.49846	9.87671	8.29568	60.25419	13.66196
9.45562	35.06748	1.00000	40.59998	0.15954	7.20511	7.16137	8.56697	6.81781	1173.55491	123.33471	7.89367	7.13555	10.65563	6.63679	6.73991	52.41715	20.17540
8.46830	57.00469	0.00000	36.96895	2.29753	7.40778	7.92238	10.15031	6.34939	1157.99140	-73.9614	7.98190	10.58511	6.20794	12.18926	10.05370	56.28769	9.50588
7.94131	68.66922	0.00000	33.84894	1.03069	8.38538	6.61293	-23.44361	9.06747	1154.67187	-51.87389	6.92208	9.70521	10.06911	9.67868	6.64783	36.90941	22.00438
7.12212	64.60393	1.00000	49.38437	1.90839	8.60516	7.63421	31.12406	6.92140	1066.39351	-97.90308	5.55545	10.39856	6.59307	9.53181	10.26513	43.11915	4.47328
4.99165	66.69744	1.00000	38.35668	0.48257	7.98425	7.56556	25.49043	7.33614	1092.75279	85.94001	5.87832	8.81827	6.86914	7.93625	7.79023	48.74327	15.79721
8.41583	53.71280	1.00000	62.00067	0.62225	8.03427	8.74919	48.90982	9.21815	1090.14848	2.45012	7.41126	9.06343	9.15434	7.32394	7.24861	38.71002	11.14324
9.72999	59.93940	0.00000	40.13572	0.08568	7.31386	7.65071	31.12406	8.37309	1063.65477	-97.90308	7.47935	6.75409	8.19933	9.94389	12.28605	52.49384	6.02904
9.20253	52.70845	0.00000	54.02009	0.60806	8.08922	9.76176	-36.9256	4.95296	1064.41024	-73.02841	7.81134	9.20704	10.46238	7.78200	9.59173	21.55193	19.38314
8.65462	58.33680	0.00000	48.57624	0.84429	6.89892	8.07957	37.73222	8.53769	1096.10681	115.70111	7.47733	9.46217	8.86724	10.33028	6.55351	42.54719	6.80585
6.90018	39.94779	1.00000	57.24678	0.19646	8.02293	6.67703	22.19303	6.03181	1059.11527	88.18466	11.27792	7.64474	6.42132	9.64500	8.51200	52.81647	13.55551
7.61315	16.10863	0.00000	49.77895	0.40233	6.90638	7.28501	36.6009	9.69822	1084.04585	126.665	8.44489	8.46655	9.27349	4.20422	4.46641	56.75646	18.70258
7.88765	51.59143	0.00000	53.28124	0.96876	9.30051	6.43803	25.87498	5.40869	1103.88038	86.59611	8.13102	9.64578	10.12222	7.85900	9.08621	55.33014	21.74230
8.09101	62.09520	0.00000	52.85980	0.89767	8.98766	6.47797	-22.45667	6.54841	1112.62032	-47.53028	8.72895	9.56161	6.01862	9.56836	9.43773	59.88987	30.94434
8.42289	21.22939	0.00000	41.36793	0.97713	8.63934	7.98877	60.02427	9.37152	1134.20839	30.28491	6.97404	9.69145	9.41149	7.91078	6.94541	60.93320	43.11459
7.83522	44.40297	0.00000	40.09513	0.26442	8.54270	7.25311	44.92801	8.31005	1194.92882	4.8951	6.01704	7.83641	8.79722	8.36416	8.34770	67.98294	17.62385
7.35025	35.20446	1.00000	48.70925	0.17977	7.44650	7.01069	31.96258	4.91554	1088.98072	73.97117	5.86694	7.10964	7.12075	10.23208	8.89495	73.27055	10.33224
5.37300	69.15209	0.00000	73.84598	0.12984	8.06795	7.57759	-38.65333	3.02306	1164.31175	178.00417	7.64998	6.94434	7.03285	7.27684	10.36663	66.84035	27.74621
4.91240	35.45307	1.00000	42.65499	7.12082	8.29894	8.04784	47.38093	6.07953	1178.07432	-122.23484	8.05516	11.75377	6.36390	6.97304	10.67000	66.03624	20.96798
7.73739	46.75349	1.00000	30.88461	0.22432	8.30738	7.80785	7.83389	7.14780	1154.74775	-72.47417	8.46640	7.88950	6.94180	10.60059	9.45347	58.75908	2.66363
6.01830	40.91865	0.00000	56.39967	0.43409	7.80185	6.42326	-38.65333	6.57322	1148.37072	178.00417	9.01238	8.86265	10.77436	6.14535	6.78216	33.19578	27.44596
5.31127	28.19434	0.00000	24.08652	1.24316	7.60188	7.45291	38.68712	8.68741	1061.95427	-4.10734	8.07047	9.92506	7.91097	4.08093	9.04827	44.41729	12.50114
9.95812	68.83406	1.00000	60.85838	0.50533	8.46934	6.86431	-2.13404	7.49595	1096.52418	-79.59415	8.30057	8.80359	6.41921	6.57561	3.97896	57.81570	5.38969
4.71540	34.31031	0.00000	49.00097	0.85185	7.50108	5.81129	50.09019	6.30186	1096.41086	8.4493	9.32214	9.51526	6.56267	5.75889	9.45226	39.36187	8.74217
5.86104	49.65964	0.00000	29.37715	0.14679	5.50219	5.72237	29.22254	6.32698	1060.22954	79.5286	7.57037	7.15361		5.24203	9.89525	50.37586	16.97370
10.49864	37.05118	1.00000	55.93979	0.28332	6.24173	9.54263	43.67681	5.71599	1182.34153	4.63031	9.39872	8.23609	6.05949	13.08205	9.03941	53.15253	14.79359
7.37235	48.42435	1.00000	51.76598	0.38247	8.30601	8.97806	21.59983	7.80597	1070.05978	71.21169	7.48465	8.57896	5.87823	9.98709	8.78381	53.42927	22.80066
7.36124	37.86702	1.00000	52.48006	0.16472	8.43561	5.49816	-19.32556	6.67788	1104.91580	-41.25528	7.94472	4.51024	9.86787	4.25772	6.95052	45.13330	11.82792
8.37515	43.15895	0.00000	49.16034	1.37383	8.48979	8.67909	-33.75881	6.65857	1084.38717	150.99292	7.51239	10.08332	10.98495	7.59826	8.78018	50.47880	14.70779
8.78273	28.97460	1.00000	43.59977	0.19568	6.98442	7.44884	-23.44361	11.68002	1050.49422	-51.87389	8.83084	7.47164	8.33688	4.99387	5.43543	22.47871	2.14130
6.43149	46.37749	0.00000	49.55777	0.41044	10.45888	8.15131	30.35028	7.60182	1102.99198	112.19028	5.47528	8.67468	10.07532	5.42398	8.59583	48.06164	29.86403
7.29921	65.20314	1.00000	41.80700	0.04797	7.79277	7.20867	53.0233	3.52973	1079.55361	-1.48119	7.14926	2.62926	12.88093	6.38167	10.22961	48.02975	18.10206
7.60646	39.55113	1.00000	53.36549	0.18934	6.46143	6.98832	39.09112	4.69650	1076.30370	-94.41551	8.66091	7.40491	6.22650	10.20808	8.66996	51.72295	7.09278
8.60160	46.56263	1.00000	46.51990	0.11989	7.09050	7.36752	20.88197	5.58262	1076.86842	85.83334	7.87763	5.58185	9.91139	5.13350	6.44334	39.27045	30.46778
5.18613	39.62784	0.00000	39.38807	1.22768	7.04363	8.41246	8.62261	7.64643	1161.58238	-70.20749	5.94784	9.94630	8.10187	7.58835	8.61370	14.67453	6.40517
8.20955	51.08475	1.00000	56.31730	0.12810	6.67387	8.16230	50.50301	8.90876	1195.28999	13.63617	7.78348	6.67308	3.34609	5.39817	3.86672	51.62778	20.35083
5.92978	39.10796	0.00000	40.27970	0.16864	7.26352	9.13002	24.81757	6.27437	1099.44106	84.63445	6.82233	7.17142	10.21006	5.99620	8.56268	42.04140	6.33232
6.75097	17.06912	1.00000	39.27065	1.03095	7.70571	8.22377	36.61954	6.67911	1161.00437	4.08282	7.74864	9.70207	6.52839	9.28395	9.45321	61.55439	3.93187
8.36303	55.59399	1.00000	44.91969		7.86816	8.72269	36.33011	6.75724	1161.16678	138.89585	10.19841	7.02129	7.60467	4.63813	4.48023	41.35185	17.38164
9.42908	33.95426	1.00000	11.43303	0.15025	7.75437	7.27499	36.20829	6.17613	1059.19782	-115.98391	7.62852	6.26730	11.80257	6.07517	7.34728	45.36154	19.07325
8.05759	47.40261	0.00000	32.69749	0.49590	6.97467	7.17070	55.82885	4.88352	1163.38814	-4.21376	9.13898	8.90007	9.64619	6.14531	10.10290	46.18092	10.88221
