longitude	location	station	latitude	revision	QoS
38.02486	Europe/Moscow	Malakhovka	55.64776	05/03/2013, 00:00:00	excellent
-42.29444	America/Fortaleza	Barras	-4.24444	26 Mar 2019	good
129.96972	Asia/Tokyo	Karatsu	33.4425	02/09/2016, 00:00:00	building
-80.66756	America/New_York	Belle Glade	26.68451	2016/09/16	good
126.28333	Asia/Shanghai	Shuangcheng	45.35	2013-05-02	accep
8.88104	Europe/Rome	Malnate	45.79377	07/24/2019, 00:00:00	good
102.56365	Asia/Phnom_Penh	Paoy Paet	13.65805	2020/12/15	excellent
168.31366	Pacific/Efate	Port-Vila	-17.73648	16 May 2016	average
35.7	Africa/Dar_es_Salaam	Iringa	-7.76667	10 May 2016	average
28.28489	Europe/Chisinau	Soroca	48.15659	09/19/2017, 00:00:00	good
146.05093	Australia/Sydney	Griffith	-34.28853	2018-11-07	excellent
-75.87877	America/Bogota	Andes	5.6561	2018/08/28	average
153.10236	Australia/Brisbane	Carindale	-27.50578	29 Jun 2018	excellent
-71.10077	America/Santo_Domingo	Santa Cruz de Barahona	18.20854	04/01/2013, 00:00:00	maintenance
-4.10734	Europe/Madrid	Puertollano	38.68712	09/30/2019, 00:00:00	maintenance
-96.67834	America/Chicago	Ada	34.77453	2018/08/10	accep
15.87735	Africa/Bangui	Carnot	4.94273	2015-05-04	average
27.18052	Europe/Istanbul	Bergama	39.12074	04 Aug 2020	average
115.04814	Asia/Shanghai	Huangshi	30.24706	09 Jul 2014	average
38.07083	Europe/Moscow	Stupino	54.90083	2013-07-11	building
76.56719	Asia/Kolkata	Aklera	24.41288	20 May 2021	building
-122.2608	America/Los_Angeles	American Canyon	38.17492	2013-10-28	good
4.52529	Europe/Brussels	Rixensart	50.71229	2016-06-03	maintenance
120.82747	Asia/Shanghai	Zhuangyuan	37.30553	2017/05/25	accep
8.62118	Europe/Rome	Novara	45.44694	31 Mar 2013	accep
-88.64235	America/Menominee	Iron River	46.09273	18 Jan 2017	good
-94.74049	America/Chicago	Longview	32.5007	2014/10/28	excellent
86.51499	Asia/Kolkata	Kenda	23.1959	29 Dec 2015	acceptable
-39.25	America/Bahia	Muritiba	-12.91667	17 Dec 2015	good
-8.2503	Europe/Lisbon	Albufeira	37.08819	24 Jul 2021	average
-122.86705	America/Los_Angeles	Aloha	45.49428	2022-03-02	building
139.55722	Asia/Tokyo	Okegawa	36	29 Aug 2015	good
12.38878	Europe/Rome	Perugia	43.1122	2014-12-31	maintenance
33.9162	Europe/Kiev	Hlukhiv	51.67822	29 May 2021	excellent
-81.77285	America/New_York	Clermont	28.54944	22 Dec 2016	excellent
77.70636	Asia/Kolkata	Meerut	28.98002	03/05/2015, 00:00:00	excellent
79.5286	Asia/Kolkata	Haldwani	29.22254	01/07/2013, 00:00:00	average
76.03889	Asia/Kolkata	Osmanabad	18.18158	12 May 2013	average
-71.29144	America/New_York	Middletown	41.54566	03/20/2014, 00:00:00	accep
-77.37331	America/New_York	Mechanicsville	37.60876	09 Jan 2022	accep
-82.46148	America/New_York	Lutz	28.15112	2016-07-12	building
-74.95472	America/Bogota	Puerto Colombia	10.98778	01 Apr 2013	average
37.38115	Europe/Moscow	Solntsevo	55.63711	09/30/2013, 00:00:00	average
15.00835	Europe/Warsaw	Zgorzelec	51.14942	2014-05-18	excellent
12.19458	Africa/Lagos	Biu	10.61285	2014/07/30	accep
136.51667	Asia/Tokyo	Komono	35	03/15/2021, 00:00:00	good
130.94098	Asia/Tokyo	Hita	33.3213	2013/11/19	average
114.51667	Asia/Shanghai	Wacheng	33.78333	2015-06-20	excellent
-95.30106	America/Chicago	Tyler	32.35126	12/12/2016, 00:00:00	excellent
-76.99081	America/New_York	Chillum	38.96372	19 Jan 2017	good
-85.43772	America/Costa_Rica	Liberia	10.63504	2014-07-15	acceptable
115.88782	Australia/Perth	Willetton	-32.05251	2019-06-26	good
34.4587	Africa/Blantyre	Salima	-13.7804	2013/07/16	good
89.20083	Asia/Krasnoyarsk	Sharypovo	55.54028	2022-01-09	good
-86.19903	America/Managua	Jinotepe	11.84962	2021/10/15	good
-82.35176	America/New_York	Sun City Center	27.71809	03/11/2020, 00:00:00	maintenance
-74.13653	America/New_York	Port Richmond	40.63316	01/05/2013, 00:00:00	average
-8.33147	Europe/Lisbon	Paredes	41.20485	10/11/2013, 00:00:00	excellent
73.85535	Asia/Kolkata	Pune	18.51957	2016/08/17	good
59.4839	Asia/Yekaterinburg	Kachkanar	58.7002	2022/09/19	maintenance
102.42587	Asia/Bangkok	Bua Yai	15.58552	01/15/2016, 00:00:00	excellent
-121.75689	America/Los_Angeles	Watsonville	36.91023	2013/11/19	accep
5.4584	Europe/Paris	Les Olives	43.32393	2016-03-24	building
-79.59415	America/Guayaquil	Milagro	-2.13404	2017/09/19	good
-87.70172	America/Chicago	Evergreen Park	41.72059	06/21/2021, 00:00:00	good
113.13148	Asia/Shanghai	Foshan	23.02677	08/24/2021, 00:00:00	accep
78.25795	Asia/Kolkata	Tiruppuvanam	9.82564	2014-11-17	average
32.6178	Europe/Kiev	Kherson	46.65581	04/26/2022, 00:00:00	average
77.70636	Asia/Kolkata	Meerut	28.98002	2022/02/25	maintenance
-73.99681	America/New_York	Dumont	40.94065	2019/09/05	excellent
-85.43772	America/Costa_Rica	Liberia	10.63504	20 Jul 2016	accep
146.05093	Australia/Sydney	Griffith	-34.28853	06/27/2015, 00:00:00	average
-8.33147	Europe/Lisbon	Paredes	41.20485	2016/09/01	excellent
120.56528	Asia/Manila	Pilar	14.66	2018/12/25	good
103.6032	Asia/Kuala_Lumpur	Kulai	1.6561	2020-10-09	average
75.96976	Asia/Kolkata	Gajendragarh	15.73628	03 Jun 2019	average
-2.98333	Europe/London	Poulton-le-Fylde	53.83333	03/02/2017, 00:00:00	excellent
114.68333	Asia/Shanghai	Heyuan	23.73333	2021-08-16	acceptable
112.19028	Asia/Shanghai	Jingzhou	30.35028	09/06/2016, 00:00:00	average
25.34244	Europe/Kiev	Lutsk	50.75932	2019-12-01	accep
98.19151	Asia/Yangon	Dawei	14.0823	12 Aug 2018	average
30.96755	Europe/Kiev	Zvenihorodka	49.07866	08/07/2020, 00:00:00	good
123.62494	Asia/Manila	Masbate	12.37169	2014-12-10	accep
8.63333	Europe/Berlin	Kirchlengern	52.2	15 Dec 2020	excellent
111.4834	Asia/Yakutsk	Aykhal	65.93381	2014-05-11	good
139.55722	Asia/Tokyo	Okegawa	36	24 Mar 2015	excellent
7.00417	Europe/Amsterdam	Losser	52.26083	06/26/2022, 00:00:00	good
-81.38758	America/New_York	Palm Valley	30.17746	2014-04-18	excellent
86.59509	Asia/Kolkata	Supaul	26.11527	2016-12-09	accep
-96.39774	America/Chicago	Brenham	30.16688	06/19/2017, 00:00:00	good
-38.94722	America/Bahia	Canavieiras	-15.675	2013/04/29	maintenance
-72.09391	America/Port-au-Prince	Thomazeau	18.65297	2012-10-25	excellent
71.52847	Asia/Karachi	Mianwali	32.57756	2021-01-29	excellent
15.07041	Europe/Rome	Catania	37.49223	2022-02-12	excellent
-81.24441	America/Havana	Varadero	23.15678	2013/05/21	maintenance
2.08333	Europe/Paris	Marly-le-Roi	48.86667	2021-06-02	accep
-93.263	America/Chicago	Columbia Heights	45.0408	2021/10/19	excellent
124.3697	Asia/Manila	Jagna	9.6531	2019-03-18	average
-0.36053	Europe/London	Bushey	51.64316	2018/10/23	average
38.94324	Europe/Moscow	Yablonovskiy	44.98901	17 Jul 2017	accep
127.08472	Asia/Seoul	Nonsan	36.20389	07/02/2022, 00:00:00	good
-86.58208	America/Managua	Somoto	13.48082	02/28/2020, 00:00:00	maintenance
9.00472	Africa/Douala	Idenao	4.2475	2020-03-24	accep
16.86194	Europe/Warsaw	Ustka	54.58048	10 May 2022	accep
11.412	Europe/Rome	Montecchio Maggiore-Alte Ceccato	45.50369	08/30/2021, 00:00:00	accep
55.4504	Indian/Reunion	Saint-Denis	-20.88231	2019/05/15	average
99.96667	Asia/Bangkok	Nakhon Si Thammarat	8.43333	2017-08-08	building
38.02486	Europe/Moscow	Malakhovka	55.64776	2016-01-11	accep
-116.37697	America/Los_Angeles	Palm Desert	33.72255	10/02/2012, 00:00:00	average
1.10687	Europe/Madrid	Reus	41.15612	2016/12/24	accep
0.47713	Europe/London	Strood	51.39323	2018-10-08	accep
-61.51889	America/Port_of_Spain	Port of Spain	10.66668	24 Sep 2019	accep
-3.52751	Europe/London	Exeter	50.7236	2019/06/03	building
77.656	Asia/Kolkata	Pilkhua	28.71271	2016/05/29	building
76.32756	Asia/Kolkata	Kalavoor	9.57046	2017-07-15	building
-117.29198	America/Los_Angeles	Encinitas	33.03699	2015/06/24	good
27.18052	Europe/Istanbul	Bergama	39.12074	2015/01/05	excellent
-72.86843	America/New_York	East Haven	41.27621	2019/08/05	excellent
40.17171	Europe/Moscow	Danilov	58.1908	2019/09/05	average
29.00974	Africa/Johannesburg	Mokopane	-24.19436	07/30/2014, 00:00:00	maintenance
33.9162	Europe/Kiev	Hlukhiv	51.67822	04 Jun 2016	average
99.89166	Asia/Bangkok	Thap Than	15.46063	2014-03-03	average
2.29026	Europe/Paris	Sceaux	48.77644	2013/01/10	accep
120.74221	Asia/Shanghai	Changshu City	31.64615	2019/01/08	building
-123.02621	America/Los_Angeles	Keizer	44.99012	2020/05/27	building
-93.71133	America/Chicago	West Des Moines	41.57721	2018/10/16	building
-73.75335	America/Toronto	Dorval	45.4473	2020/03/18	maintenance
5.2875	Europe/Amsterdam	Vught	51.65333	2017/11/12	accep
-1.325	Europe/Madrid	Jumilla	38.47917	2019-10-14	good
-50.00639	America/Sao_Paulo	Palmeira	-25.42944	12/02/2017, 00:00:00	accep
-115.98391	America/Los_Angeles	Pahrump	36.20829	2016/11/30	building
7.11393	Europe/Berlin	Burscheid	51.08468	2021/05/01	good
-89.64066	America/Chicago	Pekin	40.56754	01 Apr 2021	excellent
71.57737	Asia/Kolkata	Gariadhar	21.53889	2015/10/10	excellent
86.59509	Asia/Kolkata	Supaul	26.11527	11/02/2021, 00:00:00	good
48.26258	Asia/Tehran	Aleshtar	33.86419	2019-08-12	maintenance
17.80774	Europe/Rome	Mesagne	40.55851	2019/04/11	accep
-8.2194	Europe/Madrid	Ferrol	43.48961	2019/05/12	average
6.76111	Europe/Amsterdam	Hoogezand	53.16167	25 Oct 2021	excellent
29.00974	Africa/Johannesburg	Mokopane	-24.19436	04/20/2017, 00:00:00	excellent
-77.70066	America/New_York	Gates-North Gates	43.16547	2022-03-03	excellent
140.11667	Asia/Tokyo	Inawashiro	37.56667	09/12/2018, 00:00:00	excellent
4.52514	Africa/Lagos	Argungu	12.74482	2017/02/04	building
-80.22588	America/New_York	North Lauderdale	26.2173	25 Oct 2014	good
118.53333	Asia/Shanghai	Pucheng	27.92333	2014-09-12	average
65.93249	Asia/Kabul	Sar-e Pul	36.21544	07/05/2018, 00:00:00	good
4.92235	Africa/Lagos	Efon-Alaaye	7.65649	25 Sep 2013	average
125.51176	Asia/Shanghai	Dongfeng	42.64031	2016-08-06	good
16.50104	Europe/Rome	Bisceglie	41.24264	04/16/2016, 00:00:00	maintenance
68.49143	Asia/Karachi	Bhit Shah	25.80565	05/18/2017, 00:00:00	good
109.22921	Asia/Shanghai	Yanliang	34.65918	26 Dec 2021	good
86.59509	Asia/Kolkata	Supaul	26.11527	2013-09-25	accep
30.2049	Europe/Minsk	Vitebsk	55.1904	07/18/2014, 00:00:00	average
77.54372	Asia/Kolkata	Periyakulam	10.12268	2017/02/03	average
120.97844	Asia/Manila	Guyong	14.8361	03/13/2020, 00:00:00	accep
86.51499	Asia/Kolkata	Kenda	23.1959	05/13/2015, 00:00:00	average
42.85693	Europe/Istanbul	Patnos	39.22493	2018/07/12	building
9.15013	Africa/Niamey	Mirriah	13.70727	09/23/2018, 00:00:00	accep
-79.62098	America/Panama	Chilibre	9.15093	22 Jun 2017	accep
105.75635	Asia/Ho_Chi_Minh	Sa Dec	10.29085	09/17/2014, 00:00:00	maintenance
56.36091	Asia/Yekaterinburg	Saraktash	51.78771	2015-04-12	excellent
13.29371	Europe/Berlin	Charlottenburg-Nord	52.53048	11/10/2014, 00:00:00	acceptable
-2.1875	Europe/London	Westbury	51.26	08 Sep 2022	building
38.16694	Europe/Moscow	Kashira	54.84444	05/06/2021, 00:00:00	average
77.5609	Asia/Kolkata	Kangayam	11.00599	26 Apr 2016	acceptable
-95.44744	America/Chicago	Fresno	29.53885	26 Jul 2015	excellent
129.96972	Asia/Tokyo	Karatsu	33.4425	2015-01-01	average
137.23333	Asia/Tokyo	Gero	35.8	31 Jan 2018	good
91.61356	Asia/Kolkata	Rangia	26.44931	2022/08/25	good
-0.76667	Europe/London	Gainsborough	53.38333	04/24/2018, 00:00:00	excellent
145.06667	Australia/Melbourne	Carnegie	-37.88333	2022/06/01	average
91.84128	Asia/Dhaka	Manikchari	22.83957	2019/08/29	excellent
-81.56929	America/New_York	Collinwood	41.55838	2020-05-16	excellent
123.50266	Asia/Shanghai	Hushitai	41.94175	2017/01/27	good
-122.39168	America/Los_Angeles	Redding	40.58654	10/01/2021, 00:00:00	excellent
5.16108	Europe/Paris	Bar-le-Duc	48.77275	02 Jul 2021	accep
9.37082	Africa/Tunis	Siliana	36.08497	2015-11-30	good
107.60627	Asia/Irkutsk	Ulan-Ude	51.82721	2021-01-14	excellent
-93.263	America/Chicago	Columbia Heights	45.0408	2015-01-08	maintenance
-39.25	America/Bahia	Muritiba	-12.91667	01 Jul 2020	good
-52.67056	America/Sao_Paulo	Pato Branco	-26.22861	11/28/2018, 00:00:00	good
-0.36053	Europe/London	Bushey	51.64316	07/05/2014, 00:00:00	excellent
24.95034	Europe/Helsinki	Kallio	60.18427	2015-01-18	good
-122.86705	America/Los_Angeles	Aloha	45.49428	28 Jul 2016	accep
6.10237	Europe/Zurich	Onex	46.18396	2018/02/05	building
-73.47429	America/New_York	Massapequa	40.68066	08/18/2019, 00:00:00	accep
3.50309	Africa/Algiers	Messaad	34.15429	30 Aug 2018	maintenance
38.66667	Africa/Dar_es_Salaam	Mvomero	-6.25	2017/10/05	good
31.3237	Europe/Minsk	Dobrush	52.4089	2021/05/10	average
1.00288	Europe/Paris	Elbeuf	49.28669	11 Feb 2013	building
123.17306	Asia/Shanghai	Liaoyang	41.27194	18 Oct 2016	accep
-56.52361	America/Montevideo	Durazno	-33.38056	2018/08/05	maintenance
-41.88778	America/Sao_Paulo	Itaperuna	-21.205	2020/04/07	excellent
40.17171	Europe/Moscow	Danilov	58.1908	2021-12-18	accep
114.33333	Asia/Jakarta	Muncar	-8.43333	05/07/2016, 00:00:00	accep
69.67639	Asia/Tashkent	Parkent	41.29444	02 Mar 2020	maintenance
-98.1664	America/Mexico_City	Contla	19.32932	2020-11-03	good
-88.81395	America/Chicago	Jackson	35.61452	2014/06/17	excellent
116.10146	Asia/Kuching	Donggongon	5.90702	2020/10/25	excellent
-73.47429	America/New_York	Massapequa	40.68066	2013/02/09	accep
38.07083	Europe/Moscow	Stupino	54.90083	2018-11-09	good
9.72749	Europe/Berlin	Ehingen	48.28259	24 Jun 2018	excellent
9.00472	Africa/Douala	Idenao	4.2475	2018/09/05	excellent
-87.65644	America/Chicago	New City	41.80753	2017/06/14	good
13.39954	Europe/Rome	Falconara Marittima	43.62558	09/19/2013, 00:00:00	good
-4.83076	Europe/Madrid	Talavera de la Reina	39.96348	03 Feb 2014	good
44.53333	Indian/Antananarivo	Sakaraha	-22.9	27 Feb 2020	good
13.57661	Europe/Rome	Agrigento	37.31065	03/09/2021, 00:00:00	excellent
-120.00865	America/Los_Angeles	Sunnyside	46.32374	2012/10/25	excellent
136.13108	Asia/Tokyo	Ueno-ebisumachi	34.75856	10/01/2013, 00:00:00	maintenance
-86.77917	America/Chicago	Brentwood Estates	36.02506	2012/10/10	building
116.82887	Asia/Makassar	Balikpapan	-1.26753	2016-05-03	accep
-113.3187	America/Edmonton	Sherwood Park	53.51684	15 Nov 2013	accep
76.03889	Asia/Kolkata	Osmanabad	18.18158	2020-04-17	excellent
11.412	Europe/Rome	Montecchio Maggiore-Alte Ceccato	45.50369	2021/12/13	accep
29.47306	Africa/Lubumbashi	Beni	0.49113	2014/09/22	good
-81.23621	America/New_York	Lexington	33.98154	11/19/2015, 00:00:00	good
-74.26419	America/Bogota	Madrid	4.73245	2021-09-11	acceptable
46.10925	Europe/Moscow	Gudermes	43.35071	08/03/2020, 00:00:00	good
10.18003	Africa/Tripoli	Ghat	24.96334	2022/01/26	accep
-0.33525	Europe/London	Kingston upon Hull	53.7446	2016/08/18	building
77.5609	Asia/Kolkata	Kangayam	11.00599	2016-11-25	building
111.73861	Asia/Shanghai	Changzhi	35.20889	2021/04/12	accep
-76.78319	America/Jamaica	New Kingston	18.00747	07/02/2018, 00:00:00	maintenance
-84.20299	America/New_York	Lebanon	39.43534	06 Sep 2014	accep
34.3869	Africa/Khartoum	Ar Ruseris	11.8659	2013-04-22	excellent
12.38878	Europe/Rome	Perugia	43.1122	2020/08/06	average
11.18709	Europe/Berlin	Neuburg an der Donau	48.73218	2015/07/20	good
76.0586	Asia/Kolkata	Hungund	16.06213	2018/10/08	excellent
18.28333	Europe/Stockholm	Boo	59.33333	2017-08-10	good
117.65694	Asia/Shanghai	Laiwu	36.19278	23 Sep 2019	good
122.8637	Asia/Manila	Santa Catalina	9.3337	2013-03-18	excellent
9.29109	Europe/Rome	San Giuliano Milanese	45.39402	2022/01/13	accep
-8.2194	Europe/Madrid	Ferrol	43.48961	2021/11/19	building
23.225	Europe/Sofia	Montana	43.4125	2021/06/22	good
-76.43941	America/New_York	Middle River	39.33427	01/21/2022, 00:00:00	building
105.75635	Asia/Ho_Chi_Minh	Sa Dec	10.29085	2020/02/09	good
19.91667	Africa/Luanda	Luena	-11.78333	19 Oct 2014	good
-74.95472	America/Bogota	Puerto Colombia	10.98778	2014-03-21	average
10.30215	Europe/Berlin	Bad Segeberg	53.94313	2021/04/26	good
8.77069	Europe/Berlin	Marburg an der Lahn	50.80904	2014/06/29	good
-41.88778	America/Sao_Paulo	Itaperuna	-21.205	2020/04/02	average
-93.11308	America/Mexico_City	Tuxtla	16.75973	18 Jul 2019	maintenance
-71.08977	America/New_York	Taunton	41.9001	2017-02-24	average
15.28318	Africa/Brazzaville	Brazzaville	-4.26613	2016/01/11	accep
-60.1831	America/Glace_Bay	Sydney	46.1351	2020-05-31	accep
138.89585	Asia/Tokyo	Annaka	36.33011	2014/09/01	average
117.55417	Asia/Shanghai	Zaozhuang	34.86472	24 Dec 2017	maintenance
4.91667	Europe/Paris	Bron	45.73333	2019/05/22	maitennce
7.02238	Europe/Berlin	Gronau	52.21099	2017-12-28	good
110.8405	Asia/Jakarta	Kudus	-6.8048	2014/07/09	maintenance
-41.45861	America/Fortaleza	Pedro II	-4.42472	05 Mar 2018	excellent
-81.77285	America/New_York	Clermont	28.54944	2017/01/01	maintenance
-156.47432	Pacific/Honolulu	Kahului	20.88953	02/20/2014, 00:00:00	average
-58.70072	America/Argentina/Buenos_Aires	Pontevedra	-34.74785	2013-08-18	accep
-77.96389	America/New_York	Martinsburg	39.45621	09 Oct 2018	building
68.75915	Asia/Karachi	Khairpur Mir’s	27.52948	2014/01/25	good
-15.58602	Atlantic/Canary	Maspalomas	27.76056	11/23/2016, 00:00:00	good
31.4976	Africa/Cairo	Juhaynah	26.67319	05/01/2013, 00:00:00	excellent
-74.07764	America/New_York	Jersey City	40.72816	11 Sep 2019	good
35.7	Africa/Dar_es_Salaam	Iringa	-7.76667	05 Jan 2013	average
74.80555	Asia/Kolkata	Srinagar	34.08565	2016/10/05	maintenance
-73.81669	America/Toronto	Pointe-Claire	45.44868	03/22/2020, 00:00:00	maintenance
85.83636	Asia/Kolkata	Dalsingh Sarai	25.66795	2021/06/21	building
120.82747	Asia/Shanghai	Zhuangyuan	37.30553	2019/09/04	excellent
73.85535	Asia/Kolkata	Pune	18.51957	28 Nov 2012	good
-42.98194	America/Sao_Paulo	Guapimirim	-22.53722	18 Oct 2014	good
77.9129	Asia/Kolkata	Narwar	25.6439	04 May 2014	average
139.6853	Asia/Tokyo	Shimotoda	35.815	28 Jul 2016	building
116.82887	Asia/Makassar	Balikpapan	-1.26753	2021-03-16	average
78.95693	Asia/Kolkata	Kashipur	29.21399	2017-06-03	good
34.86563	Asia/Jerusalem	Ramla	31.92923	2016-04-21	excellent
-84.67837	America/New_York	Acworth	34.06635	14 Aug 2016	excellent
4.74161	Africa/Lagos	Ilesa	7.62789	2020/01/16	average
-93.71133	America/Chicago	West Des Moines	41.57721	11/29/2012, 00:00:00	excellent
79.87116	Asia/Colombo	Dehiwala-Mount Lavinia	6.84019	2013/02/02	average
106.92667	Asia/Jakarta	Sukabumi	-6.91806	2022-02-24	maintenance
-8.33147	Europe/Lisbon	Paredes	41.20485	11/14/2020, 00:00:00	accep
103.65309	Asia/Bangkok	Roi Et	16.0567	15 Sep 2014	maintenance
142.45778	Asia/Tokyo	Nayoro	44.35056	2016/09/25	good
-120.43572	America/Los_Angeles	Santa Maria	34.95303	2022/04/20	excellent
-52.20639	America/Santarem	Altamira	-3.20333	01/20/2019, 00:00:00	excellent
-117.14392	America/Los_Angeles	Mira Mesa	32.9156	2013-03-18	maintenance
53.47103	Asia/Yekaterinburg	Oktyabr’skiy	54.48147	26 Sep 2020	excellent
34.33825	Europe/Moscow	Dyat’kovo	53.59782	10/27/2014, 00:00:00	good
14.51472	Europe/Malta	Valletta	35.89972	03/17/2013, 00:00:00	building
-82.32483	America/New_York	Gainesville	29.65163	01/24/2017, 00:00:00	average
-81.38758	America/New_York	Palm Valley	30.17746	24 May 2013	excellent
116.11768	Asia/Shanghai	Meizhou	24.28859	13 Jul 2022	building
-63.13414	America/Halifax	Charlottetown	46.23899	2014-03-01	building
106.85417	Asia/Jakarta	Cibinong	-6.48167	09/08/2015, 00:00:00	maintenance
68.21204	Asia/Karachi	Larkana	27.55898	2022/08/21	average
-73.02841	America/Santiago	Chiguayante	-36.9256	2018-03-01	average
-76.70944	America/Lima	Chosica	-11.94306	08 Oct 2020	average
-41.45861	America/Fortaleza	Pedro II	-4.42472	2015-07-09	average
-73.81669	America/Toronto	Pointe-Claire	45.44868	02 Jun 2015	average
14.51472	Europe/Malta	Valletta	35.89972	01/23/2015, 00:00:00	building
-98.11889	America/Mexico_City	Casa Blanca	19.04222	2014-03-05	good
4.25633	Europe/Brussels	Beveren	51.21187	2021-10-21	maintenance
29.47306	Africa/Lubumbashi	Beni	0.49113	2017-07-15	maintenance
1.33467	Europe/Paris	Colomiers	43.61058	11/23/2020, 00:00:00	average
1.6	Europe/Paris	Pamiers	43.11667	2017/04/14	excellent
4.7934	Europe/Paris	Saint-Genis-Laval	45.69558	04/26/2021, 00:00:00	average
-101.2591	America/Mexico_City	Guanajuato	21.01858	2022/04/02	average
-75.64963	America/New_York	Pottstown	40.24537	2022/07/03	building
0.93333	Europe/London	East Dereham	52.68333	02/10/2015, 00:00:00	excellent
21.32778	Europe/Skopje	Saraj	42	2022-05-19	accep
2.31889	Africa/Algiers	Ksar Chellala	35.21222	2022/08/13	excellent
37.55	Africa/Addis_Ababa	Arba Minch	6.03333	12/11/2016, 00:00:00	building
84.13864	Asia/Kolkata	Jashpurnagar	22.88783	2017/03/19	good
2.31889	Africa/Algiers	Ksar Chellala	35.21222	2020/11/16	maintenance
128.9889	Asia/Seoul	T’aebaek	37.1759	26 Nov 2012	good
-52.2	America/Sao_Paulo	Marau	-28.44917	2019/11/22	good
0.30367	Europe/London	Hartley	51.38673	2021/02/21	accep
99.96667	Asia/Bangkok	Nakhon Si Thammarat	8.43333	29 Jun 2018	accep
-2.12139	Europe/London	Brierley Hill	52.48173	2017/11/25	building
34.11169	Africa/Nairobi	Busia	0.46005	2022/07/11	excellent
-52.35558	America/Cuiaba	Nova Xavantina	-14.66463	06/03/2017, 00:00:00	good
30.96755	Europe/Kiev	Zvenihorodka	49.07866	09/20/2013, 00:00:00	accep
2.12213	Europe/Paris	Le Chesnay	48.8222	2018/06/12	excellent
14.01481	Europe/Rome	Roseto degli Abruzzi	42.67164	04/03/2022, 00:00:00	good
-0.33525	Europe/London	Kingston upon Hull	53.7446	10/18/2021, 00:00:00	average
-8.33147	Europe/Lisbon	Paredes	41.20485	25 Jan 2016	excellent
-84.23381	America/New_York	Stockbridge	33.54428	2015-02-26	average
5.4384	Europe/Paris	Marseille 11	43.2907	2013-08-26	excellent
9.0027	Africa/Lagos	Gaya	11.86064	10/28/2019, 00:00:00	accep
4.8951	Europe/Paris	Valence	44.92801	2014-09-01	accep
-72.47417	America/Bogota	Villa del Rosario	7.83389	01/29/2020, 00:00:00	good
-58.70072	America/Argentina/Buenos_Aires	Pontevedra	-34.74785	2017-01-21	accep
136.51667	Asia/Tokyo	Komono	35	2016/06/19	excellent
35.7	Africa/Dar_es_Salaam	Iringa	-7.76667	2020/03/02	building
-1.47217	Europe/London	Chapletown	53.46506	13 Mar 2015	good
2.12213	Europe/Paris	Le Chesnay	48.8222	2013-11-02	maintenance
-97.03285	America/Chicago	Grand Forks	47.92526	06 Sep 2020	maintenance
-82.35176	America/New_York	Sun City Center	27.71809	2013-12-16	building
-82.32483	America/New_York	Gainesville	29.65163	18 Mar 2017	building
-68.3	America/Argentina/Ushuaia	Ushuaia	-54.8	2018/04/11	accep
72.93924	Asia/Kolkata	Uran	18.87813	12/11/2013, 00:00:00	excellent
-80.38297	America/Toronto	Norfolk County	42.8334	15 May 2014	good
-3.67029	Europe/Madrid	Las Gabias	37.13548	03/10/2019, 00:00:00	excellent
120.03308	Asia/Shanghai	Guli	28.88162	2013-11-27	accep
113.82465	Asia/Shanghai	Licheng	23.29549	02/03/2013, 00:00:00	good
120.57224	Asia/Manila	Burgos	15.72892	2013/08/07	building
-73.75335	America/Toronto	Dorval	45.4473	09/20/2014, 00:00:00	average
-7.95	Europe/Dublin	Athlone	53.43333	11/19/2021, 00:00:00	accep
73.7553	Asia/Kolkata	Calangute	15.5439	07/17/2022, 00:00:00	good
19.61222	Europe/Belgrade	Sremska Mitrovica	44.97639	2013-08-10	average
37.99117	Europe/Moscow	Krymsk	44.92934	21 Mar 2021	good
123.33471	Asia/Manila	Dipolog	8.56697	2021-03-12	good
8.91229	Europe/Berlin	Eppingen	49.13645	2013-02-15	accep
13.57661	Europe/Rome	Agrigento	37.31065	10/26/2016, 00:00:00	excellent
77.0202	Asia/Almaty	Otegen Batyra	43.41949	28 Dec 2015	maintenance
76.56719	Asia/Kolkata	Aklera	24.41288	06/15/2019, 00:00:00	accep
123.89071	Asia/Manila	Cebu City	10.31672	2020-08-19	average
-65.61427	America/Argentina/Tucuman	Aguilares	-27.4338	03/20/2017, 00:00:00	average
128.63083	Asia/Seoul	Eisen	36.82167	09/04/2021, 00:00:00	maintenance
8.96317	Europe/Berlin	Hechingen	48.35149	03/03/2021, 00:00:00	good
112.9	Asia/Shanghai	Xiangtan	27.85	09 Dec 2013	maintenance
73.66633	Asia/Kolkata	Sojat	25.92493	05 Mar 2018	good
-81.77285	America/New_York	Clermont	28.54944	28 Oct 2012	good
-69.08333	America/Lima	Yunguyo	-16.25	2022-01-31	average
38.2739	Europe/Moscow	Yeysk	46.7055	01/30/2014, 00:00:00	building
120.5875	Asia/Manila	La Trinidad	16.455	27 Jun 2013	good
78.14797	Asia/Kolkata	Betamcherla	15.45144	03 Aug 2018	excellent
30.4347	Africa/Kigali	Rwamagana	-1.9487	05/21/2019, 00:00:00	average
57.3552	Asia/Yekaterinburg	Kuvandyk	51.4781	2016/02/23	good
69.67639	Asia/Tashkent	Parkent	41.29444	2016-12-18	maintenance
73.7553	Asia/Kolkata	Calangute	15.5439	10/18/2018, 00:00:00	excellent
