Pb	H2CO	warning	C2H3NO5	CFCs	CO	PM10	NOx	SO2	PM2.5	PAHs	CH4	longitude	NH3	PRES	O3	latitude	TEMP
37.13686	40.92844	1.00000	2.53895	67.56160	7.15646	7.16876	6.84380	8.74233	5.58749	7.56820	9.01821	79.883	7.01435	1130.61213	8.35394	6.9909	23.20603
55.18455	66.88797	1.00000	1.75932	71.35461	3.66787	7.43529	5.50203	11.14279	5.97324	8.67770	7.63933	12.70038	6.09425	1135.74019	8.69005	45.9836	3.63428
55.51417	50.49956	0.00000	13.26883	70.74078	5.86126	9.54267	6.33163	7.14450	7.17991	7.55166	5.94332	130.57211	8.41321	1170.85587	4.19957	45.75279	22.45780
53.35679	32.63171	1.00000	4.71426	70.07526	9.74573	8.40510	11.24199	7.37150	5.95971	7.29458	7.56996	34.4587	10.93854	1117.11696	7.38690	-13.7804	12.60854
47.89945	29.74877	1.00000	2.74794	63.17037	9.53282	7.76916	10.54703	6.89336	9.20534	8.19404	9.21879	105.75635	8.83705	1180.74494	6.83026	10.29085	16.93826
33.48546	38.13221	0.00000	8.79180	69.01129	6.59297		5.18543	8.44152	6.22931	7.18468	8.80883	18.30056	9.11498	1066.95050	7.03946	50.5107	15.81806
47.31358	51.94579	0.00000	17.06656	71.53631	7.93687	9.79153	8.10307	9.74060	11.99135	9.11107	5.73975	114.68333	8.21542	1108.14005	11.29361	23.73333	21.00848
38.81843	35.56803	0.00000	2.47705	60.22271	8.96218	7.57314	9.54936	10.47555	9.35930	6.68342	8.29138	4.86667	9.97699	1146.96459	8.72385	45.51667	18.80014
48.21597	33.67640	1.00000	1.73711	72.26342	6.58549	7.18832	5.38742	10.55054	5.61487	9.29760	7.19743	11.34046	7.55013	1100.55835	7.64081	50.72043	14.33051
40.99036	37.95677	0.00000	4.50170	78.03057	9.09570	8.19619	9.56743	10.93773	8.17228	7.49972	9.13053	86.51499	9.68400	1183.64092	10.96416	23.1959	-2.27748
50.10104	55.21144	0.00000	1.88552	78.41235	11.78709	6.31088	9.23299	10.14788	9.07802	8.05304	6.13459	122.20488	11.28307	1101.97479	7.93452	29.98869	12.04872
53.69068	49.46904	0.00000	3.25770	73.57266	8.48327	7.81174	9.16453	9.77836	9.93438	7.71401	8.89715	-69.08333	9.71945	1073.03414	9.35260	-16.25	9.06866
53.55585	44.32712	1.00000	1.46960	66.73644	10.24637	6.92079	12.10877	6.62055	12.30227	8.81704	7.61166	-76.99081	4.54494	1199.95229	6.60588	38.96372	4.57844
45.01817	35.69879	1.00000	6.16643	75.19083	11.63533	8.73531	8.91046	9.57108	8.97559	7.04484	8.04768	-82.46148	10.62123	1128.95982	6.06108	28.15112	11.61590
65.82264	42.13429	0.00000	3.65374	86.07677	8.12074	7.79066	8.95726	6.92281	5.93618	8.27756	7.46121	-88.27205	10.69727	1097.36240	6.66876	44.27804	4.84950
51.96183	44.60027	0.00000	7.30993	77.88645	11.38057	8.89911	10.19025	10.14482	7.97590	6.80233	8.25192	110.8405	9.35080	1108.90618	7.92415	-6.8048	16.88567
66.27037	49.18922	0.00000	2.77206	65.54960	9.85422	7.75247	9.05542	9.67714	10.56188	7.35714	6.90131	0.47713	9.85831	1148.16847	9.12756	51.39323	11.15720
49.94439	58.66979	1.00000	35.22775	77.65376	11.02397	10.53385	10.90645	9.00516	9.58956	6.63840	8.60721	-81.24441	7.60079	1105.34190	6.09201	23.15678	19.72258
53.59204	56.98327	0.00000	1.89456	68.15237	9.35543	6.92069	8.98445	8.85866	11.33917	10.14422		-50.00639	10.12044	1148.35834	9.43319	-25.42944	0.54626
27.85307	38.41695	0.00000	1.91002	73.90816	9.25460	7.66510	9.76397	9.95065	8.80852	7.18179	8.63165	-73.78458	10.67670	1177.11200	8.72985	41.0051	9.56181
47.57068	32.72747	1.00000	2.70250	74.21953	5.71973	7.73042	6.79933	10.15787	5.42596	7.92732	7.81524	8.61839	5.51433	1150.63502	10.25124	49.68369	19.80567
52.54999	42.06141	0.00000	1.25348	79.28512	6.52091	6.02642	6.53300	8.13008	6.23863	9.16492	8.40332	-95.36969	9.30230	1113.11965	5.02795	35.74788	27.27313
43.97814	62.98051	1.00000	2.64168	64.95521	8.99125	7.58289	8.96676	7.46910	10.47725	10.52757	8.08928	-122.39168	9.62944	1197.68707	6.49069	40.58654	5.25661
64.61764	34.05136	1.00000	22.68961	75.82915	9.04147	10.12581	11.55740	6.61902	8.71824	7.62505	7.44964	38.07083	9.18269	1194.66447	7.18928	54.90083	1.85917
47.50348	43.14091	1.00000	9.57780	72.99782	5.36416	9.08462	8.26186	9.66417	7.39794	10.52628	8.31319	-93.08883	6.84746	1096.90661	11.28213	45.16024	26.96837
35.47901	70.07224	0.00000	1.98415	72.73303	6.13711	7.36011	4.83570	7.05237	7.85251	8.16842	6.75677	119.58627	10.49557	1197.31471	8.41445	23.5654	17.12230
47.28927	53.71567	0.00000	5.32405	67.16087	7.52914	8.45966	6.46125	9.44281	7.72647	9.18854	8.99875	84.63445	6.98387	1067.70556	8.76005	24.81757	18.46984
49.69186	60.27523	1.00000	7.14125	72.82432	8.89556	8.88556	9.69205	5.57961	10.63854	7.67308	5.80926	114.33333	8.23739	1120.38003	7.20336	-8.43333	6.44241
65.22400	36.55881	1.00000	7.00971	66.33623	7.63618	8.78234	7.61321	9.25747	6.73835	7.44778	7.40071	-1.64295	6.58996	1106.98491	10.96030	42.8139	25.54336
39.61915	63.22672	1.00000	5.26380	68.24822	6.32555	8.59966	7.13333	8.20861	9.51576	6.22686	9.42265	-102.04897	7.08726	1145.61786	8.91175	19.64745	5.22467
45.12924	43.93643	0.00000	3.04205	76.78859	6.13980	7.93869	8.22721	8.83768	7.25658	8.67381	9.52905	-41.45861	10.75603	1059.95042	4.64447	-4.42472	13.07401
49.94534	32.35948	1.00000	3.23201	68.84515	5.64781	8.07698	5.15190	9.94871	7.73154	9.35334	8.40339	-86.19903	5.49597	1152.86054	7.75901	11.84962	6.16776
43.41373	64.06307	1.00000	16.24480	65.20480	7.57566	9.75596	11.39641	8.95780	13.31511	7.91343	7.22728	23.225	11.62266	1111.33828	7.58843	43.4125	29.49344
49.11679	63.23085	0.00000	2.91504	70.82529	7.89394	7.78234	8.43597	8.96177	10.36136	8.55336	8.00793	-49.27306	9.19070	1141.85922	9.79859	-25.42778	18.37016
51.06228	31.57905	1.00000	2.27658	74.38143	8.84414	7.33965	9.33659	6.28173	10.04980	9.35164	9.83368	6.76111	9.59979	1105.89960	6.93567	53.16167	28.30150
39.06974	29.67208	1.00000	2.49004	77.73707	5.78602	7.76546	8.48131	6.94426	9.57016	8.22020	8.16884	-0.36053	5.49188	1065.32270	10.42272	51.64316	17.11002
0.00000	48.44720	0.00000	2.49169	80.32436	7.67590	7.63042	7.32916	5.81046	5.67219	9.67954	8.82844	140.11667	8.49678	1097.26122	5.03646	37.56667	13.18819
44.26489	47.69637	0.00000	3.34693	72.55171	8.68876	7.93765	6.66274	5.60493	5.53290	7.55010	9.22123	75.96976	11.24597	1129.76478	7.58706	15.73628	4.57323
48.56372	44.55389	0.00000	1.45167	58.40724	11.01754	7.16292	9.59950	10.07169	11.23640	9.56004	8.35704	98.6738	8.93171	1112.53334	8.27073	3.7278	2.61010
38.09668	50.95819	0.00000	8.28016	62.28238	11.56523	9.10433	10.45863	8.96079	7.86464	6.26752	7.62704	-97.92977	9.48007	1073.34213	8.49087	38.06084	-6.21940
25.19122	33.76709	1.00000	7.63410	73.97510	4.60706	8.91725	7.95664	11.22630	5.96768	7.34466	8.60473	-80.22588	7.59280	1050.75621	12.10288	26.2173	-5.62256
42.54086	56.65936	1.00000	5.16751	71.02767	9.31219	8.60109	9.74459	9.80237	9.88211	9.62221	7.71030	73.85535	11.88793	1107.14823	6.53695	18.51957	20.83998
61.76369	57.36786	0.00000	2.37632	78.85953	7.38048	7.32173	9.34111	3.73662	8.33912	9.62196	6.82206	4.25633	10.59199	1094.47187	7.55091	51.21187	0.94324
62.86188	35.75223	0.00000	5.63260	78.02940	7.05179	8.58151	8.39746	9.80647	10.83437	8.14658	7.14639	120.82747	9.38141	1131.38724	10.14901	37.30553	11.57444
42.28725	49.25572	0.00000	5.32283	83.37382	6.98777		8.74523	6.11562	8.58820	7.48426	8.91758	-88.31476	12.51279	1199.26302	8.82083	36.61033	19.28114
48.26538	77.34505	1.00000	1.84692	81.68836	11.94860	6.53950	9.84541	7.03891	5.39596	8.90579	7.33895	-122.86705	7.13819	1114.29122	6.12583	45.49428	24.78756
61.65666		0.00000	3.40595	76.62926	5.93889	7.85995	6.72886	4.69660	9.05101	8.80979	7.09116	150.60036	9.71563	1133.50440	7.85094	-34.88422	3.49288
23.18089	52.82227	1.00000	2.72024	73.91222	5.55254	7.13837	8.83330	7.99746	7.35627	8.35070	7.14012	91.61356	7.41032	1056.82272	10.43130	26.44931	15.02599
43.57599	48.95622	1.00000	6.39993	70.47066	8.17655	8.79748	10.18555	7.14734	11.27626	7.68428	9.83641	30.96755	10.23574	1147.36033	7.08250	49.07866	1.22152
39.59765	33.60230	1.00000	6.43775	80.19150	8.43814	8.69197	8.32052	7.65139	8.35512	7.30539	6.85258	6.8625	11.22045	1182.09413	6.78466	51.47805	25.26579
50.59981	57.30031	1.00000	1.73817	70.39592	8.93630	6.52761	9.00019	5.15127	10.34393	8.50379	8.63643	168.31366	8.85961	1082.41991	7.48210	-17.73648	9.33647
45.87632	41.12461	0.00000	6.22457	78.85622	7.11061	8.75536		5.68819	6.90877	7.89017	6.54999	120.33063	9.23352	1112.56719	8.33668	37.65181	12.94116
39.53979	35.25159	1.00000	8.61537	81.22299	4.84418	9.13072	7.47876	9.07685	7.47761	7.26917	7.25501	-89.64066	5.71955	1086.06782	10.22926	40.56754	5.91304
39.07285	63.82301	1.00000	7.05790	77.61383	6.73918	8.86446	6.16354	11.01077	6.11360	7.69325	7.41801	144.09638	9.78021	1094.13504	8.10407	43.82634	8.97505
19.69061	32.00777	0.00000	9.15445	70.82357	9.75338	9.11462	10.66529	10.38774	6.45319	9.67034	9.39043	-2.1875	9.77257	1165.68419	10.01601	51.26	22.62333
55.75661	27.67859	0.00000	1.34471	73.35145	4.75456	7.04060	4.74108	5.63758	9.08599	8.91134	7.19319	-76.43941	7.13951	1138.98328	7.55540	39.33427	-8.98847
40.79642	35.74802	1.00000	3.14529	77.90448	6.42477	7.88756	5.14592	9.90012	8.29435	7.57610	8.42461	-74.01042	4.68518	1086.98116	8.22853	41.50343	13.85414
47.15120	36.35668	1.00000	2.04303	78.17752	13.57195	7.21691	11.51644	8.84365	10.23884	9.50056	9.39027	8.96317	4.81991	1057.57297	5.90061	48.35149	5.93202
36.17092	32.60320	0.00000	2.47232	80.92002	9.87141	7.51283	9.22023	11.46641	9.33576	8.35838	8.24760	14.01481	9.98752	1145.22400	8.81380	42.67164	31.23429
50.67339	44.39420	0.00000	2.54228	73.07416	7.07536	7.58126	4.65651	6.17789	6.57062	9.33567	6.39792	-86.58208	8.85695	1136.23056	9.05085	13.48082	12.26082
67.31818	55.43610	0.00000	1.59947	67.55557	8.25096	7.05182	7.54586	6.18984	5.74453	7.91110	8.09357	116.82887	10.51092	1176.36944	7.77528	-1.26753	11.84447
30.49393	38.44473	1.00000	3.90094	66.91174	8.89210	8.36555	9.07331	7.75137	11.03436	8.36529	8.10217	146.05093	9.85778	1062.15032	6.89511	-34.28853	-3.29921
48.68446	60.72090	1.00000	1.94283	74.42894	8.65433	7.21653	8.26022	6.37558	8.55373	9.67095	9.33860	-156.47432	11.20695	1137.56222	7.47010	20.88953	17.44498
57.03805	68.13228	0.00000	2.26690	81.92469	10.99213	7.59304	9.96820	9.79685	9.69051	9.06077	8.59065	-103.5687	9.62367	1124.09227	8.21667	20.22816	2.03531
48.76240	47.56448	1.00000	2.27832	74.05042	7.13291	7.31853	7.05600	9.09740	6.19920	8.81422	8.59249	-95.44744	6.17105	1089.54264	9.70784	29.53885	23.29410
35.36932	55.41618	1.00000	11.03589	69.08923	11.18237	9.23208	9.15041	6.38223	5.67759	6.46025	7.43450	14.01481	9.88507	1162.97945	6.42892	42.67164	20.64661
40.06667	59.49233	1.00000	2.04243	77.85664	6.94240	7.14810	7.73754	9.53773	6.07859	6.78313	7.57892	105.75635	5.69721	1119.20562	11.31195	10.29085	9.02267
59.62339	55.12902	1.00000	1.21077	73.98099	5.29096	6.78298	6.49777	11.72852	3.12566	7.71593	7.46367	78.14797	7.31773	1184.92695	10.47403	15.45144	20.83935
58.46156	64.36004	0.00000	2.07154	82.83768	5.90049	6.86754	6.57874	6.31764	8.39087	7.80132	8.20417	-82.32483	9.44014	1103.94979	8.02967	29.65163	29.18816
36.95336	38.11529	1.00000	12.43886	78.97456	7.21160	9.47567	7.39272	10.58102	6.91568	7.39404	8.43755	6.10237	8.53071	1137.38254	10.45721	46.18396	19.25648
35.83647	40.50896	1.00000	11.63670	73.52452	10.18996	9.42766	7.05315	7.01076	8.95438	7.11642	8.96611	123.33471	7.78703	1083.53095	5.65934	8.56697	31.74376
59.38675	26.13702	1.00000	5.53813	83.73449	7.83736	8.54212	7.22424	7.95617	7.53571	8.48987	6.83257	-81.77285	7.87721	1195.03736	8.81636	28.54944	18.86468
75.01615	75.05779	1.00000	3.62432	62.23924	8.17304	8.23235	6.46558	9.23181	6.22902	8.74329	8.72981	42.7125	5.57663	1077.08604	9.72932	11.15583	10.07433
36.27487	35.27796	1.00000	3.50276	66.77805	10.43511	7.96539	11.19944	6.92912	10.29633	5.69857	7.43640	-89.64066	8.92057	1079.35372	7.32269	40.56754	23.06633
49.74218	43.55416	1.00000	3.60428	68.09630	5.60031	7.94479	7.75013	8.67372	8.91745	6.99576	7.92181	79.883	6.60964	1072.60792	10.37279	6.9909	33.40513
40.21781	41.41462	0.00000	9.18469	74.71503	8.15228	9.11456	6.54145	4.51507	5.83577	9.26012	8.66543	3.20639	8.53572	1131.75879	7.55968	50.74497	8.54121
39.46223	44.40793	0.00000	17.58205	83.59636	11.82305	9.82455	10.61065	10.21253	6.02731	7.38164	7.51275	-86.57415	11.68706	1193.28534	7.02141	15.48131	10.06631
51.75307	51.89852	1.00000	13.31100	75.14071	10.08021	9.53376	9.37436	5.93551	10.03599	8.49576	7.94805	115.04814	7.45632	1078.70815	6.80589	30.24706	17.60328
55.81045	44.59695	1.00000	2.90151	76.72938	8.51214	7.89223	6.35832	9.17067	6.56396	8.70157	8.39581	-63.13414	8.71155	1118.45180	7.92962	46.23899	4.02394
60.70869	45.64906	0.00000	8.39897	72.99239	9.47695	8.98529	8.72025	9.96183	8.96869	7.99624	9.26115	-120.00865	12.13570	1095.46380	8.67762	46.32374	26.26380
22.17669	34.11847	0.00000	8.52848	81.26097	8.21441	9.08375	6.62914	8.15288	5.41071	8.23232	7.86296	-73.99681	11.57684	1190.58997	7.31486	40.94065	20.48393
40.57250	81.76864	0.00000	1.94896	75.60797	7.26707	7.32285	9.28602	9.92876	9.56960	8.65877	8.08720	-74.26419	8.47183	1119.23688	12.10783	4.73245	26.71095
45.12925	46.24415	1.00000	3.18163	73.11865	8.35796	7.88950	10.51388	7.05991	13.41557	8.34404	7.33879	-74.01042	7.97301	1057.06105	7.13725	41.50343	2.82139
49.70153	55.98935	1.00000	4.11822	69.49870	5.95422	8.17807	7.58243	9.73176	4.90117	9.63384	7.56963	20.91361	6.03901	1075.44923	11.26262	41.92361	25.09351
43.31511	72.02158	1.00000	5.77222	66.24818	8.09011	8.57234	5.03561	7.55669	5.34360	9.74205	8.37586	-50.19556	11.19662	1180.59604	7.92323	-19.72806	21.75165
54.23947	25.80037	1.00000	5.75936	67.64641	7.22097	8.55570	7.88191	8.86043	9.93905	8.81103	7.49145	-97.03285	8.02725	1142.33859	9.93126	47.92526	11.33612
40.86150	42.32944	1.00000	7.99305	67.02068	9.84694	9.05439	8.80039	6.84921	8.18142	7.23964	9.24559	43.2379	8.88537	1177.30593	6.48737	50.06	12.41865
30.75942	36.24395	1.00000	5.38375	66.30275	9.29092	8.43911	10.68243	5.44194	9.91809	8.42695	7.60557	113.82465	8.03828	1071.23999	7.46907	23.29549	12.44773
34.57075	52.48509	0.00000	4.76124	80.10777	6.67088	8.40549	7.95475	8.72502	7.17257	7.61346	6.43380	5.58472	11.61343	1073.07399	6.53494	52.14	26.53352
73.95346	24.09398	1.00000	2.72497	87.48113	8.89798	7.68462	11.60605	5.56805	9.45394	9.54172	10.01410	122.22833	8.75697	1177.02839	7.91215	40.66482	9.32696
34.35231	45.80822	0.00000	8.95499	71.13854	7.41256	9.05777	6.92555	7.93590	5.84671	9.41118	7.97717	-103.5687	10.16949	1187.13626	6.84849	20.22816	13.94712
65.67926	48.21797	1.00000	3.40568	88.91460	8.19376	8.08484	9.40153	9.01401	9.75347	9.86862	7.04470	30.98551	10.96148	1050.17452	6.92972	2.41669	6.77069
18.46161	45.68873	1.00000	9.29623	71.00952	7.75492	9.11269	7.38511	11.07298	3.70142	9.17815	9.31342	68.49143	10.90258	1182.91198	9.95501	25.80565	6.34507
43.28836	58.32007	1.00000	10.80667	75.74362	8.85263	9.29594	8.01103	7.91411	11.04310	9.39913	9.59098	137.23333	9.39409	1150.58239	6.32058	35.8	10.20164
43.84369	42.95667	0.00000	4.12829	87.42193	10.57387	8.04788	9.74196	9.34922	9.23073	9.35616	8.23523	7.11393	10.10966	1146.78280	8.45905	51.08468	6.38456
46.67025	34.33131	1.00000	3.17363	77.79177	8.13946	8.32415	7.00246	7.57569	11.33325	9.16425	8.25168	-3.53261	10.68755	1183.34296	6.37023	40.42386	9.00025
54.25746	6.65018	1.00000	1.99487	69.12531	10.02098	6.82448	11.14696	8.38447	9.91298	8.64482	7.70063	99.89166	11.62635	1129.60980	7.49565	15.46063	2.23681
71.74332	32.08813	0.00000	3.72898	74.66595	10.95286	7.69669	8.84866	11.36710	7.75698	8.61047	8.73286	-0.36053	10.45885	1181.29650	9.49515	51.64316	32.21524
58.84528	47.27942	0.00000	2.24352	74.32952	5.89137	7.21204	5.97125	9.16460	6.36088	8.44742	8.05403	100.04427	8.37075	1158.69653	5.69937	13.8196	28.38326
64.23110	75.00342	1.00000	2.39799	77.79406	9.80649	7.07211	6.94621	6.54132	5.61209	7.17305	6.74494	37.3825	8.80923	1126.03263	5.56022	37.05944	
34.89578	53.40924	1.00000	2.63297	82.58492	7.11913	7.52337	6.90941	10.30183	6.29318	8.21012	6.28480	-74.01042	8.28417	1054.50132	9.37381	41.50343	11.29592
55.92817	49.38738	1.00000	1.78180	77.85143	6.62737	7.08770	6.79999	10.12001	6.86954	8.02432	8.61122	84.63445	8.01705	1121.38721	9.59985	24.81757	21.29646
34.19949	25.56871	0.00000	2.60695	59.78530	6.77304	7.58372	6.97104	4.99078	7.19377	7.70439	9.22686	84.13864	7.91830	1067.69569	7.22340	22.88783	22.03576
34.52421	39.92908	0.00000	1.74564	70.13986	10.90169	7.17732	9.80381	10.58016	8.03242	8.46860	10.10075	-80.66756	9.78502	1117.16953	9.73975	26.68451	11.76247
45.94366	67.14292	1.00000	10.16085	63.44120	7.38912	9.15389	5.65874	10.59304	5.02515	9.52153	10.14059	-46.99583	6.01310	1133.35072	8.75262	-22.97056	13.05608
25.76325	62.84956	1.00000	7.70808	81.22437	8.11677	8.97458	8.98993	6.16858	9.38884	8.83130	7.08594	40.74357	11.75381	1091.58112	7.51500	37.31309	14.04195
38.29402	47.37764	1.00000	2.28104	73.80046	4.97796	7.16136	6.43827	11.93235	4.02955	7.02621	7.88891	45.36561	5.07374	1080.85631	11.48252	41.09246	15.33921
31.71958	43.99131	1.00000	3.34055	74.95994	5.86434	8.10591	6.14862	9.40078	5.32709	9.02123	9.93934	43.63417	5.41679	1087.25323	9.34285	43.96222	30.26067
35.52495	68.07470	1.00000	0.68235	81.02726	9.93855	6.31674	9.40504	5.19967	9.68846	5.76189	7.51677	53.47103	9.12480	1079.37382	7.07066	54.48147	2.88480
52.14005	44.19346	1.00000	1.06540	79.48252	9.97520	6.54358	9.43836	6.28133	8.47349	8.61504	7.51112	12.38878	7.79198	1147.67537	6.30395	43.1122	23.29818
47.34710	29.29818	0.00000	1.10835	77.26250	8.73447	6.48263	9.02542	10.12450	11.00587	7.74624	9.85365	-73.99681	9.39885	1178.33964	9.34184	40.94065	34.24144
42.45150	54.09355	0.00000	11.74176	69.36194	11.25000	9.40555	10.75533	11.83757	7.58216	8.78892	7.35313	-2.16	10.28029	1171.58135	7.64678	34.31	3.25675
41.85345	25.15378	1.00000	45.69048	83.66203	5.58510	10.77563	7.43519	9.29270	8.55386	8.26252	9.50796	-122.24092	6.70795	1120.39797	10.05171	47.4943	23.61796
22.42049	43.96124	1.00000	17.40201	70.67314	6.59852	9.79388	7.59261	8.64666	7.75160	8.03347	6.63509	10.18003	6.79017	1108.24283	10.02370	24.96334	8.81803
58.12667	29.95979	0.00000	3.87665	79.46117	5.82293	8.40055	4.54923	6.56324	7.54391	8.30453	8.88893	3.16667	8.44033	1176.28130	7.38555	50.8	14.06563
67.21591	31.60662	1.00000	6.01709	86.10358	6.86163	8.60779	7.36040	8.16090	8.39325	8.45152	5.86077	-3.05814	6.96653	1058.83352	9.14903	53.00974	9.17203
56.97309	43.46706	1.00000	3.79672	71.89106	9.31498	8.17260	9.68158	7.16530	9.57919	8.41786	8.78955	4.08282	9.72566	1087.01492	6.90029	36.61954	20.93314
44.06172	53.80418	0.00000	27.72021	70.91418	5.82155	10.29117	3.89275	5.90217	7.59998	8.93331	6.62457	117.65694	7.31313	1108.67632	8.67294	36.19278	21.79040
34.41940	32.87926	1.00000	1.69290	66.63737	6.95706	7.31731		9.13600	7.62412	8.39486	7.79049	-85.43772	5.97921	1191.46581	10.03549	10.63504	12.18932
67.92990	50.49978	0.00000	1.70443	69.82356	6.99186	7.04307	9.79764	7.85012	10.18118	7.30798	7.46403	-1.48119	6.31804	1172.74202	11.44988	53.0233	21.72745
53.29159	71.65941	1.00000	35.54902	75.41313	4.32398	10.55973	7.63056	11.25359	6.47187	9.04762	8.18691	-93.263	4.97046	1169.79376	12.30914	45.0408	9.09692
51.61386	61.77130	1.00000	3.75602	70.79457	7.68085	8.16872	10.48432	4.73439	11.03661	6.39153	8.34651	-52.20639	8.87900	1114.79552	7.91196	-3.20333	30.16787
55.21499	51.50294	0.00000	5.41521	70.28093	6.28718	8.62574	6.95072	10.46817	7.11397	8.86533	9.74946	70.91106	8.90445	1092.06865	9.13257	29.38242	6.13849
35.14119	57.66279	0.00000	3.66196	69.27587	5.82717	8.29030	6.16104	7.61264	7.77601	7.99105	7.18085	-65.61427	8.96143	1089.85097	7.30070	-27.4338	14.35542
41.60518	71.44949	1.00000	5.10931	65.77811	7.87459	8.39115	7.47653	9.06340	11.23502	9.34534	8.50665	14.30935	13.22495	1144.12545	6.85537	40.92298	7.56933
52.12798	26.98570	1.00000	5.49059	72.47569	8.52709	8.66237	9.13433	8.47819	10.60806	8.00167		15.07041	11.70533	1089.86393	6.96928	37.49223	-6.26300
44.71891	51.38854	0.00000	0.70617	72.31577	6.46519	6.19307	7.44102	5.32015	8.37763	6.08535	9.67616	-82.90375	10.15453	1097.58667	7.06968	32.54044	26.27101
30.03112	53.35895	0.00000	4.30314	76.46709	7.67474	8.24855	9.12094	5.92079	7.84522	7.81733	6.36089	43.2379	13.32329	1149.67063	7.27505	50.06	11.23883
58.21236	53.48341	0.00000	3.12487	71.43650	10.56417	8.02982	9.06682	11.47665	9.23850	8.00727	8.74362	-71.08977	10.20535	1192.23914	8.36503	41.9001	9.33384
43.72017	30.00212	1.00000	2.91425	62.77076	11.38755	7.95746	10.81197	7.99266	8.76876	7.45099	8.28449	-87.70172	7.96236	1050.45948	6.60092	41.72059	17.51573
45.33586	46.00035	1.00000	4.03839	65.10574	6.83626	8.21502	7.76760	7.55061	13.13743	6.95297	5.55864	19.91667	10.08734	1134.55224	6.59148	-11.78333	-6.66051
29.74904	53.26006	1.00000	1.74984	74.00252	7.14334	6.72139	6.84043	8.85079	7.43005	8.62440	7.83470	-88.70464	4.55452	1069.73937	10.36795	34.25807	5.57468
50.54789	50.56750	0.00000	4.71827	68.73798	9.90726	8.37750	10.12045	7.15387	9.92768	8.66525	8.52565	8.86704	9.28710	1193.47587	8.53392	50.23805	3.36839
36.28700	36.24150	1.00000	9.08872	69.37788	3.98221	9.19268	7.03243	11.56752	7.86986	8.71385	7.27810	31.4976	7.21955	1173.72909	10.58163	26.67319	24.43218
21.30048	74.91367	0.00000	1.13982	74.96474	8.52470	6.68384	8.36262	9.91299	10.68726	8.41182	7.01642	13.58357	8.68715	1123.26095		-1.63333	21.46179
46.69957	58.83105	1.00000	4.14446	73.48561	4.90537	8.27931	7.05333	9.98354	6.32299	7.62383	7.68895	38.66667	5.89789	1109.30697	10.11058	-6.25	4.07025
53.76236	63.38901	0.00000	1.01308	84.81033	9.52836	6.48707	10.34880	8.99675	8.91649	7.20526	8.76429	38.07083	9.38834	1189.99547	9.42054	54.90083	12.48133
67.43626	54.01567	1.00000	5.19518	61.40200	9.32270	8.49915	9.72003	6.50039	11.19961	6.48847	8.44165	144.23058	8.47835	1152.70164	6.84604	-5.85746	24.69007
55.76379	27.84136	1.00000	3.78209	81.40682	7.14280	8.22617	8.68080	8.16185		8.47633	4.88950	6.10237	6.39621	1099.49206	10.91211	46.18396	-8.36255
55.97865	62.69425	0.00000	6.47371	68.10386	5.61464	8.70363	8.17397	6.15556	9.14005	8.19489	7.77940	-88.3162	10.01667	1104.62720	6.72535	42.24113	13.86566
21.67937	29.27001	1.00000	2.58351	67.88063	10.94592	7.75450	9.54387	5.88077	7.04390	7.97628	7.75366	91.00632	6.45495	1110.37076	6.23647	26.32293	6.71331
60.03052	48.14469	1.00000	6.66202	79.69275	7.87306	8.82598	10.23480	8.95873	11.92163	9.70324	8.01259	-40.7475	11.24479	1093.86186	6.93397	-4.16694	22.46723
41.40282	10.40759	1.00000	2.52695	69.29225	11.25156	7.71458	9.15464	5.96374	6.92034	7.24147	7.77131	11.412	7.88574	1196.00791	6.57577	45.50369	20.53152
45.21485	59.14386	1.00000	5.04810	77.01869	8.74855	8.71912	9.75441	7.19888	10.08410	6.28031	8.00101	8.70745	9.80121	1161.84107	7.30637	49.03685	28.32873
55.56233	60.03325	1.00000	2.35613	67.02913	10.54585	7.87916	7.25337	4.57458	8.25788	8.43472	8.10673	-2.1875	8.91486	1146.65789	6.52900	51.26	17.49411
58.33730	50.17866	1.00000	5.95860		10.95253	8.67027	10.55675	6.69897	9.42764	7.66343	8.07683	122.08333	8.58072	1079.34487		46.08333	2.05920
58.69563	54.48387	0.00000	3.69917	71.69090	8.08546	8.11862	5.34566	6.99125	4.58658	7.60475	7.33185	-95.36969	8.61791	1054.17905	6.54988	35.74788	20.76600
51.01684	43.51098	0.00000	2.49938	68.14364	6.45937	7.22805	8.61461	7.62247	7.56724	6.74434	8.92972	10.58082	10.52768	1088.02429	7.00492	35.72917	16.70163
42.49052	59.20677	1.00000	2.65130	63.44973	8.77950	7.87043	7.86914	5.43599	11.25174	7.82213	9.25245	71.57737	6.79434	1088.07440	6.63508	21.53889	33.33094
55.53614	77.58295	1.00000	19.26159	82.95654	9.27746	9.86546	8.65149	9.34124	9.78845	8.35373	5.52427	72.93924	10.33672	1090.93667	6.11047	18.87813	12.68556
42.85462	33.50194	0.00000	5.18244	67.86192	3.91905	8.44930	6.54466	8.13068	8.99305	7.22007	7.51979	137.95378	6.72045	1139.57002	5.60122	35.82756	22.70209
26.81274	52.50817	0.00000	1.65920	65.98408	5.54633	6.52173	7.38859	8.39968	7.43390	7.67724	7.36295	77.70636	8.31235	1118.20552	6.81984	28.98002	12.29497
