revision	code	longitude	station	latitude	QoS
25 Sep 2020	US	-81.38758	Palm Valley	30.17746	average
09 Dec 2012	US	-111.78903	Gilbert	33.35283	average
06/08/2013, 00:00:00	IT	14.66737	Campobasso	41.55947	maintenance
2017/05/02	BR	-41.45861	Pedro II	-4.42472	maintenance
01/02/2017, 00:00:00	RU	76.92421	Izluchinsk	60.97944	good
2017/08/26	US	-71.8023	Fitchburg	42.58342	excellent
2021-10-06	BG	27.25	Aytos	42.7	excellent
2017/08/27	IT	17.58522	Francavilla Fontana	40.53123	accep
2015-10-28	US	-87.66561	Lower West Side	41.8542	accep
30 Apr 2014	IT	7.60872	Ventimiglia	43.78956	excellent
12/14/2013, 00:00:00	IE	-7.35	An Muileann gCearr	53.53333	average
07/24/2015, 00:00:00	DJ	42.7125	'Ali Sabieh	11.15583	excellent
2020/04/16	US	-87.70172	Evergreen Park	41.72059	maintenance
2022-05-10	IT	8.88104	Malnate	45.79377	accep
2018-12-04	MX	-99.32556	San Lorenzo Acopilco	19.32889	excellent
2014/05/24	CN	112.9	Xiangtan	27.85	accep
08 Dec 2012	IR	51.67462	Isfahan	32.65246	accep
2013-07-05	DE	9.15214	Aschaffenburg	49.97704	average
2015-01-26	DE	6.74549	Losheim	49.5099	average
2019/07/24	IN	73.06784	Sheoganj	25.13915	average
11 Dec 2016	US	-118.25508	Glendale	34.14251	good
05/11/2020, 00:00:00	US	-73.89125	Cypress Hills	40.67705	accep
2015-10-20	BR	-38.79084	Tucano	-10.95817	good
20 Jan 2015	US	-95.30106	Tyler	32.35126	accep
13 Feb 2015	ES	-2.77259	Baza	37.49073	average
04/08/2019, 00:00:00	BE	3.16667	Wevelgem	50.8	average
2015/04/07	US	-82.42491	Port Huron	42.97086	building
14 May 2020	RU	38.16694	Kashira	54.84444	good
22 Mar 2015	FR	2.08333	Marly-le-Roi	48.86667	maintenance
2020/06/16	US	-76.88442	Harrisburg	40.2737	excellent
07/09/2021, 00:00:00	RU	133.42825	Lesozavodsk	45.47885	maintenance
05/09/2019, 00:00:00	ES	-2.68333	Gernika-Lumo	43.31667	excellent
2015/07/07	IT	8.55552	Sassari	40.72586	average
2019-07-24	CO	-74.95472	Puerto Colombia	10.98778	maintenance
10/01/2019, 00:00:00	US	-97.92977	Hutchinson	38.06084	accep
05/19/2017, 00:00:00	ES	-0.18333	Gandia	38.96667	good
2017/07/19	US	-73.78458	Scarsdale	41.0051	building
2015/07/21	US	-75.23266	Utica	43.1009	accep
05 Dec 2014	MX	-98.11889	Casa Blanca	19.04222	excellent
2014-02-11	SV	-89.71472	Sonzacate	13.73417	building
11/04/2012, 00:00:00	PK	74.12286	Kanganpur	30.76468	excellent
07/17/2015, 00:00:00	CN	117.33333	Taozhuang	34.85	excellent
2018-09-19	TR	40.74357	Mardin	37.31309	excellent
2015-05-05	RU	39.8302	Severodvinsk	64.5635	excellent
2013-06-02	RU	43.67663	Nizhniy Lomov	53.53041	excellent
29 May 2017	US	-122.38731	Troutdale	45.53929	accep
2014/02/06	US	-84.67837	Acworth	34.06635	average
2015-09-27	US	-91.06177	Greenville	33.41012	average
09 Jul 2022	RU	76.92421	Izluchinsk	60.97944	good
02/16/2019, 00:00:00	US	-81.77285	Clermont	28.54944	accep
2012-12-04	MX	-98.11889	Casa Blanca	19.04222	accep
2014/04/02	US	-117.29198	Encinitas	33.03699	accep
15 Dec 2012	US	-71.08977	Taunton	41.9001	maitennce
2017-04-30	US	-69.96533	Brunswick	43.91452	excellent
09/28/2021, 00:00:00	TZ	37.00438	Kidodi	-7.60361	good
2017-09-27	US	-111.89903	Scottsdale	33.50921	accep
26 Jun 2013	AR	-58.38341	Barracas	-34.64966	average
02/04/2020, 00:00:00	BA	19.21437	Bijeljina	44.75874	good
08/21/2020, 00:00:00	IN	72.68533	Kheda	22.75218	average
03/11/2015, 00:00:00	US	-123.02621	Keizer	44.99012	average
2013/04/14	SE	18.28333	Boo	59.33333	good
2021-04-04	KR	127.08472	Nonsan	36.20389	average
10/31/2021, 00:00:00	US	-82.32483	Gainesville	29.65163	excellent
21 Aug 2015	MX	-96.72365	Oaxaca	17.06542	building
2018/08/12	JP	139.07204	Fujioka	36.24624	good
09/28/2016, 00:00:00	US	-77.55777	Bon Air	37.52487	average
2015-03-21	IN	76.11996	Manjeri	11.12018	accep
08 Jul 2019	DE	9.47629	Stade	53.59337	average
2021-05-01	US	-96.67834	Ada	34.77453	accep
2021-12-30	PH	123.758	Naga	10.20898	accep
17 Sep 2019	FR	4.91667	Bron	45.73333	good
2012/12/02	RU	43.63417	Novopavlovsk	43.96222	good
2019-10-29	US	-71.29144	Middletown	41.54566	maintenance
2016/09/01	BE	3.16667	Wevelgem	50.8	accep
23 Mar 2014	US	-122.40433	Visitacion Valley	37.71715	maintenance
2014-07-14	US	-82.32483	Gainesville	29.65163	average
2013-03-21	BR	-52.67056	Pato Branco	-26.22861	building
16 Aug 2021	US	-84.20299	Lebanon	39.43534	maintenance
2014-07-21	IN	75.96976	Gajendragarh	15.73628	maintenance
09/02/2021, 00:00:00	DE	11.37703	Gauting	48.06919	good
10/23/2012, 00:00:00	US	-97.92977	Hutchinson	38.06084	building
2021/08/14	IN	77.40858	Leteri	24.05979	accep
05/31/2018, 00:00:00	KR	128.9889	T’aebaek	37.1759	building
28 Aug 2019	DE	9.47629	Stade	53.59337	good
07 May 2015	DE	8.51667	Verl	51.88333	excellent
15 Mar 2022	US	-87.70172	Evergreen Park	41.72059	building
2012-12-14	FR	2.61667	Mitry-Mory	48.98333	average
07/20/2016, 00:00:00	TR	34.02537	Aksaray	38.37255	building
05/29/2017, 00:00:00	NO	16.54165	Harstad	68.79833	average
29 Apr 2019	ES	-3.53261	San Fernando de Henares	40.42386	excellent
05/16/2018, 00:00:00	DE	10.03988	Barmbek-Nord	53.6052	excellent
12/11/2014, 00:00:00	CA	-79.2663	Markham	43.86682	accep
2019/12/16	KR	128.63083	Eisen	36.82167	building
12/25/2017, 00:00:00	RU	39.85331	Gavrilov-Yam	57.30185	accep
04/18/2021, 00:00:00	US	-81.38758	Palm Valley	30.17746	average
2021-04-10	US	-74.15987	Nutley	40.82232	good
02 Sep 2016	US	-81.56929	Collinwood	41.55838	maintenance
2017/05/30	BR	-48.59278	Buri	-23.7975	good
05/14/2022, 00:00:00	DE	6.26667	Schwalmtal	51.21667	good
2018-01-06	US	-69.96533	Brunswick	43.91452	good
2017-07-06	ES	-1.64295	Segundo Ensanche	42.8139	accep
23 Feb 2017	SV	-89.10944	Ilopango	13.70167	accep
09/16/2021, 00:00:00	ID	103.61667	Jambi City	-1.6	good
2019/08/22	PE	-76.70944	Chosica	-11.94306	accep
04 Dec 2015	MY	101.02083	Teluk Intan	4.02219	excellent
2020/09/22	DE	10.98461	Friedberg	48.35693	maintenance
04/30/2014, 00:00:00	ES	-5.55835	Villaquilambre	42.64685	excellent
23 Sep 2020	RS	19.61222	Sremska Mitrovica	44.97639	good
2017/07/30	US	-90.10674	Estelle	29.84576	average
2014-02-18	IR	51.0193	Shahre Jadide Andisheh	35.6803	maintenance
15 Oct 2013	US	-89.64066	Pekin	40.56754	accep
2015-04-25	DE	8.70745	Bretten	49.03685	excellent
11/10/2016, 00:00:00	RU	33.72798	Zhukovka	53.53395	average
2019-09-23	MX	-103.42897	Jocotepec	20.28527	accep
10/24/2019, 00:00:00	GT	-91.11667	Chichicastenango	14.93333	excellent
2014-06-06	IR	51.49621	Nowshahr	36.64852	excellent
01/05/2022, 00:00:00	DE	11.32903	Weimar	50.9803	building
2016-12-08	TN	10.03478	El Alia	37.16911	average
06 Oct 2019	UZ	67.84222	Jizzax	40.11583	building
02 Jul 2015	FR	8.73812	Ajaccio	41.91886	maintenance
01 Mar 2020	PK	70.91106	Alipur	29.38242	excellent
07/18/2018, 00:00:00	CA	-73.58248	Sainte-Catherine	45.40008	average
2016/07/01	US	-71.29144	Middletown	41.54566	accep
2013-11-08	US	-88.3162	Crystal Lake	42.24113	average
10/23/2015, 00:00:00	DZ	4.08282	Beni Douala	36.61954	maintenance
2017-07-26	TR	27.02444	Edremit	39.59611	accep
08 Jan 2021	PL	18.30056	Strzelce Opolskie	50.5107	average
2016-05-02	CA	-119.48568	Kelowna	49.88307	accep
30 Nov 2020	US	-122.86705	Aloha	45.49428	excellent
2016/09/03	MX	-98.11889	Casa Blanca	19.04222	building
2020/09/02	US	-71.08977	Taunton	41.9001	accep
08 Apr 2013	US	-82.46148	Lutz	28.15112	average
2015-09-17	CO	-74.26419	Madrid	4.73245	good
08 Aug 2016	MY	103.6032	Kulai	1.6561	accep
2018/05/02	RU	43.2379	Mikhaylovka	50.06	accep
09 Feb 2019	TH	102.05461	Tak Bai	6.25947	average
2019/10/14	JP	139.07204	Fujioka	36.24624	excellent
2022-06-18	SD	34.3869	Ar Ruseris	11.8659	building
19 Jul 2017	BR	-52.35558	Nova Xavantina	-14.66463	accep
03 Dec 2017	RS	19.61222	Sremska Mitrovica	44.97639	good
30 Aug 2017	US	-71.29144	Middletown	41.54566	good
2018/07/22	DZ	4.62744	El Achir	36.06386	good
28 Feb 2022	PH	120.5875	La Trinidad	16.455	building
2020-10-02	US	-121.75689	Watsonville	36.91023	building
2016/05/13	AM	44.7662	Hrazdan	40.49748	excellent
2022/05/01	RU	43.63417	Novopavlovsk	43.96222	average
01 Mar 2016	CN	113.13148	Foshan	23.02677	good
2021/01/28	US	-77.02303	Fort Washington	38.70734	average
2015/06/04	IN	76.11996	Manjeri	11.12018	excellent
09/15/2013, 00:00:00	IN	73.7553	Calangute	15.5439	good
23 Jun 2019	UA	26.97253	Krasyliv	49.65186	good
01/12/2015, 00:00:00	TN	9.37082	Siliana	36.08497	maintenance
2017-07-18	VE	-70.20749	Barinas	8.62261	building
07/04/2019, 00:00:00	IN	85.37752	Barbil	22.10194	good
09/05/2013, 00:00:00	ET	37.55	Arba Minch	6.03333	excellent
2014-12-11	IN	75.11937	Parola	20.88098	good
2015-12-04	GT	-91.11667	Chichicastenango	14.93333	building
11/24/2016, 00:00:00	RU	35.96944	Volokolamsk	56.03361	average
06 Nov 2021	GB	-0.32247	Lancing	50.82882	maintenance
2019/08/20	JP	130.94098	Hita	33.3213	good
2022/04/21	MY	100.24529	Batu Feringgi	5.4709	good
01 May 2021	CN	117.65694	Laiwu	36.19278	accep
2015/12/22	PH	121.12251	Antipolo	14.62578	average
07/25/2018, 00:00:00	DE	9.20427	Reutlingen	48.49144	average
07/21/2016, 00:00:00	CN	122.74754	Haicheng	40.85158	accep
2022-01-07	BY	25.8191	Novogrudok	53.5942	average
10 Jul 2015	HK	114.10479	Tsuen Wan	22.37066	maintenance
2016-09-24	AU	145.13643	Frankston South	-38.16604	maintenance
01/11/2021, 00:00:00	JP	140.73667	Hakodate	41.77583	excellent
22 Feb 2019	ID	98.6738	Labuhan Deli	3.7278	excellent
2014-06-04	LK	79.883	Hendala	6.9909	average
2017/10/03	CN	112.19028	Jingzhou	30.35028	average
2013/11/19	FR	-0.59543	Talence	44.80477	accep
15 Jul 2013	DE	12.16179	Landshut	48.52961	excellent
2013/12/03	RU	38.07083	Stupino	54.90083	accep
2020/03/22	TZ	39.25	Magomeni	-6.8	average
05/28/2022, 00:00:00	MA	-6.00137	Oulmes	33.42585	good
2018/04/20	MX	-100.88023	Salvatierra	20.21322	excellent
08/28/2017, 00:00:00	BR	-48.67028	Imbituba	-28.24	maintenance
20 May 2017	AF	65.93249	Sar-e Pul	36.21544	excellent
2016/02/20	RU	30.28491	Kolomyagi	60.02427	accep
2022-09-07	NG	8.2926	Kafanchan	9.58126	accep
2018-09-22	ES	0.57856	Amposta	40.70995	maintenance
2017/12/28	FR	5.03586	Cavaillon	43.83125	good
2015/03/26	JP	137.4	Toyokawa	34.81667	accep
29 Mar 2013	AR	-58.38341	Barracas	-34.64966	building
2021-03-26	US	-87.882	Westchester	41.85059	average
01/23/2017, 00:00:00	PE	-73.25383	Iquitos	-3.74912	accep
02/10/2019, 00:00:00	PH	121.06761	San Jose	12.35275	good
2019/02/17	MX	-97.35992	Teziutlan	19.8173	excellent
20 Mar 2013	MW	34.4587	Salima	-13.7804	average
2016-03-28	AF	65.93249	Sar-e Pul	36.21544	excellent
2020/07/27	IN	88.28637	Pandua	23.07492	average
07/22/2014, 00:00:00	US	-116.37697	Palm Desert	33.72255	average
09/29/2021, 00:00:00	PR	-67.15407	Aguadilla	18.42745	excellent
12/01/2020, 00:00:00	IT	8.62118	Novara	45.44694	accep
2013-03-03	US	-81.26367	Deltona	28.90054	building
29 May 2013	US	-95.63079	Palestine	31.76212	excellent
03 Mar 2022	RU	34.33825	Dyat’kovo	53.59782	accep
13 Mar 2013	US	-74.15987	Nutley	40.82232	excellent
07/30/2019, 00:00:00	IT	12.6723	Ariccia	41.72063	excellent
01 Oct 2013	CO	-73.26022	Socorro	6.46838	average
2012/12/16	NG	6.83042	Nkpor	6.15038	average
09 Mar 2015	CN	114.68333	Heyuan	23.73333	building
03/28/2018, 00:00:00	IT	16.50104	Bisceglie	41.24264	maintenance
2020-10-09	MX	-96.72365	Oaxaca	17.06542	average
2015/06/14	BE	5.37429	Houthalen	51.03427	maintenance
10/12/2015, 00:00:00	IN	73.66633	Sojat	25.92493	accep
2018-06-22	JP	139.6853	Shimotoda	35.815	average
2013/06/29	MK	21.32778	Saraj	42	accep
16 May 2016	RU	140.72287	Nikolayevsk-on-Amure	53.14657	average
2013/01/31	JP	136.84186	Toba	34.4833	good
08/11/2022, 00:00:00	GT	-91.11667	Chichicastenango	14.93333	maintenance
2017-01-05	DE	12.16179	Landshut	48.52961	maitennce
11/18/2012, 00:00:00	PK	75.06583	Fazilpur	32.17629	excellent
2014/12/05	MT	14.51472	Valletta	35.89972	building
03 Apr 2022	US	-111.99633	Kearns	40.65995	excellent
05/27/2015, 00:00:00	RU	43.2379	Mikhaylovka	50.06	good
2014/02/22	ZA	29.24152	Standerton	-26.93366	maintenance
25 Jan 2019	HK	114.10479	Tsuen Wan	22.37066	excellent
2021-10-26	IN	78.23456	Bachhraon	28.92694	maintenance
2016-09-15	US	-81.79819	Lakewood	41.48199	accep
05 Feb 2013	RU	38.94324	Yablonovskiy	44.98901	average
24 Jan 2020	TH	104.1451	Yasothon	15.79408	good
2017-02-27	PE	-73.25383	Iquitos	-3.74912	good
05 Jun 2022	CD	24.99798	Kamina	-8.73508	average
22 Jan 2015	BR	-35.71667	Catende	-8.66667	good
05 Dec 2013	CN	122.22833	Yingkou	40.66482	average
17 Nov 2012	US	-87.93341	Pleasant Prairie	42.55308	excellent
2022/04/11	US	-88.81395	Jackson	35.61452	average
2018-10-07	DZ	4.85668	Bordj Zemoura	36.27462	maintenance
10 Jun 2015	AR	-60.47389	Chacabuco	-34.64167	good
25 Mar 2016	TH	104.64992	Kantharalak	14.64056	accep
28 Sep 2018	GB	-2.98333	Poulton-le-Fylde	53.83333	building
20 Mar 2022	RU	30.38167	Shushary	59.80917	excellent
2014-01-09	CU	-82.4017	Boyeros	23.0072	good
09/22/2015, 00:00:00	IN	71.57737	Gariadhar	21.53889	good
06/02/2015, 00:00:00	NG	5.06258	Igbara-Odo	7.50251	good
2017-07-07	MY	101.02083	Teluk Intan	4.02219	excellent
2013/08/17	PR	-67.15407	Aguadilla	18.42745	accep
25 Jul 2017	CU	-77.43532	Media Luna	20.14298	good
2016-01-15	PK	68.75915	Khairpur Mir’s	27.52948	excellent
2021/12/11	US	-104.22884	Carlsbad	32.42067	good
12/13/2020, 00:00:00	US	-89.99038	Fairview Heights	38.58894	accep
21 Aug 2017	MD	28.28489	Soroca	48.15659	excellent
2017/02/06	DE	6.74549	Losheim	49.5099	accep
2016/03/10	SV	-89.71472	Sonzacate	13.73417	accep
2012-10-20	DE	8.4493	Hofheim am Taunus	50.09019	excellent
09/16/2020, 00:00:00	IN	71.57737	Gariadhar	21.53889	building
14 May 2020	PS	35.23388	East Jerusalem	31.78336	good
30 Aug 2022	US	-95.44744	Fresno	29.53885	excellent
2020/03/08	RU	53.26023	Bavly	54.39304	average
2018/02/06	TN	10.03478	El Alia	37.16911	excellent
2022/09/03	TH	99.95469	Damnoen Saduak	13.51825	good
08/17/2017, 00:00:00	HT	-72.22625	Croix-des-Bouquets	18.57677	excellent
12/07/2016, 00:00:00	US	-98.15529	San Juan	26.18924	average
2019/05/21	MD	28.28489	Soroca	48.15659	accep
22 Nov 2013	IN	76.56719	Aklera	24.41288	excellent
2013-12-12	RU	46.10925	Gudermes	43.35071	excellent
2014/12/24	FR	1.33467	Colomiers	43.61058	maintenance
09/21/2021, 00:00:00	US	-77.96389	Martinsburg	39.45621	average
02/21/2014, 00:00:00	TH	99.89166	Thap Than	15.46063	excellent
10/06/2013, 00:00:00	KZ	59.6	Shalqar	47.83333	accep
01/16/2013, 00:00:00	UA	29.41824	Artsyz	45.99194	maintenance
05 Oct 2017	CN	117.81667	Zhoucun	36.81667	accep
2015/05/03	IT	12.6723	Ariccia	41.72063	excellent
2020-10-04	NI	-86.58208	Somoto	13.48082	excellent
23 Dec 2015	CN	86.00214	Hoxtolgay	46.51872	excellent
2019/02/19	ES	-1.86343	Caravaca	38.10558	building
2021-03-24	IN	77.9129	Narwar	25.6439	excellent
2020/03/05	US	-111.89903	Scottsdale	33.50921	building
02/03/2021, 00:00:00	PT	-8.2503	Albufeira	37.08819	excellent
08/21/2017, 00:00:00	PH	122.9666	Talisay	10.7375	maintenance
2017/01/02	UA	36.25361	Polohy	47.48444	good
08 Jan 2015	IN	75.16878	Moga	30.81383	average
01/11/2021, 00:00:00	US	-104.22884	Carlsbad	32.42067	maintenance
02/12/2015, 00:00:00	ES	-0.76773	Novelda	38.38479	excellent
2021-06-03	JP	137.02166	Minokamo	35.48199	accep
2018-08-02	US	-87.66561	Lower West Side	41.8542	excellent
20 May 2020	DE	10.30215	Bad Segeberg	53.94313	excellent
31 Dec 2019	ID	109.3243	Randudongkal	-7.0981	average
30 Aug 2018	JP	135.6	Yao	34.61667	good
2015/08/01	AU	151.07986	Strathfield	-33.88096	average
19 Jul 2014	BE	4.07601	Denderleeuw	50.88506	building
2016-05-11	CO	-74.95472	Puerto Colombia	10.98778	good
2016/01/20	IN	73.08333	Dombivli	19.21667	accep
2022-05-06	GB	-1.29243	Mexborough	53.49389	maintenance
2013/07/15	US	-82.07842	Punta Gorda Isles	26.91756	average
2015-02-20	US	-118.10583	San Gabriel	34.09611	accep
05 Oct 2013	BR	-37.65	Lagarto	-10.91722	good
01/24/2020, 00:00:00	FR	2.12213	Le Chesnay	48.8222	excellent
2021/11/02	FR	2.29275	Fontenay-aux-Roses	48.79325	maintenance
12/13/2015, 00:00:00	US	-82.35176	Sun City Center	27.71809	accep
16 Feb 2021	CN	117.81667	Zhoucun	36.81667	excellent
2022/04/03	IN	77.54372	Periyakulam	10.12268	average
2018-08-03	CI	-3.59625	Bonoua	5.27247	good
04/10/2013, 00:00:00	US	-82.46148	Lutz	28.15112	accep
2015-06-15	NG	6.26764	Yenagoa	4.92675	excellent
2018/03/08	DZ	4.08282	Beni Douala	36.61954	accep
2020/11/06	IN	91.00632	Barpeta	26.32293	accep
2017/03/09	IR	51.67462	Isfahan	32.65246	excellent
30 Dec 2016	ES	3.1631	Palafrugell	41.91738	average
2020-05-09	TZ	39.28333	Nyangao	-10.33333	excellent
07/04/2013, 00:00:00	CN	112.9	Xiangtan	27.85	average
04 May 2019	PE	-75.11028	Minas de Marcona	-15.21194	good
2017-10-16	ES	-2.68333	Gernika-Lumo	43.31667	average
2017/03/01	CD	24.99798	Kamina	-8.73508	maintenance
2015-03-22	US	-122.38731	Troutdale	45.53929	accep
12 Mar 2018	US	-75.60804	West Chester	39.96097	accep
2022-04-17	AZ	45.36561	Qazax	41.09246	average
04/12/2022, 00:00:00	IN	76.03889	Osmanabad	18.18158	building
2020-11-09	IN	76.35484	Alwaye	10.10649	maintenance
04/22/2021, 00:00:00	PE	-69.08333	Yunguyo	-16.25	excellent
21 Dec 2014	DE	7.02238	Gronau	52.21099	accep
2022/09/02	FR	4.86667	Vienne	45.51667	accep
26 Dec 2012	DE	13.28702	Dahlem	52.4581	maintenance
2015/11/12	RU	32.86389	Roslavl’	53.95278	acceptable
03 Mar 2015	US	-80.66756	Belle Glade	26.68451	building
2021-11-14	PH	121.06761	San Jose	12.35275	accep
31 Dec 2019	IT	15.07041	Catania	37.49223	average
11/12/2020, 00:00:00	AU	145.13643	Frankston South	-38.16604	excellent
2022-07-02	PH	120.4861	Manaoag	16.0438	excellent
2013-02-08	MG	46.58333	Ikalamavony	-21.15	excellent
2012/10/28	US	-76.88442	Harrisburg	40.2737	average
12/23/2020, 00:00:00	IN	78.95693	Kashipur	29.21399	average
07 May 2020	US	-73.49484	New Canaan	41.14676	good
10/23/2017, 00:00:00	AR	-65.61427	Aguilares	-27.4338	excellent
2022/03/14	GB	-0.74934	High Wycombe	51.62907	average
2014-12-20	BE	3.16667	Wevelgem	50.8	excellent
10/28/2020, 00:00:00	BE	3.20639	Mouscron	50.74497	accep
2014-08-19	US	-74.28459	Woodbridge	40.5576	average
2019/11/21	RU	60.70278	Ozersk	55.75556	excellent
2022-07-31	DE	8.77155	Karben	50.23019	good
2015/11/11	CN	117.7	Dongdu	35.85	good
2021/06/05	MX	-96.72365	Oaxaca	17.06542	average
2013/09/22	GB	-0.2	Barnet	51.65	excellent
09/10/2019, 00:00:00	US	-83.2321	Milledgeville	33.08014	accep
2015-11-10	US	-104.22884	Carlsbad	32.42067	average
03/17/2016, 00:00:00	IE	-7.95	Athlone	53.43333	excellent
01 Jul 2020	RU	65.27258	Tavda	58.04254	accep
05/10/2019, 00:00:00	GB	-2.09814	Aberdeen	57.14369	excellent
26 Aug 2014	CA	-63.13414	Charlottetown	46.23899	average
2018-04-15	LR	-8.53778	New Yekepa	7.57944	excellent
2016-02-13	IN	75.92694	Davangere	14.46693	building
08 Jan 2014	US	-87.66561	Lower West Side	41.8542	accep
06 Aug 2019	AZ	48.87498	Astara	38.45598	good
2019-10-22	CA	-60.1831	Sydney	46.1351	accep
2020-03-20	US	-73.78458	Scarsdale	41.0051	excellent
02/27/2015, 00:00:00	US	-94.41551	Independence	39.09112	good
21 Dec 2018	ID	117.59152	Tarakan	3.31332	accep
2012-11-01	US	-72.27814	Keene	42.93369	building
2017-01-29	FR	2.08333	Marly-le-Roi	48.86667	excellent
2021-12-29	ES	-5.55835	Villaquilambre	42.64685	excellent
04/15/2020, 00:00:00	HN	-86.57415	Olanchito	15.48131	accep
2020-09-04	FR	2.25	Saint-Omer	50.75	good
10/25/2016, 00:00:00	IT	14.39024	Lanciano	42.22718	accep
2016/01/28	ID	112.01667	Kediri	-7.81667	good
08/04/2014, 00:00:00	NG	3.39467	Lagos	6.45407	accep
2019-01-01	US	-99.73314	Abilene	32.44874	accep
2018-06-20	FR	5.55575	Lons-le-Saunier	46.67535	good
27 Nov 2015	MX	-89.66123	Progreso	21.28306	good
01/13/2019, 00:00:00	US	-84.23381	Stockbridge	33.54428	excellent
2018/09/22	AZ	45.36561	Qazax	41.09246	maintenance
2017-01-21	RU	37.56667	Likhobory	55.85	accep
11/14/2013, 00:00:00	UZ	67.84222	Jizzax	40.11583	building
04/21/2021, 00:00:00	IE	-7.95	Athlone	53.43333	building
2020-02-04	GB	-1.32471	Newbury	51.40148	average
11/26/2017, 00:00:00	FR	4.7934	Saint-Genis-Laval	45.69558	good
2016/07/14	BR	-40.7475	Guaraciaba do Norte	-4.16694	excellent
2013/02/28	IN	74.80555	Srinagar	34.08565	accep
2016/01/11	DE	11.32903	Weimar	50.9803	average
17 Dec 2013	US	-111.78903	Gilbert	33.35283	building
16 Dec 2014	KZ	77.0202	Otegen Batyra	43.41949	excellent
05/16/2020, 00:00:00	US	-77.55777	Bon Air	37.52487	accep
2021-10-13	ES	3.1631	Palafrugell	41.91738	excellent
02 Feb 2018	CA	-119.27337	Vernon	50.26729	excellent
10 May 2014	PK	68.11759	Tharu Shah	26.9423	excellent
2018-06-15	IN	86.68363	Adra	23.49668	accep
2015-08-21	US	-118.10583	San Gabriel	34.09611	accep
2015/09/13	GH	-2.31938	Bibiani	6.46346	building
11/30/2019, 00:00:00	CN	86.00214	Hoxtolgay	46.51872	accep
2014/01/22	FR	-0.45877	Niort	46.32313	excellent
17 Aug 2013	JP	142.45778	Nayoro	44.35056	good
2022-08-30	RU	35.96944	Volokolamsk	56.03361	accep
2015/12/18	TH	100.04427	Nakhon Pathom	13.8196	acceptable
30 Oct 2019	JP	141.95	Yamada	39.46667	building
2017/07/30	ID	109.05389	Wangon	-7.51611	good
01 Oct 2018	IN	78.23456	Bachhraon	28.92694	accep
2022/04/21	PE	-69.08333	Yunguyo	-16.25	excellent
2012/11/30	RU	38.2739	Yeysk	46.7055	building
04/09/2013, 00:00:00	IN	77.54372	Periyakulam	10.12268	average
06/29/2016, 00:00:00	US	-117.71978	Claremont	34.09668	accep
25 Sep 2017	CN	111.50861	Danjiangkou	32.54278	maintenance
10/03/2020, 00:00:00	BR	-37.65	Lagarto	-10.91722	excellent
2012-11-24	US	-111.99633	Kearns	40.65995	good
2020/02/13	IN	73.08333	Dombivli	19.21667	excellent
2021/12/16	US	-93.12577	Rosemount	44.73941	excellent
2019-07-22	GB	-2.12139	Brierley Hill	52.48173	average
24 Nov 2013	US	-82.45426	Venice	27.09978	good
08 Jan 2014	CD	15.16554	Kasangulu	-4.5833	excellent
2012-12-23	PE	-76.70944	Chosica	-11.94306	accep
15 Sep 2020	IN	83.97573	Sambalpur	21.46527	average
07/13/2014, 00:00:00	US	-71.08977	Taunton	41.9001	building
2014-05-20	IN	91.00632	Barpeta	26.32293	average
06 Aug 2020	DE	6.26667	Schwalmtal	51.21667	building
12/10/2012, 00:00:00	RU	43.67663	Nizhniy Lomov	53.53041	average
17 Aug 2020	UY	-56.52361	Durazno	-33.38056	average
2022-05-08	BR	-48.59278	Buri	-23.7975	good
06 Nov 2016	KE	34.11169	Busia	0.46005	good
22 Sep 2013	AR	-61.4867	Rafaela	-31.25033	accep
09/16/2022, 00:00:00	AU	145.13643	Frankston South	-38.16604	good
2013/10/05	BE	5.37429	Houthalen	51.03427	accep
2012/10/25	CN	120.74221	Changshu City	31.64615	excellent
04/16/2022, 00:00:00	MX	-103.42897	Jocotepec	20.28527	good
18 Mar 2016	NG	8.2926	Kafanchan	9.58126	excellent
10/14/2014, 00:00:00	US	-97.54667	Hutto	30.5427	accep
2015/10/13	LY	20.22625	Ajdabiya	30.75545	good
2020/08/07	US	-87.45476	Schererville	41.47892	building
2013/12/25	US	-75.64963	Pottstown	40.24537	average
2018-03-24	BR	-37.07167	Aracaju	-10.91111	accep
14 Feb 2014	NL	7.00417	Losser	52.26083	accep
15 Nov 2019	NO	16.54165	Harstad	68.79833	excellent
10/22/2013, 00:00:00	JP	139.6853	Shimotoda	35.815	average
01/28/2015, 00:00:00	SA	49.62251	Al Jubayl	27.0174	good
2013-02-03	BR	-58.44417	Itacoatiara	-3.14306	accep
2019/05/17	IN	75.16878	Moga	30.81383	accep
03 Apr 2013	ET	38.01667	Debre Tabor	11.85	average
2017-05-11	IT	15.00913	Misterbianco	37.51803	good
2015-10-01	PG	144.23058	Mount Hagen	-5.85746	accep
31 Jan 2020	AR	-58.38341	Barracas	-34.64966	average
25 Oct 2019	PK	70.96699	Kot Addu	30.46907	maintenance
2013-04-21	IT	12.84052	Portogruaro	45.78071	excellent
2013-10-23	CN	125.51176	Dongfeng	42.64031	accep
2013-09-27	CZ	12.87117	Karlovy Vary	50.23271	good
2021/08/09	VE	-62.64102	Ciudad Guayana	8.35122	maintenance
2017/06/26	US	-77.4286	Sterling	39.00622	excellent
