PRES	TEMP	latitude	PAHs	Pb	PM10	PM2.5	O3	NH3	warning	SO2	CO	H2CO	C2H3NO5	NOx	longitude	CH4	CFCs
1125.24745	21.38568	51.65333	7.05959	53.56497	7.33110	5.19435	9.24081	8.21072	0.00000	7.74904	7.63679	47.60235	0.16090	7.75110	5.2875	9.23028	50.66110
1055.12585	18.01574	54.90083	1.94063	39.57701	3.92941	9.30452	8.02253	9.75274	1.00000	4.26637	6.86846	62.19415	0.05714	6.84626	38.07083	9.01999	40.01369
1173.03108	9.05196	44.75874	6.36283	54.66004	4.73834	6.53641	5.71482	7.33913	1.00000	7.03042	8.78897	54.60343	0.09265	7.70724	19.21437	6.14525	47.08518
1164.85407	-10.78854	31.78336	6.23424	72.90933	9.20635	8.35532	9.21302	6.72594	1.00000	7.27824	7.96954	27.33275	0.55696	8.50313	35.23388	7.35625	44.61730
1052.53892	31.49569	57.14369	6.62478	68.28197	11.70458	10.15528	8.63460	8.60265	0.00000	8.10286	8.57265	42.71866	5.41701	9.09384	-2.09814	8.01961	53.52772
1154.98038	6.62087	30.17746	6.20146	44.61597	10.68158	7.57125	7.47943	8.63150	0.00000	9.63111	6.64431	55.27710	2.03808	9.32255	-81.38758	8.11055	77.19688
1194.90846	19.27731	-23.7975	4.03987	67.56913	6.76874	8.86902	8.83168	9.29649	1.00000	4.94983	8.53911	47.44676	0.06656	8.70150	-48.59278	9.36441	43.27828
1085.62484	0.77878	-14.66463	7.05135	48.86512	5.99374	6.14020	8.62646	7.69897	1.00000	6.74591	8.54015	62.02523	0.09481	7.51241	-52.35558	7.16836	59.45435
1120.20986	18.44083	-6.48167	8.64857	62.34309	6.92520	6.21000	10.24920	5.68543	1.00000	6.81207	7.51468	39.86358	0.09902	10.12215	106.85417	7.74050	68.95454
1076.62409	23.65047	36.33011	6.27066	55.59360	5.04018	7.81712	8.96964	9.13693	0.00000	7.99206	7.35580	55.90983	0.08615	10.00134	138.89585	8.09610	39.53123
1088.97356	3.28937	50.82882	6.66923	50.98705	5.49081	5.99233	5.10886	7.74445	1.00000	5.79734	8.82358	40.76240	0.09479	8.92671	-0.32247	8.06221	57.99295
1132.36823	17.38000	53.5942	7.56853	56.75334	12.57476	9.04055	10.38346	7.94073	0.00000	7.58317	8.85193	54.86324	12.96449	9.71126	25.8191	7.57854	64.54203
1134.19398	19.86162	27.71809	7.63708	61.18870	7.35211	5.58636	8.62504	9.52519	0.00000	7.66115	5.93192	42.71630	0.16157	8.53075	-82.35176	8.61831	46.05959
1093.47124	17.62407	38.55632	5.46836	41.86362	8.95408	10.07134	8.18585	8.25635	1.00000	5.72760	7.33324	55.74423	0.45324	7.28942	69.01354	7.13589	37.38832
1164.58516	2.86917	52.2	4.68313	69.83552	7.07072	8.74783	3.91666	8.14372	0.00000	9.08314	9.58339	36.28877	0.12747	9.81263	8.63333	6.56065	26.11518
1087.99935	13.54333	6.8485	4.08470	61.50053	7.70808	5.66130	8.15151	6.59847	0.00000	10.93455	8.21914	43.50600	0.12566	6.11875	3.64633	6.83798	47.31419
1182.67024	22.28838	23.49668	7.62323	60.75477	9.08256	8.72669	8.37794	8.33643	1.00000	6.67852	7.92964	36.70515	0.47058	9.92329	86.68363	8.63871	73.61613
1181.03501	1.01671	20.88953	5.45443	49.94007	5.96881	5.83169	9.15360	8.79419	0.00000	8.39930	7.21131	53.58764	0.08371	11.82397	-156.47432	8.11913	55.92429
1089.76976	9.91696	20.14298	4.24875	59.10346	10.33675	8.43939	5.24194	6.04711	0.00000	11.36419	8.65419	46.81903	1.42355	8.91362	-77.43532	8.71288	39.62897
1197.50447	10.25026	51.03427	6.84125	53.51764	4.26598	7.03390	11.14566	5.52791	0.00000	8.55434	10.76667	59.08787	0.07621	11.71354	5.37429	7.29005	40.09439
1084.67828	10.40955	-5.41667	7.99032	48.80894	8.78917	11.45905	7.49755	7.80450	0.00000	6.94045	6.04831	66.22347	0.35867	9.01388	38.01667	7.94881	38.52158
1197.93029	30.21789	55.39485	7.12807	56.99084	4.64689	6.13425	7.18240	6.78031	1.00000	6.64205	8.22695	61.75235	0.08206	6.42745	43.83992	7.44854	39.19751
1061.30761	17.67310	47.83333	6.44287	52.39953	10.92591	10.19294	9.19608	7.94591	1.00000	7.68037	8.50452	59.36433	2.55928	7.07147	59.6	6.12128	44.64652
1126.03973	19.87865	51.38673	8.31549	65.37226	10.59859	8.97192	9.08311	8.71327	1.00000	6.51743	6.20707	50.99457	1.87329	10.64642	0.30367	8.39291	80.19649
1134.03741	9.26246	-33.88096	6.40184	50.91745	7.04570	6.78945	9.76169	7.11361	1.00000	6.03740	8.00155	45.10187	0.12926	10.99314	151.07986	7.05191	44.99423
1136.19831	4.46843	32.17629	5.26317	54.16239	10.18313	8.21748	8.79738	7.29983	1.00000	6.15976	7.78797	57.98784	1.26433	9.87919	75.06583	7.13798	60.29273
1193.42678	11.50218	50.88506	8.35324	42.22347	8.19915	5.85665	9.02481	7.36270	1.00000	4.96101	8.70338	56.25459	0.21730	9.51108	4.07601	6.90702	43.48790
1191.50950	28.89210	29.84576	4.41613	63.64468	10.19929	10.07836	7.84613	8.04234	1.00000	5.40396	7.75099	53.33141	1.27115	7.81795	-90.10674	9.98581	55.28005
1195.88512	21.69399	20.74122	5.86628	66.19629	6.25675	5.83551	11.24066	8.23663	0.00000	10.86125	7.16669	51.90114	0.08918	9.69912	-100.44843	6.39620	55.08820
1172.81153	7.16773	-8.05389	9.47307	42.00178	9.67378	8.30233	7.31672	9.32589	0.00000	8.28457	8.68868	57.61649	0.84100	8.71526	-34.88111	6.10768	52.19991
1075.84246	13.35269	28.92694	5.97444	37.97667	4.42824	7.69657	6.82935	6.90478	1.00000	9.24644	7.21731	51.11316	0.10721	7.83176	78.23456	8.17394	72.27301
1082.21302	-2.21062	28.15112	3.81630	38.99991	6.73614	8.79907	4.11841	6.54472	0.00000	11.08534	8.42729	45.51012	0.11367	8.28494	-82.46148	6.76494	58.23227
1196.54865	11.73762	41.29444	5.72011	69.10474	8.18943	9.54434	9.01607	10.20570	1.00000	6.17823	8.67595	19.89024	0.26192	7.65164	69.67639	7.26490	41.79622
1059.17893	1.80956	-10.95817	7.59686	52.91184	7.92196	3.96644	9.73290	6.80800	0.00000	8.11091	7.03494	39.92991	0.18488	8.02691	-38.79084	8.36417	60.07717
1067.54274	24.72923	40.2737	5.39796	48.22367	6.88510	7.15485	4.64142	6.80893	0.00000	10.47133	7.05803	50.26717	0.10714	7.65424	-76.88442	8.14854	55.03254
1190.60199	20.29669	40.93121	4.77751	65.34744	6.57323	7.07987	8.37257	7.75747	0.00000		8.07260	54.44733	0.14563	8.96451	-73.89875	6.78628	51.20260
1168.66915	6.83111	41.57439	4.60124	57.04233	10.09892	8.23391	6.90332	8.25538	0.00000	9.81531	7.19858	50.02702	1.14155	8.49977	24.71204	8.22585	59.45454
1108.02849	15.68798	39.72943	3.96451	61.57529	7.58768	7.76734	4.19021	8.25501	0.00000	11.18435	9.05651	33.59498	0.16384	8.65759	-104.83192	8.77704	79.72473
1127.63312	7.88127	22.83957	6.95335	41.00437	10.30206	10.47294	7.39687	7.14447	0.00000	8.38977	7.35891	66.97473	1.41762	9.06314	91.84128	9.95141	74.66815
1127.21756	20.61164	42.64685	6.44049	63.21982	9.51835	11.01592	6.97739	8.78930	0.00000	8.53459	8.21541	57.52285	0.70286	9.18969	-5.55835	7.96805	44.76191
1095.57686	12.71891	44.22639	7.56158	48.98009	10.09340	8.19427	6.98814	6.81647	0.00000	8.36359	7.07735	36.15106	1.15077	9.29213	22.53083	5.80427	50.79356
1118.81704	3.39941	6.03333	6.35466	40.18292	10.39869	11.43329	6.32270	8.75934	1.00000	4.19845	7.68625	46.25652	1.53982	9.78442	37.55	8.70687	55.03712
1107.76494	23.40235	43.4125	6.12295	55.28178	7.89651	8.63765	9.68342	7.76660	1.00000	7.44937	5.67998	64.74399	0.17562	7.93106	23.225	7.06891	40.14969
1153.97123	25.77210	41.14676	7.66500	61.18345	11.07174	8.62712	8.83637	8.24959	0.00000	9.09822	6.77976	39.49768	2.97927	8.92545	-73.49484	8.16733	53.54174
1188.64202	0.00117	54.52156	9.71638	28.38867	11.42718	7.40717	8.61910	7.14727	0.00000	7.87111	6.96076	45.59556	4.14156	8.66516	9.5586	7.74191	45.19133
1161.84668	2.64151	37.51803	7.47435	49.24224	5.79756	5.83150	8.38168	7.25791	1.00000	5.95004	7.71985	57.53718	0.08583	6.51670	15.00913	7.67153	31.95876
1107.88645	14.63215	6.25947	5.98231	51.41046	7.73218	9.08240	9.11415	7.31777	1.00000	7.03777	7.63278	39.47736	0.16215	7.72967	102.05461	8.12182	40.48722
1055.22447	15.73148	25.95533	5.14711	81.47614	2.72425	6.79321	3.68480	6.90940	1.00000	8.45709	8.63984	36.96745	0.05327	8.24447	68.88871	7.09877	48.19697
1129.75177	5.98136	10.98778	5.39296	38.65716	7.29474	5.82190	9.08007	7.45554	0.00000	9.50702	8.53217	52.67474		9.05797	-74.95472	9.51056	85.47131
1157.48570	19.02300	60.97944	5.87829	13.23976	4.90515	6.13363	10.26252	8.53076	0.00000	9.63708	7.90827	75.31119	0.09394	9.28925	76.92421	6.82661	60.53898
1094.04248	32.20592	30.17746	3.29450	83.00869	8.36158	6.65913	4.40951	7.89178	1.00000	5.60831	6.57394	46.13549	0.26315	7.81998	-81.38758	7.70637	36.28080
1091.52140	17.62316	53.46506	6.50879	37.51114	4.81406	6.68142	5.53547	6.63180	1.00000	7.14174	6.56529	29.26326	0.04933	8.34291	-1.47217	8.85244	55.58060
1104.31177	27.29794	9.58126	7.22907	42.87691	9.81005	9.67685	9.45987	8.10695	1.00000	8.04664	6.88102	34.04327	0.86013	7.72574	8.2926	8.80170	60.76279
1116.40788	13.27151	34.09611	5.81010	38.72139	5.89199	7.82124	10.02957	5.80830	1.00000	4.74412	7.93932	45.78414	0.08861	11.31327	-118.10583	9.11604	38.08831
1081.69920	6.14092	39.96348	7.99842	75.57948	5.91420	7.07048	8.26743	7.01641	1.00000	7.58703	8.91786	24.86794	0.09636	9.36484	-4.83076	5.34617	58.07161
1185.46962	14.60898	30.46907	6.50614	53.57121	2.25197	6.31570	3.98571	7.25543	1.00000	7.96100	4.97207	38.98451	0.09597	9.06350	70.96699	6.96976	55.74927
1065.07915	10.18807	36.20389	6.01642	50.09068	6.44755	6.71926	4.99107	8.34304	1.00000	6.69963	9.32390	65.39989	0.11530	10.87305	127.08472	9.64679	54.71926
1189.96072	34.62348	38.55632	4.11950	65.32520	10.52900	8.05412	6.91970	6.76110	0.00000	10.49013	7.37120	63.53760	1.74511	8.65214	69.01354	7.67970	59.71770
1074.50260	22.18189	44.22639	6.11217	45.28168	6.18384	4.49892	10.97991	7.64016	0.00000	9.06325	8.69962	49.73251	0.14400	8.03529	22.53083	5.51202	39.97634
1183.48378	7.30506	59.37722	6.29412	44.80049	9.82014	10.01684	7.50832	8.47197	1.00000	6.34677	9.83642	45.89153	0.93112	8.72412	28.19028	9.06445	52.15531
1068.88648	20.33831	26.18924	6.60156	66.15148	5.22273	5.57625	5.36735	8.53365	1.00000	5.12982	10.11863	41.86886	0.07048	6.75142	-98.15529	6.99567	48.56011
1052.33800	14.96860	42.8139	5.73749	59.76086	7.59771	8.72073	8.02294	6.03678	1.00000	5.93483	8.62413	42.58332	0.15049	9.07018	-1.64295	8.22994	65.92090
1095.70270	13.08654	32.65246	4.27591	46.44908	6.85495	6.69595	8.67570	6.84817	0.00000	11.57348	7.01808	60.20012	0.11455	8.77293	51.67462	8.19105	56.86645
1176.72957	13.17359	19.64745	5.76056	69.23128	5.72109	5.63615	5.60131	8.04321	1.00000	5.85856	5.85057	49.24639	0.12538	8.43025	-102.04897	9.17784	55.85633
1052.65062	2.47123	51.38673	6.15966	51.86129	12.32936	8.13084	8.17963	7.34748	0.00000	9.74351	7.51061	42.86790	10.12230	9.21524	0.30367	6.90326	59.25229
1154.18874	24.89593	48.49144	8.13116	44.86242	4.25490	7.45778	6.61329	7.67625	1.00000	8.71716	6.13509	71.04039	0.03902	11.06203	9.20427	5.84052	64.90780
1169.55440	21.92597	60.97944	3.94252	39.47017	7.12504	5.69483	9.05397	8.45755	0.00000	8.96951	6.67913	50.53578	0.10859	4.20919	76.92421	6.77239	43.92066
1148.63135	-8.16239	-26.22861	6.40498	53.29623	5.99077	7.10556	10.23343	9.39407	1.00000	6.12683	8.63458	67.63595	0.11409	10.35248	-52.67056	7.19742	58.86313
1052.14081	19.48055	52.48173	3.77174	59.95076	9.65238	8.74760	6.18010	6.40449	0.00000	9.55734	7.91939	41.23722	0.78951	9.58934	-2.12139	5.39894	53.06070
1064.05779	28.83428	39.00622	6.79075	49.86918	7.55062	5.28081	9.75396	8.68438	0.00000	10.41018	7.44463	33.59429	0.13122	6.73941	-77.4286	9.24906	38.71393
1050.19378	2.68982	48.86667	7.08861	71.38623	10.31720	9.34241	7.55561	7.85743	0.00000	7.89723	7.75488	47.69086	1.42941	9.30901	2.08333	9.86230	53.57113
1061.62954	42.83686	33.95015	4.16246	79.91595	5.48891	5.80463	2.61438	7.00410	1.00000	5.26340	8.46106	32.29020	0.03015	7.22580	-118.03917	7.17095	47.83885
1163.90961	30.61254	53.5942	7.46560	42.02228	3.22812	8.20660	11.44186	7.60755	0.00000	7.22411	7.85937	44.14523	0.12189	11.72591	25.8191	9.87185	55.44672
1189.83799	13.03115	56.56317	6.88063	64.99766	8.43304	9.74963	8.29200	7.74489	1.00000	6.85165	7.29961	34.90512	0.26815	7.81552	-2.58736	7.55561	38.83101
1116.51886	23.52219	28.54944	6.75797	65.71427	5.83325	6.14086	6.36417	8.41145	1.00000	6.04876	6.21812	48.85269	0.08830	8.03649	-81.77285	9.49883	39.29935
1146.09436	2.69656	36.61954	6.43480	48.40299	8.85418	8.52579	8.36140	6.65450	1.00000	6.76712	8.57084	54.83272	0.35578	8.63910	4.08282	7.93004	40.33350
1060.45291	9.99064	-21.15	9.40873	51.86111	9.86142	8.94321	10.26352		1.00000	6.34654	5.35485	73.44691	0.93624	10.59520	46.58333	7.37800	61.40588
1197.53333	20.04315	51.35084	5.06208	41.12081	5.96521	7.93000	4.43504	7.09549	1.00000	7.96132	7.66372	58.71299	0.07530	8.70555	-1.99421	7.84282	57.42031
1077.28309	33.20534	33.86419	7.85419	56.34599	9.75606	9.21757	8.39998	6.94228	1.00000	4.27558	9.52523	42.64553	0.82320	12.00234	48.26258	6.11961	43.92163
1199.39929	16.65839	26.18924	7.52060	61.34862	4.77832	6.51712	8.24000	6.71527	0.00000	7.40448	5.88352	59.07203	0.09130	11.31352	-98.15529	7.32457	65.83262
1080.84898	-8.25315	36.19278	7.93973	55.86561	3.28851	6.16477	4.88417	7.83999	1.00000	6.87421	6.20513	42.13594	0.10586	9.35978	117.65694	7.90691	73.46889
1110.22436	20.53826	38.96667	6.18607	50.87319	9.90028	10.00722	7.48522	8.05239	1.00000	5.68438	7.53645	47.32401	0.94075	8.73214	-0.18333	8.38681	45.86988
1103.04567	25.94687	4.88441	11.56372	64.88354	10.00859	9.15943	8.17810	7.54521	0.00000	7.12764	8.09960	33.49922	1.07348	8.25084	101.96857	7.16742	67.52154
1132.23709	15.62607	30.81383	7.81900	58.36107	9.45143	9.29075	7.52872	8.83083	0.00000	8.31384	6.99691	16.37736	0.64612	8.28851	75.16878	6.64721	42.65376
1083.10869	-1.63336	40.66482	6.41499	42.45350	6.73356	5.33277	7.68165	8.51718	0.00000	9.13390	6.44580	44.72991	0.11216	9.27481	122.22833	8.11783	52.93216
1078.85055	7.31305	17.06542	6.98209	54.10498	6.94636	6.28641	7.85616	8.61114	0.00000	7.88619	8.87336	87.01105	0.14785	8.89568	-96.72365	9.12257	33.63120
1140.63379	16.72120	25.75728	4.75742	37.57163	7.08134	5.80314	8.01579	7.49099	0.00000	10.21364	5.16912	45.47047	0.09929	7.86754	75.37991	7.84320	54.45099
1129.41994	12.07928	51.39148	6.50320	48.84332	4.65313	5.50718	5.54414	9.91629	1.00000	5.91343	7.28569	24.98737	0.08116	7.94238	-0.29825	7.03432	50.72729
1184.71579	21.56370	42.819	6.55701	17.96843	6.20970	6.94461	10.26415	8.21873	1.00000	6.53093	6.11747	52.97826	0.10616	9.97309	47.1192	8.47139	41.50703
1176.03957	23.67456	56.11281	3.49830	47.11657	5.31456	9.89046	7.95197	6.63729	1.00000	5.02742	8.21715	45.74186	0.05874	6.57513	69.49015	7.04038	47.50913
1180.38612	24.57816	12.95629	7.78543	39.96066	10.35758	10.16002	8.62478	7.82963	0.00000	7.80612	6.48890	51.43617	1.48116	8.94725	78.27539	8.03504	54.52140
1160.12244	7.85489	33.42585	5.89749	59.60103	11.53847	7.77593	8.77159	9.55830	0.00000	10.45726	7.82327	44.23309	4.64129	7.88330	-6.00137	8.63451	43.25982
1104.73726	-8.25837	52.66277	5.78528	44.28626	7.83902	9.94325	7.79880	7.85210	1.00000	4.72625	8.60749	50.62511	0.22518	9.16308	-2.01111	8.02214	45.27179
1186.26928	25.97243	39.32288	6.07664	53.88046	5.53644	7.29797	5.89607	7.65631	1.00000	7.88001	6.53610	35.74405	0.11680	9.15996	-76.72803	9.69474	64.58953
1064.68605	9.58307	-4.26613	7.49559	59.90391	6.88841	5.41039	11.47136	8.69030	0.00000	6.07964	7.43319	58.29289	0.08829	5.08245	15.28318	9.67474	45.27129
1153.15611	12.95110	31.64615	5.48957	35.80072	8.91651	9.40477	9.52223	9.67988	1.00000	5.85691	8.32364	28.51807	0.39549	8.04015	120.74221	5.92566	43.03372
1188.43165	20.75532	8.88649	4.45230	48.48972	5.98795	5.58554	7.39803	7.50099	0.00000	11.22553	8.26765	53.41903	0.10631	9.98950	2.59753	6.60473	50.60684
1133.42166	20.90540	29.65163	6.00376	54.28781	7.41803	5.59626	7.96601	6.10049	0.00000	8.98384	6.22018	61.99115	0.12568	7.64270	-82.32483	7.95660	47.23597
1147.71776	14.30597	36.81667	7.01255	69.63309	8.13848	4.48077	10.34752	8.18742	0.00000	9.89445	7.49743	58.46029	0.23764	5.19103	117.81667	9.95689	75.84031
1127.83934	28.82525	28.15112	8.46237	63.73846	11.42286	7.95306	7.76415	6.54643	0.00000	7.93362	8.40682	58.74667	4.17143	8.64886	-82.46148	9.11592	72.39142
1067.75101	-0.05468	24.81757	5.60825	59.56175	7.00826	7.53398	5.53811	6.71505	1.00000	7.43465	9.96527	74.37466	0.11423	10.04964	84.63445	7.43888	36.54595
1172.20616	23.15703	10.61285	5.17013	65.73992	7.22452	6.93681	6.46833	7.93595	1.00000	7.12955	6.19995	52.55355	0.12936	9.31083	12.19458	7.42055	65.74578
1091.05673	16.72636	53.14657	5.69865	48.10253	7.91943	6.94469	9.21217	8.15577	1.00000	5.97700	9.45865	68.10249	0.20505	11.00421	140.72287	8.06380	42.28825
1110.49193	16.42185	51.65333	5.28132	43.79323	8.96472	9.31851	9.00906	7.56355	1.00000	6.32373	7.58258	57.18081	0.41806	7.53621	5.2875	6.71237	49.87627
1098.12882	26.57259	18.65297	6.45505	68.17230	6.40288	5.43347	5.43121	8.57041	1.00000	4.99444	7.69091	64.21740	0.11749	9.50223	-72.09391	8.36354	68.23188
1076.26783	30.74270	46.65581	3.82848	51.06796	8.17487	6.13580	5.34274	8.53641	0.00000	11.42139	5.86192	48.51552	0.27411	9.50059	32.6178	7.62170	44.93867
1121.09833	29.21770	11.15583	7.04015	28.46361	9.16372	9.69340	9.18221	9.00663	1.00000	7.23668	7.96687	35.79767	0.46823	7.75609	42.7125		52.84887
1181.26917	2.31467	46.1351	7.64721	53.60516	11.74844	9.51671	9.08558	8.13359	1.00000	7.47853	6.05460	50.36451	5.68926	8.82215	-60.1831	6.17944	26.97407
1126.18770	7.45536	39.96348	7.53057	68.47401	6.23306	4.63896	11.23285	6.98184	0.00000	8.27928	5.98641	37.59869	0.10420	9.21595	-4.83076	10.13809	48.39302
1082.36617	7.19732	35.50056	4.16992	59.18912	5.07220	7.43948	9.86849	8.12750	1.00000	6.58049	6.85682	51.82877	0.08467	8.56210	117.63083	6.87989	30.88949
1075.91753	3.07339	45.79377	5.76916	57.81025	8.67664	7.42709	8.79043	8.45680	1.00000	7.39943	6.30311	72.56624	0.35215	8.65550	8.88104	6.25832	65.26078
1068.04125	13.89711	-1.6	10.33919	66.81536	7.50375	10.86025	6.25294	7.15368	0.00000	6.24899	5.76135	26.38745	0.15987	8.89553	103.61667	10.41581	28.46292
1078.51427	33.54315	32.55531	4.56508	57.21126	7.35494	8.36963	9.76946	8.53259	1.00000	7.80968	9.39742	59.19840	0.14682	7.03602	76.12647	8.72800	62.31851
1177.03505	22.56780	48.35693	6.89031	43.42890	8.07505	8.09130	9.24138	7.74368	1.00000	5.25773	8.81344	41.47268	0.27128	11.24895	10.98461	8.80372	34.43915
1168.80079	18.60426	-8.73508		52.60508	11.29165	10.22116	8.37293	7.05453	1.00000	5.97574	7.94395	25.41544	3.63748	8.21169	24.99798	9.79142	46.43017
1143.57648	10.88388	4.88441	8.98814	57.17123	10.47382	10.13528	10.00920	8.57038	0.00000	7.34231	5.67835	68.09018	1.64635	7.80673	101.96857	6.59675	92.53395
1089.17257	19.24830	16.0438	7.08971	24.06202	5.59631	5.77022	8.15146	7.42044	1.00000	6.22097	6.70340	43.63296	0.09003	6.96472	120.4861	6.83489	33.38500
1170.57527	-6.75272	38.17492	6.60210	56.84038	13.05765	10.18977	7.35233	5.46967	1.00000	7.60026	7.24275	66.46174	20.97610	7.26741	-122.2608	10.53857	57.87144
1180.67014	4.95882	33.7207	7.37688	57.04585	6.25760	6.90213	9.35094	6.51280	1.00000	7.41419	8.25876	54.39488	0.10319	6.88698	-116.21677	7.74872	58.78951
1125.37575	11.02930	18.42745	6.77715	60.09807	9.75050	8.57745	5.09330	7.38848	0.00000	10.22289	9.71162	41.20790	0.82248	8.73823	-67.15407	6.95649	63.70962
1133.95556	6.55032	29.38242	7.44171	38.46837	10.69849	9.07970	8.18344	7.02641	1.00000	6.31201	6.55406	45.79640	2.05623	10.33867	70.91106	6.90481	60.59130
1097.56640	10.71610	53.38333	6.77713	63.63301	6.86198	6.60288	7.58391	7.41194	0.00000	8.82938	7.90585	58.53126	0.14723	8.93141	-0.76667	8.22094	54.17906
1143.89947	8.28160	-14.66463	6.79891	51.97589	10.97573	8.04253	6.20512	5.95318	0.00000	8.79665	7.30672	35.79019	2.67061	9.74527	-52.35558	7.61605	61.10998
1088.26927	24.73670	-27.76952	6.14780	71.26226	12.70747	9.68018	10.50062	6.48775	0.00000	9.07105	7.08103	68.19838	14.73059	9.16014	30.79165	6.41557	30.11913
1084.38811	15.05267	15.5439	5.46598	47.51100	7.85371	6.56742	6.52869	7.62245	1.00000	6.15359	7.61494	32.81766	0.21056	9.26051	73.7553	7.22827	41.94538
1158.54400	16.35350	28.92694	6.04889	48.26453	7.53326	8.16331	10.02134	8.48512	1.00000	7.18890	7.79180	48.79815	0.17375	8.25622	78.23456	8.96327	
1194.31994	9.56278	42.7	6.29857	44.42736	9.44484	9.33162	8.99117	7.42246	1.00000	5.89464	7.11888	46.57209	0.63433	9.54253	27.25	7.30766	50.28993
1096.70441	9.12026	48.15659	4.41122	54.04364	4.74083	7.84639	3.44085	8.24398	1.00000	8.45502	8.05152	75.10501	0.11401	8.23268	28.28489	6.70686	49.68025
1175.74420	1.78610	48.98994	6.49871	56.81798	8.37801	8.99770	9.35181	8.04469	1.00000	5.35087	9.15813	40.27167	0.24916	10.25496	2.1699	8.03034	70.34259
1102.42274	3.62232	10.22677	7.89426	76.32072	2.20353	6.04703	4.67872	8.27772	1.00000	7.50167	7.54221	40.23077	0.04929	9.80390	-67.33122	7.35680	52.59223
1175.63066	26.16465	56.11281	6.80657	33.44264	7.90368	8.09905	4.36785	7.62870	0.00000	9.07226	7.63458	52.04855	0.16436	8.87116	69.49015	6.39565	51.73478
1169.35652	10.12029	39.43534	6.58003	44.28802	7.14783	5.15529	9.71898	8.09021	0.00000	8.65961	10.76794	49.33921	0.12105	7.99492	-84.20299	7.77122	52.82689
1102.42274	3.62232	10.22677	7.89426	76.32072	2.20353	6.04703	4.67872	8.27772	1.00000	7.50167	7.54221	40.23077	0.04929	9.80390	-67.33122	7.35680	52.59223
1099.59752	17.99971	43.96222	5.77730	34.09479	11.31694	8.85658	8.50786	6.93398	1.00000	7.24089	7.77069	35.09249	3.77814	7.29526	43.63417	7.72904	38.04098
1167.65423	-2.35464	3.02013	7.60238	57.51703	5.24115	7.53411	8.79895	8.16941	0.00000	8.45111	6.69165	45.99216	0.09725	9.69684	30.91105	7.47712	43.89843
1130.65256	20.57730	32.42067	5.65896	33.53164	7.23960	6.34814	9.51457	7.72560	0.00000	9.76291	8.72000	55.13679	0.10499	7.55527	-104.22884	6.92686	65.55118
1149.20978	13.62621	43.67681	5.00902	49.89222	7.54765	6.90619	6.11748	8.85869	0.00000	11.00665	8.52331	21.59986	0.16154	10.77078	4.63031	8.73857	47.26366
1092.32611	18.15630	37.08819	5.78430	74.46377	5.95028	5.53211	4.18626	7.68585	1.00000	4.98482	7.05775	58.64652	0.05986	8.78133	-8.2503	6.15956	72.14405
1102.15051	10.93144	44.43579	3.81469	56.09670	9.12997	7.19082	5.50545	8.84660	0.00000	11.78340	7.07904	58.59124	0.45301	8.67084	26.01649	7.11100	58.84931
1101.18306	12.34597	15.5439	4.71960	44.65381	8.82348	9.93512	7.30962	8.54299	1.00000	5.41341	7.51863	55.98545	0.32026	7.68994	73.7553	7.21393	55.21615
1131.95792	3.97557	9.82564	4.59597	65.69715	3.58824	6.37563	3.34864	8.27575	1.00000	7.27471	8.18846	61.24468	0.05189	7.10872	78.25795	6.65036	79.70052
1120.27131	6.59029	48.35693	5.96966	40.68338	6.64771	6.73041	6.42676	8.69910	1.00000	6.67494	5.80462	59.86362	0.11184	8.55524	10.98461	8.46725	73.64119
1068.96216	23.70451	42.28639	7.85138	43.13797	6.11654	7.08804	8.70355	8.15181	0.00000	7.65941	5.88782	43.82498	0.10066	9.98895	18.84	8.18187	38.84166
1149.23184	7.32082	20.88197	7.82305	63.62148	10.61159	10.20093	7.81751	8.12286	0.00000	7.73424	6.89215	41.73099	1.88149	9.16539	85.83334	6.16635	68.52950
1195.65696	23.08664	18.65297	4.77842	51.96633	10.98486	8.10282	7.29528	7.33238	0.00000	10.19781	10.10300	70.42649	2.66542	8.75629	-72.09391	7.90078	56.60481
1173.46225	27.38541	34.08565	5.97043	67.25102	7.40648	6.02040	7.87554	8.65064	0.00000	10.94210	6.16663	43.15449	0.16720	8.14565	74.80555	7.70637	25.23639
1076.35252	14.91387	47.05	8.71206	42.85338	10.87099	8.19308	6.44493	9.32166	0.00000	8.21833	7.10525	32.81006	2.43685	9.01387	15.46667	6.88004	49.80214
1083.75510	18.44088	37.52487	3.95594	61.34986	6.10527	7.31195	3.80634	7.32688	1.00000	7.38998	7.04362	37.85009	0.07515	8.28959	-77.55777	7.72204	45.74790
1069.22647	24.01906	15.46063	5.85693	66.47056	6.38134	5.29126	10.60671	7.51271	0.00000	9.61642	8.36114	52.81155	0.11760	7.88673	99.89166	7.20135	53.39276
1177.86624	12.87650	-14.66463	6.67200	38.45150	10.11709	9.91614	7.99044	7.58900	0.00000	8.12093	7.75622	37.35506	1.18929	10.06650	-52.35558	7.78294	58.42452
1139.05150	18.52794	46.51872	5.37043	54.89292	10.68586	9.67918	7.08693	8.31377	1.00000	6.97148	7.60404	25.45512	2.02470	7.34174	86.00214	7.89114	64.96809
1184.34707	15.06690	16.06213	8.46955	61.16286	5.80083	5.32101	9.17096	7.37101	1.00000	5.65728	8.50569	56.27663	0.11140	7.96931	76.0586	6.57101	36.30719
