longitude	QoS	station	revision	latitude	location
47.31667	good	Antanifotsy	2021/04/13	-19.65	Indian/Antananarivo
73.38333	accep	Sangla Hill	2016-06-08	31.71667	Asia/Karachi
3.64633	building	Shagamu	24 May 2017	6.8485	Africa/Lagos
-121.75689	maintenance	Watsonville	2019/11/11	36.91023	America/Los_Angeles
6.8625	accep	Oberhausen	13 Oct 2013	51.47805	Europe/Berlin
42.7125	excellent	'Ali Sabieh	2021-08-03	11.15583	Africa/Djibouti
26.97253	accep	Krasyliv	14 Apr 2014	49.65186	Europe/Kiev
76.32756	excellent	Kalavoor	2018/06/02	9.57046	Asia/Kolkata
-100.44843	excellent	Santa Rosa Jauregui	13 Nov 2012	20.74122	America/Mexico_City
13.32127	average	Wittenau	11 Mar 2020	52.59319	Europe/Berlin
5.74861	average	Emmeloord	12/12/2019, 00:00:00	52.71083	Europe/Amsterdam
68.11759	good	Tharu Shah	10 Nov 2016	26.9423	Asia/Karachi
-48.62789	accep	Caldas Novas	2014/01/20	-17.74431	America/Sao_Paulo
-82.00919	excellent	Jaruco	23 Apr 2021	23.04419	America/Havana
-65.71875	good	Tupiza	2017/05/03	-21.44345	America/La_Paz
123.99333	average	Sorsogon	2016/04/23	12.97389	Asia/Manila
-0.33525	building	Kingston upon Hull	2018/09/16	53.7446	Europe/London
78.25795	maintenance	Tiruppuvanam	2019-04-25	9.82564	Asia/Kolkata
-47.1725	building	Artur Nogueira	30 Dec 2013	-22.57306	America/Sao_Paulo
-58.70072	excellent	Pontevedra	2021/09/18	-34.74785	America/Argentina/Buenos_Aires
-86.57415	average	Olanchito	26 Jan 2022	15.48131	America/Tegucigalpa
-1.325	good	Jumilla	2020/06/13	38.47917	Europe/Madrid
47.31667	accep	Antanifotsy	20 Mar 2021	-19.65	Indian/Antananarivo
9.02596	building	Albstadt	2013-06-18	48.21644	Europe/Berlin
-0.91979	excellent	Lower Earley	09 Nov 2018	51.42708	Europe/London
110.71639	maintenance	Ngemplak	2018/03/09	-7.54972	Asia/Jakarta
116.11768	excellent	Meizhou	2014/09/07	24.28859	Asia/Shanghai
-73.49484	excellent	New Canaan	2013/07/16	41.14676	America/New_York
74.3092	average	Rajaori	2018-04-16	33.37526	Asia/Kolkata
53.47103	average	Oktyabr’skiy	2017/04/16	54.48147	Asia/Yekaterinburg
-63.13414	accep	Charlottetown	12 Dec 2017	46.23899	America/Halifax
6.10237	average	Onex	18 Jan 2018	46.18396	Europe/Zurich
11.32903	average	Weimar	2020/08/04	50.9803	Europe/Berlin
-80.38297	accep	Norfolk County	09/27/2012, 00:00:00	42.8334	America/Toronto
-5.22126	accep	Azrou	2013-05-03	33.43443	Africa/Casablanca
26.01649	excellent	Sector 6	22 Jan 2016	44.43579	Europe/Bucharest
-118.03917	good	South Whittier	12/01/2012, 00:00:00	33.95015	America/Los_Angeles
79.87116	building	Dehiwala-Mount Lavinia	2016-06-06	6.84019	Asia/Colombo
2.44892	maintenance	Gonesse	19 Nov 2017	48.98693	Europe/Paris
68.49143	average	Bhit Shah	2013/03/18	25.80565	Asia/Karachi
14.39024	excellent	Lanciano	07/12/2021, 00:00:00	42.22718	Europe/Rome
6.26667	average	Schwalmtal	2017/01/28	51.21667	Europe/Berlin
38.01667	good	Chanika	15 Aug 2014	-5.41667	Africa/Dar_es_Salaam
-56.52361	accep	Durazno	2019-04-21	-33.38056	America/Montevideo
-111.78903	excellent	Gilbert	07/30/2016, 00:00:00	33.35283	America/Phoenix
-82.00919	good	Jaruco	2021/05/08	23.04419	America/Havana
138.31667	excellent	Suzaka	2015-02-24	36.65	Asia/Tokyo
30.2049	average	Vitebsk	08/31/2014, 00:00:00	55.1904	Europe/Minsk
138.31667	good	Suzaka	2019/10/30	36.65	Asia/Tokyo
-44.31389	maintenance	Esmeraldas	2016/12/13	-19.7625	America/Sao_Paulo
-40.7475	maintenance	Guaraciaba do Norte	2020/10/09	-4.16694	America/Fortaleza
-74.38987	good	Scotch Plains	2013-12-31	40.65538	America/New_York
140.73667	accep	Hakodate	12 Oct 2020	41.77583	Asia/Tokyo
10.58082	good	Msaken	07/06/2014, 00:00:00	35.72917	Africa/Tunis
-86.11084	good	Granger	2018-04-22	41.75338	America/Indiana/Indianapolis
-122.2608	excellent	American Canyon	2018-04-25	38.17492	America/Los_Angeles
-63.90389	building	Porto Velho	01/01/2017, 00:00:00	-8.76194	America/Porto_Velho
152.70493	maintenance	Maryborough	25 Dec 2012	-25.54073	Australia/Brisbane
139.55722	good	Okegawa	06/05/2017, 00:00:00	36	Asia/Tokyo
123.62494	accep	Masbate	02 Mar 2022	12.37169	Asia/Manila
1.6	good	Pamiers	2020/10/08	43.11667	Europe/Paris
75.37991	accep	Deoli	08/04/2013, 00:00:00	25.75728	Asia/Kolkata
-82.00919	building	Jaruco	2013/05/02	23.04419	America/Havana
2.95924	average	Cheraga	2014/05/27	36.76775	Africa/Algiers
72.85107	good	Bhayandar	2015-01-17	19.30157	Asia/Kolkata
2.95924	acceptable	Cheraga	2018/06/24	36.76775	Africa/Algiers
-102.04897	excellent	Paracho de Verduzco	2017-03-01	19.64745	America/Mexico_City
2.12213	excellent	Le Chesnay	2022-04-08	48.8222	Europe/Paris
34.11169	excellent	Busia	24 Sep 2017	0.46005	Africa/Nairobi
-62.64102	maintenance	Ciudad Guayana	2021/06/06	8.35122	America/Caracas
-53.13722	average	Loanda	2013-04-20	-22.92306	America/Sao_Paulo
101.18445	good	Phanat Nikhom	07/20/2014, 00:00:00	13.44581	Asia/Bangkok
0.75	maintenance	Thetford	2015-09-28	52.41667	Europe/London
44.02488	accep	Karbala	2015-01-19	32.61603	Asia/Baghdad
28.67582	good	Yakuplu	2014/09/10	40.98894	Europe/Istanbul
-13.2356	average	Freetown	2022-06-09	8.48714	Africa/Freetown
77.54372	building	Periyakulam	2012-10-07	10.12268	Asia/Kolkata
71.30633	good	Kundla	06/21/2014, 00:00:00	21.34222	Asia/Kolkata
122.74754	building	Haicheng	2018-04-30	40.85158	Asia/Shanghai
65.93249	average	Sar-e Pul	06/17/2022, 00:00:00	36.21544	Asia/Kabul
-69.96533	excellent	Brunswick	12/24/2018, 00:00:00	43.91452	America/New_York
-73.26022	average	Socorro	01/17/2013, 00:00:00	6.46838	America/Bogota
-71.10077	maintenance	Santa Cruz de Barahona	09/04/2021, 00:00:00	18.20854	America/Santo_Domingo
7.973	accep	Finnentrop	2018-12-11	51.168	Europe/Berlin
4.8951	average	Valence	2016-03-26	44.92801	Europe/Paris
24.95034	accep	Kallio	15 Jul 2020	60.18427	Europe/Helsinki
112.9	excellent	Xiangtan	03/31/2015, 00:00:00	27.85	Asia/Shanghai
12.1369	accep	Zeitz	08 Nov 2021	51.04962	Europe/Berlin
17.22635	accep	Skalica	2015/11/03	48.8449	Europe/Bratislava
17.22635	average	Skalica	2013-10-27	48.8449	Europe/Bratislava
-119.0376	excellent	Camarillo	2020-07-19	34.21639	America/Los_Angeles
-61.4867	excellent	Rafaela	2015-03-20	-31.25033	America/Argentina/Cordoba
4.7934	good	Saint-Genis-Laval	31 Oct 2016	45.69558	Europe/Paris
-75.11028	excellent	Minas de Marcona	2013/11/29	-15.21194	America/Lima
-43.80139	average	Itabirito	2016-06-11	-20.25333	America/Sao_Paulo
14.72443	excellent	Ragusa	11 Oct 2021	36.92574	Europe/Rome
3.64633	excellent	Shagamu	01/17/2020, 00:00:00	6.8485	Africa/Lagos
41.00817	excellent	Silvan	22 Jul 2019	38.13708	Europe/Istanbul
9.20427	average	Reutlingen	2013/05/10	48.49144	Europe/Berlin
85.83334	good	Bhuban	24 Nov 2019	20.88197	Asia/Kolkata
27.06365	accep	Shepetivka	2013-06-14	50.18545	Europe/Kiev
-2.16	building	Jerada	15 Aug 2019	34.31	Africa/Casablanca
122.22833	good	Yingkou	2019-07-21	40.66482	Asia/Shanghai
1.15597	average	Clacton-on-Sea	2018/12/01	51.78967	Europe/London
139.6853	accep	Shimotoda	2020/10/28	35.815	Asia/Tokyo
81.54855	average	Jais	01/28/2019, 00:00:00	26.2649	Asia/Kolkata
76.0586	good	Hungund	06 Aug 2022	16.06213	Asia/Kolkata
6.8625	average	Oberhausen	12 Sep 2019	51.47805	Europe/Berlin
-46.99583	accep	Valinhos	12/14/2017, 00:00:00	-22.97056	America/Sao_Paulo
34.34691	average	Petrozavodsk	22 Aug 2015	61.78491	Europe/Moscow
2.95924	excellent	Cheraga	2015/11/09	36.76775	Africa/Algiers
-73.81669	excellent	Pointe-Claire	2016-03-01	45.44868	America/Toronto
137.36215	average	Namerikawa	2015/04/12	36.75965	Asia/Tokyo
24.6522	accep	Espoo	2021/09/06	60.2052	Europe/Helsinki
-77.02303	average	Fort Washington	2020/08/11	38.70734	America/New_York
105.75635	good	Sa Dec	20 Aug 2015	10.29085	Asia/Ho_Chi_Minh
8.51667	building	Verl	06 Jun 2013	51.88333	Europe/Berlin
8.62118	maintenance	Novara	2016-04-16	45.44694	Europe/Rome
24.04142	accep	Alytus	2021-05-07	54.39635	Europe/Vilnius
-79.62603	building	Veracruz	2014/01/17	8.88988	America/Panama
91.00632	average	Barpeta	02/20/2019, 00:00:00	26.32293	Asia/Kolkata
-86.19903	excellent	Jinotepe	2022/01/13	11.84962	America/Managua
24.14662	average	Tornio	2013-11-30	65.84811	Europe/Helsinki
2.95924	accep	Cheraga	11/15/2015, 00:00:00	36.76775	Africa/Algiers
-49.27306	excellent	Curitiba	2018-09-01	-25.42778	America/Sao_Paulo
105.89333	excellent	Beidao	18 Nov 2013	34.56861	Asia/Shanghai
-42.29444	average	Barras	04/09/2022, 00:00:00	-4.24444	America/Fortaleza
-68.30472	accep	Tinaquillo	2022-06-17	9.91861	America/Caracas
73.97117	building	Naushahra Virkan	2022/05/06	31.96258	Asia/Karachi
-0.76773	excellent	Novelda	01/01/2015, 00:00:00	38.38479	Europe/Madrid
5.55575	average	Lons-le-Saunier	2018/10/09	46.67535	Europe/Paris
34.75699	good	Rahat	01/04/2019, 00:00:00	31.39547	Asia/Jerusalem
-4.21376	average	Rutherglen	2014-10-02	55.82885	Europe/London
9.22796	building	Pfullingen	2021/05/05	48.46458	Europe/Berlin
-88.3162	building	Crystal Lake	28 Feb 2013	42.24113	America/Chicago
77.0202	building	Otegen Batyra	30 Mar 2021	43.41949	Asia/Almaty
-111.78903	good	Gilbert	2015/11/16	33.35283	America/Phoenix
120.56528	accep	Pilar	07/24/2018, 00:00:00	14.66	Asia/Manila
71.57737	excellent	Gariadhar	07/24/2015, 00:00:00	21.53889	Asia/Kolkata
38.16694	average	Kashira	2018/07/19	54.84444	Europe/Moscow
-80.58556	good	Corralillo	2014-12-21	22.98212	America/Havana
11.32903	building	Weimar	08/15/2022, 00:00:00	50.9803	Europe/Berlin
110.8405	accep	Kudus	01/05/2013, 00:00:00	-6.8048	Asia/Jakarta
117.63083	maintenance	Pingyi	02/17/2022, 00:00:00	35.50056	Asia/Shanghai
42.7125	accep	'Ali Sabieh	2020-06-26	11.15583	Africa/Djibouti
-123.02621	accep	Keizer	01/21/2020, 00:00:00	44.99012	America/Los_Angeles
-88.27205	good	Kaukauna	23 Jun 2013	44.27804	America/Chicago
12.19458	average	Biu	2017/10/07	10.61285	Africa/Lagos
12.70038	good	Cordenons	08 Nov 2020	45.9836	Europe/Rome
-1.06667	accep	Selby	02/09/2016, 00:00:00	53.78333	Europe/London
-59.13316	excellent	Tandil	20 Jun 2018	-37.32167	America/Argentina/Buenos_Aires
-122.2608	building	American Canyon	27 Jul 2017	38.17492	America/Los_Angeles
38.94324	average	Yablonovskiy	2019-06-21	44.98901	Europe/Moscow
2.18247	excellent	el Camp de l'Arpa del Clot	02/23/2017, 00:00:00	41.41204	Europe/Madrid
2.1699	good	Herblay	10 Jul 2015	48.98994	Europe/Paris
6.26764	excellent	Yenagoa	2021-11-22	4.92675	Africa/Lagos
-50.00639	average	Palmeira	2021/11/17	-25.42944	America/Sao_Paulo
-80.22588	accep	North Lauderdale	2016/02/14	26.2173	America/New_York
-86.58208	good	Somoto	13 Mar 2018	13.48082	America/Managua
-81.23621	good	Lexington	02/01/2014, 00:00:00	33.98154	America/New_York
78.95693	accep	Kashipur	27 Jul 2017	29.21399	Asia/Kolkata
38.94324	good	Yablonovskiy	02/26/2015, 00:00:00	44.98901	Europe/Moscow
-89.10944	maintenance	Ilopango	2019-05-21	13.70167	America/El_Salvador
-122.24064	good	Bothell West	2020/07/12	47.80527	America/Los_Angeles
-96.67834	excellent	Ada	2012/11/12	34.77453	America/Chicago
20.91361	maintenance	Bogovinje	03 Mar 2013	41.92361	Europe/Skopje
-87.65644	excellent	New City	2014-10-17	41.80753	America/Chicago
28.28489	average	Soroca	07/04/2015, 00:00:00	48.15659	Europe/Chisinau
43.83992	average	Arzamas	03/05/2020, 00:00:00	55.39485	Europe/Moscow
76.35484	good	Alwaye	2020/04/08	10.10649	Asia/Kolkata
2.35739	building	Cardedeu	08 Jan 2019	41.63976	Europe/Madrid
8.91229	building	Eppingen	2013/03/21	49.13645	Europe/Berlin
-51.50361	excellent	Carlos Barbosa	16 Sep 2013	-29.2975	America/Sao_Paulo
38.2739	average	Yeysk	04/09/2014, 00:00:00	46.7055	Europe/Moscow
-52.2	good	Marau	09/16/2014, 00:00:00	-28.44917	America/Sao_Paulo
-61.4867	good	Rafaela	14 Jul 2013	-31.25033	America/Argentina/Cordoba
70.96699	average	Kot Addu	11 Aug 2015	30.46907	Asia/Karachi
115.04814	average	Huangshi	09/14/2022, 00:00:00	30.24706	Asia/Shanghai
38.2739	good	Yeysk	2021/02/13	46.7055	Europe/Moscow
-25.66689	building	Ponta Delgada	02/28/2017, 00:00:00	37.74615	Atlantic/Azores
112.9	average	Xiangtan	04/18/2019, 00:00:00	27.85	Asia/Shanghai
86.59611	building	Saharsa	05/04/2013, 00:00:00	25.87498	Asia/Kolkata
139.6853	accep	Shimotoda	2015/05/27	35.815	Asia/Tokyo
129.96972	average	Karatsu	19 Dec 2021	33.4425	Asia/Tokyo
-82.4017	building	Boyeros	2016-09-06	23.0072	America/Havana
11.32903	accep	Weimar	06/02/2014, 00:00:00	50.9803	Europe/Berlin
86.79271	accep	Madhipura	2014-10-01	25.92127	Asia/Kolkata
-38.79084	average	Tucano	2017-07-01	-10.95817	America/Bahia
-56.52361	building	Durazno	2016/04/28	-33.38056	America/Montevideo
30.91105	good	Arua	23 Feb 2022	3.02013	Africa/Kampala
27.06365	accep	Shepetivka	06/10/2018, 00:00:00	50.18545	Europe/Kiev
-87.66561	excellent	Lower West Side	06 Sep 2019	41.8542	America/Chicago
-73.58248	excellent	Sainte-Catherine	02/22/2022, 00:00:00	45.40008	America/Toronto
-83.55521	average	Toledo	20 Nov 2018	41.66394	America/New_York
3.55665	average	Thenia	2020-10-07	36.72544	Africa/Algiers
2.12213	accep	Le Chesnay	2019/10/16	48.8222	Europe/Paris
111.4834	good	Aykhal	09/15/2016, 00:00:00	65.93381	Asia/Yakutsk
-71.8023	building	Fitchburg	2014-10-24	42.58342	America/New_York
85.94001	average	Teghra	01/29/2017, 00:00:00	25.49043	Asia/Kolkata
109.3243	maintenance	Randudongkal	03/23/2015, 00:00:00	-7.0981	Asia/Jakarta
36.25361	average	Polohy	07 May 2018	47.48444	Europe/Zaporozhye
22.53083	building	Negotin	16 Jul 2015	44.22639	Europe/Belgrade
-51.50361	maintenance	Carlos Barbosa	2018-05-07	-29.2975	America/Sao_Paulo
-122.2054	maintenance	Bothell	09 Jan 2017	47.76232	America/Los_Angeles
-41.88778	average	Itaperuna	22 Oct 2019	-21.205	America/Sao_Paulo
17.4674	building	Brzeg	19 Nov 2012	50.86079	Europe/Warsaw
-37.07167	building	Aracaju	2019/12/04	-10.91111	America/Maceio
-38.94722	maintenance	Canavieiras	2016-12-24	-15.675	America/Bahia
117.27583	accep	Sishui	07/02/2022, 00:00:00	35.64889	Asia/Shanghai
-74.26419	average	Madrid	07/21/2018, 00:00:00	4.73245	America/Bogota
59.6	average	Shalqar	2013-12-24	47.83333	Asia/Aqtobe
55.4504	accep	Saint-Denis	10 Jun 2022	-20.88231	Indian/Reunion
8.91229	excellent	Eppingen	28 Oct 2012	49.13645	Europe/Berlin
-4.10734	building	Puertollano	04/09/2019, 00:00:00	38.68712	Europe/Madrid
-71.06616	average	Malden	02 Mar 2020	42.4251	America/New_York
-45.94722	good	Alfenas	01/24/2014, 00:00:00	-21.42917	America/Sao_Paulo
19.21437	excellent	Bijeljina	05/06/2016, 00:00:00	44.75874	Europe/Sarajevo
70.91106	average	Alipur	20 Mar 2020	29.38242	Asia/Karachi
9.72749	excellent	Ehingen	2020/01/03	48.28259	Europe/Berlin
37.55	good	Arba Minch	2020-04-13	6.03333	Africa/Addis_Ababa
117.65694	average	Laiwu	2013-03-24	36.19278	Asia/Shanghai
15.00913	good	Misterbianco	12/06/2017, 00:00:00	37.51803	Europe/Rome
-76.72803	good	Woodlawn	2013/06/11	39.32288	America/New_York
14.34085	accep	Volla	2018/03/19	40.87363	Europe/Rome
99.96667	good	Nakhon Si Thammarat	04 Aug 2018	8.43333	Asia/Bangkok
57.3552	excellent	Kuvandyk	10/14/2013, 00:00:00	51.4781	Asia/Yekaterinburg
86.59509	accep	Supaul	03/23/2021, 00:00:00	26.11527	Asia/Kolkata
117.65694	good	Laiwu	10 Sep 2017	36.19278	Asia/Shanghai
-117.70755	accep	Laguna Niguel	07/15/2013, 00:00:00	33.52253	America/Los_Angeles
-86.99666	average	Hueytown	2014/05/09	33.45122	America/Chicago
-89.71472	maintenance	Sonzacate	17 Jul 2019	13.73417	America/El_Salvador
36.73307	good	Naro-Fominsk	2022-04-29	55.38752	Europe/Moscow
1.00288	good	Elbeuf	14 Jul 2020	49.28669	Europe/Paris
104.64992	building	Kantharalak	2014/12/18	14.64056	Asia/Bangkok
15.28318	average	Brazzaville	05/19/2019, 00:00:00	-4.26613	Africa/Brazzaville
-0.29825	excellent	Surbiton	09/26/2013, 00:00:00	51.39148	Europe/London
-80.58556	accep	Corralillo	2016/04/23	22.98212	America/Havana
15.07041	average	Catania	2019/02/05	37.49223	Europe/Rome
-121.74052	maintenance	Davis	23 Jun 2015	38.54491	America/Los_Angeles
-1.60452	accep	Tudela	2017/04/27	42.06166	Europe/Madrid
-74.96933	building	Sicklerville	10/23/2021, 00:00:00	39.71734	America/New_York
178.00417	accep	Gisborne	2018-08-29	-38.65333	Pacific/Auckland
14.51472	accep	Valletta	03/04/2018, 00:00:00	35.89972	Europe/Malta
153.10236	building	Carindale	2019/03/21	-27.50578	Australia/Brisbane
-102.36764	accep	Odessa	2018/11/21	31.84568	America/Chicago
6.74549	maintenance	Losheim	2016/09/20	49.5099	Europe/Berlin
-39.25	average	Muritiba	11/23/2016, 00:00:00	-12.91667	America/Bahia
32.86389	accep	Roslavl’	12 Aug 2014	53.95278	Europe/Moscow
78.95693	excellent	Kashipur	2015/12/17	29.21399	Asia/Kolkata
-73.9614	accep	El Copey	11/27/2016, 00:00:00	10.15031	America/Bogota
4.07601	accep	Denderleeuw	25 Jun 2017	50.88506	Europe/Brussels
56.36091	average	Saraktash	12/07/2012, 00:00:00	51.78771	Asia/Yekaterinburg
-3.52751	accep	Exeter	2013/12/03	50.7236	Europe/London
39.25	building	Magomeni	2017-08-22	-6.8	Africa/Dar_es_Salaam
-67.15407	good	Aguadilla	08/07/2014, 00:00:00	18.42745	America/Puerto_Rico
4.82313	good	Lille	29 May 2019	51.24197	Europe/Brussels
-67.15407	excellent	Aguadilla	2017/01/25	18.42745	America/Puerto_Rico
26.97253	excellent	Krasyliv	07/15/2015, 00:00:00	49.65186	Europe/Kiev
71.57737	excellent	Gariadhar	26 Mar 2017	21.53889	Asia/Kolkata
-73.78458	accep	Scarsdale	07/17/2013, 00:00:00	41.0051	America/New_York
-117.14392	good	Mira Mesa	2016/09/28	32.9156	America/Los_Angeles
33	excellent	Usagara	02/13/2020, 00:00:00	-2.68333	Africa/Dar_es_Salaam
68.88871	good	Jhol	2017/08/01	25.95533	Asia/Karachi
-35.03333	building	Cabo	10/02/2015, 00:00:00	-8.28333	America/Recife
30.91105	maintenance	Arua	2020-08-09	3.02013	Africa/Kampala
-2.98884	accep	Leioa	2019/04/26	43.32686	Europe/Madrid
128.63083	building	Eisen	02/19/2019, 00:00:00	36.82167	Asia/Seoul
8.96317	excellent	Hechingen	2022/08/06	48.35149	Europe/Berlin
7.36027	maintenance	Radevormwald	01/19/2020, 00:00:00	51.20219	Europe/Berlin
86.68363	average	Adra	04/15/2020, 00:00:00	23.49668	Asia/Kolkata
37.99117	good	Krymsk	12/16/2017, 00:00:00	44.92934	Europe/Moscow
28.88222	average	Mudanya	09/29/2012, 00:00:00	40.37528	Europe/Istanbul
7.60872	average	Ventimiglia	2015/06/15	43.78956	Europe/Rome
-76.43941	good	Middle River	2014-07-20	39.33427	America/New_York
29.65806	accep	Mwandiga	09/02/2019, 00:00:00	-4.83	Africa/Dar_es_Salaam
85.4265	average	Yashkino	12/16/2016, 00:00:00	55.8736	Asia/Novokuznetsk
38.2739	maintenance	Yeysk	2020/02/12	46.7055	Europe/Moscow
-1.99421	maitennce	Devizes	11/19/2021, 00:00:00	51.35084	Europe/London
2.44892	average	Gonesse	19 Dec 2017	48.98693	Europe/Paris
4.74161	excellent	Ilesa	18 Dec 2019	7.62789	Africa/Lagos
6.61944	good	Hardenberg	2015-07-24	52.57583	Europe/Amsterdam
76.32756	maintenance	Kalavoor	01/31/2014, 00:00:00	9.57046	Asia/Kolkata
-37.65	good	Lagarto	2013/03/20	-10.91722	America/Maceio
123.89071	maintenance	Cebu City	2016-04-17	10.31672	Asia/Manila
-2.09814	average	Aberdeen	2016/09/29	57.14369	Europe/London
3.87723	good	Montpellier	2016/08/01	43.61092	Europe/Paris
-82.32483	good	Gainesville	07 Aug 2019	29.65163	America/New_York
-96.67834	acceptable	Ada	25 Feb 2016	34.77453	America/Chicago
-102.36764	average	Odessa	2017/04/10	31.84568	America/Chicago
4.8951	accep	Valence	2014-07-28	44.92801	Europe/Paris
-119.01677	average	Porterville	19 Apr 2017	36.06523	America/Los_Angeles
-84.23381	average	Stockbridge	15 Nov 2016	33.54428	America/New_York
112.23109	excellent	Diwek	06/09/2013, 00:00:00	-7.57897	Asia/Jakarta
102.05461	average	Tak Bai	29 Sep 2013	6.25947	Asia/Bangkok
-95.63079	accep	Palestine	24 Sep 2014	31.76212	America/Chicago
120.5875	good	La Trinidad	2015-01-29	16.455	Asia/Manila
-85.76942	excellent	Greenfield	2014/12/23	39.78504	America/Indiana/Indianapolis
-8.53778	good	New Yekepa	2019/12/25	7.57944	Africa/Monrovia
78.23456	accep	Bachhraon	2016/09/09	28.92694	Asia/Kolkata
106.85417	good	Cibinong	2020/01/29	-6.48167	Asia/Jakarta
12.6723	building	Ariccia	23 Jun 2017	41.72063	Europe/Rome
77.24779	average	Udumalaippettai	2017/08/06	10.58806	Asia/Kolkata
-88.64235	accep	Iron River	2018/01/29	46.09273	America/Menominee
150.60036	average	Nowra	16 Jan 2022	-34.88422	Australia/Sydney
83.62389	building	Novosilikatnyy	2013-08-11	53.30972	Asia/Barnaul
128.63083	maintenance	Eisen	2018-06-07	36.82167	Asia/Seoul
14.39024	average	Lanciano	2019/12/06	42.22718	Europe/Rome
10.03478	excellent	El Alia	21 Nov 2016	37.16911	Africa/Tunis
-97.54667	excellent	Hutto	09 Jun 2017	30.5427	America/Chicago
117.4831	accep	Shaowu	2022-03-26	27.34089	Asia/Shanghai
112.23109	maitennce	Diwek	2016/02/28	-7.57897	Asia/Jakarta
86.79271	average	Madhipura	2017/03/17	25.92127	Asia/Kolkata
-60.93173	good	Esperanza	04/22/2020, 00:00:00	-31.4488	America/Argentina/Cordoba
5.4384	good	Marseille 11	2015-07-15	43.2907	Europe/Paris
32.86389	maintenance	Roslavl’	10/20/2012, 00:00:00	53.95278	Europe/Moscow
-50.19556	maintenance	Iturama	2016/07/16	-19.72806	America/Sao_Paulo
71.57737	building	Gariadhar	03/11/2016, 00:00:00	21.53889	Asia/Kolkata
118.9707	good	Majene	10/31/2020, 00:00:00	-3.5403	Asia/Makassar
32.6178	average	Kherson	10/08/2014, 00:00:00	46.65581	Europe/Kiev
111.73861	excellent	Changzhi	2019-01-21	35.20889	Asia/Shanghai
-113.3187	building	Sherwood Park	01 Apr 2021	53.51684	America/Edmonton
-104.22884	average	Carlsbad	10/31/2020, 00:00:00	32.42067	America/Denver
-115.98391	accep	Pahrump	22 Jan 2017	36.20829	America/Los_Angeles
77.23826	excellent	Sathyamangalam	2015-12-11	11.50526	Asia/Kolkata
117.33333	good	Taozhuang	29 Jan 2022	34.85	Asia/Shanghai
-67.15407	maintenance	Aguadilla	2021/01/09	18.42745	America/Puerto_Rico
43.67663	good	Nizhniy Lomov	2013/07/25	53.53041	Europe/Moscow
118.53333	accep	Pucheng	2018-05-12	27.92333	Asia/Shanghai
123.50266	maintenance	Hushitai	2018-02-11	41.94175	Asia/Shanghai
-75.11028	excellent	Minas de Marcona	04/16/2019, 00:00:00	-15.21194	America/Lima
34.8732	building	Ganei Tikva	22 Jul 2022	32.05971	Asia/Jerusalem
14.66737	excellent	Campobasso	2016/08/18	41.55947	Europe/Rome
4.7934	excellent	Saint-Genis-Laval	2017-10-17	45.69558	Europe/Paris
83.62389	building	Novosilikatnyy	2014-11-14	53.30972	Asia/Barnaul
79.41727	excellent	Gingee	12/20/2013, 00:00:00	12.25282	Asia/Kolkata
136.84186	maintenance	Toba	14 Sep 2015	34.4833	Asia/Tokyo
-74.38987	accep	Scotch Plains	2019-05-12	40.65538	America/New_York
18.69303	building	Mongo	10/02/2012, 00:00:00	12.18441	Africa/Ndjamena
4.07601	good	Denderleeuw	2015-05-16	50.88506	Europe/Brussels
-1.64295	maintenance	Segundo Ensanche	06 Dec 2013	42.8139	Europe/Madrid
68.75915	good	Khairpur Mir’s	2015-06-23	27.52948	Asia/Karachi
28.67582	accep	Yakuplu	25 Mar 2020	40.98894	Europe/Istanbul
113.82465	good	Licheng	02/14/2020, 00:00:00	23.29549	Asia/Shanghai
8.62118	average	Novara	2017/07/04	45.44694	Europe/Rome
120.82747	good	Zhuangyuan	2013/10/31	37.30553	Asia/Shanghai
34.75699	accep	Rahat	2019/08/14	31.39547	Asia/Jerusalem
5.06258	average	Igbara-Odo	2016-09-12	7.50251	Africa/Lagos
-87.65644	maintenance	New City	30 Sep 2015	41.80753	America/Chicago
-97.92977	excellent	Hutchinson	10/18/2020, 00:00:00	38.06084	America/Chicago
-86.99666	average	Hueytown	20 Jun 2014	33.45122	America/Chicago
-3.67029	excellent	Las Gabias	13 Jan 2014	37.13548	Europe/Madrid
-82.07842	excellent	Punta Gorda Isles	2018/05/12	26.91756	America/New_York
4.25633	good	Beveren	06 Sep 2013	51.21187	Europe/Brussels
5.55575	accep	Lons-le-Saunier	2015/08/10	46.67535	Europe/Paris
2.95924	average	Cheraga	01/31/2018, 00:00:00	36.76775	Africa/Algiers
-84.13722	maintenance	San Rafael	2014/07/29	9.92787	America/Costa_Rica
59.6	good	Shalqar	2018-06-27	47.83333	Asia/Aqtobe
5.58472	excellent	Barneveld	02 Sep 2021	52.14	Europe/Amsterdam
138.31667	building	Suzaka	2013-12-08	36.65	Asia/Tokyo
-80.58556	good	Corralillo	11 Jul 2015	22.98212	America/Havana
-93.12577	building	Rosemount	2020/02/15	44.73941	America/Chicago
12.16179	accep	Landshut	2014-06-08	48.52961	Europe/Berlin
114.51667	good	Wacheng	03/18/2015, 00:00:00	33.78333	Asia/Shanghai
-122.24092	excellent	Bryn Mawr-Skyway	2022-09-14	47.4943	America/Los_Angeles
71.67164	average	Qadirpur Ran	2014/12/12	30.29184	Asia/Karachi
