H2CO	CO	latitude	longitude	O3	NH3	SO2	TEMP	C2H3NO5	PRES	CFCs	Pb	warning	PM2.5	NOx	PM10	CH4	PAHs
52.77551	4.28604	35.20889	111.73861	8.12678	9.49974	6.22685	21.52525	0.29785	1085.60333	27.21690	59.91197	0.00000	7.13223	8.35428	6.29696	4.26091	6.93101
40.54506	6.20175	53.30972	83.62389	8.34910	11.29509	6.05458	19.90921	0.46767	1105.24862	53.66908	59.85908	1.00000	5.02934	6.93100	7.26873	5.37995	7.36890
49.74864	4.76825	49.07866	30.96755	7.12311	11.60438	6.57380	26.41270	0.52271	1185.31010	56.23133	54.72202	0.00000	6.78029	7.71981	7.27656	2.52922	10.43912
51.45730	11.13386	-19.72806	-50.19556		2.37593	6.04154	26.23687	0.37285	1193.07904	65.50885	55.58312	1.00000	9.21799	7.80158	4.49459	5.89315	6.79861
81.61154	9.69650	10.58806	77.24779	5.23394	9.18366	7.23443	13.35431	0.44737	1180.34473	28.83035	86.26479	0.00000	6.43559	7.92283	7.11618	7.66920	9.27491
46.71820	6.36766	38.70734	-77.02303	5.98601	8.90327	5.44495	14.98420	10.80319	1069.93556	30.94523	42.20157	0.00000	4.29930	5.51455	11.16089	3.75714	8.08225
35.60379	5.40854	51.47805	6.8625	5.83065	9.18563	7.31239	1.00365	1.28440	1196.83869	74.88825	59.51588	0.00000	6.30991	6.66219	8.67767	5.12776	6.71754
47.53339	7.03901	13.51825	99.95469	6.35798	12.03887	8.06591	17.06746	0.44094	1151.08215	70.27602	42.26936	0.00000	4.68347	7.72593	6.61863	2.61264	7.98885
53.80810	3.56989	34.09668	-117.71978	7.99028	8.23646	8.11048	2.95326	0.43694	1166.39629	46.63562	43.47818	0.00000	7.64067	6.49654	7.28056	5.37687	7.69652
37.95585	10.12727	13.48082	-86.58208	5.78638	9.85767	6.46962	17.90535	1.79089	1108.82304	55.73734	45.98754	0.00000	7.71396	8.05967	9.22715	7.73069	7.86020
38.78580	6.49566	51.62907	-0.74934	5.17706	7.98551	8.47516	20.37223	0.44060	1074.50692	54.67842	47.29256	0.00000	5.30117	8.18194	7.03428	5.59441	7.26840
66.35538	5.14174	12.25282	79.41727	5.15663	7.95631	6.19933	28.72873	2.23652	1192.08339	71.04657	31.41877	0.00000	7.02759	7.04067	9.42877	6.31895	8.00782
46.79440	8.93716	41.48199	-81.79819	6.97523	8.84385	6.33571	24.97145	0.47282	1108.30336	44.74978	36.44468	0.00000	5.78302	5.27366	7.00905	8.01052	6.01152
37.58343	11.41795	50.82882	-0.32247	5.82091	5.25951	5.86152	11.89437	0.14566	1145.60196	47.09430	48.10955	1.00000	10.68916	6.84198	5.87375	7.20546	7.09306
40.54446	6.04145	53.37596	51.3452	5.72576	6.13179	6.60273	5.18262	0.19143	1103.00385	59.80379	47.64379	1.00000	7.65513	6.73851	5.10502	3.94227	7.55139
43.00776	6.77312	60.2052	24.6522	5.57430	10.22735	6.89767	19.57197	0.26682	1178.13036	74.29677	34.02366	0.00000	5.84346	7.93889	5.21275	6.88220	7.96755
66.42245	11.17901	50.18545	27.06365	6.07233	2.26110	6.28168	1.37615	0.36934	1172.45218	62.87387	53.88438	0.00000	9.63970	5.89508	5.56617	6.24867	8.50809
69.92461	6.57194	39.33427	-76.43941	6.52751	4.74873	6.02716	18.00622	0.24520	1066.69925	46.39386	63.93556	1.00000	8.53017	6.70774	5.80002	4.80730	6.04488
72.77295	6.99338	49.13645	8.91229	4.72418	5.67049	6.51575	29.51218	1.90406	1064.45258	51.91047	52.97000	0.00000	4.63848	8.15770	9.32681	8.99375	
54.82992	7.29039	49.65186	26.97253	7.24588	8.59169	6.82970	11.79118	1.38595	1166.04206	57.64053	58.65403	1.00000	5.48080	7.56987	8.92728	5.99083	4.97621
51.30122	5.10407	34.77453	-96.67834	6.43207	6.77190	7.11742	18.98487	0.34753	1086.56367	61.47805	42.36338	1.00000	6.38887	6.39716	5.64538	6.33685	7.11999
60.57692	5.54754	40.78206	72.34424	6.82992	8.06772	8.08766	11.95364	0.22974	1050.45057	56.02927	58.94390	0.00000	5.22755	6.52754	4.99858	7.86452	6.10984
48.81044	3.68420	-25.42778	-49.27306	8.43981	10.64372	7.28251	19.22409	0.36269	1122.19619	54.38782	60.79701	1.00000	6.70277	7.07235	5.21351	5.30535	8.14340
35.89783	4.88778	36.02506	-86.77917	7.36470	7.52659	7.88931	22.42672	0.44881	1151.67238	42.99836	47.92532	0.00000	6.63860	8.97308	6.98871	6.32647	5.73599
54.63807	8.00482	33.35283	-111.78903	3.91933	9.11789	7.82793	8.35495	0.24496	1057.22443	96.60380	54.60877	0.00000	7.17545	9.30440	5.33058	10.53424	
26.28692	5.40468	-37.32167	-59.13316	4.96774	6.02628	5.12567	31.70494	8.75551	1199.35788	61.54539	68.16317	0.00000	6.35078	8.12996	10.95728	7.49359	8.77514
64.75807	6.61824	35.89972	14.51472	8.41238	10.16551	7.26672	3.78855	0.30773	1079.49970	37.17542	56.35172	0.00000	6.03623	5.72079	5.20014	9.87774	6.32251
39.78446	6.19680	11.84962	-86.19903	6.18842	8.74081	8.42627	-0.17472	0.58518	1142.99987	54.06964	65.01041	0.00000	5.23637	6.78889	7.71147	5.79400	6.46319
61.17780	9.33756	8.88988	-79.62603	4.52543	6.98287	6.18438	6.39512	0.13843	1175.86710	37.95433	58.77692	0.00000	4.24004	7.01836	3.96869	7.36302	8.08410
44.61804	6.43737	46.51872	86.00214	5.05066	7.24269	7.05035	5.73130	0.35593	1126.15823	50.87933	61.73836	1.00000	7.14870	8.12449	7.25393	6.12902	5.98886
50.05666	6.27341	35.50056	117.63083	7.94328	3.36844	7.91796	5.67604	0.30304	1138.25556	44.50677	51.54762	1.00000	7.29534	7.63682	2.97327	3.03728	9.23528
34.27128	5.15902	32.5007	-94.74049	7.32331	5.93819	6.56485	7.91711	0.21328	1141.28459	69.56749	53.33551	1.00000	7.69379	5.75947	4.10936	3.30715	6.02902
31.37809	8.28915	44.27804	-88.27205	4.77839	6.42594	5.67564	12.67102	0.54246	1118.85404	53.98919	24.99753	0.00000	4.52417	8.57255	7.33528	4.64061	6.79113
56.28664	7.09684	47.46657	84.87144	5.81771	6.91741	7.31658	4.35619	0.28030	1195.00769	61.58044	62.12596	1.00000	6.97205	8.92123	6.13499	5.80423	5.84046
56.09733	9.68123	20.14298	-77.43532	6.38871	9.28209	9.07602	15.42769	0.25800	1090.66563	49.77927	70.63508	0.00000		8.65607	6.50889	10.62763	4.32599
46.45343	4.68836	29.65163	-82.32483	4.82369	8.58001	8.32314	3.26633	5.30137	1190.49383	73.93963	31.76399	0.00000		8.99748	10.43015	5.80558	7.03507
41.79754	5.89928	40.2737	-76.88442	6.42213	9.37296	7.90940	27.05436	0.62726	1078.62738	71.70796	47.21044	0.00000	5.69897	6.27366	7.06752	5.34074	6.72780
58.44051	4.84476	49.97704	9.15214	7.14027	6.35764	6.77549	6.59874	0.41556	1102.69667		36.24536	1.00000	7.27033	7.63951	7.45534	6.13360	9.56402
39.12563	6.69818	48.46458	9.22796	5.72682	7.33770	7.29980	18.74447	0.69371	1052.81204	49.35596	46.99642	0.00000	5.10630	7.22515	7.97128	7.00380	8.41852
46.93633	10.47503	27.55898	68.21204	5.69379		7.09472	26.74290	0.36913	1178.63967	40.84925	55.58996	1.00000	9.63947	6.56632	6.86439	7.42410	8.59869
40.30720	6.54324	35.815	139.6853	6.55106	6.61604	7.16438	2.39350	0.26238	1087.46040	50.07530	65.20546	1.00000	7.51872	8.15545	5.38473	5.17899	6.63528
53.65864	10.34972	-37.9	145.18333	3.68897	7.37852	7.88513	25.39443	0.58758	1072.97221	41.84658	47.69738	0.00000	5.60207	6.51943	7.34457	7.38922	8.11246
47.45691	5.43909	40.87329	14.43865	7.69365	10.68762	7.60841	21.08410	0.28066	1173.95059	46.79544	47.77517	0.00000	6.08816	9.39478	4.71805	8.01560	7.26606
29.60508	9.45787	33.7207	-116.21677	4.48010	8.29665	6.55025	20.23467	0.12283	1138.49741	47.39191	40.19124	0.00000	5.77979	6.73306	3.47326	9.74755	6.90534
48.81422	10.92733	48.28259	9.72749	6.36787	1.95003	5.52484	11.21101	0.27366	1080.79705	56.68198	59.68241	1.00000	9.93610	8.06766	4.24836	5.08973	7.33223
60.53852	8.96511	51.19139	6.51352	6.33537	10.02340	6.54498	3.37625	0.28244	1105.95041	40.65610	34.32195	0.00000	6.70329	7.51292	6.19843	10.05771	7.63377
31.86106	6.77908	11.84962	-86.19903	4.51464	10.66059	5.70109	5.85015	1.61849	1166.53521	39.67422	69.74953	0.00000	5.37090	7.09907	9.05468	4.27419	8.11816
44.95734	5.93371	19.64745	-102.04897	9.58326	9.61198	7.69216	19.37871	1.74073	1098.78408	60.02896	26.03946	1.00000	5.43315	6.26170	9.20644	5.60277	6.46375
31.56637	7.52382	-23.7975	-48.59278	8.25925	8.91515	5.41779	13.56585	3.23754	1199.89006	53.67660	52.74294	1.00000	5.20335	7.58625	9.94653	5.91790	7.41199
32.26938	8.51256	10.29085	105.75635	5.93681	9.05356	7.60938	12.71294	0.51347	1142.68344	49.80610	64.71422	1.00000	4.96237	5.94670	7.25198	6.56103	6.55783
58.55396	4.37749	41.55838	-81.56929	7.41611	10.87733	9.17236	14.00283	0.55425	1051.26310	50.85385	50.11656	0.00000	6.78035	7.85154	7.73055	2.99591	5.14722
38.84351	4.66116	40.98894	28.67582	8.34551	6.89711	6.27097	13.45233	0.99380	1128.88075	56.95961	36.68148	1.00000	7.29227	8.30666	8.33289	6.08263	6.37170
69.60608	6.74050	60.97944	76.92421	9.79242	11.14799	8.28465	0.85722	0.41469	1111.17272	42.24097	52.93502	0.00000	6.36351	8.85963	2.91141	11.69685	7.12846
41.08032	5.76043	-36.9256	-73.02841	7.76618	11.12826	6.64499	24.38069	0.44543	1176.25500	56.44688	47.66514	0.00000	8.14818	6.94438	6.58987	11.19364	7.30190
25.68103	7.12000	35.89972	14.51472	4.14318	7.34802	4.20780	16.85572	3.71400	1130.81572	38.46082	46.53338	0.00000	4.95732	7.93999	9.99794	7.14933	7.21484
50.28240	5.11544	53.43333	-7.95	5.76710	8.97229	6.34360	30.51985	0.30866	1185.82100	66.47000	49.75007	1.00000	6.95661	8.54079	6.06927	5.09200	7.93521
52.56757	5.41329	51.04962	12.1369	7.70207	7.49421	6.10421	26.32932	1.24598	1137.37916	47.97666	67.59541	1.00000	6.71087	6.65257	8.59659	5.48668	7.16533
52.23613	4.90785	-19.65	47.31667	6.11852	8.09432	7.06893	20.39412	0.44174	1164.60786	57.10858	67.18305	1.00000	7.41000	6.59728	6.93142	5.35435	8.47284
16.43278	5.79290	4.73245	-74.26419	7.76064	6.33939	7.21633	33.88533	0.80286	1072.68714	58.22499	12.86275	0.00000	4.77368	7.24268	7.93932	6.68853	5.73633
42.56108	4.52201	54.90083	38.07083	7.70720	8.69843	5.51171	13.91552	0.60707	1132.77121	49.70512	52.09091	1.00000	7.42242	5.48390	7.52847	5.48967	6.55970
45.73479	7.00664	32.87533	71.57118	6.43844	6.24254	7.64757	12.71230	0.77090	1186.55047	59.19225	57.38063	1.00000	5.92968	7.59136	8.08677	6.85481	7.15008
47.53584	4.82344	3.8801	-77.03116	8.18376	4.31524	6.88973	11.93722	0.41125	1103.05382	48.12259	47.31007	1.00000	7.18857	5.25575	3.08452	2.24170	7.02327
48.35997	4.22822	20.88953	-156.47432	7.82745	7.37145	8.17219	18.56428	1.23427	1151.17154	66.22403	60.64975	0.00000	6.60925	7.40694	8.72084	5.34015	8.02973
46.16466	5.83577	49.13645	8.91229	7.99382	4.96677	6.58432	6.38261	0.21592	1058.81587	40.07591	49.95307	1.00000	7.52722	7.70903	3.68934	3.49613	9.17807
32.44097	7.77698	65.84811	24.14662	4.85177	9.98974	8.70577	4.87614	1.18125	1151.98276	47.01351	62.96307	0.00000	4.16843	6.91376	8.53067	4.64180	8.33933
42.67036	4.10403	24.05979	77.40858	4.65851	8.61396	6.74527	11.11629	4.15993	1126.89898	47.52158	51.75015	0.00000	8.04152	6.52696	10.13268	6.30132	6.75594
46.64193	9.20136	41.1053	-7.32097	10.17713	5.58292	6.52804	9.81905	19.30954	1090.98303	45.60749	62.06698	1.00000	1.61362	5.81819	11.74290	7.10699	6.42796
35.75992	6.27944	4.73245	-74.26419	5.87589	7.26631	6.53151	1.62356	0.68805	1123.81347		42.87956	0.00000	5.31875	10.14669	7.94609	7.27683	8.01502
36.42749	6.79295	35.25064	-91.73625	6.82294	6.47822	7.83011	-0.14137	0.28360	1141.43488	61.99631	65.85205	1.00000	6.59300	8.54943	5.42721	5.97117	6.08632
59.89194	7.76888	33.50921	-111.89903	6.23313	8.73785	5.10581	23.88107	0.18288	1076.03292	55.40227	44.44923	0.00000	6.20855	7.76109	5.28612	9.73264	5.63094
53.55830	5.12676	45.0408	-93.263	8.15678	6.22251	7.66140	11.27802	0.58124	1079.34636	48.36499	61.23917	1.00000	5.99443	6.13792	7.80429	6.40654	7.66046
39.19921	8.26723	41.94175	123.50266	5.08007	8.28619	7.65770	25.23989	0.46676	1108.57643	45.66060	37.71288	0.00000	6.08630	7.64778	5.37240	9.08579	7.57843
44.58318	12.32944	-33.38056	-56.52361	3.40060	6.59499	6.28878	15.23627	0.54803	1057.03113	35.38117	52.27437	0.00000	5.22266	8.63190	7.45317	7.07828	6.70259
50.03873	6.83481	36.65	138.31667	7.62942	7.51615	8.20274	19.00230	0.77283	1094.64709	48.53068	44.03944	1.00000	5.01711	7.23841	8.05273	6.28945	6.76886
57.23275	10.27720	40.64621	-73.97069	6.46509	4.83358	6.73390	10.78085	0.25768	1057.65849	32.02706	62.77782	1.00000	10.12459	6.70533	4.96654	5.59637	6.39161
80.59747	6.44662	43.71032	-1.05366	5.40610	8.34135	7.06077	26.95569	1.97506	1064.65018	52.29150	56.38679	0.00000	5.13221	8.13637	9.38528	5.66265	6.59230
48.12511	8.84850	25.67927	-80.31727	4.75905	8.46182	8.81035	23.63677	1.51630	1138.42851	53.83818	52.58128	0.00000	2.68421	6.28777	8.90921	5.89769	5.95508
40.47626	7.96730	10.63504	-85.43772	4.65842	10.00722	6.74954	1.83889	0.43931	1066.32385	36.36862	48.94207	1.00000	8.04542	8.05820	7.32696	7.06050	5.85691
37.50717	4.80909	44.22639	22.53083	5.37478	8.35519	6.73471	23.20556	2.57642	1179.55733	50.74893	68.78897	0.00000	6.93956	7.66234	9.60530	6.04510	7.19362
37.20619	7.19867	54.58048	16.86194	5.12456	10.63434	7.00307	10.28887	0.96201	1185.80062	47.33236	52.05898	0.00000	4.80157	6.47609	8.23296	4.06617	6.44247
32.57932	8.36164	39.59611	27.02444	8.17987	9.28826	7.62341	9.93709	0.49222	1072.05238	60.22720	38.06106	1.00000	2.71864	8.24337	7.36243	6.61511	5.65887
33.55459	6.78052	39.57582	-105.11221	8.37287	8.01114	6.23621	8.56512	2.85068	1056.23680	44.47532	33.90575	1.00000	5.72915	8.53442	9.72566	6.07618	6.74694
55.41110	3.31416	34.31	-2.16	8.16925	7.85154	6.22150	21.48756	0.34014	1117.86107	38.51111	34.67126	0.00000	7.91432	7.32630	6.97498	5.83996	6.27157
41.75691	8.35901	24.96334	10.18003	3.68824	9.81532	8.78679	5.81048	1.02250	1190.46141	64.97568	61.44977	0.00000	4.24786	8.02640	8.52393	5.58708	8.44572
75.74174	8.08963	36	139.55722	8.28743	9.73080	7.05926	9.38445	3.34556	1134.01640	72.49687	58.77429	1.00000	4.46491	5.74167		5.81218	6.36150
39.46108	7.01176	53.77166	38.12408	8.13135	9.03891	8.20693	29.30243	0.55931	1102.61326	49.82898	47.92170	0.00000	5.33417	7.18488	7.16117	6.52891	6.96920
28.72523	10.32319	40.2737	-76.88442	5.09078	7.69701	6.70045	21.71895	0.42911	1176.29895	38.59904	59.19737	0.00000	4.97348	7.44915	5.42372	7.53470	7.34872
30.36223	5.75535	11.15583	42.7125	7.91408	7.63652	8.43835	28.65982	3.04044	1086.01578	53.46913	49.32422	1.00000	6.53852	6.29896	9.78954	5.14871	8.26824
38.97738	11.24530	39.72943	-104.83192	5.40561	5.87202	5.91349	21.38479	0.37857	1160.21177	63.59448	34.52585	1.00000	9.36588	6.61173	6.41742	7.45618	8.40074
38.95258	7.35159	16.0438	120.4861	6.35816	4.11500	7.95344	12.11393	0.25293	1146.42439	59.21788	43.93303	1.00000	8.53946	5.33765	4.86875	4.57810	7.53365
40.47739	7.61091	10.31672	123.89071	5.63481	5.93650	5.92284	1.82225	0.21492	1075.79075	54.02066	48.30847	1.00000	8.49470	4.43370	6.37100	5.59623	7.99291
58.48019	10.47908	6.03333	37.55	6.14250	5.34226	6.36679	21.14286	0.48268	1120.39228	51.07168	57.25837	1.00000	9.09653	8.20853	5.92690	6.84009	5.86993
52.77025	7.08322	50.7236	-3.52751	8.23993	9.85384	8.48509	13.69547	0.45091	1141.85954	42.45259	44.63268	0.00000	6.77543	6.57990	6.33986	9.12095	7.73638
32.59116	6.12564	50.20528	19.27498	4.24075	13.38360	6.94123	16.85341	0.50368	1179.83576	51.36364	38.41574	0.00000	6.91294	8.58513	6.36054	3.67012	7.43742
25.18979	10.27895	39.72943	-104.83192	5.66096	8.22336	6.93216	12.78999	0.26561	1101.33089	53.56840	34.96353	0.00000	6.03048	7.40323	5.40014	10.09734	7.63603
38.99567	5.52980	-3.5403	118.9707	4.74895	5.93582	7.50819	21.58598	7.04325	1080.67266	57.86978	38.72624	0.00000	6.45185	6.80999	10.71853	7.81407	8.03934
54.39502	4.28913	-8.73508	24.99798	8.33975	5.94414	7.25499	28.08353	0.33960	1140.14064	51.49443	70.54631	1.00000	5.70695	7.79879	6.43000	6.54366	7.22013
37.90077	4.61941	27.85	112.9	5.77091	7.15412	5.76428	20.91777	0.52772	1104.91965	55.45885	33.08204	1.00000	8.54397	7.19234	7.15137	5.23102	6.52862
43.92511	6.94750	42.8334	-80.38297	5.50597	7.81107	8.37736	23.16145	0.31816	1191.44824	19.30914	66.75773	1.00000	6.91447	6.03310	5.54752	5.24702	7.43162
54.22169	4.74245	-27.76952	30.79165	6.78461	9.31112	7.59892	12.36535	0.77755	1086.50873	37.87924	48.81217	0.00000	6.67974	7.70468	7.86466	4.88878	7.60817
63.17039	7.19010	13.73417	-89.71472	7.57979	8.01556	9.92688	19.93952	1.70655	1135.77420	45.24086	36.94107	1.00000	5.41247	7.48445	9.20207	5.92948	7.69314
55.63246	6.46251	55.85	37.56667	5.98784	6.73813	4.89069	11.04572	0.30294	1119.37389	31.82738	30.45187	0.00000	4.41687	7.32775	5.82239	7.10351	6.22584
22.72966	6.86768	40.78206	72.34424	6.39563	7.15839	6.69320	-1.80792	0.28859	1082.43836	72.06821	49.43450	1.00000	6.43502	7.57692	5.64223	5.59069	5.76791
48.31502	7.37926	48.35693	10.98461	7.44558	9.48079	6.30225	10.26055	0.88088	1131.22874	70.89775	61.52407	1.00000	5.26704	7.08439	8.30013	6.22590	6.69066
33.52460	7.05172	27.09978	-82.45426	7.57422	7.35026	6.21734	35.16860	1.60776	1086.29653	37.28985	59.30403	1.00000	5.38549	7.35747	9.07185	5.95765	7.00794
41.07934	9.43176	58.7002	59.4839	6.13544	7.64193	6.37348	-7.11559	0.42109	1120.68282	57.62010	52.10138	0.00000	5.46105	6.66438	6.37412	7.50012	8.30151
55.57556	4.58779	48.8449	17.22635	7.21674	9.22037	8.97387	27.99037	0.41466	1113.18973	62.04018	53.07314	1.00000	7.62306	8.62113	6.44353	5.72136	6.08695
55.25537	8.72415	48.8222	2.12213	4.65085	7.70900	8.22700	11.61962	0.52755	1100.11915	40.63287	26.97805	1.00000	7.26323	8.09804	7.49757	7.06965	7.31884
26.43010	7.10453	37.19723	122.05228	4.02766	8.19021	6.65282	13.13238	0.21415	1167.05228	53.35403	60.44708	1.00000	6.23664	8.37093	5.75774	8.57447	7.43399
54.72457	5.52170	53.53041	43.67663	6.65234	6.95566	7.00830	31.00491	0.79100	1139.25178	42.77084	33.93317	0.00000	5.92011	8.62608	7.88871	6.97001	8.66953
67.34303	6.26184	36.65	138.31667	7.20453	8.51558	8.20366	21.16070	1.18723	1194.85896	72.44749	50.40923	1.00000	7.03986	5.27634	8.78442	5.91199	5.28895
49.62198	10.54237	1.6	103.81667	3.14344	6.51660	6.60954	0.88520	0.24889	1085.43958	50.86111	57.33176	0.00000	4.28161	8.56851	4.13500	8.14081	4.88722
47.01881	5.79675	35.815	139.6853	5.76008	5.60966	5.90346	28.81260	6.34967	1114.06524	75.85955	47.42250	0.00000	5.32664	7.44333	10.61713	7.49988	6.97064
34.11819	5.40941	24.96334	10.18003	10.53163	9.88194	8.45239	16.31609	4.23057	1142.49592	40.15326	55.93300	1.00000	5.92208	6.71687	10.14952	5.55614	8.26162
46.96379	5.74447	-21.15	46.58333	8.93956	8.09066	6.10972	6.57371	1.26978	1195.51607	39.92855	38.68025	1.00000	4.82083	6.76417	8.66192	5.83768	7.84865
48.20859	9.44970	41.15376	-87.88754	5.68319	4.16396	7.24759	37.24693	0.25241	1092.12894	53.09574	55.42631	1.00000	9.70421	6.88070	5.64572	6.10099	4.84420
70.85201	10.42668	36.33011	138.89585	4.39458	7.88435	6.38966	16.44135	0.38989	1093.29305	39.48305	47.55747	0.00000	5.45470	5.19362	6.52781	6.64200	6.69860
51.25195	5.08141	11.15583	42.7125	8.76538	8.87928	5.88008	27.36914	0.43763	1182.23314	52.68382	21.25819	1.00000	5.35858	6.41662	7.13262	5.71185	7.84001
56.31412	4.77980	27.09978	-82.45426	8.80618	9.84239	6.70005	20.34142	1.47709	1070.72799	47.72307	33.95561	1.00000	7.14226	6.64788	9.02635	4.87340	5.95469
34.87313	6.53334	45.39402	9.29109	7.36103	10.05701	6.99280	-2.29002	0.39049	1194.44218	42.32167	71.97587	1.00000	5.37038	8.40617	6.88173	5.88188	5.65603
61.96970	8.65509	6.03333	37.55	5.21818	7.48583	7.32504	12.15318	0.47741	1088.42974	63.57781	27.22203	1.00000	8.24026	6.82240	6.79516	7.14947	6.85210
49.26484	6.97469	29.38242	70.91106	7.40989	9.41045	6.50016	18.08718	0.73089	1188.16919	55.29508	37.45238	1.00000	5.76197	6.15652	7.70379	6.46785	7.42691
62.50085	5.50026	33.03699	-117.29198	8.90146	8.52363	8.17874	18.58492	1.11872	1115.73601	53.32324	69.43066	1.00000	5.91466	7.99322	8.78165	5.76129	8.07603
67.91007	4.31509	-15.21194	-75.11028	10.49842	9.75222	5.72137	19.19694	0.80317	1074.19251	55.99809	81.82966	1.00000	5.88094	7.35198	8.19125	5.42685	7.64118
	7.61622	-21.41222	-42.19667	5.77645	6.05388	8.73611	10.78072	0.32454	1079.61603	34.66555	73.69873	1.00000	8.25864	6.96497	4.73813	4.59905	6.78677
77.02969	7.85123	6.33444	124.95278	6.15377	5.55555	6.84143	17.95152	0.37893	1182.95506	44.25720	52.45846	1.00000	8.55986	7.58682	5.47405	5.55645	7.01860
46.47918	11.91048	48.21644	9.02596	4.10700	6.34669	6.35066	22.88099	0.49932	1095.91095	36.20981	62.55203	1.00000	5.13242	7.90600	7.02568	7.73852	7.96311
40.94579	7.97669	11.84962	-86.19903	3.75407	8.66056	8.00039	11.34935	0.81621	1062.30689	47.56791	75.93900	1.00000	8.31416	7.11170	8.43830	7.40971	7.98985
31.01303	7.12778	43.11667	1.6	9.56616	9.62788	6.57250	8.36245	3.92709	1076.14359	36.44354	43.98864	1.00000	3.87167	7.20508	10.05853	5.39649	4.38322
81.50606	7.16564	45.44868	-73.81669	7.52648	10.56749	9.07439	29.43676	0.40564	1171.54752	51.04862	49.77456	1.00000	5.10642	8.48053	7.09215	6.02371	7.73675
41.82271	6.81067	52.14	5.58472	8.85518	5.78486	6.89740	31.77857	3.35137	1178.48026	31.02112	54.18048	1.00000	4.71175	5.12004	9.93319	6.49489	7.21378
64.19617	8.78516	38.40917	112.73333	4.37954	5.87503	8.56212	12.29940	0.44628	1123.51659	56.01958	38.01917	0.00000	4.43854	3.97979	6.91414	6.20947	7.91336
61.56956	9.14494	-7.0981	109.3243	4.82863	6.44622	6.92488	13.58007	0.44957	1050.46811	59.47690	38.99389	1.00000	9.82343	7.33176	6.97228	6.23450	7.37249
35.70098	3.58904	10.31672	123.89071	9.66832	10.68875	8.07224	-13.16104	1.08250	1055.02461	51.78929	68.08419	1.00000	8.23419	5.43964	8.77013	4.83502	7.06714
46.98220	5.65999	60.97944	76.92421	6.01244	8.38274	7.01067	23.16369	0.44601	1127.35253	40.01060	73.89880	0.00000	6.16284	7.28271	7.36165	6.52826	5.68979
44.47254	9.25575	6.8485	3.64633	6.83598	3.99376	6.68972	17.09422	0.36548	1180.78509	23.05338	42.31698	1.00000	9.45451	8.72070	3.94868	4.48458	7.78043
	5.95481	55.62047	37.49338	8.95872	11.78882	7.12435	29.97449	0.19579	1091.37889	70.16370	51.30111	0.00000	7.71089	8.13193	6.13704	9.16291	8.29500
50.71496	5.30119	16.0438	120.4861	6.71445	6.98450	8.37312		1.01645	1146.25241	47.11691	78.47623	0.00000	6.00588	7.40900	8.53912	6.54657	7.63340
50.73922	6.11658	41.72063	12.6723	8.82307	6.55349	6.49037	5.76078	1.90749	1059.87471	43.47847	43.67138	1.00000	5.22594	9.44880	9.20828	6.41146	8.19853
29.08904	5.19658	36.27462	4.85668	10.40179	7.71979	9.02354	31.99137	1.55850	1185.24839	60.93288	58.69634	1.00000	4.48433	6.97236	9.12449	5.85710	6.91368
46.79997	9.25842	36.76639	3.47717	3.65750	10.44104	8.77006	16.64257	0.70886	1081.53648	46.90477	40.18016	0.00000	3.12828	7.78988	8.02173	5.28141	8.19672
55.17080	8.75625	51.04962	12.1369	4.82559	7.63715	7.43171	12.26868	0.41431	1117.49786	47.16190	50.43973	0.00000	5.43899	7.22094	5.35140	8.86874	7.04257
37.46109	9.72014	27.09978	-82.45426	5.26752	6.75619	4.54945	9.81355	0.34297	1159.69304	59.44460	53.71080	1.00000	8.67898	6.96993	6.34938	6.82929	6.23601
50.28961	7.05845	38.13708	41.00817	8.44938	6.73246		8.07004	7.89963	1117.86670	65.25710	56.58474	1.00000	5.86824	8.70694	10.82878	6.16197	7.37805
37.50338	6.11355	50.82882	-0.32247	11.12330	8.70500	7.53677	18.78043	2.35352	1053.33174	50.03781	69.95189	1.00000	2.60949	7.26699		5.72085	7.14701
50.98093	3.84050	10.31672	123.89071	8.04976	6.83594	7.30153	17.81917	0.45219	1129.84095	50.51709	16.03818	1.00000	7.20493	7.64109	7.42769	5.68407	6.92151
33.04108	5.27792	44.27804	-88.27205	5.08539	10.21843	7.56778	21.62541	1.10542	1128.83152	47.56399	37.84955	0.00000	6.90491	7.04305	8.51717	4.93423	6.80821
39.00527	4.19644	33.95015	-118.03917	9.50323	7.27741	7.27350	14.00312	1.12865	1178.65781	58.08763	53.73009	1.00000	7.17727	5.88437	8.52463	6.46369	5.97792
53.26144	10.09968	24.96334	10.18003	5.21567	6.15470	7.16233	-0.89643	1.22662	1077.76550	55.82336	67.43402	0.00000	4.99396	8.78726	8.69693	5.97983	6.17179
40.26434	8.16163	53.51684	-113.3187	8.71812	8.24257	6.86013	26.49747	2.46927	1100.76800	48.55777	48.01611	1.00000	4.04561	7.32398	9.57574	6.52321	8.15477
75.02843	6.53309	53.0233	-1.48119	9.30315	7.39001	6.48620	13.37056	1.66320	1118.57662	54.68387	41.07403	1.00000	4.63281	6.19757	9.18925	6.51852	5.98948
27.78927	8.19321	52.61131	13.31783	5.21129	8.06390	6.97236	27.89652	0.39280	1078.73941	65.24173	55.05325	0.00000	5.60751	9.20879	3.85830	9.78879	6.01133
56.78000	4.64599	44.27804	-88.27205	6.73933	7.08246	7.32618	18.87359	0.30452	1181.72772	49.75585	45.96156	1.00000	8.45100	7.19808	3.64072	2.46995	6.68344
