H2CO	O3	TEMP	CO	longitude	CFCs	PRES	warning	C2H3NO5	PM10	NH3	SO2	Pb	NOx	PM2.5	latitude	CH4	PAHs
61.83006	9.08900	10.66612	10.55741	36.73307	63.40173	1055.97297	1.00000	0.19749	8.33380	12.01204	8.04720	55.02966	8.60793	7.37351	55.38752	9.36362	8.72580
37.84638	8.24682	26.43615	9.30975	-5.682	40.34050	1088.99835	1.00000	0.38842	8.77527	11.41300	10.29035	52.93513	6.08258	7.73993	5.84752	9.76641	8.14701
49.30756	10.59711	14.77955	9.20502	5.51978	35.79773	1116.66867	0.00000	0.07178	6.46543	11.45779	8.38010	51.91381	8.34811	11.34694	51.44889	4.10974	8.96678
31.98614	6.52537	6.78832	7.98136	-8.2503	26.99670	1153.54851	0.00000	0.42195	8.83879	11.15550	8.10539	53.84671	7.96421	11.76053	37.08819	8.27819	10.01537
24.63468	8.54507	22.60533	10.98346	42.54536	41.61245	1053.79382	0.00000	0.04233	6.54088	8.12332	9.11061	35.66948		8.52262	-0.35817	5.73827	9.38600
59.70383	8.80127	16.00409	10.54048	78.27539	71.25768	1175.95278	0.00000	0.10627	6.20516	11.80482	8.42197	54.97779	8.42569	9.08276	12.95629	8.57983	8.98252
58.22093	7.40271	6.29637	10.47190	13.10984	39.48166	1169.72766	1.00000	0.15453	7.84300	10.39815	8.31296	43.67900	7.77280	7.54107	51.30001	11.91897	7.74239
38.83963	7.91131	7.01886	8.51182	-87.70172		1113.31124	1.00000	0.08586	6.29870	9.22564	8.24038	55.92944	7.65900	6.74541	41.72059	9.61242	7.46502
63.76839	8.25522	20.90353	8.01291	35.23388	48.85805	1056.29019	1.00000	0.09335	5.09850	10.47357	8.78635	36.21132	7.67474	5.03508	31.78336	8.78191	5.93036
45.30416	8.58706	16.42721	8.55994	74.3092	51.92170	1112.03097	1.00000	0.64341	9.39826	3.39841	8.37940	65.47087	9.06257	14.47788	33.37526	10.54455	7.77201
52.84220	8.13553	11.50507	10.04483	136.13108	53.03827	1156.27459	0.00000	0.11177	7.15450	9.91702	8.54027	66.47658	8.14844	9.54118	34.75856	6.71135	10.38140
49.22788	7.90151	5.99970	9.11820	8.4493	27.16331	1075.72898	1.00000	0.17972	8.14488	10.70585	8.11567	36.61960	8.49553	6.23125	50.09019	8.69907	6.71970
55.81870	8.23443	2.07710	10.15142	-116.97725	37.52844	1191.84200	1.00000	1.66804	10.46451	11.07209	9.08149	64.20636	8.62110	8.66821	33.92946	10.80027	9.82588
56.28230	8.40987	17.87187	5.07755	-78.19444	57.33750	1114.63019	1.00000	4.56429	11.49165	7.82509	9.62872	39.22911	9.09843	8.92484	38.91817	9.90941	10.55953
52.86658	7.74914	4.60405	9.35275	-97.90308	69.92484	1126.59495	0.00000	0.14134	7.54269	9.39292	8.96515	55.72476	8.83463	9.02469	31.12406	8.03679	10.51885
38.50880	7.35532	16.96881	5.30989	-2.1875	36.45291	1107.94628	1.00000	3.57802	11.25003	7.21808	10.46591	54.11352	8.36095	10.22163	51.26	9.42234	10.22999
48.81287	6.48319	7.14219	8.03243	70.96699	58.60472	1106.85007	1.00000	0.51570	9.22783	10.86641	10.77622	44.96155	8.11195	8.24400	30.46907	9.58317	8.33148
37.87409	7.27354	4.98601	5.82548	-70.92866	48.11743	1173.48701	1.00000	1.58027	10.39450	6.08667	8.45913	79.32346	8.46778	10.30043	42.52787	10.16484	10.56260
49.43963	10.03347	28.85332	11.33936	36.73307	67.46492	1067.81189	0.00000	0.10267	7.44043	5.37379	7.94704	57.06687	10.39874	6.46397	55.38752	12.27942	10.29358
46.39508	9.08607	1.64846	9.97501	-75.23266	45.23242	1183.28607	1.00000	0.15443	7.53593	11.54450	9.23549	54.86332	7.15223	8.45496	43.1009	11.40192	8.80796
40.41886	8.16811	15.78305	12.16024	13.32127	63.45540	1100.22250	0.00000	0.39764	8.97936	5.93606	9.00488	46.29496	8.19917	8.49510	52.59319	9.60300	10.46880
48.75305	8.13591	13.02564	10.39779	-52.67056	46.61655	1194.39222	0.00000	0.15459	7.75006	10.11244	7.59688	33.55402	8.51943	9.91739	-26.22861	7.85930	9.82043
43.42606	7.82305	33.38441	10.05118	75.37991	66.21462	1163.68954	0.00000	0.38797	8.88672	4.43850	9.84586	61.49797	8.11718	9.33049	25.75728	9.00141	10.54048
50.91566	10.60403	23.86104	9.16143	9.02596	57.97921	1167.09873	1.00000	0.11068	6.45810	10.03528	10.58841	64.34789	9.57229	7.59994	48.21644	10.75089	7.99526
40.86963	10.25715	19.85688	9.42982	139.55028	50.56060	1110.47163	0.00000	1.28849	10.18601	7.18665	10.58306	60.05391	7.25108	10.63170	35.30889	9.10253	11.22743
41.69561	9.75369	23.83948	10.11610	28.19028	50.29200	1095.12676	0.00000	0.17151	7.29879	10.90237	8.93313	47.14747	9.39489	10.21571	59.37722	3.87647	8.84378
42.25842	7.41810	18.65448	9.77547	6.74549	72.73564	1073.85794	0.00000	0.17062	7.60452	8.87804	7.62051	45.66089	6.71331	9.77020	49.5099	6.58734	10.52639
78.50079	8.40747	32.35968	10.80435	-87.70172	40.35573	1138.27791	0.00000	0.06511	5.45044	8.14141	9.88022	65.79935	7.19968	9.18718	41.72059	6.85904	7.73617
57.09278	6.47669	19.77223	10.36589	-1.06667	66.57576	1144.57375	0.00000	0.28630	8.44865	5.98271	9.99301	32.78473	9.52357	7.70102	53.78333	11.21650	7.50969
37.97795	7.78409	21.35795	8.36337	123.33471	57.60689	1092.99409	1.00000	0.59902	9.31975	12.00844	10.32574	81.02999	8.06522	8.62916	8.56697	11.04566	9.39406
60.11408	10.06429	13.05958	6.73881	30.2049	45.27751	1083.02134	1.00000	0.74395	9.59731	6.98006	11.40234	41.13034	7.14428	8.91415	55.1904	11.17789	10.58844
63.94970	8.34494	-4.97112	6.42449	15.87735	39.15181	1139.38404	0.00000	13.42510	12.57962	7.65142	8.89913	54.13803	9.55446	13.41239	4.94273	6.81248	6.20858
47.90878		14.47028	9.37344	-50.00639	40.92869	1113.27975	0.00000	0.21819	8.06664	9.99465	9.53756	74.08189	8.46218	10.60613	-25.42944	6.62182	11.66980
49.12600	7.76825	4.38002	3.84272	112.9	61.28264	1180.92358		28.05678	13.31686	9.30886	8.41777	59.22785	9.90587	7.62406	27.85	9.24523	10.62114
41.64600	8.22395	2.49549	9.81613	122.8637	56.52411	1144.24937	0.00000	0.05614	6.81191	11.53407	7.64150	44.56129	8.27529	10.30173	9.3337	7.63570	9.53658
67.78207	8.24798	4.16671	9.57144	-117.23991	62.87919	1147.51981	0.00000	2.93327	11.02829	8.93728	9.04584	49.73466	8.20470	11.84511	47.64995	9.67170	10.93573
37.81341	7.88722	31.74048	8.14785	36.7138	48.33440	1127.98827	0.00000	2.60670	10.94108	7.78690	9.32740	62.14919	9.55744	10.78249	35.95664	9.11131	7.46466
43.08988	9.48949	36.18970	9.04681	-25.66689	48.91742	1123.97711	1.00000	0.08844	7.55260	9.42204	6.31434	33.20055	10.23581	8.74481	37.74615	10.00213	10.44620
35.38889	8.88529	9.93529	11.15604	124.3697	14.42545	1091.85653	0.00000	0.05872	6.32864	9.32537	8.02618	68.65611	8.25562	9.71458	9.6531	7.64405	9.85316
47.59734	9.03005	33.51852	9.13183	119.58627	48.22393	1105.63244	0.00000	0.06344	6.85976	10.73944	9.37909	43.51469	8.92615	10.41398	23.5654	6.78235	10.31027
39.94502	9.87062	13.40660	12.36397	8.96317	64.68267	1190.17989	1.00000	0.07991	6.56270	9.41719	9.92706	73.32003	8.03868	7.95033	48.35149	8.26696	4.58933
39.81905	7.57807	6.67878	11.50861	122.20488	59.13203	1195.30140	1.00000	0.69063	9.50788	11.12577	9.89860	70.28866	8.59194	8.00198	29.98869	9.44071	7.91693
25.69260	7.75431	4.64421	10.03458	83.97573	52.18948	1168.99712	0.00000	2.89836	11.02644	10.70959	8.03287	56.02838	11.84061	11.71040	21.46527	10.60683	14.33265
56.20525	7.02439	4.17300	10.01105	68.11759	39.20997	1180.80875	0.00000	0.67484	9.50178	8.25461	8.76480	63.75401	8.17168	8.52535	26.9423	12.00930	10.78330
51.11536	9.74224	9.10209	9.38156	5.4384	30.31564	1065.04008	1.00000	0.07235	4.07717	7.48420	8.73380	38.30587	8.26886	7.12738	43.2907	10.48035	7.90952
39.62485	7.72419	16.43390	8.81895	-2.1875	59.68716	1101.62008	1.00000	0.03629	5.27346	9.44191	8.76586	64.03768	8.69345	6.35163	51.26	8.82868	5.96431
37.15322	10.79282	28.27220	7.66806	41.00817	61.43394	1189.29386	1.00000	1.66748	10.47352	5.97836	11.08669	57.54642	7.90001	10.48550	38.13708	8.69052	10.08253
49.54222	9.43817	16.19877	9.43570	-45.94722		1051.02775	0.00000	0.11787	7.12554	9.69420	8.62501	56.47305	6.51311	9.54880	-21.42917	7.16290	9.68239
34.54486	8.49270	20.72201	7.09742	-96.67834	67.82474	1168.74597	1.00000	1.12285	10.06037	6.77532	7.78171	78.25673	8.32374	10.35308	34.77453	10.95569	9.10627
62.85105	9.20885	1.91457	6.09020	-87.45476	76.63021	1149.74913	1.00000	4.47787	11.48180	8.98422	8.70001	48.46933	9.45847	7.77173	41.47892	9.75505	10.39963
53.85034	9.25739	25.53290	12.07883	89.11943	33.00426	1091.84019	0.00000	0.66291	9.54259	5.90577	10.08706	58.57450	10.09745	8.08977	23.9028	6.91950	10.16283
73.26979	8.62597	9.92878	10.61147	72.93924	54.33285	1160.25279	0.00000	0.12418	7.17810	8.79304	8.80559	52.36643	8.43024	9.32204	18.87813	8.98661	9.67169
55.66762	9.29484	18.45711	9.56312	-3.05	41.81525	1071.04522	1.00000	0.08706	6.81691	9.16091	8.49110	64.89959	10.32306	7.59451	53.81667	11.47833	8.06460
27.95413	9.40530	26.10618	12.15922	139.6853	51.81700	1140.80425	0.00000	0.19220	7.26313	10.59905	7.48171	66.04419	6.72710	10.34935	35.815	7.94634	10.27046
74.59185	7.65074	28.91271	9.03406	12.70038	62.10416	1128.56665	0.00000	0.12766	6.87809	9.28130	8.19574		8.42868	9.96945	45.9836	4.26655	8.94541
52.43552	10.16211	23.55360	4.36948	-74.28459	50.17996	1190.68466	1.00000	2.85166	11.00626	10.18086	8.65402	40.48622	8.99575	7.95533	40.5576	9.99432	10.96269
40.65193	8.55825	13.44590	6.42948	-117.14392	41.23603	1065.16555	1.00000	4.43269	11.46222	7.26326	9.19656	44.94034	8.57959	9.95138	32.9156	10.33089	9.07939
56.62680	7.64441	10.15542	7.37079	178.00417	49.59906	1085.57727	1.00000	0.69644	9.55098	6.66545	8.75589	53.05243	9.27648	10.72805	-38.65333	8.83599	10.54561
71.65975	9.07554	20.81492	10.77239	109.22921	51.14047	1082.71903	1.00000	0.08198	6.28011	8.10663	7.44899	47.30383	7.64476	7.78010	34.65918	11.73099	6.99440
35.60019	9.83966	9.04396	8.44601	-50.19556	58.61491	1054.18057	0.00000	1.57216	10.39512	7.32437	7.73234	65.48133	10.32391	12.11579	-19.72806	8.53367	11.05626
43.82421	8.22325	9.00163	5.97460	4.08282	41.18149	1177.01164	1.00000	0.90987	9.84335	5.33493	7.63493	64.13843	8.86997	14.10908	36.61954	9.44846	9.16364
36.69855	8.87259	3.28027	7.50464	126.835	46.98932	1140.45122	1.00000	0.28247	8.43535	8.08191	9.10386	28.32806	6.80982	10.19908	37.65639	11.20582	9.72629
51.11843	9.94325	29.89180	9.18795	-99.32556	44.14214	1166.31955	1.00000	0.83542	9.76409	10.58265	8.07667	46.89160	7.52950	9.23114	19.32889	9.66107	5.88834
30.65184	7.87389	16.36027	8.93842	-73.25383	36.55672	1104.22066	1.00000	0.89839	9.82658	11.92007	8.68695	37.35766	8.63897	6.65369	-3.74912	10.03422	8.06849
49.16328	8.46441	-4.85107	10.73193	-25.66689	55.57171	1137.46345	0.00000	0.22574	8.15944	8.55679	10.62274	52.36962	8.71233	9.24422	37.74615	7.07481	8.99772
48.44562	9.03000	27.68570	8.74717	111.73861	46.67671	1086.14893	0.00000	0.35291	8.74932	9.08599	7.75976	48.26396	8.15798	11.04666	35.20889	6.88370	10.79229
42.75344	10.54542	6.06129	10.16258	85.37752	42.69265	1158.65080	1.00000	0.08177	5.48744	9.19121	6.86626	45.75413	8.87712	6.38388	22.10194	9.13842	8.96842
27.04356	6.83191	4.79727	7.74463	-86.99666	55.61415	1104.71419	1.00000	0.45674	8.99963	7.19906	10.45192	51.43259	7.89434	11.31051	33.45122	9.97398	9.44979
53.87352	8.02964	20.70031	12.16323	-79.62603	52.94346	1074.17862	0.00000	0.38269	8.93144	6.24278	9.68469	82.94649	8.33027	8.28846	8.88988	10.06480	11.70254
39.87106	9.99862	11.19229	11.54137	36.7138	41.03344	1111.74681	1.00000	0.23335	8.16150	11.31951	8.84892	54.29005	8.42605	6.34669	35.95664	8.91547	7.21340
43.26355	9.05703	16.21430	13.07014	-118.10583	27.43307	1108.66948	0.00000	0.14484	7.53850	4.05079	10.65316	62.26923	9.66964	8.17933	34.09611	9.50527	9.62260
45.50327	8.37157	21.77786	9.53752	41.77921	61.86075	1138.05243	0.00000	0.10336	6.60966	10.43832	10.42867	49.96198	8.75301	9.51851	41.82143	8.21878	8.88639
60.57281	9.33049	29.21557	10.42248	-74.01042	45.50832	1128.44147	1.00000	3.03460	11.07637	13.34525	8.99097	34.73506	9.29055	7.07427	41.50343	7.19377	6.44400
37.19975	6.24662	17.89249	10.21045	-80.58556	49.23584	1066.37794	0.00000	0.49788	9.11108	6.41786	8.67432	77.15859	8.80107	8.94721	22.98212	10.44441	8.14988
58.07426	8.31652	23.07052	11.41847	8.77155	47.22129	1193.55133	0.00000	0.39599	8.91352	7.08859	6.71700	50.36495	7.80170	7.11981	50.23019	11.67798	8.69990
50.11261	9.44985	14.05877	10.42684	-119.0376	46.51082	1055.57675	1.00000	0.07892	6.69028	8.65372	5.98171	60.53225	6.94756	9.13972	34.21639	12.39260	9.01626
50.84754		17.10083	9.78967	24.6522	43.90288	1087.00608	0.00000	2.53659	10.89946	7.57525	9.94268	83.32840	9.45377	9.99421	60.2052	9.09750	8.99279
42.26630	8.62499	-2.57809	9.81516	46.58333	52.71586	1087.38585	1.00000	0.04579	4.54184	9.81849	7.39533	46.94179	9.25810	5.36164	-21.15	10.00152	6.13273
48.81883	9.23289	5.97702	8.79923	-2.98884	50.44314	1171.38390	0.00000	0.23590	8.27069	9.30817	9.65787	43.90487	7.89869	9.97072	43.32686	6.92404	10.59920
54.19305	8.29765	25.94312	8.42995	117.59152	42.16162	1110.96235	0.00000	0.18254	7.65127	9.57748	9.35778	45.47085	8.62343	11.01745	3.31332	5.78046	11.55111
51.65319	9.72373	-3.16148	11.57429	-87.45476	50.22230	1085.15680	1.00000	0.13713	7.73101	10.95900	8.99518	53.86194	9.58035	6.04623	41.47892	9.10693	5.06152
42.86740	9.14670	4.21042	4.06326	3.55665	48.81443	1074.04601	1.00000	5.74690	11.72494	10.27230	9.43732	73.33512	8.23382	6.40539	36.72544	12.28161	10.14676
54.71737	9.31961	26.14324	10.56863	-73.99681	35.44069	1167.64654	1.00000	1.19032	10.12504	13.64756	8.86840	79.00995	7.27083	7.57641	40.94065	9.78740	8.78323
42.59410	6.99925	6.40564	10.77581	-70.92866	51.15541	1090.12109	0.00000	0.70985	9.53952	6.60262	7.93740	39.12627	8.31451	10.55142	42.52787	9.17867	11.23242
47.34375	9.45302	12.20748	10.39518	9.15214	69.18483	1170.80406	0.00000	0.46726	9.18912	7.61804	10.39715	50.83074	8.55981	9.38153	49.97704	11.44576	10.23463
67.13804	8.13327	18.52962	11.42123	-84.20299	61.44671	1068.22829	1.00000	0.16416	7.48131	8.49964	7.77691	58.36325	10.68874	9.00599	39.43534	12.45448	7.00264
62.28618	9.44677	17.70541	10.86394	-97.90308	50.28119	1166.37494	1.00000	0.50300	9.21947	8.98891	10.27587	33.18723	8.79885	7.51753	31.12406	9.69491	5.66681
70.70759	8.92222	28.83662	10.52082	-119.48568	38.00510	1098.78949	1.00000	0.09308	6.72488	8.19449	10.38913	62.73161	7.29428	7.38737	49.88307	10.02122	6.17843
49.39737	8.33735	2.03795	9.43355	-45.94722	47.81077	1180.07656	1.00000	2.36647	10.81539	12.27728	7.59206	53.89735	8.93817	8.81878	-21.42917	9.98360	8.82579
66.39334	8.11792	30.21307	9.21467	130.94098	74.71471	1126.99133	1.00000	0.13359	7.86819	10.64321	8.35518	45.73348	8.35427	8.40557	33.3213	8.74971	6.71535
41.54950	8.18731	33.43139	10.53255	6.76111	22.70529	1107.23830	1.00000	0.64694	9.42616	9.54215	8.20070	69.04777	8.17525	9.14686	53.16167	10.27999	8.94323
37.11822	8.63797	18.75093	8.94262	33.34864	58.01859	1098.94394	1.00000	2.00169	10.65916	4.52758	9.58914	55.73980	8.93147	10.67477	46.75451	8.97956	9.32854
55.08596	8.98800	16.06010	7.80049	51.67462	67.62281	1182.44220	1.00000	1.15406	10.08992	7.42254	8.28341	41.22968	8.06349	9.45334	32.65246	11.65576	8.79691
56.29421	8.05524	11.23028	8.06481	79.5286	43.09772	1158.17123	1.00000	0.54158	9.27697	11.27829	8.24086	47.77201	10.12146	5.63635	29.22254	9.79564	11.40377
48.33692	9.47005	-1.72563	7.05383	11.32903	55.16247	1055.27818	1.00000	1.12616	10.07685	6.81824	8.84924	69.03966	6.96081	10.75387	50.9803	11.13577	8.96722
41.72114	8.26979	29.07648	8.57497	4.62744	54.38477	1182.31877	1.00000	0.12385	7.70248	10.49620	10.08958	65.17910	8.18304	7.86273	36.06386	9.80031	8.30380
23.27808	8.14829	10.46978		-65.61427	45.40900	1159.18657	1.00000	1.61524	10.42280	10.35461	7.99454	64.93663	7.47274	6.28437	-27.4338	10.13379	11.04031
60.07967	8.47681	19.24455	13.14624	-53.13722	59.51586	1171.83590	0.00000	0.53313	9.15973	4.75377	9.00529	47.01820	8.63382	9.06682	-22.92306	8.24685	9.20741
35.88688	8.36673	14.35428	8.23776	-77.55777	31.58264	1127.37756	1.00000	1.64543	10.45490	7.11606	7.96571	48.99625	9.13291	10.55981	37.52487	9.10941	9.10181
27.46692	8.85805	8.96644	5.84877	135.21667	72.27917	1058.68940	1.00000	0.84048	9.71602	5.98968	6.74809	86.10746	8.08581	12.40378	35.06667	8.88420	10.67529
57.78604	9.54807	3.65177	9.40809	-6.90656	55.85743	1050.78681	1.00000	0.07149	5.94873	11.41245	8.75458	51.49162	8.25655	5.30418	33.92866	8.49769	7.29205
21.94083	7.74953	26.37567	9.14802	2.1699	48.31780	1198.91659	1.00000	0.32575	8.68623	6.23379	9.32413	55.47333	7.35369	10.47854	48.98994	8.54969	10.57960
28.19999	7.48557	4.53576	8.23409	117.55417	33.15798	1142.04950	1.00000	0.37481	8.85950	8.00754	8.83940	53.76555	6.71608	8.76667	34.86472	10.07314	10.52411
45.56512	7.54828	28.33677	11.82180	-94.74049	38.01689	1096.22759	0.00000	0.31020	8.64952	6.94779	10.05363	82.46642	10.64908	9.97586	32.5007	10.27866	12.76013
56.40320	6.95997	22.67940	8.19887	30.98551	20.51287	1052.08816	0.00000	0.20730	8.17147	8.54002	8.02793	48.70300	9.00679	9.91644	2.41669	6.09143	11.73567
38.32857	7.39779	0.49870	7.67626	-77.4286	36.07821	1084.06998	0.00000	0.24190	8.33835	10.99997	10.02768	45.60159	9.34174	11.10407	39.00622	5.28827	9.28483
45.42936	8.67878	12.48031	9.86730	33.9162	29.28492	1141.97116	0.00000	0.70492	9.51707	7.55965	8.92369	60.00951	9.09108	8.86458	51.67822	10.94118	9.99758
50.02321	8.94188	17.01451	7.60185	-122.86705	82.71922	1179.77438	1.00000	2.19114	10.72190	7.37841	10.41086	59.08849	9.51747	9.35021	45.49428	11.26388	8.66001
50.21633	7.47041	5.58420	7.67764	55.4504	52.50281	1070.71046	1.00000	0.32717	8.63814	9.33152	8.80571	62.75035	10.30201	9.18650	-20.88231	9.55895	10.52504
46.64770	8.68852	12.91312	8.31446	30.98551	43.18843	1196.07073	1.00000	0.50636	9.15200	6.07530	8.75575	54.46045	9.24205	10.83850	2.41669	7.99822	10.89929
59.36610	10.98239	32.31550	11.72241	118.53333	59.66733	1066.79812	1.00000	0.16600	7.85903	10.81946	8.24082	61.09028	10.09238	7.72995	27.92333	11.00434	6.20976
76.68603	9.61775	30.85332	8.27369	-73.78458	54.95956	1081.13106	0.00000	0.96909	9.88395	10.14950	8.47678	56.28239	8.02085	11.63553	41.0051	10.03249	12.10272
57.89536	6.96167	1.89832	11.25968	37.49338	14.36616	1104.77984	0.00000	0.07817	5.49531	10.25275	8.79899	40.57812	9.82664	8.46950	55.62047	9.17732	8.57653
31.74895	10.27399	23.47654	9.67651	91.61356	44.82400	1063.11059	0.00000	0.10949	7.59531	8.93219	9.29698	36.02793	7.52454	9.73135	26.44931	8.16745	10.62785
51.60881	8.34786	32.35657	6.58575	116.82887	46.95632	1085.18971	1.00000	4.37206	11.44812	5.76360	7.87587	45.91267	7.30843	10.67294	-1.26753	9.01258	9.97847
24.54574	10.03297	13.76110	7.92560	6.76111	51.56720	1114.97964	0.00000	0.91897	9.85173	9.55085	7.43041	66.58567	8.50865	12.56190	53.16167	11.01096	13.88250
45.46953	9.77181	8.39161	9.43738	-9.24671	11.08137	1193.84665	0.00000	0.71582	9.56865	6.50371	8.15945	57.26198	9.60934	11.15045	38.72706	9.23593	9.13796
63.59941	8.50120	28.40972	9.29169	85.37752	70.03598	1100.21418	1.00000	0.40381	8.92524	10.28008	9.74307	70.26242	8.62640	8.20415	22.10194	8.24224	5.75953
43.68872	9.40099	14.40702	10.41107	36.7138	60.38192	1143.60896	0.00000	0.07868	5.86270	10.21867	7.84043	61.41315	9.24457	9.16348	35.95664	8.16766	10.48635
46.68619	11.08937	14.63609	5.41425	-86.58208	50.05997	1118.50656	1.00000	1.26539	10.12643	8.76247	10.21280	52.04969	8.80300	9.44632	13.48082	11.08222	9.95804
58.26230	7.88400	34.50795	9.14891	-73.02841	64.48735	1160.28863	0.00000	0.88789	9.77998	7.76146	8.53601	47.53708	9.55687	9.15337	-36.9256	10.70054	10.97946
41.42844	7.98436	15.42598	7.41236	30.4347	50.23228	1069.40638	1.00000	0.84151	9.73500	6.82732	10.23116	68.58463	9.54518	10.43148	-1.9487	9.83690	9.83507
54.34813	8.19449	19.59185	9.34242	19.61222	39.17286	1137.55912	0.00000	0.09702	6.79867	9.57077	8.56567	46.38807	9.91366	9.68108	44.97639	6.60876	10.00457
45.02606	8.13932	14.07813	7.22522	-75.23266	39.42011	1115.45808	1.00000	0.21278	7.99574	10.21040	7.13816	46.22874	8.09482	9.39857	43.1009	8.13958	11.93349
62.03787	6.80513	17.95425	9.00822	-2.1875	34.31219	1062.44504	1.00000	0.33855	8.62976	9.94426	8.46745	52.46177	9.52731	6.93223	51.26	9.60343	5.54514
71.84507	9.54829	18.44155	8.25409	-73.86586	43.35872	1153.63772	1.00000	0.08802	7.08764	6.71180	9.42402	45.60454	8.74321	13.79549	45.43341	9.63905	9.48581
55.70333	9.16964	14.29199	5.58900	77.23826	65.75380	1127.28100	1.00000	1.51111	10.38244	8.26709	8.58255	64.22006	10.05790	10.60206	11.50526	11.33085	9.02629
12.07764	10.12120	19.27482	11.23334	26.97253	60.97608	1104.30939	1.00000	0.82800	9.71258	13.29158	9.42478	44.87645	9.27404	6.98252	49.65186	9.18120	6.56995
40.14594	8.96871	7.12861	8.74504	-77.43532	34.59612	1172.53217	0.00000	0.36793	8.88639	9.73270	8.15386	49.88787	7.71084	7.08343	20.14298	9.89796	5.94329
48.45322	7.79710	20.93011	7.12634	-35.03333	43.91687	1135.78589	1.00000	0.87802	9.77852	6.20533	9.74025	69.69743	6.59672	11.25291	-8.28333	8.94180	10.43504
56.92130	9.30176	13.92158	6.07106	-99.32556	62.59464	1079.08848	1.00000	1.91006	10.61605	8.89083	8.51910	78.44468	9.25806	8.23406	19.32889	8.94012	11.17835
67.58934	8.02975	12.74433	11.16792	-97.90308	37.23512	1064.75878	0.00000	0.14384	7.73388	6.42562	8.29150	33.16933	7.92894	9.52532	31.12406	8.91775	11.35680
42.90199	7.65176	9.75318	9.75852	-46.99583	24.95218	1145.03642	1.00000	0.19584	7.83192	10.80808	9.42401	40.47419	8.34315	5.98206	-22.97056	9.64363	5.56298
49.45695	9.56924	29.14487	10.17200	-13.2356	32.35316	1139.23442	1.00000	0.10154	5.72113	7.97087	7.64906	53.09091	9.27241	7.30234	8.48714	11.68935	6.98301
41.79492	9.99342	10.55201	9.18828	124.3697	51.99328	1057.22966	1.00000	0.08325	6.66508	10.57319	8.60197	50.91818	8.78819	7.06060	9.6531	9.38878	7.11887
58.15649	8.43778	5.13135	7.02516	35.96944	65.30531	1173.25273	1.00000	1.05535	9.98327	9.46523	10.06596	73.09772	8.33224	8.65381	56.03361	10.90891	9.53172
44.61125	8.12502	16.00023	9.43478	-89.71472	43.15304	1066.89176	1.00000	0.38839	8.85288	5.71431	9.30483	60.13889	7.12810	10.04895	13.73417	9.26524	10.37597
34.69900	8.67405	14.81353	11.18820	135.21667	36.23671	1173.91480	0.00000	0.04677	6.10162	10.28073	10.86858	38.91263	6.50003	8.31248	35.06667	7.76605	8.41764
48.81690	8.30645	7.20974	9.03517	103.81667	46.91839	1115.29187	1.00000	0.04798	5.86122	8.09351	6.89820	68.56606	9.13651	7.03907	1.6	10.24127	5.81932
68.25531	8.43510	8.55470	8.34582	6.61944	56.87936	1084.09335	0.00000	3.87256	11.32159	7.15358	8.94425	71.43556	8.14110	12.52810	52.57583	7.30656	9.05199
33.35803	10.25832	9.77411	5.26695	-25.66689	56.88991	1158.58932	1.00000	1.30952	10.19334	6.96284	8.21219	47.54541	8.88912	12.71800	37.74615	10.14528	9.36354
71.15722	10.13564	21.32238	6.83012	-68.30472	32.09178	1199.92989	0.00000	3.71866	11.27845	10.66747	8.20553	46.21127	9.34562	12.63268	9.91861	10.99684	12.55383
41.78530	8.13136	14.09585	5.11865	72.68533	45.34500	1066.26330	1.00000	0.88247	9.72016	10.69392	8.02860	63.85083	7.84261	7.91200	22.75218	11.06984	10.86665
54.25147	8.67940	19.61952	12.63262	68.21204	44.38393	1069.42855	0.00000	2.84552	11.00310	7.16676	5.89295	49.89843	9.09870	10.49078	27.55898	8.04056	10.73726
36.47183	8.95773	1.03183	8.14606	139.6853	41.31698	1117.59432	0.00000	0.12029	7.60105	10.08666	10.25635	44.05619	9.62443	9.91363	35.815	7.99553	10.19996
57.81397	8.16575	21.12542	9.93177	47.31667	37.80427	1181.28845	0.00000	0.09955	6.93881	6.94773	8.94092	48.79597	7.47940	11.52710	-19.65	9.73839	9.54705
44.91199	8.89594	22.34206	11.69022	7.00417	54.96322	1152.93990	0.00000	1.27262	10.18848	7.43315	6.85873	58.59065	9.52626	8.38290	52.26083	10.37747	9.54782
36.72261	7.89149	13.52203	8.85746	-116.21677	48.57052	1084.90891	1.00000	0.36995	8.85855	7.41924	10.82658	49.93784	9.04086	11.10028	33.7207	10.26413	8.92845
39.35751	8.54113	23.62346	9.98561	37.49338	51.33448	1069.09835	0.00000	2.06998	10.68906	7.44224	7.65416	60.21215	8.49117	9.73521	55.62047	9.45865	8.84944
46.09193	8.37987	28.55708	9.31224	40.74357	45.88126	1071.07902	0.00000	0.53310	9.24427	11.03528	9.41843	39.45991	9.52805	10.38958	37.31309	7.23596	10.34384
68.00366	7.87506	-1.00965	10.08611	140.11667	53.01426	1126.77777	1.00000	0.06152	6.09001	7.94186	8.45402	40.94850	8.47139	7.44630	37.56667	10.77984	7.95472
45.99701	8.60772	12.43165	10.67759	37.49338	45.92949	1095.18722	1.00000	0.04573	5.47757	8.34462	8.53311	50.39081	9.33419	8.76482	55.62047	10.57052	8.24844
