longitude	latitude	location	station	revision	QoS
72.54064	31.82539	Asia/Karachi	Sillanwali	2017/09/22	building
126.28333	45.35	Asia/Shanghai	Shuangcheng	2015/05/07	average
-87.93341	42.55308	America/Chicago	Pleasant Prairie	04/20/2014, 00:00:00	excellent
4.52514	12.74482	Africa/Lagos	Argungu	2021/07/21	average
51.67462	32.65246	Asia/Tehran	Isfahan	2017/01/30	maintenance
27.25	42.7	Europe/Sofia	Aytos	26 Oct 2021	accep
68.11759	26.9423	Asia/Karachi	Tharu Shah	2022-01-20	good
114.51667	33.78333	Asia/Shanghai	Wacheng	2019-11-08	good
-65.71875	-21.44345	America/La_Paz	Tupiza	2021/01/17	maintenance
-0.32247	50.82882	Europe/London	Lancing	2014-08-21	accep
2.18247	41.41204	Europe/Madrid	el Camp de l'Arpa del Clot	2022/03/14	average
75.16878	30.81383	Asia/Kolkata	Moga	2022-08-10	building
-73.95097	40.72371	America/New_York	Greenpoint	2016/12/10	excellent
-77.4286	39.00622	America/New_York	Sterling	2017/04/11	average
-84.13722	9.92787	America/Costa_Rica	San Rafael	2014-07-05	good
-72.09391	18.65297	America/Port-au-Prince	Thomazeau	2013/07/25	accep
30.2049	55.1904	Europe/Minsk	Vitebsk	20 Feb 2021	maitennce
43.2379	50.06	Europe/Volgograd	Mikhaylovka	2019/03/24	maintenance
-2.31938	6.46346	Africa/Accra	Bibiani	10 Dec 2013	good
-86.77917	36.02506	America/Chicago	Brentwood Estates	24 Jul 2021	average
3.47717	36.76639	Africa/Algiers	Boumerdas	2013-06-19	good
-1.05366	43.71032	Europe/Paris	Dax	07/28/2014, 00:00:00	excellent
43.63417	43.96222	Europe/Moscow	Novopavlovsk	10/18/2020, 00:00:00	good
35.7	-7.76667	Africa/Dar_es_Salaam	Iringa	13 Mar 2017	building
-6.00137	33.42585	Africa/Casablanca	Oulmes	18 Apr 2019	accep
117.4831	27.34089	Asia/Shanghai	Shaowu	09/19/2013, 00:00:00	accep
-1.48119	53.0233	Europe/London	Belper	08/28/2016, 00:00:00	good
43.2379	50.06	Europe/Volgograd	Mikhaylovka	2021-07-24	excellent
51.0193	35.6803	Asia/Tehran	Shahre Jadide Andisheh	2016/05/24	maintenance
-100.44843	20.74122	America/Mexico_City	Santa Rosa Jauregui	2015/05/07	average
86.00214	46.51872	Asia/Urumqi	Hoxtolgay	2013/07/01	maintenance
14.39024	42.22718	Europe/Rome	Lanciano	10/13/2012, 00:00:00	average
-73.95097	40.72371	America/New_York	Greenpoint	02/27/2019, 00:00:00	average
-105.11221	39.57582	America/Denver	Ken Caryl	28 Feb 2015	average
-77.37331	37.60876	America/New_York	Mechanicsville	08/28/2019, 00:00:00	building
-0.33525	53.7446	Europe/London	Kingston upon Hull	2017-02-06	maintenance
-116.56346	43.54072	America/Boise	Nampa	2021/07/10	good
-99.32556	19.32889	America/Mexico_City	San Lorenzo Acopilco	2013/05/23	average
11.18709	48.73218	Europe/Berlin	Neuburg an der Donau	07/04/2019, 00:00:00	good
178.00417	-38.65333	Pacific/Auckland	Gisborne	2017-11-24	building
100.48528	14.37395	Asia/Bangkok	Bang Ban	2017/08/23	average
-73.89875	40.93121	America/New_York	Yonkers	09/29/2019, 00:00:00	average
-74.07764	40.72816	America/New_York	Jersey City	10 Aug 2022	average
2.25	50.75	Europe/Paris	Saint-Omer	07 Jun 2018	good
-118.25508	34.14251	America/Los_Angeles	Glendale	2018/04/13	accep
5.51978	51.44889	Europe/Amsterdam	Tongelre	2015-01-28	average
2.1699	48.98994	Europe/Paris	Herblay	01 Oct 2020	average
35.59642	3.11988	Africa/Nairobi	Lodwar	02/21/2018, 00:00:00	accep
4.92235	7.65649	Africa/Lagos	Efon-Alaaye	20 Nov 2016	good
-60.1831	46.1351	America/Glace_Bay	Sydney	2020-03-26	accep
34.34691	61.78491	Europe/Moscow	Petrozavodsk	01/12/2022, 00:00:00	average
178.00417	-38.65333	Pacific/Auckland	Gisborne	2015-12-25	maintenance
8.77155	50.23019	Europe/Berlin	Karben	2022-08-25	excellent
-87.88754	41.15376	America/Chicago	Bourbonnais	2020/07/18	average
3.20639	50.74497	Europe/Brussels	Mouscron	2015/12/12	accep
24.99798	-8.73508	Africa/Lubumbashi	Kamina	2019-06-19	average
91.00632	26.32293	Asia/Kolkata	Barpeta	01/30/2020, 00:00:00	excellent
78.27539	12.95629	Asia/Kolkata	Robertsonpet	2020-12-09	excellent
121.96361	6.95194	Asia/Manila	Recodo	12/22/2017, 00:00:00	excellent
37.38115	55.63711	Europe/Moscow	Solntsevo	18 Sep 2014	average
-87.71255	41.84364	America/Chicago	South Lawndale	04/03/2015, 00:00:00	good
178.00417	-38.65333	Pacific/Auckland	Gisborne	01 Apr 2015	good
-70.6996	-33.59217	America/Santiago	San Bernardo	2015-05-23	average
10.98461	48.35693	Europe/Berlin	Friedberg	09/28/2012, 00:00:00	good
126.665	36.6009	Asia/Seoul	Hongseong	05/26/2019, 00:00:00	accep
137.4	34.81667	Asia/Tokyo	Toyokawa	12/14/2017, 00:00:00	average
120.03308	28.88162	Asia/Shanghai	Guli	2019-10-03	accep
-98.1664	19.32932	America/Mexico_City	Contla	07/11/2021, 00:00:00	good
113.69785	-7.73379	Asia/Jakarta	Besuki	22 Dec 2017	average
145.13643	-38.16604	Australia/Melbourne	Frankston South	2022-03-19	accep
-82.90375	32.54044	America/New_York	Dublin	08/15/2013, 00:00:00	excellent
75.96976	15.73628	Asia/Kolkata	Gajendragarh	30 May 2014	good
-73.89125	40.67705	America/New_York	Cypress Hills	2016-10-16	maintenance
79.5286	29.22254	Asia/Kolkata	Haldwani	2017-03-02	accep
136.13108	34.75856	Asia/Tokyo	Ueno-ebisumachi	25 Aug 2017	good
16.54165	68.79833	Europe/Oslo	Harstad	22 Mar 2015	excellent
120.56528	14.66	Asia/Manila	Pilar	01 Apr 2022	excellent
2.25	50.75	Europe/Paris	Saint-Omer	2014/12/27	excellent
15.00835	51.14942	Europe/Warsaw	Zgorzelec	2022-09-16	maintenance
39.28333	-10.33333	Africa/Dar_es_Salaam	Nyangao	2015/04/30	accep
14.01481	42.67164	Europe/Rome	Roseto degli Abruzzi	15 Nov 2020	good
136.13108	34.75856	Asia/Tokyo	Ueno-ebisumachi	04 Feb 2013	average
-122.24064	47.80527	America/Los_Angeles	Bothell West	2015-12-20	average
-71.06616	42.4251	America/New_York	Malden	04/10/2013, 00:00:00	excellent
-4.10734	38.68712	Europe/Madrid	Puertollano	07 Jan 2020	maintenance
-8.53778	7.57944	Africa/Monrovia	New Yekepa	27 Jun 2013	excellent
-2.68333	43.31667	Europe/Madrid	Gernika-Lumo	23 Mar 2015	maintenance
-0.2	51.65	Europe/London	Barnet	2014-06-01	maintenance
122.20488	29.98869	Asia/Shanghai	Zhoushan	06 Jan 2020	accep
122.74754	40.85158	Asia/Shanghai	Haicheng	10/04/2021, 00:00:00	maitennce
9.22796	48.46458	Europe/Berlin	Pfullingen	06/26/2014, 00:00:00	accep
36.7138	35.95664	Asia/Damascus	Binnish	2021-07-02	average
1.33467	43.61058	Europe/Paris	Colomiers	12/13/2014, 00:00:00	accep
5.16108	48.77275	Europe/Paris	Bar-le-Duc	08/17/2020, 00:00:00	excellent
6.74549	49.5099	Europe/Berlin	Losheim	09/28/2020, 00:00:00	excellent
-105.11221	39.57582	America/Denver	Ken Caryl	2019/01/17	building
-99.73314	32.44874	America/Chicago	Abilene	2020-12-29	good
102.3278	2.2139	Asia/Kuala_Lumpur	Kampung Ayer Molek	04/10/2014, 00:00:00	good
-119.48568	49.88307	America/Vancouver	Kelowna	07/14/2020, 00:00:00	accep
48.87498	38.45598	Asia/Baku	Astara	2022-08-08	maintenance
38.12408	53.77166	Europe/Moscow	Bogoroditsk	08/27/2017, 00:00:00	good
15.16554	-4.5833	Africa/Kinshasa	Kasangulu	2016/01/06	building
4.85668	36.27462	Africa/Algiers	Bordj Zemoura	2018/05/08	maintenance
-75.23266	43.1009	America/New_York	Utica	2020-05-30	average
35.7	-7.76667	Africa/Dar_es_Salaam	Iringa	2022-04-20	good
76.0586	16.06213	Asia/Kolkata	Hungund	06/25/2017, 00:00:00	maintenance
-122.39168	40.58654	America/Los_Angeles	Redding	04/14/2022, 00:00:00	accep
-77.37331	37.60876	America/New_York	Mechanicsville	08 Jan 2021	accep
140.11667	37.56667	Asia/Tokyo	Inawashiro	05/07/2014, 00:00:00	good
37.92792	53.93361	Europe/Moscow	Kireyevsk	2016-02-10	excellent
-3.05	53.81667	Europe/London	Blackpool	2015/03/10	good
145.13643	-38.16604	Australia/Melbourne	Frankston South	2018/03/18	accep
98.19151	14.0823	Asia/Yangon	Dawei	2016-11-14	average
13.57661	37.31065	Europe/Rome	Agrigento	2015/11/26	excellent
112.9	27.85	Asia/Shanghai	Xiangtan	07/05/2019, 00:00:00	building
-0.32247	50.82882	Europe/London	Lancing	04/09/2021, 00:00:00	average
-74.96933	39.71734	America/New_York	Sicklerville	2013-11-30	good
-122.23484	47.38093	America/Los_Angeles	Kent	03/23/2021, 00:00:00	building
24.75	55.25	Europe/Vilnius	Ukmerge	13 Apr 2022	excellent
101.96857	4.88441	Asia/Kuala_Lumpur	Gua Musang	08/08/2017, 00:00:00	accep
115.70111	37.73222	Asia/Shanghai	Hengshui	2014/10/17	average
30.38167	59.80917	Europe/Moscow	Shushary	03 Oct 2017	excellent
100.48528	14.37395	Asia/Bangkok	Bang Ban	06/14/2013, 00:00:00	building
26.01649	44.43579	Europe/Bucharest	Sector 6	12 Feb 2017	maitennce
-73.75513	40.60538	America/New_York	Far Rockaway	21 Mar 2018	accep
34.11169	0.46005	Africa/Nairobi	Busia	2017/10/27	good
-73.9625	40.81	America/New_York	Morningside Heights	2020-05-25	average
74.83554	14.62072	Asia/Kolkata	Sirsi	2013/01/09	building
43.2379	50.06	Europe/Volgograd	Mikhaylovka	02 May 2022	accep
-67.33122	10.22677	America/Caracas	La Victoria	07/21/2017, 00:00:00	average
9.40531	45.53069	Europe/Rome	Gorgonzola	23 Apr 2013	excellent
-73.58248	45.40008	America/Toronto	Sainte-Catherine	15 Jan 2017	excellent
106.85417	-6.48167	Asia/Jakarta	Cibinong	2016/04/17	maintenance
124.95278	6.33444	Asia/Manila	Tupi	05/20/2018, 00:00:00	maintenance
46.5813	54.8421	Europe/Moscow	Alatyr’	10 Dec 2019	excellent
144.23058	-5.85746	Pacific/Port_Moresby	Mount Hagen	03/17/2020, 00:00:00	accep
74.4818	30.21121	Asia/Kolkata	Malaut	2017-03-03	good
-77.70066	43.16547	America/New_York	Gates-North Gates	2019/12/08	good
-86.11084	41.75338	America/Indiana/Indianapolis	Granger	2016-03-24	good
144.09638	43.82634	Asia/Tokyo	Motomachi	01 Apr 2014	accep
-8.33147	41.20485	Europe/Lisbon	Paredes	2016-06-18	average
13.44275	38.07789	Europe/Rome	Villabate	26 Nov 2015	maintenance
88.1453	22.4711	Asia/Kolkata	Pujali	2020/12/03	maintenance
38.01667	11.85	Africa/Addis_Ababa	Debre Tabor	2013/08/12	average
98.6738	3.7278	Asia/Jakarta	Labuhan Deli	2014/10/04	excellent
-52.2	-28.44917	America/Sao_Paulo	Marau	25 Jul 2020	good
-76.51552	39.32011	America/New_York	Rosedale	2016-07-31	excellent
71.57118	32.87533	Asia/Karachi	Daud Khel	2014-01-19	excellent
141.95	39.46667	Asia/Tokyo	Yamada	04 Nov 2012	excellent
-85.76942	39.78504	America/Indiana/Indianapolis	Greenfield	04/22/2019, 00:00:00	building
4.92235	7.65649	Africa/Lagos	Efon-Alaaye	2016-12-12	good
-51.50361	-29.2975	America/Sao_Paulo	Carlos Barbosa	2018/06/19	accep
7.11393	51.08468	Europe/Berlin	Burscheid	2017-12-12	building
71.57118	32.87533	Asia/Karachi	Daud Khel	07/28/2018, 00:00:00	excellent
115.70111	37.73222	Asia/Shanghai	Hengshui	2019-12-04	average
14.72443	36.92574	Europe/Rome	Ragusa	2016-10-22	accep
-58.44417	-3.14306	America/Manaus	Itacoatiara	2020/04/27	maintenance
105.89333	34.56861	Asia/Shanghai	Beidao	06/03/2015, 00:00:00	accep
24.95034	60.18427	Europe/Helsinki	Kallio	15 Jul 2022	excellent
-5.53715	50.11861	Europe/London	Penzance	07/29/2018, 00:00:00	accep
16.91667	-21.98333	Africa/Windhoek	Okahandja	26 Dec 2018	maintenance
51.3452	53.37596	Europe/Samara	Otradnyy	04 Nov 2020	accep
30.79165	-27.76952	Africa/Johannesburg	Vryheid	2013/05/30	average
140.72287	53.14657	Asia/Vladivostok	Nikolayevsk-on-Amure	2020/07/07	maintenance
104.1451	15.79408	Asia/Bangkok	Yasothon	30 Oct 2018	accep
-73.26022	6.46838	America/Bogota	Socorro	2019/11/23	accep
-77.96389	39.45621	America/New_York	Martinsburg	2013-06-01	accep
16.86194	54.58048	Europe/Warsaw	Ustka	03/11/2013, 00:00:00	average
78.55757	17.34769	Asia/Kolkata	Lal Bahadur Nagar	15 Nov 2017	average
135.31667	34.25	Asia/Tokyo	Iwade	10/11/2018, 00:00:00	excellent
13.39954	43.62558	Europe/Rome	Falconara Marittima	19 Apr 2018	building
5.06258	7.50251	Africa/Lagos	Igbara-Odo	06/04/2014, 00:00:00	maintenance
-122.23484	47.38093	America/Los_Angeles	Kent	31 Jul 2015	excellent
15.07041	37.49223	Europe/Rome	Catania	03/11/2017, 00:00:00	excellent
113.69785	-7.73379	Asia/Jakarta	Besuki	04/02/2022, 00:00:00	good
-105.11221	39.57582	America/Denver	Ken Caryl	2021-05-06	good
139.55028	35.30889	Asia/Tokyo	Kamakura	2018/09/10	accep
83.62389	53.30972	Asia/Barnaul	Novosilikatnyy	04 May 2017	excellent
124.3697	9.6531	Asia/Manila	Jagna	2014-07-27	average
-79.2663	43.86682	America/Toronto	Markham	19 Jun 2018	excellent
-95.36969	35.74788	America/Chicago	Muskogee	07/07/2016, 00:00:00	good
75.35927	12.04161	Asia/Kolkata	Talipparamba	2022/01/27	good
117.4831	27.34089	Asia/Shanghai	Shaowu	2022/08/09	excellent
5.16108	48.77275	Europe/Paris	Bar-le-Duc	2021-06-02	good
24.43973	0.76755	Africa/Lubumbashi	Yangambi	09 Mar 2017	accep
38.28402	34.5624	Asia/Damascus	Tadmur	05/02/2020, 00:00:00	building
121.12251	14.62578	Asia/Manila	Antipolo	17 Sep 2014	excellent
-86.19903	11.84962	America/Managua	Jinotepe	2019-01-05	maintenance
78.55757	17.34769	Asia/Kolkata	Lal Bahadur Nagar	2022-04-02	maintenance
40.17171	58.1908	Europe/Moscow	Danilov	2018-11-09	accep
-3.53261	40.42386	Europe/Madrid	San Fernando de Henares	03/20/2018, 00:00:00	accep
79.87116	6.84019	Asia/Colombo	Dehiwala-Mount Lavinia	2015/01/11	average
-47.53028	-22.45667	America/Sao_Paulo	Santa Gertrudes	05/24/2017, 00:00:00	accep
32.6178	46.65581	Europe/Kiev	Kherson	26 Aug 2014	good
138.31667	36.65	Asia/Tokyo	Suzaka	2020-09-04	excellent
124.95278	6.33444	Asia/Manila	Tupi	2015/11/09	good
117.7	35.85	Asia/Shanghai	Dongdu	10 Feb 2022	building
-71.10077	18.20854	America/Santo_Domingo	Santa Cruz de Barahona	08/12/2021, 00:00:00	average
76.03889	18.18158	Asia/Kolkata	Osmanabad	11 Apr 2017	good
2.25	50.75	Europe/Paris	Saint-Omer	2016/04/22	good
1.26738	51.84819	Europe/London	Walton-on-the-Naze	12/25/2019, 00:00:00	excellent
76.12647	32.55531	Asia/Kolkata	Chamba	11 Jan 2021	maintenance
-2.58736	56.56317	Europe/London	Arbroath	2014/03/29	excellent
10.03988	53.6052	Europe/Berlin	Barmbek-Nord	04 Oct 2016	good
101.44167	0.51667	Asia/Jakarta	Pekanbaru	09 Feb 2017	maintenance
11.37703	48.06919	Europe/Berlin	Gauting	2017/11/03	excellent
-90.10674	29.84576	America/Chicago	Estelle	2017-08-22	good
-61.51889	10.66668	America/Port_of_Spain	Port of Spain	01/26/2014, 00:00:00	average
6.92917	52.31333	Europe/Amsterdam	Oldenzaal	10 Jun 2013	average
1.33467	43.61058	Europe/Paris	Colomiers	05/08/2019, 00:00:00	average
19.21437	44.75874	Europe/Sarajevo	Bijeljina	2019/03/21	excellent
24.43973	0.76755	Africa/Lubumbashi	Yangambi	2018/11/10	good
76.0586	16.06213	Asia/Kolkata	Hungund	25 Oct 2021	good
110.71639	-7.54972	Asia/Jakarta	Ngemplak	04/15/2022, 00:00:00	maintenance
112.73333	38.40917	Asia/Shanghai	Xinzhou	18 Oct 2021	excellent
-93.08883	45.16024	America/Chicago	Lino Lakes	2013-11-22	building
76.12647	32.55531	Asia/Kolkata	Chamba	2014-10-09	excellent
136.84186	34.4833	Asia/Tokyo	Toba	10/20/2021, 00:00:00	excellent
-104.22884	32.42067	America/Denver	Carlsbad	04/25/2018, 00:00:00	excellent
-86.11084	41.75338	America/Indiana/Indianapolis	Granger	20 Jul 2016	accep
8.2926	9.58126	Africa/Lagos	Kafanchan	2013/11/23	good
78.15794	12.1277	Asia/Kolkata	Dharmapuri	01/20/2016, 00:00:00	accep
10.18527	47.98372	Europe/Berlin	Memmingen	15 Sep 2021	accep
27.06365	50.18545	Europe/Kiev	Shepetivka	2022/02/01	excellent
122.22833	40.66482	Asia/Shanghai	Yingkou	2017-06-24	excellent
-93.11308	16.75973	America/Mexico_City	Tuxtla	14 May 2018	good
3.39467	6.45407	Africa/Lagos	Lagos	14 Oct 2021	accep
38.66667	-6.25	Africa/Dar_es_Salaam	Mvomero	2022/04/21	average
-80.31727	25.67927	America/New_York	Kendall	2014-08-25	excellent
-73.95097	40.72371	America/New_York	Greenpoint	02/25/2014, 00:00:00	accep
99.96667	8.43333	Asia/Bangkok	Nakhon Si Thammarat	2021/05/16	good
37.3825	37.05944	Europe/Istanbul	Gaziantep	10/21/2017, 00:00:00	good
12.38878	43.1122	Europe/Rome	Perugia	28 Mar 2017	building
113.13148	23.02677	Asia/Shanghai	Foshan	2015-02-05	excellent
122.74754	40.85158	Asia/Shanghai	Haicheng	2015/01/31	accep
8.91229	49.13645	Europe/Berlin	Eppingen	15 Jan 2022	excellent
72.68533	22.75218	Asia/Kolkata	Kheda	08 Oct 2019	excellent
4.92235	7.65649	Africa/Lagos	Efon-Alaaye	03/30/2019, 00:00:00	good
-73.95958	40.57788	America/New_York	Brighton Beach	2016/06/02	building
38.01667	-5.41667	Africa/Dar_es_Salaam	Chanika	09/03/2018, 00:00:00	accep
14.43865	40.87329	Europe/Rome	Somma Vesuviana	2016-08-15	average
-69.96533	43.91452	America/New_York	Brunswick	2015-12-20	accep
103.81667	1.6	Asia/Kuala_Lumpur	Ulu Tiram	10/31/2017, 00:00:00	accep
140.73667	41.77583	Asia/Tokyo	Hakodate	2015-02-22	maintenance
-83.55521	41.66394	America/New_York	Toledo	17 Nov 2016	accep
14.39024	42.22718	Europe/Rome	Lanciano	25 Sep 2017	average
140.72287	53.14657	Asia/Vladivostok	Nikolayevsk-on-Amure	15 Aug 2021	accep
152.70493	-25.54073	Australia/Brisbane	Maryborough	06/23/2014, 00:00:00	good
6.74549	49.5099	Europe/Berlin	Losheim	08 Jan 2015	accep
5.4584	43.32393	Europe/Paris	Les Olives	07/05/2020, 00:00:00	building
178.00417	-38.65333	Pacific/Auckland	Gisborne	02/14/2021, 00:00:00	excellent
111.4834	65.93381	Asia/Yakutsk	Aykhal	2013-02-08	maintenance
-38.79084	-10.95817	America/Bahia	Tucano	2014-12-08	good
-0.76667	53.38333	Europe/London	Gainsborough	2015/03/21	maintenance
9.15013	13.70727	Africa/Niamey	Mirriah	02/19/2018, 00:00:00	excellent
178.00417	-38.65333	Pacific/Auckland	Gisborne	25 Sep 2013	accep
78.15794	12.1277	Asia/Kolkata	Dharmapuri	2021/09/21	building
-3.05	53.81667	Europe/London	Blackpool	16 Aug 2013	building
85.37752	22.10194	Asia/Kolkata	Barbil	09/25/2020, 00:00:00	average
-93.12577	44.73941	America/Chicago	Rosemount	11/27/2016, 00:00:00	building
10.98461	48.35693	Europe/Berlin	Friedberg	06/02/2015, 00:00:00	excellent
110.71639	-7.54972	Asia/Jakarta	Ngemplak	2015/12/19	excellent
8.51667	51.88333	Europe/Berlin	Verl	05/12/2016, 00:00:00	accep
-116.56346	43.54072	America/Boise	Nampa	09/07/2022, 00:00:00	good
124.95278	6.33444	Asia/Manila	Tupi	2021/04/19	good
113.13148	23.02677	Asia/Shanghai	Foshan	2013-04-21	average
-111.90466	40.34912	America/Denver	Saratoga Springs	2022/02/28	maintenance
9.5926	52.86147	Europe/Berlin	Walsrode	2018/05/02	maintenance
86.59611	25.87498	Asia/Kolkata	Saharsa	27 Aug 2016	building
127.08472	36.20389	Asia/Seoul	Nonsan	2017/11/24	average
2.59753	8.88649	Africa/Porto-Novo	Tchaourou	2015-01-04	building
-84.13722	9.92787	America/Costa_Rica	San Rafael	26 Sep 2022	average
-4.0573	55.82737	Europe/London	Viewpark	2013/05/17	accep
18.28333	59.33333	Europe/Stockholm	Boo	26 Jan 2015	building
-97.03285	47.92526	America/Chicago	Grand Forks	13 Mar 2014	good
-58.44417	-3.14306	America/Manaus	Itacoatiara	2016/10/04	maintenance
-73.81669	45.44868	America/Toronto	Pointe-Claire	2017/11/28	good
-85.43772	10.63504	America/Costa_Rica	Liberia	2022/07/20	accep
130.57211	45.75279	Asia/Shanghai	Boli	17 Jun 2014	average
-77.43532	20.14298	America/Havana	Media Luna	2014-11-10	accep
74.3092	33.37526	Asia/Kolkata	Rajaori	18 Feb 2016	building
35.90057	56.85836	Europe/Moscow	Tver	06/08/2014, 00:00:00	accep
99.89166	15.46063	Asia/Bangkok	Thap Than	07 Feb 2022	accep
7.00417	52.26083	Europe/Amsterdam	Losser	06/21/2021, 00:00:00	good
-9.24671	38.72706	Europe/Lisbon	Carnaxide	2021-01-13	good
75.92694	14.46693	Asia/Kolkata	Davangere	23 Oct 2018	accep
-48.59278	-23.7975	America/Sao_Paulo	Buri	2019-06-24	good
140.73667	41.77583	Asia/Tokyo	Hakodate	2015/02/21	average
4.18333	7.6	Africa/Lagos	Olupona	2016-09-13	average
1.53414	42.50729	Europe/Andorra	les Escaldes	27 Sep 2017	average
-2.01111	52.66277	Europe/London	Great Wyrley	2019-01-21	accep
44.02488	32.61603	Asia/Baghdad	Karbala	10/11/2016, 00:00:00	accep
36.7138	35.95664	Asia/Damascus	Binnish	06/12/2019, 00:00:00	maintenance
-1.06667	53.78333	Europe/London	Selby	2020/01/05	building
45.36561	41.09246	Asia/Baku	Qazax	11/21/2018, 00:00:00	excellent
117.59152	3.31332	Asia/Makassar	Tarakan	08/31/2021, 00:00:00	good
44.53333	-22.9	Indian/Antananarivo	Sakaraha	2021-07-30	excellent
4.74161	7.62789	Africa/Lagos	Ilesa	10/04/2020, 00:00:00	excellent
37.55	6.03333	Africa/Addis_Ababa	Arba Minch	2019/02/23	maintenance
24.99798	-8.73508	Africa/Lubumbashi	Kamina	2022/08/21	building
126.835	37.65639	Asia/Seoul	Goyang-si	2017/07/14	building
-47.1725	-22.57306	America/Sao_Paulo	Artur Nogueira	2020-03-18	average
2.08333	48.86667	Europe/Paris	Marly-le-Roi	14 Oct 2021	good
77.5609	11.00599	Asia/Kolkata	Kangayam	2018/04/05	building
12.6723	41.72063	Europe/Rome	Ariccia	2016-07-01	excellent
-73.99681	40.94065	America/New_York	Dumont	2014/06/26	average
-6.90656	33.92866	Africa/Casablanca	Temara	2018/11/29	average
72.34424	40.78206	Asia/Tashkent	Andijon	2018-02-10	excellent
5.37429	51.03427	Europe/Brussels	Houthalen	12 May 2021	accep
4.91667	45.73333	Europe/Paris	Bron	2018-02-25	excellent
5.22778	51.955	Europe/Amsterdam	Culemborg	2016/11/10	good
-5.682	5.84752	Africa/Abidjan	Lakota	2016-08-09	average
-1.5443	50.75767	Europe/London	Lymington	2018-10-21	excellent
17.8031	48.43174	Europe/Bratislava	Hlohovec	2022-09-14	average
117.4831	27.34089	Asia/Shanghai	Shaowu	13 Sep 2021	building
83.62389	53.30972	Asia/Barnaul	Novosilikatnyy	2017/12/25	excellent
-73.86586	45.43341	America/Toronto	Beaconsfield	2020/04/12	maintenance
5.06258	7.50251	Africa/Lagos	Igbara-Odo	01/08/2016, 00:00:00	accep
-86.77917	36.02506	America/Chicago	Brentwood Estates	09 Oct 2013	excellent
30.2049	55.1904	Europe/Minsk	Vitebsk	04 Apr 2021	building
76.0586	16.06213	Asia/Kolkata	Hungund	03/18/2022, 00:00:00	average
12.38878	43.1122	Europe/Rome	Perugia	2022-03-31	accep
-84.20299	39.43534	America/New_York	Lebanon	30 Nov 2021	maintenance
139.55028	35.30889	Asia/Tokyo	Kamakura	06/13/2019, 00:00:00	good
38.2739	46.7055	Europe/Moscow	Yeysk	22 Jan 2014	good
41.00817	38.13708	Europe/Istanbul	Silvan	10/20/2017, 00:00:00	accep
46.5813	54.8421	Europe/Moscow	Alatyr’	2018-12-07	accep
-73.9625	40.81	America/New_York	Morningside Heights	2022/07/07	excellent
13.58357	-1.63333	Africa/Libreville	Franceville	2022-05-19	maintenance
-74.15987	40.82232	America/New_York	Nutley	2013-05-10	accep
29.65806	-4.83	Africa/Dar_es_Salaam	Mwandiga	2016-03-05	good
8.52462	47.30997	Europe/Zurich	Adliswil	22 Oct 2013	good
36.7138	35.95664	Asia/Damascus	Binnish	2015-01-13	average
29.00974	-24.19436	Africa/Johannesburg	Mokopane	05/10/2016, 00:00:00	good
37.99117	44.92934	Europe/Moscow	Krymsk	09/25/2014, 00:00:00	excellent
117.4831	27.34089	Asia/Shanghai	Shaowu	2019/09/10	good
-77.70066	43.16547	America/New_York	Gates-North Gates	10/10/2013, 00:00:00	good
-37.07167	-10.91111	America/Maceio	Aracaju	12 Sep 2013	average
14.66737	41.55947	Europe/Rome	Campobasso	2018-05-13	accep
-117.71978	34.09668	America/Los_Angeles	Claremont	23 Sep 2021	average
-0.91979	51.42708	Europe/London	Lower Earley	2016/01/27	maintenance
113.13148	23.02677	Asia/Shanghai	Foshan	12/30/2017, 00:00:00	excellent
-74.01042	41.50343	America/New_York	Newburgh	2018-03-23	maintenance
88.28637	23.07492	Asia/Kolkata	Pandua	11/02/2012, 00:00:00	building
99.96667	8.43333	Asia/Bangkok	Nakhon Si Thammarat	2022-05-26	good
-47.53028	-22.45667	America/Sao_Paulo	Santa Gertrudes	14 Dec 2017	good
53.26023	54.39304	Europe/Moscow	Bavly	2017-03-27	maintenance
-58.38341	-34.64966	America/Argentina/Buenos_Aires	Barracas	04/19/2014, 00:00:00	good
6.26667	51.21667	Europe/Berlin	Schwalmtal	2019-02-20	excellent
2.95924	36.76775	Africa/Algiers	Cheraga	2015/08/29	average
8.52462	47.30997	Europe/Zurich	Adliswil	2016/12/11	accep
81.54855	26.2649	Asia/Kolkata	Jais	2020/05/15	good
41.00817	38.13708	Europe/Istanbul	Silvan	06/12/2015, 00:00:00	good
9.85	53.63333	Europe/Berlin	Halstenbek	05 Mar 2017	building
2.08333	48.86667	Europe/Paris	Marly-le-Roi	2014/12/02	building
123.17306	41.27194	Asia/Shanghai	Liaoyang	2017/03/25	good
13.58357	-1.63333	Africa/Libreville	Franceville	27 Dec 2020	maintenance
28.19028	59.37722	Europe/Tallinn	Narva	2022-01-17	average
68.11759	26.9423	Asia/Karachi	Tharu Shah	2020-05-15	good
-6.90656	33.92866	Africa/Casablanca	Temara	2022/08/20	accep
-60.1831	46.1351	America/Glace_Bay	Sydney	2016/01/14	building
72.68533	22.75218	Asia/Kolkata	Kheda	2021/09/17	good
-71.06616	42.4251	America/New_York	Malden	2016-02-16	good
8.61839	49.68369	Europe/Berlin	Bensheim	2016-10-24	maintenance
120.03308	28.88162	Asia/Shanghai	Guli	11/19/2012, 00:00:00	average
