O3	C2H3NO5	NH3	PM2.5	CFCs	PAHs	PM10	CH4	warning	longitude	CO	Pb	PRES	NOx	latitude	H2CO	TEMP	SO2
9.97719	7.30777	2.79416	6.96780	41.77609	4.44091	5.50937	5.92525	1.00000	35.7	8.05645	26.90881	1198.40390	4.42701	-7.76667	52.86171	10.14375	2.85871
6.68948	13.73773	6.60031	4.60200	66.11214	7.32698	8.18994	5.01339	1.00000	117.63083	5.61190	57.61672	1080.50006	8.00640	35.50056	58.99226	10.39431	5.95099
4.33323	4.23594	7.83480	6.35079	66.17550	6.16002	5.64274	5.12239	0.00000	11.18709	4.91220	62.82968	1174.08413		48.73218	48.03011	11.02353	3.91861
7.84419	5.98989	3.87118	6.41422	49.31404	4.25050	6.78033	7.40335	1.00000	101.44167	7.34981	33.30587	1069.82148	4.37806	0.51667	47.96776	-1.67012	4.66580
7.46862	11.87796	8.63668	4.47372	30.08341	5.79534	8.18981	6.00387	0.00000	4.18333	7.71269	44.78191	1060.90560	7.05250	7.6	48.77134	8.02136	6.18429
7.23758	7.94584	5.12556	6.68466	54.35890	6.06618	6.83226	5.37026	1.00000	14.34085	8.31919	51.11720	1101.11311	4.02868	40.87363	67.73946	31.27710	5.23269
9.16343	4.45448	9.46031	7.69260	18.25743	6.49213	5.44674	7.87851	0.00000	-48.29694	4.84475	37.57752	1161.07857	7.95733	-20.87306	50.66933	24.79851	7.97593
5.31209	5.64323	5.49982	6.53496	33.34264	8.22111	6.44601	5.60074	1.00000	17.8031	5.95087	27.51244	1199.79156	7.44472	48.43174	52.23947	17.66705	7.14643
8.57751	5.95844	7.17193	7.30924	59.52953	5.87516	6.41179	6.16456	0.00000	-37.07167	6.89604	53.42844	1109.69668	7.80179	-10.91111	61.76114	19.07289	9.89457
6.94808	5.20212	6.43528	5.14442	70.42353	5.58118	6.24021	6.43023	0.00000	2.95924	8.86040	52.70609	1137.43721	7.19110	36.76775	34.11364	12.33922	8.54598
8.65576	6.41575	4.76756	5.76405	52.87413	3.64205	7.29549	5.63811	1.00000	-77.37331	6.08868	56.22734	1146.22440	6.18862	37.60876	57.34340	7.64632	6.61452
7.22568	5.62069	5.18405	6.80189	66.09735	4.55424	6.25681	6.22212	0.00000	-72.47417	7.83679	52.96346	1184.24847	7.71431	7.83389	19.00228	-12.87729	9.29259
8.24956	6.43953	8.15399	6.15131	68.84117	6.66158	6.92124	6.38704	0.00000	-80.31727	8.81935	50.04684	1182.67144	6.90937	25.67927	53.33381	21.41422	10.41196
7.05340	6.74427	7.54326	6.30214	66.53092	5.15389	5.94427	7.47582	1.00000	122.05228	8.26706	42.74173	1127.38640	5.53892	37.19723	53.96722	11.18376	6.45690
9.02417	7.10979	9.23295	4.55431	37.01136	5.22092	7.42750	5.13693	0.00000	-0.76667	5.86752	33.86250	1118.83200	8.10764	53.38333	76.48110	24.15280	7.11521
3.76750	7.18090	6.85678	6.99542	33.42549	4.93658	7.02934	5.76514	0.00000	46.5813	5.66311	46.06788	1086.37647	8.38117	54.8421	47.06017	26.74589	5.02180
7.04063	4.92572	6.72228	5.04173	42.90177	5.32208	6.28096	6.01029	1.00000	32.86389	7.24605	29.03962	1184.19171	7.78499	53.95278	37.38636	14.77482	5.40628
8.39224	8.41216	9.47802	5.43302	46.31146	5.10209	6.56152	5.96122	0.00000	0.30367	7.02558	35.87569	1058.33497	7.44854	51.38673	58.36552	6.07257	6.17913
8.42677	5.98872	6.07317	7.17386	35.26011	3.69442	6.65866	5.20963	0.00000	3.39467	4.99999	35.38673	1088.34652	9.35829	6.45407	63.34670	36.50732	9.49349
6.02718	3.86044	6.13028	5.58261	56.13471	5.45510	5.25190	6.83874	0.00000	73.08333	8.75929	51.31224	1177.07063	7.90743	19.21667	59.31789	13.64846	8.61742
3.81115	4.01569	6.10065	5.36480	48.96968	6.37950	5.84629	8.00317	1.00000	123.50266	6.52888	40.32025	1130.61224	6.85546	41.94175	26.19571	-0.24542	8.27086
6.02275	5.40572	7.51351	4.18416	44.77542	8.53851	5.47921	4.54164	1.00000	34.34691	2.65843	54.34785	1051.95571	7.02682	61.78491	53.35563	13.66778	4.38042
6.56641	4.78743	7.59492	6.06886	68.75512	4.52892	5.93339	6.22134	0.00000	2.95924	3.56535	48.09834	1169.96648	6.13084	36.76775	60.00597	11.34489	6.15588
8.11127	25.09915	8.06869	7.71997	58.02145	5.22950	9.02208	6.84633	0.00000	37.99117	6.40141	35.31919	1077.93507	7.71246	44.92934	46.23594	20.01674	6.64613
3.27368	6.16167	6.32800	4.70395	72.70385	6.80740	5.50038	5.35336	1.00000	-79.62603	5.89199	30.86241	1172.31068	6.16609	8.88988	51.61227	25.11286	8.31124
8.23129	5.31067	4.21199	7.39165	51.62825	3.86892	6.53604	6.05166	1.00000	91.00632	5.94131	14.99951	1120.70884	6.72068	26.32293	31.61463	22.26588	5.50114
6.54283	6.03953	7.06636	6.75217	68.57580	7.11113	7.17945	5.99894	1.00000	101.02083	4.97132	45.09195	1167.29990	7.49771	4.02219	43.04494	16.38101	7.01708
4.52980	4.53200	6.82469	6.54143	59.73449	5.66621	6.83605	7.14443	0.00000	15.00913	4.03653	51.17782	1188.46837	7.87397	37.51803	50.56782	9.44795	5.08079
7.97823	6.85309	4.65915	6.11942	45.21244	5.24555	7.64779	5.75593	1.00000	120.14278	8.19291	56.09742	1072.16247	4.15558	32.50611	87.88289	17.39152	4.08323
4.16345	4.18178	7.02054	5.23546	56.77215	3.30732	5.69673	7.43705	0.00000	-1.48119	6.50660	75.26109	1068.47762	6.90651	53.0233	56.32239	12.42966	5.28327
5.15924	10.67726	7.40177	6.27576	46.05121	10.38633	7.63925	7.55249	1.00000	-73.97069	5.26980	44.95616	1199.22958	8.07297	40.64621	77.65379	26.68401	7.59884
5.65620	6.63543	5.69734	8.12732	21.56415	5.09438	6.72882	5.58227	1.00000	-105.11221	7.14567	45.88359	1069.94595	5.77736	39.57582	54.98394	2.60917	9.66033
6.22961	7.82167	8.43691	6.53664	46.39580	8.52101	6.05375	8.17681	1.00000	-2.98884	4.34915	40.61720	1061.07695	9.10078	43.32686	58.98998	9.66063	6.46518
7.42326	4.15039	10.42170	5.53036	47.86561	4.93622	5.78789	7.17407	0.00000	-73.9614	8.25858	52.25114	1194.21699	7.98831	10.15031	45.59134	35.24523	6.96975
5.79462	18.97759	7.18424	7.07405	46.81578	7.25669	8.64031	5.48465	0.00000	88.18466	3.87652	50.42806	1088.11495	7.94757	22.19303	25.60188	9.44795	4.01519
8.69784	6.06435	4.24848	5.19657	41.49145	5.61670	6.62263	3.63092	1.00000	-85.43772	8.08338	48.94310	1199.80318	4.69760	10.63504	64.59638	1.46544	3.83197
5.34349	7.85394	6.52057	6.33891	60.88365	7.68880	6.42810	5.73607	1.00000	91.61356	5.63657	37.79940	1183.01794	7.47038	26.44931	46.90189	22.03691	6.66374
4.75036	5.16701	4.79150	3.61622	70.15692	5.28575	5.43705	7.90101	0.00000	-72.27814	9.01579	65.58055	1178.11604	7.95012	42.93369	57.56250	16.47577	7.07950
9.79182	5.03448	7.90879	6.77470	36.53192	5.48469	5.75600	5.56620	0.00000	-97.50417	3.11703	52.52313	1147.03117	9.16575	25.87972	46.50581	12.87042	9.21410
6.57447	9.43483	5.98710	7.03728	34.85335	5.42687	7.54156	6.82767	1.00000	86.59509	7.67680	54.23059	1066.47335	4.90974	26.11527	62.52176	30.10318	6.28429
9.43752	5.73494	6.52966	7.48317	44.44157	4.47213	5.85266	5.51260	0.00000	-73.58248	5.16492	29.32230	1097.17590	7.82264	45.40008	48.77867	27.64649	6.91597
6.34018	7.82060	6.48580	6.93926	37.90691	4.73721	7.79960	5.74564	0.00000	-67.15407	7.00213	69.42839	1069.47921	8.30381	18.42745	37.31939	20.26026	6.18615
4.62263	4.87786	4.96218	5.58011	39.89202	6.56601	5.87372	4.81871	1.00000	-87.45476	7.99734	30.34093	1132.41598	6.26501	41.47892	35.73728	35.70140	8.92494
6.24591	3.64876	6.59496	5.92782	48.16884	6.06182	4.87838	7.10612	1.00000	114.33333	9.01865	28.61117	1170.80370	4.02986	-8.43333	34.54584	17.23484	4.63918
8.89414	10.83663	6.52749	3.69483	46.20958	5.00254	7.55356	6.62044	0.00000	83.97573	7.93013	41.68602	1195.95670	7.58268	21.46527	47.82148	25.70905	10.09010
6.43444	17.89289	7.66509	6.48163	49.36273	8.08081	8.55093	6.75560	1.00000	103.81667	5.01021	47.25837	1136.95353	8.69267	1.6	56.12289	24.11516	6.18370
4.05111	5.36628	8.10577	5.83306	65.88039	4.73470	5.69800	6.72293	0.00000	86.79271	5.79780	27.98236	1161.78510	8.48937	25.92127	57.56784	23.60367	4.36612
6.33198	7.01216	7.99746	5.84603	47.48545	7.12865	6.53908	4.87421	0.00000	-52.20639	3.80466	36.26097	1080.73548	7.03558	-3.20333	46.77691	30.16413	4.78032
7.89332	5.71973	4.42933	5.45078	46.48024	3.99262	5.78329	5.54051	1.00000	145.13643	6.71973	49.79317	1114.59718	4.74455	-38.16604	26.93058	2.82288	5.97865
8.35370	6.65373	7.57714	6.70113	65.32824	4.99410	5.81922	7.13766	0.00000	71.57118	3.67811	45.92110	1156.90353	4.38673	32.87533	84.49380	-2.03265	6.26801
3.96133	6.48276	7.68982	5.69783	54.67638	4.59009	6.16885	5.25996	1.00000	145.13643	3.76605	33.42730	1123.02357	6.90273	-38.16604	74.96550	35.48198	7.01350
8.41738	2.93244	3.41718	5.95400	33.71790	4.85917	5.29693	6.05096	1.00000	97.01124	7.23570	46.03024	1083.48812	4.43277	17.30858	38.43357	13.92826	3.74776
4.11935	4.03774	4.49000	7.71729	42.72314	4.61674	6.56945	6.99791	0.00000	-2.98333	11.53868	53.99714	1076.39681	6.16536	53.83333	36.33945	14.52976	5.93142
4.15911	7.54002	8.60811	6.90844	42.55850	7.88999	6.65182	7.04492	1.00000	128.62667	3.13020	44.50028	1093.40584	7.55577	34.8825	68.13439	14.98481	6.58883
7.50523	5.89836	10.73595	5.18650	55.64516	6.03046	6.30308	5.15705	0.00000	4.69889	8.87346	49.70929	1125.59401	7.78145	50.56149	54.13580	11.82848	6.90895
4.77313	10.20251	6.52121	6.82145	48.25468	6.11252	7.80622	7.01679	0.00000	-71.23106	5.42248	56.52594	1087.68969	7.55147	-32.45242	48.38095	21.33147	4.79431
7.59546	3.47741	5.51267	5.60105	59.39624	6.58241	5.23200	7.35580	1.00000	18.30056	7.56639	32.02077	1133.06063	5.07918	50.5107	38.84928	9.49733	4.54362
7.18254	8.35259	6.01984	6.23466	72.81157	6.21117	6.84475	5.84459	1.00000	-52.2	5.26432	36.63759	1179.41912	6.90481	-28.44917	40.08562	2.65985	5.72364
6.73877	8.43517	5.37138	6.50287	49.56825	5.48902	7.66338	4.20376	0.00000	-122.23484	8.20141	53.65280	1170.14901	4.56006	47.38093	66.38886	7.72505	5.25349
6.87190	8.19344	8.88895	6.29810	57.23974	6.80522	7.23688	7.61263	0.00000	-41.25528	5.38324	29.68962	1091.62797	8.73344	-19.32556	65.14163	9.96526	7.54172
7.10318	4.12586	6.40974	6.42120	63.43718	4.07800	5.94539	4.04792	0.00000	2.1699	9.13187	45.92997	1109.34163	7.16095	48.98994	78.87629	-6.29774	7.17536
7.14643	8.55767	5.94035	7.57533	52.55310	4.23800	7.80044	6.35481	0.00000	-120.93549	9.24580	48.82508	1061.96110	6.09698	37.73604	48.82038	16.44287	5.35225
5.28672	4.05675	9.42337	7.07521	47.83290	7.78558	5.29201	4.95349	1.00000	75.35927	2.97270	28.35817	1074.45923	8.21996	12.04161	31.38886	28.00888	6.29216
5.32392	5.34730	5.75832	5.96824	67.85090	6.37186	5.67915	5.47895	1.00000	-87.882	6.58913	52.12723	1081.33435	6.50409	41.85059	53.84656	11.38940	7.23284
8.35783	4.01724	7.75850	5.98344	41.34386	4.92125	6.52430	6.58754	0.00000	126.835	4.73601	60.43329	1181.11472	9.49524	37.65639	74.85180	12.69845	9.46587
4.84284	7.88669	6.10088	5.51416	34.90143	4.90118	6.64330	4.67166	0.00000	-74.13653	6.50275	58.94080	1141.75197	7.10083	40.63316	50.78712	17.55097	5.43733
8.53921	4.43656	8.82671	5.78657	42.40039	3.55539	4.55285	6.83477	0.00000	43.38531	3.45216	48.26726	1172.40028	4.58460	9.89206	65.50129	25.88527	7.06426
8.55964	4.34546	6.02557	5.83877	38.05811	5.68459	4.38542	7.14076	1.00000	12.6723	9.98422	31.23724	1113.50324	2.97351	41.72063	64.50500	22.77414	4.43252
8.36657	5.12510	4.87651	5.44276	76.82870	4.23903	6.41479	6.22440	1.00000	15.00913	7.84656	53.05054	1102.57750	4.54501	37.51803	31.81635	16.69156	5.57466
3.08127	9.60722	7.28271	5.79716	66.18483	8.15070	7.71119	5.99741	1.00000	-61.51889	5.61269	38.92142	1103.87467	7.82325	10.66668	42.14219	17.62124	7.81313
4.92737	3.27269	7.34240	6.45458	44.18782	8.95555	5.33403	7.18035	1.00000	-83.55521	4.49014	59.51210	1158.68249	7.16197	41.66394	32.47539	17.08213	7.22462
2.97519	2.70881	7.24476	6.33824	91.16479	6.08907	5.90087	6.64854	1.00000	77.40858	4.09029	58.57025	1169.70662	6.78052	24.05979	55.54242	21.18470	6.28980
7.52157	2.95469	5.82982	7.04623	68.45821	8.55150	4.97322	5.80853	1.00000	-122.39168	7.89837	39.17595	1144.84018	9.48066	40.58654	31.13485	21.77335	6.71501
5.71216	5.30745	8.55342	6.75212	41.12119	8.29686	5.69896	6.33558	1.00000	-77.03116	4.64821	48.68132	1136.11624	8.83795	3.8801	52.44409	15.36149	6.78086
6.54879	18.02260	4.98294	6.17830	62.33053	6.30833	8.43846	7.41257	1.00000	-9.24671	7.23821	52.71533	1120.53044	5.70022	38.72706	68.30094	16.51564	3.55201
4.64737	6.13347	8.74066		44.29275	3.92383	6.84810	5.37086	0.00000	3.87723	5.86809	66.63267	1181.58845	8.83995	43.61092	38.99049	13.84125	5.35164
9.54347	1.82807	12.36168	8.33482	41.98961	7.46097	5.57348	6.18577	0.00000	-5.682	4.50603	42.31906	1083.56080	8.16218	5.84752	60.07772	14.76246	7.55749
6.43498	6.12092	8.60725	5.57293	74.08589	5.17879	6.24269	5.68270	0.00000	85.37752	4.14086	59.07048	1114.05876	7.64845	22.10194	43.83970	8.18442	4.73102
6.88522	7.20279	9.21840	4.65214	50.31443	6.25501	6.62235	6.24365	0.00000	-98.1664	8.74578	55.56448	1143.21747	6.97897	19.32932	54.29210	8.41336	5.99726
4.25448	5.70752	7.79472	5.40877	40.92386	5.69913	6.42679	6.08161	1.00000	79.82979	5.81722	23.29456	1180.43890	7.29682	11.93381	76.06410	11.46762	8.54384
6.35311	16.38716	7.81697	5.71158	79.26701	5.02216	8.41086	7.19811	0.00000	-65.71875	9.83443	53.08177	1134.44097	6.58412	-21.44345	50.49602	27.81058	5.17754
5.11842	6.56760	7.19236	5.77204	47.19143	10.06945	4.92853	5.14222	1.00000	34.8732	5.72587	45.85428	1067.58368	8.33506	32.05971	75.19091	8.47667	7.24175
7.65635	4.06569	5.54530	5.34969	29.65133	4.21964	4.82911	6.18907	0.00000	89.20083	7.31033	51.26474	1075.04968	7.63246	55.54028	55.01911	22.62073	8.59013
7.86118	7.70853	6.69218	6.43475	58.74125	3.95316	7.61086	7.96070	0.00000	7.60872	8.56675	51.75946	1087.39083	7.63215	43.78956	51.22448	-0.61828	8.07555
5.54749	7.87696	7.27125	5.88504	48.12046	8.02886	7.24077	6.48905	1.00000	-51.50361	4.27910	35.97203	1178.72015	7.60056	-29.2975	46.35274	0.01147	6.45285
5.90070	13.72812	8.23118	4.89423	52.84794	9.09378	8.16009	6.85176	1.00000	124.95278	6.03902	32.82447	1150.97158	8.58348	6.33444	89.76763	11.20927	8.80813
8.02982	7.67390	10.96756	6.52745	38.39517	5.28714	6.90745	6.72093	0.00000	14.01481	7.75236	41.96933	1128.39326	7.07372	42.67164	67.14666	8.44391	5.29031
7.45490	8.20372	7.76100	6.13912	30.05943	6.17195	6.92110	6.35558	0.00000	9.29109	6.09424	40.18016	1132.85969	8.19189	45.39402	63.79121	5.14857	7.89394
5.66096	7.45043	6.66348	4.76972	37.65335	7.94964	5.59236	5.84591	0.00000	29.47306	5.97835	41.38854	1151.02524	8.14257	0.49113	58.60898	5.63400	6.78629
8.34236	3.93898	5.07101	4.45476	64.33797	4.67348	4.86637	4.53398	1.00000	3.87723	7.92864	61.39353	1129.18177	4.32675	43.61092	43.43197	20.01086	5.83670
8.08327	6.41903	8.66165	5.87081	32.12305	6.55281	5.82797	6.81057	0.00000	-105.11221	3.35051	48.82543	1101.10598	6.14877	39.57582	38.96596	17.17861	5.63116
8.87223	8.17027	2.94242	5.76673	64.00346	3.81553	6.51200	4.92538	1.00000	97.01124	6.01052	44.38318	1198.87858	6.70458	17.30858	31.62874	13.33356	3.79614
8.43193	6.11686	5.14284	5.57596	57.67552	4.65396	6.54050	7.41464	1.00000	103.81667	7.79154	25.34164	1051.41853	4.08732	1.6	60.82347	12.77235	6.29027
6.45203	4.02823	8.61626	5.33105	72.21679	8.46753	6.30591	5.31928	1.00000	-8.53778	5.08960	44.09112	1142.83614	8.54582	7.57944	49.70230	13.16410	8.28101
4.27892	5.31664	7.55981	5.73960	53.26207	5.44632	6.38948	6.72459	1.00000	8.86374	4.89737	56.57777	1057.62289	7.08460	44.89784	56.36382	21.74483	6.65516
6.47138	7.94250	5.29484	5.82352	56.13298	5.04567	6.81719	4.93951	1.00000	-74.96933	7.14342	53.10688	1120.79784	5.34290	39.71734	38.25812	9.06802	6.41471
9.13470	7.27151	3.63774	7.15340	63.10171	5.13935	6.56651	5.48698	1.00000	-73.78458	8.84539	54.44720	1144.96858	3.42372	41.0051	27.97907	-0.05402	3.18299
3.82817	8.33882	6.11884	5.47206	44.84149	4.98194	6.82262	7.66968	0.00000	1.33467	6.19143	52.56518	1105.43156	7.94341	43.61058	68.33904	16.80368	4.96535
8.63980	4.23170	3.45619	4.74704	42.89108	4.27147	6.63129	5.78653	1.00000	-71.05977	6.58801	61.98917	1195.29867	5.00228	42.35843	46.90489	15.56474	4.30687
6.13162	4.38836	8.86082	5.79923	59.39457	4.85343	5.32932	6.50064	0.00000	8.2926	5.43537	39.67044	1056.17059	6.83227	9.58126	32.42293	-5.96514	5.01698
5.71056	7.93139	9.30988	5.69454	43.22138	8.53774	7.25823	6.28061	1.00000	-1.47217	3.50207	16.09190	1075.37138	8.25472	53.46506	43.89544	19.95462	7.68511
6.34049	4.85194	5.99523	6.98854	53.51023	3.58090	6.39079	6.16328	0.00000	34.37389	7.50938	53.03709	1173.62519	8.14989	40.1675	50.52289	29.70907	5.89092
7.47312	7.99340	6.43236	6.40168	50.50100	5.61142	7.09981	8.03853	1.00000	-81.56929	9.46624	46.60760	1076.25038	3.42767	41.55838	43.85574	34.74122	5.39238
6.05835	7.42386	5.97950	6.61209	48.07265	8.44037	7.03160	7.03146	1.00000	-71.06616	6.20206	45.17891	1123.56985	7.23619	42.4251	63.04374	29.48477	7.13094
9.63794	4.97174	3.74695	6.54174	33.28547	4.36488	6.79420	7.60928	1.00000	11.412	6.40930	58.85698	1157.49011	5.08222	45.50369	34.53142	1.87133	4.84289
7.06412	9.44665	7.52902	6.86665	37.79792	7.28517	7.55110	6.73139	0.00000	1.00288	4.24486	39.99450	1056.52072	6.96794	49.28669	42.93841	12.25332	4.58015
1.75427	4.83159	7.35038	8.49718	57.85150	3.56536	3.74537	6.09833	0.00000	5.22778	6.75231	71.14848	1123.82046	9.93705	51.955	54.04444	18.23367	4.50051
8.79954	5.48890	5.31904	6.97260	53.52520	5.21682	6.46436	4.49067	1.00000	-5.682	7.32847	54.78023	1176.72747	6.02850	5.84752	44.08369	14.62570	5.06919
7.57361	5.73651	5.64809	6.37081	56.89378	5.07513	5.97734	7.48053	0.00000	48.41667	9.38376	41.30772	1100.29678	6.88589	-17.83333	48.28967	12.55876	7.37879
4.77717	5.37154	10.20883	7.44962	54.82841	7.44406	6.74508	7.11654	1.00000	40.17171	3.00710	24.00316	1114.27025	8.82990	58.1908	46.26585	12.14142	7.78522
6.64779	4.78731	10.02192	6.35532	53.98939	9.67044	5.82401	9.77614	1.00000	103.65309	5.19942	25.08815	1152.47004	9.67494	16.0567	64.28978	0.91445	9.88403
5.69593	5.28877	8.59642	4.88879	58.49374	2.89319	6.50853	6.03828	0.00000	76.03889	4.70971	36.54202	1154.54691	6.47179	18.18158	30.13852	12.52561	5.74847
5.35411	6.28991	6.68909	7.78900	42.56147	9.18639	7.05790	6.74952	1.00000	43.67663	5.62089	41.22328	1165.38177	7.87141	53.53041	67.04088	2.29826	6.41073
7.72358	5.35364	4.75756	4.22682	32.25357	4.20373	6.18552	6.09425	1.00000	-5.53715	6.81757	58.65691	1061.06694	5.78091	50.11861	27.52948	17.14871	5.39387
9.28546	3.49535	7.82177	3.68114	72.29326	5.92405	5.56945	5.75729	0.00000	122.05228	5.01162	62.72489	1181.32930	8.15364	37.19723	44.79608	6.82187	9.63665
6.51888	19.42365	5.18072	4.80411	48.68284	4.81150	8.81256	7.45598	1.00000	91.61356	7.12855	45.96892	1058.44919	6.20795	26.44931	38.76255	17.84414	4.79794
3.09771	6.13206	8.23186	6.95753	53.90858	3.73515	6.30817	5.25386	1.00000	113.13148	3.08031	32.45941	1183.98576	7.17719	23.02677	43.99688	27.22204	4.57748
6.15846	5.78001	8.20837	6.28273	45.92247	7.90048	4.49836	7.15023	1.00000	81.54855	5.01422		1180.06556	8.79187	26.2649	58.97444	39.96180	7.68203
5.16191	5.97487	7.85690	6.32053	52.93254	5.48898	7.13165	3.84741	0.00000	2.59753	5.53994	86.67207	1134.23460	7.99431	8.88649	63.43608	17.60813	4.25492
6.05529	3.24676	7.13805	5.28659	36.14189	8.21179	4.77363	8.10095	1.00000	9.32241	5.27792	38.61561	1095.72297	8.10342	44.31771	70.79221	-1.52570	6.84746
6.79647	3.60675	3.47816	5.97636	61.42150	5.18400	4.74713	6.65771	1.00000	2.1699	7.41953	45.07216	1079.83683	4.15444	48.98994	68.91569	15.58328	3.85078
9.98926	5.59038	3.61828	7.53661	36.20725	4.53357	4.92378	7.74831	1.00000	75.35927	9.07262	36.60759	1054.07172	3.22888	12.04161	49.87555	3.94920	3.55583
8.52386	5.51083	5.94204	6.18626	43.65913	4.82345	5.72447	4.83288	1.00000	36.7138	7.99576	53.37427	1052.72869	4.90148	35.95664	59.84231	14.85729	5.26834
5.62384	3.63653	7.99852	6.04549	32.99008	9.36526	6.48480	7.13392	1.00000	38.15035	3.98711	59.98501	1064.72093	7.25034	49.41029	40.04933	-3.12905	7.36444
7.79214	3.77828	6.47176	6.18533	40.61230	7.60942	5.88991	5.88143	1.00000	4.63031	9.56593	36.05920	1109.70265	3.96606	43.67681	40.84090	13.87630	3.59879
2.52957	9.67628	6.02305	5.42753	50.67950	5.16170	7.66840	5.14048	0.00000	-122.23484	5.60111	28.82918	1120.73295	8.36985	47.38093	39.08998	14.37054	4.26334
7.21835	5.64526	5.45808		60.15780	5.18122	4.68938	7.19940	1.00000	79.5286	7.76919	57.50276	1097.31991	4.35931	29.22254	64.40234	17.40367	6.43393
4.39226	6.62874	7.44124	6.44812	52.93866	5.91070	5.74479	5.09930	0.00000	-3.53261	5.77041	38.54277	1102.31160	8.29599	40.42386	55.14613	42.23514	4.63179
7.87735	3.57559	4.14472	7.04869	49.72070	6.61088	6.75878	5.36875	1.00000	8.91229	7.36962	47.52754	1115.09690	3.85364	49.13645	69.23519	23.81874	4.10100
3.59981	2.38477	6.54668	8.60892	35.52865	5.62115	5.14672	6.13653	0.00000	32.6178	5.10782	49.56889	1082.59488	8.33686	46.65581	49.95914	24.88585	3.93351
1.74897	3.30480	8.49729	6.48488	63.52294	5.70228	5.28521	5.63255	1.00000	2.59753	4.37273	29.99603	1071.73595	6.92207	8.88649	40.91876	1.35683	8.79375
5.15332	11.24645	6.55485	8.13479	51.73636	8.82969	7.59670	4.49565	1.00000	-73.9625	5.67198	31.53484	1074.93339	8.32592	40.81	70.66169	6.06652	5.94806
6.37245	6.83516	6.18888	6.58476	48.78647	5.51060	4.96530	6.67476	0.00000	68.88871	6.06423	25.75763	1137.43195	5.65463	25.95533	68.79230	18.57629	5.54063
8.61436	7.65995	5.03981	6.58913	70.81798	3.50614	7.21716	5.55141	1.00000	55.4504	7.59115	49.70909	1055.40769	4.25998	-20.88231	34.72718	29.23523	7.10972
4.50975	6.32460	6.70449	5.88218	59.17239	7.77027	6.20979	7.54793	1.00000	-1.86343	4.07008	35.15337	1060.80218	6.17746	38.10558	54.19371	-5.38361	6.87819
7.42962	6.78000	4.11108	8.18550	39.84421	5.74624	6.87964	6.92512	1.00000	117.4831	6.57119	51.28605	1182.00264	5.82224	27.34089	55.01435	19.09794	4.50054
5.63258	6.26528	10.53557		65.74476	9.17872	6.35373	6.92217	1.00000	9.22796	5.44017	55.90318	1051.10617	9.56469	48.46458	56.97294	11.47751	10.18274
4.23367	4.01746	8.00952	6.89123	61.81799	6.86920	6.36137	6.31479	1.00000	-74.28459	6.24654	60.90645	1185.97267	8.25642	40.5576	30.47225	10.16894	8.93369
6.45002	7.15203	4.99394	6.16132	41.88541	4.93554	6.47834	5.74165	1.00000	85.83636	6.36728	52.47847	1199.57335	7.75738	25.66795	34.76417	15.91438	3.93067
9.13587	7.02570	6.58100	5.44621	32.16160	4.63714	6.68547	6.85550	0.00000	117.4831	5.33845	60.21010	1177.76940	8.83234	27.34089	52.67390	21.61796	9.41394
9.40252	4.79788	9.54603	5.00186	69.34665	6.42790	5.50613	6.48304	0.00000	117.63083	6.10052	56.77770	1083.17818	8.07862	35.50056	37.74345	-1.39288	10.09939
3.12125	8.03401	7.54701	6.73167	46.22207	2.74308	7.19177	6.99067	0.00000	75.92694	5.41184	20.16500	1051.85872	8.70447	14.46693	36.08789	18.18760	5.38592
7.65971	7.94458	4.96300	6.56912	53.50734	5.13014	6.45062	5.57556	1.00000	12.6723	6.53165	36.20180	1101.85079	6.53117	41.72063	35.19551	9.97324	4.50715
7.90128	13.43347	6.56474	6.32478	60.24137	5.05194	8.17861	5.78357	1.00000	152.70493	10.11376	41.97277	1162.05336	2.31447	-25.54073	60.97891	15.28823	6.01348
7.82067	4.39656	4.33663	4.67545	64.16510	4.90579		5.63424	1.00000	30.28491	7.42870	57.66772	1151.95869	6.36014	60.02427	41.59420	18.04830	4.10374
4.72244	18.67514	8.60044	7.35868	32.17849	4.26877	8.48306	4.35129	0.00000	29.24152	4.15729	46.14739	1055.66276	7.84241	-26.93366	61.16904	18.84644	5.16721
3.46203	6.57911	9.04880	5.77032	57.78806	7.89344	5.92823	5.72963	1.00000	4.52514	2.94184	43.36378	1146.00364	7.22210	12.74482	22.42677	10.96073	7.51153
8.62472	5.41453	3.65036	5.29695	56.85349	5.34516	6.82573	4.99908	1.00000	-73.9625	6.32139	26.05304	1098.63527	5.93567	40.81	45.40541	7.36626	4.31224
7.71489	7.05798	4.25112	5.37337	100.00000	4.62137	5.97303	3.43262	1.00000	7.20769	6.29856	45.68637	1169.28659	7.48195	50.80019	57.21292	18.42793	3.94070
6.30647	7.45670	6.95639	5.76030	73.49076	8.84814	7.29685	6.98295	1.00000	14.72443	8.28271	46.97251	1134.54215	9.07705	36.92574	50.29145		8.91696
6.36204	4.11870	4.92891	7.80353	55.06100	3.51243	6.31327	4.92917	0.00000	-80.31727	6.71479	56.44136	1085.67254	8.07664	25.67927	58.31108	19.92425	5.72109
6.95578	5.65168	5.71648	5.53418	53.78987	6.60461	6.77147	8.31646	1.00000	-37.03861	7.42199	52.98091	1090.82796	6.22952	-10.90889	42.03598	30.26685	3.73178
