SO2	PRES	longitude	H2CO	CH4	TEMP	O3	Pb	warning	latitude	CO	PM10	PM2.5	NOx	CFCs	NH3	PAHs	C2H3NO5
5.82854	1061.33019	110.8405	60.17413	7.13695	32.87015	5.60990	43.40334	0.00000	-6.8048		6.65368	7.57468	3.29094	58.39278	9.52532	4.61136	0.17298
7.83512	1166.39614	135.6	53.91051	7.42773	-1.24361	6.36366	49.77365	0.00000	34.61667	7.20559	7.59841	5.01922	6.25533	58.39798	9.53281	4.76453	0.26816
6.68033	1097.49414	15.87735	47.94900	8.88442	16.81712	7.32999	67.44473	0.00000	4.94273	4.18599	6.94839	6.53780	7.11141	57.29203	8.00601	4.03240	0.20806
9.27739	1078.21661	120.5875	50.58033	8.29930	12.12838	7.30508	55.03305	1.00000	16.455	4.19334	9.74707	7.88632	8.20941	53.94069	9.40299	6.22769	1.47666
8.81546	1146.78405	-0.36053	50.91872	6.57519	8.32441	6.37584	39.65997	1.00000	51.64316	5.43726		8.24001	6.37848	39.25681	5.86612	7.77261	0.10904
7.51523	1128.47068	98.19151	74.39257	7.96305	8.81401	6.70598	32.29624	1.00000	14.0823	5.58968	9.29016	7.47356	7.15478	52.67759	11.51932	6.19030	1.02460
8.12292	1077.29876	77.5609	38.12456	8.16043	16.00513	6.98748	48.34072	1.00000	11.00599	5.24260	6.78305	8.11926	5.68591	59.70336	5.81316	10.79615	0.18015
7.04199	1094.99237	-70.6996	46.57879	5.69859	1.68919	7.88698	37.09734	1.00000	-33.59217	5.09567	6.37129	7.54128	7.15270	39.91192	6.45489	7.83372	0.08573
9.01298	1104.02047	15.16554	32.78727	7.11057	28.29595	8.61115	54.97460	1.00000	-4.5833	5.06446	7.03516	8.08395	6.13364	41.47833	7.38118	8.95565	0.19203
7.46045	1089.04880	82.85749	57.72462	10.74247	12.57686	8.13779		0.00000	17.54907	7.86971	7.06182	7.50713	7.00977	59.59174	9.17886	6.31556	0.21988
6.57331	1169.13877	-78.19444	67.73992	5.73097	9.08423	7.64747	27.58466	1.00000	38.91817	7.98966	5.87704	8.10977	5.61408	45.71646	5.17179	8.83921	0.16592
8.35906	1113.73721	-84.67837	63.28753	7.51557	27.75609	8.29644	54.38088	1.00000	34.06635	6.03637	6.62838	7.33019	5.80741	84.80337	5.74947	10.57408	0.18221
8.29165	1098.48246	10.78222	65.74349	8.46164	15.71819	5.71307	53.17995	1.00000	36.46917	6.19852	9.41893	5.99288	9.48605	55.06784	6.74465	8.23346	1.04850
7.63910	1133.06584	-47.53028	60.67358	7.27501	14.77486	7.00167	29.35747	0.00000	-22.45667	5.78544	5.66551	7.94816	5.45325	22.39880	5.62935	9.90164	0.14796
7.45725	1118.38815	136.13108	66.41167	5.65380	13.22587	8.04694	55.71096	0.00000	34.75856	8.91944	9.07142	6.95825	5.20359	46.77942	8.15759	3.67004	0.81187
5.88824	1174.92346	43.83992	65.65329	6.40600	12.56586	8.30020	40.33178	0.00000	55.39485	8.27236	5.20653	8.50425	3.33869	81.20701	9.52363	7.48842	0.07737
8.83381	1118.76280	-81.38758	65.97118	10.26687	4.54536	7.77427	32.29358	0.00000	30.17746	6.88467	7.97749	8.92616	5.78204	32.09263	8.75011	7.01656	0.40088
7.07339	1073.94363	-111.89903	32.91777	9.25242	11.15749	6.73437	61.06603	0.00000	33.50921	4.64528	6.83541	6.20161	6.94516	62.32561	9.50365	7.52808	0.15259
8.37701	1138.10684	-65.61427	52.16580	8.27480	14.70511	6.84216	41.73172	1.00000	-27.4338	6.55092	8.85087	8.74809	8.80330	63.28222	7.45255	6.08655	0.74179
6.65174	1133.00814	9.00472	53.88455	11.17951	22.72514	5.27832	23.85653	0.00000	4.2475	9.26124	9.22200	6.12597	8.88285	37.46019	10.95652	8.75228	0.96965
5.87907	1174.54548	37.3825	39.75293	5.96304	12.30868	6.34221	34.88646	1.00000	37.05944	7.75120	5.98925	6.56182	5.42402	73.37417	5.64071	9.60852	0.13480
6.88375	1140.34334	51.3452	58.66667	8.93901	-8.40763	7.73245	50.45205	1.00000	53.37596	6.92312	8.72681	7.39731	7.72747	33.83686	10.92015	7.18130	0.56500
6.12653	1166.17310	73.66633	48.40343	9.13694	12.63398	9.13151	33.95368	1.00000	25.92493	5.36398	7.91347	6.38156	9.87572	72.16851	9.16818	4.98025	0.38383
8.66797	1054.85826	-97.90308	54.30951	3.94120	29.39315	8.03943	46.94136	1.00000	31.12406	5.62191	4.51580	8.60877	7.51183	53.00918	5.88255	5.20931	0.11801
5.97983	1119.67788	-86.57415	18.21404	8.79799	28.73130	8.52216	33.62118	1.00000	15.48131	6.55444	8.69101	6.06721	7.65439	40.38480	9.89981	6.74049	0.62925
7.15119	1135.48105	-82.45426	47.95142	7.26766	10.89326	7.95193	39.95032	0.00000	27.09978	8.75183	6.23285	7.54886	4.03891	46.53500	8.38102	6.23189	0.08307
8.51332	1136.83495	-1.4001	60.65136	10.29860	30.50514	7.99979	38.67999	1.00000	7.06273	8.54257	10.66736	8.40927	8.60859	48.94537	4.77184	5.94976	3.52713
8.59202	1197.20046	-2.98884	57.11777	10.20342	4.88619	6.00307	50.96676	1.00000	43.32686	5.86347	6.93699	8.68783	11.21201	65.76738	9.63674	5.32738	0.17701
7.31935	1093.11278	30.96755	48.05354	10.33811	-7.85864	5.79144	38.21203	1.00000	49.07866	8.03654	9.87083	8.40031	7.51188	53.58983	8.66984	6.55268	1.63285
7.67359	1063.23949	-77.55777	43.80907	8.58806	13.40209	10.11017	57.79285	0.00000	37.52487	9.09217	8.51708	6.86434	8.74202	61.77642	9.13024	2.91964	0.49033
8.44411	1126.69872	8.63333	31.74336	10.00545	41.46895	7.04733	36.46378	0.00000	52.2	7.46142	7.23322	6.90175	6.34199	47.78958	8.05411	4.63580	0.22855
7.23274	1088.76943	43.83992	44.90839	5.44153	19.28011	8.11523	39.35445	1.00000	55.39485	6.59153	5.35314	7.64572	6.56474	61.58075	5.53760	7.88743	0.14056
7.18763	1064.71187	-74.15987	36.51775	8.24916	29.30943	7.31284	55.03969	1.00000	40.82232	4.01753	6.51569	7.31446	6.11529	57.45020	6.64304	10.06841	0.19048
7.64510	1079.34521	-83.55521	29.63135	7.08684	32.79193	7.19436	39.16745	1.00000	41.66394	3.01262	4.07657	5.67420	6.75184	60.92443	5.74924	7.41201	0.11710
8.15373	1088.92881	-88.27205	52.21483	8.34394	13.24471	7.00290	43.33355	0.00000	44.27804	7.04762	6.86384	8.97554	4.21769	73.40123	5.09726	12.86626	0.20485
8.83862	1146.93501	-84.23381	30.43686	12.00414	26.91247	8.78034	42.19432	0.00000	33.54428	9.56936	8.87559	6.35924	6.32610	37.57003	7.99369	8.15492	0.69167
9.83964	1179.77705	4.18333	47.79364	8.09220	3.58743	6.51118	43.19615	0.00000	7.6	7.80268	11.92804	8.60932	6.68208	36.02471	7.60037	4.14531	12.07607
7.45470	1056.46668	113.69785	44.78523	11.30856	-3.30843	7.51255	66.39899	1.00000	-7.73379	6.17831	9.24585	8.19946	8.86539	58.63726	10.21635	6.39912	1.00518
9.02199	1170.82556	-35.03333	49.99533	5.75307	40.91538	7.76501	45.13315	1.00000	-8.28333	8.91333	7.33957	9.01379	5.46529	45.95767	5.81203	10.70366	0.20289
6.68693	1167.67811	68.49143	45.88795	7.30484	6.27731	8.21359	69.49385	0.00000	25.80565	6.40513	9.83502	7.89402	7.34174	39.34215	11.69588	7.60855	1.58414
5.63521	1101.73094	6.26764	55.93550	10.16412	12.06868	7.77208	30.09203	1.00000	4.92675	5.32500	6.48139	9.72281	11.26421	47.84899	10.88410	4.09477	0.13182
8.08911	1068.69859	-51.50361	75.99218	10.67873	7.03058	6.60400	32.38471	0.00000	-29.2975	4.64093	4.64440	5.82640	6.96334	50.28597	7.89714	7.84284	0.12887
6.35339	1061.98717	8.64409	61.50438	8.85952	15.60937	8.26589	51.38942	0.00000	48.07667	5.36497	4.83643	7.48152	6.03114	20.64576	8.08232	4.80752	0.10026
6.87413	1113.25227	99.89166	47.16096	8.28345	18.69002	8.16880	41.38532	1.00000	15.46063	5.05227	7.07433	7.40040	10.58034	39.63590	9.36385	4.27088	0.17972
7.80495	1114.48310	-72.27814	51.45952	8.55286	35.56821	7.67600	61.66986	0.00000	42.93369	7.87479	5.42852	7.83481	5.51671	52.84030	7.80864	6.39111	0.16319
6.59544	1140.63177	68.88871	64.20518	7.46954	16.46464	8.47247	40.37371	0.00000	25.95533	7.15346	8.41972	9.47606	6.05366	60.67307	9.58317	9.13315	0.45972
6.77332	1085.88079	-51.87389	46.91674	10.85712	23.72033	7.50769	55.55134	1.00000	-23.44361	6.41240	10.00033	6.01459	8.43741	48.31924	9.06995	6.19389	1.80449
7.35610	1190.64945	-9.24671	37.77866	10.00198	13.95297	7.75550	33.99151	0.00000	38.72706	8.54028	9.34631	7.15082	8.09485	59.59790	9.47551	6.12022	1.00560
7.89890	1187.46898	2.18247	64.12366	6.45096	21.85103	8.11182	55.35243	1.00000	41.41204	5.60282	4.93782	8.70660	5.80107	32.77257	5.73724	9.35737	0.07824
7.01052	1119.96501	46.5813	42.26585	6.76472	46.25446	7.81260	44.16869	1.00000	54.8421	4.96604	10.98289	6.87486	6.69015	45.58741	10.02036	6.66337	4.79752
9.23051	1104.43804	145.13643	46.57726	7.15346	13.90886	7.94699	27.97671	1.00000	-38.16604	5.84704	5.75725	9.29503	6.17956	49.64937	4.37765	9.97483	0.10100
5.58957	1073.76199	-82.90375	49.20085	10.65059	9.57332	7.12721	34.94139	1.00000	32.54044	5.39450	7.32927	7.09976	10.16384	52.08805	12.58576	4.07712	0.20817
6.85189	1199.47975	-104.83192	42.44759	4.92894	14.54095	7.48024	41.36600	1.00000	39.72943	5.72723	5.11599	7.70246	6.82185		6.53218	7.15725	0.16660
7.48370	1112.35007	31.4976	49.46361	5.76416	28.50303	7.92635	42.95342	0.00000	26.67319	8.30682	8.45094	7.94812	3.58053	37.72668	8.83488	6.54575	0.46375
7.41063	1137.72958	-13.2356	47.44465	10.94451	4.27242	5.73090	37.95488	0.00000	8.48714	6.00197	3.88047	6.59044	8.24760	51.81895	7.90653	4.82993	0.17798
7.72274	1177.62081	-122.39168	28.16607	5.78367	20.13415	8.81779	61.84009	1.00000	40.58654	4.90549	2.47655	10.77436	5.40795	36.13172	5.50529	7.74911	0.14759
8.31360	1073.14985	9.72749	36.71376	5.60190	18.81127	6.63207	50.97334	0.00000	48.28259	11.14115	8.51284	7.22397	5.49238	74.08363	8.70950	4.65553	0.45670
8.82413	1136.87253	34.37389	57.44975	8.93903	19.32191	7.28558	46.54132	0.00000	40.1675	5.87483	7.71844	8.66320	7.86485	40.18174	8.49132	5.84488	0.29309
8.57242	1157.68308	73.06784	44.26423	11.59784	20.10167	8.35996	30.63307	1.00000	25.13915	9.69169	7.37847	7.69065	7.05103	39.53162	8.00990	5.94343	0.20176
6.80294	1180.05941	6.26764	50.23994	9.81652	6.64402	6.87375	64.92104	1.00000	4.92675	6.81304	6.55636	7.48323	11.43511	38.36111	7.31691	6.20413	0.13853
6.99826	1152.60089	-79.2663	63.23725	6.34056	4.89664	7.48044	50.19158	0.00000	43.86682	6.76254	4.73148	7.83677	1.51997	19.46563	8.58500	6.33705	0.09809
6.26218	1110.34502	122.22833	57.85727	7.66253	12.76031	8.36507	25.95508	1.00000	40.66482	3.04093	4.63862	8.61939	7.07634	60.35761	4.75395	8.31055	0.09089
7.23003	1197.77789	118.53333	44.15631	6.77914	12.75408	8.59459	29.23772	1.00000	27.92333	3.00152	8.24440	7.67132	9.67940	46.99435	12.74031	6.51037	0.39415
5.22581	1064.57754	27.06365	23.10743	8.56144	6.83082	7.96281	46.16820	0.00000	50.18545	6.23953	5.76150	7.25344	3.66983	41.50150	8.20857	7.04818	0.17441
7.04427	1086.24387	16.4	44.48038	9.25909	14.14587	6.98511	31.08983	0.00000	48.25	5.14782	9.43491	6.54055	6.63386	52.51100	10.29446	8.03161	1.09591
7.88221	1171.33103	-0.91979	59.54319	8.68225	22.81197	8.28904	35.94968	1.00000	51.42708	4.52745	8.21427	7.23566	10.02016	48.43682	12.38212	6.13542	0.38158
9.43933	1187.83610	72.68533	35.31386	6.07412	12.16359	7.14711	45.74063	1.00000	22.75218	4.74883	8.14903	6.40232	7.57551	41.55497	9.06262	8.65139	0.43457
8.41041	1143.62016	72.93924	40.58263	7.40061	-12.59818	7.77307	47.86130	1.00000	18.87813	4.44481	7.54718	8.03581	7.04921	38.72360	7.13892	7.99873	0.22811
8.21350	1170.64441	-3.05	48.18546	9.75932	13.81662	7.03900	36.48132	1.00000	53.81667	7.81940	6.73704	6.05231	10.31170	37.10282	7.63799	6.35574	0.11299
9.30689	1130.17371	-2.16	47.14658	7.61014	6.57799	9.19772	25.24945	0.00000	34.31	5.25663	4.53904	8.50905	4.42379	33.79917	6.48403	3.59895	0.11370
7.47404	1107.83064	-8.33147	48.10933	6.98195	8.22792	7.98446	31.20942	1.00000	41.20485	5.28608	7.51104	6.31122	9.51762	46.75720	10.02660	6.99922	0.24519
6.87219	1192.95520	-82.00919	48.45303	8.71341	8.43569	7.67813	56.38387	1.00000	23.04419	8.22348	7.35114	9.34562	9.38925	48.29555	6.91889	6.60808	0.20337
7.18928	1153.94863	8.88104	51.06516	10.13779	7.88429	8.00561	46.53641	0.00000	45.79377	4.92493	5.43183	5.68431	6.73745	55.35489	8.90425	6.76248	0.17251
6.84413	1137.76974	-61.4867	34.85600	7.58105	13.29053	7.72593	46.67599	0.00000	-31.25033	6.63537	9.02069	7.11192	7.02263	63.79235	10.44438	5.32001	0.77236
6.66238	1177.52594	-91.58045	56.31105	9.20545	15.01664	7.76475	34.84355	0.00000	41.6764	5.37917	5.49101	8.49336	7.62071	53.60770	8.69522	3.62401	0.14211
6.44518	1128.30050	1.26738	58.43724	7.91792	19.12726	7.89739	33.00374	0.00000	51.84819	5.80683	7.64835	8.00410	5.09839	54.67069	11.74506	8.25982	0.28597
8.13600	1054.79669	48.41667	47.10867	8.77721	11.37644	6.48634	46.54323	1.00000	-17.83333	6.85143	9.22848	8.66256	8.39184	40.30254	8.80928	6.10000	0.97433
7.00350	1065.56769	-1.99421	31.82325	7.04050	22.72610	7.33017	51.46993	1.00000	51.35084	4.56529	9.00228	8.25891	8.23425	64.90743	10.14430	6.25841	0.76375
5.40757	1148.54475	113.13148	38.21278	11.98596	8.03405	6.24794	39.26569	0.00000	23.02677	8.81135	9.29608	6.44681	5.98560	57.73937	6.48741	6.09603	0.97242
7.58581	1056.27000	84.13864	47.07262	7.02520	18.96907	7.53486	62.91005	0.00000	22.88783	9.12714	8.69281	6.99449	5.65145	58.68157	10.43967	7.91055	0.56721
7.57695	1184.35259	-8.2194	57.11350	6.48725	38.78538	7.26926	26.75578	1.00000	43.48961	6.01949	6.41508	5.64362	10.08276	50.70803	8.46500	6.50264	0.19296
8.47189	1107.24134	-73.86586	48.11868	5.33026	12.21274	9.28401	21.43728	1.00000	45.43341	7.42765	7.32576	7.13933	6.90824	17.38764	6.24792	8.63678	0.20836
7.73524	1195.03769	-86.57415	53.66581	6.73951	4.33294	8.47842	34.48460	0.00000	15.48131	5.77277	6.36984	7.78809	6.04865	32.20032	8.59428	4.02712	0.18875
7.91935	1092.79251	2.18247	53.05797	4.98871	14.23101	7.17572	67.91846	1.00000	41.41204	8.36833	3.00867	5.62293	3.44440	27.65831	6.05731	10.29672	0.15639
6.97257	1198.09908	-86.19903	70.34388	9.82785	13.91972	8.34985	33.62398	0.00000	11.84962	6.43070	6.34717	6.22479	7.94562	59.00628	9.72777	6.92079	0.12080
6.65753	1108.31931	78.23456	47.00707	7.95151	14.12923	8.72924	51.15596	0.00000	28.92694	4.61994	10.83908	8.85608	6.92156	58.71255	9.06758	4.47187	4.19730
6.40242	1068.83264	-5.22126	50.10561	6.62613	6.63803	7.69956	51.64576	1.00000	33.43443	5.20464	4.75422	8.61400	6.37142	43.28156	4.62016	8.71447	0.20095
5.54596	1182.91638	15.00835	32.22039	8.65335	2.77822	8.04192	48.74825	0.00000	51.14942	7.27849	2.40220	7.26972	3.50268	41.11301	6.50388	5.58067	0.09084
7.81962	1173.36901	10.7	68.82662	9.16587	14.22172	5.48057	64.12488	0.00000	4.96667	7.83684	7.23079	7.09427	6.45954	45.45740	8.40594	4.23508	0.23785
5.99233	1109.14058	29.26639	63.28731	4.93973	8.96049	6.86242	51.84495	1.00000	37.58105	7.09267	3.71310	6.34978	5.30789	46.71465	5.07461	8.75767	0.14376
6.93700	1172.11441	-95.36969	53.37163	9.33198	3.15146	9.69140	44.90157	1.00000	35.74788	7.44141	8.97732	6.86489	8.61965	41.40192	7.25205	5.29038	0.77868
8.30641	1083.49267	-1.99421	50.11177	7.15034	28.21925	7.02985	44.54761	0.00000	51.35084	8.69542	9.71362	6.75320	5.56331	52.87742	8.00188	4.49526	1.40294
7.30499	1077.32659	-1.32471	33.79546	7.82010	22.92770	8.63478	34.93408	1.00000	51.40148	6.98153	8.04932	7.00201	8.29759	65.28578	7.66533	6.34532	0.32699
8.19159	1111.80397	17.4674	66.57450	7.86894	0.00496	7.44573	34.53738	0.00000	50.86079	10.98749	6.01714	7.83066	2.88150	50.19429	7.45575	6.89961	0.17130
6.94833	1099.71855	29.47306	53.84824	6.90999	2.94106	6.94543	39.38244	1.00000	0.49113	7.15212	6.11329	7.11845	4.95575	56.52951	5.55046	10.14119	0.14662
8.40534	1168.44781	-8.53778	48.91720	5.68567	17.52245	5.83749	36.65350	0.00000	7.57944	7.01403	11.78749	6.77925	6.96975	47.26865	10.98669	6.72085	10.51756
8.30693	1055.29918	12.38878	42.77826	7.16233	14.31344	9.85925	23.27998	1.00000	43.1122	4.66650	7.47107	8.92898	8.11709	59.92547	5.51045	7.34931	0.23793
6.93184	1103.93704	-6.00137	48.90898	9.86326	21.46367	9.17858	41.55087	1.00000	33.42585	6.56069	11.25394	6.58235	6.72495	52.99889	8.27633	5.46683	6.24308
	1079.91647	34.37389	48.74372	6.31770	12.27713	7.32217	53.41414	0.00000	40.1675	6.65951	7.38982	8.30693	6.26151	37.43362	10.88732	5.46911	0.28923
6.15837	1178.27299	30.4347	49.90691	9.01693	16.59991	7.62503	34.83268	0.00000	-1.9487	6.19527	4.70795	7.38602	4.25433	47.76056	7.41544	7.64742	0.11367
6.35138	1102.96371	34.8732	63.31685	7.63814	18.83799	7.51962	63.86324	1.00000	32.05971	3.63738	7.04785	7.10917	7.41405	59.62168	7.14867	8.73614	0.15628
9.24171	1176.94243	73.85535	35.88918	6.93965	29.13765	5.13278	52.26696	0.00000	18.51957	7.92595	10.10145	6.58746	4.42660	34.29209	8.39407	6.48109	1.97987
6.87259	1056.74947	12.38878	64.44255	5.27293	8.75692	7.98107	36.93099	1.00000	43.1122	7.36507	9.86090	8.83032	7.70007	49.73751	8.03682	8.17161	1.60732
6.61243	1132.55729	139.55722	66.29862	6.32574	19.01415	6.54736	49.32287	1.00000	36	5.03960	6.06586	6.85501	6.90075	45.19003	5.70722	7.82057	0.22438
8.02683	1175.72408	86.79271	28.94342	7.42526	8.19852	8.15663	62.36167	1.00000	25.92127	5.55734	6.12074	8.45799	6.05416	35.39617	5.19603	9.57309	0.14311
9.03936	1184.70721	88.58	77.26930	9.59826	25.87137	6.48254	42.22491	0.00000	23.18	7.43973	8.08655	6.31693	5.96241	46.72054	9.54902	8.25628	0.41710
8.19686	1144.16392	-104.83192	48.95007	6.73501	33.29463	7.27294	53.72218	1.00000	39.72943	4.23165	2.19873	5.56888	4.82461	51.77456	6.11445	8.03552	0.11243
5.93840	1157.92968	-40.7475	35.17463	8.02106	26.01306	7.65741	36.05929	1.00000	-4.16694	7.75211	7.53574	7.68855	9.82711	55.49580	4.67839	6.20371	0.33898
5.95663	1118.99925	-94.41551	24.09642	9.89762	7.64922	7.07692	61.35368	1.00000	39.09112	7.03404	11.32873	7.06083	7.80967	45.21091	6.77074	4.69038	6.74424
7.35981	1059.86688	13.57661	63.68058	8.57797	3.54911	9.98640	48.64706	1.00000	37.31065	6.96827	9.93453	6.42785	7.46497	50.60533	8.18450	6.84913	1.78890
8.04314	1100.80350	-39.25	50.35455	9.45290	24.79218	7.54978	36.45076	1.00000	-12.91667	5.74061	7.76251	7.15152	9.97552	30.68877	9.20010	5.39405	0.27305
8.52066	1191.35269	-86.57415	46.70269	4.76259	21.03597	5.45328	49.43643	1.00000	15.48131	10.03473	1.45722	7.42375	2.61653	37.78168	3.52225	10.91250	0.13433
7.83988	1139.93950	-2.98884	43.58582	7.35178	11.89902	6.23493	31.08261	0.00000	43.32686	8.16859	4.95765	8.08278	2.86934	54.83994	9.37324	6.22059	0.06916
6.81609	1199.78773	121.12251	44.39469	11.46543	36.36883	8.43141	24.79440	0.00000	14.62578	10.58963	7.28980	8.43196	8.53489	51.68260	9.06420	5.74586	0.25848
7.74190	1168.09747	3.47717	32.70235	9.95210	-3.68246	7.33927	77.29067	0.00000	36.76639	6.40203	6.51895	6.61131	6.58513	40.70652	8.27899	7.64655	0.15519
6.94360	1145.27437	83.62389	39.71174	10.32401	10.75116	8.63219	59.70625	0.00000	53.30972	6.45746	6.66839	7.67206	9.39364	41.98392	8.22120	7.56939	0.18773
8.49037	1099.96323	73.38333	48.98268	10.44853	17.69623	6.57161	40.80115	1.00000	31.71667	4.73780	7.53628	6.83903	11.01910	37.87328	10.98643	5.07350	0.32141
7.72814	1178.06595	13.29371	51.30781	5.19095	19.63602	7.89198	54.98798	1.00000	52.53048	7.69140	5.76479	7.51673	5.87806	61.49751	6.06460	9.00869	0.18300
7.48141	1091.08270	-111.99633	57.50317	9.86123	1.10292	6.96783	29.22250	0.00000	40.65995	6.70355	6.53937	6.13009	7.23264	33.35890	7.29509	6.82856	0.21186
6.37925	1148.18487	-80.22588	58.84121	5.51672	10.19565	8.04250	56.04905	1.00000	26.2173	5.73280	4.25078	6.15776	5.60304	77.77842	6.72804	8.37134	0.09732
8.81958	1168.73388	8.96317	73.39072	4.98054	-3.13984	7.09155	34.61053	1.00000	48.35149	6.22358	3.42860	9.16306	4.98479	57.23400	6.55985	7.66008	0.14412
8.03545	1198.95440	24.14662	42.78473	11.39823	16.41705	7.17151	44.79012	1.00000	65.84811	7.63727	9.81062	8.72821	7.21930	50.14203	7.76704	5.71381	1.51649
8.05625	1071.75194	9.20427	49.91971	5.09093	27.17254	7.24564	79.03961	1.00000	48.49144	7.14915	4.57393	8.58259	5.96829	60.69596	4.87155	9.09208	0.07338
6.17291	1166.21004	137.4	79.51250	11.35887	16.88525	7.17893	40.83996	1.00000	34.81667	8.56109	8.86492	7.59861	8.24459	51.45911	7.37416	4.35724	0.68017
8.25583	1102.54959	9.85	15.74086	6.62794	18.23946	7.71316	48.32065	0.00000	53.63333	8.57333	8.36826	7.26073	4.38293	30.48687	8.08594	4.98188	0.50273
8.37198	1158.45208	-1.08593	45.63121	4.04084	33.00540	8.68384	47.76021	1.00000	50.79205	7.21302	8.53417	6.87828	8.58379	40.54188	7.19168	6.45492	0.51971
8.67355	1072.21345	-1.4001	54.70954	13.09596	11.79097	7.44893	40.70330	0.00000	7.06273	7.72326	5.42953	9.08592	7.52287	61.40093	8.65445	6.19277	0.15902
6.01570	1173.82803	-4.10734	51.79951	9.47622	4.41852	6.13182	51.46510	0.00000	38.68712	7.21221	8.03520	8.16217	9.47589	43.71637	8.69718	7.51888	0.41564
8.66551	1173.27829	81.54855	53.76948	6.10092	31.78045	6.34449	12.71613	1.00000	26.2649	5.01943	7.89729	8.33953	7.33131	26.14700	7.94464	7.79314	0.37220
6.34970	1118.90107	117.59152	38.82809	8.86343	9.66339	8.01298	26.55899	0.00000	3.31332	7.47635	12.54939	7.26533	7.36096	41.03741	8.64127	5.86419	22.44893
8.00247	1191.69623	-121.74052	55.72459	6.27394	7.51450	8.04365	48.27743	1.00000	38.54491	5.70758	6.07907	8.20421	8.81069	37.87031	10.87960	7.48030	0.18826
7.51869	1071.69506	-65.71875	48.48461	9.51209	3.14741	7.40764	57.58098	0.00000	-21.44345	10.29882	10.70922	7.03081	6.47091	36.17727	8.78382	8.09014	3.64786
6.21479	1079.40368	-77.02303	61.35325	8.42088	15.93010	6.34270	36.60230	0.00000	38.70734	7.63498	7.16611	6.99972	4.00095	27.83676	10.11244	7.54890	0.21000
9.48343	1121.34307	83.62389	49.51476	6.22164	13.63817	7.38002	43.39900	1.00000	53.30972	4.41575	9.33024	8.30696	7.41061	53.99575	11.42685	8.46570	1.03625
7.51096	1158.88424	-84.13722	44.76466	12.64411	8.90569	8.65075	35.52855	0.00000	9.92787	4.53133	7.39710	7.69792	10.13068	58.64300	8.21183	7.12501	0.23504
8.30264	1137.15959	113.82465	48.46070	9.21247	22.78423	8.07583	60.21458	1.00000	23.29549	5.81766	5.75291	7.41667	10.85799	48.54827	11.05873	6.37913	0.14436
7.75618	1059.12405	12.38878	65.70289	7.05848	20.51410	6.56023	16.80637	1.00000	43.1122	7.97114	6.01856	7.16558	10.12590	63.97730	7.39048	7.12423	0.14311
7.30215	1083.66032	83.62389	27.98007	9.68243	20.73235	6.56139	58.56348	1.00000	53.30972	5.17018	7.92297	8.51285	10.78893	49.91000	10.19200		0.33803
7.99379	1075.05373	120.14278	41.14204	8.27724	18.10336	8.87087	26.07284	0.00000	32.50611	5.78049	3.17871	6.59653	5.03188	69.93327	8.32957	4.11450	0.15823
8.82915	1164.78488	2.59753	73.21774	7.21256	19.07737	7.21588	55.76440	1.00000	8.88649	3.46359	8.25080	6.81266	8.84428	61.49864	11.68558	5.80404	0.53025
8.07529	1177.33233	30.4347	50.69045	6.64227	39.83009	7.60416	51.75479	1.00000	-1.9487	5.95625	5.71978	5.96514	6.51689	56.50670	4.09137	8.27300	0.13820
5.31799	1068.94842	-43.80139	40.77948	11.24567	0.54543	6.57339	43.81575	0.00000	-20.25333	4.90960	8.55148	6.86691	8.43304	31.64715	10.49714	8.83164	0.58757
7.18077	1089.22202	-93.75018	29.21867	9.46131	19.97249	7.39730	26.98042	1.00000	32.52515	7.44514	7.10839	7.16256	9.39638	77.52036	7.18580	5.92549	0.20441
8.01809	1065.21888	123.89071	30.76031	9.67125	14.58061	9.12202	67.64045	1.00000	10.31672	7.01633	10.52898	9.07641	7.48436	40.93050	7.01284	6.03604	3.08761
8.47770	1146.92454	-73.86586	55.47007	7.45729	14.50484	9.09109	45.68150	1.00000	45.43341	5.87790	8.98572	7.26692	8.50021	38.19300	10.09801	7.94632	0.64898
8.80854	1054.10805	-60.47389	64.09521	9.04849	35.49196	7.06327	31.28708	1.00000	-34.64167	6.85528	7.03652	8.72083	9.78243	23.49096	8.03878	5.56503	0.19270
6.83185	1131.67848	105.89333	44.53556	7.70281	12.98725	7.87339	22.90416	1.00000	34.56861	6.71031	6.22238	8.77735	5.32536	47.28490	4.03830	11.42658	0.14207
8.48050	1179.54456	-73.86586	67.83965	8.20133	4.03479	7.71603	40.08723	1.00000	45.43341	6.28338	8.19246	6.29446	9.81924	48.65543	7.29395	5.54088	0.43635
8.52186	1176.88241	-86.57415	20.27935	6.33545	14.97899	6.50832	33.83732	1.00000	15.48131	5.79778	5.92988	5.53220	5.56672	52.20403	6.81981	8.07511	0.22041
6.92313	1156.89017	32.6178	52.82880	9.03911	21.58531	6.66811	53.35895	1.00000	46.65581	5.24270	7.72702	8.07107	10.53462	76.40417	8.81732	5.89436	0.28728
4.01529	1074.19988	5.74861	21.77357	10.88960	23.19067	6.79476	36.79389	0.00000	52.71083	4.51110	6.67232	7.20353	10.00689	56.27625	8.46758	7.33514	0.14859
9.04469	1171.54846	78.25795	55.95461	6.19790	10.43262	8.23509	55.54855	0.00000	9.82564	10.23676	9.70543	7.49716	2.75240	31.36300	7.43894	7.28314	1.33475
