CH4	PRES	warning	PM2.5	SO2	latitude	C2H3NO5	CO	NH3	TEMP	longitude	NOx	PAHs	H2CO	Pb	O3	PM10	CFCs
6.42398	1078.80192	1.00000	9.33211	6.63042	26.76628	0.15118	7.41118	8.13313	-0.27601	83.36889	9.43101	8.61203	42.72744	65.82661	8.11922	6.92085	59.80794
7.61662	1110.75696	1.00000	10.07705	10.32291	51.21667	2.98238	8.16706	8.85873	21.45788	6.26667	9.29181	9.44578	62.76207	49.80419	8.01263	11.29869	11.14591
5.57889	1083.82421	0.00000	7.69837	7.95294	2.2139	0.08509	8.03770	6.44434	14.81475	102.3278	7.51624	7.20342	45.18970	48.03740	10.96080	4.17717	44.58508
7.28299	1164.65657	1.00000	9.41594	9.01543	44.92934	0.24575	7.27697	9.43079	11.99030	37.99117	6.77095	7.08962	57.22014	58.07496	7.00613	8.49734	47.78265
6.25118	1077.46557	1.00000	8.82391	6.30539	18.57677	0.07081	9.46631	8.37644	22.04265	-72.22625	7.36284	9.96440	19.10677	51.31980	9.67709	6.32728	53.07877
9.40223	1088.26789	0.00000	11.12829	9.25202	22.49396	0.22086	8.85162	7.26735	0.35756	-105.36369	7.36565	5.93723	80.89956	44.78178	6.99445	8.43748	18.87909
13.80053	1095.17137	0.00000	8.79672	10.59312	10.63504	1.11380	6.90455	6.89481	14.96052	-85.43772	7.57674	5.52400	40.40333	44.98943	7.39462	10.30666	40.98666
7.87721	1108.94283	1.00000	11.40502	8.31353	33.86419	2.04326	9.37279	6.68335	15.89143	48.26258	6.70574	8.00981	31.68130	49.31772	8.44234	10.89526	49.81861
7.38781	1102.70218	1.00000	8.97564	7.27268	25.13915	0.08097	9.82757	6.70544	18.69200	73.06784	8.99899	8.27186	55.72014	54.08118	8.39291	6.92575	33.05078
7.33701	1199.35767	1.00000	7.95940	7.63863	39.08367	0.09096	7.61028	8.13596	6.06878	-84.50855	9.41080	8.74484	55.31969	47.55517	7.13116	7.19618	44.38529
5.87517	1140.42090	1.00000	6.63388	7.56529	53.53395	0.12468	8.02273	6.12553	-10.37183	33.72798	7.76520	11.41502	56.08213	69.63153	9.37286	6.70240	44.81850
8.63382	1199.63998	0.00000	6.01041	11.54571	5.6561	0.68623	8.13463	5.27563	26.03297	-75.87877	7.00134	7.61524	53.37599	26.31342	6.03007	9.71062	56.48682
8.28168	1088.37568	0.00000	13.50027	9.39973	36.19278	0.10306	6.44203	8.13156	10.92993	117.65694	9.06140	5.40470	45.88211	41.02973	8.31346	6.64480	39.32988
9.15122	1186.48318	0.00000	8.85496	8.73877	51.65	0.47116	7.49901	9.00354	5.64363	-0.2	7.06321	6.84605	43.37382	53.20247	6.61879	9.30926	41.57724
6.26985	1152.26996	1.00000	9.64082	9.49909	46.75451	0.64753	9.76475	7.30495	13.74853	33.34864	7.02311	8.71957	77.30545	57.08508	7.14284	9.73539	61.70307
9.36188	1125.38663	0.00000	9.40545	9.28477	41.15376	0.08794	7.27888	6.77764	12.23987	-87.88754	7.80706	7.22083	80.70472	70.72606	8.86136	6.62267	29.39950
7.49021	1053.73124	0.00000	8.98481	7.98948	41.80753	0.09187	7.81438	7.85579	-6.89263	-87.65644	7.46247	4.68233	45.79356	67.73422	10.34858	5.71870	47.35250
8.16096	1094.35131	0.00000	10.58104	8.35699	43.4125	0.12697	7.02066	9.07263	30.37394	23.225	7.81334	5.25467	39.24880	47.68006	6.77926	7.70431	42.66244
7.47950	1182.75046	0.00000	7.20635	7.07608	44.35056	0.05138	7.52777	8.38978	1.27176	142.45778	9.69103	5.56230	56.09394	29.02046	9.13420	4.62144	53.22361
6.05290	1153.49116	1.00000	6.77534	10.09865	-12.91667	0.31144	7.19402	6.62704	19.87699	-39.25	8.81085	8.20831	57.78643	58.46561	6.57190	8.93802	39.47052
7.42922	1155.67435	1.00000	9.26295	10.14320	45.43341	1.20775	7.47259	7.60733	2.37910	-73.86586	6.81135	13.05136	47.88640	51.95173	6.38539	10.37078	44.58092
8.32628	1174.72944	1.00000	7.59485	8.64502	23.49668	0.08084	8.89901	7.73017	17.85712	86.68363	7.66282	9.66991	47.79535	53.07358	8.57538	6.74577	50.34644
8.09398	1157.39223	0.00000	7.95875	9.55644	12.95629	0.07741	6.68884	6.43361	7.73024	78.27539	5.91225	6.46770	70.42156	45.15254	10.01519	5.51502	43.50799
5.49852	1133.35461	1.00000	8.55471	4.66058	34.95303	0.06307	7.58793	6.22694	4.59456	-120.43572	6.65077	6.64922	46.60227	51.17891	8.67796	5.27216	34.81813
6.87934	1199.45843	1.00000	10.91067	9.12154	50.75	0.69884	6.29006	8.09470	2.32373	2.25	8.22542	8.43234	65.03689	92.54770	7.67863	9.84250	35.73919
7.78319	1081.58625	1.00000	6.13578	7.15383	19.30157	0.04873	7.48123	8.77345	32.16894	72.85107	7.71328	9.28118	29.67021	32.02717	10.00757	4.78792	59.61964
9.79362	1141.42249	0.00000	6.19969	9.79571	6.15038	1.82540	7.82893	7.81955	10.26116	6.83042	6.43268	7.99050	50.23365	35.05442	5.85093	10.80217	50.33102
7.25536	1080.55581	1.00000	10.80308	8.80497	12.18441	0.35209	9.18673	8.34240	4.76496	18.69303	9.27905	6.14848	58.15776	72.08326	7.29034	9.02847	36.35870
7.39669	1174.17015	0.00000	11.55571	9.16616	4.88441	0.26821	8.45481	6.84388	7.38509	101.96857	6.15974	8.13888	57.03192	50.55125	8.31580	8.77951	33.95148
9.01698	1196.91348	0.00000	10.31983	7.73138	41.72063	0.14166	6.41106	6.58030	39.36171	12.6723	7.56926	4.88731	45.62647	41.31382	6.05371	7.85221	30.69104
10.56383	1082.05025	0.00000	9.25672	8.07196	40.93333	0.29109	7.69822	9.11910	8.68422	73	9.42211	3.60811	65.38505	70.22941	4.70745	8.63311	37.39060
9.32762	1085.03167	1.00000	11.11332	10.42109	40.65538	0.70717	7.74435	7.01114	18.79141	-74.38987	7.59242	7.87371	32.13772	41.91394	8.79016	9.80712	48.22054
6.91423	1139.80777	1.00000	7.23690	6.00396	6.03333	0.06605	9.76552	9.06713	5.34253	37.55	8.78720	7.89592	64.43113	74.33808	9.10708	5.00056	50.52348
6.75864	1173.83739	1.00000	10.57950	5.96633	48.98693	0.10682	7.11659	9.10308	-1.47847	2.44892	6.48867	7.75856	64.38652	65.70237	8.85923	6.56296	44.19506
5.73784	1168.34488	1.00000	9.05902	5.00350	46.1351	0.04838	8.19701	8.23950	12.85121	-60.1831	7.61689	7.28881	55.72011	64.12237	8.62189	5.63932	41.94847
10.68423	1131.84446	0.00000	7.75709	9.73692	42.64685	0.18381	7.07885	6.42597	7.75668	-5.55835	8.85272	5.55853	46.44477	52.54720	9.44224	8.12622	38.98311
5.82198	1119.38371	0.00000	8.97944	8.20089	65.93381	0.47910	6.52672	7.71988	2.62122	111.4834	8.33196	8.51148	85.99279	75.22622	6.51602	9.30901	61.40713
6.96520	1151.40307	0.00000	9.06223	9.70734	14.0823	0.07701	8.18382	8.13504	27.09272	98.19151	7.48625	6.39030	50.37511	58.97677	10.97912	5.67712	35.86453
5.80218	1138.04904	1.00000	10.64089	5.35266	35.21222	0.06265	9.19576	6.79136	-0.15945	2.31889	7.90809	9.56052	48.69679	40.44704	10.99807	5.76893	45.51763
8.90952	1076.28465	0.00000	8.65203	7.67545	41.16704	0.08250	8.00751	9.15191	6.70301	-73.20483	7.53336	6.38665	49.52694	57.51806	8.45923	5.58347	27.46944
6.05492	1146.63676	1.00000	7.29752	7.71025	2.2139	0.23540	8.17434	6.86324	12.66196	102.3278	8.23067	9.49140	48.98740	63.68532	5.44405	8.56714	56.37318
3.90140	1101.91980	1.00000	7.01507	8.15228	33.3213	0.09761	6.97850	8.23654	31.60355	130.94098	6.89885	8.83670	55.18965	64.93580	3.39074	6.91828	52.41065
9.04749	1133.91487	0.00000	8.92584	8.27340	54.39304	0.09257	7.43439	5.76104	6.95638	53.26023	7.85714	5.20020	65.97935	57.78919	10.40147	7.10526	77.91764
9.90951	1126.37353	0.00000	7.28363	9.12094	10.22677	0.39980	7.97058	7.18067	6.45932	-67.33122	7.17078	4.86460	61.42391	56.64005	4.87641	9.12262	46.70698
11.26256	1184.05895	0.00000	7.43549	8.33100	49.13645	0.14767	9.34553	6.49594	10.34877	8.91229	8.58157	6.47794	68.59716	37.45298	9.67698	7.82731	43.87023
8.44169	1123.45024	0.00000	8.62528	9.04146	27.55898	0.09424	7.59957	8.97837	15.72582	68.21204	8.80453	5.49812	57.82474	38.46137	10.20243	6.70694	44.62942
6.49211	1056.32775	1.00000	8.84339	8.98296	40.42386	0.47151	8.02598	5.75044	-4.56028	-3.53261	7.70840	9.94165	75.57001	58.06779	6.44806	9.33664	52.16639
8.07636	1152.61201	0.00000	10.12124	10.24893	-3.74912	0.07680	7.00235	6.24219	12.50182	-73.25383	7.36756	6.87945	44.67271	62.05970	10.43735	6.31594	57.14223
8.56119	1121.06112	0.00000	7.97434	7.36775	31.12406	1.50484	4.33787	6.27905	16.40015	-97.90308	6.78386	7.55248	51.30515	55.45284	5.88707	10.61360	31.79758
6.42268	1111.18989	1.00000	10.01642	8.38635	50.20528	0.31251	7.49719	6.08708	24.90746	19.27498	9.25136	11.81810	48.83709	24.58469	8.28850	8.93476	37.51031
6.79869	1116.42276	1.00000	9.75236	5.90793	53.0233	0.09157	8.04998	7.21788	20.22957	-1.48119	9.39129	8.80718	58.84005	43.14231	11.35592	5.14775	29.13651
6.49629	1163.98631	1.00000	9.09980	4.73463	50.50301	0.06593	5.26568	7.10280	15.41725	13.63617	5.39120	8.39294	45.82243	55.15909	12.14291	3.37720	68.34559
5.56885	1194.81293	1.00000	10.03522	5.94643	17.34769	0.11922	7.41808	8.62867	11.65111	78.55757	8.02229	8.43650	43.18968	54.90131	8.50928	7.32336	48.20262
10.34237	1181.13652	0.00000	9.47753	10.66103	32.65246	0.17863	8.48269	7.85439	7.40651	51.67462	6.56018	7.96582	35.33125	59.74531	8.41802	7.79927	57.49226
9.82479	1166.07931	0.00000	8.78974	8.29953	39.32011	0.41805	9.58625	8.47552	-0.42227	-76.51552	8.31596	5.14273	48.94094	52.20655	5.40218	9.27462	76.40062
6.23065	1070.18763	1.00000	9.82264	5.84496	65.84811	0.10653	7.39170	7.45393	31.81817	24.14662	8.39470	7.87361	87.56857	46.32908	8.82909	6.28772	47.31787
11.34731	1149.55591	0.00000	4.79318	9.57154	45.69558	11.22453	7.90435	7.49167	21.89891	4.7934	9.11058	9.67718	56.84952	52.82831	5.72110	12.64118	51.95101
5.76402	1187.49860	1.00000	9.94143	5.22893	37.95143	0.06295	8.27366	7.92179	9.35328	-91.77127	6.56893	7.85093	64.44849	65.32083	9.59760	5.70228	67.02062
8.77093	1177.97145	0.00000	9.98634	8.77638	31.76212	0.05628	9.13611	8.14706	12.67049	-95.63079	6.12057	6.41540	42.99230	65.08790	9.38297	6.47854	30.53357
6.64000	1066.86054	1.00000	9.53693	6.63561	40.1675	0.06033	7.90312	7.68666	17.13684	34.37389	8.19494	8.22420	49.88013	72.17359	8.13597	7.01039	24.69362
5.58245	1180.32463	1.00000	11.95311	6.67326	-23.44361	0.17731	8.00219	7.45589	24.97292	-51.87389	8.20820	10.64590	51.02671	50.23846	8.97158	8.19555	51.62512
10.11637	1056.58147	0.00000	11.70446	12.52796	28.88162	0.19164	6.96265	7.54856	19.07185	120.03308	7.08733	7.36861	47.64824	71.05624	10.60851	8.20107	56.11870
9.08212	1177.62777	0.00000	7.28264	7.40712	41.91738	0.07984	8.67964	7.37824	8.38119	3.1631	9.26714	2.63861	62.21512	57.02274	8.86438	6.44263	73.25064
9.82200	1179.45085	0.00000	9.83885	8.82693	20.22816	0.85408	8.12613	8.42193	30.61100	-103.5687	7.89611	6.33342	44.58653	70.52336	6.13784	10.00710	54.32264
7.20421	1067.23799	1.00000	8.07657	8.11589	19.8173	0.08914	6.37925	7.06497	20.25279	-97.35992	9.37005	5.80189	59.69081	45.80350	6.33935	7.15266	31.08286
7.34100	1105.83202	1.00000	9.67709	7.66318	-21.44236	0.09885	7.17176	6.83962	26.40177	27.46153	7.01064	7.74561	64.85977	58.03068	5.56298	7.00165	48.39312
7.62577	1172.36166	1.00000	10.61590	7.30933	-19.65	0.08010	5.74664	6.78617	13.42564	47.31667	7.50442	8.49975	51.05508	69.15471	5.28028	6.22683	47.00364
9.73711	1195.72046	0.00000	9.37562	12.13399	-15.21194	0.24509	8.76602	7.56326	21.39282	-75.11028	7.37345	7.10865	38.73172	51.67100	12.89838	8.60985	45.13498
6.88514	1157.29091	1.00000	8.44643	7.89063	53.81667	0.34520	7.93354	10.10247	-4.45964	-3.05	7.02851	7.81153	56.90751	39.97531	4.77953	8.96759	41.49705
7.71916	1175.65093	1.00000	5.79133	7.29254	50.18545	0.06780	8.17918	6.07717	-11.75597	27.06365	8.17180	7.79054	37.86121	29.47349	7.74567	5.69167	44.96679
7.19793	1156.79963	1.00000	9.48694	7.62090	53.43333	0.06146		7.85727	15.66981	-7.95	7.97844	11.60996	58.41367	43.50235	10.54226	6.71395	34.26563
5.84069	1065.00772	1.00000	9.52543	6.10192	-4.5833	0.12079	8.49189	8.02858	11.63297	15.16554	9.31362	7.03412	43.40833	65.95558	6.32538	7.62777	65.11891
9.04369	1170.72034	0.00000	9.71523	7.16568	26.76628	0.05861	6.67817	6.77965	14.22607	83.36889	7.48863	5.87071	64.00425	55.40558	8.40762	5.65277	57.49356
6.10985	1127.62130	1.00000	11.02955	5.32523	-3.14306	0.06838	7.53147	7.47676	24.66562	-58.44417	6.46218	7.17804	42.17927	41.22790	8.79201	6.30020	42.58432
5.91976	1148.19621	1.00000	7.79840	4.52184	11.00599	0.05959	6.42751	8.53229	1.32780	77.5609	8.95039	6.96020	64.46960	54.73267	10.75748	3.74336	48.73230
7.63429	1094.64396	1.00000	9.49815	8.39426	50.75932	0.34748	8.69704	8.46053	22.74808	25.34244	6.95291	8.02478	52.70290	39.86258	7.44570	8.98343	58.21482
3.83447	1060.31545	1.00000	7.29360	11.21385	34.09668	3.55006	7.51251	7.29282	8.26771	-117.71978	8.36445	11.19266	38.60606	59.76665	5.78969	11.47802	43.31619
6.10513	1198.27402	1.00000	8.43605	11.92604	29.65163	100.00000	6.64434	8.56983	26.32635	-82.32483	7.96660	10.91115	45.81031	57.48136	9.66475	14.83196	45.70380
10.12232	1170.53092	0.00000	9.90004	8.53012	-6.91806	0.50599	7.69832	7.63707	16.06757	106.92667	8.10710	5.23532	43.36445	23.87355	5.74821	9.46805	57.67578
6.32634	1089.19513	1.00000	9.62660	5.58426	-24.19436	0.08436	8.21549	6.91714	7.93462	29.00974	8.43657	7.91393	57.11683	43.93458	9.64848	5.65232	49.21078
7.06550	1170.94273	0.00000	13.54536	7.02046	6.15038	0.59042	8.78848	6.75634	19.36637	6.83042	8.55376	5.57541	47.10756	41.84478	9.14970	9.54723	47.95605
6.28960	1145.13535	1.00000	9.03378	6.15294	41.91886	0.06122	6.81001	7.04248	27.72610	8.73812	7.72329	8.53047	58.51362	71.13791	8.16541	6.22003	29.17384
6.35660	1059.33464	1.00000	9.07628	5.14848	4.92675	0.08696	8.00512	8.45799	-0.91834	6.26764	6.55785	8.43932	65.73453	46.55859	12.82192	3.60085	61.04956
6.32997	1084.04079	1.00000	7.70341	8.01234	-23.7975	0.59960	9.29591	7.19958	-0.98439	-48.59278	6.32172	8.57633	62.99634	49.12490	6.64620	9.67218	38.85055
6.91543	1193.43867	0.00000	8.34797	6.69571	-6.25	0.04330	6.91019	9.84509	-1.38973	38.66667	8.24668	6.66179	61.83962	42.14352	8.35653	3.59248	40.25129
9.39125	1119.02442	0.00000	9.97306	9.16495	25.13915	0.06002	7.30438	6.21855	15.41816	73.06784	7.17522	7.99060	57.55421	61.15674	6.95481	5.76854	44.60117
7.67069	1151.29676	0.00000	9.40963	7.10560	44.97639	0.22811	8.71432	7.71613	31.96603	19.61222	8.15591	6.70226	38.15155	37.78644	7.15704	8.25475	57.21939
10.77715	1171.63734	0.00000	9.87670	12.72875	-6.25	0.25781	7.23645	7.98744	21.62802	38.66667	5.30699	9.11423	64.76359	55.83418	10.18839	8.55977	68.56166
9.59816	1126.95410	0.00000	11.62904	9.25950	44.92801	0.14162	6.89636	7.97823	9.02440	4.8951	8.79823	5.51647	45.38351	57.82354	7.30659	7.76121	63.52826
10.57944	1198.19828	0.00000	10.45308	8.37987	48.35693	0.41600	6.64836	9.37877	17.92205	10.98461	9.06997	5.78621	50.06516	41.01383	6.28336	9.21252	33.47630
8.99883	1194.70486	1.00000	11.80214	9.82482	54.03876	2.50932	9.51933	7.70378	25.11007	43.91385	8.95877	7.37130	37.77132	58.97650	9.75618	11.13444	47.45708
7.89303	1084.68192	1.00000	8.48705	7.29764	3.51667	0.07793	9.07455	8.26942	10.41123	11.5	7.66901	8.56892	62.21813	32.29645	8.35126	6.47610	63.22188
8.16565	1051.97574	1.00000	8.91497	8.47885	48.43174	0.51059	6.66596	7.00760	32.07598	17.8031	6.84308	7.70407	70.86279	53.53942	7.37604	9.43614	50.89507
8.23571	1137.56869	1.00000	8.69674	7.79248	33.98154	0.11572	8.05112	7.56922	-0.71619	-81.23621	6.76620	8.13036	57.37332	46.65820	6.09425	7.57934	53.48918
5.81966	1181.96129	1.00000	9.62710	6.03580	41.80753	0.10193	7.70804	9.12031	13.81803	-87.65644	7.78736	7.84871	52.64722	61.77872	7.79370	7.27962	32.91169
5.82806	1115.34337	1.00000	6.99205	11.81072	-1.6	0.69139	8.55531	8.42465	13.02141	103.61667	6.44950	10.22676	55.99662	46.74501	5.60363	9.75282	51.78789
6.97173	1140.10460	0.00000	9.29307	9.64494	-1.9487	0.23121	7.67322	8.02604	27.48414	30.4347	8.90230	8.24586	41.35712	71.70615	8.23219	8.47114	31.91949
9.52825	1058.72448	0.00000	5.52508	11.18119	-34.28853	1.18910	8.38040	8.56275		146.05093	9.58086	9.20579	53.80449	68.14951	6.84068	10.36274	51.52919
11.06632	1189.53620	1.00000	12.38224	5.49391	12.97389	0.07286	7.86300	7.58738	19.90627	123.99333	7.03156	6.51205	68.51305	44.19567	7.30041	6.05933	64.68767
11.27475	1196.79106	0.00000	8.01501	9.55360	-13.7804	0.21199	7.83822	6.74604	14.97683	34.4587	8.80355	5.77823	47.96599	67.63174	8.50559	8.35406	72.05119
4.86741	1123.49071	1.00000	6.74495	3.87595	44.92801	0.05606	8.52717	6.49405	23.84626	4.8951	8.04439	5.00067	55.35137	42.75000	6.63842	5.04802	53.87576
3.89378	1135.70733	1.00000	8.86534	10.09334	32.42067	1.11017	8.06527	7.23768	30.31074	-104.22884	8.08280	10.30618	66.90809	48.60307	5.80121	10.29339	41.01518
9.92754	1078.58067	1.00000	8.93765	10.02816	12.74409	0.11522	7.40760	9.36596	18.01768	-8.07257	8.02664	10.60731	62.29858	46.06408	9.16783	7.47700	54.02466
6.76405	1199.07989		11.41582	6.41363	53.00974	0.73271	8.67428	5.68681	-1.44872	-3.05814	8.55758	6.56821	50.80929	52.01334	6.21055	9.82775	54.52604
9.78226	1130.26157	0.00000	10.99933	12.27803	32.87533	0.13196	5.46457	8.22122	26.19754	71.57118	7.47006	9.42009	52.34809	47.73629	8.95170	7.54484	53.33464
7.14442	1076.10492	0.00000	7.75337	10.66249	51.62907	0.55503	6.87154	8.55493	23.08995	-0.74934	6.70875	9.34452	32.75399	67.59569	7.68207	9.52325	67.16527
0.34378	1066.45468	0.00000	5.63756	9.86727	19.32889	0.47213	7.81400	8.26923	7.81834	-99.32556	8.66741	13.17809	57.99404	60.53758	2.37016	9.36241	61.56424
7.03950	1198.65334	1.00000	9.02223	8.51104	26.11527	0.16689	6.64859	8.08309	19.15776	86.59509	8.74011	12.26339	39.55839	60.50055	9.10789	8.00941	34.65678
5.67297	1058.93054	1.00000	7.99592	6.69820	-31.95224	0.18634	9.38652	7.80627	33.64493	115.8614	7.59856	8.95886	55.30372	61.97706	6.29696	7.90593	53.81925
10.04569	1058.18326	0.00000	9.07857	10.26213	51.40944	0.09069	6.55593	6.13699	12.56041	46.04833	8.09975	7.92018	63.78627	63.83764	8.27913	7.05804	62.51158
7.72481	1084.69555	0.00000	8.93299	8.56399	38.10558	0.07682	8.18154	8.10607	28.93964	-1.86343	7.09097	5.04327	56.86684	45.69345	10.16030	5.99738	53.37328
10.07677	1127.35107	0.00000	9.79123	8.63589	55.8736	0.11861	6.78080	10.22816	13.39729	85.4265	7.02708	5.12194	58.12053	38.56186	10.55504	7.22501	47.44775
9.93591	1188.90279	0.00000	11.83423	7.98151	25.13915	0.37629	8.65960	6.40300	22.50508	73.06784	7.59676	5.38580	46.26135	53.13432	6.45315	9.12841	47.84942
10.31335	1094.49866	0.00000	13.55133	6.75467	41.14676	0.08856	7.35247	7.86291	22.56580	-73.49484	6.65150	2.15022	44.21682	55.02581	5.66838	7.40213	49.50317
9.83842	1066.75536	0.00000	11.97689	12.80745	33.41012	0.13339	7.50595	6.44245	33.03061	-91.06177	8.30087	8.93031	45.79736	43.80290	8.32665	7.86708	47.23580
8.33452	1195.57070	1.00000	10.19731	7.55941	43.1009	0.08053	6.51487	8.70821	6.43514	-75.23266	6.46247	9.42481	50.90531	36.64480	10.43216	6.21939	48.21324
6.84235	1064.75379	1.00000	9.63539	9.45256	26.11527	1.08207	8.57082	9.08691	7.55903	86.59509	8.77083	9.07237	49.39978	52.36376	7.54728	10.27287	66.36950
10.11692	1129.90210		9.85943	8.25066	33.41012	0.97053	7.75658	8.00225	6.22900	-91.06177	7.28168	5.04610	68.65361	59.09711	5.22107	10.11143	66.09608
4.89688	1080.70085	0.00000	7.72181	8.17891	10.22677	0.32207	5.78236	8.72861	6.33357	-67.33122	8.01998	8.82329	65.91477	47.97706	5.46057	8.77771	31.35728
6.21528	1054.59509	0.00000	8.12406	6.92911	53.6052	0.09010	8.25176	5.92160	2.29879	10.03988	7.27991	11.45722	62.00150	36.74251	9.75009	6.55981	43.73363
5.30747	1083.85070	1.00000	6.90779	6.62102	8.56697	0.12230	5.42256	8.51817	23.59587	123.33471	7.35086	10.18461	24.96163	51.72153	8.17237	7.09367	44.08891
7.29949	1058.23851	1.00000	10.45385	7.03957	50.23019	0.07072	6.72494	7.21901	16.61845	8.77155	7.05707	9.27825	78.69265	48.04358	9.40523	6.68819	37.39540
10.20852	1190.83363	0.00000	6.39213	7.93369	49.5099	5.89683	7.58888	8.45788	-2.54581	6.74549	7.67976	8.23441	36.12327	72.26297	5.14324	11.98952	62.85280
7.90357	1166.55243	1.00000	9.32769	8.13857	36.65	0.07474	7.29724	7.45352	20.81713	138.31667	8.41575	9.87993	40.13215	54.12924	10.07529	6.91195	56.35910
8.60310	1101.22994	1.00000	9.05944	7.41538	23.18	0.08311	9.55546	7.09551	9.95990	88.58	8.69450	8.44420	58.02271	49.71334	6.46202	7.11333	31.07979
7.55532	1152.86180	1.00000	9.59071	9.27326	34.25807	0.41751	7.34546	9.96668	9.79773	-88.70464	9.65319	6.37168	72.45993	64.66044	8.13599	9.23918	48.04422
6.40513	1051.23533	1.00000	9.29551	9.20449	13.56667	1.16973	6.11882	7.39541	28.50694	-15.6	8.59215	10.41977	52.36663	64.32662	7.16523	10.32915	54.17436
9.25985	1077.97326	0.00000	8.75143	12.12182	44.92801	0.10970	8.32257	7.55575	22.05731	4.8951	7.18551	8.48178	52.39221	32.39660	11.16156	7.42519	55.31278
5.36911	1169.40343	1.00000	5.64435	5.19030	43.11667	0.03910	7.63308	8.90513	16.02678	1.6	6.68443	6.53900	58.39003	44.59964	8.06278	5.12722	66.39079
8.11528	1152.55943	0.00000	8.61446	10.14535	53.0233	0.29553	9.16075	5.39690	8.68647	-1.48119	7.54232	7.58167	44.29787	54.93170	7.36130	8.89082	41.72641
5.19540	1070.12492	1.00000	8.45125	3.81269	3.11988	0.07973	7.53971	8.26549	17.84443	35.59642	5.66906	5.06841	49.88959	47.00296	7.86096	4.83233	47.14384
7.31154	1109.74861	0.00000	8.98458	9.19363	27.0174	1.04082	7.65114	8.67637	24.85020	49.62251	8.93305	7.92848	69.09895	56.75022	6.75656	10.19360	42.45290
6.14070	1066.07988	0.00000	7.10641	6.99502	-29.2975	0.07685	7.52495	9.24621	12.72091	-51.50361	8.12170	6.41116	86.30699	38.46309	9.91619	4.04492	55.25853
6.63564	1166.67542	1.00000	7.18293	8.05217	22.37066	0.15675	7.57497	8.31424	2.90128	114.10479	7.18502	10.47318	40.90923	66.72048	4.90117	7.88103	43.76436
6.72196	1117.94810	1.00000	8.80405	11.12322	6.46838	0.94993	7.71368	7.39059	24.30388	-73.26022	7.92921	11.68776	65.49666	49.81475	6.27530	10.11345	29.78922
5.32992	1149.40956	1.00000	6.87246	8.84771	54.60528	0.18710	9.11271	8.40270	26.72447	18.34717	5.92196	9.33294	44.34359	59.00988	5.16846	7.90083	46.76007
7.19895	1076.60276	1.00000	9.87387	6.48831	6.46346	0.09580	8.55733	7.56109	31.95239	-2.31938	7.61962	8.86954	54.17196	53.77384	10.20505	6.08711	29.32138
6.43299	1162.43503	1.00000	8.93692	6.42615	18.03496	0.07965	7.78006	6.68121	1.61926	-66.8499	9.04448	9.69441	82.74830	58.34157	10.31222	5.79180	17.83996
6.99124	1066.68447	1.00000	10.05704	8.52020	32.52515	0.24109	9.39666	7.23140	26.22047	-93.75018	6.50129	11.84875	93.20971	58.93681	8.46479	8.54213	63.73714
5.16357	1078.09463	1.00000	10.17586	5.33333	34.08565	0.06554	7.53966	8.39400	9.75029	74.80555	8.83704	9.46745	66.83463	53.12469	10.34720	6.15641	47.40388
6.64788	1141.38513	1.00000	8.48446	8.15028	36.02506	0.45870	8.89953	7.52649	21.87046	-86.77917	7.76295	8.79369	61.27739	59.48783	6.59090	9.36562	63.34604
4.77266	1124.78501	1.00000	9.09139	5.08118	36.33011	0.08685	7.62203	8.41624	-3.85606	138.89585	7.82433	8.03934	66.44440	78.02446	8.69023	6.62952	40.18269
3.65100	1115.90192	1.00000	5.56301	8.72155	-11.94306	0.19086	7.95609	7.90504	20.83896	-76.70944	6.91916	9.50252	64.72588	45.99734	4.39070	8.11992	53.35842
6.01484	1186.64233	1.00000	10.20493	6.90796	18.57677	0.34265	6.36191	7.67900	0.18313	-72.22625	8.14881	8.27659	55.17400	60.59031	7.17300	8.97407	47.90183
10.81867	1050.62071	0.00000	8.75362	8.72992	25.75728	0.69336	8.73537	7.21286	20.72630	75.37991	8.05365	6.09988	46.52381	52.02551	5.72580	9.77273	48.68250
6.86075	1166.96367	1.00000	9.04045	7.59620	25.75728	0.10163	9.22564	7.33780	23.55797	75.37991	6.37639	9.61357	76.29378	40.13430	4.93722	6.12741	53.73332
8.18012	1167.67413	1.00000	9.38966	9.91407	39.46667	5.76154	8.11349	8.32293	20.98222	141.95	6.04703	10.76258	41.20870	38.88036	8.74739	11.96520	44.45040
8.98495	1172.12550	1.00000	12.88825	7.47206	7.57944	0.20795	7.67479	6.88039	19.18517	-8.53778		5.86698	61.62748	28.15771	8.83551	8.47431	50.44546
5.92671	1105.77711	1.00000	7.22780	5.71497	34.8825	0.04020	8.38971	7.83014	3.89982	128.62667	7.01373	8.79320	46.28770	43.41952	9.68634	5.05580	56.53139
9.70453	1060.36043	0.00000	9.81915	8.38624	33.92866	0.07658	8.48950	9.73173	13.55004	-6.90656	7.67880	6.56402	47.26889	34.41929	7.48454	6.87313	53.94855
12.33365	1053.85154	0.00000	6.12123	9.51500	53.53333	19.43674	9.70593	8.32563	13.99708	-7.35	8.84454	8.16987	54.51488	53.36602	4.77425	13.19267	52.90427
11.88152	1159.73132	0.00000	10.25864	10.12921	41.94175	0.14600	8.43877	6.59246	12.86996	123.50266	8.07173	7.68633	42.76629	70.09461	7.35261	7.87047	42.15097
