O3	PRES	CFCs	warning	TEMP	SO2	C2H3NO5	NOx	longitude	CO	PM10	PAHs	Pb	PM2.5	latitude	CH4	H2CO	NH3
6.63863	1098.97688	75.58915	1.00000	4.96519	8.34248	0.29445	7.45236	128.9889	7.53798	7.42022	7.70379	43.52092	9.27776	37.1759	8.21168	61.78582	8.76615
9.95083	1125.99304	71.95793	1.00000	31.79157	7.87836	2.43411	7.61130	-111.89903	7.76145	10.17774	8.14996	56.94827	9.58843	33.50921	11.49444	38.59872	6.03531
8.30051	1109.81146	75.41273	0.00000	11.89859	7.43431	0.38859	6.87412	104.09701	7.09484	7.68967	8.82136	70.18023	8.15793	-1.26424	8.25078	28.61517	8.66842
8.23904	1136.83514	69.70393	0.00000	12.93752	9.32558	0.14898	8.52173	-35.03333	9.63089	6.10072	10.17171	63.04437	10.39133	-8.28333	5.91512	41.65866	8.09980
10.20649	1124.95282	70.34341	0.00000	40.59168	9.41906	0.19720	6.23931	-73.26022	9.66423	6.65064	8.13298	60.07218	6.99558	6.46838	5.38572	64.47889	8.03592
10.62791	1051.97521	65.79188	0.00000	13.30076	9.39135	0.17425	6.03888	-70.6996	8.64983	6.20367	8.63584	47.98758	7.44536	-33.59217	5.43883	42.76869	7.10354
7.41699	1073.10526	66.74594	1.00000	31.93791	6.39396	2.78727	7.38053	77.9129	7.51102	10.33352	10.48934	46.46771	8.51605	25.6439	11.50019	51.12438	9.80926
9.46910	1098.32689	74.56174	1.00000	11.81148	9.16073	0.20761	7.32978	38.02486	9.25468	7.44097	11.16656	56.78039	10.39030	55.64776	7.77707	48.20074	7.76650
8.19536	1123.43782	61.61841	0.00000	14.00594	7.35257	0.26670	9.10684	9.40531	7.77961	6.88550	11.89559	52.56225	9.97609	45.53069	7.24562	37.89381	8.34661
6.89424	1077.38650	76.16705	1.00000	4.39951	8.05275	0.18086	6.74652	51.49621	7.65781	4.97524	7.68770	61.95964	9.18581	36.64852	8.21900	67.51302	6.25804
7.41391	1183.58333	69.15263	1.00000	15.50066	7.82155	0.33484	8.79070	32.6178	7.14714	8.10946	11.70293	43.64481	10.19840	46.65581	9.57147	38.87522	7.92854
4.23000	1102.28964	71.26133	0.00000	24.16809	8.00203	0.12140	6.04686	86.79271	7.19883	4.42990	8.48472	64.06181	10.56713	25.92127	6.28128	83.99564	9.38043
9.04911	1051.02991	78.88670	0.00000	18.60127	8.54401	0.19328	6.69441	36.73307	9.26980	6.36787	10.90252	78.39191	7.05455	55.38752	8.34205	46.03859	7.48654
10.51827	1129.41078	66.10495	0.00000	18.75589	7.49395	0.16590	8.55783	-79.62603	8.01296	3.62817	12.40441	28.11616	4.34889	8.88988	9.83919	65.01613	7.30038
5.67415	1053.48627	72.03420	1.00000	6.08697	8.82000	0.19843	4.70159	71.21169	6.78218	6.22026	8.60294	74.58066	8.52502	21.59983	7.40346	70.37412	10.01672
8.22956	1170.01843	77.17814	0.00000	11.97670	6.49391	0.34055	9.70600	71.21169	7.68988	7.85571	10.36011	58.67661	11.52722	21.59983	4.44597	44.97885	7.11647
6.39394	1123.74160	73.19134	1.00000	28.34523	5.38087	0.08961	5.18497	30.79165	10.52414	4.78539	7.15915	55.49056		-27.76952	5.76587	45.09322	7.93918
9.01515	1156.70419	69.89532	1.00000	24.25331	9.47308	10.86614	8.41495	74.4818	8.52871	11.73213	7.59093	37.89897	10.56057	30.21121	10.19700	37.10914	8.37297
6.55416	1117.17940	62.39497	0.00000	4.52580	7.11322	0.18831	6.24862	12.70038	8.21913	5.97820	11.74394	39.75828	9.54815	45.9836	7.59591	58.30683	8.75370
6.57927	1053.43356	73.57736	1.00000	-1.84401	8.58224	0.21541	8.45470	3.64633	9.78754	7.35555	7.13142	44.52020	6.53236	6.8485	5.87246	57.70889	8.06727
8.87075	1057.83075	67.38893	1.00000	-8.77655	9.32598	0.21290	8.84223	-117.14392	7.53393	4.85572	6.63782	61.20876	11.09944	32.9156	7.02404	22.82812	9.19509
5.99276	1187.94511	77.37173	1.00000	24.44699	9.39814	0.15288	6.32944	-71.06616	9.95611	5.55331	8.36514	43.75837	9.66096	42.4251	9.69535	40.30562	7.87389
7.14071	1105.70387	69.74664	1.00000	22.83806	8.00043	0.11988	7.12517	24.75	9.22001	5.72956	8.42483	71.89923	10.57933	55.25	7.64615	42.11954	7.96789
4.31587	1091.30198	75.25675	1.00000	12.63196	9.32641	0.11086	5.30481	5.4384	8.32160	3.91434	9.47352	42.80344	6.71720	43.2907	8.29899	71.80902	7.59358
5.99142	1114.05172	76.46755	0.00000	14.41636	8.54269	0.21549	5.71541	-63.13414	10.62087	7.25093	9.09051	64.33020	8.19926	46.23899	9.02228	37.22457	9.43404
7.59040	1143.88615	73.50229	0.00000	20.65042	9.38016	0.85861	6.13194	-86.58208	9.76495	8.97440	11.96110	42.75066	8.88708	13.48082	7.97452	53.45290	9.92756
7.96958	1097.12128	64.31749	1.00000	10.21130	8.44711	30.52385	7.54412	-82.07842	9.12313	12.77002	8.07483	45.83763	9.69867	26.91756	10.30232	54.06971	7.69612
8.86924	1133.65277	75.74370	0.00000	17.03675	7.52972	0.14277	8.39160	-73.26022	7.36294	6.79434	9.79514	58.03406	6.08570	6.46838	7.31395	31.44753	8.82046
9.37786	1135.04800	68.25656	0.00000	9.59521	9.25936	0.46019	6.26204	168.31366	7.64619	8.43766	8.64173	62.97006	8.23494	-17.73648	5.78835	51.67884	5.27751
9.90804	1154.65294	58.36953	0.00000	13.52052	6.81139	0.18743	7.15539	26.97253	8.29294	6.95276	9.61785	63.69947	6.78147	49.65186	6.89578	33.02230	8.54657
8.01083	1133.51270	64.45562	1.00000	15.63072	8.97129	0.11952	10.01524	24.75	8.56610	6.13709	5.71034	45.83631	7.76030	55.25	6.34169	27.93995	7.53359
10.61631	1167.15630	76.47291	1.00000	11.48466	9.34941	1.24086	5.76593	-119.27337	8.26498	9.44613	9.45214	53.69742	9.24019	50.26729	8.22906	36.28457	8.76365
12.27893	1193.48849	60.00978	1.00000	1.45009	8.39921	0.26685	3.22684	17.22635	7.74373	7.49519	9.84377	53.36584	9.21396	48.8449	9.33246	43.47455	9.08456
10.50165	1089.88528	76.86953	1.00000	17.37761	8.53545	0.80673	6.03119	8.96317	8.16700	8.90105	7.07030	44.08931	8.64125	48.35149	3.88055	46.98316	7.88347
8.71714	1193.95091	75.47528	0.00000	12.81106	9.13321	0.17071	6.03536	13.58357	7.89706	6.07348	9.49501	48.61721	5.41160	-1.63333	8.27317	50.09619	10.03476
4.82687	1142.81563	57.91305	1.00000	8.31147	7.83485	0.12548	6.82635	68.21204	8.44209	5.65178	9.67468	46.93295	7.07409	27.55898	7.74633	47.61357	7.99451
7.22034	1057.70914	71.13917	1.00000	28.75349	7.61988	0.37134	5.46737	30.2049	8.05442	7.83402	5.71034	75.78526	10.33620	55.1904	5.96967	48.86097	8.20319
7.13627	1076.40047	61.45830	0.00000	17.12210	10.24163	0.22205	4.38614	110.8405	8.21982	6.83644	9.17033	37.79228	10.18990	-6.8048	6.38377	54.08957	7.21928
12.20200	1055.70893	77.11762	1.00000	27.35998	8.69945	2.05226	4.44512	46.04833	8.58090	9.99509	7.16484	42.52384	7.29319	51.40944	11.59658	65.58409	8.53008
7.07873	1129.58553	76.03757	0.00000	27.25348	9.40947	0.31926	4.85863	-86.77917	6.69394	7.47567	5.83104	51.68561	8.74946	36.02506	6.16243	34.70323	8.82635
5.95304	1134.82025	64.64863	0.00000	6.44251	8.94967	0.09182	6.02229	-117.14392	8.58514	5.52854	9.03512	46.05555	9.26046	32.9156	7.62410	39.21511	8.02593
6.22161	1122.10636	68.57580	1.00000	15.91553	7.93998	0.21508	6.05685	71.21169	7.12876	5.39302	7.12476	65.27333	9.09673	21.59983	9.29451	31.58443	10.57398
9.34341	1067.33705	58.14897	1.00000	4.30857	8.30477	0.55482	5.66535	-102.36764	9.01872	8.40573	10.45252	37.85908	9.81383	31.84568	9.86594	38.02896	8.78134
6.64591	1150.23777	62.77649	0.00000	11.08790	9.41310	0.93701	5.71401	65.93249	7.82761	9.12700	8.97896	58.04414	9.34826	36.21544	6.42470	49.46284	8.95422
6.27511	1174.64336	67.61530	1.00000	15.45817	9.70716	1.54563	6.49657	-117.29198	8.28339	9.67149	7.97664	58.49950	9.18832	33.03699	5.34518	33.48466	8.44929
6.26873	1197.22477	69.40461	1.00000	6.75756	7.18629	0.32149	7.30481	30.2049	8.21023	7.79460	9.10054	69.62443	10.36349	55.1904	9.79824	49.61317	6.08953
6.35440	1164.06387	73.93346	1.00000	4.54293	8.08278	0.47190	8.73332	-89.99038	7.96094	8.35017	7.14783	44.92462	6.99423	38.58894	8.01444	51.31717	8.56663
9.62272	1123.45230	66.34586	1.00000	37.65500	6.35024	5.93012	8.89781	35.90057	7.40897	11.11481	7.54771	36.83362	11.03980	56.85836	9.74630	56.68532	9.20511
9.60491	1170.84673	58.55867	0.00000	11.51615	7.36277	2.50442	6.68147	8.77069	8.67102	10.22596	11.71055	53.88940	10.65786	50.80904	7.90556	37.92773	6.59372
9.59790	1121.14861	67.68990	0.00000	0.77035	5.88352	0.17503	7.20572	-74.38987	8.30561	6.33923	8.62434	68.87216	6.37251	40.65538	6.19053	58.18143	8.63349
7.90377	1058.74238	69.58812	1.00000	29.35848	6.26098	0.22231	6.59316	117.55417	7.82338	6.76562	6.09605	37.22249	10.08130	34.86472	5.80304	59.30491	7.69186
7.69536	1087.12066	78.54725	0.00000	15.66267	8.35714	0.17348	6.07621	130.57211	9.34322	6.02828	11.70727	59.26255	9.19105	45.75279	8.71101	6.92951	7.54766
9.73027	1117.22016	71.83506	1.00000	31.70621	9.18970	1.69265	4.98463	36.73307	10.39979	9.78884	9.78427	34.04913	7.49204	55.38752	10.49338	75.07820	9.00116
6.88025	1069.75388	69.36588	1.00000	16.21784	8.85059	0.21965	6.99210	-52.2	8.52363	6.53978	5.50478	50.22442	8.35551	-28.44917	6.59583	45.20038	7.38148
9.12517	1063.90294	71.67836	1.00000	16.22914	9.67566	5.70543	7.84981	97.01124	7.75476	11.07261	8.69589	73.19174	10.31187	17.30858	9.56581	39.85283	8.94259
3.75201	1059.66420	65.47067	1.00000	22.60225	7.27570	0.10190	5.92600	104.09701	9.78646	6.00681	9.68802	50.25490	5.19364	-1.26424	7.32512	57.03630	9.81239
7.42668	1174.96981	70.57250	1.00000	11.31526	7.42276	0.10525	6.80662	138.31667	8.91249	5.19895	11.20846	34.25993	8.60853	36.65	8.96688	41.72068	10.64457
7.59530	1196.34665	50.66100	1.00000	22.20838	6.73696	0.11298	6.87889	-0.91979	10.07016	4.96058	7.11174	60.46402	11.08040	51.42708	7.86346	42.54772	7.67349
6.12365	1145.08213	69.40049	1.00000	-2.06217	9.56930	0.17877	5.53205	2.95924	8.90110	6.58276	7.90466	60.99781	10.08943	36.76775	9.33307	49.23596	7.75029
6.91370	1198.54363	73.21989	0.00000	11.55858	5.64699	0.21859	7.50096	-48.52333	8.28893	6.80684		52.21717	10.07538	-0.71667	5.74729	68.03745	9.42128
8.31546	1172.88807	81.82206	0.00000	2.45758	9.11792	3.47335	5.24840	25.34244	7.90747	10.56828	8.44992	25.37566	10.65220	50.75932	5.34765	69.90673	7.60609
7.37803	1106.93530	63.77669	1.00000	13.00175	7.19816	1.36819	7.64446	2.12213	7.47203	9.62064	7.32921	72.92520	10.27419	48.8222	5.03590	43.83526	8.54736
7.41161	1099.19177	92.42743	0.00000	19.90088	7.13242	1.07235	6.32677	28.88222	8.10975	9.25246	12.19317	50.59902	8.30965	40.37528	9.24981	54.77283	8.05613
10.65779	1133.15776	60.91441	0.00000	-10.63799	7.17060	0.22275	7.27649	34.33825	7.88988	7.39516	9.53373	28.55959	6.52859	53.59782	6.80128	19.12543	8.91044
6.66188	1191.43861	89.71031	0.00000	28.18390	8.36160	0.43321	5.95490	-72.86843	8.79822	7.78918	7.48593	59.22225	8.93656	41.27621	7.12503	48.62826	7.44899
10.37753	1098.85302	78.54551	0.00000	19.99695	7.52460	0.20788	8.83208	71.57118	8.50444	6.93480	10.33314	64.21315	5.14912	32.87533	7.72135	46.13304	8.23211
8.18478	1079.02729	70.79587	1.00000	19.04920	7.39988	0.15544	7.74006	12.16179	9.43546	5.50760	5.39093	70.15450	9.34067	48.52961	5.64692	46.13343	7.35283
7.07445	1064.70023	73.61090	1.00000	9.38784	7.44629	0.84350	7.35985	17.22635	9.34254	8.95523	6.87169	79.52117	10.42831	48.8449	6.70260	44.75389	8.08697
11.48119	1180.71223	71.02800	1.00000	9.99268	7.36130	0.29754	6.26604	9.02596	7.94681	7.70248	10.02850	68.51113	9.37344	48.21644	7.80238	41.03867	9.96930
	1100.22225	67.75441	1.00000	9.86515	8.97206	0.27710	8.07557	-74.38987	7.26976	7.25401	10.99243	55.13594	9.38808	40.65538	9.50426	54.80957	8.81302
9.20141	1135.71172		1.00000	13.70356	7.98779	1.90661	6.24588	32.86389	10.18315	9.94117	9.48502	47.41142	7.34432	53.95278	10.92008	60.83871	7.73672
6.78057	1125.36517	65.17609	1.00000	22.14920	7.65959	0.21714	5.97488	9.72749	8.64604	6.00065	7.88130	52.93187	10.56332	48.28259	6.10209	74.15448	8.63585
7.88554	1088.79317	66.26518	1.00000	11.29179	8.84615	1.38622	8.31874	104.64992	8.30306	9.54351	10.27286	45.14386	10.92194	14.64056	9.41863	46.14801	7.78479
7.82810	1132.49889	78.31650	0.00000	29.85543	8.88950	0.70294	7.81360	34.11169	5.88827	8.91133	8.83167	46.13892	5.41546	0.46005	7.78155	45.17186	9.03473
9.03349	1144.72498	74.90415	0.00000	20.54375	7.92443	0.57660	7.26906	-76.51552	9.46058	8.60601	9.99599	45.82120	8.76350	39.32011	6.94815	60.28413	7.48211
8.05012	1146.56945	68.00132	0.00000	21.64867	9.06460	0.80071	5.74847	14.66737	9.50668	9.00399	9.15577	39.62535		41.55947	7.76801	46.02486	7.99004
7.17658	1094.33031	61.53060	1.00000	11.11426	7.71913	0.20990	6.63638	-82.90375	9.53037	7.12500	5.52434	20.43089	8.58430	32.54044	5.49799	32.23436	9.16254
6.92464	1111.83012	71.79377	0.00000	-2.73352	7.50449	0.71435	7.21096	1.6	8.38439	8.69208	11.32693	66.54411	8.77915	43.11667	8.58309	60.57087	8.83719
10.43251	1052.02252	77.60252	0.00000	19.99044	9.12311	0.16923	7.13319	-93.08883	8.20450	4.37234	9.76732	45.82120	5.29110	45.16024	7.44424	44.51186	8.12796
5.49914	1097.77495	60.10555	0.00000	7.22003	7.95514	0.11615	5.93669	2.1699	8.43317	3.83816	8.53670	31.82499	11.02766	48.98994	5.38043	83.52789	6.40577
10.07517	1176.46205	81.70065	0.00000	1.81228	7.97036	0.13128	6.31102	16.43915	8.00207	3.56525	6.54444	35.31642	3.24169	43.50891	5.50529	44.54514	8.22702
10.42684	1131.65773	67.53105	0.00000	27.96549	8.28468	3.77191	8.61255	-41.25528	10.12057	10.63367	8.80512	55.21663	7.81937	-19.32556	7.45649	46.60427	8.17334
6.63184	1194.59000	72.31954	1.00000	6.06547	9.40558	1.00419	6.04272	138.31667	8.18283	9.11919	5.81963	67.07092	10.16585	36.65	5.38926	54.68153	7.39054
10.02201	1074.06487	67.65824	1.00000	10.10440	9.05123	0.82835	7.57111	77.40858	9.09477	9.07858	9.14799	34.97391	7.93928	24.05979	10.57207	66.04614	6.92589
7.88935	1140.74435	71.36070	0.00000	11.66449	7.73480	0.79428	8.50458	-80.38297	7.34779	8.92710	10.69406	53.79233	9.23087	42.8334	10.97634	69.89251	8.92844
6.09638	1176.87433	79.93296	1.00000	4.45026	10.04333	0.19558	6.39576	5.22778	10.20216	4.96253	8.31227	47.09853	8.77890	51.955	8.46159	67.56919	7.41880
12.12802	1190.25701	71.11213	1.00000	10.31446	8.81992	0.46125	6.04359	9.37082	8.30559	8.17171	8.66924	39.79931	8.14708	36.08497	8.73278	60.28233	8.27121
6.41111	1078.08788	68.14907	1.00000	28.25807	6.28550	0.07372	6.67932	-42.98194	7.40734	4.95178	8.01554	53.68579	10.50947	-22.53722	10.19177	76.16282	9.56102
10.10025	1185.43191	67.14397	0.00000	26.68111	6.35856	0.19046	8.65999	123.758	8.11411	4.67016	9.80278	70.82048	3.88977	10.20898	8.07230	37.90123	9.09206
11.09949	1134.77774	73.86403	1.00000	21.49686	7.95734	0.90045	4.36007	89.20083	9.97159	9.19833	9.18203	50.36512	6.06683	55.54028	11.40135	54.00826	7.97566
6.10719	1138.37098	76.00231	0.00000	19.25821	9.32407	0.52331	6.26988	-98.1664	7.58703	8.27601	8.63471	75.25212	9.02650	19.32932	6.29756	52.35091	8.09413
10.88126	1087.19672	80.07243	0.00000	15.22091	9.83229	0.36822	5.42409	119.58627	8.96320	8.03186	8.37298	72.16663	9.18793	23.5654	4.98633	68.97486	8.23172
6.45502	1054.28397	69.84149	1.00000	12.28823	8.39125	0.32118	5.75710	81.54855	8.97227	7.84605	7.25982	68.39554	10.44663	26.2649	8.14009	50.44800	8.20447
7.07651	1103.09440	68.76177	0.00000	1.59625	8.72984	0.43731	6.47899	122.8637	7.64564	7.93820	8.50142	47.11206	8.52471	9.3337	7.51555	47.22801	7.93546
10.25215	1146.84100	73.49973	1.00000	11.30769	7.46633	2.03203	5.49135	-73.97069	8.10118	10.01388	8.91287	27.25947	10.70962	40.64621	8.85038	62.45999	9.27048
9.24342	1072.34863	83.96303	0.00000	29.23482	6.82600	0.27020	8.02143	-86.99666	7.48289	7.58279	10.91822	42.40992	8.20456	33.45122	7.28954	70.80476	8.11897
10.57160	1059.42919	83.15196	1.00000	6.47423	8.09421	1.16631	6.99896	-73.89125	7.57691	9.37522	8.56117	47.00784	9.38667	40.67705	9.97533	58.28095	8.28394
11.10900	1190.32965	71.31953	0.00000	12.58304	6.46022	0.16089	7.36052	15.00913	6.80972	5.51695	9.85819	56.55783	5.34838	37.51803	7.30522	68.33878	7.89965
7.82982	1117.39120	64.16841	0.00000	17.87437	8.30044	0.93337	6.76154	3.39467	7.95349	9.12663	10.01864	45.23477	7.98902	6.45407	8.68206	21.98562	9.55701
9.69035	1169.28236	75.35565	1.00000	22.23822	9.10822	2.15007	7.97989	114.10479	7.96121	10.08125	8.63767	59.27893	10.99082	22.37066	9.25683	56.46425	6.85464
6.99732	1160.81580	65.69138	0.00000	10.98307	7.74542	0.11682	5.98874	120.82747	8.00411	4.13436	11.46885	41.21937	9.61769	37.30553	7.65398	76.94234	8.54331
8.25323	1132.06398	75.02717	0.00000	15.44348	7.83679	0.20394	9.07529	25.34244	6.85724	6.93384	9.45541	56.28181	10.29104	50.75932	5.47503	44.62034	8.26020
9.90648	1151.41344	76.16219	0.00000	7.31855	5.68074	0.18850	5.04464	34.8732	7.73738	4.92236	8.04849	60.57858	6.61364	32.05971	6.09699	28.31598	8.70696
9.62447	1099.48171	72.08520	0.00000	6.40837	9.25281	0.26353	8.14238	33.34864	7.64871	6.41122	10.17695	56.55978	6.65578	46.75451	7.36623	69.99779	10.74184
6.93135	1183.45376	69.78250	1.00000	11.84340	7.21683	0.36583	7.96275	-48.52333	9.88468	7.90920	7.52836	77.40901	9.83347	-0.71667	9.54490	42.39588	8.39419
9.85875	1117.96459	75.60084	1.00000	2.72136	7.76024	2.31881	9.94161	-80.08199	7.94904	10.17259	8.04180	47.16978	9.78617	35.88264	9.23282	35.23973	8.03095
7.77340	1145.03390	71.28824	1.00000	25.66080	8.86960	0.26613	8.63161	-84.50855	8.30899	6.30553	7.47404	66.08009	10.15684	39.08367	7.21778	37.96436	7.44323
8.04951	1165.57782	71.44818	0.00000	-0.46867	8.42498	0.44633	3.76874	128.9889	9.47789	8.09600	6.79475	41.56383	9.82647	37.1759	4.00674	67.60789	9.62605
10.03491	1177.73155	77.82664	0.00000	18.12953	8.39778	0.26410	5.65290	-118.03917	7.78970	4.57618	10.58011	61.11806	6.14098	33.95015	8.54296	59.68064	7.61777
7.12631	1138.12343	65.68190	1.00000		6.90623	0.20542	6.87500	37.00438	7.95325	6.16348	6.58776	49.26370	10.00268	-7.60361	6.50254	67.95382	7.37969
6.25695	1100.84392	75.97667	0.00000	38.34299	6.03872	0.48908	6.01434	-73.75335	8.10176	8.28996	7.25634	60.01800	9.13686	45.4473	6.42687	59.29757	9.84926
10.66947	1174.19972	73.74455	1.00000	28.50292	8.87644	0.41506	7.84530	-97.90308	7.56524	7.94291	9.73412	50.02254	10.24653	31.12406	8.10727	38.57734	8.30868
6.59132	1065.92674	64.24698	1.00000	7.81048	10.33747	0.21925	4.79858	98.50893	10.34455	5.57949	6.33664	63.29090	10.24134	16.68911	7.08905	28.28158	8.51885
7.60711	1152.15899	64.28748	1.00000	17.86291	8.77546	2.10912	7.04482	-72.27814	10.04254	10.03565	10.74897	55.11104	12.43650	42.93369	9.76174	70.72173	7.32211
11.53338	1062.71766	65.89427	1.00000	30.91083	6.61590	0.16868	8.49824	86.79271	8.09527	6.29906	12.19652	47.85061	6.78529	25.92127	8.52673	57.14890	8.60200
8.98739	1101.17461	77.13877	1.00000	33.18200	8.88457	29.24552	5.90052	120.74221	8.38532	12.72948	7.89446	62.33904	8.94097	31.64615	10.55309	50.68609	6.82138
9.12178	1190.52071	74.73207	1.00000	10.19221	8.65260	0.89155	6.74357	43.38531	8.82979	9.11588	10.23438	49.27018	9.61118	9.89206	9.86814	28.24691	9.65437
8.72984	1170.94120	72.44931	0.00000	11.71665	8.28015	0.21688	6.34874	-122.86705	8.05650	6.22771	8.72801	29.18942	8.67778	45.49428	6.54846	24.52621	8.49396
5.63096	1158.82392	70.03157	1.00000	14.16879	9.03946	0.15778	5.22284	-93.12577	10.15690	5.46039	7.40686	61.64177	9.27205	44.73941	8.01877	56.46278	9.49371
4.24827	1127.21530	83.60948	1.00000	25.99636	7.70205	0.49630	5.09238	28.28489	7.47078	8.44156	8.41274	60.00040	7.23988	48.15659	8.17858	53.80943	7.69335
6.25026	1106.29390	71.48968	1.00000	17.64046	8.31915	0.95559	7.95911	-122.86705	9.58507	9.12306	11.90122	66.38051	9.70888	45.49428	11.72962	31.02018	7.20791
4.55116	1110.02645	62.63497	0.00000	13.02976	10.52592	0.12692	6.14879	35.23388	10.33973	2.33286	11.21278	54.82411	11.84075	31.78336	5.35252	43.64944	8.53064
11.03798	1061.48955	72.09988	0.00000	21.67590	8.20479	0.85547	6.93010	139.55028	8.16338	9.02605	8.30844	51.28433	7.45597	35.30889	5.24787	50.72928	7.60401
8.26258	1171.34020	76.01331	1.00000	25.65019	9.42149	4.63713	5.95252	-81.79819	6.05185	10.85917	9.11844	48.12653	10.29155	41.48199	12.08428	40.96435	9.44300
9.28603	1163.99196	69.02406	1.00000	21.16952	7.74491	0.20603	9.08135	2.25	6.51890	4.72165	5.33744	66.06437	10.25769	50.75	6.23262	41.33320	7.60020
9.66849	1058.64776	70.60263	0.00000	16.83892	7.25908	0.15590	5.05896	4.69889	8.01470	4.82223	8.15429	58.92432	5.59990	50.56149	6.65576	47.06129	7.61477
7.51751	1114.32137	72.90470	1.00000	29.20978	6.63058	3.74336	9.83229	8.62118	8.54164	10.62650	5.61029	68.61990	8.58886	45.44694	5.94961	39.25844	7.99737
8.83587	1057.88167	82.90434	1.00000	10.24711	8.95337	0.98935	7.14320	14.34085	9.10629	9.25229	11.48697	55.78275	10.03259	40.87363	5.79403	62.35745	10.53737
8.03612	1117.96358	70.52916	0.00000	6.89241	8.58972	0.56329	6.70981	-94.91386	9.51692	8.28144	8.19417	49.55701	8.53785	17.94979	7.45518	20.90668	7.69797
7.91273	1172.78690	75.07784	0.00000	4.25548	6.59065	1.74331	8.32172	-116.97725	6.86115	9.80284	10.49513	58.66479	8.08080	33.92946	7.55690	42.12312	8.41463
6.63052	1057.61633	63.87376	1.00000	15.29089	10.36502	0.75556	7.10099	72.34424	9.16168	8.93178	8.98316	43.63392	10.28655	40.78206	8.31801	40.69021	8.55149
7.16275	1147.83389	71.85099	0.00000	6.01636	8.05256	0.18468	8.64205	99.1625	8.01674	6.76294	9.55230	51.32676	10.88085	3.3285	5.45749	38.40321	6.95435
8.04817	1141.93218	69.84673	0.00000	23.04799	8.53691	0.29831	4.96756	13.58357	8.06433	6.97594	10.09668	39.13415	9.02229	-1.63333	7.48639	68.49849	7.12922
10.39319	1052.52894	68.91591	1.00000	14.67422	6.41391	2.07394	6.15495	44.7662	8.16925	10.01228	9.11656	55.73420	10.09863	40.49748	8.01674	53.30424	7.12755
8.34454	1117.87106	71.89733	1.00000	14.45626	9.53897	0.15485	9.26472	106.85417	7.87945	6.18141	6.35109	36.44240	9.38320	-6.48167	6.64492	36.81197	8.43831
8.18317	1060.59979	70.26414	1.00000	5.58663	7.31109	0.37156	8.15835	22.53083	8.99224	8.15730	5.91247	52.98623	9.66665	44.22639	5.04139	56.94693	6.08131
6.92182	1133.34241	69.67051	0.00000	29.01565	7.02455	0.23876	6.64798	7.973	6.80703	6.98623	11.22729	41.89334	8.85279	51.168	8.16295	27.37568	10.06354
8.54788	1159.58076	73.75382	0.00000	7.34755	7.13454	2.02873	8.93310	51.3452	7.18333	9.98005	9.41864	70.25407	9.85074	53.37596	5.94190	47.94576	7.76764
8.20273	1176.24666	79.03890	1.00000	26.63781	6.87541	1.12394	8.02382	-97.90308	6.67285	9.32962	6.66501	35.78247	11.45824	31.12406	6.07587	47.30920	8.87192
8.15566	1062.20808	68.67415	1.00000	-0.59108	7.87051	0.23812	8.22413	-82.90375	7.82305	6.94667	4.53634	34.45563	9.21218	32.54044	6.88138	31.25604	9.54371
7.26577	1064.11485	70.10892	1.00000	-3.67177	8.34734	0.51249	7.26522	120.89694	5.96163	8.28979	7.21810	51.20861	10.16057	14.95472	5.34652	67.23084	5.77152
10.29892	1159.49119	67.22646	1.00000	11.41683	6.67240	2.07482	6.43124	-6.03731	9.29362	10.03553	9.13091	54.52314	7.85877	37.35813	9.50276	74.31373	8.83325
8.85381	1075.17818	75.98559	0.00000	11.87746	10.04288	0.22217	5.52893	16.43915	7.81290	5.74180	10.43396	56.77501	7.29232	43.50891	8.11061	67.38342	9.19603
12.53706	1148.92989	83.26446	0.00000	7.04244	9.24441	0.18943	8.12333	-89.10944	7.97143	6.44058	8.40736	54.12359	4.11753	13.70167	5.93284	57.77225	9.20518
9.91915	1164.96436	62.18665	1.00000	27.15721	10.26544	2.05914	5.19090	77.40858	8.57668	10.01763	9.33440	58.19888	7.74436	24.05979	10.39948	39.79839	8.19900
5.34799	1136.99277	62.12561	1.00000	13.56756	9.11846	0.21573	5.62474	39.28333	8.40223	6.46032	6.67587	45.31408	6.96423	-10.33333	7.52038	54.59245	8.06579
8.51781	1178.41326	67.50589	1.00000	18.72530	8.68858	0.08118	8.65219	24.75	8.42415	4.79369	8.06625	41.84798	10.89631	55.25	7.71081	60.53992	7.98936
9.28891	1056.11831	72.30206	0.00000	15.46987	9.27408	0.39239	8.05160	9.20427	7.67117	8.01180	8.73645	39.23717	9.34816	48.49144	6.13334	49.82187	10.26206
10.15830	1088.53262	58.79584	1.00000	16.69850	8.10269	0.88886	5.88333	8.91229	8.52737	9.05951	10.42244	54.62360	6.62459	49.13645	8.93771	49.18763	8.28448
9.00891	1144.74752	73.17630	1.00000	14.43436	5.58476	0.25627	7.63308	34.11169	8.97752	7.64459	5.74977	44.95545	12.58951	0.46005	6.12943	35.74179	9.04888
9.80596	1063.19471	67.00370	1.00000	26.03042	9.06035	26.34328	8.74209	15.00913	7.04917	12.62390	6.47066	62.46441	13.06661	37.51803	8.44920	43.14169	7.00070
10.66345	1176.64180	62.08561	0.00000	18.88239	7.60940	1.26662	6.65742	109.3243	6.34787	9.52394	7.99861	49.97943	8.27147	-7.0981	4.81620	67.71696	8.65037
