TEMP	latitude	warning	CH4	longitude	CO	PRES	PM10	PM2.5	H2CO	Pb	PAHs	SO2	CFCs	O3	C2H3NO5	NOx	NH3
43.30779	36.27462	1.00000	7.17725	4.85668	8.22019	1075.66843	5.51232	7.93628	68.50116	42.55199	8.44882	7.07691	71.24498	7.13842	0.09323	8.96598	7.11010
12.40981	12.74409	1.00000	7.05207	-8.07257	8.78824	1140.16038	4.72880	10.11294	70.95798	37.57077	8.38978	7.16760	54.59453	7.85879	0.07422	9.71874	6.54372
14.54004	45.40008	0.00000	6.56948	-73.58248	7.60301	1063.09493	9.22709	9.56443	37.39380	25.66966	5.00440	8.06641	17.97957	7.70309	0.54568	10.65054	8.64271
14.60269	-24.19436	0.00000	9.15468	29.00974	9.73856	1127.25480	8.74884	7.52228	52.42406	46.13450	6.83529	8.63028	60.50766	6.92487	0.34796	8.16885	8.34503
34.96981	43.71032	1.00000	7.24033	-1.05366	9.48654	1171.04887	5.76177	9.96318	37.26605	39.11945	9.05499	6.38271	42.88890	7.63120	0.08705	8.32202	5.86399
3.56431	53.59782	1.00000	9.01150	34.33825	4.05530	1063.89054	8.63166	10.33806	42.97365	52.00233	7.80350	4.42454	55.43843	7.74357	0.31775	5.83666	6.05344
24.69122	50.23019	1.00000	8.84185	8.77155	7.06637	1101.44829	5.40620	9.78934	45.07437	58.09024	5.56258	9.45558	52.02694	8.93882	0.08423	9.40979	6.74386
11.38306	53.77166	1.00000	7.84057	38.12408	4.72184	1173.95899	5.96327	9.50817	45.62075	70.88223	4.77538	7.80513	63.79897	8.16320	0.06523	7.81128	4.36665
32.18631	23.04419	1.00000	7.10976	-82.00919	7.75308	1141.11864	6.84939	6.88117	53.68450	58.63507	6.50770	7.97547	49.02236	7.88411	0.16098	10.27769	5.78704
3.12525	38.70734	0.00000	8.03744	-77.02303	8.50460	1162.67161	8.46765	8.23815	45.65852	40.38988	6.68881	9.21119	40.34331	7.61384	0.29998	5.98940	8.44387
19.65531	8.88988	0.00000	7.75284	-79.62603	6.37103	1123.90586	7.81595	6.35753	30.63043	57.98894	5.95222	7.79311	62.22667	9.93718	0.18959	5.18943	9.19156
23.18761	36.72544	0.00000	8.84909	3.55665	6.84292	1087.87885	8.55817	6.65054	67.46132	58.11383	7.42128	7.30387	56.12072	7.56311	0.29056	6.72424	8.16831
3.47429	42.50729	0.00000	8.91983	1.53414	9.35996	1138.43613	9.31059	8.37359	45.40273	29.86805	5.97870	7.73333	65.15927	8.54593	0.60880	8.01482	9.11261
13.88134	42.58342	1.00000	8.91019	-71.8023	9.91089	1098.18268	8.64428	7.80904	43.15432	35.53764	5.06360	6.38612	32.24052	8.67593	0.35731	9.33029	10.06889
7.20696	34.15429	1.00000	8.20074	3.50309	7.37676	1189.44140	6.73083	7.69651	42.37753	48.15833	9.21179	9.04394	70.07467	6.94450	0.17018	10.13414	5.87974
18.55911	51.955	1.00000	8.38485	5.22778	8.77309	1152.09668	5.85558	9.03411	38.20780	49.52055	8.55461	8.29793	42.63623	9.09050	0.06597	9.41054	6.06950
8.63027	36.76775	1.00000	8.21048	2.95924	4.90473	1119.76600	6.85567	8.16518	59.47163	49.28172	8.48326	6.53428	54.93186	6.75709	0.10520	7.94925	8.01910
17.23290	-29.2975	1.00000	8.12117	-51.50361	6.90938	1143.96839	6.17801	8.50559	46.55518	44.30325	8.16707	8.13423	50.15594	7.79413	0.07877	8.40248	6.39430
28.24529	54.52156	1.00000	8.84970	9.5586	8.27738	1172.48557	6.90404	9.67997	47.65351	50.17039	9.14367	6.85279	45.37864	8.84889	0.09303	9.60097	6.78851
1.43036	48.43174	1.00000	7.88339	17.8031	10.28461	1152.11666	6.99063	9.14311	49.89891	48.90574	9.00164	5.85282	57.58802	8.60350	0.13060	6.85382	6.02372
-17.21069	-21.44345	1.00000	6.08495	-65.71875	4.15160	1152.27454	6.79545	10.02838	38.01592	62.69477	4.15604	6.54820	63.92517	7.97112	0.11253	6.81105	4.52548
14.33367	31.84568	1.00000	6.65987	-102.36764	9.42276	1160.65996	6.11700	9.75524	42.80533	38.90706	9.98872	6.97208	45.95588	6.80142	0.13900	7.55896	4.29534
32.70010	19.04222	0.00000	10.18587	-98.11889	7.08130	1060.53458	7.46453	6.94824	32.66277	28.43083	7.26877	7.87010	51.84601	6.61439	0.16540	5.72889	8.56445
12.10557	48.98693	0.00000	7.44255	2.44892	4.52060	1099.38984	8.16573	5.15534	63.32811	48.36258	6.09230	7.38252	63.10417	6.60002	0.26417	6.18219	9.12771
13.78713	37.52487	1.00000	6.67854	-77.55777	6.30967	1070.61074	6.15419	8.22475	51.51356	25.61342	7.17151	6.52612	33.10143	6.87006	0.07619	9.65163	7.50919
14.97420	23.15678	0.00000	7.68079	-81.24441	5.16874	1168.65436	7.73351	7.69576	46.86458	65.37936	7.30938	7.60663	53.17554	7.62231	0.14631	9.03175	6.63942
32.67813	41.77583	1.00000	6.93409	140.73667	8.49472	1076.64719	4.48532	9.91288	74.41252	40.66634	6.84942	8.51119	42.42178	7.78085	0.06204	9.35538	7.40880
16.20812	11.50526	1.00000	7.85245	77.23826	7.88895	1194.29815	6.63007	9.27544	38.85050	38.63626	9.18120	7.68388	54.51738	8.57880	0.16268	8.84991	8.37252
30.37793	18.57677	0.00000	9.58913	-72.22625	5.50795	1161.53421	5.30323	5.61122	41.11282	39.23840	8.14951	6.81483	58.45749	7.86549	0.08515	5.21808	9.39394
8.71073	55.85	0.00000	6.30014	37.56667	11.24808	1061.75445	8.79377	7.04351	44.95625	52.92373	5.64626	6.41142	42.25274	5.63809	0.39913	7.02032	9.19262
6.29166	41.77583	0.00000	9.24072	140.73667	12.61406	1112.33402	8.30879	5.26880	48.27526	45.27116	6.26350	7.97199	55.82385	9.04761	0.30144	9.77288	10.34870
-5.72809	29.22254	1.00000	8.28816	79.5286	7.37245	1138.59906	6.53414	6.69290	30.89924	75.83734	8.31335	7.01644	69.71836	7.30790	0.11720	9.54448	7.63809
0.15231	14.53767	1.00000	6.48046	46.83187	8.55577	1094.93315	7.09233	6.14658	50.96799	76.06292	6.79068	7.90270	51.70585	6.57151	0.13202	8.58686	8.85217
9.13286	33.50921	0.00000	5.71388	-111.89903	9.96419	1166.44093	8.32280	8.20274	67.56992	54.09799	2.79585	6.42326	59.59782	7.14341	0.24894	7.34192	10.18735
5.12089	21.34222	1.00000		71.30633	9.21267	1083.93248	6.36076	8.92041	57.41968	58.57351	4.63371	8.21445	58.61851	7.98612	0.14367	10.10003	4.08369
5.51324	-20.25333	1.00000	6.85802	-43.80139	4.76251	1198.77517	4.66031	9.89199	52.45969	95.23272	6.02664	7.04498	37.79767	7.94427	0.08548	7.01301	5.90876
-8.05260	3.02013	0.00000	7.38413	30.91105	9.73732	1161.45874	9.16180	6.97746	42.55883	39.67614	7.48861	6.85375	32.42456	7.92135	0.50460	12.04497	9.93576
15.24352	27.71809	1.00000	6.58855	-82.35176	3.82856	1174.78506	9.15461	3.71391	44.93183	36.71660	6.75068	6.82684	46.04492	7.59753	0.51774	6.93262	8.61501
6.96380	33.14447	0.00000	8.06991	47.3799	6.66237	1167.06573	9.65827	10.34579	42.87922	6.57523	6.92480	7.30962	44.91610	8.98079	0.76998	9.64464	7.94528
30.08151	39.71734	0.00000	9.10161	-74.96933	7.94805	1055.18886	10.45637	7.73399	40.49789	43.42368	4.04337	6.64777	35.96310	10.13542	1.66422	5.71971	9.20471
6.13965	53.53041	1.00000	8.12168	43.67663	7.39763	1117.75213	7.10481	7.80301	48.81350	41.31296	5.41115	8.30762	38.13234	7.79863	0.15352	10.49555	5.12882
-0.33461	26.68451	0.00000	9.14664	-80.66756	5.49175	1107.34820	5.96192	11.53467	40.51928	50.61188	2.91886	7.59302	25.46502	7.99820	0.07675	9.34650	8.46457
18.35724	53.49389	0.00000	8.56784	-1.29243	5.47886	1136.46631	10.22616	5.94738	36.90694	67.30965	4.82251	7.71717	42.25336	7.25552	1.32795	6.78989	9.04565
8.39530	-11.94306	0.00000	8.25095	-76.70944	8.97170	1180.76692	12.84310	7.68699	36.17713	26.73989	5.71370	6.32435	59.94432	7.76633	17.40132	7.25639	6.52255
5.78944	37.31065	1.00000	8.67054	13.57661	10.11733	1141.67277	5.55669	8.42814	60.10717	41.57750	9.22661	8.27057	58.07758	7.14498	0.06493	6.88990	4.26340
12.91096	50.09019	1.00000	8.71359	8.4493	10.62263	1152.56668	6.91075	10.79508	13.55829	41.02481	9.64432	8.09302	73.60797	7.44662	0.09148	7.21961	4.78082
-5.43482	29.98869	1.00000	6.85322	122.20488	9.38445	1176.12428	6.21487	8.49483	57.75935	76.88726	8.68715	6.99468	32.38571	8.24608		7.90737	6.30023
16.49623	51.44889	1.00000	6.98428	5.51978	6.14879	1074.13761	6.48037	10.04992	49.00458	35.61196	4.15284	9.30777	45.98352	8.22840	0.08787	8.28093	
-0.40492	48.49144	0.00000	7.01603	9.20427	5.69166	1115.80156	7.19964	4.89740	50.20319	66.94891	7.71370	8.07914	66.49448	8.19247	0.10918	5.35222	8.59085
14.09599	37.58105	1.00000	8.34899	29.26639	8.71335	1175.04939	5.96949	7.76555	53.30968	22.76952	5.35839	6.57677	34.92975	7.92849	0.07030	11.58623	4.56296
19.59398	-27.4338	1.00000	8.12156	-65.61427	9.02442	1169.66055	7.67162	8.41611	36.98171	67.61078	8.34091	7.06326	51.89687	6.73362	0.16796	8.86971	6.39582
26.17009	37.05944	0.00000	9.73974	37.3825	8.55943	1196.55359	7.74059	8.96942	36.33500	52.85842	5.93941	7.19581	53.89359	7.74938	0.18471	8.46668	9.20856
23.52612	6.8485	0.00000	7.88832	3.64633	6.38083	1102.23245	11.26277	6.59051	69.91034	56.41939	4.59833	6.88431	81.80059	7.03606	3.60055	7.12408	8.63012
-7.83681	56.56317	1.00000	7.96330	-2.58736	8.03051	1050.35587	6.47209	7.23629	49.50648	45.98654	8.04301	5.53650	56.32327	6.30577	0.14157	8.98213	8.29321
30.41473	-22.92306	1.00000	7.78058	-53.13722	8.81536	1197.34770	5.01761	7.24346	37.36676	62.34785	6.48379	8.12579	44.98847	6.75756	0.10055	11.31564	5.49464
2.46482	36.06386	0.00000	8.13270	4.62744	6.96935	1166.92442	9.23123	10.28429	53.45524	81.10035	6.50552	9.16528	51.49249	7.11545	0.53314	9.16707	7.80511
18.56360	53.7446	1.00000	7.17008	-0.33525	4.84608	1187.89813	5.63829	8.41346	55.52698	34.76690	4.17058	7.41573	42.84918	8.10356	0.10827	9.19338	4.55570
19.77821	6.46346	0.00000	7.20745	-2.31938	9.11555	1133.86462	8.39361	8.23010	36.59224	58.06816	4.84081	8.36999	36.85614	7.60699	0.30099	8.60913	9.32964
-2.47151	36.65	0.00000	6.12721	138.31667	8.84022	1050.98598	8.11353	8.33850	56.56483	53.76896	6.63109	9.39280	54.25357	7.56545	0.23447	10.42832	9.13320
13.99204	-22.92306	0.00000	6.58377	-53.13722	5.25707	1193.30110	10.11973	5.63208	55.67596	53.32224	6.24679	8.23604	53.05768	7.94374	1.19725	7.78421	8.48048
-5.52186	33.35283	1.00000	8.08929	-111.78903	9.32244	1099.38325	5.01634	10.51852	33.98082	39.97025	10.24458	8.39577	84.10818	8.05809	0.09777	7.89379	4.23070
16.47307	-20.87306	1.00000	9.49761	-48.29694	5.43681	1174.47169	5.47814	9.38963	60.23920	58.67106	5.90538	7.55553	65.99006	8.15488	0.10701	8.90667	7.63661
2.26240	40.58654	1.00000	7.78106	-122.39168	9.58891	1118.05161	5.33483	8.64652	46.73466	53.78235	9.20100	9.65552	48.31210	8.72440	0.09425	7.42048	5.43629
3.49989	34.75856	1.00000	8.85137	136.13108	6.49199	1098.08044	7.79408	7.02886	61.50341	43.40109	5.51822	5.82000	45.95235	7.02773	0.20435	8.99370	3.64587
17.23065	35.25064	1.00000	7.12101	-91.73625	10.75037	1066.08150	7.24856	11.13086	43.96251	38.53670	10.42667	6.77953	74.18528	7.70248	0.14416	6.30193	4.90133
5.96021	53.14657	1.00000	7.22302	140.72287	9.72528	1159.28232	7.09213	11.59113	23.48491	45.35348	10.24107	8.49696	55.03405	8.32155	0.11566	7.78648	5.47031
9.88792	10.10649	1.00000	6.82424	76.35484	9.63995	1123.07933	3.15133	6.93666	51.44423	50.15395	6.75047	6.89501	43.09018	7.03614	0.09748	12.70422	7.84998
17.52001	41.15376	0.00000	8.41232	-87.88754	6.90290	1199.28331	6.21360	9.87287	60.66644	64.46724	5.82767	7.09337	41.76378	5.12786	0.11659	13.01140	8.77113
-2.07421	40.24537	1.00000	5.96850	-75.64963	9.04520	1116.77351	3.89039	8.11482	37.40269	50.91107	8.52308	6.76811	56.06289	8.38732	0.10268	8.75094	4.44302
28.94128	37.08819	1.00000	6.17744	-8.2503	8.74062	1124.34634	5.93293	9.43821	59.78630	73.58874	8.29013	10.07290	33.31221	8.19280	0.09353	9.18240	7.11756
9.92653	44.99012	1.00000	8.37385	-123.02621	5.85312	1147.85118	8.38414	7.76221	41.61847	41.18501	5.25444	5.97928	82.26705	7.40388	0.27182	9.41644	5.09246
23.24546	36.76775	1.00000	8.63903	2.95924	8.37260	1177.34030	6.14042	6.98745	42.84960	63.51540	8.30068	7.50199	40.86186	6.63784	0.13351	8.71231	6.22565
34.22415	45.40008	1.00000	6.96590	-73.58248	7.91912	1179.53866	6.06849	8.54220	46.46375	26.88455	9.34047	7.38272	45.08813	7.83564	0.07388	9.64410	5.78583
28.53281	4.88441	0.00000	7.35254	101.96857	8.51282	1170.58583	7.10359	8.40979	45.50757	10.60110	5.63329	8.56212	83.45992	6.40294	0.11666	12.12920	9.04276
18.51831	40.82232	0.00000	6.86777	-74.15987	7.43857	1082.11374	8.40347	7.61053	55.17102	21.21594	5.44064	8.08344	27.10685	8.03430	0.28904	5.32299	9.02039
18.46970	4.88441	1.00000	8.44737	101.96857	8.57790	1181.97631	4.46836	7.08568	58.68752	42.70857	6.31996	7.91811	61.19257	7.76425	0.10651	10.05145	3.94889
10.31450	53.37596	0.00000	8.96339	51.3452	9.71101	1161.65334	8.31493	8.45085	62.81948	19.25477	5.35774	7.29126	53.47518	7.58941	0.29147	9.58936	9.92063
26.26791	44.22639	0.00000	7.26998	22.53083	7.59881	1112.86752	7.57885	9.88361	50.03375	37.13423	5.19414	7.76151	67.74106	8.09822	0.16925	9.70548	7.86730
9.10156	41.77583	0.00000	7.01240	140.73667	7.84757	1180.57841	8.21981	8.82427	63.37223	22.04392	7.30949	6.83452	49.29269	8.46845	0.22962	10.34271	8.13781
20.97214	9.15093	1.00000	9.16697	-79.62098	8.63109	1141.10265	7.08347	11.20516	40.65096	63.44278	10.97294	7.51027	35.43403	7.05332	0.14864	8.97323	4.27256
17.41737	26.68451	1.00000	7.15771	-80.66756	8.01188	1125.69974	5.87445	6.88436	69.99904		6.07516	7.58933	46.31856	7.25683	0.07747	10.69740	5.57688
24.99656	51.95838	1.00000	8.29099	4.47124	8.70595	1082.31278	5.58838	8.51945	47.91566	50.86426	8.75702	7.24175	64.80815	7.05836	0.11922	8.05900	7.08989
19.10395	33.95015	0.00000	7.98012	-118.03917	7.76241	1111.59464	9.28951	7.61960	41.35226	51.14351	5.02386	7.74428	53.72939	7.95472	0.57382	5.30204	8.74794
23.85608	43.71032	1.00000	5.67379	-1.05366	8.05956	1146.19383	8.09787	5.91961	75.72981	30.67959	6.30361	7.34821	46.45831	7.25466	0.19636	10.40742	5.78372
34.06588	28.98002	1.00000	7.08715	77.70636	4.84942	1106.67287	9.52337	4.85072	81.56971	61.18363	6.82186	6.08656	43.01572	7.37397	0.69446	9.74596	5.48518
6.68340	58.63667	1.00000	6.96178	59.80222	7.83412	1098.53661	0.97133	10.25627	52.76876	35.05284	4.73713	8.17739	45.59999	5.99120	0.09478	9.63784	6.51303
19.07189	15.5439		5.60277	73.7553	6.65715	1110.08070	9.32370	5.39043	56.43987	42.00766	7.47166	6.32654	39.93371	8.55337	0.57815	6.61385	8.14725
10.13019	42.4251	1.00000	7.32261	-71.06616	8.03419	1184.64648	3.01730	10.44892	38.23973	53.65272	2.46336	8.66324	89.74766	8.27546	0.04495	9.08574	3.86347
15.34503	35.61452	1.00000	8.90012	-88.81395	5.41022	1176.76275	4.55104	7.76175	40.46524	46.11311	6.19047	7.39151	76.29070	6.90429	0.06225	8.71386	6.40508
32.60794	50.75932	0.00000	7.62693	25.34244	4.01994	1127.75649	6.40673	5.14289	31.63677	53.58854	6.65387	8.70519	70.42635	6.13251	0.10658	5.82600	9.73913
13.67945	41.94175	0.00000	6.21591	123.50266	6.30942	1054.70659	7.27621	6.68015	45.67211	60.33845	9.43007	9.70196	52.17992	6.84974	0.11666	10.21905	7.20571
11.04248	51.20219	1.00000	6.99834	7.36027	7.06674	1101.30230	4.11819	8.20698	42.80739	45.65346	5.35251	6.97518	26.52493	6.46282	0.06374	10.84097	6.95424
-1.82756	25.13915	1.00000	6.80235	73.06784	3.35865	1177.77180	10.54292	7.90126	30.18372	59.53051	5.62787	6.47748	52.56692	7.95871	1.82402	8.03841	6.01315
10.12726	-27.50578	1.00000	5.38094	153.10236	5.03001	1174.97169	8.20723	8.75337	45.70247	36.33519	8.16186	8.24705	61.55904	6.16161	0.23173	7.77032	7.24910
16.85675	-5.85746	0.00000	7.54771	144.23058	6.71483	1189.32390	9.43134	6.48193	76.48853	53.32252	5.92855	7.54662	63.30347	6.01142	0.64849	6.18238	8.47420
10.05658	53.49389	0.00000	6.20426	-1.29243	6.64137	1153.74394	7.46259	9.95878	68.50886	44.73606	6.26634	7.84178	36.97094	5.78750	0.12696	9.59341	7.23384
19.03850	32.35126	1.00000	8.31230	-95.30106	3.47286	1085.55473	7.86654	8.74684	16.73221	19.84615	6.69866	6.50578	46.29010	7.16230	0.19796	6.99675	6.35933
22.27038	31.20176	0.00000	7.05351	29.91582	3.91767	1195.63199	6.80081	4.02583	54.40323	51.63192	6.52592	7.55148	47.35606	7.02752	0.11807	5.48352	10.11725
3.79026	55.67938	1.00000	7.87262	12.53463	5.87664	1141.48568	4.85982	10.61472	56.22343		5.98353	8.08550		8.44257	0.07213	7.55245	7.02259
10.52283	37.65181	1.00000	7.29379	120.33063	6.44147	1122.01970	6.00974	9.66101	26.07640	54.69542	4.81686	7.58261	70.39050	7.33923	0.05640	8.28441	4.52832
16.92747	38.06084	1.00000	6.47374	-97.92977	2.55139	1136.87575	7.69549	10.28506	49.41235	40.81748	6.85721	7.24740	44.63692	7.40933	0.19273	6.25659	7.13899
10.53182	11.8659	1.00000	6.78514	34.3869	8.86308	1064.85459	6.41560	8.54295	35.67596	51.67505	8.37381	7.46997	70.93957	6.44593	0.11321	8.36179	7.73688
0.76032	55.25	0.00000	6.04882	24.75	8.97160	1145.98908	9.72692	8.47849	38.14804	32.26217	6.56792	6.72619	46.68344	7.59684	0.81728	8.59128	9.01745
12.33343	43.4125	1.00000	6.69795	23.225	10.64627	1164.84866	7.20368	10.57888	40.66806	38.59017	10.14756	8.40983	59.78916	7.47978	0.14714	6.59529	4.21478
14.68136	13.70727	0.00000	6.24543	9.15013	6.94562	1080.28255	12.16899	5.90846	71.77595	53.58711	5.22941	8.05174	40.19577	7.54312	8.90251	7.33848	8.11583
21.50295	53.49389	1.00000	8.57882	-1.29243	9.76350	1144.75612	7.12405	7.52721	28.93012	52.29124	7.51521	8.12859	43.57556	7.91225	0.12095	8.55779	5.92559
17.29006	54.84444	0.00000	8.24133	38.16694	7.22703	1132.69992	7.76298	6.32660	72.30853	47.89301	7.11417	5.89020	54.87808	6.29480	0.20939	5.28303	8.67445
22.39212	51.88333	1.00000	6.53214	8.51667	7.96022	1099.31433	5.62640	7.45631	40.29014	69.06678	8.74118	7.90713	72.83204	8.43758	0.08263	9.37611	5.91136
9.89023	34.61667	0.00000	8.61230	135.6	6.75730	1112.05536	8.31606	6.81387	47.77688	56.45793	6.77561	8.46578	66.28919	6.49710	0.28884	6.29537	8.60771
5.05662	22.37066	1.00000	7.86289	114.10479	9.66914	1155.04151	6.60338	7.89115	42.87765	54.55245	8.80620	8.00800	47.62739	8.32886	0.11359	8.20399	4.38457
25.34009	33.14447	0.00000	6.57627	47.3799	7.48792	1122.37679	8.75873	9.87189	24.90143	39.30996	5.86764	6.84534	57.28918	8.71089	0.34191	7.90454	8.97454
13.50009	33.95015	0.00000	7.93272	-118.03917	6.33843	1157.92974	6.72722	11.15299	50.93996	49.09096	5.40103	10.04785	49.41389	6.41640	0.09843	6.86295	7.29279
13.20768	56.56317	1.00000	6.27409	-2.58736	8.14591	1155.83073	6.77417	7.52675	63.79005	43.51934	7.16076	9.15701	56.28513	4.97163	0.14196	9.48873	9.38559
20.63058	39.78504	0.00000	5.93603	-85.76942	6.89790	1123.81463	9.15067	6.03950	42.88479	49.80345	5.28201	6.08810	61.09139	7.17163	0.47740	4.92366	8.91834
17.95091	11.12018	0.00000	7.24631	76.11996	6.58944	1084.54084	6.03707	10.57180	32.97372	56.15583	5.12623	7.75228	51.78826	8.35520	0.09938	9.44032	7.07257
9.19057	11.8659	1.00000	7.35528	34.3869	6.56218	1097.40803	5.12478	10.80694	54.78620	40.42919	7.34132	8.32947	33.20352	8.46235	0.12313	7.53838	7.12236
-4.33839	40.93333	0.00000	9.14726	73	8.26753	1128.14077	8.72055	7.09885	42.77728	62.21697	5.95170	8.50716	73.71410	7.17119	0.39914	5.01963	9.01011
11.65016	46.08333	1.00000	7.65946	122.08333	9.35936	1093.00364	5.25335	9.83019	55.33543	58.69542	9.54719	7.63388	48.67228	8.04098	0.09180	7.56651	5.35765
17.07552	13.70727	0.00000	8.06306	9.15013	7.86775	1060.35000	10.23234	9.69524	13.70540	55.57900	8.07261	6.13560	58.77036	8.77861	1.35716	8.42048	7.78856
17.41685	26.91756	1.00000	5.94365	-82.07842	12.07372	1136.19797	8.51787	6.11681	40.08809	49.75984	6.30353	7.31217	63.27215	7.49486	0.33644	8.01080	9.17020
14.41829	52.31333	0.00000	7.13949	6.92917	9.06781	1141.20425	8.74741	8.82195	51.50434	19.25628	6.04364	5.33478	30.17215	4.46521	0.33977	7.40982	9.60875
6.45643	15.79408	0.00000	8.88963	104.1451	9.57932	1075.99561	9.18423	8.10940	43.52009	32.12479	6.03449	8.60909	49.36366	8.02783	0.53721	10.32536	9.88242
-2.68952	45.47885	0.00000	7.48497	133.42825	7.66692	1184.11676	7.72174	10.00424	78.05262	31.90725	5.40295	7.55360	42.88001	7.28837	0.17628	8.68941	8.14161
13.39010	21.53889	1.00000	7.01374	71.57737	6.09536	1066.20787	5.51575	6.89377	46.95161	70.35242	6.34077	5.58801	36.36255	8.42458	0.04912	10.06773	6.06531
14.88462	34.25628	0.00000	7.90235	-78.04471	6.59176	1195.07777	8.55558	4.27555	23.79039	64.03633	8.44695	8.51557	58.23081	6.74155	0.32089	5.89143	8.03255
18.63383	-37.88333	1.00000	8.55702	145.06667	8.41437	1128.07421	6.12393	8.52455	54.84336	28.13594	6.60739	9.13165	54.18045	6.91379	0.10625	9.74137	5.96203
22.93930	43.35071	1.00000	7.69133	46.10925	8.13301	1166.05553	4.84072	8.81485	67.44233	55.40285	5.84760	8.15211	38.70660	8.13638	0.07319	9.84011	6.15605
28.99252	54.60528	1.00000	6.71885	18.34717	8.46575	1136.10048	7.23090	7.57529	51.00252	31.68522	9.00530	7.85670	41.34993	6.19397	0.11693	8.80904	5.43521
3.09615	-34.88422	0.00000	6.74218	150.60036	5.78782	1065.39923	8.62914	6.23537	39.76143	24.29465	7.60460	7.21959	54.21154	6.34813	0.33571	7.71520	8.39782
14.33491	12.74409	0.00000	5.34086	-8.07257	7.16850	1056.41874	6.19366	6.18177	23.42035	53.67868	8.72031	5.80568	55.28113	10.01415	0.07970	5.33904	8.66497
1.45248	35.50056	0.00000	9.27159	117.63083	7.42259	1171.43141	8.01402	5.65458	40.37541	54.17884	8.00011	8.28571	34.92354	5.88044	0.21512	5.57034	8.38043
8.78633	41.72063	0.00000	8.08330	12.6723	9.66533	1156.86241	9.18232	8.97443	52.87111	67.55195	6.41069	7.85400	65.91464	7.57470	0.50139	5.58104	7.75684
13.83257	21.34222	0.00000	6.46954	71.30633	7.56723	1051.77254	10.69026	7.93985	45.01562	62.92342	4.37687	7.16405	66.45367	4.91602	2.08487	6.70846	9.03067
9.35813	22.37066	0.00000	8.09068	114.10479	11.19546	1070.02030	10.74615	6.80689	10.94245	49.39407	8.20069	9.81113	49.00304	6.97822	2.20317	7.44797	9.42866
19.69455	11.15583	1.00000	9.39893	42.7125	8.42026	1134.32242	9.88151	8.14846	55.99462	36.98842	6.23918	7.53915	57.87804	6.20116	0.99937	9.74557	5.89945
5.83262	53.37596	1.00000	6.62230	51.3452	6.32746	1170.73326	9.20475	5.60742	47.28417	54.65972	7.10904	7.77904	54.08450	6.10328	0.48115	10.19056	6.65103
29.39182	36	0.00000	7.16373	139.55722	10.40832	1114.72524	11.59117	8.23442	46.57088	68.04511	7.64331	8.47335	72.93340	7.18730	5.00566	5.85259	9.96109
30.34649	10.10649	0.00000	7.40807	76.35484	6.30455	1163.80135	7.09778	10.61284	35.08932	38.91583	5.10702	8.06942	32.16305	8.09121	0.15191	11.75262	7.56663
5.67780	52.4581	1.00000	8.96222	13.28702	4.61552	1160.97119	6.94199	9.44926	40.07258	45.53135	6.78320	8.28718	55.80417	7.94948	0.10992	8.65260	8.51546
45.17782	42.52787	1.00000	6.88011	-70.92866	7.90301	1165.53374	6.06185	9.53986	44.07301	37.54317	8.99932	7.57883	54.56955	8.99988	0.10129	9.99192	6.64992
7.68026	35.25064	0.00000	7.12734	-91.73625	7.08386	1106.12995	8.64570	5.48129	48.81525	42.06639	8.63369	8.31268	42.80749	9.71456	0.30381	6.43795	7.45813
-8.54678	37.52487	1.00000	7.98317	-77.55777	4.95966	1100.55551	7.86838	9.05512	50.77604	43.95441	5.33983	8.79641	51.32608	8.74340	0.21411	7.59232	5.12685
36.31298	51.08468	1.00000	8.14129	7.11393	6.82598	1061.74218	7.09577	8.53475	60.12549	49.86929	4.56169	8.66702	45.10745	7.71589	0.13483	9.61537	5.34866
-6.45820	45.40008	1.00000	7.82395	-73.58248	8.23168	1171.82137	7.71580	7.58817	54.72004	59.91911	8.63845	7.92047	47.78484	6.12678	0.23007	8.88020	7.03481
18.72922	-17.74431	1.00000	7.63699	-48.62789	8.28224	1162.78853	5.41502	7.70719	54.27860	41.15109	5.34702	7.77253	55.84986	7.10261	0.08580	11.47414	5.03178
-5.11853	40.94065	1.00000	7.92588	-73.99681	7.87543	1112.45974	5.46439	8.91335	34.28253	38.76277	7.63230	6.20050	35.51447	7.52839	0.06843	10.05493	8.76425
7.94975	15.73628	0.00000	9.18240	75.96976	6.51628	1138.87185	9.17798	6.64920	52.24195	55.02231	5.67667	7.84222	58.77205	7.88577	0.53668	5.99238	8.55686
0.45564	37.58105	1.00000	5.72575	29.26639	1.42362	1136.57921	7.62577	10.70053	64.42570	34.26621	8.35870	7.63061	47.78114	7.26818	0.18149	5.68110	9.23503
5.26582	11.50526	1.00000	9.33152	77.23826	8.78104	1139.14873	6.62769	8.78609	55.19957	30.35581	9.75870	8.35306	64.38246	8.69411	0.08324	8.87402	3.76137
-1.88372	45.9836	0.00000	8.91092	12.70038	6.19594	1103.11804	3.65310	9.51734	54.36600	38.34524	7.12100	7.20654	50.17158	6.42006	0.07399	8.80380	7.98256
-0.00301	26.76628	0.00000	7.91674	83.36889	7.83002	1096.85523	5.59917	9.24510	36.60714	17.06840	5.96861	6.74531	45.67449	8.42487	0.10424	11.14729	6.64089
14.95482	53.59782	1.00000	8.63827	34.33825	6.93432	1135.42036	5.14709	8.35155	56.84506	47.26678	6.56204	8.05009	46.05857	7.40930	0.07852	9.40641	6.77651
