revision	station	QoS	latitude	location	longitude
2019-01-14	Karbala	maintenance	32.61603	Asia/Baghdad	44.02488
2015-01-11	Gaya	average	11.86064	Africa/Lagos	9.0027
2016/08/19	Carnegie	excellent	-37.88333	Australia/Melbourne	145.06667
2016/05/22	Hechingen	accep	48.35149	Europe/Berlin	8.96317
05 Sep 2019	Okegawa	building	36	Asia/Tokyo	139.55722
30 Dec 2016	Kitgum	good	3.27833	Africa/Kampala	32.88667
01/10/2018, 00:00:00	Gorakhpur	maintenance	26.76628	Asia/Kolkata	83.36889
2017/04/18	Lymington	building	50.75767	Europe/London	-1.5443
2018-03-20	Quimper	average	48	Europe/Paris	-4.1
06/18/2014, 00:00:00	Hongseong	building	36.6009	Asia/Seoul	126.665
09 Mar 2016	Claremont	accep	34.09668	America/Los_Angeles	-117.71978
19 Apr 2013	Changzhi	accep	35.20889	Asia/Shanghai	111.73861
27 Nov 2017	Itaperuna	excellent	-21.205	America/Sao_Paulo	-41.88778
2021-02-19	Castelfranco Emilia	accep	44.59445	Europe/Rome	11.04979
2018/11/17	Mount Hagen	average	-5.85746	Pacific/Port_Moresby	144.23058
08 Apr 2018	Montecchio Maggiore-Alte Ceccato	good	45.50369	Europe/Rome	11.412
2014-05-27	Yonkers	accep	40.93121	America/New_York	-73.89875
01/10/2020, 00:00:00	Bryn Mawr-Skyway	good	47.4943	America/Los_Angeles	-122.24092
02 Jun 2022	Vienne	accep	45.51667	Europe/Paris	4.86667
07/31/2021, 00:00:00	Kirchlengern	average	52.2	Europe/Berlin	8.63333
18 Jan 2022	Bourbonnais	good	41.15376	America/Chicago	-87.88754
2014-03-11	Longgang	average	37.65181	Asia/Shanghai	120.33063
2013/06/13	Pottstown	average	40.24537	America/New_York	-75.64963
2015/09/08	Lille	accep	51.24197	Europe/Brussels	4.82313
10/08/2014, 00:00:00	Carindale	average	-27.50578	Australia/Brisbane	153.10236
2021/08/07	Chiguayante	average	-36.9256	America/Santiago	-73.02841
10 Sep 2022	Saraktash	good	51.78771	Asia/Yekaterinburg	56.36091
08 Oct 2013	Danilov	excellent	58.1908	Europe/Moscow	40.17171
06 Jan 2020	les Escaldes	good	42.50729	Europe/Andorra	1.53414
2022-05-20	Yao	accep	34.61667	Asia/Tokyo	135.6
2015/08/18	Jumilla	good	38.47917	Europe/Madrid	-1.325
2020/12/15	Novogrudok	building	53.5942	Europe/Minsk	25.8191
27 Jan 2017	Boyeros	average	23.0072	America/Havana	-82.4017
01/22/2016, 00:00:00	Bhit Shah	acceptable	25.80565	Asia/Karachi	68.49143
2013-01-26	Hardenberg	average	52.57583	Europe/Amsterdam	6.61944
2021/04/19	Carlsbad	excellent	32.42067	America/Denver	-104.22884
2017/07/31	Paoy Paet	average	13.65805	Asia/Phnom_Penh	102.56365
2020/05/09	Tandil	excellent	-37.32167	America/Argentina/Buenos_Aires	-59.13316
2014/08/13	Veracruz	building	8.88988	America/Panama	-79.62603
2022/03/21	Burgos	good	15.72892	Asia/Manila	120.57224
2019/01/27	Jalal-Abad	average	40.93333	Asia/Bishkek	73
12 Nov 2019	Vitebsk	good	55.1904	Europe/Minsk	30.2049
2015-07-30	Fontenay-aux-Roses	building	48.79325	Europe/Paris	2.29275
2017/06/16	Cibinong	good	-6.48167	Asia/Jakarta	106.85417
2021/06/15	Gisborne	accep	-38.65333	Pacific/Auckland	178.00417
2018-09-23	Qadirpur Ran	accep	30.29184	Asia/Karachi	71.67164
2017/02/14	Claremont	average	34.09668	America/Los_Angeles	-117.71978
2019/04/16	Leteri	average	24.05979	Asia/Kolkata	77.40858
01/30/2016, 00:00:00	Tver	good	56.85836	Europe/Moscow	35.90057
06/28/2017, 00:00:00	Dawei	average	14.0823	Asia/Yangon	98.19151
18 May 2017	San Juan de Aznalfarache	good	37.35813	Europe/Madrid	-6.03731
2017/12/05	Haicheng	good	40.85158	Asia/Shanghai	122.74754
11/26/2019, 00:00:00	Maliana	excellent	-8.99167	Asia/Dili	125.21972
2012/11/06	Barra dos Coqueiros	maintenance	-10.90889	America/Maceio	-37.03861
08 Mar 2020	Tonga	good	4.96667	Africa/Douala	10.7
2014/08/18	Ariccia	accep	41.72063	Europe/Rome	12.6723
2016/03/29	Negotin	excellent	44.22639	Europe/Belgrade	22.53083
16 Feb 2020	Sceaux	good	48.77644	Europe/Paris	2.29026
24 Nov 2014	Iron River	maintenance	46.09273	America/Menominee	-88.64235
2018/04/01	Gajendragarh	building	15.73628	Asia/Kolkata	75.96976
11/01/2021, 00:00:00	Dumont	average	40.94065	America/New_York	-73.99681
06/17/2016, 00:00:00	Athlone	average	53.43333	Europe/Dublin	-7.95
15 Feb 2021	Clermont	good	28.54944	America/New_York	-81.77285
07/03/2018, 00:00:00	Narva	maintenance	59.37722	Europe/Tallinn	28.19028
2015/09/21	Beni Khiar	excellent	36.46917	Africa/Tunis	10.78222
04/10/2016, 00:00:00	Usagara	accep	-2.68333	Africa/Dar_es_Salaam	33
03/14/2014, 00:00:00	Estelle	excellent	29.84576	America/Chicago	-90.10674
22 Dec 2015	Tarakan	good	3.31332	Asia/Makassar	117.59152
2017-11-20	Toba	accep	34.4833	Asia/Tokyo	136.84186
12/20/2017, 00:00:00	Corralillo	accep	22.98212	America/Havana	-80.58556
2013/07/14	Novelda	excellent	38.38479	Europe/Madrid	-0.76773
2022-09-02	Jiangyan	building	32.50611	Asia/Shanghai	120.14278
2018/08/19	Clermont	good	28.54944	America/New_York	-81.77285
2022/05/01	Loanda	average	-22.92306	America/Sao_Paulo	-53.13722
02/27/2014, 00:00:00	Aguadilla	excellent	18.42745	America/Puerto_Rico	-67.15407
2022/05/16	Searcy	excellent	35.25064	America/Chicago	-91.73625
2018-12-20	Lille	excellent	51.24197	Europe/Brussels	4.82313
06/02/2020, 00:00:00	Lille	good	51.24197	Europe/Brussels	4.82313
2015-04-14	Burscheid	maintenance	51.08468	Europe/Berlin	7.11393
2013-11-11	Casa Blanca	average	19.04222	America/Mexico_City	-98.11889
2016/05/15	Paidha	accep	2.41669	Africa/Kampala	30.98551
12 Jan 2020	Bar-le-Duc	average	48.77275	Europe/Paris	5.16108
24 Nov 2018	Glendale	good	34.14251	America/Los_Angeles	-118.25508
2018-04-03	Frankston South	average	-38.16604	Australia/Melbourne	145.13643
01/08/2016, 00:00:00	Beryozovsky	accep	56.9083	Asia/Yekaterinburg	60.8019
2020/02/10	Manjeri	good	11.12018	Asia/Kolkata	76.11996
08/12/2021, 00:00:00	Tsuen Wan	accep	22.37066	Asia/Hong_Kong	114.10479
2013/02/14	Mampong	excellent	7.06273	Africa/Accra	-1.4001
12/20/2014, 00:00:00	Liaoyang	excellent	41.27194	Asia/Shanghai	123.17306
2020-04-21	Alwaye	average	10.10649	Asia/Kolkata	76.35484
11/01/2012, 00:00:00	Sungurlu	acceptable	40.1675	Europe/Istanbul	34.37389
2018-05-18	Skalica	average	48.8449	Europe/Bratislava	17.22635
06 Oct 2016	Sharypovo	maintenance	55.54028	Asia/Krasnoyarsk	89.20083
28 Oct 2014	Stupino	good	54.90083	Europe/Moscow	38.07083
2016/09/11	San Gabriel	good	34.09611	America/Los_Angeles	-118.10583
12/04/2012, 00:00:00	Dehiwala-Mount Lavinia	building	6.84019	Asia/Colombo	79.87116
2021-03-20	Neuburg an der Donau	excellent	48.73218	Europe/Berlin	11.18709
2019-11-13	Riverbank	good	37.73604	America/Los_Angeles	-120.93549
2014/01/09	Catania	excellent	37.49223	Europe/Rome	15.07041
2022/04/20	Shreveport	excellent	32.52515	America/Chicago	-93.75018
18 Nov 2019	Scottsdale	good	33.50921	America/Phoenix	-111.89903
2022/09/27	Sonzacate	good	13.73417	America/El_Salvador	-89.71472
2021-05-20	Fort Washington	good	38.70734	America/New_York	-77.02303
08 Jun 2017	Ushuaia	excellent	-54.8	America/Argentina/Ushuaia	-68.3
08 Mar 2020	Kidodi	accep	-7.60361	Africa/Dar_es_Salaam	37.00438
15 Sep 2021	Cordenons	building	45.9836	Europe/Rome	12.70038
31 Jul 2020	Calangute	maintenance	15.5439	Asia/Kolkata	73.7553
06 Jun 2019	Huangshi	excellent	30.24706	Asia/Shanghai	115.04814
09/21/2022, 00:00:00	Yenagoa	accep	4.92675	Africa/Lagos	6.26764
03/22/2016, 00:00:00	Losheim	building	49.5099	Europe/Berlin	6.74549
31 Aug 2016	Santa Cruz de Barahona	excellent	18.20854	America/Santo_Domingo	-71.10077
11/16/2012, 00:00:00	Oktyabr’skiy	good	54.48147	Asia/Yekaterinburg	53.47103
2013/09/25	Rajaori	average	33.37526	Asia/Kolkata	74.3092
10/15/2014, 00:00:00	Madrid	average	4.73245	America/Bogota	-74.26419
2014/09/26	Kati	excellent	12.74409	Africa/Bamako	-8.07257
2018-01-06	Puducherry	building	11.93381	Asia/Kolkata	79.82979
23 Dec 2021	'Ali Sabieh	good	11.15583	Africa/Djibouti	42.7125
05 May 2022	Mexborough	accep	53.49389	Europe/London	-1.29243
02/23/2013, 00:00:00	Argungu	maintenance	12.74482	Africa/Lagos	4.52514
11 Jan 2017	Bang Ban	average	14.37395	Asia/Bangkok	100.48528
2015/09/26	Gingee	building	12.25282	Asia/Kolkata	79.41727
2015/11/24	Lesozavodsk	good	45.47885	Asia/Vladivostok	133.42825
10/19/2020, 00:00:00	Haldwani	average	29.22254	Asia/Kolkata	79.5286
2014-01-06	Pointe-Claire	excellent	45.44868	America/Toronto	-73.81669
21 Sep 2014	Oberhausen	maintenance	51.47805	Europe/Berlin	6.8625
2021/06/14	Lebanon	good	39.43534	America/New_York	-84.20299
2019-03-21	Larkana	good	27.55898	Asia/Karachi	68.21204
11/05/2012, 00:00:00	Jizzax	excellent	40.11583	Asia/Samarkand	67.84222
08/29/2014, 00:00:00	Radevormwald	average	51.20219	Europe/Berlin	7.36027
01/14/2013, 00:00:00	Segundo Ensanche	good	42.8139	Europe/Madrid	-1.64295
2017/11/24	Sathyamangalam	good	11.50526	Asia/Kolkata	77.23826
08/18/2021, 00:00:00	Lower Earley	good	51.42708	Europe/London	-0.91979
08 Jan 2015	Villabate	excellent	38.07789	Europe/Rome	13.44275
2022/08/06	Agrigento	accep	37.31065	Europe/Rome	13.57661
2017/07/29	Espoo	excellent	60.2052	Europe/Helsinki	24.6522
06/20/2015, 00:00:00	Reus	average	41.15612	Europe/Madrid	1.10687
2021/09/03	Madhipura	maintenance	25.92127	Asia/Kolkata	86.79271
2022/04/13	Kulai	average	1.6561	Asia/Kuala_Lumpur	103.6032
23 Nov 2012	Masbate	excellent	12.37169	Asia/Manila	123.62494
2019/02/16	Yeysk	average	46.7055	Europe/Moscow	38.2739
03 Jan 2019	Venice	average	27.09978	America/New_York	-82.45426
12/18/2017, 00:00:00	Belper	average	53.0233	Europe/London	-1.48119
11 Aug 2019	Zhoushan	excellent	29.98869	Asia/Shanghai	122.20488
2016-11-09	Volla	excellent	40.87363	Europe/Rome	14.34085
09 May 2020	Hoxtolgay	building	46.51872	Asia/Urumqi	86.00214
19 May 2016	Shepetivka	accep	50.18545	Europe/Kiev	27.06365
2018/04/05	Bonoua	maintenance	5.27247	Africa/Abidjan	-3.59625
2020-08-10	Kendall	excellent	25.67927	America/New_York	-80.31727
2019-04-08	Belle Glade	maintenance	26.68451	America/New_York	-80.66756
24 May 2013	Novosilikatnyy	accep	53.30972	Asia/Barnaul	83.62389
26 Feb 2016	Ustka	average	54.58048	Europe/Warsaw	16.86194
03/19/2017, 00:00:00	Friedberg	average	48.35693	Europe/Berlin	10.98461
21 Oct 2016	Tadmur	accep	34.5624	Asia/Damascus	38.28402
01/10/2022, 00:00:00	Catania	average	37.49223	Europe/Rome	15.07041
20 Aug 2016	Gembloux	excellent	50.56149	Europe/Brussels	4.69889
2017/03/13	Vught	maintenance	51.65333	Europe/Amsterdam	5.2875
2015/10/02	Nkpor	average	6.15038	Africa/Lagos	6.83042
08/29/2022, 00:00:00	Pedro II	maintenance	-4.42472	America/Fortaleza	-41.45861
2017-02-06	Danilov	accep	58.1908	Europe/Moscow	40.17171
2016/06/16	Pujali	maintenance	22.4711	Asia/Kolkata	88.1453
2018-12-23	San Carlos	maintenance	8.79577	America/Bogota	-75.69947
2013-07-14	Verl	good	51.88333	Europe/Berlin	8.51667
2020/09/02	Croix-des-Bouquets	accep	18.57677	America/Port-au-Prince	-72.22625
2016-04-14	Belper	good	53.0233	Europe/London	-1.48119
11 Jul 2020	Ulanhot	average	46.08333	Asia/Shanghai	122.08333
2016-06-10	Searcy	accep	35.25064	America/Chicago	-91.73625
2019-02-25	Tucano	accep	-10.95817	America/Bahia	-38.79084
10 Apr 2022	Kaukauna	accep	44.27804	America/Chicago	-88.27205
2020/04/05	Nowshahr	average	36.64852	Asia/Tehran	51.49621
2016-12-19	Yashkino	average	55.8736	Asia/Novokuznetsk	85.4265
2020-01-03	Paidha	accep	2.41669	Africa/Kampala	30.98551
13 Nov 2015	Greenfield	average	39.78504	America/Indiana/Indianapolis	-85.76942
2022-06-15	Nova Xavantina	good	-14.66463	America/Cuiaba	-52.35558
22 Nov 2012	Tebingtinggi	accep	3.3285	Asia/Jakarta	99.1625
11/16/2016, 00:00:00	Aloha	average	45.49428	America/Los_Angeles	-122.86705
2021/04/10	Zaysan	average	47.46657	Asia/Almaty	84.87144
2022/02/09	Gronau	building	52.21099	Europe/Berlin	7.02238
08/29/2021, 00:00:00	Boo	accep	59.33333	Europe/Stockholm	18.28333
05 Feb 2015	Belle Glade	good	26.68451	America/New_York	-80.66756
2016-12-07	Ajdabiya	average	30.75545	Africa/Tripoli	20.22625
2022-02-18	Rixensart	good	50.71229	Europe/Brussels	4.52529
2015-07-26	Palafrugell	average	41.91738	Europe/Madrid	3.1631
2012-11-26	Shepetivka	average	50.18545	Europe/Kiev	27.06365
2020/11/18	Boli	excellent	45.75279	Asia/Shanghai	130.57211
2020/12/11	Gilbert	building	33.35283	America/Phoenix	-111.78903
06/29/2022, 00:00:00	Kachkanar	good	58.7002	Asia/Yekaterinburg	59.4839
2022/02/20	Ulanhot	average	46.08333	Asia/Shanghai	122.08333
2015/06/09	Sceaux	excellent	48.77644	Europe/Paris	2.29026
2014-06-25	Gariadhar	excellent	21.53889	Asia/Kolkata	71.57737
06 Nov 2018	Ariccia	accep	41.72063	Europe/Rome	12.6723
30 Dec 2014	Caravaca	accep	38.10558	Europe/Madrid	-1.86343
2016-09-29	Nanpiao	maintenance	41.09822	Asia/Shanghai	120.74792
2013-06-01	Tupiza	accep	-21.44345	America/La_Paz	-65.71875
04/09/2018, 00:00:00	Zhoushan	good	29.98869	Asia/Shanghai	122.20488
2013/01/24	Pune	average	18.51957	Asia/Kolkata	73.85535
2012/12/07	Novopavlovsk	excellent	43.96222	Europe/Moscow	43.63417
2019/03/14	Sainte-Catherine	average	45.40008	America/Toronto	-73.58248
12/13/2016, 00:00:00	Cowes	accep	50.76306	Europe/London	-1.29772
2019/12/04	Gavrilov-Yam	accep	57.30185	Europe/Moscow	39.85331
2019-01-28	Aytos	excellent	42.7	Europe/Sofia	27.25
10/30/2018, 00:00:00	Veracruz	average	8.88988	America/Panama	-79.62603
2020/05/24	Corralillo	good	22.98212	America/Havana	-80.58556
2019/01/16	Athlone	accep	53.43333	Europe/Dublin	-7.95
13 May 2019	Aykhal	average	65.93381	Asia/Yakutsk	111.4834
2016/02/03	Agrigento	building	37.31065	Europe/Rome	13.57661
2013-06-19	Dumont	accep	40.94065	America/New_York	-73.99681
2017/05/11	Mexborough	accep	53.49389	Europe/London	-1.29243
2020-05-27	Valletta	good	35.89972	Europe/Malta	14.51472
2019-11-22	Naushahra Virkan	average	31.96258	Asia/Karachi	73.97117
08/05/2015, 00:00:00	Itabirito	good	-20.25333	America/Sao_Paulo	-43.80139
2022-03-17	Athlone	average	53.43333	Europe/Dublin	-7.95
03 Jul 2016	Saratoga Springs	excellent	40.34912	America/Denver	-111.90466
02 Oct 2020	Poulton-le-Fylde	good	53.83333	Europe/London	-2.98333
07/15/2020, 00:00:00	Juhaynah	building	26.67319	Africa/Cairo	31.4976
2016-06-06	Jerada	good	34.31	Africa/Casablanca	-2.16
2021/06/29	Chillum	accep	38.96372	America/New_York	-76.99081
2020/07/31	Aberdeen	accep	57.14369	Europe/London	-2.09814
2017-08-04	Gainsborough	building	53.38333	Europe/London	-0.76667
2019/12/03	Kafanchan	excellent	9.58126	Africa/Lagos	8.2926
01/13/2014, 00:00:00	Zhuangyuan	accep	37.30553	Asia/Shanghai	120.82747
2016-10-22	Lille	excellent	51.24197	Europe/Brussels	4.82313
2019/01/10	Nanpiao	accep	41.09822	Asia/Shanghai	120.74792
06 Aug 2020	Jocotepec	maintenance	20.28527	America/Mexico_City	-103.42897
2017-06-24	Kherson	excellent	46.65581	Europe/Kiev	32.6178
2014/06/14	Burgos	good	15.72892	Asia/Manila	120.57224
2018/11/14	Penzance	excellent	50.11861	Europe/London	-5.53715
2019/06/08	Jackson	excellent	35.61452	America/Chicago	-88.81395
09/30/2015, 00:00:00	Yeysk	average	46.7055	Europe/Moscow	38.2739
2013/04/08	Simpang	building	-1.26424	Asia/Jakarta	104.09701
17 Jun 2018	Mokopane	excellent	-24.19436	Africa/Johannesburg	29.00974
12 Sep 2013	Fairview Heights	accep	38.58894	America/Chicago	-89.99038
03 Oct 2017	Meizhou	good	24.28859	Asia/Shanghai	116.11768
2020-12-08	Sorsogon	building	12.97389	Asia/Manila	123.99333
21 Jan 2013	Guli	excellent	28.88162	Asia/Shanghai	120.03308
2015/03/13	Kundla	accep	21.34222	Asia/Kolkata	71.30633
2013-11-06	Kamakura	excellent	35.30889	Asia/Tokyo	139.55028
2015-10-05	Longgang	accep	37.65181	Asia/Shanghai	120.33063
12 Sep 2013	Keizer	good	44.99012	America/Los_Angeles	-123.02621
2021-12-13	Daud Khel	average	32.87533	Asia/Karachi	71.57118
02/27/2018, 00:00:00	Zeist	accep	52.09	Europe/Amsterdam	5.23333
26 Sep 2018	Glendale	excellent	34.14251	America/Los_Angeles	-118.25508
08/20/2018, 00:00:00	Rhosllanerchrugog	average	53.00974	Europe/London	-3.05814
2016/05/17	Afragola	accep	40.92298	Europe/Rome	14.30935
01/25/2013, 00:00:00	Hermsdorf	accep	52.61131	Europe/Berlin	13.31783
13 Dec 2014	Soure	average	-0.71667	America/Belem	-48.52333
2021/10/25	Kaukauna	accep	44.27804	America/Chicago	-88.27205
03/04/2020, 00:00:00	Meizhou	average	24.28859	Asia/Shanghai	116.11768
2016/05/28	Indio	average	33.7207	America/Los_Angeles	-116.21677
2013/12/20	Buynaksk	good	42.819	Europe/Moscow	47.1192
2018-10-20	Baliuag	average	14.95472	Asia/Manila	120.89694
2016/02/05	Neuburg an der Donau	average	48.73218	Europe/Berlin	11.18709
12 Apr 2015	Gonesse	accep	48.98693	Europe/Paris	2.44892
2014/07/02	Hoogezand	accep	53.16167	Europe/Amsterdam	6.76111
04 Mar 2022	Aurora	accep	39.72943	America/Denver	-104.83192
06/12/2018, 00:00:00	Bhuban	excellent	20.88197	Asia/Kolkata	85.83334
2014-08-17	Pontevedra	excellent	-34.74785	America/Argentina/Buenos_Aires	-58.70072
2019/05/03	Guapimirim	average	-22.53722	America/Sao_Paulo	-42.98194
08/07/2014, 00:00:00	Shagamu	maintenance	6.8485	Africa/Lagos	3.64633
09 Oct 2013	Espoo	maintenance	60.2052	Europe/Helsinki	24.6522
05 May 2017	Isfahan	maintenance	32.65246	Asia/Tehran	51.67462
27 Nov 2018	Osmanabad	good	18.18158	Asia/Kolkata	76.03889
2015/01/08	Arles	accep	43.67681	Europe/Paris	4.63031
2014-04-27	Artsyz	good	45.99194	Europe/Kiev	29.41824
06/23/2022, 00:00:00	Mount Hagen	building	-5.85746	Pacific/Port_Moresby	144.23058
04/20/2018, 00:00:00	Smolyan	excellent	41.57439	Europe/Sofia	24.71204
2015/03/12	Lodwar	accep	3.11988	Africa/Nairobi	35.59642
2014-05-04	Kashira	good	54.84444	Europe/Moscow	38.16694
12 Feb 2015	Belle Glade	good	26.68451	America/New_York	-80.66756
01/02/2018, 00:00:00	Likhobory	accep	55.85	Europe/Moscow	37.56667
14 May 2017	Yauco	accep	18.03496	America/Puerto_Rico	-66.8499
11/21/2019, 00:00:00	Visitacion Valley	average	37.71715	America/Los_Angeles	-122.40433
2018-08-25	Honda	building	5.20856	America/Bogota	-74.73584
08/27/2015, 00:00:00	Tyoply Stan	good	55.62047	Europe/Moscow	37.49338
27 Sep 2012	Sukabumi	average	-6.91806	Asia/Jakarta	106.92667
10 Jul 2015	Reda	accep	54.60528	Europe/Warsaw	18.34717
30 Sep 2013	Tarkwa	good	5.30383	Africa/Accra	-1.98956
2015/01/27	Norfolk County	average	42.8334	America/Toronto	-80.38297
07/22/2014, 00:00:00	Danilov	average	58.1908	Europe/Moscow	40.17171
2016/02/11	Tortona	good	44.89784	Europe/Rome	8.86374
2016/08/08	Itabirito	accep	-20.25333	America/Sao_Paulo	-43.80139
01/23/2015, 00:00:00	Saint-Omer	building	50.75	Europe/Paris	2.25
2022-02-08	Tianfu	building	37.19723	Asia/Shanghai	122.05228
2012/12/22	Muncar	average	-8.43333	Asia/Jakarta	114.33333
2013/09/27	Westchester	good	41.85059	America/Chicago	-87.882
19 Jan 2019	Lutsk	accep	50.75932	Europe/Kiev	25.34244
2016-09-09	Burscheid	accep	51.08468	Europe/Berlin	7.11393
10/14/2015, 00:00:00	Lille	building	51.24197	Europe/Brussels	4.82313
06 Apr 2020	Ghat	good	24.96334	Africa/Tripoli	10.18003
05/25/2022, 00:00:00	Hutchinson	good	38.06084	America/Chicago	-97.92977
01/09/2016, 00:00:00	Bogovinje	good	41.92361	Europe/Skopje	20.91361
06/23/2016, 00:00:00	Moga	good	30.81383	Asia/Kolkata	75.16878
06/11/2022, 00:00:00	Bergama	excellent	39.12074	Europe/Istanbul	27.18052
08/07/2015, 00:00:00	Yangambi	maintenance	0.76755	Africa/Lubumbashi	24.43973
23 Feb 2020	Pandua	excellent	23.07492	Asia/Kolkata	88.28637
2020-04-24	Hrazdan	maintenance	40.49748	Asia/Yerevan	44.7662
11/22/2017, 00:00:00	Udumalaippettai	excellent	10.58806	Asia/Kolkata	77.24779
2020/02/20	Leyland	excellent	53.69786	Europe/London	-2.68758
2020/06/08	Kashira	excellent	54.84444	Europe/Moscow	38.16694
27 Jul 2021	Recodo	average	6.95194	Asia/Manila	121.96361
03 Oct 2016	Murray	building	36.61033	America/Chicago	-88.31476
29 Jul 2016	Port of Spain	accep	10.66668	America/Port_of_Spain	-61.51889
2014/04/21	Vahdat	accep	38.55632	Asia/Dushanbe	69.01354
15 May 2019	Hakodate	maintenance	41.77583	Asia/Tokyo	140.73667
2016-01-30	North Tustin	maitennce	33.76446	America/Los_Angeles	-117.79394
01/15/2019, 00:00:00	Same	building	-4.06667	Africa/Dar_es_Salaam	37.73333
06 Jan 2019	Mampong	accep	7.06273	Africa/Accra	-1.4001
08 Aug 2022	Carlos Barbosa	good	-29.2975	America/Sao_Paulo	-51.50361
09/07/2016, 00:00:00	Fort Washington	excellent	38.70734	America/New_York	-77.02303
24 Feb 2014	Ueno-ebisumachi	accep	34.75856	Asia/Tokyo	136.13108
11/07/2016, 00:00:00	Tudela	accep	42.06166	Europe/Madrid	-1.60452
2014-06-02	Lutz	accep	28.15112	America/New_York	-82.46148
2014/05/19	Periyakulam	maintenance	10.12268	Asia/Kolkata	77.54372
07/25/2019, 00:00:00	Baki	accep	9.89206	Africa/Mogadishu	43.38531
2022/01/26	Paoy Paet	good	13.65805	Asia/Phnom_Penh	102.56365
2017-05-02	Burscheid	good	51.08468	Europe/Berlin	7.11393
2018/07/25	Xinzhou	accep	38.40917	Asia/Shanghai	112.73333
2018/11/26	Heroica Matamoros	good	25.87972	America/Matamoros	-97.50417
09 Feb 2018	Likhobory	accep	55.85	Europe/Moscow	37.56667
10 Jan 2015	Minas de Marcona	accep	-15.21194	America/Lima	-75.11028
04/01/2013, 00:00:00	Zhuangyuan	good	37.30553	Asia/Shanghai	120.82747
02 Apr 2014	Silvan	average	38.13708	Europe/Istanbul	41.00817
04/03/2018, 00:00:00	Arles	accep	43.67681	Europe/Paris	4.63031
2014-11-01	Huangshi	accep	30.24706	Asia/Shanghai	115.04814
2012/10/26	Le Chesnay	excellent	48.8222	Europe/Paris	2.12213
19 Sep 2022	Ustka	average	54.58048	Europe/Warsaw	16.86194
13 Aug 2019	Valday	excellent	57.97472	Europe/Moscow	33.2525
05/14/2021, 00:00:00	Belle Glade	average	26.68451	America/New_York	-80.66756
18 Jul 2013	Eastwood	maintenance	-33.79176	Australia/Sydney	151.08057
31 Aug 2020	Pontevedra	accep	-34.74785	America/Argentina/Buenos_Aires	-58.70072
2013-06-15	Bothell West	good	47.80527	America/Los_Angeles	-122.24064
2016-06-20	Thomasville	accep	35.88264	America/New_York	-80.08199
26 Sep 2014	West Des Moines	accep	41.57721	America/Chicago	-93.71133
2020-01-30	Portogruaro	average	45.78071	Europe/Rome	12.84052
2016/12/01	Maxixe	excellent	-23.85972	Africa/Maputo	35.34722
27 Apr 2016	Bourbonnais	accep	41.15376	America/Chicago	-87.88754
2019/05/25	Lymington	excellent	50.75767	Europe/London	-1.5443
2017/03/20	Elbeuf	average	49.28669	Europe/Paris	1.00288
14 Mar 2018	Landshut	excellent	48.52961	Europe/Berlin	12.16179
2013-07-30	Haldwani	building	29.22254	Asia/Kolkata	79.5286
02/28/2013, 00:00:00	Lal Bahadur Nagar	building	17.34769	Asia/Kolkata	78.55757
2021/01/03	Bogoroditsk	accep	53.77166	Europe/Moscow	38.12408
12/08/2019, 00:00:00	Frankston South	average	-38.16604	Australia/Melbourne	145.13643
2015-10-09	Argungu	good	12.74482	Africa/Lagos	4.52514
2013-01-09	Kot Addu	accep	30.46907	Asia/Karachi	70.96699
03/23/2015, 00:00:00	Bordj Zemoura	excellent	36.27462	Africa/Algiers	4.85668
2019-04-09	Aleshtar	average	33.86419	Asia/Tehran	48.26258
20 Oct 2019	Athlone	excellent	53.43333	Europe/Dublin	-7.95
2016/09/24	Cheraga	maintenance	36.76775	Africa/Algiers	2.95924
2020/02/13	Gates-North Gates	good	43.16547	America/New_York	-77.70066
10/12/2014, 00:00:00	Sarandi	excellent	-23.44361	America/Sao_Paulo	-51.87389
12/10/2019, 00:00:00	Norfolk County	accep	42.8334	America/Toronto	-80.38297
2017/05/04	Sremska Mitrovica	excellent	44.97639	Europe/Belgrade	19.61222
08 Nov 2014	Kafanchan	excellent	9.58126	Africa/Lagos	8.2926
02/09/2020, 00:00:00	Kot Addu	excellent	30.46907	Asia/Karachi	70.96699
27 Aug 2016	Tongelre	excellent	51.44889	Europe/Amsterdam	5.51978
05/28/2019, 00:00:00	New Canaan	acceptable	41.14676	America/New_York	-73.49484
2018-06-23	Ar Ruseris	good	11.8659	Africa/Khartoum	34.3869
2021/05/26	Espoo	good	60.2052	Europe/Helsinki	24.6522
14 Oct 2016	Nizhniy Lomov	good	53.53041	Europe/Moscow	43.67663
2013-04-22	Covington	accep	39.08367	America/New_York	-84.50855
09/03/2015, 00:00:00	Shimotoda	accep	35.815	Asia/Tokyo	139.6853
01/11/2014, 00:00:00	Copperas Cove	good	31.12406	America/Chicago	-97.90308
02 Feb 2015	An Muileann gCearr	average	53.53333	Europe/Dublin	-7.35
2020-11-21	Alwaye	maintenance	10.10649	Asia/Kolkata	76.35484
07 Apr 2020	Chosica	building	-11.94306	America/Lima	-76.70944
06/30/2017, 00:00:00	Oschatz	excellent	51.30001	Europe/Berlin	13.10984
2017/07/19	Karben	excellent	50.23019	Europe/Berlin	8.77155
11/16/2018, 00:00:00	Franceville	building	-1.63333	Africa/Libreville	13.58357
2021-09-25	Bachhraon	average	28.92694	Asia/Kolkata	78.23456
